une	egy	un	egy	DET;INDF;FEM;SG	DET;INDF
particuliers	magánszemélyek	particulier	magánszemély	N;MASC;PL	N;NOM;PL
particuliers	egyének	particulier	egyén	N;MASC;PL	N;NOM;PL
partielle	részlegesen	partiel	részleges	ADJ;FEM;SG	ADJ;FRML;SG
dragons	sárkányok	dragon	sárkány	N;MASC;PL	N;NOM;PL
formations	képzések	formation	képzés	N;FEM;PL	N;NOM;PL
numéros	számok	numéro	szám	N;MASC;PL	N;NOM;PL
provisoire	ideiglenesen	provisoire	ideiglenes	ADJ;MASC;SG	ADJ;FRML;SG
provisoire	ideiglenes	provisoire	ideiglenes	ADJ;MASC;SG	ADJ;NOM;SG
provisoire	ideiglenes	provisoire	ideiglenes	ADJ;MASC;SG	ADJ;NOM;SG
veuve	özvegye	veuve	özvegy	N;FEM;SG	N;NOM;SG
apporter	hozd	apporter	hozd	V;NFIN	V;DEF;IMP;SG;1;PRS;FIN;ACT
programmation	programozás	programmation	programozás	N;FEM;SG	N;NOM;SG
soins	kezelések	soin	kezelés	N;MASC;PL	N;NOM;PL
exercice	gyakorlás	exercice	gyakorlás	N;MASC;SG	N;NOM;SG
exercice	testmozgás	exercice	testmozgás	N;MASC;SG	N;NOM;SG
exercice	gyakorlat	exercice	gyakorlat	N;MASC;SG	N;NOM;SG
bot	bot	bot	bot	N;MASC;SG	N;NOM;SG
connues	ismertek	connaître	ismer	V;FEM;PL;PST;V.PTCP	V;INDF;IND;PL;3;PST;FIN;ACT
amélioration	javulás	amélioration	javulás	N;FEM;SG	N;NOM;SG
amélioration	javítása	amélioration	javítás	N;FEM;SG	N;NOM;SG
amélioration	javulást	amélioration	javulás	N;FEM;SG	N;ACC;SG
amélioration	fejlesztés	amélioration	fejlesztés	N;FEM;SG	N;NOM;SG
amélioration	javulás	amélioration	javulás	N;FEM;SG	N;NOM;SG
vouloir	akarsz	vouloir	akarsz	V;NFIN	V;INDF;IND;SG;1;PRS;FIN;ACT
vouloir	akar	vouloir	akar	V;NFIN	V;INDF;IND;SG;3;PRS;FIN;ACT
vouloir	akarod	vouloir	akarod	V;NFIN	V;DEF;IND;SG;1;PRS;FIN;ACT
vouloir	akarom	vouloir	akarom	V;NFIN	V;DEF;IND;SG;1;PRS;FIN;ACT
virus	vírussal	virus	vírus	N;MASC;SG	N;INS;SG
virus	vírus	virus	vírus	N;MASC;SG	N;NOM;SG
fermeture	lezárás	fermeture	lezárás	N;FEM;SG	N;NOM;SG
fermeture	bezárása	fermeture	bezárás	N;FEM;SG	N;NOM;SG
fermeture	irányítószám	fermeture	irányítószám	N;FEM;SG	N;NOM;SG
fermeture	zip	fermeture	zip	N;FEM;SG	N;NOM;SG
fermeture	záró	fermeture	záró	N;FEM;SG	N;NOM;SG
fermeture	zárás	fermeture	zárás	N;FEM;SG	N;NOM;SG
fermeture	cipzár	fermeture	cipzár	N;FEM;SG	N;NOM;SG
poursuivre	folytasd	poursuivre	folytasd	V;NFIN	V;DEF;IMP;SG;1;PRS;FIN;ACT
voile	vitorlát	voile	vitorla	N;FEM;SG	N;ACC;SG
voile	hajózás	voile	hajózás	N;FEM;SG	N;NOM;SG
voile	vitorlázás	voile	vitorlázás	N;FEM;SG	N;NOM;SG
voile	vitorlás	voile	vitorlás	N;FEM;SG	N;NOM;SG
monarchie	monarchia	monarchie	monarchia	N;FEM;SG	N;NOM;SG
spécialisé	szakosodott	spécialiser	szakosodott	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
spécialisé	szakosított	spécialiser	szakosított	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
spécialisé	szakosodott	spécialiser	szakosodott	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
spécialisé	szakosított	spécialiser	szakosított	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
soutenu	támogatott	soutenir	támogat	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
décisions	döntések	décision	döntés	N;FEM;PL	N;NOM;PL
décisions	határozatok	décision	határozat	N;FEM;PL	N;NOM;PL
remarquable	figyelemreméltó	remarquable	figyelemreméltó	ADJ;MASC;SG	ADJ;NOM;SG
remarquable	figyelemreméltó	remarquable	figyelemreméltó	ADJ;MASC;SG	ADJ;NOM;SG
remarquable	kiváló	remarquable	kiváló	ADJ;MASC;SG	ADJ;NOM;SG
yougoslavie	jugoszlávia	yougoslavie	jugoszlávia	N;FEM;SG	N;NOM;SG
assassinat	gyilkosság	assassinat	gyilkosság	N;MASC;SG	N;NOM;SG
assassinat	merénylet	assassinat	merénylet	N;MASC;SG	N;NOM;SG
restaurant	vendéglő	restaurant	vendéglő	N;MASC;SG	N;NOM;SG
restaurant	étterem	restaurant	étter	N;MASC;SG	N;NOM;SG
abandonné	elhagyott	abandonner	el+hagyott	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
abandonné	elhagyatott	abandonner	elhagyatott	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
tribu	törzs	tribu	törzs	N;FEM;SG	N;NOM;SG
belges	belgák	belge	belga	N;MASC;PL	N;NOM;PL
rotation	forgás	rotation	forgás	N;FEM;SG	N;NOM;SG
rotation	rotációs	rotation	rotációs	N;FEM;SG	N;NOM;SG
rotation	forgás	rotation	forgás	N;FEM;SG	N;NOM;SG
rotation	forgatás	rotation	forgatás	N;FEM;SG	N;NOM;SG
attitude	magatartás	attitude	magatartás	N;FEM;SG	N;NOM;SG
attitude	hozzáállás	attitude	hozzáállás	N;FEM;SG	N;NOM;SG
transféré	átadott	transférer	átadott	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
jugement	ítélet	jugement	ítélet	N;MASC;SG	N;NOM;SG
jugement	ítélet	jugement	ítélet	N;MASC;SG	N;NOM;SG
bible	biblia	bible	biblia	N;FEM;SG	N;NOM;SG
bible	bibliát	bible	biblia	N;FEM;SG	N;ACC;SG
rayon	sugár	rayon	sugár	N;MASC;SG	N;NOM;SG
rayon	körzetben	rayon	körzet	N;MASC;SG	N;IN+ESS;SG
rayon	sugár	rayon	sugár	N;MASC;SG	N;NOM;SG
nécessité	szükséglet	nécessité	szükséglet	N;FEM;SG	N;NOM;SG
têtes	fejek	tête	fej	N;FEM;PL	N;NOM;PL
têtes	fejeket	tête	fejek	N;FEM;PL	N;ACC;PL
immeuble	épület	immeuble	épület	N;MASC;SG	N;NOM;SG
vocation	hivatás	vocation	hivatás	N;FEM;SG	N;NOM;SG
facteur	postás	facteur	postás	N;MASC;SG	N;NOM;SG
facteur	postás	facteur	postás	N;MASC;SG	N;NOM;SG
facteur	faktor	facteur	faktor	N;MASC;SG	N;NOM;SG
facteur	tényező	facteur	tényező	N;MASC;SG	N;NOM;SG
fini	elkészült	finir	elkészült	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
fini	befejezett	finir	befejezett	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
spatiale	térbeli	spatial	térbeli	ADJ;FEM;SG	ADJ;NOM;SG
épée	kard	épée	kard	N;FEM;SG	N;NOM;SG
épée	kard	épée	kard	N;FEM;SG	N;NOM;SG
banlieue	külvárosában	banlieue	külváros	N;FEM;SG	N;IN+ESS;SG
banlieue	külvárosi	banlieue	külvárosi	N;FEM;SG	N;NOM;SG
banlieue	külvárosban	banlieue	külváros	N;FEM;SG	N;IN+ESS;SG
protégée	védett	protéger	védett	V;FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
toulon	toulon	toulon	toulon	N;MASC;SG	N;NOM;SG
voisins	szomszédok	voisin	szomszéd	N;MASC;PL	N;NOM;PL
voisins	szomszédokkal	voisin	szomszéd	N;MASC;PL	N;INS;PL
voisins	szomszédok	voisin	szomszéd	N;MASC;PL	N;NOM;PL
jouant	játszik	jouer	játszik	V;PRS;V.PTCP	V;INDF;IND;SG;3;PRS;FIN;ACT
jouant	játszom	jouer	játszik	V;PRS;V.PTCP	V;INDF;IND;SG;1;PRS;FIN;ACT
servant	szolgálni	servir	szolgál	V;PRS;V.PTCP	V;NFIN;ACT
progrès	előrehaladás	progrès	előrehaladás	N;MASC;SG	N;NOM;SG
progrès	előrelépés	progrès	előrelépés	N;MASC;SG	N;NOM;SG
progrès	fejlődés	progrès	fejlődés	N;MASC;SG	N;NOM;SG
progrès	haladás	progrès	haladás	N;MASC;SG	N;NOM;SG
poche	zseb	poche	zseb	N;FEM;SG	N;NOM;SG
poche	zsebében	poche	zsebe	N;FEM;SG	N;IN+ESS;SG
poche	tasak	poche	tasak	N;FEM;SG	N;NOM;SG
poche	zacskó	poche	zacskó	N;FEM;SG	N;NOM;SG
dieux	istenek	dieu	ist	N;MASC;PL	N;NOM;PL
producteurs	gyártói	producteur	gyártói	N;MASC;PL	N;NOM;PL
producteurs	gyártók	producteur	gyártó	N;MASC;PL	N;NOM;PL
producteurs	producerek	producteur	producer	N;MASC;PL	N;NOM;PL
producteurs	termelők	producteur	termelő	N;MASC;PL	N;NOM;PL
producteurs	termelői	producteur	termelő	N;MASC;PL	N;NOM;PL
copie	másolat	copie	másolat	N;FEM;SG	N;NOM;SG
copie	másolatot	copie	másolat	N;FEM;SG	N;ACC;SG
copie	másolatot	copie	másolat	N;FEM;SG	N;ACC;SG
carbone	szén	carbone	szén	N;MASC;SG	N;NOM;SG
modifié	szerkesztett	modifier	szerkesztett	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
modifié	módosult	modifier	módosul	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
modifié	átalakított	modifier	átalakított	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
modifié	módosított	modifier	módosított	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
modifié	módosított	modifier	módosított	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
mâle	férfi	mâle	férfi	N;MASC;SG	N;NOM;SG
mâle	hím	mâle	hím	N;MASC;SG	N;NOM;SG
pétrole	olaj	pétrole	olaj	N;MASC;SG	N;NOM;SG
pétrole	kőolaj	pétrole	kőolaj	N;MASC;SG	N;NOM;SG
pétrole	olajjal	pétrole	olajjal	N;MASC;SG	N;INS;SG
pétrole	olajat	pétrole	olajat	N;MASC;SG	N;ACC;SG
pétrole	kőolaj	pétrole	kőolaj	N;MASC;SG	N;NOM;SG
pétrole	ásványolaj	pétrole	ásványolaj	N;MASC;SG	N;NOM;SG
normal	szokásos	normal	szokásos	ADJ;MASC;SG	ADJ;NOM;SG
confirme	megerősíti	confirmer	meg+erősít	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
corporation	corporation	corporation	corporation	N;FEM;SG	N;NOM;SG
cible	célpont	cible	célpont	N;FEM;SG	N;NOM;SG
cible	cél	cible	cél	N;FEM;SG	N;NOM;SG
morceau	pálya	morceau	pálya	N;MASC;SG	N;NOM;SG
morceau	vágány	morceau	vágány	N;MASC;SG	N;NOM;SG
morceau	darabja	morceau	darab	N;MASC;SG	N;NOM;SG
pasteur	prédikátor	pasteur	prédikátor	N;MASC;SG	N;NOM;SG
pasteur	lelkész	pasteur	lelkész	N;MASC;SG	N;NOM;SG
nintendo	nintendo	nintendo	nintendo	N;MASC;SG	N;NOM;SG
apprentissage	tanulás	apprentissage	tanulás	N;MASC;SG	N;NOM;SG
adopté	elfogadott	adopter	el+fogadott	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
entraînement	tréning	entraînement	tréning	N;MASC;SG	N;NOM;SG
entraînement	kiképzés	entraînement	kiképzés	N;MASC;SG	N;NOM;SG
entraînement	képzés	entraînement	képzés	N;MASC;SG	N;NOM;SG
entraînement	edzés	entraînement	edzés	N;MASC;SG	N;NOM;SG
entraînement	edzés	entraînement	edzés	N;MASC;SG	N;NOM;SG
filiale	leányvállalat	filiale	leányvállalat	N;FEM;SG	N;NOM;SG
filiale	leányvállalata	filiale	leányvállalat	N;FEM;SG	N;NOM;SG
plaisir	élvezet	plaisir	élvezet	N;MASC;SG	N;NOM;SG
plaisir	móka	plaisir	móka	N;MASC;SG	N;NOM;SG
plaisir	szórakozás	plaisir	szórakozás	N;MASC;SG	N;NOM;SG
plaisir	gyönyör	plaisir	gyönyör	N;MASC;SG	N;NOM;SG
plaisir	élvezet	plaisir	élvezet	N;MASC;SG	N;NOM;SG
époux	házastársa	époux	házastárs	N;MASC;SG	N;NOM;SG
époux	házastárs	époux	házastárs	N;MASC;SG	N;NOM;SG
époux	férje	époux	fér	N;MASC;SG	N;NOM;SG
époux	férjem	époux	férjem	N;MASC;SG	N;NOM;SG
époux	férj	époux	férj	N;MASC;SG	N;NOM;SG
organiser	szervezni	organiser	szervez	V;NFIN	V;NFIN;ACT
organiser	szervez	organiser	szervez	V;NFIN	V;INDF;IND;SG;3;PRS;FIN;ACT
bateaux	hajók	bateau	hajó	N;MASC;PL	N;NOM;PL
soutient	támogatja	soutenir	támogat	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
croire	hiszem	croire	hisz	V;NFIN	V;DEF;IND;SG;1;PRS;FIN;ACT
croire	higgy	croire	higgy	V;NFIN	V;INDF;IND;SG;1;PRS;FIN;ACT
croire	hinni	croire	hinni	V;NFIN	V;NFIN;ACT
présentant	bemutatjuk	présenter	be+mutat	V;PRS;V.PTCP	V;DEF;IND;PL;1;PRS;FIN;ACT
domination	dominanciáját	domination	dominancia	N;FEM;SG	N;ACC;SG
débats	viták	débat	vita	N;MASC;PL	N;NOM;PL
débats	vitákat	débat	vita	N;MASC;PL	N;ACC;PL
moto	motorkerékpár	moto	motorkerékpár	N;FEM;SG	N;NOM;SG
moto	motoros	moto	motoros	N;FEM;SG	N;NOM;SG
moto	motor	moto	motor	N;FEM;SG	N;NOM;SG
moto	motorkerékpár	moto	motorkerékpár	N;FEM;SG	N;NOM;SG
curé	pap	curé	pap	N;MASC;SG	N;NOM;SG
tunnel	alagút	tunnel	alagút	N;MASC;SG	N;NOM;SG
échapper	megszökni	échapper	meg+szök	V;NFIN	V;NFIN;ACT
échapper	megszökni	échapper	meg+szök	V;NFIN	V;NFIN;ACT
fenêtres	ablakok	fenêtre	ablak	N;FEM;PL	N;NOM;PL
mineur	kiskorú	mineur	kiskorú	N;MASC;SG	N;NOM;SG
vertical	függőlegesen	vertical	függőleges	ADJ;MASC;SG	ADJ;FRML;SG
équilibre	egyenleg	équilibre	egyenleg	N;MASC;SG	N;NOM;SG
équilibre	mérleg	équilibre	mérleg	N;MASC;SG	N;NOM;SG
équilibre	egyensúly	équilibre	egyensúly	N;MASC;SG	N;NOM;SG
équilibre	kiegyenlítő	équilibre	kiegyenlítő	N;MASC;SG	N;NOM;SG
équilibre	egyensúly	équilibre	egyensúly	N;MASC;SG	N;NOM;SG
équilibre	egyensúlyi	équilibre	egyensúlyi	N;MASC;SG	N;NOM;SG
empêche	megakadályozza	empêcher	megakadályoz	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
empêche	megelőzi	empêcher	megelőzi	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
variable	változtatható	variable	változtatható	ADJ;MASC;SG	ADJ;NOM;SG
variable	változó	variable	változó	ADJ;MASC;SG	ADJ;NOM;SG
sanctuaire	szentély	sanctuaire	szentély	N;MASC;SG	N;NOM;SG
sanctuaire	szentély	sanctuaire	szentély	N;MASC;SG	N;NOM;SG
illustrations	illusztrációk	illustration	illusztráció	N;FEM;PL	N;NOM;PL
erreurs	hibák	erreur	hiba	N;FEM;PL	N;NOM;PL
erreurs	hibákat	erreur	hiba	N;FEM;PL	N;ACC;PL
erreurs	hibák	erreur	hiba	N;FEM;PL	N;NOM;PL
erreurs	hibákat	erreur	hiba	N;FEM;PL	N;ACC;PL
bis	bisz	bis	bisz	N;MASC;SG	N;NOM;SG
statistique	statisztikai	statistique	statisztikai	ADJ;MASC;SG	ADJ;NOM;SG
paramètre	beállítás	paramètre	beállítás	N;MASC;SG	N;NOM;SG
paramètre	paraméter	paramètre	paraméter	N;MASC;SG	N;NOM;SG
psychologie	pszichológiai	psychologie	pszichológiai	N;FEM;SG	N;NOM;SG
psychologie	pszichológia	psychologie	pszichológia	N;FEM;SG	N;NOM;SG
constantinople	konstantinápoly	constantinople	konstantinápoly	N;MASC;SG	N;NOM;SG
fouilles	ásatások	fouille	ásatás	N;FEM;PL	N;NOM;PL
diplômé	végzős	diplômé	végzős	N;MASC;SG	N;NOM;SG
diplômé	diplomás	diplômé	diplomás	N;MASC;SG	N;NOM;SG
diplômé	végzős	diplômé	végzős	N;MASC;SG	N;NOM;SG
sel	só	sel	só	N;MASC;SG	N;NOM;SG
sel	sót	sel	sót	N;MASC;SG	N;ACC;SG
sel	sós	sel	sós	N;MASC;SG	N;NOM;SG
princes	hercegek	prince	herceg	N;MASC;PL	N;NOM;PL
examen	vizsga	examen	vizsga	N;MASC;SG	N;NOM;SG
examen	felülvizsgálat	examen	felülvizsgálat	N;MASC;SG	N;NOM;SG
examen	kritika	examen	kritika	N;MASC;SG	N;NOM;SG
examen	vizsgálat	examen	vizsgálat	N;MASC;SG	N;NOM;SG
examen	vizsga	examen	vizsga	N;MASC;SG	N;NOM;SG
héritage	örökség	héritage	örökség	N;MASC;SG	N;NOM;SG
héritage	öröksége	héritage	örökség	N;MASC;SG	N;NOM;SG
héritage	örökség	héritage	örökség	N;MASC;SG	N;NOM;SG
héritage	örökség	héritage	örökség	N;MASC;SG	N;NOM;SG
commencer	kezdeni	commencer	kezd	V;NFIN	V;NFIN;ACT
lancée	elindított	lancer	elindított	V;FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
lancée	indított	lancer	indít	V;FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
combattants	harcosok	combattant	harcos	N;MASC;PL	N;NOM;PL
combattants	vadászok	combattant	vadász	N;MASC;PL	N;NOM;PL
candidature	alkalmazás	candidature	alkalmazás	N;FEM;SG	N;NOM;SG
candidature	jelentkezés	candidature	jelentkezés	N;FEM;SG	N;NOM;SG
théorème	tétel	théorème	tétel	N;MASC;SG	N;NOM;SG
télé	tv	télé	tv	N;FEM;SG	N;NOM;SG
télé	televízió	télé	televízió	N;FEM;SG	N;NOM;SG
expériences	kísérletek	expérience	kísérlet	N;FEM;PL	N;NOM;PL
expériences	tapasztalatok	expérience	tapasztalat	N;FEM;PL	N;NOM;PL
expériences	élmények	expérience	élmény	N;FEM;PL	N;NOM;PL
expériences	tapasztalatok	expérience	tapasztalat	N;FEM;PL	N;NOM;PL
concurrence	versengés	concurrence	versengés	N;FEM;SG	N;NOM;SG
concurrence	konkurencia	concurrence	konkurencia	N;FEM;SG	N;NOM;SG
concurrence	verseny	concurrence	verseny	N;FEM;SG	N;NOM;SG
étudié	tanult	étudier	tanult	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
étudié	tanultam	étudier	tanul	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;1;PST;FIN;ACT
massacre	mészárlás	massacre	mészárlás	N;MASC;SG	N;NOM;SG
massacre	vérfürdő	massacre	vérfürdő	N;MASC;SG	N;NOM;SG
potentiel	potenciál	potentiel	potenciál	N;MASC;SG	N;NOM;SG
potentiel	lehetőség	potentiel	lehetőség	N;MASC;SG	N;NOM;SG
annuel	éves	annuel	éves	ADJ;MASC;SG	ADJ;NOM;SG
annuel	éves	annuel	éves	ADJ;MASC;SG	ADJ;NOM;SG
représenter	képviselni	représenter	képvisel	V;NFIN	V;NFIN;ACT
représenter	képviseli	représenter	képviseli	V;NFIN	V;DEF;IND;SG;3;PRS;FIN;ACT
représenter	képviselni	représenter	képvisel	V;NFIN	V;NFIN;ACT
dialogue	párbeszédre	dialogue	párbeszéd	N;MASC;SG	N;ON+ALL;SG
dialogue	párbeszéd	dialogue	párbeszéd	N;MASC;SG	N;NOM;SG
présidente	elnök	président	elnök	N;FEM;SG	N;NOM;SG
annuelle	éves	annuel	éves	ADJ;FEM;SG	ADJ;NOM;SG
annuelle	éves	annuel	éves	ADJ;FEM;SG	ADJ;NOM;SG
thérèse	teréz	thérèse	teréz	N;FEM;SG	N;NOM;SG
grotte	barlang	grotte	barlang	N;FEM;SG	N;NOM;SG
grotte	barlangot	grotte	barlangot	N;FEM;SG	N;ACC;SG
pain	kenyér	pain	kenyér	N;MASC;SG	N;NOM;SG
pain	kenyeret	pain	kenyér	N;MASC;SG	N;ACC;SG
toit	tető	toit	tető	N;MASC;SG	N;NOM;SG
toit	tetőn	toit	tető	N;MASC;SG	N;ON+ESS;SG
toit	tető	toit	tető	N;MASC;SG	N;NOM;SG
toit	tetőn	toit	tető	N;MASC;SG	N;ON+ESS;SG
entraineur	edző	entraîneur	edző	N;MASC;SG	N;NOM;SG
entraineur	edző	entraîneur	edző	N;MASC;SG	N;NOM;SG
suivie	követett	suivre	követ	V;FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
suivie	követte	suivre	követ	V;FEM;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
réduction	kedvezmény	réduction	kedvezmény	N;FEM;SG	N;NOM;SG
réduction	csökkentést	réduction	csökkentés	N;FEM;SG	N;ACC;SG
réduction	csökkentése	réduction	csökkentés	N;FEM;SG	N;NOM;SG
réduction	csökkenés	réduction	csökkenés	N;FEM;SG	N;NOM;SG
réduction	csökkentés	réduction	csökkentés	N;FEM;SG	N;NOM;SG
réduction	kedvezmény	réduction	kedvezmény	N;FEM;SG	N;NOM;SG
tension	feszültség	tension	feszültség	N;FEM;SG	N;NOM;SG
tension	feszültség	tension	feszültség	N;FEM;SG	N;NOM;SG
chaînes	csatornák	chaîne	csator	N;FEM;PL	N;NOM;PL
chaînes	láncok	chaîne	lánc	N;FEM;PL	N;NOM;PL
soumis	alávetett	soumettre	alávet	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
soumis	benyújtott	soumettre	benyújtott	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
intégration	integráció	intégration	integráció	N;FEM;SG	N;NOM;SG
intégration	beilleszkedés	intégration	beilleszkedés	N;FEM;SG	N;NOM;SG
wimbledon	wimbledon	wimbledon	wimbled	N;MASC;SG	N;NOM;SG
rythme	lépést	rythme	lépés	N;MASC;SG	N;ACC;SG
rythme	ritmus	rythme	ritmus	N;MASC;SG	N;NOM;SG
arriver	érkezem	arriver	érkezik	V;NFIN	V;INDF;IND;SG;1;PRS;FIN;ACT
arriver	érkezik	arriver	érkezik	V;NFIN	V;INDF;IND;SG;3;PRS;FIN;ACT
écart	eltérés	écart	eltérés	N;MASC;SG	N;NOM;SG
écart	hézag	écart	hézag	N;MASC;SG	N;NOM;SG
écart	rés	écart	rés	N;MASC;SG	N;NOM;SG
montré	mutatta	montrer	mutat	V;MASC;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
montré	mutatott	montrer	mutat	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
montré	megmutatta	montrer	meg+mutat	V;MASC;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
rupture	szakítás	rupture	szakítás	N;FEM;SG	N;NOM;SG
rupture	hasadék	rupture	hasadék	N;FEM;SG	N;NOM;SG
rupture	repedés	rupture	repedés	N;FEM;SG	N;NOM;SG
rupture	szünet	rupture	szünet	N;FEM;SG	N;NOM;SG
rupture	törés	rupture	törés	N;FEM;SG	N;NOM;SG
vague	hullám	vague	hullám	N;FEM;SG	N;NOM;SG
décor	dekoráció	décor	dekoráció	N;MASC;SG	N;NOM;SG
décor	dekoráció	décor	dekoráció	N;MASC;SG	N;NOM;SG
décor	dekoráció	décor	dekoráció	N;MASC;SG	N;NOM;SG
maintien	retenciós	maintien	retenciós	N;MASC;SG	N;NOM;SG
signal	jelet	signal	jelet	N;MASC;SG	N;ACC;SG
signal	jel	signal	jel	N;MASC;SG	N;NOM;SG
signal	jelzés	signal	jelzés	N;MASC;SG	N;NOM;SG
placée	helyezett	placer	helyez	V;FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
placée	elhelyezett	placer	elhelyezett	V;FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
suicide	öngyilkosság	suicide	öngyilkosság	N;MASC;SG	N;NOM;SG
accords	megállapodások	accord	megállapodás	N;MASC;PL	N;NOM;PL
accords	egyezmények	accord	egyezmény	N;MASC;PL	N;NOM;PL
refus	elutasítás	refus	elutasítás	N;MASC;SG	N;NOM;SG
refus	elutasítás	refus	elutasítás	N;MASC;SG	N;NOM;SG
refus	tagadás	refus	tagadás	N;MASC;SG	N;NOM;SG
refus	elutasítás	refus	elutasítás	N;MASC;SG	N;NOM;SG
périodes	időszakok	période	időszak	N;FEM;PL	N;NOM;PL
mentionné	említett	mentionner	említett	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
crédit	kredit	crédit	kredi	N;MASC;SG	N;NOM;SG
librairie	könyvesboltban	librairie	könyvesbolt	N;FEM;SG	N;IN+ESS;SG
librairie	könyvesbolt	librairie	könyvesbolt	N;FEM;SG	N;NOM;SG
librairie	könyvtári	librairie	könyvtári	N;FEM;SG	N;NOM;SG
librairie	könyvtár	librairie	Könyvtár	N;FEM;SG	N;NOM;SG
librairie	könyvtárban	librairie	könyvtár	N;FEM;SG	N;IN+ESS;SG
librairie	könyvesboltban	librairie	könyvesbolt	N;FEM;SG	N;IN+ESS;SG
librairie	könyvesbolt	librairie	könyvesbolt	N;FEM;SG	N;NOM;SG
audio	audio	audio	audio	N;MASC;SG	N;NOM;SG
audio	hang	audio	hang	N;MASC;SG	N;NOM;SG
fuite	szivárgás	fuite	szivárgás	N;FEM;SG	N;NOM;SG
fuite	szivárgás	fuite	szivárgás	N;FEM;SG	N;NOM;SG
fuite	szökés	fuite	szökés	N;FEM;SG	N;NOM;SG
fuite	menekülés	fuite	menekülés	N;FEM;SG	N;NOM;SG
dôme	búra	dôme	búra	N;MASC;SG	N;NOM;SG
associée	társult	associer	társul	V;FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
associée	társult	associer	társul	V;FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
reproduction	tenyésztés	reproduction	tenyésztés	N;FEM;SG	N;NOM;SG
reproduction	reprodukciós	reproduction	reprodukciós	N;FEM;SG	N;NOM;SG
christianisme	kereszténység	christianisme	kereszténység	N;MASC;SG	N;NOM;SG
parcs	parkok	parc	park	N;MASC;PL	N;NOM;PL
entendu	hallott	entendre	hall	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
entendu	hallottam	entendre	hall	V;MASC;SG;PST;V.PTCP	V;DEF;IND;SG;1;PST;FIN;ACT
hasard	esélyt	hasard	esély	N;MASC;SG	N;ACC;SG
hasard	esély	hasard	esély	N;MASC;SG	N;NOM;SG
dispositif	berendezés	dispositif	berendezés	N;MASC;SG	N;NOM;SG
dispositif	szerkezet	dispositif	szerkezet	N;MASC;SG	N;NOM;SG
dispositif	eszköz	dispositif	eszköz	N;MASC;SG	N;NOM;SG
dispositif	készülék	dispositif	készülék	N;MASC;SG	N;NOM;SG
