bija	بود	būt	بود#باش	V;FH;IND;3;POS;PST;FIN;ACT	V;SG;3;PST
arhīva	بایگانی	arhīvs	بایگانی	N;NOM;MASC;SG	N;SG
pilij	کاخ	pilija	کاخ	N;DAT;FEM;SG	N;SG
pilij	قصر	pilija	None	N;DAT;FEM;SG	N;SG
prakse	تمرین	prakse	تمرین	N;NOM;FEM;SG	N;SG
nepieciešamība	نیاز	nepieciešamība	نیاز	N;NOM;FEM;SG	N;SG
nepieciešamība	ضرورت	nepieciešamība	ضرورت	N;NOM;FEM;SG	N;SG
sindroms	نشانگان	sindroms	نشانگ	N;NOM;MASC;SG	N;SG
sindroms	سندروم	sindroms	سندروم	N;NOM;MASC;SG	N;SG
sindroms	سندرم	sindroms	سندرم	N;NOM;MASC;SG	N;SG
mhz	mhz	mhz	mhz	N	N;SG
rozā	پینک	rozā	پینک	N	N;SG
rozā	صورتی	rozā	صورت	N	N;SG
bumba	بال	bumba	بال	N;NOM;FEM;SG	N;SG
bumba	توپ	bumba	None	N;NOM;FEM;SG	N;SG
bumba	بمب	bumba	بمب	N;NOM;FEM;SG	N;SG
cūku	خوک	cūka	خوک	N;ACC;FEM;SG	N;SG
zaķis	هیر	zaķis	هیر	N;NOM;MASC;SG	N;SG
bizness	تجارت	bizness	تجارت	N;NOM;MASC;SG	N;SG
bizness	کسب	bizness	کسب	N;NOM;MASC;SG	N;SG
bizness	b	bizness	b	N;NOM;MASC;SG	N;SG
basketball	b	basketball	b	N;NOM;FEM;SG	N;SG
basketball	بسکتبال	basketball	بسکتبال	N;NOM;FEM;SG	N;SG
lotus	لوتوس	lots	لوتوس	N;NOM;MASC;SG	N;SG
lotus	نیلوفر	lots	نیلوفر	N;NOM;MASC;SG	N;SG
students	محصل	students	محصل	N;NOM;MASC;SG	N;SG
students	شاگرد	students	شاگرد	N;NOM;MASC;SG	N;SG
students	دانشجو	students	دانشجو	N;NOM;MASC;SG	N;SG
spartak	اسپارتاک	sparta	اسپارتاک	N;NOM;MASC;SG	N;SG
kopienu	اجتماع	kopiena	None	N;ACC;MASC;SG	N;SG
kopienu	ملتی	kopiena	ملت	N;ACC;MASC;SG	N;SG
kopienu	جامعه	kopiena	جامعه	N;ACC;MASC;SG	N;SG
kopienu	انجمن	kopiena	انجمن	N;ACC;MASC;SG	N;SG
kopienu	امت	kopiena	امت	N;ACC;MASC;SG	N;SG
vienkārša	ساده	vienkārša	ساده	ADJ;NOM;FEM;SG	ADJ
vienkārša	ساده	vienkārša	ساده	ADJ;NOM;FEM;SG	ADJ
izvēlēta	برگزیده	izvēlēt	برگزیده	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;SG;3;V.PTCP
ienaidnieki	دشمنان	ienaidnieks	دشمن	N;NOM;MASC;PL	N;PL
autoriem	نویسندگان	autors	نویسنده	N;DAT;MASC;PL	N;PL
tatra	تاترا	tatra	تاترا	N;NOM;MASC;SG	N;SG
matemātikā	ریاضیات	matemātika	ریاضی	N;ESS;FEM;SG	N;SG
viļņi	امواج	vilnis	None	N;NOM;MASC;PL	N;PL
viļņi	موجها	vilnis	موج	N;NOM;MASC;PL	N;PL
horvātu	کروات	horvāts	کروات	N;ACC;MASC;SG	N;SG
horvātu	کرواسی	horvāts	None	N;ACC;MASC;SG	N;SG
slēpošana	اسکی	slēpošana	اسکی	N;NOM;FEM;SG	N;SG
lūsis	لینکس	lūsis	لینکس	N;NOM;MASC;SG	N;SG
sql	sql	sql	sql	N	N;SG
shēmas	نمودارهای	shēma	نمودار	N;NOM;FEM;PL	N;PL
gambīts	گامبی	gambīt	گامبی	N;NOM;MASC;SG	N;SG
sportistiem	ورزشکاران	sportists	ورزشکار	N;DAT;MASC;PL	N;PL
piektdienā	آدینه	piektdiena	آدینه	N;ESS;FEM;SG	N;SG
piektdienā	جمعه	piektdiena	جمعه	N;ESS;FEM;SG	N;SG
pasniedzēji	اساتید	pasniedzējs	استاد	N;NOM;MASC;PL	N;PL
atomi	اتمهای	atome	اتم	N;NOM;MASC;PL	N;PL
atomi	اتمها	atome	اتم	N;NOM;MASC;PL	N;PL
kompleksā	هرات	komplekss	هرات	N;ESS;MASC;SG	N;SG
tango	تانگو	tango	تانگو	N	N;SG
brauciens	سوار	brauciens	سوار	N;NOM;MASC;SG	N;SG
brauciens	سواری	brauciens	سواری	N;NOM;MASC;SG	N;SG
brauciens	سفر	brauciens	سفر	N;NOM;MASC;SG	N;SG
brauciens	سفری	brauciens	سفر	N;NOM;MASC;SG	N;SG
brauciens	مسافرت	brauciens	مسافرت	N;NOM;MASC;SG	N;SG
brauciens	سفر	brauciens	سفر	N;NOM;MASC;SG	N;SG
pievienoties	بپیوندید	pievienoties	None	V;POS;REFL;NFIN	V;SBJV;PL;2;PRS
ietilpība	ظرفیت	ietilpība	ظرفیت	N;NOM;FEM;SG	N;SG
ietilpība	گنجایش	ietilpība	گنجایش	N;NOM;FEM;SG	N;SG
neatkarība	استقلال	neatkarība	استقلال	N;NOM;FEM;SG	N;SG
neatkarība	استقلالی	neatkarība	استقلالی	N;NOM;FEM;SG	N;SG
ieeja	ورودی	ieeja	ورودی	N;NOM;FEM;SG	N;SG
ieeja	مدهوش	ieeja	مدهوش	N;NOM;FEM;SG	N;SG
autonomā	خودگردان	autonoms	خودگرد	N;NOM;FEM;SG	N;SG
autonomā	خودمختار	autonoms	خودمختار	N;NOM;FEM;SG	N;SG
rfc	rfc	rfc	rfc	N	N;SG
redze	بینایی	redze	بینایی	N;NOM;FEM;SG	N;SG
redze	بصیرت	redze	بصیرت	N;NOM;FEM;SG	N;SG
redze	دید	redze	دید#بین	N;NOM;FEM;SG	N;SG
redze	ویژن	redze	ویژن	N;NOM;FEM;SG	N;SG
redze	بینایی	redze	بینایی	N;NOM;FEM;SG	N;SG
aktīvā	فعال	aktīva	فعال	ADJ;NOM;FEM;SG	ADJ
olbaltumvielu	پروتئین	olbaltumviela	پروتئین	N;ACC;FEM;SG	N;SG
olbaltumvielu	پروتئینی	olbaltumviela	پروتئینی	N;ACC;FEM;SG	N;SG
piekraste	کوست	piekraste	کوست	N;NOM;FEM;SG	N;SG
piekraste	ساحل	piekraste	ساحل	N;NOM;FEM;SG	N;SG
daudzveidība	همیاری	daudzveidība	همیاری	N;NOM;FEM;SG	N;SG
daudzveidība	گوناگونی	daudzveidība	گوناگون	N;NOM;FEM;SG	N;SG
daudzveidība	تنوع	daudzveidība	تنوع	N;NOM;FEM;SG	N;SG
mavericks	ماوریکس	mavericks	ماوریکس	N;NOM;MASC;SG	N;SG
zaļa	سبز	zaļš	سبز	ADJ;NOM;FEM;SG	ADJ
baktēriju	باکتریایی	baktērija	باکتری	N;ACC;MASC;SG	N;SG
baktēriju	باکتری	baktērija	باکتری	N;ACC;MASC;SG	N;SG
klientiem	مشتریان	klients	مشتری	N;DAT;MASC;PL	N;PL
klientiem	موکلین	klients	None	N;DAT;MASC;PL	N;PL
ložu	ضدگلوله	loze	ضدگلوله	N;ACC;MASC;SG	N;SG
mošeja	مسجد	mošeja	مسجد	N;NOM;FEM;SG	N;SG
mošeja	مسجدی	mošeja	مسجدی	N;NOM;FEM;SG	N;SG
serveri	سرورهای	serveris	سرور	N;NOM;MASC;PL	N;PL
raksturu	شخصیت	raksturs	شخصیت	N;ACC;MASC;SG	N;SG
raksturu	نویسه	raksturs	نویسه	N;ACC;MASC;SG	N;SG
vuelta	vuelta	vuelta	vuelta	N;NOM;MASC;SG	N;SG
kristieši	مسیحیان	kristietis	مسیحی	N;NOM;MASC;PL	N;PL
kristieši	نصارا	kristietis	نصارا	N;NOM;MASC;PL	N;PL
grifs	کرکس	grifs	کرکس	N;NOM;MASC;SG	N;SG
grifs	لاشخور	grifs	لاشخور	N;NOM;MASC;SG	N;SG
grifs	گریف	grifs	گریف	N;NOM;MASC;SG	N;SG
vēju	باد	vējš	باد	N;ACC;MASC;SG	N;SG
vēju	بادی	vējš	بادی	N;ACC;MASC;SG	N;SG
pēdu	پای	pēda	پا	N;ACC;FEM;SG	N;SG
pēdu	فوت	pēda	فوت	N;ACC;FEM;SG	N;SG
pēdu	پیاده	pēda	پیاده	N;ACC;FEM;SG	N;SG
pēdu	پا	pēda	پا	N;ACC;FEM;SG	N;SG
simptomi	علائم	simptoms	علامت	N;NOM;MASC;PL	N;PL
ticība	ایمانش	ticība	ایمانش	N;NOM;FEM;SG	N;SG
ticība	ایمان	ticība	ایمان	N;NOM;FEM;SG	N;SG
ticība	ایمانی	ticība	ایمان	N;NOM;FEM;SG	N;SG
irāna	ایران	irāns	ایران	N;NOM;FEM;SG	N;SG
irāna	سوادکوه	irāns	سوادکوه	N;NOM;FEM;SG	N;SG
maiju	مایان	maijs	مایان	N;ACC;MASC;SG	N;SG
maiju	مایا	maijs	مایا	N;ACC;MASC;SG	N;SG
piederība	وابستگی	piederība	وابستگی	N;NOM;FEM;SG	N;SG
irākā	عراق	irāka	عراق	N;ESS;FEM;SG	N;SG
publicēšana	چاپخانه	publicēšana	چاپخانه	N;NOM;FEM;SG	N;SG
publicēšana	نشر	publicēšana	نشر	N;NOM;FEM;SG	N;SG
publicēšana	انتشار	publicēšana	انتشار	N;NOM;FEM;SG	N;SG
vienkāršas	ساده	vienkārša	ساده	ADJ;NOM;FEM;PL	ADJ
tjurku	ترکان	tjurka	ترکان	N;NOM;MASC;SG	N;SG
tjurku	ترکی	tjurka	ترکی	N;NOM;MASC;SG	N;SG
nakti	شبی	nakts	شب	N;ACC;FEM;SG	N;SG
nakti	شب	nakts	شب	N;ACC;FEM;SG	N;SG
tatjana	تاتیانا	tatjana	تاتیانا	N;NOM;FEM;SG	N;SG
tatjana	تاتیانا	tatjana	تاتیانا	N;NOM;FEM;SG	N;SG
ielās	خیابانها	iela	خیابان	N;ESS;FEM;PL	N;PL
edvīns	ادوین	edvīns	ادوین	N;NOM;MASC;SG	N;SG
lēmumus	تصمیمات	lēmums	تصمیم	N;ACC;MASC;PL	N;PL
galaktikas	کهکشانها	galaktika	کهکشان	N;NOM;FEM;PL	N;PL
ziema	وینتر	ziema	وینتر	N;NOM;FEM;SG	N;SG
ziema	زمستان	ziema	زمستان	N;NOM;FEM;SG	N;SG
ziema	زمستون	ziema	زمستون	N;NOM;FEM;SG	N;SG
ziema	زمستانی	ziema	زمستانی	N;NOM;FEM;SG	N;SG
sponsors	اسپانسر	sponsors	اسپانسر	N;NOM;MASC;SG	N;SG
sponsors	مولای	sponsors	مولای	N;NOM;MASC;SG	N;SG
sponsors	حامی	sponsors	حامی	N;NOM;MASC;SG	N;SG
matemātika	ریاضیات	matemātika	ریاضی	N;NOM;FEM;SG	N;SG
matemātika	ریاضی	matemātika	ریاضی	N;NOM;FEM;SG	N;SG
matemātika	ریاضیات	matemātika	ریاضی	N;NOM;FEM;SG	N;SG
matemātika	ریاضی	matemātika	ریاضی	N;NOM;FEM;SG	N;SG
matemātika	ریاضیات	matemātika	ریاضی	N;NOM;FEM;SG	N;SG
matemātika	math	matemātika	math	N;NOM;FEM;SG	N;SG
slavena	معروف	slavena	معروف	ADJ;NOM;FEM;SG	ADJ
pārtraukuma	وقفه	pārtraukums	وقفه	N;GEN;MASC;SG	N;SG
dumpis	عصیان	dumpis	عصیان	N;NOM;MASC;SG	N;SG
dumpis	طغیان	dumpis	طغیان	N;NOM;MASC;SG	N;SG
dumpis	سرکشی	dumpis	سرکشی	N;NOM;MASC;SG	N;SG
dumpis	شورش	dumpis	شورش	N;NOM;MASC;SG	N;SG
ģerboni	کرست	ģerbons	کرست	N;ACC;MASC;SG	N;SG
molotova	مولوتف	molotovs	مولوتف	N;NOM;MASC;SG	N;SG
kvalifikācija	صلاحیت	kvalifikācija	صلاحیت	N;NOM;FEM;SG	N;SG
numuri	اعداد	numurs	اعداد	N;NOM;MASC;PL	N;PL
numuri	اعدادی	numurs	اعدادی	N;NOM;MASC;PL	N;PL
skolēni	دانشجویان	skolēns	دانشجو	N;NOM;MASC;PL	N;PL
skolēni	شاگردان	skolēns	شاگردان	N;NOM;MASC;PL	N;PL
bagāta	غنی	bagāta	غنی	ADJ;NOM;FEM;SG	ADJ
dokumentus	اسناد	dokuments	سند	N;ACC;MASC;PL	N;PL
kvalitāte	کیفیتی	kvalitāte	کیفیت	N;NOM;FEM;SG	N;SG
kvalitāte	کیفیت	kvalitāte	کیفیت	N;NOM;FEM;SG	N;SG
beisbola	بیسبال	beisbols	بیسبال	N;GEN;MASC;SG	N;SG
benedikts	بندیکت	benedikts	بندیکت	N;NOM;MASC;SG	N;SG
zirgus	اسبان	zirgs	اسبان	N;ACC;MASC;PL	N;PL
zirgus	اسبها	zirgs	اسب	N;ACC;MASC;PL	N;PL
bebru	بیور	bebrs	بیور	N;ACC;MASC;SG	N;SG
gotfrīds	گوتفرید	gotfrīds	گوتفرید	N;NOM;MASC;SG	N;SG
debija	دبی	debūt	دبی	N;NOM;FEM;SG	N;SG
strazds	سار	strazds	سار	N;NOM;MASC;SG	N;SG
strazds	استارلینگ	strazds	استارلینگ	N;NOM;MASC;SG	N;SG
tirgotāji	فروشندگان	tirgotājs	فروشنده	N;NOM;MASC;PL	N;PL
zīdītāji	پستانداران	zīdītājs	پستاندار	N;NOM;MASC;PL	N;PL
zīdītāji	پستانداران	zīdītājs	پستاندار	N;NOM;MASC;PL	N;PL
paziņojumu	اخطار	paziņojums	خطر	N;ACC;MASC;SG	N;SG
paziņojumu	اطلاعیه	paziņojums	اطلاعیه	N;ACC;MASC;SG	N;SG
paziņojumu	اعلان	paziņojums	اعلان	N;ACC;MASC;SG	N;SG
čūska	ماره	čūska	ماره	N;NOM;FEM;SG	N;SG
čūska	مار	čūska	مار	N;NOM;FEM;SG	N;SG
dzejoļi	شعرهای	dzejolis	None	N;NOM;MASC;PL	N;PL
faktors	فاکتور	faktors	فاکتور	N;NOM;MASC;SG	N;SG
faktors	عامل	faktors	عامل	N;NOM;MASC;SG	N;SG
mezgls	گره	mezgls	None	N;NOM;MASC;SG	N;SG
mezgls	گره	mezgls	None	N;NOM;MASC;SG	N;SG
natālija	ناتالی	natālija	ناتالی	N;NOM;FEM;SG	N;SG
natālija	ناتالیا	natālija	ناتالیا	N;NOM;FEM;SG	N;SG
atmiņa	خاطره	atmiņa	خاطره	N;NOM;FEM;SG	N;SG
atmiņa	حافظه	atmiņa	حافظه	N;NOM;FEM;SG	N;SG
atmiņa	حافظۀ	atmiņa	حافظۀ	N;NOM;FEM;SG	N;SG
kristāla	بلور	kristāls	None	N;GEN;MASC;SG	N;SG
kristāla	کریستال	kristāls	کریستال	N;GEN;MASC;SG	N;SG
kristāla	آبگینه	kristāls	آبگینه	N;GEN;MASC;SG	N;SG
kristāla	بلوری	kristāls	بلوری	N;GEN;MASC;SG	N;SG
ieviešanu	معرفی	ieviešana	معرفی	N;ACC;FEM;SG	N;SG
ieviešanu	مقدمه	ieviešana	مقدمه	N;ACC;FEM;SG	N;SG
ieviešanu	آشنایی	ieviešana	آشنایی	N;ACC;FEM;SG	N;SG
lejup	پایین	lejup	پایین	ADV	ADV;ESS
aktrises	بازیگرها	aktrise	بازیگر	N;NOM;FEM;PL	N;PL
strāva	جریان	strāva	جریان	N;NOM;FEM;SG	N;SG
basketbols	b	basketbols	b	N;NOM;MASC;SG	N;SG
basketbols	بسکتبال	basketbols	بسکتبال	N;NOM;MASC;SG	N;SG
licences	مجوزها	licence	مجوز	N;NOM;FEM;PL	N;PL
izstrāde	توسعه	izstrāde	توسعه	N;NOM;FEM;SG	N;SG
cietuma	زندان	cietums	زندان	N;GEN;MASC;SG	N;SG
kolonnas	ستونها	kolonna	ستون	N;NOM;FEM;PL	N;PL
kolonnas	ستونهای	kolonna	ستون	N;NOM;FEM;PL	N;PL
amatpersonas	افسران	amatpersona	افسر	N;NOM;FEM;PL	N;PL
amatpersonas	مقامات	amatpersona	مقام	N;NOM;FEM;PL	N;PL
amatpersonas	ماموران	amatpersona	None	N;NOM;FEM;PL	N;PL
amatpersonas	افسران	amatpersona	افسر	N;NOM;FEM;PL	N;PL
sastāvdaļas	قطعات	sastāvdaļa	قطعه	N;NOM;FEM;PL	N;PL
sastāvdaļas	اجزای	sastāvdaļa	اجزا	N;NOM;FEM;PL	N;PL
ekspress	اکسپرس	ekspress	اکسپرس	N;NOM;MASC;SG	N;SG
ierašanās	ورود	ierašanās	ورود	N;NOM;FEM;SG	N;SG
varde	قورباغه	varde	قورباغه	N;NOM;FEM;SG	N;SG
tenisa	تنیس	tenisa	تنیس	N;NOM;MASC;SG	N;SG
vairākumu	اکثریت	vairākums	اکثریت	N;ACC;MASC;SG	N;SG
izteiksmes	عبارتهای	izteiksme	عبارت	N;NOM;FEM;PL	N;PL
vēlmi	خواهان	vēlme	خواهان	N;ACC;FEM;SG	N;SG
vēlmi	طالب	vēlme	None	N;ACC;FEM;SG	N;SG
vēlmi	میل	vēlme	None	N;ACC;FEM;SG	N;SG
vēlmi	هوس	vēlme	هوس	N;ACC;FEM;SG	N;SG
veiksmīga	موفق	veiksmīga	موفق	ADJ;NOM;FEM;SG	ADJ
veiksmīga	رستگار	veiksmīga	رستگار	ADJ;NOM;FEM;SG	ADJ
veiksmīga	موفق	veiksmīga	موفق	ADJ;NOM;FEM;SG	ADJ
pēcnācēji	فرزندانی	pēcnācējs	فرزند	N;NOM;MASC;PL	N;PL
pēcnācēji	اولاد	pēcnācējs	None	N;NOM;MASC;PL	N;PL
pēcnācēji	نوادگان	pēcnācējs	نواده	N;NOM;MASC;PL	N;PL
ierobežojumi	محدودیتهای	ierobežojums	محدودیت	N;NOM;MASC;PL	N;PL
ierobežojumi	محدودیتها	ierobežojums	محدودیت	N;NOM;MASC;PL	N;PL
ierobežojumi	محدودیتهای	ierobežojums	محدودیت	N;NOM;MASC;PL	N;PL
ierobežojumi	محدودیتها	ierobežojums	محدودیت	N;NOM;MASC;PL	N;PL
klāja	ورق	klājs	ورق	N;GEN;MASC;SG	N;SG
klāja	عرشه	klājs	عرشه	N;GEN;MASC;SG	N;SG
augšējo	بالایی	augšējs	بالا	ADJ;ACC;MASC;SG	ADJ
vadonis	لیدر	vadonis	لیدر	N;NOM;MASC;SG	N;SG
vadonis	رهبر	vadonis	رهبر	N;NOM;MASC;SG	N;SG
gsm	gsm	gūt	gsm	N	N;SG
mūks	راهب	mūks	راهب	N;NOM;MASC;SG	N;SG
bloku	بلوک	bloka	بلوک	N;ACC;MASC;SG	N;SG
bloku	بلاک	bloka	بلاک	N;ACC;MASC;SG	N;SG
ēst	بخورید	ēst	None	V;POS;NFIN	V;SBJV;PL;2;PRS
ēst	بخورم	ēst	None	V;POS;NFIN	V;SBJV;SG;1;PRS
tornī	تاور	tornis	تاور	N;ESS;MASC;SG	N;SG
tornī	برج	tornis	برج	N;ESS;MASC;SG	N;SG
smaržu	عطر	smarža	عطر	N;ACC;FEM;SG	N;SG
intel	اینتل	intel	اینتل	N	N;SG
intel	معلومات	intel	معلوم	N	N;PL
pāriem	زوجهای	pāri	زوج	N;DAT;MASC;PL	N;PL
sīlis	جی	sīlis	جی	N;NOM;MASC;SG	N;SG
sīlis	jay	sīlis	jay	N;NOM;MASC;SG	N;SG
opengl	opengl	opengl	opengl	N	N;SG
apļa	چرخه	aplis	چرخه	N;GEN;MASC;SG	N;SG
apļa	دایره	aplis	دایره	N;GEN;MASC;SG	N;SG
biroju	اداره	birojs	اداره	N;ACC;MASC;SG	N;SG
biroju	دفتر	birojs	دفتر	N;ACC;MASC;SG	N;SG
asfalts	آسفالت	asfalts	آسفالت	N;NOM;MASC;SG	N;SG
ņemt	بگیر	ņemt	گرفت#گیر	V;POS;NFIN	V;IMP;SG;2
ņemt	بگیرد	ņemt	گرفت#گیر	V;POS;NFIN	V;SBJV;SG;3;PRS
ņemt	بگیرید	ņemt	None	V;POS;NFIN	V;SBJV;PL;2;PRS
kanoe	کانو	kanoe	کانو	N	N;SG
cunami	سونامی	cunams	سونامی	N;NOM;MASC;SG	N;SG
palīdzība	توفیق	palīdzība	توفیق	N;NOM;FEM;SG	N;SG
palīdzība	کمک	palīdzība	کمک	N;NOM;FEM;SG	N;SG
ārējais	خارجی	ārējs	خارجی	ADJ;NOM;MASC;SG	ADJ
ārējais	خارجی	ārējs	خارجی	ADJ;NOM;MASC;SG	ADJ
pirmdienā	دوشنبه	pirmdiena	دوشنبه	N;ESS;FEM;SG	N;SG
eirāzijā	اوراسیا	eirāzija	اوراسیا	N;ESS;FEM;SG	N;SG
demo	دمو	demot	دمو	N	N;SG
pretestība	مقاومت	pretestība	مقاومت	N;NOM;FEM;SG	N;SG
pretestība	مقاومتی	pretestība	مقاومتی	N;NOM;FEM;SG	N;SG
pasakas	داستانها	pasaka	داستان	N;NOM;FEM;PL	N;PL
komēdija	کمدی	komēdija	None	N;NOM;FEM;SG	N;SG
smago	سنگین	smags	سنگین	ADJ;ACC;MASC;SG	ADJ
anas	انس	ana	انس	N;NOM;MASC;SG	N;SG
autonomiju	خودمختاری	autonomija	خودمختاری	N;ACC;FEM;SG	N;SG
gamma	گاما	gamma	گاما	N;NOM;FEM;SG	N;SG
fotogrāfiju	عکس	fotogrāfija	عکس	N;ACC;FEM;SG	N;SG
stambulā	استانبول	stambuls	استانبول	N;ESS;MASC;SG	N;SG
elementa	عنصر	elementa	عنصر	N;GEN;MASC;SG	N;SG
boļeslavs	بولسلاو	boļeslavs	بولسلاو	N;NOM;MASC;SG	N;SG
raķete	راکت	raķete	راکت	N;NOM;FEM;SG	N;SG
raķete	موشک	raķete	موشک	N;NOM;FEM;SG	N;SG
bērzu	توس	bērzs	توس	N;ACC;MASC;SG	N;SG
antena	انتن	antena	انتن	N;NOM;FEM;SG	N;SG
antena	آنتن	antena	None	N;NOM;FEM;SG	N;SG
zīdītājiem	پستانداران	zīdītājs	پستاندار	N;DAT;MASC;PL	N;PL
programmatūru	نرمافزار	programmatūra	نرمافزار	N;ACC;FEM;SG	N;SG
plāksne	پلاک	plāksne	None	N;NOM;FEM;SG	N;SG
plāksne	بشقاب	plāksne	بشقاب	N;NOM;FEM;SG	N;SG
slepkavības	قتلهای	slepkavība	قتل	N;NOM;FEM;PL	N;PL
ministri	وزرا	ministrs	وزیر	N;NOM;MASC;PL	N;PL
ministri	وزیران	ministrs	وزیر	N;NOM;MASC;PL	N;PL
ministri	وزرای	ministrs	وزیر	N;NOM;MASC;PL	N;PL
mitrums	رطوبت	mitrums	None	N;NOM;MASC;SG	N;SG
mitrums	رطوبت	mitrums	None	N;NOM;MASC;SG	N;SG
desmitiem	دهها	desmits	ده	NUM;DAT;MASC;PL	NUM
desmitiem	دهها	desmits	ده	NUM;DAT;MASC;PL	NUM
paziņojums	حدیث	paziņojums	None	N;NOM;MASC;SG	N;SG
paziņojums	اعلان	paziņojums	اعلان	N;NOM;MASC;SG	N;SG
paziņojums	اطلاعیه	paziņojums	اطلاعیه	N;NOM;MASC;SG	N;SG
paziņojums	اخطار	paziņojums	خطر	N;NOM;MASC;SG	N;SG
paziņojums	اطلاعیه	paziņojums	اطلاعیه	N;NOM;MASC;SG	N;SG
paziņojums	اعلان	paziņojums	اعلان	N;NOM;MASC;SG	N;SG
paziņojums	بیانیه	paziņojums	بیانیه	N;NOM;MASC;SG	N;SG
paziņojums	ارتباط	paziņojums	ارتباط	N;NOM;MASC;SG	N;SG
paziņojums	مکاتبه	paziņojums	مکاتبه	N;NOM;MASC;SG	N;SG
paziņojums	ارتباطی	paziņojums	ارتباط	N;NOM;MASC;SG	N;SG
bezmugurkaulniekiem	تنان	bezmugulkaulnieks	None	N;DAT;MASC;PL	N;PL
ērika	اریکا	ērika	اریکا	N;NOM;FEM;SG	N;SG
kuba	مکعب	kuba	None	N;NOM;MASC;SG	N;SG
kuba	کوبا	kuba	کوبا	N;NOM;MASC;SG	N;SG
leopards	پلنگی	leopards	پلنگی	N;NOM;MASC;SG	N;SG
leopards	پلنگ	leopards	پلنگ	N;NOM;MASC;SG	N;SG
konventa	کنوانسیون	konvents	کنوانسیون	N;NOM;MASC;SG	N;SG
konventa	همایش	konvents	همایش	N;NOM;MASC;SG	N;SG
tīģeris	تایگر	tīģeris	تایگر	N;NOM;MASC;SG	N;SG
tīģeris	پلنگ	tīģeris	پلنگ	N;NOM;MASC;SG	N;SG
led	led	led	led	N	N;SG
led	رفاقت	led	رفاقت	N	N;SG
eksperimentu	آزمایش	eksperiments	آزمایش	N;ACC;MASC;SG	N;SG
kanāli	کانالها	kanāls	کانال	N;NOM;MASC;PL	N;PL
kanāli	کانالهای	kanāls	کانال	N;NOM;MASC;PL	N;PL
kanāli	کانالها	kanāls	کانال	N;NOM;MASC;PL	N;PL
kursa	دوره	kurss	دوره	N;GEN;MASC;SG	N;SG
vēlme	خواهان	vēlme	خواهان	N;NOM;FEM;SG	N;SG
vēlme	طالب	vēlme	None	N;NOM;FEM;SG	N;SG
vēlme	میل	vēlme	None	N;NOM;FEM;SG	N;SG
vēlme	هوس	vēlme	هوس	N;NOM;FEM;SG	N;SG
vēlme	آرزو	vēlme	آرزو	N;NOM;FEM;SG	N;SG
vēlme	ارزو	vēlme	ارزو	N;NOM;FEM;SG	N;SG
vēlme	ارزوی	vēlme	ارزوی	N;NOM;FEM;SG	N;SG
vēlme	خواستن	vēlme	خواستن	N;NOM;FEM;SG	N;SG
laulībā	ازدواج	laulība	ازدواج	N;ESS;FEM;SG	N;SG
popularitāte	محبوبیت	popularitāte	محبوبیت	N;NOM;FEM;SG	N;SG
analīzi	تحلیل	analīze	تحلیل	N;ACC;FEM;SG	N;SG
analīzi	آنالیز	analīze	آنالیز	N;ACC;FEM;SG	N;SG
klintis	سنگها	klints	سنگ	N;NOM;FEM;PL	N;PL
lidostā	فرودگاه	lidosta	فرودگاه	N;ESS;FEM;SG	N;SG
miljardus	میلیاردها	miljards	میلیارد	N;ACC;MASC;PL	N;PL
veiksmīgs	موفق	veiksmīgs	موفق	ADJ;NOM;MASC;SG	ADJ
veiksmīgs	رستگار	veiksmīgs	رستگار	ADJ;NOM;MASC;SG	ADJ
prasmes	مهارتهای	prasme	مهارت	N;NOM;FEM;PL	N;PL
gatavs	اماده	gatavs	اماده	ADJ;NOM;MASC;SG	ADJ
gatavs	آماده	gatavs	آماده	ADJ;NOM;MASC;SG	ADJ
automobilis	خودرو	automobilis	خودرو	N;NOM;MASC;SG	N;SG
automobilis	خودروی	automobilis	خودرو	N;NOM;MASC;SG	N;SG
automobilis	ماشین	automobilis	ماشین	N;NOM;MASC;SG	N;SG
sesijas	نشستهای	sesija	نشست	N;NOM;FEM;PL	N;PL
sesijas	جلسات	sesija	None	N;NOM;FEM;PL	N;PL
laboratorijā	آزمایشگاهی	laboratorija	آزمایشگاهی	N;ESS;FEM;SG	N;SG
laboratorijā	لابراتوار	laboratorija	لابراتوار	N;ESS;FEM;SG	N;SG
laboratorijā	آزمایشگاه	laboratorija	آزمایشگاه	N;ESS;FEM;SG	N;SG
laboratorijā	آزمایشگاه	laboratorija	آزمایشگاه	N;ESS;FEM;SG	N;SG
laboratorijā	ازمایشگاه	laboratorija	ازمایشگاه	N;ESS;FEM;SG	N;SG
vista	vista	vists	vista	N;NOM;FEM;SG	N;SG
vista	ویستا	vists	ویستا	N;NOM;FEM;SG	N;SG
vista	مرغی	vists	مرغی	N;NOM;FEM;SG	N;SG
vista	مرغ	vists	مرغ	N;NOM;FEM;SG	N;SG
vista	جوجه	vists	جوجه	N;NOM;FEM;SG	N;SG
kandidāti	نامزدها	kandidāts	نامزد	N;NOM;MASC;PL	N;PL
kandidāti	کاندیداهای	kandidāts	کاندیدا	N;NOM;MASC;PL	N;PL
teodora	تئودورا	teodors	تئودورا	N;GEN;MASC;SG	N;SG
personāls	ستاد	personāls	ستاد	N;NOM;MASC;SG	N;SG
