categoría	類別	categoría	類別	N;FEM;SG	N
versos	經文	verso	經文	N;MASC;PL	N
versos	詩句	verso	詩句	N;MASC;PL	N
transportes	運輸	transporte	運輸	N;MASC;PL	N
transportes	交通	transporte	交通	N;MASC;PL	N
transportes	運輸	transporte	運輸	N;MASC;PL	N
transportes	交通	transporte	交通	N;MASC;PL	N
distinciones	榮譽	distinción	榮譽	N;FEM;PL	N
distinciones	區分	distinción	區分	N;FEM;PL	N
distinciones	區別	distinción	區別	N;FEM;PL	N
western	西部	western	西部	N;MASC;SG	N
destinos	目	destino	目	N;MASC;PL	N
destinos	目	destino	目	N;MASC;PL	N
destinos	航點	destino	航點	N;MASC;PL	N
reacciones	反應	reacción	反應	N;FEM;PL	N
reacciones	心情	reacción	心情	N;FEM;PL	N
reacciones	反應	reacción	反應	N;FEM;PL	N
queso	乳酪	queso	乳酪	N;MASC;SG	N
queso	乾酪	queso	乾酪	N;MASC;SG	N
hip	臀	hip	臀	N;MASC;SG	N
hip	臀部	hip	臀部	N;MASC;SG	N
hip	髖	hip	髖	N;MASC;SG	N
concilio	安理	concilio	安理	N;MASC;SG	N
escuchar	聆聽	escuchar	聆聽	V;NFIN	V
escuchar	聽著	escuchar	聽著	V;NFIN	V
pelota	球	pelota	球	N;FEM;SG	N
gráficos	圖表	gráfico	圖表	N;MASC;PL	N
gráficos	圖形	gráfico	圖形	N;MASC;PL	N
gráficos	圖表	gráfico	圖表	N;MASC;PL	N
gráficos	圖形	gráfico	圖形	N;MASC;PL	N
gráficos	繪圖	gráfico	繪圖	N;MASC;PL	N
natación	游泳	natación	游泳	N;FEM;SG	N
natación	游	natación	游	N;FEM;SG	N
natación	游泳	natación	游泳	N;FEM;SG	N
natación	游	natación	游	N;FEM;SG	N
frases	片語	frase	片語	N;FEM;PL	N
frases	引號	frase	引號	N;FEM;PL	N
frases	引文	frase	引文	N;FEM;PL	N
frases	句子	frase	句子	N;FEM;PL	N
frases	刑期	frase	刑期	N;FEM;PL	N
anuncio	商用	anuncio	商用	N;MASC;SG	N
anuncio	商事	anuncio	商事	N;MASC;SG	N
anuncio	商業	anuncio	商業	N;MASC;SG	N
anuncio	廣告	anuncio	廣告	N;MASC;SG	N
tubo	管道	tubo	管道	N;MASC;SG	N
tubo	管子	tubo	管子	N;MASC;SG	N
tubo	管子	tubo	管子	N;MASC;SG	N
cálculo	微	cálculo	微	N;MASC;SG	N
cifras	數字	cifra	數字	N;FEM;PL	N
orange	橙	orange	橙	N;SG	N
orange	橘色	orange	橘色	N;SG	N
orange	橘子	orange	橘子	N;SG	N
orange	橙	orange	橙	N;SG	N
orange	橘	orange	橘	N;SG	N
entrevistas	面試	entrevista	面試	N;FEM;PL	N
entrevistas	面試	entrevista	面試	N;FEM;PL	N
conduce	開車	conducir	開車	V;IND;SG;3;PRS;FIN	V
conduce	駕駛	conducir	駕駛	V;IND;SG;3;PRS;FIN	V
bibliotecas	圖書	biblioteca	圖書	N;FEM;PL	N
bibliotecas	圖書	biblioteca	圖書	N;FEM;PL	N
propietarios	業	propietario	業	N;MASC;PL	N
propietarios	業	propietario	業	N;MASC;PL	N
hierba	藥草	hierba	藥草	N;FEM;SG	N
hierba	草	hierba	草	N;FEM;SG	N
hierba	草地	hierba	草地	N;FEM;SG	N
hierba	草叢	hierba	草叢	N;FEM;SG	N
hierba	雜草	hierba	雜草	N;FEM;SG	N
convenciones	公約	convención	公約	N;FEM;PL	N
abad	方丈	abad	方丈	N;MASC;SG	N
químicos	化學	químico	化學	N;MASC;PL	N
químicos	化學	químico	化學	N;MASC;PL	N
químicos	化學	químico	化學	N;MASC;PL	N
manifiesto	宣言	manifiesto	宣言	N;MASC;SG	N
fantasma	鬼	fantasma	鬼	N;SG	N
fantasma	鬼	fantasma	鬼	N;SG	N
fantasma	幽靈	fantasma	幽靈	N;SG	N
fantasma	幻影	fantasma	幻影	N;SG	N
centímetros	釐米	centímetro	釐米	N;MASC;PL	N
centímetros	英吋	centímetro	英吋	N;MASC;PL	N
revuelta	起義	revuelta	起義	N;FEM;SG	N
revuelta	叛亂	revuelta	叛亂	N;FEM;SG	N
revuelta	起義	revuelta	起義	N;FEM;SG	N
revuelta	暴動	revuelta	暴動	N;FEM;SG	N
revuelta	暴亂	revuelta	暴亂	N;FEM;SG	N
especialidad	專長	especialidad	專長	N;FEM;SG	N
especialidad	專業	especialidad	專業	N;FEM;SG	N
especialidad	專長	especialidad	專長	N;FEM;SG	N
generaciones	世代	generación	世代	N;FEM;PL	N
esquema	提綱	esquema	提綱	N;MASC;SG	N
esquema	概要	esquema	概要	N;MASC;SG	N
esquema	大綱	esquema	大綱	N;MASC;SG	N
esquema	輪廓	esquema	輪廓	N;MASC;SG	N
esquema	綱要	esquema	綱要	N;MASC;SG	N
piratas	海盜	pirata	海盜	N;PL	N
sirven	服務	servir	服務	V;IND;PL;3;PRS;FIN	V
sirven	發球	servir	發球	V;IND;PL;3;PRS;FIN	V
ecuación	方程	ecuación	方程	N;FEM;SG	N
ecuación	方程	ecuación	方程	N;FEM;SG	N
recibiendo	接收	recibir	接收	V;V.MSDR	V
dato	資料	dato	資料	N;MASC;SG	N
faro	燈塔	faro	燈塔	N;MASC;SG	N
violación	強	violación	強	N;FEM;SG	N
presidenta	主席	presidenta	主席	N;FEM;SG	N
presidenta	主席	presidenta	主席	N;FEM;SG	N
presidenta	總統	presidenta	總統	N;FEM;SG	N
presidenta	主席	presidenta	主席	N;FEM;SG	N
desempeño	績效	desempeño	績效	N;MASC;SG	N
desempeño	業績	desempeño	業績	N;MASC;SG	N
platos	板	plato	板	N;MASC;PL	N
platos	菜	plato	菜	N;MASC;PL	N
débil	虛弱	débil	虛弱	ADJ;SG	ADJ
débil	軟弱	débil	軟弱	ADJ;SG	ADJ
débil	薄弱	débil	薄弱	ADJ;SG	ADJ
vidrio	玻璃	vidrio	玻璃	N;MASC;SG	N
reseña	審查	reseñar	審查	N;FEM;SG	N
reseña	審查	reseñar	審查	N;FEM;SG	N
crímenes	罪行	crimen	罪行	N;MASC;PL	N
crímenes	犯罪	crimen	犯罪	N;MASC;PL	N
free	自由	freer	自由	N	N
free	免費	freer	免費	N	N
atentado	襲擊	atentado	襲擊	N;MASC;SG	N
restaurantes	飯店	restaurante	飯店	N;PL	N
restaurantes	餐廳	restaurante	餐廳	N;PL	N
restaurantes	餐館	restaurante	餐館	N;PL	N
restaurantes	飯店	restaurante	飯店	N;PL	N
restaurantes	餐廳	restaurante	餐廳	N;PL	N
restaurantes	餐館	restaurante	餐館	N;PL	N
comer	吃	comer	吃	V;NFIN	V
comer	飲食	comer	飲食	V;NFIN	V
comer	進食	comer	進食	V;NFIN	V
comer	吃	comer	吃	V;NFIN	V
comer	吃	comer	吃	V;NFIN	V
heridas	傷口	herida	傷口	N;FEM;PL	N
asedio	圍城	asedio	圍城	N;MASC;SG	N
privados	私人	privado	私人	ADJ;MASC;PL;V.PTCP	ADJ
celebrar	慶祝	celebrar	慶祝	V;NFIN	V
intelectuales	智力	intelectual	智力	N;PL	N
alcaldía	市長	alcaldía	市長	N;FEM;SG	N
alcaldía	鎮長	alcaldía	鎮長	N;FEM;SG	N
macho	男性	macho	男性	N;MASC;SG	N
macho	男	macho	男	N;MASC;SG	N
alumno	瞳孔	alumno	瞳孔	N;MASC;SG	N
alumno	學生	alumno	學生	N;MASC;SG	N
clasificaciones	分類	clasificación	分類	N;FEM;PL	N
clasificaciones	評比	clasificación	評比	N;FEM;PL	N
capas	層層	capa	層層	N;FEM;PL	N
capas	層	capa	層	N;FEM;PL	N
capas	各層	capa	各層	N;FEM;PL	N
capas	層次	capa	層次	N;FEM;PL	N
capas	層	capa	層	N;FEM;PL	N
perfecto	完美	perfecto	完美	ADJ;MASC;SG	ADJ
mhz	兆赫	mhz	兆赫	N;FEM;SG	N
girls	女孩	girls	女孩	N	N
girls	女生	girls	女生	N	N
girls	女	girls	女	N	N
universitarios	大學	universitario	大學	N;MASC;PL	N
tiros	鏡頭	tiro	鏡頭	N;MASC;PL	N
civilización	文明	civilización	文明	N;FEM;SG	N
colegios	學校	colegio	學校	N;MASC;PL	N
colegios	學院	colegio	學院	N;MASC;PL	N
colegios	院校	colegio	院校	N;MASC;PL	N
enfrentamientos	衝突	enfrentamiento	衝突	N;MASC;PL	N
iluminación	照明	iluminación	照明	N;FEM;SG	N
iluminación	照明	iluminación	照明	N;FEM;SG	N
participando	參加	participar	參加	V;V.MSDR	V
participando	參與	participar	參與	V;V.MSDR	V
sustancias	物質	sustancia	物質	N;FEM;PL	N
impulso	衝動	impulso	衝動	N;MASC;SG	N
impulso	勢頭	impulso	勢頭	N;MASC;SG	N
computadora	電腦	computador	電腦	N;FEM;SG	N
lectores	讀者	lector	讀者	N;MASC;PL	N
lectores	讀者	lector	讀者	N;MASC;PL	N
lectores	讀者	lector	讀者	N;MASC;PL	N
catedrático	教授	catedrático	教授	N;MASC;SG	N
elevación	海拔	elevación	海拔	N;FEM;SG	N
rotación	輪值	rotación	輪值	N;FEM;SG	N
estabilidad	穩定	estabilidad	穩定	N;FEM;SG	N
curva	彎曲	curva	彎曲	N;FEM;SG	N
curva	曲線	curva	曲線	N;FEM;SG	N
curva	彎曲	curva	彎曲	N;FEM;SG	N
curva	彎	curva	彎	N;FEM;SG	N
hidrógeno	氫氣	hidrógeno	氫氣	N;MASC;SG	N
hidrógeno	氫	hidrógeno	氫	N;MASC;SG	N
fabricante	廠	fabricante	廠	N;SG	N
adquisición	採購	adquisición	採購	N;FEM;SG	N
cuadrado	平方	cuadrado	平方	N;MASC;SG	N
cuadrado	方塊	cuadrado	方塊	N;MASC;SG	N
cuadrado	方形	cuadrado	方形	N;MASC;SG	N
cuadrado	廣場	cuadrado	廣場	N;MASC;SG	N
guerreros	勇士	guerrero	勇士	N;MASC;PL	N
combatir	作戰	combatir	作戰	V;NFIN	V
luces	燈	luz	燈	N;FEM;PL	N
luces	燈光	luz	燈光	N;FEM;PL	N
historieta	漫畫	historieta	漫畫	N;FEM;SG	N
historieta	漫畫	historieta	漫畫	N;FEM;SG	N
sindicato	聯盟	sindicato	聯盟	N;MASC;SG	N
sindicato	工會	sindicato	工會	N;MASC;SG	N
inclusión	包容	inclusión	包容	N;FEM;SG	N
desplazamiento	位	desplazamiento	位	N;MASC;SG	N
proporcionar	提供	proporcionar	提供	V;NFIN	V
huelga	罷工	huelga	罷工	N;FEM;SG	N
distinta	不同	distinto	不同	ADJ;FEM;SG	ADJ
capitales	資本	capital	資本	N;MASC;PL	N
capitales	首都	capital	首都	N;MASC;PL	N
huesos	骨	hueso	骨	N;MASC;PL	N
huesos	骨骼	hueso	骨骼	N;MASC;PL	N
huesos	骨頭	hueso	骨頭	N;MASC;PL	N
huesos	骨	hueso	骨	N;MASC;PL	N
huesos	骨骼	hueso	骨骼	N;MASC;PL	N
huesos	骨頭	hueso	骨頭	N;MASC;PL	N
salsa	肉汁	salsar	肉汁	N;FEM;SG	N
salsa	醬	salsar	醬	N;FEM;SG	N
alfabeto	字母	alfabeto	字母	N;MASC;SG	N
manuscrito	手稿	manuscrito	手稿	N;MASC;SG	N
manuscrito	稿子	manuscrito	稿子	N;MASC;SG	N
ampliar	放大	ampliar	放大	V;NFIN	V
ampliar	擴張	ampliar	擴張	V;NFIN	V
ampliar	擴展	ampliar	擴展	V;NFIN	V
ampliar	拓展	ampliar	拓展	V;NFIN	V
ampliar	擴大	ampliar	擴大	V;NFIN	V
cartel	海報	cartel	海報	N;MASC;SG	N
arm	手臂	arm	手臂	N	N
arm	臂	arm	臂	N	N
arm	胳膊	arm	胳膊	N	N
granja	農場	granja	農場	N;FEM;SG	N
granja	農舍	granja	農舍	N;FEM;SG	N
patas	腿	pata	腿	N;FEM;PL	N
vanguardia	先鋒	vanguardia	先鋒	N;FEM;SG	N
vanguardia	前衛	vanguardia	前衛	N;FEM;SG	N
vanguardia	前鋒	vanguardia	前鋒	N;FEM;SG	N
préstamo	借款	préstamo	借款	N;MASC;SG	N
préstamo	貸款	préstamo	貸款	N;MASC;SG	N
préstamo	借貸	préstamo	借貸	N;MASC;SG	N
préstamo	借貸	préstamo	借貸	N;MASC;SG	N
estatuto	章程	estatuto	章程	N;MASC;SG	N
estatuto	法規	estatuto	法規	N;MASC;SG	N
estatuto	規約	estatuto	規約	N;MASC;SG	N
dream	夢	dream	夢	N	N
dream	夢境	dream	夢境	N	N
dream	夢想	dream	夢想	N	N
mostrando	顯示	mostrar	顯示	V;V.MSDR	V
space	太空	spacer	太空	N	N
space	空間	spacer	空間	N	N
célula	細胞	célula	細胞	N;FEM;SG	N
célula	牢房	célula	牢房	N;FEM;SG	N
adquirir	購買	adquirir	購買	V;NFIN	V
linda	很好	linda	很好	ADJ;FEM;SG	ADJ
genes	基因	gen	基因	N;MASC;PL	N
genes	基因	gen	基因	N;MASC;PL	N
observaciones	意見	observación	意見	N;FEM;PL	N
desembocadura	嘴	desembocadura	嘴	N;FEM;SG	N
desembocadura	口	desembocadura	口	N;FEM;SG	N
desembocadura	嘴	desembocadura	嘴	N;FEM;SG	N
desembocadura	口腔	desembocadura	口腔	N;FEM;SG	N
rivales	對手	rival	對手	N;PL	N
rivales	對手	rival	對手	N;PL	N
rayo	光束	rayo	光束	N;MASC;SG	N
rayo	閃電	rayo	閃電	N;MASC;SG	N
rayo	電光	rayo	電光	N;MASC;SG	N
bombas	水泵	bomba	水泵	N;FEM;PL	N
bombas	泵	bomba	泵	N;FEM;PL	N
bombas	炸彈	bomba	炸彈	N;FEM;PL	N
retratos	肖像	retrato	肖像	N;MASC;PL	N
retratos	畫像	retrato	畫像	N;MASC;PL	N
retratos	肖像	retrato	肖像	N;MASC;PL	N
formalmente	正式	formalmente	正式	ADV	ADV
sound	聲音	sound	聲音	N	N
sound	音效	sound	音效	N	N
novio	新郎	novio	新郎	N;MASC;SG	N
novio	男	novio	男	N;MASC;SG	N
novio	男友	novio	男友	N;MASC;SG	N
firmar	簽約	firmar	簽約	V;NFIN	V
firmar	簽署	firmar	簽署	V;NFIN	V
firmar	簽字	firmar	簽字	V;NFIN	V
firmar	簽	firmar	簽	V;NFIN	V
describir	描述	describir	描述	V;NFIN	V
songs	歌曲	songs	歌曲	N	N
songs	歌	songs	歌	N	N
ruptura	分手	ruptura	分手	N;FEM;SG	N
filósofos	哲學	filósofo	哲學	N;MASC;PL	N
adolescente	青少	adolescente	青少	N;SG	N
adolescente	少年	adolescente	少年	N;SG	N
adolescente	青少	adolescente	青少	N;SG	N
adolescente	青春	adolescente	青春	N;SG	N
prototipo	原型	prototipo	原型	N;MASC;SG	N
dinámica	動態	dinámica	動態	N;FEM;SG	N
dinámica	動力	dinámica	動力	N;FEM;SG	N
dinámica	動態	dinámica	動態	N;FEM;SG	N
variación	差異	variación	差異	N;FEM;SG	N
variación	變異	variación	變異	N;FEM;SG	N
variación	變異	variación	變異	N;FEM;SG	N
latitud	緯度	latitud	緯度	N;FEM;SG	N
óleo	油	óleo	油	N;MASC;SG	N
óleo	石油	óleo	石油	N;MASC;SG	N
óleo	機油	óleo	機油	N;MASC;SG	N
usted	你	tú	你	PRO;SG;2;FORM	PRO;2
caudal	流	caudal	流	N;MASC;SG	N
caudal	流程	caudal	流程	N;MASC;SG	N
caudal	流動	caudal	流動	N;MASC;SG	N
caudal	流量	caudal	流量	N;MASC;SG	N
antecedentes	背景	antecedente	背景	N;MASC;PL	N
guarda	守衛	guardar	守衛	V;IND;SG;3;PRS;FIN	V
anchura	寬度	anchura	寬度	N;FEM;SG	N
anchura	寬度	anchura	寬度	N;FEM;SG	N
anchura	廣度	anchura	廣度	N;FEM;SG	N
marciales	武術	marciales	武術	N;PL	N
utilidad	實用	utilidad	實用	N;FEM;SG	N
utilidad	實用	utilidad	實用	N;FEM;SG	N
utilidad	效用	utilidad	效用	N;FEM;SG	N
personalmente	親自	personalmente	親自	ADV	ADV
prólogo	序幕	prólogo	序幕	N;MASC;SG	N
prólogo	序	prólogo	序	N;MASC;SG	N
force	武力	force	武力	N	N
contemporáneos	當代	contemporáneo	當代	N;MASC;PL	N
campeona	冠軍	campeona	冠軍	N;FEM;SG	N
campeona	冠軍	campeona	冠軍	N;FEM;SG	N
centre	中心	centre	中心	N;MASC;SG	N
colaboradores	夥伴	colaborador	夥伴	N;MASC;PL	N
baterista	鼓手	baterista	鼓手	N;SG	N
caras	昂貴	cara	昂貴	N;FEM;PL	N
caras	貴	cara	貴	N;FEM;PL	N
caras	臉	cara	臉	N;FEM;PL	N
caras	面孔	cara	面孔	N;FEM;PL	N
lesiones	損傷	lesión	損傷	N;FEM;PL	N
libras	磅	libra	磅	N;MASC;PL	N
libras	磅	libra	磅	N;MASC;PL	N
modificar	變更	modificar	變更	V;NFIN	V
modificar	修改	modificar	修改	V;NFIN	V
modificar	修正	modificar	修正	V;NFIN	V
land	陸地	land	陸地	N	N
land	土地	land	土地	N	N
terrestres	陸地	terrestre	陸地	N;PL	N
pérdidas	虧損	pérdida	虧損	N;FEM;PL	N
pérdidas	損失	pérdida	損失	N;FEM;PL	N
pérdidas	虧損	pérdida	虧損	N;FEM;PL	N
pérdidas	損失	pérdida	損失	N;FEM;PL	N
fantasía	幻想	fantasía	幻想	N;FEM;SG	N
fenómenos	現象	fenómeno	現象	N;MASC;PL	N
conecta	連線	conectar	連線	V;IND;SG;3;PRS;FIN	V
conecta	連結	conectar	連結	V;IND;SG;3;PRS;FIN	V
bus	公車	bus	公車	N;MASC;SG	N
bus	巴士	bus	巴士	N;MASC;SG	N
master	主人	master	主人	N;MASC;SG	N
master	大師	master	大師	N;MASC;SG	N
master	師父	master	師父	N;MASC;SG	N
master	師傅	master	師傅	N;MASC;SG	N
finanzas	財務	finanzas	財務	N;FEM;PL	N
finanzas	財務	finanzas	財務	N;FEM;PL	N
boxeo	拳擊	boxeo	拳擊	N;MASC;SG	N
ocupada	繁忙	ocupado	繁忙	ADJ;FEM;SG;V.PTCP	ADJ
comparte	共用	compartir	共用	V;IND;SG;3;PRS;FIN	V
comparte	共享	compartir	共享	V;IND;SG;3;PRS;FIN	V
comparte	分享	compartir	分享	V;IND;SG;3;PRS;FIN	V
comparte	共享	compartir	共享	V;IND;SG;3;PRS;FIN	V
comparte	分享	compartir	分享	V;IND;SG;3;PRS;FIN	V
árbitro	裁判	árbitro	裁判	N;MASC;SG	N
árbitro	裁判	árbitro	裁判	N;MASC;SG	N
rodaje	拍戲	rodaje	拍戲	N;MASC;SG	N
rodaje	射擊	rodaje	射擊	N;MASC;SG	N
rodaje	槍擊	rodaje	槍擊	N;MASC;SG	N
escalera	樓梯	escalera	樓梯	N;FEM;SG	N
escalera	梯子	escalera	梯子	N;FEM;SG	N
escalera	梯	escalera	梯	N;FEM;SG	N
escalera	階梯	escalera	階梯	N;FEM;SG	N
escalera	樓梯	escalera	樓梯	N;FEM;SG	N
escalera	階梯	escalera	階梯	N;FEM;SG	N
reglamento	條例	reglamento	條例	N;MASC;SG	N
reglamento	規則	reglamento	規則	N;MASC;SG	N
reglamento	細則	reglamento	細則	N;MASC;SG	N
reglamento	條例	reglamento	條例	N;MASC;SG	N
gigantes	巨人	gigante	巨人	N;PL	N
gigantes	巨人	gigante	巨人	N;PL	N
gigantes	巨型	gigante	巨型	N;PL	N
experimentos	試驗	experimento	試驗	N;MASC;PL	N
experimentos	實驗	experimento	實驗	N;MASC;PL	N
paisajes	風景	paisaje	風景	N;MASC;PL	N
paisajes	景觀	paisaje	景觀	N;MASC;PL	N
paisajes	風景	paisaje	風景	N;MASC;PL	N
paisajes	景觀	paisaje	景觀	N;MASC;PL	N
mito	神話	mito	神話	N;MASC;SG	N
sra	太太	ser	太太	N;FEM;SG	N
cuota	費用	cuota	費用	N;FEM;SG	N
cuota	收費	cuota	收費	N;FEM;SG	N
cuota	費	cuota	費	N;FEM;SG	N
cuota	定額	cuota	定額	N;FEM;SG	N
cuota	限額	cuota	限額	N;FEM;SG	N
obreros	工人	obrero	工人	N;MASC;PL	N
sagrada	神聖	sagrado	神聖	ADJ;FEM;SG	ADJ
primarias	初級	primaria	初級	N;FEM;PL	N
hembra	女	hembra	女	N;FEM;SG	N
hembra	女性	hembra	女性	N;FEM;SG	N
gold	黃金	gold	黃金	N	N
gold	金色	gold	金色	N	N
luchador	拳手	luchador	拳手	N;MASC;SG	N
luchador	鬥士	luchador	鬥士	N;MASC;SG	N
ligera	輕微	ligero	輕微	ADJ;FEM;SG	ADJ
ligera	輕量	ligero	輕量	ADJ;FEM;SG	ADJ
facultades	院	facultad	院	N;FEM;PL	N
tocando	感動	tocar	感動	V;V.MSDR	V
tocando	觸碰	tocar	觸碰	V;V.MSDR	V
tocando	玩	tocar	玩	V;V.MSDR	V
tocando	播放	tocar	播放	V;V.MSDR	V
recuerdos	記憶	recuerdo	記憶	N;MASC;PL	N
recuerdos	記憶	recuerdo	記憶	N;MASC;PL	N
recuerdos	記憶	recuerdo	記憶	N;MASC;PL	N
recuerdos	記憶	recuerdo	記憶	N;MASC;PL	N
site	網站	sitir	網站	N;MASC;SG	N
site	工地	sitir	工地	N;MASC;SG	N
falla	瑕疵	fallar	瑕疵	N;FEM;SG	N
falla	缺陷	fallar	缺陷	N;FEM;SG	N
romper	中斷	romper	中斷	V;NFIN	V
romper	休息	romper	休息	V;NFIN	V
romper	打破	romper	打破	V;NFIN	V
romper	突破	romper	突破	V;NFIN	V
romper	打破	romper	打破	V;NFIN	V
huerta	果園	huerta	果園	N;FEM;SG	N
cerveza	啤酒	cerveza	啤酒	N;FEM;SG	N
proyección	篩選	proyección	篩選	N;FEM;SG	N
tocó	感動	tocar	感動	V;IND;SG;3;PST;FIN	V
infierno	地獄	infierno	地獄	N;MASC;SG	N
gastos	支出	gasto	支出	N;MASC;PL	N
gastos	支出	gasto	支出	N;MASC;PL	N
gastos	費用	gasto	費用	N;MASC;PL	N
gastos	開支	gasto	開支	N;MASC;PL	N
gastos	支出	gasto	支出	N;MASC;PL	N
jornadas	日子	jornada	日子	N;FEM;PL	N
jornadas	天數	jornada	天數	N;FEM;PL	N
lobos	狼	lobo	狼	N;MASC;PL	N
especialista	專家	especialista	專家	N;SG	N
pendiente	傑出	pendiente	傑出	ADJ;SG	ADJ
recordar	召回	recordar	召回	V;NFIN	V
recordar	記住	recordar	記住	V;NFIN	V
paraíso	天堂	paraíso	天堂	N;MASC;SG	N
paraíso	樂園	paraíso	樂園	N;MASC;SG	N
autora	作者	autora	作者	N;FEM;SG	N
testimonio	證人	testimonio	證人	N;MASC;SG	N
testimonio	證言	testimonio	證言	N;MASC;SG	N
testimonio	證言	testimonio	證言	N;MASC;SG	N
testimonio	證詞	testimonio	證詞	N;MASC;SG	N
malta	麥芽	malta	麥芽	N;FEM;SG	N
aerolíneas	航空	aerolínea	航空	N;FEM;PL	N
aerolíneas	航空	aerolínea	航空	N;FEM;PL	N
aerolíneas	航空	aerolínea	航空	N;FEM;PL	N
aerolíneas	航空	aerolínea	航空	N;FEM;PL	N
balonmano	手球	balonmano	手球	N;MASC;SG	N
bloques	區塊	bloque	區塊	N;MASC;PL	N
bloques	積木	bloque	積木	N;MASC;PL	N
polvo	塵土	polvo	塵土	N;MASC;SG	N
polvo	塵	polvo	塵	N;MASC;SG	N
polvo	塵埃	polvo	塵埃	N;MASC;SG	N
polvo	灰塵	polvo	灰塵	N;MASC;SG	N
polvo	粉	polvo	粉	N;MASC;SG	N
polvo	粉末	polvo	粉末	N;MASC;SG	N
polvo	火藥	polvo	火藥	N;MASC;SG	N
balón	球	balón	球	N;MASC;SG	N
declara	申報	declarar	申報	V;IND;SG;3;PRS;FIN	V
alegría	快樂	alegría	快樂	N;FEM;SG	N
alegría	喜悅	alegría	喜悅	N;FEM;SG	N
alegría	歡樂	alegría	歡樂	N;FEM;SG	N
cronología	時序	cronología	時序	N;FEM;SG	N
cronología	年表	cronología	年表	N;FEM;SG	N
ilustraciones	插圖	ilustración	插圖	N;FEM;PL	N
cross	十字	cross	十字	N	N
cross	十字	cross	十字	N	N
cross	交叉	cross	交叉	N	N
singular	奇異	singular	奇異	ADJ;SG	ADJ
vinos	酒	vino	酒	N;MASC;PL	N
vinos	葡萄	vino	葡萄	N;MASC;PL	N
denuncia	報告	denuncia	報告	N;FEM;SG	N
denuncia	申訴	denuncia	申訴	N;FEM;SG	N
frutas	果實	fruta	果實	N;FEM;PL	N
frutas	水果	fruta	水果	N;FEM;PL	N
frutas	果	fruta	果	N;FEM;PL	N
frutas	果實	fruta	果實	N;FEM;PL	N
frutas	水果	fruta	水果	N;FEM;PL	N
delito	重罪	delito	重罪	N;MASC;SG	N
delito	犯罪	delito	犯罪	N;MASC;SG	N
metales	金屬	metal	金屬	N;MASC;PL	N
metales	金屬	metal	金屬	N;MASC;PL	N
sufrir	受	sufrir	受	V;NFIN	V
golf	高爾夫	golf	高爾夫	N;MASC	N
asistencias	助攻	asistencia	助攻	N;FEM;PL	N
creencias	信仰	creencia	信仰	N;FEM;PL	N
creencias	信仰	creencia	信仰	N;FEM;PL	N
stars	星星	star	星星	N	N
stars	明星	star	明星	N	N
stars	星空	star	星空	N	N
stars	星	star	星	N	N
stars	恆星	star	恆星	N	N
reputación	名譽	reputación	名譽	N;FEM;SG	N
reputación	聲譽	reputación	聲譽	N;FEM;SG	N
reputación	名聲	reputación	名聲	N;FEM;SG	N
reputación	信譽	reputación	信譽	N;FEM;SG	N
reputación	聲望	reputación	聲望	N;FEM;SG	N
party	黨	party	黨	N	N
party	政黨	party	政黨	N	N
party	宴會	party	宴會	N	N
party	聚會	party	聚會	N	N
conexiones	人脈	conexión	人脈	N;FEM;PL	N
convertir	轉換	convertir	轉換	V;NFIN	V
convertir	轉換	convertir	轉換	V;NFIN	V
llanura	平原	llanura	平原	N;FEM;SG	N
llanura	平原	llanura	平原	N;FEM;SG	N
levantamiento	起義	levantamiento	起義	N;MASC;SG	N
propaganda	宣傳	propaganda	宣傳	N;FEM;SG	N
desea	祝願	desear	祝願	V;IND;SG;3;PRS;FIN	V
desea	祝願	desear	祝願	V;IND;SG;3;PRS;FIN	V
secuela	續集	secuelo	續集	N;FEM;SG	N
placas	板	placa	板	N;FEM;PL	N
placas	徽章	placa	徽章	N;FEM;PL	N
placas	板	placa	板	N;FEM;PL	N
culpa	罪惡	culpa	罪惡	N;FEM;SG	N
culpa	內疚	culpa	內疚	N;FEM;SG	N
comerciantes	商人	comerciante	商人	N;PL	N
comerciantes	商家	comerciante	商家	N;PL	N
bank	銀行	bank	銀行	N	N
meseta	高原	meseta	高原	N;FEM;SG	N
hamburgo	漢堡	hamburgo	漢堡	N;MASC;SG	N
proporción	比率	proporción	比率	N;FEM;SG	N
proporción	比值	proporción	比值	N;FEM;SG	N
proporción	比例	proporción	比例	N;FEM;SG	N
proporción	比例	proporción	比例	N;FEM;SG	N
interfaz	介面	interfaz	介面	N;FEM;SG	N
correa	皮帶	correa	皮帶	N;FEM;SG	N
colaborar	合作	colaborar	合作	V;NFIN	V
secretaria	秘書	secretaria	秘書	N;FEM;SG	N
circuitos	電路	circuito	電路	N;MASC;PL	N
circuitos	迴路	circuito	迴路	N;MASC;PL	N
circuitos	電路	circuito	電路	N;MASC;PL	N
minería	礦業	minería	礦業	N;FEM;SG	N
minería	採礦	minería	採礦	N;FEM;SG	N
corteza	吠	corteza	吠	N;FEM;SG	N
corteza	樹皮	corteza	樹皮	N;FEM;SG	N
corteza	地殼	corteza	地殼	N;FEM;SG	N
corteza	皮層	corteza	皮層	N;FEM;SG	N
verso	詩句	verso	詩句	N;MASC;SG	N
auge	繁榮	auge	繁榮	N;MASC;SG	N
encargo	秩序	encargo	秩序	N;MASC;SG	N
encargo	順序	encargo	順序	N;MASC;SG	N
sensación	感覺	sensación	感覺	N;FEM;SG	N
