ve	и	ve	и	CONJ	CONJ
görevler	задачи	görev	задача	N;NOM;PL;3	N;INAN;NOM;FEM;PL
görevler	вакансии	görev	вакансия	N;NOM;PL;3	N;INAN;NOM;FEM;PL
görevler	миссии	görev	миссия	N;NOM;PL;3	N;INAN;NOM;FEM;PL
görevler	роли	görev	роль	N;NOM;PL;3	N;INAN;NOM;FEM;PL
görevler	квесты	görev	квест	N;NOM;PL;3	N;INAN;NOM;MASC;PL
görevler	задания	görev	задание	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
sattı	продано	sat	продать	V;PFV;IND;SG;3;POS;PST	V;PFV;NEUT;SG;PST;V.PTCP;PASS
sattı	продана	sat	продать	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;PST;V.PTCP;PASS
sattı	продал	sat	продать	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
sattı	продан	sat	продать	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;SG;PST;V.PTCP;PASS
silahlar	пистолеты	silah	пистолет	N;NOM;PL;3	N;INAN;NOM;MASC;PL
silahlar	пушки	silah	пушка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
silahlar	пистолеты	silah	пистолет	N;NOM;PL;3	N;INAN;NOM;MASC;PL
silahlar	руки	silah	рука	N;NOM;PL;3	N;INAN;NOM;FEM;PL
philippe	филипп	philippe	филипп	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
hapse	тюрьме	hapis	тюрьма	N;DAT;SG;3	N;INAN;DAT;FEM;SG
görüşler	мнения	görüş	мнение	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
görüşler	отклики	görüş	отклик	N;NOM;PL;3	N;INAN;NOM;MASC;PL
görüşler	отзывы	görüş	отзыв	N;NOM;PL;3	N;INAN;NOM;MASC;PL
toplantı	собрание	toplantı	собрание	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
toplantı	сбор	toplantı	сбор	N;NOM;SG;3	N;INAN;NOM;MASC;SG
toplantı	собрание	toplantı	собрание	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
toplantı	заседание	toplantı	заседание	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
toplantı	совещание	toplantı	совещание	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
toplantı	встреча	toplantı	встреча	N;NOM;SG;3	N;INAN;NOM;FEM;SG
ölmüş	скончалась	öl	скончаться	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN;MID
ölmüş	умершего	öl	умереть	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;GEN;MASC;SG;PST;V.PTCP;ACT
ölmüş	скончался	öl	скончаться	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;MID
şartları	термины	şart	термин	N;NOM;PL;3	N;INAN;NOM;MASC;PL
şartları	условия	şart	условие	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
adresi	адрес	adres	адрес	N;NOM;SG;3	N;INAN;NOM;MASC;SG
diplomat	дипломат	diplomat	дипломат	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
bağlandı	связанный	bağla	связать	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
haberler	новости	haber	новость	N;NOM;PL;3	N;INAN;NOM;FEM;PL
haberler	истории	haber	история	N;NOM;PL;3	N;INAN;NOM;FEM;PL
haberler	рассказы	haber	рассказ	N;NOM;PL;3	N;INAN;NOM;MASC;PL
nadiren	редко	nadiren	редко	ADV	ADV
nadiren	редко	nadiren	редко	ADV	ADV
şirketler	корпорации	şirket	корпорация	N;NOM;PL;3	N;INAN;NOM;FEM;PL
şirketler	компании	şirket	компания	N;NOM;PL;3	N;INAN;NOM;FEM;PL
şirketler	предприятия	şirket	предприятие	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
ermeniler	армяне	ermen	армянин	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
programlar	программы	program	программа	N;NOM;PL;3	N;INAN;NOM;FEM;PL
programlar	программы	program	программа	N;NOM;PL;3	N;INAN;NOM;FEM;PL
işlevi	функция	işlev	функция	N;NOM;SG;3	N;INAN;NOM;FEM;SG
beach	пляж	beach	пляж	N;NOM;SG;3	N;INAN;NOM;MASC;SG
beach	бич	beach	бич	N;NOM;SG;3	N;INAN;NOM;MASC;SG
rey	рей	rey	рей		
beraberlik	ничья	beraberlik	ничья	N;NOM;SG;3	N;INAN;NOM;FEM;SG
beraberlik	галстук	beraberlik	галстук	N;NOM;SG;3	N;INAN;NOM;MASC;SG
bon	бон	bon	бон		
çalışmış	сработало	çalış	сработать	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;NEUT;IND;SG;PST;FIN;ACT
çapı	диаметр	çapı	диаметр	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kurumsal	институциональных	kurumsal	институциональный	ADJ	ADJ;GEN;PL
kurumsal	институциональные	kurumsal	институциональный	ADJ	ADJ;NOM;PL
kurumsal	институциональная	kurumsal	институциональный	ADJ	ADJ;NOM;FEM;SG
kurumsal	корпоративной	kurumsal	корпоративный	ADJ	ADJ;INS;FEM;SG
kurumsal	корпоративные	kurumsal	корпоративный	ADJ	ADJ;NOM;PL
kurumsal	корпоративное	kurumsal	корпоративный	ADJ	ADJ;NOM;NEUT;SG
kurumsal	корпоративный	kurumsal	корпоративный	ADJ	ADJ;NOM;MASC;SG
cinayet	убийство	cinayet	убийство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
cinayet	убийство	cinayet	убийство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
farklılıklar	расхождения	farklılık	расхождение	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
farklılıklar	отличия	farklılık	отличие	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
farklılıklar	разногласия	farklılık	разногласие	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
farklılıklar	различия	farklılık	различие	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
reddetti	отверг	reddet	отвергнуть	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
reddetti	отклонен	reddet	отклонный	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;SG;PST;V.PTCP;PASS
reddetti	отклонена	reddet	отклонить	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;PST;V.PTCP;PASS
reddetti	отклонил	reddet	отклонить	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
reddetti	отклонено	reddet	отклонить	V;PFV;IND;SG;3;POS;PST	V;PFV;NEUT;SG;PST;V.PTCP;PASS
reddetti	отклонена	reddet	отклонить	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;PST;V.PTCP;PASS
reddetti	отклонила	reddet	отклонить	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN;ACT
reddetti	отказался	reddet	отказаться	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;MID
reddetti	отказался	reddet	отказаться	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;MID
mesleği	профессия	meslek	профессия	N;NOM;SG;3	N;INAN;NOM;FEM;SG
mesleği	оккупация	meslek	оккупация	N;NOM;SG;3	N;INAN;NOM;FEM;SG
mesleği	профессия	meslek	профессия	N;NOM;SG;3	N;INAN;NOM;FEM;SG
üreticisi	изготовитель	üretici	изготовитель	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
üreticisi	производитель	üretici	производитель	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
yayınlar	публикации	yayın	публикация	N;NOM;PL;3	N;INAN;NOM;FEM;PL
danışmanı	консультант	danışman	консультант	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
danışmanı	советник	danışman	советник	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
danışmanı	советник	danışman	советник	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
bitkiler	растения	bitki	растение	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
bitkiler	травы	bitki	трава	N;NOM;PL;3	N;INAN;NOM;FEM;PL
benzerlik	родство	benzerlik	родство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
benzerlik	близость	benzerlik	близость	N;NOM;SG;3	N;INAN;NOM;FEM;SG
benzerlik	сходство	benzerlik	сходство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
benzerlik	сходство	benzerlik	сходство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
kimliği	идентичность	kimlik	идентичность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kimliği	идентификация	kimlik	идентификация	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kimliği	самобытность	kimlik	самобытность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kimliği	личность	kimlik	личность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
hell	ад	hell	ад		
hakaret	клевета	hakaret	клевет	N;NOM;SG;3	N;INAN;NOM;FEM;SG
hakaret	оскорбление	hakaret	оскорбление	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
hakaret	оскорбление	hakaret	оскорбление	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
kurtlar	волки	kurt	волк	N;NOM;PL;3	N;ANIM;NOM;FEM;PL
kurtlar	личинки	kurt	личинка	N;NOM;PL;3	N;ANIM;NOM;FEM;PL
pirinç	брасс	pirinç	брасс		
azami	макс	azami	макс		
izledi	посмотрел	izle	смотреть	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
izledi	посмотрела	izle	смотреть	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN;ACT
özgürlüğü	свободу	özgürlük	свобода	N;ACC;SG;3	N;INAN;ACC;FEM;SG
renault	рено	renault	рено	N;NOM;SG;3	N;INAN;NOM;MASC;SG
değerler	величины	değer	величина	N;NOM;PL;3	N;INAN;NOM;FEM;PL
değerler	значения	değer	значение	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
değerler	ценности	değer	ценность	N;NOM;PL;3	N;INAN;NOM;FEM;PL
yeğeni	племянник	yeğen	племянник	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
yeğeni	племянница	yeğen	племянница	N;NOM;SG;3	N;ANIM;NOM;FEM;SG
burnu	морда	burun	морда	N;NOM;SG;3	N;INAN;NOM;FEM;SG
burnu	плащ	burun	плащ	N;NOM;SG;3	N;INAN;NOM;MASC;SG
burnu	мыс	burun	мы	N;NOM;SG;3	N;INAN;NOM;MASC;SG
burnu	нос	burun	нос	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kaçtı	сбежал	kaç	сбежать	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
kaçtı	сбежала	kaç	сбежать	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN;ACT
renkler	цвета	renk	цвет	N;NOM;PL;3	N;INAN;NOM;MASC;PL
renkler	цвета	renk	цвет	N;NOM;PL;3	N;INAN;NOM;MASC;PL
aslı	asl	aslı	asl		
kurucuları	основатели	kurucu	основатель	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
romancı	писатель	romancı	писатель	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
sendromu	синдром	sendromu	синдром	N;NOM;SG;3	N;INAN;NOM;MASC;SG
volkanik	вулканической	volkanik	вулканический	ADJ	ADJ;INS;FEM;SG
faik	фаик	faik	фаик		
yetenekli	одаренных	yetenekli	одаренный	ADJ	ADJ;GEN;PL
yetenekli	талантливых	yetenekli	талантливый	ADJ	ADJ;GEN;PL
yetenekli	талантлив	yetenekli	талантливый	ADJ	ADJ;MASC;SG
yetenekli	талантливый	yetenekli	талантливый	ADJ	ADJ;NOM;MASC;SG
yetenekli	талантливая	yetenekli	талантливый	ADJ	ADJ;NOM;FEM;SG
neo	нео	neo	не		
fff	fff	fff	fff		
müslümanlar	мусульмане	müslüman	мусульманин	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
müslümanlar	мусульмане	müslüman	мусульманин	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
gözleri	глаза	göz	глаз	N;NOM;PL;3	N;INAN;NOM;MASC;PL
gözleri	глазки	göz	глазок	N;NOM;PL;3	N;INAN;NOM;MASC;PL
konserler	концерты	konser	концерт	N;NOM;PL;3	N;INAN;NOM;MASC;PL
açısal	угловое	açısal	угловой	ADJ	ADJ;NOM;NEUT;SG
binalar	здания	bina	здание	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
namlu	морда	namlu	морда	N;NOM;SG;3	N;INAN;NOM;FEM;SG
namlu	ствол	namlu	ствол	N;NOM;SG;3	N;INAN;NOM;MASC;SG
tarihçiler	историки	tarihçi	историк	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
büyüdü	вырос	büyü	вырасти	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
büyüdü	вырос	büyü	вырасти	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
büyüdü	выросла	büyü	вырасти	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN;ACT
simgesi	значок	simge	значок	N;NOM;SG;3	N;INAN;NOM;MASC;SG
avukatlık	адвокат	avukatlık	адвокат	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
avukatlık	юрист	avukatlık	юрист	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
sorumlusu	ответственное	sorumlu	ответственный	ADJ;NOM;SG;3	ADJ;NOM;NEUT;SG
sorumlusu	ответственная	sorumlu	ответственный	ADJ;NOM;SG;3	ADJ;NOM;FEM;SG
sorumlusu	ответственный	sorumlu	ответственный	ADJ;NOM;SG;3	ADJ;NOM;MASC;SG
anlamak	понять	anla	понять	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;NFIN;ACT
cennet	рай	cennet	рай	N;NOM;SG;3	N;INAN;NOM;MASC;SG
cennet	небо	cennet	небо	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
cennet	рай	cennet	рай	N;NOM;SG;3	N;INAN;NOM;MASC;SG
hotel	отель	hotel	отель	N;NOM;SG;3	N;INAN;NOM;MASC;SG
hotel	гостиница	hotel	гостиница	N;NOM;SG;3	N;INAN;NOM;FEM;SG
memnun	довольна	memnun	довольный	ADJ	ADJ;FEM;SG
memnun	доволен	memnun	довольный	ADJ	ADJ;MASC;SG
memnun	удовлетворительным	memnun	удовлетворительный	ADJ	ADJ;INS;NEUT;SG
memnun	доволен	memnun	довольный	ADJ	ADJ;MASC;SG
teknikleri	методы	teknik	метод	N;NOM;PL;3	N;INAN;NOM;MASC;PL
kavga	бой	kavga	бой	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kavga	драка	kavga	драка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
komedyen	комик	komedyen	комик	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
platformu	платформа	platform	платформа	N;NOM;SG;3	N;INAN;NOM;FEM;SG
cerrahi	хирургия	cerrahi	хирургия	N;NOM;SG;3	N;INAN;NOM;FEM;SG
cerrahi	операция	cerrahi	операция	N;NOM;SG;3	N;INAN;NOM;FEM;SG
gözü	глаз	göz	глаз	N;NOM;SG;3	N;INAN;NOM;MASC;SG
gözü	око	göz	око	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
sorumluluk	ответственности	sorumluluk	ответственность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
sorumluluk	ответственность	sorumluluk	ответственность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
sorumluluk	ответственность	sorumluluk	ответственность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
aralığı	интервал	aralık	интервал	N;NOM;SG;3	N;INAN;NOM;MASC;SG
aralığı	промежуток	aralık	промежуток	N;NOM;SG;3	N;INAN;NOM;MASC;SG
konut	резиденция	konut	резиденция	N;NOM;SG;3	N;INAN;NOM;FEM;SG
konut	проживание	konut	проживание	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
konut	жилье	konut	жилье	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
kelimeler	слова	kelime	слово	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
hazine	сокровище	hazin	сокровище	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
hazine	клад	hazin	клад	N;NOM;SG;3	N;INAN;NOM;MASC;SG
hazine	казначейство	hazin	казначейство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
güreşçi	борец	güreşçi	борец	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
planet	планета	planet	планета	N;NOM;SG;3	N;INAN;NOM;FEM;SG
öğretmenlik	обучение	öğretmenlik	обучение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
öğretmenlik	преподавание	öğretmenlik	преподавание	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
çoğunluk	большинство	çoğunluk	большинство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
çoğunluk	кворум	çoğunluk	кворум	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yoğunluk	интенсивность	yoğunluk	интенсивность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
yoğunluk	интенсивности	yoğunluk	интенсивность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
yoğunluk	плотность	yoğunluk	плотность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
belirlenmiş	назначенных	belirle	назначить	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PFV;GEN;PL;PST;V.PTCP;PASS
belirlenmiş	назначенный	belirle	назначить	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
belirlenmiş	назначенные	belirle	назначить	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
gelirler	поступления	gel	поступление	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
gelirler	доходы	gel	доход	N;NOM;PL;3	N;INAN;NOM;MASC;PL
gelirler	доходы	gel	доход	N;NOM;PL;3	N;INAN;NOM;MASC;PL
deportivo	депортиво	deportivo	депортиво	N;NOM;SG;3	N;INAN;NOM;MASC;SG
üretilmiş	изготовленные	üre	изготовить	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
üretilmiş	изготовлены	üre	изготовить	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PFV;PL;PST;V.PTCP;PASS
üretilmiş	произведенные	üre	произвести	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
üretilmiş	произведено	üre	произвести	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
yarattı	созданный	yarat	создать	V;PFV;IND;SG;3;POS;PST	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
yarattı	создано	yarat	создать	V;PFV;IND;SG;3;POS;PST	V;PFV;NEUT;SG;PST;V.PTCP;PASS
yarattı	создана	yarat	создать	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;PST;V.PTCP;PASS
yarattı	создан	yarat	создать	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;SG;PST;V.PTCP;PASS
etkinlikler	мероприятия	etkinlik	мероприятие	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
etkinlikler	события	etkinlik	событие	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
etkinlikler	мероприятия	etkinlik	мероприятие	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
ifadeler	реакции	ifade	реакция	N;NOM;PL;3	N;INAN;NOM;FEM;PL
ifadeler	заявления	ifade	заявление	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
ifadeler	фразы	ifade	фраза	N;NOM;PL;3	N;INAN;NOM;FEM;PL
ifadeler	выражения	ifade	выражение	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
eksikliği	отсутствие	eksiklik	отсутствие	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
eksikliği	недостаток	eksiklik	недостаток	N;NOM;SG;3	N;INAN;NOM;MASC;SG
puanlar	рейтинги	puan	рейтинг	N;NOM;PL;3	N;INAN;NOM;MASC;PL
puanlar	оценки	puan	оценка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
puanlar	точки	puan	точка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
puanlar	очки	puan	очки	N;NOM;PL;3	N;INAN;NOM;MASC;PL
puanlar	баллы	puan	балл	N;NOM;PL;3	N;INAN;NOM;MASC;PL
mekanizması	механизм	mekaniz	механизм	N;NOM;SG;3	N;INAN;NOM;MASC;SG
bel	бел	bel	белый		
hepsini	всех	hepsi	все	PRO;ACC;PL;3	PRO;ANIM;ACC;PL
güzellik	красота	güzellik	красота	N;NOM;SG;3	N;INAN;NOM;FEM;SG
müşteri	заказчик	müşteri	заказчик	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
müşteri	покупатель	müşteri	покупатель	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
müşteri	клиент	müşteri	клиент	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
müşteri	посетитель	müşteri	посетитель	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
müşteri	клиент	müşteri	клиент	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
imzalandı	подписано	imzala	подписать	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
imzalandı	подписан	imzala	подписать	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
imzalandı	подписана	imzala	подписать	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
ilkesi	принцип	ilke	принцип	N;NOM;SG;3	N;INAN;NOM;MASC;SG
dostu	дружелюбный	dost	дружелюбный	ADJ;NOM;SG;3	ADJ;NOM;MASC;SG
saldırılar	атаки	sal	атака	N;NOM;PL;3	N;INAN;NOM;FEM;PL
saldırılar	нападения	sal	нападение	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
saldırılar	нападки	sal	нападок	N;NOM;PL;3	N;INAN;NOM;FEM;PL
saldırılar	нападения	sal	нападение	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
okulları	школы	okul	школа	N;NOM;PL;3	N;INAN;NOM;FEM;PL
fotoğraflar	фотографии	fotoğraf	фотография	N;NOM;PL;3	N;INAN;NOM;FEM;PL
fotoğraflar	фотографии	fotoğraf	фотография	N;NOM;PL;3	N;INAN;NOM;FEM;PL
fotoğraflar	рисунки	fotoğraf	рисунок	N;NOM;PL;3	N;INAN;NOM;MASC;PL
fotoğraflar	фотографии	fotoğraf	фотография	N;NOM;PL;3	N;INAN;NOM;FEM;PL
fotoğraflar	картинки	fotoğraf	картинка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
kazanmak	победить	kazan	победить	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;NFIN;ACT
kazanmak	выиграть	kazan	выиграть	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;NFIN;ACT
pasaport	паспорт	pasaport	паспорт	N;NOM;SG;3	N;INAN;NOM;MASC;SG
eşitlik	равенство	eşitlik	равенство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
eşitlik	уравнение	eşitlik	уравнение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
eşitlik	равенство	eşitlik	равенство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
eşitlik	равноправие	eşitlik	равноправие	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
taburu	батальон	tabur	батальон	N;NOM;SG;3	N;INAN;NOM;MASC;SG
öğrendi	научилась	öğren	научиться	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN;MID
öğrendi	узнал	öğren	узнать	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
öğrendi	научился	öğren	научиться	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;MID
penaltı	наказание	penaltı	наказание	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
kalitesi	качество	kalite	качество	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
jüpiter	юпитер	jüpiter	юпитер	N;NOM;SG;3	N;INAN;NOM;MASC;SG
projeler	проекты	proje	проект	N;NOM;PL;3	N;INAN;NOM;MASC;PL
patates	картошка	patates	картошка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
patates	картофель	patates	картофель	N;NOM;SG;3	N;INAN;NOM;MASC;SG
patates	картошка	patates	картошка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
patates	картофель	patates	картофель	N;NOM;SG;3	N;INAN;NOM;MASC;SG
büyükelçiliği	посольство	büyükelçilik	посольство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
etiketi	ярлык	etiket	ярлык	N;NOM;SG;3	N;INAN;NOM;MASC;SG
etiketi	лейбл	etiket	лейбл	N;NOM;SG;3	N;INAN;NOM;MASC;SG
etiketi	метка	etiket	метка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
görüntüleri	кадры	görüntü	кадр	N;NOM;PL;3	N;INAN;NOM;MASC;PL
hastalıklar	заболевания	hastalık	заболевание	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
hastalıklar	болезни	hastalık	болезнь	N;NOM;PL;3	N;INAN;NOM;FEM;PL
hastalıklar	заболевания	hastalık	заболевание	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
hastalıklar	болезни	hastalık	болезнь	N;NOM;PL;3	N;INAN;NOM;FEM;PL
çiftlik	ферма	çiftlik	ферма	N;NOM;SG;3	N;INAN;NOM;FEM;SG
çiftlik	ранчо	çiftlik	ранчо	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yüzyıllar	века	yüzyıl	век	N;NOM;PL;3	N;INAN;NOM;MASC;PL
yüzyıllar	столетия	yüzyıl	столетие	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
gemiler	катера	gemi	катер	N;NOM;PL;3	N;INAN;NOM;MASC;PL
gemiler	лодки	gemi	лодка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
gemiler	суда	gemi	суд	N;NOM;PL;3	N;INAN;NOM;MASC;PL
gemiler	корабли	gemi	корабль	N;NOM;PL;3	N;INAN;NOM;MASC;PL
gemiler	суда	gemi	суд	N;NOM;PL;3	N;INAN;NOM;MASC;PL
gemiler	сосуды	gemi	сосуд	N;NOM;PL;3	N;INAN;NOM;MASC;PL
silahları	пушки	silah	пушка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
silahları	пистолеты	silah	пистолет	N;NOM;PL;3	N;INAN;NOM;MASC;PL
takvimi	календарь	takvim	календарь	N;NOM;SG;3	N;INAN;NOM;MASC;SG
iyon	лон	iyon	лон		
kararlar	резолюции	karar	резолюция	N;NOM;PL;3	N;INAN;NOM;FEM;PL
kararlar	решения	karar	решение	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
giderler	расходы	git	расход	N;NOM;PL;3	N;INAN;NOM;MASC;PL
giderler	расходы	git	расход	N;NOM;PL;3	N;INAN;NOM;MASC;PL
dayanıklı	прочного	dayanıklı	прочный	ADJ	ADJ;GEN;MASC;SG
dayanıklı	прочный	dayanıklı	прочный	ADJ	ADJ;NOM;MASC;SG
dayanıklı	крепкая	dayanıklı	крепкий	ADJ	ADJ;NOM;FEM;SG
