اِبتدائی	elementary	اِبتدائی	elementary	N;NOM;MASC;SG;3	N;SG
آمادہ	available	آمادہ	available	ADJ	ADJ
آمادہ	present	آمادہ	present	ADJ	ADJ
آمادہ	willing	آمادہ	willing	ADJ	ADJ
آمد	arrival	آمد	arrival	N;NOM;MASC;SG;3	N;SG
آمد	revenue	آمد	revenue	N;NOM;MASC;SG;3	N;SG
آمد	approach	آمد	approach	N;NOM;MASC;SG;3	N;SG
آمد	access	آمد	access	N;NOM;MASC;SG;3	N;SG
آمد	spontaneity	آمد	spontaneity	N;NOM;MASC;SG;3	N;SG
آمد	entry	آمد	entry	N;NOM;MASC;SG;3	N;SG
آمد	advent	آمد	advent	N;NOM;MASC;SG;3	N;SG
آمد	inspiration	آمد	inspiration	N;NOM;MASC;SG;3	N;SG
آمد	arrival	آمد	arrival	N;NOM;MASC;SG;3	N;SG
آمد	revenue	آمد	revenue	N;NOM;MASC;SG;3	N;SG
آمد	approach	آمد	approach	N;NOM;MASC;SG;3	N;SG
آمد	access	آمد	access	N;NOM;MASC;SG;3	N;SG
آمد	spontaneity	آمد	spontaneity	N;NOM;MASC;SG;3	N;SG
آمد	entry	آمد	entry	N;NOM;MASC;SG;3	N;SG
آمد	income	آمد	income	N;NOM;MASC;SG;3	N;SG
آمد	advent	آمد	advent	N;NOM;MASC;SG;3	N;SG
آمد	inspiration	آمد	inspiration	N;NOM;MASC;SG;3	N;SG
آمدن	arrival	آمدن	arrival	N;NOM;MASC;SG;3	N;SG
آمدن	advent	آمدن	advent	N;NOM;MASC;SG;3	N;SG
آمدن	income	آمدن	income	N;NOM;MASC;SG;3	N;SG
آمدنی	revenue	آمدنی	revenue	N;NOM;FEM;SG;3	N;SG
آمدنی	revenue	آمدنی	revenue	N;NOM;FEM;SG;3	N;SG
آمدنی	income	آمدنی	income	N;NOM;FEM;SG;3	N;SG
آمِرانہ	despotic	آمِرانہ	despotic	ADJ	ADJ
آمِرانہ	dictatorial	آمِرانہ	dictatorial	ADJ	ADJ
آمِرانہ	tyrannical	آمِرانہ	tyrannical	ADJ	ADJ
آملیٹ	omelette	آملیٹ	omelette	N;NOM;MASC;SG;3	N;SG
آمیزش	adulteration	آمیزش	adulteration	N;NOM;MASC;SG;3	N;SG
آمیزش	mixture	آمیزش	mixture	N;NOM;MASC;SG;3	N;SG
آمیزش	temperament	آمیزش	temperament	N;NOM;MASC;SG;3	N;SG
آمیزش	conspiracy	آمیزش	conspiracy	N;NOM;MASC;SG;3	N;SG
آمیزش	mixing	آمیزش	mixing	N;NOM;MASC;SG;3	N;SG
آمیزہ	amalgam	آمیزہ	amalgam	ADJ	ADJ
آمیزہ	amalgam	آمیزہ	amalgam	ADJ	ADJ
آنا	emerge	آ	emerge	V;MASC;SG;NFIN;ACT	V;IMP;FIN
آنا	grow	آ	grow	V;MASC;SG;NFIN;ACT	V;IMP;FIN
آنا	appear	آ	appear	V;MASC;SG;NFIN;ACT	V;IMP;FIN
آنا	reach	آ	reach	V;MASC;SG;NFIN;ACT	V;IMP;FIN
آنا	arrive	آ	arrive	V;MASC;SG;NFIN;ACT	V;IMP;FIN
آنا	emerge	آ	emerge	V;MASC;SG;NFIN;ACT	V;IMP;FIN
آنا	grow	آ	grow	V;MASC;SG;NFIN;ACT	V;IMP;FIN
آنا	appear	آ	appear	V;MASC;SG;NFIN;ACT	V;IMP;FIN
آنا	come	آ	come	V;MASC;SG;NFIN;ACT	V;IMP;FIN
آنا	reach	آ	reach	V;MASC;SG;NFIN;ACT	V;IMP;FIN
آنا	arrive	آ	arrive	V;MASC;SG;NFIN;ACT	V;IMP;FIN
آنت	gut	آنت	gut	N;NOM;FEM;SG;3	N;SG
آنت	intestine	آنت	intestine	N;NOM;FEM;SG;3	N;SG
آنچ	blaze	آنچ	blaze	N;NOM;MASC;SG;3	N;SG
آنچ	trial	آنچ	trial	N;NOM;MASC;SG;3	N;SG
آنچ	glow	آنچ	glow	N;NOM;MASC;SG;3	N;SG
آنچ	glare	آنچ	glare	N;NOM;MASC;SG;3	N;SG
آنچ	difficulty	آنچ	difficulty	N;NOM;MASC;SG;3	N;SG
آنچ	flame	آنچ	flame	N;NOM;MASC;SG;3	N;SG
آنچ	passion	آنچ	passion	N;NOM;MASC;SG;3	N;SG
آنچ	fire	آنچ	fire	N;NOM;MASC;SG;3	N;SG
آنچ	splendour	آنچ	splendour	N;NOM;MASC;SG;3	N;SG
آنچ	warmth	آنچ	warmth	N;NOM;MASC;SG;3	N;SG
آنچ	affection	آنچ	affection	N;NOM;MASC;SG;3	N;SG
آنچ	fervour	آنچ	fervour	N;NOM;MASC;SG;3	N;SG
آندھی	cyclone	آندھی	cyclone	N;NOM;MASC;SG;3	N;SG
آندھی	cyclone	آندھی	cyclone	N;NOM;MASC;SG;3	N;SG
آنکھ	opinion	آنکھ	opinion	N;NOM;MASC;SG;3	N;SG
آنکھ	deference	آنکھ	deference	N;NOM;MASC;SG;3	N;SG
آنکھ	estimation	آنکھ	estimation	N;NOM;MASC;SG;3	N;SG
آنکھ	offspring	آنکھ	offspring	N;NOM;MASC;SG;3	N;SG
آنکھ	respect	آنکھ	respect	N;NOM;MASC;SG;3	N;SG
آنکھ	hint	آنکھ	hint	N;NOM;MASC;SG;3	N;SG
آنکھ	gesture	آنکھ	gesture	N;NOM;MASC;SG;3	N;SG
آنکھ	expectation	آنکھ	expectation	N;NOM;MASC;SG;3	N;SG
آنکھ	glance	آنکھ	glance	N;NOM;MASC;SG;3	N;SG
آنگن	yard	آنگن	yard	N;NOM;MASC;SG;3	N;SG
آنگن	courtyard	آنگن	courtyard	N;NOM;MASC;SG;3	N;SG
آنی	transitory	آنی	transitory	ADJ	ADJ
آنی	inevitable	آنی	inevitable	ADJ	ADJ
آوارگی	wandering	آوارگی	wander	N;NOM;MASC;SG;3	N;SG
آوارگی	vagrancy	آوارگی	vagrancy	N;NOM;MASC;SG;3	N;SG
آواز	tongue	آواز	tongue	N;NOM;FEM;SG;3	N;SG
آواز	language	آواز	language	N;NOM;FEM;SG;3	N;SG
آواز	tone	آواز	tone	N;NOM;FEM;SG;3	N;SG
آواز	shout	آواز	shout	N;NOM;FEM;SG;3	N;SG
آواز	call	آواز	call	N;NOM;FEM;SG;3	N;SG
آواز	voice	آواز	voice	N;NOM;FEM;SG;3	N;SG
آواز	proclamation	آواز	proclamation	N;NOM;FEM;SG;3	N;SG
آواز	echo	آواز	echo	N;NOM;FEM;SG;3	N;SG
آواز	announcement	آواز	announcement	N;NOM;FEM;SG;3	N;SG
آواز	fame	آواز	fame	N;NOM;FEM;SG;3	N;SG
آواز	renown	آواز	renown	N;NOM;FEM;SG;3	N;SG
آواز	tongue	آواز	tongue	N;NOM;FEM;SG;3	N;SG
آواز	language	آواز	language	N;NOM;FEM;SG;3	N;SG
آواز	tone	آواز	tone	N;NOM;FEM;SG;3	N;SG
آواز	shout	آواز	shout	N;NOM;FEM;SG;3	N;SG
آواز	noise	آواز	noise	N;NOM;FEM;SG;3	N;SG
آواز	call	آواز	call	N;NOM;FEM;SG;3	N;SG
آواز	sound	آواز	sound	N;NOM;FEM;SG;3	N;SG
آواز	voice	آواز	voice	N;NOM;FEM;SG;3	N;SG
آواز	proclamation	آواز	proclamation	N;NOM;FEM;SG;3	N;SG
آواز	echo	آواز	echo	N;NOM;FEM;SG;3	N;SG
آواز	announcement	آواز	announcement	N;NOM;FEM;SG;3	N;SG
آواز	fame	آواز	fame	N;NOM;FEM;SG;3	N;SG
آواز	renown	آواز	renown	N;NOM;FEM;SG;3	N;SG
آون	coming	آون	come	V;SG;ACT	V;V.MSDR
آویزش	discord	آویزش	discord	N;NOM;MASC;SG;3	N;SG
آویزش	conflict	آویزش	conflict	N;NOM;MASC;SG;3	N;SG
آہِستگی	slowness	آہِستگی	slowness	N;NOM;MASC;SG;3	N;SG
آہِستگی	tenderness	آہِستگی	tenderness	N;NOM;MASC;SG;3	N;SG
آہستہ	slack	آہستہ	slack	N;NOM;MASC;SG;3	N;SG
آہنگ	purpose	آہنگ	purpose	N;NOM;MASC;SG;3	N;SG
آہنگ	music	آہنگ	music	N;NOM;MASC;SG;3	N;SG
آہنگ	sound	آہنگ	sound	N;NOM;MASC;SG;3	N;SG
آہنگ	intention	آہنگ	intention	N;NOM;MASC;SG;3	N;SG
آہنگ	symmetry	آہنگ	symmetry	N;NOM;MASC;SG;3	N;SG
آہنگ	voice	آہنگ	voice	N;NOM;MASC;SG;3	N;SG
آہنگ	method	آہنگ	method	N;NOM;MASC;SG;3	N;SG
آہنگ	melody	آہنگ	melody	N;NOM;MASC;SG;3	N;SG
آہنگ	purpose	آہنگ	purpose	N;NOM;MASC;SG;3	N;SG
آہنگ	music	آہنگ	music	N;NOM;MASC;SG;3	N;SG
آہنگ	sound	آہنگ	sound	N;NOM;MASC;SG;3	N;SG
آہنگ	intention	آہنگ	intention	N;NOM;MASC;SG;3	N;SG
آہنگ	symmetry	آہنگ	symmetry	N;NOM;MASC;SG;3	N;SG
آہنگ	voice	آہنگ	voice	N;NOM;MASC;SG;3	N;SG
آہنگ	harmony	آہنگ	harmony	N;NOM;MASC;SG;3	N;SG
آہنگ	tune	آہنگ	tune	N;NOM;MASC;SG;3	N;SG
آہنگ	method	آہنگ	method	N;NOM;MASC;SG;3	N;SG
آہنگ	melody	آہنگ	melody	N;NOM;MASC;SG;3	N;SG
آہنی	strong	آہنی	strong	ADJ	ADJ
آہنی	hard	آہنی	hard	ADJ	ADJ
آئل	oil	آئل	oil	N;NOM;MASC;SG;3	N;SG
آئندہ	subsequent	آئندہ	subsequent	ADJ	ADJ
آئی	coming	آ	come	V;PFV;FEM;SG;V.PTCP;ACT	V;V.MSDR
آئی	received	آ	receive	V;PFV;FEM;SG;V.PTCP;ACT	V;PST;V.PTCP
آئے	came	آ	come	V;PFV;V.PTCP;ACT	V;IND;PST;FIN
آئین	statute	آئین	statute	N;NOM;MASC;SG;3	N;SG
آئین	method	آئین	method	N;NOM;MASC;SG;3	N;SG
آئین	usage	آئین	usage	N;NOM;MASC;SG;3	N;SG
آئین	law	آئین	law	N;NOM;MASC;SG;3	N;SG
آئین	custom	آئین	custom	N;NOM;MASC;SG;3	N;SG
آئین	constitution	آئین	constitution	N;NOM;MASC;SG;3	N;SG
آئین	regulation	آئین	regulation	N;NOM;MASC;SG;3	N;SG
آئین	enactment	آئین	enactment	N;NOM;MASC;SG;3	N;SG
آئین	code	آئین	code	N;NOM;MASC;SG;3	N;SG
آئینہ	reflector	آئینہ	reflector	N;NOM;MASC;SG;3	N;SG
آئینہ	reflection	آئینہ	reflection	N;NOM;MASC;SG;3	N;SG
آئینہ	mirror	آئینہ	mirror	N;NOM;MASC;SG;3	N;SG
آئینہ	reflector	آئینہ	reflector	N;NOM;MASC;SG;3	N;SG
آئینہ	reflection	آئینہ	reflection	N;NOM;MASC;SG;3	N;SG
آیا	came	آ	come	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;PST;FIN
آیا	arrived	آ	arrive	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;PST;FIN
آیا	came	آ	come	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;PST;FIN
آیا	arrived	آ	arrive	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;PST;FIN
بَ	for	بَ	for		
بآسانی	comfortably	بآسانی	comfortably	ADV	ADV
بآسانی	comfortably	بآسانی	comfortably	ADV	ADV
بآسانی	easily	بآسانی	easily	ADV	ADV
بخوبی	nicely	بخوبی	nicely	ADV	ADV
بخوبی	properly	بخوبی	properly	ADV	ADV
بخوبی	completely	بخوبی	completely	ADV	ADV
بخوبی	excellently	بخوبی	excellently	ADV	ADV
بخوبی	duly	بخوبی	duly	ADV	ADV
بخوبی	gracefully	بخوبی	gracefully	ADV	ADV
بوجہ	for	بوجہ	for		
بِ	for	بِ	for		
بااثر	effective	بااثر	effective	ADJ	ADJ
بااثر	influential	بااثر	influential	ADJ	ADJ
بااثر	resourceful	بااثر	resourceful	ADJ	ADJ
باخبر	alert	باخبر	alert	N;NOM;MASC;SG;3	N;SG
باقاعدہ	regular	باقاعدہ	regular	ADJ	ADJ
باقاعدہ	formal	باقاعدہ	formal	ADJ	ADJ
باب	point	باب	point	N;NOM;MASC;SG;3	N;SG
باب	gate	باب	gate	N;NOM;MASC;SG;3	N;SG
باب	respect	باب	respect	N;NOM;MASC;SG;3	N;SG
باب	affair	باب	affair	N;NOM;MASC;SG;3	N;SG
باب	topic	باب	topic	N;NOM;MASC;SG;3	N;SG
باب	matter	باب	matter	N;NOM;MASC;SG;3	N;SG
باب	door	باب	door	N;NOM;MASC;SG;3	N;SG
باب	subject	باب	subject	N;NOM;MASC;SG;3	N;SG
باب	section	باب	section	N;NOM;MASC;SG;3	N;SG
باب	chapter	باب	chapter	N;NOM;MASC;SG;3	N;SG
باب	tax	باب	tax	N;NOM;MASC;SG;3	N;SG
بابت	account	بابت	account	N;NOM;MASC;SG;3	N;SG
بابت	head	بابت	head	N;NOM;MASC;SG;3	N;SG
بابت	respect	بابت	respect	N;NOM;MASC;SG;3	N;SG
بابت	concern	بابت	concern	N;NOM;MASC;SG;3	N;SG
بابت	affair	بابت	affair	N;NOM;MASC;SG;3	N;SG
بابت	business	بابت	business	N;NOM;MASC;SG;3	N;SG
بابت	matter	بابت	matter	N;NOM;MASC;SG;3	N;SG
بابت	item	بابت	item	N;NOM;MASC;SG;3	N;SG
بابت	article	بابت	article	N;NOM;MASC;SG;3	N;SG
باپ	inventor	باپ	inventor	N;NOM;MASC;SG;3	N;SG
باپ	father	باپ	father	N;NOM;MASC;SG;3	N;SG
باپ	elder	باپ	elder	N;NOM;MASC;SG;3	N;SG
باپ	guardian	باپ	guardian	N;NOM;MASC;SG;3	N;SG
بات	point	بات	point	N;NOM;FEM;SG;3	N;SG
بات	evidence	بات	evidence	N;NOM;FEM;SG;3	N;SG
بات	condition	بات	condition	N;NOM;FEM;SG;3	N;SG
بات	desire	بات	desire	N;NOM;FEM;SG;3	N;SG
بات	gossip	بات	gossip	N;NOM;FEM;SG;3	N;SG
بات	custom	بات	custom	N;NOM;FEM;SG;3	N;SG
بات	splendour	بات	splendour	N;NOM;FEM;SG;3	N;SG
بات	complaint	بات	complaint	N;NOM;FEM;SG;3	N;SG
بات	pretext	بات	pretext	N;NOM;FEM;SG;3	N;SG
بات	reason	بات	reason	N;NOM;FEM;SG;3	N;SG
بات	appeal	بات	appeal	N;NOM;FEM;SG;3	N;SG
بات	proof	بات	proof	N;NOM;FEM;SG;3	N;SG
بات	stubbornness	بات	stubbornness	N;NOM;FEM;SG;3	N;SG
بات	distinction	بات	distinction	N;NOM;FEM;SG;3	N;SG
بات	mystery	بات	mystery	N;NOM;FEM;SG;3	N;SG
بات	secret	بات	secret	N;NOM;FEM;SG;3	N;SG
بات	habit	بات	habit	N;NOM;FEM;SG;3	N;SG
بات	excuse	بات	excuse	N;NOM;FEM;SG;3	N;SG
بات	ostentation	بات	ostentation	N;NOM;FEM;SG;3	N;SG
بات	merit	بات	merit	N;NOM;FEM;SG;3	N;SG
بات	suggestion	بات	suggestion	N;NOM;FEM;SG;3	N;SG
بات	matter	بات	matter	N;NOM;FEM;SG;3	N;SG
بات	adage	بات	adage	N;NOM;FEM;SG;3	N;SG
بات	story	بات	story	N;NOM;FEM;SG;3	N;SG
بات	aim	بات	aim	N;NOM;FEM;SG;3	N;SG
بات	occurrence	بات	occurrence	N;NOM;FEM;SG;3	N;SG
بات	word	بات	word	N;NOM;FEM;SG;3	N;SG
بات	proposition	بات	proposition	N;NOM;FEM;SG;3	N;SG
بات	tale	بات	tale	N;NOM;FEM;SG;3	N;SG
بات	request	بات	request	N;NOM;FEM;SG;3	N;SG
بات	rank	بات	rank	N;NOM;FEM;SG;3	N;SG
بات	cause	بات	cause	N;NOM;FEM;SG;3	N;SG
بات	idea	بات	idea	N;NOM;FEM;SG;3	N;SG
بات	practice	بات	practice	N;NOM;FEM;SG;3	N;SG
بات	eminence	بات	eminence	N;NOM;FEM;SG;3	N;SG
بات	office	بات	office	N;NOM;FEM;SG;3	N;SG
بات	excellence	بات	excellence	N;NOM;FEM;SG;3	N;SG
بات	statement	بات	statement	N;NOM;FEM;SG;3	N;SG
بات	obstinacy	بات	obstinacy	N;NOM;FEM;SG;3	N;SG
بات	discourse	بات	discourse	N;NOM;FEM;SG;3	N;SG
بات	quality	بات	quality	N;NOM;FEM;SG;3	N;SG
بات	engagement	بات	engagement	N;NOM;FEM;SG;3	N;SG
بات	purpose	بات	purpose	N;NOM;FEM;SG;3	N;SG
بات	speech	بات	speech	N;NOM;FEM;SG;3	N;SG
بات	mode	بات	mode	N;NOM;FEM;SG;3	N;SG
بات	advice	بات	advice	N;NOM;FEM;SG;3	N;SG
بات	substance	بات	substance	N;NOM;FEM;SG;3	N;SG
بات	promise	بات	promise	N;NOM;FEM;SG;3	N;SG
بات	topic	بات	topic	N;NOM;FEM;SG;3	N;SG
بات	question	بات	question	N;NOM;FEM;SG;3	N;SG
بات	rumour	بات	rumour	N;NOM;FEM;SG;3	N;SG
بات	subject	بات	subject	N;NOM;FEM;SG;3	N;SG
بات	way	بات	way	N;NOM;FEM;SG;3	N;SG
بات	issue	بات	issue	N;NOM;FEM;SG;3	N;SG
بات	point	بات	point	N;NOM;FEM;SG;3	N;SG
بات	evidence	بات	evidence	N;NOM;FEM;SG;3	N;SG
بات	condition	بات	condition	N;NOM;FEM;SG;3	N;SG
بات	desire	بات	desire	N;NOM;FEM;SG;3	N;SG
بات	gossip	بات	gossip	N;NOM;FEM;SG;3	N;SG
بات	custom	بات	custom	N;NOM;FEM;SG;3	N;SG
بات	splendour	بات	splendour	N;NOM;FEM;SG;3	N;SG
بات	complaint	بات	complaint	N;NOM;FEM;SG;3	N;SG
بات	pretext	بات	pretext	N;NOM;FEM;SG;3	N;SG
بات	reason	بات	reason	N;NOM;FEM;SG;3	N;SG
بات	appeal	بات	appeal	N;NOM;FEM;SG;3	N;SG
بات	proof	بات	proof	N;NOM;FEM;SG;3	N;SG
بات	stubbornness	بات	stubbornness	N;NOM;FEM;SG;3	N;SG
بات	distinction	بات	distinction	N;NOM;FEM;SG;3	N;SG
بات	mystery	بات	mystery	N;NOM;FEM;SG;3	N;SG
بات	secret	بات	secret	N;NOM;FEM;SG;3	N;SG
بات	habit	بات	habit	N;NOM;FEM;SG;3	N;SG
بات	excuse	بات	excuse	N;NOM;FEM;SG;3	N;SG
بات	ostentation	بات	ostentation	N;NOM;FEM;SG;3	N;SG
بات	merit	بات	merit	N;NOM;FEM;SG;3	N;SG
بات	suggestion	بات	suggestion	N;NOM;FEM;SG;3	N;SG
بات	matter	بات	matter	N;NOM;FEM;SG;3	N;SG
بات	adage	بات	adage	N;NOM;FEM;SG;3	N;SG
بات	story	بات	story	N;NOM;FEM;SG;3	N;SG
بات	aim	بات	aim	N;NOM;FEM;SG;3	N;SG
بات	occurrence	بات	occurrence	N;NOM;FEM;SG;3	N;SG
بات	word	بات	word	N;NOM;FEM;SG;3	N;SG
بات	proposition	بات	proposition	N;NOM;FEM;SG;3	N;SG
بات	tale	بات	tale	N;NOM;FEM;SG;3	N;SG
بات	request	بات	request	N;NOM;FEM;SG;3	N;SG
بات	rank	بات	rank	N;NOM;FEM;SG;3	N;SG
بات	cause	بات	cause	N;NOM;FEM;SG;3	N;SG
بات	idea	بات	idea	N;NOM;FEM;SG;3	N;SG
بات	practice	بات	practice	N;NOM;FEM;SG;3	N;SG
بات	eminence	بات	eminence	N;NOM;FEM;SG;3	N;SG
بات	office	بات	office	N;NOM;FEM;SG;3	N;SG
بات	excellence	بات	excellence	N;NOM;FEM;SG;3	N;SG
بات	statement	بات	statement	N;NOM;FEM;SG;3	N;SG
بات	obstinacy	بات	obstinacy	N;NOM;FEM;SG;3	N;SG
بات	discourse	بات	discourse	N;NOM;FEM;SG;3	N;SG
بات	quality	بات	quality	N;NOM;FEM;SG;3	N;SG
بات	engagement	بات	engagement	N;NOM;FEM;SG;3	N;SG
بات	purpose	بات	purpose	N;NOM;FEM;SG;3	N;SG
بات	speech	بات	speech	N;NOM;FEM;SG;3	N;SG
بات	mode	بات	mode	N;NOM;FEM;SG;3	N;SG
بات	advice	بات	advice	N;NOM;FEM;SG;3	N;SG
بات	substance	بات	substance	N;NOM;FEM;SG;3	N;SG
بات	promise	بات	promise	N;NOM;FEM;SG;3	N;SG
بات	affair	بات	affair	N;NOM;FEM;SG;3	N;SG
بات	topic	بات	topic	N;NOM;FEM;SG;3	N;SG
بات	question	بات	question	N;NOM;FEM;SG;3	N;SG
بات	rumour	بات	rumour	N;NOM;FEM;SG;3	N;SG
بات	subject	بات	subject	N;NOM;FEM;SG;3	N;SG
بات	way	بات	way	N;NOM;FEM;SG;3	N;SG
بات	issue	بات	issue	N;NOM;FEM;SG;3	N;SG
باتیں	laws	بات	law	N;NOM;MASC;PL;3	N;PL
باتیں	rules	بات	rule	N;NOM;MASC;PL;3	N;PL
بادشاہ	sovereign	بادشاہ	sovereign	N;NOM;MASC;SG;3	N;SG
بادشاہ	king	بادشاہ	king	N;NOM;MASC;SG;3	N;SG
بادشاہ	master	بادشاہ	master	N;NOM;MASC;SG;3	N;SG
بادشاہ	lord	بادشاہ	lord	N;NOM;MASC;SG;3	N;SG
بادشاہت	empire	بادشاہت	empire	N;NOM;MASC;SG;3	N;SG
بادشاہت	rule	بادشاہت	rule	N;NOM;MASC;SG;3	N;SG
بادشاہت	reign	بادشاہت	reign	N;NOM;MASC;SG;3	N;SG
بادشاہی	empire	بادشاہی	empire	N;NOM;MASC;SG;3	N;SG
بادشاہی	sovereignty	بادشاہی	sovereignty	N;NOM;MASC;SG;3	N;SG
بادشاہی	empire	بادشاہی	empire	N;NOM;MASC;SG;3	N;SG
بادشاہی	reign	بادشاہی	reign	N;NOM;MASC;SG;3	N;SG
بادشاہی	sovereignty	بادشاہی	sovereignty	N;NOM;MASC;SG;3	N;SG
باڈی	brassiere	باڈی	brassiere	N;NOM;MASC;SG;3	N;SG
بار	cargo	بار	cargo	N;NOM;MASC;SG;3	N;SG
بار	blossom	بار	blossom	N;NOM;MASC;SG;3	N;SG
بار	admittance	بار	admittance	N;NOM;MASC;SG;3	N;SG
بار	burden	بار	burden	N;NOM;MASC;SG;3	N;SG
بار	time	بار	time	N;NOM;MASC;SG;3	N;SG
بار	opportunity	بار	opportunity	N;NOM;MASC;SG;3	N;SG
بار	pregnancy	بار	pregnancy	N;NOM;MASC;SG;3	N;SG
بار	occasion	بار	occasion	N;NOM;MASC;SG;3	N;SG
بار	tribunal	بار	tribunal	N;NOM;MASC;SG;3	N;SG
بار	weight	بار	weight	N;NOM;MASC;SG;3	N;SG
بار	entrance	بار	entrance	N;NOM;MASC;SG;3	N;SG
بار	assembly	بار	assembly	N;NOM;MASC;SG;3	N;SG
بار	door	بار	door	N;NOM;MASC;SG;3	N;SG
بار	loan	بار	loan	N;NOM;MASC;SG;3	N;SG
بار	fruit	بار	fruit	N;NOM;MASC;SG;3	N;SG
بار	reiteration	بار	reiteration	N;NOM;MASC;SG;3	N;SG
بار	heaviness	بار	heaviness	N;NOM;MASC;SG;3	N;SG
بار	portal	بار	portal	N;NOM;MASC;SG;3	N;SG
بار	responsibility	بار	responsibility	N;NOM;MASC;SG;3	N;SG
بار	load	بار	load	N;NOM;MASC;SG;3	N;SG
بار	cargo	بار	cargo	N;NOM;MASC;SG;3	N;SG
بار	blossom	بار	blossom	N;NOM;MASC;SG;3	N;SG
بار	admittance	بار	admittance	N;NOM;MASC;SG;3	N;SG
بار	burden	بار	burden	N;NOM;MASC;SG;3	N;SG
بار	time	بار	time	N;NOM;MASC;SG;3	N;SG
بار	opportunity	بار	opportunity	N;NOM;MASC;SG;3	N;SG
بار	pregnancy	بار	pregnancy	N;NOM;MASC;SG;3	N;SG
بار	occasion	بار	occasion	N;NOM;MASC;SG;3	N;SG
بار	tribunal	بار	tribunal	N;NOM;MASC;SG;3	N;SG
بار	weight	بار	weight	N;NOM;MASC;SG;3	N;SG
بار	entrance	بار	entrance	N;NOM;MASC;SG;3	N;SG
بار	assembly	بار	assembly	N;NOM;MASC;SG;3	N;SG
بار	door	بار	door	N;NOM;MASC;SG;3	N;SG
بار	loan	بار	loan	N;NOM;MASC;SG;3	N;SG
بار	fruit	بار	fruit	N;NOM;MASC;SG;3	N;SG
بار	reiteration	بار	reiteration	N;NOM;MASC;SG;3	N;SG
بار	heaviness	بار	heaviness	N;NOM;MASC;SG;3	N;SG
بار	portal	بار	portal	N;NOM;MASC;SG;3	N;SG
بار	responsibility	بار	responsibility	N;NOM;MASC;SG;3	N;SG
بار	load	بار	load	N;NOM;MASC;SG;3	N;SG
باردار	pregnant	باردار	pregnant	ADJ	ADJ
بارگاہ	court	بارگاہ	court	N;NOM;MASC;SG;3	N;SG
بارگاہ	palace	بارگاہ	palace	N;NOM;MASC;SG;3	N;SG
بارگاہ	mansion	بارگاہ	mansion	N;NOM;MASC;SG;3	N;SG
بارہ	twelve	بارہ	twelve	NUM	NUM
باریک	minute	باریک	minute	N;NOM;MASC;SG;3	N;SG
باریک	lean	باریک	lean	N;NOM;MASC;SG;3	N;SG
باریکی	delicacy	باریکی	delicacy	N;NOM;MASC;SG;3	N;SG
باریکی	subtlety	باریکی	subtlety	N;NOM;MASC;SG;3	N;SG
باریکی	discernment	باریکی	discernment	N;NOM;MASC;SG;3	N;SG
باز	harrier	باز	harrier	N;NOM;MASC;SG;3	N;SG
باز	abstaining	باز	abstain	N;NOM;MASC;SG;3	N;SG
باز	person	باز	person	N;NOM;MASC;SG;3	N;SG
باز	actor	باز	actor	N;NOM;MASC;SG;3	N;SG
باز	agent	باز	agent	N;NOM;MASC;SG;3	N;SG
باز	harrier	باز	harrier	N;NOM;MASC;SG;3	N;SG
باز	abstaining	باز	abstain	N;NOM;MASC;SG;3	N;SG
باز	person	باز	person	N;NOM;MASC;SG;3	N;SG
باز	actor	باز	actor	N;NOM;MASC;SG;3	N;SG
باز	agent	باز	agent	N;NOM;MASC;SG;3	N;SG
بازپیدائش	regeneration	بازپیدائش	regeneration	N;NOM;MASC;SG;3	N;SG
بازیافت	recovery	بازیافت	recovery	N;NOM;MASC;SG;3	N;SG
بازیافت	retrieval	بازیافت	retrieval	N;NOM;MASC;SG;3	N;SG
بازیافت	recovery	بازیافت	recovery	N;NOM;MASC;SG;3	N;SG
بازار	trade	بازار	trade	N;NOM;MASC;SG;3	N;SG
بازار	business	بازار	business	N;NOM;MASC;SG;3	N;SG
بازار	price	بازار	price	N;NOM;MASC;SG;3	N;SG
بازار	sale	بازار	sale	N;NOM;MASC;SG;3	N;SG
بازار	market	بازار	market	N;NOM;MASC;SG;3	N;SG
بازار	rate	بازار	rate	N;NOM;MASC;SG;3	N;SG
بازاری	common	بازاری	common	ADJ	ADJ
بازاری	low	بازاری	low	ADJ	ADJ
بازاری	cheap	بازاری	cheap	ADJ	ADJ
بازاری	vulgar	بازاری	vulgar	ADJ	ADJ
بازاری	ordinary	بازاری	ordinary	ADJ	ADJ
بازگشت	return	بازگشت	return	N;NOM;MASC;SG;3	N;SG
بازی	sport	بازی	sport	N;NOM;MASC;SG;3	N;SG
بازی	hazard	بازی	hazard	N;NOM;MASC;SG;3	N;SG
بازی	bet	بازی	bet	N;NOM;MASC;SG;3	N;SG
بازی	deception	بازی	deception	N;NOM;MASC;SG;3	N;SG
بازی	stake	بازی	stake	N;NOM;MASC;SG;3	N;SG
بازی	deceit	بازی	deceit	N;NOM;MASC;SG;3	N;SG
بازی	play	بازی	play	N;NOM;MASC;SG;3	N;SG
بازی	wager	بازی	wager	N;NOM;MASC;SG;3	N;SG
بازی	trick	بازی	trick	N;NOM;MASC;SG;3	N;SG
