the	το	the	ο	DET;DEF	DET;NOM;DEF;NEUT;SG
depression	κατάθλιψη	depression	κατάθλιψη	N;SG	N;ACC;FEM;SG
perspective	προοπτική	perspective	προοπτική	N;SG	N;NOM;FEM;SG
crystal	κρύσταλ	crystal	κρύσταλ	N;SG	N
crystal	κρύσταλλος	crystal	κρύσταλλος	N;SG	N;NOM;MASC;SG
crystal	κρύσταλλο	crystal	κρύσταλλος	N;SG	N;NOM;NEUT;SG
monastery	μοναστήρι	monastery	μοναστήρι	N;SG	N;NOM;NEUT;SG
monastery	μονή	monastery	μονή	N;SG	N;NOM;FEM;SG
resident	κάτοικος	resident	κάτοικος	N;SG	N;NOM;MASC;SG
resident	κάτοικο	resident	κάτοικος	N;SG	N;ACC;MASC;SG
surgery	εγχείρηση	surgery	εγχείρηση	N;SG	N;ACC;FEM;SG
surgery	χειρουργείο	surgery	χειρουργείο	N;SG	N;NOM;NEUT;SG
steps	σκαλιά	step	σκαλίά	N;PL	N;NOM;NEUT;PL
steps	στάδια	step	στάδιο	N;PL	N;NOM;NEUT;PL
steps	σκαλοπάτια	step	σκαλοπάτι	N;PL	N;NOM;NEUT;PL
steps	βήματα	step	βήμα	N;PL	N;NOM;NEUT;PL
steps	βαθμίδες	step	βαθμίδα	N;PL	N;NOM;FEM;PL
carrier	φορέας	carrier	φορέας	N;SG	N;NOM;MASC;SG
carrier	μεταφορέας	carrier	μεταφορέας	N;SG	N;NOM;MASC;SG
carrier	μεταφορέα	carrier	μεταφορέας	N;SG	N;ACC;MASC;SG
stream	ροή	stream	ροή	N;SG	N;NOM;FEM;SG
stream	ρέμα	stream	ρέμα	N;SG	N;NOM;NEUT;SG
stream	ρυάκι	stream	ρυάκι	N;SG	N;NOM;NEUT;SG
kick	κλωτσιά	kick	κλωτσιά	N;SG	N;NOM;FEM;SG
strange	περίεργο	strange	περίεργος	ADJ	ADJ;NOM;NEUT;SG
predecessor	προκατόχου	predecessor	πρόκατοχος	N;SG	N;GEN;MASC;SG
pain	άλγος	pain	άλγος	N;SG	N;NOM;NEUT;SG
pain	πόνο	pain	πόνο	N;SG	N;ACC;MASC;SG
pain	πόνος	pain	πόνος	N;SG	N;NOM;MASC;SG
punk	αλήτη	punk	αλήτη	N;SG	N;VOC;MASC;SG
punk	αλήτης	punk	αλήτη	N;SG	N;NOM;MASC;SG
wooden	ξύλινο	wooden	ξυλένιος	N;SG	N;NOM;NEUT;SG
interaction	αλληλεπίδραση	interaction	αλληλεπίδραση	N;SG	N;ACC;FEM;SG
retained	διατηρηθεί	retain	διατηρώ	V;PST;V.PTCP	V;PFV;NFIN;PASS
retained	διατηρήθηκαν	retain	διατηρώ	V;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
achievement	επίτευξη	achievement	επίτευξη	N;SG	N;ACC;FEM;SG
achievement	επίτευγμα	achievement	επίτευγμα	N;SG	N;NOM;NEUT;SG
mechanical	μηχανικό	mechanical	μηχανικός	ADJ	ADJ;NOM;NEUT;SG
missed	αστόχησε	miss	αστόχοσε	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
missed	ξέφυγε	miss	ξεφύγω	V;PST;V.PTCP	V;IPFV;IND;SG;3;PST;FIN;ACT
trinity	τριάδα	trinity	τριάδα	N;SG	N;NOM;FEM;SG
minority	μειοψηφία	minority	μειοψηφία	N;SG	N;NOM;FEM;SG
minority	μειονότητα	minority	μειονότητα	N;SG	N;ACC;FEM;SG
businessman	επιχειρηματίας	businessman	επιχειρηματίας	N;SG	N;NOM;FEM;SG
coat	παλτό	coat	παλτό	N;SG	N;NOM;NEUT;SG
alive	ζωντανός	alive	ζωντανός	ADJ	ADJ;NOM;MASC;SG
alive	ζωντανό	alive	ζωντανός	ADJ	ADJ;NOM;NEUT;SG
alive	ζωντανοί	alive	ζωντανός	ADJ	ADJ;NOM;MASC;PL
alive	ζωντανή	alive	ζωντανός	ADJ	ADJ;NOM;FEM;SG
behaviour	συμπεριφορά	behaviour	συμπεριφορά	N;SG	N;ACC;FEM;SG
behaviour	συμπεριφορα	behaviour	συμπεριφορα	N;SG	N;ACC;FEM;SG
croatian	κροατικό	croatian	κροατικός	ADJ	ADJ;NOM;NEUT;SG
croatian	κροατική	croatian	κροατική	ADJ	ADJ;NOM;FEM;SG
virtual	εικονική	virtual	εικονικός	ADJ	ADJ;NOM;FEM;SG
virtual	εικονικό	virtual	εικονικός	ADJ	ADJ;NOM;NEUT;SG
periods	περίοδοι	period	περίοδος	N;PL	N;NOM;FEM;PL
periods	περιόδους	period	περίοδος	N;PL	N;NOM;FEM;PL
spiritual	πνευματική	spiritual	πνευματικός	ADJ	ADJ;NOM;FEM;SG
spiritual	πνευματικός	spiritual	πνευματικός	ADJ	ADJ;NOM;MASC;SG
spiritual	πνευματικό	spiritual	πνευματικός	ADJ	ADJ;NOM;NEUT;SG
lions	λιοντάρια	lion	λιοντάριο	N;PL	N;NOM;NEUT;PL
archbishop	αρχιεπίσκοπος	archbishop	αρχιεπίσκοπος	N;SG	N;NOM;MASC;SG
merchant	έμπορος	merchant	έμπορος	N;SG	N;NOM;MASC;SG
lots	παρτίδες	lot	παρτίδα	N;PL	N;NOM;FEM;PL
contested	αμφισβητήθηκε	contest	αμφισβητώ	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
initiative	πρωτοβουλία	initiative	πρωτοβουλία	N;SG	N;NOM;FEM;SG
pure	καθαρή	pure	καθερός	ADJ	ADJ;NOM;FEM;SG
borders	σύνορα	border	σύνορο	N;PL	N;NOM;NEUT;PL
borders	συνορα	border	σύνορο	N;PL	N;NOM;NEUT;PL
marks	μαρκς	mark	μαρκς	N;PL	N
marks	σημάδια	mark	σημάδιο	N;PL	N;NOM;NEUT;PL
romantic	ρομαντικό	romantic	ρομαντικός	ADJ	ADJ;NOM;NEUT;SG
romantic	ρομαντική	romantic	ρομαντικός	ADJ	ADJ;NOM;FEM;SG
romantic	ρομαντικός	romantic	ρομαντικός	ADJ	ADJ;NOM;MASC;SG
talent	ταλέντο	talent	ταλέντος	N;SG	N;NOM;NEUT;SG
unlikely	απίθανο	unlikely	απίθανος	ADJ	ADJ;NOM;NEUT;SG
panel	πάνελ	panel	πάνελ	N;SG	N;NOM;NEUT;SG
agents	παράγοντες	agent	παράγοντας	N;PL	N;NOM;MASC;PL
agents	πράκτορες	agent	πράκτορας	N;PL	N;NOM;MASC;PL
employment	απασχόληση	employment	απασχόληση	N;SG	N;ACC;FEM;SG
employment	απασχόλησης	employment	απασχόληση	N;SG	N;GEN;FEM;SG
statue	άγαλμα	statue	άγαλμα	N;SG	N;NOM;NEUT;SG
provinces	επαρχίες	province	επαρχία	N;PL	N;NOM;FEM;PL
jobs	δουλειές	job	δουλειή	N;PL	N;NOM;FEM;PL
jobs	εργασίες	job	εργασία	N;PL	N;NOM;FEM;PL
scientist	επιστήμων	scientist	επίστημα	N;SG	N;NOM;MASC;SG
scientist	επιστήμονας	scientist	επιστήμονας	N;SG	N;NOM;MASC;SG
scientist	επιστήμονα	scientist	επιστήμονας	N;SG	N;ACC;MASC;SG
schedule	πρόγραμμα	schedule	πρόγραμμα	N;SG	N;NOM;NEUT;SG
schedule	χρονοδιάγραμμα	schedule	χρονοδιάγραμμα	N;SG	N;NOM;NEUT;SG
schedule	προγραμματισμός	schedule	προγραμματισμός	N;SG	N;NOM;MASC;SG
schedule	προγραμμα	schedule	προγραμμα	N;SG	N;NOM;NEUT;SG
waiting	περιμένω	wait	περιμένω	V;V.MSDR	V;IPFV;IND;SG;1;PRS;FIN;ACT
waiting	περιμένοντας	wait	περιμένω	V;V.MSDR	V;IPFV;V.CVB;ACT
waiting	περιμένει	wait	περιμένω	V;V.MSDR	V;IPFV;IND;SG;3;PRS;FIN;ACT
familiar	οικεία	familiar	οικεία	ADJ	ADJ;NOM;FEM;SG
familiar	οικείο	familiar	οικείο	ADJ	ADJ;NOM;NEUT;SG
suggestions	προτάσεις	suggestion	πρόταση	N;PL	N;NOM;FEM;PL
forming	σχηματίζεται	form	σχηματίζω	V;V.MSDR	V;IPFV;IND;SG;3;PRS;FIN;PASS
formally	επισήμως	formally	επίσημα	ADV	ADV
formally	επίσημα	formally	επίσημα	ADV	ADV
formally	τυπικά	formally	τυπικά	ADV	ADV
consistent	συνεπής	consistent	συνεπής	ADJ	ADJ;NOM;FEM;SG
recommended	προτεινόμενη	recommend	προτεινόμενος	V;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
recommended	προτεινόμενο	recommend	προτεινόμενος	V;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
desire	πόθος	desire	πόθος	N;SG	N;NOM;MASC;SG
desire	επιθυμία	desire	επιθυμία	N;SG	N;ACC;FEM;SG
happens	συμβαίνει	happen	συμβαίνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
texts	κείμενα	text	κείμενο	N;PL	N;NOM;NEUT;PL
belief	πεποίθηση	belief	πεποίθηση	N;SG	N;ACC;FEM;SG
visitor	επισκέπτης	visitor	επισκέπτης	N;SG	N;NOM;MASC;SG
visitor	επισκέπτη	visitor	επισκέπτης	N;SG	N;ACC;MASC;SG
vessels	σκάφη	vessel	σκάφος	N;PL	N;NOM;NEUT;PL
vessels	πλοία	vessel	πλοίο	N;PL	N;NOM;NEUT;PL
basically	βασικά	basically	βασικά	ADV	ADV
continental	ηπειρωτική	continental	ηπειρωτικός	ADJ	ADJ;NOM;FEM;SG
hole	οπή	hole	οπή	N;SG	N;NOM;FEM;SG
hole	τρύπα	hole	τρύπα	N;SG	N;NOM;FEM;SG
passage	πέρασμα	passage	πέρασμα	N;SG	N;NOM;NEUT;SG
wedding	γάμο	wedding	γάμος	N;SG	N;NOM;NEUT;SG
wedding	γάμος	wedding	γάμος	N;SG	N;NOM;MASC;SG
archaeological	αρχαιολογικό	archaeological	αρχαιολογικός	ADJ	ADJ;NOM;NEUT;SG
layer	στρώση	layer	στρώση	N;SG	N;NOM;FEM;SG
layer	στιβάδα	layer	στιβάδα	N;SG	N;NOM;FEM;SG
layer	στρώμα	layer	στρώμα	N;SG	N;NOM;NEUT;SG
designation	ονομασία	designation	ονομασία	N;SG	N;NOM;FEM;SG
designation	χαρακτηρισμός	designation	χαρακτηρισμός	N;SG	N;NOM;MASC;SG
clan	φυλή	clan	φυλή	N;SG	N;NOM;FEM;SG
clan	φατρία	clan	φατρία	N;SG	N;NOM;FEM;SG
seeking	αναζητώντας	seek	αναζητώ	V;V.MSDR	V;IPFV;V.CVB;ACT
couples	ζευγάρια	couple	ζευγάριο	N;PL	N;NOM;NEUT;PL
entering	είσοδος	entering	είσοδος	N;SG	N;NOM;FEM;SG
suit	κοστούμι	suit	κοστούμι	N;SG	N;NOM;NEUT;SG
suit	κουστούμι	suit	κουστώ	N;SG	N;NOM;NEUT;SG
soft	μαλακός	soft	μαλακός	ADJ	ADJ;NOM;MASC;SG
soft	μαλακό	soft	μαλακός	ADJ	ADJ;NOM;NEUT;SG
weekend	σαββατοκύριακο	weekend	σαββατοκύριακος	N;SG	N;NOM;NEUT;SG
approval	έγκριση	approval	έγκριση	N;SG	N;ACC;FEM;SG
democrats	δημοκράτες	democrat	δημοκράτης	N;PL	N;NOM;MASC;PL
democrats	δημοκρατών	democrat	δημοκρατός	N;PL	N;GEN;MASC;PL
crimes	εγκλήματα	crime	έγκλημα	N;PL	N;NOM;NEUT;PL
horses	άλογα	horse	άλογος	N;PL	N;NOM;NEUT;PL
supporters	υποστηρικτές	supporter	υποστηρικτής	N;PL	N;NOM;MASC;PL
cash	μετρητά	cash	μετρητά	N;SG	N;NOM;NEUT;SG
resource	πόρο	resource	πόρο	N;SG	N;ACC;MASC;SG
resource	πόρος	resource	πόρος	N;SG	N;NOM;MASC;SG
sculpture	γλυπτό	sculpture	γλυπτό	N;SG	N;NOM;NEUT;SG
practical	πρακτική	practical	πρακτικός	ADJ	ADJ;NOM;FEM;SG
practical	πρακτικός	practical	πρακτικός	ADJ	ADJ;NOM;MASC;SG
practical	πρακτικό	practical	πρακτικός	ADJ	ADJ;NOM;NEUT;SG
pink	ροζ	pink	ροζ	N;SG	N;NOM;FEM;SG
limits	όρια	limit	όριο	N;PL	N;NOM;NEUT;PL
illustrated	εικονογραφημένα	illustrate	εικονονραφημένα	V;PST;V.PTCP	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
wolf	λύκος	wolf	λύκος	N;SG	N;NOM;MASC;SG
warriors	πολεμιστές	warrior	πολεμιστής	N;PL	N;NOM;MASC;PL
incidents	συμβάντα	incident	συμβάντα	N;PL	N;NOM;NEUT;PL
roots	ρίζες	root	ρίζη	N;PL	N;NOM;FEM;PL
signature	υπογραφή	signature	υπογραφή	N;SG	N;ACC;FEM;SG
clinical	κλινική	clinical	κλινικός	ADJ	ADJ;NOM;FEM;SG
clinical	κλινικό	clinical	κλινικός	ADJ	ADJ;NOM;NEUT;SG
volumes	όγκοι	volume	όγκος	N;PL	N;NOM;MASC;PL
adults	ενηλίκων	adult	ενήλικος	N;PL	N;GEN;NEUT;PL
contribute	συμβάλει	contribute	συμβάλλω	V;IMP;FIN	V;PFV;NFIN;ACT
necessarily	απαραίτητα	necessarily	απαραίτητος	ADV	ADV
immediate	άμεσο	immediate	άμεσος	ADJ	ADJ;NOM;NEUT;SG
immediate	άμεση	immediate	άμεσος	ADJ	ADJ;NOM;FEM;SG
feeling	συναίσθημα	feeling	συναίσθημα	N;SG	N;NOM;NEUT;SG
feeling	αίσθηση	feeling	αίσθηση	N;SG	N;ACC;FEM;SG
feeling	αίσθημα	feeling	αίσθημα	N;SG	N;NOM;NEUT;SG
theories	θεωρίες	theory	θεωρία	N;PL	N;NOM;FEM;PL
essential	απαραίτητος	essential	απαραίτητος	ADJ	ADJ;NOM;MASC;SG
essential	ουσιώδης	essential	ουσιώδης	ADJ	ADJ;NOM;FEM;SG
essential	απαραίτητο	essential	απαραίτητος	ADJ	ADJ;NOM;NEUT;SG
completion	ολοκλήρωση	completion	ολοκλήρωση	N;SG	N;ACC;FEM;SG
completion	περάτωση	completion	περάτωση	N;SG	N;ACC;FEM;SG
completion	συμπλήρωση	completion	συμπλήρωση	N;SG	N;ACC;FEM;SG
conclusion	σύναψη	conclusion	σύναψη	N;SG	N;ACC;FEM;SG
conclusion	συμπέρασμα	conclusion	συμπέρασμα	N;SG	N;NOM;NEUT;SG
technologies	τεχνολογίες	technology	τεχνολογία	N;PL	N;NOM;FEM;PL
strip	λωρίδα	strip	λωρίδα	N;SG	N;NOM;FEM;SG
praised	επαίνεσε	praise	επαίνω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
stayed	έμεινα	stay	μένεινος	V;IND;PST;FIN	V;PFV;IND;SG;1;PST;FIN;ACT
stayed	έμεινε	stay	μένω	V;IND;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
diamond	διαμάντι	diamond	διαμάντι	N;SG	N;NOM;NEUT;SG
empty	κενή	empty	κενός	ADJ	ADJ;NOM;FEM;SG
empty	κενός	empty	κενός	ADJ	ADJ;NOM;MASC;SG
eliminated	εξαλειφθεί	eliminate	εξαλείπω	V;PST;V.PTCP	V;PFV;NFIN;PASS
valuable	πολύτιμος	valuable	πολύτιμος	ADJ	ADJ;NOM;MASC;SG
valuable	πολύτιμο	valuable	πολύτιμο	ADJ	ADJ;NOM;NEUT;SG
valuable	πολύτιμες	valuable	πολύτιμα	ADJ	ADJ;NOM;FEM;PL
valuable	πολύτιμη	valuable	πολύτιμος	ADJ	ADJ;NOM;FEM;SG
branches	κλάδοι	branch	κλάδος	N;PL	N;NOM;MASC;PL
branches	κλαδιά	branch	κλαδιό	N;PL	N;NOM;NEUT;PL
branches	υποκαταστήματα	branch	υποκαθίστημα	N;PL	N;NOM;NEUT;PL
brick	τούβλο	brick	τούβλο	N;SG	N;NOM;NEUT;SG
experiences	εμπειρίες	experience	εμπειρία	N;PL	N;NOM;FEM;PL
tie	ισοπαλία	tie	ισοπαλία	N;SG	N;ACC;FEM;SG
tie	γραβάτα	tie	γραβάτα	N;SG	N;NOM;FEM;SG
repeatedly	επανειλημμένως	repeatedly	επανειλημμένως	ADV	ADV
repeatedly	επανειλημμένα	repeatedly	επανειλημμένα	ADV	ADV
siege	πολιορκία	siege	πολιορκία	N;SG	N;NOM;FEM;SG
decline	παρακμή	decline	παρακμή	N;SG	N;NOM;FEM;SG
decline	πτώση	decline	πτώση	N;SG	N;ACC;FEM;SG
equipped	εξοπλισμένο	equip	εξοπλίζω	V;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
equipped	εξοπλισμένοι	equip	εξοπλίζω	V;PST;V.PTCP	V;PFV;NOM;MASC;PL;V.PTCP;PASS
equipped	εξοπλισμένα	equip	εξοπλισμένος	V;PST;V.PTCP	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
identical	ίδια	identical	ίδιος	ADJ	ADJ;NOM;FEM;SG
identical	πανομοιότυπο	identical	πανομοιότυπο	ADJ	ADJ;NOM;NEUT;SG
submitted	υπέβαλε	submit	υποβάλλω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
submitted	υποβλήθηκε	submit	υποβάλλω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
enterprise	εντερπράιζ	enterprise	εντερπράιζ	N;SG	N
enterprise	επιχείρηση	enterprise	επιχείρηση	N;SG	N;ACC;FEM;SG
touch	άγγιγμα	touch	άγγιγμα	N;SG	N;NOM;NEUT;SG
touch	αφή	touch	αφή	N;SG	N;NOM;FEM;SG
transmission	μετάδοση	transmission	μετάδοση	N;SG	N;ACC;FEM;SG
transmission	διαβίβαση	transmission	διαβίβαση	N;SG	N;ACC;FEM;SG
platforms	εξέδρες	platform	εξέδρος	N;PL	N;NOM;FEM;PL
cave	σπήλαιο	cave	σπήλαιο	N;SG	N;NOM;NEUT;SG
cave	σπηλιά	cave	σπηλία	N;SG	N;NOM;FEM;SG
filmed	γυρίστηκε	film	γυρίζω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
cool	δροσερό	cool	δροσερός	ADJ	ADJ;NOM;NEUT;SG
bulgarian	βουλγαρική	bulgarian	βουλγάρικος	ADJ	ADJ;NOM;FEM;SG
destruction	καταστροφή	destruction	καταστροφή	N;SG	N;ACC;FEM;SG
activist	ακτιβιστής	activist	ακτιβιστής	N;SG	N;NOM;MASC;SG
weapon	όπλο	weapon	όπλο	N;SG	N;NOM;NEUT;SG
keyboards	πλήκτρα	keyboard	πλήκτρα	N;PL	N;NOM;NEUT;PL
dangerous	επικίνδυνος	dangerous	επικίνδυνος	ADJ	ADJ;NOM;MASC;SG
dangerous	επικίνδυνο	dangerous	επικίνδυνος	ADJ	ADJ;NOM;NEUT;SG
dangerous	επικίνδυνες	dangerous	επικίνδυνας	ADJ	ADJ;NOM;FEM;PL
dangerous	επικίνδυνη	dangerous	επικίνδυνος	ADJ	ADJ;NOM;FEM;SG
biology	βιολογία	biology	βιολογία	N;SG	N;NOM;FEM;SG
bold	τολμηρός	bold	τολμηρός	ADJ	ADJ;NOM;MASC;SG
bold	τολμηρό	bold	τολμηρός	ADJ	ADJ;NOM;NEUT;SG
bold	τολμηρή	bold	τολμηρός	ADJ	ADJ;NOM;FEM;SG
treaties	συνθήκες	treaty	συνθήκη	N;PL	N;NOM;FEM;PL
sock	κάλτσα	sock	κάλτσα	N;SG	N;NOM;FEM;SG
assault	επίθεση	assault	επίθεση	N;SG	N;ACC;FEM;SG
monthly	μηνιαία	monthly	μηνιαία	ADJ	ADJ;NOM;FEM;SG
monthly	μηνιαίες	monthly	μηνιαίος	ADJ	ADJ;NOM;FEM;PL
cousin	ξαδέρφη	cousin	ξαδέρφος	N;SG	N;NOM;FEM;SG
cousin	ξάδελφος	cousin	ξάδελφος	N;SG	N;NOM;MASC;SG
trivial	ασήμαντο	trivial	ασήμαν	ADJ	ADJ;NOM;NEUT;SG
muslims	μουσουλμάνων	muslim	μουσουλμάνος	N;PL	N;GEN;MASC;PL
muslims	μουσουλμάνους	muslim	μουσουλμάνος	N;PL	N;ACC;MASC;PL
muslims	μουσουλμάνοι	muslim	μουσουλμάνος	N;PL	N;NOM;MASC;PL
absence	απουσία	absence	απουσία	N;SG	N;ACC;FEM;SG
publishers	εκδότες	publisher	εκδότης	N;PL	N;NOM;MASC;PL
publishers	εκδοτών	publisher	εκδότης	N;PL	N;GEN;MASC;PL
tribes	φυλές	tribe	φυλή	N;PL	N;NOM;FEM;PL
runners	δρομείς	runner	δρομή	N;PL	N;NOM;MASC;PL
themes	θεματα	theme	θέμα	N;PL	N;NOM;NEUT;PL
themes	θέματα	theme	θέμα	N;PL	N;NOM;NEUT;PL
benefits	πλεονεκτήματα	benefit	πλεονέκτημα	N;PL	N;NOM;NEUT;PL
benefits	επιδόματα	benefit	επίδομα	N;PL	N;NOM;NEUT;PL
benefits	παροχές	benefit	παροχή	N;PL	N;NOM;FEM;PL
benefits	οφέλη	benefit	όφελος	N;PL	N;NOM;NEUT;PL
guards	φρουροί	guard	φρουρός	N;PL	N;NOM;MASC;PL
guards	φύλακες	guard	φύλακας	N;PL	N;NOM;MASC;PL
flows	ροές	flow	ροή	N;PL	N;NOM;FEM;PL
attributed	απέδωσε	attribute	αποδίδω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
attributed	αποδόθηκε	attribute	αποδίδω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
stubs	αποκόμματα	stub	άποκομμα	N;PL	N;NOM;NEUT;PL
celebrated	γιόρτασε	celebrate	γιορτώ	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
pole	καλάμι	pole	καλάμι	N;SG	N;NOM;NEUT;SG
pole	πόλο	pole	πόλος	N;SG	N;NOM;MASC;SG
pole	κοντάρι	pole	κοντάρι	N;SG	N;NOM;NEUT;SG
ref	διαιτητή	ref	διαιτητής	N;SG	N;ACC;MASC;SG
ref	διαιτητής	ref	διαιτητής	N;SG	N;NOM;MASC;SG
historically	ιστορικά	historically	ιστορικά	ADV	ADV
tail	ουράς	tail	ουρός	N;SG	N;GEN;FEM;SG
tail	ουρά	tail	ουρώ	N;SG	N;NOM;FEM;SG
tours	εκδρομές	tour	εκδρομή	N;PL	N;NOM;FEM;PL
tours	περιοδείες	tour	περιοδείο	N;PL	N;NOM;FEM;PL
tours	ξεναγήσεις	tour	ξενάγηση	N;PL	N;NOM;FEM;PL
stable	σταθερό	stable	σταθερός	ADJ	ADJ;NOM;NEUT;SG
stable	σταθερή	stable	σταθερός	ADJ	ADJ;NOM;FEM;SG
stable	σταθερός	stable	σταθερός	ADJ	ADJ;NOM;MASC;SG
decides	αποφασίζει	decide	αποφασίζω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
vessel	σκάφος	vessel	σκάφος	N;SG	N;NOM;NEUT;SG
vessel	αγγείο	vessel	αγγείο	N;SG	N;NOM;NEUT;SG
vessel	πλοίο	vessel	πλοίο	N;SG	N;NOM;NEUT;SG
vessel	δοχείο	vessel	δοχείο	N;SG	N;NOM;NEUT;SG
identification	αναγνώρισης	identification	αναγνώριση	N;SG	N;GEN;FEM;SG
identification	αναγνώριση	identification	αναγνώριση	N;SG	N;ACC;FEM;SG
identification	ταυτοποίηση	identification	ταυτοποίηση	N;SG	N;ACC;FEM;SG
identification	ταυτότητα	identification	ταυτότητα	N;SG	N;ACC;FEM;SG
writes	γραφει	write	γραφω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
writes	γράφει	write	γράφω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
volunteers	εθελοντές	volunteer	εθελοντής	N;PL	N;NOM;MASC;PL
reply	απαντήστε	reply	απαντώ	V;IMP;FIN	V;PFV;IMP;PL;2;FIN;ACT
grave	τάφος	grave	τάφος	N;SG	N;NOM;MASC;SG
grave	τάφο	grave	τάφος	N;SG	N;ACC;MASC;SG
hearing	ακρόαση	hearing	ακρόαση	N;SG	N;ACC;FEM;SG
hearing	ακοή	hearing	ακοή	N;SG	N;NOM;FEM;SG
penalty	ποινή	penalty	ποινή	N;SG	N;ACC;FEM;SG
solutions	λύσεις	solution	λύση	N;PL	N;NOM;FEM;PL
solutions	διαλύματα	solution	διάλυμα	N;PL	N;NOM;NEUT;PL
architects	αρχιτέκτονες	architect	αρχιτέκτονας	N;PL	N;NOM;MASC;PL
characteristics	χαρακτηριστικά	characteristic	χαρακτηριστικός	N;PL	N;NOM;NEUT;PL
falling	πτώση	falling	πτώση	N;SG	N;ACC;FEM;SG
spin	περιστροφή	spin	περιστροφή	N;SG	N;NOM;FEM;SG
metric	μετρικό	metric	μετρικό	N;SG	N;NOM;NEUT;SG
biological	βιολογικό	biological	βιολογικός	ADJ	ADJ;NOM;NEUT;SG
biological	βιολογική	biological	βιολογικός	ADJ	ADJ;NOM;FEM;SG
biological	βιολογικός	biological	βιολογικός	ADJ	ADJ;NOM;MASC;SG
biological	βιολογικές	biological	βιολογικός	ADJ	ADJ;NOM;FEM;PL
belongs	ανήκει	belong	ανήκω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
rival	αντίπαλο	rival	αντίπαλο	N;SG	N;ACC;MASC;SG
acoustic	ακουστική	acoustic	ακουστικός	ADJ	ADJ;NOM;FEM;SG
posts	θέσεις	post	θέση	N;PL	N;NOM;FEM;PL
posts	δημοσιεύσεις	post	δημοσίευση	N;PL	N;NOM;FEM;PL
adaptation	προσαρμογή	adaptation	προσαρμογή	N;SG	N;NOM;FEM;SG
reporter	δημοσιογράφος	reporter	δημοσιογράφος	N;SG	N;NOM;MASC;SG
reporter	ρεπόρτερ	reporter	ρεπόρτερ	N;SG	N;NOM;FEM;SG
absolutely	απολύτως	absolutely	απόλυτα	ADV	ADV
nobody	κανείς	nobody	κανένας	PRO;SG	PRO;NOM;MASC;SG;3
scholarship	υποτροφία	scholarship	υποτροφία	N;SG	N;NOM;FEM;SG
vast	απέραντη	vast	απέραντος	ADJ	ADJ;NOM;FEM;SG
exit	έξοδος	exit	έξοδος	N;SG	N;NOM;FEM;SG
exit	έξοδο	exit	έξοδος	N;SG	N;ACC;FEM;SG
facing	αντιμετωπίζοντας	face	αντιμετωπίζω	V;V.MSDR	V;IPFV;V.CVB;ACT
belt	ζώνη	belt	ζώνη	N;SG	N;NOM;FEM;SG
belt	ζωνη	belt	ζωνη	N;SG	N;NOM;FEM;SG
noticed	παρατηρήσει	notice	παρατηρώ	V;PST;V.PTCP	V;PFV;NFIN;ACT
patent	ευρεσιτεχνίας	patent	ευρεσιτεχνία	N;SG	N;GEN;FEM;SG
patent	πατέντα	patent	πατέντα	N;SG	N;NOM;FEM;SG
mathematical	μαθηματική	mathematical	μαθηματικός	ADJ	ADJ;NOM;FEM;SG
mathematical	μαθηματικό	mathematical	μαθηματικός	ADJ	ADJ;NOM;NEUT;SG
rarely	σπανίως	rarely	σπανίως	ADV	ADV
rarely	σπάνια	rarely	σπάνια	ADV	ADV
submission	υποταγή	submission	υποταγή	N;SG	N;ACC;FEM;SG
submission	υποβολή	submission	υποβολή	N;SG	N;NOM;FEM;SG
crowd	πλήθος	crowd	πλήθος	N;SG	N;NOM;NEUT;SG
governments	κυβερνήσεις	government	κυβέρνηση	N;PL	N;NOM;FEM;PL
tourist	τουρίστα	tourist	τουρίστα	N;SG	N;NOM;MASC;SG
tourist	τουρίστας	tourist	τουρίστας	N;SG	N;NOM;MASC;SG
