zijn	हैं	zijn	है	V;PL;PRS;FIN	V;IND;PL;3;PRS;FIN;ACT
nest	घोसला	nest	घोसला	N;NEUT;SG	N;NOM;FEM;SG;3
nest	घोंसला	nest	घोंसला	N;NEUT;SG	N;NOM;MASC;SG;3
fantasy	काल्पनिक	fantasy	काल्पनिक	N;MASC+FEM;SG	N;NOM;MASC;SG;3
stage	इंटर्नशिप	stage	इंटर्नशिप	N;MASC+FEM;SG	N;NOM;MASC;SG;3
silver	चाँदी	silver	चाँदी	N;MASC+FEM;SG	N;NOM;FEM;SG;3
silver	चांदी	silver	चांदी	N;MASC+FEM;SG	N;NOM;FEM;SG;3
verschillend	अलग	verschillend	अलग	ADJ	ADJ
zakenman	व्यवसायी	zakenman	व्यवसायी	N;MASC+FEM;SG	N;NOM;MASC;SG;3
zakenman	बिजनेसमैन	zakenman	बिजनेसमैन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kansas	कान्सास	kansas	कान्सास	N;NEUT;SG	N;NOM;MASC;SG;3
gooien	फेंकने	gooien	फेंक	V;NFIN	V;NFIN;ACT
gooien	फेंकना	gooien	फेंक	V;NFIN	V;MASC;NFIN;ACT
dikwijls	अक्सर	dikwijls	अक्सर	ADV	ADV
dikwijls	प्रायः	dikwijls	प्रायः	ADV	ADV
napels	नेपल्स	napel	नेपल	N;PL	N;NOM;MASC;PL;3
factoren	कारकों	factor	कारक	N;PL	N;ACC;MASC;PL;3
sant	संत	sant	संत	N;MASC+FEM;SG	N;NOM;MASC;SG;3
sant	सन्त	sant	सन्त	N;MASC+FEM;SG	N;NOM;MASC;SG;3
garde	गार्ड	gard	गार्ड	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bloem	आटा	bloem	आटा	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bloem	फूल	bloem	फूल	N;MASC+FEM;SG	N;NOM;MASC;SG;3
samenvoegen	मिलाएं	samenvoegen	मिला	V;NFIN	V;SBJV;PL;3;FIN;ACT
samenvoegen	मिलाएँ	samenvoegen	मिला	V;NFIN	V;SBJV;PL;FIN;ACT
uitzicht	दृश्य	uitzicht	दृश्य	N;NEUT;SG	N;NOM;MASC;SG;3
vulkaan	ज्वालामुखी	vulkaan	ज्वालामुखी	N;MASC+FEM;SG	N;NOM;MASC;SG;3
reizigers	यात्रियों	reiziger	यात्री	N;PL	N;ACC;MASC;PL;3
reizigers	यात्री	reiziger	यात्री	N;PL	N;NOM;MASC;PL;3
toelichting	नोट्स	toelichting	नोट्स	N;MASC+FEM;SG	N;NOM;MASC;SG;3
toelichting	नोट	toelichting	नोट	N;MASC+FEM;SG	N;NOM;MASC;SG;3
toelichting	टिप्पणी	toelichting	टिप्पणी	N;MASC+FEM;SG	N;NOM;FEM;SG;3
toelichting	व्याख्या	toelichting	व्याख्या	N;MASC+FEM;SG	N;NOM;FEM;SG;3
toelichting	स्पष्टीकरण	toelichting	स्पष्टीकरण	N;MASC+FEM;SG	N;NOM;MASC;SG;3
professional	पेशेवर	professional	पेशेवर	N;MASC+FEM;SG	N;NOM;MASC;SG;3
schijnt	चमकता	schijnen	चमक	V;SG;PRS;FIN	V;IPFV;MASC;SG;V.PTCP;ACT
formele	औपचारिक	formeel	औपचारिक	ADJ	ADJ;NOM
ballingschap	निर्वासन	ballingschap	निर्वासन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
avenue	एवेन्यू	avenue	एवेन्यू	N;MASC+FEM;SG	N;NOM;MASC;SG;3
boekje	पुस्तिका	boek	पुस्तिका	N;NEUT;SG	N;NOM;FEM;SG;3
situaties	स्थितियों	situatie	स्थिति	N;PL	N;ACC;FEM;PL;3
situaties	परिस्थितियों	situatie	परिस्थिति	N;PL	N;ACC;FEM;PL;3
fenomeen	घटना	fenomeen	घटना	N;NEUT;SG	N;NOM;FEM;SG;3
class	कक्षा	class	कक्षा	N;MASC+FEM;SG	N;NOM;FEM;SG;3
class	वर्ग	class	वर्ग	N;MASC+FEM;SG	N;NOM;MASC;SG;3
alfabet	लिपि	alfabet	लिपि	N;NEUT;SG	N;NOM;FEM;SG;3
alfabet	वर्णमाला	alfabet	वर्णमाला	N;NEUT;SG	N;NOM;FEM;SG;3
roos	रोज	roos	रोज	N;MASC+FEM;SG	N;NOM;MASC;SG;3
snelweg	राजमार्ग	snelweg	राजमार्ग	N;MASC+FEM;SG	N;NOM;MASC;SG;3
snelweg	हाईवे	snelweg	हाईवे	N;MASC+FEM;SG	N;NOM;MASC;SG;3
snelweg	राजमार्ग	snelweg	राजमार्ग	N;MASC+FEM;SG	N;NOM;MASC;SG;3
magic	मैजिक	magic	मैजिक	N;MASC+FEM;SG	N;NOM;MASC;SG;3
apple	सेब	apple	सेब	N;MASC+FEM;SG	N;NOM;MASC;SG;3
broadway	ब्रॉडवे	broadway	ब्रॉडवे	N;NEUT;SG	N;NOM;MASC;SG;3
fabrikant	उत्पादक	fabrikant	उत्पादक	N;MASC+FEM;SG	N;NOM;MASC;SG;3
fabrikant	निर्माता	fabrikant	निर्माता	N;MASC+FEM;SG	N;NOM;MASC;SG;3
girls	लड़कियां	girls	लड़की	N;PL	N;NOM;FEM;PL;3
girls	लड़कियाँ	girls	लड़की	N;PL	N;NOM;FEM;PL;3
girls	लड़कियों	girls	लड़की	N;PL	N;ACC;FEM;PL;3
empire	साम्राज्य	empire	साम्राज्य	N;MASC+FEM;SG	N;NOM;MASC;SG;3
protest	विरोध	protest	विरोध	N;NEUT;SG	N;NOM;MASC;SG;3
protest	विरोध	protest	विरोध	N;NEUT;SG	N;NOM;MASC;SG;3
opdrachten	कमांड्स	opdracht	कमांड	N;PL	N;NOM;MASC;PL;3
broek	पैंट	broek	पैंट	N;MASC+FEM;SG	N;NOM;MASC;SG;3
attractie	आकर्षण	attractie	आकर्षण	N;MASC+FEM;SG	N;NOM;MASC;SG;3
locomotieven	इंजनों	locomotief	इंजन	N;PL	N;ACC;MASC;PL;3
vak	डिब्बा	vak	डिब्बा	N;NEUT;SG	N;NOM;MASC;SG;3
vak	बॉक्स	vak	बॉक्स	N;NEUT;SG	N;NOM;MASC;SG;3
vak	बक्सा	vak	बक्सा	N;NEUT;SG	N;NOM;MASC;SG;3
musici	संगीतकारों	musicus	संगीतकार	N;PL	N;ACC;MASC;PL;3
afdelingen	वर्गों	afdeling	वर्ग	N;PL	N;ACC;MASC;PL;3
afdelingen	विभागों	afdeling	विभाग	N;PL	N;ACC;MASC;PL;3
inspiratie	प्रेरणा	inspiratie	प्रेरणा	N;MASC+FEM;SG	N;NOM;FEM;SG;3
betrouwbare	विश्वसनीय	betrouwbaar	विश्वसनीय	ADJ	ADJ;NOM
frame	फ्रेम	frame	फ्रेम	N;MASC+FEM;SG	N;NOM;MASC;SG;3
frame	ढांचा	frame	ढांचा	N;MASC+FEM;SG	N;NOM;MASC;SG;3
frame	गठन	frame	गठन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
frame	फ़्रेम	frame	फंरेरल	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vriendschap	मित्रता	vriendschap	मित्रता	N;MASC+FEM;SG	N;NOM;FEM;SG;3
vriendschap	दोस्ती	vriendschap	दोस्ती	N;MASC+FEM;SG	N;NOM;FEM;SG;3
drinken	पीना	drinken	पी	V;NFIN	V;MASC;NFIN;ACT
drinken	पीने	drinken	पी	V;NFIN	V;NFIN;ACT
drinken	पीना	drinken	पी	V;NFIN	V;MASC;NFIN;ACT
ridders	शूरवीरों	ridders	शूरवीर	N;PL	N;ACC;MASC;PL;3
metaal	धातु	metaal	धातु	N;NEUT;SG	N;NOM;MASC;SG;3
metaal	मेटल	metaal	मेटल	N;NEUT;SG	N;NOM;MASC;SG;3
telefoon	फ़ोन	telefoon	फोोन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
telefoon	फोन	telefoon	फोन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
telefoon	टेलिफोन	telefoon	टेलिफोन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
telefoon	टेलीफ़ोन	telefoon	टेलीफ़ोन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
telefoon	टेलीफोन	telefoon	टेलीफोन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
voice	आवाज	voic	आवाज	N;MASC+FEM;SG	N;NOM;FEM;SG;3
voice	वॉइस	voic	वॉइस	N;MASC+FEM;SG	N;NOM;MASC;SG;3
voice	आवाज़	voic	आवाज़	N;MASC+FEM;SG	N;NOM;FEM;SG;3
afwezigheid	अभाव	afwezigheid	अभाव	N;MASC+FEM;SG	N;NOM;MASC;SG;3
afwezigheid	अनुपस्थिति	afwezigheid	अनुपस्थिति	N;MASC+FEM;SG	N;NOM;FEM;SG;3
getuigen	गवाहों	getuige	गवाह	N;PL	N;ACC;MASC;PL;3
vooruit	आगे	vooruit	आगे	ADV	ADV;NOM;MASC;SG;3
goedgekeurd	अपनाया	goedkeuren	अपना	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
server	सर्वर	server	सर्वर	N;MASC+FEM;SG	N;NOM;MASC;SG;3
sub	उप	sub	उप	N;MASC+FEM;SG	N;NOM;MASC;SG;3
schilderkunst	चित्रकारी	schilderkunst	चित्रकारी	N;MASC+FEM;SG	N;NOM;FEM;SG;3
schilderkunst	चित्रकला	schilderkunst	चित्रकला	N;MASC+FEM;SG	N;NOM;FEM;SG;3
schilderkunst	पेंटिंग	schilderkunst	पेंटिंग	N;MASC+FEM;SG	N;NOM;FEM;SG;3
biologie	जीवविज्ञान	biologie	जीवविज्ञान	N;MASC+FEM;SG	N;NOM;FEM;SG;3
effectief	प्रभावी	effectief	प्रभावी	ADJ	ADJ
boeing	बोइंग	boeing	बोइंग	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gegeten	खाया	eten	खा	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
gegeten	खायी	eten	खा	V;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
gegeten	खाया	eten	खा	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
maker	निर्माता	maker	निर्माता	N;MASC+FEM;SG	N;NOM;MASC;SG;3
landing	लैंडिंग	landing	लैंडिंग	N;MASC+FEM;SG	N;NOM;FEM;SG;3
onderschrift	शीर्षक	onderschrift	शीर्षक	N;NEUT;SG	N;NOM;MASC;SG;3
lidmaatschap	सदस्यता	lidmaatschap	सदस्यता	N;NEUT;SG	N;NOM;FEM;SG;3
gras	घास	gras	घास	N;NEUT;SG	N;NOM;MASC;SG;3
gras	ग्रास	gras	ग्रास	N;NEUT;SG	N;NOM;MASC;SG;3
boog	चाप	boog	चाप	N;MASC+FEM;SG	N;NOM;MASC;SG;3
boog	मेहराब	boog	मेहराब	N;MASC+FEM;SG	N;NOM;FEM;SG;3
brandstof	ईंधन	brandstof	ईंधन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
keel	गला	keel	गला	N;MASC+FEM;SG	N;NOM;MASC;SG;3
zwakke	कमजोर	zwak	कमजोर	ADJ	ADJ
alcohol	शराब	alcohol	शराब	N;MASC+FEM;SG	N;NOM;FEM;SG;3
alcohol	दारू	alcohol	दारू	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kunstwerk	कलाकारी	kunstwerk	कलाकारी	N;NEUT;SG	N;NOM;FEM;SG;3
kunstwerk	कलाकृति	kunstwerk	कलाकृति	N;NEUT;SG	N;NOM;FEM;SG;3
kwart	क्वार्टर	kwart	क्वार्टर	N;NEUT;SG	N;NOM;MASC;SG;3
oppositie	विरोध	oppositie	विरोध	N;MASC+FEM;SG	N;NOM;MASC;SG;3
oppositie	विपक्ष	oppositie	विपक्ष	N;MASC+FEM;SG	N;NOM;MASC;SG;3
frequentie	फ़्रीक्वेंसी	frequentie	फ़्रीक्वेंसी	N;MASC+FEM;SG	N;NOM;FEM;SG;3
frequentie	आवृत्ति	frequentie	आवृत्ति	N;MASC+FEM;SG	N;NOM;FEM;SG;3
burger	नागरिक	burger	नागरिक	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vluchtelingen	शरणार्थी	vluchteling	शरणार्थी	N;PL	N;NOM;MASC;PL;3
vluchtelingen	शरणार्थी	vluchteling	शरणार्थी	N;PL	N;NOM;MASC;PL;3
vluchtelingen	शरणार्थियों	vluchteling	शरणार्थी	N;PL	N;ACC;MASC;PL;3
getuige	गवाह	getuige	गवाह	N;MASC+FEM;SG	N;NOM;MASC;SG;3
rijen	पंक्तियां	rij	पंक्ति	N;PL	N;NOM;FEM;PL;3
rijen	पंक्तियाँ	rij	पंक्ति	N;PL	N;NOM;FEM;PL;3
linkse	शेष	links	शेष	ADJ	ADJ
heerser	मापक	heerser	मापक	N;MASC+FEM;SG	N;NOM;MASC;SG;3
heerser	शासक	heerser	शासक	N;MASC+FEM;SG	N;NOM;MASC;SG;3
regen	बारिश	regen	बारिश	N;MASC+FEM;SG	N;NOM;FEM;SG;3
regen	वर्षा	regen	वर्षा	N;MASC+FEM;SG	N;NOM;FEM;SG;3
regen	बरसात	regen	बरसात	N;MASC+FEM;SG	N;NOM;FEM;SG;3
gewonden	घायल	gewond	घायल	ADJ	ADJ
klas	कक्षा	klas	कक्षा	N;MASC+FEM;SG	N;NOM;FEM;SG;3
klas	कक्षा	klas	कक्षा	N;MASC+FEM;SG	N;NOM;FEM;SG;3
klas	वर्ग	klas	वर्ग	N;MASC+FEM;SG	N;NOM;MASC;SG;3
tevreden	संतुष्ट	tevreden	संतुष्ट	ADJ	ADJ
tevreden	खुश	tevreden	खुश	ADJ	ADJ
fair	उचित	fair	उचित	ADJ	ADJ;NOM
rit	राइड	rit	राइड	N;MASC+FEM;SG	N;NOM;MASC;SG;3
rit	सवारी	rit	सवारी	N;MASC+FEM;SG	N;NOM;FEM;SG;3
industrieel	औद्योगिक	industrieel	औद्योगिक	ADJ	ADJ;NOM
versterken	बढ़ाने	versterken	बढा	V;NFIN	V;NFIN;ACT
versterken	बढ़ाएँ	versterken	बढ़ा	V;NFIN	V;SBJV;PL;FIN;ACT
organismen	जीवों	organisme	जीव	N;PL	N;ACC;MASC;PL;3
praktisch	व्यावहारिक	praktisch	व्यावहारिक	ADJ	ADJ;NOM
buren	पड़ोसियों	buur	पड़ोसी	N;PL	N;ACC;MASC;PL;3
onzeker	असुरक्षित	onzeker	असुरक्षित	ADJ	ADJ;NOM
ram	रैम	ram	रैम	N;MASC+FEM;SG	N;NOM;MASC;SG;3
oren	कानों	oor	कान	N;PL	N;NOM;MASC;PL;3
aardbeving	भूकंप	aardbeving	भूकंप	N;MASC+FEM;SG	N;NOM;MASC;SG;3
klokken	घड़ियाँ	klok	घड़ी	N;PL	N;NOM;FEM;PL;3
kritisch	आलोचनात्मक	kritisch	आलोचनात्मक	ADJ	ADJ;NOM
kritisch	महत्वपूर्ण	kritisch	महत्वपूर्ण	ADJ	ADJ
kritisch	गंभीर	kritisch	गंभीर	ADJ	ADJ
steel	चोरी	steel	चोरी	N;MASC+FEM;SG	N;NOM;FEM;SG;3
tower	बुर्ज	tower	बुर्ज	N;MASC+FEM;SG	N;NOM;MASC;SG;3
tower	टावर	tower	टावर	N;MASC+FEM;SG	N;NOM;MASC;SG;3
tower	मीनार	tower	मीनार	N;MASC+FEM;SG	N;NOM;FEM;SG;3
gevoelens	भावनाएं	gevoel	भावना	N;PL	N;NOM;FEM;PL;3
gevoelens	भावनाएँ	gevoel	भावना	N;PL	N;NOM;FEM;PL;3
ziel	आत्मा	ziel	आत्मा	N;MASC+FEM;SG	N;NOM;FEM;SG;3
fan	पंखा	fan	पंखा	N;MASC+FEM;SG	N;NOM;MASC;SG;3
warm	गर्म	warm	गर्म	ADJ	ADJ;NOM
competities	प्रतियोगिताओं	competitie	प्रतियोगिता	N;PL	N;ACC;FEM;PL;3
elektriciteit	बिजली	elektriciteit	बिजली	N;MASC+FEM;SG	N;NOM;FEM;SG;3
elektriciteit	विद्युत	elektriciteit	विद्युत	N;MASC+FEM;SG	N;NOM;FEM;SG;3
poker	पोकर	poker	पोकर	N;MASC+FEM;SG	N;NOM;MASC;SG;3
incident	घटना	incident	घटना	N;NEUT;SG	N;NOM;FEM;SG;3
dortmund	डॉर्टमुंड	dortmund	डॉर्टमुंड	N;MASC+FEM;SG	N;NOM;MASC;SG;3
stelsel	तंत्र	stelsel	तंत्र	N;NEUT;SG	N;NOM;MASC;SG;3
stelsel	सिस्टम	stelsel	सिस्टम	N;NEUT;SG	N;NOM;MASC;SG;3
stelsel	तन्त्र	stelsel	तन्त्र	N;NEUT;SG	N;NOM;MASC;SG;3
stelsel	प्रणाली	stelsel	प्रणाली	N;NEUT;SG	N;NOM;FEM;SG;3
munt	मुद्रा	munt	मुद्रा	N;MASC+FEM;SG	N;NOM;FEM;SG;3
munt	करेंसी	munt	करेंसी	N;MASC+FEM;SG	N;NOM;FEM;SG;3
munt	सिक्का	munt	सिक्का	N;MASC+FEM;SG	N;NOM;MASC;SG;3
inwoner	निवासी	inwoner	निवासी	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kanonnen	बंदूकें	kanon	बंदूक	N;PL	N;NOM;FEM;PL;3
kanonnen	बंदूकों	kanon	बंदूक	N;PL	N;ACC;MASC;PL;3
kanonnen	तोपें	kanon	तोप	N;PL	N;NOM;FEM;PL;3
kanonnen	तोपों	kanon	तोप	N;PL	N;ACC;FEM;PL;3
homo	होमो	homo	होमो	N;MASC+FEM;SG	N;NOM;MASC;SG;3
strikt	सख्त	strikt	सख्त	ADJ	ADJ
grieken	यूनानियों	griek	यूनानी	N;PL	N;ACC;MASC;PL;3
klassement	स्टैंडिंग	klassement	स्टैंडिंग	N;NEUT;SG	N;NOM;FEM;SG;3
zitting	सत्र	zitting	सत्र	N;MASC+FEM;SG	N;NOM;MASC;SG;3
afgewezen	झुठलाया	afwijzen	झुठला	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
zuurstof	आक्सीजन	zuurstof	आक्सीजन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
zuurstof	ऑक्सीजन	zuurstof	ऑक्सीजन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
histoire	histoire	histoir	histoire	N;MASC+FEM;SG	N;NOM;MASC;SG;3
renners	राइडर्स	renner	राइडर	N;PL	N;NOM;MASC;PL;3
grot	गुफ़ा	grot	गुफ़ा	N;MASC+FEM;SG	N;NOM;FEM;SG;3
grot	गुफा	grot	गुफा	N;MASC+FEM;SG	N;NOM;FEM;SG;3
zingt	गाती	zingen	गाती	V;SG;PRS;FIN	V;IPFV;FEM;SG;V.PTCP;ACT
bestemming	मंज़िल	bestemming	मंज़िल	N;MASC+FEM;SG	N;NOM;FEM;SG;3
bestemming	गंतव्य	bestemming	गंतव्य	N;MASC+FEM;SG	N;NOM;MASC;SG;3
weergave	प्रदर्शन	weergave	प्रदर्शन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
weergave	प्रदर्शक	weergave	प्रदर्शक	N;MASC+FEM;SG	N;NOM;MASC;SG;3
weergave	दृश्य	weergave	दृश्य	N;MASC+FEM;SG	N;NOM;MASC;SG;3
primera	primera	primera	primera	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bedreiging	संकट	bedreiging	संकट	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bedreiging	ख़तरे	bedreiging	खकतरा	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bedreiging	खतरे	bedreiging	खतरा	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gids	मार्गदर्शक	gids	मार्गदर्शक	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gids	मार्गदर्शिका	gids	मार्गदर्शिका	N;MASC+FEM;SG	N;NOM;FEM;SG;3
warmte	गर्मी	warmte	गर्मी	N;MASC+FEM;SG	N;NOM;FEM;SG;3
warmte	गरमी	warmte	गरमी	N;MASC+FEM;SG	N;NOM;FEM;SG;3
warmte	हीट	warmte	हीट	N;MASC+FEM;SG	N;NOM;MASC;SG;3
warmte	ऊष्मा	warmte	ऊष्मा	N;MASC+FEM;SG	N;NOM;FEM;SG;3
warmte	ऊष्मा	warmte	ऊष्मा	N;MASC+FEM;SG	N;NOM;FEM;SG;3
kritische	आलोचनात्मक	kritisch	आलोचनात्मक	ADJ	ADJ;NOM
kritische	महत्वपूर्ण	kritisch	महत्वपूर्ण	ADJ	ADJ
kritische	गंभीर	kritisch	गंभीर	ADJ	ADJ
herhaald	दोहराया	herhalen	दोहरा	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
experiment	प्रयोग	experiment	प्रयोग	N;NEUT;SG	N;NOM;MASC;SG;3
concerto	concerto	concerto	concerto	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kanker	कर्कट	kanker	कर्कट	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lekker	अच्छे	lekker	अच्छा	ADJ	ADJ;NOM;MASC;PL
mager	पतली	maag	पतला	ADJ	ADJ;NOM;FEM;SG
mager	पतला	maag	पतला	ADJ	ADJ;NOM;MASC;SG
mager	पतले	maag	पतला	ADJ	ADJ;NOM;MASC;PL
mager	पतली	maag	पतला	ADJ	ADJ;NOM;FEM;SG
mager	पतला	maag	पतला	ADJ	ADJ;NOM;MASC;SG
verspreiden	फैला	verspreiden	फैल	V;NFIN	V;PFV;MASC;SG;V.PTCP;ACT
verspreiden	फैल	verspreiden	फैल	V;NFIN	V;ACT
aankomst	आगमन	aankomst	आगमन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vliegt	उड़ता	vliegen	उड़	V;SG;PRS;FIN	V;IPFV;MASC;SG;V.PTCP;ACT
passage	ड्योढ़ी	passage	ड्योढ़ी	N;MASC+FEM;SG	N;NOM;FEM;SG;3
achttien	अठारह	achttien	अठारह	NUM	NUM
habitat	आवास	habitat	आवास	N;MASC+FEM;SG	N;NOM;MASC;SG;3
beoordeling	मूल्यांकन	beoordeling	मूल्यांकन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
beoordeling	समीक्षा	beoordeling	समीक्षा	N;MASC+FEM;SG	N;NOM;FEM;SG;3
beoordeling	पुनर्विलोकन	beoordeling	पुनर्विलोकन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
beoordeling	मूल्यांकन	beoordeling	मूल्यांकन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
beoordeling	appraisal	beoordeling	appraisal	N;MASC+FEM;SG	N;NOM;MASC;SG;3
beoordeling	दर्जा	beoordeling	दर्जा	N;MASC+FEM;SG	N;NOM;MASC;SG;3
beoordeling	रेटिंग	beoordeling	रेटिंग	N;MASC+FEM;SG	N;NOM;FEM;SG;3
motorfiets	मोटरसाइकल	motorfiets	मोटरसाइकल	N;MASC+FEM;SG	N;NOM;FEM;SG;3
motorfiets	मोटरसाइकिल	motorfiets	मोटरसाइकिल	N;MASC+FEM;SG	N;NOM;FEM;SG;3
tentoonstellingen	प्रदर्शनियों	tentoonstelling	प्रदर्शनी	N;PL	N;ACC;MASC;PL;3
opper	upper	opper	upper	N;MASC+FEM;SG	N;NOM;MASC;SG;3
wimbledon	विम्बलडन	wimbledon	विम्बलडन	N;NEUT;SG	N;NOM;MASC;SG;3
gravin	countess	gravin	countess	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ruwe	कच्चा	ruw	कच्चा	ADJ	ADJ;NOM;MASC;SG
willekeurige	बेतरतीब	willekeurig	बेतरतीब	ADJ	ADJ
gevangenisstraf	कारावास	gevangenisstraf	कारावास	N;MASC+FEM;SG	N;NOM;MASC;SG;3
illegale	अवैध	illegaal	अवैध	ADJ	ADJ;NOM
stoel	कुर्सी	stoel	कुर्सी	N;MASC+FEM;SG	N;NOM;FEM;SG;3
stoel	सीट	stoel	सीट	N;MASC+FEM;SG	N;NOM;FEM;SG;3
koen	conseil	koen	conseil	N;MASC+FEM;SG	N;NOM;MASC;SG;3
aanpassing	समायोजन	aanpassing	समायोजन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
orgaan	अंग	orgaan	अंग	N;NEUT;SG	N;NOM;MASC;SG;3
spencer	स्पेंसर	spencer	स्पेंसर	N;MASC+FEM;SG	N;NOM;MASC;SG;3
infrastructuur	अवसंरचना	infrastructuur	अवसंरचना	N;MASC+FEM;SG	N;NOM;FEM;SG;3
zwemmer	तैराक	zwemmer	तैराक	N;MASC+FEM;SG	N;NOM;MASC;SG;3
neerslag	वर्षा	neerslag	वर्षा	N;MASC+FEM;SG	N;NOM;FEM;SG;3
neerslag	वर्षण	neerslag	वर्षण	N;MASC+FEM;SG	N;NOM;MASC;SG;3
neerslag	नतीजा	neerslag	नतीजा	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bull	बैल	bull	बैल	N;MASC+FEM;SG	N;NOM;MASC;SG;3
verlichting	आत्मज्ञान	verlichting	आत्मज्ञान	N;MASC+FEM;SG	N;NOM;MASC;SG;3
verlichting	बत्ती	verlichting	बत्ती	N;MASC+FEM;SG	N;NOM;FEM;SG;3
verlichting	रोशनी	verlichting	रोशनी	N;MASC+FEM;SG	N;NOM;FEM;SG;3
step	चरण	step	चरण	N;MASC+FEM;SG	N;NOM;MASC;SG;3
step	स्टेप	step	स्टेप	N;MASC+FEM;SG	N;NOM;FEM;SG;3
engel	देवदूत	engel	देवदूत	N;MASC+FEM;SG	N;NOM;MASC;SG;3
stan	स्टेन	stan	स्टेन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
criterium	मानदंड	criterium	मानदंड	N;NEUT;SG	N;NOM;MASC;SG;3
vesting	किला	vesting	किला	N;MASC+FEM;SG	N;NOM;MASC;SG;3
inspecteur	इंस्पेक्टर	inspecteur	इंस्पेक्टर	N;MASC+FEM;SG	N;NOM;MASC;SG;3
laboratorium	प्रयोगशाला	laboratorium	प्रयोगशाला	N;NEUT;SG	N;NOM;FEM;SG;3
unit	यूनिट	unit	यूनिट	N;MASC+FEM;SG	N;NOM;FEM;SG;3
unit	इकाई	unit	इकाई	N;MASC+FEM;SG	N;NOM;FEM;SG;3
unit	ईकाई	unit	ईकाई	N;MASC+FEM;SG	N;NOM;FEM;SG;3
spiegel	शीशा	spiegel	शीशा	N;MASC+FEM;SG	N;NOM;MASC;SG;3
spiegel	प्रतिबिंब	spiegel	प्रतिबिंब	N;MASC+FEM;SG	N;NOM;MASC;SG;3
spiegel	दर्पण	spiegel	दर्पण	N;MASC+FEM;SG	N;NOM;MASC;SG;3
spectrum	स्पेक्ट्रम	spectrum	स्पेक्ट्रम	N;NEUT;SG	N;NOM;MASC;SG;3
spectrum	वर्णक्रम	spectrum	वर्णक्रम	N;NEUT;SG	N;NOM;MASC;SG;3
laan	लेन	laan	लेन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
laan	एवेन्यू	laan	एवेन्यू	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bom	बम	bom	बम	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bom	बमबारी	bom	बमबारी	N;MASC+FEM;SG	N;NOM;FEM;SG;3
staatsgreep	तख्तापलट	staatsgreep	तख्तापलट	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bestanden	फ़ाइलें	bestand	फााइल	N;PL	N;NOM;FEM;PL;3
bestanden	फाइलें	bestand	फाइल	N;PL	N;NOM;FEM;PL;3
linker	शेष	linker	शेष	ADJ	ADJ
perspectief	परिदृश्य	perspectief	परिदृश्य	N;NEUT;SG	N;NOM;MASC;SG;3
perspectief	पर्सपेक्टिव	perspectief	पर्सपेक्टिव	N;NEUT;SG	N;NOM;MASC;SG;3
perspectief	परिप्रेक्ष्य	perspectief	परिप्रेक्ष्य	N;NEUT;SG	N;NOM;MASC;SG;3
bereik	सीमा	bereik	सीमा	N;NEUT;SG	N;NOM;FEM;SG;3
bereik	दायरा	bereik	दायरा	N;NEUT;SG	N;NOM;MASC;SG;3
