kas	誰	kas	誰	PRO;NOM	PRO
pilij	宮廷	pilija	宮廷	N;DAT;FEM;SG	N
pilij	宮	pilija	宮	N;DAT;FEM;SG	N
prakse	實踐	prakse	實踐	N;NOM;FEM;SG	N
geto	貧民	geta	貧民	N	N
geto	貧民	geta	貧民	N	N
nepieciešamība	需求	nepieciešamība	需求	N;NOM;FEM;SG	N
nepieciešamība	必要	nepieciešamība	必要	N;NOM;FEM;SG	N
aitas	羊	aita	羊	N;NOM;FEM;PL	N
aitas	綿羊	aita	綿羊	N;NOM;FEM;PL	N
sindroms	症候	sindroms	症候	N;NOM;MASC;SG	N
mhz	兆赫	mhz	兆赫	N	N
rozā	粉	rozā	粉	N	N
rozā	粉色	rozā	粉色	N	N
rozā	粉紅	rozā	粉紅	N	N
rozā	粉紅	rozā	粉紅	N	N
bumba	球	bumba	球	N;NOM;FEM;SG	N
bumba	炸彈	bumba	炸彈	N;NOM;FEM;SG	N
cūku	豬	cūka	豬	N;ACC;FEM;SG	N
zaķis	野兔	zaķis	野兔	N;NOM;MASC;SG	N
zaķis	兔	zaķis	兔	N;NOM;MASC;SG	N
zaķis	兔子	zaķis	兔子	N;NOM;MASC;SG	N
bizness	企業	bizness	企業	N;NOM;MASC;SG	N
bizness	業務	bizness	業務	N;NOM;MASC;SG	N
bizness	商業	bizness	商業	N;NOM;MASC;SG	N
bizness	商務	bizness	商務	N;NOM;MASC;SG	N
ieteica	推薦	ieteikt	推薦	V;FH;IND;3;POS;PST;FIN;ACT	V
ieteica	推薦	ieteikt	推薦	V;FH;IND;3;POS;PST;FIN;ACT	V
fosilijas	化石	fosilija	化石	N;NOM;FEM;PL	N
basketball	籃球	basketball	籃球	N;NOM;FEM;SG	N
lampas	燈	lampa	燈	N;NOM;FEM;PL	N
lampas	電燈	lampa	電燈	N;NOM;FEM;PL	N
lampas	燈具	lampa	燈具	N;NOM;FEM;PL	N
students	學生	students	學生	N;NOM;MASC;SG	N
mācās	學習	mācīties	學習	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V
elektronikas	電子	elektronika	電子	N;NOM;FEM;PL	N
aparatūras	硬體	aparatūra	硬體	N;NOM;FEM;PL	N
vienkārša	簡單	vienkārša	簡單	ADJ;NOM;FEM;SG	ADJ
izvēlēta	選取	izvēlēt	選取	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V
ienaidnieki	仇人	ienaidnieks	仇人	N;NOM;MASC;PL	N
autoriem	作者	autors	作者	N;DAT;MASC;PL	N
matemātikā	數學	matemātika	數學	N;ESS;FEM;SG	N
disertāciju	命題	disertācija	命題	N;ACC;FEM;SG	N
disertāciju	論文	disertācija	論文	N;ACC;FEM;SG	N
iekļaut	包括	iekļaut	包括	V;POS;NFIN	V
viļņi	海浪	vilnis	海浪	N;NOM;MASC;PL	N
viļņi	波浪	vilnis	波浪	N;NOM;MASC;PL	N
slēpošana	滑雪	slēpošana	滑雪	N;NOM;FEM;SG	N
izgatavo	製造	izgatavot	製造	V;IMP;SG;2;POS;FIN;ACT	V
ganību	草地	ganība	草地	N;ACC;FEM;SG	N
ganību	草場	ganība	草場	N;ACC;FEM;SG	N
ganību	草原	ganība	草原	N;ACC;FEM;SG	N
piektdienā	星期	piektdiena	星期	N;ESS;FEM;SG	N
piektdienā	週	piektdiena	週	N;ESS;FEM;SG	N
pasniedzēji	教師	pasniedzējs	教師	N;NOM;MASC;PL	N
dobumā	腔	dobums	腔	N;ESS;MASC;SG	N
atomi	原子	atome	原子	N;NOM;MASC;PL	N
brauciens	騎馬	brauciens	騎馬	N;NOM;MASC;SG	N
brauciens	騎	brauciens	騎	N;NOM;MASC;SG	N
brauciens	旅途	brauciens	旅途	N;NOM;MASC;SG	N
brauciens	旅程	brauciens	旅程	N;NOM;MASC;SG	N
brauciens	旅行	brauciens	旅行	N;NOM;MASC;SG	N
brauciens	行程	brauciens	行程	N;NOM;MASC;SG	N
pievienoties	加入	pievienoties	加入	V;POS;REFL;NFIN	V
ietilpība	容量	ietilpība	容量	N;NOM;FEM;SG	N
ietilpība	能力	ietilpība	能力	N;NOM;FEM;SG	N
neatkarība	獨立	neatkarība	獨立	N;NOM;FEM;SG	N
ieeja	入場	ieeja	入場	N;NOM;FEM;SG	N
ieeja	入口	ieeja	入口	N;NOM;FEM;SG	N
smadzenes	腦子	smadzenes	腦子	N;NOM;FEM	N
smadzenes	大腦	smadzenes	大腦	N;NOM;FEM	N
smadzenes	腦	smadzenes	腦	N;NOM;FEM	N
smadzenes	腦	smadzenes	腦	N;NOM;FEM	N
smadzenes	腦子	smadzenes	腦子	N;NOM;FEM	N
smadzenes	頭腦	smadzenes	頭腦	N;NOM;FEM	N
smadzenes	腦	smadzenes	腦	N;NOM;FEM	N
smadzenes	大腦	smadzenes	大腦	N;NOM;FEM	N
smadzenes	腦	smadzenes	腦	N;NOM;FEM	N
autonomā	自主	autonoms	自主	N;NOM;FEM;SG	N
redze	視力	redze	視力	N;NOM;FEM;SG	N
redze	視覺	redze	視覺	N;NOM;FEM;SG	N
redze	願景	redze	願景	N;NOM;FEM;SG	N
redze	展望	redze	展望	N;NOM;FEM;SG	N
priekšroku	偏好	priekšroka	偏好	N;ACC;FEM;SG	N
priekšroku	喜好	priekšroka	喜好	N;ACC;FEM;SG	N
apdraudēta	危及	apdraudēt	危及	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V
olbaltumvielu	蛋白質	olbaltumviela	蛋白質	N;ACC;FEM;SG	N
olbaltumvielu	蛋白	olbaltumviela	蛋白	N;ACC;FEM;SG	N
zosis	鵝	zost	鵝	N;NOM;FEM;PL	N
piekraste	沿海	piekraste	沿海	N;NOM;FEM;SG	N
piekraste	沿岸	piekraste	沿岸	N;NOM;FEM;SG	N
piekraste	海岸	piekraste	海岸	N;NOM;FEM;SG	N
piekraste	海岸	piekraste	海岸	N;NOM;FEM;SG	N
piekraste	岸	piekraste	岸	N;NOM;FEM;SG	N
piekraste	岸邊	piekraste	岸邊	N;NOM;FEM;SG	N
piekraste	海岸	piekraste	海岸	N;NOM;FEM;SG	N
piekraste	海岸	piekraste	海岸	N;NOM;FEM;SG	N
delegācijas	代表	delegācija	代表	N;NOM;FEM;SG	N
izsūtīts	流亡	izsūtīt	流亡	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
izsūtīts	流放	izsūtīt	流放	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
baktēriju	細菌	baktērija	細菌	N;ACC;MASC;SG	N
klientiem	客戶	klients	客戶	N;DAT;MASC;PL	N
klientiem	顧客	klients	顧客	N;DAT;MASC;PL	N
klientiem	客戶	klients	客戶	N;DAT;MASC;PL	N
ložu	防彈	loze	防彈	N;ACC;MASC;SG	N
resursus	資源	resursi	資源	N;ACC;MASC	N
raksturu	字元	raksturs	字元	N;ACC;MASC;SG	N
raksturu	人物	raksturs	人物	N;ACC;MASC;SG	N
raksturu	角色	raksturs	角色	N;ACC;MASC;SG	N
raksturu	性格	raksturs	性格	N;ACC;MASC;SG	N
raksturu	品格	raksturs	品格	N;ACC;MASC;SG	N
kopijas	拷貝	kopija	拷貝	N;NOM;FEM;PL	N
sestā	第六	sests	第六	NUM;NOM;FEM;SG	NUM
vēju	風	vējš	風	N;ACC;MASC;SG	N
pēdu	腳	pēda	腳	N;ACC;FEM;SG	N
pēdu	英尺	pēda	英尺	N;ACC;FEM;SG	N
simptomi	症狀	simptoms	症狀	N;NOM;MASC;PL	N
ticība	信仰	ticība	信仰	N;NOM;FEM;SG	N
ticība	信心	ticība	信心	N;NOM;FEM;SG	N
ticība	信念	ticība	信念	N;NOM;FEM;SG	N
ārpuses	外部	ārpuse	外部	N;NOM;FEM;PL	N
ārpuses	室外	ārpuse	室外	N;NOM;FEM;PL	N
ārpuses	外面	ārpuse	外面	N;NOM;FEM;PL	N
ārpuses	外	ārpuse	外	N;NOM;FEM;PL	N
ārpuses	外部	ārpuse	外部	N;NOM;FEM;PL	N
ārpuses	外表	ārpuse	外表	N;NOM;FEM;PL	N
piederība	從屬	piederība	從屬	N;NOM;FEM;SG	N
vienkāršas	簡單	vienkārša	簡單	ADJ;NOM;FEM;PL	ADJ
vāveres	松鼠	vāvere	松鼠	N;NOM;FEM;PL	N
nakti	夜晚	nakts	夜晚	N;ACC;FEM;SG	N
nakti	晚上	nakts	晚上	N;ACC;FEM;SG	N
nakti	夜	nakts	夜	N;ACC;FEM;SG	N
krūtis	乳房	krūts	乳房	N;NOM;FEM;PL	N
ielās	街道	iela	街道	N;ESS;FEM;PL	N
miers	和平	miers	和平	N;NOM;MASC	N
galaktikas	星系	galaktika	星系	N;NOM;FEM;PL	N
ziema	冬	ziema	冬	N;NOM;FEM;SG	N
ziema	冬季	ziema	冬季	N;NOM;FEM;SG	N
ziema	冬天	ziema	冬天	N;NOM;FEM;SG	N
aizsargātu	保護	aizsargāt	保護	V;PFV;ACC;INDF;MASC;SG;PST;V.PTCP	V
matemātika	數學	matemātika	數學	N;NOM;FEM;SG	N
matemātika	數學	matemātika	數學	N;NOM;FEM;SG	N
matemātika	數學	matemātika	數學	N;NOM;FEM;SG	N
slavena	著名	slavena	著名	ADJ;NOM;FEM;SG	ADJ
trīsdesmit	三十	trīsdesmit	三十	NUM;PL	NUM
dumpis	叛亂	dumpis	叛亂	N;NOM;MASC;SG	N
dumpis	叛逆	dumpis	叛逆	N;NOM;MASC;SG	N
kvalifikācija	資歷	kvalifikācija	資歷	N;NOM;FEM;SG	N
kvalifikācija	資格	kvalifikācija	資格	N;NOM;FEM;SG	N
numuri	臥室	numurs	臥室	N;NOM;MASC;PL	N
numuri	數字	numurs	數字	N;NOM;MASC;PL	N
skolēni	學生	skolēns	學生	N;NOM;MASC;PL	N
skolēni	學童	skolēns	學童	N;NOM;MASC;PL	N
bagāta	豐富	bagāta	豐富	ADJ;NOM;FEM;SG	ADJ
kvalitāte	素質	kvalitāte	素質	N;NOM;FEM;SG	N
kvalitāte	品質	kvalitāte	品質	N;NOM;FEM;SG	N
kvalitāte	優質	kvalitāte	優質	N;NOM;FEM;SG	N
kvalitāte	質量	kvalitāte	質量	N;NOM;FEM;SG	N
beisbola	棒球	beisbols	棒球	N;GEN;MASC;SG	N
zirgus	馬	zirgs	馬	N;ACC;MASC;PL	N
zirgus	馬匹	zirgs	馬匹	N;ACC;MASC;PL	N
leņķi	角度	leņķis	角度	N;ACC;MASC;SG	N
slēgts	鎖定	slēgt	鎖定	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
koncerti	音樂	koncerts	音樂	N;NOM;MASC;PL	N
zīdītāji	哺乳	zīdītājs	哺乳	N;NOM;MASC;PL	N
zīdītāji	哺乳	zīdītājs	哺乳	N;NOM;MASC;PL	N
čūska	蛇	čūska	蛇	N;NOM;FEM;SG	N
dzejoļi	詩	dzejolis	詩	N;NOM;MASC;PL	N
dzejoļi	詩歌	dzejolis	詩歌	N;NOM;MASC;PL	N
smilšakmens	砂岩	smilšakmens	砂岩	N;NOM;MASC;SG	N
faktors	因子	faktors	因子	N;NOM;MASC;SG	N
faktors	因數	faktors	因數	N;NOM;MASC;SG	N
mezgls	節點	mezgls	節點	N;NOM;MASC;SG	N
atmiņa	記憶	atmiņa	記憶	N;NOM;FEM;SG	N
atmiņa	記憶	atmiņa	記憶	N;NOM;FEM;SG	N
atmiņa	記憶	atmiņa	記憶	N;NOM;FEM;SG	N
kristāla	水晶	kristāls	水晶	N;GEN;MASC;SG	N
kristāla	晶體	kristāls	晶體	N;GEN;MASC;SG	N
fragmenti	片段	fragments	片段	N;NOM;MASC;PL	N
fragmenti	碎片	fragments	碎片	N;NOM;MASC;PL	N
fragmenti	節錄	fragments	節錄	N;NOM;MASC;PL	N
fragmenti	片段	fragments	片段	N;NOM;MASC;PL	N
cūkas	豬	cūka	豬	N;NOM;FEM;PL	N
cūkas	豬	cūka	豬	N;NOM;FEM;PL	N
hits	命中	hits	命中	N;NOM;MASC;SG	N
aktrises	女	aktrise	女	N;NOM;FEM;PL	N
strāva	電流	strāva	電流	N;NOM;FEM;SG	N
strāva	現任	strāva	現任	N;NOM;FEM;SG	N
strāva	目前	strāva	目前	N;NOM;FEM;SG	N
basketbols	籃球	basketbols	籃球	N;NOM;MASC;SG	N
licences	執照	licence	執照	N;NOM;FEM;PL	N
licences	執照	licence	執照	N;NOM;FEM;PL	N
licences	執照	licence	執照	N;NOM;FEM;PL	N
licences	駕照	licence	駕照	N;NOM;FEM;PL	N
rīko	主辦	rīkot	主辦	V;IMP;SG;2;POS;FIN;ACT	V
mītnes	總部	mītne	總部	N;NOM;FEM;PL	N
nemieri	暴動	nemiers	暴動	N;NOM;MASC;PL	N
nemieri	暴亂	nemiers	暴亂	N;NOM;MASC;PL	N
apstiprināta	確認	apstiprināt	確認	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V
apstiprināta	核定	apstiprināt	核定	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V
apstiprināta	核准	apstiprināt	核准	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V
apstiprināta	批准	apstiprināt	批准	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V
priedes	松樹	priede	松樹	N;NOM;FEM;PL	N
balsot	表決	balsot	表決	V;POS;NFIN	V
balsot	投票	balsot	投票	V;POS;NFIN	V
laukumi	方塊	laukums	方塊	N;NOM;MASC;PL	N
mākoņu	雲	mākonis	雲	N;GEN;MASC;PL	N
mākoņu	雲端	mākonis	雲端	N;GEN;MASC;PL	N
cietuma	監獄	cietums	監獄	N;GEN;MASC;SG	N
kolonnas	欄	kolonna	欄	N;NOM;FEM;PL	N
volkswagen	大眾	volkswagen	大眾	N;NOM;MASC;SG	N
asu	尖	ass	尖	ADJ;ACC;MASC;SG	ADJ
amatpersonas	官員	amatpersona	官員	N;NOM;FEM;PL	N
sastāvdaļas	元件	sastāvdaļa	元件	N;NOM;FEM;PL	N
sastāvdaļas	元素	sastāvdaļa	元素	N;NOM;FEM;PL	N
sastāvdaļas	成分	sastāvdaļa	成分	N;NOM;FEM;PL	N
sastāvdaļas	原料	sastāvdaļa	原料	N;NOM;FEM;PL	N
sastāvdaļas	成份	sastāvdaļa	成份	N;NOM;FEM;PL	N
ekspress	快車	ekspress	快車	N;NOM;MASC;SG	N
ekspress	特快	ekspress	特快	N;NOM;MASC;SG	N
nomainīts	取代	nomainīt	取代	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
varde	蛙	varde	蛙	N;NOM;FEM;SG	N
varde	青蛙	varde	青蛙	N;NOM;FEM;SG	N
konvencijas	公約	konvencija	公約	N;NOM;FEM;PL	N
tenisa	網球	tenisa	網球	N;NOM;MASC;SG	N
vēlmi	願望	vēlme	願望	N;ACC;FEM;SG	N
vēlmi	慾望	vēlme	慾望	N;ACC;FEM;SG	N
pēcnācēji	後代	pēcnācējs	後代	N;NOM;MASC;PL	N
pēcnācēji	後裔	pēcnācējs	後裔	N;NOM;MASC;PL	N
pēcnācēji	後代	pēcnācējs	後代	N;NOM;MASC;PL	N
ierobežojumi	極限	ierobežojums	極限	N;NOM;MASC;PL	N
ierobežojumi	限額	ierobežojums	限額	N;NOM;MASC;PL	N
klāja	甲板	klājs	甲板	N;GEN;MASC;SG	N
vadonis	領袖	vadonis	領袖	N;NOM;MASC;SG	N
izslēgts	關閉	izslēgt	關閉	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
mūks	僧侶	mūks	僧侶	N;NOM;MASC;SG	N
mūks	僧	mūks	僧	N;NOM;MASC;SG	N
bloku	區塊	bloka	區塊	N;ACC;MASC;SG	N
ēst	吃	ēst	吃	V;POS;NFIN	V
ēst	飲食	ēst	飲食	V;POS;NFIN	V
ēst	進食	ēst	進食	V;POS;NFIN	V
ēst	吃	ēst	吃	V;POS;NFIN	V
ēst	吃	ēst	吃	V;POS;NFIN	V
tornī	塔	tornis	塔	N;ESS;MASC;SG	N
tornī	塔台	tornis	塔台	N;ESS;MASC;SG	N
smaržu	氣味	smarža	氣味	N;ACC;FEM;SG	N
smaržu	香水	smarža	香水	N;ACC;FEM;SG	N
intel	情報	intel	情報	N	N
pāriem	夫妻	pāri	夫妻	N;DAT;MASC;PL	N
pāriem	情侶	pāri	情侶	N;DAT;MASC;PL	N
pāriem	夫婦	pāri	夫婦	N;DAT;MASC;PL	N
paliekas	垃圾	palikties	垃圾	N;NOM;FEM	N
apļa	圓形	aplis	圓形	N;GEN;MASC;SG	N
apļa	圓圈	aplis	圓圈	N;GEN;MASC;SG	N
apļa	迴圈	aplis	迴圈	N;GEN;MASC;SG	N
apļa	圈	aplis	圈	N;GEN;MASC;SG	N
asfalts	瀝青	asfalts	瀝青	N;NOM;MASC;SG	N
kontrolēt	控制	kontrolēt	控制	V;POS;NFIN	V
kontrolēt	控制	kontrolēt	控制	V;POS;NFIN	V
pīles	鴨	pīle	鴨	N;NOM;FEM;PL	N
pīles	鴨子	pīle	鴨子	N;NOM;FEM;PL	N
pīles	鴨	pīle	鴨	N;NOM;FEM;PL	N
pīles	鴨子	pīle	鴨子	N;NOM;FEM;PL	N
kanoe	獨木	kanoe	獨木	N	N
cunami	海	cunams	海	N;NOM;MASC;SG	N
cunami	海	cunams	海	N;NOM;MASC;SG	N
nopirkts	購買	nopirkt	購買	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
plastmasas	塑料	plastmasa	塑料	N;NOM;FEM;PL	N
plastmasas	塑膠	plastmasa	塑膠	N;NOM;FEM;PL	N
plastmasas	塑料	plastmasa	塑料	N;NOM;FEM;PL	N
plastmasas	塑膠	plastmasa	塑膠	N;NOM;FEM;PL	N
palīdzība	援助	palīdzība	援助	N;NOM;FEM;SG	N
palīdzība	援助	palīdzība	援助	N;NOM;FEM;SG	N
pirmdienā	週	pirmdiena	週	N;ESS;FEM;SG	N
pirmdienā	星期	pirmdiena	星期	N;ESS;FEM;SG	N
pretestība	阻力	pretestība	阻力	N;NOM;FEM;SG	N
pretestība	電阻	pretestība	電阻	N;NOM;FEM;SG	N
komēdija	喜劇	komēdija	喜劇	N;NOM;FEM;SG	N
kalpot	服務	kalpot	服務	V;POS;NFIN	V
kalpot	發球	kalpot	發球	V;POS;NFIN	V
autonomiju	自主	autonomija	自主	N;ACC;FEM;SG	N
fotogrāfiju	像片	fotogrāfija	像片	N;ACC;FEM;SG	N
fotogrāfiju	照片	fotogrāfija	照片	N;ACC;FEM;SG	N
elementa	元素	elementa	元素	N;GEN;MASC;SG	N
elementa	元件	elementa	元件	N;GEN;MASC;SG	N
elementa	要件	elementa	要件	N;GEN;MASC;SG	N
jaudas	電力	jauda	電力	N;NOM;FEM;PL	N
jaudas	電源	jauda	電源	N;NOM;FEM;PL	N
jaudas	動力	jauda	動力	N;NOM;FEM;PL	N
jaudas	權力	jauda	權力	N;NOM;FEM;PL	N
raķete	火箭	raķete	火箭	N;NOM;FEM;SG	N
antena	天線	antena	天線	N;NOM;FEM;SG	N
sēņu	蘑菇	sēne	蘑菇	N;GEN;FEM;PL	N
ģimeņu	家庭	ģimene	家庭	N;GEN;FEM;PL	N
zīdītājiem	哺乳	zīdītājs	哺乳	N;DAT;MASC;PL	N
programmatūru	軟體	programmatūra	軟體	N;ACC;FEM;SG	N
plāksne	板	plāksne	板	N;NOM;FEM;SG	N
slepkavības	暗殺	slepkavība	暗殺	N;NOM;FEM;PL	N
slepkavības	暗殺	slepkavība	暗殺	N;NOM;FEM;PL	N
darbdienās	平日	darbdiena	平日	N;ESS;FEM;PL	N
sadarbojas	合作	sadarboties	合作	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V
mitrums	水分	mitrums	水分	N;NOM;MASC;SG	N
mitrums	濕度	mitrums	濕度	N;NOM;MASC;SG	N
mitrums	潮濕	mitrums	潮濕	N;NOM;MASC;SG	N
mitrums	濕度	mitrums	濕度	N;NOM;MASC;SG	N
paziņojums	通訊	paziņojums	通訊	N;NOM;MASC;SG	N
samazinot	遞減	samazināt	遞減	V;V.CVB	V
pieres	額頭	piere	額頭	N;NOM;FEM;PL	N
kuba	立方	kuba	立方	N;NOM;MASC;SG	N
kuba	方塊	kuba	方塊	N;NOM;MASC;SG	N
kuba	立方	kuba	立方	N;NOM;MASC;SG	N
leopards	豹	leopards	豹	N;NOM;MASC;SG	N
leopards	獵豹	leopards	獵豹	N;NOM;MASC;SG	N
tīģeris	虎	tīģeris	虎	N;NOM;MASC;SG	N
eksperimentu	試驗	eksperiments	試驗	N;ACC;MASC;SG	N
eksperimentu	實驗	eksperiments	實驗	N;ACC;MASC;SG	N
kanāli	頻道	kanāls	頻道	N;NOM;MASC;PL	N
kanāli	渠道	kanāls	渠道	N;NOM;MASC;PL	N
kanāli	運河	kanāls	運河	N;NOM;MASC;PL	N
ilgas	嚮往	ilgas	嚮往	N;NOM;FEM;PL	N
pārvietots	感動	pārvietot	感動	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
kursa	課程	kurss	課程	N;GEN;MASC;SG	N
vēlme	願望	vēlme	願望	N;NOM;FEM;SG	N
vēlme	慾望	vēlme	慾望	N;NOM;FEM;SG	N
vēlme	願望	vēlme	願望	N;NOM;FEM;SG	N
laulībā	婚姻	laulība	婚姻	N;ESS;FEM;SG	N
nomainīt	替代	nomainīt	替代	V;POS;NFIN	V
nomainīt	取代	nomainīt	取代	V;POS;NFIN	V
nomainīt	替換	nomainīt	替換	V;POS;NFIN	V
nomainīt	更換	nomainīt	更換	V;POS;NFIN	V
nomainīt	代替	nomainīt	代替	V;POS;NFIN	V
popularitāte	人氣	popularitāte	人氣	N;NOM;FEM;SG	N
klintis	崖	klints	崖	N;NOM;FEM;PL	N
klintis	懸崖	klints	懸崖	N;NOM;FEM;PL	N
klintis	崖	klints	崖	N;NOM;FEM;PL	N
klintis	岩	klints	岩	N;NOM;FEM;PL	N
klintis	岩石	klints	岩石	N;NOM;FEM;PL	N
lidostā	機場	lidosta	機場	N;ESS;FEM;SG	N
prasmes	技能	prasme	技能	N;NOM;FEM;PL	N
prasmes	技藝	prasme	技藝	N;NOM;FEM;PL	N
prasmes	技巧	prasme	技巧	N;NOM;FEM;PL	N
prasmes	技能	prasme	技能	N;NOM;FEM;PL	N
automobilis	車	automobilis	車	N;NOM;MASC;SG	N
automobilis	汽車	automobilis	汽車	N;NOM;MASC;SG	N
attieksmi	態度	attieksme	態度	N;ACC;FEM;SG	N
vista	雞肉	vists	雞肉	N;NOM;FEM;SG	N
vista	山雞	vists	山雞	N;NOM;FEM;SG	N
vista	雞	vists	雞	N;NOM;FEM;SG	N
kontinentos	大洲	kontinents	大洲	N;ESS;MASC;PL	N
kontinentos	大陸	kontinents	大陸	N;ESS;MASC;PL	N
personāls	人員	personāls	人員	N;NOM;MASC;SG	N
personāls	人事	personāls	人事	N;NOM;MASC;SG	N
miega	睡眠	miegs	睡眠	N;GEN;MASC;SG	N
spārnus	翅膀	spārns	翅膀	N;ACC;MASC;PL	N
spārnus	翼	spārns	翼	N;ACC;MASC;PL	N
atbrīvot	釋出	atbrīvot	釋出	V;POS;NFIN	V
atbrīvot	釋放	atbrīvot	釋放	V;POS;NFIN	V
marmora	彈珠	marmors	彈珠	N;GEN;MASC;SG	N
parki	公園	parks	公園	N;NOM;MASC;PL	N
kritums	秋季	kritums	秋季	N;NOM;MASC;SG	N
kritums	秋天	kritums	秋天	N;NOM;MASC;SG	N
firma	事務	firma	事務	N;NOM;FEM;SG	N
attīstījusies	進化	attīstīties	進化	V;PFV;NOM;INDF;FEM;SG;REFL;PST;V.PTCP	V
privilēģijas	特權	privilēģija	特權	N;NOM;FEM;PL	N
atsauksmes	反饋	atsauksme	反饋	N;NOM;FEM;PL	N
atsauksmes	意見	atsauksme	意見	N;NOM;FEM;PL	N
tautību	民族	tautība	民族	N;ACC;FEM;SG	N
vilnas	羊毛	vilna	羊毛	N;NOM;FEM;PL	N
vadu	班長	vads	班長	N;ACC;MASC;SG	N
vadu	小隊	vads	小隊	N;ACC;MASC;SG	N
modeļus	模型	modelis	模型	N;ACC;MASC;PL	N
modeļus	模特	modelis	模特	N;ACC;MASC;PL	N
modeļus	型號	modelis	型號	N;ACC;MASC;PL	N
modeļus	模特	modelis	模特	N;ACC;MASC;PL	N
modeļus	格局	modelis	格局	N;ACC;MASC;PL	N
modeļus	模式	modelis	模式	N;ACC;MASC;PL	N
pakta	協約	pakts	協約	N;NOM;MASC;SG	N
institūcija	體制	institūcija	體制	N;NOM;FEM;SG	N
institūcija	機構	institūcija	機構	N;NOM;FEM;SG	N
disciplīna	紀律	disciplīna	紀律	N;NOM;FEM;SG	N
disciplīna	紀律	disciplīna	紀律	N;NOM;FEM;SG	N
aleja	小巷	aleja	小巷	N;NOM;FEM;SG	N
aleja	巷	aleja	巷	N;NOM;FEM;SG	N
aleja	巷子	aleja	巷子	N;NOM;FEM;SG	N
lauki	鄉村	lauki	鄉村	N;NOM;MASC;PL	N
lauki	鄉下	lauki	鄉下	N;NOM;MASC;PL	N
lauki	鄉間	lauki	鄉間	N;NOM;MASC;PL	N
lauki	農村	lauki	農村	N;NOM;MASC;PL	N
lauki	田間	lauki	田間	N;NOM;MASC;PL	N
lauki	田地	lauki	田地	N;NOM;MASC;PL	N
lauki	欄位	lauki	欄位	N;NOM;MASC;PL	N
lauki	田野	lauki	田野	N;NOM;MASC;PL	N
intervija	面試	intervija	面試	N;NOM;FEM;SG	N
šovs	肖	šovs	肖	N;NOM;MASC;SG	N
deja	舞蹈	deja	舞蹈	N;NOM;FEM;SG	N
deja	跳舞	deja	跳舞	N;NOM;FEM;SG	N
deja	舞	deja	舞	N;NOM;FEM;SG	N
zaudēts	失	zaudēt	失	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
zaudēts	輸	zaudēt	輸	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
zaudēts	輸	zaudēt	輸	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
zaudēts	遺失	zaudēt	遺失	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
zaudēts	迷失	zaudēt	迷失	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
apmācību	培訓	apmācība	培訓	N;ACC;FEM;SG	N
amatnieku	工匠	amatnieks	工匠	N;ACC;MASC;SG	N
zivs	魚類	zivs	魚類	N;NOM;FEM;SG	N
zivs	魚	zivs	魚	N;NOM;FEM;SG	N
zivs	魚兒	zivs	魚兒	N;NOM;FEM;SG	N
izplatās	散播	izplatīties	散播	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V
izplatās	傳播	izplatīties	傳播	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V
smagas	嚴重	smaga	嚴重	ADJ;NOM;FEM;PL	ADJ
pilsonis	市民	pilsonis	市民	N;NOM;MASC;SG	N
pilsonis	公民	pilsonis	公民	N;NOM;MASC;SG	N
ligzdā	插座	ligzds	插座	N;ESS;MASC;SG	N
rudzu	黑麥	rudzi	黑麥	N;ACC;MASC	N
deviņi	九	deviņi	九	NUM;NOM;MASC;PL	NUM
sprieguma	電壓	spriegums	電壓	N;GEN;MASC;SG	N
kategorijām	類別	kategorija	類別	N;DAT;FEM;PL	N
leģendas	傳奇	leģenda	傳奇	N;NOM;FEM;PL	N
rīcība	動作	rīcība	動作	N;NOM;FEM;SG	N
rīcība	行動	rīcība	行動	N;NOM;FEM;SG	N
villa	別墅	villa	別墅	N;NOM;FEM;SG	N
cēlonis	原因	cēlonis	原因	N;NOM;MASC;SG	N
tīri	純粹	tīri	純粹	ADV	ADV
tīri	純粹	tīri	純粹	ADV	ADV
tanki	坦克	tanki	坦克	N;NOM;MASC;PL	N
nieru	腎	niers	腎	N;ACC;MASC	N
