przez	بشمول	przez	بشمول	ADP	ADP
przyczyna	وجدان	przyczynać	وجدان	N;NOM;FEM;SG	N;NOM;MASC;SG;3
przyczyna	مقصد	przyczynać	مقصد	N;NOM;FEM;SG	N;NOM;MASC;SG;3
przyczyna	منطق	przyczynać	منطق	N;NOM;FEM;SG	N;NOM;MASC;SG;3
przyczyna	دلیل	przyczynać	دلیل	N;NOM;FEM;SG	N;NOM;MASC;SG;3
przyczyna	فہم	przyczynać	فہم	N;NOM;FEM;SG	N;NOM;MASC;SG;3
przyczyna	نتیجے	przyczynać	نتیجہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
przyczyna	اثر	przyczynać	اثر	N;NOM;FEM;SG	N;NOM;MASC;SG;3
przyczyna	موجب	przyczynać	موجب	N;NOM;FEM;SG	N;NOM;MASC;SG;3
przyczyna	مقصد	przyczynać	مقصد	N;NOM;FEM;SG	N;NOM;MASC;SG;3
przyczyna	غایت	przyczynać	غایت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
przyczyna	نتیجے	przyczynać	نتیجہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
przyczyna	اثر	przyczynać	اثر	N;NOM;FEM;SG	N;NOM;MASC;SG;3
przyczyna	موجب	przyczynać	موجب	N;NOM;FEM;SG	N;NOM;MASC;SG;3
przyczyna	مقصد	przyczynać	مقصد	N;NOM;FEM;SG	N;NOM;MASC;SG;3
przyczyna	غایت	przyczynać	غایت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
gwiezdne	ستارہ.	gwiezdny	ستارہ.		
gwiezdne	ستارہ.	gwiezdny	ستارہ.		
przygoda	خطرے	przygoda	خطرہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
pokojowe	پُرسکون.	pokojowy	پُرسکون.	ADJ;NOM;NEUT;SG	ADJ
lucky	چست	luck	چست		
lucky	چست	luck	چست		
wzmocnienie	بہتری	wzmocnić	بہتری	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
wzmocnienie	افزائش	wzmocnić	افزائش	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
wzmocnienie	بہتری	wzmocnić	بہتری	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
wzmocnienie	افزائش	wzmocnić	افزائش	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
metalowy	دھاتی	metalowy	دھاتی	ADJ;NOM;MASC;SG	ADJ
metalowy	دھاتی	metalowy	دھاتی	ADJ;NOM;MASC;SG	ADJ
zgodności	مطابقت.	zgodność	مطابقت.	N;GEN;FEM;SG	N
sądowej	ناقدانہ.	sądowy	ناقدانہ.	ADJ;GEN;FEM;SG	ADJ
sądowej	ناقدانہ.	sądowy	ناقدانہ.	ADJ;GEN;FEM;SG	ADJ
premierze	اوّلین	premierz	اوّلین		
metalowe	دھاتی	metalowy	دھاتی	ADJ;NOM;NEUT;SG	ADJ
metalowe	دھاتی	metalowy	دھاتی	ADJ;NOM;NEUT;SG	ADJ
formalne	ظاہری	formalny	ظاہری	ADJ;NOM;NEUT;SG	ADJ
formalne	واضح	formalny	واضح	ADJ;NOM;NEUT;SG	ADJ
formalne	اصولی	formalny	اصولی	ADJ;NOM;NEUT;SG	ADJ
formalne	رسمی	formalny	رسمی	ADJ;NOM;NEUT;SG	ADJ
formalne	ظاہری	formalny	ظاہری	ADJ;NOM;NEUT;SG	ADJ
formalne	واضح	formalny	واضح	ADJ;NOM;NEUT;SG	ADJ
formalne	اصولی	formalny	اصولی	ADJ;NOM;NEUT;SG	ADJ
rów	نالہ	rów	نالہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rów	نالی	rów	نالی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
rów	خندق	rów	خندق	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rów	نالہ	rów	نالہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rów	نالی	rów	نالی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
edukacyjnych	تعلیمی	edukacyjny	تعلیمی	ADJ;GEN;MASC;PL	ADJ
pokaz	کاروبار	pokaz	کاروبار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pokaz	تصویر	pokaz	تصویر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pokaz	کاروبار	pokaz	کاروبار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pokaz	کھیل	pokaz	کھیل	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pokaz	تصویر	pokaz	تصویر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
substancja	دولت	substancja	دولت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
substancja	دولت	substancja	دولت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
substancja	ذات	substancja	ذات	N;NOM;FEM;SG	N;NOM;FEM;SG;3
polowanie	سراسیمہ	polować	سراسیمہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
grunt	کارروائی	grunt	کارروائی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
grunt	میدان	grunt	میدان	N;NOM;MASC;SG	N;NOM;MASC;SG;3
grunt	مٹی	grunt	مٹی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
grunt	غرض	grunt	غرض	N;NOM;MASC;SG	N;NOM;MASC;SG;3
grunt	کارروائی	grunt	کارروائی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
grunt	میدان	grunt	میدان	N;NOM;MASC;SG	N;NOM;MASC;SG;3
grunt	مٹی	grunt	مٹی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
grunt	غرض	grunt	غرض	N;NOM;MASC;SG	N;NOM;MASC;SG;3
czoło	گھاٹی	czoło	گھاٹی	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
czoło	گھاٹی	czoło	گھاٹی	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
czoło	پیشانی	czoło	پیشانی	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
budować	جوڑنا	budować	جوڑ	V;IPFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
budować	بڑھانا	budować	بڑھا	V;IPFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
budować	جوڑنا	budować	جوڑ	V;IPFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
budować	بڑھانا	budować	بڑھا	V;IPFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
budować	بنانا	budować	بنا	V;IPFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
wznowienie	بازیافت	wznowienie	بازیافت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
mineralnych	معدنی	mineralny	معدنی	ADJ;GEN;MASC;PL	ADJ
silna	حاوی	silny	حاوی	ADJ;NOM;FEM;SG	ADJ
silna	واضح	silny	واضح	ADJ;NOM;FEM;SG	ADJ
silna	متحد	silny	متحد	ADJ;NOM;FEM;SG	ADJ
silna	حاوی	silny	حاوی	ADJ;NOM;FEM;SG	ADJ
silna	واضح	silny	واضح	ADJ;NOM;FEM;SG	ADJ
silna	مضبوط	silny	مضبوط	ADJ;NOM;FEM;SG	ADJ
silna	متحد	silny	متحد	ADJ;NOM;FEM;SG	ADJ
żółta	بزدلانہ.	żółta	بزدلانہ.	ADJ;NOM;FEM;SG	ADJ
żółta	بزدلانہ.	żółta	بزدلانہ.	ADJ;NOM;FEM;SG	ADJ
niechęć	تردد	niechęć	تردد	N;NOM;FEM;SG	N;NOM;MASC;SG;3
niechęć	کراہت	niechęć	کراہت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
pieczęć	قسم	pieczęć	قسم	N;NOM;FEM;SG	N;NOM;MASC;SG;3
żywność	خوراک	żywność	خوراک	N;NOM;FEM;SG	N;NOM;FEM;SG;3
żywność	غذا	żywność	غذا	N;NOM;FEM;SG	N;NOM;FEM;SG;3
szara	فاختئی	szara	فاختئی	ADJ;NOM;FEM;SG	ADJ
szara	فاختئی	szara	فاختئی	ADJ;NOM;FEM;SG	ADJ
wirusa	بِس	wirus	بِس		
wirusa	ذعافہ	wirus	ذعافہ		
demon	ظالم	demon	ظالم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
demon	شیطان	demon	شیطان	N;NOM;MASC;SG	N;NOM;MASC;SG;3
opieka	for	opieka	for		
odbicie	اشعاع	odbić	اشعاع	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
odbicie	پرتو	odbić	پرتو	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
roczne	سالانہ	roczny	سالانہ	ADJ;NOM;NEUT;SG	ADJ
niezgodne	متناقض.	niezgodny	متناقض.	ADJ;NOM;NEUT;SG	ADJ
demokracja	جمہوریت	demokracja	جمہوریت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kształcenie	تربیت	kształcenie	تربیت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
kształcenie	مشق	kształcenie	مشق	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
instrukcja	تعلیم	instrukcja	تعلیم	N;NOM;FEM;SG	N;NOM;FEM;SG;3
ostateczna	بُنیادی	ostateczny	بُنیادی	ADJ;NOM;FEM;SG	ADJ
ostateczna	آخری	ostateczny	آخری	ADJ;NOM;FEM;SG	ADJ
ostateczna	اساسی	ostateczny	اساسی	ADJ;NOM;FEM;SG	ADJ
wydobycie	منبع	wydobyć	منبع	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
wydobycie	نسل	wydobyć	نسل	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
wydobycie	ماخذ	wydobyć	ماخذ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
wydobycie	اخذ	wydobyć	اخذ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
wydobycie	منبع	wydobyć	منبع	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
wydobycie	نسل	wydobyć	نسل	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
wydobycie	کشید	wydobyć	کشید	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
wydobycie	ماخذ	wydobyć	ماخذ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
krawędź	براقی	krawędź	براقی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
dzienna	مستقل	dzienny	مستقل	ADJ;NOM;FEM;SG	ADJ
dzienna	متواتر	dzienny	متواتر	ADJ;NOM;FEM;SG	ADJ
rocznica	برسی	rocznica	برسی	N;NOM;FEM;SG	N;NOM;FEM;SG;3
rocznica	سالگرہ	rocznica	سالگرہ	N;NOM;FEM;SG	N;NOM;FEM;SG;3
uzupełniające	امدادی	uzupełniać	امدادی	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT	ADJ
uzupełniające	تکمیلی	uzupełniać	تکمیلی	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT	ADJ
uzupełniające	متلازم.	uzupełniać	متلازم.	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT	ADJ
zasadnicze	لازم	zasadniczy	لازم		
intensywne	زوردار	intensywny	زوردار	ADJ;NOM;NEUT;SG	ADJ
intensywne	پُرزور	intensywny	پُرزور	ADJ;NOM;NEUT;SG	ADJ
intensywne	قوی	intensywny	قوی	ADJ;NOM;NEUT;SG	ADJ
intensywne	پُرزور	intensywny	پُرزور	ADJ;NOM;NEUT;SG	ADJ
intensywne	قوی	intensywny	قوی	ADJ;NOM;NEUT;SG	ADJ
intensywne	شدید	intensywny	شدید	ADJ;NOM;NEUT;SG	ADJ
zwolnienie	برخاستگی	zwolnienie	برخاستگی	N;NOM;NEUT;SG;V.MSDR	N;NOM;MASC;SG;3
zwolnienie	استثنأ	zwolnienie	استثنأ	N;NOM;NEUT;SG;V.MSDR	N;NOM;MASC;SG;3
zwolnienie	معافی	zwolnienie	معافی	N;NOM;NEUT;SG;V.MSDR	N;NOM;MASC;SG;3
niebieskich	ربّانی	niebieski	ربّانی	ADJ;GEN;MASC;PL	ADJ
niebieskich	ربّانی	niebieski	ربّانی	ADJ;GEN;MASC;PL	ADJ
ciecz	متغیر	ciecz	متغیر	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ciecz	متغیر	ciecz	متغیر	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ciecz	ہائڈروجن	ciecz	ہائڈروجن	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ciecz	ہائڈروجن	ciecz	ہائڈروجن	N;NOM;FEM;SG	N;NOM;MASC;SG;3
różnorodność	تنوع	różnorodność	تنوع	N;NOM;FEM;SG	N;NOM;MASC;SG;3
różnorodność	تنوع	różnorodność	تنوع	N;NOM;FEM;SG	N;NOM;MASC;SG;3
przeżycia	شے	przeżycie	شے	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
przeżycia	عمل	przeżycie	عمل	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
wujek	چچا	wujek	چچا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ogrodzenie	احاطہ	ogrodzenie	احاطہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
demokratyczne	جمہوری	demokratyczny	جمہوری	ADJ;NOM;NEUT;SG	ADJ
czasowe	عبوری	czasowy	عبوری	ADJ;NOM;NEUT;SG	ADJ
czasowe	عارضی	czasowy	عارضی	ADJ;NOM;NEUT;SG	ADJ
ręka	to	ręka	to		
ręka	عقرب.	ręka	عقرب.		
nosić	پہنچانا	nosić	پہنچ	V;IPFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
nosić	اوڑھنا	nosić	اوڑھنا	V;IPFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
nosić	اوڑھنا	nosić	اوڑھنا	V;IPFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
nosić	پہننا	nosić	پہن	V;IPFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
ace	یکہ	acen	یکہ		
istota	خلاصہ	istota	خلاصہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
istota	خلاصہ	istota	خلاصہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
istota	خلاصہ	istota	خلاصہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
istota	تخلیق.	istota	تخلیق.	N;NOM;FEM;SG	N;NOM;MASC;SG;3
pusty	خالی	pusty	خالی	ADJ;NOM;MASC;SG	ADJ
pusty	یکسر	pusty	یکسر	ADJ;NOM;MASC;SG	ADJ
autorytet	مختارکاری.	autorytet	مختارکاری.	N;NOM;MASC;SG	N;NOM;MASC;SG;3
codzienne	معمولی	codzienny	معمولی	ADJ;NOM;NEUT;SG	ADJ
codzienne	مستقل	codzienny	مستقل	ADJ;NOM;NEUT;SG	ADJ
codzienne	متواتر	codzienny	متواتر	ADJ;NOM;NEUT;SG	ADJ
zezwolenie	اجازت	zezwolenie	اجازت	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
zezwolenie	رخصت	zezwolenie	رخصت	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
świadek	گواہی	świadek	گواہی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
świadek	شہادت	świadek	شہادت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
świadek	گواہی	świadek	گواہی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
świadek	گواہ	świadek	گواہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
przeczytaj	جانچنا	przeczytać	جانچ	V;PFV;IMP;SG;2;FIN;ACT	V;MASC;SG;NFIN;ACT
przeczytaj	بھانپنا	przeczytać	بھانپنا	V;PFV;IMP;SG;2;FIN;ACT	V;SG;NFIN;ACT
gore	کلی.	gor	کلی.		
właściwa	مناسب	właściwy	مناسب	ADJ;NOM;FEM;SG	ADJ
właściwa	مہذب	właściwy	مہذب	ADJ;NOM;FEM;SG	ADJ
właściwa	عمدہ	właściwy	عمدہ	ADJ;NOM;FEM;SG	ADJ
aktywna	مشغول	aktywny	مشغول	ADJ;NOM;FEM;SG	ADJ
aktywna	فعال	aktywny	فعال	ADJ;NOM;FEM;SG	ADJ
aktywna	بانی	aktywny	بانی	ADJ;NOM;FEM;SG	ADJ
aktywna	مستعد	aktywny	مستعد	ADJ;NOM;FEM;SG	ADJ
diabeł	شخص	diabeł	شخص	N;NOM;MASC;SG	N;NOM;MASC;SG;3
diabeł	شر	diabeł	شر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
konieczny	جبری	konieczny	جبری	ADJ;NOM;MASC;SG	ADJ
konieczny	لازمی	konieczny	لازمی	ADJ;NOM;MASC;SG	ADJ
radość	تسلی	radość	تسلی	N;NOM;FEM;SG	N;NOM;FEM;SG;3
radość	تسلی	radość	تسلی	N;NOM;FEM;SG	N;NOM;FEM;SG;3
heat	تپ	heat	تپ		
heat	غضب.	heat	غضب.		
heat	تپ	heat	تپ		
heat	غضب.	heat	غضب.		
dziedziniec	چوک	dziedziniec	چوک	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zło	بد.	zło	بد.		
zło	قبح.	zło	قبح.		
zło	بد.	zło	بد.		
zło	قبح.	zło	قبح.		
niższy	نچلا	nisszyć	نچل	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;MASC;SG
niższy	نچلا	nisszyć	نچل	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;MASC;SG
niższy	زیریں	nisszyć	زیر	ADJ;NOM;CMPR;MASC;SG	ADJ
grube	دبیز	gruby	دبیز		
aktualizacja	رتبہ	aktualizacja	رتبہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
aktualizacja	درجہ	aktualizacja	درجہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
klęska	مصیبت	klęski	مصیبت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
klęska	شکست	klęski	شکست	N;NOM;FEM;SG	N;NOM;FEM;SG;3
klęska	شکست	klęski	شکست	N;NOM;FEM;SG	N;NOM;FEM;SG;3
sektor	معاشرے	sektor	معاشرہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dopuszczalne	کافی	dopuśzczalny	کافی	ADJ;NOM;NEUT;SG	ADJ
dopuszczalne	جائز	dopuśzczalny	جائز	ADJ;NOM;NEUT;SG	ADJ
sztuczny	ظاہری	sztuczny	ظاہری	ADJ;NOM;MASC;SG	ADJ
sztuczny	ظاہری	sztuczny	ظاہری	ADJ;NOM;MASC;SG	ADJ
sztuczny	نقلی	sztuczny	نقلی	ADJ;NOM;MASC;SG	ADJ
specyficzne	واضح	specyficzny	واضح	ADJ;NOM;NEUT;SG	ADJ
spalania	احتراق	spalać	احتراق	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
rally	to	rall	to		
ustanowienie	تشکیل	ustanowienie	تشکیل	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
ustanowienie	تاسیس	ustanowienie	تاسیس	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
cud	معجزہ	cud	معجزہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ustawienie	موقع	ustawić	موقع	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
ustawienie	محل	ustawić	محل	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
ustawienie	ماحول	ustawić	ماحول	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
mniejszość	مذہب	mniejszość	مذہب	N;NOM;FEM;SG	N;NOM;MASC;SG;3
hook	جال.	hook	جال.		
mina	(	mina	(		
zróżnicowanie	تفریق	zróżnicowanie	تفریق	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zróżnicowanie	امتیاز	zróżnicowanie	امتیاز	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zróżnicowanie	توسیع	zróżnicowanie	توسیع	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zróżnicowanie	تنوع	zróżnicowanie	تنوع	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zróżnicowanie	تمیزی	zróżnicowanie	تمیزی	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zróżnicowanie	تنوع	zróżnicowanie	تنوع	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
niepożądane	دشمنانہ.	niepożądany	دشمنانہ.	ADJ;NOM;NEUT;SG	ADJ
niepożądane	غیرمطلوبہ	niepożądany	غیرمطلوبہ	ADJ;NOM;NEUT;SG	ADJ
modernizacja	رتبہ	modernizacja	رتبہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
modernizacja	درجہ	modernizacja	درجہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
spisek	خاکہ	spisek	خاکہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
spisek	سازش	spisek	سازش	N;NOM;MASC;SG	N;NOM;FEM;SG;3
spisek	ڈرامے	spisek	ڈرامہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
spisek	سازش	spisek	سازش	N;NOM;MASC;SG	N;NOM;FEM;SG;3
dominującą	حاوی	dominować	حاوی	ADJ;IPFV;ACC;FEM;SG;POS;V.PTCP;ACT	ADJ
dominującą	نمایاں	dominować	نمایاں	ADJ;IPFV;ACC;FEM;SG;POS;V.PTCP;ACT	ADJ
opiekun	محافظ	opiekun	محافظ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
opiekun	محافظ	opiekun	محافظ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
opiekun	محافظ	opiekun	محافظ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
opiekun	مدافعت	opiekun	مدافعت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
czyste	صاف	czysty	صاف	ADJ;NOM;NEUT;SG	ADJ
czyste	فحاشی	czysty	فحاشی	ADJ;NOM;NEUT;SG	ADJ
czyste	ستھرائی	czysty	ستھرائی	ADJ;NOM;NEUT;SG	ADJ
czyste	ہموار	czysty	ہموار	ADJ;NOM;NEUT;SG	ADJ
czyste	واضح	czysty	واضح	ADJ;NOM;NEUT;SG	ADJ
czyste	تیز	czysty	تیز	ADJ;NOM;NEUT;SG	ADJ
czyste	مکمل	czysty	مکمل	ADJ;NOM;NEUT;SG	ADJ
czyste	تازہ	czysty	تازہ	ADJ;NOM;NEUT;SG	ADJ
żywy	قوی.	żywy	قوی.		
transmisja	ترسیل	transmisja	ترسیل	N;NOM;FEM;SG	N;NOM;MASC;SG;3
zabawa	تفریح	zabawa	تفریح	N;NOM;FEM;SG	N;NOM;MASC;SG;3
interesujące	دلچسپ	interesujący	دلچسپ	ADJ;NOM;NEUT;SG	ADJ
udane	کامیاب	udać	کامیاب	ADJ;NOM;NEUT;SG	ADJ
zmniejszyć	گھٹانا	zmniejszyć	گھٹا	V;PFV;NFIN;ACT	V;SG;NFIN;ACT
trust	آس.	trust	آس.		
trust	آس.	trust	آس.		
korzystne	موزوں	korzystny	موزوں	ADJ;NOM;NEUT;SG	ADJ
korzystne	موافق	korzystny	موافق	ADJ;NOM;NEUT;SG	ADJ
korzystne	مثبت	korzystny	مثبت	ADJ;NOM;NEUT;SG	ADJ
korzystne	متفق	korzystny	متفق	ADJ;NOM;NEUT;SG	ADJ
korzystne	مفید	korzystny	مفید	ADJ;NOM;NEUT;SG	ADJ
korzystne	مفید	korzystny	مفید	ADJ;NOM;NEUT;SG	ADJ
jasny	روشن	jasny	روشن	ADJ;NOM;MASC;SG	ADJ
jasny	ذہین	jasny	ذہین	ADJ;NOM;MASC;SG	ADJ
wzajemne	مشترک.	wzajemny	مشترک.	ADJ;NOM;NEUT;SG	ADJ
wzajemne	باہمی	wzajemny	باہمی	ADJ;NOM;NEUT;SG	ADJ
wzajemne	مشترک.	wzajemny	مشترک.	ADJ;NOM;NEUT;SG	ADJ
wzajemne	جوابی	wzajemny	جوابی	ADJ;NOM;NEUT;SG	ADJ
wzajemne	تکمیلی	wzajemny	تکمیلی	ADJ;NOM;NEUT;SG	ADJ
wzajemne	جوابی	wzajemny	جوابی	ADJ;NOM;NEUT;SG	ADJ
wzajemne	تکمیلی	wzajemny	تکمیلی	ADJ;NOM;NEUT;SG	ADJ
wzajemne	باہمی	wzajemny	باہمی	ADJ;NOM;NEUT;SG	ADJ
brzuch	تکرار	brzuch	تکرار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
brzuch	خطرے	brzuch	خطرہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
brzuch	رحم	brzuch	رحم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
brzuch	رحم	brzuch	رحم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
klon	سیب	klon	سیب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
klon	رونق	klon	رونق	N;NOM;MASC;SG	N;NOM;MASC;SG;3
standardowy	رائج	standardowy	رائج	ADJ;NOM;MASC;SG	ADJ
standardowy	عام	standardowy	عام	ADJ;NOM;MASC;SG	ADJ
gniew	غصہ	gniew	غصہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
gniew	قہر	gniew	قہر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
gniew	جنگ	gniew	جنگ	N;NOM;MASC;SG	N;NOM;FEM;SG;3
gniew	طیش	gniew	طیش	N;NOM;MASC;SG	N;NOM;MASC;SG;3
słaba	نازک	słaby	نازک	ADJ;NOM;FEM;SG	ADJ
słaba	کمزور	słaby	کمزور	ADJ;NOM;FEM;SG	ADJ
słaba	نازک	słaby	نازک	ADJ;NOM;FEM;SG	ADJ
słaba	ناتواں	słaby	ناتواں	ADJ;NOM;FEM;SG	ADJ
dołączyć	باندھنا	dołączyć	باندھنا	V;PFV;NFIN;ACT	V;NFIN;ACT
dołączyć	رکھنا	dołączyć	رکھ	V;PFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
dołączyć	سونپنا	dołączyć	سونپ	V;PFV;NFIN;ACT	V;NFIN;ACT
dołączyć	دینا	dołączyć	دے	V;PFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
dołączyć	بخشنا	dołączyć	بخشنا	V;PFV;NFIN;ACT	V;SG;ACT
dołączyć	لگانا	dołączyć	لگا	V;PFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
dołączyć	جوڑنا	dołączyć	جوڑ	V;PFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
dołączyć	باندھنا	dołączyć	باندھنا	V;PFV;NFIN;ACT	V;NFIN;ACT
dołączyć	رکھنا	dołączyć	رکھ	V;PFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
dołączyć	سونپنا	dołączyć	سونپ	V;PFV;NFIN;ACT	V;NFIN;ACT
dołączyć	دینا	dołączyć	دے	V;PFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
dołączyć	بخشنا	dołączyć	بخشنا	V;PFV;NFIN;ACT	V;SG;ACT
ziarna	لون.	ziarny	لون.		
czytaj	جانچنا	czytać	جانچ	V;IPFV;IMP;SG;2;FIN;ACT	V;MASC;SG;NFIN;ACT
czytaj	بھانپنا	czytać	بھانپنا	V;IPFV;IMP;SG;2;FIN;ACT	V;SG;NFIN;ACT
pełnomocnik	نیابت	pełnomocnik	نیابت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
unikać	بچنا	unikać	بچ	V;IPFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
naga	(	nagi	(		
naga	کھلا.	nagi	کھلا.		
naga	(	nagi	(		
naga	کھلا.	nagi	کھلا.		
horse	تصوی	horse	تصوی		
horse	تصوی	horse	تصوی		
podkreślić	جتانا	podkreślić	جتا	V;PFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
zebrać	پانا	zebrać	پانا	V;PFV;NFIN;ACT	V;SG;NFIN;ACT
ołowiu	رصاص	ołowiek	رصاص		
