keris	kris	keris	kris	N	N;MASC+FEM;SG
kaset	bandjes	kaset	band	N	N;PL
kaset	tapes	kaset	tape	N	N;PL
kaset	banden	kaset	band	N	N;PL
biarawan	monnik	biarawan	monnik	N	N;MASC+FEM;SG
biarawan	monk	biarawan	monken	N	N;MASC+FEM;SG
biarawan	monniken	biarawan	monniken	N	N;PL
dipecat	geplunderd	dipecat	plunderen	V;SG;PASS	V;V.PTCP
dipecat	ontslagen	dipecat	ontslaan	V;SG;PASS	V;V.PTCP
celana	ondergoed	celana	ondergoed	N;SG	N;NEUT;SG
celana	onderbroek	celana	onderbroek	N;SG	N;MASC+FEM;SG
celana	broek	celana	broek	N;SG	N;MASC+FEM;SG
celana	broek	celana	broek	N;SG	N;MASC+FEM;SG
pemberi	gever	penberi	gever	N;SG	N;MASC+FEM;SG
memulihkan	herstellende	menpulihkan	herstellen	V;SG;ACT	V;V.PTCP
memulihkan	herstelt	menpulihkan	herstellen	V;SG;ACT	V;SG;PRS;FIN
memulihkan	gerestaureerde	menpulihkan	restaureren	V;SG;ACT	V;V.PTCP
memulihkan	gerestaureerd	menpulihkan	restaureren	V;SG;ACT	V;V.PTCP
memulihkan	hersteld	menpulihkan	herstellen	V;SG;ACT	V;V.PTCP
memulihkan	herstellen	menpulihkan	herstellen	V;SG;ACT	V;NFIN
memulihkan	restaureren	menpulihkan	restaureren	V;SG;ACT	V;NFIN
memulihkan	herstellen	menpulihkan	herstellen	V;SG;ACT	V;NFIN
pemindahan	verplaatsing	penpindahan	verplaatsing	N;SG	N;MASC+FEM;SG
bing	bing	bing	bingen	N	N;MASC+FEM;SG
bubuk	kruit	bubuk	kruit	N;SG	N;NEUT;SG
bubuk	poeder	bubuk	poeder	N;SG	N;NEUT;SG
bubuk	poeder	bubuk	poeder	N;SG	N;NEUT;SG
pembacaan	lectuur	penbacaan	lectuur	N;SG	N;MASC+FEM;SG
pembacaan	reading	penbacaan	reading	N;SG	N;MASC+FEM;SG
pembacaan	lezing	penbacaan	lezing	N;SG	N;MASC+FEM;SG
keperawatan	verpleging	keperawatan	verpleging	N;SG	N;MASC+FEM;SG
jurnalistik	journalistiek	jurnalistik	journalistiek	N;SG	N;MASC+FEM;SG
kelinci	haas	kelinci	haas	N	N;MASC+FEM;SG
kelinci	konijnen	kelinci	konijn	N	N;PL
kelinci	konijntje	kelinci	konijn	N	N;NEUT;SG
kelinci	bunny	kelinci	bunny	N	N;MASC+FEM;SG
kelinci	konijntje	kelinci	konijn	N	N;NEUT;SG
kelinci	konijnen	kelinci	konijn	N	N;PL
kelinci	konijn	kelinci	konijn	N	N;NEUT;SG
nasionalisme	nationalisme	nasionalisme	nationalisme	N;SG	N;NEUT;SG
implementasi	uitvoering	implementasi	uitvoering	N;SG	N;MASC+FEM;SG
implementasi	tenuitvoerlegging	implementasi	tenuitvoerlegging	N;SG	N;MASC+FEM;SG
implementasi	implementatie	implementasi	implementatie	N;SG	N;MASC+FEM;SG
penempatan	plaatsing	pentempatan	plaatsing	N;SG	N;MASC+FEM;SG
disambut	toegejuicht	disambut	toejuichen	V;SG;PASS	V;V.PTCP
disambut	verwelkomd	disambut	verwelkomen	V;SG;PASS	V;V.PTCP
disambut	verwelkomde	disambut	verwelkomen	V;SG;PASS	V;SG;PST;FIN
disambut	begroet	disambut	begroeten	V;SG;PASS	V;V.PTCP
terkuat	sterkst	terkuat	sterk	ADJ;RL;SG	ADJ;RL
terkuat	sterkste	terkuat	sterk	ADJ;RL;SG	ADJ;RL
terkuat	machtigste	terkuat	machtig	ADJ;RL;SG	ADJ;RL
peresmian	inauguratie	peresmian	inauguratie	N;SG	N;MASC+FEM;SG
diketuai	voorgezeten	diketuai	voorzeten	V;SG;PASS	V;V.PTCP
katak	pad	katak	pad	N;SG	N;NEUT;SG
katak	kikker	katak	kikker	N;SG	N;MASC+FEM;SG
menghukum	bestraffen	menhukum	bestraffen	V;SG;ACT	V;NFIN
menghukum	straft	menhukum	straft	V;SG;ACT	V;SG;PRS;FIN
menghukum	bestraffen	menhukum	bestraffen	V;SG;ACT	V;NFIN
imigrasi	immigratie	imigrasi	immigratie	N;SG	N;MASC+FEM;SG
imigrasi	immigratiedienst	imigrasi	immigratiedienst	N;SG	N;MASC+FEM;SG
drastis	drastisch	drastis	drastisch	ADJ;SG	ADJ
drastis	drastische	drastis	drastisch	ADJ;SG	ADJ
drastis	drastisch	drastis	drastisch	ADJ;SG	ADJ
prototipe	prototype	prototipe	prototype	N;SG	N;NEUT;SG
subyek	onderdanen	subyek	onderdaan	N	N;PL
subyek	onderwerpen	subyek	onderwerp	N	N;PL
subyek	vakken	subyek	vak	N	N;PL
subyek	onderwerp	subyek	onderwerp	N	N;NEUT;SG
subyek	proefpersoon	subyek	proefpersoon	N	N;MASC+FEM;SG
subyek	subject	subyek	subject	N	N;NEUT;SG
sukarela	vrijwilligerswerk	sukarela	vrijwilligerswerk	N;SG	N;NEUT;SG
kolektif	collectief	kolektif	collectief	ADJ	ADJ
kolektif	collectief	kolektif	collectief	ADJ	ADJ
kolektif	collectieve	kolektif	collectief	ADJ	ADJ
dynamo	dynamo	dynamo	dynamo	N;SG	N;MASC+FEM;SG
meniru	imiteren	mentiru	imiteren	V;SG;ACT	V;NFIN
ester	ester	ester	ester	N	N;MASC+FEM;SG
ester	esther	ester	esther	N	N;MASC+FEM;SG
nyonya	mevrouw	nyonya	mevrouw	N	N;MASC+FEM;SG
nyonya	minnares	nyonya	minnare	N	N;MASC+FEM;SG
nyonya	meesteres	nyonya	meesteres	N	N;MASC+FEM;SG
nyonya	lady	nyonya	lady	N	N;MASC+FEM;SG
nyonya	vrouwe	nyonya	vrouw	N	N;MASC+FEM;SG
nyonya	dame	nyonya	dame	N	N;MASC+FEM;SG
oksida	oxide	oksida	oxide	N;SG	N;NEUT;SG
hobi	hobby	hobi	hobby	N;SG	N;MASC+FEM;SG
rotasi	rotatie	rotasi	rotatie	N	N;MASC+FEM;SG
jamaika	jamaica	jamaika	jamaica	N;SG	N;NEUT;SG
balasan	antwoord	balasan	antwoord	N;SG;ACT	N;NEUT;SG
undian	loterij	undian	loterij	N;SG	N;MASC+FEM;SG
undian	lotto	undian	lotto	N;SG	N;MASC+FEM;SG
penguasaan	bezetenheid	penkuasaan	bezetenheid	N;SG	N;MASC+FEM;SG
gantung	ophanging	gantung	ophanging	N;SG	N;MASC+FEM;SG
prioritas	prioriteit	prioritas	prioriteit	N;SG	N;MASC+FEM;SG
prioritas	voorrang	prioritas	voorrang	N;SG	N;MASC+FEM;SG
dihilangkan	weggelaten	dihilangkan	weglaten	V;SG;PASS	V;V.PTCP
dihilangkan	weglaten	dihilangkan	weglaten	V;SG;PASS	V;NFIN
dihilangkan	geëlimineerd	dihilangkan	elimineren	V;SG;PASS	V;V.PTCP
penerjemah	tolk	penterjemah	tolk	N;SG	N;MASC+FEM;SG
penerjemah	vertaler	penterjemah	vertaler	N;SG	N;MASC+FEM;SG
penerjemah	tolk	penterjemah	tolk	N;SG	N;MASC+FEM;SG
penerjemah	vertaler	penterjemah	vertaler	N;SG	N;MASC+FEM;SG
mahabharata	mahabharata	mahabharata	mahabharata	N	N;MASC+FEM;SG
performa	prestatie	performa	prestatie	N;SG	N;MASC+FEM;SG
persentase	percentage	persentase	percentage	N;SG	N;NEUT;SG
menimpa	overschrijven	mentimpa	overschrijven	V;SG;ACT	V;NFIN
menimpa	overschrijven	mentimpa	overschrijven	V;SG;ACT	V;NFIN
strip	stroken	strip	strook	N	N;PL
strip	strip	strip	strip	N	N;MASC+FEM;SG
marx	marx	marx	marx	N	N;MASC+FEM;SG
champion	kampioen	champion	kampioen	N	N;MASC+FEM;SG
menggali	opgraven	mengali	opgraven	V;SG;ACT	V;NFIN
menggali	graven	mengali	graven	V;SG;ACT	V;NFIN
menggali	graven	mengali	graven	V;SG;ACT	V;NFIN
menggali	graaft	mengali	graaft	V;SG;ACT	V;SG;PRS;FIN
elektronika	elektronica	elektronika	elektronica	N	N;MASC+FEM;SG
elektronika	electronica	elektronika	electronica	N	N;MASC+FEM;SG
neutron	neutronen	neutron	neutron	N	N;PL
neutron	neutronen	neutron	neutron	N	N;PL
triliun	triljoen	triliun	triljoen	N;SG	N;NEUT;SG
sengketa	geschil	sengketa	geschil	N;SG	N;NEUT;SG
pengasingan	ballingschap	penasingan	ballingschap	N;SG	N;MASC+FEM;SG
pengasingan	verbanning	penasingan	verbanning	N;SG	N;MASC+FEM;SG
pengasingan	afzondering	penasingan	afzondering	N;SG	N;MASC+FEM;SG
liburan	feestdag	liburan	feestdag	N;SG	N;MASC+FEM;SG
liburan	vakantie	liburan	vakantie	N;SG	N;MASC+FEM;SG
liburan	vakantie	liburan	vakantie	N;SG	N;MASC+FEM;SG
liburan	vakantie	liburan	vakantie	N;SG	N;MASC+FEM;SG
separuh	half	separuh	half	ADJ;SG	ADJ
teras	terrasje	teras	terrasje	N;SG	N;NEUT;SG
teras	terras	teras	terras	N;SG	N;NEUT;SG
teras	patio	teras	patio	N;SG	N;MASC+FEM;SG
personil	personeel	personil	personeel	N;SG	N;NEUT;SG
acuan	referentie	acuan	referentie	N;SG	N;MASC+FEM;SG
acuan	verwijzing	acuan	verwijzing	N;SG	N;MASC+FEM;SG
rekomendasi	aanbeveling	rekomendasi	aanbeveling	N;SG	N;MASC+FEM;SG
pengadaan	aanbesteding	penadaan	aanbesteding	N;SG	N;MASC+FEM;SG
kisaran	bereik	kisaran	bereik	N;SG	N;NEUT;SG
bernomor	genummerd	bernomor	nummeren	V;SG;ACT	V;V.PTCP
bernomor	genummerde	bernomor	genummerd	V;SG;ACT	V;V.PTCP
imbang	gelijkspel	imbang	gelijkspel	N;SG	N;NEUT;SG
imbang	stropdas	imbang	stropdas	N;SG	N;MASC+FEM;SG
imbang	das	imbang	das	N;SG	N;MASC+FEM;SG
pembatasan	restrictie	penbatasan	restrictie	N;SG	N;MASC+FEM;SG
pembatasan	beperking	penbatasan	beperking	N;SG	N;MASC+FEM;SG
perorangan	individu	perorangan	individu	N;SG	N;NEUT;SG
nubuat	profetieën	nubuat	profetieën	N	N;PL
nubuat	profetie	nubuat	profetie	N	N;MASC+FEM;SG
nubuat	voorspelling	nubuat	voorspelling	N	N;MASC+FEM;SG
soto	soto	soto	soto	N	N;MASC+FEM;SG
penanda	marker	pentanda	marker	N;SG	N;MASC+FEM;SG
penanda	markering	pentanda	markering	N;SG	N;MASC+FEM;SG
penanda	stift	pentanda	stift	N;SG	N;NEUT;SG
penanda	ticker	pentanda	ticker	N;SG	N;MASC+FEM;SG
menyembunyikan	verborg	mensembunyikan	verborg	V;SG;ACT	V;SG;PST;FIN
menyembunyikan	verstoppen	mensembunyikan	verstoppen	V;SG;ACT	V;NFIN
menyembunyikan	verbergen	mensembunyikan	verbergen	V;SG;ACT	V;NFIN
menyembunyikan	verberg	mensembunyikan	verberg	V;SG;ACT	V;SG;PRS;FIN
menyembunyikan	verbergt	mensembunyikan	verbergen	V;SG;ACT	V;SG;PRS;FIN
menyembunyikan	verstoppen	mensembunyikan	verstoppen	V;SG;ACT	V;NFIN
menyembunyikan	verbergen	mensembunyikan	verbergen	V;SG;ACT	V;NFIN
dongeng	verhaal	dongeng	verhaal	N;SG	N;NEUT;SG
dongeng	sprookje	dongeng	sprookje	N;SG	N;NEUT;SG
aroma	aroma	aroma	aroma	N;SG	N;NEUT;SG
aroma	geur	aroma	geur	N;SG	N;MASC+FEM;SG
penggantian	vervanging	pengantian	vervanging	N;SG	N;MASC+FEM;SG
penggantian	substitutie	pengantian	substitutie	N;SG	N;MASC+FEM;SG
penggantian	vervanging	pengantian	vervanging	N;SG	N;MASC+FEM;SG
penggantian	vervanger	pengantian	vervanger	N;SG	N;MASC+FEM;SG
menguji	testen	menkuji	testen	V;SG;ACT	V;NFIN
menguji	testen	menkuji	testen	V;SG;ACT	V;NFIN
suite	suite	suite	suite	N	N;MASC+FEM;SG
suite	suites	suite	suites	N	N;NEUT;SG
penggalian	opgraving	pengalian	opgraving	N;SG	N;MASC+FEM;SG
reputasi	reputatie	reputasi	reputatie	N;SG	N;MASC+FEM;SG
mengenali	herken	menkenali	herken	V;SG;ACT	V;PRS;FIN
mengenali	herkennen	menkenali	herkennen	V;SG;ACT	V;NFIN
mengenali	herken	menkenali	herken	V;SG;ACT	V;PRS;FIN
mengenali	erkennen	menkenali	erkennen	V;SG;ACT	V;NFIN
mengenali	herkennen	menkenali	herkennen	V;SG;ACT	V;NFIN
mengenali	herkende	menkenali	herken	V;SG;ACT	V;SG;PST;FIN
mengenali	erkende	menkenali	erkennen	V;SG;ACT	V;FIN
mengenali	herkend	menkenali	herkend	V;SG;ACT	V;V.PTCP
mengenali	erkend	menkenali	erkend	V;SG;ACT	V;V.PTCP
wawasan	inzicht	wawasan	inzicht	N;SG	N;NEUT;SG
keunikan	uniciteit	keunikan	uniciteit	N;SG	N;MASC+FEM;SG
asumsi	aanname	asumsi	aannaam	N;SG	N;MASC+FEM;SG
asumsi	veronderstelling	asumsi	veronderstelling	N;SG	N;MASC+FEM;SG
kiper	keeper	kiper	keeper	N;SG	N;MASC+FEM;SG
kiper	doelman	kiper	doelman	N;SG	N;MASC+FEM;SG
kiper	keeper	kiper	keeper	N;SG	N;MASC+FEM;SG
lancar	soepel	lancar	soepel	ADJ;SG	ADJ
lancar	gladde	lancar	glad	ADJ;SG	ADJ
lancar	glad	lancar	glad	ADJ;SG	ADJ
bengkel	werkplaats	bengkel	werkplaats	N;SG	N;MASC+FEM;SG
bengkel	workshop	bengkel	workshop	N;SG	N;MASC+FEM;SG
penawaran	deal	pentawaran	deal	N;SG	N;MASC+FEM;SG
penawaran	aanbod	pentawaran	aanbod	N;SG	N;NEUT;SG
penawaran	aanbieding	pentawaran	aanbieding	N;SG	N;MASC+FEM;SG
penawaran	bod	pentawaran	bod	N;SG	N;NEUT;SG
pengalihan	omleiding	penalihan	omleiding	N;SG	N;MASC+FEM;SG
pengalihan	afleiding	penalihan	afleiding	N;SG	N;MASC+FEM;SG
pengalihan	afleidingsmanoeuvre	penalihan	afleidingsmanoeuvre	N;SG	N;MASC+FEM;SG
pengalihan	omleiding	penalihan	omleiding	N;SG	N;MASC+FEM;SG
pengalihan	afleiding	penalihan	afleiding	N;SG	N;MASC+FEM;SG
kalsium	calcium	kalsium	calcium	N	N;MASC+FEM;SG
teror	terreur	teror	terreur	N;SG	N;MASC+FEM;SG
teror	verschrikking	teror	verschrikking	N;SG	N;MASC+FEM;SG
obligasi	binding	obligasi	binding	N;SG	N;MASC+FEM;SG
obligasi	obligatie	obligasi	obligatie	N;SG	N;MASC+FEM;SG
obligasi	bond	obligasi	bond	N;SG	N;MASC+FEM;SG
waralaba	franchise	waralaba	franchise	N;SG	N;MASC+FEM;SG
tingkah	gril	tingkah	gril	N;SG	N;MASC+FEM;SG
tingkah	gedrag	tingkah	gedrag	N;SG	N;NEUT;SG
ketahanan	uithoudingsvermogen	ketahanan	uithoudingsvermogen	N;SG	N;NEUT;SG
ketahanan	veerkracht	ketahanan	veerkracht	N;SG	N;MASC+FEM;SG
ketahanan	tegenstand	ketahanan	tegenstand	N;SG	N;MASC+FEM;SG
ketahanan	weerstand	ketahanan	weerstand	N;SG	N;MASC+FEM;SG
ketahanan	resistentie	ketahanan	resistentie	N;SG	N;MASC+FEM;SG
ketahanan	verzet	ketahanan	verzet	N;SG	N;NEUT;SG
beku	diepvries	beku	diepvrie	N;SG	N;MASC+FEM;SG
beku	glazuur	beku	glazuur	N;SG	N;NEUT;SG
beku	frost	beku	frost	N;SG	N;MASC+FEM;SG
beku	vorst	beku	vorst	N;SG	N;MASC+FEM;SG
desktop	bureaublad	desktop	bureaublad	N;SG	N;NEUT;SG
desktop	desktop	desktop	desktop	N;SG	N;MASC+FEM;SG
metabolisme	stofwisseling	metabolisme	stofwisseling	N;SG	N;MASC+FEM;SG
metabolisme	metabolisme	metabolisme	metabolisme	N;SG	N;NEUT;SG
mediawiki	mediawiki	mediawiki	mediawiki	N	N;MASC+FEM;SG
surel	mail	surel	mail	N	N;MASC+FEM;SG
surel	post	surel	post	N	N;MASC+FEM;SG
surel	emails	surel	email	N	N;PL
diakhiri	beëindigd	diakhiri	beëindigen	V;SG;PASS	V;V.PTCP
tren	trend	tren	trenden	N;SG	N;MASC+FEM;SG
tren	tendens	tren	tendens	N;SG	N;MASC+FEM;SG
perusak	vernietiger	penrusak	vernietig	N;SG	N;MASC+FEM;SG
perusak	destroyer	penrusak	destroyer	N;SG	N;MASC+FEM;SG
aluminium	aluminium	aluminium	aluminium	N;SG	N;NEUT;SG
aluminium	aluminium	aluminium	aluminium	N;SG	N;NEUT;SG
ranah	domeinen	ranah	domein	N	N;PL
ranah	domein	ranah	domein	N	N;NEUT;SG
natrium	natrium	natrium	natrium	N	N;NEUT;SG
terakreditasi	geaccrediteerde	terakreditasi	accrediteren	V;SG;PASS	V;V.PTCP
terakreditasi	geaccrediteerd	terakreditasi	accrediteren	V;SG;PASS	V;V.PTCP
banteng	stier	banteng	stier	N;SG	N;MASC+FEM;SG
banteng	bull	banteng	bull	N;SG	N;MASC+FEM;SG
turbin	turbine	turbin	turbine	N;SG	N;MASC+FEM;SG
kabin	hutten	kabin	hutten	N	N;PL
kabin	hut	kabin	hut	N	N;MASC+FEM;SG
kabin	kajuit	kabin	kajuit	N	N;MASC+FEM;SG
kabin	blokhut	kabin	blokhut	N	N;MASC+FEM;SG
kabin	cabine	kabin	cabine	N	N;MASC+FEM;SG
shogun	shogun	shogun	shogun	N	N;MASC+FEM;SG
gencatan	wapenstilstand	gencatan	wapenstilstand	N;SG	N;MASC+FEM;SG
terkandung	ingeperkt	terkandung	inperken	V;SG;PASS	V;V.PTCP
hyundai	hyundai	hyundai	hyundai	N	N;MASC+FEM;SG
daur	cyclus	daur	cyclus	N;SG	N;MASC+FEM;SG
daur	kringloop	daur	kringloop	N;SG	N;MASC+FEM;SG
komputasi	informatica	komputasi	informatica	N;SG	N;MASC+FEM;SG
piramida	piramide	piramida	piramide	N	N;MASC+FEM;SG
piramida	piramides	piramida	piramide	N	N;PL
piramida	piramiden	piramida	piramid	N	N;PL
semut	ant	semut	ant	N;SG	N;MASC+FEM;SG
semut	mier	semut	mier	N;SG	N;MASC+FEM;SG
bertenaga	aangedreven	bertenaga	aandrijven	V;SG;ACT	V;V.PTCP
mengamankan	beveiligen	menamankan	beveiligen	V;SG;ACT	V;NFIN
mengamankan	beveiligd	menamankan	beveiligen	V;SG;ACT	V;V.PTCP
mengamankan	beveiligen	menamankan	beveiligen	V;SG;ACT	V;NFIN
percetakan	drukwerk	percetakan	drukwerk	N;SG	N;NEUT;SG
percetakan	printer	percetakan	printer	N;SG	N;MASC+FEM;SG
denominasi	denominatie	denominasi	denominatie	N;SG	N;MASC+FEM;SG
motivasi	motivatie	motivasi	motivatie	N;SG	N;MASC+FEM;SG
kas	cash	kas	cash	N;SG	N;MASC+FEM;SG
teknisi	technicus	teknisi	technicus	N;SG	N;MASC+FEM;SG
teknisi	engineer	teknisi	engineer	N;SG	N;MASC+FEM;SG
teknisi	technicus	teknisi	technicus	N;SG	N;MASC+FEM;SG
teknisi	ingenieur	teknisi	ingenieur	N;SG	N;MASC+FEM;SG
indikator	indicator	indikator	indicator	N;SG	N;MASC+FEM;SG
indikator	indicatie	indikator	indicatie	N;SG	N;MASC+FEM;SG
helium	helium	helium	helium	N	N;NEUT;SG
kemarahan	boosheid	kemarahan	boosheid	N;SG	N;MASC+FEM;SG
kemarahan	kwaadheid	kemarahan	kwaadheid	N;SG	N;MASC+FEM;SG
kemarahan	toorn	kemarahan	toorn	N;SG	N;MASC+FEM;SG
kemarahan	woede	kemarahan	woede	N;SG	N;MASC+FEM;SG
kemarahan	fury	kemarahan	fury	N;SG	N;MASC+FEM;SG
kemarahan	razernij	kemarahan	razernij	N;SG	N;MASC+FEM;SG
kemarahan	verontwaardiging	kemarahan	verontwaardiging	N;SG	N;MASC+FEM;SG
kemarahan	razernij	kemarahan	razernij	N;SG	N;MASC+FEM;SG
kemarahan	rage	kemarahan	rage	N;SG	N;MASC+FEM;SG
kemarahan	woede	kemarahan	woede	N;SG	N;MASC+FEM;SG
notaris	notaris	notaris	notaris	N	N;MASC+FEM;SG
pembeli	afnemer	penbeli	afnemer	N;SG	N;MASC+FEM;SG
pembeli	koper	penbeli	koper	N;SG	N;MASC+FEM;SG
mengobati	behandelen	menobati	behandelen	V;SG;ACT	V;NFIN
mengobati	behandelen	menobati	behandelen	V;SG;ACT	V;NFIN
mengobati	behandel	menobati	behandelen	V;SG;ACT	V;SG;PRS;FIN
sunting	edit	sunting	edit	N	N;MASC+FEM;SG
sunting	bewerkingen	sunting	bewerking	N	N;PL
taat	gehoorzaam	taat	gehoorzaam	ADJ;SG	ADJ
taat	gehoorzaam	taat	gehoorzaam	ADJ;SG	ADJ
berbau	stinkende	berbau	stinken	V;SG;ACT	V;V.PTCP
berbau	stonk	berbau	staan	V;SG;ACT	V;SG;PST;FIN
kuna	kuna	kuna	kuna	N	N;MASC+FEM;SG
stasi	stasi	stasi	stasi	N	N;MASC+FEM;SG
kehamilan	zwangerschap	kehamilan	zwangerschap	N;SG	N;MASC+FEM;SG
balas	beantwoorden	balas	beantwoorden	V;SG;ACT	V;NFIN
emisi	emissie	emisi	emissie	N;SG	N;MASC+FEM;SG
emisi	uitstoot	emisi	uitstoot	N;SG	N;MASC+FEM;SG
emisi	emissie	emisi	emissie	N;SG	N;MASC+FEM;SG
emisi	uitstoot	emisi	uitstoot	N;SG	N;MASC+FEM;SG
keberanian	moed	keberanian	moed	N;SG	N;MASC+FEM;SG
keberanian	dapperheid	keberanian	dapperheid	N;SG	N;MASC+FEM;SG
keberanian	moed	keberanian	moed	N;SG	N;MASC+FEM;SG
sekte	cult	sekte	cult	N	N;MASC+FEM;SG
sekte	sekte	sekte	sekken	N	N;MASC+FEM;SG
sekte	cultus	sekte	cultus	N	N;MASC+FEM;SG
sekte	sekte	sekte	sekken	N	N;MASC+FEM;SG
sekte	sekten	sekte	sekten	N	N;PL
melodi	melody	melodi	melody	N;SG	N;MASC+FEM;SG
melodi	melodie	melodi	melodie	N;SG	N;MASC+FEM;SG
tangki	tanker	tangki	tanker	N;SG	N;MASC+FEM;SG
tangki	tank	tangki	tank	N;SG	N;MASC+FEM;SG
saingan	rivaal	saingan	rivaal	N;SG	N;MASC+FEM;SG
antologi	bloemlezing	antologi	bloemlezing	N	N;MASC+FEM;SG
keemasan	gulden	keemasan	gulden	N;SG	N;MASC+FEM;SG
ost	ost	ost	ost	N	N;MASC+FEM;SG
fluida	vloeistof	fluida	vloeistof	N	N;MASC+FEM;SG
anumerta	postuum	anumerta	postuum	N	N;MASC+FEM;SG
anumerta	postuum	anumerta	postuum	N	N;MASC+FEM;SG
diklaim	geclaimd	diklaim	claimen	V;SG;PASS	V;V.PTCP
diklaim	opgeëist	diklaim	oplissen	V;SG;PASS	V;V.PTCP
diklaim	claimde	diklaim	claimen	V;SG;PASS	V;SG;PST;FIN
diklaim	beweerde	diklaim	beweren	V;SG;PASS	V;SG;PST;FIN
diklaim	geclaimde	diklaim	claimen	V;SG;PASS	V;V.PTCP
pesanan	orde	pesanan	orde	N;SG	N;MASC+FEM;SG
pesanan	order	pesanan	order	N;SG	N;MASC+FEM;SG
pesanan	bestelling	pesanan	bestelling	N;SG	N;MASC+FEM;SG
restorasi	restauratie	restorasi	restauratie	N;SG	N;MASC+FEM;SG
restorasi	herstel	restorasi	herstel	N;SG	N;NEUT;SG
persediaan	bevoorrading	persediaan	bevoorrading	N;SG	N;MASC+FEM;SG
persediaan	voorraad	persediaan	voorraad	N;SG	N;MASC+FEM;SG
martir	martelaren	martir	martelaar	N	N;PL
martir	martelaar	martir	martelaar	N	N;MASC+FEM;SG
menggambar	tekenen	mengambar	tekenen	V;SG;ACT	V;NFIN
menggambar	trekken	mengambar	trekken	V;SG;ACT	V;NFIN
menggambar	tekenen	mengambar	tekenen	V;SG;ACT	V;NFIN
beristirahat	rusten	beristirahat	rusten	V;SG;ACT	V;NFIN
beristirahat	uitrusten	beristirahat	uitrusten	V;SG;ACT	V;NFIN
beristirahat	rusten	beristirahat	rusten	V;SG;ACT	V;NFIN
glass	glas	glass	glas	N	N;NEUT;SG
glass	glazen	glass	glas	N	N;PL
benyamin	benjamin	benyamin	benjamin	N	N;MASC+FEM;SG
psikologis	psycholoog	psikologis	psycholoog	N;SG	N;MASC+FEM;SG
kromosom	chromosoom	kromosom	chromosoom	N;SG	N;NEUT;SG
konsol	consoles	konsol	console	N	N;PL
konsol	console	konsol	console	N	N;MASC+FEM;SG
merekrut	rekruteren	menrekrut	rekruteren	V;SG;ACT	V;NFIN
merekrut	werven	menrekrut	werven	V;SG;ACT	V;NFIN
merekrut	rekruteren	menrekrut	rekruteren	V;SG;ACT	V;NFIN
angkut	vervoer	angkut	vervoer	N;SG;ACT	N;NEUT;SG
angkut	transport	angkut	transport	N;SG;ACT	N;NEUT;SG
pakan	feed	pakan	feed	N;SG	N;MASC+FEM;SG
pakan	voeder	pakan	voeder	N;SG	N;NEUT;SG
landak	stekelvarken	landak	stekelvark	N	N;PL
landak	stekelvarkens	landak	stekelvarken	N	N;PL
landak	egel	landak	egel	N	N;MASC+FEM;SG
landak	egel	landak	egel	N	N;MASC+FEM;SG
terjebak	vastzitten	terjebak	vastzitten	V;SG;PASS	V;NFIN
terjebak	vastgelopen	terjebak	vastlopen	V;SG;PASS	V;V.PTCP
terjebak	gevangen	terjebak	vangen	V;SG;PASS	V;V.PTCP
fermentasi	gisting	fermentasi	gisting	N;SG	N;MASC+FEM;SG
mendapati	gevonden	mendapati	vinden	V;SG;ACT	V;V.PTCP
meditasi	meditatie	meditasi	meditatie	N;SG	N;MASC+FEM;SG
kuis	quizzen	kuis	quizs	N	N;PL
kuis	quiz	kuis	quiz	N	N;MASC+FEM;SG
kotoran	kak	kotoran	kak	N;SG	N;MASC+FEM;SG
kotoran	poep	kotoran	poep	N;SG	N;MASC+FEM;SG
kotoran	poep	kotoran	poep	N;SG	N;MASC+FEM;SG
kotoran	shit	kotoran	shit	N;SG	N;MASC+FEM;SG
keberatan	bezwaar	keberatan	bezwaar	N;SG	N;NEUT;SG
keberatan	bezwaarschrift	keberatan	bezwaarschrift	N;SG	N;NEUT;SG
keberatan	bezwaar	keberatan	bezwaar	N;SG	N;NEUT;SG
