nie	nicht	nie	nicht	PART;NEG	PART;NEG
odwiedził	besucht	odwiedzić	besuchen	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
odwiedził	besichtigt	odwiedzić	besichtigen	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
odwiedził	besuchte	odwiedzić	besuchen	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
kombinacji	kombination	kombinacja	kombination	N;GEN;FEM;SG	N;SG
instytucje	institutionen	instytucja	institution	N;NOM;FEM;PL	N;NOM;PL
instytucje	hochschulen	instytucja	hochschulen	N;NOM;FEM;PL	N;NOM;FEM;PL
wyjście	ausgabe	wyjście	ausgeben	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG
zapewnia	sorgt	zapewniać	sorgen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
zapewnia	sichert	zapewniać	sichern	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
zapewnia	gewährleistet	zapewniać	gewährleisten	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
zapewnia	sicherstellt	zapewniać	sicherstellen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
zapewnia	bietet	zapewniać	bieten	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
zapewnia	liefert	zapewniać	liefern	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
zniszczona	zerstörte	zniszczyć	zerstört	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG
zniszczona	versaut	zniszczyć	versauen	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ
osobiste	persönliches	osobisty	persönlich	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
osobiste	persönlicher	osobisty	persönlich	ADJ;NOM;NEUT;SG	ADJ
osobiste	persönlich	osobisty	persönlich	ADJ;NOM;NEUT;SG	ADJ
prawdziwe	real	prawdziwy	real	ADJ;NOM;NEUT;SG	ADJ
prawdziwe	realen	prawdziwy	real	ADJ;NOM;NEUT;SG	ADJ;SG
prawdziwe	echten	prawdziwy	echt	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
prawdziwe	echt	prawdziwy	echt	ADJ;NOM;NEUT;SG	ADJ
prawdziwe	echtes	prawdziwy	echt	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
prawdziwe	echten	prawdziwy	echt	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
prawdziwe	wahr	prawdziwy	wahr	ADJ;NOM;NEUT;SG	ADJ
regionalne	regional	regionalny	regional	ADJ;NOM;NEUT;SG	ADJ
regionalne	regionalentwicklung	regionalny	regionalentwicklung	ADJ;NOM;NEUT;SG	ADJ;NOM
niezależne	selbständig	niezależny	selbständig	ADJ;NOM;NEUT;SG	ADJ
niezależne	unabhängig	niezależny	unabhängig	ADJ;NOM;NEUT;SG	ADJ
niezależne	unabhängigen	niezależny	unabhängig	ADJ;NOM;NEUT;SG	ADJ
budżet	haushaltsplan	budżet	haushaltsplan	N;ACC;MASC;SG	N
wprowadzony	eingegebenen	wprowadzić	eingegeben	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ
wprowadzony	eingegebene	wprowadzić	eingegeben	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;SG
kosmos	kosmos	kosmos	kosmos		
kosmos	weltall	kosmos	weltall		
kosmos	weltall	kosmos	weltall		
kosmos	raumfahrt	kosmos	raumfahren		
południowe	südliches	południowy	südlich	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
środkowa	nahen	środkowy	nah	ADJ;NOM;FEM;SG	ADJ
środkowa	mittlerer	środkowy	mittler	ADJ;NOM;FEM;SG	ADJ
środkowa	zentral	środkowy	zentral	ADJ;NOM;FEM;SG	ADJ
osiągnąć	vollbringen	osiągnąć	vollbringen	V;PFV;NFIN;ACT	V;NFIN
osiągnąć	erzielen	osiągnąć	erzielen	V;PFV;NFIN;ACT	V;NFIN
osiągnąć	verwirklichen	osiągnąć	verwirklichen	V;PFV;NFIN;ACT	V;NFIN
przeniesienie	überweisung	przeniesienie	überweisung	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG
przeniesienie	umzug	przeniesienie	umzugen	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
przeniesienie	umsiedlung	przeniesienie	umsiedlung	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG
przeniesienie	verlagerung	przeniesienie	verlagerung	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG
challenge	challenge	challenga	challeng		
stałego	stehend	stały	stehend	ADJ;ACC;MASC;SG	ADJ
stałego	ständigen	stały	ständig	ADJ;ACC;MASC;SG	ADJ
uniknąć	vermeiden	uniknąć	vermeiden	V;PFV;NFIN;ACT	V;NFIN
uniknąć	meiden	uniknąć	meiden	V;PFV;NFIN;ACT	V;NFIN
bis	biz	bis	biz		
bis	encore	bis	encor		
ładunek	ladung	ładunek	ladung	N;ACC;MASC;SG	N;SG
ładunek	ladung	ładunek	ladung	N;ACC;MASC;SG	N;SG
ograniczenia	beschränkung	ograniczenie	beschränkung	N;NOM;NEUT;SG	N;NOM;FEM;SG
ograniczenia	beschränkung	ograniczenie	beschränkung	N;NOM;NEUT;SG	N;NOM;FEM;SG
ograniczenia	einschränkung	ograniczenie	einschränkung	N;NOM;NEUT;SG	N;FEM;SG
lądowych	terrestrischen	lądowy	terrestrisch	ADJ;GEN;MASC;PL	ADJ
men	männern	men	männern		
przeciwników	gegnern	przeciwnik	gegnern	N;ACC;MASC;PL	N;PL
humanistycznych	geisteswissenschaften	humanistyczny	geisteswissenschaft	ADJ;GEN;MASC;PL	ADJ
pistolet	kanone	pistolet	kanone	N;NOM;MASC;SG	N;NOM;FEM;SG
interwencji	eingriffe	interwencja	eingriff	N;DAT;FEM;SG	N
interwencji	eingriffe	interwencja	eingriff	N;DAT;FEM;SG	N
sugeruje	suggeriert	sugerować	suggerieren	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
sugeruje	suggeriert	sugerować	suggerieren	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
sugeruje	andeuten	sugerować	andeuten	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
pojedynek	duell	pojedynek	duell	N;NOM;MASC;SG	N;NOM;SG
realizacja	umsetzung	realizacja	umsetzung	N;NOM;FEM;SG	N;NOM;FEM;SG
realizacja	durchführung	realizacja	durchführung	N;NOM;FEM;SG	N;NOM;FEM;SG
realizacja	verwirklichung	realizacja	verwirklichung	N;NOM;FEM;SG	N;NOM;FEM;SG
realizacja	umsetzung	realizacja	umsetzung	N;NOM;FEM;SG	N;NOM;FEM;SG
realizacja	durchführung	realizacja	durchführung	N;NOM;FEM;SG	N;NOM;FEM;SG
realizacja	realisierung	realizacja	Realisierung	N;NOM;FEM;SG	N;NOM;FEM;SG
realizacja	durchführung	realizacja	durchführung	N;NOM;FEM;SG	N;NOM;FEM;SG
realizacja	hinrichtung	realizacja	hinrichtung	N;NOM;FEM;SG	N;NOM;FEM;SG
realizacja	verwirklichung	realizacja	verwirklichung	N;NOM;FEM;SG	N;NOM;FEM;SG
realizacja	umsetzung	realizacja	umsetzung	N;NOM;FEM;SG	N;NOM;FEM;SG
realizacja	durchführung	realizacja	durchführung	N;NOM;FEM;SG	N;NOM;FEM;SG
realizacja	realisierung	realizacja	Realisierung	N;NOM;FEM;SG	N;NOM;FEM;SG
czerwiec	jun	czerwiec	jun		
szybkie	schneller	szybki	schnell	ADJ;NOM;NEUT;SG	ADJ
szybkie	rasch	szybki	rasch	ADJ;NOM;NEUT;SG	ADJ
szybkie	schnell	szybki	schnell	ADJ;NOM;NEUT;SG	ADJ
szybkie	rasche	szybki	rasch	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
szybkie	rasch	szybki	rasch	ADJ;NOM;NEUT;SG	ADJ
szybkie	schneller	szybki	schnell	ADJ;NOM;NEUT;SG	ADJ
szybkie	schnell	szybki	schnell	ADJ;NOM;NEUT;SG	ADJ
szybkie	schnellen	szybki	schnell	ADJ;NOM;NEUT;SG	ADJ
corporation	konzern	corporation	konzern		
wykorzystania	verwendung	wykorzystać	verwendung	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;SG
wykorzystania	ausnutzung	wykorzystać	ausnutzung	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N
groeneveld	groeneveld	groeneveld	groeneveld		
wyprodukowano	produziert	wyprodukować	produzieren	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
wyprodukowano	hergestellt	wyprodukować	herstellen	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
wyprodukowano	erzeugt	wyprodukować	erzeugen	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
wyprodukowano	hergestellt	wyprodukować	herstellen	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
wyprodukowano	gefertigt	wyprodukować	fertigen	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
zakończone	fertig	zakończyć	fertig	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
dream	dream	drwać	dream		
strongman	strongman	strongman	strongman		
federacja	vereinigung	federacja	vereinigung	N;NOM;FEM;SG	N;NOM;FEM;SG
obejmował	umfasste	obejmować	umfassen	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
lipiec	july	lipiec	july		
krótka	kurzer	krótki	kurz	ADJ;NOM;FEM;SG	ADJ
krótka	kurz	krótki	kurz	ADJ;NOM;FEM;SG	ADJ
krótka	kurzer	krótki	kurz	ADJ;NOM;FEM;SG	ADJ
krótka	kurz	krótki	kurz	ADJ;NOM;FEM;SG	ADJ
pomieścić	unterbringen	pomieścić	unterbringen	V;PFV;NFIN;ACT	V;NFIN
pies	hund	pies	hund	N;NOM;MASC;SG	N;NOM;MASC;SG
rosa	tau	rosa	tau		
zawodowego	berufsausbildung	zawodowy	berufsausbildung	ADJ;ACC;MASC;SG	ADJ
zawodowego	beruflichen	zawodowy	beruflich	ADJ;ACC;MASC;SG	ADJ
reform	reform	reforma	reform		
reform	reform	reforma	reform		
typowe	typisches	typowy	typisch	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
typowe	typischer	typowy	typisch	ADJ;NOM;NEUT;SG	ADJ
typowe	typisch	typowy	typisch	ADJ;NOM;NEUT;SG	ADJ
typowe	typischen	typowy	typisch	ADJ;NOM;NEUT;SG	ADJ
wypadków	unfall	wypadek	unfall	N;GEN;MASC;PL	N
wykłady	lehrveranstaltungen	wykład	lehrveranstaltungen	N;NOM;MASC;PL	N;NOM;FEM;PL
dąb	eichen	dąb	eichen		
dąb	eiche	dąb	eichen		
archidiecezja	erzdiözese	archidiecezja	erzdiözese	N;NOM;FEM;SG	N;NOM;NEUT;SG
krytyczna	kritischen	krytyczny	kritisch	ADJ;NOM;FEM;SG	ADJ
krytyczna	kritisch	krytyczny	kritisch	ADJ;NOM;FEM;SG	ADJ
krytyczna	kritischer	krytyczny	kritisch	ADJ;NOM;FEM;SG	ADJ
krytyczna	kritisches	krytyczny	kritisch	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
rakiety	raketen	rakieta	raket	N;ACC;FEM;PL	N;PL
rakiety	raketen	rakieta	raket	N;ACC;FEM;PL	N;PL
rakiety	raketen	rakieta	raket	N;ACC;FEM;PL	N;PL
dzielnice	ortsteile	dzielnica	ortsteilen	N;NOM;FEM;PL	N;NOM;PL
dzielnice	distrikte	dzielnica	distrikt	N;NOM;FEM;PL	N;NOM;FEM;PL
dzielnice	ortsteile	dzielnica	ortsteilen	N;NOM;FEM;PL	N;NOM;PL
japońskie	japanisch	japoński	japanisch	ADJ;NOM;NEUT;SG	ADJ
japońskie	japaner	japoński	japaner	ADJ;NOM;NEUT;SG	ADJ
japońskie	japanischer	japoński	japanisch	ADJ;NOM;NEUT;SG	ADJ
rudy	eisenerz	ruda	eisenerz		
rudy	erze	ruda	erzen		
rudy	erzen	ruda	erzen		
rudy	erz	ruda	erz		
rudy	erzen	ruda	erzen		
rudy	erze	ruda	erzen		
pomaga	hilft	pomagać	helfen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
przedmioty	gegenstände	przedmiot	gegenständ	N;NOM;MASC;PL	N;NOM;FEM;PL
przedmioty	objekte	przedmiot	objeken	N;NOM;MASC;PL	N;NOM;NEUT;PL
przedmioty	gegenstände	przedmiot	gegenständ	N;NOM;MASC;PL	N;NOM;FEM;PL
zniszczone	zerstörte	zniszczyć	zerstört	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG
napięcia	anspannung	napięcie	anspannung	N;GEN;NEUT;SG	N
produkowane	erzeugte	produkować	erzeugen	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;SG
produkowane	hergestellte	produkować	hergestellt	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG
krew	blut	krew	bluten	N;NOM;FEM;SG	N;NOM;NEUT;SG
uczeń	lehrling	uczenić	lehrling	N;NOM;MASC;SG	N;NOM;SG
regionalnych	regional	regionalny	regional	ADJ;GEN;MASC;PL	ADJ
chińska	chinesischer	chiński	chinesisch	ADJ;NOM;FEM;SG	ADJ
chińska	chinesisch	chiński	chinesisch	ADJ;NOM;FEM;SG	ADJ
pomieszczenia	räumlichkeiten	pomieszczenie	räumlichkeit	N;NOM;NEUT;PL	N;NOM;FEM;PL
wyznanie	geständnis	wyznanie	geständnis	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;NEUT;SG
wyznanie	geständnis	wyznanie	geständnis	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;NEUT;SG
istniejące	bestehenden	istnieć	bestehend	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT	ADJ
uczestnicy	kandidaten	uczestnik	kandidat	N;NOM;MASC;PL	N;NOM;PL
nacisk	hervorhebung	nacisk	hervorhebung	N;NOM;MASC;SG	N;NOM;FEM;SG
nacisk	betonung	nacisk	Betonung	N;NOM;MASC;SG	N;FEM;SG
zlokalizowany	gelegen	zlokalizować	liegen	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;V.PTCP
point	punkt	point	punken		
point	point	point	poinen		
skala	skalierung	skala	skalierung	N;NOM;FEM;SG	N;NOM;FEM;SG
skala	skala	skala	skala	N;NOM;FEM;SG	N
dos	dos	dosyć	dos		
drewniane	hölzernen	drewniany	hölzern	ADJ;NOM;NEUT;SG	ADJ
drewniane	hölzerne	drewniany	hölzern	ADJ;NOM;NEUT;SG	ADJ
wspólnej	gemeinsamen	wspólny	gemeinsam	ADJ;GEN;FEM;SG	ADJ;SG
wspólnej	häufig	wspólny	häufig	ADJ;GEN;FEM;SG	ADJ
wspólnej	allgemein	wspólny	allgemein	ADJ;GEN;FEM;SG	ADJ
wpis	eingang	wpis	eingehen	N;NOM;MASC;SG	N;SG
wpis	eintrag	wpis	eintrag	N;NOM;MASC;SG	N
wpis	warnung	wpis	warnung	N;NOM;MASC;SG	N;NOM;SG
akcje	bestände	akcja	beständen	N;NOM;FEM;PL	N;NOM
akcje	lagerbestände	akcja	lagerbestände	N;NOM;FEM;PL	N;NOM;MASC;PL
akcje	vorräte	akcja	vorrät	N;NOM;FEM;PL	N;NOM
akcje	lagerbestände	akcja	lagerbestände	N;NOM;FEM;PL	N;NOM;MASC;PL
szerokie	breiten	szeroki	breit	ADJ;NOM;NEUT;SG	ADJ;SG
szerokie	breiter	szeroki	breit	ADJ;NOM;NEUT;SG	ADJ
szerokie	breit	szeroki	breit	ADJ;NOM;NEUT;SG	ADJ
szerokie	breiten	szeroki	breit	ADJ;NOM;NEUT;SG	ADJ;SG
szerokie	breiter	szeroki	breit	ADJ;NOM;NEUT;SG	ADJ
szerokie	breite	szeroki	breit	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
szerokie	breit	szeroki	breit	ADJ;NOM;NEUT;SG	ADJ
army	heer	arma	heer		
army	army	arma	army		
energia	energieversorgung	energia	energieversorgung	N;NOM;FEM;SG	N;NOM;FEM;SG
napisz	schreiben	napisać	schreiben	V;PFV;IMP;SG;2;FIN;ACT	V;NFIN
napisz	verfassen	napisać	verfassen	V;PFV;IMP;SG;2;FIN;ACT	V;NFIN
królewska	königliches	królewski	königlich	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
królewska	königlich	królewski	königlich	ADJ;NOM;FEM;SG	ADJ
reklama	werbung	reklama	werbung	N;NOM;FEM;SG	N;NOM;FEM;SG
reklama	werbespot	reklama	werbespon	N;NOM;FEM;SG	N;NOM;SG
reklama	werbung	reklama	werbung	N;NOM;FEM;SG	N;NOM;FEM;SG
kolekcja	sammlung	kolekcja	sammlung	N;NOM;FEM;SG	N;NOM;FEM;SG
kolekcja	erhebung	kolekcja	Erhebung	N;NOM;FEM;SG	N;NOM;FEM;SG
merytoryczne	materiell	merytoryczny	materiell	ADJ;NOM;NEUT;SG	ADJ
merytoryczne	materiellen	merytoryczny	materiell	ADJ;NOM;NEUT;SG	ADJ
odkrycie	entdeckung	odkrycie	entdeckung	N;NOM;NEUT;SG	N;SG
srebrna	silber	srebrny	silber		
powołania	berufung	powołanie	berufung	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N
sky	himmel	ska	himmel		
sky	sky	ska	sky		
mury	wände	mur	wanden	N;NOM;MASC;PL	N;NOM;PL
benz	benz	benz	benz		
zrobił	tat	zrobić	tun	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
zasługuje	verdient	zasługiwać	verdienen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
mówić	reden	mówić	reden	V;IPFV;NFIN;ACT	V;NFIN
zostaw	verlassen	zostawić	verlassen	V;PFV;IMP;SG;2;FIN;ACT	V;NFIN
zostaw	hinterlassen	zostawić	hinterlassen	V;PFV;IMP;SG;2;FIN;ACT	V;V.PTCP
zostaw	weggehen	zostawić	weggehen	V;PFV;IMP;SG;2;FIN;ACT	V;NFIN
izba	kammer	izba	kammer	N;NOM;FEM;SG	N
szwedzka	schwedisch	szwedzko	schwedisch	ADJ;NOM;FEM;SG	ADJ
szwedzka	schwedischen	szwedzko	schwedisch	ADJ;NOM;FEM;SG	ADJ;NOM
najwyższa	höchster	wysoki	hoch	ADJ;NOM;CMPR;FEM;SG	ADJ
najwyższa	oberstes	wysoki	ober	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;NEUT;SG
najwyższa	obersten	wysoki	ober	ADJ;NOM;CMPR;FEM;SG	ADJ
najwyższa	oberste	wysoki	ober	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM
najwyższa	höchstes	wysoki	hoch	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;NEUT;SG
najwyższa	höchster	wysoki	hoch	ADJ;NOM;CMPR;FEM;SG	ADJ
najwyższa	größte	wysoki	groß	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;FEM;SG
najwyższa	höchstes	wysoki	hoch	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;NEUT;SG
brązowa	braun	brązowy	braun	ADJ;NOM;FEM;SG	ADJ
brązowa	dunkelbraun	brązowy	dunkelbraun	ADJ;NOM;FEM;SG	ADJ
spowodował	verursachte	spowodować	verursachen	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
spowodował	hervorgerufen	spowodować	hervorrufen	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
spowodował	verursacht	spowodować	verursachen	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
prowadząca	führend	prowadząca	führend	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;ACT	ADJ
prowadząca	führender	prowadząca	führend	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;ACT	ADJ
cegły	ziegel	cegły	ziegel		
cegły	ziegel	cegły	ziegel		
podobna	vergleichbar	podobny	vergleichbar	ADJ;NOM;FEM;SG	ADJ
podobna	ähnliches	podobny	ähnlich	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
podobna	ähnlich	podobny	ähnlich	ADJ;NOM;FEM;SG	ADJ
podobna	ähnlichen	podobny	ähnlich	ADJ;NOM;FEM;SG	ADJ
szybki	schneller	szybki	schnell	ADJ;NOM;MASC;SG	ADJ
szybki	rasch	szybki	rasch	ADJ;NOM;MASC;SG	ADJ
szybki	schnell	szybki	schnell	ADJ;NOM;MASC;SG	ADJ
szybki	rasch	szybki	rasch	ADJ;NOM;MASC;SG	ADJ
szybki	schneller	szybki	schnell	ADJ;NOM;MASC;SG	ADJ
szybki	schnell	szybki	schnell	ADJ;NOM;MASC;SG	ADJ
szybki	schnellen	szybki	schnell	ADJ;NOM;MASC;SG	ADJ
krytyki	kritik	krytyk	kritik	N;GEN;FEM;SG	N
krytyki	kritik	krytyk	kritik	N;GEN;FEM;SG	N
konkursów	wettkampf	konkurs	wettkampf	N;GEN;MASC;PL	N
słowacki	slowakisch	słowacki	slowakisch	ADJ;NOM;MASC;SG	ADJ
słowacki	slowakisch	słowacki	slowakisch	ADJ;NOM;MASC;SG	ADJ
kursy	steuersätze	kurs	steuersatz	N;NOM;MASC;PL	N;NOM;FEM;PL
klasyczny	klassisch	klasyczny	klassisch	ADJ;NOM;MASC;SG	ADJ
klasyczny	klassiker	klasyczny	klassik	ADJ;NOM;MASC;SG	ADJ
klasyczny	klassisch	klasyczny	klassisch	ADJ;NOM;MASC;SG	ADJ
klasyczny	klassiker	klasyczny	klassik	ADJ;NOM;MASC;SG	ADJ
upadek	niedergang	upadek	niedergang	N;NOM;MASC;SG	N
upadek	untergang	upadek	untergehen	N;NOM;MASC;SG	N
dodano	hochgeladen	dodać	hochladen	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
dodano	hinzugefügt	dodać	hinzufügen	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
meksykański	mexikanisch	meksykański	mexikanisch	ADJ;NOM;MASC;SG	ADJ
meksykański	mexikaner	meksykański	mexikan	ADJ;NOM;MASC;SG	ADJ
prawdy	wahrheit	prawda	wahrheit		
gks	gks	gks	gks		
przeniesiona	übertragene	przenieść	übertragen	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG
widoczny	erkennbar	widoczny	erkennbar	ADJ;NOM;MASC;SG	ADJ
widoczny	sichtbaren	widoczny	sichtbar	ADJ;NOM;MASC;SG	ADJ
widoczny	sichtbar	widoczny	sichtbar	ADJ;NOM;MASC;SG	ADJ
widoczny	sichtbarer	widoczny	sichtbar	ADJ;NOM;MASC;SG	ADJ
obrona	verteidigung	obrona	verteidigung	N;NOM;FEM;SG	N;NOM;FEM;SG
obrona	abwehr	obrona	abwehr	N;NOM;FEM;SG	N;SG
obrona	selbstverteidigung	obrona	selbstverteidigung	N;NOM;FEM;SG	N;NOM;FEM;SG
obrona	verteidigung	obrona	verteidigung	N;NOM;FEM;SG	N;NOM;FEM;SG
obrona	abwehr	obrona	abwehr	N;NOM;FEM;SG	N;SG
idea	idee	idea	idee	N;NOM;FEM;SG	N;NOM;FEM;SG
indyjski	indischen	indyjski	indisch	ADJ;NOM;MASC;SG	ADJ;MASC
indyjski	indischer	indyjski	indisch	ADJ;NOM;MASC;SG	ADJ
typowy	typisches	typowy	typisch	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
typowy	typischer	typowy	typisch	ADJ;NOM;MASC;SG	ADJ
typowy	typisch	typowy	typisch	ADJ;NOM;MASC;SG	ADJ
typowy	typischen	typowy	typisch	ADJ;NOM;MASC;SG	ADJ
przemysłowych	industriellen	przemysłowy	industriell	ADJ;GEN;MASC;PL	ADJ;PL
przemysłowych	industriell	przemysłowy	industriell	ADJ;GEN;MASC;PL	ADJ
sound	sound	sounda	sound		
sound	klang	sounda	klingen		
posiadanie	besitzes	posiadać	besitzes	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;NEUT;SG
posiadanie	besitz	posiadać	besitz	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N
zachowane	gepflegt	zachować	pflegen	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;V.PTCP
zachowane	aufrechterhalten	zachować	aufrechterhalten	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
zachowane	haltbar	zachować	haltbar	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
zachowane	erhalten	zachować	erhalten	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;V.PTCP
silny	stark	silny	stark	ADJ;NOM;MASC;SG	ADJ
dyskusje	diskussion	dyskusja	diskussion	N;NOM;FEM;PL	N
dyskusje	diskussion	dyskusja	diskussion	N;NOM;FEM;PL	N
turystycznych	touristik	turystyczny	touristik	ADJ;GEN;MASC;PL	ADJ
zauważyć	bemerkte	zauważyć	bemerkt	V;PFV;NFIN;ACT	V;IND;SG;3;PST;FIN
zauważyć	notiert	zauważyć	notieren	V;PFV;NFIN;ACT	V;V.PTCP
zauważyć	angemerkt	zauważyć	anmerken	V;PFV;NFIN;ACT	V;V.PTCP
zauważyć	festgestellt	zauważyć	feststellen	V;PFV;NFIN;ACT	V;V.PTCP
rumuński	rumänischen	rumuński	rumänisch	ADJ;NOM;MASC;SG	ADJ
rumuński	rumänischer	rumuński	rumänisch	ADJ;NOM;MASC;SG	ADJ
rumuński	rumänisch	rumuński	rumänisch	ADJ;NOM;MASC;SG	ADJ
zielonych	grün	zielony	grün	ADJ;GEN;MASC;PL	ADJ
zielonych	grünen	zielony	grün	ADJ;GEN;MASC;PL	ADJ
mon	mo	mon	mo		
mon	mon	mon	mon		
samochodowych	fahrzeugbau	samochodowy	fahrzeugbau	ADJ;GEN;MASC;PL	ADJ
set	set	set	set		
współpracuje	kooperiert	współpracować	kooperieren	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
prawne	rechtlichen	prawny	rechtlich	ADJ;NOM;NEUT;SG	ADJ
prawne	rechtliches	prawny	rechtlich	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
prawne	rechtsgrundlage	prawny	rechtsgrundlage	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
przyznano	bewilligt	przyznać	bewilligen	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
przyznano	gewährt	przyznać	gewähren|währen	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
przyznano	erteilt	przyznać	erteilen	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
przyznano	stattgegeben	przyznać	stattgeben	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
przyznano	verliehen	przyznać	verleihen	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
twoje	ihre	twój	ihr	DET;NOM;MASC;SG;2	DET;NOM;FEM;SG
twoje	ihrer	twój	ihr	DET;NOM;MASC;SG;2	DET;NOM;MASC;SG
twoje	ihre	twój	ihr	DET;NOM;MASC;SG;2	DET;NOM;FEM;SG
twoje	ihrer	twój	ihr	DET;NOM;MASC;SG;2	DET;NOM;MASC;SG
