und	og	und	og	CONJ	CONJ
beobachten	iagttage	beobachten	iagttage	V;NFIN	V;NFIN;ACT
beobachten	observere	beobachten	observere	V;NFIN	V;NFIN;ACT
beobachten	se	beobachten	se	V;NFIN	V;NFIN;ACT
beobachten	kigger	beobachten	kigge	V;NFIN	V;IND;PRS;FIN;ACT
beobachten	ser	beobachten	se	V;NFIN	V;IND;PRS;FIN;ACT
sammeln	indsamler	sammeln	indsamle	V;NFIN	V;IND;PRS;FIN;ACT
sammeln	indsamler	sammeln	indsamle	V;NFIN	V;IND;PRS;FIN;ACT
sammeln	indsamle	sammeln	indsamle	V;NFIN	V;NFIN;ACT
sammeln	samle	sammeln	samle	V;NFIN	V;NFIN;ACT
sammeln	saml	sammeln	saml	V;NFIN	V;IMP
dauerhaft	holdbar	dauerhaft	holdbar	ADJ	ADJ;INDF;MASC+FEM;SG
dauerhaft	varig	dauerhaft	varig	ADJ	ADJ;INDF;MASC+FEM;SG
dauerhaft	varige	dauerhaft	varig	ADJ	ADJ;PL
dauerhaft	holdbart	dauerhaft	holdbart	ADJ	ADJ;INDF;NEUT;SG
dauerhaft	varigt	dauerhaft	varig	ADJ	ADJ;INDF;NEUT;SG
dauerhaft	permanente	dauerhaft	permanent	ADJ	ADJ;PL
dauerhaft	permanent	dauerhaft	permanent	ADJ	ADJ;INDF;SG
dauerhaft	blivende	dauerhaft	blivende	ADJ	ADJ
dauerhaft	permanent	dauerhaft	permanent	ADJ	ADJ;INDF;SG
dauerhaft	varig	dauerhaft	varig	ADJ	ADJ;INDF;MASC+FEM;SG
dauerhaft	varige	dauerhaft	varig	ADJ	ADJ;PL
dauerhaft	varigt	dauerhaft	varig	ADJ	ADJ;INDF;NEUT;SG
angriffe	attentater	angreifen	attentat	N;NOM;PL	N;INDF;NEUT;PL
durchschnittliche	gennemsnitlige	durchschnittlich	gennemsnitlig	ADJ;NOM;FEM;PL	ADJ;PL
klären	klarlægge	klären	klarlægge	V;NFIN	V;NFIN;ACT
klären	afklare	klären	afklare	V;NFIN	V;NFIN;ACT
klären	præcisere	klären	præcisere	V;NFIN	V;NFIN;ACT
hell	lyse	hell	lyse	ADJ	ADJ;PL
zufällig	tilfældige	zufällig	tilfældig	ADJ	ADJ;PL
zufällig	tilfældig	zufällig	tilfældig	ADJ	ADJ;INDF;MASC+FEM;SG
ausgewiesen	udpegede	ausweisen	udpege	V;V.PTCP	V;IND;PST;FIN;ACT
ausgewiesen	udpeget	ausweisen	udpege	V;V.PTCP	V;INDF;SG;PST;V.PTCP
ausgewiesen	deporteret	ausweisen	deportere	V;V.PTCP	V;INDF;SG;PST;V.PTCP
ausgewiesen	udvist	ausweisen	udvise	V;V.PTCP	V;INDF;SG;PST;V.PTCP
schnelle	hurtige	schnell	hurtig	ADJ;NOM;FEM;PL	ADJ;PL
schnelle	hurtige	schnell	hurtig	ADJ;NOM;FEM;PL	ADJ;PL
schnelle	hurtige	schnell	hurtig	ADJ;NOM;FEM;PL	ADJ;PL
wörterbuch	ordforråd	wörterbuch	ordforråd	ADJ	ADJ;INDF;NEUT;SG
niederlagen	besejrer	niederliegen	besejre	V;NFIN	V;IND;PRS;FIN;ACT
wahr	sandt	wahr	sinde	ADJ	ADJ;INDF;NEUT;SG
erzielt	scorede	erzielen	score	V;V.PTCP	V;IND;PST;FIN;ACT
erzielt	scoret	erzielen	scor	V;V.PTCP	V;INDF;SG;PST;V.PTCP
erzielt	opnår	erzielen	opnår	V;V.PTCP	V;IND;PRS;FIN;ACT
erzielt	opnåede	erzielen	opnå	V;V.PTCP	V;IND;PST;FIN;ACT
erzielt	opnået	erzielen	opnå	V;V.PTCP	V;INDF;SG;PST;V.PTCP
halb	halvt	halb	halv	ADJ	ADJ;INDF;NEUT;SG
halb	halv	halb	halv	ADJ	ADJ;INDF;MASC+FEM;SG
überzeugt	tillidsfuld	überzeugt	tillidsfuld	ADJ	ADJ;INDF;MASC+FEM;SG
überzeugt	selvsikker	überzeugt	selvsikker	ADJ	ADJ;INDF;MASC+FEM;SG
professur	professorat	professur	professorat	N;NOM;SG	N;INDF;NEUT;SG
abfluss	dræning	abfließen	dræning	N;SG	N;INDF;MASC+FEM;SG
abfluss	afløb	abfließen	afløb	N;SG	N;INDF;NEUT;SG
abfluss	dræn	abfließen	dræn	N;SG	N;INDF;NEUT;SG
abfluss	kloakering	abfließen	kloakering	N;SG	N;INDF;MASC+FEM;SG
abfluss	afløbet	abfließen	afløb	N;SG	N;DEF;NEUT;SG
abfluss	afløb	abfließen	afløb	N;SG	N;INDF;NEUT;SG
abfluss	dræn	abfließen	dræn	N;SG	N;INDF;NEUT;SG
abfluss	afløb	abfließen	afløb	N;SG	N;INDF;NEUT;SG
gliederung	opdeling	gliederung	opdeling	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
gliederung	fordeling	gliederung	fordeling	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
gliederung	sammenbrud	gliederung	sammenbrud	N;NOM;FEM;SG	N;INDF;NEUT;SG
gliederung	strukturen	gliederung	struktur	N;NOM;FEM;SG	N;DEF;MASC+FEM;SG
gliederung	struktur	gliederung	struktur	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
gliederung	opbygning	gliederung	opbygning	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
gliederung	indretning	gliederung	indretning	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
gliederung	layout	gliederung	layout	N;NOM;FEM;SG	N;INDF;NEUT;SG
gliederung	skitse	gliederung	skitse	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
gliederung	omrids	gliederung	omrids	N;NOM;FEM;SG	N;INDF;NEUT;SG
lehnte	lænede	lehnen	læne	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
lehnte	afviste	lehnen	afvise	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
lehnte	afvist	lehnen	afvise	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
lehnte	afslået	lehnen	afslå	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
wählte	valgte	wählen	vælge	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
sekretär	sekretær	sekretär	sekretær	N	N;INDF;MASC+FEM;SG
genügend	tilstrækkeligt	genügend	tilstrækkeligt	ADV	ADV
genügend	nok	genügend	nok	ADV	ADV
beenden	afslut	beenden	afslut	V;NFIN	V;IMP
beenden	afslut	beenden	afslut	V;NFIN	V;IMP
beenden	færdiggør	beenden	færdiggøre	V;NFIN	V;IND;PRS;FIN;ACT
beenden	afslut	beenden	afslut	V;NFIN	V;IMP
wand	væg	wand	væg	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
wand	væggen	wand	væg	N;NOM;FEM;SG	N;DEF;MASC+FEM;SG
wand	mur	wand	mur	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
wand	tryllestav	wand	tryllestav	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
arm	fattig	arm	fattig	ADJ	ADJ;INDF;MASC+FEM;SG
arm	stakkels	arm	stakkels	ADJ	ADJ
arm	fattige	arm	fattig	ADJ	ADJ;PL
entstandenen	afholdte	entstanden	afholde	V;FIN	V;PL;PST;V.PTCP
entstandenen	pådraget	entstanden	pådrage	V;FIN	V;INDF;SG;PST;V.PTCP
glocken	klokkerne	glock	klokke	N;NOM;PL	N;DEF;MASC+FEM;PL
glocken	klokker	glock	klokke	N;NOM;PL	N;INDF;MASC+FEM;PL
überarbeiten	revidere	überarbeiten	revidere	V;NFIN	V;NFIN;ACT
journalisten	reportere	journalist	reportere	N	N;INDF;MASC+FEM;PL
journalisten	journalisterne	journalist	journalist	N	N;DEF;MASC+FEM;PL
journalisten	journalister	journalist	journalist	N	N;INDF;MASC+FEM;PL
journalisten	journalisters	journalist	journalist	N	N;GEN;INDF;MASC+FEM;PL
journalisten	journalisterne	journalist	journalist	N	N;DEF;MASC+FEM;PL
journalisten	journalister	journalist	journalist	N	N;INDF;MASC+FEM;PL
journalisten	journalisten	journalist	journalist	N	N;DEF;MASC+FEM;SG
journalisten	journalist	journalist	journalist	N	N;INDF;MASC+FEM;SG
gewidmet	viet	widmen	viet	V;V.PTCP	V;INDF;SG;PST;V.PTCP
gewidmet	helliget	widmen	helliget	V;V.PTCP	V;INDF;SG;PST;V.PTCP
gewidmet	dedikerede	widmen	dedikere	V;V.PTCP	V;PL;PST;V.PTCP
gewidmet	tilegnet	widmen	tilegne	V;V.PTCP	V;INDF;SG;PST;V.PTCP
gewidmet	dedikeret	widmen	dedikere	V;V.PTCP	V;INDF;SG;PST;V.PTCP
typischen	typiske	typisch	typisk	ADJ	ADJ;PL
hochzeit	ægteskabet	hochzeit	ægteskab	N;NOM;FEM;SG	N;DEF;NEUT;SG
hochzeit	ægteskab	hochzeit	ægteskab	N;NOM;FEM;SG	N;INDF;NEUT;SG
hochzeit	bryllup	hochzeit	bryllup	N;NOM;FEM;SG	N;INDF;NEUT;SG
sechsten	sjette	sechst	sjette	ADJ;ACC;MASC;SG	ADJ
kapazität	kapacitet	kapazität	kapacitet	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
kapazität	evne	kapazität	evne	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
kapazität	formåen	kapazität	formåen	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
kapazität	kapacitet	kapazität	kapacitet	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
kapazität	kapacitet	kapazität	kapacitet	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
kapazität	kapaciteten	kapazität	kapacitet	N;NOM;FEM;SG	N;DEF;MASC+FEM;SG
formuliert	formulerede	formulieren	formulere	V;V.PTCP	V;IND;PST;FIN;ACT
formuliert	formuleret	formulieren	formulere	V;V.PTCP	V;INDF;SG;PST;V.PTCP
formuliert	formulerer	formulieren	formulere	V;V.PTCP	V;IND;PRS;FIN;ACT
formuliert	formuleret	formulieren	formulere	V;V.PTCP	V;INDF;SG;PST;V.PTCP
personal	personale	personal	personal	ADJ	ADJ;PL
personal	personale	personal	personal	ADJ	ADJ;PL
wissenschaftlich	videnskabelig	wissenschaftlich	videnskabelig	ADJ	ADJ;INDF;MASC+FEM;SG
erziehung	opdragelse	erziehung	opdragelse	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
erziehung	uddannelse	erziehung	uddannelse	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
erziehung	undervisning	erziehung	undervisning	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
erziehung	opdragelse	erziehung	opdragelse	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
erziehung	opvækst	erziehung	opvækst	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
enge	snæver	eng	snæver	ADJ;NOM;FEM;SG	ADJ;INDF;MASC+FEM;SG
enge	snævert	eng	snævert	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG
enge	smal	eng	smal	ADJ;NOM;FEM;SG	ADJ;INDF;MASC+FEM;SG
enge	stram	eng	stram	ADJ;NOM;FEM;SG	ADJ;INDF;MASC+FEM;SG
verbände	sammenslutninger	verbänden	sammenslutning	N;NOM;PL	N;INDF;MASC+FEM;PL
verbände	foreninger	verbänden	forening	N;NOM;PL	N;INDF;MASC+FEM;PL
verbände	forbindinger	verbänden	forbinding	N;NOM;PL	N;INDF;MASC+FEM;PL
verbände	bandager	verbänden	bandag	N;NOM;PL	N;INDF;MASC+FEM;PL
verbände	bandager	verbänden	bandag	N;NOM;PL	N;INDF;MASC+FEM;PL
norwegischen	norske	norwegisch	norsk	ADJ	ADJ;PL
liest	læser	lesen	læse	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
steigt	klatrer	steigen	klatre	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
steigt	stiger	steigen	stige	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
dänischer	danske	dänisch	dansk	ADJ	ADJ;PL
dänischer	dansk	dänisch	dansk	ADJ	ADJ;INDF;SG
hilfreich	nyttig	hilfreich	nyttig	ADJ	ADJ;INDF;MASC+FEM;SG
hilfreich	brugbar	hilfreich	brugbar	ADJ	ADJ;INDF;MASC+FEM;SG
hilfreich	nyttigt	hilfreich	nyttigt	ADJ	ADJ;INDF;NEUT;SG
hilfreich	nyttige	hilfreich	nyttig	ADJ	ADJ;PL
hilfreich	hjælpsom	hilfreich	hjælpsom	ADJ	ADJ;INDF;MASC+FEM;SG
hilfreich	nyttig	hilfreich	nyttig	ADJ	ADJ;INDF;MASC+FEM;SG
hilfreich	nyttigt	hilfreich	nyttigt	ADJ	ADJ;INDF;NEUT;SG
hilfreich	nyttige	hilfreich	nyttig	ADJ	ADJ;PL
konkrete	konkrete	konkret	konkret	ADJ;NOM;FEM;PL	ADJ;PL
unterseite	nederste	unterseite	ned	ADJ	ADJ;DEF;RL
nachricht	beskeden	nachrecht	beskeden	ADJ	ADJ;INDF;MASC+FEM;SG
gefangen	fange	fangen	fange	V;V.PTCP	V;NFIN;ACT
gefangen	bundne	fangen	bundne	V;V.PTCP	V;PL;PST;V.PTCP
gefangen	fanget	fangen	fange	V;V.PTCP	V;INDF;SG;PST;V.PTCP
gefangen	fangede	fangen	fange	V;V.PTCP	V;IND;PST;FIN;ACT
gefangen	fanget	fangen	fange	V;V.PTCP	V;INDF;SG;PST;V.PTCP
gefangen	fangede	fangen	fange	V;V.PTCP	V;IND;PST;FIN;ACT
gefangen	indfanget	fangen	indfange	V;V.PTCP	V;INDF;SG;PST;V.PTCP
gefangen	fanget	fangen	fange	V;V.PTCP	V;INDF;SG;PST;V.PTCP
übernimmt	antager	übernehmen	antage	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
jugendlichen	unge	jugendlich	ung	ADJ	ADJ;PL
statue	statuen	statu	statue	N;NOM;SG	N;DEF;MASC+FEM;SG
statue	statue	statu	statue	N;NOM;SG	N;INDF;MASC+FEM;SG
brachten	bragte	bringen	bringe	V;IND;PL;3;PST;FIN	V;IND;PST;FIN;ACT
brachten	medbragte	bringen	medbringe	V;IND;PL;3;PST;FIN	V;IND;PST;FIN;ACT
therapie	terapi	therapie	terapi	N;SG	N;INDF;MASC+FEM;SG
synonym	synonymt	synonym	synonymt	ADJ	ADJ;INDF;SG
synonym	synonymt	synonym	synonymt	ADJ	ADJ;INDF;SG
demokratische	demokratiske	demokratisch	demokratisk	ADJ;NOM;FEM;PL	ADJ;PL
überflüssig	overflødig	überflüssig	overflødig	ADJ	ADJ;INDF;MASC+FEM;SG
überflüssig	overflødige	überflüssig	overflødig	ADJ	ADJ;PL
überflüssig	overflødigt	überflüssig	overflødig	ADJ	ADJ;INDF;NEUT;SG
überflüssig	overflødig	überflüssig	overflødig	ADJ	ADJ;INDF;MASC+FEM;SG
überflüssig	unødvendigt	überflüssig	unødvendigt	ADJ	ADJ;INDF;NEUT;SG
überflüssig	unødvendige	überflüssig	unødvendig	ADJ	ADJ;PL
überflüssig	unødvendig	überflüssig	unødvendig	ADJ	ADJ;INDF;MASC+FEM;SG
überflüssig	overflødig	überflüssig	overflødig	ADJ	ADJ;INDF;MASC+FEM;SG
überflüssig	overflødige	überflüssig	overflødig	ADJ	ADJ;PL
überflüssig	overflødigt	überflüssig	overflødig	ADJ	ADJ;INDF;NEUT;SG
erwartet	forventer	erwarten	forvente	V;V.PTCP	V;IND;PRS;FIN;ACT
erwartet	afventede	erwarten	afvente	V;V.PTCP	V;IND;PST;FIN;ACT
erwartet	forventer	erwarten	forvente	V;V.PTCP	V;IND;PRS;FIN;ACT
erwartet	venter	erwarten	vente	V;V.PTCP	V;IND;PRS;FIN;ACT
erwartet	forventet	erwarten	forvente	V;V.PTCP	V;INDF;SG;PST;V.PTCP
erwartet	ventet	erwarten	vente	V;V.PTCP	V;INDF;SG;PST;V.PTCP
erwartet	forventes	erwarten	forvente	V;V.PTCP	V;IND;PRS;FIN;PASS
erwartet	forventede	erwarten	forvente	V;V.PTCP	V;PL;PST;V.PTCP
erzeugen	opretter	erzeugen	oprette	V;NFIN	V;IND;PRS;FIN;ACT
erzeugen	oprette	erzeugen	oprette	V;NFIN	V;NFIN;ACT
erzeugen	opret	erzeugen	opre	V;NFIN	V;IMP
erzeugen	genererer	erzeugen	generere	V;NFIN	V;IND;PRS;FIN;ACT
erzeugen	genererer	erzeugen	generere	V;NFIN	V;IND;PRS;FIN;ACT
erzeugen	generere	erzeugen	generere	V;NFIN	V;NFIN;ACT
erzeugen	opretter	erzeugen	oprette	V;NFIN	V;IND;PRS;FIN;ACT
erzeugen	oprette	erzeugen	oprette	V;NFIN	V;NFIN;ACT
erzeugen	skabe	erzeugen	skabe	V;NFIN	V;NFIN;ACT
flüsse	floder	flüssen	flode	N;NOM;MASC;PL	N;INDF;MASC+FEM;PL
flüsse	floderne	flüssen	flod	N;NOM;MASC;PL	N;DEF;MASC+FEM;PL
dänische	danske	dänisch	dansk	ADJ;NOM;FEM;PL	ADJ;PL
global	global	global	global	ADJ	ADJ;INDF;MASC+FEM;SG
global	globale	global	global	ADJ	ADJ;PL
enden	slutter	enden	slutte	V;NFIN	V;IND;PRS;FIN;ACT
enden	ender	enden	ende	V;NFIN	V;IND;PRS;FIN;ACT
enden	slutter	enden	slutte	V;NFIN	V;IND;PRS;FIN;ACT
sachlich	faktuelt	sachlich	faktuel	ADJ	ADJ;INDF;NEUT;SG
sachlich	faktuelle	sachlich	faktuel	ADJ	ADJ;PL
verkaufen	sælge	verkaufen	sælge	V;NFIN	V;NFIN;ACT
verkaufen	sælger	verkaufen	sælge	V;NFIN	V;IND;PRS;FIN;ACT
verkaufen	sælge	verkaufen	sælge	V;NFIN	V;NFIN;ACT
verkaufen	sælger	verkaufen	sælge	V;NFIN	V;IND;PRS;FIN;ACT
teilnehmen	deltager	teilnehmen	deltage	V;NFIN	V;IND;PRS;FIN;ACT
teilnehmen	deltage	teilnehmen	deltage	V;NFIN	V;NFIN;ACT
teilnehmen	deltager	teilnehmen	deltage	V;NFIN	V;IND;PRS;FIN;ACT
teilnehmen	deltage	teilnehmen	deltage	V;NFIN	V;NFIN;ACT
teilnehmen	deltag	teilnehmen	deltage	V;NFIN	V;IMP
zulassung	bemyndigelse	zulassung	bemyndigelse	N	N;INDF;MASC+FEM;SG
zulassung	autorisation	zulassung	autorisation	N	N;INDF;MASC+FEM;SG
zulassung	godkendelse	zulassung	godkendelse	N	N;INDF;MASC+FEM;SG
zulassung	tilladelse	zulassung	tilladelse	N	N;INDF;MASC+FEM;SG
zulassung	optagelse	zulassung	optagelse	N	N;INDF;MASC+FEM;SG
zulassung	indrejsetilladelse	zulassung	indrejsetilladelse	N	N;INDF;MASC+FEM;SG
zulassung	indrejse	zulassung	indrejse	N	N;INDF;MASC+FEM;SG
zulassung	akkreditering	zulassung	akkreditering	N	N;INDF;MASC+FEM;SG
asteroid	asteroide	asteroid	asteroide	N;NOM;SG	N;INDF;MASC+FEM;SG
sammlungen	samlinger	sammlung	samling	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
schlechten	slemt	schlecht	slemme	ADJ	ADJ;INDF;NEUT;SG
schlechten	skidt	schlecht	skidt	ADJ	ADJ;INDF;NEUT;SG
schlechten	dårlig	schlecht	dårlig	ADJ	ADJ;INDF;MASC+FEM;SG
steine	sten	stein	sten	N	N;INDF;MASC+FEM;SG
steine	mursten	stein	mursten	N	N;DEF;MASC+FEM;SG
steine	klodser	stein	klods	N	N;INDF;MASC+FEM;PL
steine	smæk	stein	smæk	N	N;INDF;NEUT;SG
steine	sten	stein	sten	N	N;INDF;MASC+FEM;SG
steine	fliser	stein	flise	N	N;INDF;MASC+FEM;PL
steine	brikker	stein	brik	N	N;INDF;MASC+FEM;PL
steine	klipper	stein	klippe	N	N;INDF;MASC+FEM;PL
steine	sten	stein	sten	N	N;INDF;MASC+FEM;SG
entscheidend	beslutsom	entscheidend	beslutsom	ADJ	ADJ;INDF;MASC+FEM;SG
entscheidend	afgørende	entscheidend	afgørende	ADJ	ADJ
entscheidend	altafgørende	entscheidend	altafgørende	ADJ	ADJ
entscheidend	afgørende	entscheidend	afgørende	ADJ	ADJ
gemessen	målte	messen	måle	V;V.PTCP	V;IND;PST;FIN;ACT
gemessen	målt	messen	måle	V;V.PTCP	V;INDF;SG;PST;V.PTCP
historisches	historisk	historisch	historisk	ADJ;NOM;NEUT;SG	ADJ;INDF;SG
historisches	historisk	historisch	historisk	ADJ;NOM;NEUT;SG	ADJ;INDF;SG
schwach	svagt	schwach	svag	ADJ	ADJ;INDF;NEUT;SG
schwach	svage	schwach	svag	ADJ	ADJ;PL
schwach	svag	schwach	svag	ADJ	ADJ;INDF;MASC+FEM;SG
zusätzlichen	ekstra	zusätzlich	ekstra	ADJ	ADJ
vorstellen	introducere	vorstellen	introducere	V;NFIN	V;NFIN;ACT
vorstellen	indføre	vorstellen	indføre	V;NFIN	V;NFIN;ACT
elektrischen	elektriske	elektrisch	elektrisk	ADJ;NOM;MASC;PL	ADJ;PL
erreichbar	tilgængeligt	erreichbar	tilgængeligt	ADJ	ADJ;INDF;NEUT;SG
erreichbar	tilgængelige	erreichbar	tilgængelig	ADJ	ADJ;PL
erreichbar	tilgængelig	erreichbar	tilgængelig	ADJ	ADJ;INDF;MASC+FEM;SG
erreichbar	opnåelige	erreichbar	opnåelig	ADJ	ADJ;PL
erreichbar	opnåelige	erreichbar	opnåelig	ADJ	ADJ;PL
durchschnittlich	gennemsnitlige	durchschnittlich	gennemsnitlig	ADJ	ADJ;PL
durchschnittlich	gennemsnitlig	durchschnittlich	gennemsnitlig	ADJ	ADJ;INDF;MASC+FEM;SG
traditionelle	traditionelle	traditionell	traditionel	ADJ;NOM;FEM;PL	ADJ;PL
enthielt	indeholdte	enthalten	indeholde	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
enthielt	indesluttet	enthalten	indeslutte	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
enthielt	indeholdt	enthalten	indeholde	V;IND;SG;3;PST;FIN	V;PST;V.PTCP
dorthin	der	dorthin	der	ADV	ADV
erkannt	opdaget	erkennen	opdage	V;V.PTCP	V;INDF;SG;PST;V.PTCP
erkannt	registreret	erkennen	registrere	V;V.PTCP	V;INDF;SG;PST;V.PTCP
erkannt	påvist	erkennen	påvise	V;V.PTCP	V;INDF;SG;PST;V.PTCP
erkannt	detekteret	erkennen	detektere	V;V.PTCP	V;INDF;SG;PST;V.PTCP
erkannt	genkendte	erkennen	genkende	V;V.PTCP	V;IND;PST;FIN;ACT
erkannt	erkendt	erkennen	erkendt	V;V.PTCP	V;INDF;SG;PST;V.PTCP
erkannt	genkendt	erkennen	genkende	V;V.PTCP	V;INDF;SG;PST;V.PTCP
erkannt	anerkendt	erkennen	anerkende	V;V.PTCP	V;INDF;SG;PST;V.PTCP
erkannt	genkendte	erkennen	genkende	V;V.PTCP	V;IND;PST;FIN;ACT
erkannt	erkendt	erkennen	erkendt	V;V.PTCP	V;INDF;SG;PST;V.PTCP
erkannt	genkendt	erkennen	genkende	V;V.PTCP	V;INDF;SG;PST;V.PTCP
erkannt	anerkendt	erkennen	anerkende	V;V.PTCP	V;INDF;SG;PST;V.PTCP
konkret	konkret	konkret	konkret	ADJ	ADJ;INDF;SG
konkret	konkrete	konkret	konkret	ADJ	ADJ;PL
dauerte	varede	dauern	vare	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
positive	positive	positiv	positiv	ADJ;NOM;FEM;PL	ADJ;PL
qualifizierte	kvalificeret	qualifizieren	kvalificere	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
gattungen	slægter	gattung	slægte	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
gattungen	slægter	gattung	slægte	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
gattungen	genrer	gattung	genre	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
übrig	tilbageværende	übrig	tilbageværende	ADJ	ADJ
tür	døren	tür	dør	N	N;DEF;MASC+FEM;SG
tür	dørs	tür	dør	N	N;INDF;MASC+FEM;SG
tür	dørene	tür	dør	N	N;DEF;NEUT;PL
tür	døre	tür	dør	N	N;INDF;MASC+FEM;PL
besetzten	besatte	besetzen	besætte	V;IND;PL;3;PST;FIN	V;PST;FIN;ACT
veranstaltet	organiseret	veranstalten	organisere	V;V.PTCP	V;INDF;SG;PST;V.PTCP
veranstaltet	organiserede	veranstalten	organisere	V;V.PTCP	V;PL;PST;V.PTCP
veranstaltet	tilrettelagt	veranstalten	tilrettelægge	V;V.PTCP	V;INDF;SG;PST;V.PTCP
veranstaltet	organiseret	veranstalten	organisere	V;V.PTCP	V;INDF;SG;PST;V.PTCP
veranstaltet	organiserede	veranstalten	organisere	V;V.PTCP	V;PL;PST;V.PTCP
veranstaltet	arrangeret	veranstalten	arrangere	V;V.PTCP	V;INDF;SG;PST;V.PTCP
fliegen	flyver	fliegen	flyve	V;NFIN	V;IND;PRS;FIN;ACT
fliegen	flyv	fliegen	flyv	V;NFIN	V;IMP
fliegen	flyve	fliegen	flyve	V;NFIN	V;NFIN;ACT
fliegen	flyver	fliegen	flyve	V;NFIN	V;IND;PRS;FIN;ACT
fliegen	flyve	fliegen	flyve	V;NFIN	V;NFIN;ACT
fliegen	flyver	fliegen	flyve	V;NFIN	V;IND;PRS;FIN;ACT
gehe	går	gehen	gå	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
kulturellen	kulturelle	kulturell	kulturel	ADJ	ADJ;PL
kulturellen	kulturel	kulturell	kulturel	ADJ	ADJ;INDF;MASC+FEM;SG
männliche	mandlige	männlich	mandlig	ADJ;NOM;FEM;PL	ADJ;PL
kanadische	canadiske	kanadisch	canadisk	ADJ;NOM;FEM;PL	ADJ;PL
schlechter	værre	schlecht	slem	ADJ	ADJ;CMPR
schlechter	fattigere	schlecht	fattig	ADJ	ADJ;CMPR
explizit	udtrykkelig	explizit	udtrykkelig	ADJ	ADJ;INDF;MASC+FEM;SG
explizit	udtrykkelige	explizit	udtrykkelig	ADJ	ADJ;PL
explizit	udtrykkelig	explizit	udtrykkelig	ADJ	ADJ;INDF;MASC+FEM;SG
explizit	eksplicitte	explizit	eksplicitte	ADJ	ADJ;PL
übertragung	udsende	übertragung	udsende	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
gefragt	spurgte	fragen	spørge	V;V.PTCP	V;IND;PST;FIN;ACT
gefragt	spurgt	fragen	spørge	V;V.PTCP	V;INDF;SG;PST;V.PTCP
männlichen	mandlige	männlich	mandlig	ADJ	ADJ;PL
männlichen	mandlig	männlich	mandlig	ADJ	ADJ;INDF;MASC+FEM;SG
betrachten	overveje	betrachten	overveje	V;NFIN	V;NFIN;ACT
betrachten	overveje	betrachten	overveje	V;NFIN	V;NFIN;ACT
informiert	orienteret	informieren	orientere	V;V.PTCP	V;INDF;SG;PST;V.PTCP
informiert	informerede	informieren	informere	V;V.PTCP	V;PL;PST;V.PTCP
informiert	oplyst	informieren	oplyse	V;V.PTCP	V;INDF;SG;PST;V.PTCP
informiert	underrettet	informieren	underrettet	V;V.PTCP	V;INDF;SG;PST;V.PTCP
informiert	informeret	informieren	informere	V;V.PTCP	V;INDF;SG;PST;V.PTCP
informiert	informerer	informieren	informere	V;V.PTCP	V;IND;PRS;FIN;ACT
ungarischer	ungarsk	ungarisch	ungarsk	ADJ	ADJ;INDF;SG
ungarischer	ungarske	ungarisch	ungarsk	ADJ	ADJ;PL
darsteller	afgivne	darsteller	afgive	ADJ	ADJ;PL
eingestuft	klassificerede	einstufen	klassificere	V;V.PTCP	V;PL;PST;V.PTCP
