pro	für	pro	für	ADP;ACC	ADP
nejnižší	unterste	nízký	unter	ADJ;NOM;RL;MASC;SG;POS	ADJ
nejnižší	tiefste	nízký	tief	ADJ;NOM;RL;MASC;SG;POS	ADJ;NOM;FEM;SG
zpátky	zurück	zpátky	zurück	ADV	ADV
zpátky	wieder	zpátky	wieder	ADV	ADV
zpátky	hinten	zpátky	hinten	ADV	ADV
továrna	werk	továrna	werk	N;NOM;FEM;SG;POS	N;NOM;NEUT;SG
pohlavní	sexuell	pohlavní	sexuell	ADJ;NOM;MASC;SG;POS	ADJ
pohlavní	sexuellen	pohlavní	sexuell	ADJ;NOM;MASC;SG;POS	ADJ
pohlavní	geschlechtsverkehr	pohlavní	geschlechtsverkehr	ADJ;NOM;MASC;SG;POS	ADJ
pohlavní	sexueller	pohlavní	sexuell	ADJ;NOM;MASC;SG;POS	ADJ
spravuje	verwaltet	spravovat	verwalten	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;V.PTCP
nezávislý	selbständig	závislý	selbständig	ADJ;INAN;NOM;MASC;SG;NEG	ADJ
nezávislý	unabhängig	závislý	unabhängig	ADJ;INAN;NOM;MASC;SG;NEG	ADJ
nezávislý	unabhängigen	závislý	unabhängig	ADJ;INAN;NOM;MASC;SG;NEG	ADJ
nezávislý	selbstständig	závislý	selbständig	ADJ;INAN;NOM;MASC;SG;NEG	ADJ
nezávislý	freiberufler	závislý	freiberufler	ADJ;INAN;NOM;MASC;SG;NEG	ADJ
všude	überall	všude	überall	ADV	ADV
zpívá	singt	zpívat	singen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
devadesátých	neunziger	devadesátý	neunziger	ADJ;GEN;MASC;PL	ADJ
hluboké	tief	hluboký	tief	ADJ;NOM;NEUT;SG;POS	ADJ
účel	ziel	účel	ziel	N;INAN;NOM;MASC;SG;POS	N;NOM;NEUT;SG
nahrávky	bänder	nahrávka	Band	N;NOM;FEM;PL;POS	N
deutsche	deutsche	deutsche	deutsch	ADJ;POS	ADJ;NOM;FEM;PL
váš	ihre	tvůj	ihr	DET;NOM;MASC;SG;2	DET;NOM;FEM;SG
váš	ihrer	tvůj	ihr	DET;NOM;MASC;SG;2	DET;NOM;MASC;SG
váš	ihre	tvůj	ihr	DET;NOM;MASC;SG;2	DET;NOM;FEM;SG
váš	ihrer	tvůj	ihr	DET;NOM;MASC;SG;2	DET;NOM;MASC;SG
asistence	hilfeleistung	asistence	hilfeleistung	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
asistence	hilfe	asistence	helfen	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
připravuje	bereitet	připravovat	bereiten	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;V.PTCP
vlajky	flaggen	vlajka	flaggen	N;NOM;FEM;PL;POS	N;NOM;FEM;PL
zbývající	übrig	zbývající	übrig	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT	ADJ
padl	gefallen	padnout	fallen|gefallen	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
padl	fiel	padnout	fallen	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
padl	gestürzt	padnout	stürzen	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
padl	fiel	padnout	fallen	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
padl	gefallen	padnout	fallen|gefallen	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
padl	fallen	padnout	fallen	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;NFIN
padl	gestürzt	padnout	stürzen	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
dabing	synchronisierung	dabing	synchronisierung	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
koleje	gleise	kolej	gleis	N;NOM;FEM;PL;POS	N
hrob	mausoleum	hrob	mausoleum	N;INAN;NOM;MASC;SG;POS	N;NOM;NEUT;SG
hrob	grab	hrob	grab	N;INAN;NOM;MASC;SG;POS	N;NOM;NEUT;SG
hrob	grabmal	hrob	grabmal	N;INAN;NOM;MASC;SG;POS	N;NOM;SG
hrob	grab	hrob	grab	N;INAN;NOM;MASC;SG;POS	N;NOM;NEUT;SG
důležitý	wichtig	důležitý	wichtig	ADJ;INAN;NOM;MASC;SG;POS	ADJ
důležitý	wichtiges	důležitý	wichtig	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
důležitý	wichtiger	důležitý	wichtig	ADJ;INAN;NOM;MASC;SG;POS	ADJ
důležitý	wichtigen	důležitý	wichtig	ADJ;INAN;NOM;MASC;SG;POS	ADJ
elektrický	elektrotechnik	elektrický	elektrotechnik	ADJ;INAN;NOM;MASC;SG;POS	ADJ
elektrický	elektrischer	elektrický	elektrisch	ADJ;INAN;NOM;MASC;SG;POS	ADJ
elektrický	elektrisch	elektrický	elektrisch	ADJ;INAN;NOM;MASC;SG;POS	ADJ
elektrický	elektrizität	elektrický	elektrizität	ADJ;INAN;NOM;MASC;SG;POS	ADJ
elektrický	elektrischer	elektrický	elektrisch	ADJ;INAN;NOM;MASC;SG;POS	ADJ
elektrický	elektrisch	elektrický	elektrisch	ADJ;INAN;NOM;MASC;SG;POS	ADJ
elektrický	elektrizität	elektrický	elektrizität	ADJ;INAN;NOM;MASC;SG;POS	ADJ
choť	ehefrau	choť	ehefrau	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
vybrané	ausgewählte	vybraný	ausgewählt	ADJ;NOM;MASC;PL;POS	ADJ;NOM;FEM;PL
nahoře	oben	nahoře	oben	ADV	ADV
udává	deutet	udávat	deuten	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
vhodná	geeignet	vhodný	geeignet	ADJ;NOM;FEM;SG;POS	ADJ
vhodná	angemessen	vhodný	angemessen	ADJ;NOM;FEM;SG;POS	ADJ
vhodná	angemessener	vhodný	angemessen	ADJ;NOM;FEM;SG;POS	ADJ
vhodná	passend	vhodný	passend	ADJ;NOM;FEM;SG;POS	ADJ
vhodná	geeignet	vhodný	geeignet	ADJ;NOM;FEM;SG;POS	ADJ
poruchy	erkrankungen	porucha	erkrankung	N;NOM;FEM;PL;POS	N;NOM;FEM;PL
klesá	fallenlassen	klesat	fallenlassen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;NFIN
sjezd	kongresses	sjezd	kongreß	N;INAN;NOM;MASC;SG;POS	N;NOM;NEUT;SG
slib	zusage	slib	zusage	N;INAN;NOM;MASC;SG;POS	N;SG
japonská	japanisch	japonský	japanisch	ADJ;NOM;FEM;SG;POS	ADJ
japonská	japaner	japonský	japaner	ADJ;NOM;FEM;SG;POS	ADJ
japonská	japanischer	japonský	japanisch	ADJ;NOM;FEM;SG;POS	ADJ
obdržené	erhaltene	obdržený	erhalten	ADJ;NOM;MASC;PL;POS	ADJ;NOM;FEM;PL
obdržené	erhalten	obdržený	erhalten	ADJ;NOM;MASC;PL;POS	ADJ;V.PTCP
krátká	kurzer	krátký	kurz	ADJ;NOM;FEM;SG;POS	ADJ
krátká	kurz	krátký	kurz	ADJ;NOM;FEM;SG;POS	ADJ
přinesl	gebracht	přinést	bringen	V;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
přinesl	brachte	přinést	bringen	V;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
přinesl	mitgebracht	přinést	mitbringen	V;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
revoluční	revolutionär	revoluční	revolutionär	ADJ;NOM;MASC;SG;POS	ADJ
snižuje	senkt	snižovat	senken	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
snižuje	reduziert	snižovat	reduzieren	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;V.PTCP
snižuje	vermindert	snižovat	vermindern	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;V.PTCP
snižuje	verringern	snižovat	verringern	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;NFIN
snižuje	verringert	snižovat	verringern	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;V.PTCP
snižuje	reduzieren	snižovat	reduzieren	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;NFIN
snižuje	abnahmen	snižovat	abnehmen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;FIN
snižuje	verringert	snižovat	verringern	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;V.PTCP
zaměření	fokussierung	zaměření	fokussierung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
zaměření	fokussierung	zaměření	fokussierung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
zaměření	orientierung	zaměření	orientierung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
pátý	fünften	pátý	fünft	ADJ;ANIM;NOM;MASC;SG	ADJ
pátý	fünfter	pátý	fünft	ADJ;ANIM;NOM;MASC;SG	ADJ
pátý	fünfte	pátý	fünft	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
pátý	fünftes	pátý	fünft	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
tvrdý	harten	tvrdý	hart	ADJ;INAN;NOM;MASC;SG;POS	ADJ
tvrdý	schwer	tvrdý	schwer	ADJ;INAN;NOM;MASC;SG;POS	ADJ
tvrdý	hart	tvrdý	hart	ADJ;INAN;NOM;MASC;SG;POS	ADJ
tvrdý	schwierig	tvrdý	schwierig	ADJ;INAN;NOM;MASC;SG;POS	ADJ
tvrdý	schwer	tvrdý	schwer	ADJ;INAN;NOM;MASC;SG;POS	ADJ
tvrdý	hart	tvrdý	hart	ADJ;INAN;NOM;MASC;SG;POS	ADJ
tvrdý	schwierig	tvrdý	schwierig	ADJ;INAN;NOM;MASC;SG;POS	ADJ
kancelář	geschäftsstelle	kancelář	geschäftsstelle	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
kancelář	amt	kancelář	amt	N;NOM;FEM;SG;POS	N;NOM;NEUT;SG
ukázal	zeigte	ukázat	zeigen	V;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
oznámila	verkündet	oznámit	verkünden	V;PFV;POS;PST;V.PTCP;ACT	V;V.PTCP
oznámila	bekanntgegeben	oznámit	bekanntgeben	V;PFV;POS;PST;V.PTCP;ACT	V;V.PTCP
oznámila	angekündigt	oznámit	ankündigen	V;PFV;POS;PST;V.PTCP;ACT	V;V.PTCP
led	eis	led	eis	N;INAN;NOM;MASC;SG;POS	N;NOM;NEUT;SG
zisku	gewinn	zisk	gewinn	N;INAN;GEN;MASC;SG;POS	N
hnědé	braun	hnědý	braun	ADJ;NOM;NEUT;SG;POS	ADJ
hnědé	dunkelbraun	hnědý	dunkelbraun	ADJ;NOM;NEUT;SG;POS	ADJ
rozpočet	haushaltsplan	rozpočet	haushaltsplan	N;INAN;NOM;MASC;SG;POS	N
nejrychlejší	schnellste	rychlý	schnell	ADJ;NOM;RL;MASC;SG;POS	ADJ;NOM;FEM;SG
nejrychlejší	schnellsten	rychlý	schnell	ADJ;NOM;RL;MASC;SG;POS	ADJ
zní	klingt	znít	klingen	V;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
zánik	ausrottung	zánik	ausrottung	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
zánik	niedergang	zánik	niedergang	N;INAN;NOM;MASC;SG;POS	N
zánik	untergang	zánik	untergehen	N;INAN;NOM;MASC;SG;POS	N
charakteristické	merkmal	charakteristický	merkmal	ADJ;NOM;NEUT;SG;POS	ADJ
charakteristické	charakteristisch	charakteristický	charakteristisch	ADJ;NOM;NEUT;SG;POS	ADJ
charakteristické	charakteristik	charakteristický	charakteristik	ADJ;NOM;NEUT;SG;POS	ADJ;SG
výhody	vergünstigungen	výhoda	vergünstigung	N;NOM;FEM;PL;POS	N;NOM;FEM;PL
výhody	berechtigungen	výhoda	berechtigung	N;NOM;FEM;PL;POS	N;NOM;FEM;PL
výhody	sozialleistungen	výhoda	sozialleistungen	N;NOM;FEM;PL;POS	N;NOM;FEM;PL
výhody	vergünstigungen	výhoda	vergünstigung	N;NOM;FEM;PL;POS	N;NOM;FEM;PL
úhel	blickwinkel	úhel	blickwinkel	N;INAN;NOM;MASC;SG;POS	N
mladí	jung	mladý	jung	ADJ;ANIM;NOM;MASC;PL;POS	ADJ
mladí	jungen	mladý	jung	ADJ;ANIM;NOM;MASC;PL;POS	ADJ
mladí	jugend	mladý	jugend	ADJ;ANIM;NOM;MASC;PL;POS	ADJ
mladí	junge	mladý	jung	ADJ;ANIM;NOM;MASC;PL;POS	ADJ;NOM;FEM;PL
dějství	gesetz	dějství	gesetz	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
silnější	stärkeren	silný	stark	ADJ;NOM;CMPR;MASC;SG;POS	ADJ
silnější	stärker	silný	stark	ADJ;NOM;CMPR;MASC;SG;POS	ADJ
silnější	kräftiger	silný	kräftig	ADJ;NOM;CMPR;MASC;SG;POS	ADJ
stabilní	ruhig	stabilní	ruhig	ADJ;NOM;MASC;SG;POS	ADJ
stabilní	beständig	stabilní	beständig	ADJ;NOM;MASC;SG;POS	ADJ
stabilní	gleichmäßig	stabilní	gleichmäßig	ADJ;NOM;MASC;SG;POS	ADJ
stabilní	stetig	stabilní	stetig	ADJ;NOM;MASC;SG;POS	ADJ
stabilní	stabil	stabilní	stabil	ADJ;NOM;MASC;SG;POS	ADJ
stabilní	stabilen	stabilní	stabil	ADJ;NOM;MASC;SG;POS	ADJ
stabilní	beständig	stabilní	beständig	ADJ;NOM;MASC;SG;POS	ADJ
pojmy	konzepte	pojem	konzepn	N;INAN;NOM;MASC;PL;POS	N;NOM;PL
orientace	orientierung	orientace	orientierung	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
sledování	überwachung	sledování	überwachung	N;NOM;NEUT;SG;POS	N;SG
sledování	begleitung	sledování	begleitung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
sledování	überwachung	sledování	überwachung	N;NOM;NEUT;SG;POS	N;SG
stažení	widerruf	stažení	widerrufen	N;NOM;NEUT;SG;POS	N
stažení	entzug	stažení	entzagen	N;NOM;NEUT;SG;POS	N
stažení	rücknahme	stažení	rücknahm	N;NOM;NEUT;SG;POS	N;SG
provádět	durchführen	provádět	durchfahren|durchführen	V;IPFV;POS;NFIN	V;NFIN
provádět	umsetzen	provádět	umsetzen	V;IPFV;POS;NFIN	V;NFIN
provádět	implementieren	provádět	implementieren	V;IPFV;POS;NFIN	V;NFIN
podniky	unternehmen	podnik	unternehmen	N;INAN;NOM;MASC;PL;POS	N;NOM;NEUT;PL
podniky	unternehmen	podnik	unternehmen	N;INAN;NOM;MASC;PL;POS	N;NOM;NEUT;PL
rozsáhlá	umfangreichen	rozsáhlý	umfangreich	ADJ;NOM;FEM;SG;POS	ADJ
rozsáhlá	umfassend	rozsáhlý	umfassend	ADJ;NOM;FEM;SG;POS	ADJ
rozsáhlá	umfangreiches	rozsáhlý	umfangreich	ADJ;NOM;FEM;SG;POS	ADJ;NOM;NEUT;SG
přístroje	messgeräte	přístroj	meßgerät	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL
přístroje	apparate	přístroj	apparat	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL
přístroje	geräte	přístroj	geräten	N;INAN;NOM;MASC;PL;POS	N;NOM;NEUT;PL
přístroje	geräte	přístroj	geräten	N;INAN;NOM;MASC;PL;POS	N;NOM;NEUT;PL
plavidla	schiffe	plavidlo	schiff	N;NOM;NEUT;PL;POS	N;NOM;NEUT;PL
hraniční	grenze	hraniční	grenze	ADJ;NOM;MASC;SG;POS	ADJ
výkony	aufführungen	výkon	aufführingen	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL
mapě	stadtplan	mapa	stadtplan	N;NOM;FEM;SG;POS	N
oblečení	outfit	oblečení	outfit	N;NOM;NEUT;SG;POS	N;SG
oblečení	kleidung	oblečení	kleidung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
oblečení	kleidung	oblečení	kleidung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
tajemník	sekretär	tajemník	sekretär	N;ANIM;NOM;MASC;SG;POS	N
propuštění	freigabe	propuštění	freigabe	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
propuštění	entlassung	propuštění	entlassung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
zahynul	umgekommen	zahynout	umkommen	V;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
námět	thema	námět	thema	N;INAN;NOM;MASC;SG;POS	N;NOM;NEUT;SG
grafické	grafischen	grafický	grafisch	ADJ;NOM;MASC;PL;POS	ADJ
grafické	grafisch	grafický	grafisch	ADJ;NOM;MASC;PL;POS	ADJ
grafické	grafische	grafický	grafisch	ADJ;NOM;MASC;PL;POS	ADJ;NOM;FEM;PL
vzdal	aufgegeben	vzdát	aufgeben	V;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
vzdal	übergeben	vzdát	übergeben	V;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
vzdal	zurückgegeben	vzdát	zurückgeben	V;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
vzdal	abgegeben	vzdát	abgeben	V;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
vzdal	ergeben	vzdát	ergeben	V;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
bohatství	reichtums	bohatství	reichtums	N;NOM;NEUT;SG;POS	N;NOM;NEUT
bohatství	reichtums	bohatství	reichtums	N;NOM;NEUT;SG;POS	N;NOM;NEUT
vzniknout	entstehen	vzniknout	entstehen	V;PFV;POS;NFIN	V;NFIN
rallye	kundgebung	rallye	kundgebung	N;FEM;POS	N;SG
domov	haus	domov	haus	N;INAN;NOM;MASC;SG;POS	N;NOM;NEUT;SG
domov	heimat	domov	heimat	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
ven	draußen	ven	draußen	ADV	ADV
ven	raus	ven	raus	ADV	ADV
cvičení	übung	cvičení	übung	N;NOM;NEUT;SG;POS	N;NOM;SG
cvičení	ausübung	cvičení	ausübung	N;NOM;NEUT;SG;POS	N;SG
kurz	lehrgang	kurs	lehrgang	N;INAN;NOM;MASC;SG;POS	N
hod	wurf	hodina	werfen	N;FEM;POS	N;SG
řeč	vortrag	řeč	vortragen	N;NOM;FEM;SG;POS	N;SG
řeč	ansprache	řeč	ansprechen	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
řeč	sprache	řeč	sprechen	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
studovala	untersucht	studovat	untersuchen	V;IPFV;POS;PST;V.PTCP;ACT	V;V.PTCP
studovala	studiert	studovat	studieren	V;IPFV;POS;PST;V.PTCP;ACT	V;V.PTCP
umírá	stirbt	umírat	sterben	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
umírá	sterbenden	umírat	sterbend	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;FIN
umírá	sterben	umírat	sterben	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;NFIN
norský	norwegisch	norský	norwegisch	ADJ;ANIM;NOM;MASC;SG;POS	ADJ
norský	norwegischer	norský	norwegisch	ADJ;ANIM;NOM;MASC;SG;POS	ADJ
norský	norwegischen	norský	norwegisch	ADJ;ANIM;NOM;MASC;SG;POS	ADJ
nárok	beanspruchung	nárok	beanspruchung	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
nárok	anspruch	nárok	anspruch	N;INAN;NOM;MASC;SG;POS	N
nárok	anspruch	nárok	anspruch	N;INAN;NOM;MASC;SG;POS	N
odděluje	trennt	oddělovat	trennen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
rekordy	datensätze	rekord	datensatz	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL
výklad	auswertung	výklad	auswertung	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
modrý	blau	modrý	blau	ADJ;INAN;NOM;MASC;SG;POS	ADJ
modrý	blauen	modrý	blau	ADJ;INAN;NOM;MASC;SG;POS	ADJ
lehké	leichter	lehký	leicht	ADJ;NOM;NEUT;SG;POS	ADJ
lehké	leicht	lehký	leicht	ADJ;NOM;NEUT;SG;POS	ADJ
lehké	leichter	lehký	leicht	ADJ;NOM;NEUT;SG;POS	ADJ
lehké	leichtigkeit	lehký	leichtigkeit	ADJ;NOM;NEUT;SG;POS	ADJ
lehké	leichtes	lehký	leicht	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;NEUT;SG
lehké	leicht	lehký	leicht	ADJ;NOM;NEUT;SG;POS	ADJ
třicet	dreißig	třicet	dreißig	NUM;NOM;SG	NUM
jaderné	nuklear	jaderný	nuklear	ADJ;NOM;NEUT;SG;POS	ADJ
jaderné	atomenergie	jaderný	atomenergie	ADJ;NOM;NEUT;SG;POS	ADJ
široká	breiten	široký	breit	ADJ;NOM;FEM;SG;POS	ADJ;SG
široká	breiter	široký	breit	ADJ;NOM;FEM;SG;POS	ADJ
široká	breite	široký	breit	ADJ;NOM;FEM;SG;POS	ADJ;NOM;FEM;SG
široká	breit	široký	breit	ADJ;NOM;FEM;SG;POS	ADJ
široká	breiten	široký	breit	ADJ;NOM;FEM;SG;POS	ADJ;SG
široká	breiter	široký	breit	ADJ;NOM;FEM;SG;POS	ADJ
široká	breit	široký	breit	ADJ;NOM;FEM;SG;POS	ADJ
bojovat	bekämpfen	bojovat	bekämpfen	V;IPFV;POS;NFIN	V;NFIN
bojovat	kämpfen	bojovat	kämpfen	V;IPFV;POS;NFIN	V;NFIN
zvony	glocken	zvon	glock	N;INAN;NOM;MASC;PL;POS	N;NOM;PL
vlastnil	gehört	vlastnit	gehören	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
odejít	verlassen	odejít	verlassen	V;POS;NFIN	V;NFIN
odejít	hinterlassen	odejít	hinterlassen	V;POS;NFIN	V;V.PTCP
odejít	weggehen	odejít	weggehen	V;POS;NFIN	V;NFIN
krásné	wunderschön	krásný	wunderschön	ADJ;NOM;NEUT;SG;POS	ADJ
krásné	schöner	krásný	schön	ADJ;NOM;NEUT;SG;POS	ADJ
krásné	schönste	krásný	schön	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;FEM;SG
krásné	schön	krásný	schön	ADJ;NOM;NEUT;SG;POS	ADJ
krásné	schönen	krásný	schön	ADJ;NOM;NEUT;SG;POS	ADJ
krásné	herrlich	krásný	herrlich	ADJ;NOM;NEUT;SG;POS	ADJ
následovalo	gefolgt	následovat	folgen	V;IPFV;NEUT;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
následovalo	abonniert	následovat	abonnieren	V;IPFV;NEUT;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
následovalo	folgte	následovat	folgen	V;IPFV;NEUT;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
veselý	heiter	veselý	heiter	ADJ;ANIM;NOM;MASC;SG;POS	ADJ
veselý	fröhlich	veselý	fröhlich	ADJ;ANIM;NOM;MASC;SG;POS	ADJ
veselý	fröhlicher	veselý	fröhlich	ADJ;ANIM;NOM;MASC;SG;POS	ADJ
veselý	fröhlich	veselý	fröhlich	ADJ;ANIM;NOM;MASC;SG;POS	ADJ
veselý	heiter	veselý	heiter	ADJ;ANIM;NOM;MASC;SG;POS	ADJ
veselý	fröhlich	veselý	fröhlich	ADJ;ANIM;NOM;MASC;SG;POS	ADJ
přímý	direkten	přímý	direkt	ADJ;INAN;NOM;MASC;SG;POS	ADJ
přímý	direkt	přímý	direkt	ADJ;INAN;NOM;MASC;SG;POS	ADJ
přímý	direkter	přímý	direkt	ADJ;INAN;NOM;MASC;SG;POS	ADJ
přímý	direktes	přímý	direkt	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
nahrávání	aufzeichnung	nahrávání	aufzeichnung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
víno	weines	víno	wein	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
stavy	bestände	stav	beständen	N;INAN;NOM;MASC;PL;POS	N;NOM
stavy	lagerbestände	stav	lagerbestände	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL
stavy	vorräte	stav	vorrät	N;INAN;NOM;MASC;PL;POS	N;NOM
stavy	status	stav	status	N;INAN;NOM;MASC;PL;POS	N
kanadské	kanadisches	kanadský	kanadisch	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;NEUT;SG
pošta	mail	pošta	mail	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
pošta	beitrag	pošta	beitregen	N;NOM;FEM;SG;POS	N;SG
osy	achsen	osa	achsen	N;NOM;FEM;PL;POS	N
osy	achsen	osa	achsen	N;NOM;FEM;PL;POS	N
plný	voll	plný	voll	ADJ;INAN;NOM;MASC;SG;POS	ADJ
plný	vollständig	plný	vollständig	ADJ;INAN;NOM;MASC;SG;POS	ADJ
pojištění	versicherung	pojištění	versicherung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
sekundární	sekundär	sekundární	sekundär	ADJ;NOM;MASC;SG;POS	ADJ
sekundární	sekundärer	sekundární	sekundärer	ADJ;NOM;MASC;SG;POS	ADJ
vybudovat	bauen	vybudovat	bauen	V;PFV;POS;NFIN	V;NFIN
vybudovat	aufbauen	vybudovat	aufbauen	V;PFV;POS;NFIN	V;NFIN
čin	urkunde	čin	urkunde	N;INAN;NOM;MASC;SG;POS	N
čin	gesetz	čin	gesetz	N;INAN;NOM;MASC;SG;POS	N;NOM;NEUT;SG
slezské	schlesischen	slezský	schlesisch	ADJ;NOM;FEM;PL;POS	ADJ;NOM;MASC;PL
name	name	můj	Name	N;NOM;MASC;SG;POS	N;NOM;SG
vysvětlit	erkläre	vysvětlit	erklären	V;PFV;POS;NFIN	V;IND;SG;3;PRS;FIN
vysvětlit	erklären	vysvětlit	erklären	V;PFV;POS;NFIN	V;NFIN
vysvětlit	erläutern	vysvětlit	erläutern	V;PFV;POS;NFIN	V;NFIN
british	britischen	british	britisch	ADJ;POS	ADJ;NOM;MASC;PL
british	britische	british	britisch	ADJ;POS	ADJ;NOM;FEM;PL
british	britisch	british	britisch	ADJ;POS	ADJ
tajné	geheim	tajný	geheim	ADJ;NOM;MASC;SG;POS	ADJ
tajné	geheimen	tajný	geheimen	ADJ;NOM;MASC;SG;POS	ADJ
tajné	heimlich	tajný	heimlich	ADJ;NOM;MASC;SG;POS	ADJ
tajné	geheim	tajný	geheim	ADJ;NOM;MASC;SG;POS	ADJ
tajné	klassifiziert	tajný	klassifizieren	ADJ;NOM;MASC;SG;POS	ADJ;V.PTCP
vlaku	zug	vlak	zug	N;INAN;GEN;MASC;SG;POS	N;SG
krát	mal	krát	mal	ADV	ADV
objevili	gefunden	objevit	finden	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP;ACT	V;V.PTCP
objevili	herausgefunden	objevit	herausfinden	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP;ACT	V;V.PTCP
objevili	entdeckt	objevit	entdecken	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP;ACT	V;V.PTCP
ekonomika	ökonomie	ekonomika	ökonomie	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
ekonomika	wirtschaftlichkeit	ekonomika	wirtschaftlichkeit	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
