with	با	with	با	ADP	ADP
syndrome	سندرم	syndrome	سندرم	N;SG	N;SG
journalism	نگاری	journalism	نگاری	N;SG	N;SG
journalism	خبرنگاری	journalism	خبرنگاری	N;SG	N;SG
towers	برجهای	tower	برج	N;PL	N;PL
towers	برجها	tower	برج	N;PL	N;PL
conductor	رسانا	conductor	رسان	N;SG	N;SG
conductor	راهبر	conductor	راهبر	N;SG	N;SG
hospitals	بیمارستانها	hospital	بیمارستان	N;PL	N;PL
bone	استخوان	bone	استخوان	N;SG	N;SG
wellington	ولینگتون	wellington	ولینگتون	N;SG	N;SG
sharing	اشتراک	share	اشتراک	N;SG	N;SG
labels	برچسبهای	label	برچسبای	N;PL	N;PL
ensemble	همای	ensemble	هما	N;SG	N;SG
monster	هیولا	monster	هیولا	N;SG	N;SG
pitcher	پارچ	pitcher	پارچ	N;SG	N;SG
emphasis	تأکید	emphasis	تأکید	N;SG	N;SG
emphasis	تاکید	emphasis	تاکید	N;SG	N;SG
recovery	ترمیمی	recovery	ترمیمی	N;SG	N;SG
recovery	ریکاوری	recovery	ریکاوری	N;SG	N;SG
recovery	بازیابی	recovery	بازیابی	N;SG	N;SG
recovery	بهبودی	recovery	بهبودی	N;SG	N;SG
thoughts	افکار	thought	فکر	N;PL	N;PL
immigrants	مهاجران	immigrant	مهاجر	N;PL	N;PL
immigrants	مهاجرین	immigrant	مهاجر	N;PL	N;PL
variant	variant	variant	None	N;SG	N;SG
succession	جانشینی	succession	جانشینی	N;SG	N;SG
reserves	ذخایر	reserve	ذخیره	N;PL	N;PL
kid	کید	kid	کرد#کن	N;SG	N;SG
guidance	هدایت	guidance	هدایت	N;SG	N;SG
guidance	رهنمود	guidance	رهنمود	N;SG	N;SG
delivery	تحویل	delivery	تحویل	N;SG	N;SG
delivery	زایمان	delivery	زایمان	N;SG	N;SG
slave	slave	slave	slave	N;SG	N;SG
slave	بنده	slave	بنده	N;SG	N;SG
feedback	بازخورد	feedback	بازخورد	N;SG	N;SG
stones	سنگها	stone	سنگ	N;PL	N;PL
cgi	cgi	cgi	cgi	N;SG	N;SG
favour	منت	favour	منت	N;SG	N;SG
favour	نعمتی	favour	نعمتی	N;SG	N;SG
favour	نعمت	favour	نعمت	N;SG	N;SG
printing	چاپ	printing	چاپ	N;SG	N;SG
theology	الهیات	theology	None	N;SG	N;SG
parameters	پارامترهای	parameter	پارامتر	N;PL	N;PL
searching	جستجوی	searching	جستجوی	N;SG	N;SG
searching	جستجو	searching	None	N;SG	N;SG
inappropriate	نامناسب	inappropriate	نامناسب	ADJ	ADJ
switch	تعویض	switch	None	N;SG	N;SG
switch	سوئیچ	switch	سوئیچ	N;SG	N;SG
switch	سویچ	switch	سویچ	N;SG	N;SG
tube	لوله	tube	None	N;SG	N;SG
debt	قرض	debt	قرض	N;SG	N;SG
debt	قرضی	debt	قرضی	N;SG	N;SG
debt	قرضه	debt	قرضه	N;SG	N;SG
debt	بدهی	debt	None	N;SG	N;SG
navigation	ناوبری	navigation	ناوبری	N;SG	N;SG
experts	متخصصان	expert	متخصص	N;PL	N;PL
experts	متخصصین	expert	متخصصین	N;PL	N;PL
experts	کارشناسان	expert	کارشناس	N;PL	N;PL
essays	مقالات	essays	مقاله	N;PL	N;PL
conventional	متعارف	conventional	متعارف	ADJ	ADJ
feelings	احساسات	feeling	احساس	N;PL	N;PL
bath	حمام	bath	None	N;SG	N;SG
variations	تغییرات	variation	تغییر	N;PL	N;PL
flood	سیل	flood	سیل	N;SG	N;SG
custom	سفارشی	custom	سفارشی	N;SG	N;SG
profession	حرفه	profession	None	N;SG	N;SG
profession	شغلی	profession	شغلی	N;SG	N;SG
profession	شغل	profession	شغل	N;SG	N;SG
layout	چیدمان	layout	چیدم	N;SG	N;SG
academics	دانشگاهیان	academics	دانشگاهی	N;PL	N;PL
merging	ادغام	merge	None	N;SG	N;SG
grass	چمن	grass	None	N;SG	N;SG
grass	چمنی	grass	چمنی	N;SG	N;SG
grass	علف	grass	None	N;SG	N;SG
artificial	مصنوعی	artificial	مصنوعی	ADJ	ADJ
tip	نکته	tip	نکته	N;SG	N;SG
tip	نوک	tip	None	N;SG	N;SG
tip	انعام	tip	انعام	N;SG	N;SG
aspx	aspx	aspx	aspx	N;SG	N;SG
fellows	یاران	fellow	یار	N;PL	N;PL
dreams	رؤیاها	dream	رؤیا	N;PL	N;PL
dreams	رویاها	dream	رویا	N;PL	N;PL
dreams	رویاهای	dream	رویا	N;PL	N;PL
suburb	حومه	suburb	حومه	N;SG	N;SG
chorus	همخوان	chorus	همخوان	N;SG	N;SG
chorus	کورس	chorus	کورس	N;SG	N;SG
dependent	وابسته	dependent	وابسته	ADJ	ADJ
restrictions	محدودیتهای	restriction	محدودیت	N;PL	N;PL
killer	قاتل	killer	قاتل	N;SG	N;SG
trio	trio	trio	trio	N;SG	N;SG
blocking	بلوکه	block	بلوکه	N;SG	N;SG
cattle	چهارپایان	cattle	چهارپای	N;PL	N;PL
gear	دنده	gear	دنده	N;SG	N;SG
skating	اسکیت	skate	اسکیت	N;SG	N;SG
skating	پاتیناژ	skate	پاتیناژ	N;SG	N;SG
fifteen	پانزده	fifteen	پانزده	NUM	NUM
liquid	مایع	liquid	مایع	N;SG	N;SG
voices	صداها	voice	صدا	N;PL	N;PL
voices	صداهایی	voice	صدا	N;PL	N;PL
voices	صداهای	voice	صدا	N;PL	N;PL
voices	آوازها	voice	آواز	N;PL	N;PL
horn	هورن	horn	هورن	N;SG	N;SG
horn	بوق	horn	بوق	N;SG	N;SG
horn	شیپور	horn	شیپور	N;SG	N;SG
burning	سوزاندن	burn	None	N;SG	N;SG
burning	سوختن	burn	None	N;SG	N;SG
worker	کارگری	worker	کارگر	N;SG	N;SG
worker	کارگر	worker	کارگر	N;SG	N;SG
atmosphere	اتمسفر	atmosphere	اتمسفر	N;SG	N;SG
welfare	رفاه	welfare	رفاه	N;SG	N;SG
columns	ستونها	column	ستون	N;PL	N;PL
columns	ستونهای	column	ستون	N;PL	N;PL
repair	تعمیر	repair	تعمیر	N;SG	N;SG
parameter	پارامتر	parameter	پارامتر	N;SG	N;SG
parade	رژه	parade	رژه	N;SG	N;SG
awareness	آگاهی	awareness	آگاهی	N;SG	N;SG
conspiracy	توطئه	conspiracy	None	N;SG	N;SG
conspiracy	دسیسه	conspiracy	دسیسه	N;SG	N;SG
dies	میمیرد	die	مرمید#میمر	V;IND;SG;3;PRS;FIN	V;SG;3;PRS
rough	ناهموار	rough	ناهموار	ADJ	ADJ
equation	معادله	equation	معادله	N;SG	N;SG
cutting	بریدن	cutting	بریدن	N;SG	N;SG
button	دکمه	button	دکمه	N;SG	N;SG
neck	گردن	neck	گردن	N;SG	N;SG
drink	نوشیدن	drink	نوشیدن	N;SG	N;SG
drink	بنوشید	drink	None	N;SG	N;SG
sheriff	کلانتر	sheriff	کلان	N;SG	N;SG
vanity	غرور	vanity	غرور	N;SG	N;SG
vanity	باطل	vanity	None	N;SG	N;SG
vanity	بیهوده	vanity	بیهوده	N;SG	N;SG
gift	هدیه	gift	هدیه	N;SG	N;SG
gift	کادو	gift	کادو	N;SG	N;SG
riders	سواران	rider	سوار	N;PL	N;PL
diverse	گوناگون	diverse	گوناگون	ADJ	ADJ
attitude	نگرش	attitude	نگرش	N;SG	N;SG
attitude	منش	attitude	منش	N;SG	N;SG
attitude	گرایش	attitude	گرایش	N;SG	N;SG
mouse	موش	mouse	موش	N;SG	N;SG
mouse	موشی	mouse	موش	N;SG	N;SG
mouse	ماوس	mouse	ماوس	N;SG	N;SG
protests	اعتراضات	protest	اعتراض	N;PL	N;PL
gods	خدایان	god	خدا	N;PL	N;PL
variation	تنوع	variation	تنوع	N;SG	N;SG
prices	قیمتها	price	قیمت	N;PL	N;PL
prayer	نماز	prayer	نماز	N;SG	N;SG
prayer	دعا	prayer	None	N;SG	N;SG
terrorism	تروریسم	terrorism	تروریسم	N;SG	N;SG
detective	کارگاه	detective	کارگاه	N;SG	N;SG
detective	کارآگاه	detective	کارآگاه	N;SG	N;SG
detective	کاراگاه	detective	کاراگاه	N;SG	N;SG
linking	مرتبط	link	مرتبط	N;SG	N;SG
oval	بیضی	oval	بیض	N;SG	N;SG
filming	فیلمبرداری	filming	فیلمبرداری	N;SG	N;SG
funeral	ختم	funeral	None	N;SG	N;SG
funeral	خاکسپاری	funeral	خاکسپاری	N;SG	N;SG
farmer	کشاورز	farmer	کشاورز	N;SG	N;SG
mixing	اختلاط	mixing	اختلاط	N;SG	N;SG
mixing	آمیختن	mixing	آمیختن	N;SG	N;SG
mixing	تلفیق	mixing	None	N;SG	N;SG
danger	خطری	danger	خطر	N;SG	N;SG
danger	خطر	danger	خطر	N;SG	N;SG
rally	اجتماع	rally	None	N;SG	N;SG
rally	رالی	rally	رالی	N;SG	N;SG
narrative	روایت	narrative	روایت	N;SG	N;SG
surprise	غافلگیری	surprise	غافلگیری	N;SG	N;SG
surprise	surprise	surprise	surprise	N;SG	N;SG
surprise	سورپرایز	surprise	سورپرایز	N;SG	N;SG
surprise	سوپرایز	surprise	سوپرایز	N;SG	N;SG
molecular	مولکولی	molecular	مولکولی	N;SG	N;SG
theorem	قضیه	theorem	قضیه	N;SG	N;SG
homepage	آغازه	homepage	آغازه	N;SG	N;SG
winds	بادها	wind	باد	N;PL	N;PL
winds	بادهای	wind	باده	N;PL	N;PL
conversation	گفتگو	conversation	گفتگو	N;SG	N;SG
conversation	مکالمه	conversation	مکالمه	N;SG	N;SG
conversation	گفتگوی	conversation	گفتگو	N;SG	N;SG
sussex	ساسکس	sussex	ساسکس	N;SG	N;SG
ram	رام	ram	رام	N;SG	N;SG
ram	ram	ram	ram	N;SG	N;SG
ram	رم	ram	رم	N;SG	N;SG
guests	میهمانان	guest	میهمان	N;PL	N;PL
guests	مهمانان	guest	مهمان	N;PL	N;PL
receives	میگیرد	receive	گرفت#گیر	V;IND;SG;3;PRS;FIN	V;SG;3;PRS
reaches	میرسد	reach	میرسد	V;IND;SG;3;PRS;FIN	V;SG;3;PRS
orbit	مدار	orbit	مدار	N;SG	N;SG
massacre	کشتار	massacre	کشتار	N;SG	N;SG
dialogue	محاوره	dialogue	محاوره	N;SG	N;SG
illness	بیماری	illness	بیماری	N;SG	N;SG
dress	لباس	dress	لباس	N;SG	N;SG
tenure	تصدی	tenure	تصدی	N;SG	N;SG
ladies	بانوان	lady	None	N;PL	N;PL
ladies	خانمها	lady	خانم	N;PL	N;PL
scout	پیشاهنگ	scout	پیشاهنگ	N;SG	N;SG
difficulty	دشواری	difficulty	دشوار	N;SG	N;SG
difficulty	سختی	difficulty	سختی	N;SG	N;SG
pupils	شاگردان	pupil	شاگردان	N;PL	N;PL
wealth	ثروت	wealth	None	N;SG	N;SG
wealth	مال	wealth	مال	N;SG	N;SG
lodge	لژ	lodge	لژ	N;SG	N;SG
citizenship	تابعیت	citizenship	None	N;SG	N;SG
citizenship	شهروندی	citizenship	شهروندی	N;SG	N;SG
specialist	متخصص	specialist	متخصص	N;SG	N;SG
intent	قصدش	intent	قصدش	N;SG	N;SG
intent	قصد	intent	قصد	N;SG	N;SG
instruction	دستورالعمل	instruction	دستورالعمل	N;SG	N;SG
pride	پراید	pride	پراید	N;SG	N;SG
pride	غرور	pride	غرور	N;SG	N;SG
pride	تکبر	pride	تکبر	N;SG	N;SG
banner	بنر	banner	بنر	N;SG	N;SG
banner	بیرق	banner	بیرق	N;SG	N;SG
friendship	دوستی	friendship	دوستی	N;SG	N;SG
friendship	رفاقت	friendship	رفاقت	N;SG	N;SG
corruption	تباهی	corruption	None	N;SG	N;SG
corruption	فساد	corruption	فساد	N;SG	N;SG
pilots	خلبانان	pilot	خلبان	N;PL	N;PL
tape	نوار	tape	None	N;SG	N;SG
emigrants	مهاجران	emigrant	مهاجر	N;PL	N;PL
revenge	انتقام	revenge	None	N;SG	N;SG
revision	بازبینی	revision	بازبینی	N;SG	N;SG
fee	اجرت	fee	اجرت	N;SG	N;SG
fee	مزد	fee	مزد	N;SG	N;SG
fee	دستمزد	fee	دستمزد	N;SG	N;SG
computing	رایانه	compute	رایانه	N;SG	N;SG
computing	رایانش	compute	رایانش	N;SG	N;SG
examination	کنکور	examination	کنکور	N;SG	N;SG
examination	معاینه	examination	معاینه	N;SG	N;SG
matrix	ماتریکس	matrix	ماتریکس	N;SG	N;SG
matrix	ماتریس	matrix	ماتریس	N;SG	N;SG
kiss	بوس	kiss	بوس	N;SG	N;SG
kiss	بوسه	kiss	None	N;SG	N;SG
kiss	ماچ	kiss	ماچ	N;SG	N;SG
kiss	kiss	kiss	kiss	N;SG	N;SG
kiss	ببوس	kiss	ببوس	N;SG	N;SG
luck	شانس	luck	شانس	N;SG	N;SG
bid	بید	bid	بید#بین	N;SG	N;SG
enemies	دشمنان	enemy	دشمن	N;PL	N;PL
mercury	عطارد	mercury	عطارد	N;SG	N;SG
mercury	جیوه	mercury	جیوه	N;SG	N;SG
mercury	مرکوری	mercury	None	N;SG	N;SG
math	ریاضی	math	ریاضی	N;SG	N;SG
math	ریاضیات	math	ریاضی	N;SG	N;SG
math	math	math	math	N;SG	N;SG
nobel	نوبل	nobel	نوبل	N;SG	N;SG
airports	فرودگاههای	airport	فرودگاه	N;PL	N;PL
airports	فرودگاهها	airport	فرودگاه	N;PL	N;PL
veterans	ایثارگران	veteran	None	N;PL	N;PL
axis	محور	axis	محور	N;SG	N;SG
execution	اعدام	execution	None	N;SG	N;SG
execution	اعدامی	execution	اعدامی	N;SG	N;SG
execution	اجرا	execution	اجرا	N;SG	N;SG
execution	اجرای	execution	اجرا	N;SG	N;SG
execution	اعدامش	execution	اعدامش	N;SG	N;SG
ticket	بلیط	ticket	بلیط	N;SG	N;SG
ticket	بلیت	ticket	بلیت	N;SG	N;SG
entity	موجودیت	entity	موجودیت	N;SG	N;SG
judicial	قضایی	judicial	قضایی	ADJ	ADJ
bombing	بمبگذاری	bombing	بمبگذاری	N;SG	N;SG
bombing	بمباران	bombing	بمبار	N;SG	N;SG
founders	بنیانگذاران	founder	بنیانگذار	N;PL	N;PL
founders	مؤسسان	founder	مؤسس	N;PL	N;PL
suddenly	ناگهان	suddenly	ناگهان	ADV	ADV
parking	پارکینگ	parking	پارکینگ	N;SG	N;SG
locomotive	محرکه	locomotive	محرکه	N;SG	N;SG
locomotive	لوکوموتیو	locomotive	لوکوموتیو	N;SG	N;SG
preparation	آمادگی	preparation	آمادگی	N;SG	N;SG
preparation	تدارک	preparation	تدارک	N;SG	N;SG
declaration	اعلام	declaration	اعلام	N;SG	N;SG
declaration	اعلان	declaration	اعلان	N;SG	N;SG
burial	دفن	burial	دفن	N;SG	N;SG
burial	خاکسپاری	burial	خاکسپاری	N;SG	N;SG
beating	لت	beating	لت	N;SG	N;SG
celebration	جشن	celebration	جشن	N;SG	N;SG
celebration	تجلیل	celebration	None	N;SG	N;SG
discipline	انضباط	discipline	انضباط	N;SG	N;SG
fauna	teide	fauna	teide	N;SG	N;SG
manuscript	خطی	manuscript	خطی	N;SG	N;SG
chiefs	سران	chief	سر	N;PL	N;PL
compound	مرکب	compound	None	N;SG	N;SG
compound	ترکیب	compound	ترکیب	N;SG	N;SG
associations	انجمنهای	association	None	N;PL	N;PL
targets	اهداف	target	هدف	N;PL	N;PL
alien	بیگانه	alien	بیگانه	ADJ	ADJ
thick	ضخیم	thick	ضخیم	ADJ	ADJ
wire	سیم	wire	سیم	N;SG	N;SG
wire	کابل	wire	کابل	N;SG	N;SG
wire	وایر	wire	وایر	N;SG	N;SG
phd	phd	phd	phd	N;SG	N;SG
fat	چاق	fat	چاق	ADJ	ADJ
flights	پروازهای	flight	پرواز	N;PL	N;PL
flights	پروازها	flight	پرواز	N;PL	N;PL
warm	گرم	warm	گرم	ADJ	ADJ
grandson	نوه	grandson	None	N;SG	N;SG
lords	سروران	lord	سرور	N;PL	N;PL
raid	هجوم	raid	هجوم	N;SG	N;SG
congregation	جماعت	congregation	جماعت	N;SG	N;SG
congregation	آدینه	congregation	آدینه	N;SG	N;SG
testament	وصیتنامه	testament	وصیتنامه	N;SG	N;SG
testament	وصیت	testament	وصیت	N;SG	N;SG
drinking	نوشیدن	drinking	نوشیدن	N;SG	N;SG
drinking	آشامیدنی	drinking	آشامیدنی	N;SG	N;SG
companion	همنشین	companion	همنشین	N;SG	N;SG
companion	همدم	companion	همدم	N;SG	N;SG
companion	همنشینی	companion	همنشینی	N;SG	N;SG
consideration	رسیدگی	consideration	رسیدگی	N;SG	N;SG
doctors	پزشکان	doctor	پزشک	N;PL	N;PL
doctors	دکترها	doctor	دکتر	N;PL	N;PL
ruler	حاکم	ruler	حاکم	N;SG	N;SG
worthy	شایسته	worthy	شایسته	ADJ	ADJ
sequel	دنباله	sequel	دنباله	N;SG	N;SG
fate	سرنوشت	fate	سرنوشت	N;SG	N;SG
fate	تقدیر	fate	تقدیر	N;SG	N;SG
episcopal	اسقفی	episcopal	اسقفی	N;SG	N;SG
terrorist	تروریست	terrorist	تروریست	N;SG	N;SG
terrorist	تروریستی	terrorist	تروریستی	N;SG	N;SG
waves	امواج	wave	None	N;PL	N;PL
waves	موجها	wave	موج	N;PL	N;PL
paint	نقاشی	paint	نقاشی	N;SG	N;SG
actively	فعالانه	actively	فعالانه	ADV	ADV
indication	نشانه	indication	نشانه	N;SG	N;SG
integration	یکپارچگی	integration	None	N;SG	N;SG
bibliography	کتابشناسی	bibliography	کتابشناسی	N;SG	N;SG
farming	کشاورزی	farm	کشاورزی	N;SG	N;SG
farming	زراعت	farm	زراعت	N;SG	N;SG
marathon	ماراتن	marathon	ماره	N;SG	N;SG
marathon	ماراتون	marathon	ماراتون	N;SG	N;SG
beliefs	اعتقادات	belief	اعتقاد	N;PL	N;PL
beliefs	عقاید	belief	عقیده	N;PL	N;PL
beliefs	باورهای	belief	باور	N;PL	N;PL
altitude	ارتفاع	altitude	ارتفاع	N;SG	N;SG
freely	آزادانه	freely	None	ADV	ADV
simultaneously	همزمان	simultaneously	همزمان	ADV	ADV
cultures	فرهنگهای	culture	فرهنگ	N;PL	N;PL
taxes	مالیات	tax	مالیه	N;PL	N;PL
taxes	مالیاتی	tax	مالی	N;PL	N;PL
oxygen	اکسیژن	oxygen	اکسیژن	N;SG	N;SG
spell	افسون	spell	None	N;SG	N;SG
spell	هجی	spell	هجی	N;SG	N;SG
spell	ورد	spell	ورد	N;SG	N;SG
inspiration	الهام	inspiration	None	N;SG	N;SG
arc	قوس	arc	قوس	N;SG	N;SG
arc	کمان	arc	None	N;SG	N;SG
accusations	اتهامات	accusation	اتهام	N;PL	N;PL
accusations	اتهاماتی	accusation	اتهاماتی	N;PL	N;PL
spectrum	طیف	spectrum	طیف	N;SG	N;SG
client	مشتری	client	مشتری	N;SG	N;SG
client	کارخواه	client	کارخواه	N;SG	N;SG
client	موکل	client	موکل	N;SG	N;SG
dozen	دوجین	dozen	جین	N;SG	N;SG
symbols	نمادهای	symbol	نماد	N;PL	N;PL
symbols	نمادها	symbol	نماد	N;PL	N;PL
plaza	پلازا	plaza	پلاز	N;SG	N;SG
banking	بانکداری	banking	بانکداری	N;SG	N;SG
legion	لژیون	legion	لژیون	N;SG	N;SG
legion	سپاه	legion	سپاه	N;SG	N;SG
symptoms	علائم	symptom	علامت	N;PL	N;PL
mosque	مسجد	mosque	مسجد	N;SG	N;SG
mosque	مسجدی	mosque	مسجدی	N;SG	N;SG
lab	آزمایشگاه	lab	آزمایشگاه	N;SG	N;SG
lab	ازمایشگاه	lab	ازمایشگاه	N;SG	N;SG
sailing	قایقرانی	sailing	قایقرانی	N;SG	N;SG
sailing	دریانوردی	sailing	دریانوردی	N;SG	N;SG
generic	عمومی	generic	عمومی	ADJ	ADJ
reasoning	حجت	reasoning	None	N;SG	N;SG
reasoning	استدلال	reasoning	استدلال	N;SG	N;SG
stroke	نوازش	stroke	نوازش	N;SG	N;SG
stroke	سکته	stroke	سکته	N;SG	N;SG
dancer	رقصنده	dancer	رقصنده	N;SG	N;SG
dancer	dancer	dancer	None	N;SG	N;SG
dancer	رقاص	dancer	رقاص	N;SG	N;SG
phenomenon	پدیده	phenomenon	پدیده	N;SG	N;SG
recognize	میشناسند	recognize	نمشت#رشاس	V;IMP;FIN	V;PL;3;PRS
anchor	گویندگی	anchor	گویندگی	N;SG	N;SG
anchor	لنگر	anchor	لنگر	N;SG	N;SG
arguing	بحث	argue	بحث	N;SG	N;SG
procedures	روشها	procedure	روش	N;PL	N;PL
timber	الوار	timber	الر	N;SG	N;SG
cartoon	کارتون	cartoon	کارتون	N;SG	N;SG
disorder	اختلال	disorder	اختلال	N;SG	N;SG
disorder	خودشیفته	disorder	خودشیفته	N;SG	N;SG
continent	قاره	continent	None	N;SG	N;SG
fellowship	بورسیه	fellowship	بورسیه	N;SG	N;SG
lock	قفل	lock	None	N;SG	N;SG
overview	خلاصۀ	overview	خلاصۀ	N;SG	N;SG
overview	خلاصه	overview	خلاصه	N;SG	N;SG
filter	پالایش	filter	پالایش	N;SG	N;SG
filter	پالایه	filter	پالایه	N;SG	N;SG
observation	مشاهده	observation	مشاهده	N;SG	N;SG
observation	رصد	observation	رصد	N;SG	N;SG
roster	فهرست	roster	فهرست	N;SG	N;SG
threats	تهدیدات	threat	تهدید	N;PL	N;PL
threats	تهدیدها	threat	تهدید	N;PL	N;PL
threats	تهدیدهای	threat	تهدید	N;PL	N;PL
protocol	قرارداد	protocol	قرارداد	N;SG	N;SG
protocol	پروتکل	protocol	پروتکل	N;SG	N;SG
judgment	قضاوت	judgment	قضاوت	N;SG	N;SG
judgment	حکم	judgment	حکم	N;SG	N;SG
judgment	قضاوتی	judgment	قضاوتی	N;SG	N;SG
judgment	داوری	judgment	داوری	N;SG	N;SG
grammy	گرمی	grammy	گرمی	N;SG	N;SG
colours	رنگها	colour	رنگ	N;PL	N;PL
distinctive	متمایز	distinctive	متمایز	ADJ	ADJ
prisoner	زندانی	prisoner	زندانی	N;SG	N;SG
prisoner	اسیر	prisoner	اسیر	N;SG	N;SG
signals	سیگنالهای	signal	سیگنال	N;PL	N;PL
capita	capita	capita	capita	N;SG	N;SG
intervention	دخالت	intervention	دخالت	N;SG	N;SG
intervention	مداخله	intervention	مداخله	N;SG	N;SG
arriving	میرسد	arrive	میرسد	V;V.MSDR	V;SG;3;PRS
cylinder	استوانه	cylinder	استوانه	N;SG	N;SG
cylinder	سیلندر	cylinder	سیلندر	N;SG	N;SG
tested	آزموده	test	آزموده	V;PST;V.PTCP	V;SG;3;V.PTCP
renowned	دارای	renowned	دارا	ADJ	ADJ
dome	گنبد	dome	گنبد	N;SG	N;SG
philosopher	فیلسوف	philosopher	فیلسوف	N;SG	N;SG
stem	بنیادی	stem	بنیادی	N;SG	N;SG
stem	ساقه	stem	None	N;SG	N;SG
collapse	آوار	collapse	آور	N;SG	N;SG
collapse	فروپاشی	collapse	فروپاشی	N;SG	N;SG
celebrity	سلبریتی	celebrity	سلبریتی	N;SG	N;SG
workshop	کارگاه	workshop	کارگاه	N;SG	N;SG
fortune	بخت	fortune	None	N;SG	N;SG
fortune	فال	fortune	فال	N;SG	N;SG
fortune	ثروت	fortune	None	N;SG	N;SG
shock	شوک	shock	شوک	N;SG	N;SG
employee	کارمند	employee	کارمند	N;SG	N;SG
tomb	مقبره	tomb	مقبره	N;SG	N;SG
tomb	آرامگاه	tomb	آرامگاه	N;SG	N;SG
innovation	نوآوری	innovation	None	N;SG	N;SG
streams	نهرها	stream	نهر	N;PL	N;PL
streams	جویبارها	stream	جویبار	N;PL	N;PL
streams	رودها	stream	رود	N;PL	N;PL
unity	همبستگی	unity	همبستگی	N;SG	N;SG
unity	وحدت	unity	وحدت	N;SG	N;SG
unity	اتحاد	unity	اتحاد	N;SG	N;SG
interchange	تبادل	interchange	تبادل	N;SG	N;SG
proteins	پروتئینها	protein	پروتئین	N;PL	N;PL
proteins	پروتئینهای	protein	پروتئین	N;PL	N;PL
proposals	پیشنهادهای	proposal	پیشنهاد	N;PL	N;PL
swimmers	شناگران	swimmer	شناگر	N;PL	N;PL
hamlet	هملت	hamlet	هملت	N;SG	N;SG
timeline	گاهشمار	timeline	گاهشمار	N;SG	N;SG
coup	کودتا	coup	کودتا	N;SG	N;SG
coup	کودتای	coup	کودتا	N;SG	N;SG
negotiations	مذاکرات	negotiation	مذاکره	N;PL	N;PL
installation	نصب	installation	نصب	N;SG	N;SG
efficiency	بازده	efficiency	بازده	N;SG	N;SG
efficiency	کارایی	efficiency	کارایی	N;SG	N;SG
chapters	فصلها	chapter	فصل	N;PL	N;PL
helicopter	هلیکوپتر	helicopter	هلیکوپتر	N;SG	N;SG
helicopter	بالگرد	helicopter	بالگرد	N;SG	N;SG
fortress	قلعه	fortress	قلعه	N;SG	N;SG
fortress	دژ	fortress	دژ	N;SG	N;SG
burned	سوزانده	burn	سوزانده	V;PST;V.PTCP	V;SG;3;V.PTCP
chat	گپ	chat	گپ	N;SG	N;SG
chat	گپی	chat	گذی	N;SG	N;SG
desk	میز	desk	میز	N;SG	N;SG
garrison	گریسون	garrison	گریسون	N;SG	N;SG
garrison	پادگان	garrison	پاده	N;SG	N;SG
achievements	دستاوردهای	achievement	دستاورد	N;PL	N;PL
binding	انگیختن	bind	انگیختن	N;SG	N;SG
difficulties	مشکلات	difficulty	مشکل	N;PL	N;PL
worn	پوشیده	wear	پوشید#پوش	V;PST;V.PTCP	V;SG;3;V.PTCP
fork	انشعاب	fork	انشعاب	N;SG	N;SG
fork	دوراهی	fork	دوراهی	N;SG	N;SG
fork	چنگال	fork	چنگال	N;SG	N;SG
fork	فورک	fork	فورک	N;SG	N;SG
temporarily	موقتاً	temporarily	موقتاً	ADV	ADV
hotels	هتلهای	hotel	هتل	N;PL	N;PL
hotels	هتلها	hotel	هتل	N;PL	N;PL
developments	تحولات	development	تحول	N;PL	N;PL
literacy	سوادی	literacy	سوادی	N;SG	N;SG
literacy	سواد	literacy	ساده	N;SG	N;SG
hammer	همر	hammer	همر	N;SG	N;SG
hammer	چکشی	hammer	چکش	N;SG	N;SG
hammer	چکش	hammer	چکش	N;SG	N;SG
dollar	دلار	dollar	دلار	N;SG	N;SG
dollar	دالر	dollar	دالر	N;SG	N;SG
ambassadors	سفیران	ambassador	سفیر	N;PL	N;PL
twitter	توئیتر	twitter	توئیتر	N;SG	N;SG
twitter	twitter	twitter	twitter	N;SG	N;SG
twitter	تویتر	twitter	تویتر	N;SG	N;SG
twitter	توییتر	twitter	تویی	N;SG	N;SG
centres	مراکز	centre	مرکز	N;PL	N;PL
descendants	نوادگان	descendant	نواده	N;PL	N;PL
handling	گرداندن	handling	None	N;SG	N;SG
grid	توری	grid	توری	N;SG	N;SG
grid	گرید	grid	گرفت#گرد	N;SG	N;SG
grid	شبکه	grid	شبکه	N;SG	N;SG
certificate	گواهینامه	certificate	گواهینامه	N;SG	N;SG
certificate	گواهی	certificate	گواهی	N;SG	N;SG
destination	مقصد	destination	مقصد	N;SG	N;SG
consumption	مصرف	consumption	مصرف	N;SG	N;SG
feat	شاهکار	feat	شاهکار	N;SG	N;SG
constantly	دائماً	constantly	دائماً	ADV	ADV
constantly	دائما	constantly	دائما	ADV	ADV
survivors	بازماندگان	survivor	None	N;PL	N;PL
mansion	عمارت	mansion	عمارت	N;SG	N;SG
temples	معابد	temple	معابد	N;PL	N;PL
sheet	ورقه	sheet	None	N;SG	N;SG
sheet	برگه	sheet	برگه	N;SG	N;SG
lift	لیفت	lift	لیفت	N;SG	N;SG
cuisine	آشپزی	cuisine	آشپزی	N;SG	N;SG
breeding	شکوفا	breeding	شکوفا	N;SG	N;SG
breeding	پرورش	breeding	پرورش	N;SG	N;SG
outbreak	شیوع	outbreak	شیوع	N;SG	N;SG
handball	هندبال	handball	هندبال	N;SG	N;SG
