cortinas	gardiner	cortina	gardin	N	N;INDF;MASC+FEM;PL
tentan	prøv	tentar	prøve	V	V;IMP
tentan	forsøger	tentar	forsøge	V	V;IND;PRS;FIN;ACT
tentan	prøver	tentar	prøve	V	V;IND;PRS;FIN;ACT
axencia	agenturet	axencia	agentur	N	N;DEF;NEUT;SG
axencia	agentur	axencia	agentur	N	N;INDF;NEUT;SG
axencia	bureau	axencia	bureau	N	N;INDF;NEUT;SG
axencia	bureauet	axencia	bureau	N	N;DEF;NEUT;SG
responsables	ansvar	responsable	ansvar	N	N;INDF;NEUT;SG
responsables	ansvaret	responsable	ansvar	N	N;DEF;NEUT;SG
responsables	ansvarlighed	responsable	ansvarlighed	N	N;INDF;MASC+FEM;SG
nobel	præmie	nobel	præmie	N	N;INDF;MASC+FEM;SG
bonos	frimærker	bono	frimærk	N	N;INDF;NEUT;PL
bonos	stempler	bono	stempel	N	N;INDF;MASC+FEM;PL
sentiu	gjorde	sentiu	gøre	V	V;IND;PST;FIN;ACT
sentiu	mærke	sentiu	mærke	V	V;NFIN;ACT
sentiu	mærk	sentiu	mærk	V	V;IMP
sentiu	føler	sentiu	føle	V	V;IND;PRS;FIN;ACT
sentiu	mærkede	sentiu	mærke	V	V;IND;PST;FIN;ACT
sentiu	føltes	sentiu	føle	V	V;IND;PRS;FIN;PASS
sentiu	følt	sentiu	føle	V	V;INDF;SG;PST;V.PTCP
sentiu	følte	sentiu	føle	V	V;IND;PST;FIN;ACT
falen	snakker	faler	snakke	V	V;IND;PRS;FIN;ACT
falen	taler	faler	tale	V	V;IND;PRS;FIN;ACT
memorias	erindringer	memoria	erindring	N	N;INDF;MASC+FEM;PL
cultivar	gro	cultivar	gro	V	V;NFIN;ACT
cultivar	vokser	cultivar	vokse	V	V;IND;PRS;FIN;ACT
cultivar	vokse	cultivar	vokse	V	V;NFIN;ACT
cultivar	dyrke	cultivar	dyrke	V	V;NFIN;ACT
industriais	fabrik	industrial	fabrik	N	N;INDF;MASC+FEM;SG
desigualdade	uligheder	desigualdade	ulighed	N	N;INDF;MASC+FEM;PL
desigualdade	ulighed	desigualdade	ulighed	N	N;INDF;MASC+FEM;SG
desigualdade	uligheden	desigualdade	ulighed	N	N;DEF;MASC+FEM;SG
ameazas	trusler	ameaza	trusel	N	N;INDF;MASC+FEM;PL
posesión	besiddelse	posesión	besiddelse	N	N;INDF;MASC+FEM;SG
curva	kurve	curvar	kurve	N	N;INDF;MASC+FEM;SG
entradas	billetter	entrada	billet	N	N;INDF;MASC+FEM;PL
entradas	billetterne	entrada	billet	N	N;DEF;MASC+FEM;PL
cultivo	kulturen	cultivo	kultur	N	N;DEF;MASC+FEM;SG
cultivo	kultur	cultivo	kultur	N	N;INDF;MASC+FEM;SG
tratamentos	behandling	tratamento	behandling	N	N;INDF;MASC+FEM;SG
tratamentos	behandlingen	tratamento	behandling	N	N;DEF;MASC+FEM;SG
tratamentos	behandlingerne	tratamento	behandling	N	N;DEF;MASC+FEM;PL
tratamentos	behandlinger	tratamento	behandling	N	N;INDF;MASC+FEM;PL
almacéns	forretninger	almacén	forretning	N	N;INDF;MASC+FEM;PL
almacéns	butikkerne	almacén	butik	N	N;DEF;MASC+FEM;PL
almacéns	butikker	almacén	butik	N	N;INDF;MASC+FEM;PL
almacéns	afdeling	almacén	afdeling	N	N;INDF;MASC+FEM;SG
almacéns	departement	almacén	departement	N	N;INDF;NEUT;SG
almacéns	afdelingen	almacén	afdeling	N	N;DEF;MASC+FEM;SG
almacéns	butik	almacén	butik	N	N;INDF;MASC+FEM;SG
meteu	fik	meteu	få	V	V;IND;PST;FIN;ACT
meteu	har	meteu	have	V	V;IND;PRS;FIN;ACT
mecanismo	mekanismen	mecanismo	mekanisme	N	N;DEF;MASC+FEM;SG
mecanismo	mekanisme	mecanismo	mekanisme	N	N;INDF;MASC+FEM;SG
mecanismo	anordning	mecanismo	anordning	N	N;INDF;MASC+FEM;SG
mecanismo	apparat	mecanismo	apparat	N	N;INDF;NEUT;SG
mecanismo	enhed	mecanismo	enhed	N	N;INDF;MASC+FEM;SG
mandei	afsendt	mander	afsende	V	V;INDF;SG;PST;V.PTCP
mandei	sendes	mander	sende	V	V;IND;PRS;FIN;PASS
mandei	sendte	mander	sende	V	V;IND;PST;FIN;ACT
mandei	sendt	mander	sende	V	V;INDF;SG;PST;V.PTCP
xoguetes	legetøj	xoguete	legetøj	N	N;INDF;NEUT;SG
xoguetes	legetøjet	xoguete	legetøj	N	N;DEF;NEUT;SG
xoguetes	legetøjs	xoguete	legetøjs	N	N;INDF;NEUT;SG
xoguetes	legetøj	xoguete	legetøj	N	N;INDF;NEUT;SG
vilas	byer	vila	by	N	N;INDF;MASC+FEM;PL
vilas	landsbyer	vila	landsby	N	N;INDF;MASC+FEM;PL
vilas	landsbyerne	vila	landsby	N	N;DEF;MASC+FEM;PL
viñetas	tegnefilm	viñeta	tegnefilm	N	N;INDF;MASC+FEM;PL
arquivos	filer	arquivo	fil	N	N;INDF;MASC+FEM;PL
arquivos	arkiv	arquivo	arkiv	N	N;INDF;NEUT;SG
arquivos	arkiverne	arquivo	arkive	N	N;DEF;NEUT;PL
arquivos	arkiver	arquivo	arkive	N	N;INDF;NEUT;PL
arquivos	arkivet	arquivo	arkive	N	N;DEF;NEUT;SG
cambiaron	har	cambiar	have	V	V;IND;PRS;FIN;ACT
cambiaron	have	cambiar	have	V	V;NFIN;ACT
cambiaron	ændret	cambiar	ændre	V	V;INDF;SG;PST;V.PTCP
cambiaron	forandret	cambiar	forandre	V	V;INDF;SG;PST;V.PTCP
cambiaron	ændrede	cambiar	ændre	V	V;PL;PST;V.PTCP
encargo	bestilling	encargo	bestilling	N	N;INDF;MASC+FEM;SG
encargo	ordre	encargo	ordre	N	N;INDF;MASC+FEM;SG
encargo	rækkefølge	encargo	rækkefølg	N	N;INDF;MASC+FEM;SG
encargo	take	encargo	take	N	N;INDF;NEUT;SG
asiáticos	asiatisk	asiático	asiatisk	ADJ	ADJ;INDF;SG
asiáticos	asiatiske	asiático	asiatisk	ADJ	ADJ;PL
asiáticos	asiat	asiático	asiat	ADJ	ADJ;INDF;MASC+FEM;SG
factor	factor	factor	factor	N	N;INDF;MASC+FEM;SG
factor	faktoren	factor	faktor	N	N;DEF;MASC+FEM;SG
factor	faktor	factor	faktor	N	N;INDF;MASC+FEM;SG
labor	arbejde	labor	arbejde	N	N;INDF;NEUT;SG
labor	arbejdet	labor	arbejde	N	N;DEF;NEUT;SG
labor	arbejdsopgave	labor	arbejdsopgave	N	N;INDF;MASC+FEM;SG
labor	opgave	labor	opgave	N	N;INDF;MASC+FEM;SG
queimado	brændte	queimar	brænde	V	V;IND;PST;FIN;ACT
queimado	forbrændt	queimar	forbrændt	V	V;INDF;SG;PST;V.PTCP
queimado	brændt	queimar	brænde	V	V;INDF;SG;PST;V.PTCP
perpetua	liv	perpetuar	liv	N	N;INDF;NEUT;SG
perpetua	livet	perpetuar	liv	N	N;DEF;NEUT;SG
perpetua	livstid	perpetuar	livstid	N	N;INDF;MASC+FEM;SG
aparencia	kig	aparencia	kig	N	N;INDF;NEUT;SG
aparencia	fremmøde	aparencia	fremmøde	N	N;INDF;NEUT;SG
aparencia	udseende	aparencia	udseende	N	N;INDF;NEUT;SG
aparencia	udseendet	aparencia	udseende	N	N;DEF;NEUT;SG
mesas	tabellerne	mesa	tabel	N	N;DEF;MASC+FEM;PL
mesas	tabeller	mesa	tabel	N	N;INDF;NEUT;PL
mesas	borde	mesa	bord	N	N;INDF;NEUT;PL
cinto	bælte	cinto	bælte	N	N;INDF;NEUT;SG
cinto	sele	cinto	sel	N	N;INDF;MASC+FEM;SG
cinto	bæltet	cinto	bælte	N	N;DEF;NEUT;SG
camiñamos	gik	camiñar	gå	V	V;IND;PST;FIN;ACT
camiñamos	gå	camiñar	gå	V	V;NFIN;ACT
lectura	læsning	lectura	læsning	N	N;INDF;MASC+FEM;SG
lectura	aflæsning	lectura	aflæsning	N	N;INDF;MASC+FEM;SG
batallas	kampe	batalla	kamp	N	N;INDF;MASC+FEM;PL
propietaria	ejers	propietaria	eje	N	N;GEN;INDF;MASC+FEM;SG
propietaria	ejeren	propietaria	ejer	N	N;DEF;MASC+FEM;SG
usaba	brugte	usar	bruge	V	V;IND;PST;FIN;ACT
usaba	anvendt	usar	anvende	V	V;INDF;SG;PST;V.PTCP
usaba	brugt	usar	bruge	V	V;INDF;SG;PST;V.PTCP
usaba	udnyttet	usar	udnytte	V	V;INDF;SG;PST;V.PTCP
matamos	dræber	matar	dræbe	V	V;IND;PRS;FIN;ACT
matamos	dræbe	matar	dræbe	V	V;NFIN;ACT
matamos	dræbte	matar	dræbe	V	V;PL;PST;V.PTCP
matamos	dræbt	matar	dræbe	V	V;INDF;SG;PST;V.PTCP
matamos	myrdet	matar	myrde	V	V;INDF;SG;PST;V.PTCP
sentou	sat	sentar	sætte	V	V;INDF;SG;PST;V.PTCP
sentou	siddet	sentar	sidde	V	V;INDF;SG;PST;V.PTCP
sentou	sad	sentar	sidde	V	V;IND;PST;FIN;ACT
mates	dræb	mate	dræb	N	N;INDF;NEUT;SG
mates	matematik	mate	matematik	N	N;INDF;MASC+FEM;SG
columnas	spalter	columna	spalter	N	N;INDF;MASC+FEM;PL
columnas	søjler	columna	søjle	N	N;INDF;MASC+FEM;PL
columnas	kolonner	columna	kolon	N	N;INDF;MASC+FEM;PL
furgoneta	varevogn	furgonetar	varevogn	N	N;INDF;MASC+FEM;SG
furgoneta	varevognen	furgonetar	varevogn	N	N;DEF;MASC+FEM;SG
numerosos	mange	numeroso	mange	ADJ	ADJ;PL
reforma	reformer	reforma	reform	N	N;INDF;MASC+FEM;PL
reforma	reformen	reforma	reformen	N	N;DEF;MASC+FEM;SG
reforma	reform	reforma	reform	N	N;INDF;MASC+FEM;SG
incendio	fyr	incendio	fyr	N	N;INDF;MASC+FEM;SG
incendio	brand	incendio	brand	N	N;INDF;MASC+FEM;SG
incendio	ild	incendio	ild	N	N;INDF;MASC+FEM;SG
incendio	brande	incendio	brand	N	N;INDF;MASC+FEM;PL
estuda	studere	estudar	studere	V	V;NFIN;ACT
estuda	studerer	estudar	studere	V	V;IND;PRS;FIN;ACT
decepción	skuffelser	decepción	skuffelse	N	N;INDF;MASC+FEM;PL
decepción	skuffelse	decepción	skuffelse	N	N;INDF;MASC+FEM;SG
reportaxe	rapporter	reportaxe	rapport	N	N;INDF;MASC+FEM;PL
reportaxe	betænkning	reportaxe	betænkning	N	N;INDF;MASC+FEM;SG
reportaxe	rapport	reportaxe	rapport	N	N;INDF;MASC+FEM;SG
móvese	flytter	móvese	flytte	V	V;IND;PRS;FIN;ACT
móvese	flytte	móvese	flytte	V	V;NFIN;ACT
leopardo	leopard	leopardo	leopard	N	N;INDF;MASC+FEM;SG
europea	europæisk	europeo	europæisk	ADJ	ADJ;INDF;SG
europea	europæiske	europeo	europæisk	ADJ	ADJ;PL
ruína	ruin	ruína	ruin	N	N;INDF;MASC+FEM;SG
ruína	brød	ruína	brød	N	N;INDF;NEUT;SG
alzhéimer	alzheimer	alzhéimer	alzheim	N	N;INDF;MASC+FEM;SG
alzhéimer	alzheimers	alzhéimer	alzheim	N	N;INDF;MASC+FEM;SG
oracións	bønner	oración	bann	N	N;INDF;MASC+FEM;PL
xentes	mennesker	xente	menneske	N	N;INDF;NEUT;PL
xentes	personer	xente	person	N	N;INDF;MASC+FEM;PL
xentes	folk	xente	folk	N	N;INDF;NEUT;PL
radiación	bestråling	radiación	bestråling	N	N;INDF;MASC+FEM;SG
radiación	bestråling	radiación	bestråling	N	N;INDF;MASC+FEM;SG
radiación	radioaktivitet	radiación	radioaktivitet	N	N;INDF;MASC+FEM;SG
radiación	stråling	radiación	stråling	N	N;INDF;MASC+FEM;SG
marco	jorden	marco	jord	N	N;DEF;MASC+FEM;SG
marco	jord	marco	jord	N	N;INDF;MASC+FEM;SG
marco	rammen	marco	ramme	N	N;DEF;MASC+FEM;SG
marco	ramme	marco	ramme	N	N;INDF;MASC+FEM;SG
agradecer	takker	agradecer	takke	V	V;IND;PRS;FIN;ACT
rumbo	kursus	rumbo	kursus	N	N;INDF;NEUT;SG
vestíbulo	forhallen	vestíbulo	forhal	N	N;DEF;MASC+FEM;SG
vestíbulo	lobby	vestíbulo	lobby	N	N;INDF;MASC+FEM;SG
vestíbulo	lobbyen	vestíbulo	lobby	N	N;DEF;MASC+FEM;SG
vestíbulo	hallen	vestíbulo	hal	N	N;DEF;MASC+FEM;SG
vestíbulo	sal	vestíbulo	sal	N	N;INDF;MASC+FEM;SG
ave	fuglen	ave	fugl	N	N;DEF;MASC+FEM;SG
ave	fugl	ave	fugl	N	N;INDF;MASC+FEM;SG
voa	flyver	voar	flyve	V	V;IND;PRS;FIN;ACT
chegado	kom	chegar	komme	V	V;IND;PST;FIN;ACT
brutalidade	brutalitet	brutalidade	brutalitet	N	N;INDF;MASC+FEM;SG
transición	overgang	transición	overgang	N	N;INDF;MASC+FEM;SG
usou	brugte	usar	bruge	V	V;IND;PST;FIN;ACT
usou	anvendt	usar	anvende	V	V;INDF;SG;PST;V.PTCP
usou	brugt	usar	bruge	V	V;INDF;SG;PST;V.PTCP
usou	udnyttet	usar	udnytte	V	V;INDF;SG;PST;V.PTCP
actuando	handler	actuar	handle	V	V;IND;PRS;FIN;ACT
caldeiro	fængsel	caldeiro	fængsel	N	N;INDF;NEUT;SG
caldeiro	fængslet	caldeiro	fængsel	N	N;DEF;NEUT;SG
caldeiro	spand	caldeiro	spand	N	N;INDF;MASC+FEM;SG
caldeiro	spanden	caldeiro	spand	N	N;DEF;MASC+FEM;SG
caldeiro	spande	caldeiro	spand	N	N;INDF;NEUT;PL
atopaba	var	atopar	være	V	V;IND;PST;FIN;ACT
atopaba	blev	atopar	blive	V	V;IND;PST;FIN;ACT
atopaba	finde	atopar	finde	V	V;NFIN;ACT
atopaba	find	atopar	find	V	V;IMP
atopaba	finder	atopar	finde	V	V;IND;PRS;FIN;ACT
bandas	bands	banda	band	N	N;INDF;NEUT;PL
delincuencia	forbrydelser	delincuencia	forbrydelse	N	N;INDF;MASC+FEM;PL
delincuencia	kriminalitet	delincuencia	kriminalitet	N	N;INDF;MASC+FEM;SG
delincuencia	forbrydelse	delincuencia	forbrydelse	N	N;INDF;MASC+FEM;SG
capa	kappe	capa	kappe	N	N;INDF;MASC+FEM;SG
capa	kåbe	capa	kåbe	N	N;INDF;MASC+FEM;SG
permitirei	vil	permitir	ville	V	V;IND;PRS;FIN;ACT
permitirei	vandt	permitir	vinde	V	V;IND;PST;FIN;ACT
permitirei	vundet	permitir	vinde	V	V;INDF;SG;PST;V.PTCP
prométocho	love	prométocho	love	N	N;INDF;MASC+FEM;SG
virei	kom	virei	komme	V	V;IND;PST;FIN;ACT
choras	gråd	chora	gråd	N	N;INDF;MASC+FEM;SG
choras	tud	chora	tud	N	N;INDF;MASC+FEM;SG
municipal	kommunale	municipal	kommunal	ADJ	ADJ;PL
municipal	kommunalt	municipal	kommunal	ADJ	ADJ;INDF;NEUT;SG
municipal	kommunal	municipal	kommunal	ADJ	ADJ;INDF;MASC+FEM;SG
estrañas	mærkeligt	estraña	mærkeligt	ADJ	ADJ;INDF;NEUT;SG
estrañas	underlig	estraña	underlig	ADJ	ADJ;INDF;MASC+FEM;SG
estrañas	underligt	estraña	underlig	ADJ	ADJ;INDF;NEUT;SG
estrañas	mærkelig	estraña	mærkelig	ADJ	ADJ;INDF;MASC+FEM;SG
representantes	repræsentanter	representante	repræsentant	N	N;INDF;MASC+FEM;PL
representantes	repræsentanterne	representante	repræsentant	N	N;DEF;MASC+FEM;PL
envexa	misundelse	envexa	misundelse	N	N;INDF;MASC+FEM;SG
mel	bryllupsrejse	mel	bryllupsrejse	N	N;INDF;MASC+FEM;SG
mel	bryllupsrejsen	mel	bryllupsrejse	N	N;DEF;MASC+FEM;SG
mel	skat	mel	skat	N	N;INDF;MASC+FEM;SG
mel	honning	mel	honning	N	N;INDF;MASC+FEM;SG
cuartel	hovedkontor	cuartel	hovedkontor	N	N;INDF;NEUT;SG
cuartel	hovedkvarteret	cuartel	hovedkvarter	N	N;DEF;NEUT;SG
cuartel	hovedkvarter	cuartel	hovedkvarter	N	N;INDF;NEUT;SG
cuartel	hovedsædet	cuartel	hovedsæde	N	N;DEF;NEUT;SG
cuartel	hovedsæde	cuartel	hovedsæde	N	N;INDF;NEUT;SG
cuartel	kaserne	cuartel	kase	N	N;DEF;MASC+FEM;PL
afecto	ømhed	afecto	ømhed	N	N;INDF;MASC+FEM;SG
afecto	hengivenhed	afecto	hengivenhed	N	N;INDF;MASC+FEM;SG
mineiros	minearbejdere	mineiro	minearbejder	N	N;INDF;MASC+FEM;PL
mineiros	minearbejderne	mineiro	minearbejder	N	N;DEF;MASC+FEM;PL
mineiros	minearbejder	mineiro	minearbejder	N	N;INDF;MASC+FEM;SG
coide	se	coidar	se	V	V;NFIN;ACT
coide	tage	coidar	tage	V	V;NFIN;ACT
coide	tag	coidar	tage	V	V;IMP
culler	skeen	culler	ske	N	N;DEF;MASC+FEM;SG
disparan	skyde	disparar	skyde	V	V;NFIN;ACT
disparan	skyd	disparar	skyd	V	V;IMP
disparan	skyder	disparar	skyde	V	V;IND;PRS;FIN;ACT
fianza	kaution	fianza	kaution	N	N;INDF;MASC+FEM;SG
mantas	tæpper	manto	tæppe	N	N;INDF;NEUT;PL
pálida	bleg	pálida	bleg	ADJ	ADJ;INDF;MASC+FEM;SG
pálida	blege	pálida	blege	ADJ	ADJ;PL
continúe	fortsæt	continuír	fortsæt	V	V;IMP
continúe	fortsætte	continuír	fortsætte	V	V;NFIN;ACT
honrado	beæret	honrar	beære	V	V;INDF;SG;PST;V.PTCP
honrado	æret	honrar	ær	V	V;INDF;SG;PST;V.PTCP
levarei	tage	levar	tage	V	V;NFIN;ACT
levarei	tag	levar	tage	V	V;IMP
serpe	slange	serpe	slang	N	N;INDF;MASC+FEM;SG
serpe	slange	serpe	slang	N	N;INDF;MASC+FEM;SG
serpe	slangen	serpe	slang	N	N;DEF;MASC+FEM;SG
serpe	snog	serpe	snå	N	N;INDF;MASC+FEM;SG
valen	er	valar	være	V	V;IND;PRS;FIN;ACT
proletarios	proletariat	proletario	proletariat	N	N;INDF;NEUT;SG
bebo	drink	bebo	drink	N	N;INDF;MASC+FEM;SG
bebo	drik	bebo	drikke	N	N;INDF;MASC+FEM;SG
paras	stop	para	stop	N	N;INDF;NEUT;SG
abundancia	overflod	abundancia	overflod	N	N;INDF;MASC+FEM;SG
abundancia	væld	abundancia	væld	N	N;INDF;NEUT;SG
abundancia	tæthed	abundancia	tæthed	N	N;INDF;MASC+FEM;SG
pelota	bal	pelota	bal	N	N;INDF;MASC+FEM;SG
pelota	bold	pelota	bold	N	N;INDF;MASC+FEM;SG
pelota	kugle	pelota	kugle	N	N;INDF;MASC+FEM;SG
pagaron	betalt	pagar	betale	V	V;INDF;SG;PST;V.PTCP
pagaron	betalte	pagar	betale	V	V;IND;PST;FIN;ACT
pagaron	udbetalte	pagar	udbetalt	V	V;PL;PST;V.PTCP
pagaron	indbetalt	pagar	indbetalt	V	V;INDF;SG;PST;V.PTCP
pagaron	udbetalt	pagar	udbetale	V	V;INDF;SG;PST;V.PTCP
cheminea	skorstenen	chemineo	skorsten	N	N;DEF;MASC+FEM;SG
cheminea	skorsten	chemineo	skorsten	N	N;DEF;MASC+FEM;SG
criticar	kritisere	criticar	kritisere	V	V;NFIN;ACT
semellas	kig	semella	kig	N	N;INDF;NEUT;SG
estragar	ødelægge	estragar	ødelægge	V	V;NFIN;ACT
patrulla	patruljen	patrulla	patrulje	N	N;DEF;MASC+FEM;SG
patrulla	patruljer	patrulla	patrulje	N	N;INDF;MASC+FEM;PL
patrulla	patrulje	patrulla	patrulje	N	N;INDF;MASC+FEM;SG
rematará	vil	rematar	ville	V	V;IND;PRS;FIN;ACT
traidores	forrædere	traidor	forræder	N	N;INDF;MASC+FEM;PL
desexas	ønsker	desexa	ønske	V	V;IND;PRS;FIN;ACT
desexas	vil	desexa	ville	V	V;IND;PRS;FIN;ACT
milicia	militser	milicia	milits	N	N;INDF;MASC+FEM;PL
milicia	milits	milicia	milits	N	N;INDF;MASC+FEM;SG
milicia	militsen	milicia	milits	N	N;DEF;MASC+FEM;SG
morrese	dør	morrer	dø	V	V;IND;PRS;FIN;ACT
morrese	dø	morrer	dø	V	V;NFIN;ACT
serea	sirene	ser	sir	N	N;INDF;MASC+FEM;SG
serea	slag	ser	slag	N	N;INDF;NEUT;SG
serea	pust	ser	pust	N	N;INDF;NEUT;SG
chamando	kalder	chamar	kalde	V	V;IND;PRS;FIN;ACT
chamando	ringer	chamar	ringe	V	V;IND;PRS;FIN;ACT
gustouche	gjorde	gustouche	gøre	V	V;IND;PST;FIN;ACT
comerciantes	forhandlere	comerciante	forhandler	N	N;INDF;MASC+FEM;PL
comerciantes	købmænd	comerciante	købmand	N	N;INDF;MASC+FEM;PL
arrestado	arresterede	arrestar	arrestere	V	V;PL;PST;V.PTCP
arrestado	anholdte	arrestar	anholde	V	V;PL;PST;V.PTCP
arrestado	anholdt	arrestar	anholde	V	V;INDF;SG;PST;V.PTCP
arrestado	arresteret	arrestar	arrestere	V	V;INDF;SG;PST;V.PTCP
varón	hankøn	varón	hankøn	N	N;INDF;MASC+FEM;SG
varón	mænd	varón	mand	N	N;INDF;MASC+FEM;PL
varón	mand	varón	mand	N	N;INDF;MASC+FEM;SG
varón	dreng	varón	dreng	N	N;INDF;MASC+FEM;SG
varón	knægt	varón	knægt	N	N;INDF;MASC+FEM;SG
probábel	usandsynlig	probábel	usandsynlig	ADJ	ADJ;INDF;MASC+FEM;SG
probábel	usandsynligt	probábel	usandsynlig	ADJ	ADJ;INDF;NEUT;SG
probábel	usandsynlige	probábel	usandsynlig	ADJ	ADJ;PL
indio	indianer	indio	indiane	N	N;INDF;MASC+FEM;SG
indio	indisk	indio	indisk	N	N;INDF;MASC+FEM;SG
indio	indian	indio	indian	N	N;INDF;MASC+FEM;SG
liras	lire	lira	lire	N	N;INDF;MASC+FEM;SG
berce	vuggen	berce	vug	N	N;DEF;MASC+FEM;SG
berce	vugge	berce	vugge	N	N;INDF;MASC+FEM;SG
traficante	dealer	traficante	deale	N	N;INDF;MASC+FEM;PL
traficante	pusher	traficante	pushe	N	N;INDF;MASC+FEM;SG
estuardo	stuart	estuardo	stuart	N	N;INDF;MASC+FEM;SG
reféns	gidslerne	refén	gidsel	N	N;DEF;NEUT;PL
reféns	gidsler	refén	gidsel	N	N;INDF;NEUT;PL
reféns	gidseltagning	refén	gidseltagning	N	N;INDF;MASC+FEM;SG
dios	gud	dio	gud	N	N;INDF;MASC+FEM;SG
dios	jesus	dio	jesus	N	N;INDF;MASC+FEM;SG
frota	flåden	frota	flåd	N	N;DEF;MASC+FEM;SG
frota	flåde	frota	flåde	N	N;INDF;MASC+FEM;SG
celoso	misundelig	celoso	misundelig	ADJ	ADJ;INDF;MASC+FEM;SG
celoso	jaloux	celoso	jaloux	ADJ	ADJ
seo	seo	seo	seo	N	N;INDF;MASC+FEM;SG
mercadorías	råvarer	mercadoría	råvare	N	N;INDF;MASC+FEM;PL
mercadorías	handelsvarer	mercadoría	handelsvar	N	N;INDF;MASC+FEM;PL
mercadorías	gods	mercadoría	gods	N	N;INDF;NEUT;SG
mercadorías	varer	mercadoría	vare	N	N;INDF;MASC+FEM;PL
anano	dværg	anano	dværg	N	N;INDF;MASC+FEM;SG
anano	mennesket	anano	menneske	N	N;DEF;NEUT;SG
anano	mand	anano	mand	N	N;INDF;MASC+FEM;SG
anano	manden	anano	mand	N	N;DEF;MASC+FEM;SG
gueto	ghettoen	gueto	ghettoen	N	N;DEF;MASC+FEM;SG
gueto	ghetto	gueto	ghetto	N	N;INDF;MASC+FEM;SG
impulso	pulsen	impulso	puls	N	N;DEF;MASC+FEM;SG
impulso	impuls	impulso	impuls	N	N;INDF;MASC+FEM;SG
impulso	puls	impulso	puls	N	N;INDF;MASC+FEM;SG
impulso	trang	impulso	trang	N	N;INDF;MASC+FEM;SG
corán	koran	corán	koran	N	N;INDF;MASC+FEM;SG
corán	koranen	corán	koran	N	N;DEF;MASC+FEM;SG
clínicas	kliniske	clínico	klinisk	ADJ	ADJ;PL
rifles	geværer	rifle	gevære	N	N;INDF;MASC+FEM;PL
rifles	rifler	rifle	rifle	N	N;INDF;MASC+FEM;PL
lombo	retur	lombo	retur	N	N;INDF;MASC+FEM;SG
lombo	ryg	lombo	ryg	N	N;INDF;MASC+FEM;SG
parei	standset	parei	standse	V	V;INDF;SG;PST;V.PTCP
parei	stoppede	parei	stoppe	V	V;IND;PST;FIN;ACT
procedemento	proceduren	procedemento	procedur	N	N;DEF;MASC+FEM;SG
procedemento	fremgangsmåde	procedemento	fremgangsmåde	N	N;INDF;MASC+FEM;SG
procedemento	procedure	procedemento	procedur	N	N;INDF;MASC+FEM;SG
custo	omkostninger	custo	omkostning	N	N;INDF;MASC+FEM;PL
custo	pris	custo	pris	N	N;INDF;MASC+FEM;SG
custo	udgift	custo	udgift	N	N;INDF;MASC+FEM;SG
custo	omkostning	custo	omkostning	N	N;INDF;MASC+FEM;SG
aforros	opsparing	aforro	opsparing	N	N;INDF;MASC+FEM;SG
aforros	besparelser	aforro	besparelse	N	N;INDF;MASC+FEM;PL
aforros	besparelse	aforro	besparelse	N	N;INDF;MASC+FEM;SG
previr	forhindre	previr	forhindre	V	V;NFIN;ACT
previr	forebygge	previr	forebygge	V	V;NFIN;ACT
chiste	vits	chistir	vits	N	N;INDF;MASC+FEM;SG
chiste	joke	chistir	joke	N	N;INDF;MASC+FEM;SG
chiste	spøg	chistir	spøg	N	N;INDF;MASC+FEM;SG
chiste	vittighed	chistir	vittighed	N	N;INDF;MASC+FEM;SG
tigre	tiger	tigre	tige	N	N;INDF;MASC+FEM;SG
tigre	tigeren	tigre	tiger	N	N;DEF;MASC+FEM;SG
crecen	gro	crecer	gro	V	V;NFIN;ACT
crecen	vokser	crecer	vokse	V	V;IND;PRS;FIN;ACT
crecen	vokse	crecer	vokse	V	V;NFIN;ACT
crecen	få	crecer	få	V	V;NFIN;ACT
empezan	starter	empezar	starte	V	V;IND;PRS;FIN;ACT
empezan	begynd	empezar	begynd	V	V;IMP
conectados	tilsluttet	conectar	tilslutte	V	V;INDF;SG;PST;V.PTCP
conectados	forbundne	conectar	forbundne	V	V;PL;PST;V.PTCP
tradución	oversættelse	tradución	oversættelse	N	N;INDF;MASC+FEM;SG
pintar	male	pintar	male	V	V;NFIN;ACT
instintos	instinkter	instinto	instinkt	N	N;INDF;NEUT;PL
básicos	grundlæggende	básico	grundlæggende	ADJ	ADJ
alimentación	levnedsmidler	alimentación	levnedsmiddel	N	N;INDF;MASC+FEM;PL
alimentación	mad	alimentación	mad	N	N;INDF;MASC+FEM;SG
alimentación	fødevarer	alimentación	fødevare	N	N;INDF;MASC+FEM;PL
alimentación	beklædningsgenstande	alimentación	beklædningsgenstand	N	N;INDF;MASC+FEM;PL
alimentación	beklædning	alimentación	beklædning	N	N;INDF;MASC+FEM;SG
alimentación	tøj	alimentación	tøj	N	N;INDF;NEUT;SG
alimentación	påklædning	alimentación	påklædning	N	N;INDF;MASC+FEM;SG
loitas	kamp	loita	kamp	N	N;INDF;MASC+FEM;SG
loitas	slåskamp	loita	slåskamp	N	N;INDF;MASC+FEM;SG
bunker	bunker	bunker	bunke	N	N;INDF;MASC+FEM;PL
bunker	bunkeren	bunker	bunker	N	N;DEF;MASC+FEM;SG
bunker	bunkere	bunker	bunkere	N	N;INDF;MASC+FEM;PL
favorito	favorit	favorito	favorit	N	N;INDF;MASC+FEM;SG
