από	從	από	從	ADP	ADP
μάθημα	課	μάθημα	課	N;NOM;NEUT;SG	N
μάθημα	階級	μάθημα	階級	N;NOM;NEUT;SG	N
μάθημα	類	μάθημα	類	N;NOM;NEUT;SG	N
μάθημα	類別	μάθημα	類別	N;NOM;NEUT;SG	N
μάθημα	課堂	μάθημα	課堂	N;NOM;NEUT;SG	N
μάθημα	班級	μάθημα	班級	N;NOM;NEUT;SG	N
παράθυρο	窗戶	παράθυρος	窗戶	N;NOM;NEUT;SG	N
παράθυρο	窗	παράθυρος	窗	N;NOM;NEUT;SG	N
προτεραιότητα	優先	προτεραιότητα	優先	N;ACC;FEM;SG	N
γυμνό	裸	γυμνό	裸	N;NOM;NEUT;SG	N
γυμνό	赤裸	γυμνό	赤裸	N;NOM;NEUT;SG	N
γυμνό	裸體	γυμνό	裸體	N;NOM;NEUT;SG	N
γυμνό	裸露	γυμνό	裸露	N;NOM;NEUT;SG	N
γυμνό	裸體	γυμνό	裸體	N;NOM;NEUT;SG	N
γυμνό	裸	γυμνό	裸	N;NOM;NEUT;SG	N
γυμνό	裸體	γυμνό	裸體	N;NOM;NEUT;SG	N
μετα	後	μετα	後	ADV	ADV
ορίζοντα	地平	ορίζω	地平	N;ACC;NEUT;SG	N
κινηματογράφος	電影	κινηματογράφος	電影	N;NOM;MASC;SG	N
κινηματογράφος	電影	κινηματογράφος	電影	N;NOM;MASC;SG	N
κινηματογράφος	戲院	κινηματογράφος	戲院	N;NOM;MASC;SG	N
αδελφές	姐妹	αδελφή	姐妹	N;NOM;FEM;PL	N
αδελφές	姊妹	αδελφή	姊妹	N;NOM;FEM;PL	N
απλός	簡單	απλός	簡單	ADJ;NOM;MASC;SG	ADJ
πουλί	公雞	πουλί	公雞	N;NOM;NEUT;SG	N
πουλί	鳥	πουλί	鳥	N;NOM;NEUT;SG	N
πάγκο	櫃台	πάγκο	櫃台	N;ACC;MASC;SG	N
πάγκο	長椅	πάγκο	長椅	N;ACC;MASC;SG	N
πάγκο	板凳	πάγκο	板凳	N;ACC;MASC;SG	N
μορίων	分子	μορίο	分子	N;GEN;NEUT;PL	N
δωμάτια	客房	δωμάτι	客房	N;NOM;NEUT;PL	N
δωμάτια	房間	δωμάτι	房間	N;NOM;NEUT;PL	N
προστάτη	前	προστάτης	前	N;ACC;MASC;SG	N
ζήτηση	需求	ζήτηση	需求	N;ACC;FEM;SG	N
λείπουν	缺少	λείπω	缺少	V;IPFV;IND;PL;3;PRS;FIN;ACT	V
λείπουν	失蹤	λείπω	失蹤	V;IPFV;IND;PL;3;PRS;FIN;ACT	V
λείπουν	遺失	λείπω	遺失	V;IPFV;IND;PL;3;PRS;FIN;ACT	V
προτεινόμενη	推薦	προτεινόμενος	推薦	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V
προτεινόμενη	推薦	προτεινόμενος	推薦	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V
ιππείς	騎手	ιππές	騎手	N;NOM;MASC;PL	N
δοκίμιο	作文	δοκίμιο	作文	N;NOM;NEUT;SG	N
δοκίμιο	論文	δοκίμιο	論文	N;NOM;NEUT;SG	N
τοίχους	牆壁	τοίχος	牆壁	N;NOM;MASC;PL	N
τοίχους	城牆	τοίχος	城牆	N;NOM;MASC;PL	N
τοίχους	牆	τοίχος	牆	N;NOM;MASC;PL	N
οδηγοί	指南	οδηγός	指南	N;NOM;MASC;PL	N
οδηγοί	嚮導	οδηγός	嚮導	N;NOM;MASC;PL	N
μισή	半數	μισός	半數	N;ACC;FEM;SG	N
πάρκα	公園	πάρκα	公園	N;NOM;NEUT;PL	N
σταθερότητα	穩定	σταθερότητα	穩定	N;ACC;FEM;SG	N
ευαγγέλιο	福音	ευαγγέλιο	福音	N;NOM;NEUT;SG	N
λεωφόρος	大道	λεωφόρος	大道	N;NOM;FEM;SG	N
λεωφόρος	大街	λεωφόρος	大街	N;NOM;FEM;SG	N
λεωφόρος	大道	λεωφόρος	大道	N;NOM;FEM;SG	N
λεωφόρος	公路	λεωφόρος	公路	N;NOM;FEM;SG	N
άπειρο	無限	άπειρο	無限	N;NOM;NEUT;SG	N
άπειρο	無限	άπειρο	無限	N;NOM;NEUT;SG	N
παππού	爺爺	παππού	爺爺	N;ACC;MASC;SG	N
παππού	祖父	παππού	祖父	N;ACC;MASC;SG	N
κοσμήματα	珠寶	κόσμημα	珠寶	N;NOM;NEUT;PL	N
κοσμήματα	珠寶	κόσμημα	珠寶	N;NOM;NEUT;PL	N
κοσμήματα	首飾	κόσμημα	首飾	N;NOM;NEUT;PL	N
κοσμήματα	珠寶	κόσμημα	珠寶	N;NOM;NEUT;PL	N
κοσμήματα	首飾	κόσμημα	首飾	N;NOM;NEUT;PL	N
στολή	服裝	στολή	服裝	N;NOM;FEM;SG	N
στολή	戲服	στολή	戲服	N;NOM;FEM;SG	N
στολή	裝備	στολή	裝備	N;NOM;FEM;SG	N
στολή	軍服	στολή	軍服	N;NOM;FEM;SG	N
στολή	制服	στολή	制服	N;NOM;FEM;SG	N
στολή	軍裝	στολή	軍裝	N;NOM;FEM;SG	N
ενισχύσεις	援助	ενίσχυση	援助	N;NOM;FEM;PL	N
έντυπα	表格	έντυπο	表格	N;NOM;NEUT;PL	N
διπλά	雙	διπλός	雙	NUM;NOM;NEUT;PL	NUM
διπλά	雙	διπλός	雙	NUM;NOM;NEUT;PL	NUM
διπλά	雙	διπλός	雙	NUM;NOM;NEUT;PL	NUM
υποστηρίζοντας	爭論	υποστηρίζω	爭論	V;IPFV;V.CVB;ACT	V
περιορισμένο	受限	περιορίζω	受限	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V
περιορισμένο	受限	περιορίζω	受限	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V
αποθέματα	股票	απόθεμα	股票	N;NOM;NEUT;PL	N
αποθέματα	庫存	απόθεμα	庫存	N;NOM;NEUT;PL	N
αποθέματα	儲備	απόθεμα	儲備	N;NOM;NEUT;PL	N
πεποιθήσεις	信仰	πεποίθηση	信仰	N;NOM;FEM;PL	N
όποτε	每	όποτε	每	ADV	ADV
μορφολογία	形態	μορφολογία	形態	N;NOM;FEM;SG	N
περιθώριο	比值	περιθώριο	比值	N;NOM;NEUT;SG	N
κατασκευάζονται	製造	κατασκευάζω	製造	V;IPFV;IND;PL;3;PRS;FIN;PASS	V
σήμανση	標記	σήμανση	標記	N;NOM;FEM;SG	N
σήμανση	標識	σήμανση	標識	N;NOM;FEM;SG	N
γειτονιά	鄰里	γειτονιά	鄰里	N;NOM;FEM;SG	N
γειτονιά	鄰里	γειτονιά	鄰里	N;NOM;FEM;SG	N
φοιτητής	學生	φοιτητής	學生	N;NOM;MASC;SG	N
προσανατολισμό	方向	προσανατολισμός	方向	N;ACC;MASC;SG	N
ρόλων	作用	ρόλος	作用	N;GEN;MASC;PL	N
ρόλων	角色	ρόλος	角色	N;GEN;MASC;PL	N
περιστέρι	鴿	περιστέρι	鴿	N;NOM;NEUT;SG	N
περιστέρι	鴿子	περιστέρι	鴿子	N;NOM;NEUT;SG	N
περιστέρι	鴿	περιστέρι	鴿	N;NOM;NEUT;SG	N
περιστέρι	鴿子	περιστέρι	鴿子	N;NOM;NEUT;SG	N
γκρι	灰色	γκρι	灰色	N;NOM;SG	N
γκρι	灰	γκρι	灰	N;NOM;SG	N
γκρι	灰色	γκρι	灰色	N;NOM;SG	N
γκρι	灰	γκρι	灰	N;NOM;SG	N
φαινομένων	現象	φαινόμενο	現象	N;GEN;NEUT;PL	N
συναισθήματα	情感	συναίσθημα	情感	N;NOM;NEUT;PL	N
συναισθήματα	感情	συναίσθημα	感情	N;NOM;NEUT;PL	N
συναισθήματα	情緒	συναίσθημα	情緒	N;NOM;NEUT;PL	N
συναισθήματα	感情	συναίσθημα	感情	N;NOM;NEUT;PL	N
λίστες	名單	λίστας	名單	N;NOM;FEM;PL	N
διαιτητής	裁判	διαιτητής	裁判	N;NOM;MASC;SG	N
διαιτητής	裁判	διαιτητής	裁判	N;NOM;MASC;SG	N
λάμψη	閃亮	λάμψη	閃亮	N;ACC;FEM;SG	N
λάμψη	閃光	λάμψη	閃光	N;ACC;FEM;SG	N
λάμψη	閃光	λάμψη	閃光	N;ACC;FEM;SG	N
λάμψη	閃	λάμψη	閃	N;ACC;FEM;SG	N
λάμψη	閃電	λάμψη	閃電	N;ACC;FEM;SG	N
λάμψη	螢光	λάμψη	螢光	N;ACC;FEM;SG	N
έκπληξη	驚喜	έκπληξη	驚喜	N;ACC;FEM;SG	N
έκπληξη	驚奇	έκπληξη	驚奇	N;ACC;FEM;SG	N
βρέφος	嬰兒	βρέφος	嬰兒	N;NOM;NEUT;SG	N
κύτταρο	細胞	κύτταρο	細胞	N;NOM;NEUT;SG	N
κύτταρο	牢房	κύτταρο	牢房	N;NOM;NEUT;SG	N
άστρα	星星	άστρα	星星	N;NOM;NEUT;PL	N
άστρα	明星	άστρα	明星	N;NOM;NEUT;PL	N
άστρα	星空	άστρα	星空	N;NOM;NEUT;PL	N
άστρα	星	άστρα	星	N;NOM;NEUT;PL	N
άστρα	恆星	άστρα	恆星	N;NOM;NEUT;PL	N
απόγονος	後代	απόγονος	後代	N;NOM;MASC;SG	N
απόγονος	後裔	απόγονος	後裔	N;NOM;MASC;SG	N
απόγονος	後代	απόγονος	後代	N;NOM;MASC;SG	N
αεροδρόμια	機場	αεροδρόμιο	機場	N;NOM;NEUT;PL	N
ξένο	陌生	ξένος	陌生	ADJ;NOM;NEUT;SG	ADJ
ιδιοκτήτες	業	ιδιοκτήτης	業	N;NOM;MASC;PL	N
οργή	怒	οργή	怒	N;ACC;FEM;SG	N
οργή	怒	οργή	怒	N;ACC;FEM;SG	N
οργή	怒	οργή	怒	N;ACC;FEM;SG	N
οργή	怒	οργή	怒	N;ACC;FEM;SG	N
οργή	怒	οργή	怒	N;ACC;FEM;SG	N
συνεντεύξεις	面試	σύνεντευξη	面試	N;NOM;FEM;PL	N
αλυσίδες	鎖鏈	αλυσίδα	鎖鏈	N;NOM;FEM;PL	N
αλυσίδες	鏈	αλυσίδα	鏈	N;NOM;FEM;PL	N
αλυσίδες	鏈	αλυσίδα	鏈	N;NOM;FEM;PL	N
αλυσίδες	鐵鍊	αλυσίδα	鐵鍊	N;NOM;FEM;PL	N
αλυσίδες	鏈	αλυσίδα	鏈	N;NOM;FEM;PL	N
αλυσίδες	連鎖	αλυσίδα	連鎖	N;NOM;FEM;PL	N
αλυσίδες	鏈	αλυσίδα	鏈	N;NOM;FEM;PL	N
έξοδος	輸出	έξοδος	輸出	N;NOM;FEM;SG	N
έξοδος	出口	έξοδος	出口	N;NOM;FEM;SG	N
λόφους	丘陵	λόφος	丘陵	N;ACC;MASC;PL	N
βρήκα	找到	βρήκα	找到	V;PFV;IND;SG;1;PST;FIN;ACT	V
βρήκα	發現	βρήκα	發現	V;PFV;IND;SG;1;PST;FIN;ACT	V
εξοπλισμός	裝備	εξοπλισμός	裝備	N;NOM;MASC;SG	N
ναυτιλία	運費	ναυτιλία	運費	N;NOM;FEM;SG	N
ναυτιλία	航運	ναυτιλία	航運	N;NOM;FEM;SG	N
δείκτες	指標	δείκτης	指標	N;NOM;MASC;PL	N
δείκτες	指數	δείκτης	指數	N;NOM;MASC;PL	N
χαρτονομίσματα	紙幣	χαρτονόμισμα	紙幣	N;NOM;NEUT;PL	N
χαρτονομίσματα	鈔	χαρτονόμισμα	鈔	N;NOM;NEUT;PL	N
χαρτονομίσματα	賬	χαρτονόμισμα	賬	N;NOM;NEUT;PL	N
χαρτονομίσματα	帳單	χαρτονόμισμα	帳單	N;NOM;NEUT;PL	N
χαρτονομίσματα	法案	χαρτονόμισμα	法案	N;NOM;NEUT;PL	N
προδιαγραφές	規格	προδιαγραφή	規格	N;NOM;FEM;PL	N
προδιαγραφές	規格	προδιαγραφή	規格	N;NOM;FEM;PL	N
πεποίθηση	信仰	πεποίθηση	信仰	N;ACC;FEM;SG	N
πεποίθηση	信念	πεποίθηση	信念	N;ACC;FEM;SG	N
τζιν	牛仔	τζεν	牛仔	N;NOM;NEUT;SG	N
τζιν	基因	τζεν	基因	N;NOM;NEUT;SG	N
συμβάσεις	合約	σύμβαση	合約	N;NOM;FEM;PL	N
συμβάσεις	合同	σύμβαση	合同	N;NOM;FEM;PL	N
συμβάσεις	公約	σύμβαση	公約	N;NOM;FEM;PL	N
ταιριάζει	適合	ταιριάζω	適合	V;IPFV;IND;SG;1;PRS;FIN;ACT	V
έχτισε	建	χτίζω	建	V;PFV;IND;SG;3;PST;FIN;ACT	V
εμπλοκή	糾纏	εμπλοκή	糾纏	N;ACC;FEM;SG	N
πυραμίδα	金字	πυραμίδα	金字	N;NOM;FEM;SG	N
φωτογράφος	攝影	φωτογράφος	攝影	N;NOM;MASC;SG	N
δεξαμενή	容器	δεξαμενή	容器	N;NOM;FEM;SG	N
δεξαμενή	貨櫃	δεξαμενή	貨櫃	N;NOM;FEM;SG	N
δεξαμενή	坦克	δεξαμενή	坦克	N;NOM;FEM;SG	N
δεξαμενή	水庫	δεξαμενή	水庫	N;NOM;FEM;SG	N
δεξαμενή	水塘	δεξαμενή	水塘	N;NOM;FEM;SG	N
καιρός	天氣	καιρός	天氣	N;NOM;MASC;SG	N
καιρός	氣象	καιρός	氣象	N;NOM;MASC;SG	N
βόμβα	炸彈	βόμβα	炸彈	N;NOM;FEM;SG	N
μοντέρνα	現代	μοντέρνα	現代	N;NOM;FEM;PL	N
μοντέρνα	近代	μοντέρνα	近代	N;NOM;FEM;PL	N
μοντέρνα	現代	μοντέρνα	現代	N;NOM;FEM;PL	N
νεολαία	青年	νεολαία	青年	N;NOM;FEM;SG	N
νεολαία	青春	νεολαία	青春	N;NOM;FEM;SG	N
νεολαία	青少	νεολαία	青少	N;NOM;FEM;SG	N
οντότητα	實體	οντότητα	實體	N;NOM;FEM;SG	N
πλαγιά	坡	πλαγιά	坡	N;NOM;FEM;SG	N
πλαγιά	斜坡	πλαγιά	斜坡	N;NOM;FEM;SG	N
νεφέλωμα	星雲	νεφέλωμα	星雲	N;NOM;NEUT;SG	N
ανώτερος	優越	άνω	優越	ADJ;NOM;MASC;SG	ADJ
ανώτερος	資深	άνω	資深	ADJ;NOM;MASC;SG	ADJ
επικίνδυνη	危險	επικίνδυνος	危險	ADJ;NOM;FEM;SG	ADJ
τερματίσει	終止	τερματίζω	終止	V;PFV;NFIN;ACT	V
ράμφος	喙	ράμφος	喙	N;NOM;NEUT;SG	N
σωλήνα	管道	σωλήνα	管道	N;NOM;MASC;SG	N
σωλήνα	管子	σωλήνα	管子	N;NOM;MASC;SG	N
σωλήνα	管子	σωλήνα	管子	N;NOM;MASC;SG	N
έμπνευση	激勵	έμπνευση	激勵	N;NOM;FEM;SG	N
έμπνευση	靈感	έμπνευση	靈感	N;NOM;FEM;SG	N
συμμετρία	對稱	συμμετρία	對稱	N;NOM;FEM;SG	N
εμπόδιο	障礙	εμπόδιο	障礙	N;NOM;NEUT;SG	N
υποκριτική	演技	υποκριτικός	演技	N;NOM;FEM;SG	N
αυτο	這	αυτός	這	PRO;NOM;NEUT;SG;3	PRO
λίρες	磅	λίρος	磅	N;NOM;FEM;PL	N
σπηλιά	山洞	σπηλία	山洞	N;NOM;FEM;SG	N
σπηλιά	洞穴	σπηλία	洞穴	N;NOM;FEM;SG	N
απεργία	罷工	απεργία	罷工	N;NOM;FEM;SG	N
κεφαλής	頭	κεφαλής	頭	N;GEN;FEM;SG	N
κεφαλής	頭部	κεφαλής	頭部	N;GEN;FEM;SG	N
ανεβαίνει	上升	ανεβαίνω	上升	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
επιτρέψει	允許	επιτρέπω	允許	V;PFV;IND;SG;3;FIN;ACT	V
άνεμος	風	άνεμος	風	N;NOM;MASC;SG	N
υποβρύχια	水底	υποβρύχιο	水底	N;NOM;NEUT;PL	N
υποβρύχια	水下	υποβρύχιο	水下	N;NOM;NEUT;PL	N
υποβρύχια	水中	υποβρύχιο	水中	N;NOM;NEUT;PL	N
πόνος	痛	πόνος	痛	N;NOM;MASC;SG	N
πόνος	傷痛	πόνος	傷痛	N;NOM;MASC;SG	N
πόνος	疼痛	πόνος	疼痛	N;NOM;MASC;SG	N
πόνος	痛苦	πόνος	痛苦	N;NOM;MASC;SG	N
ρολόι	手錶	ρολός	手錶	N;NOM;NEUT;SG	N
ρολόι	鐘	ρολός	鐘	N;NOM;NEUT;SG	N
ρολόι	時鐘	ρολός	時鐘	N;NOM;NEUT;SG	N
διάλογο	對話	διάλογος	對話	N;ACC;MASC;SG	N
διανομής	分銷	διανομή	分銷	N;GEN;FEM;SG	N
τεχνολογίες	技術	τεχνολογία	技術	N;NOM;FEM;PL	N
κύκλωμα	迴路	κύκλωμα	迴路	N;NOM;NEUT;SG	N
κύκλωμα	電路	κύκλωμα	電路	N;NOM;NEUT;SG	N
εκδότη	編輯	εκδότης	編輯	N;VOC;MASC;SG	N
δημοτικότητα	人氣	δημοτικότητα	人氣	N;ACC;FEM;SG	N
ελαφρύ	光線	ελαφρύ	光線	N;NOM;NEUT;SG	N
ελαφρύ	光	ελαφρύ	光	N;NOM;NEUT;SG	N
ελαφρύ	燈光	ελαφρύ	燈光	N;NOM;NEUT;SG	N
ελαφρύ	光明	ελαφρύ	光明	N;NOM;NEUT;SG	N
γιαγιά	祖母	γιαγιά	祖母	N;NOM;FEM;SG	N
γιαγιά	奶奶	γιαγιά	奶奶	N;NOM;FEM;SG	N
συνέδρια	公約	συνέδριο	公約	N;NOM;NEUT;PL	N
γλυπτό	雕塑	γλυπτό	雕塑	N;NOM;NEUT;SG	N
γραμμένα	書寫	γραμμένος	書寫	V;PFV;NOM;NEUT;PL;V.PTCP;PASS	V
γραμμένα	撰寫	γραμμένος	撰寫	V;PFV;NOM;NEUT;PL;V.PTCP;PASS	V
τουρισμός	旅遊	τουρισμός	旅遊	N;NOM;MASC;SG	N
ιδιοκτήτη	業	ιδιοκτήτης	業	N;ACC;MASC;SG	N
όροφο	下限	όροφος	下限	N;ACC;MASC;SG	N
όροφο	地板	όροφος	地板	N;ACC;MASC;SG	N
αίσθημα	感覺	αίσθημα	感覺	N;NOM;NEUT;SG	N
κατασκευασμένο	製造	κατασκευασμένος	製造	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V
συνομιλίες	會談	συνομιλία	會談	N;NOM;FEM;PL	N
συνομιλίες	對話	συνομιλία	對話	N;NOM;FEM;PL	N
συνομιλίες	聊天	συνομιλία	聊天	N;NOM;FEM;PL	N
υπέβαλε	提交	υποβάλλω	提交	V;PFV;IND;SG;3;PST;FIN;ACT	V
χειρότερη	最壞	κακός	最壞	ADJ;NOM;CMPR;FEM;SG	ADJ
έμποροι	商人	έμπορος	商人	N;NOM;MASC;PL	N
έμποροι	商家	έμπορος	商家	N;NOM;MASC;PL	N
χάλυβα	鋼鐵	χάλυβα	鋼鐵	N	N
χάλυβα	鋼	χάλυβα	鋼	N	N
χιλιόμετρο	公里	χιλιόμετρο	公里	N;NOM;NEUT;SG	N
κινήθηκε	感動	κινώ	感動	V;PFV;IND;SG;3;PST;FIN;PASS	V
ερωτήματα	問題	έρωτημα	問題	N;NOM;NEUT;PL	N
θρησκείες	宗教	θρησκεία	宗教	N;NOM;FEM;PL	N
ιόντα	離子	ιόντα	離子	N;NOM;NEUT;PL	N
ιόντα	離子	ιόντα	離子	N;NOM;NEUT;PL	N
διώξεις	迫害	δίωξη	迫害	N;NOM;FEM;PL	N
άκρες	邊緣	άκρα	邊緣	N;NOM;FEM;PL	N
ρόστερ	名冊	ρόστερ	名冊	N;NOM;NEUT;SG	N
σφραγίδα	蓋章	σφραγίδα	蓋章	N;NOM;FEM;SG	N
σφραγίδα	郵票	σφραγίδα	郵票	N;NOM;FEM;SG	N
σφραγίδα	印章	σφραγίδα	印章	N;NOM;FEM;SG	N
σφραγίδα	密封	σφραγίδα	密封	N;NOM;FEM;SG	N
σφραγίδα	印章	σφραγίδα	印章	N;NOM;FEM;SG	N
συμπεριλαμβάνεται	包括	συμπεριλαμβάνω	包括	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
μερίδα	口糧	μερίδα	口糧	N;NOM;FEM;SG	N
αληθινή	真實	αληθινός	真實	ADJ;NOM;FEM;SG	ADJ
πετρέλαιο	汽油	πετρέλαιο	汽油	N;NOM;NEUT;SG	N
πετρέλαιο	油	πετρέλαιο	油	N;NOM;NEUT;SG	N
πετρέλαιο	石油	πετρέλαιο	石油	N;NOM;NEUT;SG	N
πετρέλαιο	機油	πετρέλαιο	機油	N;NOM;NEUT;SG	N
πετρέλαιο	石油	πετρέλαιο	石油	N;NOM;NEUT;SG	N
χωροφυλακής	憲兵	χωροφυλακή	憲兵	N;GEN;FEM;SG	N
χωροφυλακής	憲兵	χωροφυλακή	憲兵	N;GEN;FEM;SG	N
τουρίστες	觀光	τουρίστας	觀光	N;NOM;MASC;PL	N
τουρίστες	遊客	τουρίστας	遊客	N;NOM;MASC;PL	N
επικοινωνιών	通訊	επικοινωνία	通訊	N;GEN;FEM;PL	N
πυριτίου	矽	πύριτιος	矽	N;GEN;NEUT;SG	N
πορτραίτο	畫像	πορτρέχω	畫像	N;NOM;NEUT;SG	N
πορτραίτο	肖像	πορτρέχω	肖像	N;NOM;NEUT;SG	N
τόνοι	噸	τόνος	噸	N;NOM;MASC;PL	N
τόνοι	公噸	τόνος	公噸	N;NOM;MASC;PL	N
τόνοι	噸	τόνος	噸	N;NOM;MASC;PL	N
σολομώντα	所	σολομώ	所	N;GEN;FEM;PL	N
υπόγεια	地下	υπόγεια	地下	N;NOM;NEUT;PL	N
υπόγεια	地底	υπόγεια	地底	N;NOM;NEUT;PL	N
απομόνωση	隔離	απομόνωση	隔離	N;ACC;FEM;SG	N
κάλιο	鉀	κάλιος	鉀	N;NOM;NEUT;SG	N
πολεμιστές	勇士	πολεμιστής	勇士	N;NOM;MASC;PL	N
μάρτυρας	烈士	μάρτυρας	烈士	N;NOM;MASC;SG	N
μάρτυρας	證人	μάρτυρας	證人	N;NOM;MASC;SG	N
υπεροχή	至高	υπεροχή	至高	N;ACC;FEM;SG	N
υπεροχή	優勢	υπεροχή	優勢	N;ACC;FEM;SG	N
οξείδιο	氧化物	οξείδιο	氧化物	N;NOM;NEUT;SG	N
κήπους	花園	κήπος	花園	N;ACC;MASC;PL	N
αναμνήσεις	記憶	ανάμνηση	記憶	N;NOM;FEM;PL	N
παρατσούκλι	暱稱	παρατσούκλι	暱稱	N;NOM;NEUT;SG	N
παρατσούκλι	綽號	παρατσούκλι	綽號	N;NOM;NEUT;SG	N
πρωταγωνιστής	主人	πρωταγωνιστής	主人	N;NOM;MASC;SG	N
μάνατζερ	經理	μάνατζερ	經理	N;NOM;NEUT;PL	N
μάνατζερ	經理	μάνατζερ	經理	N;NOM;NEUT;PL	N
προπαγάνδα	宣傳	προπαγάνδα	宣傳	N;NOM;FEM;SG	N
χάθηκε	失	χάνω	失	V;PFV;IND;SG;3;PST;FIN;PASS	V
χάθηκε	輸	χάνω	輸	V;PFV;IND;SG;3;PST;FIN;PASS	V
χάθηκε	輸	χάνω	輸	V;PFV;IND;SG;3;PST;FIN;PASS	V
χάθηκε	遺失	χάνω	遺失	V;PFV;IND;SG;3;PST;FIN;PASS	V
χάθηκε	迷失	χάνω	迷失	V;PFV;IND;SG;3;PST;FIN;PASS	V
πεζικό	步兵	πεζικό	步兵	N;NOM;NEUT;SG	N
κλήρωση	畫	κλήρωση	畫	N;NOM;FEM;SG	N
κλήρωση	彩票	κλήρωση	彩票	N;NOM;FEM;SG	N
κλήρωση	繪圖	κλήρωση	繪圖	N;NOM;FEM;SG	N
κλήρωση	圖畫	κλήρωση	圖畫	N;NOM;FEM;SG	N
κλήρωση	繪畫	κλήρωση	繪畫	N;NOM;FEM;SG	N
καύσιμο	燃料	καύσιμο	燃料	N;NOM;NEUT;SG	N
καύσιμο	燃油	καύσιμο	燃油	N;NOM;NEUT;SG	N
αμφισβήτηση	爭端	αμφισβήτηση	爭端	N;ACC;FEM;SG	N
αμφισβήτηση	糾紛	αμφισβήτηση	糾紛	N;ACC;FEM;SG	N
αμφισβήτηση	爭議	αμφισβήτηση	爭議	N;ACC;FEM;SG	N
συντήρησης	維護	συντήρηση	維護	N;GEN;FEM;SG	N
αέρας	空中	αέρας	空中	N;NOM;MASC;SG	N
αέρας	航空	αέρας	航空	N;NOM;MASC;SG	N
αέρας	空氣	αέρας	空氣	N;NOM;MASC;SG	N
θέατρα	劇院	θέατρο	劇院	N;NOM;NEUT;PL	N
θέατρα	戲院	θέατρο	戲院	N;NOM;NEUT;PL	N
συνεργασίες	協作	συνεργασία	協作	N;NOM;FEM;PL	N
αποτελεσματικότητα	效率	αποτελεσματικότητα	效率	N;ACC;FEM;SG	N
αποτελεσματικότητα	成效	αποτελεσματικότητα	成效	N;ACC;FEM;SG	N
αποτελεσματικότητα	有效性	αποτελεσματικότητα	有效性	N;ACC;FEM;SG	N
αποτελεσματικότητα	效能	αποτελεσματικότητα	效能	N;ACC;FEM;SG	N
αποτελεσματικότητα	功效	αποτελεσματικότητα	功效	N;ACC;FEM;SG	N
καθηγήτρια	老師	καθηγήτρια	老師	N;NOM;FEM;SG	N
καθηγήτρια	教師	καθηγήτρια	教師	N;NOM;FEM;SG	N
επενδύσεις	投資	επένδυση	投資	N;NOM;FEM;PL	N
επενδύσεις	投資	επένδυση	投資	N;NOM;FEM;PL	N
κοινωνίες	社會	κοινωνία	社會	N;NOM;FEM;PL	N
πλοήγησης	航行	πλοήγηση	航行	N;GEN;FEM;SG	N
πλοήγησης	導航	πλοήγηση	導航	N;GEN;FEM;SG	N
ύμνο	聖歌	ύμνο	聖歌	N;ACC;MASC;SG	N
ύμνο	國歌	ύμνο	國歌	N;ACC;MASC;SG	N
συμφώνησαν	議定	συμφωνώ	議定	V;PFV;IND;PL;3;PST;FIN;ACT	V
συμφώνησαν	同意	συμφωνώ	同意	V;PFV;IND;PL;3;PST;FIN;ACT	V
εφτά	七七	εφτά	七七	NUM;NOM;NEUT;PL	NUM
εφτά	七	εφτά	七	NUM;NOM;NEUT;PL	NUM
εφτά	七	εφτά	七	NUM;NOM;NEUT;PL	NUM
μύθους	神話	μύθος	神話	N;ACC;MASC;PL	N
λουλούδια	花	λουλούδι	花	N;NOM;NEUT;PL	N
λουλούδια	鮮花	λουλούδι	鮮花	N;NOM;NEUT;PL	N
λουλούδια	花卉	λουλούδι	花卉	N;NOM;NEUT;PL	N
λουλούδια	花兒	λουλούδι	花兒	N;NOM;NEUT;PL	N
λουλούδια	花朵	λουλούδι	花朵	N;NOM;NEUT;PL	N
φάρος	燈塔	φάρος	燈塔	N;NOM;MASC;SG	N
φάρος	燈塔	φάρος	燈塔	N;NOM;MASC;SG	N
κεφαλαίου	資本	κεφάλαιο	資本	N;GEN;NEUT;SG	N
κεφαλαίου	首都	κεφάλαιο	首都	N;GEN;NEUT;SG	N
καύσιμα	燃料	καύσιμα	燃料	N;NOM;NEUT;PL	N
καύσιμα	燃油	καύσιμα	燃油	N;NOM;NEUT;PL	N
ιό	病毒	ιό	病毒	N;ACC;MASC;SG	N
συλλαμβάνεται	被	συλλαμβάνω	被	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PASS
κενά	空白	κενό	空白	N;NOM;NEUT;PL	N
κενά	差距	κενό	差距	N;NOM;NEUT;PL	N
κενά	缺口	κενό	缺口	N;NOM;NEUT;PL	N
άζωτο	氮	άζωτο	氮	N;NOM;NEUT;SG	N
έκβαση	成果	έκβαση	成果	N;ACC;FEM;SG	N
έκβαση	結果	έκβαση	結果	N;ACC;FEM;SG	N
εννιά	九	εννιά	九	NUM;NOM;MASC;PL	NUM
