patroli	partio	patroli	partio	N;SG	N;NOM;SG
pelestarian	säilyttäminen	pelestarian	säilyttäminen	N;SG	N;NOM;SG
oksidasi	hapetus	oksidasi	hapetus	N;SG	N;NOM;SG
assembly	edustajakokouksen	assembly	edustaja#kokous	N	N;GEN;SG
assembly	kokoonpano	assembly	kokoonpano	N	N;NOM;SG
assembly	kokoontuminen	assembly	kokoontuminen	N	N;NOM;SG
pernapasan	hengitys	pernapasan	hengitys	N;SG	N;NOM;SG
pernapasan	hengitys	pernapasan	hengitys	N;SG	N;NOM;SG
mengepung	ympäröi	menkepung	ympäröidä	V;SG;ACT	V;IMP;SG;2;FIN;ACT
bollywood	bollywood	bollywood	bollywood	N	N;NOM;SG
yudaisme	juutalaisuus	yudaisme	juutalaisuus	N;SG	N;NOM;SG
berlian	timantti	berlian	timantti	N;SG	N;NOM;SG
berlian	timanttia	berlian	timantti	N;SG	N;PRT;SG
berlian	diamond	berlian	diamond	N;SG	N;NOM;SG
berlian	timantin	berlian	timantti	N;SG	N;GEN;SG
penyu	kilpikonna	penyu	kilpi#konna	N	N;NOM;SG
penyu	kilpikonnia	penyu	kilpi#konni	N	N;PRT;PL
kemah	leiri	kemah	leiri	N;SG	N;NOM;SG
kemah	leirin	kemah	leiri	N;SG	N;GEN;SG
kemah	camp	kemah	camp	N;SG	N;NOM;SG
kemah	leirillä	kemah	leiri	N;SG	N;AT+ESS
;SG
cluster	klusteri	cluster	klusteri	N	N;NOM;SG
batubara	hiilen	batubara	hiili	N;SG	N;GEN;SG
batubara	hiili	batubara	hiili	N;SG	N;NOM;SG
batubara	kivihiili	batubara	kivi#hiili	N;SG	N;NOM;SG
fleksibel	joustava	fleksibel	joustava	ADJ;SG	ADJ;NOM;SG
bermigrasi	siirrä	bermigrasi	siirtä	V;SG;ACT	V;IMP;SG;2;FIN;ACT
nuansa	vivahde	nuansa	vivahtaa	N;SG	N;NOM;SG
mouse	hiiri	mouse	hiiri	N	N;NOM;SG
mouse	hiirtä	mouse	hiirtää	N	N;PRT;SG
mouse	hiiren	mouse	hiire	N	N;GEN;SG
melanda	iski	menlanda	iskeä	V;SG;ACT	V;IND;SG;3;PST;FIN;ACT
mempekerjakan	työllistää	menpekerjakan	työllistää	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
mempekerjakan	työllistää	menpekerjakan	työllistää	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
memuaskan	tyydytä	menpuaskan	tyydyttää	V;SG;ACT	V;IMP;SG;2;FIN;ACT
memuaskan	tyydyttää	menpuaskan	tyydyttää	V;SG;ACT	V;IND;SG;PRS;FIN;ACT
memuaskan	tyydyttää	menpuaskan	tyydyttää	V;SG;ACT	V;IND;SG;PRS;FIN;ACT
memuaskan	täyttävä	menpuaskan	täyttää	V;SG;ACT	V;NOM;SG;V.PTCP;ACT
vihara	luostarin	vihara	luostari	N	N;GEN;SG
vihara	luostari	vihara	luostari	N	N;NOM;SG
awalan	etuliite	awalan	etu#liite	N;SG	N;NOM;SG
awalan	käynnistys	awalan	käynnistys	N;SG	N;NOM;SG
awalan	startup	awalan	startup	N;SG	N;NOM;SG
kera	apinoita	kera	apina	N	N;PRT;PL
kera	apinat	kera	apina	N	N;NOM;PL
kera	apina	kera	apina	N	N;NOM;SG
kera	apinoita	kera	apina	N	N;PRT;PL
kera	apinat	kera	apina	N	N;NOM;PL
kera	apina	kera	apina	N	N;NOM;SG
pencernaan	ruoansulatusta	pencernaan	ruoan#sulatus	N;SG	N;PRT;SG
permen	karkkia	permen	karkki	N;SG	N;PRT;SG
permen	karkki	permen	karkki	N;SG	N;NOM;SG
pencerahan	valaistumisen	pencerahan	valaistuminen	N;SG	N;GEN;SG
pluto	pluto	pluto	pluto	N	N;NOM;SG
kaidah	sääntö	kaidah	sääntö	N;SG	N;NOM;SG
kaidah	sääntöä	kaidah	sääntö	N;SG	N;PRT;SG
sanksi	seuraamus	sanksi	seuraamus	N;SG	N;NOM;SG
diabetes	diabetes	diabetes	diabetes	N;SG	N;NOM;SG
diabetes	diabeteksen	diabetes	diabetes	N;SG	N;GEN;SG
diabetes	diabetes	diabetes	diabetes	N;SG	N;NOM;SG
didedikasikan	omistettu	didedikasikan	omistaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
klorida	kloridi	klorida	kloridi	N	N;NOM;SG
kacamata	aurinkolasit	kacamata	aurinko#lasit	N	N;NOM;PL
kacamata	laseja	kacamata	lasi	N	N;PRT;PL
kacamata	silmälasit	kacamata	silmä#lasit	N	N;NOM;PL
kacamata	lasit	kacamata	lasi	N	N;NOM;PL
tukar	vaihtoon	tukar	vaihto	N;SG;ACT	N;IN+ALL;SG
tukar	vaihto	tukar	vaihto	N;SG;ACT	N;NOM;SG
tukar	vaihtaminen	tukar	vaihtaminen	N;SG;ACT	N;NOM;SG
persaudaraan	veljeskunta	persaudaraan	veljes#kunta	N;SG	N;NOM;SG
persaudaraan	veljeskunta	persaudaraan	veljes#kunta	N;SG	N;NOM;SG
derek	hinaus	derek	hinaus	N	N;NOM;SG
derek	kurki	derek	kurki	N	N;NOM;SG
derek	derekin	derek	derikki	N	N;GEN;SG
glukosa	glukoosi	glukosa	glukoosi	N	N;NOM;SG
eksekusi	toteuttaminen	eksekusi	toteuttaminen	N;SG	N;NOM;SG
eksekusi	teloitus	eksekusi	teloitus	N;SG	N;NOM;SG
eksekusi	suoritus	eksekusi	suoritus	N;SG	N;NOM;SG
eksekusi	toteutus	eksekusi	toteutus	N;SG	N;NOM;SG
eksekusi	täytäntöönpano	eksekusi	täytäntöönpano	N;SG	N;NOM;SG
iphone	iphone	iphone	iphone	N	N;NOM;SG
penafsiran	tulkinta	penafsiran	tulkinta	N;SG	N;NOM;SG
penafsiran	tulkintaa	penafsiran	tulkinta	N;SG	N;PRT;SG
matematikawan	matemaatikko	matematikawan	matemaatikko	N	N;NOM;SG
matematikawan	matemaatikot	matematikawan	matemaatikko	N	N;NOM;PL
dangkal	pinnallinen	dangkal	pinnallinen	ADJ;SG	ADJ;NOM;SG
dangkal	matala	dangkal	matala	ADJ;SG	ADJ;NOM;SG
dangkal	pinnallinen	dangkal	pinnallinen	ADJ;SG	ADJ;NOM;SG
dangkal	matalaa	dangkal	matala	ADJ;SG	ADJ;PRT;SG
jaring	net	jaring	net	N;SG;ACT	N;NOM;SG
jaring	verkon	jaring	verkko	N;SG;ACT	N;GEN;SG
jaring	verkko	jaring	verkko	N;SG;ACT	N;NOM;SG
jaring	netto	jaring	netto	N;SG;ACT	N;NOM;SG
oranye	oranssi	oranye	oranssi	N	N;NOM;SG
oranye	appelsiini	oranye	appelsi	N	N;NOM;SG
penekanan	tukahduttamiseen	pentekanan	tukahduttaminen	N;SG	N;IN+ALL;SG
tas	salkun	tas	salku	N;SG	N;GEN;SG
tas	salkku	tas	salkku	N;SG	N;NOM;SG
tas	laukku	tas	laukku	N;SG	N;NOM;SG
tas	pussi	tas	pussi	N;SG	N;NOM;SG
tas	säkki	tas	säkki	N;SG	N;NOM;SG
tas	laukku	tas	laukku	N;SG	N;NOM;SG
diculik	siepattu	diculik	siepata	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
diculik	kaapattu	diculik	kaapata	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
diculik	siepattu	diculik	siepata	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
beruntung	onnekas	beruntung	onnekas	ADJ;SG	ADJ;NOM;SG
kanselir	liittokansleri	kanselir	liitto#kansleri	N;SG	N;NOM;SG
kanselir	kansleri	kanselir	kansleri	N;SG	N;NOM;SG
bersumpah	vannoi	bersumpah	vannoa	V;SG;ACT	V;IND;SG;3;PST;FIN;ACT
bersumpah	vannoo	bersumpah	vannoa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
melompat	hypätä	menlompat	hypätä	V;SG;ACT	V;SG;NFIN;ACT
melompat	hyppää	menlompat	hypätä	V;SG;ACT	V;IMP;SG;2;FIN;ACT
melompat	hyppii	menlompat	hyppiä	V;SG;ACT	V;IND;SG;2;PRS;FIN;ACT
plot	juoni	plot	juoni	N	N;NOM;SG
plot	tontti	plot	tontti	N	N;NOM;SG
dianjurkan	suositeltava	dianjurkan	suositeltava	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
dianjurkan	suositellaan	dianjurkan	suositella	V;SG;PASS	V;IND;PRS;FIN;PASS
dianjurkan	suositeltu	dianjurkan	suositella	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
momen	hetki	momen	hetki	N;SG	N;NOM;SG
supermarket	supermarket	supermarket	super#marki	N	N;NOM;SG
kedelai	soija	kedelai	soija	N;SG	N;NOM;SG
tinjauan	arvostelu	tinjauan	arvostelu	N;SG	N;NOM;SG
tinjauan	yleiskuvaus	tinjauan	yleis#kuvaus	N;SG	N;NOM;SG
tinjauan	yleiskatsaus	tinjauan	yleis#katsaus	N;SG	N;NOM;SG
tinjauan	yleiskuva	tinjauan	yleis#kuva	N;SG	N;NOM;SG
tinjauan	katsaus	tinjauan	katsaus	N;SG	N;NOM;SG
tinjauan	tarkistaminen	tinjauan	tarkistaminen	N;SG	N;NOM;SG
tinjauan	arvostelu	tinjauan	arvostelu	N;SG	N;NOM;SG
tinjauan	tarkastelu	tinjauan	tarkastelu	N;SG	N;NOM;SG
samar	arvoituksellinen	samar	arvoituksellinen	ADJ;SG	ADJ;NOM;SG
samar	epämääräinen	samar	epä#määräinen	ADJ;SG	ADJ;NOM;SG
kejatuhan	laskeuma	kejatuhan	laskeuma	N;SG	N;NOM;SG
perawat	sairaanhoitaja	penrawat	sairaan#hoitaja	N;SG	N;NOM;SG
perawat	hoitaja	penrawat	hoitaja	N;SG	N;NOM;SG
perawat	sairaanhoitaja	penrawat	sairaan#hoitaja	N;SG	N;NOM;SG
perawat	sairaanhoito	penrawat	sairaan#hoito	N;SG	N;NOM;SG
designer	suunnittelija	designer	suunnittelija	N	N;NOM;SG
agensi	toimisto	agensi	toimisto	N;SG	N;NOM;SG
agensi	kemikaalivirasto	agensi	kemikaali#virasto	N;SG	N;NOM;SG
agensi	viraston	agensi	virasto	N;SG	N;GEN;SG
agensi	virasto	agensi	virasto	N;SG	N;NOM;SG
kemuliaan	kunniaa	kemuliaan	kunnia	N;SG	N;PRT;SG
kemuliaan	kunnia	kemuliaan	kunnia	N;SG	N;NOM;SG
jubah	viitta	jubah	viisi	N;SG	N;NOM;SG
intensif	intensiivinen	intensif	intensiivinen	ADJ;SG	ADJ;NOM;SG
imperium	imperiumin	imperium	imperiumi	N	N;GEN;SG
imperium	valtakunta	imperium	valta#kunta	N	N;NOM;SG
imperium	imperiumi	imperium	imperiumi	N	N;NOM;SG
kabut	sumu	kabut	sumu	N;SG	N;NOM;SG
kabut	haze	kabut	haze	N;SG	N;NOM;SG
kabut	sumun	kabut	sumu	N;SG	N;GEN;SG
kabut	sumu	kabut	sumu	N;SG	N;NOM;SG
kabut	sumua	kabut	sumu	N;SG	N;PRT;SG
tomat	tomaatti	tomat	tomaatti	N;SG	N;NOM;SG
atraksi	vetovoima	atraksi	veto#voima	N;SG	N;NOM;SG
atraksi	vetovoimaa	atraksi	veto#voima	N;SG	N;PRT;SG
theme	teema	theme	teema	N	N;NOM;SG
theme	teemaa	theme	teema	N	N;PRT;SG
theme	teeman	theme	teema	N	N;GEN;SG
theme	aihe	theme	aihe	N	N;NOM;SG
eksplorasi	etsintä	eksplorasi	etsintä	N;SG	N;NOM;SG
eksplorasi	tutkiminen	eksplorasi	tutkiminen	N;SG	N;NOM;SG
dermaga	laituri	dermaga	laituri	N;SG	N;NOM;SG
dermaga	telakka	dermaga	telakka	N;SG	N;NOM;SG
dermaga	laiturille	dermaga	laituri	N;SG	N;AT+ALL;SG
dermaga	laituri	dermaga	laituri	N;SG	N;NOM;SG
dermaga	satama	dermaga	satama	N;SG	N;NOM;SG
dermaga	portti	dermaga	portti	N;SG	N;NOM;SG
uranium	uraani	uranium	ura	N;SG	N;PRT;SG
uranium	uraania	uranium	ura#ani	N;SG	N;PRT;SG
dakota	dakota	dakota	dakota	N	N;NOM;SG
optimus	optimus	optimus	optimus	N;SG	N;NOM;SG
cakupan	laajuus	cakupan	laajuus	N;SG	N;NOM;SG
cakupan	kattavuutta	cakupan	kattavuus	N;SG	N;PRT;SG
cakupan	kattavuus	cakupan	kattavuus	N;SG	N;NOM;SG
cakupan	kattavuuden	cakupan	kattavuus	N;SG	N;GEN;SG
tersimpan	varastoitu	tersimpan	varastoida	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
tersimpan	säilytetty	tersimpan	säilyttää	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
tersimpan	tallennettu	tersimpan	tallentaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
nyeri	kipu	nyeri	kipu	N;SG	N;NOM;SG
nyeri	kipua	nyeri	kipu	N;SG	N;PRT;SG
nyeri	tuska	nyeri	tuska	N;SG	N;NOM;SG
nyeri	tuskaa	nyeri	tuska	N;SG	N;PRT;SG
memperjuangkan	kamppailee	menperjuangkan	kamppailla	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
spesimen	yksilö	spesimen	yksilö	N;SG	N;NOM;SG
spesimen	yksilöä	spesimen	yksilö	N;SG	N;PRT;SG
spesimen	näyte	spesimen	näyte	N;SG	N;NOM;SG
komedian	koomikko	komedian	koomikko	N;SG	N;NOM;SG
pewarna	väritys	penwarna	väritys	N;SG	N;NOM;SG
petinju	nyrkkeilijä	pentinju	nyrkkeilijä	N;SG	N;NOM;SG
gerilya	sissi	gerilya	sissi	N	N;NOM;SG
gerilya	sissi	gerilya	sissi	N	N;NOM;SG
tercipta	luotu	tercipta	luoda	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
tercipta	luotiin	tercipta	luoda	V;SG;PASS	V;IND;PST;FIN;PASS
vampir	vampyyri	vampir	vampyyri	N;SG	N;NOM;SG
vampir	vampyyrin	vampir	vampy#yrin	N;SG	N;GEN;SG
komunisme	kommunismin	komunisme	kommunismi	N;SG	N;GEN;SG
komunisme	kommunismi	komunisme	kommunismi	N;SG	N;NOM;SG
ramalan	ennustuksen	ramalan	ennustus	N;SG	N;GEN;SG
ramalan	ennustus	ramalan	ennustus	N;SG	N;NOM;SG
membahayakan	vahingoittaa	menbahayakan	vahingoittaa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
omega	omega	omega	omega	N;SG	N;NOM;SG
seimbang	tasapainoinen	seimbang	tasa#painoinen	ADJ;SG	ADJ;NOM;SG
sensitif	herkkää	sensitif	herkkä	ADJ;SG	ADJ;PRT;SG
sensitif	herkkä	sensitif	herkkä	ADJ;SG	ADJ;NOM;SG
kepiting	rapu	kepiting	rapu	N;SG	N;NOM;SG
diwajibkan	edellytetään	diwajibkan	edellyttää	V;SG;PASS	V;IND;PRS;FIN;PASS
diwajibkan	vaadittu	diwajibkan	vaatia	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
diwajibkan	vaaditaan	diwajibkan	vaatia	V;SG;PASS	V;IND;PRS;FIN;PASS
sketsa	luonnos	sketsa	luonnos	N;SG	N;NOM;SG
sketsa	piirros	sketsa	piirros	N;SG	N;NOM;SG
dipenjara	vangittuna	dipenjara	vangita	V;SG;PASS	V;FRML;SG;V.PTCP;PASS
dipenjara	vangittu	dipenjara	vangita	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
dipenjara	vangittuna	dipenjara	vangita	V;SG;PASS	V;FRML;SG;V.PTCP;PASS
dipenjara	vangittiin	dipenjara	vangita	V;SG;PASS	V;IND;PST;FIN;PASS
dinosaurus	dinosaurus	dinosaurus	dinosaurus	N	N;NOM;SG
dinosaurus	dinosaurukset	dinosaurus	dinosaurus	N	N;NOM;PL
dinosaurus	dinosauruksia	dinosaurus	dino#saurus	N	N;PRT;PL
bawa	tuoda	bawa	tuoda	V;SG;ACT	V;SG;NFIN;ACT
margin	marginaali	margin	marginaali	N	N;NOM;SG
sambungan	yhteys	sambungan	yhteys	N;SG	N;NOM;SG
sambungan	yhteyden	sambungan	yhteys	N;SG	N;GEN;SG
menghibur	viihdyttää	menhibur	viihdyttää	V;SG;ACT	V;IND;SG;PRS;FIN;ACT
pinjam	lainaa	pinjam	laina	N;SG	N;PRT;SG
artefak	esine	artefak	esine	N;SG	N;NOM;SG
ditempati	varattu	ditempati	varata	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
mengungsi	evakuoida	menungsi	evakuoida	V;SG;ACT	V;SG;NFIN;ACT
ranger	ranger	ranger	ranger	N	N;NOM;SG
interface	liittymä	interface	liittyä	N	N;NOM;SG
interface	käyttöliittymä	interface	käyttö#liittymä	N	N;NOM;SG
interface	liitäntä	interface	liitän	N	N;NOM;SG
adonan	lyöjä	adonan	lyöjä	N	N;NOM;SG
adobe	adobe	adobe	adobe	N	N;NOM;SG
musibah	epäonnea	musibah	epä#onne	N;SG	N;PRT;SG
musibah	tuho	musibah	tuho	N;SG	N;NOM;SG
musibah	katastrofi	musibah	katastrofi	N;SG	N;NOM;SG
musibah	onnettomuus	musibah	onnettomuus	N;SG	N;NOM;SG
musibah	katastrofin	musibah	katastrofi	N;SG	N;GEN;SG
prosesi	kulkue	prosesi	kulkua	N;SG	N;NOM;SG
pendidik	kouluttaja	pendidik	kouluttaja	N;SG	N;NOM;SG
hikmah	viisaus	hikmah	viisaus	N;SG	N;NOM;SG
hikmah	viisauden	hikmah	viisaus	N;SG	N;GEN;SG
hikmah	viisautta	hikmah	viisaus	N;SG	N;PRT;SG
pergeseran	vuoro	pergeseran	vuoro	N;SG	N;NOM;SG
pengisian	lataus	penisian	lataus	N;SG	N;NOM;SG
pengisian	syyte	penisian	syyte	N;SG	N;NOM;SG
pasokan	tarjonnan	pasokan	tarjonta	N;SG	N;GEN;SG
pasokan	tarjonta	pasokan	tarjonta	N;SG	N;NOM;SG
dihiasi	sisustettu	dihiasi	sisustaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
birokrat	byrokraatit	birokrat	byrokraatti	N	N;NOM;PL
birokrat	byrokraatti	birokrat	byrokraatti	N	N;NOM;SG
piring	lautanen	piring	lautanen	N;SG	N;NOM;SG
piring	lautasen	piring	lautanen	N;SG	N;GEN;SG
piring	astia	piring	asti	N;SG	N;NOM;SG
piring	kilpi	piring	kilpi	N;SG	N;NOM;SG
piring	lautanen	piring	lautanen	N;SG	N;NOM;SG
piring	lautasen	piring	lautanen	N;SG	N;GEN;SG
piring	laatta	piring	laatta	N;SG	N;NOM;SG
zaitun	oliivien	zaitun	olla	N	N;GEN;PL
zaitun	oliiveja	zaitun	oliivi	N	N;PRT;PL
pelecehan	häirintää	penlecehan	häirintä	N;SG	N;PRT;SG
pelecehan	häirintä	penlecehan	häirin	N;SG	N;NOM;SG
pelecehan	häirinnän	penlecehan	häirintä	N;SG	N;GEN;SG
pelecehan	väärinkäyttö	penlecehan	väärin#käyttö	N;SG	N;NOM;SG
pelecehan	väärinkäyttöä	penlecehan	väärin#käyttö	N;SG	N;PRT;SG
pelecehan	pahoinpitely	penlecehan	pahoin#pitely	N;SG	N;NOM;SG
rasional	järkevä	rasional	järkevä	ADJ;SG	ADJ;NOM;SG
rasional	järkevää	rasional	järkevä	ADJ;SG	ADJ;PRT;SG
perjamuan	illallinen	perjamuan	illallinen	N	N;NOM;SG
dipelihara	säilytetty	dipelihara	säilyttää	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
dipelihara	säilytetty	dipelihara	säilyttää	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
penerjemahan	käännös	penterjemahan	käännös	N;SG	N;NOM;SG
penerjemahan	kääntäminen	penterjemahan	kääntäminen	N;SG	N;NOM;SG
penerjemahan	käännöstä	penterjemahan	kääntö	N;SG	N;IN+ABL;SG
tottenham	tottenham	tottenham	tottenham	N	N;NOM;SG
piston	piston	piston	pisto	N	N;GEN;SG
kecap	kastike	kecap	kastike	N	N;NOM;SG
kecap	kastiketta	kecap	kastike	N	N;PRT;SG
kecap	ketsuppia	kecap	ketsuppi	N	N;PRT;SG
upeti	kunnianosoitus	upeti	kunnianosoitus	N	N;NOM;SG
chip	chip	chip	chip	N;SG	N;NOM;SG
chip	sirun	chip	siru	N;SG	N;GEN;SG
chip	siru	chip	siru	N;SG	N;NOM;SG
pembersihan	puhdistus	penbersihan	puhdistus	N;SG	N;NOM;SG
pembersihan	siivous	penbersihan	siivous	N;SG	N;NOM;SG
pembersihan	puhdistaminen	penbersihan	puhdistaminen	N;SG	N;NOM;SG
pembersihan	siivous	penbersihan	siivous	N;SG	N;NOM;SG
pembersihan	pesu	penbersihan	pesu	N;SG	N;NOM;SG
pembersihan	puhdistus	penbersihan	puhdistus	N;SG	N;NOM;SG
pembersihan	puhdistaminen	penbersihan	puhdistaminen	N;SG	N;NOM;SG
pembersihan	puhdistusta	penbersihan	puhdistus	N;SG	N;PRT;SG
pembersihan	puhdistus	penbersihan	puhdistus	N;SG	N;NOM;SG
intensitas	voimakkuus	intensitas	voimakkuus	N;SG	N;NOM;SG
intensitas	intensiteetti	intensitas	intensiteetti	N;SG	N;NOM;SG
resor	resort	resor	resort	N	N;NOM;SG
