후드	гуд	후드	гуд		
영장류	приматов	영장류	примат	N	N;ANIM;GEN;MASC;PL
다이고	дайго	다이+고	дайго		
플래그	флаг	플래그	флаг	N	N;INAN;NOM;MASC;SG
플래그	флажок	플래그	флажок	N	N;INAN;NOM;MASC;SG
플래그	флаги	플래그	флаг	N	N;INAN;NOM;MASC;PL
채무	долги	채무	долг	N	N;INAN;NOM;MASC;PL
채무	долг	채무	долг	N	N;INAN;NOM;MASC;SG
채무	долги	채무	долг	N	N;INAN;NOM;MASC;PL
채무	задолженности	채무	задолженность	N	N;INAN;NOM;FEM;PL
채무	задолженность	채무	задолженность	N	N;INAN;NOM;FEM;SG
동창	одноклассников	동창	одноклассник	N	N;ANIM;ACC;MASC;PL
동창	одноклассник	동창	одноклассник	N	N;ANIM;NOM;MASC;SG
모욕을	оскорбление	모욕+을	оскорбление	N	N;INAN;NOM;NEUT;SG
요구사항	требование	요구사항	требование	N	N;INAN;NOM;NEUT;SG
요구사항	требования	요구사항	требование	N	N;INAN;NOM;NEUT;PL
요구사항	потребности	요구사항	потребность	N	N;INAN;NOM;FEM;PL
음식점	ресторан	음식점	ресторан	N	N;INAN;NOM;MASC;SG
음식점	места	음식점	место	N	N;INAN;NOM;NEUT;PL
음식점	местами	음식점	место	N	N;INAN;INS;NEUT;PL
음식점	рестораны	음식점	ресторан	N	N;INAN;NOM;MASC;PL
형이상학	метафизика	형이상학	метафизика	N	N;INAN;NOM;FEM;SG
