ve	og	ve	og	CONJ	CONJ
hareketler	handlingene	hareket	handling	N;NOM;PL;3	N;DEF;FEM;PL
hareketler	handlinger	hareket	handling	N;NOM;PL;3	N;INDF;FEM;PL
hareketler	moves	hareket	moves	N;NOM;PL;3	N
komitesi	komiteen	komite	komité	N;NOM;SG;3	N;DEF;MASC;SG
komitesi	komité	komite	komité	N;NOM;SG;3	N;INDF;MASC;SG
edebiyatı	litteratur	edebiyat	litteratur	N;ACC;SG;3	N;INDF;MASC;SG
odası	kammeret	oda	kammer	N;NOM;SG;3	N;DEF;NEUT;SG
odası	kammer	oda	kammer	N;NOM;SG;3	N;INDF;NEUT;SG
filmleri	filmer	film	film	N;ACC;PL;3	N;INDF;FEM;PL
ödüller	belønner	ödül	belønne	N;NOM;PL;3	N;INDF;FEM;PL
ödüller	belønninger	ödül	belønninger	N;NOM;PL;3	N;INDF;FEM;PL
ödüller	priser	ödül	prise	N;NOM;PL;3	N;INDF;FEM;PL
servisi	servise	servi	servise	N;NOM;SG;3	N;INDF;NEUT;SG
servisi	tjeneste	servi	tjeneste	N;NOM;SG;3	N;INDF;FEM;SG
servisi	service	servi	service	N;NOM;SG;3	N;INDF;MASC;SG
evet	yes	evet	yes	N;NOM;SG;3	N;INDF;NEUT;SG
evet	yeah	evet	yeah	N;NOM;SG;3	N;INDF
birimi	kryptovaluta	birim	kryptovalut	N;ACC;SG;3	N;DEF;NEUT;SG
sıcaklık	temperatur	sıcaklık	temperatur	N;NOM;SG;3	N;INDF;MASC;SG
sıcaklık	varmekabler	sıcaklık	varmekaber	N;NOM;SG;3	N;INDF;MASC;SG
sıcaklık	heat	sıcaklık	heat	N;NOM;SG;3	N;INDF;NEUT;SG
sıcaklık	heten	sıcaklık	hete	N;NOM;SG;3	N;INDF;MASC;SG
sıcaklık	varme	sıcaklık	varme	N;NOM;SG;3	N;INDF;MASC;SG
ürünleri	produkter	ürün	produkt	N;ACC;PL;3	N;INDF;FEM;PL
ürünleri	produktene	ürün	produkt	N;ACC;PL;3	N;DEF;FEM;PL
konuk	gjest	konuk	gjest	N;NOM;SG;3	N;INDF;MASC;SG
konuk	gjesten	konuk	gjest	N;NOM;SG;3	N;DEF;MASC;SG
ulaştı	nådde	ulaş	nå	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN
kimse	anyone	kimse	anyon	N;NOM;SG;3	N;INDF;SG
kimse	nobody	kimse	nobody	N;NOM;SG;3	N;INDF;SG
toprakları	solis	toprak	solis	N;ACC;PL;3	N
getirdi	brakte	getir	brake	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN
yazılım	programvare	yazılım	programvare	N;NOM;SG;3	N;INDF;FEM;SG
kesinlikle	helt	kesinlik	helt	N;INS;SG;3	N;INDF;MASC;SG
karısı	kona	karı	kone	N;NOM;SG;3	N;DEF;FEM;SG
karısı	wife	karı	wife	N;NOM;SG;3	N
karısı	kone	karı	kone	N;NOM;SG;3	N;INDF;FEM;SG
karısı	hustru	karı	hustru	N;NOM;SG;3	N;INDF;MASC;SG
sanatlar	kunster	sanat	kunster	N;NOM;PL;3	N;INDF;FEM;PL
matematik	matematikk	matematik	matematikk	N;NOM;SG;3	N;INDF;MASC;SG
matematik	matte	matematik	matte	N;NOM;SG;3	N;INDF;MASC;SG
matematik	matematikk	matematik	matematikk	N;NOM;SG;3	N;INDF;MASC;SG
salonu	hall	salon	hall	N;ACC;SG;3	N;INDF;MASC;SG
takımlar	drakter	takım	drakt	N;NOM;PL;3	N;INDF;FEM;PL
takımlar	dresser	takım	dresse	N;NOM;PL;3	N;INDF;FEM;PL
takımlar	lagene	takım	lage	N;NOM;PL;3	N;DEF;FEM;PL
kuantum	quantum	kuantum	quantum	N;NOM;SG;3	N
teorisi	teori	teori	teori	N;NOM;SG;3	N;INDF;MASC;SG
harita	kart	harit	kart	N;NOM;SG;3	N;INDF;NEUT;SG
harita	kart	harit	kart	N;NOM;SG;3	N;INDF;NEUT;SG
değişiklikler	endringer	değişiklik	endring	N;NOM;PL;3	N;INDF;FEM;PL
değişiklikler	forandringer	değişiklik	forandring	N;NOM;PL;3	N;INDF;FEM;PL
değişiklikler	endringene	değişiklik	endring	N;NOM;PL;3	N;DEF;FEM;PL
uzunluğu	lengden	uzunluk	lengd	N;ACC;SG;3	N;DEF;MASC;SG
uzunluğu	lengde	uzunluk	lengje	N;ACC;SG;3	N;INDF;FEM;SG
işler	jobber	iş	jobbe	N;NOM;PL;3	N;INDF;FEM;PL
şeyler	ting	şey	ting	N;NOM;PL;3	N;INDF;MASC;PL
şeyler	things	şey	things	N;NOM;PL;3	N
şeyler	saker	şey	sak	N;NOM;PL;3	N;INDF;FEM;PL
şeyler	greier	şey	greie	N;NOM;PL;3	N;INDF;FEM;PL
otomobil	bilmerke	otomobil	bilmerke	N;NOM;SG;3	N;INDF;NEUT;SG
otomobil	bil	otomobil	bil	N;NOM;SG;3	N;INDF;MASC;SG
otomobil	auto	otomobil	auto	N;NOM;SG;3	N;INDF;MASC;SG
kutusu	box	kutu	box	N;NOM;SG;3	N
kutusu	eske	kutu	eske	N;NOM;SG;3	N;INDF;FEM;SG
kutusu	kasse	kutu	kasse	N;NOM;SG;3	N;INDF;FEM;SG
kutusu	boks	kutu	boks	N;NOM;SG;3	N;INDF;MASC;SG
sahipliği	eierskapet	sahiplik	eierskap	N;NOM;SG;3	N;DEF;NEUT;SG
sahipliği	eierskap	sahiplik	eierskap	N;NOM;SG;3	N;INDF;MASC;SG
öncesinde	before	önce	brfor	N;ESS;SG;3	N;INDF;NEUT;SG
sayfada	sida	sayfa	side	N;ESS;SG;3	N;DEF;FEM;SG
sayfada	side	sayfa	side	N;ESS;SG;3	N;INDF;FEM;SG
sayfada	page	sayfa	page	N;ESS;SG;3	N;INDF;MASC;SG
öncelikle	forst	öncelik	forst	N;INS;SG;3	N;INDF;MASC;SG
öncelikle	first	öncelik	first	N;INS;SG;3	N
istiyorum	ønsker	iste	ønske	V;PROG;IND;SG;1;POS;INFM;PRS	V;IND;PRS;FIN
istiyorum	vil	iste	vilje	V;PROG;IND;SG;1;POS;INFM;PRS	V;IND;PRS;FIN
blue	blue	blue	blu	N;NOM;SG;3	N;INDF;MASC;SG
uzanan	strekker	uza	strekke	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;IND;PRS;FIN
çekti	trakk	çek	trekkje	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN
belediyespor	belediyespor	belediyespor	belediyespor	N;NOM;SG;3	N;INDF;NEUT;SG
sekreteri	sekretær	sekreter	sekretær	N;ACC;SG;3	N;INDF;MASC;SG
desteği	støtte	destek	støtte	N;NOM;SG;3	N;INDF;FEM;SG
desteği	brukerstøtte	destek	brukerstøtte	N;NOM;SG;3	N;INDF;FEM;SG
desteği	support	destek	support	N;NOM;SG;3	N;INDF;MASC;SG
yüksekliği	høyden	yükseklik	høyd	N;ACC;SG;3	N;DEF;MASC;SG
yüksekliği	høyde	yükseklik	høyde	N;ACC;SG;3	N;INDF;MASC;SG
arnavutluk	albansk	arnavutluk	albansk	N;NOM;SG;3	N;INDF;MASC;SG
ilişki	relasjoner	ilişki	relasjon	N;NOM;SG;3	N;INDF;MASC;SG
ilişki	forhold	ilişki	forhold	N;NOM;SG;3	N;INDF;NEUT;SG
ilişki	relasjon	ilişki	relasjon	N;NOM;SG;3	N;INDF;MASC;SG
ilişki	forholdet	ilişki	forhold	N;NOM;SG;3	N;DEF;NEUT;SG
ilişki	forhold	ilişki	forhold	N;NOM;SG;3	N;INDF;NEUT;SG
ilişki	samleie	ilişki	samleie	N;NOM;SG;3	N;INDF;NEUT;SG
ilişki	relasjon	ilişki	relasjon	N;NOM;SG;3	N;INDF;MASC;SG
isimleri	names	isim	names	N;ACC;PL;3	N
kitapları	bøker	kitap	bok	N;ACC;PL;3	N;INDF;FEM;PL
demek	innebærer	de	innebære	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN
demek	betyr	de	bety	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN
köprüsü	bro	köprü	bro	N;NOM;SG;3	N;INDF;MASC;SG
seçilmiş	valgte	seç	velge	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN
finali	finalen	finali	finale	N;NOM;SG;3	N;DEF;MASC;SG
kütüphanesi	bibliotek	kütüphane	bibliotek	N;NOM;SG;3	N;INDF;NEUT;SG
kütüphanesi	biblioteket	kütüphane	bibliotek	N;NOM;SG;3	N;DEF;NEUT;SG
barajı	dam	barajı	dam	N;NOM;SG;3	N;INDF;MASC;SG
barajı	demning	barajı	demning	N;NOM;SG;3	N;INDF;FEM;SG
barajı	demningen	barajı	demning	N;NOM;SG;3	N;DEF;MASC;SG
air	luft	air	luft	N;NOM;SG;3	N;INDF;FEM;SG
air	air	air	air	N;NOM;SG;3	N
sözleri	tekster	söz	tekst	N;NOM;PL;3	N;INDF;FEM;PL
kapağı	lid	kapak	lid	N;NOM;SG;3	N;INDF;MASC;SG
kapağı	lokk	kapak	lokk	N;NOM;SG;3	N;INDF;NEUT;SG
kapağı	lokket	kapak	lokk	N;NOM;SG;3	N;DEF;NEUT;SG
şehristanı	county	şehristan	county	N;NOM;SG;3	N;INDF;SG
şehristanı	fylke	şehristan	fylke	N;NOM;SG;3	N;INDF;NEUT;SG
sanatsal	kunstnerisk	sanatsal	kunstnerisk	ADJ	ADJ;INDF;NEUT;SG
sanatsal	kunstneriske	sanatsal	kunstnerisk	ADJ	ADJ;PL
sesi	lyd	ses	lyd	N;NOM;SG;3	N;INDF;MASC;SG
sesi	sound	ses	sound	N;NOM;SG;3	N;INDF;NEUT;SG
sesi	lyden	ses	lyd	N;NOM;SG;3	N;DEF;MASC;SG
sesi	volume	ses	volum	N;NOM;SG;3	N;INDF;NEUT;SG
sesi	volum	ses	volum	N;NOM;SG;3	N;INDF;NEUT;SG
sesi	voice	ses	voice	N;NOM;SG;3	N;INDF;MASC;SG
sesi	stemma	ses	stemme	N;NOM;SG;3	N;DEF;FEM;SG
sesi	røst	ses	røst	N;NOM;SG;3	N;INDF;MASC;SG
sesi	stemme	ses	stemme	N;NOM;SG;3	N;INDF;FEM;SG
yerler	stader	yer	stad	N;NOM;PL;3	N;INDF;MASC;PL
yerler	steder	yer	stede	N;NOM;PL;3	N;INDF;MASC;PL
yerler	plasseringer	yer	plasseringe	N;NOM;PL;3	N;INDF;FEM;PL
yerler	steder	yer	stede	N;NOM;PL;3	N;INDF;MASC;PL
sürümü	versjonen	sürü	versjon	N;ACC;SG;3	N;DEF;MASC;SG
sürümü	versjon	sürü	versjon	N;ACC;SG;3	N;INDF;MASC;SG
hristiyan	christian	hristiyan	christian	N;NOM;SG;3	N;INDF;MASC;SG
komisyonu	commission	komisyon	commission	N;ACC;SG;3	N;INDF;MASC;SG
komisyonu	provisjon	komisyon	provisjon	N;ACC;SG;3	N;INDF;MASC;SG
komisyonu	kommisjon	komisyon	kommisjon	N;ACC;SG;3	N;INDF;MASC;SG
geliştirme	utvikle	geliş	utvikle	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;NFIN
teklif	budrunde	teklif	budrunde	N;NOM;SG;3	N;INDF;MASC;SG
teklif	bid	teklif	bid	N;NOM;SG;3	N;INDF;SG
teklif	bud	teklif	bud	N;NOM;SG;3	N;INDF;NEUT;SG
teklif	budet	teklif	bud	N;NOM;SG;3	N;DEF;NEUT;SG
teklif	tilbud	teklif	tilbud	N;NOM;SG;3	N;INDF;NEUT;SG
teklif	frieri	teklif	frieri	N;NOM;SG;3	N;INDF;MASC;SG
teklif	tilbudet	teklif	tilbud	N;NOM;SG;3	N;DEF;NEUT;SG
teklif	tilbud	teklif	tilbud	N;NOM;SG;3	N;INDF;NEUT;SG
ayak	fot	ayak	fot	N;NOM;SG;3	N;INDF;MASC;SG
ayak	foten	ayak	fot	N;NOM;SG;3	N;DEF;MASC;SG
ayak	fot	ayak	fot	N;NOM;SG;3	N;INDF;MASC;SG
ayak	fotspor	ayak	fotspor	N;NOM;SG;3	N;INDF;MASC;SG
teşekkür	takke	teşekkür	takke	N;NOM;SG;3	N;INDF;MASC;SG
sizin	dine	siz	din	PRO;GEN;PL;2	PRO;PL
sizin	dine	siz	din	PRO;GEN;PL;2	PRO;PL
hayatta	levende	hayat	levende	N;ESS;SG;3	N;INDF;NEUT;SG
hayatta	alive	hayat	alive	N;ESS;SG;3	N
bağımsızlık	uavhengighet	bağımsızlık	uavhengighet	N;NOM;SG;3	N;INDF;FEM;SG
bağımsızlık	independence	bağımsızlık	independence	N;NOM;SG;3	N;INDF;MASC;SG
kulesi	tårn	kule	tårn	N;NOM;SG;3	N;INDF;NEUT;SG
kulesi	tower	kule	towe	N;NOM;SG;3	N;INDF;NEUT;SG
kulesi	tårnet	kule	tårne	N;NOM;SG;3	N;DEF;NEUT;SG
şampiyonluk	mesterskap	şampiyonluk	mesterskap	N;NOM;SG;3	N;INDF;NEUT;SG
şampiyonluk	allround	şampiyonluk	allround	N;NOM;SG;3	N;INDF;MASC;SG
şampiyonluk	mesterskap	şampiyonluk	mesterskap	N;NOM;SG;3	N;INDF;NEUT;SG
şampiyonluk	championship	şampiyonluk	championship	N;NOM;SG;3	N;INDF;MASC;SG
istasyonu	stasjon	ista	stasjon	N;ACC;SG;3	N;INDF;MASC;SG
istasyonu	holdeplass	ista	holdeplass	N;ACC;SG;3	N;INDF;MASC;SG
dağlık	nagorno	dağlık	nagorno	N;NOM;SG;3	N;INDF;MASC;SG
mühendislik	engineering	mühendislik	engineering	N;NOM;SG;3	N;INDF;FEM;SG
oyunlar	avspillinger	oyun	avspillinger	N;NOM;PL;3	N;INDF;FEM;PL
oyunlar	kamper	oyun	kamp	N;NOM;PL;3	N;INDF;FEM;PL
performansı	opptreden	performans	opptred	N;NOM;SG;3	N;DEF;MASC;SG
performansı	forestilling	performans	forestilling	N;NOM;SG;3	N;INDF;FEM;SG
performansı	performance	performans	performance	N;NOM;SG;3	N
performansı	ytelse	performans	ytelse	N;NOM;SG;3	N;INDF;MASC;SG
dedi	sa	de	seie	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN
çocuklar	gutter	çocuk	gutter	N;NOM;PL;3	N;INDF;FEM;PL
çocuklar	guttene	çocuk	gutt	N;NOM;PL;3	N;DEF;FEM;PL
çocuklar	ungdommer	çocuk	ungdom	N;NOM;PL;3	N;INDF;MASC;PL
çocuklar	barn	çocuk	barn	N;NOM;PL;3	N;INDF;NEUT;PL
çocuklar	gutter	çocuk	gutter	N;NOM;PL;3	N;INDF;FEM;PL
çocuklar	karer	çocuk	karer	N;NOM;PL;3	N;INDF;FEM;PL
çocuklar	barn	çocuk	barn	N;NOM;PL;3	N;INDF;NEUT;PL
facebook	facebook	facebook	facebook	N;NOM;SG;3	N;INDF;MASC;SG
paralel	parallell	paralel	parallell	ADJ	ADJ;INDF;SG
erişim	adgang	erişim	adgang	N;NOM;SG;3	N;INDF;MASC;SG
erişim	tilgang	erişim	tilgang	N;NOM;SG;3	N;INDF;MASC;SG
erişim	reach	erişim	reach	N;NOM;SG;3	N
erişim	rekkevidde	erişim	rekkevidd	N;NOM;SG;3	N;INDF;FEM;SG
erişim	rekkevidden	erişim	rekkevidde	N;NOM;SG;3	N;DEF;MASC;SG
dönen	roterer	dön	rotere	V;PFV;IND;POS;PRS;V.PTCP	V;IND;PRS;FIN
kelimesi	word	kelime	word	N;NOM;SG;3	N;INDF;NEUT;SG
kelimesi	æresord	kelime	æresord	N;NOM;SG;3	N;INDF;NEUT;SG
istedi	spurte	iste	spørje	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN
vergi	moms	vergi	moms	N;NOM;SG;3	N;INDF;MASC;SG
vergi	skatt	vergi	skatt	N;NOM;SG;3	N;INDF;MASC;SG
vergi	skatt	vergi	skatt	N;NOM;SG;3	N;INDF;MASC;SG
vergi	selvangivelsen	vergi	selvangivelse	N;NOM;SG;3	N;DEF;MASC;SG
hastalık	sykdom	hastalık	sykdom	N;NOM;SG;3	N;INDF;MASC;SG
hastalık	sykdom	hastalık	sykdom	N;NOM;SG;3	N;INDF;MASC;SG
şekli	formen	şekli	form	N;ACC;SG;3	N;DEF;MASC;SG
şekli	shape	şekli	shape	N;ACC;SG;3	N
şekli	form	şekli	form	N;ACC;SG;3	N;INDF;FEM;SG
şekli	fasong	şekli	fasong	N;ACC;SG;3	N;INDF;MASC;SG
adları	names	ad	names	N;ACC;PL;3	N
içeriği	innhold	içerik	innhold	N;NOM;SG;3	N;INDF;NEUT;SG
içeriği	innhald	içerik	innhald	N;NOM;SG;3	N;INDF;NEUT;SG
içeriği	innholdet	içerik	innhold	N;NOM;SG;3	N;DEF;NEUT;SG
içeriği	innhold	içerik	innhold	N;NOM;SG;3	N;INDF;NEUT;SG
getiren	bringer	getir	bringe	V;PFV;IND;POS;PRS;V.PTCP	V;IND;PRS;FIN
dikkate	omtanke	dikkat	omtanke	N;DAT;SG;3	N;INDF;MASC;SG
dikkate	overveielse	dikkat	overveielse	N;DAT;SG;3	N;INDF;MASC;SG
akşam	kveld	akşam	kveld	N;NOM;SG;3	N;INDF;MASC;SG
akşam	aften	akşam	aft	N;NOM;SG;3	N;DEF;MASC;SG
bayrağı	flagg	bayrak	flagg	N;NOM;SG;3	N;INDF;NEUT;SG
alana	alana	alan	alana	N;DAT;SG;3	N;INDF;MASC;SG
yolları	stier	yol	stie	N;NOM;PL;3	N;INDF;MASC;PL
yolları	måter	yol	måte	N;NOM;PL;3	N;INDF;MASC;PL
yolları	ruter	yol	rute	N;NOM;PL;3	N;INDF;FEM;PL
gösterildi	analyseres	göster	analyseres	V;PFV;IND;SG;3;POS;PST;PASS	V;NFIN
köyleri	landsbyer	köy	landsby	N;ACC;PL;3	N;INDF;FEM;PL
köyleri	landsbyene	köy	landsby	N;ACC;PL;3	N;DEF;FEM;PL
vermiş	gav	ver	gje	V;PFV;NFH;IND;SG;3;POS;PST	V;IND;PST;FIN
temsilcisi	rep	temsilci	rep	N;NOM;SG;3	N;INDF;MASC;SG
temsilcisi	representant	temsilci	representant	N;NOM;SG;3	N;INDF;MASC;SG
bulunması	finner	bulun	finne	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	V;IND;PRS;FIN
chp	chp	chp	chp	N;NOM;SG;3	N;INDF;MASC;SG
özellikler	eiendommer	özellik	eiendom	N;NOM;PL;3	N;INDF;MASC;PL
konumu	beliggenhet	konum	beliggenhet	N;ACC;SG;3	N;DEF;MASC;SG
konumu	lokalisering	konum	lokalisering	N;ACC;SG;3	N;INDF;FEM;SG
konumu	lokasjon	konum	lokasjon	N;ACC;SG;3	N;INDF;MASC;SG
konumu	posisjon	konum	posisjon	N;ACC;SG;3	N;INDF;MASC;SG
konumu	plassering	konum	plassering	N;ACC;SG;3	N;INDF;FEM;SG
başlığı	overskrift	başlık	overskrift	N;NOM;SG;3	N;INDF;FEM;SG
başlığı	tittel	başlık	tittel	N;NOM;SG;3	N;INDF;MASC;SG
kulüpler	klubber	kulüp	klubbe	N;NOM;PL;3	N;INDF;FEM;PL
kulüpler	klubbene	kulüp	klubbe	N;NOM;PL;3	N;DEF;FEM;PL
kulüpler	køller	kulüp	kølle	N;NOM;PL;3	N;INDF;FEM;PL
gerekçesiyle	grunnlag	gerekçe	grunnlag	N;INS;SG;3	N;INDF;NEUT;SG
dersleri	klasser	ders	klasse	N;NOM;PL;3	N;INDF;FEM;PL
dersleri	fag	ders	fag	N;NOM;PL;3	N;INDF;NEUT;PL
dersleri	klassene	ders	klasse	N;NOM;PL;3	N;DEF;FEM;PL
kolordu	korps	kolor	korps	N;NOM;SG;3	N;INDF;NEUT;SG
isimler	names	isim	names	N;NOM;PL;3	N
elizabeth	elizabeth	elizabeth	elizabeth	N;NOM;SG;3	N;INDF;FEM;SG
elizabeth	elisabeth	elizabeth	elisabeth	N;NOM;SG;3	N;INDF;FEM;SG
madalyası	medalje	madalya	medalje	N;NOM;SG;3	N;INDF;MASC;SG
madalyası	medal	madalya	medal	N;NOM;SG;3	N;INDF;MASC;SG
madalyası	medaljen	madalya	medalj	N;NOM;SG;3	N;DEF;MASC;SG
gönderildi	sendte	gönder	sende	V;PFV;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN
gönderildi	publiserte	gönder	publisere	V;PFV;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN
tarihçi	historiker	tarihçi	historike	N;NOM;SG;3	N;INDF;FEM;SG
tarihçi	kronikør	tarihçi	kronikør	N;NOM;SG;3	N;INDF;MASC;SG
mutlu	lykkelig	mutlu	lykkelig	ADJ	ADJ;INDF;NEUT;SG
mutlu	fornøyd	mutlu	fornøyd	ADJ	ADJ;INDF;SG
mutlu	glad	mutlu	glad	ADJ	ADJ;INDF;SG
mutlu	fornøyde	mutlu	fornøyd	ADJ	ADJ;PL
varlığını	nærvær	varlık	nærvær	N;ACC;SG;3	N;INDF;NEUT;SG
kişiye	person	kişi	person	N;DAT;SG;3	N;INDF;MASC;SG
kişiye	personen	kişi	person	N;DAT;SG;3	N;DEF;MASC;SG
bölümler	deler	bölüm	del	N;NOM;PL;3	N;INDF;MASC;PL
bölümler	departementer	bölüm	departement	N;NOM;PL;3	N;INDF;NEUT;PL
bölümler	avdelinger	bölüm	avdeling	N;NOM;PL;3	N;INDF;FEM;PL
varlığı	nærvær	varlık	nærvær	N;NOM;SG;3	N;INDF;NEUT;SG
oda	kammeret	oda	kammer	N;NOM;SG;3	N;DEF;NEUT;SG
oda	kammer	oda	kammer	N;NOM;SG;3	N;INDF;NEUT;SG
oda	rommet	oda	rom	N;NOM;SG;3	N;DEF;NEUT;SG
oda	værelse	oda	værelse	N;NOM;SG;3	N;INDF;MASC;SG
oda	rom	oda	rom	N;NOM;SG;3	N;INDF;NEUT;SG
oda	room	oda	room	N;NOM;SG;3	N
oda	rom	oda	rom	N;NOM;SG;3	N;INDF;NEUT;SG
okuma	lese	oku	lese	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;V.PTCP
grupları	grupper	grup	gruppe	N;ACC;PL;3	N;INDF;FEM;PL
grupları	gruppene	grup	gruppe	N;ACC;PL;3	N;DEF;FEM;PL
yöntemi	metoden	yöntem	metode	N;ACC;SG;3	N;DEF;MASC;SG
yöntemi	metode	yöntem	metode	N;ACC;SG;3	N;INDF;MASC;SG
seçimi	utvalg	seçim	utvalg	N;ACC;SG;3	N;INDF;NEUT;SG
seçimi	utvalget	seçim	utvalg	N;ACC;SG;3	N;DEF;NEUT;SG
çevresi	omkrets	çevre	omkrets	N;NOM;SG;3	N;INDF;MASC;SG
museum	museum	museum	museum	N;NOM;SG;3	N;INDF;NEUT;SG
karakterler	rollefigurer	karak	rollefigur	N;NOM;PL;3	N;INDF;FEM;PL
alanlar	jorder	alan	jord	N;NOM;PL;3	N;INDF;FEM;PL
alanlar	felter	alan	felter	N;NOM;PL;3	N;INDF;FEM;PL
alanlar	fields	alan	field	N;NOM;PL;3	N
alanlar	områder	alan	område	N;NOM;PL;3	N;INDF;MASC;PL
alanlar	områdene	alan	område	N;NOM;PL;3	N;DEF;FEM;PL
oyunculuk	fungerende	oyunculuk	fungerende	N;NOM;SG;3	N;INDF;NEUT;SG
oyunculuk	skuespill	oyunculuk	skuespill	N;NOM;SG;3	N;INDF;NEUT;SG
sorunları	problemstillinger	sorun	problemstilling	N;ACC;PL;3	N;INDF;FEM;PL
sorunları	saker	sorun	sak	N;ACC;PL;3	N;INDF;FEM;PL
sorunları	problemer	sorun	problem	N;ACC;PL;3	N;INDF;MASC;PL
eve	hjem	ev	hjem	N;DAT;SG;3	N;INDF;NEUT;SG
eve	hjemmet	ev	hjem	N;DAT;SG;3	N;DEF;NEUT;SG
eve	home	ev	home	N;DAT;SG;3	N;INDF;NEUT;SG
eve	eva	ev	eva	N;DAT;SG;3	N;INDF;FEM;SG
eve	eve	ev	eve	N;DAT;SG;3	N;INDF;NEUT;SG
villa	villa	villa	ville	N;NOM;SG;3	N;INDF;FEM;SG
seyahat	reise	seyahat	reise	N;NOM;SG;3	N;INDF;FEM;SG
seyahat	reise	seyahat	reise	N;NOM;SG;3	N;INDF;FEM;SG
seyahat	reisen	seyahat	reis	N;NOM;SG;3	N;DEF;MASC;SG
seyahat	reise	seyahat	reise	N;NOM;SG;3	N;INDF;FEM;SG
seyahat	reising	seyahat	reising	N;NOM;SG;3	N;INDF;FEM;SG
özgürlük	frihet	özgürlük	frih	N;NOM;SG;3	N;INDF;MASC;SG
özgürlük	liberty	özgürlük	liberty	N;NOM;SG;3	N;INDF;MASC;SG
hizmetleri	tjenester	hizmet	tjeneste	N;NOM;PL;3	N;INDF;FEM;PL
kapısı	gate	kapı	gate	N;NOM;SG;3	N;INDF;FEM;SG
kapısı	port	kapı	port	N;NOM;SG;3	N;INDF;FEM;SG
şikayet	rapporter	şikayet	rapport	N;NOM;SG;3	N;INDF;NEUT;SG
şikayet	rapport	şikayet	rapport	N;NOM;SG;3	N;INDF;MASC;SG
şikayet	klagen	şikayet	klag	N;NOM;SG;3	N;DEF;MASC;SG
şikayet	klage	şikayet	klage	N;NOM;SG;3	N;INDF;FEM;SG
şikayet	rapportering	şikayet	rapportering	N;NOM;SG;3	N;INDF;FEM;SG
öğrenciler	studenter	öğrenci	studenter	N;NOM;PL;3	N;INDF;FEM;PL
öğrenciler	studentene	öğrenci	student	N;NOM;PL;3	N;DEF;FEM;PL
öğrenciler	elevene	öğrenci	elev	N;NOM;PL;3	N;DEF;FEM;PL
herkese	everybody	herkes	everybody	N;DAT;SG;3	N;INDF;NEUT;SG
caddesi	avenue	cadde	avenue	N;NOM;SG;3	N;INDF;MASC;SG
galibiyet	vinner	galibiyet	vinne	N;NOM;SG;3	N;INDF;MASC;SG
galibiyet	win	galibiyet	win	N;NOM;SG;3	N
galibiyet	vinner	galibiyet	vinne	N;NOM;SG;3	N;INDF;MASC;SG
galibiyet	seiere	galibiyet	seiere	N;NOM;SG;3	N;INDF;MASC;SG
elektron	elektron	elektron	elektron	N;NOM;SG;3	N;INDF;NEUT;SG
planı	plan	plan	plan	N;ACC;SG;3	N;INDF;MASC;SG
kökeni	opprinnelse	köken	opprinnelse	N;ACC;SG;3	N;INDF;MASC;SG
kökeni	opphav	köken	opphav	N;ACC;SG;3	N;INDF;NEUT;SG
kökeni	opprinnelsen	köken	opprinnels	N;ACC;SG;3	N;DEF;MASC;SG
fabrikası	fabrikk	fabrikası	fabrikk	N;NOM;SG;3	N;INDF;MASC;SG
kullanmak	bruke	kullan	bruke	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
kullanmak	bruker	kullan	bruke	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN
kullanmak	bruke	kullan	bruke	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
açılış	åpning	açılış	åpning	N;NOM;SG;3	N;INDF;FEM;SG
numarası	tall	numara	tall	N;NOM;SG;3	N;INDF;NEUT;SG
numarası	nummer	numara	nummer	N;NOM;SG;3	N;INDF;NEUT;SG
numarası	number	numara	number	N;NOM;SG;3	N
numarası	antall	numara	antall	N;NOM;SG;3	N;INDF;NEUT;SG
kalabalık	folkemengde	kalabalık	folkemengd	N;NOM;SG;3	N;INDF;FEM;SG
korumak	beskytte	koru	beskytte	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
korumak	beskytte	koru	beskytte	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
korumak	ivareta	koru	ivareta	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
makale	artikkel	makale	artikkel	N;NOM;SG;3	N;INDF;MASC;SG
