категория	categoria	категория	categoria	N;INDF;FEM;SG	N;FEM;SG
дере	ravina	дере	ravina	N;INDF;NEUT;SG	N;FEM;SG
комисар	comissária	комисар	comissário	N;INDF;MASC;SG	N;FEM;SG
комисар	comissário	комисар	comissário	N;INDF;MASC;SG	N;MASC;SG
комисар	comissário	комисар	comissário	N;INDF;MASC;SG	N;MASC;SG
коментари	comentários	коментар	comentário	N;INDF;MASC;PL	N;MASC;PL
коментари	observações	коментар	observação	N;INDF;MASC;PL	N;FEM;PL
животно	animal	животно	animal	N;INDF;NEUT;SG	N;MASC;SG
кавказ	cáucaso	кавказ	cáucaso	N;INDF;FEM;SG	N;MASC;SG
ивица	stripe	ивица	stripe	N;INDF;FEM;SG	N;MASC;SG
ивица	risca	ивица	risca	N;INDF;FEM;SG	N;FEM;SG
ивица	ivica	ивица	ivica	N;INDF;FEM;SG	N;MASC;SG
биология	bio	биология	bio	N;INDF;FEM;SG	N;MASC;SG
биология	biografia	биология	biografia	N;INDF;FEM;SG	N;FEM;SG
биология	biologia	биология	biologia	N;INDF;FEM;SG	N;FEM;SG
люнебург	luneburgo	люнебург	luneburgo	N;INDF;MASC;SG	N;MASC;SG
фифа	fifa	фиф	fifa	N;INDF;MASC;SG	N;FEM;SG
противник	adversário	противник	adversário	N;INDF;MASC;SG	N;MASC;SG
противник	adversária	противник	adversário	N;INDF;MASC;SG	N;FEM;SG
противник	adversário	противник	adversário	N;INDF;MASC;SG	N;MASC;SG
противник	opositor	противник	opositor	N;INDF;MASC;SG	N;MASC;SG
противник	oponente	противник	oponente	N;INDF;MASC;SG	N;MASC;SG
вселената	universe	вселя	universe	N;DEF;FEM;SG	N;MASC;SG
вселената	universo	вселя	universo	N;DEF;FEM;SG	N;MASC;SG
езикът	língua	език	língua	N;DEF;MASC;SG	N;FEM;SG
езикът	idioma	език	idioma	N;DEF;MASC;SG	N;MASC;SG
езикът	linguagem	език	linguagem	N;DEF;MASC;SG	N;FEM;SG
парчета	fatias	парче	fatia	N;INDF;NEUT;PL	N;FEM;PL
парчета	bits	парче	bit	N;INDF;NEUT;PL	N;MASC;PL
парчета	pedaços	парче	pedaço	N;INDF;NEUT;PL	N;MASC;PL
парчета	peças	парче	peça	N;INDF;NEUT;PL	N;FEM;PL
уволнен	disparado	уволня-(се)	disparar	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
уволнен	despedido	уволня-(се)	despedir	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
уволнен	demitido	уволня-(се)	demitir	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
председатели	presidentes	председател	presidente	N;INDF;MASC;PL	N;MASC;PL
заслуга	mérito	заслуга	mérito	N;INDF;FEM;SG	N;MASC;SG
днк	adn	днк	adn	N;INDF;FEM;SG	N;MASC;SG
днк	dna	днк	dna	N;INDF;FEM;SG	N;MASC;SG
феликс	felix	феликс	felix	N;INDF;MASC;SG	N;MASC;SG
феликс	félix	феликс	félix	N;INDF;MASC;SG	N;MASC;SG
реакции	reacções	реакция	reacção	N;INDF;FEM;PL	N;FEM;PL
реакции	reações	реакция	reação	N;INDF;FEM;PL	N;FEM;PL
детайли	pormenores	детайла	pormenor	N;INDF;MASC;PL	N;MASC;PL
детайли	detalhes	детайла	detalhe	N;INDF;MASC;PL	N;MASC;PL
шанс	chance	шанс	chance	N;INDF;MASC;SG	N;FEM;SG
шанс	oportunidade	шанс	oportunidade	N;INDF;MASC;SG	N;FEM;SG
колеги	colegas	колега	colega	N;INDF;MASC;PL	N;MASC;PL
колеги	colegas	колега	colega	N;INDF;MASC;PL	N;MASC;PL
проза	prosa	проза	prosa	N;INDF;FEM;SG	N;FEM;SG
керамика	cerâmica	керамика	cerâmica	N;INDF;FEM;SG	N;FEM;SG
керамика	cerâmica	керамика	cerâmica	N;INDF;FEM;SG	N;FEM;SG
керамика	cerâmica	керамика	cerâmica	N;INDF;FEM;SG	N;FEM;SG
заменя	substitui	заменям	substituir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
приемане	admissão	приемане	admissão	N;INDF;NEUT;SG	N;FEM;SG
приемане	aceitação	приемане	aceitação	N;INDF;NEUT;SG	N;FEM;SG
приемане	adoção	приемане	adoção	N;INDF;NEUT;SG	N;FEM;SG
приемане	adopção	приемане	adopção	N;INDF;NEUT;SG	N;FEM;SG
приемане	recepção	приемане	recepção	N;INDF;NEUT;SG	N;FEM;SG
приемане	receção	приемане	receção	N;INDF;NEUT;SG	N;FEM;SG
строго	rigorosamente	строг	rigorosamente	ADV	ADV
строго	estritamente	строг	estritamente	ADV	ADV
чарли	charlie	чарла	charlie	N;INDF;MASC;SG	N;MASC;SG
лисабон	lisboa	лисабон	lisboa	N;INDF;MASC;SG	N;FEM;SG
предшественик	predecessor	предшественик	predecessor	N;INDF;MASC;SG	N;MASC;SG
предшественик	antecessora	предшественик	antecessora	N;INDF;MASC;SG	N;FEM;SG
предшественик	antecessor	предшественик	antecessor	N;INDF;MASC;SG	N;MASC;SG
предшественик	precursor	предшественик	precursor	N;INDF;MASC;SG	N;MASC;SG
поета	poeta	поет	poeta	N;DEF;MASC;SG	N;MASC;SG
поета	poetisa	поет	poetisa	N;DEF;MASC;SG	N;FEM;SG
улиците	ruas	улица	rua	N;DEF;FEM;PL	N;FEM;PL
кафе	cafezinho	кафе	cafezinho	N;INDF;NEUT;SG	N;MASC;SG
кафе	café	кафе	café	N;INDF;NEUT;SG	N;MASC;SG
служител	funcionário	служител	funcionário	N;INDF;MASC;SG	N;MASC;SG
служител	trabalhador	служител	trabalhador	N;INDF;MASC;SG	N;MASC;SG
служител	funcionária	служител	funcionária	N;INDF;MASC;SG	N;FEM;SG
служител	empregado	служител	empregado	N;INDF;MASC;SG	N;MASC;SG
независим	independente	независим	independente	ADJ;INDF;MASC;SG	ADJ;MASC;SG
запазен	conservado	запазя-(се)	conservar	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
запазен	preservada	запазя-(се)	preservar	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
запазен	preservado	запазя-(се)	preservar	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
запазен	reservada	запазя-(се)	reservar	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
запазен	reservado	запазя-(се)	reservar	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
палеолог	paleólogo	палеолог	paleólogo	N;INDF;MASC;SG	N;MASC;SG
композиция	composição	композиция	composição	N;INDF;FEM;SG	N;FEM;SG
одеса	odessa	одес	odessa	N;INDF;FEM;SG	N;FEM;SG
артист	artista	артист	artista	N;INDF;MASC;SG	N;MASC;SG
масив	array	масив	array	N;INDF;MASC;SG	N;MASC;SG
масив	matriz	масив	matriz	N;INDF;MASC;SG	N;FEM;SG
масив	maciço	масив	maciço	N;INDF;MASC;SG	N;MASC;SG
масив	maciça	масив	maciço	N;INDF;MASC;SG	N;FEM;SG
масив	massive	масив	massive	N;INDF;MASC;SG	N;MASC;SG
изчезнал	desaparecido	изчезна	desaparecer	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT	V;MASC;SG;V.PTCP
изчезнал	sumiu	изчезна	sumir	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
изчезнал	desapareceu	изчезна	desaparecer	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
изчезнал	faltando	изчезна	faltar	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT	V;V.MSDR
разрушен	demolido	разруша-(се)	demoler	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
разрушен	demolida	разруша-(се)	demoler	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
разговори	palestras	разговор	palestra	N;INDF;MASC;PL	N;FEM;PL
разговори	conversações	разговор	conversação	N;INDF;MASC;PL	N;FEM;PL
разговори	conversas	разговор	conversa	N;INDF;MASC;PL	N;FEM;PL
формално	formalmente	формално	formalmente	ADV	ADV
селяните	aldeões	селянин	aldeão	N;DEF;MASC;PL	N;MASC;PL
шлезвиг	schleswig	шлезвиг	schleswig	N;INDF;MASC;SG	N;MASC;SG
фрагменти	fragmentos	фрагмент	fragmento	N;INDF;MASC;PL	N;MASC;PL
организирана	organizada	организирам	organizar	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
организирана	organizado	организирам	organizar	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
организирана	organizou	организирам	organizar	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;IND;SG;3;PST;FIN
организирана	organizada	организирам	organizar	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
организирана	organizado	организирам	organizar	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
жаби	sapos	жаба	sapo	N;INDF;FEM;PL	N;MASC;PL
жаби	rãs	жаба	rãs	N;INDF;FEM;PL	N;FEM;PL
жаби	sapos	жаба	sapo	N;INDF;FEM;PL	N;MASC;PL
кирилица	cirílico	кирилица	cirílico	N;INDF;FEM;SG	N;MASC;SG
председателят	presidente	председател	presidente	N;DEF;MASC;SG	N;MASC;SG
нил	nilo	аз	nilo	N;INDF;MASC;SG	N;MASC;SG
централно	centralmente	централен	centralmente	ADV	ADV
камара	câmara	камара	câmara	N;INDF;FEM;SG	N;FEM;SG
приказки	contos	приказка	conto	N;INDF;FEM;PL	N;MASC;PL
киселини	ácidos	киселин	ácido	N;INDF;FEM;PL	N;MASC;PL
крива	curva	крива	curvo	N;INDF;FEM;SG	N;FEM;SG
четене	leitura	четене	leitura	N;INDF;NEUT;SG	N;FEM;SG
сама	sozinho	сама	sozinho	ADJ;INDF;FEM;SG	ADJ;MASC;SG
гама	gamma	гама	gamma	N;INDF;FEM;SG	N;MASC;SG
гама	gama	гама	gama	N;INDF;FEM;SG	N;FEM;SG
завършена	completou	завърша	completar	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;IND;SG;3;PST;FIN
завършена	concluída	завърша	concluído	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
завършена	concluído	завърша	concluir	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
обсъждане	discussão	обсъждане	discussão	N;INDF;NEUT;SG	N;FEM;SG
обсъждане	deliberação	обсъждане	deliberação	N;INDF;NEUT;SG	N;FEM;SG
валежи	chuvas	валеж	chuva	N;INDF;MASC;PL	N;FEM;PL
цицерон	cícero	цицерон	cícero	N;INDF;MASC;SG	N;MASC;SG
частна	privada	частен	privado	ADJ;INDF;FEM;SG	ADJ;FEM;SG
частна	privado	частен	privado	ADJ;INDF;FEM;SG	ADJ;MASC;SG
метали	metais	метал	metal	N;INDF;MASC;PL	N;MASC;PL
метали	metais	метал	metal	N;INDF;MASC;PL	N;MASC;PL
посмъртно	postumamente	посмъртно	postumamente	ADV	ADV
съвети	dicas	съвет	dica	N;INDF;MASC;PL	N;FEM;PL
съвети	pontas	съвет	ponta	N;INDF;MASC;PL	N;FEM;PL
съвети	sugestões	съвет	sugestão	N;INDF;MASC;PL	N;FEM;PL
съвети	conselhos	съвет	conselho	N;INDF;MASC;PL	N;MASC;PL
евровизия	eurovisão	евровизия	eurovisão	N;INDF;FEM;SG	N;FEM;SG
прилепи	bastões	прилепя-(се)	bastão	N;INDF;FEM;PL	N;MASC;PL
прилепи	morcegos	прилепя-(се)	morcego	N;INDF;FEM;PL	N;MASC;PL
убийства	homicídios	убийство	homicídio	N;INDF;NEUT;PL	N;MASC;PL
убийства	homicídios	убийство	homicídio	N;INDF;NEUT;PL	N;MASC;PL
убийства	assassinatos	убийство	assassinato	N;INDF;NEUT;PL	N;MASC;PL
убийства	assassínios	убийство	assassínio	N;INDF;NEUT;PL	N;MASC;PL
убийства	homicídios	убийство	homicídio	N;INDF;NEUT;PL	N;MASC;PL
убийства	assassinatos	убийство	assassinato	N;INDF;NEUT;PL	N;MASC;PL
съхранение	armazenagem	съхранение	armazenagem	N;INDF;NEUT;SG	N;FEM;SG
съхранение	armazenamento	съхранение	armazenamento	N;INDF;NEUT;SG	N;MASC;SG
съхранение	conservação	съхранение	conservação	N;INDF;NEUT;SG	N;FEM;SG
съхранение	preservação	съхранение	preservação	N;INDF;NEUT;SG	N;FEM;SG
съхранение	loja	съхранение	loja	N;INDF;NEUT;SG	N;FEM;SG
флора	flora	флор	flora	N;INDF;FEM;SG	N;FEM;SG
метро	metrô	метро	metrô	N;INDF;NEUT;SG	N;MASC;SG
метро	metro	метро	metro	N;INDF;NEUT;SG	N;MASC;SG
метро	metropolitano	метро	metropolitano	N;INDF;NEUT;SG	N;MASC;SG
метро	metrô	метро	metrô	N;INDF;NEUT;SG	N;MASC;SG
метро	metro	метро	metro	N;INDF;NEUT;SG	N;MASC;SG
бар	barra	бар	barra	N;INDF;MASC;SG	N;FEM;SG
бар	bar	бар	bar	N;INDF;MASC;SG	N;MASC;SG
данъци	impostos	данък	imposto	N;INDF;MASC;PL	N;MASC;PL
данъци	impostos	данък	imposto	N;INDF;MASC;PL	N;MASC;PL
преброяване	recenseamento	преброяване	recenseamento	N;INDF;NEUT;SG	N;MASC;SG
преброяване	censo	преброяване	censo	N;INDF;NEUT;SG	N;MASC;SG
преброяване	enumeração	преброяване	enumeração	N;INDF;NEUT;SG	N;FEM;SG
преброяване	recontagem	преброяване	recontagem	N;INDF;NEUT;SG	N;FEM;SG
лили	lili	лила	lili	N;INDF;FEM;SG	N;FEM;SG
лили	lilly	лила	lilly	N;INDF;FEM;SG	N;MASC;SG
лили	lily	лила	lily	N;INDF;FEM;SG	N;FEM;SG
лили	lilly	лила	lilly	N;INDF;FEM;SG	N;MASC;SG
лили	lírio	лила	lírio	N;INDF;FEM;SG	N;MASC;SG
лили	lili	лила	lili	N;INDF;FEM;SG	N;FEM;SG
акции	compartilhamentos	акция	compartilhamento	N;INDF;FEM;PL	N;MASC;PL
акции	acções	акция	acção	N;INDF;FEM;PL	N;FEM;PL
акции	ações	акция	ação	N;INDF;FEM;PL	N;FEM;PL
акции	partilhas	акция	partilha	N;INDF;FEM;PL	N;FEM;PL
филипините	filipinas	филипина	filipina	N;DEF;MASC;PL	N;FEM;PL
кръстен	batizada	кръстен	batizar	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
кръстен	batizado	кръстен	batizar	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
кръстен	batizada	кръстен	batizar	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
кръстен	baptizado	кръстен	baptizar	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
кръстен	batizado	кръстен	batizar	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
картаген	cartago	картаген	cartago	N;INDF;MASC;SG	N;MASC;SG
избягва	evita	избягвам	evitar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
избягва	evitada	избягвам	evitar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP
избягва	evitado	избягвам	evitar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP
магистрала	autoestrada	магистрала	autoestrada	N;INDF;FEM;SG	N;FEM;SG
магистрала	highway	магистрала	highway	N;INDF;FEM;SG	N;MASC;SG
магистрала	rodovia	магистрала	rodovia	N;INDF;FEM;SG	N;FEM;SG
магистрала	autoestrada	магистрала	autoestrada	N;INDF;FEM;SG	N;FEM;SG
магистрала	estrada	магистрала	estrada	N;INDF;FEM;SG	N;FEM;SG
риболов	pesca	риболов	pesca	N;INDF;MASC;SG	N;FEM;SG
риболов	pescaria	риболов	pescaria	N;INDF;MASC;SG	N;FEM;SG
риболов	pesca	риболов	pesca	N;INDF;MASC;SG	N;FEM;SG
фестивали	festas	фестивал	festa	N;INDF;MASC;PL	N;FEM;PL
фестивали	festivais	фестивал	festival	N;INDF;MASC;PL	N;MASC;PL
религии	religiões	религия	religião	N;INDF;FEM;PL	N;FEM;PL
приети	aceitos	приема	aceito	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;PL;V.PTCP
приети	aceites	приема	aceite	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;PL;V.PTCP
храмове	templos	храм	templo	N;INDF;MASC;PL	N;MASC;PL
актрисата	atriz	актриса	atriz	N;DEF;FEM;SG	N;FEM;SG
актрисата	actriz	актриса	actriz	N;DEF;FEM;SG	N;FEM;SG
кости	ossos	кост	osso	N;INDF;FEM;PL	N;MASC;PL
кости	espinhas	кост	espinha	N;INDF;FEM;PL	N;FEM;PL
кости	ossos	кост	osso	N;INDF;FEM;PL	N;MASC;PL
настоява	insiste	настоявам-(се)	insistir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
постоянни	permanentes	постоянен	permanente	ADJ;INDF;PL	ADJ;MASC;PL
постоянни	constantes	постоянен	constante	ADJ;INDF;PL	ADJ;MASC;PL
ограничения	limitações	ограничение	limitação	N;INDF;NEUT;PL	N;FEM;PL
ограничения	restrições	ограничение	restrição	N;INDF;NEUT;PL	N;FEM;PL
ограничения	limites	ограничение	limite	N;INDF;NEUT;PL	N;MASC;PL
ограничения	condicionalismos	ограничение	condicionalismo	N;INDF;NEUT;PL	N;MASC;PL
ограничения	limitações	ограничение	limitação	N;INDF;NEUT;PL	N;FEM;PL
ограничения	constrangimentos	ограничение	constrangimento	N;INDF;NEUT;PL	N;MASC;PL
ограничения	restrições	ограничение	restrição	N;INDF;NEUT;PL	N;FEM;PL
отвори	aberto	отворя-(се)	abrir	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
отвори	abrir	отворя-(се)	abrir	V;PFV;IND;SG;3;PST;FIN;ACT	V;NFIN
отвори	aberta	отворя-(се)	abrir	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;SG;V.PTCP
амалия	amália	амалия	amália	N;INDF;FEM;SG	N;FEM;SG
избегне	evitar	избегна	evitar	V;PFV;IND;SG;3;PST;FIN;ACT	V;NFIN
котки	gatos	котка	gato	N;INDF;FEM;PL	N;MASC;PL
котки	gatas	котка	gata	N;INDF;FEM;PL	N;FEM;PL
експерименти	experiências	експеримент	experiência	N;INDF;MASC;PL	N;FEM;PL
експерименти	experimentos	експеримент	experimento	N;INDF;MASC;PL	N;MASC;PL
съветът	concílio	съвет	concílio	N;DEF;MASC;SG	N;MASC;SG
съветът	conselho	съвет	conselho	N;DEF;MASC;SG	N;MASC;SG
юпитер	júpiter	юпитер	júpiter	N;INDF;MASC;SG	N;MASC;SG
помещения	premissas	помещение	premisso	N;INDF;NEUT;PL	N;FEM;PL
помещения	espaços	помещение	espaço	N;INDF;NEUT;PL	N;MASC;PL
денят	dia	ден	dia	N;DEF;MASC;SG	N;MASC;SG
теодосий	teodósio	теодосий	teodósio	N;INDF;MASC;SG	N;MASC;SG
артур	artur	артур	artur	N;INDF;MASC;SG	N;MASC;SG
детството	infância	детство	infância	N;DEF;NEUT;SG	N;FEM;SG
операцията	funcionamento	операция	funcionamento	N;DEF;FEM;SG	N;MASC;SG
операцията	operação	операция	operação	N;DEF;FEM;SG	N;FEM;SG
бонд	vínculo	бонд	vínculo	N;INDF;MASC;SG	N;MASC;SG
бонд	laço	бонд	laço	N;INDF;MASC;SG	N;MASC;SG
бонд	bond	бонд	bond	N;INDF;MASC;SG	N;MASC;SG
освобождава	libera	освобождавам-(се)	liberar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
ценности	valores	ценност	valor	N;INDF;FEM;PL	N;MASC;PL
каледония	caledónia	каледония	caledónia	N;INDF;FEM;SG	N;FEM;SG
мека	meca	мека	meca	N;INDF;FEM;SG	N;FEM;SG
мека	soft	мека	soft	N;INDF;FEM;SG	N;MASC;SG
диалекти	dialetos	диалект	dialeto	N;INDF;MASC;PL	N;MASC;PL
анастасия	anastasia	анастасия	anastasia	N;INDF;FEM;SG	N;MASC;SG
обяснение	explicação	обяснение	explicação	N;INDF;NEUT;SG	N;FEM;SG
забранява	proíbe	забранявам	proibir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
забранява	proíbe	забранявам	proibir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
доротея	dorothea	доротея	dorothea	N;INDF;FEM;SG	N;FEM;SG
маршрут	rota	маршрут	rota	N;INDF;MASC;SG	N;FEM;SG
маршрут	percurso	маршрут	percurso	N;INDF;MASC;SG	N;MASC;SG
маршрут	itinerário	маршрут	itinerário	N;INDF;MASC;SG	N;MASC;SG
обединението	reunificação	обединение	reunificação	N;DEF;NEUT;SG	N;FEM;SG
обединението	reagrupamento	обединение	reagrupamento	N;DEF;NEUT;SG	N;MASC;SG
инфраструктура	infraestrutura	инфраструктура	infraestrutura	N;INDF;FEM;SG	N;FEM;SG
препоръчва	recomendada	препоръчвам-(се)	recomendar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP
препоръчва	recomendado	препоръчвам-(се)	recomendar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP
препоръчва	recomenda	препоръчвам-(се)	recomendar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
диви	selvagens	дивя-(се)	selvagem	N;INDF;FEM;PL	N;MASC;PL
проведе	realizada	проведа	realizar	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;SG;V.PTCP
проведе	realizado	проведа	realizar	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
проведе	segurou	проведа	segurar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
инженери	engenheiros	инженер	engenheiro	N;INDF;MASC;PL	N;MASC;PL
оглед	vista	оглед	vista	N;INDF;MASC;SG	N;FEM;SG
почивка	break	почивка	break	N;INDF;FEM;SG	N;MASC;SG
почивка	quebra	почивка	quebra	N;INDF;FEM;SG	N;FEM;SG
почивка	pausa	почивка	pausa	N;INDF;FEM;SG	N;FEM;SG
почивка	feriado	почивка	feriado	N;INDF;FEM;SG	N;MASC;SG
почивка	repouso	почивка	repouso	N;INDF;FEM;SG	N;MASC;SG
почивка	resto	почивка	resto	N;INDF;FEM;SG	N;MASC;SG
почивка	descanso	почивка	descanso	N;INDF;FEM;SG	N;MASC;SG
религиозна	religiosa	религиозен	religioso	ADJ;INDF;FEM;SG	ADJ;FEM;SG
религиозна	religioso	религиозен	religioso	ADJ;INDF;FEM;SG	ADJ;MASC;SG
взаимодействие	interação	взаимодействие	interação	N;INDF;NEUT;SG	N;FEM;SG
взаимодействие	interacção	взаимодействие	interacção	N;INDF;NEUT;SG	N;FEM;SG
рязко	bruscamente	рязко	bruscamente	ADV	ADV
рязко	acentuadamente	рязко	acentuadamente	ADV	ADV
разпределение	repartição	разпределение	repartição	N;INDF;NEUT;SG	N;FEM;SG
разпределение	afetação	разпределение	afetação	N;INDF;NEUT;SG	N;FEM;SG
разпределение	atribuição	разпределение	atribuição	N;INDF;NEUT;SG	N;FEM;SG
разпределение	alocação	разпределение	alocação	N;INDF;NEUT;SG	N;FEM;SG
разпределение	repartição	разпределение	repartição	N;INDF;NEUT;SG	N;FEM;SG
разпределение	distribuição	разпределение	distribuição	N;INDF;NEUT;SG	N;FEM;SG
разпределение	colocação	разпределение	colocação	N;INDF;NEUT;SG	N;FEM;SG
склон	ladeira	склон	ladeira	N;INDF;MASC;SG	N;FEM;SG
склон	encosta	склон	encosta	N;INDF;MASC;SG	N;FEM;SG
склон	inclinação	склон	inclinação	N;INDF;MASC;SG	N;FEM;SG
склон	declive	склон	declive	N;INDF;MASC;SG	N;MASC;SG
извършени	incorridos	извърша	incorrer	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;PL;V.PTCP
гробница	cripta	гробница	cripta	N;INDF;FEM;SG	N;FEM;SG
гробница	tumba	гробница	tumba	N;INDF;FEM;SG	N;FEM;SG
гробница	túmulo	гробница	túmulo	N;INDF;FEM;SG	N;MASC;SG
еритрея	eritreia	еритрея	eritreia	N;INDF;FEM;SG	N;FEM;SG
жана	joana	жана	joana	N;INDF;FEM;SG	N;FEM;SG
жана	jeanne	жана	jeanne	N;INDF;FEM;SG	N;FEM;SG
освобождение	libertação	освобождение	libertação	N;INDF;NEUT;SG	N;FEM;SG
освобождение	liberação	освобождение	liberação	N;INDF;NEUT;SG	N;FEM;SG
интерфейс	interface	интерфейс	interface	N;INDF;MASC;SG	N;FEM;SG
магазин	loja	магазин	loja	N;INDF;MASC;SG	N;FEM;SG
магазин	loja	магазин	loja	N;INDF;MASC;SG	N;FEM;SG
последователни	consistentes	последователен	consistente	ADJ;INDF;PL	ADJ;MASC;PL
последователни	coerentes	последователен	coerente	ADJ;INDF;PL	ADJ;MASC;PL
последователни	sucessivas	последователен	sucessivo	ADJ;INDF;PL	ADJ;FEM;PL
последователни	sucessivos	последователен	sucessivo	ADJ;INDF;PL	ADJ;MASC;PL
повишаване	aumento	повишаване	aumento	N;INDF;NEUT;SG	N;MASC;SG
впечатление	impressão	впечатление	impressão	N;INDF;NEUT;SG	N;FEM;SG
растеж	crescimento	растеж	crescimento	N;INDF;MASC;SG	N;MASC;SG
ректор	reitor	ректор	reitor	N;INDF;MASC;SG	N;MASC;SG
античността	antiguidade	античност	antiguidade	N;DEF;FEM;SG	N;FEM;SG
изпълнена	cumprida	изпълня-(се)	cumprir	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
изпълнена	concretizou	изпълня-(се)	concretizar	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;IND;SG;3;PST;FIN
традицията	tradição	традиция	tradição	N;DEF;FEM;SG	N;FEM;SG
бернхард	bernhard	бернхард	bernhard	N;INDF;MASC;SG	N;MASC;SG
бернхард	bernardo	бернхард	bernardo	N;INDF;MASC;SG	N;MASC;SG
мозък	cérebro	мозък	cérebro	N;INDF;MASC;SG	N;MASC;SG
мозък	brain	мозък	brain	N;INDF;MASC;SG	N;MASC;SG
мозък	cérebro	мозък	cérebro	N;INDF;MASC;SG	N;MASC;SG
вдовица	viúva	вдовица	viúva	N;INDF;FEM;SG	N;FEM;SG
вдовица	viúvo	вдовица	viúvo	N;INDF;FEM;SG	N;MASC;SG
вдовица	viúva	вдовица	viúva	N;INDF;FEM;SG	N;FEM;SG
валута	divisa	валута	divisa	N;INDF;FEM;SG	N;FEM;SG
валута	moeda	валута	moeda	N;INDF;FEM;SG	N;FEM;SG
рифове	recifes	риф	recife	N;INDF;MASC;PL	N;MASC;PL
заливи	baías	залив	baía	N;INDF;FEM;PL	N;FEM;PL
унищожени	destruídos	унищожа	destruir	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;PL;V.PTCP
унищожени	arrasaram	унищожа	arrasar	V;PFV;INDF;PL;V.PTCP;PASS	V;IND;PL;3;FIN
тон	tonelada	тон	tonelada	N;INDF;MASC;SG	N;FEM;SG
тон	atum	тон	atum	N;INDF;MASC;SG	N;MASC;SG
тон	tone	тон	tone	N;INDF;MASC;SG	N;MASC;SG
тон	tonelada	тон	tonelada	N;INDF;MASC;SG	N;FEM;SG
