for	para	for	para	ADP	ADP
jupiter	júpiter	jupiter	júpiter	N;INDF;MASC;SG	N;MASC;SG
kjøretøy	vehículo	kjøretøy	vehículo	N;INDF;NEUT;SG	N;MASC;SG
kjøretøy	vehiculo	kjøretøy	vehiculo	N;INDF;NEUT;SG	N;MASC;SG
antenner	antenas	antenne	antena	N;INDF;FEM;PL	N;FEM;PL
emma	emma	emma	emma	N;INDF;FEM;SG	N;FEM;SG
regulert	regulado	regulere	regulado	ADJ;INDF;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
regulert	reglamentado	regulere	reglamentar	ADJ;INDF;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
regulert	reglamentada	regulere	reglamentado	ADJ;INDF;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
regulert	regulada	regulere	regulado	ADJ;INDF;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
historikk	historia	historikk	historia	N;INDF;MASC;SG	N;FEM;SG
historikk	historial	historikk	historial	N;INDF;MASC;SG	N;MASC;SG
respekt	respeto	respekt	respeto	N;INDF;MASC;SG	N;MASC;SG
pianist	pianista	pianist	pianista	N;INDF;MASC;SG	N;SG
menighet	congregación	menighet	congregación	N;INDF;FEM;SG	N;FEM;SG
angriper	ataca	angripe	atacar	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
angriper	atacar	angripe	atacar	V;IND;PRS;FIN	V;NFIN
angriper	ataca	angripe	atacar	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
angriper	atacar	angripe	atacar	V;IND;PRS;FIN	V;NFIN
angriper	atacando	angripe	atacar	V;IND;PRS;FIN	V;V.MSDR
wisconsin	wisconsin	wisconsin	wisconsin	N;INDF;NEUT;SG	N;MASC;SG
donau	danubio	donau	danubio	N;DEF;FEM;SG	N;MASC;SG
reaksjon	reacción	reaksjon	reacción	N;INDF;MASC;SG	N;FEM;SG
kunstig	artificial	kunstig	artificial	ADJ;INDF;NEUT;SG	ADJ;SG
konsekvenser	consecuencias	konsekvens	consecuencia	N;INDF;MASC;PL	N;FEM;PL
laura	laura	laure	laura	N;DEF;FEM;SG	N;FEM;SG
avvist	rechazado	avvise	rechazado	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
avvist	rechazada	avvise	rechazado	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
avvist	negado	avvise	negado	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
avvist	negada	avvise	negada	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
avvist	denegada	avvise	denegar	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
avvist	denegado	avvise	denegar	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
avvist	rechazada	avvise	rechazado	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
avvist	disminuido	avvise	disminuido	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
forsvinner	desapareciendo	forsvinner	desaparecer	V;IND;PRS;FIN	V;V.MSDR
forsvinner	desaparece	forsvinner	desaparecer	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
forsvinner	desaparecer	forsvinner	desaparecer	V;IND;PRS;FIN	V;NFIN
forsvinner	desapareciendo	forsvinner	desaparecer	V;IND;PRS;FIN	V;V.MSDR
forsvinner	desaparecer	forsvinner	desaparecer	V;IND;PRS;FIN	V;NFIN
forsvinner	desaparece	forsvinner	desaparecer	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
forsvinner	desaparecen	forsvinner	desaparecer	V;IND;PRS;FIN	V;IND;PL;3;PRS;FIN
robinson	robinson	robinson	robinson	N;INDF;MASC;SG	N;MASC;SG
muslimer	musulmanes	muslimer	musulmán	N;INDF;MASC;PL	N;MASC;PL
tungt	pesado	tung	pesado	ADJ;INDF;NEUT;SG	ADJ;MASC;SG;V.PTCP
tungt	pesada	tung	pesado	ADJ;INDF;NEUT;SG	ADJ;FEM;SG;V.PTCP
akustisk	acústica	akustisk	acústicar	ADJ;INDF;NEUT;SG	ADJ;FEM;SG
akustisk	acústico	akustisk	acústico	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
dream	dream	dreame	dream	N;INDF;MASC;SG	N
dream	sueño	dreame	sueño	N;INDF;MASC;SG	N;MASC;SG
negativ	negativa	negativ	negativo	ADJ;INDF;SG	ADJ;FEM;SG
negativ	negativo	negativ	negativo	ADJ;INDF;SG	ADJ;MASC;SG
instituttet	institute	institutt	institute	N;DEF;NEUT;SG	N;MASC;SG
instituttet	instituto	institutt	instituto	N;DEF;NEUT;SG	N;MASC;SG
algerie	argelia	algerie	argelia	N;INDF;NEUT;SG	N;FEM;SG
okkupert	ocupada	okkupere	ocupado	ADJ;INDF;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
okkupert	ocupado	okkupere	ocupado	ADJ;INDF;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
følelser	emoción	følelse	emoción	N;INDF;MASC;SG	N;FEM;SG
forkortelse	abreviatura	forkortelse	abreviatura	N;INDF;MASC;SG	N;FEM;SG
hat	odio	hat	odio	N;INDF;NEUT;SG	N;MASC;SG
hat	odio	hat	odio	N;INDF;NEUT;SG	N;MASC;SG
ronald	ronald	ronald	ronald	N;INDF;MASC;SG	N;SG
gater	calles	gater	calle	N;INDF;FEM;PL	N;FEM;PL
seiler	velas	seile	vela	N;INDF;MASC;PL	N;FEM;PL
rekkefølge	orden	rekkefølg	orden	N;INDF;MASC;SG	N;MASC;SG
rekkefølge	encargo	rekkefølg	encargo	N;INDF;MASC;SG	N;MASC;SG
relaterte	afines	relatere	afín	ADJ;PL;V.PTCP	ADJ;PL
produkt	producto	produkt	producto	N;INDF;NEUT;SG	N;MASC;SG
magasin	cargador	magasin	cargador	N;INDF;NEUT;SG	N;MASC;SG
magasin	magazine	magasin	magazine	N;INDF;NEUT;SG	N;SG
magasin	revista	magasin	revista	N;INDF;NEUT;SG	N;FEM;SG
pan	cacerola	pan	cacerola	N;INDF;NEUT;SG	N;FEM;SG
pan	sartén	pan	sartén	N;INDF;NEUT;SG	N;FEM;SG
pan	pan	pan	pan	N;INDF;NEUT;SG	N;MASC;SG
økning	incremento	økning	incremento	N;INDF;FEM;SG	N;MASC;SG
økning	aumento	økning	aumento	N;INDF;FEM;SG	N;MASC;SG
økning	elevación	økning	elevación	N;INDF;FEM;SG	N;FEM;SG
økning	levantamiento	økning	levantamiento	N;INDF;FEM;SG	N;MASC;SG
rytter	jinete	rytte	jinete	N;INDF;FEM;SG	N;MASC;SG
rytter	rider	rytte	rider	N;INDF;FEM;SG	N;SG
rytter	jinete	rytte	jinete	N;INDF;FEM;SG	N;MASC;SG
utstillingen	exhibición	utstilling	exhibición	N;DEF;MASC;SG	N;FEM;SG
utstillingen	exposición	utstilling	exposición	N;DEF;MASC;SG	N;FEM;SG
utstillingen	exhibición	utstilling	exhibición	N;DEF;MASC;SG	N;FEM;SG
utstillingen	exposición	utstilling	exposición	N;DEF;MASC;SG	N;FEM;SG
redigere	edita	redigere	editar	V;NFIN	V;IND;SG;3;PRS;FIN
redigere	editar	redigere	editar	V;NFIN	V;NFIN
redigere	editando	redigere	editar	V;NFIN	V;V.MSDR
redigere	editar	redigere	editar	V;NFIN	V;NFIN
mannskap	crew	mannskap	crew	N;INDF;NEUT;SG	N
mannskap	tripulación	mannskap	tripulación	N;INDF;NEUT;SG	N;FEM;SG
trio	trio	tri	trio	N;INDF;MASC;SG	N;MASC;SG
trio	trío	tri	trío	N;INDF;MASC;SG	N;MASC;SG
medal	medalla	medal	medalla	N;INDF;MASC;SG	N;FEM;SG
gjentatte	repetidos	gjentatt	repetido	ADJ;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
gjentatte	repetidas	gjentatt	repetido	ADJ;PL;V.PTCP	ADJ;FEM;PL;V.PTCP
hviterussland	belarús	hviterussland	belarus	N;INDF;NEUT;SG	N;FEM;SG
hviterussland	bielorrusia	hviterussland	bielorrusia	N;INDF;NEUT;SG	N;FEM;SG
introduserte	introducidos	introdusere	introducido	ADJ;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
office	oficina	office	oficina	N;INDF;MASC;SG	N;FEM;SG
office	office	office	office	N;INDF;MASC;SG	N;SG
office	despacho	office	despacho	N;INDF;MASC;SG	N;MASC;SG
luther	luther	luther	luther	N;DEF;MASC;SG	N;MASC;SG
luther	lutero	luther	lutero	N;DEF;MASC;SG	N;MASC;SG
foten	foot	fot	foot	N;DEF;MASC;SG	N
foten	pie	fot	pie	N;DEF;MASC;SG	N;MASC;SG
straff	sanción	straff	sanción	N;INDF;FEM;SG	N;FEM;SG
straff	pena	straff	pena	N;INDF;FEM;SG	N;FEM;SG
straff	penalización	straff	penalización	N;INDF;FEM;SG	N;FEM;SG
straff	castigo	straff	castigo	N;INDF;FEM;SG	N;MASC;SG
hessen	hesse	hessen	hesse	N;DEF;MASC;SG	N;MASC;SG
punkter	puntos	punkter	punto	N;INDF;FEM;PL	N;MASC;PL
punkter	points	punkter	point	N;INDF;FEM;PL	N;MASC;PL
earth	earth	earth	earth	N	N
earth	tierra	earth	tierra	N	N;FEM;SG
ralph	rodolfo	ralph	rodolfo	N;INDF;MASC;SG	N;MASC;SG
pluss	plus	pluss	plus	N;INDF;NEUT;SG	N
hjertet	corazón	hjerte	corazón	N;DEF;NEUT;SG	N;MASC;SG
hjertet	corazon	hjerte	corazon	N;DEF;NEUT;SG	N;MASC;SG
hjertet	heart	hjerte	heart	N;DEF;NEUT;SG	N
argumenter	alegaciones	argument	alegación	N;INDF;FEM;PL	N;FEM;PL
argumenter	argumentos	argument	argumento	N;INDF;FEM;PL	N;MASC;PL
argumenter	discusiones	argument	discusión	N;INDF;FEM;PL	N;FEM;PL
aksepterte	aceptadas	akseptere	aceptado	ADJ;PL;V.PTCP	ADJ;FEM;PL;V.PTCP
aksepterte	aceptados	akseptere	aceptar	ADJ;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
nicolas	nicolás	nicol	nicolás	N	N;MASC;SG
nicolas	nicolas	nicol	nicola	N	N;MASC;SG
mynter	monedas	mynter	moneda	N;INDF;FEM;PL	N;FEM;PL
lyden	sonido	lyd	sonido	N;DEF;MASC;SG	N;MASC;SG
lyden	sound	lyd	sound	N;DEF;MASC;SG	N
worms	gusanos	worm	gusano	N	N;MASC;PL
worms	lombrices	worm	lombriz	N	N;FEM;PL
mister	perder	miste	perder	V;IND;PRS;FIN	V;NFIN
mister	perdiendo	miste	perder	V;IND;PRS;FIN	V;V.MSDR
nicolai	nicolai	nicolai	nicolai	N;MASC	N;MASC;SG
turnering	torneo	turnering	torneo	N;INDF;FEM;SG	N;MASC;SG
detaljert	detallada	detaljere	detallado	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
detaljert	detallado	detaljere	detallado	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
hawaii	hawái	hawaii	hawái	N;INDF;NEUT;SG	N;FEM;SG
hawaii	hawaii	hawaii	hawaii	N;INDF;NEUT;SG	N;MASC;SG
hawaii	hawai	hawaii	hawai	N;INDF;NEUT;SG	N;FEM;SG
hannover	hanover	hannover	hanover	N;INDF;SG	N;MASC;SG
hannover	hannover	hannover	hannover	N;INDF;SG	N;MASC;SG
hannover	hannover	hannover	hannover	N;INDF;SG	N;MASC;SG
akademi	academy	akademi	academy	N;INDF;NEUT;SG	N
akademi	academia	akademi	academia	N;INDF;NEUT;SG	N;FEM;SG
formelle	formales	formell	formal	ADJ;PL	ADJ;PL
willy	willy	willy	willy	N;INDF;MASC;SG	N;MASC;SG
summer	summer	summer	summer	N;INDF;NEUT;SG	N
summer	verano	summer	verano	N;INDF;NEUT;SG	N;MASC;SG
sammenslåing	fusión	sammenslåing	fusión	N;INDF;FEM;SG	N;FEM;SG
sammenslåing	fusión	sammenslåing	fusión	N;INDF;FEM;SG	N;FEM;SG
fase	etapa	fase	etapa	N;INDF;MASC;SG	N;FEM;SG
fase	fase	fase	fase	N;INDF;MASC;SG	N;FEM;SG
admin	administrador	admin	administrador	N;INDF;NEUT;SG	N;MASC;SG
admin	administración	admin	administración	N;INDF;NEUT;SG	N;FEM;SG
skjønner	ver	skjønne	ver	V;IND;PRS;FIN	V;NFIN
skjønner	comprender	skjønne	comprender	V;IND;PRS;FIN	V;NFIN
skjønner	entiende	skjønne	entender	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
skjønner	entender	skjønne	entender	V;IND;PRS;FIN	V;NFIN
jørn	jorn	jørn	jorn	N;INDF;MASC;SG	N;MASC;SG
reformer	reformas	reform	reforma	N;INDF;FEM;PL	N;FEM;PL
arv	patrimonio	arv	patrimonio	N;INDF;MASC;SG	N;MASC;SG
arv	herencia	arv	herencia	N;INDF;MASC;SG	N;FEM;SG
arv	heritage	arv	heritage	N;INDF;MASC;SG	N;MASC;SG
arv	legado	arv	legado	N;INDF;MASC;SG	N;MASC;SG
arv	legacy	arv	legacy	N;INDF;MASC;SG	N
arv	herencia	arv	herencia	N;INDF;MASC;SG	N;FEM;SG
arv	herencia	arv	herencia	N;INDF;MASC;SG	N;FEM;SG
arv	sucesión	arv	sucesión	N;INDF;MASC;SG	N;FEM;SG
brakte	trajo	brake	traer	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
brakte	traido	brake	trair	V;IND;PST;FIN	V;MASC;SG;PST;V.PTCP
invitert	invitado	invitere	invitado	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
invitert	invitada	invitere	invitada	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
flyktninger	refugiados	flyktninger	refugiado	N;INDF;MASC;PL	N;MASC;PL
flyktninger	prófugos	flyktninger	prófugo	N;INDF;MASC;PL	N;MASC;PL
flyktninger	fugitivos	flyktninger	fugitivo	N;INDF;MASC;PL	N;MASC;PL
statue	estatua	statue	estatua	N;INDF;MASC;SG	N;FEM;SG
utforming	disposición	utforming	disposición	N;INDF;FEM;SG	N;FEM;SG
filmografi	filmografía	filmografi	filmografía	N;INDF;MASC;SG	N;FEM;SG
lyder	suena	lyde	sonar	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
komiker	humorista	komiker	humorista	N;INDF;MASC;SG	N;SG
komiker	comediante	komiker	comediante	N;INDF;MASC;SG	N;SG
catalogus	catalogus	catalogus	catalogus	N;INDF;MASC;SG	N
bernt	bernt	bern	bernt	N;INDF;MASC;SG	N;MASC;SG
gudene	dioses	gud	dios	N;DEF;FEM;PL	N;MASC;PL
høst	otoño	høst	otoño	N;INDF;MASC;SG	N;MASC;SG
høst	otoño	høst	otoño	N;INDF;MASC;SG	N;MASC;SG
høst	caída	høst	caída	N;INDF;MASC;SG	N;FEM;SG
forbud	ban	forbud	ban	N;INDF;NEUT;SG	N
forbud	prohibición	forbud	prohibición	N;INDF;NEUT;SG	N;FEM;SG
tenkte	pensó	tenkje	pensar	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
sofia	sofia	sofia	sofia	N;INDF;FEM;SG	N;FEM;SG
sofia	sofía	sofia	sofer	N;INDF;FEM;SG	N;FEM;SG
fjernsyn	televisor	fjernsyn	televisor	N;INDF;NEUT;SG	N;MASC;SG
fjernsyn	television	fjernsyn	television	N;INDF;NEUT;SG	N;FEM;SG
fjernsyn	televisión	fjernsyn	televisión	N;INDF;NEUT;SG	N;FEM;SG
rev	reverendo	rev	reverendo	N;INDF;MASC;SG	N;MASC;SG
rev	arrecife	rev	arrecifar	N;INDF;MASC;SG	N;MASC;SG
kontrollerte	controladas	kontrollere	controlado	ADJ;PL;V.PTCP	ADJ;FEM;PL;V.PTCP
kontrollerte	controlados	kontrollere	controlado	ADJ;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
make	make	make	maker	N;INDF;MASC;SG	N
make	mate	make	mate	N;INDF;MASC;SG	N;SG
kaste	casta	kaste	casta	N;INDF;NEUT;SG	N;FEM;SG
sen	sen	sen	ser	N;INDF;MASC;SG	N
emne	tópico	emne	tópico	N;INDF;NEUT;SG	N;MASC;SG
emne	tema	emne	tema	N;INDF;NEUT;SG	N;MASC;SG
emne	asignatura	emne	asignatura	N;INDF;NEUT;SG	N;FEM;SG
emne	asunto	emne	asunto	N;INDF;NEUT;SG	N;MASC;SG
emne	súbdito	emne	súbdito	N;INDF;NEUT;SG	N;MASC;SG
emne	tema	emne	tema	N;INDF;NEUT;SG	N;MASC;SG
tegning	dibujo	tegning	dibujo	N;INDF;FEM;SG	N;MASC;SG
sts	sts	sti	st	N;INDF;FEM;SG	N
salvador	salvador	salvador	salvador	N;INDF;MASC;SG	N;MASC;SG
race	race	race	race	N	N
race	carrera	race	carrera	N	N;FEM;SG
race	raza	race	raza	N	N;FEM;SG
krone	corona	krone	corona	N;INDF;FEM;SG	N;FEM;SG
palace	palacio	palace	palacio	N;INDF;MASC;SG	N;MASC;SG
palace	palace	palace	palace	N;INDF;MASC;SG	N;MASC;SG
sibir	siberia	sibi	siberia	N;INDF;FEM;SG	N;FEM;SG
voksen	adulto	voks	adulto	ADJ;INDF;SG	ADJ;MASC;SG
voksen	adulta	voks	adultar	ADJ;INDF;SG	ADJ;FEM;SG
invaderte	invadió	invadere	invadir	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
middels	medium	middels	medium	N;INDF;MASC;SG	N
middels	médium	middels	médium	N;INDF;MASC;SG	N;MASC;SG
integrert	integrado	integrere	integrado	ADJ;INDF;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
integrert	integrada	integrere	integrado	ADJ;INDF;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
detroit	detroit	detroit	detroit	N;INDF;MASC;SG	N;MASC
buss	bus	buss	bus	N;INDF;MASC;SG	N;MASC;SG
buss	autobus	buss	autobus	N;INDF;MASC;SG	N;MASC;SG
buss	autobús	buss	autobús	N;INDF;MASC;SG	N;MASC;SG
buss	ómnibus	buss	ómnibus	N;INDF;MASC;SG	N;MASC
four	four	four	four	N	N
christie	christie	christie	christie	N;INDF;FEM;SG	N;FEM;SG
tina	tina	tin	tina	N;DEF;FEM;SG	N;FEM;SG
sørge	llorar	sørge	llorar	V;IND;FIN	V;NFIN
firma	bufete	firme	bufete	N;INDF;NEUT;SG	N;MASC;SG
firma	compañia	firme	compañia	N;INDF;NEUT;SG	N;FEM;SG
firma	empresa	firme	empresa	N;INDF;NEUT;SG	N;FEM;SG
firma	compañía	firme	compañía	N;INDF;NEUT;SG	N;FEM;SG
firma	companía	firme	companía	N;INDF;NEUT;SG	N;FEM;SG
maskiner	máquinas	maskin	máquina	N;INDF;FEM;PL	N;FEM;PL
maskiner	maquinas	maskin	maquina	N;INDF;FEM;PL	N;FEM;PL
nevne	menciona	nevne	mencionar	V;NFIN	V;IND;SG;3;PRS;FIN
nevne	mencionar	nevne	mencionar	V;NFIN	V;NFIN
nevne	mencione	nevne	mencionar	V;NFIN	V;IMP;SG;3;FIN
registrerte	registrados	registrere	registrado	ADJ;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
registrerte	registradas	registrere	registrado	ADJ;PL;V.PTCP	ADJ;FEM;PL;V.PTCP
kasakhstan	kazajstán	kasakhstan	kazajstán	N;INDF;MASC;SG	N;FEM;SG
atmosfæren	atmosfera	atmosfære	atmosfero	N;DEF;MASC;SG	N;FEM;SG
atmosfæren	ambiente	atmosfære	ambiente	N;DEF;MASC;SG	N;MASC;SG
atmosfæren	atmósfera	atmosfære	atmósfera	N;DEF;MASC;SG	N;FEM;SG
runden	redonda	runde	redonda	N;DEF;MASC;SG	N;FEM;SG
runden	ronda	runde	ronda	N;DEF;MASC;SG	N;FEM;SG
runden	round	runde	round	N;DEF;MASC;SG	N;MASC;SG
karakteristisk	característico	karakteristisk	característico	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
self	auto	selfef	auto	N;INDF;NEUT;SG	N;MASC;SG
self	self	selfef	self	N;INDF;NEUT;SG	N
praktiske	prácticos	praktisk	práctico	ADJ;PL	ADJ;MASC;PL
strategisk	estratégico	strategisk	estratégico	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
strategisk	estratégica	strategisk	estratégico	ADJ;INDF;NEUT;SG	ADJ;FEM;SG
senator	senador	senator	senador	N;INDF;MASC;SG	N;MASC;SG
senator	senadora	senator	senadora	N;INDF;MASC;SG	N;FEM;SG
ernest	ernest	ernest	ernest	N;INDF;MASC;SG	N;MASC;SG
ernest	ernesto	ernest	ernesto	N;INDF;MASC;SG	N;MASC;SG
days	days	days	day	N;INDF;MASC;SG	N
giro	giro	giro	giro	N;INDF;MASC;SG	N;MASC;SG
inntekter	ingresos	inntekt	ingreso	N;INDF;FEM;PL	N;MASC;PL
inntekter	ganancias	inntekt	ganancia	N;INDF;FEM;PL	N;FEM;PL
inntekter	ingresos	inntekt	ingreso	N;INDF;FEM;PL	N;MASC;PL
kategoriene	categorias	kategorie	categorio	N;DEF;FEM;PL	N;FEM;PL
kategoriene	categorías	kategorie	categoría	N;DEF;FEM;PL	N;FEM;PL
viktor	vencedor	viktor	vencedor	N;INDF;MASC;SG	N;MASC;SG
viktor	víctor	viktor	víctor	N;INDF;MASC;SG	N;MASC;SG
viktor	viktor	viktor	viktor	N;INDF;MASC;SG	N;MASC;SG
ingeborg	ingeborg	ingeborg	ingeborg	N;INDF;FEM;SG	N;MASC;SG
nedbør	precipitación	nedbør	precipitación	N;INDF;MASC;SG	N;FEM;SG
nedbør	precipitación	nedbør	precipitación	N;INDF;MASC;SG	N;FEM;SG
kunstnerisk	artística	kunstnerisk	artístico	ADJ;INDF;NEUT;SG	ADJ;FEM;SG
kunstnerisk	artístico	kunstnerisk	artístico	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
forsvarte	defendió	forsvare	defender	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
silver	plata	silver	plata	N;INDF;SG	N;FEM;SG
spre	difundir	spre	difundir	V;IMP;FIN	V;NFIN
alvor	seriedad	alvor	seriedad	N;INDF;NEUT;SG	N;FEM;SG
utvalget	selección	utvalg	selección	N;DEF;NEUT;SG	N;FEM;SG
scener	escenas	scene	escena	N;INDF;FEM;PL	N;FEM;PL
tempel	sien	tempel	sien	N;INDF;NEUT;SG	N;FEM;SG
tempel	temple	tempel	temple	N;INDF;NEUT;SG	N;MASC;SG
tempel	templo	tempel	templo	N;INDF;NEUT;SG	N;MASC;SG
anglo	anglo	anglo	anglo	N;INDF;MASC;SG	N;MASC;SG
persia	persia	persiu	persia	N;INDF;NEUT;SG	N;MASC;SG
into	into	into	into	N	N
second	segundos	second	segundo	N	N;MASC;PL
tropisk	tropical	tropisk	tropical	ADJ;INDF;NEUT;SG	ADJ;SG
variert	ecléctico	variere	ecléctico	ADJ;INDF;SG;V.PTCP	ADJ;MASC;SG
variert	variada	variere	variado	ADJ;INDF;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
variert	variado	variere	variado	ADJ;INDF;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
vitner	testigos	vitne	testigo	N;INDF;MASC;PL	N;MASC;PL
glenn	cañada	glenn	cañada	N;INDF;MASC;SG	N;FEM;SG
deep	deep	deep	deep	N;INDF;MASC;SG	N
globe	globo	globe	globo	N;INDF;MASC;SG	N;MASC;SG
globe	globe	globe	globe	N;INDF;MASC;SG	N;SG
ontario	ontario	ontario	ontario	N;INDF;MASC;SG	N;MASC;SG
birmingham	birmingham	birmingham	birmingham	N;INDF;MASC;SG	N;MASC;SG
århundrer	siglos	århundre	siglo	N;INDF;FEM;PL	N;MASC;PL
forklarer	explicar	forklare	explicar	V;IND;PRS;FIN	V;NFIN
forklarer	explicando	forklare	explicar	V;IND;PRS;FIN	V;V.MSDR
forklarer	explica	forklare	explicar	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
oppholdt	detenida	opphold	detenido	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
oppholdt	detenido	opphold	detenido	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
troppene	tropas	troppe	tropa	N;DEF;FEM;PL	N;FEM;PL
troppene	contingentes	troppe	contingente	N;DEF;FEM;PL	N;PL
troppene	efectivos	troppe	efectivo	N;DEF;FEM;PL	N;MASC;PL
psykologi	psicologia	psykologi	psicologia	N;INDF;MASC;SG	N;FEM;SG
psykologi	psicología	psykologi	psicología	N;INDF;MASC;SG	N;FEM;SG
tilby	ofrezcan	tilby	ofrecer	V;IMP;NFIN	V;IMP;PL;3;FIN
gjenstand	elemento	gjenstand	elemento	N;INDF;MASC;SG	N;MASC;SG
gjenstand	artículo	gjenstand	artículo	N;INDF;MASC;SG	N;MASC;SG
gjenstand	objeto	gjenstand	objeto	N;INDF;MASC;SG	N;MASC;SG
tang	tang	tang	tang	N;INDF;NEUT;SG	N;MASC;SG
ball	bola	ball	bola	N;INDF;MASC;SG	N;FEM;SG
ball	balón	ball	balón	N;INDF;MASC;SG	N;MASC;SG
ball	pelota	ball	pelota	N;INDF;MASC;SG	N;FEM;SG
ball	ball	ball	ball	N;INDF;MASC;SG	N;MASC;SG
vesten	west	vest	west	N;DEF;MASC;SG	N;MASC;SG
vesten	occidente	vest	occidente	N;DEF;MASC;SG	N;MASC;SG
vesten	oeste	vest	oeste	N;DEF;MASC;SG	N;MASC;SG
dramatisk	dramática	dramatisk	dramático	ADJ;INDF;NEUT;SG	ADJ;FEM;SG
dramatisk	dramático	dramatisk	dramático	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
after	after	after	after	N;INDF;NEUT;SG	N
augustus	augusto	augustus	augusto	N;INDF;MASC;SG	N;MASC;SG
augustus	augustus	augustus	augustus	N;INDF;MASC;SG	N
kommandoen	mando	kommando	mando	N;DEF;MASC;SG	N;MASC;SG
kommandoen	comando	kommando	comando	N;DEF;MASC;SG	N;MASC;SG
kommandoen	comandancia	kommando	comandancia	N;DEF;MASC;SG	N;FEM;SG
sosialt	social	sosial	social	ADJ;INDF;NEUT;SG	ADJ;SG
ambassade	embajada	ambass	embajada	N;INDF;MASC;SG	N;FEM;SG
frukt	fruto	frukt	fruto	N;INDF;FEM;SG	N;MASC;SG
frukt	fruta	frukt	fruta	N;INDF;FEM;SG	N;FEM;SG
frukt	fruta	frukt	fruta	N;INDF;FEM;SG	N;FEM;SG
danny	danny	danny	danny	N;INDF;MASC;SG	N;MASC;SG
leir	camp	ly	camp	N;INDF;MASC;SG	N;MASC;SG
leir	campamento	ly	campamento	N;INDF;MASC;SG	N;MASC;SG
leir	campo	ly	campo	N;INDF;MASC;SG	N;MASC;SG
anita	anita	anita	anitar	N;INDF;FEM;SG	N;FEM;SG
eddie	eddie	eddi	eddie	N;INDF;MASC;SG	N;MASC;SG
selger	venta	selger	venta	N;INDF;MASC;SG	N;FEM;SG
selger	vendedor	selger	vendedor	N;INDF;MASC;SG	N;MASC;SG
rasmus	rasmus	rasmus	rasmus	N;INDF;MASC;SG	N;MASC
evner	habilidades	evne	habilidad	N;INDF;FEM;PL	N;FEM;PL
evner	capacidades	evne	capacidad	N;INDF;FEM;PL	N;FEM;PL
kristoffer	kristoffer	kristoffer	kristoffer	N;INDF;MASC;SG	N;MASC;SG
kristoffer	kristoff	kristoffer	kristoff	N;INDF;MASC;SG	N;MASC;SG
head	head	head	head	N;INDF;NEUT;SG	N
head	cabezal	head	cabezal	N;INDF;NEUT;SG	N;MASC;SG
head	cabeza	head	cabeza	N;INDF;NEUT;SG	N;FEM;SG
