une	una	un	uno	DET;INDF;FEM;SG	DET;INDF;FEM;SG
poche	tascabile	poche	tascabile	N;FEM;SG	N;MASC;SG
poche	marsupio	poche	marsupio	N;FEM;SG	N;MASC;SG
dieux	divinità	dieu	divinità	N;MASC;PL	N;FEM
producteurs	produttori	producteur	produttore	N;MASC;PL	N;MASC;PL
copie	copia	copie	copia	N;FEM;SG	N;FEM;SG
copie	copia	copie	copia	N;FEM;SG	N;FEM;SG
intégré	incorporato	intégrer	incorporare	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
intégré	incorporata	intégrer	incorporare	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
surnommé	soprannominato	surnommer	soprannominare	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
surnommé	doppiato	surnommer	doppiato	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
surnommé	soprannominato	surnommer	soprannominare	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
chimique	chimico	chimique	chimico	ADJ;MASC;SG	ADJ;MASC;SG
carbone	carbon	carbone	carbon	N;MASC;SG	N
carbone	carbonio	carbone	carbonio	N;MASC;SG	N;MASC;SG
carbone	carbone	carbone	carbone	N;MASC;SG	N;MASC;SG
modifié	modificato	modifier	modificare	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
modifié	modificata	modifier	modificare	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
modifié	modificato	modifier	modificare	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
modifié	modificata	modifier	modificare	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
modifié	modificato	modifier	modificare	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
mâle	maschio	mâle	maschio	N;MASC;SG	N;MASC;SG
ouvrir	aprite	ouvrir	aprita	V;NFIN	V;IND;PL;2;PRS;FIN
ouvrir	apri	ouvrir	aprire	V;NFIN	V;IMP;SG;2;PRS;FIN
ouvrir	aprire	ouvrir	aprire	V;NFIN	V;NFIN
pétrole	olio	pétrole	olio	N;MASC;SG	N;MASC;SG
pétrole	petrolio	pétrole	petrolio	N;MASC;SG	N;MASC;SG
pétrole	petrolio	pétrole	petrolio	N;MASC;SG	N;MASC;SG
normal	normale	normal	normale	ADJ;MASC;SG	ADJ;SG
attaché	allegata	attacher	allegare	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
corporation	corporation	corporation	corporation	N;FEM;SG	N;FEM
corporation	corporazione	corporation	corporazione	N;FEM;SG	N;FEM;SG
gras	audace	gras	audace	ADJ;MASC;SG	ADJ;SG
gras	grassa	gras	grasso	ADJ;MASC;SG	ADJ;FEM;SG
médiévale	medievale	médiéval	medievale	ADJ;FEM;SG	ADJ;SG
médiévale	medioevale	médiéval	medioevale	ADJ;FEM;SG	ADJ;SG
cible	bersaglio	cible	bersaglio	N;FEM;SG	N;MASC;SG
cible	target	cible	target	N;FEM;SG	N;MASC
cible	obiettivo	cible	obiettivo	N;FEM;SG	N;MASC;SG
possèdent	possedere	posséder	possedere	V;IND;PL;3;PRS;FIN	V;NFIN
africaine	africana	africain	africano	ADJ;FEM;SG	ADJ;FEM;SG
africaine	africano	africain	africano	ADJ;FEM;SG	ADJ;MASC;SG
extra	extra	extra	extra	N;MASC;SG	N
morceau	pista	morceau	pista	N;MASC;SG	N;FEM;SG
morceau	tracciato	morceau	tracciato	N;MASC;SG	N;MASC;SG
morceau	traccia	morceau	traccia	N;MASC;SG	N;FEM;SG
morceau	track	morceau	track	N;MASC;SG	N
morceau	piece	morceau	piecere	N;MASC;SG	N
morceau	pezzo	morceau	pezzo	N;MASC;SG	N;MASC;SG
tenter	tentare	tenter	tentare	V;NFIN	V;NFIN
dixième	decimo	dixième	decimo	ADJ;MASC;SG	ADJ;MASC;SG
dixième	decima	dixième	decimare	ADJ;MASC;SG	ADJ;FEM;SG
pyramide	piramide	pyramide	piramide	N;FEM;SG	N;FEM;SG
pasteur	predicatore	pasteur	predicatore	N;MASC;SG	N;MASC;SG
pasteur	pastore	pasteur	pastore	N;MASC;SG	N;MASC;SG
pasteur	pasteur	pasteur	pasteur	N;MASC;SG	N;MASC;SG
nintendo	nintendo	nintendo	ninterdo	N;MASC;SG	N;MASC;SG
apprentissage	apprendistato	apprentissage	apprendistato	N;MASC;SG	N;MASC;SG
apprentissage	apprendimento	apprentissage	apprendimento	N;MASC;SG	N;MASC;SG
adopté	adottata	adopter	adottare	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
adopté	approvata	adopter	approvare	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
adopté	adottato	adopter	adottare	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
entraînement	formazione	entraînement	formazione	N;MASC;SG	N;FEM;SG
entraînement	addestramento	entraînement	addestramento	N;MASC;SG	N;MASC;SG
entraînement	allenamento	entraînement	allenamento	N;MASC;SG	N;MASC;SG
actifs	attivi	actif	attivo	ADJ;MASC;PL	ADJ;MASC;PL
actifs	attive	actif	attivo	ADJ;MASC;PL	ADJ;FEM;PL
actifs	attivi	actif	attivo	ADJ;MASC;PL	ADJ;MASC;PL
actifs	attivi	actif	attivo	ADJ;MASC;PL	ADJ;MASC;PL
volontaires	volontarie	volontaire	volontario	ADJ;MASC;PL	ADJ;FEM;PL
arrête	ferma	arrêter	fermare	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
filiale	filiale	filiale	filiale	N;FEM;SG	N;FEM;SG
plaisir	godimento	plaisir	godimento	N;MASC;SG	N;MASC;SG
plaisir	divertimento	plaisir	divertimento	N;MASC;SG	N;MASC;SG
plaisir	fun	plaisir	funo	N;MASC;SG	N
plaisir	piacere	plaisir	piacere	N;MASC;SG	N;MASC;SG
limousin	limosino	limousin	limosino	N;MASC;SG	N;MASC;SG
limousin	limousin	limousin	limousin	N;MASC;SG	N;FEM
époux	coniuge	époux	coniuge	N;MASC;SG	N;SG
époux	consorte	époux	consortire	N;MASC;SG	N;SG
époux	marito	époux	marito	N;MASC;SG	N;MASC;SG
organiser	organizzare	organiser	organizzare	V;NFIN	V;NFIN
organiser	organizzano	organiser	organizzare	V;NFIN	V;IND;PL;3;PRS;FIN
organiser	organizza	organiser	organizzare	V;NFIN	V;IND;SG;3;PRS;FIN
organiser	organizza	organiser	organizzare	V;NFIN	V;IND;SG;3;PRS;FIN
bateaux	imbarcazioni	bateau	imbarcazione	N;MASC;PL	N;FEM;PL
bateaux	barche	bateau	barca	N;MASC;PL	N;FEM;PL
soutient	supporta	soutenir	supportare	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
individuel	individuale	individuel	individuale	ADJ;MASC;SG	ADJ;SG
croire	credete	croire	credere	V;NFIN	V;IND;PL;2;PRS;FIN
croire	credere	croire	credere	V;NFIN	V;NFIN
croire	credendo	croire	credere	V;NFIN	V;V.MSDR
croire	credere	croire	credere	V;NFIN	V;NFIN
présentant	introducendo	présenter	introdurre	V;PRS;V.PTCP	V;V.MSDR
domination	dominazione	domination	dominazione	N;FEM;SG	N;FEM;SG
domination	dominazione	domination	dominazione	N;FEM;SG	N;FEM;SG
débats	discussioni	débat	discussione	N;MASC;PL	N;FEM;PL
débats	dibattiti	débat	dibattito	N;MASC;PL	N;MASC;PL
moto	moto	moto	moto	N;FEM;SG	N;MASC;SG
moto	motocicletta	moto	motocicletta	N;FEM;SG	N;FEM;SG
moto	moto	moto	moto	N;FEM;SG	N;MASC;SG
moto	motocicletta	moto	motocicletta	N;FEM;SG	N;FEM;SG
moto	moto	moto	moto	N;FEM;SG	N;MASC;SG
curé	sacerdote	curé	sacerdote	N;MASC;SG	N;MASC;SG
curé	prete	curé	prete	N;MASC;SG	N;MASC;SG
tunnel	tunnel	tunnel	tunnel	N;MASC;SG	N;MASC
fenêtres	windows	fenêtre	windows	N;FEM;PL	N;MASC
fenêtres	finestre	fenêtre	finestra	N;FEM;PL	N;FEM;PL
mineur	minatore	mineur	minatore	N;MASC;SG	N;MASC;SG
vertical	verticale	vertical	verticale	ADJ;MASC;SG	ADJ;SG
équilibre	bilancia	équilibre	bilancia	N;MASC;SG	N;FEM;SG
équilibre	saldo	équilibre	saldo	N;MASC;SG	N;MASC;SG
équilibre	equilibrio	équilibre	equilibrio	N;MASC;SG	N;MASC;SG
équilibre	bilanciamento	équilibre	bilanciamento	N;MASC;SG	N;MASC;SG
équilibre	bilanciamento	équilibre	bilanciamento	N;MASC;SG	N;MASC;SG
équilibre	equilibrio	équilibre	equilibrio	N;MASC;SG	N;MASC;SG
empêche	previene	empêcher	prevenire	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
empêche	impedisce	empêcher	impedire	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
variable	variabile	variable	variabile	ADJ;MASC;SG	ADJ;SG
sanctuaire	santuario	sanctuaire	santuario	N;MASC;SG	N;MASC;SG
sanctuaire	santuario	sanctuaire	santuario	N;MASC;SG	N;MASC;SG
illustrations	illustrazioni	illustration	illustrazione	N;FEM;PL	N;FEM;PL
erreurs	errori	erreur	errore	N;FEM;PL	N;MASC;PL
erreurs	errori	erreur	errore	N;FEM;PL	N;MASC;PL
erreurs	errori	erreur	errore	N;FEM;PL	N;MASC;PL
paramètre	impostazione	paramètre	impostazione	N;MASC;SG	N;FEM;SG
paramètre	parametro	paramètre	parametro	N;MASC;SG	N;MASC;SG
psychologie	psicologia	psychologie	psicologia	N;FEM;SG	N;FEM;SG
fouilles	scavi	fouille	scavo	N;FEM;PL	N;MASC;PL
fouilles	scavi	fouille	scavo	N;FEM;PL	N;MASC;PL
diplômé	laurea	diplômé	laurea	N;MASC;SG	N;FEM;SG
sel	sel	sel	sel	N;MASC;SG	N;MASC
sel	sale	sel	sala	N;MASC;SG	N;MASC;SG
princes	principi	prince	principio	N;MASC;PL	N;MASC;PL
découvertes	scoperti	découvrir	scoprire	V;FEM;PL;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
examen	esame	examen	esame	N;MASC;SG	N;MASC;SG
examen	revisione	examen	revisione	N;MASC;SG	N;FEM;SG
examen	rassegna	examen	rassegna	N;MASC;SG	N;FEM;SG
examen	recensione	examen	recensione	N;MASC;SG	N;FEM;SG
examen	esame	examen	esame	N;MASC;SG	N;MASC;SG
héritage	eredità	héritage	eredità	N;MASC;SG	N;FEM
héritage	lascito	héritage	lascito	N;MASC;SG	N;MASC;SG
héritage	legacy	héritage	legacy	N;MASC;SG	N
héritage	eredità	héritage	eredità	N;MASC;SG	N;FEM
héritage	eredità	héritage	eredità	N;MASC;SG	N;FEM
héritage	heritage	héritage	heritage	N;MASC;SG	N;MASC
hitler	hitler	hitler	hitlare	N;MASC;SG	N;MASC
commencer	inizia	commencer	iniziare	V;NFIN	V;IND;SG;3;PRS;FIN
commencer	iniziare	commencer	iniziare	V;NFIN	V;NFIN
commencer	avvia	commencer	avviare	V;NFIN	V;IND;SG;3;PRS;FIN
commencer	inizia	commencer	iniziare	V;NFIN	V;IND;SG;3;PRS;FIN
lancée	varato	lancer	varato	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
lancée	lanciata	lancer	lanciare	V;FEM;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
lancée	lanciato	lancer	lanciare	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
lancée	varata	lancer	varata	V;FEM;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
combattants	combattenti	combattant	combattente	N;MASC;PL	N;PL
combattants	combattenti	combattant	combattente	N;MASC;PL	N;PL
combattants	pugili	combattant	pugile	N;MASC;PL	N;MASC;PL
candidature	applicazione	candidature	applicazione	N;FEM;SG	N;FEM;SG
candidature	candidatura	candidature	candidatura	N;FEM;SG	N;FEM;SG
théorème	teorema	théorème	teorema	N;MASC;SG	N;MASC;SG
télé	televisore	télé	televisore	N;FEM;SG	N;MASC;SG
télé	televisione	télé	televisione	N;FEM;SG	N;FEM;SG
expériences	esperimenti	expérience	esperimento	N;FEM;PL	N;MASC;PL
expériences	esperienze	expérience	esperienza	N;FEM;PL	N;FEM;PL
expériences	esperienze	expérience	esperienza	N;FEM;PL	N;FEM;PL
expériences	experience	expérience	experience	N;FEM;PL	N;FEM;PL
concurrence	concorso	concurrence	concorso	N;FEM;SG	N;MASC;SG
concurrence	concorrenza	concurrence	concorrenza	N;FEM;SG	N;FEM;SG
concurrence	competizione	concurrence	competizione	N;FEM;SG	N;FEM;SG
étudié	studiata	étudier	studiare	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
étudié	studiato	étudier	studiare	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
massacre	massacro	massacre	massacro	N;MASC;SG	N;MASC;SG
massacre	strage	massacre	strage	N;MASC;SG	N;FEM;SG
potentiel	potenzialità	potentiel	potenzialità	N;MASC;SG	N;FEM
annuel	annuale	annuel	annuale	ADJ;MASC;SG	ADJ;SG
annuel	annuale	annuel	annuale	ADJ;MASC;SG	ADJ;SG
voisin	vicina	voisin	vicino	ADJ;MASC;SG	ADJ;FEM;SG
représenter	rappresentare	représenter	rappresentare	V;NFIN	V;NFIN
free	gratis	free	gratis	N;MASC;SG	N
free	free	free	frendere	N;MASC;SG	N
dialogue	dialogo	dialogue	dialogo	N;MASC;SG	N;MASC;SG
présidente	presidente	président	presidente	N;FEM;SG	N;MASC;SG
présidente	presidentessa	président	presidentessa	N;FEM;SG	N;FEM;SG
évidemment	ovviamente	évidemment	ovviamente	ADV	ADV
annuelle	annuale	annuel	annuale	ADJ;FEM;SG	ADJ;SG
annuelle	annuale	annuel	annuale	ADJ;FEM;SG	ADJ;SG
thérèse	thérèse	thérèse	thérèso	N;FEM;SG	N;FEM;SG
thérèse	therese	thérèse	therese	N;FEM;SG	N;FEM;SG
thérèse	teresa	thérèse	teresa	N;FEM;SG	N;FEM;SG
grotte	grotta	grotte	grotta	N;FEM;SG	N;FEM;SG
grotte	caverna	grotte	caverna	N;FEM;SG	N;FEM;SG
grotte	grotta	grotte	grotta	N;FEM;SG	N;FEM;SG
pain	pane	pain	pane	N;MASC;SG	N;MASC;SG
décident	decidere	décider	decidere	V;IND;PL;3;PRS;FIN	V;NFIN
décident	decidono	décider	decidere	V;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN
toit	tetto	toit	tetto	N;MASC;SG	N;MASC;SG
opus	opera	opus	opera	N;MASC;SG	N;FEM;SG
opus	opus	opus	opus	N;MASC;SG	N;MASC;SG
entraineur	trainer	entraîneur	trainer	N;MASC;SG	N;MASC
entraineur	allenatore	entraîneur	allenatore	N;MASC;SG	N;MASC;SG
entraineur	formatore	entraîneur	formatore	N;MASC;SG	N;MASC;SG
entraineur	carrozza	entraîneur	carrozza	N;MASC;SG	N;FEM;SG
entraineur	allenatore	entraîneur	allenatore	N;MASC;SG	N;MASC;SG
personnels	personali	personnel	personale	ADJ;MASC;PL	ADJ;PL
suivie	seguì	suivre	seguire	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
suivie	seguita	suivre	seguire	V;FEM;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
réduction	sconto	réduction	sconto	N;FEM;SG	N;MASC;SG
réduction	riduzione	réduction	riduzione	N;FEM;SG	N;FEM;SG
tension	tensione	tension	tensione	N;FEM;SG	N;FEM;SG
tension	voltaggio	tension	voltaggio	N;FEM;SG	N;MASC;SG
tension	tensione	tension	tensione	N;FEM;SG	N;FEM;SG
chaînes	canali	chaîne	canale	N;FEM;PL	N;MASC;PL
chaînes	catene	chaîne	catena	N;FEM;PL	N;FEM;PL
chaînes	corde	chaîne	cordo	N;FEM;PL	N;FEM;PL
chaînes	stringhe	chaîne	stringa	N;FEM;PL	N;FEM;PL
soviétiques	sovietici	soviétique	sovietico	ADJ;MASC;PL	ADJ;MASC;PL
soviétiques	sovietici	soviétique	sovietico	ADJ;MASC;PL	ADJ;MASC;PL
soumis	sottomesso	soumettre	sottomettere	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
soumis	sottomessa	soumettre	sottomesso	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
intégration	integrazione	intégration	integrazione	N;FEM;SG	N;FEM;SG
wimbledon	wimbledon	wimbledon	wimbledon	N;MASC;SG	N;MASC
rythme	ritmo	rythme	ritmo	N;MASC;SG	N;MASC;SG
rythme	ritmo	rythme	ritmo	N;MASC;SG	N;MASC;SG
intervient	interviene	intervenir	intervenire	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
arriver	arrivare	arriver	arrivare	V;NFIN	V;NFIN
écart	deviazione	écart	deviazione	N;MASC;SG	N;FEM;SG
écart	scostamento	écart	scostamento	N;MASC;SG	N;MASC;SG
écart	varianza	écart	varianza	N;MASC;SG	N;FEM;SG
écart	divario	écart	divario	N;MASC;SG	N;MASC;SG
écart	gap	écart	gap	N;MASC;SG	N;MASC
montré	mostrato	montrer	mostrare	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
montré	mostrò	montrer	mostrare	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
montré	dimostrata	montrer	dimostrare	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
rupture	rottura	rupture	rottura	N;FEM;SG	N;FEM;SG
rupture	breaking	rupture	breaking	N;FEM;SG	N;MASC
rupture	rottura	rupture	rottura	N;FEM;SG	N;FEM;SG
rupture	break	rupture	break	N;FEM;SG	N;MASC
rupture	pausa	rupture	pausa	N;FEM;SG	N;FEM;SG
vague	onda	vague	onda	N;FEM;SG	N;FEM;SG
vague	wave	vague	wave	N;FEM;SG	N
décor	decorazione	décor	decorazione	N;MASC;SG	N;FEM;SG
maintien	ritenzione	maintien	ritenzione	N;MASC;SG	N;FEM;SG
maintien	mantenimento	maintien	mantenimento	N;MASC;SG	N;MASC;SG
signal	segnale	signal	segnale	N;MASC;SG	N;MASC;SG
placée	posizionato	placer	posizionato	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
suicide	suicidio	suicide	suicidio	N;MASC;SG	N;MASC;SG
accords	accordi	accord	accordo	N;MASC;PL	N;MASC;PL
refus	rifiuto	refus	rifiuto	N;MASC;SG	N;MASC;SG
refus	rifiuto	refus	rifiuto	N;MASC;SG	N;MASC;SG
refus	rigetto	refus	rigetto	N;MASC;SG	N;MASC;SG
refus	negazione	refus	negazione	N;MASC;SG	N;FEM;SG
refus	diniego	refus	diniego	N;MASC;SG	N;MASC;SG
refus	rifiuto	refus	rifiuto	N;MASC;SG	N;MASC;SG
périodes	periodi	période	periodo	N;FEM;PL	N;MASC;PL
ter	ter	ter	ter	N;MASC;SG	N;MASC
mentionné	menzionato	mentionner	menzionare	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
mentionné	menzionata	mentionner	menzionare	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
hollande	olanda	hollande	olanda	N;MASC;SG	N;FEM;SG
hollande	holland	hollande	holland	N;MASC;SG	N
indiquer	indicare	indiquer	indicare	V;NFIN	V;NFIN
crédit	credit	crédit	credit	N;MASC;SG	N;MASC
crédit	credito	crédit	credito	N;MASC;SG	N;MASC;SG
librairie	libreria	librairie	libreria	N;FEM;SG	N;FEM;SG
librairie	biblioteca	librairie	biblioteca	N;FEM;SG	N;FEM;SG
librairie	libreria	librairie	libreria	N;FEM;SG	N;FEM;SG
librairie	libreria	librairie	libreria	N;FEM;SG	N;FEM;SG
audio	audio	audio	audio	N;MASC;SG	N;MASC
vosges	vosgi	vosge	vosgere	N;MASC;PL	N;MASC;PL
fuite	perdita	fuite	perdita	N;FEM;SG	N;FEM;SG
fuite	fuga	fuite	fuga	N;FEM;SG	N;FEM;SG
fuite	evasione	fuite	evasione	N;FEM;SG	N;FEM;SG
fuite	escape	fuite	escape	N;FEM;SG	N
dôme	cupola	dôme	cupola	N;MASC;SG	N;FEM;SG
dôme	duomo	dôme	duomo	N;MASC;SG	N;MASC;SG
dôme	dome	dôme	dome	N;MASC;SG	N
dôme	dôme	dôme	dôme	N;MASC;SG	N;MASC;SG
associée	associato	associer	associare	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
associée	associata	associer	associare	V;FEM;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
associée	associata	associer	associare	V;FEM;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
associée	associato	associer	associare	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
associée	associare	associer	associare	V;FEM;SG;PST;V.PTCP	V;NFIN
reproduction	allevamento	reproduction	allevamento	N;FEM;SG	N;MASC;SG
reproduction	riproduzione	reproduction	riproduzione	N;FEM;SG	N;FEM;SG
christianisme	christian	christianisme	christian	N;MASC;SG	N;FEM;SG
christianisme	cristianità	christianisme	cristianità	N;MASC;SG	N;FEM
christianisme	cristianesimo	christianisme	cristianesimo	N;MASC;SG	N;MASC;SG
parcs	parchi	parc	parco	N;MASC;PL	N;MASC;PL
entendu	sentito	entendre	sentire	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
hasard	random	hasard	random	N;MASC;SG	N;MASC
hasard	casualità	hasard	casualità	N;MASC;SG	N;FEM
hasard	coincidenza	hasard	coincidenza	N;MASC;SG	N;FEM;SG
hasard	chance	hasard	chance	N;MASC;SG	N;FEM
hasard	possibilità	hasard	possibilità	N;MASC;SG	N;FEM
hasard	hasard	hasard	hasard	N;MASC;SG	N;SG
dispositif	dispositivo	dispositif	dispositivo	N;MASC;SG	N;MASC;SG
habitant	abitante	habitant	abitante	N;MASC;SG	N;SG
acier	steel	acier	steel	N;MASC;SG	N
acier	acciaio	acier	acciaio	N;MASC;SG	N;MASC;SG
réélu	rieletto	réélire	rieleggere	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
traditions	tradizioni	tradition	tradizione	N;FEM;PL	N;FEM;PL
traditions	tradizioni	tradition	tradizione	N;FEM;PL	N;FEM;PL
formant	formando	former	formare	V;PRS;V.PTCP	V;V.MSDR
générique	generica	générique	generico	ADJ;MASC;SG	ADJ;FEM;SG
civilisation	civilizzazione	civilisation	civilizzazione	N;FEM;SG	N;FEM;SG
civilisation	civiltà	civilisation	civiltà	N;FEM;SG	N;FEM
civilisation	civiltà	civilisation	civiltà	N;FEM;SG	N;FEM
consacre	dedica	consacrer	dedicare	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
occuper	occupare	occuper	occupare	V;NFIN	V;NFIN
réellement	veramente	réellement	veramente	ADV	ADV
réellement	veramente	réellement	veramente	ADV	ADV
réellement	davvero	réellement	davvero	ADV	ADV
silence	silenzio	silence	silenzio	N;MASC;SG	N;MASC;SG
admis	ammesso	admettre	ammettere	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
détruite	distrutta	détruire	distruggere	V;FEM;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
détruite	distrutto	détruire	distruggere	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
isère	isère	isère	isfrire	N;FEM;SG	N;MASC;SG
raoul	raoul	raoul	raoul	N;MASC;SG	N;SG
définit	definire	définir	definire	V;IND;SG;3;PRS;FIN	V;NFIN
définit	definisce	définir	definire	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
publier	pubblicare	publier	pubblicare	V;NFIN	V;NFIN
publier	pubblicano	publier	pubblicare	V;NFIN	V;IND;PL;3;PRS;FIN
arguments	argomenti	argument	argomento	N;MASC;PL	N;MASC;PL
arguments	argomentazioni	argument	argomentazione	N;MASC;PL	N;FEM;PL
contribue	contribuisce	contribuer	contribuire	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
lait	milk	lait	milk	N;MASC;SG	N;MASC
lait	latte	lait	latte	N;MASC;SG	N;MASC;SG
institute	istituto	instituter	istituto	N;MASC;SG	N;MASC;SG
parisien	parisien	parisien	parisien	N;MASC;SG	N;FEM
antenne	antenna	antenne	antenna	N;FEM;SG	N;FEM;SG
antenne	antenna	antenne	antenna	N;FEM;SG	N;FEM;SG
charbon	carbone	charbon	carbone	N;MASC;SG	N;MASC;SG
charbon	carbone	charbon	carbone	N;MASC;SG	N;MASC;SG
léopold	léopold	léopold	léopold	N;MASC;SG	N;MASC;SG
léopold	leopold	léopold	leopold	N;MASC;SG	N;MASC;SG
léopold	leopoldo	léopold	leopoldo	N;MASC;SG	N;MASC;SG
éponyme	eponimo	éponyme	eponimo	ADJ;MASC;SG	ADJ;MASC;SG
maxi	max	maxi	max	N;MASC;SG	N
maxi	maxi	maxi	maxi	N;MASC;SG	N
archéologie	archeologia	archéologie	archeologia	N;FEM;SG	N;FEM;SG
archéologie	archeologia	archéologie	archeologia	N;FEM;SG	N;FEM;SG
financement	finanziamento	financement	finanziamento	N;MASC;SG	N;MASC;SG
financement	finanziamento	financement	finanziamento	N;MASC;SG	N;MASC;SG
financement	finanza	financement	finanza	N;MASC;SG	N;FEM;SG
soutenir	sostenere	soutenir	sostenere	V;NFIN	V;NFIN
traducteur	traduttore	traducteur	traduttore	N;MASC;SG	N;MASC;SG
ambassade	ambasciata	ambassade	ambasciata	N;FEM;SG	N;FEM;SG
autrement	altrimenti	autrement	altrimenti	ADV	ADV
propositions	proposte	proposition	proposta	N;FEM;PL	N;FEM;PL
dur	duro	dur	duro	ADJ;MASC;SG	ADJ;MASC;SG
dur	duro	dur	duro	ADJ;MASC;SG	ADJ;MASC;SG
dur	difficile	dur	difficile	ADJ;MASC;SG	ADJ;SG
dur	tosto	dur	tosto	ADJ;MASC;SG	ADJ;MASC;SG
dénomination	denominazione	dénomination	denominazione	N;FEM;SG	N;FEM;SG
dénomination	nome	dénomination	nome	N;FEM;SG	N;MASC;SG
dénomination	designazione	dénomination	designazione	N;FEM;SG	N;FEM;SG
dénomination	denominazione	dénomination	denominazione	N;FEM;SG	N;FEM;SG
constante	costante	constant	costante	ADJ;FEM;SG	ADJ;SG
inclus	compreso	inclure	comprendere	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
inclus	incluso	inclure	includere	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
inclus	inclusa	inclure	includere	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
journalistes	giornalisti	journaliste	giornalista	N;MASC;PL	N;MASC;PL
journalistes	reporter	journaliste	reporter	N;MASC;PL	N;MASC
journalistes	giornalisti	journaliste	giornalista	N;MASC;PL	N;MASC;PL
légère	lieve	léger	lieve	ADJ;FEM;SG	ADJ;SG
légère	leggero	léger	leggero	ADJ;FEM;SG	ADJ;MASC;SG
légère	leggero	léger	leggero	ADJ;FEM;SG	ADJ;MASC;SG
légère	leggera	léger	leggero	ADJ;FEM;SG	ADJ;FEM;SG
légère	lieve	léger	lieve	ADJ;FEM;SG	ADJ;SG
légère	mite	léger	mita	ADJ;FEM;SG	ADJ;SG
légère	leggera	léger	leggero	ADJ;FEM;SG	ADJ;FEM;SG
légère	leggero	léger	leggero	ADJ;FEM;SG	ADJ;MASC;SG
marbre	marmo	marbre	marmo	N;MASC;SG	N;MASC;SG
clients	clienti	client	cliente	N;MASC;PL	N;PL
clients	clienti	client	cliente	N;MASC;PL	N;PL
souvenirs	memorie	souvenir	memoria	N;MASC;PL	N;FEM;PL
