die	el	die	el	DET;DEF	DET;DEF;MASC;SG
bestemming	destino	bestemming	destino	N;SG	N;MASC;SG
onderhandel	negocian	onderhandel	negociar	V;PRS	V;IND;PL;3;PRS;FIN
onderhandel	negociar	onderhandel	negociar	V;PRS	V;NFIN
onderhandel	negocia	onderhandel	negociar	V;PRS	V;IND;SG;3;PRS;FIN
japannees	japoneses	japannees	japonés	N;PL	N;MASC;PL
droom	dream	droom	dream	N;SG	N
droom	sueño	droom	sueño	N;SG	N;MASC;SG
stikstof	nitrógeno	stikstof	nitrógeno	N;SG	N;MASC;SG
opnames	grabaciones	opname	grabación	N;PL	N;FEM;PL
opnames	encuestas	opname	encuesta	N;PL	N;FEM;PL
opnames	sondeos	opname	sondeo	N;PL	N;MASC;PL
opnames	urnas	opname	urna	N;PL	N;FEM;PL
opnames	sondeos	opname	sondeo	N;PL	N;MASC;PL
opnames	encuestas	opname	encuesta	N;PL	N;FEM;PL
fotograaf	fotógrafa	fotograaf	fotógrafa	N;SG	N;FEM;SG
fotograaf	fotografo	fotograaf	fotografo	N;SG	N;MASC;SG
fotograaf	fotógrafo	fotograaf	fotógrafo	N;SG	N;MASC;SG
boris	boris	boris	bori	N;SG	N;MASC;SG
boris	borís	boris	borís	N;SG	N;MASC;SG
koninkryke	reinos	koninkryak	reino	N;PL	N;MASC;PL
interpretasie	interpretación	interpretasie	interpretación	N;SG	N;FEM;SG
wessels	wessels	wessel	wessels		
woud	bosque	woud	bosque	N;SG	N;MASC;SG
woud	selva	woud	selva	N;SG	N;FEM;SG
voorbereiding	preparación	voorbereiding	preparación	N;SG	N;FEM;SG
voorbereiding	preparación	voorbereiding	preparación	N;SG	N;FEM;SG
voorbereiding	preparatoria	voorbereiding	preparatoria	N;SG	N;FEM;SG
sirkulasie	circulación	sirkulasie	circulación	N;SG	N;FEM;SG
hervat	reanudar	hervat	reanudar	V;PRS	V;NFIN
gevaarlike	peligroso	gevaarlik	peligroso	ADJ;NOM	ADJ;MASC;SG
gevaarlike	peligrosas	gevaarlik	peligroso	ADJ;NOM	ADJ;FEM;PL
gevaarlike	peligrosos	gevaarlik	peligroso	ADJ;NOM	ADJ;MASC;PL
gevaarlike	peligrosa	gevaarlik	peligroso	ADJ;NOM	ADJ;FEM;SG
gevaarlike	peligroso	gevaarlik	peligroso	ADJ;NOM	ADJ;MASC;SG
gevaarlike	peligrosos	gevaarlik	peligroso	ADJ;NOM	ADJ;MASC;PL
gevaarlike	peligrosa	gevaarlik	peligroso	ADJ;NOM	ADJ;FEM;SG
bosse	bosse	bosse	bosse	N;PL	N
landdros	magistrado	landdros	magistrado	N;SG	N;MASC;SG
chileense	chileno	chileens	chileno	N;SG	N;MASC;SG
diamant	diamond	diamant	diamond	N;SG	N
diamant	diamante	diamant	diamante	N;SG	N;MASC;SG
vertroue	confianza	vertroue	confianza	N;SG	N;FEM;SG
beperkings	limitaciones	beperking	limitación	N;PL	N;FEM;PL
beperkings	restricciones	beperking	restricción	N;PL	N;FEM;PL
beperkings	límites	beperking	límite	N;PL	N;MASC;PL
beperkings	limites	beperking	limit	N;PL	N;MASC;PL
beperkings	condicionamientos	beperking	condicionamiento	N;PL	N;MASC;PL
beperkings	limitaciones	beperking	limitación	N;PL	N;FEM;PL
beperkings	restricciones	beperking	restricción	N;PL	N;FEM;PL
radikale	radical	radikaal	radical	ADJ;NOM	ADJ;SG
radikale	radicales	radikaal	radical	ADJ;NOM	ADJ;PL
gideon	gedeón	gideon	gedeón	N;SG	N;MASC;SG
gideon	gideon	gideon	gideon	N;SG	N;MASC;SG
vermeerder	aumentar	vermeerder	aumentar	V;PRS	V;NFIN
vermeerder	aumenta	vermeerder	aumentar	V;PRS	V;IND;SG;3;PRS;FIN
vermeerder	aumentan	vermeerder	aumentar	V;PRS	V;IND;PL;3;PRS;FIN
vermeerder	aumentar	vermeerder	aumentar	V;PRS	V;NFIN
vermeerder	incrementando	vermeerder	incrementar	V;PRS	V;V.MSDR
vermeerder	aumentando	vermeerder	aumentar	V;PRS	V;V.MSDR
herder	herder	herder	herder	N;SG	N;MASC;SG
kwessies	asuntos	kwessie	asunto	N;PL	N;MASC;PL
kwessies	cuestiones	kwessie	cuestión	N;PL	N;FEM;PL
kwessies	temas	kwessie	tema	N;PL	N;MASC;PL
grande	grande	grand	grande	ADJ;NOM	ADJ;SG
ontvangs	recibimiento	ontvangs	recibimiento	N;SG	N;MASC;SG
ontvangs	acogida	ontvangs	acogida	N;SG	N;FEM;SG
ontvangs	recepción	ontvangs	recepción	N;SG	N;FEM;SG
canada	canadá	canada	canadá		
erosie	erosión	erosie	erosión	N;SG	N;FEM;SG
terreine	sitios	terrein	sitio	N;PL	N;MASC;PL
terreine	emplazamientos	terrein	emplazamiento	N;PL	N;MASC;PL
maatreëls	mediciones	maatreël	medición	N;PL	N;FEM;PL
maatreëls	medidas	maatreël	medida	N;PL	N;FEM;PL
maatreëls	mediciones	maatreël	medición	N;PL	N;FEM;PL
derdes	tercios	derdes	tercio	N;PL	N;MASC;PL
georges	georges	georges	george	N;PL	N
variasies	variantes	variasie	variante	N;PL	N;FEM;PL
variasies	variaciones	variasie	variación	N;PL	N;FEM;PL
variasies	variantes	variasie	variante	N;PL	N;FEM;PL
vakansie	week	vakansie	week	N;SG	N;FEM;SG
vakansie	semana	vakansie	semana	N;SG	N;FEM;SG
vakansie	cumpleaños	vakansie	cumpleaños	N;SG	N;MASC
vakansie	hora	vakansie	hora	N;SG	N;FEM;SG
krige	krige	krig	krigar		
koffie	coffee	koffie	coffear	N;SG	N
koffie	cafe	koffie	cafe	N;SG	N;SG
koffie	cafetería	koffie	cafetería	N;SG	N;FEM;SG
koffie	café	koffie	café	N;SG	N;MASC;SG
viering	celebración	viering	celebración	N;SG	N;FEM;SG
viering	festejo	viering	festejo	N;SG	N;MASC;SG
skild	shield	skild	shield	N;SG	N
skild	escudo	skild	escudo	N;SG	N;MASC;SG
uitvoering	ejecución	uitvoering	ejecución	N;SG	N;FEM;SG
eeufees	centenario	eeufees	centenario	N;SG	N;MASC;SG
luiperd	leopardo	luiperd	leopardo	N;SG	N;MASC;SG
luiperd	pantera	luiperd	pantera	N;SG	N;FEM;SG
protes	protestas	prote	protesta	N;PL	N;FEM;PL
proto	proto	proto	proto		
opstel	configurar	opstel	configurar	V;PRS	V;NFIN
opstel	configure	opstel	configurar	V;PRS	V;IMP;SG;3;FIN
gat	agujero	gat	agujero	N;SG	N;MASC;SG
gat	hole	gat	hole	N;SG	N;MASC;SG
gat	hueco	gat	hueco	N;SG	N;MASC;SG
gat	hoyo	gat	hoyo	N;SG	N;MASC;SG
verkondig	aboga	verkondig	abogar	V;PRS	V;IND;SG;3;PRS;FIN
verkope	rebajas	verkoop	rebaja	N;PL	N;FEM;PL
verkope	sales	verkoop	sal	N;PL	N;FEM;PL
verkope	ventas	verkoop	venta	N;PL	N;FEM;PL
oefen	practica	oefen	practicar	V;PRS	V;IND;SG;3;PRS;FIN
oefen	practicar	oefen	practicar	V;PRS	V;NFIN
redaksie	editorial	redaksie	editorial	N;SG	N;FEM;SG
redaksie	redacción	redaksie	redacción	N;SG	N;FEM;SG
boot	barca	boot	barca	N;SG	N;FEM;SG
boot	barco	boot	barco	N;SG	N;MASC;SG
boot	embarcación	boot	embarcación	N;SG	N;FEM;SG
boot	bote	boot	bote	N;SG	N;MASC;SG
boot	lancha	boot	lancha	N;SG	N;FEM;SG
atleet	deportista	atleet	deportista	N;SG	N;SG
atleet	atleta	atleet	atleta	N;SG	N;SG
scheepers	scheepers	scheeper	scheeper		
variante	variantes	variant	variante	N;PL	N;FEM;PL
middelste	middle	middelste	middle	N;SG	N
aanbidding	adoración	aanbidding	adoración	N;SG	N;FEM;SG
aanbidding	adoración	aanbidding	adoración	N;SG	N;FEM;SG
aanbidding	culto	aanbidding	culto	N;SG	N;MASC;SG
diplomatieke	diplomática	diplomatiek	diplomático	ADJ;NOM	ADJ;FEM;SG
diplomatieke	diplomáticos	diplomatiek	diplomático	ADJ;NOM	ADJ;MASC;PL
diplomatieke	diplomáticas	diplomatiek	diplomático	ADJ;NOM	ADJ;FEM;PL
fabrieke	fábricas	fabriek	fábrica	N;PL	N;FEM;PL
liedere	cantos	lied	canto	N;PL	N;MASC;PL
liedere	canciones	lied	canción	N;PL	N;FEM;PL
liedere	songs	lied	songs	N;PL	N
drink	beber	drink	beber	V;PRS	V;NFIN
drink	bebiendo	drink	beber	V;PRS	V;V.MSDR
standpunte	posiciones	standpunt	posición	N;PL	N;FEM;PL
standpunte	posturas	standpunt	postura	N;PL	N;FEM;PL
aankoop	adquirir	aankoop	adquirir	V;PRS	V;NFIN
aankoop	comprar	aankoop	comprar	V;PRS	V;NFIN
riglyne	pautas	riglyn	pauta	N;PL	N;FEM;PL
riglyne	orientaciones	riglyn	orientación	N;PL	N;FEM;PL
riglyne	directrices	riglyn	directriz	N;PL	N;FEM;PL
kamera	camera	kamera	camera	N;SG	N;FEM;SG
kamera	cámara	kamera	cámara	N;SG	N;FEM;SG
kamera	camara	kamera	camara	N;SG	N;FEM;SG
skedel	calavera	skedel	calavero	N;SG	N;FEM;SG
skedel	cráneo	skedel	cráneo	N;SG	N;MASC;SG
skedel	skull	skedel	skull	N;SG	N
vergeet	olvide	vergeet	olvidar	V;PRS	V;IMP;SG;3;FIN
vergeet	olvidar	vergeet	olvidar	V;PRS	V;NFIN
vergeet	olvida	vergeet	olvidar	V;PRS	V;IND;SG;3;PRS;FIN
kortstondige	momentánea	kortstondig	momentáneo	ADJ;NOM	ADJ;FEM;SG
werkwoord	verbo	werkwoord	verbo	N;SG	N;MASC;SG
werkwoord	sustantivo	werkwoord	sustantivo	N;SG	N;MASC;SG
ontplof	explote	ontplof	explotar	V;PRS	V;IMP;SG;3;FIN
ontplof	explotar	ontplof	explotar	V;PRS	V;NFIN
ontplof	explotan	ontplof	explotar	V;PRS	V;IND;PL;3;PRS;FIN
sny	recortar	sny	recortar	V;PRS	V;NFIN
eksamen	examen	eksamen	examen	N;SG	N;MASC;SG
eksamen	exámen	eksamen	exámen	N;SG	N;MASC;SG
welvaart	bienestar	welvaart	bienestar	N;SG	N;MASC;SG
elektromagnetiese	electromagnético	elektromagneties	electromagnético	ADJ;NOM	ADJ;MASC;SG
elektromagnetiese	electromagnética	elektromagneties	electromagnético	ADJ;NOM	ADJ;FEM;SG
amerikas	américa	amerikas	américa	N;SG	N;FEM;SG
ref	ref	ref	ref		
vensters	windows	venster	windows	N;PL	N;MASC
vensters	ventanas	venster	ventana	N;PL	N;FEM;PL
vensters	ventanillas	venster	ventanilla	N;PL	N;FEM;PL
huwelike	matrimonios	huwelik	matrimonio	N;PL	N;MASC;PL
voorlopige	preliminar	voorlopig	preliminar	ADJ;NOM	ADJ;SG
voorlopige	preliminares	voorlopig	preliminar	ADJ;NOM	ADJ;PL
standbeelde	estatuas	standbeeld	estatua	N;PL	N;FEM;PL
tydperke	periodos	tydperk	periodo	N;PL	N;MASC;PL
tydperke	períodos	tydperk	período	N;PL	N;MASC;PL
eise	siniestros	eise	siniestro	N;PL	N;MASC;PL
eise	reclamos	eise	reclamo	N;PL	N;MASC;PL
eise	reclamaciones	eise	reclamación	N;PL	N;FEM;PL
bij	bij	bij	bij		
tonnel	túnel	tonnel	túnel	N;SG	N;MASC;SG
tonnel	tunel	tonnel	tunel	N;SG	N;MASC;SG
spits	escupe	spits	escupe	V;PRS	V;IND;SG;3;PRS;FIN
voorwaarde	condicion	voorwaarde	condicionr	N;SG	N;FEM;SG
voorwaarde	estado	voorwaarde	estado	N;SG	N;MASC;SG
voorwaarde	condición	voorwaarde	condición	N;SG	N;FEM;SG
reekse	gamas	reeks	gama	N;PL	N;FEM;PL
reekse	rangos	reeks	rango	N;PL	N;MASC;PL
reekse	intervalos	reeks	intervalo	N;PL	N;MASC;PL
burgerskap	ciudadanía	burgerskap	ciudadanía	N;SG	N;FEM;SG
burgerskap	nacionalidad	burgerskap	nacionalidad	N;SG	N;FEM;SG
keur	apruebe	keur	aprobar	V;PRS	V;SBJV;SG;3;FIN
keur	aprueba	keur	aprobar	V;PRS	V;IND;SG;3;PRS;FIN
keur	aprobar	keur	aprobar	V;PRS	V;NFIN
hoogtes	heights	hoogte	height	N;PL	N;MASC;PL
hoogtes	alturas	hoogte	altura	N;PL	N;FEM;PL
molekulêre	moleculares	molekulêr	molecular	ADJ;NOM	ADJ;PL
molekulêre	molecular	molekulêr	molecular	ADJ;NOM	ADJ;SG
rekords	actas	rekord	acta	N;PL	N;FEM;PL
rekords	registros	rekord	registro	N;PL	N;MASC;PL
rekords	discos	rekord	disco	N;PL	N;MASC;PL
rekords	records	rekord	records	N;PL	N;MASC
gote	godos	goot	godo	N;PL	N;MASC;PL
veldtogte	campañas	veldtog	campaña	N;PL	N;FEM;PL
pligte	deberes	plig	deber	N;PL	N;MASC;PL
hennie	hennie	hennie	hennie		
persoonlikhede	personalidades	persoonlikheid	personalidad	N;PL	N;FEM;PL
transkei	transkei	transkei	transkei		
religie	religion	religie	religion	N;SG	N;FEM;SG
religie	religión	religie	religión	N;SG	N;FEM;SG
richmond	richmond	richmond	richmond	N;SG	N;MASC;SG
fakulteit	claustro	fakulteit	claustro	N;SG	N;MASC;SG
fakulteit	facultad	fakulteit	facultad	N;SG	N;FEM;SG
kosakke	cosacos	kosak	cosaco	N;PL	N;MASC;PL
cité	cité	cité	cité	N;SG	N;MASC;SG
dinamiese	dinámicos	dinamies	dinámico	ADJ;NOM	ADJ;MASC;PL
dinamiese	dinámicas	dinamies	dinámico	ADJ;NOM	ADJ;FEM;PL
dinamiese	dinámico	dinamies	dinámico	ADJ;NOM	ADJ;MASC;SG
uitvinding	invento	uitvinding	invento	N;SG	N;MASC;SG
uitvinding	invención	uitvinding	invención	N;SG	N;FEM;SG
uitvinding	inventiva	uitvinding	inventiva	N;SG	N;FEM;SG
moslem	musulmanes	moslem	musulmán	N;PL	N;MASC;PL
schreiner	schreiner	schreiner	schreiner		
logiese	lógicos	logies	lógico	ADJ;NOM	ADJ;MASC;PL
logiese	lógico	logies	lógico	ADJ;NOM	ADJ;MASC;SG
logiese	lógica	logies	lógico	ADJ;NOM	ADJ;FEM;SG
legendariese	legendario	legendaries	legendario	ADJ;NOM	ADJ;MASC;SG
legendariese	legendaria	legendaries	legendario	ADJ;NOM	ADJ;FEM;SG
topografiese	topográficos	topografies	topográfico	ADJ;NOM	ADJ;MASC;PL
gene	gene	gene	gene	N;SG	N
gene	gen	gene	gen	N;SG	N;MASC;SG
belowe	prometer	beloof	prometer	V;PRS	V;NFIN
belowe	prometen	beloof	prometer	V;PRS	V;IND;PL;3;PRS;FIN
busse	ómnibus	busse	ómnibus	N;PL	N;MASC
busse	autobuses	busse	autobús	N;PL	N;MASC;PL
busse	buses	busse	bus	N;PL	N;MASC;PL
beskawings	civilizaciones	beskawing	civilización	N;PL	N;FEM;PL
uitgesluit	excluir	uitsluit	excluir	V;PST;V.PTCP	V;NFIN
uitgesluit	excluya	uitsluit	excluir	V;PST;V.PTCP	V;IMP;SG;3;FIN
uitgesluit	excluyendo	uitsluit	excluir	V;PST;V.PTCP	V;V.MSDR
frekwensie	periodicidad	frekwensie	periodicidad	N;SG	N;FEM;SG
frekwensie	frecuencia	frekwensie	frecuencia	N;SG	N;FEM;SG
agterkant	espalda	agterkant	espalda	N;SG	N;FEM;SG
agterkant	regreso	agterkant	regreso	N;SG	N;MASC;SG
oplossings	soluciones	oplossing	solución	N;PL	N;FEM;PL
keisers	emperadores	keiser	emperador	N;PL	N;MASC;PL
soet	sweet	soet	sweet	N;SG	N
vereistes	requisitos	vereiste	requisito	N;PL	N;MASC;PL
vereistes	requerimientos	vereiste	requerimiento	N;PL	N;MASC;PL
denis	dionisio	denis	dionisio	N;SG	N;MASC;SG
mesopotamië	mesopotamia	mesopotamië	mesopotamia	N;SG	N;FEM;SG
victoriaanse	victoriana	victoriaans	victoriano	ADJ;NOM	ADJ;FEM;SG
victoriaanse	victoriano	victoriaans	victoriano	ADJ;NOM	ADJ;MASC;SG
uitgevind	inventó	uitvind	inventar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
lyste	listas	lyste	lista	N;PL	N;FEM;PL
verhit	calienta	verhit	calentar	V;PRS	V;IND;SG;3;PRS;FIN
konsepte	borradores	konsepte	borrador	N;PL	N;MASC;PL
konsepte	conceptos	konsepte	concepto	N;PL	N;MASC;PL
konsepte	nociones	konsepte	noción	N;PL	N;FEM;PL
bekendstelling	introducción	bekendstelling	introducción	N;SG	N;FEM;SG
bekendstelling	intro	bekendstelling	intro	N;SG	N;FEM;SG
bekendstelling	introducción	bekendstelling	introducción	N;SG	N;FEM;SG
massiewe	massive	massief	massivir	N;SG	N
verlaag	bajar	verlaag	bajar	V;PRS	V;NFIN
spreker	altavoz	spreker	altavoz	N;SG	N;MASC;SG
spreker	orador	spreker	orador	N;SG	N;MASC;SG
spreker	parlante	spreker	parlante	N;SG	N;SG
spreker	oradora	spreker	oradora	N;SG	N;FEM;SG
stasies	estaciones	stasie	estación	N;PL	N;FEM;PL
stasies	emisoras	stasie	emisora	N;PL	N;FEM;PL
verwesenlik	apuntar	verwesenlik	apuntar	V;PRS	V;NFIN
verwesenlik	apunten	verwesenlik	apuntar	V;PRS	V;IMP;PL;3;FIN
laan	laan	laan	laer		
herinnering	memoria	herinnering	memoria	N;SG	N;FEM;SG
fisieke	física	fisiek	físico	ADJ;NOM	ADJ;FEM;SG
fisieke	físicas	fisiek	físico	ADJ;NOM	ADJ;FEM;PL
fisieke	fisico	fisiek	fisico	ADJ;NOM	ADJ;MASC;SG
fisieke	físicos	fisiek	físico	ADJ;NOM	ADJ;MASC;PL
fisieke	físico	fisiek	físico	ADJ;NOM	ADJ;MASC;SG
bedreigde	amenazadas	bedreig	amenazado	ADJ;NOM	ADJ;FEM;PL;V.PTCP
bedreigde	amenazado	bedreig	amenazar	ADJ;NOM	ADJ;MASC;SG;V.PTCP
klippe	stones	klip	ston	N;PL	N;MASC;PL
klippe	piedras	klip	piedra	N;PL	N;FEM;PL
klippe	rocks	klip	rocks	N;PL	N;MASC
klippe	rocas	klip	roca	N;PL	N;FEM;PL
klippe	piedras	klip	piedra	N;PL	N;FEM;PL
vergelykings	comparaciones	vergelyking	comparación	N;PL	N;FEM;PL
vergelykings	ecuaciones	vergelyking	ecuación	N;PL	N;FEM;PL
politici	políticos	politici	político	N;PL	N;MASC;PL
politici	politicos	politici	politico	N;PL	N;MASC;PL
ontwerper	diseñadora	ontwerper	diseñador	N;SG	N;FEM;SG
ontwerper	diseñador	ontwerper	diseñador	N;SG	N;MASC;SG
tonele	escenas	tonele	escena	N;PL	N;FEM;PL
kilogram	kilogramo	kilogram	kilogramo	N;SG	N;MASC;SG
skielike	repentino	skielik	repentino	ADJ;NOM	ADJ;MASC;SG
skielike	súbita	skielik	súbita	ADJ;NOM	ADJ;FEM;SG
skielike	súbito	skielik	súbito	ADJ;NOM	ADJ;MASC;SG
skielike	repentina	skielik	repentino	ADJ;NOM	ADJ;FEM;SG
alkohol	alcohol	alkohol	alcohol	N;SG	N;MASC;SG
sang	canto	sang	canto	N;SG	N;MASC;SG
herlewing	renacimiento	herlewing	renacimiento	N;SG	N;MASC;SG
herlewing	reactivación	herlewing	reactivación	N;SG	N;FEM;SG
herlewing	resurgimiento	herlewing	resurgimiento	N;SG	N;MASC;SG
rif	ridge	rif	redgir	N;SG	N;MASC;SG
rif	cresta	rif	cresta	N;SG	N;FEM;SG
melding	mención	melding	mención	N;SG	N;FEM;SG
oberliga	oberliga	oberliga	oberliga	N;SG	N;FEM;SG
hoogland	altiplano	hoogland	altiplano	N;SG	N;MASC;SG
room	nata	room	nata	N;SG	N;FEM;SG
room	cream	room	cream	N;SG	N
room	crema	room	crema	N;SG	N;FEM;SG
simboliseer	simboliza	simboliseer	simbolizar	V;PRS	V;IND;SG;3;PRS;FIN
aluminium	aluminio	aluminium	aluminio	N;SG	N;MASC;SG
aluminium	aluminio	aluminium	aluminio	N;SG	N;MASC;SG
erkende	reconocido	erken	reconocido	ADJ;NOM	ADJ;MASC;SG;V.PTCP
erkende	reconocidas	erken	reconocido	ADJ;NOM	ADJ;FEM;PL;V.PTCP
erkende	reconocidos	erken	reconocido	ADJ;NOM	ADJ;MASC;PL;V.PTCP
erkende	reconocida	erken	reconocido	ADJ;NOM	ADJ;FEM;SG;V.PTCP
erkende	reconocido	erken	reconocido	ADJ;NOM	ADJ;MASC;SG;V.PTCP
erkende	reconocidas	erken	reconocido	ADJ;NOM	ADJ;FEM;PL;V.PTCP
erkende	reconocidos	erken	reconocido	ADJ;NOM	ADJ;MASC;PL;V.PTCP
erkende	reconocida	erken	reconocido	ADJ;NOM	ADJ;FEM;SG;V.PTCP
verleng	extender	verleng	extender	V;PRS	V;NFIN
gandhi	gandhi	gandhi	gandhi	N;SG	N;MASC;SG
uitbrei	ampliar	uitbrei	ampliar	V;PRS	V;NFIN
uitbrei	expandirse	uitbrei	expandir	V;PRS	V;SBJV;SG;3;PRS;FIN
uitbrei	expandir	uitbrei	expandir	V;PRS	V;NFIN
uitbrei	extender	uitbrei	extender	V;PRS	V;NFIN
wesens	seres	wesens	ser	N;PL	N;MASC;PL
roetes	rutas	roete	ruta	N;PL	N;FEM;PL
soewereiniteit	soberanía	soewereiniteit	soberanía	N;SG	N;FEM;SG
springs	muelles	spring	muelle	N;PL	N;MASC;PL
springs	springs	spring	springs	N;PL	N;MASC;PL
springs	resortes	spring	resorte	N;PL	N;MASC;PL
springs	manantiales	spring	manantial	N;PL	N;MASC;PL
tee	té	tee	té	N;SG	N;MASC;SG
eed	juramento	eed	juramento	N;SG	N;MASC;SG
restaurant	restaurante	restaurant	restaurante	N;SG	N;SG
intelligensie	inteligencia	intelligensie	inteligencia	N;SG	N;FEM;SG
bekragtig	validar	bekragtig	validar	V;PRS	V;NFIN
sleg	mal	sleg	mal	ADV	ADV
notas	notes	notas	note	N;SG	N
pre	pre	pre	pre		
outomatiese	automática	outomaties	automático	ADJ;NOM	ADJ;FEM;SG
outomatiese	automático	outomaties	automático	ADJ;NOM	ADJ;MASC;SG
aksies	acciones	aksie	acción	N;PL	N;FEM;PL
skandinawië	escandinavia	skandinawië	escandinavia	N;SG	N;FEM;SG
datums	fechas	datum	fecha	N;PL	N;FEM;PL
fabriek	fabrica	fabriek	fabricar	N;SG	N;FEM;SG
fabriek	factoría	fabriek	factoría	N;SG	N;FEM;SG
fabriek	factory	fabriek	factory	N;SG	N;MASC;SG
fabriek	fábrica	fabriek	fábrica	N;SG	N;FEM;SG
vervaardigers	productores	vervaardiger	productor	N;PL	N;MASC;PL
vervaardigers	productoras	vervaardiger	productora	N;PL	N;FEM;PL
voortdurende	continuo	voortdurend	continuo	ADJ;NOM	ADJ;MASC;SG
voortdurende	continuado	voortdurend	continuado	ADJ;NOM	ADJ;MASC;SG;V.PTCP
snitte	huellas	snit	huella	N;PL	N;FEM;PL
snitte	pistas	snit	pista	N;PL	N;FEM;PL
snitte	tracks	snit	tracks	N;PL	N;MASC;PL
hipotese	hipótesis	hipotees	hipótesis	N;SG	N;FEM
perse	persas	pers	persa	N;PL	N;PL
vaardighede	habilidades	vaardigheid	habilidad	N;PL	N;FEM;PL
vaardighede	destrezas	vaardigheid	destreza	N;PL	N;FEM;PL
vaardighede	competencias	vaardigheid	competencia	N;PL	N;FEM;PL
neiging	tendencia	neiging	tendencia	N;SG	N;FEM;SG
fundamentele	fundamentales	fundamenteel	fundamental	ADJ;NOM	ADJ;PL
fundamentele	fundamental	fundamenteel	fundamental	ADJ;NOM	ADJ;SG
regterkant	derecho	regterkant	derecho	N;SG	N;MASC;SG
regterkant	derecha	regterkant	derecha	N;SG	N;FEM;SG
essays	ensayos	essays	ensayo	N;PL	N;MASC;PL
wisselwerking	interacción	wisselwerking	interacción	N;SG	N;FEM;SG
elementêre	elementales	elementêre	elemental	ADJ;NOM	ADJ;PL
elementêre	elemental	elementêre	elemental	ADJ;NOM	ADJ;SG
sarel	lerae	sarel	lerae		
aspek	aspecto	aspek	aspecto	N;SG	N;MASC;SG
senator	senador	senator	senador	N;SG	N;MASC;SG
senator	senadora	senator	senadora	N;SG	N;FEM;SG
vreedsame	pacífico	vreedsaam	pacífico	ADJ;NOM	ADJ;MASC;SG
vreedsame	pacíficos	vreedsaam	pacífico	ADJ;NOM	ADJ;MASC;PL
vreedsame	pacífica	vreedsaam	pacífico	ADJ;NOM	ADJ;FEM;SG
kok	kok	kok	kok		
lughawens	aeropuertos	lughawens	aeropuerto	N;PL	N;MASC;PL
bed	cama	bed	cama	N;SG	N;FEM;SG
bed	lecho	bed	lecho	N;SG	N;MASC;SG
besigheid	reunión	besigheid	reunión	N;SG	N;FEM;SG
besigheid	encuentro	besigheid	encuentro	N;SG	N;MASC;SG
besigheid	empresa	besigheid	empresa	N;SG	N;FEM;SG
besigheid	negocio	besigheid	negocio	N;SG	N;MASC;SG
ontploffing	explosión	ontploffing	explosión	N;SG	N;FEM;SG
ontploffing	estallido	ontploffing	estallido	N;SG	N;MASC;SG
rembrandt	rembrandt	rembrandt	rembrandt	N;SG	N;MASC;SG
konserte	conciertos	konserte	concierto	N;PL	N;MASC;PL
seremonie	ceremonia	seremonie	ceremonia	N;SG	N;FEM;SG
staande	standing	staand	standing		
munte	monedas	munt	moneda	N;PL	N;FEM;PL
gery	condujo	gery	conducir	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
gery	montó	gery	montar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
lêers	files	lêers	fil	N;PL	N
lêers	archivos	lêers	archivo	N;PL	N;MASC;PL
lêers	expedientes	lêers	expediente	N;PL	N;MASC;PL
lêers	ficheros	lêers	fichero	N;PL	N;MASC;PL
huishoudelike	doméstico	huishoudelik	doméstico	ADJ;NOM	ADJ;MASC;SG
huishoudelike	doméstica	huishoudelik	doméstico	ADJ;NOM	ADJ;FEM;SG
huishoudelike	domésticas	huishoudelik	doméstico	ADJ;NOM	ADJ;FEM;PL
huishoudelike	domésticos	huishoudelik	doméstico	ADJ;NOM	ADJ;MASC;PL
huishoudelike	doméstico	huishoudelik	doméstico	ADJ;NOM	ADJ;MASC;SG
korrupsie	corrupción	korrupsie	corrupción	N;SG	N;FEM;SG
kommunikeer	comunicar	kommunikeer	comunicar	V;PRS	V;NFIN
noodsaaklike	imprescindible	noodsaaklik	imprescindible	ADJ;NOM	ADJ;SG
noodsaaklike	indispensable	noodsaaklik	indispensable	ADJ;NOM	ADJ;SG
noodsaaklike	esenciales	noodsaaklik	esencial	ADJ;NOM	ADJ;PL
noodsaaklike	imprescindibles	noodsaaklik	imprescindible	ADJ;NOM	ADJ;PL
noodsaaklike	esencial	noodsaaklik	esencial	ADJ;NOM	ADJ;SG
prefektuur	prefectura	prefektuur	prefectura	N;SG	N;FEM;SG
ville	ville	ville	ville	N;SG	N;FEM;SG
bye	abejas	byd	abeja	N;PL	N;FEM;PL
nuttige	servicial	nuttig	servicial	ADJ;NOM	ADJ;SG
nuttige	útil	nuttig	útil	ADJ;NOM	ADJ;SG
nuttige	útiles	nuttig	útil	ADJ;NOM	ADJ;PL
straal	haz	straal	hacer	V;PRS	V;IND;SG;2;PRS;FIN
doeltreffend	eficientemente	doeltreffend	eficientemente	ADV	ADV
saad	semilla	saad	semilla	N;SG	N;FEM;SG
regiment	regimiento	regiment	regimiento	N;SG	N;MASC;SG
groenland	groenlandia	groenland	groenlandia	N;SG	N;FEM;SG
verwerking	proyección	verwerking	proyección	N;SG	N;FEM;SG
masjien	motor	masjien	motor	N;SG	N;MASC;SG
masjien	máquina	masjien	máquina	N;SG	N;FEM;SG
masjien	maquina	masjien	maquina	N;SG	N;FEM;SG
