per	para	per	para	ADP	ADP
foreste	bosques	foresta	bosque	N;FEM;PL	N;MASC;PL
grazia	gracia	grazia	gracia	N;FEM;SG	N;FEM;SG
grazia	grazia	grazia	grazia	N;FEM;SG	N;FEM;SG
gay	gays	gay	gay	N;MASC	N;PL
gay	gays	gay	gay	N;MASC	N;PL
gay	gay	gay	gay	N;MASC	N;SG
armando	armando	armando	armar	V;V.MSDR	V;V.MSDR
journal	diario	journal	diario	N;FEM	N;MASC;SG
journal	journal	journal	journal	N;FEM	N;SG
journal	revista	journal	revista	N;FEM	N;FEM;SG
roccia	piedra	roccia	piedra	N;FEM;SG	N;FEM;SG
roccia	roca	roccia	roca	N;FEM;SG	N;FEM;SG
roccia	rock	roccia	rock	N;FEM;SG	N;MASC;SG
finestra	ventana	finestra	ventana	N;FEM;SG	N;FEM;SG
finestra	ventanilla	finestra	ventanilla	N;FEM;SG	N;FEM;SG
finestra	window	finestra	window	N;FEM;SG	N
finestra	escaparate	finestra	escaparate	N;FEM;SG	N;MASC;SG
undici	once	undici	once	NUM	NUM;PL
estrema	extrema	estremo	extremo	ADJ;FEM;SG	ADJ;FEM;SG
editori	editoriales	editore	editorial	N;MASC;PL	N;FEM;PL
editori	editores	editore	editor	N;MASC;PL	N;MASC;PL
editori	redactores	editore	redactor	N;MASC;PL	N;MASC;PL
editori	editores	editore	editor	N;MASC;PL	N;MASC;PL
eredità	patrimonio	eredità	patrimonio	N;FEM	N;MASC;SG
eredità	herencia	eredità	herencia	N;FEM	N;FEM;SG
eredità	heritage	eredità	heritage	N;FEM	N;MASC;SG
eredità	legado	eredità	legado	N;FEM	N;MASC;SG
eredità	legacy	eredità	legacy	N;FEM	N
eredità	herencia	eredità	herencia	N;FEM	N;FEM;SG
eredità	herencia	eredità	herencia	N;FEM	N;FEM;SG
eredità	sucesión	eredità	sucesión	N;FEM	N;FEM;SG
considera	considerar	considerare	considerar	V;IND;SG;3;PRS;FIN	V;NFIN
considera	considera	considerare	considerar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
funzionamento	operación	funzionamento	operación	N;MASC;SG	N;FEM;SG
funzionamento	funcionamiento	funzionamento	funcionamiento	N;MASC;SG	N;MASC;SG
funzionamento	funcionamiento	funzionamento	funcionamiento	N;MASC;SG	N;MASC;SG
paziente	paciente	paziente	paciente	N;SG	N;SG
dramma	drama	dramma	drama	N;MASC;SG	N;MASC;SG
ron	ron	ron	ron	N;SG	N;MASC;SG
fotografo	fotógrafa	fotografo	fotógrafa	N;MASC;SG	N;FEM;SG
fotografo	fotografo	fotografo	fotografo	N;MASC;SG	N;MASC;SG
fotografo	fotógrafo	fotografo	fotógrafo	N;MASC;SG	N;MASC;SG
permanente	permanente	permanente	permanente	ADJ;SG	ADJ;SG
permanente	permanente	permanente	permanente	ADJ;SG	ADJ;SG
corretta	corregido	corretto	corregido	ADJ;FEM;SG	ADJ;MASC;SG;V.PTCP
corretta	corregida	corretto	corregido	ADJ;FEM;SG	ADJ;FEM;SG;V.PTCP
corretta	correcto	corretto	correcto	ADJ;FEM;SG	ADJ;MASC;SG
corretta	correcta	corretto	correcto	ADJ;FEM;SG	ADJ;FEM;SG
broadway	broadway	broadway	broadway	N;MASC	N;FEM;SG
ampliamento	ampliación	ampliamento	ampliación	N;MASC;SG	N;FEM;SG
cannone	cañón	cannone	cañón	N;MASC;SG	N;MASC;SG
cannone	cañon	cannone	cañon	N;MASC;SG	N;MASC;SG
palazzi	palacios	palazzo	palacio	N;MASC;PL	N;MASC;PL
lezioni	enseñanzas	lezione	enseñanza	N;FEM;PL	N;FEM;PL
lezioni	lecciones	lezione	lección	N;FEM;PL	N;FEM;PL
lezioni	clases	lezione	clase	N;FEM;PL	N;FEM;PL
rotta	rumbo	rotta	rumbo	N;FEM;SG	N;MASC;SG
rotta	curso	rotta	curso	N;FEM;SG	N;MASC;SG
rotta	broken	rotta	broken	N;FEM;SG	N
camillo	camillo	camillo	camillo	N;MASC;SG	N;MASC;SG
serra	serra	serra	ser	N;FEM;SG	N;FEM;SG
serra	invernadero	serra	invernadero	N;FEM;SG	N;MASC;SG
rimasero	permanecieron	rimanere	permanecer	V;IND;PL;3;PST;FIN	V;IND;PL;3;PST;FIN
residenti	residentes	residente	residente	N;PL	N;PL
residenti	residentes	residente	residente	N;PL	N;PL
residenti	habitantes	residente	habitante	N;PL	N;PL
ministri	ministros	ministro	ministro	N;MASC;PL	N;MASC;PL
ministri	ministras	ministro	ministra	N;MASC;PL	N;FEM;PL
hong	hong	hong	hong	N;MASC	N;MASC;SG
dottore	medico	dottore	medico	N;MASC;SG	N;MASC;SG
dottore	médico	dottore	médico	N;MASC;SG	N;MASC;SG
dottore	doctora	dottore	doctora	N;MASC;SG	N;FEM;SG
dottore	doctor	dottore	doctor	N;MASC;SG	N;MASC;SG
frequenti	frecuentes	frequente	frecuente	ADJ;PL	ADJ;PL
ville	chalets	villa	chalet	N;FEM;PL	N;MASC;PL
ville	villas	villa	villa	N;FEM;PL	N;FEM;PL
passaggi	pasajes	passaggio	pasaje	N;MASC;PL	N;MASC;PL
passaggi	peldaños	passaggio	peldaño	N;MASC;PL	N;MASC;PL
passaggi	pasos	passaggio	paso	N;MASC;PL	N;MASC;PL
passaggi	escalones	passaggio	escalón	N;MASC;PL	N;MASC;PL
dragon	dragones	dragon	dragón	N;MASC	N;MASC;PL
dragon	dragón	dragon	dragón	N;MASC	N;MASC;SG
dragon	dragon	dragon	dragon	N;MASC	N;MASC;SG
domande	preguntas	domanda	pregunta	N;FEM;PL	N;FEM;PL
domande	interrogantes	domanda	interrogante	N;FEM;PL	N;PL
domande	cuestiones	domanda	cuestión	N;FEM;PL	N;FEM;PL
culture	cultivos	cultura	cultivo	N;FEM;PL	N;MASC;PL
culture	culturas	cultura	cultura	N;FEM;PL	N;FEM;PL
fossili	fósiles	fossile	fósil	N;MASC;PL	N;MASC;PL
fossili	fósiles	fossile	fósil	N;MASC;PL	N;MASC;PL
monza	monza	monza	monza	N;FEM;SG	N;MASC;SG
franchi	francos	franco	franco	N;MASC;PL	N;MASC;PL
franchi	franks	franco	frank	N;MASC;PL	N
franchi	francos	franco	franco	N;MASC;PL	N;MASC;PL
opportunità	oportunidad	opportunità	oportunidad	N;FEM	N;FEM;SG
opportunità	oportunidades	opportunità	oportunidad	N;FEM	N;FEM;PL
opportunità	oportunidades	opportunità	oportunidad	N;FEM	N;FEM;PL
reparto	departamento	reparto	departamento	N;MASC;SG	N;MASC;SG
eroi	heroes	eroe	heroe	N;MASC;PL	N;MASC;PL
eroi	héroes	eroe	héroe	N;MASC;PL	N;MASC;PL
reno	rin	reno	rin	N;MASC;SG	N;MASC;SG
reno	rhin	reno	rhin	N;MASC;SG	N;MASC;SG
reno	reno	reno	reno	N;MASC;SG	N;MASC;SG
uova	huevos	uovo	huevo	N;FEM;PL	N;MASC;PL
dimostrare	demuestre	dimostrare	demostrar	V;NFIN	V;IMP;SG;3;FIN
dimostrare	demostrar	dimostrare	demostrar	V;NFIN	V;NFIN
dimostrare	probar	dimostrare	probar	V;NFIN	V;NFIN
dimostrare	demostrar	dimostrare	demostrar	V;NFIN	V;NFIN
dimostrare	demostrando	dimostrare	demostrar	V;NFIN	V;V.MSDR
sostituita	sustituyó	sostituire	sustituir	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
estremo	extrema	estremo	extremo	ADJ;MASC;SG	ADJ;FEM;SG
rappresentare	representar	rappresentare	representar	V;NFIN	V;NFIN
rappresentare	representa	rappresentare	representar	V;NFIN	V;IND;SG;3;PRS;FIN
rappresentare	representan	rappresentare	representar	V;NFIN	V;IND;PL;3;PRS;FIN
rappresentare	represente	rappresentare	represente	V;NFIN	V;SBJV;SG;3;PRS;FIN
fondatori	fundadores	fondatore	fundador	N;MASC;PL	N;MASC;PL
arabi	arab	arabo	arab	N;MASC;PL	N
arabi	árabes	arabo	árabe	N;MASC;PL	N;PL
arabi	árabes	arabo	árabe	N;MASC;PL	N;PL
perdendo	perder	perdere	perder	V;V.MSDR	V;NFIN
perdendo	perdiendo	perdere	perder	V;V.MSDR	V;V.MSDR
convenzione	convención	convenzione	convención	N;FEM;SG	N;FEM;SG
convenzione	convenio	convenzione	convenio	N;FEM;SG	N;MASC;SG
individuali	individuales	individuale	individual	ADJ;PL	ADJ;PL
emma	emma	emma	emma	N;FEM;SG	N;FEM;SG
track	pista	track	pista	N	N;FEM;SG
track	track	track	track	N	N;SG
track	atletismo	track	atletismo	N	N;MASC;SG
union	union	union	union	N;MASC;SG	N;SG
union	unión	union	unión	N;MASC;SG	N;FEM;SG
union	sindicato	union	sindicato	N;MASC;SG	N;MASC;SG
maestri	masters	maestro	master	N;MASC;PL	N;MASC;PL
maestri	maestros	maestro	maestro	N;MASC;PL	N;MASC;PL
calore	heat	calore	heat	N;MASC;SG	N;MASC
calore	calor	calore	calor	N;MASC;SG	N;MASC;SG
calore	calidez	calore	calidez	N;MASC;SG	N;FEM;SG
calore	calor	calore	calor	N;MASC;SG	N;MASC;SG
cratere	cráter	cratere	cráter	N;MASC;SG	N;MASC;SG
perfettamente	perfectamente	perfettamente	perfectamente	ADV	ADV
libretto	libreto	libretto	libreto	N;MASC;SG	N;MASC;SG
collo	cuello	collo	cuello	N;MASC;SG	N;MASC;SG
rotazione	rotación	rotazione	rotación	N;FEM;SG	N;FEM;SG
rotazione	rotación	rotazione	rotación	N;FEM;SG	N;FEM;SG
settori	sectores	settore	sector	N;MASC;PL	N;MASC;PL
soprano	soprano	soprano	soprano	N;MASC;SG	N;FEM;SG
popolarità	popularidad	popolarità	popularidad	N;FEM	N;FEM;SG
grotta	gruta	grotta	gruta	N;FEM;SG	N;FEM;SG
grotta	cueva	grotta	cueva	N;FEM;SG	N;FEM;SG
grotta	cave	grotta	cave	N;FEM;SG	N
grotta	caverna	grotta	caverna	N;FEM;SG	N;FEM;SG
grotta	gruta	grotta	gruta	N;FEM;SG	N;FEM;SG
segnato	cubrió	segnare	cubrir	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
segnato	anotó	segnare	anotar	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
commons	commons	commons	commons	N;FEM;SG	N;FEM;SG
monica	monica	monica	monica	N;FEM;SG	N;FEM;SG
monica	mónica	monica	mónico	N;FEM;SG	N;FEM;SG
economici	baratas	economico	barato	ADJ;MASC;PL	ADJ;FEM;PL
valida	valido	valido	valer	ADJ;FEM;SG	ADJ;MASC;SG;V.PTCP
valida	válida	valido	válido	ADJ;FEM;SG	ADJ;FEM;SG
valida	válido	valido	válido	ADJ;FEM;SG	ADJ;MASC;SG
valida	valida	valido	valida	ADJ;FEM;SG	ADJ;FEM;SG;V.PTCP
moderne	modernos	moderno	moderno	ADJ;FEM;PL	ADJ;MASC;PL
moderne	modernas	moderno	moderno	ADJ;FEM;PL	ADJ;FEM;PL
dino	dino	dino	denir	N;MASC;SG	N;MASC;SG
dino	ernie	dino	ernie	N;MASC;SG	N;MASC;SG
draft	borrador	draft	borrador	N;MASC	N;MASC;SG
draft	draft	draft	draft	N;MASC	N;MASC;SG
viva	vivo	vivo	vivo	ADJ;FEM;SG	ADJ;MASC;SG
indicata	indicó	indicare	indicar	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
scoppio	estallido	scoppio	estallido	N;MASC;SG	N;MASC;SG
scoppio	ráfaga	scoppio	ráfaga	N;MASC;SG	N;FEM;SG
borbone	borbón	borbone	borbón	N;FEM;SG	N;MASC;SG
borbone	bourbon	borbone	bourbon	N;FEM;SG	N;MASC;SG
canton	cantón	canton	cantón	N;MASC;SG	N;MASC;SG
canton	guangzhou	canton	guangzhou	N;MASC;SG	N;MASC;SG
canton	cantón	canton	cantón	N;MASC;SG	N;MASC;SG
canton	canton	canton	canton	N;MASC;SG	N;MASC;SG
teologia	teología	teologia	teología	N;FEM;SG	N;FEM;SG
antichità	antigüedades	antichità	antigüedad	N;FEM	N;FEM;PL
antichità	antigüedades	antichità	antigüedad	N;FEM	N;FEM;PL
antichità	antiguedad	antichità	antiguedad	N;FEM	N;FEM;SG
antichità	antigüedad	antichità	antigüedad	N;FEM	N;FEM;SG
walker	walker	walker	walker	N;MASC	N
walker	caminante	walker	caminante	N;MASC	N;SG
consumo	consumo	consumo	consumo	N;MASC;SG	N;MASC;SG
satellite	satélite	satellite	satélite	N;MASC;SG	N;MASC;SG
valido	valido	valido	valer	ADJ;MASC;SG	ADJ;MASC;SG;V.PTCP
valido	válida	valido	válido	ADJ;MASC;SG	ADJ;FEM;SG
valido	válido	valido	válido	ADJ;MASC;SG	ADJ;MASC;SG
valido	valida	valido	valida	ADJ;MASC;SG	ADJ;FEM;SG;V.PTCP
rimini	rimini	rimine	rimini	N;MASC;SG	N;MASC;SG
martina	martina	martina	martina	N;FEM;SG	N;FEM;SG
martina	martín	martina	martín	N;FEM;SG	N;MASC;SG
academy	academy	academy	academy	N;MASC	N
academy	academia	academy	academia	N;MASC	N;FEM;SG
novità	noticias	novità	noticia	N;FEM	N;FEM;PL
novità	novedades	novità	novedad	N;FEM	N;FEM;PL
novità	noticia	novità	noticia	N;FEM	N;FEM;SG
novità	novedad	novità	novedad	N;FEM	N;FEM;SG
novità	novedad	novità	novedad	N;FEM	N;FEM;SG
novità	novedades	novità	novedad	N;FEM	N;FEM;PL
percentuale	porcentaje	percentuale	porcentaje	N;FEM;SG	N;MASC;SG
percentuale	porcentaje	percentuale	porcentaje	N;FEM;SG	N;MASC;SG
css	css	css	css	N;MASC	N;MASC;SG
opposto	contrario	opposto	contrario	ADJ;MASC;SG	ADJ;MASC;SG
opposto	opuesto	opposto	opuesto	ADJ;MASC;SG	ADJ;MASC;SG;V.PTCP
fantasma	ghost	fantasma	ghost	N;MASC;SG	N
fantasma	fantasma	fantasma	fantasma	N;MASC;SG	N;SG
fantasma	phantom	fantasma	phantom	N;MASC;SG	N;MASC;SG
fantasma	fantasma	fantasma	fantasma	N;MASC;SG	N;SG
assist	asistencias	assist	asistencia	N;MASC	N;FEM;PL
stadium	estadio	stadium	estadio	N;MASC	N;MASC;SG
stadium	stadium	stadium	stadium	N;MASC	N;MASC;SG
compiti	tareas	compito	tarea	N;MASC;PL	N;FEM;PL
compiti	tareas	compito	tarea	N;MASC;PL	N;FEM;PL
compiti	deberes	compito	deber	N;MASC;PL	N;MASC;PL
warner	warner	warner	warner	N;MASC;SG	N;SG
pietre	stones	pietra	ston	N;FEM;PL	N;MASC;PL
pietre	piedras	pietra	piedra	N;FEM;PL	N;FEM;PL
pietre	stone	pietra	stone	N;FEM;PL	N
spezia	spezia	spezia	spezia	N;FEM;SG	N;FEM;SG
spezia	especia	spezia	especia	N;FEM;SG	N;FEM;SG
spezia	spice	spezia	spice	N;FEM;SG	N;SG
malta	malta	malto	malta	N;FEM;SG	N;FEM;SG
valli	valles	vallo	valle	N;FEM;PL	N;MASC;PL
valli	valli	vallo	valli	N;FEM;PL	N
metro	metro	metro	metro	N;MASC;SG	N;MASC;SG
volontari	voluntarios	volontario	voluntario	N;MASC;PL	N;MASC;PL
volontari	voluntarios	volontario	voluntario	N;MASC;PL	N;MASC;PL
temperature	temperaturas	temperatura	temperatura	N;FEM;PL	N;FEM;PL
mtv	mtv	mtv	mtv	N;MASC	N
patriarca	patriarca	patriarca	patriarca	N;MASC;SG	N;MASC;SG
parentesi	paréntesis	parentesi	paréntesis	N;FEM	N;MASC
parentesi	paréntesis	parentesi	paréntesis	N;FEM	N;MASC
parentesi	paréntesis	parentesi	paréntesis	N;FEM	N;MASC
parentesi	paréntesis	parentesi	paréntesis	N;FEM	N;MASC
parentesi	soportes	parentesi	soporte	N;FEM	N;MASC;PL
parentesi	corchetes	parentesi	corchete	N;FEM	N;MASC;PL
scavi	excavaciones	scavo	excavación	N;MASC;PL	N;FEM;PL
scavi	excavaciones	scavo	excavación	N;MASC;PL	N;FEM;PL
donald	donald	donald	donald	N;SG	N;SG
dialogo	diálogo	dialogo	diálogo	N;MASC;SG	N;MASC;SG
dialogo	dialogo	dialogo	dialogo	N;MASC;SG	N;MASC;SG
polacca	polaca	polacco	polaco	ADJ;FEM;SG	ADJ;FEM;SG
vladimir	vladimir	vladimir	vladimir	N;MASC;SG	N;MASC;SG
esploratore	scout	esploratore	scout	N;MASC;SG	N;SG
esploratore	explorador	esploratore	explorador	N;MASC;SG	N;MASC;SG
esploratore	exploradora	esploratore	explorador	N;MASC;SG	N;FEM;SG
esploratore	explorer	esploratore	explorer	N;MASC;SG	N;MASC;SG
esploratore	explorador	esploratore	explorador	N;MASC;SG	N;MASC;SG
sex	sex	sex	sex	N	N
sex	sexos	sex	sexo	N	N;MASC;PL
sex	sexo	sex	sexo	N	N;MASC;SG
coalizione	coalición	coalizione	coalición	N;FEM;SG	N;FEM;SG
dipendenti	empleados	dipendente	empleado	N;PL	N;MASC;PL
suore	hermanas	suora	hermana	N;FEM;PL	N;FEM;PL
suore	monjas	suora	monja	N;FEM;PL	N;FEM;PL
cinesi	chinos	cinese	chino	N;PL	N;MASC;PL
maschera	mascarilla	maschera	mascarilla	N;FEM;SG	N;FEM;SG
maschera	máscara	maschera	máscara	N;FEM;SG	N;FEM;SG
maschera	mascara	maschera	mascara	N;FEM;SG	N;FEM;SG
condanna	condena	condanna	condena	N;FEM;SG	N;FEM;SG
condanna	condenación	condanna	condenación	N;FEM;SG	N;FEM;SG
condanna	convicción	condanna	convicción	N;FEM;SG	N;FEM;SG
condanna	convencimiento	condanna	convencimiento	N;FEM;SG	N;MASC;SG
condanna	frase	condanna	frase	N;FEM;SG	N;FEM;SG
condanna	sentencia	condanna	sentencia	N;FEM;SG	N;FEM;SG
genio	genio	genio	genio	N;MASC;SG	N;MASC;SG
genio	genialidad	genio	genialidad	N;MASC;SG	N;FEM;SG
genio	genio	genio	genio	N;MASC;SG	N;MASC;SG
galles	gales	galles	gal	N;MASC;SG	N;MASC;SG
matrice	matriz	matrice	matriz	N;FEM;SG	N;FEM;SG
dettaglio	detalle	dettaglio	detalle	N;MASC;SG	N;MASC;SG
dettaglio	detalle	dettaglio	detalle	N;MASC;SG	N;MASC;SG
legione	legión	legione	legión	N;FEM;SG	N;FEM;SG
dean	decano	deano	decano	N;MASC;SG	N;MASC;SG
calcolo	calculo	calcolo	calculo	N;MASC;SG	N;MASC;SG
calcolo	cálculo	calcolo	cálculo	N;MASC;SG	N;MASC;SG
calcolo	cálculo	calcolo	cálculo	N;MASC;SG	N;MASC;SG
mostro	freak	mostro	freak	N;MASC;SG	N;MASC;SG
mostro	friki	mostro	friki	N;MASC;SG	N;MASC;SG
mostro	fenómeno	mostro	fenómeno	N;MASC;SG	N;MASC;SG
mostro	monster	mostro	monster	N;MASC;SG	N
mostro	monstruo	mostro	monstruo	N;MASC;SG	N;MASC;SG
ribelli	insurgentes	ribelle	insurgente	N;PL	N;PL
ribelli	rebeldes	ribelle	rebelde	N;PL	N;PL
ribelli	rebeldes	ribelle	rebelde	N;PL	N;PL
dispositivo	dispositivo	dispositivo	dispositivo	N;MASC;SG	N;MASC;SG
comporta	involucra	comportare	involucra	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
comporta	implica	comportare	implicar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
associato	asociar	associare	asociar	V;MASC;SG;PST;V.PTCP	V;NFIN
scuro	oscuro	scuro	oscuro	ADJ;MASC;SG	ADJ;MASC;SG
scuro	oscura	scuro	oscuro	ADJ;MASC;SG	ADJ;FEM;SG
gravemente	severamente	gravemente	severamente	ADV	ADV
gravemente	gravemente	gravemente	gravemente	ADV	ADV
liquido	fluido	liquido	fluido	ADJ;MASC;SG	ADJ;MASC;SG;V.PTCP
liquido	fluida	liquido	fluida	ADJ;MASC;SG	ADJ;FEM;SG;V.PTCP
liquido	liquido	liquido	liquido	ADJ;MASC;SG	ADJ;MASC;SG
liquido	líquida	liquido	líquido	ADJ;MASC;SG	ADJ;FEM;SG
stefan	stefan	stefan	stefar	N;MASC;SG	N;MASC;SG
massiccio	masivo	massiccio	masivo	ADJ;MASC;SG	ADJ;MASC;SG
massiccio	masiva	massiccio	masivo	ADJ;MASC;SG	ADJ;FEM;SG
costruzioni	construcciones	costruzione	construcción	N;FEM;PL	N;FEM;PL
costruzioni	construcciones	costruzione	construcción	N;FEM;PL	N;FEM;PL
sperimentale	experimental	sperimentale	experimental	ADJ;SG	ADJ;SG
wrestler	luchadores	wrestler	luchador	N;MASC	N;MASC;PL
wrestler	luchador	wrestler	luchador	N;MASC	N;MASC;SG
territoriale	territorial	territoriale	territorial	ADJ;SG	ADJ;SG
campbell	campbell	campbell	campbell	N;SG	N;SG
salita	ascensión	salita	ascensión	N;FEM;SG	N;FEM;SG
salita	ascenso	salita	ascenso	N;FEM;SG	N;MASC;SG
regolamento	reglamentación	regolamento	reglamentación	N;MASC;SG	N;FEM;SG
regolamento	reglamento	regolamento	reglamento	N;MASC;SG	N;MASC;SG
regolamento	regulación	regolamento	regulación	N;MASC;SG	N;FEM;SG
amato	amé	amare	amé	V;MASC;SG;PST;V.PTCP	V;IND;SG;1;PST;FIN
amato	amó	amare	amar	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
feudo	enemistad	feudo	enemistad	N;MASC;SG	N;FEM;SG
feudo	feudo	feudo	feudo	N;MASC;SG	N;MASC;SG
feudo	feudo	feudo	feudo	N;MASC;SG	N;MASC;SG
assassino	killer	assassino	killer	N;MASC;SG	N;SG
assassino	asesino	assassino	asesino	N;MASC;SG	N;MASC;SG
assassino	asesina	assassino	asesina	N;MASC;SG	N;FEM;SG
assassino	matador	assassino	matador	N;MASC;SG	N;MASC;SG
assassino	asesino	assassino	asesino	N;MASC;SG	N;MASC;SG
assassino	asesina	assassino	asesina	N;MASC;SG	N;FEM;SG
assassino	asesino	assassino	asesino	N;MASC;SG	N;MASC;SG
assassino	homicida	assassino	homicida	N;MASC;SG	N;SG
assassino	asesina	assassino	asesina	N;MASC;SG	N;FEM;SG
radicale	radical	radicale	radical	ADJ;SG	ADJ;SG
decine	decenas	decina	decena	N;FEM;PL	N;FEM;PL
decine	docenas	decina	docena	N;FEM;PL	N;FEM;PL
decine	decenas	decina	decena	N;FEM;PL	N;FEM;PL
mac	mac	mac	mac	N	N;MASC
fisiche	físicas	fisico	físico	ADJ;FEM;PL	ADJ;FEM;PL
fisiche	físicos	fisico	físico	ADJ;FEM;PL	ADJ;MASC;PL
notato	observó	notare	observar	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
notato	señalado	notare	señalar	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
notato	notó	notare	notar	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
capitoli	capítulos	capitolo	capítulo	N;MASC;PL	N;MASC;PL
spiaggia	playa	spiaggia	playa	N;FEM;SG	N;FEM;SG
aka	alias	aka	alias	N;SG	N;MASC;SG
aka	aka	aka	aka	N;SG	N
informatica	informática	informatica	informática	N;FEM;SG	N;FEM;SG
informatica	computación	informatica	computación	N;FEM;SG	N;FEM;SG
flora	flora	flora	flora	N;FEM;SG	N;FEM;SG
velivoli	aviones	velivolo	avión	N;MASC;PL	N;MASC;PL
nobiltà	nobleza	nobiltà	nobleza	N;FEM	N;FEM;SG
divina	divino	divina	divino	ADJ;FEM;SG	ADJ;MASC;SG
divina	divina	divina	divino	ADJ;FEM;SG	ADJ;FEM;SG
omaggio	tributo	omaggio	tributo	N;MASC;SG	N;MASC;SG
omaggio	homenaje	omaggio	homenaje	N;MASC;SG	N;MASC;SG
omaggio	homenaje	omaggio	homenaje	N;MASC;SG	N;MASC;SG
municipalità	ayuntamientos	municipalità	ayuntamiento	N;FEM	N;MASC;PL
municipalità	municipios	municipalità	municipio	N;FEM	N;MASC;PL
municipalità	municipalidades	municipalità	municipalidad	N;FEM	N;FEM;PL
municipalità	municipalidad	municipalità	municipalidad	N;FEM	N;FEM;SG
municipalità	municipio	municipalità	municipio	N;FEM	N;MASC;SG
ruota	rueda	ruota	rueda	N;FEM;SG	N;FEM;SG
castiglia	castilla	castiglia	castilla	N;FEM;SG	N;FEM;SG
castiglia	castilla	castiglia	castilla	N;FEM;SG	N;FEM;SG
tessuto	tela	tessuto	tela	N;MASC;SG	N;FEM;SG
nascosto	oculta	nascosto	oculto	ADJ;MASC;SG	ADJ;FEM;SG
nascosto	oculto	nascosto	oculto	ADJ;MASC;SG	ADJ;MASC;SG
nascosto	escondido	nascosto	escondido	ADJ;MASC;SG	ADJ;MASC;SG;V.PTCP
sentimenti	sentimientos	sentimento	sentimiento	N;MASC;PL	N;MASC;PL
vetro	cristal	vetro	cristal	N;MASC;SG	N;MASC;SG
vetro	vidrio	vetro	vidrio	N;MASC;SG	N;MASC;SG
vetro	vaso	vetro	vaso	N;MASC;SG	N;MASC;SG
soul	alma	soul	alma	N	N;FEM;SG
soul	soul	soul	soul	N	N;SG
giornali	diarios	giornale	diario	N;MASC;PL	N;MASC;PL
giornali	periódicos	giornale	periódico	N;MASC;PL	N;MASC;PL
verificare	verificar	verificare	verificar	V;NFIN	V;NFIN
verificare	verifica	verificare	verificar	V;NFIN	V;IND;SG;3;PRS;FIN
verificare	verifique	verificare	verificar	V;NFIN	V;IMP;SG;3;FIN
fifa	fifa	fifa	fifa	N;FEM;SG	N;FEM;SG
privati	privados	privato	privado	ADJ;MASC;PL	ADJ;MASC;PL;V.PTCP
privati	privadas	privato	privado	ADJ;MASC;PL	ADJ;FEM;PL;V.PTCP
giardini	jardines	giardino	jardín	N;MASC;PL	N;MASC;PL
dna	adn	dno	adn	N;MASC	N;MASC;SG
dna	dna	dno	dna	N;MASC	N;MASC;SG
affermazione	afirmación	affermazione	afirmación	N;FEM;SG	N;FEM;SG
affermazione	afirmación	affermazione	afirmación	N;FEM;SG	N;FEM;SG
renzo	renzo	renzo	renzo	N;MASC;SG	N;MASC;SG
ring	anillo	ring	anillo	N;MASC	N;MASC;SG
ring	ring	ring	ring	N;MASC	N;MASC;SG
valerio	valerio	valerio	valerio	N;MASC;SG	N;MASC;SG
debole	débil	debole	débil	ADJ;SG	ADJ;SG
mistero	misterio	mistero	misterio	N;MASC;SG	N;MASC;SG
maresciallo	marshall	maresciallo	marshall	N;MASC;SG	N;SG
maresciallo	mariscal	maresciallo	mariscal	N;MASC;SG	N;MASC;SG
maresciallo	alguacil	maresciallo	alguacil	N;MASC;SG	N;MASC;SG
maresciallo	mariscal	maresciallo	mariscal	N;MASC;SG	N;MASC;SG
maresciallo	marshal	maresciallo	marshal	N;MASC;SG	N;SG
maresciallo	comisario	maresciallo	comisario	N;MASC;SG	N;MASC;SG
revisione	examen	revisione	examen	N;FEM;SG	N;MASC;SG
revisione	revisión	revisione	revisión	N;FEM;SG	N;FEM;SG
revisione	reseña	revisione	reseñar	N;FEM;SG	N;FEM;SG
revisione	revisión	revisione	revisión	N;FEM;SG	N;FEM;SG
palla	bola	palla	bola	N;FEM;SG	N;FEM;SG
palla	balón	palla	balón	N;FEM;SG	N;MASC;SG
palla	pelota	palla	pelota	N;FEM;SG	N;FEM;SG
palla	ball	palla	ball	N;FEM;SG	N;MASC;SG
pesca	pesca	pesca	pesca	N;FEM;SG	N;FEM;SG
pesca	pesca	pesca	pesca	N;FEM;SG	N;FEM;SG
pesca	peach	pesca	peach	N;FEM;SG	N
pesca	durazno	pesca	durazno	N;FEM;SG	N;MASC;SG
pesca	melocotón	pesca	melocotón	N;FEM;SG	N;MASC;SG
sessione	sesión	sessione	sesión	N;FEM;SG	N;FEM;SG
salvezza	salvación	salvezza	salvación	N;FEM;SG	N;FEM;SG
