inuti	درون	inuti	درون	N;NOM;INDF;MASC+FEM;SG	N;SG
flowers	گل	flopa	گل	N;NOM;INDF;MASC+FEM;SG	N;SG
moment	لحظه	moment	لحظه	N;NOM;INDF;NEUT;SG	N;SG
moment	گشتاور	moment	گشتاور	N;NOM;INDF;NEUT;SG	N;SG
princess	پرنسس	princess	پرنسس	N;NOM;INDF;MASC+FEM;SG	N;SG
princess	شاهدخت	princess	شاهدخت	N;NOM;INDF;MASC+FEM;SG	N;SG
positioner	مواضع	position	موضع	N;NOM;INDF;MASC+FEM;PL	N;PL
positioner	موقعیتهای	position	موقعیت	N;NOM;INDF;MASC+FEM;PL	N;PL
duett	دونفری	duena	دونفری	N;NOM;INDF;MASC+FEM;SG	N;SG
leonardo	لئوناردو	leonardo	لئوناردو	N;NOM;INDF;MASC+FEM;SG	N;SG
femma	پنجمی	femma	پنجمی	N;NOM;INDF;MASC+FEM;SG	N;SG
draken	اژدهای	drak	اژد	N;NOM;DEF;MASC+FEM;SG	N;SG
draken	دراگون	drak	دراگون	N;NOM;DEF;MASC+FEM;SG	N;SG
draken	اژدها	drak	اژد	N;NOM;DEF;MASC+FEM;SG	N;SG
kärna	هسته	kärna	هسته	N;NOM;INDF;MASC+FEM;SG	N;SG
kärna	هسته	kärna	هسته	N;NOM;INDF;MASC+FEM;SG	N;SG
kärna	هسته	kärna	هسته	N;NOM;INDF;MASC+FEM;SG	N;SG
fabriker	کارخانجات	fabrik	کارخانج	N;NOM;INDF;MASC+FEM;PL	N;PL
frost	فراست	frost	فراست	N;NOM;INDF;MASC+FEM;SG	N;SG
tan	تن	tan	تن	N;NOM;INDF;MASC+FEM;SG	N;SG
tan	برنزه	tan	برنزه	N;NOM;INDF;MASC+FEM;SG	N;SG
smalare	لاغرتر	smal	لاغر	ADJ;NOM;CMPR	ADJ;CMPR
smalare	نازکتر	smal	نازک	ADJ;NOM;CMPR	ADJ;CMPR
smalare	باریکتر	smal	باریک	ADJ;NOM;CMPR	ADJ;CMPR
salado	سالادو	salado	سالادو	N;NOM;INDF;NEUT;SG	N;SG
slutliga	نهایی	slutlig	نهایی	ADJ;NOM;PL	ADJ
rumänska	رومانیایی	rumänsk	رومانیایی	N;NOM;INDF;MASC+FEM;SG	N;SG
rumänska	رومانی	rumänsk	رومانی	N;NOM;INDF;MASC+FEM;SG	N;SG
upphovsman	مؤلف	upphovsman	مؤلف	N;NOM;INDF;MASC+FEM;SG	N;SG
upphovsman	نویسندۀ	upphovsman	نویسندۀ	N;NOM;INDF;MASC+FEM;SG	N;SG
upphovsman	نویسنده	upphovsman	نویسنده	N;NOM;INDF;MASC+FEM;SG	N;SG
sylvain	سیلوین	sylvain	سیلوین	N;NOM;INDF;MASC+FEM;SG	N;SG
barbus	بارب	barbus	بارب	N;NOM;INDF;MASC+FEM;SG	N;SG
aktier	سهام	aktie	سهم	N;NOM;INDF;MASC+FEM;PL	N;PL
mercury	عطارد	mercury	عطارد	N;NOM;INDF;MASC+FEM;SG	N;SG
mercury	جیوه	mercury	جیوه	N;NOM;INDF;MASC+FEM;SG	N;SG
mercury	مرکوری	mercury	None	N;NOM;INDF;MASC+FEM;SG	N;SG
varm	گرم	varm	گرم	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
journalister	خبرنگاران	journalist	خبرنگار	N;NOM;INDF;MASC+FEM;PL	N;PL
journalister	خبرنگارها	journalist	خبرنگار	N;NOM;INDF;MASC+FEM;PL	N;PL
journalister	خبرنگاران	journalist	خبرنگار	N;NOM;INDF;MASC+FEM;PL	N;PL
illustration	تصویرسازی	illustration	تصویرسازی	N;NOM;INDF;MASC+FEM;SG	N;SG
skatter	ذخایر	skatt	ذخیره	N;NOM;INDF;MASC+FEM;PL	N;PL
skatter	گنجهای	skatt	گنج	N;NOM;INDF;MASC+FEM;PL	N;PL
skatter	مالیات	skatt	مالیه	N;NOM;INDF;MASC+FEM;PL	N;PL
skatter	مالیاتی	skatt	مالی	N;NOM;INDF;MASC+FEM;PL	N;PL
nödvändiga	لازم	nödvändig	لازم	ADJ;NOM;PL	ADJ
nödvändiga	ضروری	nödvändig	ضروری	ADJ;NOM;PL	ADJ
troll	ترول	troll	ترول	N;NOM;INDF;NEUT;SG	N;SG
komplex	پیچیده	komplex	پیچیده	ADJ;NOM;INDF;NEUT;SG	ADJ
rådets	شورای	råd	شورا	N;GEN;DEF;NEUT;SG	N;SG
rådets	شورا	råd	شورا	N;GEN;DEF;NEUT;SG	N;SG
rådets	انجمن	råd	انجمن	N;GEN;DEF;NEUT;SG	N;SG
behandlingen	معالجه	behandling	معالجه	N;NOM;DEF;MASC+FEM;SG	N;SG
behandlingen	درمان	behandling	درمان	N;NOM;DEF;MASC+FEM;SG	N;SG
senat	سنا	sena	سنا	N;NOM;INDF;MASC+FEM;SG	N;SG
senat	سنای	sena	سنا	N;NOM;INDF;MASC+FEM;SG	N;SG
eda	ادا	eda	None	N;NOM;INDF;MASC+FEM;SG	N;SG
eda	eda	eda	eda	N;NOM;INDF;MASC+FEM;SG	N;SG
mikronesien	میکرونزی	mikronesien	میکرونزی	N;NOM;DEF;MASC+FEM;SG	N;SG
bevarat	محفوظ	bevara	None	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ
mare	ماره	mare	ماره	N;NOM;INDF;NEUT;SG	N;SG
mare	دریای	mare	دریا	N;NOM;INDF;NEUT;SG	N;SG
raven	کلاغ	rav	کلاغ	N;NOM;INDF;MASC+FEM;SG	N;SG
raven	ریون	rav	ریون	N;NOM;INDF;MASC+FEM;SG	N;SG
track	شیار	track	شیار	N;NOM;MASC+FEM;SG	N;SG
växellåda	انتقال	växellåda	انتقال	N;NOM;INDF;MASC+FEM;SG	N;SG
växellåda	مخابره	växellåda	None	N;NOM;INDF;MASC+FEM;SG	N;SG
växellåda	گیربکس	växellåda	گیربکس	N;NOM;INDF;MASC+FEM;SG	N;SG
mutant	تغییرپذیر	mutant	تغییرپذیر	N;NOM;INDF;MASC+FEM;SG	N;SG
komponenter	قطعات	komponent	قطعه	N;NOM;INDF;MASC+FEM;PL	N;PL
komponenter	اجزای	komponent	اجزا	N;NOM;INDF;MASC+FEM;PL	N;PL
väsen	فروهر	väs	فروهر	N;NOM;INDF;NEUT;SG	N;SG
väsen	گوهر	väs	None	N;NOM;INDF;NEUT;SG	N;SG
väsen	اسانس	väs	اسانس	N;NOM;INDF;NEUT;SG	N;SG
väsen	موجودیت	väs	موجودیت	N;NOM;INDF;NEUT;SG	N;SG
godfrey	گادفری	godfrey	گادفری	N;NOM;INDF;MASC+FEM;SG	N;SG
vriesea	وریزیا	vriese	وریزیا	N;NOM;INDF;MASC+FEM;SG	N;SG
voice	صدا	voice	صدا	N;NOM;INDF;MASC+FEM;SG	N;SG
voice	صدای	voice	صدا	N;NOM;INDF;MASC+FEM;SG	N;SG
tungt	سنگین	tung	سنگین	ADJ;NOM;INDF;NEUT;SG	ADJ
lön	اجرت	lön	اجرت	N;NOM;INDF;MASC+FEM;SG	N;SG
lön	دستمزد	lön	دستمزد	N;NOM;INDF;MASC+FEM;SG	N;SG
lön	اجر	lön	None	N;NOM;INDF;MASC+FEM;SG	N;SG
lön	مزد	lön	مزد	N;NOM;INDF;MASC+FEM;SG	N;SG
japonicus	japonicus	japonicus	japonicus	N;NOM;INDF;MASC+FEM;SG	N;SG
medvetet	هوشیاری	medvetet	هوشیاری	N;NOM;DEF;NEUT;SG	N;SG
maraton	ماراتن	maraton	ماره	N;NOM;INDF;NEUT;SG	N;SG
maraton	ماراتون	maraton	ماراتون	N;NOM;INDF;NEUT;SG	N;SG
agave	آگاوه	aga	آگاوه	N;NOM;INDF;MASC+FEM;SG	N;SG
attacker	حملات	attack	None	N;NOM;INDF;MASC+FEM;PL	N;PL
bön	نماز	bön	نماز	N;NOM;INDF;MASC+FEM;SG	N;SG
bön	دعا	bön	None	N;NOM;INDF;MASC+FEM;SG	N;SG
dreams	پریشان	dream	پریش	N;NOM;INDF;MASC+FEM;SG	N;SG
bologna	بولونیا	bologen	بولونیا	N;NOM;INDF;MASC+FEM;SG	N;SG
meddelanden	ارتباطات	meddelande	ارتباط	N;NOM;INDF;NEUT;PL	N;PL
meddelanden	آیات	meddelande	None	N;NOM;INDF;NEUT;PL	N;PL
meddelanden	پیامها	meddelande	پیام	N;NOM;INDF;NEUT;PL	N;PL
reporter	گزارشگر	report	None	N;NOM;INDF;MASC+FEM;SG	N;SG
shell	شل	shell	None	N;NOM;INDF;NEUT;SG	N;SG
shell	پوسته	shell	پوسته	N;NOM;INDF;NEUT;SG	N;SG
harper	هارپر	harp	هارپر	N;NOM;INDF;MASC+FEM;SG	N;SG
moderat	میانه	modera	میانه	N;NOM;INDF;MASC+FEM;SG	N;SG
ökning	افزایش	ökning	افزایش	N;NOM;INDF;MASC+FEM;SG	N;SG
ökning	نمو	ökning	نمو	N;NOM;INDF;MASC+FEM;SG	N;SG
jam	جم	jam	جم	N;NOM;INDF;NEUT;SG	N;SG
jam	مربا	jam	مربا	N;NOM;INDF;NEUT;SG	N;SG
anseende	اعتبار	anseende	اعتبار	N;NOM;INDF;NEUT;SG	N;SG
anseende	آبرو	anseende	None	N;NOM;INDF;NEUT;SG	N;SG
anseende	شهرت	anseende	شهرت	N;NOM;INDF;NEUT;SG	N;SG
anseende	شهرتش	anseende	شهرتش	N;NOM;INDF;NEUT;SG	N;SG
opposition	اپوزیسیون	opposition	اپوزیسیون	N;NOM;INDF;MASC+FEM;SG	N;SG
opposition	مخالف	opposition	مخالف	N;NOM;INDF;MASC+FEM;SG	N;SG
opposition	مخالفت	opposition	مخالفت	N;NOM;INDF;MASC+FEM;SG	N;SG
zone	منطقه	zone	منطقه	N;NOM;INDF;MASC+FEM;SG	N;SG
zone	زون	zone	زون	N;NOM;INDF;MASC+FEM;SG	N;SG
yogyakarta	یوگیاکارتا	yogyakart	یوگیاکارتا	N;NOM;INDF;MASC+FEM;SG	N;SG
näringsliv	تجارت	näringsliv	تجارت	N;NOM;INDF;NEUT;SG	N;SG
näringsliv	کسب	näringsliv	کسب	N;NOM;INDF;NEUT;SG	N;SG
näringsliv	b	näringsliv	b	N;NOM;INDF;NEUT;SG	N;SG
näringsliv	انترپرایز	näringsliv	انترپرایز	N;NOM;INDF;NEUT;SG	N;SG
näringsliv	سازمانی	näringsliv	None	N;NOM;INDF;NEUT;SG	N;SG
ledarna	رهبران	ledare	رهبر	N;NOM;DEF;MASC+FEM;PL	N;PL
allvarlig	جدی	allvarlig	جدی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
helikopter	هلیکوپتر	helikopt	هلیکوپتر	N;NOM;INDF;MASC+FEM;SG	N;SG
helikopter	بالگرد	helikopt	بالگرد	N;NOM;INDF;MASC+FEM;SG	N;SG
helikopter	هلیکوپتر	helikopt	هلیکوپتر	N;NOM;INDF;MASC+FEM;SG	N;SG
helikopter	بالگرد	helikopt	بالگرد	N;NOM;INDF;MASC+FEM;SG	N;SG
utbyggnad	افزونه	utbyggnad	افزونه	N;NOM;INDF;MASC+FEM;SG	N;SG
utbyggnad	پسوند	utbyggnad	پسوند	N;NOM;INDF;MASC+FEM;SG	N;SG
utbyggnad	گسترش	utbyggnad	گسترش	N;NOM;INDF;MASC+FEM;SG	N;SG
utbyggnad	انبساط	utbyggnad	انبساط	N;NOM;INDF;MASC+FEM;SG	N;SG
utbyggnad	بسط	utbyggnad	بسط	N;NOM;INDF;MASC+FEM;SG	N;SG
hallen	هال	hall	هال	N;NOM;DEF;MASC+FEM;SG	N;SG
hallen	تالار	hall	تالار	N;NOM;DEF;MASC+FEM;SG	N;SG
model	model	model	model	N;NOM;INDF;MASC+FEM;SG	N;SG
model	مدل	model	مدل	N;NOM;INDF;MASC+FEM;SG	N;SG
misstänkt	مشکوک	misstänkt	مشکوک	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ
inblandning	گرفتاری	inblandning	گرفتاری	N;NOM;INDF;MASC+FEM;SG	N;SG
inblandning	درگیری	inblandning	درگیری	N;NOM;INDF;MASC+FEM;SG	N;SG
inblandning	دخالت	inblandning	دخالت	N;NOM;INDF;MASC+FEM;SG	N;SG
inblandning	پارازیت	inblandning	پارازیت	N;NOM;INDF;MASC+FEM;SG	N;SG
inblandning	دخالت	inblandning	دخالت	N;NOM;INDF;MASC+FEM;SG	N;SG
inblandning	مداخله	inblandning	مداخله	N;NOM;INDF;MASC+FEM;SG	N;SG
inblandning	تداخل	inblandning	تداخل	N;NOM;INDF;MASC+FEM;SG	N;SG
gupta	گوپتا	gupta	گوپتا	N;NOM;INDF;MASC+FEM;SG	N;SG
notre	نوتر	notre	نوتر	N;NOM;INDF;MASC+FEM;SG	N;SG
sporten	sport	sport	sport	N;NOM;DEF;MASC+FEM;SG	N;SG
sporten	اسپورت	sport	اسپورت	N;NOM;DEF;MASC+FEM;SG	N;SG
sporten	ورزش	sport	ورزش	N;NOM;DEF;MASC+FEM;SG	N;SG
sporten	ورزشی	sport	ورزشی	N;NOM;DEF;MASC+FEM;SG	N;SG
sporten	ورزشکار	sport	ورزشکار	N;NOM;DEF;MASC+FEM;SG	N;SG
ursäkt	عذرخواهی	ursäkt	عذرخواهی	N;NOM;INDF;MASC+FEM;SG	N;SG
ursäkt	عذرخواهی	ursäkt	عذرخواهی	N;NOM;INDF;MASC+FEM;SG	N;SG
offensiv	تهاجمی	offensiv	تهاجمی	N;NOM;INDF;MASC+FEM;SG	N;SG
virus	ویروسی	virus	ویروسی	N;NOM;INDF;NEUT;SG	N;SG
virus	ویروس	virus	ویروس	N;NOM;INDF;NEUT;SG	N;SG
virus	ویروس	virus	ویروس	N;NOM;INDF;NEUT;SG	N;SG
floderna	رودهای	flod	رود	N;NOM;DEF;MASC+FEM;PL	N;PL
floderna	رودها	flod	رود	N;NOM;DEF;MASC+FEM;PL	N;PL
väggarna	دیوارها	vägg	دیوار	N;NOM;DEF;MASC+FEM;PL	N;PL
väggarna	دیوارهای	vägg	دیوار	N;NOM;DEF;MASC+FEM;PL	N;PL
joyce	جویس	joyce	جویس	N;NOM;INDF;MASC+FEM;SG	N;SG
dialog	محاوره	dialag	محاوره	N;NOM;INDF;MASC+FEM;SG	N;SG
simning	شنا	simning	None	N;NOM;INDF;MASC+FEM;SG	N;SG
symtom	علائم	symtom	علامت	N;NOM;INDF;NEUT;PL	N;PL
avgång	استعفای	avgång	استعفا	N;NOM;INDF;MASC+FEM;SG	N;SG
avgång	استعفاء	avgång	استعفاء	N;NOM;INDF;MASC+FEM;SG	N;SG
avgång	استعفا	avgång	استعفا	N;NOM;INDF;MASC+FEM;SG	N;SG
definitionen	تعریف	definition	تعریف	N;NOM;DEF;MASC+FEM;SG	N;SG
kull	لیتر	kull	None	N;NOM;INDF;MASC+FEM;SG	N;SG
freedom	ازادی	freedom	ازادی	N;NOM;INDF;NEUT;SG	N;SG
freedom	آزادی	freedom	آزادی	N;NOM;INDF;NEUT;SG	N;SG
rättvisa	عدالت	rättvisa	None	N;NOM;INDF;MASC+FEM;SG	N;SG
rättvisa	عدل	rättvisa	None	N;NOM;INDF;MASC+FEM;SG	N;SG
hero	قهرمان	hero	قهرمان	N;NOM;INDF;MASC+FEM;SG	N;SG
hero	پهلوان	hero	None	N;NOM;INDF;MASC+FEM;SG	N;SG
övergripande	افقی	övergripande	افقی	N;NOM;INDF;NEUT;SG	N;SG
anländer	میرسد	anland	میرسد	V;IMP;PRS;FIN;ACT	V;SG;3;PRS
dagligen	روزانه	dagligen	روزانه	ADV	ADV
klockor	ساعتها	klocka	ساعت	N;NOM;INDF;MASC+FEM;PL	N;PL
klockor	ساعتهای	klocka	ساعت	N;NOM;INDF;MASC+FEM;PL	N;PL
klockor	ساعتها	klocka	ساعت	N;NOM;INDF;MASC+FEM;PL	N;PL
klockor	ساعتهای	klocka	ساعت	N;NOM;INDF;MASC+FEM;PL	N;PL
ching	چینگ	ching	چینگ	N;NOM;INDF;MASC+FEM;SG	N;SG
obadiah	عوبدیا	obadiah	عوبدیا	N;NOM;INDF;MASC+FEM;SG	N;SG
kontinuerligt	دائما	kontinuerlig	دائما	ADV	ADV
djupare	عمیقتر	djup	عمیق	ADJ;NOM;CMPR	ADJ;CMPR
tappade	انداخته	tappa	None	V;IND;PST;FIN;ACT	V;SG;3;V.PTCP
kostnad	هزینه	kostnad	هزینه	N;NOM;INDF;MASC+FEM;SG	N;SG
romsdal	رومسدال	romsdal	رومسدال	N;NOM;INDF;MASC+FEM;SG	N;SG
lone	لون	lone	لون	N;NOM;INDF;NEUT;SG	N;SG
muir	مویر	muir	مویر	N;NOM;INDF;MASC+FEM;SG	N;SG
stycket	پاراگراف	styck	پاراگراف	N;NOM;DEF;NEUT;SG	N;SG
stycket	بند	styck	بند	N;NOM;DEF;NEUT;SG	N;SG
konventionen	کنوانسیون	konvention	کنوانسیون	N;NOM;DEF;MASC+FEM;SG	N;SG
konventionen	همایش	konvention	همایش	N;NOM;DEF;MASC+FEM;SG	N;SG
rimligt	معقول	rimlig	معقول	ADJ;NOM;INDF;NEUT;SG	ADJ
diablo	دیابلو	diablo	دیابلو	N;NOM;INDF;NEUT;SG	N;SG
future	future	future	future	N;NOM;INDF;MASC+FEM;SG	N;SG
future	آینده	future	آینده	N;NOM;INDF;MASC+FEM;SG	N;SG
train	قطار	train	قطار	N;NOM;INDF;MASC+FEM;SG	N;SG
golvet	کف	golv	کف	N;NOM;DEF;NEUT;SG	N;SG
golvet	کفپوش	golv	کفپوش	N;NOM;DEF;NEUT;SG	N;SG
golvet	طبقه	golv	طبقه	N;NOM;DEF;NEUT;SG	N;SG
raden	سطر	rad	سطر	N;NOM;DEF;MASC+FEM;SG	N;SG
täta	متراکم	tät	متراکم	ADJ;NOM;PL	ADJ
täta	مکرر	tät	مکرر	ADJ;NOM;PL	ADJ
förhandlingarna	مذاکرات	förhandling	مذاکره	N;NOM;DEF;MASC+FEM;PL	N;PL
krigen	جنگها	krig	جنگ	N;NOM;DEF;NEUT;PL	N;PL
sexton	شانزده	sexton	شانزده	NUM;NOM	NUM
valeriana	والرین	valerian	والرین	N;NOM;INDF;MASC+FEM;SG	N;SG
mass	جرم	mass	جرم	N;NOM;INDF;NEUT;SG	N;SG
mass	توده	mass	None	N;NOM;INDF;NEUT;SG	N;SG
yngste	جوانترین	ung	جوان	ADJ;NOM;DEF;RL;MASC	ADJ;RL
höst	پاییز	höst	پاییز	N;NOM;INDF;MASC+FEM;SG	N;SG
höst	پائیز	höst	پائیز	N;NOM;INDF;MASC+FEM;SG	N;SG
höst	پاییزی	höst	پاییزی	N;NOM;INDF;MASC+FEM;SG	N;SG
höst	خزان	höst	خزان	N;NOM;INDF;MASC+FEM;SG	N;SG
höst	سقوط	höst	سقوط	N;NOM;INDF;MASC+FEM;SG	N;SG
höst	پاییز	höst	پاییز	N;NOM;INDF;MASC+FEM;SG	N;SG
höst	fall	höst	fall	N;NOM;INDF;MASC+FEM;SG	N;SG
höst	افتادن	höst	افتادن	N;NOM;INDF;MASC+FEM;SG	N;SG
historiken	تاریخچه	historik	تاریخچه	N;NOM;DEF;MASC+FEM;SG	N;SG
historiken	تاریخ	historik	تاریخ	N;NOM;DEF;MASC+FEM;SG	N;SG
droger	مواد	drog	ماده	N;NOM;INDF;MASC+FEM;PL	N;PL
fiende	دشمن	fiende	دشمن	N;NOM;INDF;MASC+FEM;SG	N;SG
fiende	دشمنی	fiende	دشمنی	N;NOM;INDF;MASC+FEM;SG	N;SG
fiende	دشمنی	fiende	دشمنی	N;NOM;INDF;MASC+FEM;SG	N;SG
banker	بانکها	bank	بانک	N;NOM;INDF;MASC+FEM;PL	N;PL
sändebud	رسولی	sändebud	رسولی	N;NOM;INDF;NEUT;SG	N;SG
sändebud	نماینده	sändebud	نماینده	N;NOM;INDF;NEUT;SG	N;SG
permanenta	همیشگی	permanent	همیشگی	ADJ;NOM;PL	ADJ
marknadsföring	بازاریابی	marknadsföring	بازاریابی	N;NOM;INDF;MASC+FEM;SG	N;SG
marknadsföring	marketing	marknadsföring	marketing	N;NOM;INDF;MASC+FEM;SG	N;SG
marknadsföring	ترویج	marknadsföring	ترویج	N;NOM;INDF;MASC+FEM;SG	N;SG
marknadsföring	ارتقاء	marknadsföring	ارتقاءء	N;NOM;INDF;MASC+FEM;SG	N;SG
marknadsföring	ترفیع	marknadsföring	ترفیع	N;NOM;INDF;MASC+FEM;SG	N;SG
marknadsföring	تبلیغ	marknadsföring	تبلیغ	N;NOM;INDF;MASC+FEM;SG	N;SG
marknadsföring	ارتقای	marknadsföring	ارتقا	N;NOM;INDF;MASC+FEM;SG	N;SG
marknadsföring	ارتقا	marknadsföring	ارتقا	N;NOM;INDF;MASC+FEM;SG	N;SG
grafik	نگاره	grafik	نگاره	N;NOM;INDF;MASC+FEM;SG	N;SG
grafik	graphic	grafik	graphic	N;NOM;INDF;MASC+FEM;SG	N;SG
grafik	گرافیک	grafik	گرافیک	N;NOM;INDF;MASC+FEM;SG	N;SG
grafik	گرافیکی	grafik	گرافیکی	N;NOM;INDF;MASC+FEM;SG	N;SG
tittare	بینندگان	titta	None	N;NOM;INDF;MASC+FEM;PL	N;PL
tittare	بازدیدکنندگان	titta	بازدیدکننده	N;NOM;INDF;MASC+FEM;PL	N;PL
ärenden	موارد	ärende	مورد	N;NOM;INDF;NEUT;PL	N;PL
stammen	قبیله	stam	None	N;NOM;DEF;MASC+FEM;SG	N;SG
granskning	مرور	granskning	مرور	N;NOM;INDF;MASC+FEM;SG	N;SG
granskning	بازبینی	granskning	بازبینی	N;NOM;INDF;MASC+FEM;SG	N;SG
granskning	بازدید	granskning	None	N;NOM;INDF;MASC+FEM;SG	N;SG
mur	دیواری	mur	دیواری	N;NOM;INDF;MASC+FEM;SG	N;SG
mur	دیوار	mur	دیوار	N;NOM;INDF;MASC+FEM;SG	N;SG
korsning	جانکشن	korsning	جانکشن	N;NOM;INDF;MASC+FEM;SG	N;SG
korsning	تلاقی	korsning	تلاقی	N;NOM;INDF;MASC+FEM;SG	N;SG
korsning	چهارراه	korsning	چهارراه	N;NOM;INDF;MASC+FEM;SG	N;SG
korsning	تقاطع	korsning	تقاطع	N;NOM;INDF;MASC+FEM;SG	N;SG
möbler	اثاث	möbel	اثاث	N;NOM;INDF;MASC+FEM;PL	N;PL
möbler	اثاثیه	möbel	اثاثیه	N;NOM;INDF;MASC+FEM;PL	N;PL
ideell	غیرانتفاعی	ideell	غیرانتفاعی	N;NOM;INDF;MASC+FEM;SG	N;SG
herrgården	عمارت	herrgård	عمارت	N;NOM;DEF;MASC+FEM;SG	N;SG
panzer	زرهی	pang	زرهی	N;NOM;INDF;MASC+FEM;SG	N;SG
liang	لیانگ	liang	لیانگ	N;NOM;INDF;MASC+FEM;SG	N;SG
lust	خواهان	lust	خواهان	N;NOM;INDF;MASC+FEM;SG	N;SG
lust	طالب	lust	None	N;NOM;INDF;MASC+FEM;SG	N;SG
lust	میل	lust	None	N;NOM;INDF;MASC+FEM;SG	N;SG
lust	هوس	lust	هوس	N;NOM;INDF;MASC+FEM;SG	N;SG
lust	شهوت	lust	شهوت	N;NOM;INDF;MASC+FEM;SG	N;SG
lust	هوس	lust	هوس	N;NOM;INDF;MASC+FEM;SG	N;SG
korsningen	چهارراه	korsning	چهارراه	N;NOM;DEF;MASC+FEM;SG	N;SG
korsningen	تقاطع	korsning	تقاطع	N;NOM;DEF;MASC+FEM;SG	N;SG
uttryckte	فرمودند	uttrycka	None	V;IND;PST;FIN;ACT	V;PL;3;PST
sunset	غروب	suns	غروب	N;NOM;DEF;NEUT;SG	N;SG
feel	احساس	feel	احساس	N;NOM;INDF;MASC+FEM;SG	N;SG
feel	حس	feel	حس	N;NOM;INDF;MASC+FEM;SG	N;SG
panorama	پانوراما	panoram	پانوراما	N;NOM;INDF;MASC+FEM;SG	N;SG
mun	دهان	mun	دهان	N;NOM;INDF;MASC+FEM;SG	N;SG
mun	دهن	mun	دهن	N;NOM;INDF;MASC+FEM;SG	N;SG
flygning	پروازی	flygning	پروازی	N;NOM;INDF;MASC+FEM;SG	N;SG
flygning	پرواز	flygning	پرواز	N;NOM;INDF;MASC+FEM;SG	N;SG
flygning	پروازی	flygning	پروازی	N;NOM;INDF;MASC+FEM;SG	N;SG
flygning	پرواز	flygning	پرواز	N;NOM;INDF;MASC+FEM;SG	N;SG
circle	چرخه	circle	چرخه	N;NOM;INDF;MASC+FEM;SG	N;SG
circle	دایره	circle	دایره	N;NOM;INDF;MASC+FEM;SG	N;SG
eur	eur	eur	eur	N;NOM;INDF;MASC+FEM;SG	N;SG
casa	کاسا	casa	کاسا	N;NOM;INDF;NEUT;SG	N;SG
vosges	vosges	vosg	vosges	N;NOM;INDF;MASC+FEM;SG	N;SG
imdb	imdb	imdb	imdb	N;NOM;INDF;MASC+FEM;SG	N;SG
lamarck	لامارک	lamarck	لامارک	N;NOM;INDF;MASC+FEM;SG	N;SG
raser	نژادها	ras	نژاد	N;NOM;INDF;MASC+FEM;PL	N;PL
raser	نژادهای	ras	نژاد	N;NOM;INDF;MASC+FEM;PL	N;PL
kåren	لشگر	kåre	لشگر	N;NOM;DEF;MASC+FEM;SG	N;SG
dec	dec	de	dec	N	N;SG
dec	دکلان	de	دکل	N	N;SG
mhz	mhz	mhz	mhz	N;NOM;INDF;MASC+FEM;SG	N;SG
points	امتیاز	points	امتیاز	N;NOM;INDF;NEUT;SG	N;SG
vistelse	اقامتگاه	vistelse	اقامتگاه	N;NOM;INDF;MASC+FEM;SG	N;SG
vistelse	جایگاه	vistelse	جایگاه	N;NOM;INDF;MASC+FEM;SG	N;SG
vistelse	اقامت	vistelse	اقامت	N;NOM;INDF;MASC+FEM;SG	N;SG
vistelse	ماندن	vistelse	ماندن	N;NOM;INDF;MASC+FEM;SG	N;SG
ambassaden	سفارت	ambassad	سفارت	N;NOM;DEF;MASC+FEM;SG	N;SG
ambassaden	سفارتخانه	ambassad	سفارتخانه	N;NOM;DEF;MASC+FEM;SG	N;SG
depression	افسردگی	depression	افسردگی	N;NOM;INDF;MASC+FEM;SG	N;SG
depression	فرورفتگی	depression	فرورفتگی	N;NOM;INDF;MASC+FEM;SG	N;SG
depression	رکود	depression	رکود	N;NOM;INDF;MASC+FEM;SG	N;SG
begravning	دفن	begravning	دفن	N;NOM;INDF;MASC+FEM;SG	N;SG
begravning	خاکسپاری	begravning	خاکسپاری	N;NOM;INDF;MASC+FEM;SG	N;SG
begravning	ختم	begravning	None	N;NOM;INDF;MASC+FEM;SG	N;SG
begravning	خاکسپاری	begravning	خاکسپاری	N;NOM;INDF;MASC+FEM;SG	N;SG
grova	زمخت	grova	زمخت	ADJ;NOM;PL	ADJ
grova	درشت	grova	درشت	ADJ;NOM;PL	ADJ
cykel	دوچرخه	cykel	دوچرخه	N;NOM;INDF;MASC+FEM;SG	N;SG
cykel	موتور	cykel	موتور	N;NOM;INDF;MASC+FEM;SG	N;SG
cykel	دوچرخه	cykel	دوچرخه	N;NOM;INDF;MASC+FEM;SG	N;SG
cykel	سیکل	cykel	سیکل	N;NOM;INDF;MASC+FEM;SG	N;SG
cykel	چرخه	cykel	چرخه	N;NOM;INDF;MASC+FEM;SG	N;SG
arg	عصبانی	arg	عصبانی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
regimen	رژیم	regim	رژیم	N;NOM;DEF;MASC+FEM;SG	N;SG
motivet	انگیزه	motiv	انگیزه	N;NOM;DEF;NEUT;SG	N;SG
baryton	باریتون	baryton	باریتون	N;NOM;INDF;MASC+FEM;SG	N;SG
inträde	مدخل	inträde	مدخل	N;NOM;INDF;NEUT;SG	N;SG
inträde	ورودی	inträde	ورودی	N;NOM;INDF;NEUT;SG	N;SG
