الاكتئاب	depresión	اِكتِئَاب	depresión	N;NOM;DEF;SG	N;FEM;SG
مسحوق	pólvora	مَسحُوق	pólvora	N;NOM;INDF;SG	N;FEM;SG
مسحوق	polvo	مَسحُوق	polvo	N;NOM;INDF;SG	N;MASC;SG
موجه	dirigida	مُوَجَّه	dirigido	ADJ;NOM;INDF;MASC;SG	ADJ;FEM;SG;V.PTCP
موجه	dirigido	مُوَجَّه	dirigido	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
موجه	vector	مُوَجَّه	vector	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
موجه	vectorial	مُوَجَّه	vectorial	ADJ;NOM;INDF;MASC;SG	ADJ;SG
السعر	precio	سِعر	precio	N;NOM;DEF;SG	N;MASC;SG
السعر	price	سِعر	price	N;NOM;DEF;SG	N
تصفية	filtro	تَصفِيَة	filtro	N;NOM;INDF;SG	N;MASC;SG
تصفية	liquidación	تَصفِيَة	liquidación	N;NOM;INDF;SG	N;FEM;SG
التذاكر	pasaje	تَذَاكُر	pasaje	N;NOM;DEF;SG	N;MASC;SG
التذاكر	ticket	تَذَاكُر	ticket	N;NOM;DEF;SG	N;MASC;SG
التذاكر	boleto	تَذَاكُر	boleto	N;NOM;DEF;SG	N;MASC;SG
التذاكر	billete	تَذَاكُر	billete	N;NOM;DEF;SG	N;MASC;SG
الكتيبة	batallón	الكتيبة	batallón	N;NOM;DEF;SG	N;MASC;SG
المشاهير	celebridades	مَشهُور	celebridad	N;NOM;DEF;PL	N;FEM;PL
المشاهير	celebridades	مَشهُور	celebridad	N;NOM;DEF;PL	N;FEM;PL
التفتيش	inspección	تَفتِيش	inspección	N;NOM;DEF;SG	N;FEM;SG
المعتاد	habitual	مُعتَاد	habitual	ADJ;NOM;DEF;MASC;SG	ADJ;SG
المعتاد	usual	مُعتَاد	usual	ADJ;NOM;DEF;MASC;SG	ADJ;SG
تكشف	revelar	كَشَف	revelar	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;NFIN
تكشف	revela	كَشَف	revelar	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
تكشف	revela	كَشَف	revelar	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
المحاولات	intentos	مُحَاوَلَة	intento	N;NOM;DEF;PL	N;MASC;PL
المحاولات	tentativas	مُحَاوَلَة	tentativa	N;NOM;DEF;PL	N;FEM;PL
الزنك	cinc	الزنك	cinc	N;NOM;DEF;SG	N;MASC;SG
الزنك	zinc	الزنك	zinc	N;NOM;DEF;SG	N;MASC;SG
استيعاب	absorción	اِستِيعَاب	absorción	N;NOM;INDF;SG	N;FEM;SG
استيعاب	asimilación	اِستِيعَاب	asimilación	N;NOM;INDF;SG	N;FEM;SG
سحر	magic	سِحر	magic	N;NOM;INDF;SG	N
سحر	magia	سِحر	magia	N;NOM;INDF;SG	N;FEM;SG
تنشيط	activación	تَنشِيط	activación	N;NOM;INDF;SG	N;FEM;SG
الورقة	paper	وَرَقَة	paper	N;NOM;DEF;SG	N
الورقة	ponencia	وَرَقَة	ponencia	N;NOM;DEF;SG	N;FEM;SG
الورقة	papel	وَرَقَة	papel	N;NOM;DEF;SG	N;MASC;SG
الورقة	hoja	وَرَقَة	hoja	N;NOM;DEF;SG	N;FEM;SG
الورقة	chapa	وَرَقَة	chapa	N;NOM;DEF;SG	N;FEM;SG
الورقة	sábana	وَرَقَة	sábana	N;NOM;DEF;SG	N;FEM;SG
السوقية	vulgaridad	سُوقِيّ	vulgaridad	N;NOM;DEF;SG	N;FEM;SG
المتطلبات	requisitos	مُتَطَلَّبَات	requisito	N;NOM;DEF;PL	N;MASC;PL
المتطلبات	requerimientos	مُتَطَلَّبَات	requerimiento	N;NOM;DEF;PL	N;MASC;PL
النسر	águila	النسر	águila	N;NOM;DEF;SG	N;FEM;SG
النسر	eagle	النسر	eagle	N;NOM;DEF;SG	N;SG
النسر	aguila	النسر	aguilar	N;NOM;DEF;SG	N;FEM;SG
النسر	buitre	النسر	buitre	N;NOM;DEF;SG	N;MASC;SG
فرعي	subsidiaria	فَرعِيّ	subsidiario	ADJ;NOM;INDF;MASC;SG	ADJ;FEM;SG
فرعي	dependiente	فَرعِيّ	dependiente	ADJ;NOM;INDF;MASC;SG	ADJ;SG
فرعي	subsidiario	فَرعِيّ	subsidiario	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
استئصال	erradicación	اِستِئصَال	erradicación	N;NOM;INDF;SG	N;FEM;SG
مهددة	amenazada	مُهَدَّد	amenazado	ADJ;NOM;INDF;FEM;SG	ADJ;FEM;SG;V.PTCP
مهددة	amenazado	مُهَدَّد	amenazar	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG;V.PTCP
جزئية	parcial	جُزئِيّ	parcial	ADJ;NOM;INDF;FEM;SG	ADJ;SG
المتطوعين	voluntarias	مُتَطَوِّع	voluntario	ADJ;NOM;DEF;MASC;PL	ADJ;FEM;PL
المشاركون	participantes	مُشَارِك	participante	N;NOM;DEF;PL	N;PL
اجتماعات	reuniones	اِجتِمَاع	reunión	N;NOM;INDF;PL	N;FEM;PL
اجتماعات	encuentros	اِجتِمَاع	encuentro	N;NOM;INDF;PL	N;MASC;PL
تذكارية	conmemorativo	تَذكَارِيّ	conmemorativo	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
تذكارية	conmemorativa	تَذكَارِيّ	conmemorativo	ADJ;NOM;INDF;FEM;SG	ADJ;FEM;SG
التغلب	superación	تَغَلُّب	superación	N;NOM;DEF;SG	N;FEM;SG
التغلب	superación	تَغَلُّب	superación	N;NOM;DEF;SG	N;FEM;SG
منهجية	metodología	مُنهَجِيّ	metodología	N;NOM;INDF;SG	N;FEM;SG
المعادلات	ecuaciones	مُعَادِلَة	ecuación	N;NOM;DEF;PL	N;FEM;PL
السويسرية	swiss	سُوِيسرِيَّة	swiss	N;NOM;DEF;SG	N
السويسرية	suiza	سُوِيسرِيَّة	suiza	N;NOM;DEF;SG	N;FEM;SG
السويسرية	suizo	سُوِيسرِيَّة	suizo	N;NOM;DEF;SG	N;MASC;SG
خشب	madera	خشب	madera	N;NOM;INDF;SG	N;FEM;SG
خشب	leña	خشب	echar_leña	N;NOM;INDF;SG	N;FEM;SG
خشب	wood	خشب	wood	N;NOM;INDF;SG	N
خشب	madera	خشب	madera	N;NOM;INDF;SG	N;FEM;SG
تشييد	construcción	تَشيِيد	construcción	N;NOM;INDF;SG	N;FEM;SG
تشييد	construccion	تَشيِيد	construcciar	N;NOM;INDF;SG	N;FEM;SG
المساحات	espacios	مَسَّاحَة	espacio	N;NOM;DEF;PL	N;MASC;PL
المساحات	limpiaparabrisas	مَسَّاحَة	limpiaparabrisa	N;NOM;DEF;PL	N;FEM;PL
ضيقة	apretado	ضيقة	apretado	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG;V.PTCP
ضيقة	apretada	ضيقة	apretado	ADJ;NOM;INDF;FEM;SG	ADJ;FEM;SG;V.PTCP
ضيقة	ajustado	ضيقة	ajustado	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG;V.PTCP
الحوت	piscis	حُوت	piscis	N;NOM;DEF;SG	N
الحوت	ballena	حُوت	ballena	N;NOM;DEF;SG	N;FEM;SG
الحوت	whale	حُوت	whale	N;NOM;DEF;SG	N;MASC;SG
ادعى	reclamó	اِدَّعَى	reclamar	V;PFV;MASC;SG;3;ACT	V;IND;SG;3;PST;FIN
ادعى	alegó	اِدَّعَى	alegar	V;PFV;MASC;SG;3;ACT	V;IND;SG;3;PST;FIN
المساء	noche	مَسَاء	noche	N;NOM;DEF;SG	N;FEM;SG
المساء	velada	مَسَاء	velado	N;NOM;DEF;SG	N;FEM;SG
المعاملة	transacción	مُعَامَلَة	transacción	N;NOM;DEF;SG	N;FEM;SG
المعاملة	tratamiento	مُعَامَلَة	tratamiento	N;NOM;DEF;SG	N;MASC;SG
شريان	arteria	شِريَان	arteria	N;NOM;INDF;SG	N;FEM;SG
الوفاء	fidelidad	وَفَاء	fidelidad	N;NOM;DEF;SG	N;FEM;SG
الوفاء	plenitud	وَفَاء	plenitud	N;NOM;DEF;SG	N;FEM;SG
الوفاء	cumplimiento	وَفَاء	cumplimiento	N;NOM;DEF;SG	N;MASC;SG
تسهيل	facilitación	تَسهِيل	facilitación	N;NOM;INDF;SG	N;FEM;SG
تسهيل	facilitación	تَسهِيل	facilitación	N;NOM;INDF;SG	N;FEM;SG
انتقد	critica	اِنتَقَد	criticar	V;PFV;MASC;SG;3;ACT	V;IND;SG;3;PRS;FIN
انتقد	criticar	اِنتَقَد	criticar	V;PFV;MASC;SG;3;ACT	V;NFIN
الاحتفالات	festejos	اِحتِفَال	festejo	N;NOM;DEF;PL	N;MASC;PL
الاحتفالات	fiestas	اِحتِفَال	fiesta	N;NOM;DEF;PL	N;FEM;PL
الاحتفالات	festividades	اِحتِفَال	festividad	N;NOM;DEF;PL	N;FEM;PL
الاحتفالات	celebraciones	اِحتِفَال	celebración	N;NOM;DEF;PL	N;FEM;PL
الاحتفالات	festejos	اِحتِفَال	festejo	N;NOM;DEF;PL	N;MASC;PL
يفسر	explica	فَسَّر	explicar	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
تلقائيا	automática	تِلقَائِيّ	automático	ADJ;ACC;INDF;MASC;SG	ADJ;FEM;SG
تلقائيا	automático	تِلقَائِيّ	automático	ADJ;ACC;INDF;MASC;SG	ADJ;MASC;SG
تعاليم	enseñanzas	تَعلِيم	enseñanza	N;NOM;INDF;PL	N;FEM;PL
معتمد	acreditado	معتمد	acreditar	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
معتمد	acreditada	معتمد	acreditado	ADJ;NOM;INDF;MASC;SG	ADJ;FEM;SG;V.PTCP
معتمد	certificado	معتمد	certificado	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
معتمد	certificada	معتمد	certificado	ADJ;NOM;INDF;MASC;SG	ADJ;FEM;SG;V.PTCP
الكوارث	catástrofes	كَارِثَة	catástrofe	N;NOM;DEF;PL	N;FEM;PL
الكوارث	desastres	كَارِثَة	desastre	N;NOM;DEF;PL	N;MASC;PL
الكوارث	desastres	كَارِثَة	desastre	N;NOM;DEF;PL	N;MASC;PL
التنقل	movilidad	تَنَقُّل	movilidad	N;NOM;DEF;SG	N;FEM;SG
سمعة	fama	سُمعَة	fama	N;NOM;INDF;SG	N;FEM;SG
سمعة	renombre	سُمعَة	renombre	N;NOM;INDF;SG	N;MASC;SG
سمعة	reputación	سُمعَة	reputación	N;NOM;INDF;SG	N;FEM;SG
جسيم	partícula	جَسِيم	partícula	N;NOM;INDF;SG	N;FEM;SG
فدان	hectárea	فَدَّان	hectárea	N;NOM;INDF;SG	N;FEM;SG
فدان	acre	فَدَّان	acrir	N;NOM;INDF;SG	N;MASC;SG
الاعلى	superior	أَعلَى	superior	ADJ;NOM;DEF;MASC;SG	ADJ;SG
تفقد	comprobar	فَقَد	comprobar	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;NFIN
امبراطورية	imperio	امبراطورية	imperio	N;NOM;INDF;SG	N;MASC;SG
امبراطورية	empire	امبراطورية	empire	N;NOM;INDF;SG	N
بخار	vapor	بخار	vapor	N;NOM;INDF;SG	N;MASC;SG
بخار	vapor	بخار	vapor	N;NOM;INDF;SG	N;MASC;SG
بخار	steam	بخار	steam	N;NOM;INDF;SG	N;SG
الاصابة	lesión	إِصَابَة	lesión	N;NOM;DEF;SG	N;FEM;SG
وضعية	pose	وَضعِيَّة	pose	N;NOM;INDF;SG	N;FEM;SG
العلمانية	secularismo	عِلمَانِيَّة	secularismo	N;NOM;DEF;SG	N;MASC;SG
التدقيق	comprobación	تَدقِيق	comprobación	N;NOM;DEF;SG	N;FEM;SG
التدقيق	escrutinio	تَدقِيق	escrutinio	N;NOM;DEF;SG	N;MASC;SG
الاراضي	tierras	أَرض	tierra	N;NOM;DEF;PL	N;FEM;PL
الاراضي	territorios	أَرض	territorio	N;NOM;DEF;PL	N;MASC;PL
الاراضي	terrenos	أَرض	terreno	N;NOM;DEF;PL	N;MASC;PL
الاراضي	land	أَرض	land	N;NOM;DEF;PL	N
الاراضي	tierras	أَرض	tierra	N;NOM;DEF;PL	N;FEM;PL
المكسيكي	mexicano	مَكسِيكِيّ	mexicano	N;NOM;DEF;SG	N;MASC;SG
مضاعفات	complicaciones	مُضَاعَفَات	complicación	N;NOM;INDF;PL	N;FEM;PL
العينات	muestras	عِينَة	muestra	N;NOM;DEF;PL	N;FEM;PL
عادات	costumbres	عَادَة	costumbre	N;NOM;INDF;PL	N;FEM;PL
عادات	hábitos	عَادَة	hábito	N;NOM;INDF;PL	N;MASC;PL
مطلوب	necesitado	مَطلُوب	necesitado	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
مطلوب	exigido	مَطلُوب	exigido	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
مطلوب	requerido	مَطلُوب	requerir	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
مطلوب	requerida	مَطلُوب	requerido	ADJ;NOM;INDF;MASC;SG	ADJ;FEM;SG;V.PTCP
مطلوب	buscado	مَطلُوب	buscado	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
جدوى	viabilidad	جَدوَى	viabilidad	N;NOM;INDF;SG	N;FEM;SG
جدوى	factibilidad	جَدوَى	factibilidad	N;NOM;INDF;SG	N;FEM;SG
الحبشة	abisinia	حَبشَة	abisinia	N;NOM;DEF;SG	N;FEM;SG
التزلج	esquí	تَزَلُّج	esquí	N;NOM;DEF;SG	N;MASC;SG
الكمال	perfect	كَمَال	perfect	N;NOM;DEF;SG	N
الكمال	perfección	كَمَال	perfección	N;NOM;DEF;SG	N;FEM;SG
الجسور	bridges	جِسر	bridge	N;NOM;DEF;PL	N
الجسور	puentes	جِسر	puente	N;NOM;DEF;PL	N;MASC;PL
اللاهوت	teología	لَاهُوت	teología	N;NOM;DEF;SG	N;FEM;SG
مهن	profesiones	مهن	profesión	N;NOM;INDF;PL	N;FEM;PL
مهن	carreras	مهن	carrera	N;NOM;INDF;PL	N;FEM;PL
مهن	profesiones	مهن	profesión	N;NOM;INDF;PL	N;FEM;PL
مهن	ocupaciones	مهن	ocupación	N;NOM;INDF;PL	N;FEM;PL
مترجمة	traductor	مُتَرَجِّم	traductor	N;NOM;INDF;SG	N;MASC;SG
مترجمة	traductora	مُتَرَجِّم	traductor	N;NOM;INDF;SG	N;FEM;SG
الجين	gene	جِين	gene	N;NOM;DEF;SG	N
الجين	gen	جِين	gen	N;NOM;DEF;SG	N;MASC;SG
الوصل	conexión	وَصَل	conexión	N;NOM;DEF;SG	N;FEM;SG
الوالدين	progenitores	الدالدين	progenitor	N;NOM;DEF;PL	N;MASC;PL
الوالدين	padres	الدالدين	padre	N;NOM;DEF;PL	N;MASC;PL
وعاء	recipiente	وَعَاءَ	recipiente	N;NOM;INDF;SG	N;MASC;SG
وعاء	embarcación	وَعَاءَ	embarcación	N;NOM;INDF;SG	N;FEM;SG
وعاء	buque	وَعَاءَ	buque	N;NOM;INDF;SG	N;MASC;SG
وعاء	olla	وَعَاءَ	olla	N;NOM;INDF;SG	N;FEM;SG
وعاء	maceta	وَعَاءَ	maceta	N;NOM;INDF;SG	N;FEM;SG
وعاء	bowl	وَعَاءَ	bowl	N;NOM;INDF;SG	N;MASC;SG
وعاء	bol	وَعَاءَ	bol	N;NOM;INDF;SG	N;MASC;SG
وعاء	cuenco	وَعَاءَ	cuenco	N;NOM;INDF;SG	N;MASC;SG
وعاء	tazón	وَعَاءَ	tazón	N;NOM;INDF;SG	N;MASC;SG
يشهد	testificar	شَهِد	testificar	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;NFIN
يشهد	testificar	شَهِد	testificar	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;NFIN
يشهد	atestiguar	شَهِد	atestiguar	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;NFIN
المفصل	bisagra	مُفَصَّل	bisagra	N;NOM;DEF;SG	N;FEM;SG
لاحظت	notó	لَاحَظ	notar	V;PFV;FEM;SG;3;ACT	V;IND;SG;3;PST;FIN
فاكهة	fruto	فاكهة	fruto	N;NOM;INDF;SG	N;MASC;SG
فاكهة	fruta	فاكهة	fruta	N;NOM;INDF;SG	N;FEM;SG
ارتداء	desgaste	اِرتِدَاء	desgaste	N;NOM;INDF;SG	N;MASC;SG
تكامل	complementariedad	تَكَامُل	complementariedad	N;NOM;INDF;SG	N;FEM;SG
تكامل	integración	تَكَامُل	integración	N;NOM;INDF;SG	N;FEM;SG
المنفذ	puerto	مَنفَذ	puerto	N;NOM;DEF;SG	N;MASC;SG
المنفذ	babor	مَنفَذ	babor	N;NOM;DEF;SG	N;MASC;SG
المنفذ	oporto	مَنفَذ	oporto	N;NOM;DEF;SG	N;MASC;SG
معتدل	moderado	مُعتَدِل	moderado	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
معتدل	moderada	مُعتَدِل	moderado	ADJ;NOM;INDF;MASC;SG	ADJ;FEM;SG;V.PTCP
عجز	discapacidad	عَجز	discapacidad	N;NOM;INDF;SG	N;FEM;SG
عجز	invalidez	عَجز	invalidez	N;NOM;INDF;SG	N;FEM;SG
عجز	incapacidad	عَجز	incapacidad	N;NOM;INDF;SG	N;FEM;SG
عجز	déficit	عَجز	déficit	N;NOM;INDF;SG	N;MASC;SG
المسافات	distancias	المسافات	distancia	N;NOM;DEF;PL	N;FEM;PL
رفيع	delgado	رَفِيع	delgado	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
رفيع	delgada	رَفِيع	delgada	ADJ;NOM;INDF;MASC;SG	ADJ;FEM;SG
رائدة	pionera	رَائِدَة	pionera	ADJ;NOM;INDF;FEM;SG	ADJ;FEM;SG
رائدة	pionero	رَائِدَة	pionero	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
استعراض	examen	اِستِعرَاض	examen	N;NOM;INDF;SG	N;MASC;SG
استعراض	revisión	اِستِعرَاض	revisión	N;NOM;INDF;SG	N;FEM;SG
استعراض	reseña	اِستِعرَاض	reseñar	N;NOM;INDF;SG	N;FEM;SG
الصمام	válvula	صَمَام	válvula	N;NOM;DEF;SG	N;FEM;SG
الزواحف	reptiles	الزواحف	reptil	N;NOM;DEF;PL	N;MASC;PL
الزواحف	reptiles	الزواحف	reptil	N;NOM;DEF;PL	N;MASC;PL
صمام	válvula	صمام	válvula	N;NOM;INDF;SG	N;FEM;SG
المثليين	gays	مُثَلِّي	gay	N;NOM;DEF;PL	N;PL
فضة	plata	فَضَّة	plata	N;NOM;INDF;SG	N;FEM;SG
السلف	predecesor	سِلَف	predecesor	N;NOM;DEF;SG	N;MASC;SG
السلف	antecesor	سِلَف	antecesor	N;NOM;DEF;SG	N;MASC;SG
السلف	predecesora	سِلَف	predecesora	N;NOM;DEF;SG	N;FEM;SG
القلاع	castillos	قَلَاع	castillo	N;NOM;DEF;PL	N;MASC;PL
القلاع	fortalezas	قَلَاع	fortaleza	N;NOM;DEF;PL	N;FEM;PL
عشوائية	aleatorio	عَشوَائِيّ	aleatorio	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
عشوائية	aleatoria	عَشوَائِيّ	aleatoria	ADJ;NOM;INDF;FEM;SG	ADJ;FEM;SG
السعي	quest	سَعي	quest	N;NOM;DEF;SG	N
السعي	persecución	سَعي	persecución	N;NOM;DEF;SG	N;FEM;SG
الخادم	siervo	خَادِم	siervo	N;NOM;DEF;SG	N;MASC;SG
الخادم	sirviente	خَادِم	sirviente	N;NOM;DEF;SG	N;SG
الخادم	sirvienta	خَادِم	sirvienta	N;NOM;DEF;SG	N;FEM;SG
الخادم	servidor	خَادِم	servidor	N;NOM;DEF;SG	N;MASC;SG
انتباه	atención	اِنتِبَاه	atención	N;NOM;INDF;SG	N;FEM;SG
انتباه	atencion	اِنتِبَاه	atencion	N;NOM;INDF;SG	N;FEM;SG
اعتراف	confesión	اِعتِرَاف	confesión	N;NOM;INDF;SG	N;FEM;SG
البولندي	polaca	بُولَندِيّ	polaco	ADJ;NOM;DEF;MASC;SG	ADJ;FEM;SG
تصدير	exportación	تَصدِير	exportación	N;NOM;INDF;SG	N;FEM;SG
تصدير	export	تَصدِير	export	N;NOM;INDF;SG	N
تصدير	prefacio	تَصدِير	prefacio	N;NOM;INDF;SG	N;MASC;SG
تصدير	prólogo	تَصدِير	prólogo	N;NOM;INDF;SG	N;MASC;SG
تصدير	exportación	تَصدِير	exportación	N;NOM;INDF;SG	N;FEM;SG
ناقل	porteador	نَاقِل	porteador	N;NOM;INDF;SG	N;MASC;SG
ناقل	transportista	نَاقِل	transportista	N;NOM;INDF;SG	N;SG
ناقل	transportador	نَاقِل	transportador	N;NOM;INDF;SG	N;MASC;SG
ناقل	transportista	نَاقِل	transportista	N;NOM;INDF;SG	N;SG
اربعة	cuatro	أَربَعَة	cuatro	NUM;NOM;INDF;MASC	NUM;PL
البدائية	primitivo	بِدَائِيّ	primitivo	ADJ;NOM;DEF;FEM;SG	ADJ;MASC;SG
يعنى	significa	عَنَى	significar	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
تضخم	inflación	تَضَخَّم	inflación	N;NOM;INDF;SG	N;FEM;SG
المحامي	abogada	مُحَامِي	abogada	N;NOM;DEF;SG	N;FEM;SG
المحامي	abogado	مُحَامِي	abogado	N;NOM;DEF;SG	N;MASC;SG
المحامي	procurador	مُحَامِي	procurador	N;NOM;DEF;SG	N;MASC;SG
المحامي	letrado	مُحَامِي	letrado	N;NOM;DEF;SG	N;MASC;SG
المحامي	jurista	مُحَامِي	jurista	N;NOM;DEF;SG	N;SG
المحامي	abogada	مُحَامِي	abogada	N;NOM;DEF;SG	N;FEM;SG
المحامي	abogado	مُحَامِي	abogado	N;NOM;DEF;SG	N;MASC;SG
شلل	parálisis	شلل	parálisis	N;NOM;INDF;SG	N;FEM
الفعاليات	actores	الفعاليات	actor	N;NOM;DEF;PL	N;MASC;PL
الفعاليات	eventos	الفعاليات	evento	N;NOM;DEF;PL	N;MASC;PL
الفعاليات	acontecimientos	الفعاليات	acontecimiento	N;NOM;DEF;PL	N;MASC;PL
نوبة	convulsión	نُوبَة	convulsión	N;NOM;INDF;SG	N;FEM;SG
نوبة	incautación	نُوبَة	incautación	N;NOM;INDF;SG	N;FEM;SG
نوبة	decomiso	نُوبَة	decomiso	N;NOM;INDF;SG	N;MASC;SG
نصيحة	asesoramiento	نَصِيحَة	asesoramiento	N;NOM;INDF;SG	N;MASC;SG
نصيحة	consejo	نَصِيحَة	consejo	N;NOM;INDF;SG	N;MASC;SG
نصيحة	punta	نَصِيحَة	punta	N;NOM;INDF;SG	N;FEM;SG
نصيحة	tip	نَصِيحَة	tip	N;NOM;INDF;SG	N;MASC;SG
نصيحة	sugerencia	نَصِيحَة	sugerencia	N;NOM;INDF;SG	N;FEM;SG
نصيحة	consejo	نَصِيحَة	consejo	N;NOM;INDF;SG	N;MASC;SG
نصيحة	propina	نَصِيحَة	propinar	N;NOM;INDF;SG	N;FEM;SG
كتل	bloques	كتل	bloque	N;NOM;INDF;PL	N;MASC;PL
كتل	cuadras	كتل	cuadra	N;NOM;INDF;PL	N;FEM;PL
منشور	post	مَنشُور	post	N;NOM;INDF;SG	N;MASC;SG
منشور	poste	مَنشُور	poste	N;NOM;INDF;SG	N;MASC;SG
منشور	publicación	مَنشُور	publicación	N;NOM;INDF;SG	N;FEM;SG
سنوي	anual	سَنَوِيّ	anual	ADJ;NOM;INDF;MASC;SG	ADJ;SG
سنوي	anual	سَنَوِيّ	anual	ADJ;NOM;INDF;MASC;SG	ADJ;SG
سنوي	nevado	سَنَوِيّ	nevar	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
المؤمن	creyente	مُؤَمِّن	creyente	N;NOM;DEF;SG	N;SG
انفصال	ruptura	اِنفِصَال	ruptura	N;NOM;INDF;SG	N;FEM;SG
انفصال	rompimiento	اِنفِصَال	rompimiento	N;NOM;INDF;SG	N;MASC;SG
انفصال	disolución	اِنفِصَال	disolución	N;NOM;INDF;SG	N;FEM;SG
انفصال	separación	اِنفِصَال	separación	N;NOM;INDF;SG	N;FEM;SG
المواهب	talentos	مَوهِب	talento	N;NOM;DEF;PL	N;MASC;PL
التقاعد	jubilación	تَقَاعُد	jubilación	N;NOM;DEF;SG	N;FEM;SG
التقاعد	retiro	تَقَاعُد	retiro	N;NOM;DEF;SG	N;MASC;SG
استعداد	ready	اِستِعدَاد	ready	N;NOM;INDF;SG	N
استعداد	lista	اِستِعدَاد	lista	N;NOM;INDF;SG	N;FEM;SG
جثة	cuerpo	جُثَّة	cuerpo	N;NOM;INDF;SG	N;MASC;SG
جثة	cadáver	جُثَّة	cadáver	N;NOM;INDF;SG	N;MASC;SG
جثة	body	جُثَّة	body	N;NOM;INDF;SG	N
جثة	cadaver	جُثَّة	cadaver	N;NOM;INDF;SG	N;MASC;SG
جثة	cadáver	جُثَّة	cadáver	N;NOM;INDF;SG	N;MASC;SG
الزي	disfraz	اَلزَذِي	disfraz	N;NOM;DEF;SG	N;MASC;SG
الزي	traje	اَلزَذِي	traje	N;NOM;DEF;SG	N;MASC;SG
الزي	vestuario	اَلزَذِي	vestuario	N;NOM;DEF;SG	N;MASC;SG
المتمردين	rebeldes	مُتَمَرِّد	rebelde	N;NOM;DEF;PL	N;PL
المتمردين	rebeldes	مُتَمَرِّد	rebelde	N;NOM;DEF;PL	N;PL
العناوين	títulos	عُنوَان	título	N;NOM;DEF;PL	N;MASC;PL
العناوين	domicilios	عُنوَان	domicilio	N;NOM;DEF;PL	N;MASC;PL
العناوين	direcciones	عُنوَان	dirección	N;NOM;DEF;PL	N;FEM;PL
الغبار	polvo	غُبَار	polvo	N;NOM;DEF;SG	N;MASC;SG
مادية	materialista	مَادِّيّ	materialista	ADJ;NOM;INDF;FEM;SG	ADJ;SG
الفخذ	muslo	فَخذ	muslo	N;NOM;DEF;SG	N;MASC;SG
غامضة	misterioso	غَامِض	misterioso	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
غامضة	misteriosa	غَامِض	misterioso	ADJ;NOM;INDF;FEM;SG	ADJ;FEM;SG
المرجانية	coral	مَرجَانِيّ	coral	N;NOM;DEF;SG	N;SG
الاقتراع	boleta	اِقتِرَاع	boleta	N;NOM;DEF;SG	N;FEM;SG
الاقتراع	votación	اِقتِرَاع	votación	N;NOM;DEF;SG	N;FEM;SG
العبور	travesía	عُبُور	travesía	N;NOM;DEF;SG	N;FEM;SG
العبور	cruce	عُبُور	cruce	N;NOM;DEF;SG	N;MASC;SG
العبور	tránsito	عُبُور	tránsito	N;NOM;DEF;SG	N;MASC;SG
العبور	transito	عُبُور	transito	N;NOM;DEF;SG	N;MASC;SG
الرفاع	riffa	رَفع	riffa	N;NOM;DEF;SG	N;MASC;SG
نمت	durmió	نَمّ	dormir	V;PFV;FEM;SG;3;ACT	V;IND;SG;3;PST;FIN
نمت	dormía	نَمّ	dormir	V;PFV;FEM;SG;3;ACT	V;IND;SG;3;IPFV;FIN
تخصصات	majors	خَصَّص	majors	N;NOM;INDF;PL	N;PL
تخصصات	especialidades	خَصَّص	especialidad	N;NOM;INDF;PL	N;FEM;PL
تخصصات	especialidades	خَصَّص	especialidad	N;NOM;INDF;PL	N;FEM;PL
اشتباكات	enfrentamientos	اِشتِبَاك	enfrentamiento	N;NOM;INDF;PL	N;MASC;PL
