yang	que	yang	que	PRO	PRO;MASC;SG
penghubung	linker	penhubung	linker	N;SG	N;MASC;SG
penghubung	conector	penhubung	conector	N;SG	N;MASC;SG
penyelesaian	completação	penselesaian	completação	N;SG	N;FEM;SG
penyelesaian	finalização	penselesaian	finalização	N;SG	N;FEM;SG
penyelesaian	conclusão	penselesaian	conclusão	N;SG	N;FEM;SG
penyelesaian	liquidação	penselesaian	liquidação	N;SG	N;FEM;SG
penyelesaian	povoamento	penselesaian	povoamento	N;SG	N;MASC;SG
penyelesaian	assentamento	penselesaian	assentamento	N;SG	N;MASC;SG
perintis	pacer	penrintis	pacer	N;SG	N;MASC;SG
minoritas	minoria	minoritas	minoria	N;SG	N;FEM;SG
varietas	variedade	varietas	variedade	N;SG	N;FEM;SG
varietas	variety	varietas	variety	N;SG	N;MASC;SG
gundam	gundam	gundam	gundar	N	N;MASC;SG
pengepungan	cerco	penkepungan	cerco	N;SG	N;MASC;SG
gila	insano	gila	insano	ADJ;SG	ADJ;MASC;SG
gila	insana	gila	insanar	ADJ;SG	ADJ;FEM;SG
gila	louco	gila	louco	ADJ;SG	ADJ;MASC;SG
gila	louco	gila	louco	ADJ;SG	ADJ;MASC;SG
gila	louco	gila	louco	ADJ;SG	ADJ;MASC;SG
jambu	goiaba	jambu	goiaba	N;SG	N;FEM;SG
jambu	jerusalém	jambu	jerusalém	N;SG	N;MASC;SG
jambu	syzygium	jambu	syzygium	N;SG	N;MASC;SG
akal	sentido	akal	sentido	N;SG	N;MASC;SG
akal	senso	akal	senso	N;SG	N;MASC;SG
teritori	território	teritori	território	N;SG	N;MASC;SG
jangkauan	cordilheira	jangkauan	cordilheira	N;SG	N;FEM;SG
jangkauan	alcance	jangkauan	alcance	N;SG	N;MASC;SG
jangkauan	intervalo	jangkauan	intervalo	N;SG	N;MASC;SG
jangkauan	gama	jangkauan	gama	N;SG	N;FEM;SG
jangkauan	alcance	jangkauan	alcance	N;SG	N;MASC;SG
jangkauan	reach	jangkauan	reach	N;SG	N;MASC;SG
ideologi	ideologia	ideologi	ideologia	N	N;FEM;SG
ideologi	ideologias	ideologi	ideologia	N	N;FEM;PL
berkunjung	visitado	berkunjung	visitar	V;SG;ACT	V;MASC;SG;V.PTCP
berkunjung	visitada	berkunjung	visitar	V;SG;ACT	V;FEM;SG;V.PTCP
berkunjung	visitei	berkunjung	visitar	V;SG;ACT	V;IND;SG;1;PST;FIN
berkunjung	visitou	berkunjung	visitar	V;SG;ACT	V;IND;SG;3;PST;FIN
berkunjung	visitando	berkunjung	visitar	V;SG;ACT	V;V.MSDR
mamalia	mamífero	mamalia	mamífero	N;SG	N;MASC;SG
mamalia	mamífero	mamalia	mamífero	N;SG	N;MASC;SG
algoritma	algoritmo	algoritma	algoritmo	N;SG	N;MASC;SG
klien	cliente	klien	cliente	N;SG	N;MASC;SG
sponsor	patrocínio	sponsor	patrocínio	N;SG	N;MASC;SG
sponsor	patrocinador	sponsor	patrocinador	N;SG	N;MASC;SG
sponsor	patrocínio	sponsor	patrocínio	N;SG	N;MASC;SG
dihadiri	frequentou	dihadiri	frequentar	V;SG;PASS	V;IND;SG;3;PST;FIN
dihadiri	compareceu	dihadiri	comparecer	V;SG;PASS	V;IND;SG;3;PST;FIN
rangers	rangers	rangers	ranger	N	N;MASC;PL
ketakutan	fear	ketakutan	fear	N;SG	N;MASC;SG
ketakutan	medo	ketakutan	medo	N;SG	N;MASC;SG
ketakutan	medo	ketakutan	medo	N;SG	N;MASC;SG
ketakutan	susto	ketakutan	susto	N;SG	N;MASC;SG
penglihatan	visão	penlihatan	visão	N;SG	N;FEM;SG
penglihatan	vision	penlihatan	vision	N;SG	N;MASC;SG
penyerangan	attack	penserangan	attack	N;SG	N;MASC;SG
penyerangan	ataque	penserangan	ataque	N;SG	N;MASC;SG
penyerangan	assalto	penserangan	assalto	N;SG	N;MASC;SG
penyerangan	agressão	penserangan	agressão	N;SG	N;FEM;SG
input	input	input	input	N	N;MASC;SG
input	entrada	input	entrada	N	N;FEM;SG
input	entradas	input	entrada	N	N;FEM;PL
input	inputs	input	input	N	N;MASC;PL
memohon	suplicou	menmohon	suplicar	V;SG;ACT	V;IND;SG;3;PST;FIN
memohon	implorou	menmohon	implorar	V;SG;ACT	V;IND;SG;3;PST;FIN
memohon	implorando	menmohon	implorar	V;SG;ACT	V;V.MSDR
memohon	implorar	menmohon	implorar	V;SG;ACT	V;NFIN
memohon	mendigar	menmohon	mendigar	V;SG;ACT	V;NFIN
memohon	mendigar	menmohon	mendigar	V;SG;ACT	V;NFIN
memohon	implorar	menmohon	implorar	V;SG;ACT	V;NFIN
memohon	implora	menmohon	implora	V;SG;ACT	V;IND;SG;3;PRS;FIN
merencanakan	conspirar	menrencanakan	conspirar	V;SG;ACT	V;NFIN
merencanakan	planeado	menrencanakan	planear	V;SG;ACT	V;MASC;SG;V.PTCP
merencanakan	planejou	menrencanakan	planejar	V;SG;ACT	V;IND;SG;3;PST;FIN
merencanakan	planejado	menrencanakan	planejar	V;SG;ACT	V;MASC;SG;V.PTCP
merencanakan	planejada	menrencanakan	planejar	V;SG;ACT	V;FEM;SG;V.PTCP
merencanakan	planeada	menrencanakan	planear	V;SG;ACT	V;FEM;SG;V.PTCP
instruksi	instrução	instruksi	instrução	N;SG	N;FEM;SG
disesuaikan	ajustada	disesuaikan	ajustar	V;SG;PASS	V;FEM;SG;V.PTCP
disesuaikan	ajustado	disesuaikan	ajustar	V;SG;PASS	V;MASC;SG;V.PTCP
disesuaikan	personalizado	disesuaikan	personalizar	V;SG;PASS	V;MASC;SG;V.PTCP
bekerjasama	coopera	bekerjasama	cooperar	V;SG;ACT	V;IND;SG;3;PRS;FIN
bekerjasama	cooperar	bekerjasama	cooperar	V;SG;ACT	V;NFIN
inspirasi	inspirações	inspirasi	inspiração	N	N;FEM;PL
inspirasi	inspiração	inspirasi	inspiração	N	N;FEM;SG
pengantar	introdução	penantar	introdução	N;SG	N;FEM;SG
pengantar	introdutória	penantar	introdutório	N;SG	N;FEM;SG
pengantar	prefácio	penantar	prefácio	N;SG	N;MASC;SG
pengantar	preâmbulo	penantar	preâmbulo	N;SG	N;MASC;SG
pengantar	prefácio	penantar	prefácio	N;SG	N;MASC;SG
memasak	cozinhar	menpasak	cozinhar	V;SG;ACT	V;NFIN
memasak	cozinhando	menpasak	cozinhar	V;SG;ACT	V;V.MSDR
memasak	cozinhar	menpasak	cozinhar	V;SG;ACT	V;NFIN
dikembalikan	retornado	dikembalikan	retornar	V;SG;PASS	V;MASC;SG;V.PTCP
dikembalikan	retornou	dikembalikan	retornar	V;SG;PASS	V;IND;SG;3;PST;FIN
dikembalikan	regressou	dikembalikan	regressar	V;SG;PASS	V;IND;SG;3;PST;FIN
dikembalikan	voltou	dikembalikan	voltar	V;SG;PASS	V;IND;SG;3;PST;FIN
dikembalikan	devolvido	dikembalikan	devolver	V;SG;PASS	V;MASC;SG;V.PTCP
dikembalikan	reembolsado	dikembalikan	reembbolsar	V;SG;PASS	V;MASC;SG;V.PTCP
merancang	projetado	menrancang	projetar	V;SG;ACT	V;MASC;SG;V.PTCP
merancang	desenhado	menrancang	desenhar	V;SG;ACT	V;MASC;SG;V.PTCP
merancang	concebido	menrancang	conceber	V;SG;ACT	V;MASC;SG;V.PTCP
merancang	projetada	menrancang	projetar	V;SG;ACT	V;FEM;SG;V.PTCP
menu	menu	menu	menu	N;SG	N;MASC;SG
menu	ementa	menu	emento	N;SG	N;MASC;SG
menu	cardápio	menu	cardápio	N;SG	N;MASC;SG
ditanam	plantada	ditanam	plantar	V;SG;PASS	V;FEM;SG;V.PTCP
ditanam	plantado	ditanam	plantar	V;SG;PASS	V;MASC;SG;V.PTCP
ditanam	plantou	ditanam	plantar	V;SG;PASS	V;IND;SG;3;PST;FIN
blackberry	amora	blackberry	amora	N	N;FEM;SG
blackberry	blackberry	blackberry	blackberry	N	N;MASC;SG
blackberry	amoras	blackberry	amora	N	N;FEM;PL
didapatkan	adquirida	didapatkan	adquirir	V;SG;PASS	V;FEM;SG;V.PTCP
didapatkan	adquirido	didapatkan	adquirir	V;SG;PASS	V;MASC;SG;V.PTCP
ritus	rito	ritus	rito	N	N;MASC;SG
ritus	ritos	ritus	rito	N	N;MASC;PL
afghanistan	afeganistão	afghanistan	afeganistão	N;SG	N;MASC;SG
afghanistan	afegão	afghanistan	afegão	N;SG	N;MASC;SG
teguh	firme	teguh	firme	ADJ;SG	ADJ;FEM;SG
tani	tani	tani	tani	N;SG	N;MASC;SG
diadopsi	adoptado	diadopsi	adoptar	V;SG;PASS	V;MASC;SG;V.PTCP
diadopsi	adotou	diadopsi	adotar	V;SG;PASS	V;IND;SG;3;PST;FIN
diadopsi	adotado	diadopsi	adotar	V;SG;PASS	V;MASC;SG;V.PTCP
diadopsi	aprovado	diadopsi	aprovar	V;SG;PASS	V;MASC;SG;V.PTCP
diadopsi	adotada	diadopsi	adotar	V;SG;PASS	V;FEM;SG;V.PTCP
keseimbangan	saldo	keseimbangan	saldo	N;SG	N;MASC;SG
keseimbangan	balança	keseimbangan	balança	N;SG	N;FEM;SG
keseimbangan	balanço	keseimbangan	balanço	N;SG	N;MASC;SG
keseimbangan	equilíbrio	keseimbangan	equilíbrio	N;SG	N;MASC;SG
keseimbangan	equilíbrio	keseimbangan	equilíbrio	N;SG	N;MASC;SG
madu	mel	madu	mel	N;SG	N;MASC;SG
madu	mead	madu	mead	N;SG	N;MASC;SG
berjanji	promete	berjanji	prometer	V;SG;ACT	V;IND;SG;3;PRS;FIN
berjanji	prometa	berjanji	prometer	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
berjanji	prometido	berjanji	prometer	V;SG;ACT	V;MASC;SG;V.PTCP
berjanji	prometi	berjanji	prometer	V;SG;ACT	V;IND;SG;1;PST;FIN
berjanji	prometida	berjanji	prometer	V;SG;ACT	V;FEM;SG;V.PTCP
berjanji	prometeu	berjanji	prometer	V;SG;ACT	V;IND;SG;3;PST;FIN
hidung	nariz	hidung	nariz	N;SG	N;MASC;SG
pelawak	humorista	penlawak	humorista	N	N;MASC;SG
pelawak	comediante	penlawak	comediante	N	N;MASC;SG
sabuk	cinto	sabuk	cinto	N;SG	N;MASC;SG
sabuk	cinturão	sabuk	cinturão	N;SG	N;MASC;SG
sabuk	correia	sabuk	correia	N;SG	N;MASC;SG
kartun	cartoon	kartun	cartoon	N;SG	N;MASC;SG
lapis	camada	lapis	camada	N;SG;ACT	N;FEM;SG
sirip	fin	sirip	fin	N;SG	N;MASC;SG
sirip	barbatana	sirip	barbatana	N;SG	N;FEM;SG
konfigurasi	configuração	konfigurasi	configuração	N;SG	N;FEM;SG
perdebatan	debate	perdebatan	debate	N;SG	N;MASC;SG
pujian	elogio	pujian	elogio	N;SG	N;MASC;SG
pujian	louvor	pujian	louvor	N;SG	N;MASC;SG
pujian	elogio	pujian	elogio	N;SG	N;MASC;SG
pengamat	observador	pengamat	observador	N;SG	N;MASC;SG
detektif	detective	detektif	detective	N;SG	N;MASC;SG
detektif	detetive	detektif	detetive	N;SG	N;MASC;SG
penaklukan	conquista	pentaklukan	conquista	N;SG	N;FEM;SG
misa	missa	misa	missa	N	N;FEM;SG
misa	massa	misa	massa	N	N;FEM;SG
bendahara	tesoureiro	bendahara	tesoureiro	N;SG	N;MASC;SG
diplomatik	diplomática	diplomatik	diplomático	N;SG	N;FEM;SG
lembaran	planilha	lembaran	planilha	N;SG	N;FEM;SG
lembaran	lençol	lembaran	lençol	N;SG	N;MASC;SG
lembaran	folha	lembaran	folha	N;SG	N;FEM;SG
penerbang	folheto	penterbang	folheto	N;SG	N;MASC;SG
penerbang	panfleto	penterbang	panfleto	N;SG	N;MASC;SG
penerbang	flyer	penterbang	flyer	N;SG	N;MASC;SG
penerbang	aeronauta	penterbang	aeronauta	N;SG	N;MASC;SG
prosesor	processador	prosesor	processador	N;SG	N;MASC;SG
kontroversial	polémica	kontroversial	polémica	N;SG	N;FEM;SG
kontroversial	polêmica	kontroversial	polêmica	N;SG	N;FEM;SG
digabungkan	combinada	digabungkan	combinar	V;SG;PASS	V;FEM;SG;V.PTCP
digabungkan	combinado	digabungkan	combinar	V;SG;PASS	V;MASC;SG;V.PTCP
digabungkan	fundido	digabungkan	fundir	V;SG;PASS	V;MASC;SG;V.PTCP
digabungkan	fundiu	digabungkan	fundir	V;SG;PASS	V;IND;SG;3;PST;FIN
reaktor	reator	reaktor	reator	N;SG	N;MASC;SG
reaktor	reactor	reaktor	reactor	N;SG	N;MASC;SG
panduan	guia	panduan	guia	N;SG	N;FEM;SG
panduan	guia	panduan	guia	N;SG	N;FEM;SG
dibuang	banida	dibuang	banir	V;SG;PASS	V;FEM;SG;V.PTCP
dibuang	banido	dibuang	banir	V;SG;PASS	V;MASC;SG;V.PTCP
dibuang	descartada	dibuang	descartar	V;SG;PASS	V;FEM;SG;V.PTCP
dibuang	descartado	dibuang	descartar	V;SG;PASS	V;MASC;SG;V.PTCP
dibuang	removida	dibuang	remover	V;SG;PASS	V;FEM;SG;V.PTCP
dibuang	eliminado	dibuang	eliminar	V;SG;PASS	V;MASC;SG;V.PTCP
dibuang	removido	dibuang	remover	V;SG;PASS	V;MASC;SG;V.PTCP
dibuang	arrasou	dibuang	arrasar	V;SG;PASS	V;IND;SG;3;PST;FIN
konvensional	convencional	konvensional	convencional	ADJ;SG	ADJ;MASC;SG
akting	atuação	akting	atuação	N;SG	N;FEM;SG
ikon	ícones	ikon	ícone	N	N;MASC;PL
ikon	ícone	ikon	ícone	N	N;MASC;SG
ikon	ícones	ikon	ícone	N	N;MASC;PL
radikal	rad	radikal	rad	N;SG	N;MASC;SG
teleskop	telescópio	teleskop	telescópio	N;SG	N;MASC;SG
meridian	meridiano	menridian	meridiano	N;SG	N;MASC;SG
rokok	cigarro	rokok	cigarro	N;SG	N;MASC;SG
rokok	cigarro	rokok	cigarro	N;SG	N;MASC;SG
duet	dueto	duet	dueto	N	N;MASC;SG
deskripsi	descrição	deskripsi	descrição	N;SG	N;FEM;SG
mendominasi	dominando	mendominasi	dominar	V;SG;ACT	V;V.MSDR
mendominasi	dominado	mendominasi	dominar	V;SG;ACT	V;MASC;SG;V.PTCP
mendominasi	dominou	mendominasi	dominar	V;SG;ACT	V;IND;SG;3;PST;FIN
mendominasi	dominada	mendominasi	dominar	V;SG;ACT	V;FEM;SG;V.PTCP
mendominasi	domine	mendominasi	domine	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
mendominasi	dominar	mendominasi	dominar	V;SG;ACT	V;NFIN
menutupi	cobrindo	mentutupi	cobrir	V;SG;ACT	V;V.MSDR
menutupi	abrangendo	mentutupi	abranger	V;SG;ACT	V;V.MSDR
penyiar	locutor	pennyiar	locutor	N;SG	N;MASC;SG
penyiar	apresentador	pennyiar	apresentador	N;SG	N;MASC;SG
irigasi	irrigação	irigasi	irrigação	N;SG	N;FEM;SG
irigasi	rega	irigasi	regar	N;SG	N;FEM;SG
lintang	latitude	lintang	latitude	N	N;FEM;SG
lintang	latitudes	lintang	latitude	N	N;FEM;PL
lambung	hull	lambung	hull	N;SG	N;MASC;SG
lambung	casco	lambung	casco	N;SG	N;MASC;SG
lambung	estomago	lambung	estomago	N;SG	N;MASC;SG
lambung	estômago	lambung	estômago	N;SG	N;MASC;SG
lambung	barriga	lambung	barriga	N;SG	N;FEM;SG
dokumentasi	documentação	dokumentasi	documentação	N;SG	N;FEM;SG
kerbau	búfalos	kerbau	búfalo	N	N;MASC;PL
kerbau	búfalo	kerbau	búfalo	N	N;MASC;SG
kerbau	buffalo	kerbau	buffalo	N	N;MASC;SG
kerbau	búfalos	kerbau	búfalo	N	N;MASC;PL
pencari	seeker	pencari	seeker	N;SG	N;MASC;SG
pengangkatan	arrebatamento	penangkatan	arrebatamento	N;SG	N;MASC;SG
pengangkatan	elevação	penangkatan	elevação	N;SG	N;FEM;SG
pistol	pistolas	pistol	pistola	N	N;FEM;PL
pistol	pistola	pistol	pistola	N	N;FEM;SG
pistol	revólver	pistol	revólver	N	N;MASC;SG
pistol	pistola	pistol	pistola	N	N;FEM;SG
pistol	gun	pistol	gun	N	N;MASC;SG
pistol	arma	pistol	arma	N	N;FEM;SG
pengawal	guarda	penawal	guarda	N;SG	N;FEM;SG
menyarankan	sugerida	mensarankan	sugerir	V;SG;ACT	V;FEM;SG;V.PTCP
menyarankan	sugerido	mensarankan	sugerir	V;SG;ACT	V;MASC;SG;V.PTCP
menyarankan	sugeriu	mensarankan	sugerir	V;SG;ACT	V;IND;SG;3;PST;FIN
menyarankan	recomenda	mensarankan	recomendar	V;SG;ACT	V;IND;SG;3;PRS;FIN
menyarankan	sugere	mensarankan	sugerir	V;SG;ACT	V;IND;SG;3;PRS;FIN
menyarankan	sugerir	mensarankan	sugerir	V;SG;ACT	V;NFIN
menyarankan	sugira	mensarankan	sugirar	V;SG;ACT	V;SBJV;SG;3;FUT;FIN
menyarankan	sugere	mensarankan	sugerir	V;SG;ACT	V;IND;SG;3;PRS;FIN
menyarankan	recomendo	mensarankan	recomendar	V;SG;ACT	V;IND;SG;1;PRS;FIN
menyarankan	recomendar	mensarankan	recomendar	V;SG;ACT	V;NFIN
menyarankan	recomende	mensarankan	recomender	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
menyarankan	recomenda	mensarankan	recomendar	V;SG;ACT	V;IND;SG;3;PRS;FIN
menyarankan	sugerindo	mensarankan	sugerir	V;SG;ACT	V;V.MSDR
mendengarkan	ouviu	mendengarkan	ouvir	V;SG;ACT	V;IND;SG;3;PST;FIN
mendengarkan	escutou	mendengarkan	escutar	V;SG;ACT	V;IND;SG;3;PST;FIN
mendengarkan	ouvia	mendengarkan	ouvir	V;SG;ACT	V;IND;SG;3;IPFV;FIN
mendengarkan	escutar	mendengarkan	escutar	V;SG;ACT	V;NFIN
mendengarkan	ouvindo	mendengarkan	ouvir	V;SG;ACT	V;V.MSDR
mendengarkan	escutando	mendengarkan	escutar	V;SG;ACT	V;V.MSDR
mendengarkan	ouvir	mendengarkan	ouvir	V;SG;ACT	V;NFIN
mendengarkan	ouça	mendengarkan	ouçar	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
mendengarkan	ouve	mendengarkan	ouvir	V;SG;ACT	V;IND;SG;3;PRS;FIN
cari	procurar	cari	procurar	V;SG;ACT	V;NFIN
cari	pesquisar	cari	pesquisar	V;SG;ACT	V;NFIN
cari	encontrar	cari	encontrar	V;SG;ACT	V;NFIN
cari	encontre	cari	encontre	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
cari	encontra	cari	encontrar	V;SG;ACT	V;IND;SG;3;PRS;FIN
prize	prémio	prize	prémio	N	N;MASC;SG
prize	premio	prize	premio	N	N;MASC;SG
prize	prêmio	prize	prêmio	N	N;MASC;SG
imigran	imigrante	imigran	imigrante	N;SG	N;MASC;SG
sampel	amostra	sampel	amostra	N;SG	N;FEM;SG
dugaan	conjectura	dugaan	conjectura	N;SG	N;FEM;SG
dugaan	suposição	dugaan	suposição	N;SG	N;FEM;SG
entri	entrada	entri	entrada	N;SG	N;FEM;SG
bertepatan	coincidindo	bertepatan	coincidir	V;SG;ACT	V;V.MSDR
bertepatan	coincidir	bertepatan	coincidir	V;SG;ACT	V;NFIN
bertepatan	coincidiu	bertepatan	coincidir	V;SG;ACT	V;IND;SG;3;PST;FIN
veteran	veterano	veteran	veterano	N	N;MASC;SG
veteran	veteranos	veteran	veterano	N	N;MASC;PL
veteran	veteranos	veteran	veterano	N	N;MASC;PL
koneksi	ligação	koneksi	ligação	N;SG	N;FEM;SG
koneksi	conexão	koneksi	conexão	N;SG	N;FEM;SG
bertahap	faseada	bertahap	fasear	V;SG;ACT	V;FEM;SG;V.PTCP
dapur	cozinhas	dapur	cozinha	N	N;FEM;PL
dapur	cozinha	dapur	cozinha	N	N;FEM;SG
meledak	rebentar	menledak	rebentar	V;SG;ACT	V;NFIN
meledak	explodiu	menledak	explodir	V;SG;ACT	V;IND;SG;3;PST;FIN
meledak	explode	menledak	explode	V;SG;ACT	V;IND;SG;3;PRS;FIN
meledak	explodir	menledak	explodir	V;SG;ACT	V;NFIN
meledak	exploda	menledak	explodar	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
meledak	explodindo	menledak	explodir	V;SG;ACT	V;V.MSDR
kubah	cofres	kubah	cofre	N	N;MASC;PL
kubah	dome	kubah	domer	N	N;MASC;SG
kubah	cúpula	kubah	cúpula	N	N;FEM;SG
kubah	domo	kubah	domo	N	N;MASC;SG
kubah	cofre	kubah	cofrer	N	N;MASC;SG
kubah	abóbada	kubah	abóbar	N	N;FEM;SG
diundang	convidou	diundang	convidar	V;SG;PASS	V;IND;SG;3;PST;FIN
diundang	convidada	diundang	convidar	V;SG;PASS	V;FEM;SG;V.PTCP
diundang	convidado	diundang	convidar	V;SG;PASS	V;MASC;SG;V.PTCP
berdoa	orar	berdoa	orar	V;SG;ACT	V;NFIN
berdoa	ore	berdoa	ore	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
berdoa	rezar	berdoa	rezar	V;SG;ACT	V;NFIN
berdoa	rezou	berdoa	rezar	V;SG;ACT	V;IND;SG;3;PST;FIN
berdoa	rezar	berdoa	rezar	V;SG;ACT	V;NFIN
berdoa	rezando	berdoa	rezar	V;SG;ACT	V;V.MSDR
berdoa	orando	berdoa	orando	V;SG;ACT	V;V.MSDR
jenazah	cadáver	jenazah	cadáver	N;SG	N;MASC;SG
jenazah	cadáver	jenazah	cadáver	N;SG	N;MASC;SG
pembelian	compra	penbelian	compra	N;SG	N;FEM;SG
panel	painel	panel	painel	N;SG	N;MASC;SG
jaksa	inquisitor	jaksa	inquisitor	N;SG	N;MASC;SG
jaksa	promotor	jaksa	promotor	N;SG	N;MASC;SG
jaksa	procurador	jaksa	procurador	N;SG	N;MASC;SG
penderitaan	agonia	penderitaan	agonia	N;SG	N;FEM;SG
penderitaan	sofrimento	penderitaan	sofrimento	N;SG	N;MASC;SG
realitas	realidade	realitas	realidade	N;SG	N;FEM;SG
realitas	reality	realitas	reality	N;SG	N;MASC;SG
dijadwalkan	programada	dijadwalkan	programar	V;SG;PASS	V;FEM;SG;V.PTCP
dijadwalkan	agendada	dijadwalkan	agendar	V;SG;PASS	V;FEM;SG;V.PTCP
dijadwalkan	agendado	dijadwalkan	agendar	V;SG;PASS	V;MASC;SG;V.PTCP
dijadwalkan	programado	dijadwalkan	programar	V;SG;PASS	V;MASC;SG;V.PTCP
liturgi	liturgia	liturgi	liturgia	N	N;FEM;SG
asin	sal	asin	sal	N;SG	N;MASC;SG
beasiswa	bolsa	beasiswa	bolsa	N;SG	N;FEM;SG
konsisten	consistente	konsisten	consistente	ADJ;SG	ADJ;MASC;SG
konsisten	coerente	konsisten	coerente	ADJ;SG	ADJ;MASC;SG
diperbaiki	corrigido	diperbaiki	corrigir	V;SG;PASS	V;MASC;SG;V.PTCP
diperbaiki	reparada	diperbaiki	reparar	V;SG;PASS	V;FEM;SG;V.PTCP
diperbaiki	reparado	diperbaiki	reparar	V;SG;PASS	V;MASC;SG;V.PTCP
kutipan	citação	kutipan	citação	N;SG	N;FEM;SG
ditingkatkan	atualizado	ditingkatkan	atualizar	V;SG;PASS	V;MASC;SG;V.PTCP
ditingkatkan	melhorada	ditingkatkan	melhorar	V;SG;PASS	V;FEM;SG;V.PTCP
ditingkatkan	melhorado	ditingkatkan	melhorar	V;SG;PASS	V;MASC;SG;V.PTCP
ditingkatkan	melhorou	ditingkatkan	melhorar	V;SG;PASS	V;IND;SG;3;PST;FIN
ditingkatkan	reforçada	ditingkatkan	reforçar	V;SG;PASS	V;FEM;SG;V.PTCP
ditingkatkan	melhorada	ditingkatkan	melhorar	V;SG;PASS	V;FEM;SG;V.PTCP
ditingkatkan	melhorado	ditingkatkan	melhorar	V;SG;PASS	V;MASC;SG;V.PTCP
farmasi	farmacêutica	farmasi	farmacêutica	N;SG	N;FEM;SG
farmasi	farmacêutica	farmasi	farmacêutica	N;SG	N;FEM;SG
farmasi	farmacêutico	farmasi	farmacêutico	N;SG	N;FEM;SG
farmasi	farmácia	farmasi	farmácia	N;SG	N;FEM;SG
kriminal	criminoso	kriminal	criminoso	N;SG	N;MASC;SG
kriminal	criminal	kriminal	criminal	N;SG	N;MASC;SG
kriminal	criminosa	kriminal	criminoso	N;SG	N;FEM;SG
kriminal	penal	kriminal	penal	N;SG	N;MASC;SG
kriminal	criminalidade	kriminal	criminalidade	N;SG	N;FEM;SG
kriminal	delito	kriminal	delito	N;SG	N;MASC;SG
kriminal	crime	kriminal	crime	N;SG	N;MASC;SG
pengelola	gerenciador	penkelola	gerenciador	N;SG	N;MASC;SG
pengelola	gerente	penkelola	gerente	N;SG	N;MASC;SG
pengelola	gestor	penkelola	gestor	N;SG	N;MASC;SG
pengelola	manutenção	penkelola	manutenção	N;SG	N;FEM;SG
pengelola	mantenedor	penkelola	mantenedor	N;SG	N;MASC;SG
daring	online	daring	online	N	N;MASC;SG
sumpah	juramento	sumpah	juramento	N;SG	N;MASC;SG
individual	indivíduos	individual	indivíduo	N	N;MASC;PL
individual	indivíduo	individual	indivíduo	N	N;MASC;SG
proklamasi	proclamação	proklamasi	proclamação	N	N;FEM;SG
utuh	intacta	utuh	intactar	ADJ;SG	ADJ;FEM;SG
utuh	intacto	utuh	intacto	ADJ;SG	ADJ;MASC;SG
utuh	inteiro	utuh	inteiro	ADJ;SG	ADJ;MASC;SG
seratus	cem	seratus	cem	NUM	NUM
ideal	ideal	ideal	ideal	ADJ;SG	ADJ;MASC;SG
pengantin	noiva	pengantin	noiva	N;SG	N;FEM;SG
saus	molho	saus	molho	N;SG	N;MASC;SG
terapi	terapêutica	terapi	terapêutica	N;SG	N;FEM;SG
terapi	terapia	terapi	terapia	N;SG	N;FEM;SG
dekan	reitor	dekan	reitor	N;SG	N;MASC;SG
dekan	decano	dekan	decano	N;SG	N;MASC;SG
dekan	reitora	dekan	reitora	N;SG	N;FEM;SG
dekan	deans	dekan	deans	N;SG	N;MASC;SG
penggerak	propulsão	pengerak	propulsão	N;SG	N;FEM;SG
penggerak	condutor	pengerak	condutor	N;SG	N;MASC;SG
penggerak	maquinista	pengerak	maquinista	N;SG	N;MASC;SG
penggerak	driver	pengerak	driver	N;SG	N;MASC;SG
penggerak	motorista	pengerak	motorista	N;SG	N;MASC;SG
navigasi	navegação	navigasi	navegação	N;SG	N;FEM;SG
relief	alívio	relief	alívio	N;SG	N;MASC;SG
relief	relevo	relief	relevo	N;SG	N;MASC;SG
lereng	ladeira	lereng	ladeira	N;SG	N;FEM;SG
lereng	encosta	lereng	encosta	N;SG	N;FEM;SG
lereng	inclinação	lereng	inclinação	N;SG	N;FEM;SG
lereng	declive	lereng	declive	N;SG	N;MASC;SG
memperkirakan	estimar	menperkirakan	estimar	V;SG;ACT	V;NFIN
memperkirakan	estimar	menperkirakan	estimar	V;SG;ACT	V;NFIN
finansial	financeiro	finansial	financeiro	ADJ;SG	ADJ;MASC;SG
terlahir	nascido	terlahir	nascer	V;SG;PASS	V;MASC;SG;V.PTCP
terlahir	nascida	terlahir	nascer	V;SG;PASS	V;FEM;SG;V.PTCP
terlahir	nasceu	terlahir	nascer	V;SG;PASS	V;IND;SG;3;PST;FIN
flora	flora	flora	flora	N	N;FEM;SG
tokugawa	tokugawa	tokugawa	tokugawo	N	N;MASC;SG
sebelas	onze	sebelas	onze	NUM	NUM
penentuan	determinação	pententuan	determinação	N;SG	N;FEM;SG
penentuan	predestinação	pententuan	predestinação	N;SG	N;FEM;SG
ftv	ftv	ftv	ftv	N	N;MASC;SG
limbah	desperdício	limbah	desperdício	N;SG	N;MASC;SG
limbah	esgoto	limbah	esgoto	N;SG	N;MASC;SG
