van	من	van	مِن	ADP	ADP
mager	رقيقة	maag	رَقِيقَة	ADJ	ADJ;NOM;INDF;FEM;SG
verspreiden	توزع	verspreiden	توزع	V;NFIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
verspreiden	يوزع	verspreiden	وَزَّع	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
verspreiden	انتشر	verspreiden	اِنتَشَر	V;NFIN	V;PFV;MASC;SG;3;ACT
aankomst	وصول	aankomst	وُصُول	N;MASC+FEM;SG	N;NOM;INDF;SG
aankomst	الوصول	aankomst	وُصُول	N;MASC+FEM;SG	N;NOM;DEF;SG
passage	مرور	passage	مُرُور	N;MASC+FEM;SG	N;NOM;INDF;SG
favoriete	مفضل	favoriet	مُفَضِّل	ADJ	ADJ;NOM;INDF;MASC;SG
favoriete	المفضل	favoriet	مُفَضِّل	ADJ	ADJ;NOM;DEF;MASC;SG
favoriete	مفضلة	favoriet	مُفضَلّ	ADJ	ADJ;NOM;INDF;FEM;SG
favoriete	مفضل	favoriet	مُفَضِّل	ADJ	ADJ;NOM;INDF;MASC;SG
favoriete	المفضل	favoriet	مُفَضِّل	ADJ	ADJ;NOM;DEF;MASC;SG
beoordeling	تقييم	beoordeling	تَقيِيم	N;MASC+FEM;SG	N;NOM;INDF;SG
beoordeling	التقييم	beoordeling	تَقيِيم	N;MASC+FEM;SG	N;NOM;DEF;SG
beoordeling	المراجعة	beoordeling	مُرَاجَعَة	N;MASC+FEM;SG	N;NOM;DEF;SG
beoordeling	استعراض	beoordeling	اِستِعرَاض	N;MASC+FEM;SG	N;NOM;INDF;SG
beoordeling	الاستعراض	beoordeling	اِستِعرَاض	N;MASC+FEM;SG	N;NOM;DEF;SG
beoordeling	مراجعة	beoordeling	مُرَاجَعَة	N;MASC+FEM;SG	N;NOM;INDF;SG
beoordeling	تقييم	beoordeling	تَقيِيم	N;MASC+FEM;SG	N;NOM;INDF;SG
beoordeling	التقييم	beoordeling	تَقيِيم	N;MASC+FEM;SG	N;NOM;DEF;SG
beoordeling	تقييم	beoordeling	تَقيِيم	N;MASC+FEM;SG	N;NOM;INDF;SG
beoordeling	التقييم	beoordeling	تَقيِيم	N;MASC+FEM;SG	N;NOM;DEF;SG
beoordeling	التصنيف	beoordeling	تَصنِيف	N;MASC+FEM;SG	N;NOM;DEF;SG
beoordeling	تصنيف	beoordeling	تَصنِيف	N;MASC+FEM;SG	N;NOM;INDF;SG
regeerde	حكمت	regeren	حَكَم	V;SG;PST;FIN	V;PFV;FEM;SG;3;ACT
legioen	فيلق	legioen	فِيلق	N;NEUT;SG	N;NOM;INDF;SG
legioen	الفيلق	legioen	فَيلَق	N;NEUT;SG	N;NOM;DEF;SG
gek	مجنونة	gek	مَجنُون	ADJ	ADJ;NOM;INDF;FEM;SG
gek	جنوني	gek	جنوني	ADJ	ADJ;NOM;INDF;MASC;SG
tentoonstellingen	معارض	tentoonstelling	مَعرِض	N;PL	N;NOM;INDF;PL
kiest	يختار	kiezen	اِختَار	V;SG;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
kiest	يختار	kiezen	اِختَار	V;SG;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
kloosters	الاديرة	klooster	دَيرَة	N;PL	N;NOM;DEF;PL
kamers	الغرف	kamer	غُرفَة	N;PL	N;NOM;DEF;PL
kamers	غرف	kamer	غُرفَة	N;PL	N;NOM;INDF;PL
ruwe	الخام	ruw	خَام	ADJ	ADJ;NOM;DEF;MASC;SG
ruwe	خام	ruw	خَام	ADJ	ADJ;NOM;INDF;MASC;SG
ruwe	الخام	ruw	خَام	ADJ	ADJ;NOM;DEF;MASC;SG
willekeurige	عشوائية	willekeurig	عَشوَائِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
willekeurige	عشوائي	willekeurig	عَشوَائِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
willekeurige	تعسفية	willekeurig	تَعسِفِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
willekeurige	التعسفي	willekeurig	تَعسِفِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
belgen	البلجيكيين	belgen	بِلجِيكِيّ	N;PL	N;NOM;DEF;PL
stoel	الكرسي	stoel	كُرسِيّ	N;MASC+FEM;SG	N;NOM;DEF;SG
stoel	مقعد	stoel	مَقعَد	N;MASC+FEM;SG	N;NOM;INDF;SG
stoel	المقعد	stoel	مَقعَد	N;MASC+FEM;SG	N;NOM;DEF;SG
zaden	بذور	zaad	بَذر	N;PL	N;NOM;INDF;PL
zaden	البذور	zaad	بَذر	N;PL	N;NOM;DEF;PL
zaden	البذور	zaad	بَذر	N;PL	N;NOM;DEF;PL
aanpassing	التكيف	aanpassing	تَكَيُّف	N;MASC+FEM;SG	N;NOM;DEF;SG
aanpassing	التكيف	aanpassing	تَكَيُّف	N;MASC+FEM;SG	N;NOM;DEF;SG
aanpassing	تكيف	aanpassing	كَاف	N;MASC+FEM;SG	N;NOM;INDF;SG
aanpassing	تكييف	aanpassing	تكييف	N;MASC+FEM;SG	N;NOM;INDF;SG
gestoken	طعنت	steken	طَعَن	V;V.PTCP	V;PFV;FEM;SG;3;ACT
orgaan	العضو	orgaan	عُضو	N;NEUT;SG	N;NOM;DEF;SG
gouvernement	محافظة	gouvernement	مُحَافَظَة	N;NEUT;SG	N;NOM;INDF;SG
zwemmer	سباح	zwemmer	سَبَّاح	N;MASC+FEM;SG	N;NOM;INDF;SG
magische	سحري	magisch	سِحرِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
neerslag	التساقط	neerslag	تَسَاقُط	N;MASC+FEM;SG	N;NOM;DEF;SG
bull	الثور	bull	ثَور	N;MASC+FEM;SG	N;NOM;DEF;SG
streken	مناطق	streek	مِنطَقَة	N;PL	N;NOM;INDF;PL
streken	المناطق	streek	مِنطَقَة	N;PL	N;NOM;DEF;PL
verlichting	انارة	verlichting	أُنرَة	N;MASC+FEM;SG	N;NOM;INDF;SG
verlichting	التنوير	verlichting	تَنوِير	N;MASC+FEM;SG	N;NOM;DEF;SG
verlichting	الاضاءة	verlichting	إِضَاءَة	N;MASC+FEM;SG	N;NOM;DEF;SG
verlichting	اضاءة	verlichting	إِضَاءَة	N;MASC+FEM;SG	N;NOM;INDF;SG
verlichting	اضاءة	verlichting	إِضَاءَة	N;MASC+FEM;SG	N;NOM;INDF;SG
step	خطوة	step	خَطوَة	N;MASC+FEM;SG	N;NOM;INDF;SG
step	الخطوة	step	خَطوَة	N;MASC+FEM;SG	N;NOM;DEF;SG
moeilijke	صعب	moeilijk	صَعب	ADJ	ADJ;NOM;INDF;MASC;SG
moeilijke	صعبة	moeilijk	صَعب	ADJ	ADJ;NOM;INDF;FEM;SG
criterium	معيار	criterium	مُعِير	N;NEUT;SG	N;NOM;INDF;SG
criterium	المعيار	criterium	مِعيَار	N;NEUT;SG	N;NOM;DEF;SG
palestijnse	فلسطينية	palestijns	فِلَسطِينِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
vesting	قلعة	vesting	قلعة	N;MASC+FEM;SG	N;NOM;INDF;SG
vesting	القلعة	vesting	قَلعَة	N;MASC+FEM;SG	N;NOM;DEF;SG
vesting	الحصن	vesting	حَصن	N;MASC+FEM;SG	N;NOM;DEF;SG
inspecteur	مفتش	inspecteur	مفتش	N;MASC+FEM;SG	N;NOM;INDF;SG
inspecteur	المفتش	inspecteur	مُفَتِّش	N;MASC+FEM;SG	N;NOM;DEF;SG
geholpen	ساعدت	helpen	سَاعَد	V;V.PTCP	V;PFV;FEM;SG;3;ACT
gelijkspel	تعادل	gelijkspel	تَعَادُل	N;NEUT;SG	N;NOM;INDF;SG
gelijkspel	التعادل	gelijkspel	تَعَادُل	N;NEUT;SG	N;NOM;DEF;SG
laboratorium	المختبر	laboratorium	مُختَبَر	N;NEUT;SG	N;NOM;DEF;SG
laboratorium	مختبر	laboratorium	مُختَبِر	N;NEUT;SG	N;NOM;INDF;SG
unit	وحدة	unit	وَحدَة	N;MASC+FEM;SG	N;NOM;INDF;SG
unit	الوحدة	unit	وَحدَة	N;MASC+FEM;SG	N;NOM;DEF;SG
spiegel	مراة	spiegel	مَرَاة	N;MASC+FEM;SG	N;NOM;INDF;SG
spiegel	المراه	spiegel	مَرَاه	N;MASC+FEM;SG	N;NOM;DEF;SG
spiegel	المراة	spiegel	مَرَاة	N;MASC+FEM;SG	N;NOM;DEF;SG
dansen	يرقص	dansen	رَقَّص	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
spectrum	الطيف	spectrum	طَيف	N;NEUT;SG	N;NOM;DEF;SG
inrichting	الديكور	inrichting	الديكور	N;MASC+FEM;SG	N;NOM;DEF;SG
bom	قنبلة	bom	قُنبُلَة	N;MASC+FEM;SG	N;NOM;INDF;SG
bom	القنبلة	bom	قُنبُلَة	N;MASC+FEM;SG	N;NOM;DEF;SG
staatsgreep	الانقلاب	staatsgreep	اِنقِلَاب	N;MASC+FEM;SG	N;NOM;DEF;SG
staatsgreep	انقلاب	staatsgreep	اِنقِلَاب	N;MASC+FEM;SG	N;NOM;INDF;SG
resoluties	القرارات	resolutie	قَرَار	N;PL	N;NOM;DEF;PL
resoluties	قرارات	resolutie	قَرَار	N;PL	N;NOM;INDF;PL
bestanden	ملفات	bestand	مِلَفَّة	N;PL	N;NOM;INDF;PL
bestanden	الملفات	bestand	مِلَفَّة	N;PL	N;NOM;DEF;PL
stabiel	ثابتة	stabiel	ثَابِت	ADJ	ADJ;NOM;INDF;FEM;SG
stabiel	مستقر	stabiel	مُستَقِرّ	ADJ	ADJ;NOM;INDF;MASC;SG
stabiel	مستقرة	stabiel	مُستَقِرّ	ADJ	ADJ;NOM;INDF;FEM;SG
perspectief	المنظور	perspectief	مَنظُور	N;NEUT;SG	N;NOM;DEF;SG
perspectief	منظور	perspectief	منظور	N;NEUT;SG	N;NOM;INDF;SG
bereik	النطاق	bereik	نِطَاق	N;NEUT;SG	N;NOM;DEF;SG
bereik	مدى	bereik	مَدَى	N;NEUT;SG	N;NOM;INDF;SG
bereik	المدى	bereik	مَدَى	N;NEUT;SG	N;NOM;DEF;SG
bereik	نطاق	bereik	نِطَاق	N;NEUT;SG	N;NOM;INDF;SG
bereik	الوصول	bereik	وُصُول	N;NEUT;SG	N;NOM;DEF;SG
circus	السيرك	circus	السيرك	N;NEUT;SG	N;NOM;DEF;SG
syndroom	متلازمة	syndroom	مُتَلَازِم	N;NEUT;SG	N;NOM;INDF;SG
deeltjes	الجزيئات	deel	جَزِيمَة	N;PL	N;NOM;DEF;PL
deeltjes	جسيمات	deel	جَسِيم	N;PL	N;NOM;INDF;PL
deeltjes	الجسيمات	deel	جَسِيم	N;PL	N;NOM;DEF;PL
deeltjes	جزيئات	deel	جَزِيمَة	N;PL	N;NOM;INDF;PL
deeltjes	جسيمات	deel	جَسِيم	N;PL	N;NOM;INDF;PL
deeltjes	الجسيمات	deel	جَسِيم	N;PL	N;NOM;DEF;PL
deeltjes	جسيمات	deel	جَسِيم	N;PL	N;NOM;INDF;PL
deeltjes	الجسيمات	deel	جَسِيم	N;PL	N;NOM;DEF;PL
begeleiding	توجيه	begeleiding	تَوجِيه	N;MASC+FEM;SG	N;NOM;INDF;SG
begeleiding	ارشاد	begeleiding	إِرشَاد	N;MASC+FEM;SG	N;NOM;INDF;SG
begeleiding	التوجيه	begeleiding	تَوجِيه	N;MASC+FEM;SG	N;NOM;DEF;SG
begeleiding	المشورة	begeleiding	مُشَوِّر	N;MASC+FEM;SG	N;NOM;DEF;SG
ding	الشيء	ding	شَيء	N;NEUT;SG	N;NOM;DEF;SG
indianen	هنود	indiaan	هَند	N;PL	N;NOM;INDF;PL
indianen	الهنود	indiaan	هِندِيّ	N;PL	N;NOM;DEF;PL
deelnemer	المتسابق	deelnemer	مُتَسَابِق	N;MASC+FEM;SG	N;NOM;DEF;SG
deelnemer	مشارك	deelnemer	مَشرَكَة	N;MASC+FEM;SG	N;NOM;INDF;SG
werkelijke	الفعلية	werkelijk	فِعلِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
werkelijke	فعلية	werkelijk	فِعلِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
werkelijke	الفعلي	werkelijk	فِعلِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
zoom	تكبير	zoom	تَكبِير	N;MASC+FEM;SG	N;NOM;INDF;SG
plaatsing	موضع	plaatsing	مَوضِع	N;MASC+FEM;SG	N;NOM;INDF;SG
plaatsing	الموضع	plaatsing	مُوَضَّع	N;MASC+FEM;SG	N;NOM;DEF;SG
comedy	كوميدي	comedy	كوميدي	N;MASC+FEM;SG	N;NOM;INDF;SG
statistiek	الاحصاء	statistiek	إِحصَاء	N;MASC+FEM;SG	N;NOM;DEF;SG
concentratie	التركيز	concentratie	تَركِيز	N;MASC+FEM;SG	N;NOM;DEF;SG
concentratie	تركيز	concentratie	تَركِيز	N;MASC+FEM;SG	N;NOM;INDF;SG
partners	الشركاء	partner	شَرِيك	N;PL	N;NOM;DEF;PL
partners	شركاء	partner	شَرِيك	N;PL	N;NOM;INDF;PL
paren	الازواج	paar	زَوج	N;PL	N;NOM;DEF;PL
paren	ازواج	paar	زَوج	N;PL	N;NOM;INDF;PL
paren	ازواج	paar	زَوج	N;PL	N;NOM;INDF;PL
tekens	احرف	teken	احرف	N;PL	N;NOM;INDF;PL
tekens	الشخصيات	teken	شَخصِيَّة	N;PL	N;NOM;DEF;PL
tekens	شخصيات	teken	شَخصِيَّة	N;PL	N;NOM;INDF;PL
tekens	العلامات	teken	عَلَامَة	N;PL	N;NOM;DEF;PL
tekens	علامات	teken	عَلَامَة	N;PL	N;NOM;INDF;PL
voelen	تشعر	voelen	شَعَر	V;NFIN	V;IPFV;MASC;IND;SG;2;FIN;ACT
voelen	يشعر	voelen	شَعَر	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
legend	الاسطورة	legend	أُسطُورَة	N;MASC+FEM;SG	N;NOM;DEF;SG
legend	اسطورة	legend	أُسطُورَة	N;MASC+FEM;SG	N;NOM;INDF;SG
vloer	طابق	vloer	طَابِق	N;MASC+FEM;SG	N;NOM;INDF;SG
vloer	الطابق	vloer	طَابِق	N;MASC+FEM;SG	N;NOM;DEF;SG
coureurs	سائقين	coureur	سَائِق	N;PL	N;NOM;INDF;PL
coureurs	السائقين	coureur	سَائِق	N;PL	N;NOM;DEF;PL
fysieke	جسدية	fysiek	جَسَدِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
fysieke	المادية	fysiek	مَادِّيّ	ADJ	ADJ;NOM;DEF;FEM;SG
gestolen	سرقت	stelen	سَرَق	V;V.PTCP	V;PFV;FEM;SG;3;ACT
gestolen	سرق	stelen	سِرق	V;V.PTCP	V;PFV;MASC;SG;3;ACT
gestolen	سرقت	stelen	سَرَق	V;V.PTCP	V;PFV;FEM;SG;3;ACT
gestolen	سرق	stelen	سِرق	V;V.PTCP	V;PFV;MASC;SG;3;ACT
klachten	الشكاوى	klacht	شَكوَى	N;PL	N;NOM;DEF;PL
klachten	شكاوى	klacht	شَكوَى	N;PL	N;NOM;INDF;PL
helling	المنحدر	helling	مُنحَدِر	N;MASC+FEM;SG	N;NOM;DEF;SG
helling	منحدر	helling	مُنحَدَر	N;MASC+FEM;SG	N;NOM;INDF;SG
helling	الانحدار	helling	اِنحِدَار	N;MASC+FEM;SG	N;NOM;DEF;SG
helling	الانحدار	helling	اِنحِدَار	N;MASC+FEM;SG	N;NOM;DEF;SG
helling	التدرج	helling	تَدَرُّج	N;MASC+FEM;SG	N;NOM;DEF;SG
helling	المنحدر	helling	مُنحَدِر	N;MASC+FEM;SG	N;NOM;DEF;SG
sneeuw	الثلج	sneeuw	ثَلج	N;MASC+FEM;SG	N;NOM;DEF;SG
wenselijk	المرغوب	wenselijk	مَرغُوب	ADJ	ADJ;NOM;DEF;MASC;SG
wenselijk	مرغوب	wenselijk	مرغوب	ADJ	ADJ;NOM;INDF;MASC;SG
wenselijk	مرغوبة	wenselijk	مَرغُوب	ADJ	ADJ;NOM;INDF;FEM;SG
gevoelig	حساسة	gevoelig	حَسَّاس	ADJ	ADJ;NOM;INDF;FEM;SG
romantische	رومانسية	romantisch	رُومَانسِيَّة	ADJ	ADJ;NOM;INDF;FEM;SG
romantische	رومنسي	romantisch	رُومنسِي	ADJ	ADJ;NOM;INDF;MASC;SG
lege	فارغ	leeg	فارغ	ADJ	ADJ;NOM;INDF;MASC;SG
lege	فارغة	leeg	فارغة	ADJ	ADJ;NOM;INDF;FEM;SG
debat	مناقشة	debat	مُنَاقَشَة	N;NEUT;SG	N;NOM;INDF;SG
debat	المناظرة	debat	مُنَاظَرَة	N;NEUT;SG	N;NOM;DEF;SG
debat	نقاش	debat	نِقَاش	N;NEUT;SG	N;NOM;INDF;SG
debat	المناقشة	debat	مُنَاقَشَة	N;NEUT;SG	N;NOM;DEF;SG
veroorzaakte	سببت	veroorzaken	سَبَب	V;SG;PST;FIN	V;PFV;FEM;SG;3;ACT
presentatie	التقديم	presentatie	تَقدِيم	N;MASC+FEM;SG	N;NOM;DEF;SG
presentatie	عرض	presentatie	عَرض	N;MASC+FEM;SG	N;NOM;INDF;SG
presentatie	العرض	presentatie	عَرض	N;MASC+FEM;SG	N;NOM;DEF;SG
uitkomst	الحصيلة	uitkomst	حَصِيلَة	N;MASC+FEM;SG	N;NOM;DEF;SG
grace	نعمة	grace	نعمة	N;MASC+FEM;SG	N;NOM;INDF;SG
aangetrokken	جذبت	aantrekken	جَذَب	V;V.PTCP	V;PFV;FEM;SG;3;ACT
aangetrokken	اجتذبت	aantrekken	اِجتَذَب	V;V.PTCP	V;PFV;FEM;SG;3;ACT
stekels	المسامير	stekel	مُسَامِير	N;PL	N;NOM;DEF;PL
voordelen	مزايا	voordeel	مَزِيَّة	N;PL	N;NOM;INDF;PL
voordelen	المزايا	voordeel	مَزِيَّة	N;PL	N;NOM;DEF;PL
voordelen	استحقاقات	voordeel	اِستِحقَاق	N;PL	N;NOM;INDF;PL
voordelen	الفوائد	voordeel	فَائِدَة	N;PL	N;NOM;DEF;PL
voordelen	الاستحقاقات	voordeel	اِستِحقَاق	N;PL	N;NOM;DEF;PL
voordelen	المنافع	voordeel	مَنفَعَة	N;PL	N;NOM;DEF;PL
voordelen	فوائد	voordeel	فَائِدَة	N;PL	N;NOM;INDF;PL
benen	سيقان	been	سِيقَان	N;PL	N;NOM;INDF;PL
tel	العد	tellen	عَدّ	N;MASC+FEM;SG	N;NOM;DEF;SG
tel	العدد	tellen	عَدَد	N;MASC+FEM;SG	N;NOM;DEF;SG
identiek	مماثل	identiek	مُمَاثِل	ADJ	ADJ;NOM;INDF;MASC;SG
identiek	متطابقة	identiek	مُتَطَابِق	ADJ	ADJ;NOM;INDF;FEM;SG
samenvatting	الموجز	samenvatting	مُوجز	N;MASC+FEM;SG	N;NOM;DEF;SG
samenvatting	الملخص	samenvatting	مُلخَص	N;MASC+FEM;SG	N;NOM;DEF;SG
samenvatting	ملخص	samenvatting	مُلخَص	N;MASC+FEM;SG	N;NOM;INDF;SG
samenvatting	موجز	samenvatting	مُوجَز	N;MASC+FEM;SG	N;NOM;INDF;SG
verbeteringen	التحسينات	verbetering	تَحسِين	N;PL	N;NOM;DEF;PL
verbeteringen	تحسينات	verbetering	تَحسِين	N;PL	N;NOM;INDF;PL
verbeteringen	التحسينات	verbetering	تَحسِين	N;PL	N;NOM;DEF;PL
verbeteringen	تحسينات	verbetering	تَحسِين	N;PL	N;NOM;INDF;PL
bewaren	وفر	bewaren	وَفر	V;NFIN	V;PFV;MASC;SG;3;ACT
wonder	المعجزة	wonder	مُعَجِّز	N;NEUT;SG	N;NOM;DEF;SG
wonder	معجزة	wonder	معجزة	N;NEUT;SG	N;NOM;INDF;SG
stuurt	يرسل	sturen	أَرسَل	V;SG;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
komedie	كوميدي	komedie	كوميدي	N;MASC+FEM;SG	N;NOM;INDF;SG
inval	التوغل	inval	تَوَغُّل	N;MASC+FEM;SG	N;NOM;DEF;SG
inval	الغارة	inval	غَارَة	N;MASC+FEM;SG	N;NOM;DEF;SG
inval	غارة	inval	غارة	N;MASC+FEM;SG	N;NOM;INDF;SG
pen	قلم	pen	قَلَم	N;MASC+FEM;SG	N;NOM;INDF;SG
pen	القلم	pen	قَلَم	N;MASC+FEM;SG	N;NOM;DEF;SG
meervoud	الجمع	meervoud	جَمع	N;NEUT;SG	N;NOM;DEF;SG
verzoeken	الطلبات	verzoek	طَلَب	N;PL	N;NOM;DEF;PL
verzoeken	طلبات	verzoek	طَلَب	N;PL	N;NOM;INDF;PL
omgekeerd	عكست	omkeren	عَكَس	V;V.PTCP	V;PFV;FEM;SG;3;ACT
voorzieningen	المرافق	voorziening	مِرفَق	N;PL	N;NOM;DEF;PL
deelgenomen	شاركت	deelnemen	شَارَك	V;V.PTCP	V;PFV;FEM;SG;3;ACT
dragon	التنين	dragon	تَنَيَّن	N;MASC+FEM;SG	N;NOM;DEF;SG
vakantie	الاجازة	vakantie	إِجَازَة	N;MASC+FEM;SG	N;NOM;DEF;SG
vakantie	اجازة	vakantie	إِجَازَة	N;MASC+FEM;SG	N;NOM;INDF;SG
vakantie	العطلة	vakantie	عُطلَة	N;MASC+FEM;SG	N;NOM;DEF;SG
vakantie	عطلة	vakantie	عُطلَة	N;MASC+FEM;SG	N;NOM;INDF;SG
vakantie	العطلة	vakantie	عُطلَة	N;MASC+FEM;SG	N;NOM;DEF;SG
vakantie	الاجازة	vakantie	إِجَازَة	N;MASC+FEM;SG	N;NOM;DEF;SG
vakantie	عطلة	vakantie	عُطلَة	N;MASC+FEM;SG	N;NOM;INDF;SG
vakantie	اجازة	vakantie	إِجَازَة	N;MASC+FEM;SG	N;NOM;INDF;SG
vakantie	الاعياد	vakantie	إِعيَاد	N;MASC+FEM;SG	N;NOM;DEF;SG
vakantie	العطل	vakantie	عَطل	N;MASC+FEM;SG	N;NOM;DEF;SG
tekort	العجز	tekort	عَجز	N;NEUT;SG	N;NOM;DEF;SG
tekort	عجز	tekort	عَجز	N;NEUT;SG	N;NOM;INDF;SG
honden	كلاب	hond	كَلَاب	N;PL	N;NOM;INDF;PL
honden	الكلاب	hond	كَلَاب	N;PL	N;NOM;DEF;PL
duidelijkheid	الوضوح	duidelijkheid	وُضُوح	N;MASC+FEM;SG	N;NOM;DEF;SG
duidelijkheid	وضوح	duidelijkheid	وُضُوح	N;MASC+FEM;SG	N;NOM;INDF;SG
arme	فقير	arm	فَقِير	ADJ	ADJ;NOM;INDF;MASC;SG
arme	فقيرة	arm	فَقِير	ADJ	ADJ;NOM;INDF;FEM;SG
opgegeven	اعلنت	opgeven	أَعلَن	V;V.PTCP	V;PFV;FEM;SG;3;ACT
koopman	تاجر	koopman	تَاجِر	N;MASC+FEM;SG	N;NOM;INDF;SG
koopman	التاجر	koopman	تَاجِر	N;MASC+FEM;SG	N;NOM;DEF;SG
aanslagen	الهجمات	aanslaan	هَجمَة	N;PL	N;NOM;DEF;PL
aanslagen	اعتداءات	aanslaan	اِعتِدَاء	N;PL	N;NOM;INDF;PL
aanslagen	هجمات	aanslaan	هَجمَة	N;PL	N;NOM;INDF;PL
aanslagen	الاعتداءات	aanslaan	اِعتِدَاء	N;PL	N;NOM;DEF;PL
noot	ملاحظة	noot	مُلَاحِظَة	N;MASC+FEM;SG	N;NOM;INDF;SG
noot	الملاحظة	noot	مُلَاحَظَة	N;MASC+FEM;SG	N;NOM;DEF;SG
maagd	العذراء	maagd	عَذرَاء	N;MASC+FEM;SG	N;NOM;DEF;SG
maagd	عذراء	maagd	عَذرَاء	N;MASC+FEM;SG	N;NOM;INDF;SG
maagd	العذراء	maagd	عَذرَاء	N;MASC+FEM;SG	N;NOM;DEF;SG
langdurige	مطولة	langdurig	مَطُول	ADJ	ADJ;NOM;INDF;FEM;SG
simpel	بسيط	simpel	بَسِيط	ADJ	ADJ;NOM;INDF;MASC;SG
simpel	بسيطة	simpel	بَسِيط	ADJ	ADJ;NOM;INDF;FEM;SG
eiste	طالبت	eisen	طَالَب	V;SG;PST;FIN	V;PFV;FEM;SG;3;ACT
bod	العطاء	bod	عَطَاء	N;NEUT;SG	N;NOM;DEF;SG
groeiende	ينمو	groeien	نَمَا	V;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
egel	القنفذ	egel	قُنفُذ	N;MASC+FEM;SG	N;NOM;DEF;SG
meedoen	انضموا	meedoen	اِنضَمّ	V;NFIN	V;PFV;MASC;PL;3;ACT
meedoen	انضم	meedoen	اِنضَمّ	V;NFIN	V;PFV;MASC;SG;3;ACT
beschikbare	متوفر	beschikbaar	متوفر	ADJ	ADJ;NOM;INDF;MASC;SG
beschikbare	متاح	beschikbaar	مُتَاح	ADJ	ADJ;NOM;INDF;MASC;SG
beschikbare	متاحة	beschikbaar	مُتَاح	ADJ	ADJ;NOM;INDF;FEM;SG
beschikbare	متوفرة	beschikbaar	مُتَوَفِّر	ADJ	ADJ;NOM;INDF;FEM;SG
minderheid	الاقلية	minderheid	الاقلية	N;MASC+FEM;SG	N;NOM;DEF;SG
minderheid	اقلية	minderheid	اقلية	N;MASC+FEM;SG	N;NOM;INDF;SG
fabrieken	مصانع	fabriek	مَصنَع	N;PL	N;NOM;INDF;PL
fabrieken	المصانع	fabriek	مَصنَع	N;PL	N;NOM;DEF;PL
bevelhebber	قائد	bevelhebber	قَائِد	N;MASC+FEM;SG	N;NOM;INDF;SG
bevelhebber	القائد	bevelhebber	قَائِد	N;MASC+FEM;SG	N;NOM;DEF;SG
gevaarlijk	خطير	gevaarlijk	خَطِير	ADJ	ADJ;NOM;INDF;MASC;SG
gevaarlijk	خطيرة	gevaarlijk	خَطِير	ADJ	ADJ;NOM;INDF;FEM;SG
gevaarlijk	خطرة	gevaarlijk	خَطِر	ADJ	ADJ;NOM;INDF;FEM;SG
fruit	فاكهة	fruit	فاكهة	N;NEUT;SG	N;NOM;INDF;SG
fruit	الفاكهة	fruit	فَاكِهَة	N;NEUT;SG	N;NOM;DEF;SG
fruit	الثمار	fruit	ثَمَر	N;NEUT;SG	N;NOM;DEF;SG
voelde	شعرت	voelen	شَعَر	V;SG;PST;FIN	V;PFV;FEM;SG;3;ACT
plateau	هضبة	plateau	هُضبَة	N;NEUT;SG	N;NOM;INDF;SG
visserij	الصيد	visserij	صَيد	N;MASC+FEM;SG	N;NOM;DEF;SG
generaties	الاجيال	generatie	جِيل	N;PL	N;NOM;DEF;PL
generaties	اجيال	generatie	اجيال	N;PL	N;NOM;INDF;PL
script	سيناريو	script	سِينَارِيُو	N;NEUT;SG	N;NOM;INDF;SG
script	نص	script	نَصّ	N;NEUT;SG	N;NOM;INDF;SG
script	النص	script	نَصّ	N;NEUT;SG	N;NOM;DEF;SG
belastingen	ضرائب	belastingen	ضَرِيبَة	N;PL	N;NOM;INDF;PL
belastingen	الضرائب	belastingen	ضَرِيبَة	N;PL	N;NOM;DEF;PL
belastingen	ضرائب	belastingen	ضَرِيبَة	N;PL	N;NOM;INDF;PL
belastingen	الضرائب	belastingen	ضَرِيبَة	N;PL	N;NOM;DEF;PL
belastingen	ضرائب	belastingen	ضَرِيبَة	N;PL	N;NOM;INDF;PL
belastingen	الضرائب	belastingen	ضَرِيبَة	N;PL	N;NOM;DEF;PL
detective	المحقق	detective	مُحَقَّق	N;MASC+FEM;SG	N;NOM;DEF;SG
detective	المخبر	detective	مُخَبَّر	N;MASC+FEM;SG	N;NOM;DEF;SG
detective	مخبر	detective	مُخَبَّر	N;MASC+FEM;SG	N;NOM;INDF;SG
zuilen	الاركان	zuilen	رُكن	N;PL	N;NOM;DEF;PL
