cuarteto	kvarteta	cuarteto	kvartets	N	N;GEN;MASC;SG
semellas	skatiens	semella	skatiens	N	N;NOM;MASC;SG
patrulla	patruļa	patrulla	patrult	N	N;NOM;FEM;SG
rematará	būs	rematar	būt	V	V;FH;IND;3;POS;FUT;FIN;ACT
desexas	gribu	desexa	gribēt	V	V;FH;IND;SG;1;POS;PRS;FIN;ACT
desexas	gribam	desexa	gribēt	V	V;FH;IND;PL;1;POS;PRS;FIN;ACT
desexas	gribi	desexa	gribēt	V	V;IMP;SG;2;POS;FIN;ACT
desexas	grib	desexa	gribēt	V	V;FH;IND;3;POS;PRS;FIN;ACT
milicia	kaujinieku	milicia	kaujinieks	N	N;ACC;MASC;SG
morrese	mirst	morrer	mirst	V	V;FH;IND;3;POS;PRS;FIN;ACT
morrese	mirt	morrer	mirt	V	V;POS;NFIN
morrese	nomirt	morrer	nomirt	V	V;POS;NFIN
morrese	nomira	morrer	nomirt	V	V;FH;IND;3;POS;PST;FIN;ACT
morrese	mira	morrer	mirt	V	V;FH;IND;3;POS;PST;FIN;ACT
serea	sirēnu	ser	sirēna	N	N;ACC;FEM;SG
serea	trieciens	ser	trieciens	N	N;NOM;MASC;SG
chamando	aicina	chamar	aicināt	V	V;FH;IND;3;POS;PRS;FIN;ACT
chamando	zvanot	chamar	zvanot	V	V;POS;NFIN
gustouche	patīk	gustouche	patikt	V	V;FH;IND;3;POS;PRS;FIN;ACT
comerciantes	tirgotājiem	comerciante	tirgotājs	N	N;DAT;MASC;PL
comerciantes	tirgotāji	comerciante	tirgotājs	N	N;NOM;MASC;PL
arrestado	arestēts	arrestar	arestēt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
arrestado	arestēti	arrestar	arestēt	V	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
arrestado	apcietināts	arrestar	apcietināt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
facela	marka	facelar	marka	N	N;NOM;FEM;SG
varón	vīrietis	varón	vīrietis	N	N;NOM;MASC;SG
varón	vīriešu	varón	vīrietis	N	N;GEN;MASC;PL
varón	tēviņi	varón	tēviņš	N	N;NOM;MASC;PL
varón	vīrieši	varón	vīrietis	N	N;NOM;MASC;PL
varón	zēns	varón	zēns	N	N;NOM;MASC;SG
varón	puika	varón	puika	N	N;NOM;MASC;SG
indio	indiešu	indio	indietis	N	N;GEN;MASC;PL
liras	lirām	lira	lirt	N	N;DAT;FEM;PL
berce	šūpulis	berce	šūpulis	N	N;NOM;MASC;SG
berce	šūpuļa	berce	šūpulis	N	N;NOM;MASC;SG
traficante	izplatītājs	traficante	izplatītājs	N	N;NOM;MASC;SG
traficante	tirgotājs	traficante	tirgotājs	N	N;NOM;MASC;SG
reféns	ķīlnieki	refén	ķīlnieks	N	N;NOM;MASC;PL
dios	dievs	dio	dievs	N	N;NOM;MASC;SG
dios	jēzus	dio	jēzs	N	N;NOM;MASC;SG
frota	flote	frota	flote	N	N;NOM;FEM;SG
frota	flotes	frota	flote	N	N;NOM;FEM;PL
seo	seo	seo	seo	N	N
mercadorías	preces	mercadoría	prece	N	N;NOM;FEM;PL
mercadorías	preces	mercadoría	prece	N	N;NOM;FEM;PL
anano	cilvēks	anano	cilvēks	N	N;NOM;MASC;SG
anano	vīrietis	anano	vīrietis	N	N;NOM;MASC;SG
gueto	ghetto	gueto	ghetto	N	N
gueto	geto	gueto	geta	N	N
esmeralda	esmeralda	esmeraldar	esmeralds	N	N;GEN;MASC;SG
impulso	pulss	impulso	pulss	N	N;NOM;MASC;SG
impulso	impulss	impulso	impulss	N	N;NOM;MASC;SG
impulso	impulsa	impulso	impulss	N	N;GEN;MASC;SG
corán	korānu	corán	korāns	N	N;ACC;MASC;SG
clínicas	klīniskā	clínico	klīnisks	ADJ	ADJ;NOM;FEM;SG
rifles	šautenes	rifle	šautene	N	N;NOM;FEM;PL
lombo	muguru	lombo	mugura	N	N;ACC;FEM;SG
lombo	mugura	lombo	mugura	N	N;NOM;FEM;SG
parei	apturēts	parei	apturēt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
parei	pārtrauca	parei	pārtraukt	V	V;FH;IND;3;POS;PST;FIN;ACT
procedemento	tiesvedība	procedemento	tiesvedība	N	N;NOM;FEM;SG
procedemento	procedūru	procedemento	procedūra	N	N;ACC;FEM;SG
procedemento	procedūra	procedemento	procedūra	N	N;NOM;FEM;SG
custo	izmaksas	custo	izmaksa	N	N;NOM;FEM;PL
aforros	ietaupījumus	aforro	ietaupījums	N	N;ACC;MASC;PL
aforros	uzkrājumi	aforro	uzkrājums	N	N;NOM;MASC;PL
aforros	ietaupījums	aforro	ietaupījums	N	N;NOM;MASC;SG
previr	novērš	previr	novērst	V	V;FH;IND;3;POS;PRS;FIN;ACT
previr	novērstu	previr	novērst	V	V;COND;POS;FIN;ACT
previr	nepieļaut	previr	nepieļaut	V	V;NEG;NFIN
previr	novērst	previr	novērst	V	V;POS;NFIN
chiste	joks	chistir	joks	N	N;NOM;MASC;SG
tigre	tīģeris	tigre	tīģeris	N	N;NOM;MASC;SG
tigre	tīģeri	tigre	tīģeris	N	N;ACC;MASC;SG
crecen	augt	crecer	augt	V	V;POS;NFIN
crecen	iegūsti	crecer	iegūt	V	V;IMP;SG;2;POS;FIN;ACT
crecen	dabūt	crecer	dabūt	V	V;POS;NFIN
empezan	sākt	empezar	sākt	V	V;POS;NFIN
empezan	palaist	empezar	palaist	V	V;POS;NFIN
conectados	pieslēdzies	conectar	pieslēgties	V	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP
conectados	savienota	conectar	savienot	V	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
tradución	tulkošana	tradución	tulkošana	N	N;NOM;FEM;SG
tradución	tulkojums	tradución	tulkojums	N	N;NOM;MASC;SG
pintar	zīmēt	pintar	zīmēt	V	V;POS;NFIN
colectivo	kolektīvu	colectivo	kolektīvs	N	N;ACC;MASC;SG
colectivo	kolektīvi	colectivo	kolektīvi	N	N;NOM;MASC;PL
colectivo	kolektīva	colectivo	kolektīvs	N	N;NOM;FEM;SG
colectivo	kolektīvs	colectivo	kolektīvs	N	N;NOM;MASC;SG
instintos	instinkti	instinto	instinkti	N	N;NOM;MASC;PL
alimentación	pārtika	alimentación	pārtika	N	N;NOM;FEM;SG
alimentación	ēdiens	alimentación	ēdiens	N	N;NOM;MASC;SG
alimentación	apģērbi	alimentación	apģērbs	N	N;NOM;MASC;PL
alimentación	apģērbs	alimentación	apģērbs	N	N;NOM;MASC;SG
loitas	cīņas	loita	cīņa	N	N;NOM;FEM;PL
loitas	cīņu	loita	cīņa	N	N;ACC;FEM;SG
loitas	cīņa	loita	cīņa	N	N;NOM;FEM;SG
bunker	bunkuru	bunker	bunkurs	N	N;ACC;MASC;SG
bunker	bunkuru	bunker	bunkurs	N	N;ACC;MASC;SG
defensores	aizstāvji	defensor	aizstāvis	N	N;NOM;MASC;PL
defensores	aizstāvjiem	defensor	aizstāvis	N	N;DAT;MASC;PL
axencias	aģentūras	axencia	aģentūra	N	N;NOM;FEM;PL
axencias	aģentūrām	axencia	aģentūra	N	N;DAT;FEM;PL
axencias	aģentūra	axencia	aģentūra	N	N;NOM;FEM;SG
pausa	pauze	pausa	pauze	N	N;NOM;FEM;SG
celas	šūnām	cela	šūna	N	N;DAT;FEM;PL
celas	elementi	cela	elements	N	N;NOM;MASC;PL
celas	šūnas	cela	šūna	N	N;NOM;FEM;PL
alfombra	paklāju	alfombra	paklājs	N	N;ACC;MASC;SG
alfombra	paklājs	alfombra	paklājs	N	N;NOM;MASC;SG
alfombra	paklāju	alfombra	paklājs	N	N;ACC;MASC;SG
visións	vīzijas	visión	vīzija	N	N;NOM;FEM;PL
reacciona	reaģē	reaccionar	reaģēt	V	V;FH;IND;3;POS;PRS;FIN;ACT
conceptos	jēdzieni	concepto	jēdziens	N	N;NOM;MASC;PL
conceptos	koncepcijas	concepto	koncepcija	N	N;NOM;FEM;PL
xenéticas	ģenētisko	xenético	ģenētiska	ADJ	ADJ;ACC;MASC;SG
xenéticas	ģenētiskā	xenético	ģenētiska	ADJ	ADJ;NOM;FEM;SG
asociados	saistīts	asociar	saistīt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
empregar	lietot	empregar	lietot	V	V;POS;NFIN
empregar	izlietot	empregar	izlietot	V	V;POS;NFIN
oposición	opozīcijas	oposición	opozīcija	N	N;NOM;FEM;PL
oposición	iebildumi	oposición	iebildums	N	N;NOM;MASC;PL
oposición	opozīcija	oposición	opozīcija	N	N;NOM;FEM;SG
agochados	slēpjas	agochar	slēpties	V	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
agochados	noslēpt	agochar	noslēpt	V	V;POS;NFIN
agochados	slēptas	agochar	slēpta	V	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
agochados	slēpta	agochar	slēpta	V	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
agochados	slēptās	agochar	slēpties	V	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
buraco	caurumu	buraco	caurums	N	N;ACC;MASC;SG
buraco	caurums	buraco	caurums	N	N;NOM;MASC;SG
elevado	augstā	elevado	augsts	ADJ	ADJ;NOM;FEM;SG
elevado	augsts	elevado	augsts	ADJ	ADJ;NOM;MASC;SG
elevado	augsta	elevado	augsts	ADJ	ADJ;NOM;FEM;SG
direccións	virziens	dirección	virziens	N	N;NOM;MASC;SG
situacións	situācijas	situación	situācija	N	N;NOM;FEM;PL
situacións	situācijās	situación	situācija	N	N;ESS;FEM;PL
odia	ienīst	odia	ienīst	V	V;FH;IND;3;POS;PRS;FIN;ACT
odia	ienīst	odia	ienīst	V	V;FH;IND;3;POS;PRS;FIN;ACT
afectan	ietekmēt	afectar	ietekmēt	V	V;POS;NFIN
facerte	padarīt	facerte	padarīt	V	V;POS;NFIN
facerte	padarītu	facerte	padarīt	V	V;COND;POS;FIN;ACT
continúan	turpina	continuar	turpināt	V	V;FH;IND;3;POS;PRS;FIN;ACT
continúan	turpināt	continuar	turpināt	V	V;POS;NFIN
tentarei	mēģini	tentar	mēģināt	V	V;IMP;SG;2;POS;FIN;ACT
tentarei	pamēģini	tentar	pamēģināt	V	V;IMP;SG;2;POS;FIN;ACT
tentarei	mēģināt	tentar	mēģināt	V	V;POS;NFIN
tentarei	iegūsti	tentar	iegūt	V	V;IMP;SG;2;POS;FIN;ACT
tentarei	dabūt	tentar	dabūt	V	V;POS;NFIN
prioridade	prioritāte	prioridade	prioritāte	N	N;NOM;FEM;SG
descuberto	atklāju	descuberto	atklāt	V	V;FH;IND;SG;1;POS;PRS;FIN;ACT
pensabamos	domāja	pensabar	domāt	V	V;FH;IND;3;POS;PST;FIN;ACT
pensabamos	domāju	pensabar	domāt	V	V;FH;IND;SG;1;POS;PRS;FIN;ACT
pensabamos	likās	pensabar	likties	V	V;FH;IND;3;POS;REFL;PST;FIN;ACT
revistas	žurnāls	revista	žurnāls	N	N;NOM;MASC;SG
revistas	žurnālus	revista	žurnāls	N	N;ACC;MASC;PL
revistas	žurnāli	revista	žurnāls	N	N;NOM;MASC;PL
lograr	iegūsti	lograr	iegūt	V	V;IMP;SG;2;POS;FIN;ACT
lograr	dabūt	lograr	dabūt	V	V;POS;NFIN
lograr	padarīt	lograr	padarīt	V	V;POS;NFIN
lograr	padarītu	lograr	padarīt	V	V;COND;POS;FIN;ACT
lagos	lagosa	lago	lagoss	N	N;ESS;MASC;SG
lagos	ezeri	lago	ezers	N	N;NOM;MASC;PL
certificado	sertifikāts	certificado	sertifikāts	N	N;NOM;MASC;SG
certificado	apliecība	certificado	apliecība	N	N;NOM;FEM;SG
certificado	sertifikātu	certificado	sertifikāts	N	N;ACC;MASC;SG
pipa	cauruļvads	pipa	cauruļvads	N	N;NOM;MASC;SG
pipa	caurules	pipa	caurule	N	N;NOM;FEM;PL
pipa	caurule	pipa	caurule	N	N;NOM;FEM;SG
conversas	sarunas	converso	saruna	N	N;NOM;FEM;PL
vivendas	mājas	vivenda	māja	N	N;NOM;FEM;PL
radical	radikālas	radical	radikāla	ADJ	ADJ;NOM;FEM;PL
obesidade	aptaukošanās	obesidade	aptaukošanās	N	N;NOM;FEM;SG
prosperidade	labklājību	prosperidade	labklājība	N	N;ACC;FEM;SG
prosperidade	labklājība	prosperidade	labklājība	N	N;NOM;FEM;SG
prosperidade	labklājības	prosperidade	labklājība	N	N;NOM;FEM;PL
exilio	trimdā	exilio	trimds	N	N;ESS;MASC;SG
palma	palmu	palma	palma	N	N;NOM;MASC;SG
palma	plaukstas	palma	plauksta	N	N;NOM;FEM;PL
palma	plaukstu	palma	plauksta	N	N;ACC;FEM;SG
relativamente	salīdzinoši	relativamente	salīdzinoši	ADV	ADV
relativamente	relatīvi	relativamente	relatīvi	ADV	ADV
relativamente	samērā	relativamente	samērā	ADV	ADV
cordas	virknes	corda	virkne	N	N;NOM;FEM;PL
cordas	stīgas	corda	stīga	N	N;NOM;FEM;PL
órganos	orgānus	órgano	orgāns	N	N;ACC;MASC;PL
órganos	orgānu	órgano	orgāns	N	N;ACC;MASC;SG
órganos	orgāni	órgano	orgāns	N	N;NOM;MASC;PL
penicilina	penicilīna	penicilinar	penicilīns	N	N;NOM;MASC;SG
funcións	funkcijas	función	funkcija	N	N;NOM;FEM;PL
modernos	modernā	moderno	moderna	ADJ	ADJ;NOM;FEM;SG
modernos	moderns	moderno	moderns	ADJ	ADJ;NOM;MASC;SG
modernos	moderna	moderno	moderna	ADJ	ADJ;NOM;FEM;SG
colonial	koloniālās	colonial	koloniāla	ADJ	ADJ;NOM;FEM;PL
exceso	pārpalikums	exceso	pārpalikums	N	N;NOM;MASC;SG
ostras	austeres	ostra	austere	N	N;NOM;FEM;PL
ostras	austeru	ostra	austeris	N	N;ACC;MASC;SG
avanzada	paplašināti	avanzar	paplašināt	V	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
avanzada	progresējošu	avanzar	progresēt	V	V;IPFV;ACC;INDF;MASC;SG;PRS;V.PTCP;PASS
cascos	ķiveres	casco	ķivere	N	N;NOM;FEM;PL
darvos	iedot	darvo	iedot	V	V;POS;NFIN
darvos	dod	darvo	dot	V	V;FH;IND;3;POS;PRS;FIN;ACT
darvos	dot	darvo	dot	V	V;POS;NFIN
darvos	dodiet	darvo	dot	V	V;IMP;PL;2;POS;FIN;ACT
darvos	patīk	darvo	patikt	V	V;FH;IND;3;POS;PRS;FIN;ACT
botóns	pogas	botóns	poga	N	N;NOM;FEM;PL
interésame	ieinteresēts	interésame	ieinteresēt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
interésame	interesē	interésame	interesēt	V	V;FH;IND;3;POS;PRS;FIN;ACT
interésame	ieinteresēti	interésame	ieinteresēti	V	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
interésame	ieinteresēta	interésame	ieinteresēt	V	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
afirmación	paziņojums	afirmación	paziņojums	N	N;NOM;MASC;SG
emocionado	satraukts	emocionar	satraukt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
champaña	šampanieti	champaña	šampaniete	N	N;ACC;MASC;SG
inda	vēl	inda	vēl	ADV	ADV
inda	joprojām	inda	joprojām	ADV	ADV
nalgo	kautkas	nalgo	kautka	N	N;NOM;MASC;SG
chamaría	saukt	chamar	saukt	V	V;POS;NFIN
agricultura	lauksaimniecība	agricultura	lauksaimniecība	N	N;NOM;FEM;SG
unidas	apvienotā	unir	apvienot	V	V;PFV;NOM;DEF;FEM;SG;PST;V.PTCP
unidas	apvienoto	unir	apvienot	V	V;PFV;ACC;DEF;MASC;SG;PST;V.PTCP
ratos	peles	rato	pele	N	N;NOM;FEM;PL
ratos	pelēm	rato	pelemt	N	N;DAT;FEM;PL
ratos	žurkām	rato	žurka	N	N;DAT;FEM;PL
ratos	žurkas	rato	žurka	N	N;NOM;FEM;PL
plataforma	perona	plataforma	perons	N	N;GEN;MASC;SG
plataforma	platforma	plataforma	platforma	N	N;NOM;FEM;SG
plataforma	platformai	plataforma	platforma	N	N;DAT;FEM;SG
celebración	svinības	celebración	svinība	N	N;NOM;FEM;PL
celebración	svētki	celebración	svētki	N	N;NOM;MASC
soubera	zināja	soubera	zināt	V	V;FH;IND;3;POS;PST;FIN;ACT
soubera	zināju	soubera	zināt	V	V;FH;IND;SG;1;POS;PST;FIN;ACT
soubera	zināji	soubera	zināt	V	V;IMP;SG;2;POS;FIN;ACT
soubera	pazina	soubera	pazīt	V	V;FH;IND;3;POS;PST;FIN;ACT
soubera	zinu	soubera	zināt	V	V;FH;IND;SG;1;POS;PRS;FIN;ACT
soubera	zinām	soubera	zināt	V	V;FH;IND;PL;1;POS;PRS;FIN;ACT
soubera	zināt	soubera	zināt	V	V;POS;NFIN
provén	nāk	prover	nākt	V	V;FH;IND;3;POS;PRS;FIN;ACT
provén	atnāk	prover	atnākt	V	V;FH;IND;3;POS;PRS;FIN;ACT
avós	vecvecāki	avó	vecvecāki	N	N;NOM;MASC;PL
avós	vecvecākiem	avó	vecvecāks	N	N;DAT;MASC;PL
namorada	mīli	namorar	mīlēt	V	V;IMP;SG;2;POS;FIN;ACT
namorada	mīlu	namorar	mīlēt	V	V;FH;IND;SG;1;POS;PRS;FIN;ACT
enviado	nosūtīta	enviar	nosūtīt	V	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
enviado	nosūtīja	enviar	nosūtīt	V	V;FH;IND;3;POS;PST;FIN;ACT
enviado	nosūtīti	enviar	nosūtīt	V	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
enviado	nosūtīts	enviar	nosūtīt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
evidencias	pierādījumi	evidencia	pierādījums	N	N;NOM;MASC;PL
evidencias	pierādījums	evidencia	pierādījums	N	N;NOM;MASC;SG
secundaria	augstā	secundario	augsts	ADJ	ADJ;NOM;FEM;SG
secundaria	augsts	secundario	augsts	ADJ	ADJ;NOM;MASC;SG
secundaria	augsta	secundario	augsts	ADJ	ADJ;NOM;FEM;SG
secundaria	sekundārā	secundario	sekundārs	ADJ	ADJ;NOM;FEM;SG
secundaria	sekundārais	secundario	sekundārs	ADJ	ADJ;NOM;MASC;SG
secundaria	sekundārās	secundario	sekundāra	ADJ	ADJ;NOM;FEM;PL
primas	materiāli	prima	materiāls	N	N;NOM;MASC;PL
seguín	aizgāja	seguir	aiziet	V	V;FH;IND;3;POS;PST;FIN;ACT
seguín	devās	seguir	doties	V	V;FH;IND;3;POS;REFL;PST;FIN;ACT
seguín	gāja	seguir	iet	V	V;FH;IND;3;POS;PST;FIN;ACT
seguín	sekoja	seguir	sekot	V	V;FH;IND;3;POS;PST;FIN;ACT
seguín	turēta	seguir	turēt	V	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
seguín	turēti	seguir	turēt	V	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
mercou	nopirka	mercar	nopirkt	V	V;FH;IND;3;POS;PST;FIN;ACT
escritores	rakstnieki	escritor	rakstnieks	N	N;NOM;MASC;PL
universidades	augstskolas	universidade	augstskola	N	N;NOM;FEM;PL
universidades	universitātes	universidade	universitāte	N	N;NOM;FEM;PL
universidades	universitātē	universidade	universitāte	N	N;ESS;FEM;SG
universidades	universitāte	universidade	universitāte	N	N;NOM;FEM;SG
universidades	universitātes	universidade	universitāte	N	N;NOM;FEM;PL
calcetíns	zeķes	calcetíns	zeķe	N	N;NOM;FEM;PL
calcetíns	vecrīga	calcetíns	vecrīga	N	N;NOM;FEM;SG
buscamos	izskaties	buscar	izskatīties	V	V;IMP;SG;2;POS;REFL;FIN;ACT
anual	ikgadēja	anual	ikgadēt	ADJ	ADJ;NOM;FEM;SG
anual	ikgadējais	anual	ikgadēt	ADJ	ADJ;NOM;MASC;SG
partidos	puses	partido	puse	N	N;NOM;FEM;PL
necesarias	nepieciešami	necesario	nepieciešams	ADJ	ADJ;NOM;MASC;PL
necesarias	nepieciešama	necesario	nepieciešama	ADJ	ADJ;NOM;FEM;SG
necesarias	nepieciešams	necesario	nepieciešams	ADJ	ADJ;NOM;MASC;SG
durmas	miegs	durma	miegs	N	N;NOM;MASC;SG
durmas	miega	durma	miegs	N	N;GEN;MASC;SG
durmas	nomodā	durma	nomods	N	N;ESS;MASC;SG
repito	atkārtot	repito	atkārtot	V	V;POS;NFIN
repito	atkārtots	repito	atkārtot	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
repito	atkārto	repito	atkārtot	V	V;FH;IND;3;POS;PRS;FIN;ACT
crían	uzskatīja	crían	uzskatīt	V	V;FH;IND;3;POS;PST;FIN;ACT
crían	ticēja	crían	ticēt	V	V;FH;IND;3;POS;PST;FIN;ACT
crían	noticēt	crían	noticēt	V	V;POS;NFIN
crían	ticu	crían	ticēt	V	V;FH;IND;SG;1;POS;PRS;FIN;ACT
respiro	pārrāvums	respiro	pārrāvums	N	N;NOM;MASC;SG
respiro	pārtraukums	respiro	pārtraukums	N	N;NOM;MASC;SG
respiro	elpa	respiro	elpa	N	N;NOM;FEM;SG
respiro	atpūta	respiro	atpūst	N	N;NOM;FEM;SG
combustible	degviela	combustible	degviela	N	N;NOM;FEM;SG
combustible	degvielas	combustible	degviela	N	N;NOM;FEM;PL
crendo	noticēt	crendo	noticēt	V	V;POS;NFIN
crendo	ticu	crendo	ticēt	V	V;FH;IND;SG;1;POS;PRS;FIN;ACT
crendo	domāt	crendo	domāt	V	V;POS;NFIN
crendo	ticēt	crendo	ticēt	V	V;POS;NFIN
adoitaban	izmanto	adoitar	izmantot	V	V;IMP;SG;2;POS;FIN;ACT
adoitaban	lietots	adoitar	lietot	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
adoitaban	izmantotais	adoitar	izmantot	V	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP
adoitaban	izmantots	adoitar	izmantot	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
adoitaban	lietoti	adoitar	lietot	V	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
adoitaban	lietota	adoitar	lietot	V	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
mortalidade	mirstība	mortalidade	mirstība	N	N;NOM;FEM;SG
mortalidade	mirstības	mortalidade	mirstība	N	N;NOM;FEM;PL
mortalidade	mirstību	mortalidade	mirstība	N	N;ACC;FEM;SG
mortalidade	nāve	mortalidade	nāve	N	N;NOM;FEM;SG
mortalidade	nāves	mortalidade	nāve	N	N;NOM;FEM;SG
accidentes	nelaimes	accidente	nelaime	N	N;NOM;FEM;PL
accidentes	negadījumi	accidente	negadījums	N	N;NOM;MASC;PL
accidentes	negadījums	accidente	negadījums	N	N;NOM;MASC;SG
accidentes	avārija	accidente	avārija	N	N;NOM;FEM;SG
inclúe	ietilpst	incluír	ietilpt	V	V;FH;IND;3;POS;PRS;FIN;ACT
inclúe	ietver	incluír	ietvert	V	V;FH;IND;3;POS;PRS;FIN;ACT
xesucristo	jēzus	xesucristo	jēzs	N	N;NOM;MASC;SG
xesucristo	kristus	xesucristo	krists	N	N;ACC;MASC;SG
xesucristo	kristu	xesucristo	krist	N	N;ACC;MASC;SG
tradicións	tradīcijas	tradición	tradīcija	N	N;NOM;FEM;PL
tradicións	tradīcijām	tradición	tradīcija	N	N;DAT;FEM;PL
tradicións	tradīcijas	tradición	tradīcija	N	N;NOM;FEM;PL
tradicións	tradīcija	tradición	tradīcija	N	N;NOM;FEM;SG
tradicións	tradīciju	tradición	tradīcija	N	N;ACC;FEM;SG
alcohol	alkoholu	alcohol	alkohols	N	N;ACC;MASC;SG
alcohol	alkohols	alcohol	alkohols	N	N;NOM;MASC;SG
alcohol	spirts	alcohol	spirts	N	N;NOM;MASC;SG
alivio	atvieglojums	alivio	atvieglojums	N	N;NOM;MASC;SG
alivio	atvieglojumi	alivio	atvieglojums	N	N;NOM;MASC;PL
insectos	kukaiņu	insecto	kukains	N	N;GEN;MASC;PL
insectos	kukaiņi	insecto	kukainis	N	N;NOM;MASC;PL
túnel	tunelis	túnel	tunelis	N	N;NOM;MASC;SG
duelo	duelis	duelo	duelis	N	N;NOM;MASC;SG
mares	jūra	mar	jūra	N	N;NOM;FEM;SG
mares	jūrās	mar	jūra	N	N;ESS;FEM;PL
mares	jūrām	mar	jūra	N	N;DAT;FEM;PL
mares	jūru	mar	jūra	N	N;ACC;FEM;SG
viaxando	ceļo	viaxar	ceļot	V	V;FH;IND;SG;2;POS;PRS;FIN;ACT
artística	virziens	artístico	virziens	N	N;NOM;MASC;SG
marxe	istaba	marxe	istaba	N	N;NOM;FEM;SG
marxe	istabā	marxe	istaba	N	N;ESS;FEM;SG
marxe	istabas	marxe	istaba	N	N;NOM;FEM;PL
marxe	telpa	marxe	telpa	N	N;NOM;FEM;SG
marxe	istabu	marxe	istaba	N	N;ACC;FEM;SG
resolución	rezolūcija	resolución	rezolūcija	N	N;NOM;FEM;SG
resolución	izšķirtspēja	resolución	izšķirtīpēja	N	N;NOM;FEM;SG
ensinou	iemācīja	ensinar	iemācīt	V	V;FH;IND;3;POS;PST;FIN;ACT
ensinou	mācīja	ensinar	mācīt	V	V;FH;IND;3;POS;PST;FIN;ACT
feixe	kaudze	feixe	kaudze	N	N;NOM;FEM;SG
feixe	partija	feixe	partija	N	N;NOM;FEM;SG
rexistros	uzskaite	rexistro	uzskaite	N	N;NOM;FEM;SG
rexistros	ieraksti	rexistro	ierakste	N	N;NOM;MASC;PL
rexistros	pieraksti	rexistro	pieraksts	N	N;NOM;MASC;PL
globo	balons	globo	balons	N	N;NOM;MASC;SG
globo	balonu	globo	balons	N	N;ACC;MASC;SG
choraba	raud	chorar	raudāt	V	V;FH;IND;3;POS;PRS;FIN;ACT
choraba	raudāja	chorar	raudāt	V	V;FH;IND;3;POS;PST;FIN;ACT
continuou	turpinājās	continuar	turpināties	V	V;FH;IND;3;POS;REFL;PST;FIN;ACT
elefante	zilonis	elefante	zilonis	N	N;NOM;MASC;SG
elefante	ziloņi	elefante	zilonis	N	N;NOM;MASC;PL
golf	golfa	golf	golfa	N	N;NOM;FEM;SG
sétimo	septītā	sétimo	septīt	ADJ	ADJ;NOM;FEM;SG
sétimo	septītais	sétimo	septīt	ADJ	ADJ;NOM;MASC;SG
creceu	pieauga	crecer	pieaugt	V	V;FH;IND;3;POS;PST;FIN;ACT
venden	pārdod	vender	pārdot	V	V;IMP;SG;2;POS;FIN;ACT
camas	gultas	cama	gulta	N	N;NOM;FEM;PL
atopara	bija	atopar	būt	V	V;FH;IND;3;POS;PST;FIN;ACT
atopara	satikās	atopar	satikties	V	V;FH;IND;3;POS;REFL;PST;FIN;ACT
bonecas	lelles	boneca	lelle	N	N;NOM;FEM;PL
evento	notikums	evento	notikums	N	N;NOM;MASC;SG
festival	festivāls	festival	festivāls	N	N;NOM;MASC;SG
festival	svētki	festival	svētki	N	N;NOM;MASC
determinación	apņēmība	determinación	apņēmība	N	N;NOM;FEM;SG
determinación	noteikšana	determinación	noteikšana	N	N;NOM;FEM;SG
chamaron	piezvanīja	chamar	piezvanīt	V	V;FH;IND;3;POS;PST;FIN;ACT
chamaron	saucās	chamar	saukties	V	V;FH;IND;3;POS;REFL;PST;FIN;ACT
chamaron	saukts	chamar	saukt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
afeita	izmanto	afeitar	izmantot	V	V;IMP;SG;2;POS;FIN;ACT
afeita	lietots	afeitar	lietot	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
afeita	izmantotais	afeitar	izmantot	V	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP
