ve	dan	ve	dan	CONJ	CONJ
görülebilir	terlihat	gör	terlihat	V;IPFV;POT;SG;3;POS;PASS	V;SG;PASS
özgürlük	kebebasan	özgürlük	kebebasan	N;NOM;SG;3	N;SG
özgürlük	peterpan	özgürlük	peterpan	N;NOM;SG;3	N
özgürlük	kemerdekaan	özgürlük	kemerdekaan	N;NOM;SG;3	N;SG
özgürlük	kebebasan	özgürlük	kebebasan	N;NOM;SG;3	N;SG
kapısı	gerbang	kapı	gerbang	N;NOM;SG;3	N;SG
şikayet	laporan	şikayet	laporan	N;NOM;SG;3	N;SG
şikayet	pengaduan	şikayet	penaduan	N;NOM;SG;3	N;SG
şikayet	keluhan	şikayet	keluhan	N;NOM;SG;3	N;SG
şikayet	komplain	şikayet	komplain	N;NOM;SG;3	N;SG
şikayet	pengaduan	şikayet	penaduan	N;NOM;SG;3	N;SG
şikayet	keluhan	şikayet	keluhan	N;NOM;SG;3	N;SG
şikayet	komplain	şikayet	komplain	N;NOM;SG;3	N;SG
şikayet	laporan	şikayet	laporan	N;NOM;SG;3	N;SG
şikayet	pelaporan	şikayet	penlaporan	N;NOM;SG;3	N;SG
şikayet	komplain	şikayet	komplain	N;NOM;SG;3	N;SG
kaydetti	tercantum	kaydet	tercantum	V;PFV;IND;SG;3;POS;PST	V;SG;PASS
kaydetti	terdaftar	kaydet	terdaftar	V;PFV;IND;SG;3;POS;PST	V;SG;PASS
kaydetti	dicatat	kaydet	dicatat	V;PFV;IND;SG;3;POS;PST	V;SG;PASS
elektron	elektron	elektron	elektron	N;NOM;SG;3	N;SG
elektron	elektronika	elektron	elektronika	N;NOM;SG;3	N
elektron	elektronik	elektron	elektronik	N;NOM;SG;3	N;SG
planı	rencana	plan	rencana	N;ACC;SG;3	N;SG
kökeni	asal	köken	asal	N;ACC;SG;3	N;SG
kökeni	asal	köken	asal	N;ACC;SG;3	N;SG
fabrikası	pabrik	fabrikası	pabrik	N;NOM;SG;3	N;SG
kullanmak	menggunakan	kullan	mengunakan	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
kullanmak	menggunakan	kullan	mengunakan	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
kullanmak	gunakan	kullan	gunakan	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
kullanmak	pakai	kullan	pakai	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
kullanmak	menebus	kullan	mentebus	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
kullanmak	tebus	kullan	tebus	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
kullanmak	tukarkan	kullan	tukarkan	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
açılış	pembukaan	açılış	penbukaan	N;NOM;SG;3	N;SG
numarası	angka	numara	angka	N;NOM;SG;3	N;SG
numarası	nomor	numara	nomor	N;NOM;SG;3	N;SG
numarası	bilangan	numara	bilangan	N;NOM;SG;3	N;SG
kalabalık	kerumunan	kalabalık	kerumunan	N;NOM;SG;3	N;SG
kalabalık	keramaian	kalabalık	keramaian	N;NOM;SG;3	N;SG
kalabalık	kerumunan	kalabalık	kerumunan	N;NOM;SG;3	N;SG
kalabalık	keramaian	kalabalık	keramaian	N;NOM;SG;3	N;SG
korumak	melindungi	koru	menlindungi	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
korumak	melindungi	koru	menlindungi	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
geliyor	datang	gel	datang	V;PROG;IND;SG;3;POS;INFM;PRS	V;SG;ACT
meydan	tantang	meydan	tantang		
makale	pasal	makale	pasal	N;NOM;SG;3	N;SG
makale	artikel	makale	artikel	N;NOM;SG;3	N;SG
makale	artikel	makale	artikel	N;NOM;SG;3	N;SG
politikası	polis	politikası	polis	N;NOM;SG;3	N;SG
politikası	kebijakan	politikası	kebijakan	N;NOM;SG;3	N;SG
örneği	contoh	örnek	contoh	N;NOM;SG;3	N;SG
yöntem	metoda	yöntem	metoda	N;NOM;SG;3	N;SG
yöntem	metode	yöntem	metode	N;NOM;SG;3	N;SG
bulunmuş	nemu	bul	ne	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V
bulunmuş	ditemukan	bul	ditemukan	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;SG;PASS
tarafsız	netral	tarafsız	netral	ADJ	ADJ;SG
tarafsız	netral	tarafsız	netral	ADJ	ADJ;SG
bulmak	menemukan	bul	mentemukan	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
bulmak	temukan	bul	temukan	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
bulmak	cari	bul	cari	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
sınırı	batas	sınır	batas	N;ACC;SG;3	N;SG
aksu	aksu	aksu	aksu		
belirtilen	ditentukan	belir	ditentukan	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
belirtilen	dinyatakan	belir	dinyatakan	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
mesafe	kejauhan	mesafe	kejauhan	N;NOM;SG;3	N;SG
mesafe	jarak	mesafe	jarak	N;NOM;SG;3	N;SG
mesafe	rentang	mesafe	rentang	N;NOM;SG;3	N;SG
mesafe	kisaran	mesafe	kisaran	N;NOM;SG;3	N;SG
mesafe	jangkauan	mesafe	jangkauan	N;NOM;SG;3	N;SG
mezarlığı	pemakaman	mezarlık	penmakaman	N;NOM;SG;3	N;SG
mezarlığı	pekuburan	mezarlık	pekuburan	N;NOM;SG;3	N;SG
mezarlığı	kuburan	mezarlık	kuburan	N;NOM;SG;3	N;SG
mezarlığı	kuburan	mezarlık	kuburan	N;NOM;SG;3	N;SG
mezarlığı	makam	mezarlık	makam	N;NOM;SG;3	N;SG
iptal	batal	iptal	batal		;SG
iptal	batal	iptal	batal		;SG
lady	nona	lady	nona		
ikna	yakinkan	ikna	yakinkan		
köpek	anjing	köpek	anjing	N;NOM;SG;3	N;SG
köpek	anjing	köpek	anjing	N;NOM;SG;3	N;SG
gözden	tinjauan	göz	tinjauan	N;AT+ABL;SG;3	N;SG
gözden	ulasan	göz	ulasan	N;AT+ABL;SG;3	N;SG
şiddetli	sengit	şiddetli	sengit		
parçaları	onderdil	parça	onderdil	N;ACC;PL;3	N
golden	emas	gol	emas	N;AT+ABL;SG;3	N;SG
golden	keemasan	gol	keemasan	N;AT+ABL;SG;3	N;SG
inceleme	tinjau	incele	tinjau	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
inceleme	ulas	incele	ulas	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
inceleme	meninjau	incele	mentinjau	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
korku	kagum	korku	kagum		;SG
kredi	kredit	kredi	kredit	N;NOM;SG;3	N;SG
kredi	pinjaman	kredi	pinjaman	N;NOM;SG;3	N;SG
kredi	kredit	kredi	kredit	N;NOM;SG;3	N;SG
kapı	gerbang	kapı	gerbang	N;NOM;SG;3	N;SG
kapı	pintu	kapı	pintu	N;NOM;SG;3	N;SG
kapı	pintu	kapı	pintu	N;NOM;SG;3	N;SG
güven	percayai	güven	percayai		
çıkarılan	diekstrak	çıkar	diekstrak	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
ağırlığı	timbang	ağırlık	timbang	N;NOM;SG;3	N;SG
erkan	erkan	erkan	erkan		
afyonkarahisar	afyonkarahisar	afyonkarahisar	afyonkarahisar	N;NOM;SG;3	N
önemi	pentingnya	önem	penting	N;NOM;SG;3	N;SG
önemi	makna	önem	makna	N;NOM;SG;3	N;SG
önemi	signifikansi	önem	signifikansi	N;NOM;SG;3	N;SG
düzenlendi	disunting	düzenle	disunting	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
düzenlendi	diedit	düzenle	diedit	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
sandalye	kursi	sandalye	kursi	N;NOM;SG;3	N;SG
sandalye	ketua	sandalye	ketua	N;NOM;SG;3	N;SG
sandalye	kursi	sandalye	kursi	N;NOM;SG;3	N;SG
diğeri	lainnya	diğer	lainnya	N;NOM;SG;3	N
toplanan	dikumpulkan	topla	dikumpulkan	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
taraflı	bias	taraflı	bias		
sokak	jalanan	sokak	jalanan	N;NOM;SG;3	N;SG
sokak	street	sokak	street	N;NOM;SG;3	N
sokak	jalanan	sokak	jalanan	N;NOM;SG;3	N;SG
sokak	gang	sokak	gang	N;NOM;SG;3	N
klibi	klip	klibi	klip	N;ACC;SG;3	N;SG
karayolu	jalan	karayolu	jalan	N;NOM;SG;3	N;SG;ACT
yetersiz	kompeten	yetersiz	kompeten	ADJ	ADJ;SG
seni	anda	sen	anda	PRO;ACC;SG;2	PRO;SG;2;FORM
seni	kau	sen	kau	PRO;ACC;SG;2	PRO;SG;2;INFM
seni	kamu	sen	kamu	PRO;ACC;SG;2	PRO;SG;2;INFM
konular	subyek	konu	subyek	N;NOM;PL;3	N
konular	thread	konu	thread	N;NOM;PL;3	N
bölgeleri	region	bölge	region	N;ACC;PL;3	N
fikri	gagasan	fikir	gagasan	N;NOM;SG;3	N;SG
fikri	ide	fikir	ide	N;NOM;SG;3	N;SG
karışık	bingung	karışık	bingung		
atletizm	atletik	atletizm	atletik	N;NOM;SG;3	N;SG
alınır	dibawa	al	dibawa	V;IPFV;IND;SG;3;POS;PASS	V;SG;PASS
alınır	diambil	al	diambil	V;IPFV;IND;SG;3;POS;PASS	V;SG;PASS
fonksiyonu	fungsi	fonksiyon	fungsi	N;NOM;SG;3	N;SG
daire	datar	daire	datar	N;NOM;SG;3	N;SG
daire	lingkar	daire	lingkar	N;NOM;SG;3	N;SG;ACT
daire	lingkaran	daire	lingkaran	N;NOM;SG;3	N;SG
daire	apartement	daire	apartement	N;NOM;SG;3	N;SG
daire	apartment	daire	apartment	N;NOM;SG;3	N;SG
daire	apartemen	daire	apartemen	N;NOM;SG;3	N;SG
daire	apartement	daire	apartement	N;NOM;SG;3	N;SG
daire	apartemen	daire	apartemen	N;NOM;SG;3	N;SG
ilişkisi	hubungan	ilişki	hubungan	N;NOM;SG;3	N;SG
haritası	peta	harita	peta	N;NOM;SG;3	N;SG
makine	mesin	makine	mesin	N;NOM;SG;3	N;SG
makine	mesin	makine	mesin	N;NOM;SG;3	N;SG
makine	mesin	makine	mesin	N;NOM;SG;3	N;SG
boğazı	selat	boğaz	selat	N;ACC;SG;3	N
görmek	melihat	gör	menlihat	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
görmek	lihat	gör	lihat	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
evde	rumah	ev	rumah	N;ESS;SG;3	N;SG
sessiz	sepi	sessiz	sepi	ADJ	ADJ
sessiz	tenang	sessiz	tenang	ADJ	ADJ;SG
antrenör	pelatih	antrenör	penlatih	N;NOM;SG;3	N;SG
antrenör	pelatih	antrenör	penlatih	N;NOM;SG;3	N;SG
batıda	barat	batı	barat	N;ESS;SG;3	N;SG
eğlence	asyik	eğlence	asyik	N;NOM;SG;3	N;SG
eğlence	kesenangan	eğlence	kesenangan	N;NOM;SG;3	N;SG
eğlence	rekreasi	eğlence	rekreasi	N;NOM;SG;3	N;SG
eğlence	hiburan	eğlence	hiburan	N;NOM;SG;3	N;SG
eğlence	entertainment	eğlence	entertainment	N;NOM;SG;3	N
miktarı	jumlah	miktar	jumlah	N;NOM;SG;3	N;SG
miktarı	kuantitas	miktar	kuantitas	N;NOM;SG;3	N;SG
miktarı	jumlah	miktar	jumlah	N;NOM;SG;3	N;SG
parçalar	onderdil	parça	onderdil	N;NOM;PL;3	N
yoğunluğu	intensitas	yoğunluk	intensitas	N;ACC;SG;3	N;SG
yoğunluğu	kepadatan	yoğunluk	kepadatan	N;ACC;SG;3	N;SG
görüldü	dilihat	gör	dilihat	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
doğuda	timur	doğu	timur	N;ESS;SG;3	N;SG
mükemmel	sempurna	mükemmel	sempurna	ADJ	ADJ;SG
felsefesi	filsafat	felsefe	filsafat	N;NOM;SG;3	N
felsefesi	filosofi	felsefe	filosofi	N;NOM;SG;3	N;SG
görünümü	penampilan	görün	pentampilan	N;NOM;SG;3	N;SG
görünümü	tampilan	görün	tampilan	N;NOM;SG;3	N;SG
görünümü	tampilan	görün	tampilan	N;NOM;SG;3	N;SG
jan	jan	jan	jan		
dinamo	dynamo	dinamo	dynamo	N;NOM;SG;3	N;SG
dinamo	dinamo	dinamo	dinamo	N;NOM;SG;3	N
ittifak	persekutuan	ittifak	persekutuan	N;NOM;SG;3	N;SG
ittifak	aliansi	ittifak	aliansi	N;NOM;SG;3	N;SG
bölgeler	region	bölge	region	N;NOM;PL;3	N
muharebe	pertempuran	muharebe	pertempuran	N;NOM;SG;3	N;SG
muharebe	peperangan	muharebe	peperangan	N;NOM;SG;3	N
muharebe	pertempuran	muharebe	pertempuran	N;NOM;SG;3	N;SG
muharebe	tempur	muharebe	tempur	N;NOM;SG;3	N;SG
rahatsız	repot	rahatsız	repot	ADJ	ADJ;SG
rahatsız	sebal	rahatsız	sebal	ADJ	ADJ;SG
rahatsız	kesal	rahatsız	kesal	ADJ	ADJ;SG
turnuvası	turnamen	turnuva	turnamen	N;NOM;SG;3	N;SG
turnuva	turnamen	tur	turnamen	N;NOM;SG;3	N;SG
turnuva	turnamen	tur	turnamen	N;NOM;SG;3	N;SG
okudu	dipelajari	oku	dipelajari	V;PFV;IND;SG;3;POS;PST	V;SG;PASS
okudu	belajar	oku	belajar	V;PFV;IND;SG;3;POS;PST	V;SG
taarruz	serbu	taarruz	serbu	N;NOM;SG;3	N;SG
taarruz	serangan	taarruz	serangan	N;NOM;SG;3	N;SG
taarruz	penyerangan	taarruz	penserangan	N;NOM;SG;3	N;SG
sıfır	nol	sıfır	nol		
sıfır	nol	sıfır	nol		
avni	avni	avni	avni		
sanal	maya	sanal	maya		
düzeni	pembentukan	düzen	penbentukan	N;NOM;SG;3	N;SG
düzeni	formasi	düzen	formasi	N;NOM;SG;3	N;SG
düzeni	layout	düzen	layout	N;NOM;SG;3	N
hürriyet	kebebasan	hürriyet	kebebasan	N;NOM;SG;3	N;SG
hürriyet	peterpan	hürriyet	peterpan	N;NOM;SG;3	N
hürriyet	kemerdekaan	hürriyet	kemerdekaan	N;NOM;SG;3	N;SG
hürriyet	kebebasan	hürriyet	kebebasan	N;NOM;SG;3	N;SG
yarısı	separuh	yarı	separuh	ADJ;NOM;SG;3	ADJ;SG
yarısı	setengah	yarı	setengah	ADJ;NOM;SG;3	ADJ;SG
kazan	menang	kazan	menang		;SG
korsanlık	membajak	korsanlık	menbajak	V;PFV;IMP;SG;2;POS;PRS	V;SG;ACT
playstation	playstation	playstation	playstation	N;NOM;SG;3	N
ürünler	item	ürün	item	N;NOM;PL;3	N
olağanüstü	fenomenal	olağanüstü	fenomenal	ADJ	ADJ
gene	lagi	gene	lagi	ADV	ADV
geliştirilmiş	ditingkatkan	geliş	ditingkatkan	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;SG;PASS
geliştirilmiş	disempurnakan	geliş	disempurnakan	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;SG;PASS
geliştirilmiş	disempurnakan	geliş	disempurnakan	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;SG;PASS
geliştirilmiş	ditingkatkan	geliş	ditingkatkan	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;SG;PASS
geliştirilmiş	dikembangkan	geliş	dikembangkan	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;SG;PASS
kardeşler	suster	kardeş	suster	N;NOM;PL;3	N
kardeşler	brothers	kardeş	brothers	N;NOM;PL;3	N
ücretsiz	bebas	ücretsiz	bebas	ADJ	ADJ;SG
bisiklet	sepeda	bisiklet	sepeda	N;NOM;SG;3	N;SG
bisiklet	sepeda	bisiklet	sepeda	N;NOM;SG;3	N;SG
bisiklet	sepeda	bisiklet	sepeda	N;NOM;SG;3	N;SG
bisiklet	sepeda	bisiklet	sepeda	N;NOM;SG;3	N;SG
fizikçi	fisikawan	fizikçi	fisikawan	N;NOM;SG;3	N;MASC;SG
limanı	pelabuhan	liman	penlabuhan	N;NOM;SG;3	N;SG
bank	bangku	bank	bangku		
yayıncılık	penerbit	yayıncılık	penterbit	N;NOM;SG;3	N;SG
yayıncılık	terbitan	yayıncılık	terbitan	N;NOM;SG;3	N;SG
yayıncılık	penerbitan	yayıncılık	penterbitan	N;NOM;SG;3	N;SG
yayıncılık	publikasi	yayıncılık	publikasi	N;NOM;SG;3	N
yayıncılık	publikasi	yayıncılık	publikasi	N;NOM;SG;3	N
yayıncılık	penerbitan	yayıncılık	penterbitan	N;NOM;SG;3	N;SG
yayıncılık	terbitan	yayıncılık	terbitan	N;NOM;SG;3	N;SG
elbette	tentu	elbette	tentu		;SG
kuramı	teori	kuram	teori	N;NOM;SG;3	N;SG
sözleşmesi	kontrak	sözleşme	kontrak	N;NOM;SG;3	N;SG
açıklandı	diumumkan	açıkla	diumumkan	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
gönderdi	dikirim	gönder	dikirim	V;PFV;IND;SG;3;POS;PST	V;SG;PASS
gönderdi	terkirim	gönder	terkirim	V;PFV;IND;SG;3;POS;PST	V;SG;PASS
gönderdi	dikirimkan	gönder	dikirimkan	V;PFV;IND;SG;3;POS;PST	V;SG;PASS
değişir	bergantung	değiş	bergantung	V;IPFV;IND;SG;3;POS	V;SG;ACT
değişir	tergantung	değiş	tergantung	V;IPFV;IND;SG;3;POS	V;SG;PASS
değişir	bervariasi	değiş	bervariasi	V;IPFV;IND;SG;3;POS	V;SG;ACT
değişir	beragam	değiş	berragam	V;IPFV;IND;SG;3;POS	V;SG;ACT
cezası	penalti	ceza	penalti	N;NOM;SG;3	N;SG
cezası	pinalti	ceza	pinalti	N;NOM;SG;3	N
cezası	hukuman	ceza	hukuman	N;NOM;SG;3	N;SG
cezası	azab	ceza	azab	N;NOM;SG;3	N;SG
lake	danau	lake	danau	N;NOM;SG;3	N;SG
konum	posisi	konum	posisi	N;NOM;SG;3	N;SG
konum	jabatan	konum	jabatan	N;NOM;SG;3	N;SG
konum	lokasi	konum	lokasi	N;NOM;SG;3	N;SG
tavsiye	sarankan	tavsiye	sarankan		
örnekler	contohnya	örnek	contohnya	N;NOM;PL;3	N
yöneticisi	manajer	yönetici	manajer	N;NOM;SG;3	N;SG
yöneticisi	pengelola	yönetici	penkelola	N;NOM;SG;3	N;SG
bekir	bekir	bekir	bekir		
görünüm	outlook	görün	outlook	N;NOM;SG;3	N
görünüm	penampilan	görün	pentampilan	N;NOM;SG;3	N;SG
görünüm	tampilan	görün	tampilan	N;NOM;SG;3	N;SG
görünüm	tampilan	görün	tampilan	N;NOM;SG;3	N;SG
görünüm	display	görün	display	N;NOM;SG;3	N
görünüm	tampilan	görün	tampilan	N;NOM;SG;3	N;SG
detaylı	detail	detaylı	detail		
ahşap	kayu	ahşap	kayu	N;NOM;SG;3	N;SG
ahşap	kayu	ahşap	kayu	N;NOM;SG;3	N;SG
motoru	engine	motor	engine	N;ACC;SG;3	N
motoru	mesin	motor	mesin	N;ACC;SG;3	N;SG
emniyet	keselamatan	emniyet	keselamatan	N;NOM;SG;3	N;SG
emniyet	keamanan	emniyet	keamanan	N;NOM;SG;3	N;SG
çekilmiş	digambar	çek	digambar	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;SG;PASS
çekilmiş	ditarik	çek	ditarik	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;SG;PASS
çekilmiş	ditarik	çek	ditarik	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;SG;PASS
yakınında	dekat	yakın	dekat	ADJ;ESS;SG;3	ADJ;SG
yakınında	terdekat	yakın	terdekat	ADJ;ESS;SG;3	ADJ;RL;SG
yüzü	muka	yüz	muka	N;ACC;SG;3	N;SG
yüzü	wajah	yüz	wajah	N;ACC;SG;3	N;SG
yayınlanmış	dipublikasikan	yayınla	dipublikasikan	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;SG;PASS
yayınlanmış	diterbitkan	yayınla	diterbitkan	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;SG;PASS
yayınlanmış	terbitkan	yayınla	terbitkan	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;SG;PASS
yazları	summers	yaz	summers	N;ACC;PL;3	N
kimlik	identifikasi	kimlik	identifikasi	N;NOM;SG;3	N;SG
kimlik	identitas	kimlik	identitas	N;NOM;SG;3	N;SG
deprem	gempa	deprem	gempa	N;NOM;SG;3	N;SG
deprem	gempa	deprem	gempa	N;NOM;SG;3	N;SG
kullanılmış	digunakan	kullan	digunakan	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;SG;PASS
kullanılmış	terpakai	kullan	terpakai	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;SG;PASS
kullanılmış	dipakai	kullan	dipakai	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;SG;PASS
gönderilen	dikirimkan	gönder	dikirimkan	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
gönderilen	dikirim	gönder	dikirim	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
gönderilen	diajukan	gönder	diajukan	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
gönderilen	dikirim	gönder	dikirim	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
gönderilen	terkirim	gönder	terkirim	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
gönderilen	dikirimkan	gönder	dikirimkan	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
kurgusal	fiktif	kurgusal	fiktif	ADJ	ADJ
mektup	huruf	mektup	huruf	N;NOM;SG;3	N;SG
mektup	surat	mektup	surat	N;NOM;SG;3	N;SG
mektup	huruf	mektup	huruf	N;NOM;SG;3	N;SG
kamera	kamera	kamera	kamera	N;NOM;SG;3	N;SG
kamera	camera	kamera	camera	N;NOM;SG;3	N
kamera	camcorder	kamera	camcorder	N;NOM;SG;3	N
kaldırıldı	dibuang	kal	dibuang	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
kaldırıldı	dihapus	kal	dihapus	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
örnekleri	contohnya	örnek	contohnya	N;ACC;PL;3	N
atılan	dilempar	at	dilempar	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
atılan	dilemparkan	at	dilemparkan	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
kamil	kamil	kamil	kamil		
ifadesi	expresi	ifade	expresi	N;NOM;SG;3	N;SG
ifadesi	ekspresi	ifade	ekspresi	N;NOM;SG;3	N;SG
ifadesi	testimoni	ifade	testimoni	N;NOM;SG;3	N
ifadesi	kesaksian	ifade	kesaksian	N;NOM;SG;3	N;SG
parlamentosu	parlemen	parlamentosu	parlemen	N;NOM;SG;3	N;SG
tahmini	perkirakan	tahmin	perkirakan	N;NOM;SG;3	N;SG
tahmini	perkiraan	tahmin	perkiraan	N;NOM;SG;3	N;SG
tahmini	estimasi	tahmin	estimasi	N;NOM;SG;3	N
tahmini	perkiraan	tahmin	perkiraan	N;NOM;SG;3	N;SG
tahmini	estimasi	tahmin	estimasi	N;NOM;SG;3	N
tahmini	prediksi	tahmin	prediksi	N;NOM;SG;3	N;SG
tahmini	perkiraan	tahmin	perkiraan	N;NOM;SG;3	N;SG
tahmini	estimasi	tahmin	estimasi	N;NOM;SG;3	N
diplomatik	diplomatik	diplomatik	diplomatik	N;NOM;SG;3	N;SG
maksimum	max	maksi	max		
elektromanyetik	elektromagnetik	elektromanyetik	elektromagnetik	N;NOM;SG;3	N
analiz	analisa	analiz	analisa	N;NOM;SG;3	N;SG
analiz	analitik	analiz	analitik	N;NOM;SG;3	N
analiz	analisis	analiz	analisis	N;NOM;SG;3	N;SG
analiz	analytics	analiz	analytics	N;NOM;SG;3	N
analiz	analisa	analiz	analisa	N;NOM;SG;3	N;SG
analiz	analisis	analiz	analisis	N;NOM;SG;3	N;SG
ekran	layar	ekran	layar	N;NOM;SG;3	N;SG
ekran	pantau	ekran	pantau	N;NOM;SG;3	N;SG;ACT
ekran	monitor	ekran	monitor	N;NOM;SG;3	N;SG
ekran	pemantau	ekran	penpantau	N;NOM;SG;3	N;SG
ekran	tampilan	ekran	tampilan	N;NOM;SG;3	N;SG
ekran	display	ekran	display	N;NOM;SG;3	N
ata	tugaskan	ata	tugaskan		
baraj	dam	baraj	dam		
parçacık	widget	parçacık	widget	N;NOM;SG;3	N
parçacık	partikel	parçacık	partikel	N;NOM;SG;3	N
rakibi	kompetitor	rakip	kompetitor	N;NOM;SG;3	N;SG
rakibi	pesaing	rakip	pesaing	N;NOM;SG;3	N;SG
rakibi	rival	rakip	rival	N;NOM;SG;3	N
rakibi	saingan	rakip	saingan	N;NOM;SG;3	N;SG
rakibi	lawannya	rakip	lawan	N;NOM;SG;3	N;SG
rakibi	lawan	rakip	lawan	N;NOM;SG;3	N;SG;ACT
rakibi	lawannya	rakip	lawan	N;NOM;SG;3	N;SG
sözlük	glosarium	sözlük	glosarium	N;NOM;SG;3	N
sözlük	kamus	sözlük	kamus	N;NOM;SG;3	N
sözlük	kosakata	sözlük	kosakata	N;NOM;SG;3	N
sözlük	kamus	sözlük	kamus	N;NOM;SG;3	N
yolculuk	traveling	yolculuk	traveling	N;NOM;SG;3	N
yolculuk	perjalanan	yolculuk	perjalanan	N;NOM;SG;3	N;SG
yolculuk	wisata	yolculuk	wisata	N;NOM;SG;3	N;SG
yolculuk	tumpangan	yolculuk	tumpangan	N;NOM;SG;3	N;SG
yolculuk	perjalanan	yolculuk	perjalanan	N;NOM;SG;3	N;SG
havaalanı	bandara	havaalanı	bandara	N;NOM;SG;3	N;SG
alayı	resimen	alay	resimen	N;ACC;SG;3	N
alayı	prosesi	alay	prosesi	N;ACC;SG;3	N;SG
ilgisi	relevansi	ilgi	relevansi	N;NOM;SG;3	N;SG
teklifi	proposal	teklif	proposal	N;ACC;SG;3	N;SG
teklifi	usul	teklif	usul	N;ACC;SG;3	N;SG;ACT
teklifi	usulan	teklif	usulan	N;ACC;SG;3	N;SG
teklifi	lamaran	teklif	lamaran	N;ACC;SG;3	N;SG
teklifi	penawaran	teklif	pentawaran	N;ACC;SG;3	N;SG
teklifi	tawaran	teklif	tawaran	N;ACC;SG;3	N;SG
kapasitesi	kapasitas	kapasite	kapasitas	N;NOM;SG;3	N;SG
alevi	nyala	alevi	nyala		
alfabesi	alphabet	alfabe	alphabet	N;NOM;SG;3	N
alfabesi	alfabet	alfabe	alfabet	N;NOM;SG;3	N;SG
alfabesi	abjad	alfabe	abjad	N;NOM;SG;3	N;SG
mühendisi	teknisi	mühendis	teknisi	N;NOM;SG;3	N;SG
mühendisi	insinyur	mühendis	insinyur	N;NOM;SG;3	N;SG
ankaragücü	ankaragücü	ankaragücü	ankaragücü	N;NOM;PL;3	N
baskın	serbuan	baskın	serbuan		
orkestrası	orkestra	orkestra	orkestra	N;NOM;SG;3	N;SG
orkestrası	orkes	orkestra	orkes	N;NOM;SG;3	N
august	august	august	august		
duyurdu	mengumumkan	duyur	menumumkan	V;PFV;IND;SG;3;POS;PST	V;SG;ACT
duyurdu	diumumkan	duyur	diumumkan	V;PFV;IND;SG;3;POS;PST	V;SG;PASS
