снаружи	बाहर	снаружи	बाहर	ADV	ADV;NOM;MASC;SG;3
стрела	बाण	стрела	बाण	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
стрела	तीर	стрела	तीर	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
живая	जिंदा	живой	जिंदा	ADJ;NOM;FEM;SG	ADJ
выстрел	गोली	выстрел	गोली	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
выстрел	शॉट	выстрел	शॉट	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
экзамен	परीक्षा	экзамен	परीक्षा	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
экзамен	परिक्षा	экзамен	परिक्षा	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
экзамен	परीक्षा	экзамен	परीक्षा	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
экзамен	एग्जाम	экзамен	एग्जाम	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
ангела	देवदूत	ангел	देवदूत	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
президиум	ब्यूरो	президиум	ब्यूरो	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
президиум	presidium	президиум	presidium	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
президиум	प्रेसीडेंसी	президиум	प्रेसीडेंसी	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
президиум	प्रेसिडेंसी	президиум	प्रेसिडेंसी	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
обстоятельство	परिस्थिति	обстоятельство	परिस्थिति	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
демократический	लोकतांत्रिक	демократический	लोकतांत्रिक	ADJ;NOM;MASC;SG	ADJ
вологда	vologda	вологда	vologda	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
рефери	रेफरी	реферь	रेफरी	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;3
кальвадос	calvados	кальвадос	calvados	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
подробные	विस्तृत	подробный	विस्तृत	ADJ;NOM;PL	ADJ
священный	पवित्र	свясти	पवित्र	ADJ;NOM;MASC;SG	ADJ
совещания	मुलाकातें	совещание	मुलाकात	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;3
атмосфера	वातावरण	атмосфера	वातावरण	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
атмосфера	वायुमण्डल	атмосфера	वायुमण्डल	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
атмосфера	वायुमंडल	атмосфера	वायुमंडल	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
атмосфера	माहौल	атмосфера	माहौल	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
атмосфера	जलवा	атмосфера	जलवा	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
байт	बाइट	байт	बाइट	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
байт	बाइट	байт	बाइट	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
растительность	वनस्पति	растительность	वनस्पति	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
географический	भौगोलिक	географический	भौगोलिक	ADJ;NOM;MASC;SG	ADJ;NOM
географический	भौगोलिक	географический	भौगोलिक	ADJ;NOM;MASC;SG	ADJ;NOM
лёд	बर्फ़	лёд	बर्फ़	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
лёд	बर्फ	лёд	बर्फ	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
верит	मानता	верить	मान	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;SG;V.PTCP;ACT
предпринимательства	उद्यम	предпринимательство	उद्यम	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
предпринимательства	एंटरप्राइज	предпринимательство	एंटरप्राइज	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
предпринимательства	एंटरप्राइज़	предпринимательство	एंटरप्राइज़	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
предпринимательства	उद्यम	предпринимательство	उद्यम	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
предпринимательства	उद्यमिता	предпринимательство	उद्यमिता	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
естественный	स्वाभाविक	естественный	स्वाभाविक	ADJ;NOM;MASC;SG	ADJ
намеренно	जानबूझकर	намеренно	जानबूझकर	ADV	ADV
испытание	परीक्षा	испытание	परीक्षा	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
испытание	जांच	испытание	जांच	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
испытание	जाँच	испытание	जाँच	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
испытание	परीक्षण	испытание	परीक्षण	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
испытание	परीक्षण	испытание	परीक्षण	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
убивать	मारो	убивать	मार	V;IPFV;NFIN;ACT	V;SG;FIN;ACT
убивать	मार	убивать	मार	V;IPFV;NFIN;ACT	V;ACT
превосходство	सर्वोच्चता	превосходство	सर्वोच्चता	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
превосходство	श्रेष्ठता	превосходство	श्रेष्ठता	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
мелодия	राग	мелодия	राग	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
мелодия	धुन	мелодия	धुन	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
груз	शिपमेंट	груз	शिपमेंट	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
груз	खेप	груз	खेप	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
барьер	अवरोध	барьер	अवरोध	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
гавань	तट	гавань	तट	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
фокс	लोमड़ी	фокс	लोमडी	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;3
посредничество	मध्यस्थता	посредничество	मध्यस्थता	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
ден	खोह	день	खोह		
ден	डेन	день	डेन		
зоопарк	चिड़ियाघर	зоопарк	चिड़ियाघर	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
фольклор	लोकगीत	фольклор	लोकगीत	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
доработка	refinement	доработка	refinement	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
доработка	शोधन	доработка	शोधन	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
успешный	सफल	успешный	सफल	ADJ;NOM;MASC;SG	ADJ
успешный	कामयाब	успешный	कामयाब	ADJ;NOM;MASC;SG	ADJ
отображение	प्रदर्शक	отображение	प्रदर्शक	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
отображение	प्रदर्शन	отображение	प्रदर्शन	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
отображение	प्रदर्शक	отображение	प्रदर्शक	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
въезд	एन्ट्री	въезд	एन्ट्री	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
въезд	एंट्री	въезд	एंट्री	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
въезд	प्रविष्टि	въезд	प्रविष्टि	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
коррупции	भ्रष्टाचार	коррупция	भ्रष्टाचार	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
инструкция	निर्देश	инструкция	निर्देश	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
инструкция	निर्देश	инструкция	निर्देश	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
картинка	तस्वीर	картинка	तस्वीर	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
картинка	पिक्चर	картинка	पिक्चर	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
картинка	चित्र	картинка	चित्र	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
картинка	छवि	картинка	छवि	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
картинка	प्रतिबिम्ब	картинка	प्रतिबिम्ब	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
картинка	चित्र	картинка	चित्र	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
марафон	मैराथन	марафон	मैराथन	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
знаменитая	मशहूर	знаменитый	मशहूर	ADJ;NOM;FEM;SG	ADJ
знаменитая	प्रसिद्ध	знаменитый	प्रसिद्ध	ADJ;NOM;FEM;SG	ADJ
моделирование	मॉडलिंग	моделирование	मॉडलिंग	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
моделирование	मॉडलिंग	моделирование	मॉडलिंग	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
моделирование	सिमुलेशन	моделирование	सिमुलेशन	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
биолог	जीवविज्ञानी	биолог	जीवविज्ञानी	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
храбрость	हिम्मत	храбрость	हिम्मत	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
храбрость	वीरता	храбрость	वीरता	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
конституционный	संवैधानिक	конституционный	संवैधानिक	ADJ;NOM;MASC;SG	ADJ;NOM
тёмный	गहरा	тёмный	गहरा	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
живым	जिंदा	живой	जिंदा	ADJ;INS;NEUT;SG	ADJ
верю	मानना	верить	मान	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;NFIN;ACT
номенклатура	नामकरण	номенклатура	नामकरण	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
пляж	समुद्रतट	пляж	समुद्रतट	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
слух	अफवाह	слух	अफवाह	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
слух	सुनवाई	слух	सुनवाई	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
челюсти	जबड़े	челюсть	जबड़	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL;3
челюсти	जबड़ों	челюсть	जबड़	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL;3
последователи	अनुयायी	последователь	अनुयायी	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL;3
потомок	उत्तराधिकारी	потомок	उत्तराधिकारी	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
канцлер	चांसलर	канцлер	चांसलर	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
месть	प्रतिशोध	месть	प्रतिशोध	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
привод	ड्राइव	привод	ड्राइव	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
сменить	बदलें	сменить	बदल	V;PFV;NFIN;ACT	V;SBJV;SG;FIN;ACT
доллар	डॉलर	доллар	डॉलर	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
доллар	डालर	доллар	डालर	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
посадка	बोर्डिंग	посадка	बोर्डिंग	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
посадка	लैंडिंग	посадка	लैंडिंग	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
