من	從	مِن	從	ADP	ADP
المسؤولية	負債	مَسؤُولِيَّة	負債	N;NOM;DEF;SG	N
المسؤولية	責任	مَسؤُولِيَّة	責任	N;NOM;DEF;SG	N
الاستخبارات	智慧	اِستِخبَار	智慧	N;NOM;DEF;PL	N
الاستخبارات	情報	اِستِخبَار	情報	N;NOM;DEF;PL	N
الاستخبارات	智力	اِستِخبَار	智力	N;NOM;DEF;PL	N
تجديد	翻新	تَجدِيد	翻新	N;NOM;INDF;SG	N
اصبح	成	أَصبَح	成	V;PFV;MASC;SG;3;ACT	V
نفط	油	نَفط	油	N;NOM;INDF;SG	N
نفط	石油	نَفط	石油	N;NOM;INDF;SG	N
نفط	機油	نَفط	機油	N;NOM;INDF;SG	N
نفط	石油	نَفط	石油	N;NOM;INDF;SG	N
خطوات	腳步	خَطوَة	腳步	N;NOM;INDF;PL	N
خطوات	腳步	خَطوَة	腳步	N;NOM;INDF;PL	N
خطوات	步驟	خَطوَة	步驟	N;NOM;INDF;PL	N
حلبة	舞台	حَلبَة	舞台	N;NOM;INDF;SG	N
حلبة	體育	حَلبَة	體育	N;NOM;INDF;SG	N
حلبة	迴路	حَلبَة	迴路	N;NOM;INDF;SG	N
حلبة	電路	حَلبَة	電路	N;NOM;INDF;SG	N
الفتيات	女孩	فَتَاة	女孩	N;NOM;DEF;PL	N
الفتيات	女生	فَتَاة	女生	N;NOM;DEF;PL	N
الفتيات	女	فَتَاة	女	N;NOM;DEF;PL	N
الحوادث	事故	حَادِث	事故	N;NOM;DEF;PL	N
الحوادث	事件	حَادِث	事件	N;NOM;DEF;PL	N
قطار	火車	قِطَار	火車	N;NOM;INDF;SG	N
قطار	列車	قِطَار	列車	N;NOM;INDF;SG	N
تقبل	接受	قَبِل	接受	V;IPFV;FEM;IND;SG;3;FIN;ACT	V
مقاعد	席位	مَقعَد	席位	N;NOM;INDF;PL	N
مقاعد	座位	مَقعَد	座位	N;NOM;INDF;PL	N
نهائيات	決賽	نِهَائِيّ	決賽	N;NOM;INDF;PL	N
احتياجات	需求	اِحتِيَاج	需求	N;NOM;INDF;PL	N
غنية	豐富	غَنِيّ	豐富	ADJ;NOM;INDF;FEM;SG	ADJ
الثدي	胸	ثَدِيّ	胸	N;NOM;DEF;SG	N
الثدي	胸部	ثَدِيّ	胸部	N;NOM;DEF;SG	N
الثدي	乳房	ثَدِيّ	乳房	N;NOM;DEF;SG	N
شرط	條件	شَرط	條件	N;NOM;INDF;SG	N
شرط	狀況	شَرط	狀況	N;NOM;INDF;SG	N
الروضة	幼兒	رَوضَة	幼兒	N;NOM;DEF;SG	N
الروضة	幼兒	رَوضَة	幼兒	N;NOM;DEF;SG	N
المبادرة	倡議	مُبَادَرَة	倡議	N;NOM;DEF;SG	N
تراث	遺產	تُرَاث	遺產	N;NOM;INDF;SG	N
تراث	遺產	تُرَاث	遺產	N;NOM;INDF;SG	N
التصنيفات	評比	تَصنِيفَة	評比	N;NOM;DEF;PL	N
التصنيفات	分類	تَصنِيفَة	分類	N;NOM;DEF;PL	N
محرم	禁忌	محرم	禁忌	N;NOM;INDF;SG	N
التفاعلات	反應	تَفَاعُل	反應	N;NOM;DEF;PL	N
التفاعلات	心情	تَفَاعُل	心情	N;NOM;DEF;PL	N
الخرائط	地圖	خَرِيطَة	地圖	N;NOM;DEF;PL	N
الرمال	沙子	رَمل	沙子	N;NOM;DEF;SG	N
الرمال	砂	رَمل	砂	N;NOM;DEF;SG	N
فيروسات	病毒	فَيرُوس	病毒	N;NOM;INDF;PL	N
الوراثة	遺傳	وَرَاثَة	遺傳	N;NOM;DEF;SG	N
الوراثة	遺傳	وَرَاثَة	遺傳	N;NOM;DEF;SG	N
الوراثة	遺產	وَرَاثَة	遺產	N;NOM;DEF;SG	N
ترجم	翻譯	تَرجَم	翻譯	V;PFV;MASC;SG;3;ACT	V
ميزة	功能	مِيزَة	功能	N;NOM;INDF;SG	N
ميزة	特色	مِيزَة	特色	N;NOM;INDF;SG	N
ميزة	特徵	مِيزَة	特徵	N;NOM;INDF;SG	N
ميزة	優點	مِيزَة	優點	N;NOM;INDF;SG	N
ميزة	優勢	مِيزَة	優勢	N;NOM;INDF;SG	N
شهداء	烈士	شَهِيد	烈士	N;NOM;INDF;PL	N
الحليب	乳	حَلِيب	乳	N;NOM;DEF;SG	N
الحليب	牛奶	حَلِيب	牛奶	N;NOM;DEF;SG	N
الحليب	奶	حَلِيب	奶	N;NOM;DEF;SG	N
القطار	火車	قِطَار	火車	N;NOM;DEF;SG	N
القطار	列車	قِطَار	列車	N;NOM;DEF;SG	N
موظف	僱員	مُوَظَّف	僱員	N;NOM;INDF;SG	N
موظف	員工	مُوَظَّف	員工	N;NOM;INDF;SG	N
موظف	職工	مُوَظَّف	職工	N;NOM;INDF;SG	N
انضمت	加入	اِنضَمّ	加入	V;PFV;FEM;SG;3;ACT	V
لفة	捲	لِفَة	捲	N;NOM;INDF;SG	N
لفة	卷	لِفَة	卷	N;NOM;INDF;SG	N
القلق	焦慮	قَلَق	焦慮	N;NOM;DEF;SG	N
الشريط	帶子	شَرِيط	帶子	N;NOM;DEF;SG	N
الشريط	膠帶	شَرِيط	膠帶	N;NOM;DEF;SG	N
الشريط	磁帶	شَرِيط	磁帶	N;NOM;DEF;SG	N
الشريط	絲帶	شَرِيط	絲帶	N;NOM;DEF;SG	N
معقدة	複雜	مُعَقَّد	複雜	ADJ;NOM;INDF;FEM;SG	ADJ
العصب	神經	عَصِبَ	神經	N;NOM;DEF;SG	N
ليل	夜晚	لَيل	夜晚	N;NOM;INDF;SG	N
ليل	晚上	لَيل	晚上	N;NOM;INDF;SG	N
ليل	夜	لَيل	夜	N;NOM;INDF;SG	N
الخفيفة	光線	خَفِيف	光線	N;NOM;DEF;SG	N
الخفيفة	光	خَفِيف	光	N;NOM;DEF;SG	N
الخفيفة	燈光	خَفِيف	燈光	N;NOM;DEF;SG	N
الخفيفة	光明	خَفِيف	光明	N;NOM;DEF;SG	N
الجدل	爭議	جَدَل	爭議	N;NOM;DEF;SG	N
تسلسل	序列	تسِلسِل	序列	N;NOM;INDF;SG	N
تسلسل	數列	تسِلسِل	數列	N;NOM;INDF;SG	N
تسلسل	順序	تسِلسِل	順序	N;NOM;INDF;SG	N
الفضة	銀色	فِضَّة	銀色	N;NOM;DEF;SG	N
الفضة	銀	فِضَّة	銀	N;NOM;DEF;SG	N
سلالات	株	سُلَالَة	株	N;NOM;INDF;PL	N
سلالات	菌	سُلَالَة	菌	N;NOM;INDF;PL	N
قدرات	能力	قُدرَة	能力	N;NOM;INDF;PL	N
الري	灌溉	رَيّ	灌溉	N;NOM;DEF;SG	N
المجلد	體積	مَجلَد	體積	N;NOM;DEF;SG	N
المجلد	音量	مَجلَد	音量	N;NOM;DEF;SG	N
غناء	歌聲	غناء	歌聲	N;NOM;INDF;SG	N
غناء	唱歌	غناء	唱歌	N;NOM;INDF;SG	N
غناء	歌唱	غناء	歌唱	N;NOM;INDF;SG	N
المضاربة	投機	مُضَارَبَة	投機	N;NOM;DEF;SG	N
المضاربة	投機	مُضَارَبَة	投機	N;NOM;DEF;SG	N
سلطات	當局	سُلطَة	當局	N;NOM;INDF;PL	N
سلطات	權力	سُلطَة	權力	N;NOM;INDF;PL	N
تعبير	表情	تَعبِير	表情	N;NOM;INDF;SG	N
المنصة	站台	مِنَصَّة	站台	N;NOM;DEF;SG	N
المنصة	平台	مِنَصَّة	平台	N;NOM;DEF;SG	N
المنصة	講台	مِنَصَّة	講台	N;NOM;DEF;SG	N
المنصة	主席	مِنَصَّة	主席	N;NOM;DEF;SG	N
المنصة	舞台	مِنَصَّة	舞台	N;NOM;DEF;SG	N
المنصة	階段	مِنَصَّة	階段	N;NOM;DEF;SG	N
الفندق	飯店	فُندُق	飯店	N;NOM;DEF;SG	N
الفندق	酒店	فُندُق	酒店	N;NOM;DEF;SG	N
الفندق	賓館	فُندُق	賓館	N;NOM;DEF;SG	N
الفندق	旅館	فُندُق	旅館	N;NOM;DEF;SG	N
الدالة	功能	دَالَة	功能	N;NOM;DEF;SG	N
الدالة	職能	دَالَة	職能	N;NOM;DEF;SG	N
الدالة	函數	دَالَة	函數	N;NOM;DEF;SG	N
المدافع	後衛	مَدفَع	後衛	N;NOM;DEF;SG	N
قاموس	詞典	قَامُوس	詞典	N;NOM;INDF;SG	N
قاموس	字典	قَامُوس	字典	N;NOM;INDF;SG	N
التحقيقات	查詢	تَحقِيق	查詢	N;NOM;DEF;PL	N
الواجهة	介面	وَاجِهَة	介面	N;NOM;DEF;SG	N
تقرر	決定	تَقَرَّر	決定	V;PFV;MASC;SG;3;ACT	V
طبق	小菜	طَبَّق	小菜	N;NOM;INDF;SG	N
طبق	菜	طَبَّق	菜	N;NOM;INDF;SG	N
طبق	板	طَبَّق	板	N;NOM;INDF;SG	N
الثلاثين	三十	ثَلَاثُون	三十	NUM;NOM;DEF	NUM
التقييم	評比	تَقيِيم	評比	N;NOM;DEF;SG	N
البنات	女孩	بِنت	女孩	N;NOM;DEF;PL	N
البنات	女生	بِنت	女生	N;NOM;DEF;PL	N
البنات	女	بِنت	女	N;NOM;DEF;PL	N
القشرة	地殼	قَشَرَة	地殼	N;NOM;DEF;SG	N
منفذ	埠	مَنفَذ	埠	N;NOM;INDF;SG	N
منفذ	港口	مَنفَذ	港口	N;NOM;INDF;SG	N
البنوك	銀行	بَنك	銀行	N;NOM;DEF;PL	N
اللحظة	時刻	لَحظَة	時刻	N;NOM;DEF;SG	N
مقاطع	音節	مَقطَعَة	音節	N;NOM;INDF;PL	N
سجلات	紀錄	سِجِلّ	紀錄	N;NOM;INDF;PL	N
سجلات	原木	سِجِلّ	原木	N;NOM;INDF;PL	N
مغامرة	冒險	مُغَامَرَة	冒險	N;NOM;INDF;SG	N
حادة	尖	حَادّ	尖	ADJ;NOM;INDF;FEM;SG	ADJ
مكاتب	書	مَكتَب	書	N;NOM;INDF;PL	N
المرجع	裁判	مَرجِع	裁判	N;NOM;DEF;SG	N
فتحة	槽	فَتحَة	槽	N;NOM;INDF;SG	N
فتحة	洞口	فَتحَة	洞口	N;NOM;INDF;SG	N
مرافق	設施	مِرفَق	設施	N;NOM;INDF;PL	N
مرافق	水電	مِرفَق	水電	N;NOM;INDF;PL	N
مرافق	護航	مِرفَق	護航	N;NOM;INDF;PL	N
النسب	世系	نِسبَة	世系	N;NOM;DEF;PL	N
النسب	血統	نِسبَة	血統	N;NOM;DEF;PL	N
النسب	血統	نِسبَة	血統	N;NOM;DEF;PL	N
النسب	比率	نِسبَة	比率	N;NOM;DEF;PL	N
النسب	世系	نِسبَة	世系	N;NOM;DEF;PL	N
النسب	血統	نِسبَة	血統	N;NOM;DEF;PL	N
محتويات	內容	مُحتَوَى	內容	N;NOM;INDF;PL	N
محاكمة	審訊	مُحَاكَمَة	審訊	N;NOM;INDF;SG	N
محاكمة	審判	مُحَاكَمَة	審判	N;NOM;INDF;SG	N
الحصان	馬	حَصّ	馬	N;NOM;DEF;SG	N
الحصان	馬匹	حَصّ	馬匹	N;NOM;DEF;SG	N
القطر	直徑	قَطَر	直徑	N;NOM;DEF;SG	N
حساسية	敏感	حَسَّاسِيّ	敏感	N;NOM;INDF;SG	N
الزوار	遊客	زَوَار	遊客	N;NOM;DEF;PL	N
الزوار	訪客	زَوَار	訪客	N;NOM;DEF;PL	N
عضلات	肌肉	عضلات	肌肉	N;NOM;INDF;PL	N
عضلات	肌	عضلات	肌	N;NOM;INDF;PL	N
عضلات	肌肉	عضلات	肌肉	N;NOM;INDF;PL	N
عقبة	障礙	عَقَبَة	障礙	N;NOM;INDF;SG	N
درامي	戲劇	درامي	戲劇	N;NOM;INDF;SG	N
عبور	過境	عُبُور	過境	N;NOM;INDF;SG	N
اللحم	肉	لَحم	肉	N;NOM;DEF;SG	N
اللحم	肉類	لَحم	肉類	N;NOM;DEF;SG	N
تشكيلة	各式	تَشكِيلَة	各式	N;NOM;INDF;SG	N
السحر	魔神	سِحر	魔神	N;NOM;DEF;SG	N
السحر	魔法	سِحر	魔法	N;NOM;DEF;SG	N
السحر	魔術	سِحر	魔術	N;NOM;DEF;SG	N
السحر	魔力	سِحر	魔力	N;NOM;DEF;SG	N
الاختبارات	測試	اِختِبَار	測試	N;NOM;DEF;PL	N
الاختبارات	測驗	اِختِبَار	測驗	N;NOM;DEF;PL	N
خواص	屬性	خَوَاص	屬性	N;NOM;INDF;PL	N
الحسابات	決算	حِسَاب	決算	N;NOM;DEF;PL	N
المقابلة	面試	المقابلة	面試	N;NOM;DEF;SG	N
المناسبات	事件	مُنَاسَبَة	事件	N;NOM;DEF;PL	N
المناسبات	活動	مُنَاسَبَة	活動	N;NOM;DEF;PL	N
العيد	宴會	عِيد	宴會	N;NOM;DEF;SG	N
العيد	盛宴	عِيد	盛宴	N;NOM;DEF;SG	N
الالتزام	義務	اِلتِزَام	義務	N;NOM;DEF;SG	N
المالك	業	مَالِك	業	N;NOM;DEF;SG	N
الفائدة	興趣	فَائِدَة	興趣	N;NOM;DEF;SG	N
الفائدة	利息	فَائِدَة	利息	N;NOM;DEF;SG	N
الفائدة	實用	فَائِدَة	實用	N;NOM;DEF;SG	N
الفائدة	效用	فَائِدَة	效用	N;NOM;DEF;SG	N
الاحتياجات	需求	اِحتِيَاج	需求	N;NOM;DEF;PL	N
الكفاءة	效率	كَفَاءَة	效率	N;NOM;DEF;SG	N
اللجوء	度	لُجُوء	度	N;NOM;DEF;SG	N
اللجوء	庇護	لُجُوء	庇護	N;NOM;DEF;SG	N
ورق	紙	وَرَق	紙	N;NOM;INDF;SG	N
ورق	紙張	وَرَق	紙張	N;NOM;INDF;SG	N
ورق	論文	وَرَق	論文	N;NOM;INDF;SG	N
العبارة	渡口	عِبَارَة	渡口	N;NOM;DEF;SG	N
العبارة	渡輪	عِبَارَة	渡輪	N;NOM;DEF;SG	N
العبارة	片語	عِبَارَة	片語	N;NOM;DEF;SG	N
مصانع	工廠	مَصنَع	工廠	N;NOM;INDF;PL	N
الموضوعات	主題	مَوضُوع	主題	N;NOM;DEF;PL	N
الموضوعات	題目	مَوضُوع	題目	N;NOM;DEF;PL	N
الموضوعات	議題	مَوضُوع	議題	N;NOM;DEF;PL	N
الموضوعات	專題	مَوضُوع	專題	N;NOM;DEF;PL	N
الموضوعات	主題	مَوضُوع	主題	N;NOM;DEF;PL	N
الموضوعات	科目	مَوضُوع	科目	N;NOM;DEF;PL	N
العميل	客戶	عَمِيل	客戶	N;NOM;DEF;SG	N
العميل	特工	عَمِيل	特工	N;NOM;DEF;SG	N
سائق	司機	سَائِق	司機	N;NOM;INDF;SG	N
نداء	電話	نِدَاء	電話	N;NOM;INDF;SG	N
نداء	通話	نِدَاء	通話	N;NOM;INDF;SG	N
يخدم	服務	خَدَم	服務	V;IPFV;MASC;IND;SG;3;FIN;ACT	V
يخدم	發球	خَدَم	發球	V;IPFV;MASC;IND;SG;3;FIN;ACT	V
يخدم	服務	خَدَم	服務	V;IPFV;MASC;IND;SG;3;FIN;ACT	V
زلزال	地震	زِلزَال	地震	N;NOM;INDF;SG	N
الرائد	少校	رَائِد	少校	N;NOM;DEF;SG	N
استرجاع	檢索	اِستِرجَاع	檢索	N;NOM;INDF;SG	N
استرجاع	檢索	اِستِرجَاع	檢索	N;NOM;INDF;SG	N
الالتهاب	炎症	اِلتِهَاب	炎症	N;NOM;DEF;SG	N
البلديات	市	بَلَدِيَّة	市	N;NOM;DEF;PL	N
البلديات	市鎮	بَلَدِيَّة	市鎮	N;NOM;DEF;PL	N
معارض	展覽	مَعرِض	展覽	N;NOM;INDF;PL	N
معارض	展覽	مَعرِض	展覽	N;NOM;INDF;PL	N
معارض	畫廊	مَعرِض	畫廊	N;NOM;INDF;PL	N
معارض	展覽	مَعرِض	展覽	N;NOM;INDF;PL	N
معارض	展品	مَعرِض	展品	N;NOM;INDF;PL	N
الحرير	蠶絲	حَرِير	蠶絲	N;NOM;DEF;SG	N
الحرير	絲綢	حَرِير	絲綢	N;NOM;DEF;SG	N
الجسد	屍體	جَسَد	屍體	N;NOM;DEF;SG	N
الجسد	體	جَسَد	體	N;NOM;DEF;SG	N
الجسد	身體	جَسَد	身體	N;NOM;DEF;SG	N
المواطن	市民	مُوَاطِن	市民	N;NOM;DEF;SG	N
المواطن	公民	مُوَاطِن	公民	N;NOM;DEF;SG	N
عظيمة	偉大	عَظِيمَة	偉大	ADJ;NOM;INDF;FEM;SG	ADJ
انتشر	傳播	اِنتَشَر	傳播	V;PFV;MASC;SG;3;ACT	V
انتشر	散播	اِنتَشَر	散播	V;PFV;MASC;SG;3;ACT	V
التمرد	叛亂	تَمَرُّد	叛亂	N;NOM;DEF;SG	N
التمرد	叛變	تَمَرُّد	叛變	N;NOM;DEF;SG	N
التمرد	叛亂	تَمَرُّد	叛亂	N;NOM;DEF;SG	N
التمرد	叛逆	تَمَرُّد	叛逆	N;NOM;DEF;SG	N
المصالح	興趣	مَصلَحَة	興趣	N;NOM;DEF;PL	N
المصالح	利益	مَصلَحَة	利益	N;NOM;DEF;PL	N
الاختلافات	差異	اِختِلَاف	差異	N;NOM;DEF;PL	N
الاختلافات	差額	اِختِلَاف	差額	N;NOM;DEF;PL	N
الاختلافات	分歧	اِختِلَاف	分歧	N;NOM;DEF;PL	N
الاختلافات	變異	اِختِلَاف	變異	N;NOM;DEF;PL	N
المفاصل	關節	مُفَاصِل	關節	N;NOM;DEF;PL	N
الفلكي	天文	فَلَكِيّ	天文	N;NOM;DEF;SG	N
التلوث	污染	تَلَوُّث	污染	N;NOM;DEF;SG	N
التلوث	污染	تَلَوُّث	污染	N;NOM;DEF;SG	N
المزمن	慢性	مَزمَن	慢性	N;NOM;DEF;SG	N
التكاليف	費用	تَكلِيف	費用	N;NOM;DEF;PL	N
التكاليف	成本	تَكلِيف	成本	N;NOM;DEF;PL	N
التكاليف	費用	تَكلِيف	費用	N;NOM;DEF;PL	N
التكاليف	成本	تَكلِيف	成本	N;NOM;DEF;PL	N
صخور	岩	صُخُور	岩	N;NOM;INDF;PL	N
صخور	岩石	صُخُور	岩石	N;NOM;INDF;PL	N
استاذ	教授	استاذ	教授	N;NOM;INDF;SG	N
استاذ	老師	استاذ	老師	N;NOM;INDF;SG	N
استاذ	教師	استاذ	教師	N;NOM;INDF;SG	N
القصائد	詩	قَصِيدَة	詩	N;NOM;DEF;PL	N
القصائد	詩歌	قَصِيدَة	詩歌	N;NOM;DEF;PL	N
الوريد	血管	وَرِيد	血管	N;NOM;DEF;SG	N
الوريد	靜脈	وَرِيد	靜脈	N;NOM;DEF;SG	N
خرق	違約	خَرِق	違約	N;NOM;INDF;SG	N
ثماني	八	ثَمَانِيَة	八	NUM;NOM;INDF;FEM	NUM
ثماني	八	ثَمَانِيَة	八	NUM;NOM;INDF;FEM	NUM
العادات	習性	عَادَة	習性	N;NOM;DEF;PL	N
العادات	習慣	عَادَة	習慣	N;NOM;DEF;PL	N
العادات	海關	عَادَة	海關	N;NOM;DEF;PL	N
العادات	關稅	عَادَة	關稅	N;NOM;DEF;PL	N
جلب	帶	جَلب	帶	V;PFV;MASC;SG;3;ACT	V
مختصر	簡短	مُختَصِر	簡短	ADJ;NOM;INDF;MASC;SG	ADJ
سقف	天花	سَقف	天花	N;NOM;INDF;SG	N
سقف	上限	سَقف	上限	N;NOM;INDF;SG	N
سقف	屋頂	سَقف	屋頂	N;NOM;INDF;SG	N
الدرقية	甲狀	دِرقِيّ	甲狀	N;NOM;DEF;SG	N
التردد	頻率	تَرَدُّد	頻率	N;NOM;DEF;SG	N
مقاتلة	拳手	مُقَاتَلَة	拳手	N;NOM;INDF;SG	N
مقاتلة	鬥士	مُقَاتَلَة	鬥士	N;NOM;INDF;SG	N
العقبة	障礙	عَقَبَة	障礙	N;NOM;DEF;SG	N
شهادات	憑證	شَهَادَة	憑證	N;NOM;INDF;PL	N
شهادات	證書	شَهَادَة	證書	N;NOM;INDF;PL	N
بركة	池	بَرَكَة	池	N;NOM;INDF;SG	N
بركة	池塘	بَرَكَة	池塘	N;NOM;INDF;SG	N
بركة	撞球	بَرَكَة	撞球	N;NOM;INDF;SG	N
بركة	池	بَرَكَة	池	N;NOM;INDF;SG	N
بركة	游泳	بَرَكَة	游泳	N;NOM;INDF;SG	N
بركة	泳池	بَرَكَة	泳池	N;NOM;INDF;SG	N
الواقعية	現實	وَاقِعِيَّة	現實	N;NOM;DEF;SG	N
الغنية	豐富	غَنِيّ	豐富	ADJ;NOM;DEF;FEM;SG	ADJ
عملاق	巨人	عِملَاق	巨人	N;NOM;INDF;SG	N
عملاق	巨型	عِملَاق	巨型	N;NOM;INDF;SG	N
يضاف	加上	أَضَاف	加上	V;IPFV;MASC;IND;SG;3;FIN;ACT	V
احترام	尊重	اِحتِرَام	尊重	N;NOM;INDF;SG	N
النمر	虎	نَمَر	虎	N;NOM;DEF;SG	N
النمر	豹	نَمَر	豹	N;NOM;DEF;SG	N
النمر	獵豹	نَمَر	獵豹	N;NOM;DEF;SG	N
النمر	豹	نَمَر	豹	N;NOM;DEF;SG	N
النمر	豹子	نَمَر	豹子	N;NOM;DEF;SG	N
التدفق	流	تَدَفُّق	流	N;NOM;DEF;SG	N
التدفق	流程	تَدَفُّق	流程	N;NOM;DEF;SG	N
التدفق	流動	تَدَفُّق	流動	N;NOM;DEF;SG	N
التدفق	流量	تَدَفُّق	流量	N;NOM;DEF;SG	N
الظواهر	現象	ظَاهِرَة	現象	N;NOM;DEF;PL	N
بوصة	寸	بُوصَة	寸	N;NOM;INDF;SG	N
بوصة	英吋	بُوصَة	英吋	N;NOM;INDF;SG	N
بوصة	英吋	بُوصَة	英吋	N;NOM;INDF;SG	N
مساحات	空格	مَسَّاحَة	空格	N;NOM;INDF;PL	N
مساحات	空間	مَسَّاحَة	空間	N;NOM;INDF;PL	N
سواحل	海岸	سَاحِل	海岸	N;NOM;INDF;PL	N
الانتفاضة	起義	اِنتِفَاضَة	起義	N;NOM;DEF;SG	N
الانتفاضة	起義	اِنتِفَاضَة	起義	N;NOM;DEF;SG	N
الجدران	牆壁	جِدَار	牆壁	N;NOM;DEF;PL	N
الجدران	城牆	جِدَار	城牆	N;NOM;DEF;PL	N
الجدران	牆	جِدَار	牆	N;NOM;DEF;PL	N
عينة	樣品	عَيِّنَة	樣品	N;NOM;INDF;SG	N
عينة	抽樣	عَيِّنَة	抽樣	N;NOM;INDF;SG	N
عينة	樣本	عَيِّنَة	樣本	N;NOM;INDF;SG	N
النحل	蜜蜂	نَحل	蜜蜂	N;NOM;DEF;SG	N
النحل	蜂	نَحل	蜂	N;NOM;DEF;SG	N
النحل	蜜蜂	نَحل	蜜蜂	N;NOM;DEF;SG	N
منحت	准予	مَنَح	准予	V;PFV;FEM;SG;3;ACT	V
منحت	授予	مَنَح	授予	V;PFV;FEM;SG;3;ACT	V
غابة	森林	غَابَة	森林	N;NOM;INDF;SG	N
غابة	叢林	غَابَة	叢林	N;NOM;INDF;SG	N
الحساسية	敏感	حَسَّاسِيّ	敏感	N;NOM;DEF;SG	N
المطر	雨	مُطرَة	雨	N;NOM;DEF;SG	N
المطر	下雨	مُطرَة	下雨	N;NOM;DEF;SG	N
المطر	雨水	مُطرَة	雨水	N;NOM;DEF;SG	N
ذراع	手臂	ذِرَاع	手臂	N;NOM;INDF;SG	N
ذراع	臂	ذِرَاع	臂	N;NOM;INDF;SG	N
ذراع	胳膊	ذِرَاع	胳膊	N;NOM;INDF;SG	N
ناتج	輸出	نَاتِج	輸出	N;NOM;INDF;SG	N
قصف	炮擊	قَصف	炮擊	N;NOM;INDF;SG	N
قصف	炮擊	قَصف	炮擊	N;NOM;INDF;SG	N
عملة	貨幣	عُملَة	貨幣	N;NOM;INDF;SG	N
عملة	幣值	عُملَة	幣值	N;NOM;INDF;SG	N
عملة	硬幣	عُملَة	硬幣	N;NOM;INDF;SG	N
عملة	錢幣	عُملَة	錢幣	N;NOM;INDF;SG	N
النوعية	定性	نَوعِيَّة	定性	N;NOM;DEF;SG	N
النوعية	素質	نَوعِيَّة	素質	N;NOM;DEF;SG	N
النوعية	品質	نَوعِيَّة	品質	N;NOM;DEF;SG	N
النوعية	優質	نَوعِيَّة	優質	N;NOM;DEF;SG	N
النوعية	質量	نَوعِيَّة	質量	N;NOM;DEF;SG	N
الفروع	分行	فَرع	分行	N;NOM;DEF;PL	N
الفروع	樹枝	فَرع	樹枝	N;NOM;DEF;PL	N
الفروع	分支	فَرع	分支	N;NOM;DEF;PL	N
المصانع	工廠	مَصنَع	工廠	N;NOM;DEF;PL	N
حافة	邊緣	حَافّ	邊緣	N;NOM;INDF;SG	N
خارطة	地圖	خَارِطَة	地圖	N;NOM;INDF;SG	N
اتباع	奴才	اِتِّبَاع	奴才	N;NOM;INDF;SG	N
صيانة	維護	صِيَانَة	維護	N;NOM;INDF;SG	N
المجرات	星系	مَجرَة	星系	N;NOM;DEF;PL	N
القدرات	容量	قُدرَة	容量	N;NOM;DEF;PL	N
القدرات	能力	قُدرَة	能力	N;NOM;DEF;PL	N
القدرات	能力	قُدرَة	能力	N;NOM;DEF;PL	N
كلب	犬	كُلب	犬	N;NOM;INDF;SG	N
كلب	狗	كُلب	狗	N;NOM;INDF;SG	N
الفك	顎	فِكّ	顎	N;NOM;DEF;SG	N
الفك	頜	فِكّ	頜	N;NOM;DEF;SG	N
المصنع	廠	مَصنَع	廠	N;NOM;DEF;SG	N
المصنع	工廠	مَصنَع	工廠	N;NOM;DEF;SG	N
المصنع	廠	مَصنَع	廠	N;NOM;DEF;SG	N
المساعد	助手	مُسَاعِد	助手	N;NOM;DEF;SG	N
المساعد	助理	مُسَاعِد	助理	N;NOM;DEF;SG	N
المساعدات	援助	مُسَاعِدَة	援助	N;NOM;DEF;PL	N
المساعدات	援助	مُسَاعِدَة	援助	N;NOM;DEF;PL	N
قنبلة	炸彈	قُنبُلَة	炸彈	N;NOM;INDF;SG	N
المراجعة	審查	مُرَاجَعَة	審查	N;NOM;DEF;SG	N
ضعيف	虛弱	ضَعِيف	虛弱	ADJ;NOM;INDF;MASC;SG	ADJ
ضعيف	軟弱	ضَعِيف	軟弱	ADJ;NOM;INDF;MASC;SG	ADJ
ضعيف	薄弱	ضَعِيف	薄弱	ADJ;NOM;INDF;MASC;SG	ADJ
المعدل	速率	مُعَدَّل	速率	N;NOM;DEF;SG	N
المعدل	率	مُعَدَّل	率	N;NOM;DEF;SG	N
المعدل	利率	مُعَدَّل	利率	N;NOM;DEF;SG	N
استعمل	利用	اِستَعمَل	利用	V;PFV;MASC;SG;3;ACT	V
استعمل	使用	اِستَعمَل	使用	V;PFV;MASC;SG;3;ACT	V
استعمل	使用	اِستَعمَل	使用	V;PFV;MASC;SG;3;ACT	V
الحجارة	石	حَجَّارَة	石	N;NOM;DEF;SG	N
الحجارة	石頭	حَجَّارَة	石頭	N;NOM;DEF;SG	N
دبابات	坦克	دَبَّابَة	坦克	N;NOM;INDF;PL	N
الراديو	電台	رَادِيُو	電台	N;NOM;DEF;SG	N
الراديو	廣播	رَادِيُو	廣播	N;NOM;DEF;SG	N
الراديو	廣播	رَادِيُو	廣播	N;NOM;DEF;SG	N
الكلب	犬	كُلب	犬	N;NOM;DEF;SG	N
الكلب	狗	كُلب	狗	N;NOM;DEF;SG	N
الجرائم	罪行	جَرِيمَة	罪行	N;NOM;DEF;PL	N
الجرائم	犯罪	جَرِيمَة	犯罪	N;NOM;DEF;PL	N
الجرائم	犯罪	جَرِيمَة	犯罪	N;NOM;DEF;PL	N
الساعات	小時	سَاعَة	小時	N;NOM;DEF;PL	N
الساعات	鐘錶	سَاعَة	鐘錶	N;NOM;DEF;PL	N
الساعات	時鐘	سَاعَة	時鐘	N;NOM;DEF;PL	N
