rodzeństwa	兄妹	rodzeństwo	兄妹	N;NOM;NEUT;SG	N
emocje	興奮	emocja	興奮	N;NOM;FEM;PL	N
emocje	情感	emocja	情感	N;NOM;FEM;PL	N
emocje	感情	emocja	感情	N;NOM;FEM;PL	N
emocje	情緒	emocja	情緒	N;NOM;FEM;PL	N
mobilizacji	動員	mobilizacja	動員	N;GEN;FEM;SG	N
mobilizacji	動員	mobilizacja	動員	N;GEN;FEM;SG	N
kuzyn	表姐	kuzyn	表姐	N;NOM;MASC;SG	N
kuzyn	表妹	kuzyn	表妹	N;NOM;MASC;SG	N
kuzyn	表弟	kuzyn	表弟	N;NOM;MASC;SG	N
kuzyn	表哥	kuzyn	表哥	N;NOM;MASC;SG	N
odbicia	籃板	odbić	籃板	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N
odbicia	思考	odbić	思考	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N
odbicia	思考	odbić	思考	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N
skuteczne	高	skuteczny	高	ADJ;NOM;NEUT;SG	ADJ
skóra	皮革	skóra	皮革	N;NOM;FEM;SG	N
skóra	皮	skóra	皮	N;NOM;FEM;SG	N
skóra	肌膚	skóra	肌膚	N;NOM;FEM;SG	N
kielich	盃	kielich	盃	N;NOM;MASC;SG	N
kielich	杯	kielich	杯	N;NOM;MASC;SG	N
kielich	杯子	kielich	杯子	N;NOM;MASC;SG	N
kupić	購買	kupić	購買	V;PFV;NFIN;ACT	V
kupić	買	kupić	買	V;PFV;NFIN;ACT	V
clay	黏土	clay	黏土		
clay	粘土	clay	粘土		
jardów	碼	jard	碼	N;GEN;MASC;PL	N
ścieżkę	路徑	ścieżka	路徑	N;ACC;FEM;SG	N
eksperymenty	試驗	eksperyment	試驗	N;NOM;MASC;PL	N
eksperymenty	實驗	eksperyment	實驗	N;NOM;MASC;PL	N
wydajności	績效	wydajność	績效	N;GEN;FEM;SG	N
wydajności	業績	wydajność	業績	N;GEN;FEM;SG	N
stroje	服裝	strać	服裝	N;NOM;FEM;PL	N
stroje	戲服	strać	戲服	N;NOM;FEM;PL	N
terminologii	術語	terminologia	術語	N;GEN;FEM;SG	N
