para	for	para	for	ADP	ADP
especializada	specialiseret	especializar	specialisere	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
especializada	specialiseret	especializar	specialisere	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
estrangeiro	rumvæsen	estrangeiro	rumvæse	N;MASC;SG	N;INDF;NEUT;SG
estrangeiro	udlænding	estrangeiro	udlænding	N;MASC;SG	N;INDF;MASC+FEM;SG
condados	amter	condar	amt	N;MASC;PL	N;INDF;NEUT;PL
condados	amterne	condar	amt	N;MASC;PL	N;DEF;NEUT;PL
type	type	type	type	N;MASC;SG	N;INDF;MASC+FEM;SG
concílio	rådets	concílio	råd	N;MASC;SG	N;GEN;DEF;NEUT;SG
concílio	rådet	concílio	råd	N;MASC;SG	N;DEF;NEUT;SG
abuso	mishandling	abuso	mishandling	N;MASC;SG	N;INDF;MASC+FEM;SG
abuso	misbrug	abuso	misbrug	N;MASC;SG	N;INDF;NEUT;SG
abuso	overgreb	abuso	overgreb	N;MASC;SG	N;INDF;NEUT;SG
supostamente	angiveligt	supostamente	angiveligt	ADV	ADV
supostamente	antageligt	supostamente	antagelig	ADV	ADV
supostamente	angiveligt	supostamente	angiveligt	ADV	ADV
constantino	konstantin	constantino	konstantin	N;MASC;SG	N;INDF;MASC+FEM;SG
constantino	konstantin	constantino	konstantin	N;MASC;SG	N;INDF;MASC+FEM;SG
constantino	constantine	constantino	constantin	N;MASC;SG	N;INDF;MASC+FEM;SG
magazine	bladet	magazine	blad	N;MASC;SG	N;DEF;NEUT;SG
magazine	tidsskrift	magazine	tidsskrift	N;MASC;SG	N;INDF;NEUT;SG
magazine	blad	magazine	blad	N;MASC;SG	N;INDF;NEUT;SG
magazine	magasin	magazine	magasin	N;MASC;SG	N;INDF;NEUT;SG
moraes	moraes	morae	morae	N;MASC;SG	N;INDF;MASC+FEM;SG
marketing	marketing	marketing	marketing	N;MASC;SG	N;INDF;MASC+FEM;SG
marketing	markedsføring	marketing	markedsføring	N;MASC;SG	N;INDF;MASC+FEM;SG
marketing	afsætning	marketing	afsætning	N;MASC;SG	N;INDF;MASC+FEM;SG
ativa	aktivt	ativo	aktiv	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
ativa	aktiv	ativo	aktiv	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
ouvir	hører	ouvir	høre	V;NFIN	V;IND;PRS;FIN;ACT
ouvir	hørt	ouvir	høre	V;NFIN	V;INDF;SG;PST;V.PTCP
ouvir	høre	ouvir	høre	V;NFIN	V;NFIN;ACT
ouvir	lytter	ouvir	lytte	V;NFIN	V;IND;PRS;FIN;ACT
ouvir	lytte	ouvir	lytte	V;NFIN	V;NFIN;ACT
perigo	fare	perigo	fare	N;MASC;SG	N;INDF;MASC+FEM;SG
perigo	hazard	perigo	hazard	N;MASC;SG	N;INDF;MASC+FEM;SG
perigo	risiko	perigo	risiko	N;MASC;SG	N;INDF;MASC+FEM;SG
perigo	fare	perigo	fare	N;MASC;SG	N;INDF;MASC+FEM;SG
brilhante	genial	brilhante	genial	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
brilhante	genialt	brilhante	genialt	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
prorrogação	overtid	prorrogação	overtid	N;FEM;SG	N;INDF;NEUT;SG
prorrogação	overarbejde	prorrogação	overarbejde	N;FEM;SG	N;INDF;MASC+FEM;SG
prorrogação	forlængelse	prorrogação	forlængelse	N;FEM;SG	N;INDF;MASC+FEM;SG
prorrogação	udvidelse	prorrogação	udvidelse	N;FEM;SG	N;INDF;MASC+FEM;SG
prorrogação	forlængelse	prorrogação	forlængelse	N;FEM;SG	N;INDF;MASC+FEM;SG
aprovado	godkendt	aprovar	godkende	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
aprovado	vedtaget	aprovar	vedtage	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
aprovado	adopteret	aprovar	adoptere	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
cuidado	omsorg	cuidado	omsorg	N;MASC;SG	N;INDF;MASC+FEM;SG
cuidado	pleje	cuidado	pleje	N;MASC;SG	N;INDF;MASC+FEM;SG
cuidado	pasning	cuidado	pasning	N;MASC;SG	N;INDF;MASC+FEM;SG
cuidado	care	cuidado	care	N;MASC;SG	N;INDF;MASC+FEM;SG
baixista	bassist	baixista	bassist	N;MASC;SG	N;INDF;MASC+FEM;SG
lutador	bokser	lutador	bokse	N;MASC;SG	N;INDF;MASC+FEM;SG
lutador	fighter	lutador	fight	N;MASC;SG	N;INDF;MASC+FEM;SG
paralelo	parallel	paralelo	parallel	N;MASC;SG	N;INDF;MASC+FEM;SG
equipamento	udstyr	equipamento	udstyr	N;MASC;SG	N;INDF;NEUT;SG
visitantes	gæster	visitante	gæst	N;PL	N;INDF;MASC+FEM;PL
prémios	præmier	prémio	præmie	N;MASC;PL	N;INDF;MASC+FEM;PL
prémios	præmierne	prémio	præmie	N;MASC;PL	N;DEF;MASC+FEM;PL
prémios	tildelinger	prémio	tildeling	N;MASC;PL	N;INDF;MASC+FEM;PL
prémios	præmier	prémio	præmie	N;MASC;PL	N;INDF;MASC+FEM;PL
incluído	inkluderet	incluir	inkludere	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
incluído	omfattede	incluir	omfatte	V;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
incluído	medtaget	incluir	medtage	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
cientista	videnskabsmand	cientista	videnskabsmand	N;MASC;SG	N;INDF;MASC+FEM;SG
cientista	forsker	cientista	forsker	N;MASC;SG	N;INDF;MASC+FEM;SG
leia	læse	ler	læse	V;SBJV;SG;3;PRS;FIN	V;NFIN;ACT
acompanhado	ledsaget	acompanhar	ledsag	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
acompanhado	ledsages	acompanhar	ledsage	V;MASC;SG;V.PTCP	V;IND;PRS;NFIN;PASS
saga	saga	saga	saga	N;FEM;SG	N;INDF;MASC+FEM;SG
específicos	specifikke	específico	specifikke	ADJ;MASC;PL	ADJ;PL
estúdios	studierne	estúdio	studium	N;MASC;PL	N;DEF;NEUT;PL
soluções	opløsninger	solução	opløsning	N;FEM;PL	N;INDF;MASC+FEM;PL
soluções	løsninger	solução	løsning	N;FEM;PL	N;INDF;MASC+FEM;PL
vapor	damp	vapor	damp	N;MASC;SG	N;INDF;MASC+FEM;SG
cover	dækning	cover	dækning	N;MASC;SG	N;INDF;MASC+FEM;SG
cover	omslag	cover	omslag	N;MASC;SG	N;INDF;NEUT;SG
cover	cover	cover	cove	N;MASC;SG	N;INDF;MASC+FEM;SG
album	album	album	album	N;MASC;SG	N;INDF;NEUT;SG
album	plade	album	plade	N;MASC;SG	N;INDF;MASC+FEM;SG
album	albummet	album	album	N;MASC;SG	N;DEF;NEUT;SG
pagamento	indbetaling	pagamento	indbetaling	N;MASC;SG	N;INDF;MASC+FEM;SG
pagamento	betaling	pagamento	betaling	N;MASC;SG	N;INDF;MASC+FEM;SG
pagamento	udbetaling	pagamento	udbetaling	N;MASC;SG	N;INDF;MASC+FEM;SG
pagamento	betalingen	pagamento	betaling	N;MASC;SG	N;DEF;MASC+FEM;SG
necessários	nødvendige	necessário	nødvendig	ADJ;MASC;PL	ADJ;PL
acusado	tiltalt	acusar	tiltale	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
acusado	tiltalt	acusar	tiltale	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
acusado	beskyldt	acusar	beskylde	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
acusado	anklaget	acusar	anklage	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
acusado	sagsøgt	acusar	sagsøgt	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
virtude	dyd	virtude	dyd	N;FEM;SG	N;INDF;MASC+FEM;SG
cabelo	hair	cabelo	hair	N;MASC;SG	N;INDF;MASC+FEM;SG
cabelo	hår	cabelo	hår	N;MASC;SG	N;INDF;NEUT;SG
cabelo	håret	cabelo	hår	N;MASC;SG	N;DEF;NEUT;SG
tecnologias	teknologier	tecnologia	teknologi	N;FEM;PL	N;INDF;MASC+FEM;PL
companheiros	ledsagere	companheiro	ledsag	N;MASC;PL	N;INDF;MASC+FEM;PL
companheiros	kammerater	companheiro	kammerat	N;MASC;PL	N;INDF;MASC+FEM;PL
encerramento	afslutning	encerramento	afslutning	N;MASC;SG	N;INDF;MASC+FEM;SG
encerramento	lukning	encerramento	lukning	N;MASC;SG	N;INDF;MASC+FEM;SG
encerramento	lukning	encerramento	lukning	N;MASC;SG	N;INDF;MASC+FEM;SG
encerramento	nedlukning	encerramento	nedlukning	N;MASC;SG	N;INDF;MASC+FEM;SG
brazil	brasilien	brazil	brasilie	N;MASC;SG	N;DEF;MASC+FEM;SG
brazil	brasiliens	brazil	brasilie	N;MASC;SG	N;GEN;DEF;MASC+FEM;SG
brazil	bangladesh	brazil	bangladesh	N;MASC;SG	N;INDF;NEUT;SG
vieram	kom	vir	komme	V;IND;PL;3;FIN	V;IND;PST;FIN;ACT
maestro	maestro	maestro	maestro	N;MASC;SG	N;INDF;MASC+FEM;SG
maestro	dirigent	maestro	dirigent	N;MASC;SG	N;INDF;MASC+FEM;SG
conter	indeholder	conter	indeholde	V;NFIN	V;IND;PRS;FIN;ACT
conter	indeholde	conter	indeholde	V;NFIN	V;NFIN;ACT
ruínas	ruiner	ruína	ruin	N;FEM;PL	N;INDF;MASC+FEM;PL
ruínas	ruinerne	ruína	ruin	N;FEM;PL	N;DEF;MASC+FEM;PL
vencedora	vinderen	vencedor	vinder	N;FEM;SG	N;DEF;MASC+FEM;SG
iniciada	begyndt	iniciar	begynde	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
iniciada	påbegyndt	iniciar	påbegynde	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
iniciada	igangsat	iniciar	igangsætte	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
iniciada	påbegyndt	iniciar	påbegynde	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
iniciada	indledt	iniciar	indlede	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
marechal	marshalls	marechal	marshall	N;MASC;SG	N;GEN;INDF;MASC+FEM;SG
marechal	sherif	marechal	sherif	N;MASC;SG	N;INDF;MASC+FEM;SG
aloe	aloe	aloe	aloe	N;MASC;SG	N;INDF;MASC+FEM;SG
instalado	installeret	instalar	installere	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
instalado	monteret	instalar	monter	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
territorial	territorialt	territorial	territorialt	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
coro	kor	coro	kor	N;MASC;SG	N;INDF;NEUT;SG
coro	kor	coro	kor	N;MASC;SG	N;INDF;NEUT;SG
parceiro	kompagnon	parceiro	kompagnon	N;MASC;SG	N;INDF;MASC+FEM;SG
parceiro	partner	parceiro	partner	N;MASC;SG	N;INDF;MASC+FEM;SG
parceiro	samarbejdspartner	parceiro	samarbejdspartner	N;MASC;SG	N;INDF;MASC+FEM;SG
parceiro	makker	parceiro	makke	N;MASC;SG	N;INDF;MASC+FEM;SG
primária	primær	primária	primær	N;FEM;SG	N;INDF;NEUT;SG
imperatriz	kejserinden	imperatriz	kejserinde	N;FEM;SG	N;DEF;MASC+FEM;SG
imperatriz	kejserinde	imperatriz	kejserinde	N;FEM;SG	N;INDF;MASC+FEM;SG
grammy	grammy	grammy	grammy	N;MASC;SG	N;INDF;MASC+FEM;SG
neve	snefald	neve	snefald	N;FEM;SG	N;INDF;NEUT;SG
neve	sne	neve	sne	N;FEM;SG	N;INDF;MASC+FEM;SG
esplanada	terrasse	esplanada	terrasse	N;FEM;SG	N;INDF;MASC+FEM;SG
esplanada	terrassen	esplanada	terrasse	N;FEM;SG	N;DEF;MASC+FEM;SG
esplanada	esplanaden	esplanada	esplanad	N;FEM;SG	N;DEF;MASC+FEM;SG
mortes	dødsfald	morte	dødsfald	N;FEM;PL	N;INDF;NEUT;PL
publicidade	reklame	publicidade	reklame	N;FEM;SG	N;INDF;MASC+FEM;SG
publicidade	annoncering	publicidade	annoncering	N;FEM;SG	N;INDF;MASC+FEM;SG
publicidade	reklame	publicidade	reklame	N;FEM;SG	N;INDF;MASC+FEM;SG
publicidade	annoncering	publicidade	annoncering	N;FEM;SG	N;INDF;MASC+FEM;SG
coletânea	samling	coletânea	samling	N;FEM;SG	N;INDF;MASC+FEM;SG
platina	platin	platina	platin	N;FEM;SG	N;INDF;NEUT;SG
retrato	portræt	retrato	portræt	N;MASC;SG	N;INDF;NEUT;SG
olhar	blik	olhar	blik	N;MASC;SG	N;INDF;NEUT;SG
indicar	angive	indicar	angive	V;NFIN	V;NFIN;ACT
indicar	anfør	indicar	anfør	V;NFIN	V;IMP
dispositivo	anordning	dispositivo	anordning	N;MASC;SG	N;INDF;MASC+FEM;SG
dispositivo	apparat	dispositivo	apparat	N;MASC;SG	N;INDF;NEUT;SG
dispositivo	enhed	dispositivo	enhed	N;MASC;SG	N;INDF;MASC+FEM;SG
fruto	frugt	fruto	frugt	N;MASC;SG	N;INDF;MASC+FEM;SG
presidentes	formænd	presidente	formænd	N;MASC;PL	N;INDF;MASC+FEM;PL
presidentes	præsidenter	presidente	præsident	N;MASC;PL	N;INDF;MASC+FEM;PL
acontecer	ske	acontecer	ske	V;NFIN	V;NFIN;ACT
iniciar	starter	iniciar	starte	V;NFIN	V;IND;PRS;FIN;ACT
iniciar	begynd	iniciar	begynd	V;NFIN	V;IMP
iniciar	indlede	iniciar	indle	V;NFIN	V;NFIN;ACT
player	spilleren	player	spiller	N;MASC;SG	N;DEF;MASC+FEM;SG
player	afspiller	player	afspille	N;MASC;SG	N;INDF;MASC+FEM;SG
basílica	klosterkirken	basílico	klosterkirk	N;FEM;SG	N;DEF;MASC+FEM;SG
coloque	sætte	coloque	sætte	V;SBJV;SG;3;PRS;FIN	V;NFIN;ACT
específica	specifik	específico	specifik	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
companheiro	kammerat	companheiro	kammerat	N;MASC;SG	N;INDF;MASC+FEM;SG
companheiro	makker	companheiro	makke	N;MASC;SG	N;INDF;MASC+FEM;SG
companheiro	mage	companheiro	mage	N;MASC;SG	N;INDF;MASC+FEM;SG
companheiro	følgeskab	companheiro	følgeskab	N;MASC;SG	N;INDF;NEUT;SG
companheiro	følgesvend	companheiro	følgesvend	N;MASC;SG	N;INDF;MASC+FEM;SG
incêndio	fyr	incêndio	fyr	N;MASC;SG	N;INDF;MASC+FEM;SG
incêndio	brand	incêndio	brand	N;MASC;SG	N;INDF;MASC+FEM;SG
incêndio	ild	incêndio	ild	N;MASC;SG	N;INDF;MASC+FEM;SG
cidadão	borgeren	cidadão	borger	N;MASC;SG	N;DEF;MASC+FEM;SG
cidadão	borger	cidadão	borger	N;MASC;SG	N;INDF;MASC+FEM;SG
vendidos	solgte	vender	sælge	V;MASC;PL;V.PTCP	V;PST;FIN;ACT
vendidos	sælges	vender	sælge	V;MASC;PL;V.PTCP	V;IND;PRS;FIN;PASS
perde	mister	perder	miste	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
perde	taber	perder	tabe	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
perde	mister	perder	miste	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
perde	tabe	perder	tabe	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
marcar	mærke	marcar	mærke	V;NFIN	V;NFIN;ACT
marcar	markér	marcar	mark	V;NFIN	V;IND;PRS;FIN;ACT
marcar	mærke	marcar	mærke	V;NFIN	V;NFIN;ACT
marcar	tag	marcar	tage	V;NFIN	V;IMP
marcar	mærk	marcar	mærk	V;NFIN	V;IMP
marcar	tagge	marcar	tagge	V;NFIN	V;NFIN;ACT
caro	dyrt	caro	dyr	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
destacou	fremhævede	destacar	fremhæve	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
destacou	fremhævet	destacar	fremhæve	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
raios	stråler	raio	stråle	N;MASC;PL	N;INDF;MASC+FEM;PL
reality	virkeligheden	reality	virkelighed	N;MASC;SG	N;DEF;MASC+FEM;SG
reality	realitet	reality	realitet	N;MASC;SG	N;INDF;MASC+FEM;SG
reality	reality	reality	reality	N;MASC;SG	N;INDF;MASC+FEM;SG
reality	virkelighed	reality	virkelighed	N;MASC;SG	N;INDF;MASC+FEM;SG
percurso	route	percurso	route	N;MASC;SG	N;INDF;MASC+FEM;SG
percurso	ruten	percurso	ruten	N;MASC;SG	N;DEF;MASC+FEM;SG
percurso	rute	percurso	rute	N;MASC;SG	N;INDF;MASC+FEM;SG
altar	alteret	altar	alteret	N;MASC;SG	N;DEF;NEUT;SG
altar	alter	altar	alter	N;MASC;SG	N;INDF;NEUT;SG
visível	synlig	visível	synlig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
visível	synligt	visível	synligt	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
tradicionalmente	traditionelt	tradicionalmente	traditionelt	ADV	ADV
religiões	religioner	religião	religion	N;FEM;PL	N;INDF;MASC+FEM;PL
legislatura	valgperiode	legislatura	valgperiode	N;FEM;SG	N;INDF;MASC+FEM;SG
mencionado	nævnt	mencionar	nævnt	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
mencionado	omtalt	mencionar	omtale	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
mencionado	nævnte	mencionar	nævne	V;MASC;SG;V.PTCP	V;DEF;SG;PST;V.PTCP
bispos	biskopper	bispo	biskop	N;MASC;PL	N;INDF;MASC+FEM;PL
falha	skyld	falha	skyld	N;FEM;SG	N;INDF;MASC+FEM;SG
falha	brist	falha	brist	N;FEM;SG	N;INDF;MASC+FEM;SG
falha	svigt	falha	svig	N;FEM;SG	N;INDF;NEUT;SG
falha	fiasko	falha	fiasko	N;FEM;SG	N;INDF;MASC+FEM;SG
gráfico	diagram	gráfico	diagram	N;MASC;SG	N;INDF;NEUT;SG
gráfico	figur	gráfico	figur	N;MASC;SG	N;INDF;MASC+FEM;SG
gráfico	graf	gráfico	graf	N;MASC;SG	N;INDF;MASC+FEM;SG
gráfico	grafik	gráfico	grafik	N;MASC;SG	N;INDF;MASC+FEM;SG
gráfico	diagram	gráfico	diagram	N;MASC;SG	N;INDF;NEUT;SG
gráfico	figur	gráfico	figur	N;MASC;SG	N;INDF;MASC+FEM;SG
iniciado	startet	iniciar	starte	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
iniciado	påbegyndt	iniciar	påbegynde	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
iniciado	begyndte	iniciar	begynde	V;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
iniciado	begyndt	iniciar	begynde	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
iniciado	startede	iniciar	starte	V;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
iniciado	begyndt	iniciar	begynde	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
iniciado	påbegyndt	iniciar	påbegynde	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
iniciado	igangsat	iniciar	igangsætte	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
iniciado	påbegyndt	iniciar	påbegynde	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
iniciado	indledt	iniciar	indlede	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
master	mester	master	mester	N;MASC;SG	N;INDF;MASC+FEM;SG
master	herre	master	herre	N;MASC;SG	N;INDF;MASC+FEM;SG
paraíso	himmel	paraíso	himmel	N;MASC;SG	N;INDF;MASC+FEM;SG
paraíso	himlen	paraíso	himmel	N;MASC;SG	N;DEF;MASC+FEM;SG
paraíso	himmelen	paraíso	himmel	N;MASC;SG	N;DEF;MASC+FEM;SG
paraíso	paradiset	paraíso	paradis	N;MASC;SG	N;DEF;NEUT;SG
paraíso	paradis	paraíso	paradis	N;MASC;SG	N;INDF;NEUT;SG
paraíso	paradise	paraíso	paradis	N;MASC;SG	N;INDF;MASC+FEM;SG
responder	reagere	responder	reagere	V;NFIN	V;NFIN;ACT
responder	svare	responder	svare	V;NFIN	V;NFIN;ACT
reduzir	reducerende	reduzir	reducerende	V;NFIN	V;PRS;V.PTCP
reduzir	reducerer	reduzir	reducere	V;NFIN	V;IND;PRS;FIN;ACT
reduzir	reducere	reduzir	reducere	V;NFIN	V;NFIN;ACT
colonização	kolonisering	colonização	kolonisering	N;FEM;SG	N;INDF;MASC+FEM;SG
colonização	kolonisering	colonização	kolonisering	N;FEM;SG	N;INDF;MASC+FEM;SG
muçulmanos	muslimerne	muçulmano	muslim	N;MASC;PL	N;DEF;MASC+FEM;PL
muçulmanos	muslimer	muçulmano	muslim	N;MASC;PL	N;INDF;MASC+FEM;PL
muçulmanos	muslimer	muçulmano	muslim	N;MASC;PL	N;INDF;MASC+FEM;PL
cirurgia	operation	cirurgia	operation	N;FEM;SG	N;INDF;MASC+FEM;SG
cirurgia	kirurgi	cirurgia	kirurgi	N;FEM;SG	N;INDF;MASC+FEM;SG
proporção	nøgletal	proporção	nøgletal	N;FEM;SG	N;INDF;MASC+FEM;SG
proporção	forhold	proporção	forhold	N;FEM;SG	N;INDF;NEUT;SG
proporção	andel	proporção	andel	N;FEM;SG	N;INDF;MASC+FEM;SG
hamilton	hamilton	hamilton	hamilton	N;MASC;SG	N;INDF;MASC+FEM;SG
exame	eksamen	exame	eksamen	N;MASC;SG	N;INDF;MASC+FEM;SG
exame	undersøgelse	exame	undersøgelse	N;MASC;SG	N;INDF;MASC+FEM;SG
exame	eksamen	exame	eksamen	N;MASC;SG	N;INDF;MASC+FEM;SG
exame	eksamens	exame	eksamens	N;MASC;SG	N;INDF;MASC+FEM;SG
heavy	heavy	heavy	heavy	N;MASC;SG	N;INDF;NEUT;SG
personalidades	personligheder	personalidade	personlighed	N;FEM;PL	N;INDF;MASC+FEM;PL
fantasia	fantasi	fantasia	fantasi	N;FEM;SG	N;INDF;MASC+FEM;SG
fantasia	kostumet	fantasia	kostum	N;FEM;SG	N;DEF;NEUT;SG
fantasia	dragt	fantasia	drinke	N;FEM;SG	N;INDF;MASC+FEM;SG
fantasia	udklædning	fantasia	udklædning	N;FEM;SG	N;INDF;MASC+FEM;SG
fantasia	kostume	fantasia	kostum	N;FEM;SG	N;INDF;NEUT;SG
preparação	klargøring	preparação	klargøring	N;FEM;SG	N;INDF;MASC+FEM;SG
preparação	udarbejdelse	preparação	udarbejdelse	N;FEM;SG	N;INDF;MASC+FEM;SG
preparação	forberedelse	preparação	forberedelse	N;FEM;SG	N;INDF;MASC+FEM;SG
preparação	tilberedning	preparação	tilberedning	N;FEM;SG	N;INDF;MASC+FEM;SG
ensaios	tests	ensaio	tests	N;MASC;PL	N;INDF;MASC+FEM;PL
ensaios	afprøvninger	ensaio	afprøvning	N;MASC;PL	N;INDF;MASC+FEM;PL
ensaios	retssager	ensaio	retssag	N;MASC;PL	N;INDF;MASC+FEM;PL
ensaios	prøverne	ensaio	prøve	N;MASC;PL	N;DEF;MASC+FEM;PL
ensaios	stile	ensaio	stile	N;MASC;PL	N;INDF;MASC+FEM;PL
modos	tilstande	modo	tilstand	N;MASC;PL	N;INDF;MASC+FEM;PL
modos	manerer	modo	manere	N;MASC;PL	N;INDF;MASC+FEM;PL
fabricante	fabrikanten	fabricante	fabrikant	N;MASC;SG	N;DEF;MASC+FEM;SG
fabricante	producent	fabricante	producent	N;MASC;SG	N;INDF;MASC+FEM;SG
fabricante	fabrikant	fabricante	fabrikant	N;MASC;SG	N;INDF;MASC+FEM;SG
exemplares	kopier	exemplar	kopie	N;MASC;PL	N;INDF;MASC+FEM;PL
exemplares	eksemplarer	exemplar	eksemplar	N;MASC;PL	N;INDF;NEUT;PL
turma	klasse	turma	klasse	N;FEM;SG	N;INDF;MASC+FEM;SG
turma	klassen	turma	klasse	N;FEM;SG	N;DEF;MASC+FEM;SG
post	indlæg	post	indlæg	N;MASC;SG	N;INDF;NEUT;SG
post	opslag	post	opslag	N;MASC;SG	N;INDF;NEUT;SG
post	post	post	post	N;MASC;SG	N;INDF;MASC+FEM;SG
juntar	deltag	juntar	deltage	V;NFIN	V;IMP
aplicada	anvendt	aplicar	anvende	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
aplicada	ansøgt	aplicar	ansøge	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
aplicada	ansøgte	aplicar	ansøge	V;FEM;SG;V.PTCP	V;IND;PST;FIN;ACT
index	indeks	index	indeks	N;MASC;SG	N;INDF;NEUT;SG
seções	strækninger	seção	strækning	N;FEM;PL	N;INDF;MASC+FEM;PL
seções	sektioner	seção	sektion	N;FEM;PL	N;INDF;MASC+FEM;PL
avanço	gennembrud	avanço	gennembrud	N;MASC;SG	N;INDF;NEUT;SG
avanço	forhånd	avanço	forhånd	N;MASC;SG	N;INDF;MASC+FEM;SG
avanço	forskud	avanço	forskud	N;MASC;SG	N;INDF;NEUT;SG
avanço	forudbetaling	avanço	forudbetaling	N;MASC;SG	N;INDF;MASC+FEM;SG
soldado	soldaten	soldado	soldat	N;MASC;SG	N;DEF;MASC+FEM;SG
soldado	soldat	soldado	soldat	N;MASC;SG	N;INDF;MASC+FEM;SG
abordagem	indflyvning	abordagem	indflyvning	N;FEM;SG	N;INDF;MASC+FEM;SG
abordagem	fremgangsmåde	abordagem	fremgangsmåde	N;FEM;SG	N;INDF;MASC+FEM;SG
abordagem	tilgang	abordagem	tilgang	N;FEM;SG	N;INDF;MASC+FEM;SG
abordagem	tilgangen	abordagem	tilgang	N;FEM;SG	N;DEF;MASC+FEM;SG
hit	hit	hit	hit	N;MASC;SG	N;INDF;NEUT;SG
básico	grundlæggende	básico	grundlæggende	ADJ;MASC;SG	ADJ
básico	grundlæggende	básico	grundlæggende	ADJ;MASC;SG	ADJ
terminando	afsluttende	terminar	afslutte	V;V.MSDR	V;PRS;V.PTCP
terminando	færdiggør	terminar	færdiggøre	V;V.MSDR	V;IND;PRS;FIN;ACT
terminando	slutter	terminar	slutte	V;V.MSDR	V;IND;PRS;FIN;ACT
bell	klokke	bell	klokke	N;MASC;SG	N;INDF;MASC+FEM;SG
transferido	downloadet	transferir	download	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
transferido	hentet	transferir	hente	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
transferido	hentes	transferir	hente	V;MASC;SG;V.PTCP	V;IND;PRS;NFIN;PASS
transferido	overførte	transferir	overføre	V;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
transferido	overført	transferir	overføre	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
transferido	forflyttet	transferir	forflytte	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
wagner	wagner	wagner	wagner	N;MASC;SG	N;INDF;MASC+FEM;SG
planalto	plateau	planalto	plateau	N;MASC;SG	N;INDF;NEUT;SG
tripulação	besætningen	tripulação	besætning	N;FEM;SG	N;DEF;MASC+FEM;SG
tripulação	mandskab	tripulação	mandskab	N;FEM;SG	N;INDF;NEUT;SG
