hostince	herbergen	hostinec	herbergen	N;INAN;NOM;MASC;PL;POS	N;PL
dodává	bezorgt	dodávat	bezorgen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;SG;PRS;FIN
váhy	gewichten	váha	gewicht	N;NOM;FEM;PL;POS	N;PL
váhy	weegschalen	váha	weegschaal	N;NOM;FEM;PL;POS	N;PL
váhy	schubben	váha	schubben	N;NOM;FEM;PL;POS	N;PL
váhy	schalen	váha	schaal	N;NOM;FEM;PL;POS	N;PL
závislá	afhankelijke	závislý	afhankelijk	ADJ;NOM;FEM;SG;POS	ADJ
závislá	afhankelijk	závislý	afhankelijk	ADJ;NOM;FEM;SG;POS	ADJ
bibliografie	bibliografie	bibliografie	bibliografie	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
hnědá	bruine	hnědý	bruin	ADJ;NOM;FEM;SG;POS	ADJ
hnědá	bruin	hnědý	bruin	ADJ;NOM;FEM;SG;POS	ADJ
potter	potter	potter	potter	N;ANIM;NOM;MASC;SG;POS	N;MASC+FEM;SG
vlajku	vlag	vlajka	vlag	N;ACC;FEM;SG;POS	N;MASC+FEM;SG
těsné	krap	těsný	krap	ADJ;NOM;NEUT;SG;POS	ADJ
těsné	strakke	těsný	strak	ADJ;NOM;NEUT;SG;POS	ADJ
těsné	strak	těsný	strak	ADJ;NOM;NEUT;SG;POS	ADJ
kibucu	kibboets	kibuce	kibboets	N;INAN;DAT;MASC;SG;POS	N;MASC+FEM;SG
náboje	patronen	náboj	patroon	N;INAN;NOM;MASC;PL;POS	N;PL
náboje	kogels	náboj	kogel	N;INAN;NOM;MASC;PL;POS	N;PL
náboje	schelpen	náboj	schelp	N;INAN;NOM;MASC;PL;POS	N;PL
náboje	hulzen	náboj	hulzen	N;INAN;NOM;MASC;PL;POS	N;PL
sportovec	sporter	sportovec	sporter	N;ANIM;NOM;MASC;SG;POS	N;MASC+FEM;SG
sportovec	atlete	sportovec	atlete	N;ANIM;NOM;MASC;SG;POS	N;MASC+FEM;SG
sportovec	atleet	sportovec	atleet	N;ANIM;NOM;MASC;SG;POS	N;MASC+FEM;SG
sportovec	sportman	sportovec	sportman	N;ANIM;NOM;MASC;SG;POS	N;NEUT;SG
vykonává	vervult	vykonávat	vervullen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;SG;PRS;FIN
vykonává	presteert	vykonávat	presteren	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;SG;PRS;FIN
fyzika	natuurkunde	fyzika	natuurkunde	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
fyzika	fysica	fyzika	fysica	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
krk	krk	krk	krk	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
krk	hals	krk	hals	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
krk	nek	krk	nek	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
rameno	schouder	rameno	schouder	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
automatické	automatisch	automatický	automatisch	ADJ;NOM;NEUT;SG;POS	ADJ
automatické	automatische	automatický	automatisch	ADJ;NOM;NEUT;SG;POS	ADJ
automatické	automatisch	automatický	automatisch	ADJ;NOM;NEUT;SG;POS	ADJ
živá	levendig	živý	levendig	ADJ;NOM;FEM;SG;POS	ADJ
živá	levendige	živý	levendig	ADJ;NOM;FEM;SG;POS	ADJ
spektrum	spectrum	spektrum	spectrum	N;NOM;NEUT;SG;POS	N;NEUT;SG
integrace	integratie	integrace	integratie	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
mediawiki	mediawiki	mediawiki	mediawiki	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
kardinála	kardinaal	kardinál	kardinaal	N;ANIM;ACC;MASC;SG;POS	N;MASC+FEM;SG
vyzval	aangevochten	vyzvat	aanvechten	V;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
vyzval	uitgedaagd	vyzvat	uitdagen	V;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
faktorů	factoren	faktor	factor	N;INAN;GEN;MASC;PL;POS	N;PL
disciplíny	disciplines	disciplína	discipline	N;NOM;FEM;PL;POS	N;PL
robinson	robinson	robinson	robinson	N;ANIM;NOM;MASC;SG;POS	N;MASC+FEM;SG
duo	duo	duo	duo	N;NOM;NEUT;SG;POS	N;NEUT;SG
sousedních	naburige	sousední	naburig	ADJ;GEN;MASC;PL;POS	ADJ
podlehla	bezweken	podlehnout	bezweken	V;PFV;POS;PST;V.PTCP;ACT	V;V.PTCP
lékařská	medische	lékařský	medisch	ADJ;NOM;FEM;SG;POS	ADJ
lékařská	medisch	lékařský	medisch	ADJ;NOM;FEM;SG;POS	ADJ
vražda	doodslag	vražda	doodslag	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
vražda	moord	vražda	moord	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
vražda	moord	vražda	moord	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
příjmy	inkomsten	příjem	inkomsten	N;INAN;NOM;MASC;PL;POS	N;PL
příjmy	ontvangsten	příjem	ontvangst	N;INAN;NOM;MASC;PL;POS	N;PL
příjmy	inkomsten	příjem	inkomsten	N;INAN;NOM;MASC;PL;POS	N;PL
příjmy	opbrengsten	příjem	opbrengst	N;INAN;NOM;MASC;PL;POS	N;PL
příjmy	inkomsten	příjem	inkomsten	N;INAN;NOM;MASC;PL;POS	N;PL
příjmy	ontvangsten	příjem	ontvangst	N;INAN;NOM;MASC;PL;POS	N;PL
hnízdo	nest	hnízdo	nest	N;NOM;NEUT;SG;POS	N;NEUT;SG
hnízdo	nestje	hnízdo	nest	N;NOM;NEUT;SG;POS	N;NEUT;SG
rozlišuje	onderscheidt	rozlišovat	onderscheiden	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;SG;PRS;FIN
knihovnu	bibliotheek	knihovna	bibliotheek	N;ACC;FEM;SG;POS	N;MASC+FEM;SG
rozvod	scheiding	rozvod	scheiding	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
rozvod	echtscheiding	rozvod	echtscheiding	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
poskytování	voorziening	poskytování	voorziening	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
poskytování	bepaling	poskytování	bepaling	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
spotřeba	verbruik	spotřeba	verbruik	N;NOM;FEM;SG;POS	N;NEUT;SG
spotřeba	consumptie	spotřeba	consumptie	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
herců	acteurs	herec	acteur	N;ANIM;GEN;MASC;PL;POS	N;PL
herců	actoren	herec	actor	N;ANIM;GEN;MASC;PL;POS	N;PL
sofie	sofia	sofie	sofia	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
sofie	sophia	sofie	sophia	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
sofie	sofie	sofie	sofie	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
ponechání	behoud	ponechání	behoud	N;NOM;NEUT;SG;POS	N;NEUT;SG
bohatý	rijk	bohatý	rijk	ADJ;INAN;NOM;MASC;SG;POS	ADJ
bohatý	rijke	bohatý	rijk	ADJ;INAN;NOM;MASC;SG;POS	ADJ
výchova	opvoeding	výchova	opvoeding	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
výchova	opvoeding	výchova	opvoeding	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
konflikty	conflicten	konflikt	conflict	N;INAN;NOM;MASC;PL;POS	N;PL
konflikty	conflicten	konflikt	conflict	N;INAN;NOM;MASC;PL;POS	N;PL
creek	beek	creek	beek	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
creek	kreek	creek	krijken	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
saturn	saturn	saturn	saturn	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
saturn	saturnus	saturn	saturnus	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
malba	schilderkunst	malba	schilderkunst	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
malba	schilderij	malba	schilderij	N;NOM;FEM;SG;POS	N;NEUT;SG
šedé	grijze	šedý	grijs	ADJ;NOM;NEUT;SG;POS	ADJ
šedé	grijs	šedý	grijs	ADJ;NOM;NEUT;SG;POS	ADJ
šedé	grijze	šedý	grijs	ADJ;NOM;NEUT;SG;POS	ADJ
šedé	grijs	šedý	grijs	ADJ;NOM;NEUT;SG;POS	ADJ
podloží	ondergrond	podloží	ondergrond	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
atmosféru	sfeer	atmosféra	sfeer	N;ACC;FEM;SG;POS	N;MASC+FEM;SG
atmosféru	atmosfeer	atmosféra	atmosfeer	N;ACC;FEM;SG;POS	N;MASC+FEM;SG
atmosféru	dampkring	atmosféra	dampkring	N;ACC;FEM;SG;POS	N;MASC+FEM;SG
byliny	kruiden	býlina	kruid	N;NOM;FEM;PL;POS	N;PL
byliny	kruiden	býlina	kruid	N;NOM;FEM;PL;POS	N;PL
dánské	deens	dánský	deens	ADJ;NOM;NEUT;SG;POS	ADJ
dánské	deense	dánský	deens	ADJ;NOM;NEUT;SG;POS	ADJ
kvartet	kwartet	kvartet	kwartet	N;INAN;NOM;MASC;SG;POS	N;NEUT;SG
pořádání	hosting	pořádání	hosting	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
sériové	seriële	sériový	seriel	ADJ;NOM;NEUT;SG;POS	ADJ
výrazy	uitdrukkingen	výraz	uitdrukking	N;INAN;NOM;MASC;PL;POS	N;PL
výrazy	expressies	výraz	expressie	N;INAN;NOM;MASC;PL;POS	N;PL
výrazy	termen	výraz	term	N;INAN;NOM;MASC;PL;POS	N;PL
výrazy	voorwaarden	výraz	voorwaarde	N;INAN;NOM;MASC;PL;POS	N;PL
popsat	omschrijf	popsat	omschrijf	V;POS;NFIN	V;SG;PRS;FIN
popsat	beschrijf	popsat	beschrijf	V;POS;NFIN	V;SG;PRS;FIN
popsat	beschrijven	popsat	beschrijven	V;POS;NFIN	V;NFIN
těžká	zwaar	těžký	zwaar	ADJ;NOM;FEM;SG;POS	ADJ
těžká	zware	těžký	zwaar	ADJ;NOM;FEM;SG;POS	ADJ
těžká	heftig	těžký	heftig	ADJ;NOM;FEM;SG;POS	ADJ
voličů	kiezers	volič	kiezer	N;ANIM;GEN;MASC;PL;POS	N;PL
voličů	kiezers	volič	kiezer	N;ANIM;GEN;MASC;PL;POS	N;PL
voličů	stemmers	volič	stemmer	N;ANIM;GEN;MASC;PL;POS	N;PL
mostů	bruggen	most	bruggen	N;INAN;GEN;MASC;PL;POS	N;PL
svazky	bundels	svazek	bundels	N;INAN;NOM;MASC;PL;POS	N;PL
svazky	volumes	svazek	volume	N;INAN;NOM;MASC;PL;POS	N;PL
stoupá	stijgend	stoupat	stijgen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;V.PTCP
stoupá	stijgende	stoupat	stijgen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;V.PTCP
stoupá	rijzende	stoupat	rijzen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;V.PTCP
kódování	codering	kódování	codering	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
kódování	codering	kódování	codering	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
výměna	ruil	výměna	ruil	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
výměna	uitwisseling	výměna	uitwisseling	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
výměna	ruil	výměna	ruil	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
výměna	swap	výměna	swap	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
vyjednávání	onderhandeling	vyjednávání	onderhandeling	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
vyjednávání	onderhandeling	vyjednávání	onderhandeling	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
vyjednávání	onderhandeling	vyjednávání	onderhandeling	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
vyjednávání	onderhandeling	vyjednávání	onderhandeling	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
smetana	crème	smetana	crum	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
smetana	room	smetana	room	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
zachovat	bewaren	zachovat	bewaren	V;POS;NFIN	V;NFIN
zachovat	behouden	zachovat	behouden	V;POS;NFIN	V;V.PTCP
zachovat	handhaven	zachovat	handhaven	V;POS;NFIN	V;NFIN
zachovat	houd	zachovat	houden	V;POS;NFIN	V;SG;PRS;FIN
zachovat	houden	zachovat	houden	V;POS;NFIN	V;NFIN
zaměstnance	medewerkers	zaměstnanec	medewerker	N;ANIM;ACC;MASC;PL;POS	N;PL
zaměstnance	werknemers	zaměstnanec	werknemer	N;ANIM;ACC;MASC;PL;POS	N;PL
slovesa	werkwoorden	sloveso	werkwoord	N;NOM;NEUT;PL;POS	N;PL
příroda	natuur	příroda	natuur	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
maďarská	hongaarse	maďarský	hongaars	ADJ;NOM;FEM;SG;POS	ADJ
maďarská	hongaars	maďarský	hongaars	ADJ;NOM;FEM;SG;POS	ADJ
zubů	tanden	zub	tand	N;INAN;GEN;MASC;PL;POS	N;PL
zubů	tandjes	zub	tand	N;INAN;GEN;MASC;PL;POS	N;PL
formulace	formulering	formulace	formulering	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
formulace	formulering	formulace	formulering	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
experimenty	experimenten	experiment	experiment	N;INAN;NOM;MASC;PL;POS	N;PL
experimenty	proefnemingen	experiment	proefneming	N;INAN;NOM;MASC;PL;POS	N;PL
experimenty	experimenten	experiment	experiment	N;INAN;NOM;MASC;PL;POS	N;PL
šířku	breedte	šířka	breedte	N;ACC;FEM;SG;POS	N;MASC+FEM;SG
kultur	cultures	kultura	culture	N;GEN;FEM;PL;POS	N;PL
kultur	culturen	kultura	cultuur	N;GEN;FEM;PL;POS	N;PL
odpovídají	corresponderen	odpovídat	corresponder	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT	V;NFIN
kosmonautů	kosmonauten	kosmonaut	kosmonaut	N;ANIM;GEN;MASC;PL;POS	N;PL
lidský	menselijk	lidský	menselijk	ADJ;INAN;NOM;MASC;SG;POS	ADJ
lidský	menselijke	lidský	menselijk	ADJ;INAN;NOM;MASC;SG;POS	ADJ
svatyně	heiligdom	svatyně	heiligdom	N;NOM;FEM;SG;POS	N;NEUT;SG
svatyně	sanctuary	svatyně	sanctuary	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
svatyně	heiligdom	svatyně	heiligdom	N;NOM;FEM;SG;POS	N;NEUT;SG
svatyně	toevluchtsoord	svatyně	toevluchtsoord	N;NOM;FEM;SG;POS	N;NEUT;SG
svatyně	altaar	svatyně	altaar	N;NOM;FEM;SG;POS	N;NEUT;SG
svatyně	heiligdom	svatyně	heiligdom	N;NOM;FEM;SG;POS	N;NEUT;SG
svatyně	tempel	svatyně	tempel	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
jam	jam	jam	jam	N;NOM;MASC;SG;POS	N;MASC+FEM;SG
magnetické	magnetische	magnetický	magnetisch	ADJ;NOM;MASC;PL;POS	ADJ
magnetické	magnetisch	magnetický	magnetisch	ADJ;NOM;MASC;PL;POS	ADJ
norské	noors	norský	noors	ADJ;NOM;MASC;PL;POS	ADJ
norské	noorse	norský	noors	ADJ;NOM;MASC;PL;POS	ADJ
potlačení	onderdrukking	potlačení	onderdrukking	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
potlačení	repressie	potlačení	repressie	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
potlačení	onderdrukking	potlačení	onderdrukking	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
musica	musica	music	musica	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
subjektivní	subjectieve	subjektivní	subjectief	ADJ;NOM;MASC;SG;POS	ADJ
subjektivní	subjectief	subjektivní	subjectief	ADJ;NOM;MASC;SG;POS	ADJ
omezit	beperken	omezit	beperken	V;PFV;POS;NFIN	V;NFIN
omezit	verminderen	omezit	verminderen	V;PFV;POS;NFIN	V;NFIN
omezit	reduceren	omezit	reduceren	V;PFV;POS;NFIN	V;NFIN
omezit	verkleinen	omezit	verkleinen	V;PFV;POS;NFIN	V;NFIN
omezit	beperken	omezit	beperken	V;PFV;POS;NFIN	V;NFIN
nehody	ongevallen	nehoda	ongeval	N;NOM;FEM;PL;POS	N;PL
nehody	ongelukken	nehoda	ongeluk	N;NOM;FEM;PL;POS	N;PL
úředníků	ambtenaren	úředník	ambtenaar	N;ANIM;GEN;MASC;PL;POS	N;PL
úředníků	functionarissen	úředník	functionaris	N;ANIM;GEN;MASC;PL;POS	N;PL
referendum	referenda	referendum	referenda	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
referendum	referendum	referendum	referendum	N;NOM;NEUT;SG;POS	N;NEUT;SG
referendum	referenda	referendum	referenda	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
přepis	transcriptie	přepis	transcriptie	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
přepis	transcriptie	přepis	transcriptie	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
přepis	transcript	přepis	transcript	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
slabší	zwakkere	slabý	zwak	ADJ;NOM;CMPR;MASC;SG;POS	ADJ;CMPR
slabší	zwakker	slabý	zwakker	ADJ;NOM;CMPR;MASC;SG;POS	ADJ;CMPR
larvy	larven	larva	larven	N;NOM;FEM;PL;POS	N;PL
larvy	maden	larva	maden	N;NOM;FEM;PL;POS	N;PL
reklamy	advertenties	reklama	advertentie	N;NOM;FEM;PL;POS	N;PL
reklamy	advertenties	reklama	advertentie	N;NOM;FEM;PL;POS	N;PL
vyhnout	vermijd	vyhnout	vermijden	V;POS;NFIN	V;SG;PRS;FIN
vyhnout	voorkom	vyhnout	voorkom	V;POS;NFIN	V;SG;PRS;FIN
vyhnout	vermijdt	vyhnout	vermijden	V;POS;NFIN	V;SG;PRS;FIN
vyhnout	vermijden	vyhnout	vermijden	V;POS;NFIN	V;NFIN
vyhnout	vermeden	vyhnout	vermijden	V;POS;NFIN	V;V.PTCP
vyhnout	vermeed	vyhnout	vermeed	V;POS;NFIN	V;SG;PST;FIN
emigroval	emigreerde	emigrovat	emigreren	V;MASC;SG;POS;PST;V.PTCP;ACT	V;SG;PST;FIN
bakterií	bacterie	bakterie	bacterie	N;INS;FEM;SG;POS	N;MASC+FEM;SG
uzel	node	uzel	nood	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
uzel	knooppunt	uzel	knooppunt	N;INAN;NOM;MASC;SG;POS	N;NEUT;SG
uzel	knoop	uzel	knoop	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
hostinec	inn	hostinec	inn	N;INAN;NOM;MASC;SG;POS	N;NEUT;SG
hostinec	herberg	hostinec	herberg	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
léčby	behandeling	léčba	behandeling	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
filharmonie	philharmonic	filharmonie	philharmonic	N;NOM;FEM;SG;POS	N;NEUT;SG
obranné	defensief	obranný	defensief	ADJ;NOM;NEUT;SG;POS	ADJ
obranné	defensieve	obranný	defensief	ADJ;NOM;NEUT;SG;POS	ADJ
bayern	bayern	bayern	bayern	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
uspěl	gelukt	uspět	lukken	V;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
uspěl	geslaagd	uspět	slagen	V;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
návštěva	bezoeker	návštěva	bezoeker	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
návštěva	bezoek	návštěva	bezoek	N;NOM;FEM;SG;POS	N;NEUT;SG
limit	limiet	limit	limiet	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
pevný	stevig	pevný	stevig	ADJ;INAN;NOM;MASC;SG;POS	ADJ
pevný	massief	pevný	massief	ADJ;INAN;NOM;MASC;SG;POS	ADJ
pevný	solide	pevný	solide	ADJ;INAN;NOM;MASC;SG;POS	ADJ
pevný	vaste	pevný	vast	ADJ;INAN;NOM;MASC;SG;POS	ADJ
přítomen	aanwezig	přítomný	aanwezig	ADJ;MASC;SG;POS	ADJ
specifický	specifiek	specifický	specifiek	ADJ;INAN;NOM;MASC;SG;POS	ADJ
specifický	specifieke	specifický	specifiek	ADJ;INAN;NOM;MASC;SG;POS	ADJ
stáhnout	download	stáhnout	download	V;POS;NFIN	V;SG;PRS;FIN
stáhnout	downloaden	stáhnout	download	V;POS;NFIN	V;NFIN
stáhnout	terugtrekken	stáhnout	terugtrekken	V;POS;NFIN	V;NFIN
kolegové	collegae	kolega	collegae	N;ANIM;NOM;MASC;PL;POS	N;PL
hluboká	diep	hluboký	diep	ADJ;NOM;FEM;SG;POS	ADJ
hluboká	diepe	hluboký	diep	ADJ;NOM;FEM;SG;POS	ADJ
očekávání	anticipatie	očekávání	anticipatie	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
očekávání	verwachting	očekávání	verwachting	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
nowrap	nowrap	nowrap	nowrap	N;NOM;MASC;SG;POS	N;MASC+FEM;SG
překonat	overwinnen	překonat	overwinnen	V;PFV;POS;NFIN	V;NFIN
překonat	overwonnen	překonat	overwinnen	V;PFV;POS;NFIN	V;V.PTCP
víra	faith	víra	faith	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
víra	vertrouwen	víra	vertrouwen	N;NOM;FEM;SG;POS	N;NEUT;SG
víra	overtuiging	víra	overtuiging	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
okrsek	district	okrsek	district	N;INAN;NOM;MASC;SG;POS	N;NEUT;SG
spáchal	geëngageerde	spáchat	geëngageren	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;SG;PST;FIN
spáchal	begaan	spáchat	begaan	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
spáchal	vastgelegde	spáchat	vastleggen	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
spáchal	gepleegd	spáchat	plegen	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
marián	marián	marián	marián	N;ANIM;NOM;MASC;SG;POS	N;MASC+FEM;SG
specialista	specialist	specialista	specialist	N;ANIM;NOM;MASC;SG;POS	N;MASC+FEM;SG
strachu	angst	strach	angst	N;INAN;GEN;MASC;SG;POS	N;MASC+FEM;SG
erupce	uitbarsting	erupce	uitbarsting	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
masakr	massamoord	masakr	massamoord	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
masakr	slachting	masakr	slachting	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
masakr	slachtpartij	masakr	slachtpartij	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
masakr	bloedbad	masakr	bloedbad	N;INAN;NOM;MASC;SG;POS	N;NEUT;SG
masakr	slachting	masakr	slachting	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
masakr	slachting	masakr	slachting	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
masakr	bloedbad	masakr	bloedbad	N;INAN;NOM;MASC;SG;POS	N;NEUT;SG
nezávislá	zelfstandig	závislý	zelfstandig	ADJ;NOM;FEM;SG;NEG	ADJ
nezávislá	onafhankelijke	závislý	onafhankelijk	ADJ;NOM;FEM;SG;NEG	ADJ
nezávislá	onafhankelijk	závislý	onafhankelijk	ADJ;NOM;FEM;SG;NEG	ADJ
bezprostřední	onmiddellijk	bezprostřední	onmiddellijk	ADJ;NOM;MASC;SG;POS	ADJ
bezprostřední	onmiddellijke	bezprostřední	onmiddellijk	ADJ;NOM;MASC;SG;POS	ADJ
zasáhl	ingegrepen	zasáhnout	ingrijpen	V;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
kousek	stuk	kousek	stuk	N;INAN;NOM;MASC;SG;POS	N;NEUT;SG
kousek	stukje	kousek	stuk	N;INAN;NOM;MASC;SG;POS	N;NEUT;SG
schéma	diagram	schéma	diagram	N;NOM;NEUT;SG;POS	N;NEUT;SG
schéma	regeling	schéma	regeling	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
schéma	grafiek	schéma	grafiek	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
oblíbený	populaire	oblíbený	populair	ADJ;INAN;NOM;MASC;SG;POS	ADJ
oblíbený	populair	oblíbený	populair	ADJ;INAN;NOM;MASC;SG;POS	ADJ
oblíbený	favoriete	oblíbený	favoriet	ADJ;INAN;NOM;MASC;SG;POS	ADJ
posouzení	evaluatie	posouzení	evaluatie	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
posouzení	beoordeling	posouzení	beoordeling	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
obnova	restauratie	obnova	restauratie	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
obnova	herstel	obnova	herstel	N;NOM;FEM;SG;POS	N;NEUT;SG
obnova	herstel	obnova	herstel	N;NOM;FEM;SG;POS	N;NEUT;SG
obnova	vernieuwing	obnova	vernieuwing	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
obnova	hernieuwing	obnova	hernieuwing	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
obnova	verlenging	obnova	verlenging	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
encyklopedické	encyclopedische	encyklopedický	encyclopedisch	ADJ;NOM;NEUT;SG;POS	ADJ
epidemie	uitbraak	epidemie	uitbraak	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
epidemie	epidemie	epidemie	epidemie	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
mimořádné	buitengewone	mimořádný	buitengewoon	ADJ;NOM;MASC;PL;POS	ADJ
mimořádné	buitengewoon	mimořádný	buitengewoon	ADJ;NOM;MASC;PL;POS	ADJ
mimořádné	uitzonderlijk	mimořádný	uitzonderlijk	ADJ;NOM;MASC;PL;POS	ADJ
mimořádné	uitzonderlijke	mimořádný	uitzonderlijk	ADJ;NOM;MASC;PL;POS	ADJ
mimořádné	buitengewoon	mimořádný	buitengewoon	ADJ;NOM;MASC;PL;POS	ADJ
mimořádné	uitzonderlijk	mimořádný	uitzonderlijk	ADJ;NOM;MASC;PL;POS	ADJ
přežití	survival	přežití	survival	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
přežití	overleving	přežití	overleving	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
řekové	grieken	řekový	griek	N;ANIM;NOM;MASC;PL;POS	N;PL
aktivitu	activiteit	aktivita	activiteit	N;ACC;FEM;SG;POS	N;MASC+FEM;SG
novely	romans	novela	romans	N;NOM;FEM;PL;POS	N;PL
herečky	actrices	herečka	actrice	N;NOM;FEM;PL;POS	N;PL
reprezentativní	representatief	reprezentativní	representatief	ADJ;NOM;MASC;SG;POS	ADJ
reprezentativní	representatieve	reprezentativní	representatief	ADJ;NOM;MASC;SG;POS	ADJ
těhotenství	zwangerschap	těhotenství	zwangerschap	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
občan	burger	občan	burger	N;ANIM;NOM;MASC;SG;POS	N;MASC+FEM;SG
občan	citizen	občan	citis	N;ANIM;NOM;MASC;SG;POS	N;MASC+FEM;SG
