על	關於	על	關於	ADP	ADP
תסריט	電影	תסריט	電影	N;MASC;SG	N
תסריט	劇本	תסריט	劇本	N;MASC;SG	N
מתמטיקאי	數學	מתמטיקני	數學	N;MASC;SG	N
מתמטיקאי	數學	מתמטיקני	數學	N;MASC;SG	N
נפשות	靈魂	נפש	靈魂	N;FEM;PL	N
אלכוהול	醇	אלכוהול	醇	N;MASC;SG	N
אלכוהול	酒精	אלכוהול	酒精	N;MASC;SG	N
אלכוהול	酒	אלכוהול	酒	N;MASC;SG	N
אלכוהול	酒類	אלכוהול	酒類	N;MASC;SG	N
וילה	別墅	וילה	別墅	N;FEM;SG	N
מוגבלות	限量	מוגבל	限量	N;FEM;SG	N
מוגבלות	限	מוגבל	限	N;FEM;SG	N
תיירים	觀光	תייר	觀光	N;MASC;PL	N
תיירים	遊客	תייר	遊客	N;MASC;PL	N
תיירים	遊客	תייר	遊客	N;MASC;PL	N
תיירים	旅遊	תייר	旅遊	N;MASC;PL	N
עיקרון	原則	עיקרון	原則	N;MASC;SG	N
עיקרון	原理	עיקרון	原理	N;MASC;SG	N
מחליף	切換	החליף	切換	V;MASC;SG;V.PTCP;ACT	V
מחליף	替換	החליף	替換	V;MASC;SG;V.PTCP;ACT	V
מחליף	更換	החליף	更換	V;MASC;SG;V.PTCP;ACT	V
מחליף	置換	החליף	置換	V;MASC;SG;V.PTCP;ACT	V
מחליף	替代	החליף	替代	V;MASC;SG;V.PTCP;ACT	V
כבישים	公路	כביש	公路	N;MASC;PL	N
כבישים	道路	כביש	道路	N;MASC;PL	N
תקדים	先例	תקדים	先例	N;MASC;SG	N
ביטויים	片語	ביטוי	片語	N;MASC;PL	N
בניינים	建築	בניין	建築	N;MASC;PL	N
אדומה	紅	אדום	紅	N;FEM;SG	N
אדומה	紅色	אדום	紅色	N;FEM;SG	N
תחתית	下方	תחתית	下方	N;FEM;SG	N
תחתית	底	תחתית	底	N;FEM;SG	N
תחתית	底部	תחתית	底部	N;FEM;SG	N
תחתית	底下	תחתית	底下	N;FEM;SG	N
עדיפות	優先	עדיפות	優先	N;FEM;SG	N
עדיפות	偏好	עדיפות	偏好	N;FEM;SG	N
עדיפות	喜好	עדיפות	喜好	N;FEM;SG	N
גליל	缸	גליל	缸	N;MASC;SG	N
גליל	捲	גליל	捲	N;MASC;SG	N
גליל	卷	גליל	卷	N;MASC;SG	N
התפלגות	分銷	התפלגות	分銷	N;FEM;SG	N
רצועות	曲目	רצועה	曲目	N;FEM;PL	N
רצועות	軌道	רצועה	軌道	N;FEM;PL	N
רצועות	條	רצועה	條	N;FEM;PL	N
מתמטית	數學	מתמטי	數學	N;FEM;SG	N
תאגיד	公司	תאגיד	公司	N;MASC;SG	N
הצהריים	正午	הצהריים	正午	N;MASC;DU	N
הצהריים	中午	הצהריים	中午	N;MASC;DU	N
בניה	施工	בניה	施工	N;FEM;SG	N
בניה	建築	בניה	建築	N;FEM;SG	N
כיתות	課室	כיתות	課室	N;FEM;PL	N
כיתות	教室	כיתות	教室	N;FEM;PL	N
כיתות	類別	כיתות	類別	N;FEM;PL	N
כיתות	班級	כיתות	班級	N;FEM;PL	N
בגדים	服裝	בגד	服裝	N;MASC;PL	N
בגדים	衣物	בגד	衣物	N;MASC;PL	N
בגדים	衣服	בגד	衣服	N;MASC;PL	N
בגדים	服裝	בגד	服裝	N;MASC;PL	N
בגדים	衣物	בגד	衣物	N;MASC;PL	N
בגדים	衣服	בגד	衣服	N;MASC;PL	N
חלבון	蛋白質	חלבון	蛋白質	N;MASC;SG	N
חלבון	蛋白	חלבון	蛋白	N;MASC;SG	N
פנטזיה	幻想	פנטזיה	幻想	N;FEM;SG	N
שריפה	消防	שריף	消防	N;FEM;SG	N
שריפה	火	שריף	火	N;FEM;SG	N
שריפה	火災	שריף	火災	N;FEM;SG	N
תלויים	依賴	תלוי	依賴	V;MASC;PL;V.PTCP;ACT	V
חזקות	強壯	חזק	強壯	ADJ;FEM;PL	ADJ
חזקות	強烈	חזק	強烈	ADJ;FEM;PL	ADJ
חזקות	堅強	חזק	堅強	ADJ;FEM;PL	ADJ
יתרונות	福利	יתרון	福利	N;MASC;PL	N
יתרונות	優點	יתרון	優點	N;MASC;PL	N
יתרונות	長處	יתרון	長處	N;MASC;PL	N
יתרונות	優勢	יתרון	優勢	N;MASC;PL	N
חומצות	酸	חומץ	酸	N;FEM;PL	N
השערה	猜想	השערה	猜想	N;FEM;SG	N
היציאה	出口	היציא	出口	N;FEM;SG	N
פלדה	鋼鐵	פלד	鋼鐵	N;FEM;SG	N
פלדה	鋼	פלד	鋼	N;FEM;SG	N
הפסיקה	執政	הפסיק	執政	V;FEM;SG;3;PST;ACT	V
הפסיקה	裁決	הפסיק	裁決	V;FEM;SG;3;PST;ACT	V
הפסיקה	裁定	הפסיק	裁定	V;FEM;SG;3;PST;ACT	V
אמני	藝術	אמן	藝術	N;PSSD;MASC;PL	N
אמני	藝人	אמן	藝人	N;PSSD;MASC;PL	N
ספג	吸收	ספג	吸收	V;MASC;SG;3;PST;ACT	V
חלש	虛弱	חלש	虛弱	ADJ;MASC;SG	ADJ
חלש	軟弱	חלש	軟弱	ADJ;MASC;SG	ADJ
חלש	薄弱	חלש	薄弱	ADJ;MASC;SG	ADJ
תעודות	憑證	תעודה	憑證	N;FEM;PL	N
תעודות	證書	תעודה	證書	N;FEM;PL	N
ספריה	圖書	ספריה	圖書	N;FEM;SG	N
עצמים	物體	עצם	物體	N;MASC;PL	N
עצמים	天體	עצם	天體	N;MASC;PL	N
עצמים	物件	עצם	物件	N;MASC;PL	N
חסימה	區塊	חסימה	區塊	N;FEM;SG	N
דיור	住房	דיור	住房	N;MASC;SG	N
רעש	噪聲	רעש	噪聲	N;MASC;SG	N
רעש	噪音	רעש	噪音	N;MASC;SG	N
זכרונות	記憶	זכרון	記憶	N;MASC;PL	N
המיקום	位置	המיקום	位置	N;MASC;SG	N
המיקום	地點	המיקום	地點	N;MASC;SG	N
פריטים	項目	פריט	項目	N;MASC;PL	N
תרבויות	文化	תרבות	文化	N;FEM;PL	N
פרלמנט	國會	פרלמנט	國會	N;MASC;SG	N
פרלמנט	議會	פרלמנט	議會	N;MASC;SG	N
לאשר	確認	אישר	確認	V;NFIN;ACT	V
לאשר	證實	אישר	證實	V;NFIN;ACT	V
לאשר	核准	אישר	核准	V;NFIN;ACT	V
לאשר	批准	אישר	批准	V;NFIN;ACT	V
אווירי	空中	אווירי	空中	N;MASC;SG	N
חמישים	五十	חמישים	五十	NUM;SG	NUM
תעמולה	宣傳	תעמולה	宣傳	N;FEM;SG	N
הרבייה	生殖	הרבייה	生殖	N;FEM;SG	N
הרבייה	生殖	הרבייה	生殖	N;FEM;SG	N
מערות	洞穴	מערה	洞穴	N;FEM;PL	N
מערות	山洞	מערה	山洞	N;FEM;PL	N
מערות	洞穴	מערה	洞穴	N;FEM;PL	N
מערות	岩	מערה	岩	N;FEM;PL	N
ריח	氣味	ריח	氣味	N;MASC;SG	N
ריח	味道	ריח	味道	N;MASC;SG	N
חשב	思想	חשב	思想	N;MASC;SG	N
מוזיאונים	博物	מוזיאון	博物	N;MASC;PL	N
כבשה	羊	כבש	羊	N;FEM;SG	N
כבשה	綿羊	כבש	綿羊	N;FEM;SG	N
מתקדמת	漸進	התקדם	漸進	V;FEM;SG;V.PTCP	V
חוב	債務	חוב	債務	N;MASC;SG	N
מפעלים	工廠	מפעל	工廠	N;MASC;PL	N
המוכרים	賣方	המוכר	賣方	N;MASC;PL	N
יוצרו	製造	הוצר	製造	V;PL;3;PST;PASS	V
לגדול	成長	גדל	成長	V;NFIN;ACT	V
לגדול	生長	גדל	生長	V;NFIN;ACT	V
פציעה	損傷	פציעה	損傷	N;FEM;SG	N
צירוף	組合	צירוף	組合	N;MASC;SG	N
סיסמה	密碼	סיסמה	密碼	N;FEM;SG	N
לצייר	繪製	צייר	繪製	V;NFIN;ACT	V
לצייר	抽籤	צייר	抽籤	V;NFIN;ACT	V
פשרה	妥協	פשרה	妥協	N;FEM;SG	N
פשרה	折衷	פשרה	折衷	N;FEM;SG	N
הזמין	訂購	הזמין	訂購	V;MASC;SG;3;PST;ACT	V
מפריע	破壞	הפריע	破壞	V;MASC;SG;V.PTCP;ACT	V
נאמנות	忠心	נאמנות	忠心	N;FEM;SG	N
נאמנות	忠誠	נאמנות	忠誠	N;FEM;SG	N
אחידה	均勻	אחיד	均勻	ADJ;FEM;SG	ADJ
סל	籃	סל	籃	N;MASC;SG	N
סל	籃子	סל	籃子	N;MASC;SG	N
בידור	娛樂	בידור	娛樂	N;MASC;SG	N
תיקו	領結	תיקו	領結	N;MASC;SG	N
תיקו	平局	תיקו	平局	N;MASC;SG	N
תיקו	領帶	תיקו	領帶	N;MASC;SG	N
תיקו	畫	תיקו	畫	N;MASC;SG	N
הספק	廠	הספק	廠	N;MASC;SG	N
עלילה	陰謀	עלילה	陰謀	N;FEM;SG	N
עלילה	劇情	עלילה	劇情	N;FEM;SG	N
תצלום	像片	תצלום	像片	N;MASC;SG	N
תצלום	照片	תצלום	照片	N;MASC;SG	N
גרים	嚴峻	גר	嚴峻	N;MASC;PL	N
ארבעים	四十	ארבעים	四十	NUM;SG	NUM
פועלות	勞動	פעל	勞動	V;FEM;PL;V.PTCP;ACT	V
שליח	信使	שליח	信使	N;MASC;SG	N
כפרים	鄉村	כפר	鄉村	N;MASC;PL	N
כפרים	村	כפר	村	N;MASC;PL	N
ניסוח	措辭	ניסוח	措辭	N;MASC;SG	N
ניסוח	措詞	ניסוח	措詞	N;MASC;SG	N
ניסוח	措辭	ניסוח	措辭	N;MASC;SG	N
ניסוח	措詞	ניסוח	措詞	N;MASC;SG	N
מידות	計量	מידה	計量	N;FEM;PL	N
מידות	尺寸	מידה	尺寸	N;FEM;PL	N
מידות	大小	מידה	大小	N;FEM;PL	N
מידות	尺碼	מידה	尺碼	N;FEM;PL	N
מידות	尺寸	מידה	尺寸	N;FEM;PL	N
הוקרה	悼念	הוקר	悼念	V;FEM;SG;3;PST;PASS	V
נהנה	享受	נהנה	享受	V;MASC;SG;V.PTCP;MID	V
שוטר	官	שוטר	官	N;MASC;SG	N
שוטר	軍官	שוטר	軍官	N;MASC;SG	N
קלפים	紙牌	קלף	紙牌	N;MASC;PL	N
קלפים	卡片	קלף	卡片	N;MASC;PL	N
קלפים	牌	קלף	牌	N;MASC;PL	N
סוחרים	商人	סוחר	商人	N;MASC;PL	N
סוחרים	商家	סוחר	商家	N;MASC;PL	N
גלגלים	輪	גלגל	輪	N;MASC;PL	N
גלגלים	車輪	גלגל	車輪	N;MASC;PL	N
הבונים	海狸	הבון	海狸	N;MASC;PL	N
הבטיח	允諾	הבטיח	允諾	V;MASC;SG;3;PST;ACT	V
פקודה	秩序	פקודה	秩序	N;FEM;SG	N
פקודה	順序	פקודה	順序	N;FEM;SG	N
מוערך	估計	הוערך	估計	V;MASC;SG;V.PTCP;PASS	V
מוערך	預估	הוערך	預估	V;MASC;SG;V.PTCP;PASS	V
שמועות	流言	שמועה	流言	N;FEM;PL	N
שמועות	謠言	שמועה	謠言	N;FEM;PL	N
שמועות	謠言	שמועה	謠言	N;FEM;PL	N
ממשלות	政府	ממשלה	政府	N;FEM;PL	N
משיכה	景點	משיכה	景點	N;FEM;SG	N
קדושים	聖人	קדוש	聖人	N;MASC;PL	N
קדושים	聖徒	קדוש	聖徒	N;MASC;PL	N
צמוד	緊	צמוד	緊		
משוואות	方程	משוואה	方程	N;FEM;PL	N
משוואות	方程	משוואה	方程	N;FEM;PL	N
מיליונים	百萬	מיליונים	百萬	NUM;MASC;PL	NUM
גבעה	山	גבעה	山	N;FEM;SG	N
דיווחים	報告	דיווח	報告	N;MASC;PL	N
מגמה	趨勢	מגמה	趨勢	N;FEM;SG	N
מגמה	岩漿	מגמה	岩漿	N;FEM;SG	N
מרגיש	感受	הרגיש	感受	V;MASC;SG;V.PTCP;ACT	V
מרגיש	感受	הרגיש	感受	V;MASC;SG;V.PTCP;ACT	V
דלת	門	דלת	門	N;FEM;SG	N
מסודר	整潔	מסודר	整潔	ADJ;MASC;SG	ADJ
מסודר	整潔	מסודר	整潔	ADJ;MASC;SG	ADJ
מובילים	領先	הוביל	領先	V;MASC;PL;V.PTCP;ACT	V
מובילים	領導	הוביל	領導	V;MASC;PL;V.PTCP;ACT	V
עשירים	豐富	עשיר	豐富	ADJ;MASC;PL	ADJ
חמים	舒適	חם	舒適	ADJ;MASC;PL	ADJ
סולם	梯子	סולם	梯子	N;MASC;SG	N
סולם	梯	סולם	梯	N;MASC;SG	N
סולם	階梯	סולם	階梯	N;MASC;SG	N
בגרות	成熟	בגרות	成熟	N;FEM;SG	N
בגרות	成年	בגרות	成年	N;FEM;SG	N
זרימה	流	זרימה	流	N;FEM;SG	N
זרימה	流程	זרימה	流程	N;FEM;SG	N
זרימה	流動	זרימה	流動	N;FEM;SG	N
זרימה	流量	זרימה	流量	N;FEM;SG	N
ליווי	護航	ליווי	護航	N;MASC;SG	N
ריצה	慢跑	ריצה	慢跑	N;FEM;SG	N
חתימה	簽名	חתימה	簽名	N;FEM;SG	N
מהומות	暴動	מהומה	暴動	N;FEM;PL	N
מהומות	暴亂	מהומה	暴亂	N;FEM;PL	N
מהומות	暴亂	מהומה	暴亂	N;FEM;PL	N
מהומות	暴動	מהומה	暴動	N;FEM;PL	N
מהומות	暴亂	מהומה	暴亂	N;FEM;PL	N
לקוחות	客戶	לקוח	客戶	N;MASC;PL	N
לקוחות	顧客	לקוח	顧客	N;MASC;PL	N
לקוחות	客戶	לקוח	客戶	N;MASC;PL	N
מקבילה	相當	מקביל	相當	V;FEM;SG;V.PTCP;ACT	V
מדען	科學	מדען	科學	N;MASC;SG	N
קוטר	直徑	קוטר	直徑	N;MASC;SG	N
במילואים	儲備	במילואים	儲備	N	N
השלכות	後果	השלכה	後果	N;FEM;PL	N
השלכות	後果	השלכה	後果	N;FEM;PL	N
יבשה	乾	יבשה	乾	N;FEM;SG	N
מגנטי	磁	מגנטי	磁	N;MASC;SG	N
מגנטי	磁力	מגנטי	磁力	N;MASC;SG	N
מגנטי	磁性	מגנטי	磁性	N;MASC;SG	N
הצהרת	宣言	הצהרה	宣言	N;FEM;SG	N
ממליץ	推薦	המליץ	推薦	V;MASC;SG;V.PTCP;ACT	V
הרצאה	講課	הרצאה	講課	N;FEM;SG	N
הרצאה	演講	הרצאה	演講	N;FEM;SG	N
מפורסמת	著名	מפורסם	著名	ADJ;FEM;SG	ADJ
יפנים	日文	יפנים	日文	N;MASC;PL	N
אבדות	虧損	אבדה	虧損	N;FEM;PL	N
אבדות	損失	אבדה	損失	N;FEM;PL	N
אבדות	傷亡	אבדה	傷亡	N;FEM;PL	N
מחובר	上線	חובר	上線	V;MASC;SG;V.PTCP;PASS	V
נוחה	舒服	נוח	舒服	ADJ;FEM;SG	ADJ
נוחה	舒適	נוח	舒適	ADJ;FEM;SG	ADJ
נוחה	舒服	נוח	舒服	ADJ;FEM;SG	ADJ
נוחה	舒適	נוח	舒適	ADJ;FEM;SG	ADJ
נפגעים	傷亡	נפגע	傷亡	N;MASC;PL	N
נופל	墜落	נפל	墜落	V;MASC;SG;V.PTCP;ACT	V
הבחנה	區分	הבחנה	區分	N;FEM;SG	N
הבחנה	區別	הבחנה	區別	N;FEM;SG	N
תעלות	運河	תעלה	運河	N;FEM;PL	N
תעלות	壕溝	תעלה	壕溝	N;FEM;PL	N
תעלות	海溝	תעלה	海溝	N;FEM;PL	N
תעלות	戰壕	תעלה	戰壕	N;FEM;PL	N
תעלות	地道	תעלה	地道	N;FEM;PL	N
תעלות	隧道	תעלה	隧道	N;FEM;PL	N
עדין	溫和	עדין	溫和	ADJ;MASC;SG	ADJ
עדין	細膩	עדין	細膩	ADJ;MASC;SG	ADJ
עדין	精緻	עדין	精緻	ADJ;MASC;SG	ADJ
שכנה	鄰居	שכן	鄰居	N;FEM;SG	N
שיתף	共用	שיתף	共用	V;MASC;SG;3;PST;ACT	V
שיתף	共享	שיתף	共享	V;MASC;SG;3;PST;ACT	V
שיתף	分享	שיתף	分享	V;MASC;SG;3;PST;ACT	V
כיפה	穹	כיפה	穹	N;FEM;SG	N
כיפה	圓頂	כיפה	圓頂	N;FEM;SG	N
דירות	公寓	דירה	公寓	N;FEM;PL	N
ענפים	分行	ענף	分行	N;MASC;PL	N
ענפים	樹枝	ענף	樹枝	N;MASC;PL	N
ענפים	分支	ענף	分支	N;MASC;PL	N
רוחני	靈性	רוחני	靈性	N;MASC;PL	N
רוחני	精神	רוחני	精神	N;MASC;PL	N
נשלחה	提交	נשלח	提交	V;FEM;SG;3;PST;MID	V
נמחק	刪除	נמחק	刪除	V;MASC;SG;3;PST;MID	V
שגיאה	錯誤	שגיאה	錯誤	N;FEM;SG	N
לומד	學習	למד	學習	V;MASC;SG;V.PTCP;ACT	V
לומד	學習	למד	學習	V;MASC;SG;V.PTCP;ACT	V
קורסים	課程	קורס	課程	N;MASC;PL	N
קורסים	類別	קורס	類別	N;MASC;PL	N
קורסים	班級	קורס	班級	N;MASC;PL	N
ירקות	蔬菜	ירק	蔬菜	N;MASC;PL	N
ירקות	蔬菜	ירק	蔬菜	N;MASC;PL	N
ירקות	蔬菜	ירק	蔬菜	N;MASC;PL	N
אושרה	確認	אושר	確認	V;FEM;SG;3;PST;PASS	V
אושרה	核定	אושר	核定	V;FEM;SG;3;PST;PASS	V
אושרה	核准	אושר	核准	V;FEM;SG;3;PST;PASS	V
אושרה	批准	אושר	批准	V;FEM;SG;3;PST;PASS	V
תחמושת	彈藥	תחמושת	彈藥	N;FEM;SG	N
תחמושת	彈藥	תחמושת	彈藥	N;FEM;SG	N
נטו	淨	נטו	淨		
יציבה	態勢	יציב	態勢	N;FEM;SG	N
יציבה	姿態	יציב	姿態	N;FEM;SG	N
יציבה	姿勢	יציב	姿勢	N;FEM;SG	N
יציבה	穩定	יציב	穩定	N;FEM;SG	N
יציבה	穩步	יציב	穩步	N;FEM;SG	N
יציבה	穩定	יציב	穩定	N;FEM;SG	N
אוטובוס	公車	אוטובוס	公車	N;MASC;SG	N
אוטובוס	巴士	אוטובוס	巴士	N;MASC;SG	N
לשקול	考慮	שקל	考慮	V;NFIN;ACT	V
רגישות	敏感	רגישות	敏感	N;FEM;SG	N
רגישות	敏感	רגישות	敏感	N;FEM;SG	N
רגישות	柔情	רגישות	柔情	N;FEM;SG	N
ציונים	等級	ציון	等級	N;MASC;PL	N
ציונים	成績	ציון	成績	N;MASC;PL	N
מחזיקה	持有	החזיק	持有	V;FEM;SG;V.PTCP;ACT	V
מחזיקה	控股	החזיק	控股	V;FEM;SG;V.PTCP;ACT	V
עימות	衝突	עימות	衝突	N;FEM;SG	N
עימות	辯論	עימות	辯論	N;FEM;SG	N
אסורה	禁忌	אסורה	禁忌	N;FEM;SG	N
המנון	國歌	המנון	國歌	N;MASC;SG	N
קטלוג	編目	קטלוג	編目	N;MASC;SG	N
אונס	強	אונס	強	N;MASC;SG	N
להרוס	消滅	הרס	消滅	V;NFIN;ACT	V
להרוס	摧毀	הרס	摧毀	V;NFIN;ACT	V
להפחית	減少	הפחית	減少	V;NFIN;ACT	V
להפחית	降低	הפחית	降低	V;NFIN;ACT	V
להפחית	減少	הפחית	減少	V;NFIN;ACT	V
לממש	兌換	מימש	兌換	V;NFIN;ACT	V
מיפוי	繪圖	מיפוי	繪圖	N;MASC;SG	N
מחלוקות	爭端	מחלוקת	爭端	N;FEM;PL	N
מחלוקות	糾紛	מחלוקת	糾紛	N;FEM;PL	N
מחלוקות	爭議	מחלוקת	爭議	N;FEM;PL	N
פיזי	物理	פיזי	物理	N;MASC;SG	N
החתימה	簽字	החתים	簽字	V;FEM;SG;3;PST;ACT	V
החתימה	簽署	החתים	簽署	V;FEM;SG;3;PST;ACT	V
טורפדו	魚雷	טורפדו	魚雷	N;MASC;SG	N
טורפדו	魚雷	טורפדו	魚雷	N;MASC;SG	N
כינור	琴	כינור	琴	N;MASC;SG	N
כינור	提琴	כינור	提琴	N;MASC;SG	N
הדדית	相互	הדדי	相互	ADV	ADV
צופה	觀察	צפה	觀察	V;MASC;SG;V.PTCP;ACT	V
צופה	觀看	צפה	觀看	V;MASC;SG;V.PTCP;ACT	V
מודלים	模型	מודל	模型	N;MASC;PL	N
מודלים	模特	מודל	模特	N;MASC;PL	N
מודלים	型號	מודל	型號	N;MASC;PL	N
מודלים	模特	מודל	模特	N;MASC;PL	N
בוחרים	選民	בוחר	選民	N;MASC;PL	N
מתרגם	口譯	מתרגם	口譯	N;MASC;SG	N
מתרגם	口譯	מתרגם	口譯	N;MASC;SG	N
מתקפה	攻勢	מתקפה	攻勢	N;FEM;SG	N
נכסים	屬性	נכס	屬性	N;MASC;PL	N
נכסים	資產	נכס	資產	N;MASC;PL	N
מסורות	傳統	מסור	傳統	N;FEM;PL	N
כוונת	景點	כוונה	景點	N;FEM;SG	N
כוונת	意圖	כוונה	意圖	N;FEM;SG	N
כוונת	意向	כוונה	意向	N;FEM;SG	N
עיירות	城鎮	עיירה	城鎮	N;FEM;PL	N
סטודנט	學生	סטודנט	學生	N;MASC;SG	N
מחייבת	裝訂	חייב	裝訂	V;FEM;SG;V.PTCP;ACT	V
משקאות	飲料	משקה	飲料	N;MASC;PL	N
משקאות	飲料	משקה	飲料	N;MASC;PL	N
חטיבות	旅	חטיבה	旅	N;FEM;PL	N
תופס	漁獲	תופס	漁獲	V;MASC;SG;V.PTCP;ACT	V
למורים	狐猴	למורים	狐猴	N;MASC;PL	N
זרימת	流	זרימה	流	N;FEM;SG	N
זרימת	流程	זרימה	流程	N;FEM;SG	N
זרימת	流動	זרימה	流動	N;FEM;SG	N
זרימת	流量	זרימה	流量	N;FEM;SG	N
ביצועים	績效	ביצוע	績效	N;MASC;PL	N
ביצועים	業績	ביצוע	業績	N;MASC;PL	N
בילה	花費	בילה	花費	V;MASC;SG;3;PST;ACT	V
ציפורים	鳥類	ציפור	鳥類	N;MASC;PL	N
ציפורים	鳥	ציפור	鳥	N;MASC;PL	N
ציפורים	鳥兒	ציפור	鳥兒	N;MASC;PL	N
טהור	純	טהור	純		
סירות	船隻	סירה	船隻	N;FEM;PL	N
סירות	艇	סירה	艇	N;FEM;PL	N
סניפים	分行	סניף	分行	N;MASC;PL	N
סניפים	樹枝	סניף	樹枝	N;MASC;PL	N
סניפים	分支	סניף	分支	N;MASC;PL	N
שיפוץ	整修	שיפוץ	整修	N;MASC;SG	N
שיפוץ	翻新	שיפוץ	翻新	N;MASC;SG	N
שיפוץ	裝修	שיפוץ	裝修	N;MASC;SG	N
שיפוץ	整修	שיפוץ	整修	N;MASC;SG	N
תינוקות	嬰兒	תינוק	嬰兒	N;FEM;PL	N
פגישה	會議	פגישה	會議	N;FEM;SG	N
פיצויים	補償	פיצוי	補償	N;MASC;PL	N
פיצויים	賠償	פיצוי	賠償	N;MASC;PL	N
פיצויים	損壞	פיצוי	損壞	N;MASC;PL	N
פיצויים	損害	פיצוי	損害	N;MASC;PL	N
חיבורים	人脈	חיבור	人脈	N;MASC;PL	N
חיבורים	作文	חיבור	作文	N;MASC;PL	N
הציונים	等級	הציון	等級	N;MASC;PL	N
הציונים	成績	הציון	成績	N;MASC;PL	N
פינת	角落	פינה	角落	N;FEM;SG	N
פינת	轉角	פינה	轉角	N;FEM;SG	N
פינת	角	פינה	角	N;FEM;SG	N
ממלכה	王國	ממלכה	王國	N;FEM;SG	N
ממלכה	國度	ממלכה	國度	N;FEM;SG	N
חידושים	革新	חידוש	革新	N;MASC;PL	N
חידושים	創新	חידוש	創新	N;MASC;PL	N
מציגים	引入	הציג	引入	V;MASC;PL;V.PTCP;ACT	V
מציגים	介紹	הציג	介紹	V;MASC;PL;V.PTCP;ACT	V
עידוד	鼓舞	עידוד	鼓舞	N;MASC;SG	N
עידוד	啦啦	עידוד	啦啦	N;MASC;SG	N
מהות	實質	מהות	實質	N;FEM;SG	N
מהות	本質	מהות	本質	N;FEM;SG	N
אוהבת	愛	אהב	愛	V;FEM;SG;V.PTCP;ACT	V
להתערב	干預	התערב	干預	V;NFIN	V
להתערב	干涉	התערב	干涉	V;NFIN	V
להתערב	介入	התערב	介入	V;NFIN	V
מתכות	金屬	מתכת	金屬	N;FEM;PL	N
מתכות	金屬	מתכת	金屬	N;FEM;PL	N
סנטימטרים	釐米	סנטימטר	釐米	N;MASC;PL	N
סנטימטרים	英吋	סנטימטר	英吋	N;MASC;PL	N
קלידים	鍵盤	קליד	鍵盤	N;MASC;PL	N
מתקנים	設施	תיקן	設施	N;MASC;PL	N
פופולריות	熱門	פופולריות	熱門	N;FEM;SG	N
פופולריות	人氣	פופולריות	人氣	N;FEM;SG	N
פופולריות	人氣	פופולריות	人氣	N;FEM;SG	N
פופולריות	熱門	פופולריות	熱門	N;FEM;SG	N
חריג	異常	חריג	異常	ADJ;MASC;SG	ADJ
חריג	異常	חריג	異常	ADJ;MASC;SG	ADJ
להתעלם	忽略	התעלם	忽略	V;NFIN	V
להתעלם	忽視	התעלם	忽視	V;NFIN	V
להתעלם	無視	התעלם	無視	V;NFIN	V
להתעלם	無視	התעלם	無視	V;NFIN	V
לבטא	發音	ביטא	發音	V;NFIN;ACT	V
ענה	回答	ענה	回答	V;MASC;SG;3;PST;ACT	V
הופץ	分布	הופץ	分布	V;MASC;SG;3;PST;PASS	V
תאורה	照明	תאורה	照明	N;FEM;SG	N
מסודרת	整潔	מסודר	整潔	ADJ;FEM;SG	ADJ
מסודרת	整潔	מסודר	整潔	ADJ;FEM;SG	ADJ
יתומים	孤兒	יתום	孤兒	N;MASC;PL	N
לשבור	中斷	שבר	中斷	V;NFIN;ACT	V
לשבור	休息	שבר	休息	V;NFIN;ACT	V
לשבור	打破	שבר	打破	V;NFIN;ACT	V
מחשבות	想法	מחשבה	想法	N;FEM;PL	N
מחשבות	思想	מחשבה	思想	N;FEM;PL	N
טקסי	計程	טקס	計程	N;PSSD;MASC;PL	N
טקסי	禮儀	טקס	禮儀	N;PSSD;MASC;PL	N
הואשם	被	הואשם	被	V;MASC;SG;3;PST;PASS	V;PASS
זכרים	男性	זכר	男性	N;MASC;PL	N
שלחו	送出	שלח	送出	V;PL;3;PST	V
מיתרים	弦	מיתר	弦	N;MASC;PL	N
גישות	態度	גישה	態度	N;FEM;PL	N
תאונות	事故	תאונה	事故	N;FEM;PL	N
התנגשות	衝突	התנגשות	衝突	N;FEM;SG	N
מסרים	訊息	מסר	訊息	N;MASC;PL	N
מסרים	信件	מסר	信件	N;MASC;PL	N
המשלוח	貨運	המשלוח	貨運	N;MASC;SG	N
המשלוח	裝運	המשלוח	裝運	N;MASC;SG	N
המשלוח	托運	המשלוח	托運	N;MASC;SG	N
להינשא	嫁	ננשא	嫁	V;NFIN;MID	V
סיפון	甲板	סיפון	甲板	N;MASC;SG	N
כותבת	書寫	כתב	書寫	V;FEM;SG;V.PTCP;ACT	V
כותבת	寫入	כתב	寫入	V;FEM;SG;V.PTCP;ACT	V
כותבת	寫	כתב	寫	V;FEM;SG;V.PTCP;ACT	V
כותבת	撰寫	כתב	撰寫	V;FEM;SG;V.PTCP;ACT	V
פסוקים	經文	פסוק	經文	N;MASC;PL	N
פסוקים	詩句	פסוק	詩句	N;MASC;PL	N
חסד	憐憫	חסד	憐憫		
נערים	男生	נער	男生	N;MASC;PL	N
נערים	男孩	נער	男孩	N;MASC;PL	N
נערים	青少	נער	青少	N;MASC;PL	N
צריכת	消費	צריך	消費	N;FEM;SG	N
פרסומת	商用	פרסומת	商用	N;FEM;SG	N
פרסומת	商事	פרסומת	商事	N;FEM;SG	N
פרסומת	商業	פרסומת	商業	N;FEM;SG	N
פרסומת	廣告	פרסומת	廣告	N;FEM;SG	N
