اتھاہ	deep	اتھاہ	deep		
بنَج	wymiany	بنَج	wymiana		
بنَج	trade	بنَج	trady		
بند	wspólnego	بند	wspólny	ADJ	ADJ;ACC;MASC;SG
بند	wspólny	بند	wspólny	ADJ	ADJ;NOM;MASC;SG
بند	wspólna	بند	wspólny	ADJ	ADJ;NOM;FEM;SG
بند	wspólnego	بند	wspólny	ADJ	ADJ;ACC;MASC;SG
بند	wspólny	بند	wspólny	ADJ	ADJ;NOM;MASC;SG
بند	wspólna	بند	wspólny	ADJ	ADJ;NOM;FEM;SG
بند	zamknięty	بند	zamknięty	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
بند	nieczynne	بند	nieczynny	ADJ	ADJ;NOM;NEUT;SG
بند	zamknięte	بند	zamknąć	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
بند	zamknięta	بند	zamknąć	ADJ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
بندا	jemioła	بندا	jemioło		
بندگان	people	بندگانِ_خدا	peopło		
بندگی	posłuszeństwo	بندگی	posłuszeństwo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بندگی	służba	بندگی	służba	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بندگی	obsługa	بندگی	obsługa	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بندگی	serwis	بندگی	serwis	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بندگی	niewolnictwo	بندگی	niewolnictwo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بندگی	poświęcenie	بندگی	poświęcenie	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
بندگی	oddania	بندگی	oddanie	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
بندگی	oddanie	بندگی	oddanie	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
بندگی	adoracja	بندگی	adoracja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بندگی	kult	بندگی	kult	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بندوبست	ugoda	بندوبست	ugoda	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بندوبست	rozliczenie	بندوبست	rozliczyć	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
بندوبست	osada	بندوبست	osada	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بندوبست	porządek	بندوبست	porządek	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بندوبست	zamówienie	بندوبست	zamówienie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بندوبست	kolejność	بندوبست	kolejność	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بندوبست	układ	بندوبست	układ	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بندوبست	zarządzanie	بندوبست	zarządzać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
بندوبست	kierownictwo	بندوبست	kierownictwo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بندوبست	zarząd	بندوبست	zarząd	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بندوبست	zarządzania	بندوبست	zarządzanie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بندوبست	układ	بندوبست	układ	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بندوبست	porozumienie	بندوبست	porozumienie	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
بندوبست	regulacja	بندوبست	regulacja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بندوبست	rozporządzenie	بندوبست	rozporządzenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بندوبست	rozporządzenia	بندوبست	rozporządzenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بندوبست	gospodarka	بندوبست	gospodarka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بندوبست	ekonomia	بندوبست	ekonomia	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بندوبست	organizacja	بندوبست	organizacja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بندوبست	metoda	بندوبست	metoda	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بندوبست	plan	بندوبست	plan	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بندوبست	ugoda	بندوبست	ugoda	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بندوبست	rozliczenie	بندوبست	rozliczyć	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
بندوبست	osada	بندوبست	osada	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بندوبست	porządek	بندوبست	porządek	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بندوبست	zamówienie	بندوبست	zamówienie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بندوبست	kolejność	بندوبست	kolejność	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بندوبست	układ	بندوبست	układ	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بندوبست	administracja	بندوبست	administracja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بندوبست	podawanie	بندوبست	podawać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
بندوبست	zarządzanie	بندوبست	zarządzać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
بندوبست	kierownictwo	بندوبست	kierownictwo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بندوبست	zarząd	بندوبست	zarząd	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بندوبست	zarządzania	بندوبست	zarządzanie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بندوبست	układ	بندوبست	układ	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بندوبست	porozumienie	بندوبست	porozumienie	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
بندوبست	regulacja	بندوبست	regulacja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بندوبست	rozporządzenie	بندوبست	rozporządzenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بندوبست	rozporządzenia	بندوبست	rozporządzenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بندوبست	gospodarka	بندوبست	gospodarka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بندوبست	ekonomia	بندوبست	ekonomia	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بندوبست	organizacja	بندوبست	organizacja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بندوبست	metoda	بندوبست	metoda	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بندوبست	plan	بندوبست	plan	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بندی	wiążący	بندی	wiązać	ADJ	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
بندی	wiążące	بندی	wiązać	ADJ	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
بندی	wiążąca	بندی	wiązać	ADJ	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;ACT
بندی	związany	بندی	związać	ADJ	ADJ;NOM;MASC;SG
بندی	związani	بندی	związać	ADJ	ADJ;NOM;MASC;PL
بندی	związana	بندی	związać	ADJ	ADJ;NOM;FEM;SG
بندی	uwięziony	بندی	uwięzić	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
بندی	uwięzione	بندی	uwięzić	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
بندی	uwięziona	بندی	uwięzić	ADJ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
بندھا	ustanowiono	بندھ	ustanowić	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;IND;0;PST;FIN;ACT
بندھا	ustalono	بندھ	ustalić	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;IND;0;PST;FIN;ACT
بندھک	piona	بندھک	piona		
بندھک	zastaw	بندھک	zastawa		
بندھک	płac	بندھک	płaca		
بندھک	płace	بندھک	płaca		
بنک	bank	بنک	bank	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بِنکا	tin	بِنکا	tin		
بنکارنا	krzyczeć	بنکار	krzyczeć	V;NFIN	V;IPFV;NFIN;ACT
بنکارنا	krzycz	بنکار	krzycz	V;NFIN	V;IPFV;IMP;SG;2;FIN;ACT
بنکارنا	krzycz	بنکار	krzycz	V;NFIN	V;IPFV;IMP;SG;2;FIN;ACT
بنکارنا	krzyczeć	بنکار	krzyczeć	V;NFIN	V;IPFV;NFIN;ACT
بنکارنا	krzycz	بنکار	krzycz	V;NFIN	V;IPFV;IMP;SG;2;FIN;ACT
بنکارنا	krzycz	بنکار	krzycz	V;NFIN	V;IPFV;IMP;SG;2;FIN;ACT
بننا	udawać	بن	udawać	V;MASC;SG;NFIN;ACT	V;IPFV;NFIN;ACT
بننا	udawać	بن	udawać	V;MASC;SG;NFIN;ACT	V;IPFV;NFIN;ACT
بُنیادی	fundamentalne	بُنیادی	fundamentalny	ADJ	ADJ;NOM;NEUT;SG
بُنیادی	podstawowych	بُنیادی	podstawowy	ADJ	ADJ;GEN;MASC;PL
بُنیادی	zasadnicza	بُنیادی	zasadniczy	ADJ	ADJ;NOM;FEM;SG
بُنیادی	podstawowe	بُنیادی	podstawowy	ADJ	ADJ;NOM;NEUT;SG
بُنیادی	podstawowego	بُنیادی	podstawowy	ADJ	ADJ;ACC;MASC;SG
بُنیادی	podstawowy	بُنیادی	podstawowy	ADJ	ADJ;NOM;MASC;SG
بُنیادی	główny	بُنیادی	główny	ADJ	ADJ;NOM;MASC;SG
بُنیادی	podstawowy	بُنیادی	podstawowy	ADJ	ADJ;NOM;MASC;SG
بُنیادی	pierwotne	بُنیادی	pierwotny	ADJ	ADJ;NOM;NEUT;SG
بُنیادی	podstawowej	بُنیادی	podstawowy	ADJ	ADJ;GEN;FEM;SG
بُنیادی	podstawowe	بُنیادی	podstawowy	ADJ	ADJ;NOM;NEUT;SG
بوتل	wino	بوتل	wino	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
بوتل	wino	بوتل	wino	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
بوتل	butelka	بوتل	butelka	N;NOM;FEM;SG;3	N;NOM;FEM;SG
بوٹ	statek	بوٹ	statek	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بوٹ	pojemnik	بوٹ	pojemnik	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بوٹ	naczynie	بوٹ	naczynie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بُود	bycie	بُود	bycie		
بُود	bycia	بُود	być		
بودا	nudne	بودا	nudny		
بُوڑنا	zatopić	بُوڑ	zatopić	V;NFIN;ACT	V;PFV;NFIN;ACT
بُوڑنا	nurkować	بُوڑ	nurkować	V;NFIN;ACT	V;PFV;NFIN;ACT
بُوڑنا	utopić	بُوڑ	utopić	V;NFIN;ACT	V;PFV;NFIN;ACT
بوسہ	pocałunek	بوسہ	pocałunek	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بوسیدگی	rozpad	بوسیدگی	rozpad	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بول	mówić	بول	mówić	V;ACT	V;IPFV;NFIN;ACT
بول	slowo	بول	slowo	V;ACT	V;IPFV;IND;SG;FIN;ACT
بولتا	mówiąc	بول	mówić	V;IPFV;MASC;SG;V.PTCP;ACT	V;IPFV;PRS;V.CVB;ACT
بولتا	żyj	بول	żyć	V;IPFV;MASC;SG;V.PTCP;ACT	V;IPFV;IMP;SG;2;FIN;ACT
بولتی	zycie	بول	zyt	V;IPFV;FEM;SG;V.PTCP;ACT	V;IPFV;IND;SG;1;FIN;ACT
بولنا	krytykować	بول	krytykować	V;MASC;SG;NFIN;ACT	V;IPFV;NFIN;ACT
بولنا	wymówić	بول	wymówić	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بولنا	mówić	بول	mówić	V;MASC;SG;NFIN;ACT	V;IPFV;NFIN;ACT
بوہُڑنا	wróć	بوہُڑنا	wróć	V;SG;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
بِہ	dobre	بِہ	dobry		
بہادرانہ	odważne	بہادرانہ	odważny	ADJ	ADJ;NOM;NEUT;SG
بہادرانہ	odważny	بہادرانہ	odważny	ADJ	ADJ;NOM;MASC;SG
بہادری	śmiałość	بہادری	śmiałość	N;NOM;FEM;SG;3	N;NOM;FEM;SG
بہادری	męstwo	بہادری	męstwo	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
بہادری	odwaga	بہادری	odwaga	N;NOM;FEM;SG;3	N;NOM;FEM;SG
بہادری	śmiałość	بہادری	śmiałość	N;NOM;FEM;SG;3	N;NOM;FEM;SG
بِہار	bihar	بِہار	bihar		
بہائو	flux	بہائو	flux		
بُہت	much	بُہت	much		
بُہت	obfite	بُہت	obfity		
بُہت	nadmierne	بُہت	nadmierny		
بُہت	obfite	بُہت	obfity		
بِہتر	superior	بِہتر	superior		
بِہترین	najlepsza	بِہترین	dobry	ADJ	ADJ;NOM;CMPR;FEM;SG
بِہترین	najlepszy	بِہترین	dobry	ADJ	ADJ;NOM;CMPR;MASC;SG
بِہترین	najlepsze	بِہترین	dobry	ADJ	ADJ;NOM;CMPR;NEUT;SG
بَہر	wredne	بَہر	wredny		
بُہر	centre	بُہر	centry		
بُہر	astmy	بُہر	astm		
بِہروزی	dobrobyt	بِہروزی	dobrobyt	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بِہری	udostępnianie	بِہری	udostępniać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
بِہری	składka	بِہری	składka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بِہری	wkład	بِہری	wkład	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بِہشتی	błogosławiony	بِہشتی	błogosławić	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
بِہشتی	niebieskich	بِہشتی	niebieski	ADJ	ADJ;GEN;MASC;PL
بہکا	mad	بہکا	mad		
بہکانا	uwieść	بہکا	uwieść	V;MASC;SG;V.PTCP;ACT	V;PFV;NFIN;ACT
بہلانا	zabawić	بہلانا	zabawić	V;SG;V.PTCP;ACT	V;PFV;NFIN;ACT
بہلانا	odtworzyć	بہلانا	odtworzyć	V;SG;V.PTCP;ACT	V;PFV;NFIN;ACT
بہلانا	zabawić	بہلانا	zabawić	V;SG;V.PTCP;ACT	V;PFV;NFIN;ACT
بِہوار	trade	بِہوار	trady		
بہورنا	wróć	بہور	wróć	V;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
بہیمانہ	brutalny	بہیمانہ	brutalny	ADJ	ADJ;NOM;MASC;SG
بہیمانہ	brutalna	بہیمانہ	brutalny	ADJ	ADJ;NOM;FEM;SG
بہیمانہ	brutalne	بہیمانہ	brutalny	ADJ	ADJ;NOM;NEUT;SG
بیار	storm	بیار	storm		
بیار	air	بیار	air		
بیاض	biel	بیاض	biel		
بیاض	white	بیاض	whita		
بیاض	biały	بیاض	biały		
بیاض	notes	بیاض	notes		
بیاض	czysta	بیاض	czysty		
بیاض	czysto	بیاض	czysto		
بیان	ujawnienie	بیان	ujawnić	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
بیان	ujawnianie	بیان	ujawniać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
بیان	deklaracja	بیان	deklaracja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بیان	oświadczenie	بیان	oświadczenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بیان	zgłoszenie	بیان	zgłosić	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
بیان	ekspozycja	بیان	ekspozycja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بیان	deklaracja	بیان	deklaracja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بیان	oświadczenie	بیان	oświadczenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بیان	oświadczenia	بیان	oświadczenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بیان	stwierdzenie	بیان	stwierdzenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بیان	ujawnienie	بیان	ujawnić	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
بیان	ujawnianie	بیان	ujawniać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
بیان	deklaracja	بیان	deklaracja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بیان	oświadczenie	بیان	oświadczenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بیان	zgłoszenie	بیان	zgłosić	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
بیان	konto	بیان	konto	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بیان	ekspozycja	بیان	ekspozycja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بیان	narracja	بیان	narracja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بیان	deklaracja	بیان	deklaracja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بیان	oświadczenie	بیان	oświadczenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بیان	oświadczenia	بیان	oświadczenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بیان	stwierdzenie	بیان	stwierdzenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بیاہ	ślub	بیاہ	ślub	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بیاہ	małżeństwo	بیاہ	małżeństwo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بیاہ	małżeństwa	بیاہ	małżeństwo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بیاہ	ślub	بیاہ	ślub	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بیاہ	małżeństwo	بیاہ	małżeństwo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بیاہ	małżeństwa	بیاہ	małżeństwo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بیاہ	ślub	بیاہ	ślub	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بیاہ	wesele	بیاہ	wesele	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بِیتنا	podaj	بِیتنا	podać	V;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
بِیتنا	upłynąć	بِیتنا	upłynąć	V;NFIN;ACT	V;PFV;NFIN;ACT
بِیتنا	wystąpić	بِیتنا	wystąpić	V;NFIN;ACT	V;PFV;NFIN;ACT
بیٹا	chłopak	بیٹا	chłopak	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بیٹا	chłopiec	بیٹا	chłopiec	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بیٹا	dziecko	بیٹا	dziecko	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بیٹا	chłopak	بیٹا	chłopak	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بیٹا	chłopiec	بیٹا	chłopiec	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بیٹا	syn	بیٹا	syn	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بیٹا	dziecko	بیٹا	dziecko	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بیٹی	dziewczyna	بیٹی	dziewczyna	N;NOM;FEM;SG;3	N;NOM;FEM;SG
بیٹی	dziewczynka	بیٹی	dziewczynka	N;NOM;FEM;SG;3	N;NOM;FEM;SG
بیٹی	córka	بیٹی	córka	N;NOM;FEM;SG;3	N;NOM;FEM;SG
بیٹی	córeczka	بیٹی	córeczka	N;NOM;FEM;SG;3	N;NOM;FEM;SG
بیٹی	dziewczyna	بیٹی	dziewczyna	N;NOM;FEM;SG;3	N;NOM;FEM;SG
بیٹی	dziewczynka	بیٹی	dziewczynka	N;NOM;FEM;SG;3	N;NOM;FEM;SG
بَیٹھنا	zmniejszyć	بَیٹھ	zmniejszyć	V;NFIN	V;PFV;NFIN;ACT
بِیج	nasion	بِیج	nasiono		
بِیج	ziarno	بِیج	ziarno		
بِیچ	pomiędzy	بِیچ	pomiędzy		
بِیچ	pośród	بِیچ	pośród		
بِیچ	średnio	بِیچ	średnio		
بِیچ	średnie	بِیچ	średnie		
بِیچ	przerwa	بِیچ	przerwa		
بِیچ	midway	بِیچ	midwa		
بِیچ	centre	بِیچ	centry		
بیچ	sprzedaży	بیچ	sprzedaż		
بیچ	sprzedaż	بیچ	sprzedaż		
بیچا	sprzedano	بیچا	sprzedać	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;IND;0;PST;FIN;ACT
بیخ	podstawa	بیخ	podstawa	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بیخ	pochodzenie	بیخ	pochodzenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بیخ	źródło	بیخ	źródło	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بیخ	rodowód	بیخ	rodowód	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بیخ	korzenie	بیخ	korzenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بیخ	korzeń	بیخ	korzeń	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بیخ	pierwiastek	بیخ	pierwiastka	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بیخ	podstawa	بیخ	podstawa	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بیخ	fundacja	بیخ	fundacja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بیخ	podkład	بیخ	podkład	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بید	trzciny	بید	trzcin		
بیدار	czujny	بیدار	czujny	ADJ	ADJ;NOM;MASC;SG
بیدار	czujny	بیدار	czujny	ADJ	ADJ;NOM;MASC;SG
بیدارمغز	inteligentna	بیدارمغز	inteligentny	ADJ	ADJ;NOM;FEM;SG
بیدارمغز	inteligentny	بیدارمغز	inteligentny	ADJ	ADJ;NOM;MASC;SG
بیدارمغز	inteligentne	بیدارمغز	inteligentny	ADJ	ADJ;NOM;NEUT;SG
بیداری	przebudzenie	بیداری	przebudzić	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بیداری	przebudzenie	بیداری	przebudzić	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بیداری	czujność	بیداری	czujność	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بِیر	dzielna	بِیر	dzielny		
بِیر	champion	بِیر	champion		
بِیر	mistrzyni	بِیر	mistrzynia		
بِیر	hero	بِیر	hero		
بِیر	wdzięk	بِیر	wdzięk		
بِیر	uroku	بِیر	urok		
بِیرج	nasion	بِیرج	nasiono		
بِیرج	ziarno	بِیرج	ziarno		
بِیرج	moc	بِیرج	moc		
بِیرج	power	بِیرج	power		
بیرون	out	بیرون	out		
بیرونی	widocznej	بیرونی	widoczny	ADJ	ADJ;GEN;FEM;SG
بیرونی	zewnętrzne	بیرونی	zewnętrzny	ADJ	ADJ;NOM;NEUT;SG
بیرونی	zewnętrzne	بیرونی	zewnętrzny	ADJ	ADJ;NOM;NEUT;SG
بیرونی	zewnętrzna	بیرونی	zewnętrzny	ADJ	ADJ;NOM;FEM;SG
بیرونی	zagraniczny	بیرونی	zagraniczny	ADJ	ADJ;NOM;MASC;SG
بیرونی	zagranicznych	بیرونی	zagraniczny	ADJ	ADJ;GEN;MASC;PL
بیرونی	zagraniczna	بیرونی	zagraniczny	ADJ	ADJ;NOM;FEM;SG
بیرونی	zagraniczne	بیرونی	zagraniczny	ADJ	ADJ;NOM;NEUT;SG
بیرونی	widocznej	بیرونی	widoczny	ADJ	ADJ;GEN;FEM;SG
بیڑھنا	otoczyć	بیڑھ	otoczyć	V;SG;NFIN;ACT	V;PFV;NFIN;ACT
بیزار	zniesmaczony	بیزار	znieśmaczyć	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
بیسر	mule	بیسر	mule		
بیش	more	بیش	more		
بیش	superior	بیش	superior		
بَیع	sprzedaży	بَیع	sprzedaż		
بَیع	sprzedaż	بَیع	sprzedaż		
بیگانگی	obojętność	بیگانگی	obojętność	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بیگانہ	zagraniczny	بیگانہ	zagraniczny	ADJ	ADJ;NOM;MASC;SG
بیگانہ	zagranicznych	بیگانہ	zagraniczny	ADJ	ADJ;GEN;MASC;PL
بیگانہ	zagraniczna	بیگانہ	zagraniczny	ADJ	ADJ;NOM;FEM;SG
بیگانہ	zagraniczne	بیگانہ	zagraniczny	ADJ	ADJ;NOM;NEUT;SG
بیگانہ	egzotycznych	بیگانہ	egzotyczny	ADJ	ADJ;GEN;MASC;PL
بیگانہ	egzotyczne	بیگانہ	egzotyczny	ADJ	ADJ;NOM;NEUT;SG
بیگانہ	dziwny	بیگانہ	dziwny	ADJ	ADJ;NOM;MASC;SG
بیگانہ	dziwna	بیگانہ	dziwny	ADJ	ADJ;NOM;FEM;SG
بیگانہ	dziwne	بیگانہ	dziwny	ADJ	ADJ;NOM;NEUT;SG
بیگانہ	zagraniczny	بیگانہ	zagraniczny	ADJ	ADJ;NOM;MASC;SG
بیگانہ	zagranicznych	بیگانہ	zagraniczny	ADJ	ADJ;GEN;MASC;PL
بیگانہ	zagraniczna	بیگانہ	zagraniczny	ADJ	ADJ;NOM;FEM;SG
بیگانہ	zagraniczne	بیگانہ	zagraniczny	ADJ	ADJ;NOM;NEUT;SG
بیگانہ	egzotycznych	بیگانہ	egzotyczny	ADJ	ADJ;GEN;MASC;PL
بیگانہ	egzotyczne	بیگانہ	egzotyczny	ADJ	ADJ;NOM;NEUT;SG
بیگانہ	dziwny	بیگانہ	dziwny	ADJ	ADJ;NOM;MASC;SG
بیگانہ	dziwna	بیگانہ	dziwny	ADJ	ADJ;NOM;FEM;SG
بیگانہ	dziwne	بیگانہ	dziwny	ADJ	ADJ;NOM;NEUT;SG
بیلن	roller	بیلن	roller		
بِین	flet	بِین	flet		
دوربین	teleskop	دوربین	teleskop	N;NOM;FEM;SG;3	N;NOM;MASC;SG
بیّن	żywe	بیّن	żywy		
بیّن	czysto	بیّن	czysto		
بِیننا	wybierz	بِین	wybrać	V;SG;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
بِیوی	dama	بِیوی	dam		
بیہ	perforacja	بیہ	perforacja		
بیہ	dziury	بیہ	dziura		
بیہڑ	ostro	بیہڑ	ostro		
بیہودہ	absurdalne	بیہودہ	absurdalny	ADJ	ADJ;NOM;NEUT;SG
بیہودہ	niemoralne	بیہودہ	niemoralny	ADJ	ADJ;NOM;NEUT;SG
بھات	dawn	بھات	dawny		
بھاتا	wolała	بھا	woleć	V;IPFV;MASC;SG;V.PTCP;ACT	V;IPFV;FEM;IND;SG;PST;FIN;ACT
بھاتا	wolał	بھا	woleć	V;IPFV;MASC;SG;V.PTCP;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
بھاتا	preferuje	بھا	preferować	V;IPFV;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
بھاٹ	bard	بھاٹ	bard		
بھاٹ	minstrel	بھاٹ	minstrel		
بھاجڑ	stampede	بھاجڑ	stamped		
بھار	trust	بھار	trust		
بھار	waga	بھار	waga		
بھاری	ważne	بھاری	ważny	ADJ	ADJ;NOM;NEUT;SG
بھاری	ważny	بھاری	ważny	ADJ	ADJ;NOM;MASC;SG
بھاری	ważna	بھاری	ważny	ADJ	ADJ;NOM;FEM;SG
بھاری	nudny	بھاری	nudny	ADJ	ADJ;NOM;MASC;SG
