organisms	الكائن	organisms	كَائِن	N;NOM;MASC;SG	N;NOM;DEF;SG
izplata	توزع	izplatīt	توزع	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;FEM;IND;SG;3;FIN;ACT
sakne	الجذر	sakne	جِذر	N;NOM;FEM;SG	N;NOM;DEF;SG
sakne	جذر	sakne	جِذر	N;NOM;FEM;SG	N;NOM;INDF;SG
alianses	التحالفات	alianse	تَحَالُف	N;NOM;FEM;PL	N;NOM;DEF;PL
alianses	تحالفات	alianse	تَحَالُف	N;NOM;FEM;PL	N;NOM;INDF;PL
baterija	البطارية	baterija	بِطَارِيّ	N;NOM;FEM;SG	N;NOM;DEF;SG
baterija	بطارية	baterija	بَطَّارِيَّة	N;NOM;FEM;SG	N;NOM;INDF;SG
sadarbojies	تعاونت	sadarboties	تَعَاوَن	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
ponijs	المهر	ponijs	مَهر	N;NOM;MASC;SG	N;NOM;DEF;SG
konkrēta	ملموسة	konkrēts	مَلمُوس	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
pamesta	هجرت	pamest	هَجَر	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
izskaidro	فسر	izskaidrot	فَسَّر	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;MASC;SG;3;ACT
izskaidro	اشرح	izskaidrot	أَشرَح	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;MASC;SG;3;ACT
izskaidro	تفسر	izskaidrot	فَسَّر	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;FEM;IND;SG;3;FIN;ACT
izskaidro	يشرح	izskaidrot	شَرَح	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
izskaidro	يوضح	izskaidrot	أَوضَح	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
izskaidro	يفسر	izskaidrot	فَسَّر	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
devums	الاسهام	devums	إِسهَام	N;NOM;MASC;SG	N;NOM;DEF;SG
devums	مساهمة	devums	مُسَاهَمَة	N;NOM;MASC;SG	N;NOM;INDF;SG
devums	المساهمة	devums	مُسَاهَمَة	N;NOM;MASC;SG	N;NOM;DEF;SG
dzemdē	رحم	dzemdēt	رَحِم	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;MASC;SG;3;ACT
augsne	تربة	augsne	تَربَة	N;NOM;FEM;SG	N;NOM;INDF;SG
augsne	التربة	augsne	تَرَبَّة	N;NOM;FEM;SG	N;NOM;DEF;SG
augsne	التربة	augsne	تَرَبَّة	N;NOM;FEM;SG	N;NOM;DEF;SG
administratīva	اداري	administratīva	أَدَارِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
administratīva	ادارية	administratīva	إِدَارِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
stiprums	قوة	stiprums	قُوَّة	N;NOM;MASC;SG	N;NOM;INDF;SG
stiprums	القوة	stiprums	قُوَّة	N;NOM;MASC;SG	N;NOM;DEF;SG
sekotāji	متابعين	sekotājs	مُتَأَابِع	N;NOM;MASC;PL	N;NOM;INDF;PL
sekotāji	المتابعين	sekotājs	مُتَابِع	N;NOM;MASC;PL	N;NOM;DEF;PL
bārda	اللحية	bārda	لَحِيّ	N;NOM;FEM;SG	N;NOM;DEF;SG
bārda	لحية	bārda	لِحيَة	N;NOM;FEM;SG	N;NOM;INDF;SG
matrica	المصفوفة	matrica	مَصفُوف	N;NOM;FEM;SG	N;NOM;DEF;SG
amati	الوظائف	amats	وَظِيفَة	N;NOM;MASC;PL	N;NOM;DEF;PL
amati	منشورات	amats	مَنشُور	N;NOM;MASC;PL	N;NOM;INDF;PL
amati	المناصب	amats	مُنَاصِب	N;NOM;MASC;PL	N;NOM;DEF;PL
amati	المنشورات	amats	مَنشُور	N;NOM;MASC;PL	N;NOM;DEF;PL
norma	معيار	norma	مُعِير	N;NOM;FEM;SG	N;NOM;INDF;SG
atņemt	طرح	atņemt	طَرَح	V;POS;NFIN	V;PFV;MASC;SG;3;ACT
tēja	الشاي	tēja	شَاي	N;NOM;FEM;SG	N;NOM;DEF;SG
vainags	التاج	vainags	تَاج	N;NOM;MASC;SG	N;NOM;DEF;SG
delegācija	الوفد	delegācija	وَفد	N;NOM;FEM;SG	N;NOM;DEF;SG
delegācija	وفد	delegācija	وَفد	N;NOM;FEM;SG	N;NOM;INDF;SG
bads	المجاعة	bads	مَجَّاعَة	N;NOM;MASC;SG	N;NOM;DEF;SG
bads	المجاعة	bads	مَجَّاعَة	N;NOM;MASC;SG	N;NOM;DEF;SG
bads	الجوع	bads	جُوع	N;NOM;MASC;SG	N;NOM;DEF;SG
žurnālisti	الصحفيون	žurnālists	صُحُفِيّ	N;NOM;MASC;PL	N;NOM;DEF;PL
žurnālisti	الصحافيين	žurnālists	صَحَافِيّ	N;NOM;MASC;PL	N;NOM;DEF;PL
žurnālisti	صحفيين	žurnālists	صُحُفِيّ	N;NOM;MASC;PL	N;NOM;INDF;PL
žurnālisti	الصحفيين	žurnālists	صُحُفِيّ	N;NOM;MASC;PL	N;NOM;DEF;PL
nosacījumi	الاحوال	nosacījums	حَال	N;NOM;MASC;PL	N;NOM;DEF;PL
nosacījumi	ظروف	nosacījums	ظَرف	N;NOM;MASC;PL	N;NOM;INDF;PL
nosacījumi	الظروف	nosacījums	ظَرف	N;NOM;MASC;PL	N;NOM;DEF;PL
nosacījumi	الشروط	nosacījums	شَرط	N;NOM;MASC;PL	N;NOM;DEF;PL
nosacījumi	شروط	nosacījums	شَرط	N;NOM;MASC;PL	N;NOM;INDF;PL
skunkss	الظربان	skunkss	ظَربَان	N;NOM;MASC;SG	N;NOM;DEF;SG
likumdošana	التشريع	likumdošana	تَشرِيع	N;NOM;FEM;SG	N;NOM;DEF;SG
likumdošana	تشريع	likumdošana	تَشرِيع	N;NOM;FEM;SG	N;NOM;INDF;SG
dimants	الماس	dimants	مَاس	N;NOM;MASC;SG	N;NOM;DEF;SG
dimants	الماسة	dimants	مَاسَّة	N;NOM;MASC;SG	N;NOM;DEF;SG
lietotnes	الطلبات	lietotne	طَلَب	N;NOM;FEM;PL	N;NOM;DEF;PL
lietotnes	التطبيقات	lietotne	تَطبِيق	N;NOM;FEM;PL	N;NOM;DEF;PL
lietotnes	تطبيقات	lietotne	تَطبِيق	N;NOM;FEM;PL	N;NOM;INDF;PL
ārstēšana	معاملة	ārstēšana	مُعَامَلَة	N;NOM;FEM;SG	N;NOM;INDF;SG
ārstēšana	معالجة	ārstēšana	مُعَالَجَة	N;NOM;FEM;SG	N;NOM;INDF;SG
ārstēšana	العلاج	ārstēšana	عِلَاج	N;NOM;FEM;SG	N;NOM;DEF;SG
ārstēšana	المعاملة	ārstēšana	مُعَامَلَة	N;NOM;FEM;SG	N;NOM;DEF;SG
ārstēšana	علاج	ārstēšana	عِلَاج	N;NOM;FEM;SG	N;NOM;INDF;SG
ārstēšana	المعالجة	ārstēšana	مُعَالَجَة	N;NOM;FEM;SG	N;NOM;DEF;SG
mainīta	تغيرت	mainīt	تَغَيَّر	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
pierādījums	الادلة	pierādījums	دِلَة	N;NOM;MASC;SG	N;NOM;DEF;SG
pierādījums	دليل	pierādījums	دَلِيل	N;NOM;MASC;SG	N;NOM;INDF;SG
pierādījums	الدليل	pierādījums	دَلِيل	N;NOM;MASC;SG	N;NOM;DEF;SG
pierādījums	دليل	pierādījums	دَلِيل	N;NOM;MASC;SG	N;NOM;INDF;SG
pierādījums	اثبات	pierādījums	إِثبَات	N;NOM;MASC;SG	N;NOM;INDF;SG
pierādījums	البرهان	pierādījums	بَرهَان	N;NOM;MASC;SG	N;NOM;DEF;SG
atbrīvoties	اهمل	atbrīvoties	أَهمَل	V;POS;REFL;NFIN	V;PFV;MASC;SG;3;ACT
pasniedzēja	استاذ	pasniedzēt	استاذ	N;NOM;FEM;SG	N;NOM;INDF;SG
pasniedzēja	المعلم	pasniedzēt	مُعلِم	N;NOM;FEM;SG	N;NOM;DEF;SG
pasniedzēja	معلم	pasniedzēt	مُعَلِّم	N;NOM;FEM;SG	N;NOM;INDF;SG
pasniedzēja	مدرس	pasniedzēt	مُدَرِّس	N;NOM;FEM;SG	N;NOM;INDF;SG
pasniedzēja	معلمة	pasniedzēt	مُعَلِّم	N;NOM;FEM;SG	N;NOM;INDF;SG
apaļš	مستديرة	apaļš	مُستَدِير	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
pauž	يعرب	paust	عَرَب	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
šūna	زنزانة	šūna	زِنزَانَة	N;NOM;FEM;SG	N;NOM;INDF;SG
šūna	الزنزانة	šūna	زِنزَانَة	N;NOM;FEM;SG	N;NOM;DEF;SG
šūna	خلية	šūna	خَلِيَّة	N;NOM;FEM;SG	N;NOM;INDF;SG
šūna	الخلية	šūna	خَلِيَّة	N;NOM;FEM;SG	N;NOM;DEF;SG
remonts	اصلاح	remonts	إِصلَاح	N;NOM;MASC;SG	N;NOM;INDF;SG
remonts	التصليح	remonts	تَصلِيح	N;NOM;MASC;SG	N;NOM;DEF;SG
remonts	الاصلاح	remonts	إِصلَاح	N;NOM;MASC;SG	N;NOM;DEF;SG
remonts	تصليح	remonts	تَصلِيح	N;NOM;MASC;SG	N;NOM;INDF;SG
pētīta	درست	pētīt	دَرَس	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
sektors	قطاع	sektors	قِطَاع	N;NOM;MASC;SG	N;NOM;INDF;SG
sektors	القطاع	sektors	قِطَاع	N;NOM;MASC;SG	N;NOM;DEF;SG
postenis	العنصر	postenis	عُنصُر	N;NOM;MASC;SG	N;NOM;DEF;SG
postenis	عنصر	postenis	عُنصُر	N;NOM;MASC;SG	N;NOM;INDF;SG
postenis	بند	postenis	بَند	N;NOM;MASC;SG	N;NOM;INDF;SG
postenis	البند	postenis	بَند	N;NOM;MASC;SG	N;NOM;DEF;SG
hipotēzes	الفرضيات	hipotēze	فَرضِيَّة	N;NOM;FEM;PL	N;NOM;DEF;PL
pārdošana	بيع	pārdošana	بَيع	N;NOM;FEM;SG	N;NOM;INDF;SG
pārdošana	البيع	pārdošana	بَيع	N;NOM;FEM;SG	N;NOM;DEF;SG
pārdošana	بيع	pārdošana	بَيع	N;NOM;FEM;SG	N;NOM;INDF;SG
pārdošana	البيع	pārdošana	بَيع	N;NOM;FEM;SG	N;NOM;DEF;SG
pārdošana	البيع	pārdošana	بَيع	N;NOM;FEM;SG	N;NOM;DEF;SG
ēra	عصر	ēra	عَصر	N;NOM;FEM;SG	N;NOM;INDF;SG
ēra	عهد	ēra	عَهد	N;NOM;FEM;SG	N;NOM;INDF;SG
ēra	حقبة	ēra	حِقبَة	N;NOM;FEM;SG	N;NOM;INDF;SG
ēra	العصر	ēra	عَصر	N;NOM;FEM;SG	N;NOM;DEF;SG
ēra	الحقبة	ēra	حِقبَة	N;NOM;FEM;SG	N;NOM;DEF;SG
mitrs	رطبة	mitrs	رُطبَة	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
aģenti	عملاء	aģents	عَمِيل	N;NOM;MASC;PL	N;NOM;INDF;PL
aģenti	وكلاء	aģents	وَكِيل	N;NOM;MASC;PL	N;NOM;INDF;PL
aģenti	الوكلاء	aģents	وَكِيل	N;NOM;MASC;PL	N;NOM;DEF;PL
aģenti	العملاء	aģents	عَمِيل	N;NOM;MASC;PL	N;NOM;DEF;PL
mehāniskā	ميكانيكي	mehāniska	مِيكَانِيكِي	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
mehāniskā	ميكانيكية	mehāniska	مِيكَانِيكِيَّة	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
rēķina	الفاتورة	rēķins	فَاتُورَة	N;NOM;MASC;SG	N;NOM;DEF;SG
rēķina	فاتورة	rēķins	فَاتُورَة	N;NOM;MASC;SG	N;NOM;INDF;SG
aizstāts	استبدل	aizstāt	اِستَبدَل	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
pazūd	يختفي	pazust	اِختَفَى	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
pazūd	تختفي	pazust	اِختَفَى	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;FEM;IND;SG;3;FIN;ACT
katastrofa	كارثة	katastrofa	كَارِثَة	N;NOM;FEM;SG	N;NOM;INDF;SG
katastrofa	الكارثة	katastrofa	كَارِثَة	N;NOM;FEM;SG	N;NOM;DEF;SG
katastrofa	الكارثة	katastrofa	كَارِثَة	N;NOM;FEM;SG	N;NOM;DEF;SG
mēģināt	حاول	mēģināt	حَاوَل	V;POS;NFIN	V;MASC;IMP;SG;FIN
līdzība	الشبه	līdzība	شِبه	N;NOM;FEM;SG	N;NOM;DEF;SG
līdzība	تشابه	līdzība	تَشَابُه	N;NOM;FEM;SG	N;NOM;INDF;SG
nano	النانو	nano	النانو	N	N;NOM;DEF;SG
atteikšanās	التخلي	atteikšanās	تَخَلِّي	N;NOM;FEM;SG	N;NOM;DEF;SG
atteikšanās	استسلام	atteikšanās	اِستِسلَام	N;NOM;FEM;SG	N;NOM;INDF;SG
atteikšanās	الاستسلام	atteikšanās	اِستِسلَام	N;NOM;FEM;SG	N;NOM;DEF;SG
atteikšanās	تنازل	atteikšanās	تَنَازُل	N;NOM;FEM;SG	N;NOM;INDF;SG
atteikšanās	التنازل	atteikšanās	تَنَازُل	N;NOM;FEM;SG	N;NOM;DEF;SG
skatās	يراقب	skatīties	رَاقَب	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
izdzīvošana	نجاة	izdzīvošana	نجاة	N;NOM;FEM;SG	N;NOM;INDF;SG
izdzīvošana	البقاء	izdzīvošana	بَقَاء	N;NOM;FEM;SG	N;NOM;DEF;SG
izdzīvošana	بقاء	izdzīvošana	بَقَاء	N;NOM;FEM;SG	N;NOM;INDF;SG
izdzīvošana	النجاة	izdzīvošana	النجاة	N;NOM;FEM;SG	N;NOM;DEF;SG
lēmumi	القرارات	lēmums	قَرَار	N;NOM;MASC;PL	N;NOM;DEF;PL
lēmumi	قرارات	lēmums	قَرَار	N;NOM;MASC;PL	N;NOM;INDF;PL
lēmumi	مقررات	lēmums	مُقَرَّرَات	N;NOM;MASC;PL	N;NOM;INDF;PL
lēmumi	المقررات	lēmums	مُقَرِّر	N;NOM;MASC;PL	N;NOM;DEF;PL
budisms	البوذية	budisms	بُوذِيّ	N;NOM;MASC;SG	N;NOM;DEF;SG
cietums	سجن	cietums	سِجن	N;NOM;MASC;SG	N;NOM;INDF;SG
cietums	السجن	cietums	سَجن	N;NOM;MASC;SG	N;NOM;DEF;SG
automobiļi	السيارات	automobilis	سَيَّارَة	N;NOM;MASC;PL	N;NOM;DEF;PL
automobiļi	سيارات	automobilis	سَيَّارَة	N;NOM;MASC;PL	N;NOM;INDF;PL
gredzeni	الحلقات	gredzene	حَلقَة	N;NOM;MASC;PL	N;NOM;DEF;PL
gredzeni	خواتم	gredzene	خُوَاتِم	N;NOM;MASC;PL	N;NOM;INDF;PL
gredzeni	حلقات	gredzene	حَلقَة	N;NOM;MASC;PL	N;NOM;INDF;PL
gredzeni	الخواتم	gredzene	خَاتِم	N;NOM;MASC;PL	N;NOM;DEF;PL
sēdvietas	مقاعد	sēdvieta	مَقعَد	N;NOM;FEM;PL	N;NOM;INDF;PL
sēdvietas	المقاعد	sēdvieta	مَقعَد	N;NOM;FEM;PL	N;NOM;DEF;PL
izskatījās	نظرت	izskatīties	نَظَر	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
izskatījās	بدت	izskatīties	بَدَا	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
tumsa	ظلام	tumsa	ظَلَام	N;NOM;FEM;SG	N;NOM;INDF;SG
tumsa	الظلام	tumsa	ظَلَام	N;NOM;FEM;SG	N;NOM;DEF;SG
tumsa	ظلمة	tumsa	ظِلمَة	N;NOM;FEM;SG	N;NOM;INDF;SG
žurnāli	المجلات	žurnāls	مَجَلّ	N;NOM;MASC;PL	N;NOM;DEF;PL
žurnāli	مجلات	žurnāls	مَجَلَّة	N;NOM;MASC;PL	N;NOM;INDF;PL
žurnāli	سجلات	žurnāls	سِجِلّ	N;NOM;MASC;PL	N;NOM;INDF;PL
džudo	الجودو	džudo	جُودُو	N	N;NOM;DEF;SG
maksā	دفع	maksāt	دَفَع	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;MASC;SG;3;ACT
maksā	دفعت	maksāt	دَفَع	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;FEM;SG;3;ACT
maksā	دفع	maksāt	دَفَع	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;MASC;SG;3;ACT
maksā	يدفع	maksāt	دَفَع	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
virtuve	مطبخ	virtuve	مَطبَخ	N;NOM;FEM;SG	N;NOM;INDF;SG
virtuve	مطبخ	virtuve	مَطبَخ	N;NOM;FEM;SG	N;NOM;INDF;SG
virtuve	المطبخ	virtuve	مُطبِخ	N;NOM;FEM;SG	N;NOM;DEF;SG
esamība	الوجود	esamība	وُجُود	N;NOM;FEM;SG	N;NOM;DEF;SG
esamība	التواجد	esamība	تَوَاجُد	N;NOM;FEM;SG	N;NOM;DEF;SG
esamība	الوجود	esamība	وُجُود	N;NOM;FEM;SG	N;NOM;DEF;SG
mīklas	معجنات	mīkla	مُعَجِّن	N;NOM;FEM;PL	N;NOM;INDF;PL
mīklas	المعجنات	mīkla	مُعَجِّن	N;NOM;FEM;PL	N;NOM;DEF;PL
rokasgrāmata	دليل	rokasgrāmata	دَلِيل	N;NOM;FEM;SG	N;NOM;INDF;SG
rokasgrāmata	الدليل	rokasgrāmata	دَلِيل	N;NOM;FEM;SG	N;NOM;DEF;SG
rokasgrāmata	مرشد	rokasgrāmata	مُرشِد	N;NOM;FEM;SG	N;NOM;INDF;SG
rokasgrāmata	دليل	rokasgrāmata	دَلِيل	N;NOM;FEM;SG	N;NOM;INDF;SG
rokasgrāmata	الدليل	rokasgrāmata	دَلِيل	N;NOM;FEM;SG	N;NOM;DEF;SG
rokasgrāmata	المرشد	rokasgrāmata	مُرشِد	N;NOM;FEM;SG	N;NOM;DEF;SG
rokasgrāmata	ارشاد	rokasgrāmata	إِرشَاد	N;NOM;FEM;SG	N;NOM;INDF;SG
mākslīga	اصطناعية	mākslīga	اِصطِنَاعِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
mākslīga	اصطناعي	mākslīga	اِصطِنَاعِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
draudēja	هدد	draudēt	هَدَّد	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;MASC;SG;3;ACT
patēriņš	استهلاك	patēriņš	اِستِهلَاك	N;NOM;MASC;SG	N;NOM;INDF;SG
patēriņš	الاستهلاك	patēriņš	اِستِهلَاك	N;NOM;MASC;SG	N;NOM;DEF;SG
šķīdums	حل	šķīdums	حَلّ	N;NOM;MASC;SG	N;NOM;INDF;SG
šķīdums	الحل	šķīdums	حَلّ	N;NOM;MASC;SG	N;NOM;DEF;SG
sastāvi	التشكيلات	sastāve	تَشكِيل	N;NOM;MASC;PL	N;NOM;DEF;PL
sastāvi	تشكيلات	sastāve	تشكيلات	N;NOM;MASC;PL	N;NOM;INDF;PL
sastāvi	التشكيلات	sastāve	تَشكِيل	N;NOM;MASC;PL	N;NOM;DEF;PL
sastāvi	تشكيلات	sastāve	تشكيلات	N;NOM;MASC;PL	N;NOM;INDF;PL
kails	عاري	kails	عَارِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
kails	عارية	kails	عَارِيَة	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
kolonisti	المستعمرين	kolonists	مُستَعمِر	N;NOM;MASC;PL	N;NOM;DEF;PL
kolonisti	المستوطنون	kolonists	مُستَوطِن	N;NOM;MASC;PL	N;NOM;DEF;PL
kolonisti	المستوطنين	kolonists	مُستَوطِن	N;NOM;MASC;PL	N;NOM;DEF;PL
izaugsme	النمو	izaugsme	نُمُوّ	N;NOM;FEM;SG	N;NOM;DEF;SG
izaugsme	نمو	izaugsme	نُمُوّ	N;NOM;FEM;SG	N;NOM;INDF;SG
izšķirtspēja	قرار	izšķirtīpēja	قَرَار	N;NOM;FEM;SG	N;NOM;INDF;SG
izšķirtspēja	القرار	izšķirtīpēja	قَرَار	N;NOM;FEM;SG	N;NOM;DEF;SG
minimālais	الادنى	minimāls	أَدنَى	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
definēt	عرف	definēt	عَرَف	V;POS;NFIN	V;PFV;MASC;SG;3;ACT
strēlnieks	القوس	strēlnieks	قَوس	N;NOM;MASC;SG	N;NOM;DEF;SG
kausi	الدلاء	kausis	دَلَاء	N;NOM;MASC;PL	N;NOM;DEF;PL
nodarbības	الدروس	nodarbība	دَرس	N;NOM;FEM;PL	N;NOM;DEF;PL
nodarbības	دروس	nodarbība	دَرس	N;NOM;FEM;PL	N;NOM;INDF;PL
nodarbības	الفصول	nodarbība	فَصل	N;NOM;FEM;PL	N;NOM;DEF;PL
nodarbības	صفوف	nodarbība	صَفّ	N;NOM;FEM;PL	N;NOM;INDF;PL
nodarbības	الصفوف	nodarbība	صَفّ	N;NOM;FEM;PL	N;NOM;DEF;PL
nodarbības	فصول	nodarbība	فَصل	N;NOM;FEM;PL	N;NOM;INDF;PL
palielināta	زاد	palielināt	زَاد	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
mēris	الطاعون	mēris	طَاعُون	N;NOM;MASC;SG	N;NOM;DEF;SG
aita	الخروف	aita	خَرف	N;NOM;FEM;SG	N;NOM;DEF;SG
aita	الغنم	aita	غَنَم	N;NOM;FEM;SG	N;NOM;DEF;SG
joma	النطاق	joma	نِطَاق	N;NOM;FEM;SG	N;NOM;DEF;SG
joma	نطاق	joma	نِطَاق	N;NOM;FEM;SG	N;NOM;INDF;SG
joma	النطاق	joma	نِطَاق	N;NOM;FEM;SG	N;NOM;DEF;SG
joma	مجال	joma	مَجَال	N;NOM;FEM;SG	N;NOM;INDF;SG
joma	المجال	joma	مَجَال	N;NOM;FEM;SG	N;NOM;DEF;SG
faili	ملفات	faile	مِلَفَّة	N;NOM;MASC;PL	N;NOM;INDF;PL
faili	الملفات	faile	مِلَفَّة	N;NOM;MASC;PL	N;NOM;DEF;PL
andalūzijas	الاندلس	andalūzija	الاندلس	N;NOM;FEM;SG	N;NOM;DEF;SG
uzņemšana	القبول	uzņemšana	قُبُول	N;NOM;FEM;SG	N;NOM;DEF;SG
uzņemšana	استقبال	uzņemšana	اِستِقبَال	N;NOM;FEM;SG	N;NOM;INDF;SG
uzņemšana	الاستقبال	uzņemšana	اِستِقبَال	N;NOM;FEM;SG	N;NOM;DEF;SG
uzņemšana	الالتحاق	uzņemšana	اِلتِحَاق	N;NOM;FEM;SG	N;NOM;DEF;SG
uzņemšana	القيد	uzņemšana	قَيد	N;NOM;FEM;SG	N;NOM;DEF;SG
izprast	فهم	izprast	فَهِم	V;POS;NFIN	V;PFV;MASC;SG;3;ACT
izprast	تفهم	izprast	أَفهَم	V;POS;NFIN	V;IPFV;MASC;IMP;SG;FIN
tonis	نبرة	tonis	نَبرَة	N;NOM;MASC;SG	N;NOM;INDF;SG
tonis	لهجة	tonis	لَهجَة	N;NOM;MASC;SG	N;NOM;INDF;SG
tonis	نغمة	tonis	نَغمَة	N;NOM;MASC;SG	N;NOM;INDF;SG
vertikālā	عمودي	vertikāls	عمودي	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
vertikālā	عمودية	vertikāls	عمودية	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
sinagoga	كنيس	sinagogs	كنيس	N;NOM;FEM;SG	N;NOM;INDF;SG
diagramma	التخطيط	diagramma	تَخطِيط	N;NOM;FEM;SG	N;NOM;DEF;SG
diagramma	المخطط	diagramma	مُخَطَّط	N;NOM;FEM;SG	N;NOM;DEF;SG
diagramma	مخطط	diagramma	مُخَطَّط	N;NOM;FEM;SG	N;NOM;INDF;SG
uzlikt	فرض	uzlikt	فَرَض	V;POS;NFIN	V;PFV;MASC;SG;3;ACT
jūdzes	اميال	jūdze	مِيل	N;NOM;FEM;PL	N;NOM;INDF;PL
iesaka	يوصي	iesacīt	أَوصَى	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
iesaka	توصي	iesacīt	أَوصَى	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;FEM;IND;SG;3;FIN;ACT
istaba	غرفة	istaba	غُرفَة	N;NOM;FEM;SG	N;NOM;INDF;SG
istaba	الغرفة	istaba	غُرفَة	N;NOM;FEM;SG	N;NOM;DEF;SG
istaba	حجرة	istaba	حُجرَة	N;NOM;FEM;SG	N;NOM;INDF;SG
ģeogrāfiskais	جغرافي	ģeogrāfisks	جُغرَافِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
ģeogrāfiskais	جغرافية	ģeogrāfisks	جُغرَافِيَّة	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
ģeogrāfiskais	جغرافي	ģeogrāfisks	جُغرَافِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
ģeogrāfiskais	جغرافية	ģeogrāfisks	جُغرَافِيَّة	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
prāts	البال	prāts	بَال	N;NOM;MASC;SG	N;NOM;DEF;SG
prāts	مانع	prāts	مَانِع	N;NOM;MASC;SG	N;NOM;INDF;SG
prāts	العقل	prāts	عَقل	N;NOM;MASC;SG	N;NOM;DEF;SG
aizsargi	حراس	aizsargs	حراس	N;NOM;MASC;PL	N;NOM;INDF;PL
aizsargi	الحراس	aizsargs	حَارِس	N;NOM;MASC;PL	N;NOM;DEF;PL
marksisma	الماركسية	marksisms	مَاركِسِيّ	N;NOM;MASC;SG	N;NOM;DEF;SG
dalījums	انهيار	dalījums	اِنهِيَار	N;NOM;MASC;SG	N;NOM;INDF;SG
dalījums	الانهيار	dalījums	اِنهِيَار	N;NOM;MASC;SG	N;NOM;DEF;SG
dalījums	انقسام	dalījums	اِنقِسَام	N;NOM;MASC;SG	N;NOM;INDF;SG
dalījums	التقسيم	dalījums	تَقسِيم	N;NOM;MASC;SG	N;NOM;DEF;SG
dalījums	تقسيم	dalījums	تَقسِيم	N;NOM;MASC;SG	N;NOM;INDF;SG
skaidra	واضح	skaidrs	وَاضِح	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
skaidra	واضحة	skaidrs	وَاضِح	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
plātne	صفيحة	plātne	صَفِيح	N;NOM;FEM;SG	N;NOM;INDF;SG
plātne	الصحن	plātne	صَحن	N;NOM;FEM;SG	N;NOM;DEF;SG
