категория	kategori	категория	kategori	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
физическа	fysikalisk	физически	fysikalisk	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
физическа	fysisk	физически	fysisk	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
приятелка	flickvän	приятелка	flickvän	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
приятелка	vän	приятелка	vän	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
хляб	bröd	хляб	bröd	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
крак	fot	крак	fot	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
крак	foot	крак	foot	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
пътешествие	färd	пътешествие	färd	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
пътешествие	resa	пътешествие	resa	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
пътешествие	resa	пътешествие	resa	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
минерали	mineraler	минерал	mineral	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
минерали	mineralämnen	минерал	mineralämne	N;INDF;MASC;PL	N;NOM;INDF;NEUT;PL
метал	metall	метал	metall	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
метал	metal	метал	metal	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
марката	varumärket	марка	varumärket	N;DEF;FEM;SG	N;NOM;DEF;NEUT;SG
кафяви	bruna	кафяв	brun	ADJ;INDF;PL	ADJ;NOM;PL
роднини	släktingar	роднина	släkting	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
пазари	marknader	пазар	marknad	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
успешна	framgångsrik	успешен	framgångsrik	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
успешна	lyckad	успешен	lycka	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
успешна	lyckat	успешен	lyckad	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
джамията	moskén	джамия	moskén	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
колега	kollega	колега	kolleg	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
колега	arbetskamrat	колега	arbetskamrat	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
пуерто	puerto	пуерто	puerto	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
разследване	utredning	разследване	utredning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
разследване	undersökning	разследване	undersökning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
беседка	drottningholm	беседка	drottningholm	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
подобрява	förbättrar	подобрявам	förbättra	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
роднина	släkting	роднина	släkting	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
магазини	butiker	магазин	butik	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
магазини	butiker	магазин	butik	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
образи	avbildningar	образ	avbildning	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
образи	bilder	образ	bild	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
сфера	klot	сфера	klo	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
сфера	sfär	сфера	sfär	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
сфера	klot	сфера	klo	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
взети	togs	взема	ta	V;PFV;INDF;PL;V.PTCP;PASS	V;IND;PST;FIN;PASS
публицист	publicist	публицист	publicist	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
индивиди	privatpersoner	индивид	privatperson	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
индивиди	individer	индивид	individ	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
забрана	ban	забрана	bu	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
забрана	förbud	забрана	förbud	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
забрана	förbud	забрана	förbud	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
цигулка	fiol	цигулка	fiol	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
носа	näsan	нос	näsan	N;DEF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
богатство	rikedom	богатство	rikedom	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
богатство	fortune	богатство	fortune	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
богатство	förmögenhet	богатство	förmögenhet	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
богатство	rikedom	богатство	rikedom	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
богатство	förmögenhet	богатство	förmögenhet	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
богатство	välstånd	богатство	välstånd	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
монархия	monarki	монархия	monarki	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
нарушения	överträdelser	нарушение	överträdelse	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
дупка	grop	дупка	grop	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
дупка	hål	дупка	hål	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
дупка	hole	дупка	hole	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
прототип	prototyp	прототип	prototyp	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
метални	metalliska	метален	metallisk	ADJ;INDF;PL	ADJ;NOM;PL
гроб	grav	гроб	grav	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
гроб	grav	гроб	grav	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
величина	storleksordning	величина	storleksordning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
треска	feber	трески	febe	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
треска	torsk	трески	torsk	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
техническа	teknisk	технически	teknisk	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
плътност	densitet	плътност	densit	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
плътност	täthet	плътност	täthet	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
врагове	fiender	враг	fiende	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
врагове	ovänner	враг	ovänna	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
врагове	fiender	враг	fiende	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
кале	kale	кале	kale	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
обяви	meddelade	обявя-(се)	meddela	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;PST;V.PTCP;ACT
андроник	andronikos	андроник	andronikos	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
примирие	vapenstillestånd	примирие	vapenstillestånd	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
примирие	vapenvila	примирие	vapenvil	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
примирие	vapenstillestånd	примирие	vapenstillestånd	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
обхват	omfång	обхват	omfång	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
обхват	omfattning	обхват	omfattning	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
обхват	tillämpningsområde	обхват	tillämpningsområde	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
обхват	räckvidd	обхват	räckvidd	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
обхват	avstånd	обхват	avstånd	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
обхват	range	обхват	range	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
обхват	intervall	обхват	intervall	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
бомби	bomber	бомба	bomber	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
сини	blå	син	blå	ADJ;INDF;PL	ADJ;NOM;PL
сини	blåa	син	blåa	ADJ;INDF;PL	ADJ;NOM;PL
съмнение	tvekan	съмнение	tvekan	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
съмнение	tvivel	съмнение	tvivel	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
лети	flyger	летя	flyga	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
лети	flyger	летя	flyga	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
лети	flyger	летя	flyga	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
изложение	utställning	изложение	utställning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
полска	polskt	полски	polsk	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
полска	polsk	полски	polsk	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
петна	fläckar	петна	fläck	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
петна	prickar	петна	pricka	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
петна	fläckar	петна	fläck	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
опозиция	motstånd	опозиция	motstånd	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
опозиция	invändning	опозиция	invändning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
опозиция	opposition	опозиция	opposition	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
резерва	reserv	резерва	reserv	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
конкретни	specifika	конкретен	specifik	ADJ;INDF;PL	ADJ;NOM;PL
конкретни	särskilda	конкретен	särskild	ADJ;INDF;PL	ADJ;NOM;PL;PST;V.PTCP
конкретни	konkreta	конкретен	konkret	ADJ;INDF;PL	ADJ;NOM;PL
витоша	vitosja	витош	vitosj	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
трилъри	thrillers	трилър	thriller	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
лагери	lager	лагер	lag	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
лагери	läger	лагер	läga	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
напитки	drycker	напитка	drycka	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
напитки	drycker	напитка	drycka	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
напитки	drinkar	напитка	drinka	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
лаборатория	laboratorium	лаборатория	laboratorium	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
лаборатория	labb	лаборатория	labb	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
лаборатория	lab	лаборатория	lab	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
отговорен	ansvarsfullt	отговорен	ansvarsfull	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
отговорен	ansvarsfull	отговорен	ansvarsfull	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
отговорен	ansvarig	отговорен	ansvarig	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
отговорен	ansvarigt	отговорен	ansvarig	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
соу	sou	соу	sou	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
соу	sol	соу	sol	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
соу	sugga	соу	sugga	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
декларация	förklaring	декларация	förklaring	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
декларация	försäkran	декларация	försäkra	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
декларация	deklaration	декларация	deklaration	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
рено	renault	рено	renaul	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
възстанови	återställ	възстановя-(се)	återställ	V;PFV;IMP;SG;2;FIN	V;IMP;FIN;ACT
възстанови	återfå	възстановя-(се)	återfå	V;PFV;IMP;SG;2;FIN	V;IMP;FIN;ACT
възстанови	återhämta	възстановя-(се)	återhämta	V;PFV;IMP;SG;2;FIN	V;IMP;NFIN;ACT
конвенция	konvent	конвенция	konvent	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
конвенция	konvention	конвенция	konvention	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
океани	oceaner	океаня	ocean	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
египетски	egyptisk	египетски	egyptisk	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
коледа	christmas	коледа	christma	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
коледа	jul	коледа	jul	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
офис	kontor	офис	kontor	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
офис	office	офис	office	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
газове	gaser	газ	gas	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
газове	gaser	газ	gas	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
участвали	deltog	участвам	delta	V;IPFV;INDF;PL;PST;V.PTCP;ACT	V;IND;PST;FIN;ACT
координати	koordinater	координат	koordinat	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
резултата	resultatet	резултат	resultat	N;DEF;MASC;SG	N;NOM;DEF;NEUT;SG
финансиране	finansiering	финансиране	finansiering	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
финансиране	finansiering	финансиране	finansiering	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
финансиране	finans	финансиране	finaas	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
финансиране	finansiering	финансиране	finansiering	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
покрита	täcks	покрия-(се)	täcka	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;IND;PRS;FIN;PASS
открие	upptäck	открия-(се)	upptäck	V;PFV;IMP;SG;2;PST;FIN	V;IMP;FIN;ACT
открие	upptäcka	открия-(се)	upptäcka	V;PFV;IMP;SG;2;PST;FIN	V;IMP;FIN;ACT
установяване	inrättning	установяване	inrättning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
установяване	anläggning	установяване	anläggning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
установяване	etablering	установяване	etablering	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
плаване	segling	плаване	segling	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
раздели	dela	разделя-(се)	dela	V;PFV;IMP;SG;2;FIN	V;IMP;FIN;ACT
китайска	kinesisk	китайски	kinesisk	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
отличен	förträffligt	отличен	förträfflig	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
отличен	utmärkt	отличен	utmärkt	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
седми	sjunde	седми	sju	ADJ;INDF;MASC;SG	ADJ;NOM
нефт	olja	нефт	olja	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
нефт	petroleum	нефт	petroleum	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
причинява	orsakar	причинявам	orsak	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
обслужване	gudstjänst	обслужване	gudstjänst	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
обслужване	service	обслужване	service	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
обслужване	tjänst	обслужване	tjänst	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
принадлежност	anknytning	принадлежност	anknytning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
принадлежност	tillhörighet	принадлежност	tillhörighet	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
принадлежност	tillhörighet	принадлежност	tillhörighet	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
оценки	uppskattningar	оценка	uppskattning	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
оценки	utvärderingar	оценка	utvärdering	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
оценки	utvärderingar	оценка	utvärdering	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
оценки	bedömningar	оценка	bedömning	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
съзнанието	medvetandet	съзнание	medvetande	N;DEF;NEUT;SG	N;NOM;DEF;NEUT;SG
паралелно	parallellt	паралелно	parallell	ADV	ADV
възстановен	återfås	възстановя-(се)	återfås	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;NFIN;PASS
възстановен	återställts	възстановя-(се)	återställa	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;V.CVB;PASS
изкачване	bestigning	изкачване	bestigning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
изкачване	uppstigning	изкачване	uppstigning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
часове	timmar	час	timme	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
часове	öppettider	час	öppettid	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
участъци	divisioner	участък	division	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
участъци	sektioner	участък	sektion	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
участъци	sektioner	участък	sektion	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
участъци	valdistrikt	участък	valdistrikt	N;INDF;MASC;PL	N;NOM;INDF;NEUT;PL
финансов	ekonomiskt	финансов	ekonomisk	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
финансов	finansiellt	финансов	finansiell	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
настояще	närvarande	настояще	närvarande	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
настояще	present	настояще	present	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
настояще	nutid	настояще	nutid	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
същност	väsen	същност	väs	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
континент	världsdel	континент	världsdel	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
континент	kontinent	континент	kontinent	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
терапия	behandling	терапия	behandling	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
терапия	terapi	терапия	terapi	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
хаус	house	хаус	house	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
хаус	hus	хаус	hus	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
уважение	respekt	уважение	respekt	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
претенции	fordringar	претенция	fordran	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
претенции	påståenden	претенция	påstående	N;INDF;FEM;PL	N;NOM;INDF;NEUT;PL
изход	output	изход	output	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
изход	produktion	изход	produktion	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
изход	utdata	изход	utdata	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
изход	utfall	изход	utfall	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
изход	utgång	изход	utgång	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
изход	utförsel	изход	utförsel	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
изход	utträde	изход	utträde	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
изход	exodus	изход	exodus	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
поръчка	ordningsföljd	поръчка	ordningsföljd	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
поръчка	beställning	поръчка	beställning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
поръчка	ordning	поръчка	ordning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
далечни	avlägsna	далечен	avlägsen	ADJ;INDF;PL	ADJ;NOM;PL
традиционни	traditionella	традиционен	traditionell	ADJ;INDF;PL	ADJ;NOM;PL
спектър	specter	спектър	spect	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
спектър	spektrum	спектър	spektrum	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
дефиниция	definition	дефиниция	definition	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
наклон	lutning	наклон	lutning	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
наклон	lutning	наклон	lutning	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
наклон	lutning	наклон	lutning	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
наклон	lutning	наклон	lutning	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
шлем	hjälm	шлем	hjälm	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
пещери	grottor	пещеря	grottor	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
плюс	plus	плюс	plus	ADV	ADV
състезатели	chaufförer	състезател	chaufför	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
състезатели	förare	състезател	förare	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
състезатели	drivrutiner	състезател	drivrutin	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
емилий	aemilius	емилий	aemilius	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
покривка	duk	покривка	duk	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
установи	etablera	установя-(се)	etablera	V;PFV;IMP;SG;2;FIN	V;IMP;FIN;ACT
установи	upprätta	установя-(се)	upprätta	V;PFV;IMP;SG;2;FIN	V;IMP;FIN;ACT
префект	prefekt	префект	prefekt	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
звучи	låter	звуча	låta	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
намали	förminska	намаля	förminsk	V;PFV;IMP;SG;2;FIN	V;IMP;NFIN;ACT
намали	minska	намаля	minska	V;PFV;IMP;SG;2;FIN	V;IMP;NFIN;ACT
намали	reducera	намаля	reducera	V;PFV;IMP;SG;2;FIN	V;IMP;FIN;ACT
приятелство	vänskap	приятелство	vänskap	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
екран	bildskärm	екран	bildskärm	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
екран	skärm	екран	skärm	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
зеленчуци	grönsaker	зеленчук	grönsak	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
зеленчуци	grönsaker	зеленчук	grönsak	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
истина	sanna	истина	sanna	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
истина	sant	истина	sant	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
истина	true	истина	true	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
истина	sanning	истина	sanning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ансамбъл	ensemble	ансамбъл	ensemble	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
петък	fredag	петък	fredag	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
петък	fredags	петък	fredag	N;INDF;MASC;SG	N;GEN;INDF;MASC+FEM;SG
архипелаг	skärgården	архипелаг	skärgård	N;DEF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
сребро	silver	сребро	silv	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
изменение	ändringsförslag	изменение	ändringsförslag	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
изменение	ändring	изменение	ändring	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
изменение	ändring	изменение	ändring	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
изменение	modifiering	изменение	modifiering	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
хитове	hits	хит	hits	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
дебелина	tjocklek	дебелина	tjocklek	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
разговор	konversation	разговор	konversation	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
разговор	samtal	разговор	samtal	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
норми	normer	норма	norm	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
дисциплина	disciplin	дисциплина	disciplin	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
джери	jerry	джеря	jerry	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
адаптация	anpassning	адаптация	anpassning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
периодични	periodiska	периодичен	periodisk	ADJ;INDF;PL	ADJ;NOM;PL
преместване	transfer	преместване	transfer	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
преместване	överlåtelse	преместване	överlåtelse	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
преместване	överföring	преместване	överföring	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
преместване	drag	преместване	drag	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
преместване	flytt	преместване	flytt	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
мостове	broar	мост	bro	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
зали	salar	зала	sala	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
депресия	depression	депресия	depression	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
гробище	begravningsplats	гробище	begravningsplats	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
гробище	kyrkogård	гробище	kyrkogård	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
гробище	begravningsplats	гробище	begravningsplats	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
гробище	kyrkogård	гробище	kyrkogård	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
предаде	förrått	предам-(се)	förrå	V;PFV;IND;SG;3;PST;FIN;ACT	V;V.CVB;ACT
