die	de	die	de	DET;DEF	DET;DEF
besigheid	meeting	besigheid	meeting	N;SG	N;MASC+FEM;SG
besigheid	bijeenkomst	besigheid	bijeenkomst	N;SG	N;MASC+FEM;SG
besigheid	bedrijf	besigheid	bedrijf	N;SG	N;NEUT;SG
ontploffing	explosie	ontploffing	explosie	N;SG	N;MASC+FEM;SG
ontploffing	ontploffing	ontploffing	ontploffing	N;SG	N;MASC+FEM;SG
rembrandt	rembrandt	rembrandt	rembranden	N;SG	N;MASC+FEM;SG
konserte	concerten	konserte	concert	N;PL	N;PL
seremonie	plechtigheid	seremonie	plechtigheid	N;SG	N;MASC+FEM;SG
seremonie	ceremonie	seremonie	ceremonie	N;SG	N;MASC+FEM;SG
munte	muntstukken	munt	muntstuk	N;PL	N;PL
munte	munten	munt	munt	N;PL	N;PL
gery	gereden	gery	rijden	V;PST;V.PTCP	V;V.PTCP
lêers	bestanden	lêers	bestand	N;PL	N;PL
lêers	dossiers	lêers	dossier	N;PL	N;PL
huishoudelike	huishoudelijke	huishoudelik	huishoudelijk	ADJ;NOM	ADJ
huishoudelike	huishoudelijk	huishoudelik	huishoudelijk	ADJ;NOM	ADJ
huishoudelike	binnenlands	huishoudelik	binnenlands	ADJ;NOM	ADJ
huishoudelike	huiselijk	huishoudelik	huiselijk	ADJ;NOM	ADJ
huishoudelike	huishoudelijk	huishoudelik	huishoudelijk	ADJ;NOM	ADJ
korrupsie	corruptie	korrupsie	corruptie	N;SG	N;MASC+FEM;SG
kommunikeer	communiceren	kommunikeer	communiceren	V;PRS	V;NFIN
noodsaaklike	essentiële	noodsaaklik	essentiel	ADJ;NOM	ADJ
noodsaaklike	onmisbaar	noodsaaklik	onmisbaar	ADJ;NOM	ADJ
noodsaaklike	essentieel	noodsaaklik	essentieel	ADJ;NOM	ADJ
prefektuur	prefectuur	prefektuur	prefectuur	N;SG	N;MASC+FEM;SG
ingedien	ingezonden	indien	inzenden	V;PST;V.PTCP	V;V.PTCP
ingedien	ingediende	indien	indienen	V;PST;V.PTCP	V;V.PTCP
ingedien	ingediend	indien	indienen	V;PST;V.PTCP	V;V.PTCP
ville	ville	ville	vil	N;SG	N;MASC+FEM;SG
bye	bijen	byd	bij	N;PL	N;PL
nuttige	behulpzaam	nuttig	behulpzaam	ADJ;NOM	ADJ
saad	zaaigoed	saad	zaaigoed	N;SG	N;NEUT;SG
saad	zaad	saad	zaad	N;SG	N;NEUT;SG
saad	zaaizaad	saad	zaaizaad	N;SG	N;NEUT;SG
gerangskik	gerangschikt	rangskik	gerangschikt	V;PST;V.PTCP	V;V.PTCP
andreas	andreas	andreas	andreas	N;SG	N;MASC+FEM;SG
regiment	regiment	regiment	regiment	N;SG	N;NEUT;SG
groenland	groenland	groenland	groenland	N;SG	N;NEUT;SG
verwerking	screening	verwerking	screening	N;SG	N;MASC+FEM;SG
masjien	engine	masjien	engine	N;SG	N;MASC+FEM;SG
masjien	motor	masjien	motor	N;SG	N;MASC+FEM;SG
masjien	machine	masjien	machine	N;SG	N;MASC+FEM;SG
buitelanders	buitenlanders	buitelander	buitenlander	N;PL	N;PL
buitelanders	vreemdelingen	buitelander	vreemdeling	N;PL	N;PL
vertraag	vertraagd	vertraag	vertragen	V;PRS	V;V.PTCP
vertraag	uitgesteld	vertraag	uitstellen	V;PRS	V;V.PTCP
besoeke	weergaven	besoek	weergaven	N;PL	N;PL
besoeke	indrukken	besoek	indruk	N;PL	N;PL
geskatte	geraamd	geskat	ramen	V;PST;V.PTCP	V;V.PTCP
geskatte	geschat	geskat	schatten	V;PST;V.PTCP	V;V.PTCP
geskatte	geschatte	geskat	schatten	V;PST;V.PTCP	V;V.PTCP
episodes	afleveringen	episode	aflevering	N;PL	N;PL
rys	rijst	rys	rijst	N;SG	N;MASC+FEM;SG
aanhou	houd	aanhou	houden	V;PRS	V;SG;PRS;FIN
aanhou	houden	aanhou	houden	V;PRS	V;NFIN
verskuiwing	migratie	verskuiwing	migratie	N;SG	N;MASC+FEM;SG
voorregte	privileges	voorreg	privilege	N;PL	N;PL
voorregte	bevoegdheden	voorreg	bevoegdheid	N;PL	N;PL
voorregte	voorrechten	voorreg	voorrechten	N;PL	N;PL
handelinge	acties	handeling	actie	N;PL	N;PL
eier	eitje	eier	eitje	N;SG	N;NEUT;SG
eier	ei	eier	ei	N;SG	N;NEUT;SG
kelvin	kelvin	kelvin	kelvin	N;SG	N;MASC+FEM;SG
wydte	breedte	wydte	breedte	N;SG	N;MASC+FEM;SG
talent	talent	talent	talent	N;SG	N;NEUT;SG
koppe	headers	kop	header	N;PL	N;PL
koppe	koppen	kop	kop	N;PL	N;PL
inleiding	inleiding	inleiding	inleiding	N;SG	N;MASC+FEM;SG
inleiding	invoering	inleiding	invoering	N;SG	N;MASC+FEM;SG
inleiding	introductie	inleiding	introductie	N;SG	N;MASC+FEM;SG
neerslag	neerslag	neerslag	neerslag	N;SG	N;MASC+FEM;SG
trots	trots	trots	trots	ADJ;NOM	ADJ
trots	fier	trots	fier	ADJ;NOM	ADJ
trots	trotse	trots	trots	ADJ;NOM	ADJ
trots	trots	trots	trots	ADJ;NOM	ADJ
ontevredenheid	ontevredenheid	ontevredenheid	ontevredenheid	N;SG	N;MASC+FEM;SG
ontevredenheid	onvrede	ontevredenheid	onvrede	N;SG	N;MASC+FEM;SG
blootstelling	belichting	blootstelling	belichting	N;SG	N;MASC+FEM;SG
blootstelling	blootstelling	blootstelling	blootstelling	N;SG	N;MASC+FEM;SG
boeddhistiese	boeddhistische	boeddhisties	boeddhistisch	ADJ;NOM	ADJ
sinners	zondaars	sinners	zondaars	N;PL	N;PL
steel	stelen	steel	stelen	V;PRS	V;NFIN
steel	steelt	steel	stelen	V;PRS	V;SG;PRS;FIN
steel	stelen	steel	stelen	V;PRS	V;NFIN
oscars	oscars	oscars	oscar	N;PL	N;PL
optredes	prestaties	optrede	prestatie	N;PL	N;PL
optredes	optredens	optrede	optredens	N;PL	N;PL
optredes	uitvoeringen	optrede	uitvoering	N;PL	N;PL
optredes	voorstellingen	optrede	voorstelling	N;PL	N;PL
tong	tong	tong	tong	N;SG	N;MASC+FEM;SG
sentrums	centra	sentrum	centrum	N;PL	N;PL
sentrums	centra	sentrum	centrum	N;PL	N;PL
erfgenaam	erfgenaam	erfgenaam	erfgenaam	N;SG	N;MASC+FEM;SG
vordering	progress	vordering	progress	N;SG	N;MASC+FEM;SG
vordering	vooruitgang	vordering	vooruitgang	N;SG	N;MASC+FEM;SG
vordering	voortgang	vordering	voortgang	N;SG	N;MASC+FEM;SG
haaie	haaien	haaie	haai	N;PL	N;PL
khoikhoi	khoikhoi	khoikhoi	khoikhoi	N;SG	N;MASC+FEM;SG
tabak	tabak	tabak	tabak	N;SG	N;MASC+FEM;SG
gekyk	bekeken	gekyk	bekijken	V;PST;V.PTCP	V;V.PTCP
gekyk	gekeken	gekyk	kijken	V;PST;V.PTCP	V;V.PTCP
gekyk	keek	gekyk	kijken	V;PST;V.PTCP	V;SG;PST;FIN
gekyk	bekeken	gekyk	bekijken	V;PST;V.PTCP	V;V.PTCP
indiane	indianen	indiane	indiaan	N;PL	N;PL
indiane	indiërs	indiane	indiër	N;PL	N;PL
handelsmerk	brand	handelsmerk	brand	N;SG	N;MASC+FEM;SG
handelsmerk	merk	handelsmerk	merk	N;SG	N;NEUT;SG
handelsmerk	brandmerk	handelsmerk	brandmerk	N;SG	N;NEUT;SG
handelsmerk	handelsmerk	handelsmerk	handelsmerk	N;SG	N;NEUT;SG
brûe	bruggen	brûe	bruggen	N;PL	N;PL
andromeda	andromeda	andromeda	andromeda	N;SG	N;MASC+FEM;SG
lesings	lezingen	lesing	lezing	N;PL	N;PL
lens	lens	lens	lens	N;SG	N;MASC+FEM;SG
wolkekrabber	wolkenkrabber	wolkekrabber	wolkenkrabber	N;SG	N;MASC+FEM;SG
ooreenstemming	match	ooreenstemming	match	N;SG	N;MASC+FEM;SG
waarneem	kijk	waarneem	kijken	V;PRS	V;SG;PRS;FIN
waarneem	kijken	waarneem	kijken	V;PRS	V;NFIN
situasies	situaties	situasie	situatie	N;PL	N;PL
tornado	tornado	tornado	tornado	N;SG	N;MASC+FEM;SG
klim	klimmen	klim	klimmen	V;PRS	V;NFIN
sinne	zinnen	sinne	zin	N;PL	N;PL
sinne	vonnissen	sinne	vonnis	N;PL	N;PL
honde	honden	hond	hond	N;PL	N;PL
nord	nord	nord	nord	N;SG	N;MASC+FEM;SG
dimensies	afmetingen	dimensies	afmeting	N;PL	N;PL
dimensies	dimensies	dimensies	dimensie	N;PL	N;PL
outeurs	auteurs	outeur	auteur	N;PL	N;PL
outeurs	schrijvers	outeur	schrijver	N;PL	N;PL
gewoontes	gewoonten	gewoontes	gewoonte	N;PL	N;PL
gewoontes	gewoontes	gewoontes	woneen	N;PL	N;PL
troue	trouwfeest	trou	trouwfeest	N;SG	N;NEUT;SG
troue	bruiloft	trou	bruiloft	N;SG	N;MASC+FEM;SG
troue	huwelijk	trou	huwelijk	N;SG	N;NEUT;SG
sonlig	zonlicht	sonlig	zonlicht	N;SG	N;NEUT;SG
teaters	bioscopen	teater	bioscoop	N;PL	N;PL
aangedryf	aangedreven	aandryf	aandrijven	V;PST;V.PTCP	V;V.PTCP
opsie	optie	opsie	optie	N;SG	N;MASC+FEM;SG
moedig	aanmoedigen	moedig	aanmoedigen	V;PRS	V;NFIN
patent	octrooi	patent	octrooi	N;SG	N;NEUT;SG
patent	patent	patent	patent	N;SG	N;NEUT;SG
praktyke	praktijken	praktyak	praktijk	N;PL	N;PL
betwis	betwiste	betwis	betwisten	V;PRS	V;V.PTCP
betwis	betwist	betwis	betwisten	V;PRS	V;V.PTCP
betwis	aangevochten	betwis	aanvechten	V;PRS	V;V.PTCP
betwis	omstreden	betwis	omstreden	V;PRS	V;V.PTCP
hongersnood	hongersnood	hongersnood	hongersnood	N;SG	N;MASC+FEM;SG
rye	rijen	rye	rij	N;PL	N;PL
moskouse	domodedovo	moskous	domodedovo	N;SG	N;MASC+FEM;SG
tender	offerte	tender	offert	N;SG	N;MASC+FEM;SG
draaiboek	scenario	draaiboek	scenario	N;SG	N;NEUT;SG
respek	respect	respek	respect	N;SG	N;NEUT;SG
majoor	majoor	majoor	majoor	N;SG	N;MASC+FEM;SG
majoor	major	majoor	major	N;SG	N;MASC+FEM;SG
majoor	hoofdvak	majoor	hoofdvak	N;SG	N;NEUT;SG
lood	lood	lood	lood	N;SG	N;NEUT;SG
lood	lead	lood	lead	N;SG	N;MASC+FEM;SG
fotografie	fotografie	fotografie	fotografie	N;SG	N;MASC+FEM;SG
oorskry	overschreden	oorskry	overschrijden	V;PRS	V;V.PTCP
oorskry	overtroffen	oorskry	overtreffen	V;PRS	V;V.PTCP
maag	maag	maag	maag	N;SG	N;MASC+FEM;SG
maag	buik	maag	buik	N;SG	N;MASC+FEM;SG
konsert	concert	konsert	concert	N;SG	N;NEUT;SG
gunsteling	favoriet	gunsteling	favoriet	N;SG	N;MASC+FEM;SG
gunsteling	favoriet	gunsteling	favoriet	N;SG	N;MASC+FEM;SG
onwettige	onwettig	onwettig	onwettig	ADJ;NOM	ADJ
onwettige	illegaal	onwettig	illegaal	ADJ;NOM	ADJ
onwettige	illegale	onwettig	illegaal	ADJ;NOM	ADJ
geëmigreer	emigreerde	imigreer	emigreren	V;PST;V.PTCP	V;SG;PST;FIN
botsings	conflicten	botsings	conflict	N;PL	N;PL
botsings	botsingen	botsings	botsing	N;PL	N;PL
vasgevang	gegrepen	vasvang	grijpen	V;PRS	V;V.PTCP
vasgevang	gevangen	vasvang	vangen	V;PRS	V;V.PTCP
kollegas	collegae	kollega	collegae	N;PL	N;PL
dade	handelingen	dade	handeling	N;PL	N;PL
dade	acts	dade	acts	N;PL	N;PL
ontmoeting	ontmoeting	ontmoeting	ontmoeting	N;SG	N;MASC+FEM;SG
ontmoeting	vergadering	ontmoeting	vergadering	N;SG	N;MASC+FEM;SG
ontmoeting	meeting	ontmoeting	meeting	N;SG	N;MASC+FEM;SG
ontmoeting	bijeenkomst	ontmoeting	bijeenkomst	N;SG	N;MASC+FEM;SG
geskille	geschillen	geskil	geschil	N;PL	N;PL
versterkings	versterkingen	versterking	versterking	N;PL	N;PL
bydraers	bijdragers	bydraer	bijdrager	N;PL	N;PL
filosowe	filosofen	filosowe	filosoof	N;PL	N;PL
meeding	concurrerende	meeding	concurreren	V;PRS	V;V.PTCP
meeding	concurreren	meeding	concurreren	V;PRS	V;NFIN
hoofkarakter	hoofdpersoon	hoofkarakter	hoofdpersoon	N;SG	N;MASC+FEM;SG
mohammed	muhammad	mohammed	muhammad	N;SG	N;MASC+FEM;SG
mohammed	mohammed	mohammed	mohammed	N;SG	N;MASC+FEM;SG
gemerk	gelabeld	merk	labelen	V;PST;V.PTCP	V;V.PTCP
gemerk	nagekeken	merk	nagekijken	V;PST;V.PTCP	V;V.PTCP
gemerk	gecheckt	merk	checken	V;PST;V.PTCP	V;V.PTCP
gemerk	gecontroleerd	merk	controleren	V;PST;V.PTCP	V;V.PTCP
gemerk	geselecteerde	merk	selecteren	V;PST;V.PTCP	V;V.PTCP
gemerk	geselecteerd	merk	selecteren	V;PST;V.PTCP	V;V.PTCP
gemerk	uitgekozen	merk	uitkiezen	V;PST;V.PTCP	V;V.PTCP
gemerk	gekozen	merk	kiezen	V;PST;V.PTCP	V;V.PTCP
gemerk	uitgelicht	merk	uitlichten	V;PST;V.PTCP	V;V.PTCP
gemerk	gemarkeerd	merk	markeren	V;PST;V.PTCP	V;V.PTCP
gemerk	gemarkeerde	merk	markeren	V;PST;V.PTCP	V;V.PTCP
gemerk	gemarkeerd	merk	markeren	V;PST;V.PTCP	V;V.PTCP
monster	beast	monster	beast	N;SG	N;MASC+FEM;SG
monster	beest	monster	beest	N;SG	N;NEUT;SG
monster	monster	monster	monster	N;SG	N;NEUT;SG
staak	afbreken	staak	afbreken	V;PRS	V;NFIN
bose	kwaad	bose	kwaad	N;SG	N;NEUT;SG
bose	slechtheid	bose	slechtheid	N;SG	N;MASC+FEM;SG
bose	evil	bose	evil	N;SG	N;MASC+FEM;SG
sektore	sectoren	sektor	sector	N;PL	N;PL
mislukking	mislukking	mislukking	mislukking	N;SG	N;MASC+FEM;SG
mislukking	mislukkeling	mislukking	mislukkeling	N;SG	N;MASC+FEM;SG
gordel	riem	gordel	riem	N;SG	N;MASC+FEM;SG
gordel	gordel	gordel	gordel	N;SG	N;MASC+FEM;SG
fritz	fritz	fritz	fritz	N;SG	N;MASC+FEM;SG
tweeling	tweeling	tweeling	tweeling	N;SG	N;MASC+FEM;SG
tweeling	twin	tweeling	twin	N;SG	N;MASC+FEM;SG
tweeling	tweeling	tweeling	tweeling	N;SG	N;MASC+FEM;SG
tweeling	gemini	tweeling	minien	N;SG	N;MASC+FEM;SG
gevonnis	veroordeeld	gevonnis	veroordelen	V;PRS	V;V.PTCP
ondervinding	ervaring	ondervinding	ervaring	N;SG	N;MASC+FEM;SG
veelvuldige	meervoudige	veelvuldig	meervoudig	ADJ;NOM	ADJ
veelvuldige	meervoudig	veelvuldig	meervoudig	ADJ;NOM	ADJ
geregtigheid	gerechtigheid	geregtigheid	gerechtigheid	N;SG	N;MASC+FEM;SG
geregtigheid	justitie	geregtigheid	justitie	N;SG	N;MASC+FEM;SG
geregtigheid	rechtvaardigheid	geregtigheid	rechtvaardigheid	N;SG	N;MASC+FEM;SG
isotoop	isotoop	isotoop	isotoop	N;SG	N;MASC+FEM;SG
tekeninge	tekeningen	tekening	tekening	N;PL	N;PL
stabiliteit	stabiliteit	stabiliteit	stabiliteit	N;SG	N;MASC+FEM;SG
besprekings	discussies	bespreking	discussie	N;PL	N;PL
besprekings	besprekingen	bespreking	bespreking	N;PL	N;PL
besprekings	reserveringen	bespreking	reservering	N;PL	N;PL
verbruikers	consumenten	verbruiker	consument	N;PL	N;PL
verbruikers	verbruikers	verbruiker	verbruiker	N;PL	N;PL
ooreengekom	afgesproken	ooreenkom	afspreken	V;PST;V.PTCP	V;V.PTCP
ooreengekom	overeengekomen	ooreenkom	overeenkomen	V;PST;V.PTCP	V;V.PTCP
ooreengekom	onderhandelde	ooreenkom	onderhandelen	V;PST;V.PTCP	V;SG;PST;FIN
ooreengekom	onderhandeld	ooreenkom	onderhandelen	V;PST;V.PTCP	V;V.PTCP
visie	visioen	visie	visioen	N;SG	N;NEUT;SG
visie	visie	visie	visie	N;SG	N;MASC+FEM;SG
visie	vision	visie	vision	N;SG	N;MASC+FEM;SG
visie	zicht	visie	zicht	N;SG	N;NEUT;SG
dieretuin	dierentuin	dieretuin	dierentuin	N;SG	N;MASC+FEM;SG
dieretuin	zoo	dieretuin	zullen	N;SG	N;MASC+FEM;SG
invertebrates	ongewervelde	invertebrate	ongewervelde	N;SG	N;MASC+FEM;SG
bystand	ondersteuning	bystand	ondersteuning	N;SG	N;MASC+FEM;SG
bystand	steun	bystand	steun	N;SG	N;MASC+FEM;SG
bystand	support	bystand	support	N;SG	N;MASC+FEM;SG
vriendskap	vriendschap	vriendskap	vriendschap	N;SG	N;MASC+FEM;SG
jura	jura	jura	jura	N;SG	N;NEUT;SG
jura	jurassic	jura	jurassic	N;SG	N;MASC+FEM;SG
polinesië	polynesië	polinesië	polynesië	N;SG	N;MASC+FEM;SG
bates	activa	bate	activa	N;PL	N;PL
betekenisse	betekenissen	betekenis	betekenis	N;PL	N;PL
herroep	herinneren	herroep	herinneren	V;PRS	V;NFIN
herroep	terugroepen	herroep	terugroepen	V;PRS	V;NFIN
herroep	intrekken	herroep	intrekken	V;PRS	V;NFIN
herroep	herroepen	herroep	herroep	V;PRS	V;V.PTCP
herroep	onthoud	herroep	onthoud	V;PRS	V;SG;PRS;FIN
wol	wol	wol	wol	N;SG	N;MASC+FEM;SG
verenigings	associaties	vereniging	associatie	N;PL	N;PL
verenigings	verenigingen	vereniging	vereniging	N;PL	N;PL
indeks	index	indeks	index	N;SG	N;MASC+FEM;SG
indeks	indexcijfer	indeks	indexcijfer	N;SG	N;NEUT;SG
inskrywing	binnenkomst	inskrywing	binnenkomst	N;SG	N;MASC+FEM;SG
inskrywing	vermelding	inskrywing	vermelding	N;SG	N;MASC+FEM;SG
voortgaan	hervat	voortgaan	hervatten	V;PRS	V;V.PTCP
voortgaan	hervatten	voortgaan	hervatten	V;PRS	V;NFIN
integrasie	integratie	integrasie	integratie	N;SG	N;MASC+FEM;SG
waardering	waardering	waardering	waardering	N;SG	N;MASC+FEM;SG
waardering	appreciatie	waardering	appreciatie	N;SG	N;MASC+FEM;SG
meetkunde	geometrie	meetkund	geometrie	N;SG	N;MASC+FEM;SG
meetkunde	meetkunde	meetkund	meetkunde	N;SG	N;MASC+FEM;SG
nooi	uitnodigen	nooi	uitnodig	V;PRS	V;NFIN
kenners	experts	kenners	expert	N;PL	N;PL
kenners	experten	kenners	expert	N;PL	N;PL
skuilnaam	pseudoniem	skuilnaam	pseudoniem	N;SG	N;NEUT;SG
henning	henning	henning	henning	N;SG	N;MASC+FEM;SG
vermeng	gemengd	vermeng	mengen	V;PRS	V;V.PTCP
muis	muis	muis	muis	N;SG	N;MASC+FEM;SG
veldslag	battle	veldslag	battle	N;SG	N;MASC+FEM;SG
veldslag	slag	veldslag	slag	N;SG	N;MASC+FEM;SG
veldslag	strijd	veldslag	strijd	N;SG	N;MASC+FEM;SG
veldslag	gevecht	veldslag	gevecht	N;SG	N;NEUT;SG
veldslag	veldslag	veldslag	veldslag	N;SG	N;MASC+FEM;SG
tenks	tanks	tenks	tank	N;PL	N;PL
voorkant	voorkant	voorkant	voorkant	N;SG	N;MASC+FEM;SG
voorkant	voorzijde	voorkant	voorzijde	N;SG	N;MASC+FEM;SG
waardeer	waardeer	waardeer	waardeer	V;PRS	V;SG;PRS;FIN
waardeer	waarderen	waardeer	waarderen	V;PRS	V;NFIN
spandeer	besteden	spandeer	besteden	V;PRS	V;NFIN
spandeer	uitgeven	spandeer	uitgeven	V;PRS	V;NFIN
wiele	wielen	wiel	wiel	N;PL	N;PL
wiele	velgen	wiel	velgen	N;PL	N;PL
berekening	berekening	berekening	berekening	N;SG	N;MASC+FEM;SG
bezuidenhout	bezuidenhout	bezuidenhout	bezuidenhout	N;SG	N;NEUT;SG
wikipedias	wikipedias	wikipedias	wikipedias	N;SG	N;MASC+FEM;SG
spraak	spraak	spraak	spraak	N;SG	N;MASC+FEM;SG
spraak	toespraak	spraak	toespraak	N;SG	N;MASC+FEM;SG
spraak	speech	spraak	speech	N;SG	N;MASC+FEM;SG
spraak	redevoering	spraak	redevoering	N;SG	N;MASC+FEM;SG
aanslag	plaag	aanslag	plaag	N;SG	N;MASC+FEM;SG
aanslag	gesel	aanslag	gesel	N;SG	N;MASC+FEM;SG
omgeskakel	geconverteerd	omskakel	converteren	V;PST;V.PTCP	V;V.PTCP
omgeskakel	bekeerd	omskakel	bekeerd	V;PST;V.PTCP	V;V.PTCP
omgeskakel	omgezet	omskakel	omzetten	V;PST;V.PTCP	V;V.PTCP
omgeskakel	omgerekend	omskakel	omrekenen	V;PST;V.PTCP	V;V.PTCP
omgeskakel	omgebouwd	omskakel	ombouwen	V;PST;V.PTCP	V;V.PTCP
skilders	schilders	skilder	schilder	N;PL	N;PL
masjiene	machines	masjien	machine	N;PL	N;PL
woonstel	apt	woonstel	apt	N;SG	N;MASC+FEM;SG
portaal	toegangspoort	portaal	toegangspoort	N;SG	N;MASC+FEM;SG
portaal	doorgang	portaal	doorgang	N;SG	N;MASC+FEM;SG
portaal	gateway	portaal	gateway	N;SG	N;MASC+FEM;SG
portaal	poort	portaal	poort	N;SG	N;MASC+FEM;SG
gedood	gedood	dood	doden	V;PST;V.PTCP	V;V.PTCP
gedood	vermoord	dood	vermoorden	V;PST;V.PTCP	V;V.PTCP
grepe	bytes	greep	bytes	N;PL	N;PL
orals	overal	orals	overal	ADV	ADV
subspesie	ondersoort	subspesie	ondersoort	N;SG	N;MASC+FEM;SG
inflasie	inflatie	inflasie	inflatie	N;SG	N;MASC+FEM;SG
schalk	schalk	schalk	schalk	N;SG	N;MASC+FEM;SG
logika	logica	logika	logica	N;SG	N;MASC+FEM;SG
gelowe	religies	geloof	religie	N;PL	N;PL
skoonheid	beauty	skoonheid	beauty	N;SG	N;MASC+FEM;SG
skoonheid	schoonheid	skoonheid	schoonheid	N;SG	N;MASC+FEM;SG
insluiting	insluiting	insluiting	insluiting	N;SG	N;MASC+FEM;SG
insluiting	inclusie	insluiting	inclusie	N;SG	N;MASC+FEM;SG
insluiting	opneming	insluiting	opneming	N;SG	N;MASC+FEM;SG
warmte	warmte	warmte	warmte	N;SG	N;MASC+FEM;SG
demografie	demografie	demografie	demografie	N;SG	N;MASC+FEM;SG
genres	genres	genres	genres	N;PL	N;PL
oortuigings	overtuigingen	oortuiging	overtuiging	N;PL	N;PL
heuning	schat	heuning	schat	N;SG	N;MASC+FEM;SG
heuning	honing	heuning	honing	N;SG	N;MASC+FEM;SG
bediener	daemon	bediener	daemon	N;SG	N;MASC+FEM;SG
bediener	organisator	bediener	organisator	N;SG	N;MASC+FEM;SG
bediener	gastheer	bediener	gastheer	N;SG	N;MASC+FEM;SG
bediener	host	bediener	host	N;SG	N;MASC+FEM;SG
bediener	server	bediener	server	N;SG	N;MASC+FEM;SG
vergoeding	vergoeding	vergoeding	vergoeding	N;SG	N;MASC+FEM;SG
vergoeding	compensatie	vergoeding	compensatie	N;SG	N;MASC+FEM;SG
vergoeding	schadeloosstelling	vergoeding	schadeloosstelling	N;SG	N;MASC+FEM;SG
vergoeding	schadevergoeding	vergoeding	schadevergoeding	N;SG	N;MASC+FEM;SG
vergoeding	vergoeding	vergoeding	vergoeding	N;SG	N;MASC+FEM;SG
vergoeding	bezoldiging	vergoeding	bezoldiging	N;SG	N;MASC+FEM;SG
vergoeding	beloning	vergoeding	beloning	N;SG	N;MASC+FEM;SG
balans	saldo	balans	saldo	N;SG	N;NEUT;SG
balans	balans	balans	balans	N;SG	N;MASC+FEM;SG
balans	evenwicht	balans	evenwicht	N;SG	N;NEUT;SG
balans	afweging	balans	afweging	N;SG	N;MASC+FEM;SG
balans	evenwicht	balans	evenwicht	N;SG	N;NEUT;SG
atheense	atheense	atheens	atheens	ADJ;NOM	ADJ
agent	agent	agent	agent	N;SG	N;MASC+FEM;SG
resensies	reviews	resensie	review	N;PL	N;PL
resensies	beoordelingen	resensie	beoordeling	N;PL	N;PL
resensies	recensies	resensie	recensie	N;PL	N;PL
enigiemand	iedereen	enigiemand	iedereen	PRO	PRO;3
enigiemand	iemand	enigiemand	iemand	PRO	PRO;3
kommunisme	communisme	kommunisme	communisme	N;SG	N;NEUT;SG
stellings	instellingen	stelling	instelling	N;PL	N;PL
toewyding	toewijding	toewyding	toewijding	N;SG	N;MASC+FEM;SG
bepaling	vastberadenheid	bepaling	vastberadenheid	N;SG	N;MASC+FEM;SG
bepaling	bepaling	bepaling	bepaling	N;SG	N;MASC+FEM;SG
onderbreek	onderbreken	onderbreek	onderbreken	V;PRS	V;NFIN
onderbreek	pauzeren	onderbreek	pauzeren	V;PRS	V;NFIN
volksmoord	genocide	volksmoord	genocide	N;SG	N;MASC+FEM;SG
volksmoord	volkerenmoord	volksmoord	volkerenmoord	N;SG	N;MASC+FEM;SG
jaarsveld	jaarsveld	jaarsveld	jaarsveld	N;SG	N;MASC+FEM;SG
slagoffer	slachtoffer	slagoffer	slachtoffer	N;SG	N;NEUT;SG
uitsonderings	stijlen	uitsondering	stijl	N;PL	N;PL
uitsonderings	uitzonderingen	uitsondering	uitzondering	N;PL	N;PL
skerm	screen	skerm	screen	N;SG	N;MASC+FEM;SG
skerm	scherm	skerm	scherm	N;SG	N;NEUT;SG
skerm	beeldscherm	skerm	beeldscherm	N;SG	N;NEUT;SG
solo	solo	solo	solo	N;SG	N;MASC+FEM;SG
bok	geit	bok	geit	N;SG	N;MASC+FEM;SG
horings	hoorns	horing	hoorn	N;PL	N;PL
horings	toeters	horing	toeter	N;PL	N;PL
horings	horens	horing	horens	N;PL	N;PL
howe	rechtbanken	hof	rechtbank	N;PL	N;PL
laboratorium	laboratorium	laboratorium	laboratorium	N;SG	N;NEUT;SG
laboratorium	labo	laboratorium	labo	N;SG	N;NEUT;SG
laboratorium	lab	laboratorium	lib	N;SG	N;NEUT;SG
sfeer	bol	sfeer	bol	N;SG	N;MASC+FEM;SG
deurbraak	doorbraak	deurbraak	doorbraak	N;SG	N;MASC+FEM;SG
kombineer	combineren	kombineer	combineren	V;PRS	V;NFIN
woiwodskap	mazovië	woiwodskap	mazovië	N;SG	N;MASC+FEM;SG
bes	bes	bes	bes	N;SG	N;MASC+FEM;SG
woonstelle	appartementen	woonstel	appartement	N;PL	N;PL
oproep	bellen	oproep	bellen	V;PRS	V;NFIN
oproep	bel	oproep	bellen	V;PRS	V;SG;PRS;FIN
opsomming	samenvatting	opsomming	samenvatting	N;SG	N;MASC+FEM;SG
verdubbel	verdubbelen	verdubbel	verdubbelen	V;PRS	V;NFIN
argumente	argumenten	argument	argument	N;PL	N;PL
terminaal	terminal	terminaal	terminal	N;SG	N;MASC+FEM;SG
terminaal	terminale	terminaal	terminaal	N;SG	N;MASC+FEM;SG
lirieke	teksten	liriek	tekst	N;PL	N;PL
optog	marcheren	optog	marcheren	V;PRS	V;NFIN
gimnastiek	gymnastiek	gimnastiek	gymnastiek	N;SG	N;MASC+FEM;SG
herstelwerk	herstelling	herstelwerk	herstelling	N;SG	N;MASC+FEM;SG
herstelwerk	reparatie	herstelwerk	reparatie	N;SG	N;MASC+FEM;SG
ineenstorting	ineenstorting	ineenstorting	ineenstorting	N;SG	N;MASC+FEM;SG
ineenstorting	instorting	ineenstorting	instorting	N;SG	N;MASC+FEM;SG
