blev	滞在	blive	滞在	V;IND;PST;FIN;ACT	V
hændelser	イベント	hændelse	イベント	N;INDF;MASC+FEM;PL	N
hændelser	行事	hændelse	行事	N;INDF;MASC+FEM;PL	N
flanke	側面	flanke	側面	N;INDF;MASC+FEM;SG	N
bestyrelsesmedlem	監督	bestyrelsesmedlem	監督	N;INDF;NEUT;SG	N
bestyrelsesmedlem	取締役	bestyrelsesmedlem	取締役	N;INDF;NEUT;SG	N
tætte	濃密	tæt	濃密	ADJ;PL	ADJ
bytte	貿易	bytte	貿易	N;INDF;MASC+FEM;SG	N
beskytter	保護	beskytte	保護	V;IND;PRS;FIN;ACT	V
hockey	ホッケー	hockey	ホッケー	N;INDF;MASC+FEM;SG	N
hockey	アイス	hockey	アイス	N;INDF;MASC+FEM;SG	N
butik	ショップ	butik	ショップ	N;INDF;MASC+FEM;SG	N
butik	店舗	butik	店舗	N;INDF;MASC+FEM;SG	N
butik	ストア	butik	ストア	N;INDF;MASC+FEM;SG	N
sne	スノー	sne	スノー	N;INDF;MASC+FEM;SG	N
sne	snow	sne	snow	N;INDF;MASC+FEM;SG	N
oplysning	情報	oplysning	情報	N;INDF;MASC+FEM;SG	N
ballet	プロム	bal	プロム	N;INDF;MASC+FEM;SG	N
ballet	バレエ	bal	バレエ	N;INDF;MASC+FEM;SG	N
symfonier	交響曲	symfonium	交響曲	N;INDF;MASC+FEM;PL	N
temperaturen	気温	temperatur	気温	N;DEF;MASC+FEM;SG	N
temperaturen	温度	temperatur	温度	N;DEF;MASC+FEM;SG	N
perspektiv	遠近	perspektiv	遠近	N;INDF;NEUT;SG	N
perspektiv	遠近	perspektiv	遠近	N;INDF;NEUT;SG	N
perspektiv	視点	perspektiv	視点	N;INDF;NEUT;SG	N
parametre	パラメータ	parametre	パラメータ	N;INDF;MASC+FEM;PL	N
parametre	パラメーター	parametre	パラメーター	N;INDF;MASC+FEM;PL	N
måle	測定	måle	測定	V;NFIN;ACT	V
måle	計測	måle	計測	V;NFIN;ACT	V
måle	測定	måle	測定	V;NFIN;ACT	V
optagelser	レコーディング	optagelse	レコーディング	N;INDF;MASC+FEM;PL	N
instituttet	研究所	institut	研究所	N;DEF;NEUT;SG	N
instituttet	財団	institut	財団	N;DEF;NEUT;SG	N
instituttet	ファンデーション	institut	ファンデーション	N;DEF;NEUT;SG	N
instituttet	ファウンデーション	institut	ファウンデーション	N;DEF;NEUT;SG	N
bestemmelser	規則	bestemmelse	規則	N;INDF;MASC+FEM;PL	N
bestemmelser	ルール	bestemmelse	ルール	N;INDF;MASC+FEM;PL	N
bestemmelser	条文	bestemmelse	条文	N;INDF;MASC+FEM;PL	N
boulevard	大通り	boulevard	大通り	N;INDF;MASC+FEM;SG	N
svær	難しい	svær	難しい	ADJ;INDF;MASC+FEM;SG	ADJ
svær	難しい	svær	難しい	ADJ;INDF;MASC+FEM;SG	ADJ
vera	ヴェラ	vera	ヴェラ	N;INDF;MASC+FEM;SG	N
hjertet	心臓	hjerte	心臓	N;DEF;NEUT;SG	N
hjertet	ハート	hjerte	ハート	N;DEF;NEUT;SG	N
jordskælv	地震	jordskælv	地震	N;INDF;NEUT;SG	N
jordskælv	地震	jordskælv	地震	N;INDF;NEUT;SG	N
variation	バリエーション	variation	バリエーション	N;INDF;MASC+FEM;SG	N
variation	バラエティ	variation	バラエティ	N;INDF;MASC+FEM;SG	N
variation	変種	variation	変種	N;INDF;MASC+FEM;SG	N
fordeling	内訳	fordeling	内訳	N;INDF;MASC+FEM;SG	N
fordeling	配当	fordeling	配当	N;INDF;MASC+FEM;SG	N
foden	フィート	foden	フィート	N;DEF;MASC+FEM;SG	N
ulykke	アクシデント	ulykke	アクシデント	N;INDF;MASC+FEM;SG	N
ulykke	事故	ulykke	事故	N;INDF;MASC+FEM;SG	N
lyden	サウンド	lyd	サウンド	N;DEF;MASC+FEM;SG	N
motorvejen	ハイウェイ	motorvej	ハイウェイ	N;DEF;MASC+FEM;SG	N
motorvejen	公道	motorvej	公道	N;DEF;MASC+FEM;SG	N
levere	届け	levere	届ける	V;NFIN;ACT	V
protest	抗議	protest	抗議	N;INDF;MASC+FEM;SG	N
enestående	ユニーク	enestående	ユニーク	ADJ	ADJ
enestående	独特	enestående	独特	ADJ	ADJ
stemning	大気	stemning	大気	N;INDF;MASC+FEM;SG	N
stemning	大気圏	stemning	大気圏	N;INDF;MASC+FEM;SG	N
stemning	雰囲気	stemning	雰囲気	N;INDF;MASC+FEM;SG	N
stemning	気分	stemning	気分	N;INDF;MASC+FEM;SG	N
simpel	シンプル	simpel	シンプル	ADJ;INDF;MASC+FEM;SG	ADJ
simpel	簡単	simpel	簡単	ADJ;INDF;MASC+FEM;SG	ADJ
simpel	単純	simpel	単純	ADJ;INDF;MASC+FEM;SG	ADJ
sænket	埋没	sænke	埋没	V;INDF;SG;PST;V.PTCP	V
ruter	路線	ruter	路線	N;INDF;MASC+FEM;PL	N
poster	アイテム	post	アイテム	N;INDF;MASC+FEM;PL	N
poster	品物	post	品物	N;INDF;MASC+FEM;PL	N
missiler	ミサイル	missil	ミサイル	N;INDF;NEUT;PL	N
deling	シェア	deling	シェア	N;INDF;MASC+FEM;SG	N
deling	シェア	deling	シェア	N;INDF;MASC+FEM;SG	N
dokument	ドキュメント	dokument	ドキュメント	N;INDF;NEUT;SG	N
dokument	書類	dokument	書類	N;INDF;NEUT;SG	N
dokument	文書	dokument	文書	N;INDF;NEUT;SG	N
sammenslutning	社団	sammenslutning	社団	N;INDF;MASC+FEM;SG	N
sammenslutning	協会	sammenslutning	協会	N;INDF;MASC+FEM;SG	N
sammenslutning	アソシエーション	sammenslutning	アソシエーション	N;INDF;MASC+FEM;SG	N
indgang	エントリー	indgang	エントリー	N;INDF;MASC+FEM;SG	N
indgang	エントリ	indgang	エントリ	N;INDF;MASC+FEM;SG	N
indgang	玄関	indgang	玄関	N;INDF;MASC+FEM;SG	N
indgang	入口	indgang	入口	N;INDF;MASC+FEM;SG	N
offer	生贄	offer	生贄	N;INDF;NEUT;SG	N
kristendom	キリスト	kristendom	キリスト	N;INDF;MASC+FEM;SG	N
svømning	水泳	svømning	水泳	N;INDF;MASC+FEM;SG	N
svømning	スイミング	svømning	スイミング	N;INDF;MASC+FEM;SG	N
svømning	競泳	svømning	競泳	N;INDF;MASC+FEM;SG	N
svømning	水泳	svømning	水泳	N;INDF;MASC+FEM;SG	N
uheld	事故	uheld	事故	N;INDF;NEUT;SG	N
uheld	アクシデント	uheld	アクシデント	N;INDF;NEUT;SG	N
uheld	事故	uheld	事故	N;INDF;NEUT;SG	N
udkast	ドラフト	udkast	ドラフト	N;INDF;NEUT;SG	N
udkast	下書き	udkast	下書き	N;INDF;NEUT;SG	N
udkast	下書き	udkast	下書き	N;INDF;NEUT;SG	N
påvirker	影響	påvirke	影響	V;IND;PRS;FIN;ACT	V
ammunition	弾薬	ammunition	弾薬	N;INDF;MASC+FEM;SG	N
ammunition	弾薬	ammunition	弾薬	N;INDF;MASC+FEM;SG	N
røg	スモーク	røg	スモーク	N;INDF;MASC+FEM;SG	N
forår	スプリング	forår	スプリング	N;INDF;NEUT;SG	N
korrekte	正しい	korrekt	正しい	ADJ;PL	ADJ
signaler	シグナル	signal	シグナル	N;INDF;NEUT;PL	N
signaler	合図	signal	合図	N;INDF;NEUT;PL	N
signaler	信号	signal	信号	N;INDF;NEUT;PL	N
suite	スイート	suite	スイート	N;INDF;MASC+FEM;SG	N
def	デフ	def	デフ	N;INDF;NEUT;SG	N
klimaet	気候	klima	気候	N;DEF;NEUT;SG	N
krabbe	カニ	krabbe	カニ	N;INDF;MASC+FEM;SG	N
hjørnet	コーナー	hjørne	コーナー	N;DEF;NEUT;SG	N
univers	宇宙	univers	宇宙	N;INDF;NEUT;SG	N
elektricitet	電力	elektricitet	電力	N;INDF;MASC+FEM;SG	N
elektricitet	電気	elektricitet	電気	N;INDF;MASC+FEM;SG	N
hip	股関節	hip	股関節	N;INDF;NEUT;SG	N
hip	ヒップ	hip	ヒップ	N;INDF;NEUT;SG	N
organist	オルガニスト	organist	オルガニスト	N;INDF;MASC+FEM;SG	N
buske	低木	busk	低木	N;INDF;MASC+FEM;PL	N
buske	低木	busk	低木	N;INDF;MASC+FEM;PL	N
auto	自動	auto	自動	N;INDF;MASC+FEM;SG	N
glat	スムーズ	glat	スムーズ	ADJ;INDF;MASC+FEM;SG	ADJ
glat	滑らか	glat	滑らか	ADJ;INDF;MASC+FEM;SG	ADJ
trone	玉座	trone	玉座	N;INDF;MASC+FEM;SG	N
betragtning	リサイタル	betragtning	リサイタル	N;INDF;MASC+FEM;SG	N
genrer	ジャンル	genre	ジャンル	N;INDF;MASC+FEM;PL	N
afstamning	系統	afstamning	系統	N;INDF;MASC+FEM;SG	N
afstamning	系譜	afstamning	系譜	N;INDF;MASC+FEM;SG	N
tilhænger	フォロワー	tilhænge	フォロワー	N;INDF;MASC+FEM;SG	N
tilhænger	サポーター	tilhænge	サポーター	N;INDF;MASC+FEM;SG	N
interessante	おもしろい	interessant	おもしろい	ADJ;PL	ADJ
interessante	面白い	interessant	面白い	ADJ;PL	ADJ
usædvanligt	珍しい	usædvanlig	珍しい	ADJ;INDF;NEUT;SG	ADJ
dialekt	方言	dialekt	方言	N;INDF;MASC+FEM;SG	N
udformning	クリエイティブ	udformning	クリエイティブ	N;INDF;MASC+FEM;SG	N
udformning	デザイン	udformning	デザイン	N;INDF;MASC+FEM;SG	N
udformning	意匠	udformning	意匠	N;INDF;MASC+FEM;SG	N
generationer	世代	generation	世代	N;INDF;MASC+FEM;PL	N
dygtighed	スキル	dygtighed	スキル	N;INDF;MASC+FEM;SG	N
damer	婦人	dame	婦人	N;INDF;MASC+FEM;PL	N
damer	レディース	dame	レディース	N;INDF;MASC+FEM;PL	N
værdien	バリュー	værdi	バリュー	N;DEF;MASC+FEM;SG	N
værdien	価額	værdi	価額	N;DEF;MASC+FEM;SG	N
stridigheder	紛争	stridighed	紛争	N;INDF;MASC+FEM;PL	N
missionen	ミッション	mission	ミッション	N;DEF;MASC+FEM;SG	N
filer	ファイル	fil	ファイル	N;INDF;MASC+FEM;PL	N
senator	議員	senator	議員	N;INDF;MASC+FEM;SG	N
stråling	放射線	stråling	放射線	N;INDF;MASC+FEM;SG	N
stråling	放射	stråling	放射	N;INDF;MASC+FEM;SG	N
uret	クロック	uret	クロック	N;DEF;NEUT;SG	N
uret	時計	uret	時計	N;DEF;NEUT;SG	N
højden	身長	højde	身長	N;DEF;MASC+FEM;SG	N
bede	祈り	bede	祈り	V;NFIN;ACT	V
bede	祈る	bede	祈る	V;NFIN;ACT	V
bede	祈り	bede	祈り	V;NFIN;ACT	V
opførsel	挙動	opførsel	挙動	N;INDF;MASC+FEM;SG	N
opførsel	挙動	opførsel	挙動	N;INDF;MASC+FEM;SG	N
reaktioner	リアクション	reaktion	リアクション	N;INDF;MASC+FEM;PL	N
reaktioner	リアクション	reaktion	リアクション	N;INDF;MASC+FEM;PL	N
danse	踊り	danse	踊り	V;NFIN;ACT	V
danse	踊る	danse	踊る	V;NFIN;ACT	V
landevej	ハイウェイ	landevej	ハイウェイ	N;INDF;MASC+FEM;SG	N
landevej	公道	landevej	公道	N;INDF;MASC+FEM;SG	N
landevej	道路	landevej	道路	N;INDF;MASC+FEM;SG	N
kernen	コア	kerne	コア	N;DEF;MASC+FEM;SG	N
kernen	カーネル	kerne	カーネル	N;DEF;MASC+FEM;SG	N
kat	ネコ	kat	ネコ	N;INDF;MASC+FEM;SG	N
bestyrelsesformand	会長	bestyrelsesformand	会長	N;INDF;MASC+FEM;SG	N
bestyrelsesformand	議長	bestyrelsesformand	議長	N;INDF;MASC+FEM;SG	N
designer	デザイナー	designe	デザイナー	N;INDF;MASC+FEM;SG	N
designer	デザイン	designe	デザイン	N;INDF;MASC+FEM;SG	N
server	サーバ	server	サーバ	N;INDF;MASC+FEM;SG	N
server	サーバー	server	サーバー	N;INDF;MASC+FEM;SG	N
grundlov	体質	grundlov	体質	N;INDF;MASC+FEM;SG	N
grundlov	憲法	grundlov	憲法	N;INDF;MASC+FEM;SG	N
aktier	株式	aktie	株式	N;INDF;MASC+FEM;PL	N
aktier	シェア	aktie	シェア	N;INDF;MASC+FEM;PL	N
anslået	見積もり	anslå	見積もり	V;INDF;SG;PST;V.PTCP	V
anslået	推定	anslå	推定	V;INDF;SG;PST;V.PTCP	V
opret	作成	opre	作成	V;IMP	V
afspejler	反映	afspejle	反映	V;IND;PRS;FIN;ACT	V
ministre	大臣	minister	大臣	N;INDF;MASC+FEM;PL	N
ministre	公使	minister	公使	N;INDF;MASC+FEM;PL	N
flertallet	過半数	flertal	過半数	N;DEF;NEUT;SG	N
benzin	ガソリン	benzin	ガソリン	N;INDF;MASC+FEM;SG	N
benzin	気体	benzin	気体	N;INDF;MASC+FEM;SG	N
benzin	ガス	benzin	ガス	N;INDF;MASC+FEM;SG	N
benzin	ガソリン	benzin	ガソリン	N;INDF;MASC+FEM;SG	N
bülow	ビューロー	bülow	ビューロー	N;INDF;MASC+FEM;SG	N
forretning	ショップ	forretning	ショップ	N;INDF;MASC+FEM;SG	N
forretning	営業	forretning	営業	N;INDF;MASC+FEM;SG	N
forretning	事業	forretning	事業	N;INDF;MASC+FEM;SG	N
forretning	ビジネス	forretning	ビジネス	N;INDF;MASC+FEM;SG	N
opposition	野党	opposition	野党	N;INDF;MASC+FEM;SG	N
besejre	敗北	besejre	敗北	V;NFIN;ACT	V
flyvning	フライング	flyvning	フライング	N;INDF;MASC+FEM;SG	N
flyvning	フライト	flyvning	フライト	N;INDF;MASC+FEM;SG	N
flyvning	飛行	flyvning	飛行	N;INDF;MASC+FEM;SG	N
indgangen	玄関	indgang	玄関	N;DEF;MASC+FEM;SG	N
indgangen	入口	indgang	入口	N;DEF;MASC+FEM;SG	N
oplevet	経験	opleve	経験	V;INDF;SG;PST;V.PTCP	V
traktat	条約	traktat	条約	N;INDF;MASC+FEM;SG	N
isoleret	絶縁	isolere	絶縁	V;INDF;SG;PST;V.PTCP	V
effekter	エフェクト	effekt	エフェクト	N;INDF;MASC+FEM;PL	N
effekter	効果	effekt	効果	N;INDF;MASC+FEM;PL	N
krigsskibe	軍艦	krigsskib	軍艦	N;INDF;NEUT;PL	N
salget	売り上げ	salg	売り上げ	N;DEF;NEUT;SG	N
salget	セールス	salg	セールス	N;DEF;NEUT;SG	N
salget	売上	salg	売上	N;DEF;NEUT;SG	N
hjemmesiden	ウェブ	hjemmeside	ウェブ	N;DEF;MASC+FEM;SG	N
forsvarer	擁護	forsvare	擁護	V;IND;PRS;FIN;ACT	V
protester	抗議	protest	抗議	N;INDF;MASC+FEM;PL	N
skadet	怪我	skad	怪我	V;INDF;SG;PST;V.PTCP	V
kvarteret	近所	kvarter	近所	N;DEF;NEUT;SG	N
kvarteret	近隣	kvarter	近隣	N;DEF;NEUT;SG	N
hjul	ホイール	hjul	ホイール	N;INDF;NEUT;PL	N
hjul	車輪	hjul	車輪	N;INDF;NEUT;PL	N
hjul	ホイール	hjul	ホイール	N;INDF;NEUT;PL	N
hjul	車輪	hjul	車輪	N;INDF;NEUT;PL	N
dialekter	方言	dialekt	方言	N;INDF;MASC+FEM;PL	N
ivrig	不安	ivrig	不安	ADJ;INDF;MASC+FEM;SG	ADJ
nul	ゼロ	nul	ゼロ	N;INDF;NEUT;SG	N
behandlingen	トリートメント	behandling	トリートメント	N;DEF;MASC+FEM;SG	N
behandlingen	待遇	behandling	待遇	N;DEF;MASC+FEM;SG	N
behandlingen	治療	behandling	治療	N;DEF;MASC+FEM;SG	N
medaljen	メダル	medalje	メダル	N;DEF;MASC+FEM;SG	N
forstærket	強化	forstærke	強化	V;INDF;SG;PST;V.PTCP	V
køber	買う	købe	買う	V;IND;PRS;FIN;ACT	V
køber	購入	købe	購入	V;IND;PRS;FIN;ACT	V
køber	購入	købe	購入	V;IND;PRS;FIN;ACT	V
tempel	寺院	tempel	寺院	N;INDF;NEUT;SG	N
tempel	神殿	tempel	神殿	N;INDF;NEUT;SG	N
ordrer	オーダー	ordre	オーダー	N;INDF;MASC+FEM;PL	N
soundtrack	サウンドトラック	soundtrack	サウンドトラック	N;INDF;NEUT;SG	N
hovedkontor	本社	hovedkontor	本社	N;INDF;NEUT;SG	N
hovedkontor	司令部	hovedkontor	司令部	N;INDF;NEUT;SG	N
farlige	危険	farlig	危険	ADJ;PL	ADJ
granit	花崗	granit	花崗	N;INDF;NEUT;SG	N
sen	遅い	sen	遅い	ADJ;INDF;MASC+FEM;SG	ADJ
streng	厳重	streng	厳重	ADJ;INDF;MASC+FEM;SG	ADJ
tunnel	トンネル	tunnel	トンネル	N;INDF;MASC+FEM;SG	N
nøgle	キー	nøgen	キー	N;INDF;MASC+FEM;SG	N
kopier	部数	kopie	部数	N;INDF;MASC+FEM;PL	N
tillid	自信	tillid	自信	N;INDF;MASC+FEM;SG	N
søstre	姉妹	søster	姉妹	N;INDF;MASC+FEM;PL	N
svampe	キノコ	svampe	キノコ	N;INDF;MASC+FEM;PL	N
svampe	キノコ	svampe	キノコ	N;INDF;MASC+FEM;PL	N
anholdt	逮捕	anholde	逮捕	V;INDF;SG;PST;V.PTCP	V
brændstof	燃料	brændstof	燃料	N;INDF;NEUT;SG	N
brændstof	燃料	brændstof	燃料	N;INDF;NEUT;SG	N
sandheden	真理	sandhed	真理	N;DEF;MASC+FEM;SG	N
speciale	特製	speciale	特製	N;INDF;NEUT;SG	N
løsninger	ソリューション	løsning	ソリューション	N;INDF;MASC+FEM;PL	N
forbrydelser	犯罪	forbrydelse	犯罪	N;INDF;MASC+FEM;PL	N
normer	基準	norm	基準	N;INDF;MASC+FEM;PL	N
normer	規格	norm	規格	N;INDF;MASC+FEM;PL	N
sind	マインド	sind	マインド	N;INDF;NEUT;SG	N
etaper	舞台	etape	舞台	N;INDF;MASC+FEM;PL	N
etaper	ステージ	etape	ステージ	N;INDF;MASC+FEM;PL	N
industrien	業界	industri	業界	N;DEF;MASC+FEM;SG	N
industrien	産業	industri	産業	N;DEF;MASC+FEM;SG	N
rør	触る	røre	触る	V;IMP	V
valuta	通貨	valuta	通貨	N;INDF;MASC+FEM;SG	N
nomineringer	ノミネート	nominering	ノミネート	N;INDF;MASC+FEM;PL	N
dialog	台詞	dialog	台詞	N;INDF;MASC+FEM;SG	N
kapital	資本	kapital	資本	N;INDF;NEUT;SG	N
kapital	首都	kapital	首都	N;INDF;NEUT;SG	N
dokumentation	ドキュメント	dokumentation	ドキュメント	N;INDF;MASC+FEM;SG	N
dokumentation	ドキュメンテーション	dokumentation	ドキュメンテーション	N;INDF;MASC+FEM;SG	N
årgang	ビンテージ	årgang	ビンテージ	N;INDF;MASC+FEM;SG	N
besøger	訪問	besøge	訪問	V;IND;PRS;FIN;ACT	V
skjulte	隠し	skjule	隠す	V;PL;PST;V.PTCP	V
hat	ハット	hat	ハット	N;INDF;MASC+FEM;SG	N
hat	帽子	hat	帽子	N;INDF;MASC+FEM;SG	N
reklamer	広告	reklame	広告	N;INDF;MASC+FEM;PL	N
reklamer	広告	reklame	広告	N;INDF;MASC+FEM;PL	N
forbedrede	改良	forbedre	改良	V;PL;PST;V.PTCP	V
flyder	流れる	flyde	流れる	V;IND;PRS;FIN;ACT	V
forvaltning	マネジメント	forvaltning	マネジメント	N;INDF;MASC+FEM;SG	N
forvaltning	マネージメント	forvaltning	マネージメント	N;INDF;MASC+FEM;SG	N
curling	カーリング	curling	カーリング	N;INDF;MASC+FEM;SG	N
venter	待ち	vente	待つ	V;IND;PRS;FIN;ACT	V
tegne	購読	tegne	購読	V;NFIN;ACT	V
tegne	引き分け	tegne	引き分け	V;NFIN;ACT	V
tegne	描画	tegne	描画	V;NFIN;ACT	V
selvbiografi	自伝	selvbiografi	自伝	N;INDF;MASC+FEM;SG	N
kontorer	オフィス	kontor	オフィス	N;INDF;MASC+FEM;PL	N
besøge	訪問	besøge	訪問	V;NFIN;ACT	V
forstærkninger	援軍	forstærkning	援軍	N;INDF;MASC+FEM;PL	N
cello	チェロ	cello	チェロ	N;INDF;MASC+FEM;SG	N
svag	弱い	svag	弱い	ADJ;INDF;MASC+FEM;SG	ADJ
løve	ライオン	løve	ライオン	N;INDF;MASC+FEM;SG	N
løve	獅子	løve	獅子	N;INDF;MASC+FEM;SG	N
indtage	摂取	indtage	摂取	V;NFIN;ACT	V
operationen	作戦	operation	作戦	N;DEF;MASC+FEM;SG	N
operationen	オペレーション	operation	オペレーション	N;DEF;MASC+FEM;SG	N
aftaler	クーポン	aftale	クーポン	N;INDF;MASC+FEM;PL	N
spænding	テンション	spænding	テンション	N;INDF;MASC+FEM;SG	N
spænding	サスペンス	spænding	サスペンス	N;INDF;MASC+FEM;SG	N
spænding	電圧	spænding	電圧	N;INDF;MASC+FEM;SG	N
planlægning	スケジューリング	planlægning	スケジューリング	N;INDF;MASC+FEM;SG	N
planlægning	スケジュール	planlægning	スケジュール	N;INDF;MASC+FEM;SG	N
planlægning	計画	planlægning	計画	N;INDF;MASC+FEM;SG	N
planlægning	企画	planlægning	企画	N;INDF;MASC+FEM;SG	N
planlægning	プランニング	planlægning	プランニング	N;INDF;MASC+FEM;SG	N
planlægning	プログラミング	planlægning	プログラミング	N;INDF;MASC+FEM;SG	N
ubåde	潜水艦	ubåd	潜水艦	N;INDF;MASC+FEM;PL	N
fløjte	ホイッスル	fløjte	ホイッスル	N;INDF;MASC+FEM;SG	N
fløjte	フルート	fløjte	フルート	N;INDF;MASC+FEM;SG	N
romantiske	ロマンチック	romantisk	ロマンチック	ADJ;PL	ADJ
tykke	厚い	tyk	厚い	ADJ;PL	ADJ
tykke	太い	tyk	太い	ADJ;PL	ADJ
zoo	動物園	zoo	動物園	N;INDF;MASC+FEM;SG	N
opbakning	バッキング	opbakning	バッキング	N;INDF;MASC+FEM;SG	N
blåt	青い	blå	青い	ADJ;INDF;NEUT;SG	ADJ
meddelelser	お	meddelelse	お	N;INDF;MASC+FEM;PL	N
meddelelser	メッセージ	meddelelse	メッセージ	N;INDF;MASC+FEM;PL	N
meddelelser	通信	meddelelse	通信	N;INDF;MASC+FEM;PL	N
meddelelser	コミュニケーション	meddelelse	コミュニケーション	N;INDF;MASC+FEM;PL	N
tynde	薄い	tynd	薄い	ADJ;PL	ADJ
tynde	細い	tynd	細い	ADJ;PL	ADJ
måne	ムーン	måne	ムーン	N;INDF;MASC+FEM;SG	N
nedbør	降雨	nedbør	降雨	N;INDF;MASC+FEM;SG	N
nedbør	降雨	nedbør	降雨	N;INDF;MASC+FEM;SG	N
nedbør	降水	nedbør	降水	N;INDF;MASC+FEM;SG	N
bibliografi	参考	bibliografi	参考	N;INDF;MASC+FEM;SG	N
strækninger	セクション	strækning	セクション	N;INDF;MASC+FEM;PL	N
dynasti	王朝	dynasti	王朝	N;INDF;NEUT;SG	N
dagbog	ジャーナル	dagbog	ジャーナル	N;INDF;MASC+FEM;SG	N
dagbog	日記	dagbog	日記	N;INDF;MASC+FEM;SG	N
dagbog	日記	dagbog	日記	N;INDF;MASC+FEM;SG	N
journalister	ジャーナリスト	journalist	ジャーナリスト	N;INDF;MASC+FEM;PL	N
journalister	リポーター	journalist	リポーター	N;INDF;MASC+FEM;PL	N
etage	フロア	etage	フロア	N;INDF;MASC+FEM;SG	N
sektion	セクション	sektion	セクション	N;INDF;MASC+FEM;SG	N
mil	マイル	mil	マイル	N;INDF;MASC+FEM;SG	N
mil	マイル	mil	マイル	N;INDF;MASC+FEM;SG	N
udkanten	郊外	udkant	郊外	N;DEF;MASC+FEM;SG	N
varmt	熱い	varm	熱い	ADJ;INDF;NEUT;SG	ADJ
varmt	暑い	varm	暑い	ADJ;INDF;NEUT;SG	ADJ
varmt	あったかい	varm	あったかい	ADJ;INDF;NEUT;SG	ADJ
varmt	暖かい	varm	暖かい	ADJ;INDF;NEUT;SG	ADJ
varmt	温かい	varm	温かい	ADJ;INDF;NEUT;SG	ADJ
ideologi	イデオロギー	ideologi	イデオロギー	N;INDF;MASC+FEM;SG	N
væske	流体	væske	流体	N;INDF;MASC+FEM;SG	N
væske	液体	væske	液体	N;INDF;MASC+FEM;SG	N
konklusion	結論	konklusion	結論	N;INDF;MASC+FEM;SG	N
konklusion	エンディング	konklusion	エンディング	N;INDF;MASC+FEM;SG	N
mursten	れん	mursten	れん	N;DEF;MASC+FEM;SG	N
mursten	レンガ	mursten	レンガ	N;DEF;MASC+FEM;SG	N
mursten	レンガ	mursten	レンガ	N;DEF;MASC+FEM;SG	N
mursten	れん	mursten	れん	N;DEF;MASC+FEM;SG	N
forfatningen	体質	forfatning	体質	N;DEF;MASC+FEM;SG	N
forfatningen	憲法	forfatning	憲法	N;DEF;MASC+FEM;SG	N
spørger	たず	spørge	たず	V;IND;PRS;FIN;ACT	V
lejr	キャンプ	lejr	キャンプ	N;INDF;MASC+FEM;SG	N
sum	合計	sum	合計	N;INDF;MASC+FEM;SG	N
sum	総和	sum	総和	N;INDF;MASC+FEM;SG	N
unikke	ユニーク	unik	ユニーク	ADJ;PL	ADJ
unikke	独特	unik	独特	ADJ;PL	ADJ
tove	ロープ	tov	ロープ	N;INDF;MASC+FEM;SG	N
skygge	シェーディング	skygge	シェーディング	N;INDF;MASC+FEM;SG	N
skygge	シャドー	skygge	シャドー	N;INDF;MASC+FEM;SG	N
skygge	日陰	skygge	日陰	N;INDF;MASC+FEM;SG	N
skygge	シェード	skygge	シェード	N;INDF;MASC+FEM;SG	N
passage	クロッシング	passage	クロッシング	N;INDF;MASC+FEM;SG	N
passage	通路	passage	通路	N;INDF;MASC+FEM;SG	N
passage	航路	passage	航路	N;INDF;MASC+FEM;SG	N
videoen	ビデオ	videoen	ビデオ	N;DEF;MASC+FEM;SG	N
videoen	動画	videoen	動画	N;DEF;MASC+FEM;SG	N
torv	正方	torv	正方	N;INDF;NEUT;SG	N
torv	広場	torv	広場	N;INDF;NEUT;SG	N
eksperimenter	実験	eksperiment	実験	N;INDF;MASC+FEM;PL	N
eksperimenter	実験	eksperiment	実験	N;INDF;MASC+FEM;PL	N
måler	測定	måle	測定	V;IND;PRS;FIN;ACT	V
spiser	食べる	spise	食べる	V;IND;PRS;FIN;ACT	V
spiser	食べる	spise	食べる	V;IND;PRS;FIN;ACT	V
skift	シフト	skift	シフト	N;INDF;NEUT;SG	N
skift	スイッチ	skift	スイッチ	N;INDF;NEUT;SG	N
skift	チェンジ	skift	チェンジ	N;INDF;NEUT;SG	N
skift	シフト	skift	シフト	N;INDF;NEUT;SG	N
ordning	スキーム	ordning	スキーム	N;INDF;MASC+FEM;SG	N
ordning	システム	ordning	システム	N;INDF;MASC+FEM;SG	N
ordning	編曲	ordning	編曲	N;INDF;MASC+FEM;SG	N
spin	スピン	spin	スピン	N;INDF;NEUT;SG	N
bnp	gdp	bnp	gdp	N;INDF;MASC+FEM;SG	N
døre	ドア	dør	ドア	N;INDF;MASC+FEM;PL	N
output	出力	output	出力	N;INDF;NEUT;SG	N
output	出力	output	出力	N;INDF;NEUT;SG	N
båden	ボート	båd	ボート	N;DEF;MASC+FEM;SG	N
highway	ハイウェイ	highway	ハイウェイ	N;INDF;NEUT;SG	N
highway	公道	highway	公道	N;INDF;NEUT;SG	N
overskud	営利	overskud	営利	N;INDF;NEUT;SG	N
overskud	利益	overskud	利益	N;INDF;NEUT;SG	N
ris	ご飯	ris	ご飯	N;INDF;MASC+FEM;SG	N
ris	ライス	ris	ライス	N;INDF;MASC+FEM;SG	N
forstæder	郊外	forståde	郊外	N;INDF;MASC+FEM;PL	N
forstæder	郊外	forståde	郊外	N;INDF;MASC+FEM;PL	N
forstæder	郊外	forståde	郊外	N;INDF;MASC+FEM;PL	N
færgen	フェリー	færgen	フェリー	N;DEF;MASC+FEM;SG	N
