del	de	del	de	ADP;MASC;SG	ADP
reduce	reducir	reducir	reducir	V;IND;SG;3;PRS;FIN	V
esperando	agardando	esperar	agardar	V;V.MSDR	V
esperando	espera	esperar	esperar	V;V.MSDR	V
esperando	esperar	esperar	esperar	V;V.MSDR	V
esperando	esperando	esperar	esperar	V;V.MSDR	V
esperando	agardar	esperar	agardar	V;V.MSDR	V
esperando	esperaba	esperar	esperar	V;V.MSDR	V
esperando	agardaba	esperar	agardar	V;V.MSDR	V
específicas	específicas	especifico	específico	ADJ;FEM;PL	ADJ
específicas	específica	especifico	específico	ADJ;FEM;PL	ADJ
específicas	específico	especifico	específico	ADJ;FEM;PL	ADJ
específicas	concreto	especifico	concreto	ADJ;FEM;PL	ADJ
específicas	específicos	especifico	específico	ADJ;FEM;PL	ADJ
manifestación	manifestación	manifestación	manifestación	N;FEM;SG	N
manifestación	demostración	manifestación	demostración	N;FEM;SG	N
trajo	trouxen	traer	trouxar	V;IND;SG;3;PST;FIN	V
bienestar	benestar	bienestar	benestar	N;MASC;SG	N
bienestar	asistencia	bienestar	asistencia	N;MASC;SG	N
mansión	mansión	mansión	mansión	N;FEM;SG	N
convencional	convencional	convencional	convencional	ADJ;SG	ADJ
asesinatos	asasinatos	asesinato	asasinato	N;MASC;PL	N
asesinatos	homicidio	asesinato	homicidio	N;MASC;PL	N
asesinatos	asasinato	asesinato	asasinato	N;MASC;PL	N
asesinatos	asasino	asesinato	asasino	N;MASC;PL	N
southern	sur	southern	sur	N	N
correctamente	ben	correctamente	ben	ADV	ADV
correctamente	ben	correctamente	ben	ADV	ADV
significativo	significativo	significativo	significativo	ADJ;MASC;SG	ADJ
significativo	significativas	significativo	significativo	ADJ;MASC;SG	ADJ
significativo	significativa	significativo	significativo	ADJ;MASC;SG	ADJ
significativo	significativo	significativo	significativo	ADJ;MASC;SG	ADJ
significativo	importante	significativo	importante	ADJ;MASC;SG	ADJ
desastre	desastre	desastre	desastre	N;MASC;SG	N
ejecutar	correr	ejecutar	correr	V;NFIN	V
ejecutar	corre	ejecutar	currir	V;NFIN	V
studio	estudio	studio	estudio	N;MASC;SG	N
calificación	cualificación	calificación	cualificación	N;FEM;SG	N
plástico	plásticos	plástico	plástico	N;MASC;SG	N
plástico	plástico	plástico	plástico	N;MASC;SG	N
armadura	armadura	armadura	armadura	N;FEM;SG	N
armadura	armadura	armadura	armadura	N;FEM;SG	N
bebé	bebé	bebé	bebé	N;MASC;SG	N
bebé	nena	bebé	nena	N;MASC;SG	N
bebé	rapaz	bebé	rapaz	N;MASC;SG	N
mortal	mortal	mortal	mortal	ADJ;SG	ADJ
mortal	fatal	mortal	fatal	ADJ;SG	ADJ
reconocimientos	recoñecemento	reconocimiento	recoñecemento	N;MASC;PL	N
delegado	delegado	delegado	delegado	N;MASC;SG	N
colinas	outeiros	colina	outeiro	N;FEM;PL	N
ruido	ruido	ruido	ruido	N;MASC;SG	N
ruido	ruído	ruido	ruído	N;MASC;SG	N
quieren	quero	querer	quero	V;IND;PL;3;PRS;FIN	V
quieren	queremos	querer	querer	V;IND;PL;3;PRS;FIN	V
quieren	quere	querer	querer	V;IND;PL;3;PRS;FIN	V
quieren	queren	querer	querer	V;IND;PL;3;PRS;FIN	V
quieren	queres	querer	quere	V;IND;PL;3;PRS;FIN	V
television	televisión	television	televisión	N;FEM;SG	N
television	tele	television	telar	N;FEM;SG	N
teatros	teatro	teatro	teatro	N;MASC;PL	N
teatros	recinto	teatro	recinto	N;MASC;PL	N
finca	granxa	finca	granxa	N;FEM;SG	N
finca	campo	finca	campo	N;FEM;SG	N
finca	leira	finca	leira	N;FEM;SG	N
finca	casa	finca	casa	N;FEM;SG	N
finca	reserva	finca	reserva	N;FEM;SG	N
fábricas	fábricas	fábrica	fábrica	N;FEM;PL	N
fábricas	fábrica	fábrica	fábrica	N;FEM;PL	N
fábricas	fábricas	fábrica	fábrica	N;FEM;PL	N
fábricas	industriais	fábrica	industrial	N;FEM;PL	N
oliva	oliva	oliva	oliva	N;FEM;SG	N
escape	fuxida	escape	fuxida	N;MASC;SG	N
escape	fugarse	escape	fugarsir	N;MASC;SG	N
escape	fuga	escape	fugar	N;MASC;SG	N
shakespeare	shakespeare	shakespeare	shakespeare	N	N
baños	baño	baño	baño	N;MASC;PL	N
logro	logro	logro	logro	N;MASC;SG	N
entiende	entender	entender	entender	V;IND;SG;3;PRS;FIN	V
entiende	comprender	entender	comprender	V;IND;SG;3;PRS;FIN	V
entiende	entendo	entender	enter	V;IND;SG;3;PRS;FIN	V
profundamente	profundamente	profundamente	profundamente	ADV	ADV
cruzar	cruzar	cruzar	cruzar	V;NFIN	V
cruzar	cruzando	cruzar	cruzar	V;NFIN	V
adulto	adulta	adulto	adulto	ADJ;MASC;SG	ADJ
disciplinas	disciplinas	disciplina	disciplina	N;FEM;PL	N
responder	responder	responder	responder	V;NFIN	V
responder	responder	responder	responder	V;NFIN	V
hermosa	fermoso	hermoso	fermoso	ADJ;FEM;SG	ADJ
hermosa	fermosa	hermoso	fermosa	ADJ;FEM;SG	ADJ
hermosa	precioso	hermoso	precioso	ADJ;FEM;SG	ADJ
hermosa	fermosas	hermoso	fermosa	ADJ;FEM;SG	ADJ
electrónicos	electrónica	electrónico	electrónico	ADJ;MASC;PL	ADJ
electrónicos	electrónico	electrónico	electrónico	ADJ;MASC;PL	ADJ
age	anos	age	ano	N	N
age	idade	age	idade	N	N
existió	existiu	existir	existir	V;IND;SG;3;PST;FIN	V
produciendo	producindo	producir	producir	V;V.MSDR	V
bola	bola	bola	bola	N;FEM;SG	N
bola	bóla	bola	bóla	N;FEM;SG	N
bola	pelota	bola	pelota	N;FEM;SG	N
bola	balón	bola	balón	N;FEM;SG	N
escándalo	escándalo	escándalo	escándalo	N;MASC;SG	N
tanque	tanque	tanque	tanque	N;MASC;SG	N
tanque	depósito	tanque	depósito	N;MASC;SG	N
sólido	sólida	sólido	sólida	ADJ;MASC;SG	ADJ
testigos	testemuñas	testigo	testemuña	N;MASC;PL	N
testigos	testemuña	testigo	testemuña	N;MASC;PL	N
submarino	auga	submarino	auga	N;MASC;SG	N
códigos	código	código	código	N;MASC;PL	N
prevención	prevención	prevención	prevención	N;FEM;SG	N
estudia	estudar	estudiar	estudar	V;IND;SG;3;PRS;FIN	V
estudia	estudamos	estudiar	estudar	V;IND;SG;3;PRS;FIN	V
paloma	pomba	paloma	pomba	N;FEM;SG	N
folk	folk	folk	folk	N;SG	N
ira	ira	ira	ir	N;FEM;SG	N
ira	rabia	ira	rabia	N;FEM;SG	N
ira	odio	ira	odio	N;FEM;SG	N
ira	ira	ira	ir	N;FEM;SG	N
atractivo	agradable	atractivo	agradable	ADJ;MASC;SG	ADJ
atractivo	atractiva	atractivo	atractivo	ADJ;MASC;SG	ADJ
atractivo	fermosa	atractivo	fermosa	ADJ;MASC;SG	ADJ
volar	pilotar	volar	pilotar	V;NFIN	V
volar	voar	volar	voar	V;NFIN	V
volar	voan	volar	voar	V;NFIN	V
volar	voarei	volar	voar	V;NFIN	V
volar	voando	volar	voar	V;NFIN	V
volar	voar	volar	voar	V;NFIN	V
recta	dereito	recta	dereito	N;FEM;SG	N
asientos	asentos	asiento	asento	N;MASC;PL	N
falsa	falsa	falso	falsa	ADJ;FEM;SG	ADJ
falsa	falso	falso	falso	ADJ;FEM;SG	ADJ
tribunales	suprema	tribunal	suprema	N;MASC;PL	N
tribunales	tribunal	tribunal	tribunal	N;MASC;PL	N
tribunales	xulgado	tribunal	xulgado	N;MASC;PL	N
tribunales	corte	tribunal	corte	N;MASC;PL	N
cerdo	porco	cerdo	porco	N;MASC;SG	N
blood	sangue	blood	sangue	N	N
danés	danés	danés	danés	N;MASC;SG	N
cajas	caixas	caja	caixa	N;FEM;PL	N
cajas	palcos	caja	palco	N;FEM;PL	N
ring	anel	ring	anel	N;MASC;SG	N
fiebre	febre	fiebre	febre	N;FEM;SG	N
pink	rosas	pink	rosa	N;SG	N
pink	rosa	pink	rosa	N;SG	N
bull	touro	bull	touro	N;SG	N
derrotas	derrota	derrota	derrota	N;FEM;PL	N
introducir	presentar	introducir	presentar	V;NFIN	V
introducir	introducir	introducir	introducir	V;NFIN	V
aldeas	aldeas	aldea	aldea	N;FEM;PL	N
aldeas	pobos	aldea	pobo	N;FEM;PL	N
potente	poderosa	potente	poder	ADJ;SG	ADJ
potente	poderosos	potente	poderoso	ADJ;SG	ADJ
potente	poderoso	potente	poderoso	ADJ;SG	ADJ
desafío	reto	desafío	reto	N;MASC;SG	N
desafío	desafío	desafío	desafío	N;MASC;SG	N
temporalmente	temporalmente	temporalmente	témporal	ADV	ADV
ánimo	humor	ánimo	humor	N;MASC;SG	N
ánimo	ánimo	ánimo	ánimo	N;MASC;SG	N
divina	divina	divino	divina	ADJ;FEM;SG	ADJ
acusaciones	cargos	acusación	cargo	N;FEM;PL	N
oso	oso	oso	oso	N;MASC;SG	N
oso	osiño	oso	osiño	N;MASC;SG	N
camp	campo	camp	campo	N;MASC;SG	N
camp	campamento	camp	campamento	N;MASC;SG	N
camp	acampamento	camp	acampamento	N;MASC;SG	N
aproximación	enfoque	aproximación	enfoque	N;FEM;SG	N
mirada	mirada	mirada	mirada	N;FEM;SG	N
molino	fábrica	molino	fábrica	N;MASC;SG	N
molino	muíño	molino	muíño	N;MASC;SG	N
tronco	maleteiro	tronco	maleteiro	N;MASC;SG	N
nativo	nativo	nativo	nativo	ADJ;MASC;SG	ADJ
monstruo	monstro	monstruo	monstro	N;MASC;SG	N
escribiendo	escribir	escribir	escribir	V;V.MSDR	V
escribiendo	escribía	escribir	escribir	V;V.MSDR	V
escribiendo	facendo	escribir	facer	V;V.MSDR	V
escribiendo	escrita	escribir	escribir	V;V.MSDR	V
escribiendo	escribe	escribir	escribir	V;V.MSDR	V
dedos	pés	dedo	pés	N;MASC;PL	N
dedos	punta	dedo	punta	N;MASC;PL	N
dedos	dedos	dedo	dedo	N;MASC;PL	N
pasaje	billete	pasaje	billete	N;MASC;SG	N
pasaje	boleto	pasaje	boleto	N;MASC;SG	N
pasaje	noroeste	pasaje	noroeste	N;MASC;SG	N
pasaje	pasaxe	pasaje	pasaxe	N;MASC;SG	N
pasaje	paso	pasaje	paso	N;MASC;SG	N
mató	mataron	matar	matar	V;IND;SG;3;PST;FIN	V
mató	matou	matar	matar	V;IND;SG;3;PST;FIN	V
mató	asasinado	matar	asasinar	V;IND;SG;3;PST;FIN	V
futbol	fútbol	futbol	fútbol	N;MASC;SG	N
bacterias	bacterias	bacteria	bacteria	N;FEM;PL	N
ilegal	ilegal	ilegal	ilegal	ADJ;SG	ADJ
intentando	tentando	intentar	tentar	V;V.MSDR	V
intentando	intentando	intentar	intentar	V;V.MSDR	V
escocés	escoceses	escocés	escocese	N;MASC;SG	N
escocés	escocés	escocés	escocés	N;MASC;SG	N
escocés	dobre	escocés	dobre	N;MASC;SG	N
crecer	medrando	crecer	medrar	V;NFIN	V
crecer	medrar	crecer	medrar	V;NFIN	V
crecer	crecendo	crecer	crecer	V;NFIN	V
crecer	crecen	crecer	crecer	V;NFIN	V
crecer	medrar	crecer	medrar	V;NFIN	V
crecer	medran	crecer	medrar	V;NFIN	V
crecer	cultivar	crecer	cultivar	V;NFIN	V
crecer	crecer	crecer	crecer	V;NFIN	V
trasera	última	trasero	último	ADJ;FEM;SG	ADJ
apreciar	aprezar	apreciar	aprezar	V;NFIN	V
apreciar	apreciaría	apreciar	apreciar	V;NFIN	V
apreciar	estivese	apreciar	estar	V;NFIN	V
apreciar	gustaríame	apreciar	gustaríame	V;NFIN	V
discutir	falar	discutir	falar	V;NFIN	V
discutir	discutir	discutir	discutir	V;NFIN	V
radios	radio	radio	radio	N;FEM;PL	N
radios	radios	radio	radio	N;FEM;PL	N
miércoles	mércores	miércoles	mércores	N	N
terrorismo	terror	terrorismo	terror	N;MASC;SG	N
terrorismo	terrorismo	terrorismo	terrorismo	N;MASC;SG	N
poderosa	poderosa	poderoso	poder	ADJ;FEM;SG	ADJ
poderosa	poderosos	poderoso	poderoso	ADJ;FEM;SG	ADJ
poderosa	poderoso	poderoso	poderoso	ADJ;FEM;SG	ADJ
capturar	capturar	capturar	capturar	V;NFIN	V
capturar	capturar	capturar	capturar	V;NFIN	V
defecto	defecto	defecto	defecto	N;MASC;SG	N
sobrevivir	sobrevivir	sobrevivir	sobrevivir	V;NFIN	V
sobrevivir	sobrevivimos	sobrevivir	sobrevivir	V;NFIN	V
sobrevivir	sobreviven	sobrevivir	sobrevivir	V;NFIN	V
sobrevivir	ser	sobrevivir	ser	V;NFIN	V
sobrevivir	sobreviven	sobrevivir	sobrevivir	V;NFIN	V
experimento	experimento	experimento	experimento	N;MASC;SG	N
experimento	experimentos	experimento	experimento	N;MASC;SG	N
adolescentes	adolescentes	adolescente	adolescente	N;PL	N
adolescentes	adolescentes	adolescente	adolescente	N;PL	N
adolescentes	adolescencia	adolescente	adolescencia	N;PL	N
habituales	usual	habitual	usual	ADJ;PL	ADJ
habituales	habitual	habitual	habitual	ADJ;PL	ADJ
impedir	evitar	impedir	evitar	V;NFIN	V
impedir	previr	impedir	previr	V;NFIN	V
impedir	prever	impedir	prever	V;NFIN	V
solidaridad	solidariedade	solidaridad	solidariedade	N;FEM;SG	N
castigo	castigo	castigo	castigo	N;MASC;SG	N
complejidad	complexidade	complejidad	complexidade	N;FEM;SG	N
head	cabeza	head	cabeza	N	N
nuestras	noso	nuestro	noso	DET;FEM;PL;1	DET
nuestras	nosas	nuestro	noso	DET;FEM;PL;1	DET
nuestras	nosa	nuestro	noso	DET;FEM;PL;1	DET
nuestras	nosos	nuestro	noso	DET;FEM;PL;1	DET
nuestras	o	nuestro	o	DET;FEM;PL;1	DET
nuestras	a	nuestro	o	DET;FEM;PL;1	DET
nuestras	os	nuestro	o	DET;FEM;PL;1	DET
colectiva	colectiva	colectivo	colectivo	ADJ;FEM;SG	ADJ
hambre	famentos	hambre	famento	N;FEM;SG	N
hambre	fame	hambre	fame	N;FEM;SG	N
hambre	fame	hambre	fame	N;FEM;SG	N
residuos	lixo	residuo	lixo	N;MASC;PL	N
residuos	residuos	residuo	residuo	N;MASC;PL	N
residuos	perda	residuo	perda	N;MASC;PL	N
residuos	tempo	residuo	tempo	N;MASC;PL	N
socialismo	socialismo	socialismo	socialismo	N;MASC;SG	N
square	praza	square	praza	N;MASC;SG	N
leones	leóns	león	león	N;MASC;PL	N
autovía	estrada	autovía	estrada	N;FEM;SG	N
operar	operar	operar	operar	V;NFIN	V
films	filmes	film	filme	N;MASC;PL	N
terapia	terapia	terapia	terapia	N;FEM;SG	N
famosas	famoso	famoso	famoso	ADJ;FEM;PL	ADJ
famosas	famosos	famoso	famoso	ADJ;FEM;PL	ADJ
famosas	famosa	famoso	famor	ADJ;FEM;PL	ADJ
fallo	imaxinación	fallo	imaxinación	N;MASC;SG	N
fallo	fracaso	fallo	fracaso	N;MASC;SG	N
barro	lama	barro	lama	N;MASC;SG	N
banca	banco	banca	banco	N;FEM;SG	N
banca	ribeira	banca	ribeira	N;FEM;SG	N
banca	penedo	banca	pener	N;FEM;SG	N
banca	citybank	banca	citybank	N;FEM;SG	N
únicas	único	único	único	ADJ;FEM;PL	ADJ
únicas	únicas	único	único	ADJ;FEM;PL	ADJ
edificación	edificio	edificación	edificio	N;FEM;SG	N
edificación	construción	edificación	construción	N;FEM;SG	N
riesgos	riscos	riesgo	risco	N;MASC;PL	N
riesgos	riscos	riesgo	risco	N;MASC;PL	N
riesgos	risco	riesgo	risco	N;MASC;PL	N
riesgos	perigo	riesgo	perigo	N;MASC;PL	N
seguramente	seguramente	seguramente	seguramente	ADV	ADV
polaca	polaca	polaco	polacar	ADJ;FEM;SG	ADJ
class	clase	clas	clase	N;FEM;SG	N
comisario	comisario	comisario	comisario	N;MASC;SG	N
comisario	alguacil	comisario	alguacil	N;MASC;SG	N
comisario	gobernador	comisario	gobernador	N;MASC;SG	N
comisario	inspector	comisario	inspector	N;MASC;SG	N
comisario	comisario	comisario	comisario	N;MASC;SG	N
comisario	mariscal	comisario	mariscal	N;MASC;SG	N
decenas	decenas	decena	decenas	N;FEM;PL	N
decenas	ducias	decena	ducia	N;FEM;PL	N
campana	campá	campana	campá	N;FEM;SG	N
tía	tía	tía	tía	N;FEM;SG	N
hospitales	hospital	hospital	hospital	N;MASC;PL	N
hospitales	hospitais	hospital	hospital	N;MASC;PL	N
leal	leal	leal	leal	ADJ;SG	ADJ
visuales	visual	visual	visual	ADJ;PL	ADJ
visuales	visuais	visual	visual	ADJ;PL	ADJ
comisiones	comités	comisión	comité	N;FEM;PL	N
detención	arresto	detención	arresto	N;FEM;SG	N
detención	detención	detención	detención	N;FEM;SG	N
algoritmo	algoritmo	algoritmo	algoritmo	N;MASC;SG	N
inversiones	investimento	inversión	investimento	N;FEM;PL	N
criaturas	criaturas	criatura	criatura	N;FEM;PL	N
mercancías	bens	mercancía	ben	N;FEM;PL	N
mercancías	luxo	mercancía	luxo	N;FEM;PL	N
mercancías	mercadoría	mercancía	mercadoría	N;FEM;PL	N
construye	acumúlase	construir	acumúlar	V;IND;SG;3;PRS;FIN	V
construye	construír	construir	construír	V;IND;SG;3;PRS;FIN	V
construye	crear	construir	crear	V;IND;SG;3;PRS;FIN	V
construye	construir	construir	construir	V;IND;SG;3;PRS;FIN	V
agregar	engadindo	agregar	engadir	V;NFIN	V
agregar	engadir	agregar	engadir	V;NFIN	V
agregar	engadir	agregar	engadir	V;NFIN	V
ataca	ataca	atacar	ataca	V;IND;SG;3;PRS;FIN	V
ataca	atacar	atacar	atacar	V;IND;SG;3;PRS;FIN	V
refugiados	refuxiados	refugiado	refuxiado	N;MASC;PL	N
brothers	irmáns	brothers	irmán	N;MASC;PL	N
robo	roubo	robo	roubo	N;MASC;SG	N
robo	roubo	robo	roubo	N;MASC;SG	N
robo	invasión	robo	invasión	N;MASC;SG	N
vecina	veciño	vecino	veciño	ADJ;FEM;SG	ADJ
contactos	contacto	contacto	contacto	N;MASC;PL	N
jugaron	tocaba	jugar	tocar	V;IND;PL;3;PST;FIN	V
jugaron	xogamos	jugar	xogar	V;IND;PL;3;PST;FIN	V
odio	odio	odio	odio	N;MASC;SG	N
odio	odio	odio	odio	N;MASC;SG	N
radicales	radical	radical	radical	ADJ;PL	ADJ
religiones	relixión	religión	relixión	N;FEM;PL	N
lealtad	lealdade	lealtad	lealdade	N;FEM;SG	N
funcional	funcionais	funcional	funcional	ADJ;SG	ADJ
disparos	disparos	disparo	disparo	N;MASC;PL	N
disparos	tiro	disparo	tiro	N;MASC;PL	N
máscara	máscara	máscara	máscara	N;FEM;SG	N
activista	activista	activista	activistar	N;SG	N
tomas	thomas	toma	thoma	N;FEM;PL	N
tomas	disparos	toma	disparo	N;FEM;PL	N
separada	separadas	separado	separar	ADJ;FEM;SG;V.PTCP	ADJ
comprensión	comprensión	comprensión	comprensión	N;FEM;SG	N
comprensión	entendemento	comprensión	entendemento	N;FEM;SG	N
expediciones	expedicións	expedición	expedición	N;FEM;PL	N
compleja	complexa	complejo	complexo	ADJ;FEM;SG	ADJ
suya	teu	suyo	teu	DET;FEM;SG;3	DET
suya	seu	suyo	seu	DET;FEM;SG;3	DET
tumbas	foxas	tumba	foxa	N;FEM;PL	N
tumbas	tumbas	tumba	tumba	N;FEM;PL	N
conservar	manter	conservar	manter	V;NFIN	V
inmediata	inmediato	inmediato	inmediato	ADJ;FEM;SG	ADJ
inmediata	contado	inmediato	contado	ADJ;FEM;SG	ADJ
piernas	patas	pierna	pata	N;FEM;PL	N
piernas	pernas	pierna	perna	N;FEM;PL	N
típicamente	normalmente	típicamente	normal	ADV	ADV
músculo	músculos	músculo	músculo	N;MASC;SG	N
músculo	músculo	músculo	músculo	N;MASC;SG	N
perdón	perdón	perdón	perdón	N;MASC;SG	N
perdón	perdón	perdón	perdón	N;MASC;SG	N
perdón	indulto	perdón	indulto	N;MASC;SG	N
paquete	paquete	paquete	paquete	N;SG	N
públicamente	publicamente	públicamente	publicamente	ADV	ADV
desconocida	descoñecida	desconocido	descoñecido	ADJ;FEM;SG;V.PTCP	ADJ
especialistas	especialista	especialista	especialista	N;PL	N
mono	mono	mono	mono	N;MASC;SG	N
mono	monos	mono	monos	N;MASC;SG	N
trastornos	trastornos	trastorno	trastorno	N;MASC;PL	N
trastornos	desordes	trastorno	desorde	N;MASC;PL	N
afectados	afectados	afectado	afectado	N;MASC;PL	N
rehabilitación	rehabilitación	rehabilitación	rehabilitación	N;FEM;SG	N
zero	cero	zero	cero	N	N
infección	infeccións	infección	infección	N;FEM;SG	N
infección	infección	infección	infección	N;FEM;SG	N
largometraje	característica	largometraje	característica	N;MASC;SG	N
contratos	contratos	contrato	contrato	N;MASC;PL	N
guardias	gardas	guardia	garda	N;PL	N
desarrollando	desenvolvendo	desarrollar	desenvolver	V;V.MSDR	V
desarrollando	desenvolver	desarrollar	desenvolver	V;V.MSDR	V
abundancia	chea	abundancia	chea	N;FEM;SG	N
abundancia	xente	abundancia	xente	N;FEM;SG	N
procesamiento	procesamento	procesamiento	procesamento	N;MASC;SG	N
test	proba	test	proba	N;MASC;SG	N
test	exame	test	exame	N;MASC;SG	N
test	probas	test	proba	N;MASC;SG	N
test	test	test	test	N;MASC;SG	N
test	exames	test	exame	N;MASC;SG	N
redactor	edición	redactor	edición	N;MASC;SG	N
conspiración	conspiración	conspiración	conspiración	N;FEM;SG	N
pág	p	pág	p	N	N
excelencia	excelencia	excelencia	excelencia	N;FEM;SG	N
excelencia	excelência	excelencia	excelência	N;FEM;SG	N
cumpleaños	aniversario	cumpleaños	aniversario	N;MASC	N
útiles	útil	útil	útil	ADJ;PL	ADJ
útiles	útiles	útil	útil	ADJ;PL	ADJ
útiles	útil	útil	útil	ADJ;PL	ADJ
melodía	melodía	melodía	melodía	N;FEM;SG	N
estimación	estimouse	estimación	estimouse	N;FEM;SG	N
area	área	area	área	N;FEM;SG	N
area	zona	area	zona	N;FEM;SG	N
comunicado	declaración	comunicado	declaración	N;MASC;SG	N
esencia	esencia	esencia	esencia	N;FEM;SG	N
conversaciones	conversas	conversación	converso	N;FEM;PL	N
conversaciones	conversacións	conversación	conversación	N;FEM;PL	N
conversaciones	charlas	conversación	charla	N;FEM;PL	N
percepción	percepción	percepción	percepción	N;FEM;SG	N
cuadrada	cadrado	cuadrado	cadrado	ADJ;FEM;SG	ADJ
cuadrada	cadradas	cuadrado	cadrada	ADJ;FEM;SG	ADJ
cuadrada	limpo	cuadrado	limpo	ADJ;FEM;SG	ADJ
artísticos	artístico	artístico	artístico	ADJ;MASC;PL	ADJ
pila	pila	pila	pila	N;FEM;SG	N
pila	feixe	pila	feixe	N;FEM;SG	N
pila	rochas	pila	rocha	N;FEM;SG	N
garganta	gorxa	garganta	gorxa	N;FEM;SG	N
eficiencia	eficiencia	eficiencia	eficiencia	N;FEM;SG	N
eficiencia	eficacia	eficiencia	eficacia	N;FEM;SG	N
dulces	doces	dulce	doce	N;MASC;PL	N
dulces	doce	dulce	doce	N;MASC;PL	N
exceso	exceso	exceso	exceso	N;MASC;SG	N
cama	cama	cama	cama	N;FEM;SG	N
eficaz	efectivas	eficaz	efectivo	ADJ;SG	ADJ
eficaz	efectiva	eficaz	efectivo	ADJ;SG	ADJ
eficaz	efectivo	eficaz	efectivo	ADJ;SG	ADJ
eficaz	eficaces	eficaz	eficaz	ADJ;SG	ADJ
eficaz	eficaz	eficaz	eficaz	ADJ;SG	ADJ
comenta	comentar	comentar	comentar	V;IND;SG;3;PRS;FIN	V
piedad	misericordia	piedad	misericordia	N;FEM;SG	N
piedad	piedade	piedad	piedade	N;FEM;SG	N
realismo	realismo	realismo	realismo	N;MASC;SG	N
conversación	conversación	conversación	conversación	N;FEM;SG	N
conversación	conversa	conversación	converso	N;FEM;SG	N
emisoras	comisarías	emisora	comisarías	N;FEM;PL	N
emisoras	postos	emisora	posto	N;FEM;PL	N
habitaciones	cuartos	habitación	cuarto	N;FEM;PL	N
habitaciones	salas	habitación	sala	N;FEM;PL	N
habitaciones	habitacións	habitación	habitación	N;FEM;PL	N
ambientales	ambientais	ambiental	ambiental	ADJ;PL	ADJ
aeropuertos	aeroporto	aeropuerto	aeroporto	N;MASC;PL	N
adjunto	axudante	adjunto	axudante	N;MASC;SG	N
supervivencia	supervivencia	supervivencia	supervivencia	N;FEM;SG	N
supervivencia	mortandade	supervivencia	mortandade	N;FEM;SG	N
pistola	pistola	pistola	pistola	N;FEM;SG	N
pistola	arma	pistola	arma	N;FEM;SG	N
pistola	pistola	pistola	pistola	N;FEM;SG	N
pistola	revólver	pistola	revólver	N;FEM;SG	N
editora	edición	editora	edición	N;FEM;SG	N
box	caixa	box	caixa	N	N
box	palco	box	palco	N	N
conveniente	conveniente	conveniente	conveniente	ADJ;SG	ADJ
limpieza	limpeza	limpieza	limpeza	N;FEM;SG	N
revolucionaria	revolucionaria	revolucionario	revolucionario	ADJ;FEM;SG	ADJ
policías	policías	policía	policía	N;PL	N
policías	policía	policía	policía	N;PL	N
policías	polis	policía	polis	N;PL	N
policías	policías	policía	policía	N;PL	N
policías	axentes	policía	axente	N;PL	N
policías	policía	policía	policía	N;PL	N
tecnológica	tecnolóxica	tecnológico	tecnolóxico	ADJ;FEM;SG	ADJ
expresar	expresar	expresar	expresar	V;NFIN	V
minoría	minoría	minoría	minoría	N;FEM;SG	N
medicamentos	medicamentos	medicamento	medicamento	N;MASC;PL	N
medicamentos	fármacos	medicamento	fármaco	N;MASC;PL	N
medicamentos	drogas	medicamento	droga	N;MASC;PL	N
medicamentos	medicamentos	medicamento	medicamento	N;MASC;PL	N
medicamentos	medicamento	medicamento	medicamento	N;MASC;PL	N
medicamentos	medicación	medicamento	medicación	N;MASC;PL	N
medicamentos	menciña	medicamento	menciña	N;MASC;PL	N
crean	crear	crear	crear	V;IND;PL;3;PRS;FIN	V
crean	creamos	crear	crear	V;IND;PL;3;PRS;FIN	V
crean	crean	crear	crear	V;IND;PL;3;PRS;FIN	V
bebida	auga	bebida	auga	N;FEM;SG	N
bebida	café	bebida	café	N;FEM;SG	N
bebida	bebe	bebida	beber	N;FEM;SG	N
bebida	copa	bebida	copa	N;FEM;SG	N
bebida	copas	bebida	copa	N;FEM;SG	N
transforma	transformar	transformar	transformar	V;IND;SG;3;PRS;FIN	V
negativo	negativo	negativo	negativo	ADJ;MASC;SG	ADJ
cordero	cordeiro	cordero	cordeiro	N;MASC;SG	N
oscuridad	escuridade	oscuridad	escuridade	N;FEM;SG	N
oscuridad	noite	oscuridad	noite	N;FEM;SG	N
oscuridad	escuridade	oscuridad	escuridade	N;FEM;SG	N
days	días	day	día	N	N
malos	mala	malo	mal	ADJ;MASC;PL	ADJ
malos	malas	malo	mal	ADJ;MASC;PL	ADJ
malos	mágoa	malo	mágoa	ADJ;MASC;PL	ADJ
temple	templo	temple	templo	N;MASC;SG	N
doctores	médicos	doctor	médico	N;MASC;PL	N
doctores	doutores	doctor	doutor	N;MASC;PL	N
doctores	médico	doctor	médico	N;MASC;PL	N
trastorno	trastorno	trastorno	trastorno	N;MASC;SG	N
trastorno	desorde	trastorno	desorde	N;MASC;SG	N
restricciones	restrición	restricción	restrición	N;FEM;PL	N
traición	traizón	traición	traizón	N;FEM;SG	N
traición	deslealdade	traición	deslealdade	N;FEM;SG	N
amenazas	ameazas	amenaza	ameaza	N;FEM;PL	N
suministro	subministración	suministro	subministración	N;MASC;SG	N
sombrero	sombreiro	sombrero	sombreiro	N;MASC;SG	N
sombrero	chapeu	sombrero	chapar	N;MASC;SG	N
sentir	sinto	sentir	sinto	V;NFIN	V
sentir	sentir	sentir	sentir	V;NFIN	V
sentir	síntome	sentir	síntome	V;NFIN	V
