neueren	новіші	neu	новіший	ADJ	ADJ;NOM;RL;PL
lustig	веселий	lustig	веселий	ADJ	ADJ;NOM;MASC;SG
charakteristisch	характерні	charakteristisch	характерний	ADJ	ADJ;NOM;PL
mathematischen	математичні	mathematisch	математичний	ADJ;NOM;PL	ADJ;NOM;PL
belgische	бельгійські	belgisch	бельгійський	ADJ;NOM;FEM;PL	ADJ;NOM;PL
rechtsprechung	карний	rechtsprechung	карний	ADJ	ADJ;NOM;MASC;SG
bakterien	бактерії	bakterien	бактерія	N;NOM;PL	N;ANIM;NOM;FEM;PL
übersetzen	перекласти	übersetzen	перекласти	V;NFIN	V;PFV;NFIN
übersetzen	перекладати	übersetzen	перекладати	V;NFIN	V;IPFV;NFIN
trainiert	навчали	trainieren	навчати	V;V.PTCP	V;IPFV;IND;PL;PST;FIN
angefangen	почалося	anfangen	початися	V;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN
angefangen	почалось	anfangen	початися	V;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN
angefangen	почали	anfangen	почати	V;V.PTCP	V;PFV;IND;PL;PST;FIN
angefangen	розпочато	anfangen	розпочати	V;V.PTCP	V;PFV;IND;0;FIN
angefangen	почався	anfangen	початися	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
angefangen	почато	anfangen	почато	V;V.PTCP	V;PFV;IND;SG;3;FUT;FIN
angefangen	починаючи	anfangen	починати	V;V.PTCP	V;IPFV;PRS;V.CVB
angefangen	починається	anfangen	починатися	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
angefangen	починаються	anfangen	починатися	V;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN
angefangen	почалась	anfangen	початися	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
angefangen	почалося	anfangen	початися	V;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN
angefangen	почалось	anfangen	початися	V;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN
exzellent	відмінний	exzellent	відмінний	ADJ	ADJ;NOM;MASC;SG
exzellent	чудова	exzellent	чудовий	ADJ	ADJ;NOM;FEM;SG
juristen	прокурори	juristen	прокурор	N;NOM;PL	N;ANIM;NOM;MASC;PL
juristen	адвокати	juristen	адвокат	N;NOM;PL	N;ANIM;NOM;MASC;PL
juristen	юристи	juristen	юрист	N;NOM;PL	N;ANIM;NOM;MASC;PL
fuhren	проїхали	fahren	проїхати	V;IND;PL;3;PST;FIN	V;PFV;IND;PL;PST;FIN
benötigen	вимагати	benötigen	вимагати	V;NFIN	V;IPFV;NFIN
gespeichert	зберігається	speichern	зберігатися	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
gespeichert	зберігаються	speichern	зберігатися	V;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN
gespeichert	збережено	speichern	збережити	V;V.PTCP	V;PFV;IND;0;FIN
mathematische	математичні	mathematisch	математичний	ADJ;NOM;FEM;PL	ADJ;NOM;PL
mathematische	математичні	mathematisch	математичний	ADJ;NOM;FEM;PL	ADJ;NOM;PL
mathematische	математичні	mathematisch	математичний	ADJ;NOM;FEM;PL	ADJ;NOM;PL
gefasst	зловили	fassen	зловити	V;V.PTCP	V;PFV;IND;PL;PST;FIN
gefasst	спіймав	fassen	спіймати	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
gefasst	затримали	fassen	затримати	V;V.PTCP	V;PFV;IND;PL;PST;FIN
rechtfertigen	вирівняти	rechtfertigen	вирівняти	V;NFIN	V;PFV;NFIN
rechtfertigen	виправдовує	rechtfertigen	виправдовувати	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
störung	безладдя	störung	безладдя	N;FEM;SG	N;INAN;NOM;NEUT;SG
störung	розлад	störung	розлад	N;FEM;SG	N;INAN;NOM;MASC;SG
störung	захворювання	störung	захворювання	N;FEM;SG	N;INAN;NOM;NEUT;SG
rekonstruktion	реконструкція	rekonstruktion	реконструкція	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
administratoren	адміністратори	administratoren	адміністратор	N;NOM;PL	N;ANIM;NOM;MASC;PL
gelernt	вивчили	lernen	вивчити	V;V.PTCP	V;PFV;IND;PL;PST;FIN
gelernt	навчився	lernen	навчитися	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
gelernt	вивчив	lernen	вивчити	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
gelernt	навчилися	lernen	навчитися	V;V.PTCP	V;PFV;IND;PL;PST;FIN
gefüllt	забили	füllen	забити	V;V.PTCP	V;PFV;IND;PL;PST;FIN
gefüllt	поклала	füllen	покласти	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
installation	встановлення	installation	встановлення	N;SG	N;INAN;NOM;NEUT;SG
installation	встановлення	installation	встановлення	N;SG	N;INAN;NOM;NEUT;SG
installation	встановлення	installation	встановлення	N;SG	N;INAN;NOM;NEUT;SG
schöner	прекрасні	schön	прекрасний	ADJ	ADJ;NOM;PL
schöner	красивий	schön	красивий	ADJ	ADJ;NOM;MASC;SG
schöner	красива	schön	красиво	ADJ	ADJ;NOM;FEM;SG
schöner	красиві	schön	красивий	ADJ	ADJ;NOM;PL
speichern	зберегти	speichern	зберегти	V;NFIN	V;PFV;NFIN
speichern	зберігається	speichern	зберігатися	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
speichern	зберігати	speichern	зберігати	V;NFIN	V;IPFV;NFIN
zurückkehren	відновити	zurückkehren	відновити	V;NFIN	V;PFV;NFIN
zurückkehren	повернути	zurückkehren	повернути	V;NFIN	V;PFV;NFIN
zurückkehren	повертається	zurückkehren	повертатися	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
zurückkehren	повертаючись	zurückkehren	повертатися	V;NFIN	V;IPFV;PRS;V.CVB
zurückkehren	повертаються	zurückkehren	повертатися	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN
sprachlich	мовні	sprachlich	мовний	ADJ	ADJ;NOM;PL
sprachlich	мовний	sprachlich	мовний	ADJ	ADJ;NOM;MASC;SG
freundlich	добрі	freundlich	добрий	ADJ	ADJ;NOM;PL
freundlich	дружній	freundlich	дружній	ADJ	ADJ;NOM;MASC;SG
vorschlagen	пропоную	vorschlagen	пропонувати	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN
vorschlagen	запропонувати	vorschlagen	запропонувати	V;NFIN	V;PFV;NFIN
vorschlagen	підкажіть	vorschlagen	підказати	V;NFIN	V;PFV;IMP;PL;2;FIN
vorschlagen	запропонувати	vorschlagen	запропонувати	V;NFIN	V;PFV;NFIN
portugiesisch	португальська	portugiesisch	португальський	ADJ	ADJ;NOM;FEM;SG
reduzieren	зменшує	reduzieren	зменшувати	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
reduzieren	сприятиме	reduzieren	сприяти	V;NFIN	V;IPFV;IND;SG;3;FUT;FIN
reduzieren	зменшити	reduzieren	зменшити	V;NFIN	V;PFV;NFIN
filmmusik	саундтрек	filmmusik	саундтрек	N	N;INAN;NOM;MASC;SG
filmmusik	рахунок	filmmusik	рахунок	N	N;INAN;NOM;MASC;SG
filmmusik	результат	filmmusik	результат	N	N;INAN;NOM;MASC;SG
filmmusik	оцінка	filmmusik	оцінка	N	N;INAN;NOM;FEM;SG
abgekürzt	скоротити	abkürzen	скоротити	V;V.PTCP	V;PFV;NFIN
wände	стіни	wanden	стіна	N;NOM;PL	N;INAN;NOM;FEM;PL
wände	мури	wanden	мура	N;NOM;PL	N;INAN;NOM;MASC;PL
begleitung	спостереження	begleitung	спостереження	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
begleitung	моніторинг	begleitung	моніторинг	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
begleitung	наставництво	begleitung	наставництво	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
abwehr	оборона	abwehr	оборона	N;SG	N;INAN;NOM;FEM;SG
abwehr	захист	abwehr	захист	N;SG	N;INAN;NOM;MASC;SG
abwehr	захист	abwehr	захист	N;SG	N;INAN;NOM;MASC;SG
abwehr	оборону	abwehr	оборона	N;SG	N;INAN;ACC;FEM;SG
stören	турбувати	stören	турбувати	V;NFIN	V;IPFV;NFIN
stören	пограти	stören	пограти	V;NFIN	V;PFV;NFIN
gastgeber	ведуча	gastgeber	ведучий	ADJ	ADJ;NOM;FEM;SG
denkt	думає	denken	думати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
denkt	вважає	denken	вважати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
denkt	гадає	denken	гадати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
wünschen	бажаю	wünschen	бажати	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN
rosen	троянди	rosen	троянда	N;NOM;PL	N;INAN;NOM;FEM;PL
beigetragen	пропонував	beitragen	пропонувати	V;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
statistische	статистичні	statistisch	статистичний	ADJ;NOM;FEM;PL	ADJ;NOM;PL
fassen	затримати	fassen	затримати	V;NFIN	V;PFV;NFIN
fassen	знається	fassen	знатися	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
selbständig	самостійна	selbständig	самостійний	ADJ	ADJ;NOM;FEM;SG
selbständig	незалежні	selbständig	незалежний	ADJ	ADJ;NOM;PL
selbständig	незалежна	selbständig	незалежний	ADJ	ADJ;NOM;FEM;SG
selbständig	незалежний	selbständig	незалежний	ADJ	ADJ;NOM;MASC;SG
selbständig	незалежне	selbständig	незалежний	ADJ	ADJ;NOM;NEUT;SG
selbständig	власна	selbständig	власний	ADJ	ADJ;NOM;FEM;SG
selbständig	власний	selbständig	власний	ADJ	ADJ;NOM;MASC;SG
jüngsten	недавні	jung	недавний	ADJ;PL	ADJ;NOM;PL
jüngsten	нещодавні	jung	нещодавні	ADJ;PL	ADJ;NOM;PL
nase	ніс	nase	ніс	N;SG	N;INAN;NOM;MASC;SG
fresken	капели	fresken	капела	N;NOM;PL	N;INAN;NOM;FEM;PL
gedeckt	розібралися	decken	розібратися	V;V.PTCP	V;PFV;IND;PL;PST;FIN
betriebssystem	операційну	betriebssystem	операційний	ADJ	ADJ;ACC;FEM;SG
betriebssystem	операційна	betriebssystem	операційний	ADJ	ADJ;NOM;FEM;SG
sauer	злий	sauer	злий	ADJ	ADJ;NOM;MASC;SG
sauer	агресивний	sauer	агресивний	ADJ	ADJ;NOM;MASC;SG
sauer	гірка	sauer	гіркий	ADJ	ADJ;NOM;FEM;SG
kommende	майбутні	kommend	майбутній	ADJ;NOM;FEM;PL	ADJ;NOM;PL
betreten	вводити	betreten	вводити	V;NFIN	V;IPFV;NFIN
betreten	ввести	betreten	ввести	V;NFIN	V;PFV;NFIN
betreten	увійти	betreten	увійти	V;NFIN	V;PFV;NFIN
betreten	введіть	betreten	ввести	V;NFIN	V;PFV;IMP;PL;2;FIN
sportlichen	спортивні	sportlich	спортивний	ADJ	ADJ;NOM;PL
inspiriert	надихали	inspirieren	надихати	V;V.PTCP	V;PFV;IND;PL;PST;FIN
inspiriert	надихають	inspirieren	надихати	V;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN
schriftliche	записані	schriftlich	записаний	ADJ;NOM;FEM;PL	ADJ;PFV;NOM;PL;V.PTCP;PASS
niedergang	тягарем	niedergang	тягар	N	N;INAN;INS;MASC;SG
untersuchte	оглянув	untersuchen	оглянути	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
raketen	ракет	raket	ракета	N;PL	N;INAN;GEN;FEM;PL
raketen	ракети	raket	ракета	N;PL	N;INAN;NOM;FEM;PL
raketen	ракет	raket	ракета	N;PL	N;INAN;GEN;FEM;PL
raketen	ракети	raket	ракета	N;PL	N;INAN;NOM;FEM;PL
aussterben	вимерли	aussterben	вимерти	V;NFIN	V;PFV;IND;PL;PST;FIN
synthese	синтез	synthese	синтез	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
vermieden	уникає	vermeiden	уникати	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
goldener	золотий	golden	золотий	ADJ	ADJ;NOM;MASC;SG
goldener	золоті	golden	золотий	ADJ	ADJ;NOM;PL
goldener	золоте	golden	золотий	ADJ	ADJ;NOM;NEUT;SG
rettung	спасіння	rettung	спасіння	N;FEM;SG	N;INAN;NOM;NEUT;SG
rettung	рятівник	rettung	рятівник	N;FEM;SG	N;ANIM;NOM;MASC;SG
rettung	порятунок	rettung	порятунок	N;FEM;SG	N;INAN;NOM;MASC;SG
warf	закинув	werfen	закинути	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
warf	кинув	werfen	кинути	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
warf	кинула	werfen	кинути	V;IND;SG;3;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN
konsequent	однорідного	konsequent	однорідний	ADJ	ADJ;GEN;MASC;SG
erläuterung	тлумачний	Erläuterung	тлумачний	ADJ;SG	ADJ;NOM;MASC;SG
holen	дістати	holen	дістати	V;NFIN	V;PFV;NFIN
holen	отримати	holen	отримати	V;NFIN	V;PFV;NFIN
holen	отримати	holen	отримати	V;NFIN	V;PFV;NFIN
jünger	молодша	jung	молодший	ADJ	ADJ;NOM;RL;FEM;SG
jünger	молодший	jung	молодший	ADJ	ADJ;NOM;CMPR;MASC;SG
jünger	молодшою	jung	молодший	ADJ	ADJ;INS;RL;FEM;SG
glücklich	щасливим	glücklich	щасливий	ADJ	ADJ;INS;NEUT;SG
glücklich	щаслива	glücklich	щасливий	ADJ	ADJ;NOM;FEM;SG
glücklich	щасливі	glücklich	щасливий	ADJ	ADJ;NOM;PL
glücklich	щасливе	glücklich	щасливий	ADJ	ADJ;NOM;NEUT;SG
glücklich	щасливий	glücklich	щасливий	ADJ	ADJ;NOM;MASC;SG
glücklich	щасливим	glücklich	щасливий	ADJ	ADJ;INS;NEUT;SG
demokraten	демократи	demokraten	демократ	N;NOM;PL	N;ANIM;NOM;MASC;PL
termin	зустріч	termin	зустріч	N;SG	N;INAN;NOM;FEM;SG
anbieten	пропонуємо	anbieten	пропонувати	V;NFIN	V;IPFV;IND;PL;1;PRS;FIN
spezifische	конкретні	spezifisch	конкретний	ADJ;NOM;FEM;PL	ADJ;NOM;PL
schnellste	найшвидший	schnell	найшвидший	ADJ;NOM;FEM;SG	ADJ;NOM;CMPR;MASC;SG
verwechselt	помиляєтесь	verwechseln	помилятися	V;V.PTCP	V;IPFV;IND;PL;2;PRS;FIN
verwechselt	помилятись	verwechseln	помилятися	V;V.PTCP	V;PFV;NFIN
verwechselt	помиляється	verwechseln	помилятися	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
anwesend	теперішній	anwesend	теперішній	ADJ	ADJ;DAT;FEM;SG
anwesend	присутні	anwesend	присутній	ADJ	ADJ;NOM;PL
anwesend	присутня	anwesend	присутня	ADJ	ADJ;NOM;FEM;SG
baut	будує	bauen	будувати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
baut	збирає	bauen	збирати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
christlich	християнський	christlich	християнський	ADJ	ADJ;NOM;MASC;SG
christlich	християнська	christlich	християнський	ADJ	ADJ;NOM;FEM;SG
sinnlos	непотрібні	sinnlos	непотрібний	ADJ	ADJ;NOM;PL
sinnlos	марними	sinnlos	марний	ADJ	ADJ;INS;PL
komponiert	складено	komponieren	скласти	V;V.PTCP	V;PFV;IND;0;FIN
geografische	географічні	geografisch	географічний	ADJ;NOM;FEM;PL	ADJ;NOM;PL
geografische	географічні	geografisch	географічний	ADJ;NOM;FEM;PL	ADJ;NOM;PL
gefangene	затримані	gefangen	затриманий	ADJ;NOM;FEM;PL	ADJ;PFV;NOM;PL;V.PTCP;PASS
aufrecht	вертикальний	aufrecht	вертикальний	ADJ	ADJ;NOM;MASC;SG
kontrolliert	сплачено	kontrollieren	сплакати	V;V.PTCP	V;PFV;IND;0;FIN
kontrolliert	перевірив	kontrollieren	перевірити	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
kontrolliert	перевірено	kontrollieren	перевірити	V;V.PTCP	V;PFV;IND;0;FIN
kontrolliert	позначено	kontrollieren	позначити	V;V.PTCP	V;PFV;IND;0;FIN
kontrolliert	керується	kontrollieren	керуватися	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
bemühen	намагалися	bemühen	намагатися	V;NFIN	V;IPFV;IND;PL;PST;FIN
kanonen	гармати	kanon	гармати	N;NOM;FEM;PL	N;INAN;NOM;FEM;PL
streitigkeiten	сварки	streitigkeit	сварка	N;NOM;FEM;PL	N;INAN;NOM;FEM;PL
streitigkeiten	суперечки	streitigkeit	суперечка	N;NOM;FEM;PL	N;INAN;NOM;FEM;PL
katastrophe	катастрофа	katastrophe	катастрофа	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
katastrophe	катастрофа	katastrophe	катастрофа	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
