que	že	que	že	CONJ	CONJ
consells	tipy	consell	tip	N;MASC;PL	N;INAN;NOM;MASC;PL
elevació	výška	elevació	výška	N;FEM;SG	N;NOM;FEM;SG
enginyers	inžinieri	enginyer	inžinier	N;MASC;PL	N;ANIM;NOM;MASC;PL
enginyers	inžinierov	enginyer	inžinier	N;MASC;PL	N;ANIM;ACC;MASC;PL
mòdul	modul	mòdul	moduť	N;MASC;SG	N;INAN;NOM;MASC;SG
mòdul	modulu	mòdul	modul	N;MASC;SG	N;INAN;GEN;MASC;SG
intervenir	zasiahnuť	intervenir	zasiahnuť	V;NFIN	V;PFV;POS;NFIN
fulla	list	fulla	list	N;FEM;SG	N;INAN;NOM;MASC;SG
cordes	lán	corda	lán	N;FEM;PL	N;GEN;FEM;PL
cordes	laná	corda	laný	N;FEM;PL	N;NOM;NEUT;PL
creix	rastie	créixer	rásť	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
hoquei	hokej	hoquaa	hoký	N;MASC;SG	N;INAN;NOM;MASC;SG
dieta	strava	dieta	strava	N;FEM;SG	N;NOM;FEM;SG
dieta	diéta	dieta	diéta	N;FEM;SG	N;NOM;FEM;SG
indi	indický	indi	indický	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;SG
indi	indické	indi	indický	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
indi	indická	indi	indický	ADJ;MASC;SG	ADJ;NOM;FEM;SG
continuïtat	kontinuita	continuïtat	kontinuita	N;FEM;SG	N;NOM;FEM;SG
continuïtat	kontinuitu	continuïtat	kontinuita	N;FEM;SG	N;ACC;FEM;SG
istat	istat	istar	istat	N;MASC;SG	N;NOM;FEM;SG
designar	určiť	designar	určiť	V;NFIN	V;PFV;POS;NFIN
planetes	planéty	planeta	planéta	N;MASC;PL	N;NOM;FEM;PL
planetes	planét	planeta	planét	N;MASC;PL	N;GEN;FEM;PL
confondre	zmiasť	confondre	zmiasť	V;NFIN	V;PFV;POS;NFIN
rellevant	relevantná	rellevant	relevantný	ADJ;SG	ADJ;NOM;FEM;SG
rellevant	relevantné	rellevant	relevantný	ADJ;SG	ADJ;NOM;NEUT;SG
rellevant	príslušná	rellevant	príslušný	ADJ;SG	ADJ;NOM;FEM;SG
rellevant	relevantný	rellevant	relevantný	ADJ;SG	ADJ;ANIM;NOM;MASC;SG
rellevant	príslušné	rellevant	príslušný	ADJ;SG	ADJ;NOM;NEUT;SG
agències	agentúry	agència	agentúra	N;FEM;PL	N;NOM;FEM;PL
agències	agentúr	agència	agentúr	N;FEM;PL	N;GEN;FEM;PL
delegació	delegácia	delegació	delegácia	N;FEM;SG	N;NOM;FEM;SG
solucions	roztoky	solució	roztok	N;FEM;PL	N;INAN;NOM;MASC;PL
solucions	riešenia	solució	riešenie	N;FEM;PL	N;NOM;NEUT;PL
inspiració	inšpiráciu	inspiració	inšpirácia	N;FEM;SG	N;ACC;FEM;SG
inspiració	inšpirácia	inspiració	inšpirácia	N;FEM;SG	N;NOM;FEM;SG
cantons	kantónov	cantó	kantón	N;MASC;PL	N;INAN;GEN;MASC;PL
integral	neoddeliteľnou	integral	neoddeliteľný	ADJ;SG	ADJ;INS;FEM;SG
ferits	zranení	ferit	zranenie	N;MASC;PL	N;NOM;NEUT;PL
rutes	trasy	ruta	tri	N;FEM;PL	N;NOM;FEM;PL
rutes	trás	ruta	trás	N;FEM;PL	N;GEN;FEM;PL
rutes	cesty	ruta	cesta	N;FEM;PL	N;NOM;FEM;PL
beneficis	prínosy	benefici	prínos	N;MASC;PL	N;INAN;NOM;MASC;PL
beneficis	výhody	benefici	výhod	N;MASC;PL	N;INAN;NOM;MASC;PL
beneficis	dávky	benefici	dávka	N;MASC;PL	N;NOM;FEM;PL
essencial	nevyhnutná	essencial	nevyhnutný	ADJ;SG	ADJ;NOM;FEM;SG
essencial	základné	essencial	základný	ADJ;SG	ADJ;NOM;NEUT;SG
essencial	nevyhnutné	essencial	nevyhnutný	ADJ;SG	ADJ;NOM;NEUT;SG
colorado	colorado	colorado	colorado	N;MASC;SG	N;ANIM;NOM;MASC;SG
bestiar	dobytka	bestiar	dobytok	N;MASC;SG	N;INAN;GEN;MASC;SG
bestiar	dobytok	bestiar	dobytok	N;MASC;SG	N;INAN;NOM;MASC;SG
dramàtica	dramatický	dramàtic	dramatický	ADJ;FEM;SG	ADJ;INAN;NOM;MASC;SG
dramàtica	dramatické	dramàtic	dramatický	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
compra	zakúpiť	comprar	zakúpiť	V;IND;SG;3;PRS;FIN	V;PFV;POS;NFIN
compra	kúpiť	comprar	kúpiť	V;IND;SG;3;PRS;FIN	V;PFV;POS;NFIN
dialecte	dialekt	dialecte	dialekt	N;MASC;SG	N;INAN;NOM;MASC;SG
gat	kocúr	gat	kocúr	N;MASC;SG	N;ANIM;NOM;MASC;SG
gat	mačka	gat	mačka	N;MASC;SG	N;NOM;FEM;SG
professors	učitelia	professor	učiteľ	N;MASC;PL	N;ANIM;NOM;MASC;PL
professors	učiteľov	professor	učiteľ	N;MASC;PL	N;ANIM;ACC;MASC;PL
vents	vetry	vent	vetry	N;MASC;PL	N;INAN;NOM;MASC;PL
amenaçada	ohrozený	amenaçat	ohrozený	ADJ;FEM;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
amenaçada	ohrozená	amenaçat	ohrozený	ADJ;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
governació	gubernia	governació	guberní	N;FEM;SG	N;NOM;FEM;SG
rugbi	rugby	rugbi	rugb	N;MASC;SG	N;NOM;FEM;SG
empresonat	uväznený	empresonat	uväznený	ADJ;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
empresonat	uväznená	empresonat	uväznený	ADJ;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
classificacions	klasifikácie	classificació	klasifikácia	N;FEM;PL	N;NOM;FEM;PL
típica	typický	típic	typický	ADJ;FEM;SG	ADJ;ANIM;NOM;MASC;SG
típica	typická	típic	typický	ADJ;FEM;SG	ADJ;NOM;FEM;SG
típica	typické	típic	typický	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
convèncer	presvedčiť	convèncer	presvedčiť	V;NFIN	V;PFV;POS;NFIN
txeca	česká	txec	česká	ADJ;FEM;SG	ADJ;NOM;FEM;SG
txeca	české	txec	český	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
txeca	český	txec	český	ADJ;FEM;SG	ADJ;ANIM;NOM;MASC;SG
txeca	českého	txec	český	ADJ;FEM;SG	ADJ;ANIM;GEN;MASC;SG
bacteris	baktérie	bacteri	baktéria	N;MASC;PL	N;NOM;FEM;PL
bacteris	baktérií	bacteri	baktérium	N;MASC;PL	N;GEN;FEM;PL
adaptar	prispôsobiť	adaptar	prispôsobiť	V;NFIN	V;PFV;POS;NFIN
fiscal	žalobca	fiscal	žalobec	N;SG	N;ANIM;NOM;MASC;SG
fiscal	prokurátora	fiscal	prokurátor	N;SG	N;ANIM;ACC;MASC;SG
fiscal	prokurátor	fiscal	prokurátor	N;SG	N;ANIM;NOM;MASC;SG
kansas	kansase	kansas	kansas	N;SG	N;NOM;MASC;SG
tub	trubica	tub	trubica	N;MASC;SG	N;NOM;FEM;SG
tub	rúra	tub	rúra	N;MASC;SG	N;NOM;FEM;SG
identificació	identifikácia	identificació	identifikácia	N;FEM;SG	N;NOM;FEM;SG
identificació	identifikáciu	identificació	identifikácia	N;FEM;SG	N;ACC;FEM;SG
identificació	označenie	identificació	označenie	N;FEM;SG	N;NOM;NEUT;SG
tombes	hrobov	tomba	hrob	N;FEM;PL	N;INAN;GEN;MASC;PL
tombes	hroby	tomba	hrob	N;FEM;PL	N;INAN;NOM;MASC;PL
cervell	mozog	cervell	mozog	N;MASC;SG	N;INAN;NOM;MASC;SG
cervell	mozgu	cervell	mozog	N;MASC;SG	N;INAN;GEN;MASC;SG
tèxtil	textilné	tèxtil	textilný	ADJ;SG	ADJ;NOM;NEUT;SG
tèxtil	textilný	tèxtil	textilný	ADJ;SG	ADJ;ANIM;NOM;MASC;SG
lluites	boje	lluita	boj	N;FEM;PL	N;INAN;NOM;MASC;PL
àtoms	atómov	àtom	atóm	N;MASC;PL	N;INAN;GEN;MASC;PL
múscul	sval	múscul	svať	N;MASC;SG	N;INAN;NOM;MASC;SG
múscul	svalstvo	múscul	svalstvo	N;MASC;SG	N;NOM;NEUT;SG
radi	okruh	radi	okruh	N;MASC;SG	N;INAN;NOM;MASC;SG
radi	polomer	radi	polomer	N;MASC;SG	N;INAN;NOM;MASC;SG
acompanyar	sprevádzajú	acompanyar	sprevádzať	V;NFIN	V;IPFV;IND;PL;3;POS;PRS;FIN
acompanyar	sprevádzať	acompanyar	sprevádzať	V;NFIN	V;IPFV;POS;NFIN
organitza	organizuje	organitzar	organizovať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
nil	níle	nil	nílo	N;MASC;SG	N;NOM;FEM;SG
interacció	interakcia	interacció	interakcia	N;FEM;SG	N;NOM;FEM;SG
interacció	interakciu	interacció	interakcia	N;FEM;SG	N;ACC;FEM;SG
directors	riaditeľov	director	riaditeľ	N;MASC;PL	N;ANIM;ACC;MASC;PL
directors	riaditelia	director	riaditeľ	N;MASC;PL	N;ANIM;NOM;MASC;PL
anualment	každoročne	anualment	každoročne	ADV	ADV
anualment	ročne	anualment	ročnúť	ADV	ADV
arquitectes	architektov	arquitecte	architekt	N;MASC;PL	N;ANIM;ACC;MASC;PL
entrades	vstupenky	entrada	vstupenka	N;FEM;PL	N;NOM;FEM;PL
entrades	lístky	entrada	lístok	N;FEM;PL	N;INAN;NOM;MASC;PL
entrades	letenky	entrada	letenka	N;FEM;PL	N;NOM;FEM;PL
ciutadella	citadela	ciutadella	citadieť	N;FEM;SG	N;NOM;FEM;SG
propaganda	propaganda	propaganda	propaganda	N;FEM;SG	N;NOM;FEM;SG
formalment	formálne	formalment	formálne	ADV	ADV
enfrontament	zúčtovanie	enfrontament	zúčtovanie	N;MASC;SG	N;NOM;NEUT;SG
repertori	repertoár	repertori	repertoár	N;MASC;SG	N;INAN;NOM;MASC;SG
canviat	zmenené	canviar	zmenený	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
canviat	zmenená	canviar	zmenený	ADJ;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
commons	commons	commó	commons		
irregular	nepravidelný	irregular	nepravidelný	ADJ;SG	ADJ;ANIM;NOM;MASC;SG
pressupost	rozpočet	pressupost	rozpočet	N;MASC;SG	N;INAN;NOM;MASC;SG
pressupost	rozpočtu	pressupost	rozpočet	N;MASC;SG	N;INAN;GEN;MASC;SG
argentí	argentínska	argentí	argentínsky	ADJ;MASC;SG	ADJ;NOM;FEM;SG
observacions	pripomienky	observació	pripomienka	N;FEM;PL	N;NOM;FEM;PL
observacions	komentáre	observació	komentár	N;FEM;PL	N;INAN;NOM;MASC;PL
observacions	komentárov	observació	komentár	N;FEM;PL	N;ANIM;GEN;MASC;PL
esfera	guľa	esferar	guľa	N;FEM;SG	N;NOM;FEM;SG
tancament	uzavretie	tancament	uzavretie	N;MASC;SG	N;NOM;NEUT;SG
tancament	zatvorenie	tancament	zatvorenie	N;MASC;SG	N;NOM;NEUT;SG
tancament	uzatvorenie	tancament	uzatvorenie	N;MASC;SG	N;NOM;NEUT;SG
aviació	letectvo	aviació	letectvo	N;FEM;SG	N;NOM;NEUT;SG
intern	vnútorné	intern	vnútorný	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
intern	vnútorná	intern	vnútorný	ADJ;MASC;SG	ADJ;NOM;FEM;SG
intern	vnútorný	intern	vnútorný	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;SG
forat	diera	forat	diera	N;MASC;SG	N;NOM;FEM;SG
batalló	prápor	batalló	prápor	N;MASC;SG	N;INAN;NOM;MASC;SG
natació	kúpanie	natació	kúpanie	N;FEM;SG	N;NOM;NEUT;SG
natació	plávanie	natació	plávanie	N;FEM;SG	N;NOM;NEUT;SG
impuls	impulz	impuls	impulz	N;MASC;SG	N;INAN;NOM;MASC;SG
impuls	impulzu	impuls	impulza	N;MASC;SG	N;INAN;GEN;MASC;SG
patrons	vzory	patró	vzor	N;MASC;PL	N;INAN;NOM;MASC;PL
patrons	vzorov	patró	vzor	N;MASC;PL	N;INAN;GEN;MASC;PL
patrons	vzorce	patró	vzorec	N;MASC;PL	N;INAN;NOM;MASC;PL
caire	káhire	caire	káhira	N;MASC;SG	N;INAN;NOM;MASC;SG
rànquing	poradie	rànquing	poradie	N;MASC;SG	N;NOM;NEUT;SG
captura	zachytiť	captura	zachytiť	V;IND;SG;3;PRS;FIN	V;PFV;POS;NFIN
captura	zajať	captura	zajať	V;IND;SG;3;PRS;FIN	V;PFV;POS;NFIN
extern	externý	extern	externý	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;SG
extern	vonkajšie	extern	vonkajší	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
extern	vonkajší	extern	vonkajší	ADJ;MASC;SG	ADJ;INAN;NOM;MASC;SG
extern	externé	extern	externý	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
extern	vonkajšia	extern	vonkajší	ADJ;MASC;SG	ADJ;NOM;FEM;SG
destruït	zničený	destruït	zničený	ADJ;MASC;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
destruït	zničené	destruït	zničený	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
destruït	zničená	destruït	zničený	ADJ;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
compartir	zdieľať	compartir	zdieľať	V;NFIN	V;IPFV;POS;NFIN
progrés	pokrok	progrés	pokrok	N;MASC;SG	N;INAN;NOM;MASC;SG
progrés	napredovanie	progrés	napredovanie	N;MASC;SG	N;NOM;NEUT;SG
progrés	priebeh	progrés	priebeh	N;MASC;SG	N;INAN;NOM;MASC;SG
tempesta	búrka	tempesta	búrka	N;FEM;SG	N;NOM;FEM;SG
tanca	zatvoriť	tancar	zatvoriť	V;IND;SG;3;PRS;FIN	V;PFV;POS;NFIN
tanca	uzavrieť	tancar	uzavrieť	V;IND;SG;3;PRS;FIN	V;PFV;POS;NFIN
tanca	zavrieť	tancar	zavrieť	V;IND;SG;3;PRS;FIN	V;PFV;POS;NFIN
video	video	video	video	N;MASC;SG	N;NOM;NEUT;SG
video	videa	video	videa	N;MASC;SG	N;NOM;NEUT;SG
dimensió	rozmer	dimensió	rozmer	N;FEM;SG	N;INAN;NOM;MASC;SG
dimensió	dimenzia	dimensió	dimenzia	N;FEM;SG	N;NOM;FEM;SG
plaques	dosky	placa	doska	N;FEM;PL	N;NOM;FEM;PL
plaques	taniere	placa	tanier	N;FEM;PL	N;INAN;NOM;MASC;PL
plaques	platne	placa	platňa	N;FEM;PL	N;NOM;FEM;PL
anells	kruhy	anell	kruh	N;MASC;PL	N;INAN;NOM;MASC;PL
anells	prstene	anell	prstene	N;MASC;PL	N;NOM;FEM;PL
anells	krúžky	anell	krúžok	N;MASC;PL	N;INAN;NOM;MASC;PL
civilització	civilizácia	civilització	civilizácia	N;FEM;SG	N;NOM;FEM;SG
civilització	civilizáciu	civilització	civilizácia	N;FEM;SG	N;ACC;FEM;SG
resistir	odolať	resistir	odolať	V;NFIN	V;PFV;POS;NFIN
resistir	vzdorovať	resistir	vzdorovať	V;NFIN	V;IPFV;POS;NFIN
resistir	odolávať	resistir	odolávať	V;NFIN	V;IPFV;POS;NFIN
esquema	schéma	esquema	schéma	N;MASC;SG	N;NOM;FEM;SG
esquema	obrys	esquema	obrys	N;MASC;SG	N;INAN;NOM;MASC;SG
esquema	outline	esquema	outlina	N;MASC;SG	N;INAN;NOM;MASC;SG
esquema	schéma	esquema	schéma	N;MASC;SG	N;NOM;FEM;SG
protocol	protokolu	protocol	protokol	N;MASC;SG	N;INAN;GEN;MASC;SG
protocol	protokol	protocol	protoknúť	N;MASC;SG	N;INAN;NOM;MASC;SG
deessa	bohyňa	deessa	bohyňa	N;FEM;SG	N;NOM;FEM;SG
proximitat	blízkosť	proximitat	blízkosť	N;FEM;SG	N;NOM;FEM;SG
afectar	ovplyvňovať	afectar	ovplyvňovať	V;NFIN	V;IPFV;POS;NFIN
afectar	ovplyvniť	afectar	ovplyvniť	V;NFIN	V;PFV;POS;NFIN
organista	organista	organista	organista	N;SG	N;ANIM;NOM;MASC;SG
fragment	fragment	fragment	fragment	N;MASC;SG	N;INAN;NOM;MASC;SG
humor	náladu	humor	nálada	N;MASC;SG	N;ACC;FEM;SG
humor	nálada	humor	nálada	N;MASC;SG	N;NOM;FEM;SG
humor	humor	humor	humor	N;MASC;SG	N;INAN;NOM;MASC;SG
rellevància	významnosť	rellevància	významnosť	N;FEM;SG	N;NOM;FEM;SG
rellevància	dôležitosť	rellevància	dôležitosť	N;FEM;SG	N;NOM;FEM;SG
rellevància	význam	rellevància	význam	N;FEM;SG	N;INAN;NOM;MASC;SG
rellevància	relevantnosť	rellevància	relevantnosť	N;FEM;SG	N;NOM;FEM;SG
ballet	balet	ballet	balet	N;MASC;SG	N;NOM;FEM;SG
compon	skladať	compondre	skladať	V;IND;SG;3;PRS;FIN	V;IPFV;POS;NFIN
compon	napísať	compondre	napísať	V;IND;SG;3;PRS;FIN	V;PFV;POS;NFIN
compon	tvoriť	compondre	tvoriť	V;IND;SG;3;PRS;FIN	V;IPFV;POS;NFIN
instruccions	pokyny	instrucció	pokyn	N;FEM;PL	N;INAN;NOM;MASC;PL
instruccions	inštrukcie	instrucció	inštrukcia	N;FEM;PL	N;NOM;FEM;PL
igualtat	rovnosť	igualtat	rovnosť	N;FEM;SG	N;NOM;FEM;SG
manifestacions	demonštrácií	manifestació	demonštrácia	N;FEM;PL	N;GEN;FEM;PL
manifestacions	demonštrácie	manifestació	demonštrácia	N;FEM;PL	N;NOM;FEM;PL
manifestacions	ukážky	manifestació	ukážka	N;FEM;PL	N;NOM;FEM;PL
limitat	obmedzený	limitat	obmedzený	ADJ;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
limitat	limitované	limitat	limitovaný	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
limitat	obmedzené	limitat	obmedzený	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
limitat	limitovaná	limitat	limitovaný	ADJ;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
limitat	obmedzená	limitat	obmedzený	ADJ;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
rotació	rotácia	rotació	rotácia	N;FEM;SG	N;NOM;FEM;SG
rotació	striedanie	rotació	striedanie	N;FEM;SG	N;NOM;NEUT;SG
gossos	psov	gos	pes	N;MASC;PL	N;INAN;NOM;MASC;PL
gossos	psi	gos	pes	N;MASC;PL	N;ANIM;NOM;MASC;PL
gossos	psy	gos	pes	N;MASC;PL	N;INAN;NOM;MASC;PL
jugant	hrať	jugar	hrať	V;V.MSDR	V;IPFV;POS;NFIN
jugant	hrajú	jugar	hrať	V;V.MSDR	V;IPFV;IND;PL;3;POS;PRS;FIN
inscripcions	nápisy	inscripció	nápis	N;FEM;PL	N;INAN;NOM;MASC;PL
representada	zastúpené	representat	zastúpený	ADJ;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
representada	zastúpená	representat	zastúpený	ADJ;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
representada	zastúpený	representat	zastúpený	ADJ;FEM;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
contribucions	príspevky	contribució	príspevok	N;FEM;PL	N;INAN;NOM;MASC;PL
contribucions	príspevkov	contribució	príspevok	N;FEM;PL	N;INAN;GEN;MASC;PL
films	filmy	film	film	N;MASC;PL	N;INAN;NOM;MASC;PL
films	filmov	film	film	N;MASC;PL	N;INAN;GEN;MASC;PL
operatiu	prevádzkové	operatiu	prevádzkový	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
operatiu	prevádzková	operatiu	prevádzkový	ADJ;MASC;SG	ADJ;NOM;FEM;SG
operatiu	operačný	operatiu	operačný	ADJ;MASC;SG	ADJ;INAN;NOM;MASC;SG
proposa	navrhuje	proposar	navrhovať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
mòbil	mobilné	mòbil	mobilný	ADJ;SG	ADJ;NOM;NEUT;SG
mòbil	mobilný	mòbil	mobilný	ADJ;SG	ADJ;ANIM;NOM;MASC;SG
excavacions	vykopávky	excavació	vykopávka	N;FEM;PL	N;NOM;FEM;PL
detingut	zadržaný	detingut	zadržaný	ADJ;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
detingut	zatknutá	detingut	zatknutý	ADJ;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
detingut	zatknutý	detingut	zatknutý	ADJ;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
gravetat	gravitácia	gravetat	gravitácia	N;FEM;SG	N;NOM;FEM;SG
lema	motto	lema	motto	N;MASC;SG	N;NOM;NEUT;SG
horitzontal	horizontálny	horitzontal	horizontálny	ADJ;SG	ADJ;INAN;NOM;MASC;SG
horitzontal	horizontálna	horitzontal	horizontálny	ADJ;SG	ADJ;NOM;FEM;SG
campament	tábora	campament	tábor	N;MASC;SG	N;INAN;GEN;MASC;SG
campament	camp	campament	camp	N;MASC;SG	N;INAN;NOM;MASC;SG
campament	tábor	campament	tábor	N;MASC;SG	N;INAN;NOM;MASC;SG
noi	chlapček	noi	chlapček	N;MASC;SG	N;ANIM;NOM;MASC;SG
noi	chalan	noi	chalan	N;MASC;SG	N;ANIM;NOM;MASC;SG
noi	chlapec	noi	chlapec	N;MASC;SG	N;ANIM;NOM;MASC;SG
legislació	legislatíva	legislació	legislatíva	N;FEM;SG	N;NOM;FEM;SG
legislació	legislatívu	legislació	legislatíva	N;FEM;SG	N;ACC;FEM;SG
fortuna	bohatstvo	fortuna	bohatstvo	N;FEM;SG	N;NOM;NEUT;SG
sòlid	pevný	sòlid	pevný	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;SG
sòlid	pevné	sòlid	pevný	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
sòlid	pevná	sòlid	pevný	ADJ;MASC;SG	ADJ;NOM;FEM;SG
guatemala	guatemala	guatemala	guatemať	N;SG	N;NOM;FEM;SG
arqueologia	archeológia	arqueologia	archeológia	N;FEM;SG	N;NOM;FEM;SG
calcular	vypočítať	calcular	vypočítať	V;NFIN	V;PFV;POS;NFIN
coves	jaskýň	cova	jaskýň	N;FEM;PL	N;GEN;FEM;PL
coves	jaskyne	cova	jaskyňa	N;FEM;PL	N;NOM;FEM;PL
equacions	rovnice	equació	rovnica	N;FEM;PL	N;NOM;FEM;PL
façanes	fasády	façana	fasáda	N;FEM;PL	N;NOM;FEM;PL
electricitat	elektrina	electricitat	elektrina	N;FEM;SG	N;NOM;FEM;SG
vaga	strike	vaga	strika	N;FEM;SG	N;INAN;NOM;MASC;SG
vaga	štrajk	vaga	štrajk	N;FEM;SG	N;INAN;NOM;MASC;SG
característic	charakteristická	característic	charakteristický	ADJ;MASC;SG	ADJ;NOM;FEM;SG
egipci	egyptský	egipcar	egyptský	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;SG
rcd	rcd	rcd	rcd	N;MASC;SG	N;INAN;NOM;MASC;SG
experiments	experimenty	experiment	experiment	N;MASC;PL	N;INAN;NOM;MASC;PL
experiments	pokusy	experiment	pokus	N;MASC;PL	N;INAN;NOM;MASC;PL
entrenament	výcvik	entrenament	výcvik	N;MASC;SG	N;INAN;NOM;MASC;SG
entrenament	tréning	entrenament	tréning	N;MASC;SG	N;INAN;NOM;MASC;SG
entrenament	školenie	entrenament	školenie	N;MASC;SG	N;NOM;NEUT;SG
entrenament	cvičenie	entrenament	cvičenie	N;MASC;SG	N;NOM;NEUT;SG
entrenament	tréning	entrenament	tréning	N;MASC;SG	N;INAN;NOM;MASC;SG
seguiment	sledovanie	seguiment	sledovanie	N;MASC;SG	N;NOM;NEUT;SG
descobreix	objavovať	descobrir	objavovať	V;IND;SG;3;PRS;FIN	V;IPFV;POS;NFIN
descobreix	objaviť	descobrir	objaviť	V;IND;SG;3;PRS;FIN	V;PFV;POS;NFIN
periodisme	žurnalistika	periodisme	žurnalistika	N;MASC;SG	N;NOM;FEM;SG
vaticà	vatikán	vaticà	vatikán	N;MASC;SG	N;ANIM;NOM;MASC;SG
tenor	tenor	tenor	tenor	N;MASC;SG	N;ANIM;NOM;MASC;SG
fòrum	fórum	fòrum	fórum	N;MASC;SG	N;NOM;NEUT;SG
fòrum	fóra	fòrum	fór	N;MASC;SG	N;INAN;NOM;MASC;SG
fòrum	forum	fòrum	forum	N;MASC;SG	N;NOM;FEM;SG
escales	schodov	escala	schod	N;FEM;PL	N;INAN;GEN;MASC;PL
escales	schody	escala	schod	N;FEM;PL	N;INAN;NOM;MASC;PL
escales	schodoch	escala	schod	N;FEM;PL	N;INAN;INS;MASC;PL
escales	stupnice	escala	stupnica	N;FEM;PL	N;NOM;FEM;PL
escales	váhy	escala	váha	N;FEM;PL	N;NOM;FEM;PL
quartet	kvarteto	quartet	kvartet	N;MASC;SG	N;INAN;NOM;MASC;SG
mecanismes	mechanizmov	mecanisme	mechanizmus	N;MASC;PL	N;INAN;GEN;MASC;PL
mecanismes	mechanizmy	mecanisme	mechanizmus	N;MASC;PL	N;INAN;NOM;MASC;PL
comentari	komentár	comentari	komentár	N;MASC;SG	N;INAN;NOM;MASC;SG
infància	detstvo	infància	detstvo	N;FEM;SG	N;NOM;NEUT;SG
triangle	trojuholník	triangle	trojuholník	N;MASC;SG	N;INAN;NOM;MASC;SG
reserves	rezervácie	reserva	rezervácia	N;FEM;PL	N;NOM;FEM;PL
reserves	výhrady	reserva	výhrada	N;FEM;PL	N;NOM;FEM;PL
insecte	hmyzu	insecte	hmyz	N;MASC;SG	N;INAN;GEN;MASC;SG
insecte	hmyz	insecte	hmyz	N;MASC;SG	N;INAN;NOM;MASC;SG
ucraïnès	ukrajinské	ucraïnès	ukrajinský	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
projecció	projekcia	projecció	projekcia	N;FEM;SG	N;NOM;FEM;SG
projecció	prognóza	projecció	prognóza	N;FEM;SG	N;NOM;FEM;SG
projecció	premietanie	projecció	premietanie	N;FEM;SG	N;NOM;NEUT;SG
suís	švajčiarske	suís	švajčiarsky	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
suís	švajčiarsky	suís	švajčiarsky	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;SG
determinats	určitých	determinat	určitý	ADJ;MASC;PL;V.PTCP	ADJ;GEN;MASC;PL
proclamat	vyhlásená	proclamar	vyhlásený	ADJ;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
proclamat	vyhlásené	proclamar	vyhlásený	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
subfamília	podčeľaď	subfamília	podčeľaď	N;FEM;SG	N;NOM;MASC;SG
