dan	ve	dan	ve	CONJ	CONJ
peta	haritası	peta	harita	N;SG	N;NOM;SG;3
peta	harita	peta	harit	N;SG	N;NOM;SG;3
fisik	fiziği	fisik	fizik	N;SG	N;NOM;SG;3
menang	won	menang	won	;SG	
menang	kazanma	menang	kazan	;SG	
menang	muzaffer	menang	muzaffer	;SG	
menang	kazan	menang	kazan	;SG	
pabrik	fabrikası	pabrik	fabrikası	N;SG	N;NOM;SG;3
pabrik	fabrikada	pabrik	fabrika	N;SG	N;ESS;SG;3
ditetapkan	atanmış	ditetapkan	atan	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
delapan	sekiz	delapan	sekiz	NUM	NUM
antena	anten	antena	anten	N;SG	N;NOM;SG;3
telepon	telefon	telepon	telefon	N;SG	N;NOM;SG;3
telepon	telefon	telepon	telefon	N;SG	N;NOM;SG;3
menentukan	belirler	mententukan	belir	V;SG;ACT	V;IPFV;IND;SG;3;POS
perintah	komuta	perintah	komut	N;SG	N;NOM;SG;3
perintah	sipariş	perintah	sipariş	N;SG	N;NOM;SG;3
dana	finansman	dana	finansman	N;SG	N;NOM;SG;3
famili	ailesi	famili	aile	N;SG	N;NOM;SG;3
menghadapi	yüzleşmek	menhadapi	yüzleş	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
menghadapi	yüzleşme	menhadapi	yüzleş	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
dll	vb	dll	vb		
toko	alışveriş	toko	alışveriş	N;SG	N;NOM;SG;3
toko	dükkan	toko	dükkan	N;SG	N;NOM;SG;3
toko	mağaza	toko	mağaz	N;SG	N;NOM;SG;3
toko	mağazası	toko	mağaza	N;SG	N;NOM;SG;3
toko	mağazadan	toko	mağaza	N;SG	N;AT+ABL;SG;3
toko	dükkan	toko	dükkan	N;SG	N;NOM;SG;3
toko	mağaza	toko	mağaz	N;SG	N;NOM;SG;3
arti	anlamı	arti	anlam	N;SG	N;ACC;SG;3
pelatih	antrenör	penlatih	antrenör	N;SG	N;NOM;SG;3
pelatih	antrenör	penlatih	antrenör	N;SG	N;NOM;SG;3
kursi	sandalye	kursi	sandalye	N;SG	N;NOM;SG;3
kursi	koltuk	kursi	koltuk	N;SG	N;NOM;SG;3
kursi	sandalye	kursi	sandalye	N;SG	N;NOM;SG;3
kursi	koltuk	kursi	koltuk	N;SG	N;NOM;SG;3
komisi	komisyonu	komisi	komisyon	N;SG	N;ACC;SG;3
terjun	şelalesi	terjun	şelale	N;SG;ACT	N;NOM;SG;3
berfungsi	çalışıyorum	berfungsi	çalış	V;SG;ACT	V;PROG;IND;SG;1;POS;INFM;PRS
berfungsi	çalışıyor	berfungsi	çalış	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
berfungsi	çalışmak	berfungsi	çalış	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
layar	ekran	layar	ekran	N;SG	N;NOM;SG;3
layar	ekranı	layar	ekran	N;SG	N;NOM;SG;3
konflik	anlaşmazlık	konflik	anlaşmazlık	N;SG	N;NOM;SG;3
sarjana	alimler	sarjana	alim	N	N;NOM;PL;3
institut	enstitüsü	institut	enstitü	N	N;NOM;SG;3
penjualan	satılık	penjualan	satılık	N;SG	N;NOM;SG;3
pesisir	sahili	pesisir	sahili	N	N;ACC;SG;3
urutan	sipariş	urutan	sipariş	N;SG	N;NOM;SG;3
urutan	dizi	urutan	dizi	N;SG	N;NOM;SG;3
urutan	dizisi	urutan	dizi	N;SG	N;NOM;SG;3
hadiah	hediye	hadiah	hedi	N;SG	N;NOM;SG;3
hadiah	ödülü	hadiah	ödül	N;SG	N;ACC;SG;3
hadiah	hediye	hadiah	hedi	N;SG	N;NOM;SG;3
siapa	kim	siapa	kim	PRO	PRO;NOM;SG;3
prinsip	ilkesi	prinsip	ilke	N;SG	N;NOM;SG;3
terjemahan	çevirisi	terjemahan	çevir	N;SG	N;NOM;SG;3
kamu	sen	kamu	sen	PRO;SG;2;INFM	PRO;NOM;SG;2
kamu	seni	kamu	sen	PRO;SG;2;INFM	PRO;ACC;SG;2
diluncurkan	başlatılan	diluncurkan	başla	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
pemilik	sahibi	penmilik	sahip	N;SG	N;NOM;SG;3
pemilik	sahibinden	penmilik	sahip	N;SG	N;AT+ABL;SG;3
munisipalitas	belediyeye	munisipalitas	belediye	N	N;DAT;SG;3
kalah	kaybetmek	kalah	kaybet	V;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
kalah	kaybediyor	kalah	kaybet	V;SG	V;PROG;IND;SG;3;POS;INFM;PRS
kalah	kaybolmuş	kalah	kaybol	V;SG	V;PFV;NFH;IND;SG;3;POS;PST
kalah	kaybettim	kalah	kaybet	V;SG	V;PFV;IND;SG;1;POS;PST
kalah	yenilmiş	kalah	yen	V;SG	V;PFV;NFH;IND;SG;3;POS;PST;PASS
kalah	yenildi	kalah	yenil	V;SG	V;PFV;IND;SG;3;POS;PST;PASS
kalah	kaybetmek	kalah	kaybet	V;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
kalah	kaybeder	kalah	kaybet	V;SG	V;IPFV;IND;SG;3;POS
poin	point	poin	point	N;SG	N;NOM;SG;3
mayoritas	çoğunluğu	mayoritas	çoğunluk	N;SG	N;ACC;SG;3
mayoritas	çoğunluk	mayoritas	çoğunluk	N;SG	N;NOM;SG;3
memuat	yükleme	menmuat	yükle	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
armada	filosu	armada	filo	N;SG	N;NOM;SG;3
perhatian	dikkat	perhatian	dikkat	N;SG	N;NOM;SG;3
plat	levhalar	plat	levha	N	N;NOM;PL;3
plat	plakası	plat	plaka	N	N;NOM;SG;3
plat	tabaklar	plat	tabak	N	N;NOM;PL;3
kualitas	kalitesi	kualitas	kalite	N;SG	N;NOM;SG;3
suhu	sıcaklık	suhu	sıcaklık	N;SG	N;NOM;SG;3
suhu	sıcaklığı	suhu	sıcaklık	N;SG	N;ACC;SG;3
suhu	sıcaklık	suhu	sıcaklık	N;SG	N;NOM;SG;3
ulama	uleması	ulama	ul	N;SG	N;NOM;SG;3
menjaga	tutmak	menjaga	tut	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
marga	soyadın	marga	soya	N;SG	N;NOM;SG;3
tuan	efendim	tuan	efendi	N;SG	N;NOM;SG;3
bagus	güzel	bagus	güzel	ADJ;SG	ADJ
dilengkapi	döşenmiş	dilengkapi	döş	V;SG;PASS	V;PFV;NFH;IND;POS;PST;PASS
dilengkapi	donatılmış	dilengkapi	donat	V;SG;PASS	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
puisi	şiirler	puisi	şiir	N	N;NOM;PL;3
puisi	şiirler	puisi	şiir	N	N;NOM;PL;3
terpisah	ayrı	terpisah	ayrı	ADJ;SG;PASS	ADJ
tepatnya	kesinlikle	tepat	kesinlik	N;SG	N;INS;SG;3
simbol	sembolizm	simbol	sembolizm	N;SG	N;NOM;SG;3
simbol	sembolü	simbol	sembolü	N;SG	N;ACC;SG;3
diperlukan	gerekliydi	diperlukan	gerekli	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
diperlukan	gerekiyor	diperlukan	gerek	V;SG;PASS	V;PROG;IND;SG;3;POS;INFM;PRS
diperlukan	gerekliydi	diperlukan	gerekli	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
setengah	yarısı	setengah	yarı	ADJ;SG	ADJ;NOM;SG;3
regional	bölgesel	regional	bölgesel	ADJ;SG	ADJ
dibawa	alınmış	dibawa	al	V;SG;PASS	V;PFV;NFH;IND;POS;PST;PASS
dibawa	alındı	dibawa	al	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
dibawa	alınan	dibawa	al	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
dibawa	aldı	dibawa	al	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
dibawa	alınır	dibawa	al	V;SG;PASS	V;IPFV;IND;SG;3;POS;PASS
dibawa	getirilmiş	dibawa	getir	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
dibawa	getirildi	dibawa	getir	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
dibawa	getirdi	dibawa	getir	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
perpustakaan	kütüphane	perpustakaan	kütüphane	N;SG	N;NOM;SG;3
perpustakaan	kütüphane	perpustakaan	kütüphane	N;SG	N;NOM;SG;3
perpustakaan	kütüphanesi	perpustakaan	kütüphane	N;SG	N;NOM;SG;3
karang	resif	karang	resif	N;SG	N;NOM;SG;3
ide	fikri	ide	fikir	N;SG	N;NOM;SG;3
istrinya	karısı	istri	karı	N;SG	N;NOM;SG;3
saham	hisse	saham	hisse	N;SG	N;NOM;SG;3
dihasilkan	üretildi	dihasilkan	üre	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
dihasilkan	üretilmiş	dihasilkan	üre	V;SG;PASS	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
dihasilkan	üretilen	dihasilkan	üre	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
dihasilkan	oluşturuldu	dihasilkan	oluş	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
dihasilkan	oluşturulan	dihasilkan	oluş	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
dihasilkan	oluşturulmuş	dihasilkan	oluş	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
adik	abla	adik	abla	N;SG	N;NOM;SG;3
pengalaman	deneyimi	pengalaman	deney	N;SG	N;ACC;SG;3
bapak	baba	bapak	baba	N;SG	N;NOM;SG;3
membaca	okuma	menbaca	oku	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
membaca	okumak	menbaca	oku	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
membaca	okuyor	menbaca	oku	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
membaca	okuyorum	menbaca	oku	V;SG;ACT	V;PROG;IND;SG;1;POS;INFM;PRS
membaca	okuma	menbaca	oku	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
membaca	okumak	menbaca	oku	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
pakaian	kıyafet	pakaian	kıyafet	N;SG	N;NOM;SG;3
pakaian	kıyafet	pakaian	kıyafet	N;SG	N;NOM;SG;3
pakaian	kıyafet	pakaian	kıyafet	N;SG	N;NOM;SG;3
pakaian	elbise	pakaian	elbise	N;SG	N;NOM;SG;3
meningkat	artıyor	mentingkat	art	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
hilang	kayıp	hilang	kayıp	ADJ;SG	ADJ
hilang	kayıp	hilang	kayıp	ADJ;SG	ADJ
pustaka	kütüphane	pustaka	kütüphane	N	N;NOM;SG;3
pustaka	kütüphaneler	pustaka	kütüphane	N	N;NOM;PL;3
pustaka	kütüphane	pustaka	kütüphane	N	N;NOM;SG;3
pustaka	kütüphanesi	pustaka	kütüphane	N	N;NOM;SG;3
ringan	hafif	ringan	hafif	ADJ;SG	ADJ
ringan	hafif	ringan	hafif	ADJ;SG	ADJ
diubah	değiştim	diubah	değiş	V;SG;PASS	V;PFV;IND;SG;1;POS;PST
diubah	değişti	diubah	değiş	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
diubah	değişmiş	diubah	değiş	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST
diubah	değiştirildi	diubah	değiş	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
diubah	değiştirilmiş	diubah	değiş	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
diubah	değiştirilmiş	diubah	değiş	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
diubah	değiştirildi	diubah	değiş	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
street	sokak	street	sokak	N	N;NOM;SG;3
street	cadde	street	cadde	N	N;NOM;SG;3
riwayat	tarih	riwayat	tarih	N	N;NOM;SG;3
iklan	ilan	iklan	ilan	N;SG	N;NOM;SG;3
iklan	reklamcılık	iklan	reklamcılık	N;SG	N;NOM;SG;3
tempur	dövüşçü	tempur	dövüşçü	N;SG	N;NOM;SG;3
tempur	savaş	tempur	savaş	N;SG	N;NOM;SG;3
tempur	muharebe	tempur	muharebe	N;SG	N;NOM;SG;3
dirancang	tasarlanmış	dirancang	tasarla	V;SG;PASS	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
dirancang	tasarlanan	dirancang	tasarla	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
dirancang	tasarlandı	dirancang	tasarla	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
matematika	matematik	matematika	matematik	N;SG	N;NOM;SG;3
matematika	matematik	matematika	matematik	N;SG	N;NOM;SG;3
matematika	matematik	matematika	matematik	N;SG	N;NOM;SG;3
disebutkan	bahsedilen	disebutkan	bahset	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
kontrak	sözleşmesi	kontrak	sözleşme	N;SG	N;NOM;SG;3
pelajar	öğrenci	pelajar	öğrenci	N;SG	N;NOM;SG;3
tamu	konuk	tamu	konuk	N;SG	N;NOM;SG;3
tamu	misafir	tamu	misafir	N;SG	N;NOM;SG;3
tamu	misafir	tamu	misafir	N;SG	N;NOM;SG;3
tamu	konuk	tamu	konuk	N;SG	N;NOM;SG;3
elektronik	elektron	elektronik	elektron	N;SG	N;NOM;SG;3
jarang	nadiren	jarang	nadiren	ADV	ADV
jarang	nadiren	jarang	nadiren	ADV	ADV
pengusaha	girişimci	penusaha	girişimci	N;SG	N;NOM;SG;3
pengusaha	işadamı	penusaha	işadam	N;SG	N;NOM;SG;3
ikatan	tahvil	ikatan	tahvil	N;SG	N;NOM;SG;3
dilahirkan	doğdu	dilahirkan	doğ	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
dilahirkan	doğmuş	dilahirkan	doğ	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST
dilahirkan	doğdum	dilahirkan	doğ	V;SG;PASS	V;PFV;IND;SG;1;POS;PST
maju	ilerlemiş	maju	ilerle	V;SG;ACT	V;PFV;NFH;IND;SG;3;POS;PST
maju	gelişmiş	maju	geliş	V;SG;ACT	V;PFV;NFH;IND;POS;PST;V.PTCP
bilangan	rakamı	bilangan	rakam	N;SG	N;NOM;SG;3
bilangan	numarası	bilangan	numara	N;SG	N;NOM;SG;3
menjalankan	koşarak	menjalankan	koş	V;SG;ACT	V;PFV;IND;POS;PRS;V.CVB
menjalankan	koşmak	menjalankan	koş	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
menjalankan	koşarken	menjalankan	koş	V;SG;ACT	V;IPFV;IND;SG;3;POS;V.CVB
menjalankan	koşuyor	menjalankan	koş	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
kedokteran	sağlık	kedokteran	sağlık	N;SG	N;NOM;SG;3
perkebunan	emlak	perkebunan	emlak	N;SG	N;NOM;SG;3
perkebunan	gayrimenkul	perkebunan	gayrimenkul	N;SG	N;NOM;SG;3
perkebunan	çiftlik	perkebunan	çiftlik	N;SG	N;NOM;SG;3
bek	defans	bek	defans	N;SG	N;NOM;SG;3
bek	savunucusu	bek	savunucu	N;SG	N;NOM;SG;3
gempa	depremi	gempa	deprem	N;SG	N;NOM;SG;3
gempa	deprem	gempa	deprem	N;SG	N;NOM;SG;3
gempa	deprem	gempa	deprem	N;SG	N;NOM;SG;3
langkah	adımı	langkah	adım	N;SG	N;NOM;SG;3
berbicara	konuşuyor	berbicara	konuş	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
berbicara	konuşmak	berbicara	konuş	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
berbicara	konuşmaya	berbicara	konuş	V;SG;ACT	V;PFV;DAT;IND;POS;PRS;V.MSDR
medali	madalya	medali	madalya	N;SG	N;NOM;SG;3
medali	madalyası	medali	madalya	N;SG	N;NOM;SG;3
medali	madalyonu	medali	madalyon	N;SG	N;ACC;SG;3
medali	madalya	medali	madalya	N;SG	N;NOM;SG;3
pahlawan	kahramanlık	pahlawan	kahramanlık	N;SG	N;NOM;SG;3
syarat	durum	syarat	durum	N;SG	N;NOM;SG;3
syarat	durumu	syarat	durum	N;SG	N;NOM;SG;3
dijual	satılmış	dijual	sat	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
dijual	satılan	dijual	sat	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
dijual	satıldı	dijual	sat	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
dijual	sattı	dijual	sat	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
dijual	satılır	dijual	sat	V;SG;PASS	V;IPFV;IND;SG;3;POS;PASS
pajak	vergiden	pajak	vergi	N;SG	N;AT+ABL;SG;3
pajak	vergi	pajak	vergi	N;SG	N;NOM;SG;3
pajak	vergisi	pajak	vergi	N;SG	N;NOM;SG;3
pajak	vergi	pajak	vergi	N;SG	N;NOM;SG;3
buruh	işçilik	buruh	işçilik	N;SG	N;NOM;SG;3
kabinet	dolap	kabinet	dolap	N;SG	N;NOM;SG;3
kabinet	kabine	kabinet	kabin	N;SG	N;NOM;SG;3
kabinet	dolap	kabinet	dolap	N;SG	N;NOM;SG;3
akses	erişim	akses	erişim	N;SG	N;NOM;SG;3
sekitarnya	çevresi	sekitar	çevre	N	N;NOM;SG;3
sekitarnya	civarında	sekitar	civar	N	N;ESS;SG;3
sekitarnya	çevresi	sekitar	çevre	N	N;NOM;SG;3
arsitektur	mimarisi	arsitektur	mimari	N;SG	N;NOM;SG;3
sub	denizaltı	sub	denizaltı	N	N;NOM;SG;3
dimasukkan	girdi	dimasukkan	gir	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
dimasukkan	girilen	dimasukkan	gir	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
dimasukkan	sokulmuş	dimasukkan	sok	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
lomba	müsabaka	lomba	müsabaka	N;SG	N;NOM;SG;3
dinyatakan	belirtilen	dinyatakan	belir	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
dinyatakan	belirtilmiş	dinyatakan	belir	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
dinyatakan	belirtildi	dinyatakan	belir	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
panglima	kumandan	panglima	kumandan	N;SG	N;NOM;SG;3
contohnya	örnekleri	contohnya	örnek	N	N;ACC;PL;3
contohnya	örnekler	contohnya	örnek	N	N;NOM;PL;3
singkat	kısa	singkat	kısa	ADJ;SG	ADJ
singkat	kısa	singkat	kısa	ADJ;SG	ADJ
kelapa	hindistancevizi	kelapa	hindistanceviz	N;SG	N;ACC;SG;3
masakan	mutfağı	masakan	mutfak	N;SG	N;ACC;SG;3
masakan	aşçılık	masakan	aşçılık	N;SG	N;NOM;SG;3
filsafat	felsefesi	filsafat	felsefe	N	N;NOM;SG;3
pelatihan	eğitimi	penlatihan	eğitim	N;SG	N;ACC;SG;3
pelatihan	eğitim	penlatihan	eğitim	N;SG	N;NOM;SG;3
sudut	köşeye	sudut	köşe	N;SG	N;DAT;SG;3
sudut	açısı	sudut	açı	N;SG	N;NOM;SG;3
kapasitas	kapasitesi	kapasitas	kapasite	N;SG	N;NOM;SG;3
dimainkan	oynadı	dimainkan	oyna	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
kongres	milletvekili	kongres	milletvekili	N;SG	N;NOM;SG;3
lolos	kaçmış	lolos	kaç	V;SG;ACT	V;PFV;NFH;IND;SG;3;POS;PST
lolos	kaçtı	lolos	kaç	V;SG;ACT	V;PFV;IND;SG;3;POS;PST
komite	komitesi	komite	komite	N;SG	N;NOM;SG;3
pernyataan	ifade	pernyataan	ifade	N;SG	N;NOM;SG;3
level	seviyeleri	level	seviye	N	N;ACC;PL;3
gerbang	kapısı	gerbang	kapı	N;SG	N;NOM;SG;3
gerbang	kapı	gerbang	kapı	N;SG	N;NOM;SG;3
prasasti	yazıtlar	prasasti	yazıt	N	N;NOM;PL;3
melindungi	koruyor	menlindungi	kor	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
melindungi	korunması	menlindungi	korun	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
melindungi	korumak	menlindungi	koru	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
melindungi	korumak	menlindungi	koru	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
melindungi	korur	menlindungi	koru	V;SG;ACT	V;IPFV;IND;SG;3;POS
melindungi	koruyor	menlindungi	kor	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
kebun	bahçe	kebun	bahçe	N;SG	N;NOM;SG;3
kebun	bahçesi	kebun	bahçe	N;SG	N;NOM;SG;3
kebun	garden	kebun	garden	N;SG	N;NOM;SG;3
kebun	gardens	kebun	gardens	N;SG	N;NOM;SG;3
luka	yarası	luka	yara	N;SG	N;NOM;SG;3
aslinya	başlangıçta	asli	başlangıç	N;SG	N;ESS;SG;3
lepas	ayır	lepas	ayır	V;SG;ACT	V;PFV;IMP;SG;2;POS;PRS
anjing	köpek	anjing	köpek	N;SG	N;NOM;SG;3
anjing	köpek	anjing	köpek	N;SG	N;NOM;SG;3
kampanye	kampanya	kampanye	kampanya	N;SG	N;NOM;SG;3
ditunjuk	belirlenmiş	ditunjuk	belirle	V;SG;PASS	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
ditunjuk	atanmış	ditunjuk	atan	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
daratan	arsa	daratan	arsa	N;SG	N;NOM;SG;3
tergantung	değişir	tergantung	değiş	V;SG;PASS	V;IPFV;IND;SG;3;POS
prestasi	başarım	prestasi	baş	N;SG	N;NOM;SG;3
musisi	müzisyenler	musisi	müzisyen	N	N;NOM;PL;3
didukung	desteklenen	didukung	destekle	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
neptunus	neptune	neptunus	nept	N	N;DAT;SG;3
koleksi	koleksiyonu	koleksi	koleksiyonu	N;SG	N;ACC;SG;3
keuntungan	kazanç	keuntungan	kazanç	N;SG	N;NOM;SG;3
keuntungan	kazanç	keuntungan	kazanç	N;SG	N;NOM;SG;3
perayaan	yıldönümü	penrayaan	yıldönüm	N;SG	N;ACC;SG;3
dialek	lehçesi	dialek	lehçe	N	N;NOM;SG;3
dialek	lehçeleri	dialek	lehçe	N	N;ACC;PL;3
ditampilkan	gösterilmiştir	ditampilkan	göster	V;SG;PASS	V;PFV;NFH;SG;3;POS;PST;PASS
ditampilkan	gösteriliyor	ditampilkan	göster	V;SG;PASS	V;PROG;IND;SG;3;POS;INFM;PRS;PASS
ditampilkan	gösterildi	ditampilkan	göster	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
ditampilkan	gösterilen	ditampilkan	göster	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
ditampilkan	gösterilen	ditampilkan	göster	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
ditampilkan	görüntülenen	ditampilkan	görüntüle	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
pedagang	işyeri	pedagang	işyeri	N;SG	N;NOM;SG;3
pedagang	kaçakçısı	pedagang	kaçakçı	N;SG	N;NOM;SG;3
menyebutkan	bahsetmek	mensebutkan	bahset	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
roda	tekerlek	roda	tekerlek	N;SG	N;NOM;SG;3
roda	tekerlek	roda	tekerlek	N;SG	N;NOM;SG;3
aspek	yönü	aspek	yön	N;SG	N;ACC;SG;3
rekan	meslektaş	rekan	meslektaş	N;SG	N;NOM;SG;3
rekan	partner	rekan	partner	N;SG	N;NOM;SG;3
politikus	siyasetçi	politikus	siyasetçi	N;SG	N;NOM;SG;3
usul	önerisi	usul	öneri	N;SG;ACT	N;NOM;SG;3
usul	öneri	usul	öneri	N;SG;ACT	N;NOM;SG;3
usul	öneri	usul	öneri	N;SG;ACT	N;NOM;SG;3
usul	teklifi	usul	teklif	N;SG;ACT	N;ACC;SG;3
usul	teklif	usul	teklif	N;SG;ACT	N;NOM;SG;3
istimewa	özel	istimewa	özel	ADJ;SG	ADJ
pak	paşam	pak	paşam		
gua	mağarası	gua	mağara	N;SG	N;NOM;SG;3
diakui	tanınan	diakui	tanı	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
diakui	tanıdı	diakui	tanı	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
diakui	tanınan	diakui	tanı	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
pembalap	yarışçı	penbalap	yarışçı	N;SG	N;NOM;SG;3
konstitusi	anayasaya	konstitusi	anayasa	N;SG	N;DAT;SG;3
max	maksimum	max	maksi		
max	max	max	max		
max	azami	max	azami		
analisis	analytics	analisis	analytics	N;SG	N;NOM;SG;3
analisis	analiz	analisis	analiz	N;SG	N;NOM;SG;3
analisis	analiz	analisis	analiz	N;SG	N;NOM;SG;3
menambahkan	eklemek	mentambahkan	ekle	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
menambahkan	ekledi	mentambahkan	ekle	V;SG;ACT	V;PFV;IND;SG;3;POS;PST
menambahkan	ekliyor	mentambahkan	ekle	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
bayi	bebeğim	bayi	bebek	N;SG	N;NOM;SG;3
senapan	tüfek	senapan	tüfek	N;SG	N;NOM;SG;3
senapan	silahı	senapan	silah	N;SG	N;ACC;SG;3
senapan	tüfek	senapan	tüfek	N;SG	N;NOM;SG;3
merebut	kapıp	menrebut	kap	V;SG;ACT	V;PFV;IND;POS;PRS;V.CVB
lawan	kavga	lawan	kavga	N;SG;ACT	N;NOM;SG;3
lawan	savaş	lawan	savaş	N;SG;ACT	N;NOM;SG;3
lawan	dövüşün	lawan	dövüş	N;SG;ACT	N;NOM;SG;3
lawan	rakibi	lawan	rakip	N;SG;ACT	N;NOM;SG;3
pasifik	pacific	pasifik	pacific	N;SG	N;NOM;SG;3
kotak	kutusu	kotak	kutu	N;SG	N;NOM;SG;3
kamar	oda	kamar	oda	N;SG	N;NOM;SG;3
kamar	odası	kamar	oda	N;SG	N;NOM;SG;3
kamar	oda	kamar	oda	N;SG	N;NOM;SG;3
kamar	oda	kamar	oda	N;SG	N;NOM;SG;3
ruangan	oda	ruangan	oda	N;SG	N;NOM;SG;3
ruangan	oda	ruangan	oda	N;SG	N;NOM;SG;3
padi	pilav	padi	pilav	N;SG	N;NOM;SG;3
hukuman	cezası	hukuman	ceza	N;SG	N;NOM;SG;3
hukuman	ceza	hukuman	ceza	N;SG	N;NOM;SG;3
hukuman	cezaya	hukuman	ceza	N;SG	N;DAT;SG;3
hukuman	ceza	hukuman	ceza	N;SG	N;NOM;SG;3
hukuman	ceza	hukuman	ceza	N;SG	N;NOM;SG;3
drum	bateri	drum	bateri	N	N;NOM;SG;3
drum	davullar	drum	davul	N	N;NOM;PL;3
drum	bateri	drum	bateri	N	N;NOM;SG;3
dihapus	sildim	dihapus	sil	V;SG;PASS	V;PFV;IND;SG;1;POS;PST
dihapus	silindi	dihapus	sil	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
