hab	hab	hab	hab	N;FEM;SG	N;INDF;MASC+FEM;SG
toque	berøring	toque	berøring	N;MASC;SG	N;INDF;MASC+FEM;SG
toque	pift	toque	pift	N;MASC;SG	N;INDF;NEUT;SG
toque	tap	toque	tap	N;MASC;SG	N;INDF;MASC+FEM;SG
toque	tryk	toque	tryk	N;MASC;SG	N;INDF;NEUT;SG
encontros	samlinger	encontro	samling	N;MASC;PL	N;INDF;MASC+FEM;PL
subiu	klatrede	subir	klatre	V;IND;SG;3;PST;FIN	V;PST;V.PTCP
subiu	kravlede	subir	kravle	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
votado	stemt	votar	stemme	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
votado	stemte	votar	stemme	V;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
votado	kåret	votar	kår	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
viajar	rejs	viajar	rejs	V;NFIN	V;IMP
turner	turner	turner	turner	N;MASC;SG	N;INDF;MASC+FEM;SG
incorporada	inkorporeret	incorporar	inkorporere	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
incorporada	indbygget	incorporar	indbygge	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
incorporada	indarbejdet	incorporar	indarbejde	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
incorporada	indlejret	incorporar	indlejre	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
incorporada	indbygget	incorporar	indbygge	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
bombeiros	brandmænd	bombeiro	brandmand	N;MASC;PL	N;INDF;MASC+FEM;PL
meninos	drenge	menino	dreng	N;MASC;PL	N;INDF;MASC+FEM;PL
observado	observeret	observar	observere	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
observado	iagttaget	observar	iagttage	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
pertencem	tilhøre	pertencer	tilhøre	V;IND;PL;3;PRS;FIN	V;NFIN;ACT
pecuária	husdyrhold	pecuário	husdyrhold	N;FEM;SG	N;INDF;NEUT;SG
pecuária	husdyr	pecuário	husdyr	N;FEM;SG	N;INDF;NEUT;SG
rodapé	fodnote	rodapé	fodno	N;MASC;SG	N;INDF;MASC+FEM;SG
rodapé	fodnoten	rodapé	fodnoten	N;MASC;SG	N;DEF;MASC+FEM;SG
maneiras	måder	maneira	måde	N;FEM;PL	N;INDF;MASC+FEM;PL
maneiras	manerer	maneira	manere	N;FEM;PL	N;INDF;MASC+FEM;PL
hills	hills	hills	hills	N;MASC;SG	N;INDF;MASC+FEM;SG
crenças	overbevisninger	crença	overbevisning	N;FEM;PL	N;INDF;MASC+FEM;PL
compreender	forstår	compreender	forstå	V;NFIN	V;IND;PRS;FIN;ACT
compreender	forstå	compreender	forstå	V;NFIN	V;NFIN;ACT
compreender	forstået	compreender	forstå	V;NFIN	V;INDF;SG;PST;V.PTCP
lobos	ulvene	lobo	ulv	N;MASC;PL	N;DEF;MASC+FEM;PL
lobos	ulve	lobo	ulv	N;MASC;PL	N;INDF;MASC+FEM;PL
patinação	skøjteløb	patinação	skøjteløb	N;FEM;SG	N;INDF;NEUT;SG
patinação	skøjte	patinação	skøje	N;FEM;SG	N;INDF;MASC+FEM;SG
airlines	airlines	airline	airline	N;MASC;SG	N;INDF;MASC+FEM;SG
monstros	uhyrer	monstro	uhyre	N;MASC;PL	N;INDF;MASC+FEM;PL
monstros	monstre	monstro	monstre	N;MASC;PL	N;INDF;MASC+FEM;PL
sobrevivência	overlevelsen	sobrevivência	overlevelse	N;FEM;SG	N;DEF;MASC+FEM;SG
sobrevivência	overlevelse	sobrevivência	overlevelse	N;FEM;SG	N;INDF;MASC+FEM;SG
acidentes	ulykker	acidente	ulykke	N;MASC;PL	N;INDF;MASC+FEM;PL
silvio	silvio	silvio	silvio	N;MASC;SG	N;INDF;MASC+FEM;SG
parentes	slægtninge	parente	slægtning	N;MASC;PL	N;INDF;MASC+FEM;PL
realizando	optræder	realizar	optræde	V;V.MSDR	V;IND;PRS;FIN;ACT
realizando	udfører	realizar	udføre	V;V.MSDR	V;IND;PRS;FIN;ACT
realizando	optræde	realizar	optræde	V;V.MSDR	V;NFIN;ACT
significativamente	betydeligt	significativamente	betydeligt	ADV	ADV
raro	sjælden	raro	sjælden	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
caracterizado	udvalgt	caracterizado	udvælge	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
caracterizado	karakteriseret	caracterizado	karakterisere	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
mariposa	møl	mariposa	møl	N;FEM;SG	N;INDF;NEUT;SG
redonda	budrunde	redonda	budrunde	N;FEM;SG	N;INDF;MASC+FEM;SG
redonda	runde	redonda	runde	N;FEM;SG	N;INDF;MASC+FEM;SG
redonda	omgang	redonda	omgang	N;FEM;SG	N;INDF;MASC+FEM;SG
sociologia	sociologi	sociologia	sociologi	N;FEM;SG	N;INDF;MASC+FEM;SG
gótico	gotisk	gótico	gotisk	ADJ;MASC;SG	ADJ;INDF;SG
quadrado	firkant	quadrado	firkant	N;MASC;SG	N;INDF;MASC+FEM;SG
quadrado	kvadrat	quadrado	kvadrat	N;MASC;SG	N;INDF;NEUT;SG
quadrado	torv	quadrado	torv	N;MASC;SG	N;INDF;NEUT;SG
rodríguez	rodriguez	rodríguez	rodriguez	N;MASC;SG	N;INDF;MASC+FEM;SG
rodríguez	rodríguez	rodríguez	rodraguez	N;MASC;SG	N;INDF;MASC+FEM;SG
renânia	rheinland	renânia	rheinland	N;FEM;SG	N;INDF;MASC+FEM;SG
atacou	overfaldet	atacar	overfalde	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
normais	normale	normal	normal	ADJ;MASC;PL	ADJ;PL
coragem	mod	coragem	mod	N;FEM;SG	N;INDF;NEUT;SG
coragem	heltemod	coragem	heltemod	N;FEM;SG	N;INDF;NEUT;SG
coragem	tapperhed	coragem	tapperhed	N;FEM;SG	N;INDF;MASC+FEM;SG
atitudes	holdninger	atitude	holdning	N;FEM;PL	N;INDF;MASC+FEM;PL
atitudes	holdningerne	atitude	holdning	N;FEM;PL	N;DEF;MASC+FEM;PL
obtidos	opnåede	obter	opnå	V;MASC;PL;V.PTCP	V;IND;PST;FIN;ACT
vantagens	fordele	vantagem	fordel	N;FEM;PL	N;INDF;MASC+FEM;PL
vantagens	ydelserne	vantagem	ydelse	N;FEM;PL	N;DEF;MASC+FEM;PL
vantagens	ydelser	vantagem	ydelse	N;FEM;PL	N;INDF;MASC+FEM;PL
vantagens	frynsegoder	vantagem	frynsegode	N;FEM;PL	N;INDF;MASC+FEM;PL
vantagens	fordele	vantagem	fordel	N;FEM;PL	N;INDF;MASC+FEM;PL
directamente	direkte	directamente	direkte	ADV	ADV
ilegal	ulovligt	ilegal	ulovlig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
ilegal	ulovlig	ilegal	ulovlig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
mansão	palæet	mansão	palæ	N;FEM;SG	N;DEF;NEUT;SG
mansão	palæ	mansão	palæ	N;FEM;SG	N;INDF;NEUT;SG
mansão	manor	mansão	manor	N;FEM;SG	N;INDF;MASC+FEM;SG
vítor	viktor	vítor	viktor	N;MASC;SG	N;INDF;MASC+FEM;SG
vítor	viktor	vítor	viktor	N;MASC;SG	N;INDF;MASC+FEM;SG
vítor	victor	vítor	victor	N;MASC;SG	N;INDF;MASC+FEM;SG
sugeriu	foreslog	sugerir	foreslå	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
sugeriu	foreslået	sugerir	foreslå	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
submarino	ubåden	submarino	ubåd	N;MASC;SG	N;DEF;MASC+FEM;SG
submarino	ubåd	submarino	ubåd	N;MASC;SG	N;INDF;MASC+FEM;SG
mudado	ændret	mudar	ændre	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
mudado	forandret	mudar	forandre	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
intenso	intensiv	intenso	intensiv	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
intenso	intens	intenso	intens	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
adquirir	erhverver	adquirir	erhverve	V;NFIN	V;IND;PRS;FIN;ACT
adquirir	erhverve	adquirir	erhverve	V;NFIN	V;NFIN;ACT
adquirir	anskaffe	adquirir	anskaffe	V;NFIN	V;NFIN;ACT
ferrari	ferrari	ferrari	ferrari	N;MASC;SG	N;INDF;MASC+FEM;SG
trilhas	stier	trilha	stie	N;FEM;PL	N;INDF;MASC+FEM;PL
gerando	genererer	gerar	generere	V;V.MSDR	V;IND;PRS;FIN;ACT
assistir	se	assistir	se	V;NFIN	V;NFIN;ACT
espelho	spejl	espelho	spejl	N;MASC;SG	N;INDF;NEUT;SG
expandir	udvide	expandir	udvide	V;NFIN	V;NFIN;ACT
expandir	udvid	expandir	udvid	V;NFIN	V;IMP
existiu	eksisteret	existir	eksistere	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
existiu	eksisterede	existir	eksistere	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
area	areal	area	areal	N;FEM;SG	N;INDF;NEUT;SG
area	område	area	område	N;FEM;SG	N;INDF;NEUT;SG
impede	forebygger	impedir	forebygge	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
impede	forhindres	impedir	forhindre	V;IND;SG;3;PRS;FIN	V;NFIN;PASS
impede	forhindrer	impedir	forhindre	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
assalto	overgreb	assalto	overgreb	N;MASC;SG	N;INDF;NEUT;SG
assalto	overfald	assalto	overfald	N;MASC;SG	N;INDF;NEUT;SG
assalto	angreb	assalto	angreb	N;MASC;SG	N;INDF;NEUT;SG
assalto	røveri	assalto	røveri	N;MASC;SG	N;INDF;NEUT;SG
favoráveis	gunstige	favorável	gunstig	ADJ;MASC;PL	ADJ;PL
favoráveis	favorable	favorável	favorable	ADJ;MASC;PL	ADJ;PL
opa	hovsa	opa	hovsa	N;MASC;SG	N;INDF;MASC+FEM;SG
opa	ups	opa	ups	N;MASC;SG	N;INDF;MASC+FEM;SG
opa	hovsa	opa	hovsa	N;MASC;SG	N;INDF;MASC+FEM;SG
opa	ups	opa	ups	N;MASC;SG	N;INDF;MASC+FEM;SG
hardy	gokke	hardy	gokke	N;MASC;SG	N;INDF;MASC+FEM;SG
fêmeas	hunner	fêmea	hunne	N;FEM;PL	N;INDF;MASC+FEM;PL
fêmeas	kvinder	fêmea	kvinde	N;FEM;PL	N;INDF;MASC+FEM;PL
trens	togene	trem	tog	N;MASC;PL	N;DEF;NEUT;PL
verbo	verbum	verbo	verbum	N;MASC;SG	N;INDF;NEUT;SG
móvel	mobilt	móvel	mobilt	N;MASC;SG	N;INDF;NEUT;SG
móvel	mobilen	móvel	mobil	N;MASC;SG	N;DEF;MASC+FEM;SG
móvel	mobil	móvel	mobil	N;MASC;SG	N;INDF;MASC+FEM;SG
ampliação	forstørrelse	ampliação	forstørrelse	N;FEM;SG	N;INDF;MASC+FEM;SG
abraço	kram	abraço	kram	N;MASC;SG	N;INDF;NEUT;SG
abraço	krammer	abraço	kramme	N;MASC;SG	N;INDF;MASC+FEM;SG
abraço	knus	abraço	knus	N;MASC;SG	N;INDF;NEUT;SG
abraço	favn	abraço	favn	N;MASC;SG	N;INDF;MASC+FEM;SG
copas	hjerter	copa	hjerte	N;FEM;PL	N;INDF;NEUT;PL
vestido	påklædt	vestir	påklædt	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
vestido	klædt	vestir	klæde	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
muralhas	vægge	muralha	vægge	N;FEM;PL	N;INDF;MASC+FEM;PL
muralhas	væggene	muralha	væg	N;FEM;PL	N;DEF;MASC+FEM;PL
muralhas	mure	muralha	mur	N;FEM;PL	N;INDF;MASC+FEM;PL
barragem	dæmningen	barragem	dæmning	N;FEM;SG	N;DEF;MASC+FEM;SG
barragem	dæmning	barragem	dæmning	N;FEM;SG	N;INDF;MASC+FEM;SG
barragem	dige	barragem	dige	N;FEM;SG	N;INDF;NEUT;SG
informar	informer	informar	informe	V;NFIN	V;IND;PRS;FIN;ACT
informar	informere	informar	informere	V;NFIN	V;NFIN;ACT
informar	informerer	informar	informere	V;NFIN	V;IND;PRS;FIN;ACT
jefferson	jefferson	jefferson	jefferson	N;MASC;SG	N;INDF;MASC+FEM;SG
identificado	tagget	identificar	tagge	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
identificado	identificeret	identificar	identificere	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
residencial	beboelse	residencial	beboelse	N;MASC;SG	N;INDF;MASC+FEM;SG
delegação	delegation	delegação	delegation	N;FEM;SG	N;INDF;MASC+FEM;SG
delegação	delegationen	delegação	delegation	N;FEM;SG	N;DEF;MASC+FEM;SG
delegação	uddelegering	delegação	uddelegering	N;FEM;SG	N;INDF;MASC+FEM;SG
michelle	michelle	michelle	michel	N;FEM;SG	N;INDF;MASC+FEM;SG
expresso	udtrykke	expresso	udtrykke	V;MASC;SG;V.PTCP	V;NFIN;ACT
expresso	udtrykt	expresso	udtrykke	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
human	menneske	human	menneske	N;MASC;SG	N;INDF;NEUT;SG
precipitação	nedbør	precipitação	nedbør	N;FEM;SG	N;INDF;MASC+FEM;SG
produzindo	producerer	produzir	producere	V;V.MSDR	V;IND;PRS;FIN;ACT
corda	reb	corda	reb	N;FEM;SG	N;INDF;NEUT;SG
corda	tov	corda	tov	N;FEM;SG	N;INDF;NEUT;SG
corda	rebet	corda	rebet	N;FEM;SG	N;DEF;NEUT;SG
coligação	koalition	coligação	koalition	N;FEM;SG	N;INDF;MASC+FEM;SG
coligação	koalitionen	coligação	koalition	N;FEM;SG	N;DEF;MASC+FEM;SG
espíritos	ånder	espírito	ånd	N;MASC;PL	N;INDF;MASC+FEM;PL
ritual	ritual	ritual	ritual	N;MASC;SG	N;INDF;NEUT;SG
procurou	søgte	procurar	søge	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
procurou	søgt	procurar	søge	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
procurou	søgte	procurar	søge	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
procurou	søgt	procurar	søge	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
procurou	gennemsøgt	procurar	gennemsøge	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
procurou	ledt	procurar	ledt	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
concluir	afslut	concluir	afslut	V;NFIN	V;IMP
concluir	færdiggør	concluir	færdiggøre	V;NFIN	V;IND;PRS;FIN;ACT
concluir	indgå	concluir	indgå	V;NFIN	V;NFIN;ACT
concluir	konkludere	concluir	konkludere	V;NFIN	V;NFIN;ACT
teto	loft	teto	loft	N;MASC;SG	N;INDF;NEUT;SG
possibilidades	muligheder	possibilidade	mulighed	N;FEM;PL	N;INDF;MASC+FEM;PL
possibilidades	mulighederne	possibilidade	mulighed	N;FEM;PL	N;DEF;MASC+FEM;PL
restaurantes	restauranter	restaurante	restaurant	N;MASC;PL	N;INDF;MASC+FEM;PL
cozinha	gastronomi	cozinha	gastronomi	N;FEM;SG	N;INDF;MASC+FEM;SG
cozinha	køkken	cozinha	køkke	N;FEM;SG	N;INDF;NEUT;SG
cozinha	kogning	cozinha	kogning	N;FEM;SG	N;INDF;MASC+FEM;SG
cozinha	madlavning	cozinha	madlavning	N;FEM;SG	N;INDF;MASC+FEM;SG
cozinha	køkken	cozinha	køkke	N;FEM;SG	N;INDF;NEUT;SG
cozinha	køkkenet	cozinha	køkken	N;FEM;SG	N;DEF;NEUT;SG
introduziu	introduceret	introduzir	introducere	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
introduziu	introducerede	introduzir	introducere	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
introduziu	indført	introduzir	indføre	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
introduziu	indførte	introduzir	indføre	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
explorar	udforske	explorar	udforsk	V;NFIN	V;NFIN;ACT
explorar	udforsker	explorar	udforske	V;NFIN	V;IND;PRS;FIN;ACT
explorar	udforske	explorar	udforsk	V;NFIN	V;NFIN;ACT
comer	spiser	comer	spise	V;NFIN	V;IND;PRS;FIN;ACT
comer	spise	comer	spise	V;NFIN	V;NFIN;ACT
comer	spis	comer	spise	V;NFIN	V;IMP
comer	spiser	comer	spise	V;NFIN	V;IND;PRS;FIN;ACT
comer	æd	comer	æd	V;NFIN	V;IMP
comer	spise	comer	spise	V;NFIN	V;NFIN;ACT
mísseis	missiler	míssil	missil	N;MASC;PL	N;INDF;NEUT;PL
dívida	gælden	dívida	gælde	N;FEM;SG	N;DEF;MASC+FEM;SG
dívida	gæld	dívida	gæld	N;FEM;SG	N;INDF;MASC+FEM;SG
field	fagområde	field	fagområde	N;MASC;SG	N;INDF;NEUT;SG
field	felt	field	felt	N;MASC;SG	N;INDF;NEUT;SG
field	område	field	område	N;MASC;SG	N;INDF;NEUT;SG
field	marken	field	mark	N;MASC;SG	N;DEF;MASC+FEM;SG
definidos	definerede	definir	definere	V;MASC;PL;V.PTCP	V;PST;V.PTCP
raças	racer	raça	race	N;FEM;PL	N;INDF;MASC+FEM;PL
raças	racer	raça	race	N;FEM;PL	N;INDF;MASC+FEM;PL
second	sekund	second	sekund	N;MASC;SG	N;INDF;NEUT;SG
únicas	enestående	único	enestående	ADJ;FEM;PL	ADJ
únicas	unikke	único	unik	ADJ;FEM;PL	ADJ;PL
quebec	quebec	quebec	quebec	N;MASC;SG	N;INDF;NEUT;SG
fio	ledning	fio	ledning	N;MASC;SG	N;INDF;MASC+FEM;SG
fio	wire	fio	wire	N;MASC;SG	N;INDF;MASC+FEM;SG
fio	tråd	fio	tråd	N;MASC;SG	N;INDF;MASC+FEM;SG
fio	pigtråd	fio	pigtråd	N;MASC;SG	N;INDF;MASC+FEM;SG
fio	tråd	fio	tråd	N;MASC;SG	N;INDF;MASC+FEM;SG
infecção	infektion	infecção	infektion	N;FEM;SG	N;INDF;MASC+FEM;SG
aparelhos	enheder	aparelho	enhed	N;MASC;PL	N;INDF;MASC+FEM;PL
aparelhos	indretninger	aparelho	indretning	N;MASC;PL	N;INDF;MASC+FEM;PL
aparelhos	anordninger	aparelho	anordning	N;MASC;PL	N;INDF;MASC+FEM;PL
aparelhos	apparater	aparelho	apparat	N;MASC;PL	N;INDF;NEUT;PL
ideais	idealer	ideal	ideal	N;MASC;PL	N;INDF;NEUT;PL
vizinha	nabo	vizinha	nabo	N;FEM;SG	N;INDF;MASC+FEM;SG
vizinha	naboen	vizinha	nabo	N;FEM;SG	N;DEF;MASC+FEM;SG
vizinha	nabo	vizinha	nabo	N;FEM;SG	N;INDF;MASC+FEM;SG
vizinha	naboen	vizinha	nabo	N;FEM;SG	N;DEF;MASC+FEM;SG
fame	berømmelse	fame	berømmelse	N;MASC;SG	N;INDF;MASC+FEM;SG
águia	ørn	águia	ørn	N;FEM;SG	N;INDF;MASC+FEM;SG
águia	ørnen	águia	ørn	N;FEM;SG	N;DEF;MASC+FEM;SG
soberania	suveræniteten	soberania	suverænitet	N;FEM;SG	N;DEF;MASC+FEM;SG
soberania	suverænitet	soberania	suverænitet	N;FEM;SG	N;INDF;MASC+FEM;SG
biografias	biografier	biografia	biografi	N;FEM;PL	N;INDF;MASC+FEM;PL
sabor	smagsprøve	sabor	smagsprøve	N;MASC;SG	N;INDF;MASC+FEM;SG
sabor	smag	sabor	smag	N;MASC;SG	N;INDF;MASC+FEM;SG
sabor	smag	sabor	smag	N;MASC;SG	N;INDF;MASC+FEM;SG
sabor	aroma	sabor	aroma	N;MASC;SG	N;INDF;MASC+FEM;SG
naturalidade	hjemby	naturalidade	hjemby	N;FEM;SG	N;INDF;MASC+FEM;SG
negativo	negativ	negativo	negativ	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
causado	forårsaget	causar	forårsage	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
causado	forårsagede	causar	forårsage	V;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
protestantes	protestanter	protestante	protestant	N;MASC;PL	N;INDF;MASC+FEM;PL
protestantes	protestanter	protestante	protestant	N;MASC;PL	N;INDF;MASC+FEM;PL
protestantes	demonstranterne	protestante	demonstrant	N;MASC;PL	N;DEF;MASC+FEM;PL
protestantes	demonstranter	protestante	demonstrant	N;MASC;PL	N;INDF;MASC+FEM;PL
protestantes	demonstranterne	protestante	demonstrant	N;MASC;PL	N;DEF;MASC+FEM;PL
protestantes	demonstranter	protestante	demonstrant	N;MASC;PL	N;INDF;MASC+FEM;PL
cantada	sunget	cantar	sunge	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
inês	agnes	inês	agne	N;FEM;SG	N;INDF;MASC+FEM;SG
bonita	smuk	bonito	smuk	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
bonita	pæn	bonito	pæn	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
navegador	navigatør	navegador	navigatør	N;MASC;SG	N;INDF;MASC+FEM;SG
navegador	browseren	navegador	browser	N;MASC;SG	N;DEF;MASC+FEM;SG
navegador	browser	navegador	browse	N;MASC;SG	N;INDF;MASC+FEM;SG
passe	passere	passar	passere	V;SBJV;SG;3;PRS;FIN	V;NFIN;ACT
anfíbio	padde	anfíbio	padde	N;MASC;SG	N;INDF;MASC+FEM;SG
petersburgo	petersborg	petersburgo	petersborg	N;MASC;SG	N;INDF;MASC+FEM;SG
remo	roning	remo	roning	N;MASC;SG	N;INDF;MASC+FEM;SG
remo	åre	remo	åre	N;MASC;SG	N;INDF;MASC+FEM;SG
juízes	dommere	juíz	dommer	N;MASC;PL	N;INDF;MASC+FEM;PL
juízes	dommernes	juíz	dommer	N;MASC;PL	N;GEN;DEF;MASC+FEM;PL
juízes	dommerne	juíz	dom	N;MASC;PL	N;DEF;MASC+FEM;PL
silver	sølv	silver	sølv	N;MASC;SG	N;INDF;NEUT;SG
moça	pigen	moça	pige	N;FEM;SG	N;DEF;MASC+FEM;SG
moça	tøs	moça	tøs	N;FEM;SG	N;INDF;MASC+FEM;SG
moça	pige	moça	pige	N;FEM;SG	N;INDF;MASC+FEM;SG
moça	lady	moça	lady	N;FEM;SG	N;INDF;MASC+FEM;SG
moça	frue	moça	frue	N;FEM;SG	N;INDF;MASC+FEM;SG
moça	dame	moça	dame	N;FEM;SG	N;INDF;MASC+FEM;SG
heaven	himmel	heaven	himmel	N;MASC;SG	N;INDF;MASC+FEM;SG
heaven	himlen	heaven	himmel	N;MASC;SG	N;DEF;MASC+FEM;SG
heaven	himmelen	heaven	himmel	N;MASC;SG	N;DEF;MASC+FEM;SG
corretamente	ordentligt	corretamente	ordentligt	ADV	ADV
entende	forstår	entender	forstå	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
entende	forstår	entender	forstå	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
entende	forstå	entender	forstå	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
responde	reagere	responder	reagere	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
responde	svare	responder	svare	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
georg	georg	georg	georg	N;MASC;SG	N;INDF;MASC+FEM;SG
fixo	fastnet	fixo	fastne	N;MASC;SG	N;INDF;NEUT;SG
gardens	haver	gardem	have	N;MASC;PL	N;INDF;MASC+FEM;PL
segura	tryg	seguro	tryg	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
segura	sikker	seguro	sikker	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
segura	sikker	seguro	sikker	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
introduzida	introduceret	introduzir	introducere	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
introduzida	introducerede	introduzir	introducere	V;FEM;SG;V.PTCP	V;IND;PST;FIN;ACT
introduzida	indført	introduzir	indføre	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
introduzida	indførte	introduzir	indføre	V;FEM;SG;V.PTCP	V;IND;PST;FIN;ACT
jesuítas	jesuitter	jesuíta	jesuitter	N;MASC;PL	N;INDF;MASC+FEM;PL
chipre	cypern	chipre	cypern	N;MASC;SG	N;INDF;MASC+FEM;SG
falcão	høg	falcão	høg	N;MASC;SG	N;INDF;MASC+FEM;SG
capturar	fange	capturar	fange	V;NFIN	V;NFIN;ACT
santarém	santarém	santar	santarém	N;MASC;SG	N;INDF;MASC+FEM;SG
pen	pen	pen	pen	N;MASC;SG	N;INDF;MASC+FEM;SG
pen	kuglepen	pen	kuglep	N;MASC;SG	N;INDF;MASC+FEM;SG
pen	pennen	pen	pen	N;MASC;SG	N;DEF;MASC+FEM;SG
inseto	insekt	inseto	insekt	N;MASC;SG	N;INDF;NEUT;SG
inseto	insekt	inseto	insekt	N;MASC;SG	N;INDF;NEUT;SG
inseto	kryb	inseto	kryb	N;MASC;SG	N;INDF;NEUT;SG
expectativa	forventning	expectativa	forventning	N;FEM;SG	N;INDF;MASC+FEM;SG
expectativa	forventning	expectativa	forventning	N;FEM;SG	N;INDF;MASC+FEM;SG
sultão	sultanen	sultão	sultane	N;MASC;SG	N;DEF;MASC+FEM;SG
sultão	sultan	sultão	sultan	N;MASC;SG	N;INDF;MASC+FEM;SG
gerenciamento	management	gerenciamento	management	N;MASC;SG	N;INDF;NEUT;SG
gerenciamento	forvaltning	gerenciamento	forvaltning	N;MASC;SG	N;INDF;MASC+FEM;SG
gerenciamento	ledelsen	gerenciamento	ledelse	N;MASC;SG	N;DEF;MASC+FEM;SG
gerenciamento	ledelse	gerenciamento	ledelse	N;MASC;SG	N;INDF;MASC+FEM;SG
financiamento	finansieringen	financiamento	finansiering	N;MASC;SG	N;DEF;MASC+FEM;SG
financiamento	finansiering	financiamento	finansiering	N;MASC;SG	N;INDF;MASC+FEM;SG
financiamento	finansieringen	financiamento	finansiering	N;MASC;SG	N;DEF;MASC+FEM;SG
financiamento	finansiering	financiamento	finansiering	N;MASC;SG	N;INDF;MASC+FEM;SG
protesto	indvending	protesto	indvending	N;MASC;SG	N;INDF;MASC+FEM;SG
protesto	indsigelse	protesto	indsigelse	N;MASC;SG	N;INDF;MASC+FEM;SG
protesto	protest	protesto	protest	N;MASC;SG	N;INDF;MASC+FEM;SG
protesto	protest	protesto	protest	N;MASC;SG	N;INDF;MASC+FEM;SG
fugiu	flygtet	fugir	flygte	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
fugiu	undsluppet	fugir	undsluppe	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
fugiu	flygtede	fugir	flygte	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
fugiu	flygtede	fugir	flygte	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
fugiu	flygtet	fugir	flygte	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
drive	drive	drive	drive	N;MASC;SG	N;INDF;MASC+FEM;SG
burocratas	bureaukrater	burocrata	bureaukrat	N;MASC;PL	N;INDF;MASC+FEM;PL
