من	od	مِن	od	ADP	ADP
مخصص	własny	مُخَصَّص	własny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
مقاطع	klipy	مَقطَعَة	klip	N;NOM;INDF;PL	N;NOM;MASC;PL
سجلات	rekordy	سِجِلّ	rekorda	N;NOM;INDF;PL	N;NOM;MASC;PL
سجلات	zapisy	سِجِلّ	zapis	N;NOM;INDF;PL	N;NOM;MASC;PL
سجلات	dzienniki	سِجِلّ	dziennik	N;NOM;INDF;PL	N;NOM;MASC;PL
مغامرة	przygoda	مُغَامَرَة	przygoda	N;NOM;INDF;SG	N;NOM;FEM;SG
تعكس	odzwierciedla	عَكَس	odzwierciedla	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
مكاتب	urzędy	مَكتَب	urząd	N;NOM;INDF;PL	N;NOM;MASC;PL
مكاتب	biurka	مَكتَب	biurko	N;NOM;INDF;PL	N;NOM;NEUT;PL
عادي	normalne	عَادِيّ	normalny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
عادي	normalny	عَادِيّ	normalny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
عادي	normalna	عَادِيّ	normalny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
التخرج	absolwent	تَخَرُّج	absolwent	N;NOM;DEF;SG	N;NOM;MASC;SG
المرجع	sędzia	مَرجِع	sędzia	N;NOM;DEF;SG	N;NOM;MASC;SG
المرجع	odniesienie	مَرجِع	odniesienie	N;NOM;DEF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
فتحة	gniazdo	فَتحَة	gniazdo	N;NOM;INDF;SG	N;NOM;NEUT;SG
فتحة	otwór	فَتحَة	otwór	N;NOM;INDF;SG	N;NOM;MASC;SG
فتحة	dołek	فَتحَة	dołek	N;NOM;INDF;SG	N;NOM;MASC;SG
فتحة	dziura	فَتحَة	dziura	N;NOM;INDF;SG	N;NOM;FEM;SG
مرافق	udogodnienia	مِرفَق	udogodnienie	N;NOM;INDF;PL	N;NOM;NEUT;PL
النسب	współczynniki	نِسبَة	współczynnik	N;NOM;DEF;PL	N;NOM;MASC;PL
المفاوضات	negocjacje	مُفَاوَضَة	negocjacja	N;NOM;DEF;PL	N;NOM;FEM;PL
المفاوضات	negocjacje	مُفَاوَضَة	negocjacja	N;NOM;DEF;PL	N;NOM;FEM;PL
محاكمة	proces	مُحَاكَمَة	proces	N;NOM;INDF;SG	N;NOM;MASC;SG
محاكمة	próba	مُحَاكَمَة	próba	N;NOM;INDF;SG	N;NOM;FEM;SG
محاكمة	rozprawa	مُحَاكَمَة	rozprawa	N;NOM;INDF;SG	N;NOM;FEM;SG
الحصان	koń	حَصّ	koń	N;NOM;DEF;SG	N;NOM;MASC;SG
القطر	średnica	قَطَر	średnica	N;NOM;DEF;SG	N;NOM;FEM;SG
استقبال	odbiór	اِستِقبَال	odbiór	N;NOM;INDF;SG	N;NOM;MASC;SG
استقبال	recepcja	اِستِقبَال	recepcja	N;NOM;INDF;SG	N;NOM;FEM;SG
حساسية	czułość	حَسَّاسِيّ	czułość	N;NOM;INDF;SG	N;NOM;FEM;SG
حساسية	wrażliwość	حَسَّاسِيّ	wrażliwość	N;NOM;INDF;SG	N;NOM;FEM;SG
حساسية	alergia	حَسَّاسِيّ	alergia	N;NOM;INDF;SG	N;NOM;FEM;SG
حساسية	uczulenie	حَسَّاسِيّ	uczulić	N;NOM;INDF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
التعليق	komentarz	تَعلِيق	komentarz	N;NOM;DEF;SG	N;NOM;MASC;SG
التعليق	komentarz	تَعلِيق	komentarz	N;NOM;DEF;SG	N;NOM;MASC;SG
الزوار	goście	زَوَار	gość	N;NOM;DEF;PL	N;NOM;MASC;PL
الكوري	koreański	كُورِيّ	koreański	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
عضلات	mięśnie	عضلات	mięsień	N;NOM;INDF;PL	N;NOM;MASC;PL
عضلات	mięśnie	عضلات	mięsień	N;NOM;INDF;PL	N;NOM;MASC;PL
التجريبية	empiryczne	تَجرِيبِيّ	empiryczny	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
عقبة	przeszkoda	عَقَبَة	przeszkoda	N;NOM;INDF;SG	N;NOM;FEM;SG
عبور	tranzyt	عُبُور	tranzyt	N;NOM;INDF;SG	N;NOM;MASC;SG
اللحم	mięso	لَحم	mięso	N;NOM;DEF;SG	N;NOM;NEUT;SG
الفعلية	rzeczywista	فِعلِيّ	rzeczywista	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG
الفعلية	rzeczywisty	فِعلِيّ	rzeczywisty	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG
الفعلية	faktyczny	فِعلِيّ	faktyczny	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG
الفعلية	rzeczywiste	فِعلِيّ	rzeczywisty	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
الفعلية	faktyczne	فِعلِيّ	faktyczny	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
السحر	magia	سِحر	magia	N;NOM;DEF;SG	N;NOM;FEM;SG
الاختبارات	badania	اِختِبَار	badanie	N;NOM;DEF;PL	N;NOM;NEUT;PL
الاختبارات	testy	اِختِبَار	test	N;NOM;DEF;PL	N;NOM;MASC;PL
الاختبارات	egzaminy	اِختِبَار	egzamin	N;NOM;DEF;PL	N;NOM;MASC;PL
الحسابات	rachunki	حِسَاب	rachunek	N;NOM;DEF;PL	N;NOM;MASC;PL
الحسابات	obliczenia	حِسَاب	obliczyć	N;NOM;DEF;PL	N;NOM;NEUT;PL
المقابلة	wywiad	المقابلة	wywiad	N;NOM;DEF;SG	N;NOM;MASC;SG
المقابلة	przesłuchanie	المقابلة	przesłuchanie	N;NOM;DEF;SG	N;NOM;NEUT;SG
المقابلة	rozmowa	المقابلة	rozmowa	N;NOM;DEF;SG	N;NOM;FEM;SG
صعبة	trudna	صَعب	trudny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
صعبة	trudny	صَعب	trudny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
المناسبات	wydarzenia	مُنَاسَبَة	wydarzenie	N;NOM;DEF;PL	N;NOM;NEUT;PL
العيد	święto	عِيد	święto	N;NOM;DEF;SG	N;NOM;NEUT;SG
العيد	uczta	عِيد	uczta	N;NOM;DEF;SG	N;NOM;FEM;SG
الالتزام	zobowiązanie	اِلتِزَام	zobowiązanie	N;NOM;DEF;SG	N;NOM;NEUT;SG
الالتزام	obowiązek	اِلتِزَام	obowiązek	N;NOM;DEF;SG	N;NOM;MASC;SG
الالتزام	zaangażowanie	اِلتِزَام	zaangażowanie	N;NOM;DEF;SG	N;NOM;NEUT;SG
الالتزام	zobowiązanie	اِلتِزَام	zobowiązanie	N;NOM;DEF;SG	N;NOM;NEUT;SG
المالك	właścicielka	مَالِك	właścicielka	N;NOM;DEF;SG	N;NOM;FEM;SG
المالك	właściciel	مَالِك	właściciel	N;NOM;DEF;SG	N;NOM;MASC;SG
الانسحاب	cofnięcie	اِنسِحَاب	cofnięcie	N;NOM;DEF;SG	N;NOM;NEUT;SG
الانسحاب	wycofania	اِنسِحَاب	wycofanie	N;NOM;DEF;SG	N;NOM;NEUT;SG
الانسحاب	wycofanie	اِنسِحَاب	wycofać	N;NOM;DEF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
الفائدة	zainteresowanie	فَائِدَة	zainteresowanie	N;NOM;DEF;SG	N;NOM;NEUT;SG
الفائدة	przydatność	فَائِدَة	przydatność	N;NOM;DEF;SG	N;NOM;FEM;SG
ارتباط	aktywność	اِرتِبَاط	aktywność	N;NOM;INDF;SG	N;NOM;FEM;SG
ارتباط	zaangażowanie	اِرتِبَاط	zaangażowanie	N;NOM;INDF;SG	N;NOM;NEUT;SG
السلبية	negatywne	سَلبِيّ	negatywny	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
السلبية	negatywny	سَلبِيّ	negatywny	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG
الحملات	kampanie	حَملَة	kampan	N;NOM;DEF;PL	N;NOM;MASC;PL
الكفاءة	efektywność	كَفَاءَة	efektywność	N;NOM;DEF;SG	N;NOM;FEM;SG
الكفاءة	skuteczność	كَفَاءَة	skuteczność	N;NOM;DEF;SG	N;NOM;FEM;SG
الكفاءة	sprawność	كَفَاءَة	sprawność	N;NOM;DEF;SG	N;NOM;FEM;SG
اللجوء	azyl	لُجُوء	azyl	N;NOM;DEF;SG	N;NOM;MASC;SG
السلطنة	sułtanat	سَلطَنَة	sułtanat	N;NOM;DEF;SG	N;NOM;MASC;SG
ورق	papier	وَرَق	papier	N;NOM;INDF;SG	N;NOM;MASC;SG
العبارة	wyrażenie	عِبَارَة	wyrażenie	N;NOM;DEF;SG	N;NOM;NEUT;SG
متكاملة	zintegrowana	مُتَكَامِل	zintegrować	ADJ;NOM;INDF;FEM;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
متكاملة	zintegrowane	مُتَكَامِل	zintegrować	ADJ;NOM;INDF;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
متكاملة	zintegrowany	مُتَكَامِل	zintegrować	ADJ;NOM;INDF;FEM;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
الجذور	korzenie	الجذور	korzenie	N;NOM;DEF;SG	N;NOM;NEUT;SG
الموضوعات	tematy	مَوضُوع	temat	N;NOM;DEF;PL	N;NOM;MASC;PL
الموضوعات	motywy	مَوضُوع	motyw	N;NOM;DEF;PL	N;NOM;MASC;PL
الموضوعات	tematy	مَوضُوع	temat	N;NOM;DEF;PL	N;NOM;MASC;PL
الموضوعات	tematy	مَوضُوع	temat	N;NOM;DEF;PL	N;NOM;MASC;PL
الموضوعات	obiekty	مَوضُوع	obiekt	N;NOM;DEF;PL	N;NOM;MASC;PL
الموضوعات	przedmioty	مَوضُوع	przedmiot	N;NOM;DEF;PL	N;NOM;MASC;PL
العميل	klient	عَمِيل	klient	N;NOM;DEF;SG	N;NOM;MASC;SG
العميل	klientka	عَمِيل	klientka	N;NOM;DEF;SG	N;NOM;FEM;SG
العميل	agentka	عَمِيل	agentka	N;NOM;DEF;SG	N;NOM;FEM;SG
العميل	agent	عَمِيل	agent	N;NOM;DEF;SG	N;NOM;MASC;SG
سائق	kierowca	سَائِق	kierowca	N;NOM;INDF;SG	N;NOM;MASC;SG
سائق	sterownik	سَائِق	sterownik	N;NOM;INDF;SG	N;NOM;MASC;SG
نداء	apel	نِدَاء	apel	N;NOM;INDF;SG	N;NOM;MASC;SG
نداء	odwołanie	نِدَاء	odwołać	N;NOM;INDF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
يخدم	służyć	خَدَم	służyć	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;NFIN;ACT
يخدم	służy	خَدَم	służyć	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
يخدم	serwuje	خَدَم	serwować	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
تكريم	hołd	تَكرِيم	hołd	N;NOM;INDF;SG	N;NOM;MASC;SG
زلزال	trzęsienie	زِلزَال	trzęsień	N;NOM;INDF;SG	N;NOM;NEUT;SG
الرائد	major	رَائِد	major	N;NOM;DEF;SG	N;NOM;MASC;SG
الالتهاب	zapalenie	اِلتِهَاب	zapalenie	N;NOM;DEF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
السياق	kontekst	سِيَاق	kontekst	N;NOM;DEF;SG	N;NOM;MASC;SG
كندية	kanadyjski	كَنَدِيّ	kanadyjski	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
قانوني	prawny	قانوني	prawny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
قانوني	prawne	قانوني	prawny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
قانوني	legalne	قانوني	legalny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
معارض	targi	مَعرِض	targa	N;NOM;INDF;PL	N;NOM;MASC;PL
الجسد	ciało	جَسَد	ciało	N;NOM;DEF;SG	N;NOM;NEUT;SG
تزايد	zwiększenie	تَزَايُد	zwiększyć	N;NOM;INDF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تزايد	zwiększanie	تَزَايُد	zwiększać	N;NOM;INDF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
الوقاية	zapobieganie	وِقَايَة	zapobieganie	N;NOM;DEF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
المواطن	obywatel	مُوَاطِن	obywatel	N;NOM;DEF;SG	N;NOM;MASC;SG
المتنوعة	różne	مُتَنَوِّع	różny	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
عظيمة	świetne	عَظِيمَة	świetny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
خليط	mieszanka	خليط	mieszanka	N;NOM;INDF;SG	N;NOM;FEM;SG
خليط	mieszanina	خليط	mieszanina	N;NOM;INDF;SG	N;NOM;FEM;SG
التمرد	bunt	تَمَرُّد	bunt	N;NOM;DEF;SG	N;NOM;MASC;SG
التمرد	bunt	تَمَرُّد	bunt	N;NOM;DEF;SG	N;NOM;MASC;SG
المصالح	zainteresowania	مَصلَحَة	zainteresowanie	N;NOM;DEF;PL	N;NOM;NEUT;PL
الاختلافات	różnice	اِختِلَاف	różnica	N;NOM;DEF;PL	N;NOM;FEM;PL
الاختلافات	warianty	اِختِلَاف	wariant	N;NOM;DEF;PL	N;NOM;MASC;PL
المفاصل	złącza	مُفَاصِل	złączać	N;NOM;DEF;PL	N;NOM;NEUT;PL
المفاصل	stawy	مُفَاصِل	stawa	N;NOM;DEF;PL	N;NOM;MASC;PL
جلسة	sesja	جَلسَة	sesja	N;NOM;INDF;SG	N;NOM;FEM;SG
المحررين	redaktorzy	مُحَرِّر	redaktor	N;NOM;DEF;PL	N;NOM;MASC;PL
ديمقراطية	demokratyczny	دِيمُقرَاطِيّ	demokratyczny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
ديمقراطية	demokratyczna	دِيمُقرَاطِيّ	demokratyczny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
ديمقراطية	demokratyczne	دِيمُقرَاطِيّ	demokratyczny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
الفلكي	astronom	فَلَكِيّ	astrona	N;NOM;DEF;SG	N;NOM;MASC;SG
التلوث	skażenie	تَلَوُّث	skażenie	N;NOM;DEF;SG	N;NOM;NEUT;SG
التلوث	zanieczyszczenie	تَلَوُّث	zanieczyszczenie	N;NOM;DEF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
التلوث	zanieczyszczenie	تَلَوُّث	zanieczyszczenie	N;NOM;DEF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
التكاليف	koszty	تَكلِيف	koszt	N;NOM;DEF;PL	N;NOM;MASC;PL
التكاليف	koszty	تَكلِيف	koszt	N;NOM;DEF;PL	N;NOM;MASC;PL
سلبية	negatywne	سَلبِيّ	negatywny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
سلبية	negatywny	سَلبِيّ	negatywny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
صخور	kamienie	صُخُور	kamień	N;NOM;INDF;PL	N;NOM;MASC;PL
استاذ	profesor	استاذ	profesor	N;NOM;INDF;SG	N;NOM;MASC;SG
استاذ	nauczyciel	استاذ	nauczyciel	N;NOM;INDF;SG	N;NOM;MASC;SG
استاذ	nauczycielka	استاذ	nauczycielka	N;NOM;INDF;SG	N;NOM;FEM;SG
القصائد	wiersze	قَصِيدَة	wiersz	N;NOM;DEF;PL	N;NOM;MASC;PL
مجزرة	zbrodnia	مُجَزِّر	zbrodnia	N;NOM;INDF;SG	N;NOM;FEM;SG
مجزرة	rzeźnia	مُجَزِّر	rzeźń	N;NOM;INDF;SG	N;NOM;FEM;SG
خرق	naruszenie	خَرِق	naruszenie	N;NOM;INDF;SG	N;NOM;NEUT;SG
كندي	kanadyjski	كَنَدِيّ	kanadyjski	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
بيئية	środowiskowe	بيئية	środowiskowy	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
العادات	nawyki	عَادَة	nawyk	N;NOM;DEF;PL	N;NOM;MASC;PL
العادات	zwyczaje	عَادَة	zwyczaj	N;NOM;DEF;PL	N;NOM;MASC;PL
جلب	przynieść	جَلب	przynieść	V;PFV;MASC;SG;3;ACT	V;PFV;NFIN;ACT
مختصر	krótkie	مُختَصِر	krótki	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
مختصر	krótki	مُختَصِر	krótki	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
مختصر	krótka	مُختَصِر	krótki	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
صفراء	żółte	صَفِير	żółty	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
صفراء	żółta	صَفِير	żółta	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
صفراء	żółty	صَفِير	żółty	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
سقف	sufit	سَقف	sufit	N;NOM;INDF;SG	N;NOM;MASC;SG
سقف	pułap	سَقف	pułap	N;NOM;INDF;SG	N;NOM;MASC;SG
سقف	dach	سَقف	dach	N;NOM;INDF;SG	N;NOM;MASC;SG
التردد	częstotliwość	تَرَدُّد	częstotliwość	N;NOM;DEF;SG	N;NOM;FEM;SG
التردد	częstość	تَرَدُّد	częstość	N;NOM;DEF;SG	N;NOM;FEM;SG
مقاتلة	zawodnik	مُقَاتَلَة	zawodnik	N;NOM;INDF;SG	N;NOM;MASC;SG
مقاتلة	wojownik	مُقَاتَلَة	wojownik	N;NOM;INDF;SG	N;NOM;MASC;SG
مقاتلة	myśliwiec	مُقَاتَلَة	myśliwiec	N;NOM;INDF;SG	N;NOM;MASC;SG
العقبة	przeszkoda	عَقَبَة	przeszkoda	N;NOM;DEF;SG	N;NOM;FEM;SG
شهادات	certyfikaty	شَهَادَة	certyfikat	N;NOM;INDF;PL	N;NOM;MASC;PL
شهادات	referencje	شَهَادَة	referencja	N;NOM;INDF;PL	N;NOM;FEM;PL
حية	żywa	حَيَّة	żywy	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
بركة	staw	بَرَكَة	staw	N;NOM;INDF;SG	N;NOM;MASC;SG
بركة	pula	بَرَكَة	pula	N;NOM;INDF;SG	N;NOM;FEM;SG
بركة	basen	بَرَكَة	basen	N;NOM;INDF;SG	N;NOM;MASC;SG
الواقعية	realizm	وَاقِعِيَّة	realizm	N;NOM;DEF;SG	N;NOM;MASC;SG
الغنية	bogata	غَنِيّ	bogat	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG
الغنية	bogate	غَنِيّ	bogaty	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
الغنية	bogaty	غَنِيّ	bogat	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG
عملاق	olbrzym	عِملَاق	olbrzym	N;NOM;INDF;SG	N;NOM;MASC;SG
يضاف	dodawać	أَضَاف	dodawać	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;NFIN;ACT
احترام	poszanowanie	اِحتِرَام	poszanowanie	N;NOM;INDF;SG	N;NOM;NEUT;SG
الخلق	tworzenie	خَلق	tworzyć	N;NOM;DEF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
الخلق	utworzenie	خَلق	utworzenie	N;NOM;DEF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
الخلق	stworzenie	خَلق	stworzenie	N;NOM;DEF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
جنوبية	południowa	جَنُوبِيّ	południowy	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
جنوبية	południowe	جَنُوبِيّ	południowy	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
النمر	tygrys	نَمَر	tygrys	N;NOM;DEF;SG	N;NOM;MASC;SG
النمر	pantera	نَمَر	panter	N;NOM;DEF;SG	N;NOM;FEM;SG
التدفق	przepływ	تَدَفُّق	przepływ	N;NOM;DEF;SG	N;NOM;MASC;SG
محلي	miejscowa	مَحَلِّيّ	miejscowy	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
محلي	lokalny	مَحَلِّيّ	lokalny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
محلي	lokalna	مَحَلِّيّ	lokalny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
محلي	lokalne	مَحَلِّيّ	lokalny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
محلي	miejscowy	مَحَلِّيّ	miejscowy	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
الظواهر	zjawiska	ظَاهِرَة	zjawisko	N;NOM;DEF;PL	N;NOM;NEUT;PL
المولد	generator	مَولِد	generator	N;NOM;DEF;SG	N;NOM;MASC;SG
الارتباط	aktywność	اِرتِبَاط	aktywność	N;NOM;DEF;SG	N;NOM;FEM;SG
الارتباط	zaangażowanie	اِرتِبَاط	zaangażowanie	N;NOM;DEF;SG	N;NOM;NEUT;SG
الجدران	mury	جِدَار	mur	N;NOM;DEF;PL	N;NOM;MASC;PL
الانضمام	przystąpienie	اِنضِمَام	przystąpienie	N;NOM;DEF;SG	N;NOM;NEUT;SG
الانضمام	dołączenie	اِنضِمَام	dołączenie	N;NOM;DEF;SG	N;NOM;NEUT;SG;V.MSDR
مميز	specjalna	مُمَيَّز	specjalny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
مميز	specjalny	مُمَيَّز	specjalny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
مميز	specjalne	مُمَيَّز	specjalny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
مميز	wyjątkowy	مُمَيَّز	wyjątkowy	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
مميز	szczególne	مُمَيَّز	szczególny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
عالميا	globalnego	عَالَمِيّ	globalny	ADJ;ACC;INDF;MASC;SG	ADJ;ACC;MASC;SG
عينة	próbka	عَيِّنَة	próbka	N;NOM;INDF;SG	N;NOM;FEM;SG
عينة	próba	عَيِّنَة	próba	N;NOM;INDF;SG	N;NOM;FEM;SG
النحل	pszczoła	نَحل	pszczoła	N;NOM;DEF;SG	N;NOM;FEM;SG
ممتازة	doskonała	مُمتَاز	doskonały	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
رقمية	cyfrowe	رَقَمِيّ	cyfrowy	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
مرتبط	podłączone	مُرتَبِط	podłączyć	ADJ;NOM;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
مرتبط	powiązane	مُرتَبِط	powiązać	ADJ;NOM;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
مرتبط	połączony	مُرتَبِط	połączyć	ADJ;NOM;INDF;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
مرتبط	połączone	مُرتَبِط	połączyć	ADJ;NOM;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
مرتبط	związane	مُرتَبِط	związany	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
مرتبط	połączone	مُرتَبِط	połączyć	ADJ;NOM;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
مرتبط	powiązane	مُرتَبِط	powiązać	ADJ;NOM;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
غابة	las	غَابَة	las	N;NOM;INDF;SG	N;NOM;MASC;SG
غابة	dżungla	غَابَة	dżungla	N;NOM;INDF;SG	N;NOM;FEM;SG
الحساسية	alergia	حَسَّاسِيّ	alergia	N;NOM;DEF;SG	N;NOM;FEM;SG
الحساسية	czułość	حَسَّاسِيّ	czułość	N;NOM;DEF;SG	N;NOM;FEM;SG
الحساسية	wrażliwość	حَسَّاسِيّ	wrażliwość	N;NOM;DEF;SG	N;NOM;FEM;SG
الحساسية	alergia	حَسَّاسِيّ	alergia	N;NOM;DEF;SG	N;NOM;FEM;SG
الحساسية	uczulenie	حَسَّاسِيّ	uczulić	N;NOM;DEF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
المطر	deszcz	مُطرَة	deszcz	N;NOM;DEF;SG	N;NOM;MASC;SG
ادارة	zarządzanie	إِدَارَة	zarządzać	N;NOM;INDF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ادارة	zarządzanie	إِدَارَة	zarządzać	N;NOM;INDF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ادارة	kierownictwo	إِدَارَة	kierownictwo	N;NOM;INDF;SG	N;NOM;NEUT;SG
ادارة	zarząd	إِدَارَة	zarząd	N;NOM;INDF;SG	N;NOM;MASC;SG
ادارة	zarządzania	إِدَارَة	zarządzanie	N;NOM;INDF;SG	N;NOM;NEUT;SG
ذراع	ramię	ذِرَاع	ramię	N;NOM;INDF;SG	N;NOM;NEUT;SG
ناتج	wyjście	نَاتِج	wyjście	N;NOM;INDF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
قصف	bombardowanie	قَصف	bombardować	N;NOM;INDF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
قصف	bombardowanie	قَصف	bombardować	N;NOM;INDF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
اعتقال	areszt	اِعتِقَال	areszt	N;NOM;INDF;SG	N;NOM;MASC;SG
اعتقال	aresztowanie	اِعتِقَال	aresztowanie	N;NOM;INDF;SG	N;NOM;NEUT;SG
عملة	waluta	عُملَة	walutać	N;NOM;INDF;SG	N;NOM;FEM;SG
عملة	moneta	عُملَة	moneta	N;NOM;INDF;SG	N;NOM;FEM;SG
القبول	rekrutacja	قُبُول	rekrutacja	N;NOM;DEF;SG	N;NOM;FEM;SG
القبول	wstęp	قُبُول	wstęp	N;NOM;DEF;SG	N;NOM;MASC;SG
القبول	dopuszczenie	قُبُول	dopuścić	N;NOM;DEF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
القبول	akceptacja	قُبُول	akceptacja	N;NOM;DEF;SG	N;NOM;FEM;SG
القبول	przyjęcia	قُبُول	przyjęcie	N;NOM;DEF;SG	N;NOM;NEUT;SG
المعجم	leksykon	مُعجِم	leksykon	N;NOM;DEF;SG	N;NOM;MASC;SG
النوعية	jakość	نَوعِيَّة	jakość	N;NOM;DEF;SG	N;NOM;FEM;SG
الفروع	gałęzie	فَرع	gałąź	N;NOM;DEF;PL	N;NOM;FEM;PL
الفروع	oddziały	فَرع	oddział	N;NOM;DEF;PL	N;NOM;MASC;PL
رؤوس	głowice	رَأس	głowica	N;NOM;INDF;PL	N;NOM;FEM;PL
