van	سے	van	سے	ADP	ADP
check	تھامنا	check	تھامنا	V;SG;PRS;FIN	V;SG;NFIN;ACT
check	ڈانٹنا	check	ڈانٹ	V;SG;PRS;FIN	V;NFIN
acceptabel	کافی	acceptabel	کافی	ADJ	ADJ
pensionering	سبکدوشی	pensionering	سبکدوش	N;MASC+FEM;SG	N;NOM;MASC;SG;3
geduld	استقلال	geduld	استقلال	N;NEUT;SG	N;NOM;MASC;SG;3
geduld	ہمت	geduld	ہمت	N;NEUT;SG	N;NOM;MASC;SG;3
geduld	تکلیف	geduld	تکلیف	N;NEUT;SG	N;NOM;FEM;SG;3
geduld	درگزر	geduld	درگزر	N;NEUT;SG	N;NOM;MASC;SG;3
geduld	ضبط	geduld	ضبط	N;NEUT;SG	N;NOM;MASC;SG;3
geduld	تحمل	geduld	تحمل	N;NEUT;SG	N;NOM;MASC;SG;3
geduld	استقلال	geduld	استقلال	N;NEUT;SG	N;NOM;MASC;SG;3
geduld	صبر	geduld	صبر	N;NEUT;SG	N;NOM;MASC;SG;3
geduld	ہمت	geduld	ہمت	N;NEUT;SG	N;NOM;MASC;SG;3
geduld	تکلیف	geduld	تکلیف	N;NEUT;SG	N;NOM;FEM;SG;3
geduld	درگزر	geduld	درگزر	N;NEUT;SG	N;NOM;MASC;SG;3
geduld	ضبط	geduld	ضبط	N;NEUT;SG	N;NOM;MASC;SG;3
geduld	تحمل	geduld	تحمل	N;NEUT;SG	N;NOM;MASC;SG;3
onbewoond	خالی	onbewoond	خالی	ADJ	ADJ
waardigheid	تکریم	waardigheid	تکریم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
waardigheid	تکریم	waardigheid	تکریم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
done	جائز	doon	جائز	ADJ	ADJ
done	مناسب	doon	مناسب	ADJ	ADJ
adem	دم	adem	دم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vasthouden	پانا	vasthouden	پانا	V;NFIN	V;SG;NFIN;ACT
vasthouden	ماننا.	vasthouden	ماننا.	V;NFIN	V;NFIN;ACT
vasthouden	پانا	vasthouden	پانا	V;NFIN	V;SG;NFIN;ACT
vasthouden	ماننا.	vasthouden	ماننا.	V;NFIN	V;NFIN;ACT
vasthouden	سنبھالنا	vasthouden	سنبھال	V;NFIN	V;MASC;SG;NFIN;ACT
excuus	معذرت	excuus	معذرت	N;NEUT;SG	N;NOM;MASC;SG;3
decoratie	آرائش	decoratie	آرائش	N;MASC+FEM;SG	N;NOM;MASC;SG;3
piek	قیمت	piek	قیمت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
piek	شرح	piek	شرح	N;MASC+FEM;SG	N;NOM;FEM;SG;3
piek	خوبی	piek	خوبی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
piek	قسم	piek	قسم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
soera	رومال	soera	رومال	N;MASC+FEM;SG	N;NOM;MASC;SG;3
katoen	روئی	katoen	روئی	N;NEUT;SG	N;NOM;FEM;SG;3
katoen	روئی	katoen	روئی	N;NEUT;SG	N;NOM;FEM;SG;3
lap	رومال	lap	رومال	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lap	لباس	lap	لباس	N;MASC+FEM;SG	N;NOM;MASC;SG;3
buigen	چکرانا	buigen	چکرانا	V;NFIN	V;MASC;SG;NFIN;ACT
buigen	گھومنا	buigen	گھوم	V;NFIN	V;SG;NFIN;ACT
buigen	موڑنا	buigen	موڑ	V;NFIN	V;NFIN;ACT
buigen	چکرانا	buigen	چکرانا	V;NFIN	V;MASC;SG;NFIN;ACT
buigen	گھومنا	buigen	گھوم	V;NFIN	V;SG;NFIN;ACT
buigen	جُھکانا	buigen	جُھکا	V;NFIN	V;MASC;SG;NFIN;ACT
buigen	جھکنا	buigen	جھک	V;NFIN	V;SG;NFIN;ACT
baard	داڑھی	baard	داڑھی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
dringend	فوری	dringend	فوری	ADJ	ADJ
moraal	تنظیم	moraal	تنظیم	N;MASC+FEM;SG	N;NOM;FEM;SG;3
moraal	حوصلے	moraal	حوصلہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
moraal	کہاوت	moraal	کہاوت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
moraal	اخلاق	moraal	اخلاق	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bijstand	مدد	bijstand	مدد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vlug	زندہ	vlug	زندہ	ADJ	ADJ
vlug	تیز	vlug	تیز	ADJ	ADJ
vlug	زندہ	vlug	زندہ	ADJ	ADJ
pauze	وقفہ	pauze	وقفہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
pauze	عہد	pauze	عہد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
pauze	رخنہ	pauze	رخنہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
pauze	چوک	pauze	چوک	N;MASC+FEM;SG	N;NOM;MASC;SG;3
pauze	وعدہ	pauze	وعدہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
pauze	وقفہ	pauze	وقفہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
pauze	عہد	pauze	عہد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
pauze	رخنہ	pauze	رخنہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
pauze	چوک	pauze	چوک	N;MASC+FEM;SG	N;NOM;MASC;SG;3
pauze	خلل	pauze	خلل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
pauze	وعدہ	pauze	وعدہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
pauze	تعطل	pauze	تعطل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
pauze	وقفہ	pauze	وقفہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
pauze	تعطل	pauze	تعطل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
plassen	بول	plassen	بول	V;NFIN	V;ACT
hert	ہرن	herten	ہرن	N;NEUT;SG	N;NOM;MASC;SG;3
opstandige	منحرف	opstandig	منحرف	ADJ	ADJ
opstandige	منحرف	opstandig	منحرف	ADJ	ADJ
opstandige	باغیانہ	opstandig	باغیانہ	ADJ	ADJ
astrologie	نجوم	astrologie	نجوم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
prime	عروج	prime	عروج	N;MASC+FEM;SG	N;NOM;MASC;SG;3
verbintenis	عہد	verbintenis	عہد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
voortijdig	ناوقت.	voortijdig	ناوقت.	ADJ	ADJ
prioriteit	فوقیت	prioriteit	فوقیت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
prioriteit	سبقت	prioriteit	سبقت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
buitengewone	ممتاز	buitengewoon	ممتاز	ADJ	ADJ
bean	سر	bean	سر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
opheffen	اٹھنے	opheffen	اٹھ	V;NFIN	V;NFIN;ACT
opheffen	ابھرنے	opheffen	ابھر	V;NFIN	V;NFIN
opheffen	ابھرنا	opheffen	ابھر	V;NFIN	V;MASC;SG;NFIN;ACT
expertise	مہارت	expertise	مہارت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
correspondentie	ربط	correspondentie	ربط	N;MASC+FEM;SG	N;NOM;MASC;SG;3
identificeren	تاڑنا	identificeren	تاڑنا	V;NFIN	V;SG;NFIN;ACT
identificeren	تاڑنا	identificeren	تاڑنا	V;NFIN	V;SG;NFIN;ACT
identificeren	پہچاننا	identificeren	پہچان	V;NFIN	V;SG;NFIN;ACT
omtrek	دوری	omtrek	دوری	N;MASC+FEM;SG	N;NOM;FEM;SG;3
omtrek	احاطہ	omtrek	احاطہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
omtrek	دور	omtrek	دور	N;MASC+FEM;SG	N;NOM;MASC;SG;3
omtrek	منصوبے	omtrek	منصوبہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vonk	شرارہ	vonk	شرارہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vonk	شرارہ	vonk	شرارہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
mengen	ملانا	mengen	ملا	V;NFIN	V;MASC;SG;NFIN;ACT
stress	اصرار	stress	اصرار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
stress	بل	stress	بل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
brein	منتظم	brein	منتظم	N;NEUT;SG	N;NOM;MASC;SG;3
brein	دماغ	brein	دماغ	N;NEUT;SG	N;NOM;MASC;SG;3
brein	منتظم	brein	منتظم	N;NEUT;SG	N;NOM;MASC;SG;3
brein	دماغ	brein	دماغ	N;NEUT;SG	N;NOM;MASC;SG;3
overwegen	جانچنا	overwegen	جانچ	V;NFIN	V;MASC;SG;NFIN;ACT
globaal	عمومی	globaal	عمومی	ADJ	ADJ
stoute	شریر	stoute	شریر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
exotische	انوکھا	exotisch	انوکھا	ADJ	ADJ;NOM;MASC;SG
geneesmiddel	تدارک	geneesmiddel	تدارک	N;NEUT;SG	N;NOM;MASC;SG;3
geneesmiddel	علاج	geneesmiddel	علاج	N;NEUT;SG	N;NOM;MASC;SG;3
geneesmiddel	گوشت	geneesmiddel	گوشت	N;NEUT;SG	N;NOM;MASC;SG;3
geneesmiddel	پھل	geneesmiddel	پھل	N;NEUT;SG	N;NOM;MASC;SG;3
geneesmiddel	اصلاح	geneesmiddel	اصلاح	N;NEUT;SG	N;NOM;MASC;SG;3
geneesmiddel	گوشت	geneesmiddel	گوشت	N;NEUT;SG	N;NOM;MASC;SG;3
geneesmiddel	دوا	geneesmiddel	دوا	N;NEUT;SG	N;NOM;FEM;SG;3
geneesmiddel	پھل	geneesmiddel	پھل	N;NEUT;SG	N;NOM;MASC;SG;3
geneesmiddel	اصلاح	geneesmiddel	اصلاح	N;NEUT;SG	N;NOM;MASC;SG;3
floor	میدان	floor	میدان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
floor	غار	floor	غار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
raadsel	واقعہ	raadsel	واقعہ	N;NEUT;SG	N;NOM;MASC;SG;3
urine	پیشاب	urine	پیشاب	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ambacht	کاریگری	ambacht	کاریگری	N;NEUT;SG	N;NOM;MASC;SG;3
ambacht	مہارت	ambacht	مہارت	N;NEUT;SG	N;NOM;MASC;SG;3
darm	امعائ.	darm	امعائ.	N;MASC+FEM;SG	N;NOM;MASC;SG;3
veronderstelling	گستاخی	veronderstelling	گستاخی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
veronderstelling	موقوف	veronderstelling	موقوف	N;MASC+FEM;SG	N;NOM;MASC;SG;3
escape	بچاؤ	escape	بچاؤ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
manifest	منشور	manifest	منشور	N;NEUT;SG	N;NOM;MASC;SG;3
honger	بنجر	honger	بنجر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
honger	حریص	honger	حریص	N;MASC+FEM;SG	N;NOM;MASC;SG;3
honger	بھوک	honger	بھوک	N;MASC+FEM;SG	N;NOM;MASC;SG;3
onderdrukking	جبر	onderdrukking	جبر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
onderdrukking	استیصال	onderdrukking	استیصال	N;MASC+FEM;SG	N;NOM;MASC;SG;3
blokkering	سر	blokkering	سر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
blokkering	ٹکڑا	blokkering	ٹکڑا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
mysterie	رازداری	mysterie	رازداری	N;NEUT;SG	N;NOM;MASC;SG;3
mysterie	خفیہ	mysterie	خفیہ	N;NEUT;SG	N;NOM;MASC;SG;3
mysterie	رمزیت	mysterie	رمزیت	N;NEUT;SG	N;NOM;MASC;SG;3
mysterie	رازداری	mysterie	رازداری	N;NEUT;SG	N;NOM;MASC;SG;3
mysterie	خفیہ	mysterie	خفیہ	N;NEUT;SG	N;NOM;MASC;SG;3
mysterie	راز	mysterie	راز	N;NEUT;SG	N;NOM;MASC;SG;3
mysterie	رمزیت	mysterie	رمزیت	N;NEUT;SG	N;NOM;MASC;SG;3
pijp	دھات	pijp	دھات	N;MASC+FEM;SG	N;NOM;MASC;SG;3
aardolie	پیٹرولیم.	aardolie	پیٹرولیم.	N;MASC+FEM;SG	N;NOM;MASC;SG;3
aardolie	چکنائی	aardolie	چکنائی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
aardolie	پیٹرولیم.	aardolie	پیٹرولیم.	N;MASC+FEM;SG	N;NOM;MASC;SG;3
aardolie	تیل	aardolie	تیل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
aardolie	چکنائی	aardolie	چکنائی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
soortgelijk	مثنٰی	soortgelijk	مثنٰی	ADJ	ADJ
genade	رحم	genade	رحم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
grappig	دلچسپ	grappig	دلچسپ	ADJ	ADJ
grappig	پُرلطف	grappig	پُرلطف	ADJ	ADJ
grappig	عجیب	grappig	عجیب	ADJ	ADJ
afzetting	برخاستگی	afzetting	برخاستگی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
por	اُکسانا.	por	اُکساناؤ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
menigte	ہجوم	menigte	ہجوم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
menigte	ہجوم	menigte	ہجوم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
menigte	ہجوم	menigte	ہجوم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lastige	مشکل	lastig	مشکل	ADJ	ADJ
lastige	پیچیدہ	lastig	پیچیدہ	ADJ	ADJ
doos	صندوق	doos	صندوق	N;MASC+FEM;SG	N;NOM;MASC;SG;3
saturn	زحل	saturn	زحل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ren	دوڑ	ren	دوڑ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ren	حملہ	ren	حملہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
sap	خلاصہ	sap	خلاصہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
sap	رس	sap	رس	N;MASC+FEM;SG	N;NOM;MASC;SG;3
sap	خلاصہ	sap	خلاصہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
sap	توانائی	sap	توانائی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
sap	سنٹی	sap	سنٹی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lening	دین	lening	دین	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lening	قرضداری.	lening	قرضداری.	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lening	قرض	lening	قرض	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lening	دین	lening	دین	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lening	قرضداری.	lening	قرضداری.	N;MASC+FEM;SG	N;NOM;MASC;SG;3
spullen	معلومات	spul	معلومات	N;PL	N;NOM;MASC;PL;3
aanklacht	مواخذہ	aanklacht	مواخذہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
meervoudige	مخلوط	meervoudig	مخلوط	ADJ	ADJ
meervoudige	متنوع.	meervoudig	متنوع.	ADJ	ADJ
gezant	قائد	gezant	قائد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
informele	معمولی	informeel	معمولی	ADJ	ADJ
burn	داغ	burn	داغ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bug	لگن	bug	لگن	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bug	شوق	bug	شوق	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ondiep	معمولی	ondiep	معمولی	ADJ	ADJ
ondiep	اوپری	ondiep	اوپری	ADJ	ADJ
ondiep	معمولی	ondiep	معمولی	ADJ	ADJ
ondiep	سطحی	ondiep	سطحی	ADJ	ADJ
ondiep	اوپری	ondiep	اوپری	ADJ	ADJ
poeder	سفوف	poeder	سفوف	N;NEUT;SG	N;NOM;MASC;SG;3
ontploffing	سرزنش.	ontploffing	سرزنش.	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ontploffing	سرزنش.	ontploffing	سرزنش.	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ontploffing	دھماکا	ontploffing	دھماکا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ontploffing	دھماکا	ontploffing	دھماکا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
onregelmatig	مستقل	onregelmatig	مستقل	ADJ	ADJ
lead	مثال	lead	مثال	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lead	مثال	lead	مثال	N;MASC+FEM;SG	N;NOM;MASC;SG;3
mirror	آئینہ	mirror	آئینہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
fun	تفریح	fun	تفریح	N;MASC+FEM;SG	N;NOM;MASC;SG;3
agressief	مخالفانہ	agressief	مخالفانہ	ADJ	ADJ
agressief	غاصب	agressief	غاصب	ADJ	ADJ
agressief	معاندانہ	agressief	معاندانہ	ADJ	ADJ
persen	دھکیلنا	pers	دھکیل	V;NFIN	V;NFIN;ACT
agressieve	مخالفانہ	agressief	مخالفانہ	ADJ	ADJ
agressieve	غاصب	agressief	غاصب	ADJ	ADJ
agressieve	معاندانہ	agressief	معاندانہ	ADJ	ADJ
spot	نشان	spot	نشان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
herziening	اعادہ	herziening	اعادہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
herziening	کتاب	herziening	کتاب	N;MASC+FEM;SG	N;NOM;MASC;SG;3
herziening	اعادہ	herziening	اعادہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
egyptisch	مصری	egyptisch	مصری	ADJ	ADJ
steevast	ہمیشہ	steevast	ہمیشہ	ADV	ADV
inspanning	سعی	inspanning	سعی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
inspanning	محنت	inspanning	محنت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
inspanning	جہد	inspanning	جہد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
inspanning	سعی	inspanning	سعی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
inspanning	محنت	inspanning	محنت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
inspanning	کارنامہ	inspanning	کارنامہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
inspanning	کارنامہ	inspanning	کارنامہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
inspanning	کوشش	inspanning	کوشش	N;MASC+FEM;SG	N;NOM;FEM;SG;3
zaad	ورثا	zaad	ورثا	N;NEUT;SG	N;NOM;MASC;SG;3
zaad	اولاد	zaad	اولاد	N;NEUT;SG	N;NOM;MASC;SG;3
verbranding	احتراق	verbranding	احتراق	N;MASC+FEM;SG	N;NOM;MASC;SG;3
zusje	دوست	zus	دوست	N;NEUT;SG	N;NOM;MASC;SG;3
zusje	دوست	zus	دوست	N;NEUT;SG	N;NOM;MASC;SG;3
zusje	بہن	zus	بہن	N;NEUT;SG	N;NOM;MASC;SG;3
voeg	ملانا	voegen	ملا	V;SG;PRS;FIN	V;MASC;SG;NFIN;ACT
voeg	بڑھانا	voegen	بڑھا	V;SG;PRS;FIN	V;MASC;SG;NFIN;ACT
voeg	جوڑنا	voegen	جوڑ	V;SG;PRS;FIN	V;MASC;SG;NFIN;ACT
voeg	ملانا	voegen	ملا	V;SG;PRS;FIN	V;MASC;SG;NFIN;ACT
victory	جیت	victory	جیت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
victory	جیت	victory	جیت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
opbouwen	جوڑنا	opbouwen	جوڑ	V;NFIN	V;MASC;SG;NFIN;ACT
opbouwen	بڑھانا	opbouwen	بڑھا	V;NFIN	V;MASC;SG;NFIN;ACT
opbouwen	جوڑنا	opbouwen	جوڑ	V;NFIN	V;MASC;SG;NFIN;ACT
opbouwen	بڑھانا	opbouwen	بڑھا	V;NFIN	V;MASC;SG;NFIN;ACT
opbouwen	بنانا	opbouwen	بنا	V;NFIN	V;MASC;SG;NFIN;ACT
solidariteit	اتحاد	solidariteit	اتحاد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
merkwaardig	متجسس	merkwaardig	متجسس	ADJ	ADJ
merkwaardig	انوکھا	merkwaardig	انوکھا	ADJ	ADJ;NOM;MASC;SG
merkwaardig	متجسس	merkwaardig	متجسس	ADJ	ADJ
merkwaardig	عجیب	merkwaardig	عجیب	ADJ	ADJ
schepping	ایجاد	schepping	ایجاد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
schepping	ایجاد	schepping	ایجاد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
schepping	تخلیق	schepping	تخلیق	N;MASC+FEM;SG	N;NOM;MASC;SG;3
deling	جنس	deling	جنس	N;MASC+FEM;SG	N;NOM;MASC;SG;3
deling	اختلاف	deling	اختلاف	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gereedschap	اوزار	gereedschap	اوزار	N;NEUT;SG	N;NOM;MASC;SG;3
uranium	یورینیم	uranium	یورینیم	N;NEUT;SG	N;NOM;MASC;SG;3
geweldig	اہم	geweldig	اہم	ADJ	ADJ
geweldig	ممتاز	geweldig	ممتاز	ADJ	ADJ
geweldig	شاندار	geweldig	شاندار	ADJ	ADJ
geweldig	وسیع	geweldig	وسیع	ADJ	ADJ
geweldig	پُرشکوہ	geweldig	پُرشکوہ	ADJ	ADJ
geweldig	ماہر	geweldig	ماہر	ADJ	ADJ
geweldig	نمایاں	geweldig	نمایاں	ADJ	ADJ
geweldig	اہم	geweldig	اہم	ADJ	ADJ
geweldig	ممتاز	geweldig	ممتاز	ADJ	ADJ
geweldig	شاندار	geweldig	شاندار	ADJ	ADJ
geweldig	وسیع	geweldig	وسیع	ADJ	ADJ
geweldig	پُرشکوہ	geweldig	پُرشکوہ	ADJ	ADJ
geweldig	ماہر	geweldig	ماہر	ADJ	ADJ
geweldig	نمایاں	geweldig	نمایاں	ADJ	ADJ
waardevol	قیمتی	waardevol	قیمتی	ADJ	ADJ;NOM
strak	دشوار	strak	دشوار	ADJ	ADJ
strak	دشوار	strak	دشوار	ADJ	ADJ
cloud	ابہام	cloud	ابہام	N;MASC+FEM;SG	N;NOM;MASC;SG;3
cloud	ابہام	cloud	ابہام	N;MASC+FEM;SG	N;NOM;MASC;SG;3
cloud	بادل	cloud	بادل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
timmerman	ترکھان	timmerman	ترکھان	N;MASC+FEM;SG	N;NOM;FEM;SG;3
schuilplaats	تحفظ	schuilplaats	تحفظ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
schuilplaats	خطرے	schuilplaats	خطرہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
schuilplaats	آڑ	schuilplaats	آڑ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
schuilplaats	بچاؤ	schuilplaats	بچاؤ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
schuilplaats	پناہ	schuilplaats	پناہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
schuilplaats	تحفظ	schuilplaats	تحفظ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
schuilplaats	خطرے	schuilplaats	خطرہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
schuilplaats	آڑ	schuilplaats	آڑ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
schuilplaats	بچاؤ	schuilplaats	بچاؤ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
subjectief	موضوعی	subjectief	موضوعی	ADJ	ADJ
elektron	برقیہ	elektron	برقیہ	N;NEUT;SG	N;NOM;MASC;SG;3
waarschijnlijkheid	امکان	waarschijnlijkheid	امکان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
waarschijnlijkheid	امکان	waarschijnlijkheid	امکان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
holt	قبضہ	hollen	قبضہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
holt	گرفت	hollen	گرفت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
draai	مضمون	draai	مضمون	N;MASC+FEM;SG	N;NOM;MASC;SG;3
draai	موقع	draai	موقع	N;MASC+FEM;SG	N;NOM;MASC;SG;3
draai	چادر	draai	چادر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
draai	رجحان	draai	رجحان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
draai	مقصد	draai	مقصد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lerares	استاد	lerares	استاد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
authentieke	اصلی	authentiek	اصلی	ADJ	ADJ
twist	لپٹی	twist	لپٹی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
twist	بل	twist	بل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
twist	لپٹی	twist	لپٹی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
twist	تکرار	twist	تکرار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
foutief	غلط	foutief	غلط	ADJ	ADJ
cultus	مسلک	cultus	مسلک	N;MASC+FEM;SG	N;NOM;MASC;SG;3
telling	شمار	telling	شمار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vlieger	پتنگ	vlieger	پتنگ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
care	خبرداری	care	خبرداری	N;MASC+FEM;SG	N;NOM;MASC;SG;3
care	توجہ	care	توجہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
care	تحفظ	care	تحفظ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
care	احتیاط	care	احتیاط	N;MASC+FEM;SG	N;NOM;MASC;SG;3
care	فکر	care	فکر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lelijk	بیہودہ	lelijk	بیہودہ	ADJ	ADJ
lelijk	خطرناک	lelijk	خطرناک	ADJ	ADJ
lelijk	خوفناک	lelijk	خوفناک	ADJ	ADJ
lelijk	بھیانک	lelijk	بھیانک	ADJ	ADJ
lelijk	بیہودہ	lelijk	بیہودہ	ADJ	ADJ
lelijk	خطرناک	lelijk	خطرناک	ADJ	ADJ
lelijk	خوفناک	lelijk	خوفناک	ADJ	ADJ
lelijk	بھیانک	lelijk	بھیانک	ADJ	ADJ
vijandige	ناموافق.	vijandig	ناموافق.	ADJ	ADJ
hawk	جنگجو	hawk	جنگجو	N;MASC+FEM;SG	N;NOM;MASC;SG;3
beklimming	عروج	beklimming	عروج	N;MASC+FEM;SG	N;NOM;MASC;SG;3
twijfelachtig	مشتبہ	twijfelachtig	مشتبہ	ADJ	ADJ
twijfelachtig	مشکوک	twijfelachtig	مشکوک	ADJ	ADJ
twijfelachtig	مبہم	twijfelachtig	مبہم	ADJ	ADJ
twijfelachtig	مشتبہ	twijfelachtig	مشتبہ	ADJ	ADJ
abortus	ناکامی	abortus	ناکامی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bekijk	دیکھنا	bekijk	دیکھ	V;SG;PRS;FIN	V;NFIN
bekijk	دیکھنا	bekijk	دیکھ	V;SG;PRS;FIN	V;NFIN
vochtig	مایوسی	vochtig	مایوسی	ADJ	ADJ
vochtig	مایوسی	vochtig	مایوسی	ADJ	ADJ
schouder	پہاڑ	schouder	پہاڑ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
schouder	پہاڑ	schouder	پہاڑ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
eindige	غائب	eindig	غائب	ADJ	ADJ
voorraad	وراثت	voorraad	وراثت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
