için	za	için	za		
istatistikleri	prehľady	ista	prehľad	N;NOM;PL;3	N;INAN;NOM;MASC;PL
istatistikleri	postrehy	ista	postreh	N;NOM;PL;3	N;INAN;NOM;MASC;PL
istatistikleri	štatistiky	ista	štatistika	N;NOM;PL;3	N;NOM;FEM;PL
komedi	komédia	komedi	komédium	N;NOM;SG;3	N;NOM;FEM;SG
oyuncular	aktéri	oyuncu	aktér	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
oyuncular	hráči	oyuncu	hráčiť	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
oyuncular	prehrávače	oyuncu	prehrávač	N;NOM;PL;3	N;INAN;NOM;MASC;PL
oyuncular	herci	oyuncu	herec	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
oyuncular	aktéri	oyuncu	aktér	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
kullanıcılar	užívatelia	kullanıcı	užívateľ	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
kullanıcılar	používatelia	kullanıcı	používateľ	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
olaylar	incidenty	olay	incident	N;NOM;PL;3	N;INAN;NOM;MASC;PL
olaylar	podujatia	olay	podujatie	N;NOM;PL;3	N;NOM;NEUT;PL
olaylar	udalosti	olay	udalosť	N;NOM;PL;3	N;NOM;FEM;PL
cevap	odpoved	cevap	odpoved	N;NOM;SG;3	N;NOM;FEM;SG
cevap	odpoveď	cevap	odpoveď	N;NOM;SG;3	N;NOM;FEM;SG
cevap	odpovedz	cevap	odpovedz	N;NOM;SG;3	N;NOM;FEM;SG
cevap	odpoveď	cevap	odpoveď	N;NOM;SG;3	N;NOM;FEM;SG
cevap	odpoveď	cevap	odpoveď	N;NOM;SG;3	N;NOM;FEM;SG
cevap	odozva	cevap	odozva	N;NOM;SG;3	N;NOM;FEM;SG
cevap	reakcia	cevap	reakcia	N;NOM;SG;3	N;NOM;FEM;SG
manyetik	magnetický	manyetik	magnetický	ADJ	ADJ;INAN;NOM;MASC;SG
manyetik	magnetické	manyetik	magnetický	ADJ	ADJ;NOM;NEUT;SG
dilleri	jazyky	dil	jazyk	N;NOM;PL;3	N;INAN;NOM;MASC;PL
bölgesel	regionálnej	bölgesel	regionálny	ADJ	ADJ;GEN;FEM;SG
bölgesel	regionálne	bölgesel	regionálny	ADJ	ADJ;NOM;NEUT;SG
bölgesel	regionálny	bölgesel	regionálny	ADJ	ADJ;ANIM;NOM;MASC;SG
bölgesel	regionálna	bölgesel	regionálny	ADJ	ADJ;NOM;FEM;SG
kayıp	stratená	kayıp	stratený	ADJ	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
kayıp	stratené	kayıp	stratený	ADJ	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
kayıp	stratený	kayıp	stratený	ADJ	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
kayıp	stratení	kayıp	stratený	ADJ	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
kayıp	chýbajúci	kayıp	chýbajúci	ADJ	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
kayıp	chýbajúce	kayıp	chýbajúci	ADJ	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
kayıp	nezvestný	kayıp	nezvestný	ADJ	ADJ;ANIM;NOM;MASC;SG
görüş	odozva	görüş	odozva	N;NOM;SG;3	N;NOM;FEM;SG
görüş	viditeľnosť	görüş	viditeľnosť	N;NOM;SG;3	N;NOM;FEM;SG
görüş	zviditeľnenie	görüş	zviditeľnenie	N;NOM;SG;3	N;NOM;NEUT;SG
trabzonspor	trabzonspor	trabzonspor	trabzonspor	N;NOM;SG;3	N;INAN;NOM;MASC;SG
milletler	národy	millet	národ	N;NOM;PL;3	N;INAN;NOM;MASC;PL
sağladı	poskytol	sağla	poskytnúť	V;PFV;IND;SG;3;POS;PST	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
sağladı	poskytla	sağla	poskytnúť	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;POS;PST;V.PTCP
evlilik	sobáš	evlilik	sobáš	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
evlilik	manželstvo	evlilik	manželstvo	N;NOM;SG;3	N;NOM;NEUT;SG
evlilik	svadba	evlilik	svadba	N;NOM;SG;3	N;NOM;FEM;SG
evlilik	sobáš	evlilik	sobáš	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
imparatorluk	ríša	imparatorluk	ríša	N;NOM;SG;3	N;NOM;FEM;SG
imparatorluk	impérium	imparatorluk	impérium	N;NOM;SG;3	N;NOM;NEUT;SG
imparatorluk	imperial	imparatorluk	imperiať	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
altyazı	podnadpis	altyazı	podnadpis	N;NOM;SG;3	N;NOM;MASC;SG
katıldığı	zúčastnil	kat	zúčastniť	V;PFV;IND;POS;PST;V.PTCP;PASS	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
katıldığı	zúčastnila	kat	zúčastniť	V;PFV;IND;POS;PST;V.PTCP;PASS	V;PFV;FEM;SG;POS;PST;V.PTCP
katıldığı	zúčastnili	kat	zúčastniť	V;PFV;IND;POS;PST;V.PTCP;PASS	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
gelişmiş	vyvinuli	geliş	vyvinúť	V;PFV;NFH;IND;POS;PST;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
gelişmiş	vyvinul	geliş	vyvinúť	V;PFV;NFH;IND;POS;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
gelişmiş	vyvinula	geliş	vyvinúť	V;PFV;NFH;IND;POS;PST;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
gelişmiş	zlepšiť	geliş	zlepšiť	V;PFV;NFH;IND;POS;PST;V.PTCP	V;PFV;POS;NFIN
gelişmiş	zlepšila	geliş	zlepšiť	V;PFV;NFH;IND;POS;PST;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
açtı	otvorila	aç	otvoriť	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;POS;PST;V.PTCP
onlar	ich	o	on	PRO;NOM;PL;3	PRO;NOM;MASC;PL;3
onlar	ne	o	ono	PRO;NOM;PL;3	PRO;NOM;MASC;PL;3
onlar	oni	o	on	PRO;NOM;PL;3	PRO;ANIM;NOM;MASC;PL;3
modeli	model	model	model	N;NOM;SG;3	N;INAN;NOM;MASC;SG
modeli	vzor	model	vzor	N;NOM;SG;3	N;INAN;NOM;MASC;SG
modeli	modelka	model	modelka	N;NOM;SG;3	N;NOM;FEM;SG
gösterdi	ukázal	göster	ukázať	V;PFV;IND;SG;3;POS;PST	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
gösterdi	ukázala	göster	ukázať	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;POS;PST;V.PTCP
gösterdi	ukázalo	göster	ukázať	V;PFV;IND;SG;3;POS;PST	V;PFV;NEUT;SG;POS;PST;V.PTCP
akademik	akademických	akademik	akademický	ADJ	ADJ;GEN;MASC;PL
akademik	akademické	akademik	akademický	ADJ	ADJ;NOM;NEUT;SG
akademik	akademického	akademik	akademický	ADJ	ADJ;GEN;NEUT;SG
akademik	akademický	akademik	akademický	ADJ	ADJ;ANIM;NOM;MASC;SG
official	úradník	official	úradník	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
şarkılar	pesničky	şarkı	pesnička	N;NOM;PL;3	N;NOM;FEM;PL
şarkılar	piesne	şarkı	piesne	N;NOM;PL;3	N;NOM;FEM;PL
şarkılar	skladby	şarkı	skladba	N;NOM;PL;3	N;NOM;FEM;PL
üyeler	poslanci	üye	poslanec	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
üyeler	členovia	üye	člen	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
aracı	sprostredkovateľa	araç	sprostredkovateľ	N;ACC;SG;3	N;ANIM;ACC;MASC;SG
billboard	billboard	billboard	billboard	N;NOM;SG;3	N;INAN;NOM;MASC;SG
çoğunluğu	väčšinu	çoğunluk	väčšina	N;ACC;SG;3	N;ACC;FEM;SG
zamanlar	krát	zaman	krát	N;NOM;PL;3	N;NOM;MASC;PL
zamanlar	časy	zaman	čas	N;NOM;PL;3	N;INAN;NOM;MASC;PL
akademi	akadémia	akadem	akadémia	N;NOM;SG;3	N;NOM;FEM;SG
akademi	academia	akadem	academia	N;NOM;SG;3	N;NOM;FEM;SG
uzunluk	dĺžka	uzunluk	dĺžka	N;NOM;SG;3	N;NOM;FEM;SG
tedavi	liek	tedavi	liek	N;NOM;SG;3	N;INAN;NOM;MASC;SG
tedavi	liečba	tedavi	liečba	N;NOM;SG;3	N;NOM;FEM;SG
tedavi	terapia	tedavi	terapia	N;NOM;SG;3	N;NOM;FEM;SG
tedavi	liečenie	tedavi	liečenie	N;NOM;SG;3	N;NOM;NEUT;SG
tedavi	zaobchádzanie	tedavi	zaobchádzanie	N;NOM;SG;3	N;NOM;NEUT;SG
tedavi	spracovanie	tedavi	spracovanie	N;NOM;SG;3	N;NOM;NEUT;SG
tedavi	ošetrenie	tedavi	ošetrenie	N;NOM;SG;3	N;NOM;NEUT;SG
tedavi	liečba	tedavi	liečba	N;NOM;SG;3	N;NOM;FEM;SG
tedavi	ošetrovanie	tedavi	ošetrovanie	N;NOM;SG;3	N;NOM;NEUT;SG
karmaşık	zložitá	karmaşık	zložitý	ADJ	ADJ;NOM;FEM;SG
karmaşık	komplexný	karmaşık	komplexný	ADJ	ADJ;INAN;NOM;MASC;SG
karmaşık	zložité	karmaşık	zložitý	ADJ	ADJ;NOM;NEUT;SG
karmaşık	komplexné	karmaşık	komplexný	ADJ	ADJ;NOM;NEUT;SG
karmaşık	zložitá	karmaşık	zložitý	ADJ	ADJ;NOM;FEM;SG
karmaşık	komplikovaný	karmaşık	komplikovaný	ADJ	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
karmaşık	zložité	karmaşık	zložitý	ADJ	ADJ;NOM;NEUT;SG
karmaşık	komplikovaná	karmaşık	komplikovaný	ADJ	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
karmaşık	komplikované	karmaşık	komplikovaný	ADJ	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
yaşlı	starší	yaşlı	starý	ADJ	ADJ;ANIM;NOM;CMPR;MASC;SG
yaşlı	starý	yaşlı	starý	ADJ	ADJ;ANIM;NOM;MASC;SG
yaşlı	staré	yaşlı	starý	ADJ	ADJ;NOM;NEUT;SG
yaşlı	stará	yaşlı	starý	ADJ	ADJ;NOM;FEM;SG
yaşlı	starší	yaşlı	starý	ADJ	ADJ;ANIM;NOM;CMPR;MASC;SG
yaşlı	starší	yaşlı	starý	ADJ	ADJ;ANIM;NOM;CMPR;MASC;SG
yaşlı	staršia	yaşlı	starý	ADJ	ADJ;NOM;CMPR;FEM;SG
yaşlı	staršieho	yaşlı	starý	ADJ	ADJ;GEN;CMPR;MASC;SG
süresi	trvanie	süre	trvanie	N;NOM;SG;3	N;NOM;NEUT;SG
çıkmış	skončil	çık	skončiť	V;PFV;NFH;IND;SG;3;POS;PST	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
devletler	stavy	devlet	stav	N;NOM;PL;3	N;NOM;FEM;PL
devletler	štáty	devlet	štát	N;NOM;PL;3	N;INAN;NOM;MASC;PL
tour	tour	tour	tour	N;NOM;SG;3	N;NOM;MASC;SG
tour	turné	tour	turný	N;NOM;SG;3	N;NOM;NEUT;SG
tour	prehliadka	tour	prehliadka	N;NOM;SG;3	N;NOM;FEM;SG
açıldı	otvorila	aç	otvoriť	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;POS;PST;V.PTCP
derecesi	stupeň	derece	stupeň	N;NOM;SG;3	N;INAN;NOM;MASC;SG
sabah	ráno	sabah	ráno	N;NOM;SG;3	N;NOM;NEUT;SG
gruplar	pásma	grup	pásmo	N;NOM;PL;3	N;NOM;NEUT;PL
gruplar	kapely	grup	kapela	N;NOM;PL;3	N;NOM;FEM;PL
gruplar	skupiny	grup	skupina	N;NOM;PL;3	N;NOM;FEM;PL
filmler	filmy	film	film	N;NOM;PL;3	N;INAN;NOM;MASC;PL
filmler	filmy	film	film	N;NOM;PL;3	N;INAN;NOM;MASC;PL
hareketler	akcie	hareket	akcia	N;NOM;PL;3	N;NOM;FEM;PL
hareketler	činy	hareket	čin	N;NOM;PL;3	N;INAN;NOM;MASC;PL
hareketler	aktivity	hareket	aktivita	N;NOM;PL;3	N;NOM;FEM;PL
hareketler	ťahy	hareket	ťaha	N;NOM;PL;3	N;NOM;FEM;PL
hareketler	pohyby	hareket	pohyb	N;NOM;PL;3	N;INAN;NOM;MASC;PL
hareketler	presuny	hareket	presun	N;NOM;PL;3	N;INAN;NOM;MASC;PL
hareketler	pohyby	hareket	pohyb	N;NOM;PL;3	N;INAN;NOM;MASC;PL
komitesi	výbor	komite	výbor	N;NOM;SG;3	N;INAN;NOM;MASC;SG
komitesi	výbore	komite	výbor	N;NOM;SG;3	N;INAN;NOM;MASC;SG
edebiyatı	literatúru	edebiyat	literatúra	N;ACC;SG;3	N;ACC;FEM;SG
odası	komora	oda	komora	N;NOM;SG;3	N;NOM;FEM;SG
ödüller	odmeny	ödül	odmena	N;NOM;PL;3	N;NOM;FEM;PL
ödüller	ocenenia	ödül	ocenenie	N;NOM;PL;3	N;NOM;NEUT;PL
ödüller	ceny	ödül	cena	N;NOM;PL;3	N;NOM;FEM;PL
ödüller	ocenenia	ödül	ocenenie	N;NOM;PL;3	N;NOM;NEUT;PL
servisi	obsluha	servi	obsluha	N;NOM;SG;3	N;NOM;FEM;SG
servisi	služba	servi	služba	N;NOM;SG;3	N;NOM;FEM;SG
servisi	servis	servi	servis	N;NOM;SG;3	N;INAN;NOM;MASC;SG
servisi	doručovanie	servi	doručovanie	N;NOM;SG;3	N;NOM;NEUT;SG
sıcaklık	teplota	sıcaklık	teplota	N;NOM;SG;3	N;NOM;FEM;SG
sıcaklık	tepla	sıcaklık	tepnúť	N;NOM;SG;3	N;NOM;NEUT;SG
sıcaklık	teplo	sıcaklık	teplo	N;NOM;SG;3	N;NOM;NEUT;SG
sıcaklık	teplo	sıcaklık	teplo	N;NOM;SG;3	N;NOM;NEUT;SG
konuk	hosť	konuk	hosť	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
ulaştı	dosiahol	ulaş	dosiahnuť	V;PFV;IND;SG;3;POS;PST	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
kimse	hocikto	kimse	hocikto	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
kimse	nikdo	kimse	nikdo	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
getirdi	priniesla	getir	priniesť	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;POS;PST;V.PTCP
getirdi	priniesol	getir	priniesť	V;PFV;IND;SG;3;POS;PST	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
getirdi	prinieslo	getir	priniesť	V;PFV;IND;SG;3;POS;PST	V;PFV;NEUT;SG;POS;PST;V.PTCP
yazılım	softvér	yazılım	softvéra	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yazılım	software	yazılım	softareň	N;NOM;SG;3	N;INAN;NOM;MASC;SG
topluluk	komplet	topluluk	komplet		
karısı	žena	karı	žena	N;NOM;SG;3	N;NOM;FEM;SG
karısı	manželka	karı	manželka	N;NOM;SG;3	N;NOM;FEM;SG
sanatlar	umenia	sanat	umenie	N;NOM;PL;3	N;NOM;NEUT;PL
matematik	matematika	matematik	matematika	N;NOM;SG;3	N;NOM;FEM;SG
matematik	matematika	matematik	matematika	N;NOM;SG;3	N;NOM;FEM;SG
takımlar	obleky	takım	oblek	N;NOM;PL;3	N;INAN;NOM;MASC;PL
takımlar	tímy	takım	tím	N;NOM;PL;3	N;INAN;NOM;MASC;PL
teorisi	teória	teori	teória	N;NOM;SG;3	N;NOM;FEM;SG
harita	mapa	harit	mapa	N;NOM;SG;3	N;NOM;FEM;SG
değişiklikler	modifikácie	değişiklik	modifikácia	N;NOM;PL;3	N;NOM;FEM;PL
değişiklikler	úpravy	değişiklik	úprava	N;NOM;PL;3	N;NOM;FEM;PL
değişiklikler	zmeny	değişiklik	zmena	N;NOM;PL;3	N;NOM;FEM;PL
değişiklikler	zmeny	değişiklik	zmena	N;NOM;PL;3	N;NOM;FEM;PL
türkler	turci	türk	turec	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
uzunluğu	dĺžku	uzunluk	dĺžka	N;ACC;SG;3	N;ACC;FEM;SG
şeyler	veci	şey	vec	N;NOM;PL;3	N;NOM;FEM;PL
şeyler	veci	şey	vec	N;NOM;PL;3	N;NOM;FEM;PL
otomobil	automobil	otomobil	automobiť	N;NOM;SG;3	N;INAN;NOM;MASC;SG
otomobil	auto	otomobil	auto	N;NOM;SG;3	N;NOM;NEUT;SG
otomobil	auto	otomobil	auto	N;NOM;SG;3	N;NOM;NEUT;SG
kutusu	kolónka	kutu	kolónka	N;NOM;SG;3	N;NOM;FEM;SG
kutusu	krabica	kutu	krabica	N;NOM;SG;3	N;NOM;FEM;SG
kutusu	skrinka	kutu	skrinka	N;NOM;SG;3	N;NOM;FEM;SG
kutusu	schránka	kutu	schránka	N;NOM;SG;3	N;NOM;FEM;SG
sahipliği	vlastníctvo	sahiplik	vlastníctvo	N;NOM;SG;3	N;NOM;NEUT;SG
blue	modra	blue	modra	N;NOM;SG;3	N;NOM;FEM;SG
çekti	vytiahol	çek	vytiahnuť	V;PFV;IND;SG;3;POS;PST	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
düştü	spadol	düş	spadnúť	V;PFV;IND;SG;3;POS;PST	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
düştü	padla	düş	padnúť	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;POS;PST;V.PTCP
düştü	spadla	düş	spadnúť	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;POS;PST;V.PTCP
düştü	padol	düş	padnúť	V;PFV;IND;SG;3;POS;PST	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
düştü	padol	düş	padnúť	V;PFV;IND;SG;3;POS;PST	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
desteği	podpora	destek	podpora	N;NOM;SG;3	N;NOM;FEM;SG
yüksekliği	výšku	yükseklik	výška	N;ACC;SG;3	N;ACC;FEM;SG
başarısız	neúspešné	başarısız	neúspešný	ADJ	ADJ;NOM;NEUT;SG
başarısız	neúspešné	başarısız	neúspešný	ADJ	ADJ;NOM;NEUT;SG
başarısız	neúspešný	başarısız	neúspešný	ADJ	ADJ;ANIM;NOM;MASC;SG
arnavutluk	albánska	arnavutluk	albánsky	N;NOM;SG;3	N;NOM;FEM;SG
arnavutluk	albánska	arnavutluk	albánsky	N;NOM;SG;3	N;NOM;FEM;SG
ilişki	vztah	ilişki	vztah	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ilişki	vzťah	ilişki	vzťah	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ilişki	styk	ilişki	styk	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ilişki	relácia	ilişki	relácia	N;NOM;SG;3	N;NOM;FEM;SG
ilişki	vzťah	ilişki	vzťah	N;NOM;SG;3	N;INAN;NOM;MASC;SG
imzaladı	podpísal	imzala	podpísať	V;PFV;IND;SG;3;POS;PST	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
cumhurbaşkanlığı	predsedníctvo	cumhurbaşkanlığı	predsedníctvo	N;NOM;SG;3	N;NOM;NEUT;SG
öldürüldü	zabil	öl	zabiť	V;PFV;IND;SG;3;POS;PST;PASS	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
öldürüldü	zabila	öl	zabiť	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;POS;PST;V.PTCP
köprüsü	most	köprü	most	N;NOM;SG;3	N;INAN;NOM;MASC;SG
köprüsü	mostík	köprü	mostík	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yılların	rokov	yıl	rok	N;GEN;PL;3	N;INAN;GEN;MASC;PL
başkanlık	predsedníctvo	başkanlık	predsedníctvo	N;NOM;SG;3	N;NOM;NEUT;SG
finali	finále	finali	fináľ	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kütüphanesi	knižnica	kütüphane	knižnica	N;NOM;SG;3	N;NOM;FEM;SG
barajı	priehrada	barajı	priehrada	N;NOM;SG;3	N;NOM;FEM;SG
tabi	iste	tabi	iste		
air	ovzdušie	air	ovzdušie	N;NOM;SG;3	N;NOM;NEUT;SG
air	vzduch	air	vzduch	N;NOM;SG;3	N;INAN;NOM;MASC;SG
sözleri	texty	söz	text	N;NOM;PL;3	N;INAN;NOM;MASC;PL
mağlup	porazený	mağlup	porazený	ADJ	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
mağlup	porazený	mağlup	porazený	ADJ	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
kapağı	veko	kapak	veko	N;NOM;SG;3	N;INAN;NOM;MASC;SG
şehristanı	county	şehristan	count	N;NOM;SG;3	N;NOM;MASC;SG
sanatsal	umeleckej	sanatsal	umelecký	ADJ	ADJ;GEN;FEM;SG
sanatsal	umelecký	sanatsal	umelecký	ADJ	ADJ;INAN;NOM;MASC;SG
sanatsal	umeleckých	sanatsal	umelecký	ADJ	ADJ;GEN;MASC;PL
sanatsal	umelecké	sanatsal	umelecký	ADJ	ADJ;NOM;NEUT;SG
sanatsal	umelecká	sanatsal	umelecký	ADJ	ADJ;NOM;FEM;SG
sesi	zvuk	ses	zvuk	N;NOM;SG;3	N;INAN;NOM;MASC;SG
sesi	objem	ses	objem	N;NOM;SG;3	N;INAN;NOM;MASC;SG
sesi	zväzok	ses	zväzok	N;NOM;SG;3	N;INAN;NOM;MASC;SG
sesi	hlasitosť	ses	hlasitosť	N;NOM;SG;3	N;NOM;FEM;SG
sesi	hlas	ses	hlas	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yerler	reštaurácie	yer	reštaurácia	N;NOM;PL;3	N;NOM;FEM;PL
yerler	miesta	yer	miesto	N;NOM;PL;3	N;NOM;NEUT;PL
yerler	lokality	yer	lokalita	N;NOM;PL;3	N;NOM;FEM;PL
yerler	umiestnenia	yer	umiestnenie	N;NOM;PL;3	N;NOM;NEUT;PL
yerler	miesta	yer	miesto	N;NOM;PL;3	N;NOM;NEUT;PL
yerler	poschodia	yer	poschodie	N;NOM;PL;3	N;NOM;NEUT;PL
yerler	podlahy	yer	podlaha	N;NOM;PL;3	N;NOM;FEM;PL
yerler	destinácie	yer	destinácia	N;NOM;PL;3	N;NOM;FEM;PL
sürümü	verziu	sürü	verzia	N;ACC;SG;3	N;ACC;FEM;SG
hristiyan	christian	hristiyan	christian	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
hristiyan	kresťan	hristiyan	kresťan	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
teklif	ponuka	teklif	ponuka	N;NOM;SG;3	N;NOM;FEM;SG
teklif	návrh	teklif	návrh	N;NOM;SG;3	N;INAN;NOM;MASC;SG
teklif	ponuka	teklif	ponuka	N;NOM;SG;3	N;NOM;FEM;SG
ayak	noha	ayak	noha	N;NOM;SG;3	N;NOM;FEM;SG
ayak	chodidlo	ayak	chodidlo	N;NOM;SG;3	N;NOM;NEUT;SG
siz	vy	siz	vy	PRO;NOM;PL;2	PRO;NOM;PL;2
bağımsızlık	nezávislosť	bağımsızlık	nezávislosť	N;NOM;SG;3	N;NOM;FEM;SG
kulesi	veža	kule	veža	N;NOM;SG;3	N;NOM;FEM;SG
istasyonu	stanicu	ista	stanica	N;ACC;SG;3	N;ACC;FEM;SG
mühendislik	inžinierstvo	mühendislik	inžinierstvo	N;NOM;SG;3	N;NOM;NEUT;SG
oyunlar	zápasy	oyun	zápas	N;NOM;PL;3	N;INAN;NOM;MASC;PL
oyunlar	hry	oyun	hra	N;NOM;PL;3	N;NOM;FEM;PL
performansı	výkonnosť	performans	výkonnosť	N;NOM;SG;3	N;NOM;FEM;SG
performansı	predstavenie	performans	predstavenie	N;NOM;SG;3	N;NOM;NEUT;SG
performansı	výkon	performans	výkon	N;NOM;SG;3	N;INAN;NOM;MASC;SG
performansı	plnenie	performans	plnenie	N;NOM;SG;3	N;NOM;NEUT;SG
performansı	vystúpenie	performans	vystúpenie	N;NOM;SG;3	N;NOM;NEUT;SG
dedi	povedal	de	povedať	V;PFV;IND;SG;3;POS;PST	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
dedi	povedalo	de	povedať	V;PFV;IND;SG;3;POS;PST	V;PFV;NEUT;SG;POS;PST;V.PTCP
dedi	povedala	de	povedať	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;POS;PST;V.PTCP
çocuklar	chlapci	çocuk	chlapec	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
çocuklar	chalani	çocuk	chalan	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
çocuklar	deti	çocuk	dieťa	N;NOM;PL;3	N;NOM;NEUT;PL
çocuklar	decká	çocuk	decko	N;NOM;PL;3	N;NOM;NEUT;PL
çocuklar	chlapci	çocuk	chlapec	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
çocuklar	chlapi	çocuk	chlap	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
çocuklar	chalani	çocuk	chalan	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
çocuklar	deti	çocuk	dieťa	N;NOM;PL;3	N;NOM;NEUT;PL
facebook	facebook	facebook	facebook	N;NOM;SG;3	N;INAN;NOM;MASC;SG
paralel	paralelné	paralel	paralelný	ADJ	ADJ;NOM;NEUT;SG
paralel	paralelný	paralel	paralelný	ADJ	ADJ;ANIM;NOM;MASC;SG
paralel	súbežné	paralel	súbežný	ADJ	ADJ;NOM;NEUT;SG
erişim	pristup	erişim	pristup	N;NOM;SG;3	N;INAN;NOM;MASC;SG
erişim	prístup	erişim	prístup	N;NOM;SG;3	N;INAN;NOM;MASC;SG
erişim	dosah	erişim	dosah	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kelimesi	slovo	kelime	slovo	N;NOM;SG;3	N;NOM;NEUT;SG
istedi	požiadal	iste	požiadať	V;PFV;IND;SG;3;POS;PST	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
istedi	opýtal	iste	opýtať	V;PFV;IND;SG;3;POS;PST	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
vergi	zdanenie	vergi	zdanenie	N;NOM;SG;3	N;NOM;NEUT;SG
vergi	daň	vergi	da_	N;NOM;SG;3	N;NOM;FEM;SG
hastalık	choroba	hastalık	choroba	N;NOM;SG;3	N;NOM;FEM;SG
hastalık	ochorenie	hastalık	ochorenie	N;NOM;SG;3	N;NOM;NEUT;SG
hastalık	choroba	hastalık	choroba	N;NOM;SG;3	N;NOM;FEM;SG
hastalık	ochorenie	hastalık	ochorenie	N;NOM;SG;3	N;NOM;NEUT;SG
hastalık	choroba	hastalık	choroba	N;NOM;SG;3	N;NOM;FEM;SG
hastalık	ochorenie	hastalık	ochorenie	N;NOM;SG;3	N;NOM;NEUT;SG
içeriği	obsah	içerik	obsah	N;NOM;SG;3	N;INAN;NOM;MASC;SG
içeriği	obsah	içerik	obsah	N;NOM;SG;3	N;INAN;NOM;MASC;SG
like	jako	like	jako		
dolar	dolár	dolar	dolár	N;NOM;SG;3	N;INAN;NOM;MASC;SG
