visaugstākā	最高	augsta	最高	ADJ;NOM;CMPR;FEM;SG	ADJ
halo	暈	halot	暈	N	N
regbija	橄欖	regbija	橄欖	N;NOM;FEM;SG	N
četrpadsmit	十四	četrpadsmit	十四	NUM;PL	NUM
smarža	味道	smarža	味道	N;NOM;FEM;SG	N
smarža	芳香	smarža	芳香	N;NOM;FEM;SG	N
smarža	香氣	smarža	香氣	N;NOM;FEM;SG	N
smarža	芬芳	smarža	芬芳	N;NOM;FEM;SG	N
smarža	香味	smarža	香味	N;NOM;FEM;SG	N
smarža	香水	smarža	香水	N;NOM;FEM;SG	N
smarža	香味	smarža	香味	N;NOM;FEM;SG	N
smarža	芳香	smarža	芳香	N;NOM;FEM;SG	N
smarža	香氣	smarža	香氣	N;NOM;FEM;SG	N
vīns	酒	vīns	酒	N;NOM;MASC;SG	N
vīns	葡萄	vīns	葡萄	N;NOM;MASC;SG	N
centimetru	釐米	centimetrs	釐米	N;ACC;MASC;SG	N
hroma	鉻	hroma	鉻	N;NOM;FEM;SG	N
kāja	腳	kāja	腳	N;NOM;FEM;SG	N
kāja	英尺	kāja	英尺	N;NOM;FEM;SG	N
kāja	腿	kāja	腿	N;NOM;FEM;SG	N
uzzina	實現	uzzināt	實現	V;FH;IND;3;POS;PRS;FIN;ACT	V
plūdu	水災	plūdi	水災	N;ACC;MASC	N
kursi	課程	kurss	課程	N;NOM;MASC;PL	N
bagātas	豐富	bagāta	豐富	ADJ;NOM;FEM;PL	ADJ
brālība	義氣	brālība	義氣	N;NOM;FEM;SG	N
dalīšana	組織	dalīšana	組織	N;NOM;FEM;SG	N
gēns	基因	gēns	基因	N;NOM;MASC;SG	N
varbūtību	概率	varbūtība	概率	N;ACC;FEM;SG	N
varbūtību	可能	varbūtība	可能	N;ACC;FEM;SG	N
pieņēmums	猜想	pieņēmums	猜想	N;NOM;MASC;SG	N
pieņēmums	假設	pieņēmums	假設	N;NOM;MASC;SG	N
pagātni	過往	pagātne	過往	N;ACC;FEM;SG	N
pagātni	過去	pagātne	過去	N;ACC;FEM;SG	N
pazudis	失	pazust	失	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
pazudis	輸	pazust	輸	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
pazudis	輸	pazust	輸	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
pazudis	遺失	pazust	遺失	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
pazudis	迷失	pazust	迷失	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
pazudis	缺少	pazust	缺少	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
pazudis	失蹤	pazust	失蹤	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
pazudis	遺失	pazust	遺失	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
radaru	雷達	radars	雷達	N;ACC;MASC;SG	N
mērvienības	單元	mērvienība	單元	N;NOM;FEM;PL	N
mērvienības	單位	mērvienība	單位	N;NOM;FEM;PL	N
stikls	玻璃	stikls	玻璃	N;NOM;MASC;SG	N
vaļi	鯨魚	vaļs	鯨魚	N;NOM;MASC;PL	N
vaļi	鯨	vaļs	鯨	N;NOM;MASC;PL	N
vakuumā	真空	vakuums	真空	N;ESS;MASC;SG	N
ierēdņi	官員	ierēdnis	官員	N;NOM;MASC;PL	N
nākotne	今後	nākotne	今後	N;NOM;FEM;SG	N
nākotne	將來	nākotne	將來	N;NOM;FEM;SG	N
nākotne	未來	nākotne	未來	N;NOM;FEM;SG	N
neveiksmes	挫折	neveiksme	挫折	N;NOM;FEM;PL	N
vasarai	夏日	vasara	夏日	N;DAT;FEM;SG	N
vasarai	夏季	vasara	夏季	N;DAT;FEM;SG	N
vasarai	暑假	vasara	暑假	N;DAT;FEM;SG	N
vasarai	夏天	vasara	夏天	N;DAT;FEM;SG	N
temats	題目	temats	題目	N;NOM;MASC;SG	N
temats	話題	temats	話題	N;NOM;MASC;SG	N
temats	專題	temats	專題	N;NOM;MASC;SG	N
temats	主題	temats	主題	N;NOM;MASC;SG	N
temats	主題	temats	主題	N;NOM;MASC;SG	N
tūkstoš	千	tūkstīt	千	NUM;PL	NUM
kapsulas	膠	kapsula	膠	N;NOM;FEM;PL	N
kapsulas	膠	kapsula	膠	N;NOM;FEM;PL	N
radiniekiem	親屬	radinieks	親屬	N;DAT;MASC;PL	N
radiniekiem	親戚	radinieks	親戚	N;DAT;MASC;PL	N
degunu	鼻	deguns	鼻	N;ACC;MASC;SG	N
degunu	鼻子	deguns	鼻子	N;ACC;MASC;SG	N
apvienojums	組合	apvienojums	組合	N;NOM;MASC;SG	N
skandāls	醜聞	skandāls	醜聞	N;NOM;MASC;SG	N
skandāls	緋聞	skandāls	緋聞	N;NOM;MASC;SG	N
jaunava	處	jaunava	處	N;NOM;FEM;SG	N
jaunava	處	jaunava	處	N;NOM;FEM;SG	N
salona	船艙	salons	船艙	N;GEN;MASC;SG	N
salona	客艙	salons	客艙	N;GEN;MASC;SG	N
salona	機艙	salons	機艙	N;GEN;MASC;SG	N
sfēra	網域	sfēra	網域	N;NOM;FEM;SG	N
sfēra	域	sfēra	域	N;NOM;FEM;SG	N
sfēra	王國	sfēra	王國	N;NOM;FEM;SG	N
sfēra	境界	sfēra	境界	N;NOM;FEM;SG	N
sfēra	球體	sfēra	球體	N;NOM;FEM;SG	N
plankumi	斑點	plankums	斑點	N;NOM;MASC;PL	N
bombardēšanas	炮擊	bombardēšana	炮擊	N;NOM;FEM;SG	N
ķengurs	袋鼠	ķengurs	袋鼠	N;NOM;MASC;SG	N
krūts	胸	krūts	胸	N;NOM;FEM;SG	N
krūts	胸部	krūts	胸部	N;NOM;FEM;SG	N
krūts	乳房	krūts	乳房	N;NOM;FEM;SG	N
rase	比賽	rase	比賽	N;NOM;FEM;SG	N
rase	賽	rase	賽	N;NOM;FEM;SG	N
rase	種族	rase	種族	N;NOM;FEM;SG	N
rase	競賽	rase	競賽	N;NOM;FEM;SG	N
pakts	協約	pakts	協約	N;NOM;MASC;SG	N
prieku	喜悅	prieks	喜悅	N;ACC;MASC;SG	N
joda	碘	jods	碘	N;NOM;MASC;SG	N
cilindra	缸	cilindrs	缸	N;GEN;MASC;SG	N
komunikācija	通訊	komunikācija	通訊	N;NOM;FEM;SG	N
komunikācija	通訊	komunikācija	通訊	N;NOM;FEM;SG	N
pārākumu	至高	pārākums	至高	N;ACC;MASC;SG	N
tūkstotis	千	tūkstot	千	NUM;NOM;MASC;SG	NUM
graudi	糧食	grauds	糧食	N;NOM;MASC;PL	N
graudi	穀物	grauds	穀物	N;NOM;MASC;PL	N
graudi	糧	grauds	糧	N;NOM;MASC;PL	N
graudi	穀物	grauds	穀物	N;NOM;MASC;PL	N
burvis	巫師	burvis	巫師	N;NOM;MASC;SG	N
burvis	魔法	burvis	魔法	N;NOM;MASC;SG	N
draudzene	女友	draudzene	女友	N;NOM;FEM;SG	N
draudzene	女	draudzene	女	N;NOM;FEM;SG	N
pravietis	先知	pravietis	先知	N;NOM;MASC;SG	N
proporcijas	比例	proporcija	比例	N;NOM;FEM;PL	N
hektārus	公頃	hektārs	公頃	N;ACC;MASC;PL	N
spektrs	光譜	spektrs	光譜	N;NOM;MASC;SG	N
spektrs	頻譜	spektrs	頻譜	N;NOM;MASC;SG	N
vējdzirnavas	風車	vējdzirnava	風車	N;NOM;FEM;PL	N
konsultācijas	咨詢	konsultācija	咨詢	N;NOM;FEM;PL	N
konsultācijas	咨詢	konsultācija	咨詢	N;NOM;FEM;PL	N
konsultācijas	咨詢	konsultācija	咨詢	N;NOM;FEM;PL	N
konsultācijas	諮詢	konsultācija	諮詢	N;NOM;FEM;PL	N
iekštelpu	室內	iekštelpa	室內	N;ACC;FEM;SG	N
apstiprināt	驗證	apstiprināt	驗證	V;POS;NFIN	V
apstiprināt	核准	apstiprināt	核准	V;POS;NFIN	V
apstiprināt	批准	apstiprināt	批准	V;POS;NFIN	V
apstiprināt	確認	apstiprināt	確認	V;POS;NFIN	V
apstiprināt	證實	apstiprināt	證實	V;POS;NFIN	V
frāze	片語	frāze	片語	N;NOM;FEM;SG	N
sertifikātu	憑證	sertifikāts	憑證	N;ACC;MASC;SG	N
sertifikātu	證書	sertifikāts	證書	N;ACC;MASC;SG	N
bruņojuma	軍備	bruņojums	軍備	N;GEN;MASC;SG	N
labklājību	繁榮	labklājība	繁榮	N;ACC;FEM;SG	N
zēni	男生	zēns	男生	N;NOM;MASC;PL	N
zēni	男孩	zēns	男孩	N;NOM;MASC;PL	N
atliekām	殘渣	atliekas	殘渣	N;DAT;FEM	N
korī	合唱	koris	合唱	N;ESS;MASC;SG	N
korī	合唱	koris	合唱	N;ESS;MASC;SG	N
patvēruma	庇護	patvērums	庇護	N;GEN;MASC;SG	N
daudzveidīga	多樣	daudzveidīga	多樣	ADJ;NOM;FEM;SG	ADJ
plaušas	肺	plausa	肺	N;NOM;FEM;PL	N
plaušas	龍	plausa	龍	N;NOM;FEM;PL	N
plaušas	肺	plausa	肺	N;NOM;FEM;PL	N
plaušas	肺部	plausa	肺部	N;NOM;FEM;PL	N
astoņdesmit	八十	astoņdesmit	八十	NUM;PL	NUM
atvieglotu	減輕	atvieglot	減輕	V;PFV;ACC;INDF;MASC;SG;PST;V.PTCP	V
pamatne	基地	pamatne	基地	N;NOM;FEM;SG	N
pamatne	基礎	pamatne	基礎	N;NOM;FEM;SG	N
pamatne	基數	pamatne	基數	N;NOM;FEM;SG	N
kontinents	大洲	kontinents	大洲	N;NOM;MASC;SG	N
kontinents	大陸	kontinents	大陸	N;NOM;MASC;SG	N
pagalms	院子	pagalms	院子	N;NOM;MASC;SG	N
pagalms	庭院	pagalms	庭院	N;NOM;MASC;SG	N
pagalms	院子	pagalms	院子	N;NOM;MASC;SG	N
pagalms	碼	pagalms	碼	N;NOM;MASC;SG	N
pagalms	庭院	pagalms	庭院	N;NOM;MASC;SG	N
papildinājums	輔助	papildinājums	輔助	N;NOM;MASC;SG	N
ribas	肋骨	riba	肋骨	N;NOM;FEM;PL	N
ribas	排骨	riba	排骨	N;NOM;FEM;PL	N
ribas	肋骨	riba	肋骨	N;NOM;FEM;PL	N
slepkavība	凶	slepkavība	凶	N;NOM;FEM;SG	N
slepkavība	凶	slepkavība	凶	N;NOM;FEM;SG	N
slepkavība	暗殺	slepkavība	暗殺	N;NOM;FEM;SG	N
membrānu	膜	membrāns	膜	N;ACC;MASC;SG	N
nodomu	意圖	nodoms	意圖	N;ACC;MASC;SG	N
nodomu	意向	nodoms	意向	N;ACC;MASC;SG	N
vēstījums	留言	vēstījums	留言	N;NOM;MASC;SG	N
vēstījums	訊息	vēstījums	訊息	N;NOM;MASC;SG	N
vēstījums	信件	vēstījums	信件	N;NOM;MASC;SG	N
soļi	步驟	solis	步驟	N;NOM;MASC;PL	N
testēšanas	測試	testēšana	測試	N;NOM;FEM;PL	N
testēšanas	測驗	testēšana	測驗	N;NOM;FEM;PL	N
testēšanas	檢驗	testēšana	檢驗	N;NOM;FEM;PL	N
testēšanas	試驗	testēšana	試驗	N;NOM;FEM;PL	N
paņēmieni	技術	paņēmiens	技術	N;NOM;MASC;PL	N
domāšana	思維	domāšana	思維	N;NOM;FEM;SG	N
domāšana	思考	domāšana	思考	N;NOM;FEM;SG	N
domāšana	心態	domāšana	心態	N;NOM;FEM;SG	N
celiņš	曲目	celiņš	曲目	N;NOM;MASC;SG	N
celiņš	軌道	celiņš	軌道	N;NOM;MASC;SG	N
celiņš	軌跡	celiņš	軌跡	N;NOM;MASC;SG	N
ziņojumi	報告	ziņojums	報告	N;NOM;MASC;PL	N
ziņojumi	訊息	ziņojums	訊息	N;NOM;MASC;PL	N
ziņojumi	信件	ziņojums	信件	N;NOM;MASC;PL	N
ziņojumi	報告	ziņojums	報告	N;NOM;MASC;PL	N
novirze	偏差	novirze	偏差	N;NOM;FEM;SG	N
alvas	鐵皮	alva	鐵皮	N;NOM;FEM;PL	N
aļģes	海藻	aļģe	海藻	N;NOM;FEM;PL	N
aļģes	藻類	aļģe	藻類	N;NOM;FEM;PL	N
iesniegt	提交	iesniegt	提交	V;POS;NFIN	V
nomas	租借	noma	租借	N	N
nomas	租約	noma	租約	N	N
nomas	租賃	noma	租賃	N	N
izotopu	同位	izotops	同位	N;ACC;MASC;SG	N
izotopu	同位	izotops	同位	N;ACC;MASC;SG	N
pokera	撲克	pokert	撲克	N;GEN;MASC;SG	N
pokera	撲克	pokert	撲克	N;GEN;MASC;SG	N
bultas	箭頭	bulta	箭頭	N;NOM;FEM;PL	N
bultas	箭	bulta	箭	N;NOM;FEM;PL	N
address	地址	address	地址	N;NOM;MASC;SG	N
address	住址	address	住址	N;NOM;MASC;SG	N
griesti	天花	griesti	天花	N;NOM;MASC;PL	N
griesti	上限	griesti	上限	N;NOM;MASC;PL	N
griesti	天花	griesti	天花	N;NOM;MASC;PL	N
poga	按鍵	pogs	按鍵	N;NOM;FEM;SG	N
valodniecība	語言	valodniecība	語言	N;NOM;FEM;SG	N
piegādāt	交付	piegādāt	交付	V;POS;NFIN	V
uzturēšanās	住宅	uzturēšanās	住宅	N;NOM;FEM;SG	N
uzturēšanās	居所	uzturēšanās	居所	N;NOM;FEM;SG	N
zudums	虧損	zudums	虧損	N;NOM;MASC;SG	N
zudums	損失	zudums	損失	N;NOM;MASC;SG	N
kinoteātros	電影	kinoteātris	電影	N;ESS;MASC;PL	N
tranzīta	過境	tranzīt	過境	N;NOM;MASC;SG	N
skrējiens	比賽	skrējiens	比賽	N;NOM;MASC;SG	N
skrējiens	賽	skrējiens	賽	N;NOM;MASC;SG	N
skrējiens	種族	skrējiens	種族	N;NOM;MASC;SG	N
skrējiens	競賽	skrējiens	競賽	N;NOM;MASC;SG	N
skaitīšana	人口	skaitīšana	人口	N;NOM;FEM;SG	N
skaitīšana	普查	skaitīšana	普查	N;NOM;FEM;SG	N
skaitīšana	人口	skaitīšana	人口	N;NOM;FEM;SG	N
skaitīšana	普查	skaitīšana	普查	N;NOM;FEM;SG	N
skaitīšana	數	skaitīšana	數	N;NOM;FEM;SG	N
skaitīšana	計數	skaitīšana	計數	N;NOM;FEM;SG	N
bēgļi	難民	bēglis	難民	N;NOM;MASC;PL	N
bēgļi	難民	bēglis	難民	N;NOM;MASC;PL	N
atbildības	責任	atbildība	責任	N;NOM;FEM;PL	N
atbildības	負債	atbildība	負債	N;NOM;FEM;PL	N
atbildības	責任	atbildība	責任	N;NOM;FEM;PL	N
atbildības	責任	atbildība	責任	N;NOM;FEM;PL	N
pamatojums	理由	pamatojums	理由	N;NOM;MASC;SG	N
pamatojums	原因	pamatojums	原因	N;NOM;MASC;SG	N
sausa	乾燥	sausa	乾燥	ADJ;NOM;FEM;SG	ADJ
paceļ	加註	pacelt	加註	V;IMP;SG;2;POS;FIN;ACT	V
zodiaka	黃道	zodi	黃道	N;NOM;MASC;SG	N
udp	udp	udp	udp	N	N
sēdeklis	座位	sēdeklis	座位	N;NOM;MASC;SG	N
aļģu	海藻	aļģe	海藻	N;GEN;FEM;PL	N
aļģu	藻類	aļģe	藻類	N;GEN;FEM;PL	N
verdzības	奴隸	verdzība	奴隸	N;NOM;FEM;PL	N
verdzības	奴役	verdzība	奴役	N;NOM;FEM;PL	N
verdzības	束縛	verdzība	束縛	N;NOM;FEM;PL	N
verdzības	奴役	verdzība	奴役	N;NOM;FEM;PL	N
fermentu	酶	ferments	酶	N;ACC;MASC;SG	N
faktus	事實	fakts	事實	N;ACC;MASC;PL	N
pīrāgs	餡	pīrāgs	餡	N;NOM;MASC;SG	N
viegls	溫和	viegls	溫和	ADJ;NOM;MASC;SG	ADJ
viegls	輕鬆	viegls	輕鬆	ADJ;NOM;MASC;SG	ADJ
viegls	簡單	viegls	簡單	ADJ;NOM;MASC;SG	ADJ
lauksaimnieks	農民	lauksaimnieks	農民	N;NOM;MASC;SG	N
lauksaimnieks	農夫	lauksaimnieks	農夫	N;NOM;MASC;SG	N
korāns	可蘭	korāns	可蘭	N;NOM;MASC;SG	N
korāns	古蘭	korāns	古蘭	N;NOM;MASC;SG	N
lec	跳躍	lect	跳躍	V;IMP;SG;2;POS;FIN;ACT	V
loģikas	邏輯	loģika	邏輯	N;NOM;FEM;PL	N
medikamenti	藥品	medikamenti	藥品	N;NOM;MASC;PL	N
medikamenti	藥物	medikamenti	藥物	N;NOM;MASC;PL	N
medikamenti	毒品	medikamenti	毒品	N;NOM;MASC;PL	N
medikamenti	藥品	medikamenti	藥品	N;NOM;MASC;PL	N
medikamenti	醫藥	medikamenti	醫藥	N;NOM;MASC;PL	N
siers	乳酪	siers	乳酪	N;NOM;MASC;SG	N
siers	乾酪	siers	乾酪	N;NOM;MASC;SG	N
konservatīvā	保守	konservatīva	保守	ADJ;NOM;FEM;SG	ADJ
konservatīvā	保守	konservatīva	保守	ADJ;NOM;FEM;SG	ADJ
ievietojot	插入	ievietot	插入	V;V.CVB	V
miglājs	星雲	miglājs	星雲	N;NOM;MASC;SG	N
reitings	評比	reitings	評比	N;NOM;MASC;SG	N
reģistrētā	註冊	reģistrēt	註冊	V;PFV;NOM;DEF;FEM;SG;PST;V.PTCP	V
nosēšanās	落地	nosēšanās	落地	N;NOM;FEM;SG	N
saulē	太陽	saule	太陽	N;ESS;FEM;SG	N
saulē	陽光	saule	陽光	N;ESS;FEM;SG	N
cipari	位	cipars	位	N;NOM;MASC;PL	N
vīrusi	病毒	vīrt	病毒	N;NOM;MASC;PL	N
spuldzes	燈具	spuldze	燈具	N;NOM;FEM;PL	N
spuldzes	燈泡	spuldze	燈泡	N;NOM;FEM;PL	N
metalurģijas	冶金	metalurģija	冶金	N;NOM;FEM;PL	N
metalurģijas	冶金	metalurģija	冶金	N;NOM;FEM;PL	N
izpausme	表情	izpausme	表情	N;NOM;FEM;SG	N
sanāksmes	會議	sanāksme	會議	N;NOM;FEM;PL	N
datumi	日期	datums	日期	N;NOM;MASC;PL	N
cilvēci	人性	cilvēce	人性	N;ACC;MASC	N
cilvēci	人道	cilvēce	人道	N;ACC;MASC	N
aicinot	邀請	aicināt	邀請	V;V.CVB	V
klips	片段	klips	片段	N;NOM;MASC;SG	N
klips	剪輯	klips	剪輯	N;NOM;MASC;SG	N
klips	夾	klips	夾	N;NOM;MASC;SG	N
atklājas	揭示	atklāties	揭示	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V
fazāns	雉	fazāns	雉	N;NOM;MASC;SG	N
fazāns	野雞	fazāns	野雞	N;NOM;MASC;SG	N
draudi	危險	draude	危險	N;NOM;MASC	N
stili	樣式	stils	樣式	N;NOM;MASC;PL	N
stili	風格	stils	風格	N;NOM;MASC;PL	N
spriedums	判決	spriedums	判決	N;NOM;MASC;SG	N
spriedums	判決	spriedums	判決	N;NOM;MASC;SG	N
spriedums	判決	spriedums	判決	N;NOM;MASC;SG	N
apziņa	知覺	apziņa	知覺	N;NOM;FEM;SG	N
apziņa	意識	apziņa	意識	N;NOM;FEM;SG	N
liftu	電梯	lifts	電梯	N;ACC;MASC;SG	N
ziedot	捐獻	ziedot	捐獻	V;POS;NFIN	V
ziedot	捐贈	ziedot	捐贈	V;POS;NFIN	V
ziedot	捐款	ziedot	捐款	V;POS;NFIN	V
ziedot	捐	ziedot	捐	V;POS;NFIN	V
treknrakstā	大膽	treknraksts	大膽	N;ESS;MASC;SG	N
kapsula	膠	kapsuls	膠	N;NOM;FEM;SG	N
bilde	照片	bilde	照片	N;NOM;FEM;SG	N
bilde	圖片	bilde	圖片	N;NOM;FEM;SG	N
sinonīmi	同義	sinonīme	同義	N;NOM;MASC;PL	N
sinonīmi	同義	sinonīme	同義	N;NOM;MASC;PL	N
lentes	帶子	lente	帶子	N;NOM;FEM;PL	N
lentes	膠帶	lente	膠帶	N;NOM;FEM;PL	N
lentes	磁帶	lente	磁帶	N;NOM;FEM;PL	N
lentes	脫衣	lente	脫衣	N;NOM;FEM;PL	N
lentes	地帶	lente	地帶	N;NOM;FEM;PL	N
lentes	絲帶	lente	絲帶	N;NOM;FEM;PL	N
pavadīt	花費	pavadīt	花費	V;POS;NFIN	V
akcionāri	股東	akcionārs	股東	N;NOM;MASC;PL	N
atbrīvojot	釋放	atbrīvot	釋放	V;V.CVB	V
vāc	收集	vākt	收集	V;IMP;SG;2;POS;FIN;ACT	V
brīvdienas	週末	brīvdiena	週末	N;NOM;FEM;PL	N
brīvdienas	假期	brīvdiena	假期	N;NOM;FEM;PL	N
brīvdienas	假期	brīvdiena	假期	N;NOM;FEM;PL	N
brīvdienas	假日	brīvdiena	假日	N;NOM;FEM;PL	N
brīvdienas	節假	brīvdiena	節假	N;NOM;FEM;PL	N
brīvdienas	節日	brīvdiena	節日	N;NOM;FEM;PL	N
mīts	神話	mīts	神話	N;NOM;MASC;SG	N
vingrošanas	健身	vingrošana	健身	N;NOM;FEM;SG	N
vingrošanas	體育	vingrošana	體育	N;NOM;FEM;SG	N
šasijas	底盤	šasija	底盤	N;NOM;FEM;PL	N
dzemdību	生育	dzemdība	生育	N;ACC;FEM;SG	N
fragmentu	片段	fragments	片段	N;ACC;MASC;SG	N
fragmentu	片段	fragments	片段	N;ACC;MASC;SG	N
medu	蜂蜜	medus	蜂蜜	N;ACC;MASC	N
pētījumā	審訊	pētījums	審訊	N;ESS;MASC;SG	N
pētījumā	審判	pētījums	審判	N;ESS;MASC;SG	N
eži	海膽	būt	海膽	N;NOM;MASC;PL	N
izņemt	刪除	izņemt	刪除	V;POS;NFIN	V
izņemt	移除	izņemt	移除	V;POS;NFIN	V
prasība	債權	prasība	債權	N;NOM;FEM;SG	N
ceļvedis	指南	ceļvests	指南	N;NOM;MASC;SG	N
ceļvedis	指引	ceļvests	指引	N;NOM;MASC;SG	N
ceļvedis	嚮導	ceļvests	嚮導	N;NOM;MASC;SG	N
ceļvedis	路線	ceļvests	路線	N;NOM;MASC;SG	N
notiesāja	判刑	notiesāt	判刑	V;FH;IND;3;POS;PST;FIN;ACT	V
