par	אודות	par	אודות		
vēsturnieki	היסטוריונים	vēsturnieks	היסטוריון	N;NOM;MASC;PL	N;MASC;PL
wta	טורנירי	wta	טורנירי	N	N;PSSD;MASC;PL
teātri	תיאטראות	teātris	תיאטראות	N;NOM;MASC;PL	N;FEM;PL
pensiju	פנסיה	pensija	פנסיה	N;ACC;FEM;SG	N;FEM;SG
pelēks	אפורה	pelēks	אפורה	ADJ;NOM;MASC;SG	ADJ;FEM;SG
pelēks	אפורה	pelēks	אפורה	ADJ;NOM;MASC;SG	ADJ;FEM;SG
dalīta	שיתף	dalīt	שיתף	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;SG;3;PST;ACT
veselību	בריאות	veselība	בריאות	N;ACC;FEM;SG	N;FEM;SG
sudrabs	כסף	sudrabs	כסף	N;NOM;MASC;SG	N;MASC;SG
sudrabs	מכסף	sudrabs	מכסף	N;NOM;MASC;SG	N;MASC;SG
koncertā	הופעה	koncerts	הופעה	N;ESS;MASC;SG	N;FEM;SG
iesaukts	התגייס	iesaukt	התגייס	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST
zems	נמוך	zems	נמוך	ADJ;NOM;MASC;SG	ADJ;MASC;SG
zems	נמוכה	zems	נמוך	ADJ;NOM;MASC;SG	ADJ;FEM;SG
posmiem	שלבים	posms	שלב	N;DAT;MASC;PL	N;MASC;PL
žurkas	חולדות	žurka	חולדה	N;NOM;FEM;PL	N;FEM;PL
žurkas	עכברושים	žurka	עכברוש	N;NOM;FEM;PL	N;MASC;PL
žurkas	עכברים	žurka	עכבר	N;NOM;FEM;PL	N;MASC;PL
spārna	אגף	spārns	אגף	N;NOM;MASC;SG	N;MASC;SG
sociāli	חברתית	sociāli	חברתי	ADV	ADV
tonnu	טון	tonna	טון	N;ACC;FEM;SG	N;MASC;SG
uzvarētāja	מנצח	uzvarētājs	מנצח	N;NOM;MASC;SG	N;MASC;SG
dvēseles	נשמות	dvēsele	נשם	N;NOM;FEM;PL	N;FEM;PL
dvēseles	נפשות	dvēsele	נפש	N;NOM;FEM;PL	N;FEM;PL
ģitāras	גיטרות	ģitāra	גיטרות	N;NOM;FEM;PL	N;FEM;PL
zemūdens	צוללת	zemūdens	צלל	N;NOM;MASC;SG	N;FEM;SG
jomas	אזורים	joma	אזור	N;NOM;FEM;PL	N;MASC;PL
jomas	תחומים	joma	תחום	N;NOM;FEM;PL	N;MASC;PL
vadītājiem	נהגים	vadītājs	נהג	N;DAT;MASC;PL	N;MASC;PL
stāvs	קומה	stāvs	קומה	N;NOM;MASC;SG	N;FEM;SG
stāvs	רצפה	stāvs	רצפה	N;NOM;MASC;SG	N;FEM;SG
apstiprina	לאשר	apstiprināt	אישר	V;FH;IND;3;POS;PRS;FIN;ACT	V;NFIN;ACT
neatkarīgas	עצמאיות	neatkarīga	עצמאי	ADJ;NOM;FEM;PL	ADJ;FEM;PL
neatkarīgas	עצמאיים	neatkarīga	עצמאי	ADJ;NOM;FEM;PL	ADJ;MASC;PL
maršruti	נתיבים	maršruti	נתיב	N;NOM;MASC;PL	N;MASC;PL
maršruti	מסלולים	maršruti	מסלול	N;NOM;MASC;PL	N;MASC;PL
pabeigt	סיים	pabeigt	סיים	V;POS;NFIN	V;MASC;SG;3;PST;ACT
pabeigt	לסיים	pabeigt	סיים	V;POS;NFIN	V;NFIN;ACT
pabeigt	הושלם	pabeigt	הושלם	V;POS;NFIN	V;MASC;SG;3;PST;PASS
vīrietis	גבר	vīrietis	גבר	N;NOM;MASC;SG	N;MASC;SG
vīrietis	אדם	vīrietis	אדם	N;NOM;MASC;SG	N;MASC;SG
personīgi	אישית	personīgi	אישית	ADV	ADV
kārtās	סיבובים	kārta	סיבוב	N;ESS;FEM;PL	N;MASC;PL
samazinātu	למזער	samazināt	למזער	V;COND;POS;FIN;ACT	V;NFIN;ACT
samazinātu	להפחית	samazināt	הפחית	V;COND;POS;FIN;ACT	V;NFIN;ACT
pārstāvot	מייצגים	pārstāvēt	ייצג	V;V.CVB	V;MASC;PL;V.PTCP;ACT
pārstāvot	מייצגת	pārstāvēt	ייצג	V;V.CVB	V;FEM;SG;V.PTCP;ACT
pārstāvot	מייצג	pārstāvēt	ייצג	V;V.CVB	V;MASC;SG;V.PTCP;ACT
komplekti	ערכות	komplekts	ערכות	N;NOM;MASC;PL	N;FEM;PL
komplekti	סדרות	komplekts	סדרה	N;NOM;MASC;PL	N;FEM;PL
komplekti	סטים	komplekts	סט	N;NOM;MASC;PL	N;MASC;PL
radīti	נוצרו	radīt	נוצר	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;PL;3;PST;MID
organizēt	מתארגנים	organizēt	התארגן	V;POS;NFIN	V;MASC;PL;V.PTCP
organizēt	מארגנים	organizēt	ארגן	V;POS;NFIN	V;MASC;PL;V.PTCP;ACT
organizēt	לארגן	organizēt	ארגן	V;POS;NFIN	V;NFIN;ACT
būtiska	הכרחי	būtiska	הכרחי	ADJ;NOM;FEM;SG	ADJ;MASC;SG
būtiska	חיונית	būtiska	חיוני	ADJ;NOM;FEM;SG	ADJ;FEM;SG
būtiska	חיוני	būtiska	חיוני	ADJ;NOM;FEM;SG	ADJ;MASC;SG
uzvedību	התנהגות	uzvedība	התנהגות	N;ACC;FEM;SG	N;FEM;SG
uzvedību	התנהגות	uzvedība	התנהגות	N;ACC;FEM;SG	N;FEM;SG
novērojumi	תצפיות	novērojums	תצפית	N;NOM;MASC;PL	N;FEM;PL
kaimiņu	שכנה	kaimiņš	שכן	N;ACC;MASC;SG	N;FEM;SG
kaimiņu	שכנות	kaimiņš	שכנות	N;ACC;MASC;SG	N;FEM;SG
izstādē	תערוכה	izstāde	תערוכה	N;ESS;FEM;SG	N;FEM;SG
sakot	אומרת	sacīt	אמר	V;V.CVB	V;FEM;SG;V.PTCP;ACT
sakot	אומר	sacīt	אמר	V;V.CVB	V;MASC;SG;V.PTCP;ACT
atspoguļo	לשקף	atspogulot	שיקף	V;FH;IND;3;POS;PRS;FIN;ACT	V;NFIN;ACT
rekonstrukcija	שיפוץ	rekonstrukcija	שיפוץ	N;NOM;FEM;SG	N;MASC;SG
rekonstrukcija	שיקום	rekonstrukcija	שיקום	N;NOM;FEM;SG	N;MASC;SG
rekonstrukcija	שחזור	rekonstrukcija	שחזור	N;NOM;FEM;SG	N;MASC;SG
teorētiski	תאורטית	teorētiski	תאורטית	ADV	ADV
teorētiski	תיאורטית	teorētiski	תיאורטית	ADV	ADV
teorētiski	תאורטית	teorētiski	תאורטית	ADV	ADV
teorētiski	תיאורטית	teorētiski	תיאורטית	ADV	ADV
iedarbība	חשיפה	iedarbība	חשיפה	N;NOM;FEM;SG	N;FEM;SG
viesnīca	מלון	viesnīca	מלון	N;NOM;FEM;SG	N;MASC;SG
bibliotēkā	ספריה	bibliotēka	ספריה	N;ESS;FEM;SG	N;FEM;SG
bibliotēkā	ספרייה	bibliotēka	ספרייה	N;ESS;FEM;SG	N;FEM;SG
aptaujā	חידון	aptauja	חידון	N;ESS;FEM;SG	N;MASC;SG
aptaujā	בוחן	aptauja	בחן	N;ESS;FEM;SG	N;MASC;SG
pasākums	מדידה	pasākums	מדידה	N;NOM;MASC;SG	N;FEM;SG
pasākums	מידה	pasākums	מידה	N;NOM;MASC;SG	N;FEM;SG
peles	עכברים	pele	עכבר	N;NOM;FEM;PL	N;MASC;PL
konstrukcija	בניה	konstrukcija	בניה	N;NOM;FEM;SG	N;FEM;SG
konstrukcija	בנייה	konstrukcija	בנייה	N;NOM;FEM;SG	N;FEM;SG
konstrukcija	עיצוב	konstrukcija	עיצוב	N;NOM;FEM;SG	N;MASC;SG
komerciāli	מסחרית	komerciāli	מסחרי	ADV	ADV
balles	סלוניים	balles	סלוני	N;NOM;FEM;PL	N;MASC;PL
vēstule	ההודעה	vēstule	ההודעה	N;NOM;FEM;SG	N;FEM;SG
vēstule	מסר	vēstule	מסר	N;NOM;FEM;SG	N;MASC;SG
vēstule	הודעה	vēstule	הודעה	N;NOM;FEM;SG	N;FEM;SG
vēstule	מכתב	vēstule	מכתב	N;NOM;FEM;SG	N;MASC;SG
iegūto	הושג	iegūt	הושג	V;PFV;ACC;DEF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;PASS
iegūto	רכשה	iegūt	רכש	V;PFV;ACC;DEF;MASC;SG;PST;V.PTCP	V;FEM;SG;3;PST;ACT
iegūto	נרכש	iegūt	נרכש	V;PFV;ACC;DEF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;MID
atjaunošana	התחדשות	atjaunošana	התחדשות	N;NOM;FEM;SG	N;FEM;SG
atjaunošana	חידוש	atjaunošana	חידוש	N;NOM;FEM;SG	N;MASC;SG
atjaunošana	שיקום	atjaunošana	שיקום	N;NOM;FEM;SG	N;MASC;SG
atjaunošana	שחזור	atjaunošana	שחזור	N;NOM;FEM;SG	N;MASC;SG
atjaunošana	שיפוץ	atjaunošana	שיפוץ	N;NOM;FEM;SG	N;MASC;SG
sadalīt	לפצל	sadalīt	פיצל	V;POS;NFIN	V;NFIN;ACT
ieročiem	רובים	ierocis	רובה	N;DAT;MASC;PL	N;MASC;PL
ieročiem	אקדחים	ierocis	אקדח	N;DAT;MASC;PL	N;MASC;PL
koledža	מכללה	koledža	מכללה	N;NOM;FEM;SG	N;FEM;SG
iemesli	סיבות	iemesls	סיבה	N;NOM;MASC;PL	N;FEM;PL
iemesli	סיבות	iemesls	סיבה	N;NOM;MASC;PL	N;FEM;PL
nometnēs	מחנות	nometne	מחנה	N;ESS;FEM;PL	N;MASC;PL
audu	רקמה	auds	רקמה	N;ACC;MASC;SG	N;FEM;SG
lejupielāde	הורדה	lejupielāde	הורדה	N;NOM;FEM;SG	N;FEM;SG
lejupielāde	הורדת	lejupielāde	הורדה	N;NOM;FEM;SG	N;FEM;SG
lejupielāde	הורדה	lejupielāde	הורדה	N;NOM;FEM;SG	N;FEM;SG
leņķis	זוית	leņķis	זוית	N;NOM;MASC;SG	N;FEM;SG
leņķis	זווית	leņķis	זווית	N;NOM;MASC;SG	N;FEM;SG
ainas	סצנות	aina	סצנות	N;NOM;FEM;PL	N;FEM;PL
ainas	סצינות	aina	סצנה	N;NOM;FEM;PL	N;FEM;PL
arhitektu	אדריכל	arhitekts	אדריכל	N;ACC;MASC;SG	N;MASC;SG
himnas	ההמנונים	himna	הימנים	N;NOM;FEM;PL	N;MASC;PL
lapsas	שועלים	lapsa	שועל	N;NOM;FEM;PL	N;MASC;PL
atvasināts	נגזר	atvasināt	נגזר	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;MID
vienkāršs	פשוטה	vienkāršs	פשוט	ADJ;NOM;MASC;SG	ADJ;FEM;SG
ķēdes	שרשראות	ķēde	שרשרת	N;NOM;FEM;PL	N;FEM;PL
iznīcināt	הורסים	iznīcināt	הורסה	V;POS;NFIN	V;MASC;PL;V.PTCP;ACT
iznīcināt	להרוס	iznīcināt	הרס	V;POS;NFIN	V;NFIN;ACT
iznīcināt	להשמיד	iznīcināt	השמיד	V;POS;NFIN	V;NFIN;ACT
būvēts	נבנתה	būvēt	נבנה	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;SG;3;PST;MID
būvēts	נבנה	būvēt	נבנה	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;MID
būvēts	בנוי	būvēt	בנה	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;V.PTCP;ACT
arhīva	הארכיון	arhīvs	הארכיון	N;NOM;MASC;SG	N;MASC;SG
arhīva	ארכיון	arhīvs	ארכיון	N;NOM;MASC;SG	N;MASC;SG
pilij	ארמון	pilija	ארמון	N;DAT;FEM;SG	N;MASC;SG
prakse	אימון	prakse	אימון	N;NOM;FEM;SG	N;MASC;SG
prakse	תרגול	prakse	תרגול	N;NOM;FEM;SG	N;MASC;SG
geto	גטאות	geta	גטו	N	N;MASC;PL
geto	גטו	geta	גטו	N	N;MASC;SG
nepieciešamība	צורך	nepieciešamība	צורך	N;NOM;FEM;SG	N;MASC;SG
nepieciešamība	צורך	nepieciešamība	צורך	N;NOM;FEM;SG	N;MASC;SG
konstatēts	זוהה	konstatēt	זוהה	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;PASS
sindroms	תסמונת	sindroms	תסמונת	N;NOM;MASC;SG	N;FEM;SG
pilnīga	שלם	pilnīga	שלם	ADJ;NOM;FEM;SG	ADJ;MASC;SG
bumba	כדור	bumba	כדור	N;NOM;FEM;SG	N;MASC;SG
bumba	פצצת	bumba	פצצה	N;NOM;FEM;SG	N;FEM;SG
bizness	עסק	bizness	עסק	N;NOM;MASC;SG	N;MASC;SG
ieteica	הציע	ieteikt	הציע	V;FH;IND;3;POS;PST;FIN;ACT	V;MASC;SG;3;PST;ACT
basketball	כדורסל	basketball	כדורסל	N;NOM;FEM;SG	N;MASC;SG
lampas	מנורות	lampa	מנורה	N;NOM;FEM;PL	N;FEM;PL
students	סטודנט	students	סטודנט	N;NOM;MASC;SG	N;MASC;SG
students	תלמידה	students	תלמידה	N;NOM;MASC;SG	N;FEM;SG
students	תלמיד	students	תלמיד	N;NOM;MASC;SG	N;MASC;SG
students	סטודנטית	students	סטודנטי	N;NOM;MASC;SG	N;FEM;SG
kopienu	הקהילה	kopiena	הקהיל	N;ACC;MASC;SG	N;FEM;SG
kopienu	קהילה	kopiena	קהילה	N;ACC;MASC;SG	N;FEM;SG
profesionāli	מקצועית	profesionāli	מקצועי	ADV	ADV
profesionāli	מקצועית	profesionāli	מקצועי	ADV	ADV
vienkārša	פשוטה	vienkārša	פשוט	ADJ;NOM;FEM;SG	ADJ;FEM;SG
izvēlēta	נבחר	izvēlēt	נבחר	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;SG;3;PST;MID
izvēlēta	נבחרה	izvēlēt	נבחר	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;FEM;SG;3;PST;MID
ienaidnieki	אויבים	ienaidnieks	אויב	N;NOM;MASC;PL	N;MASC;PL
autoriem	סופרים	autors	סופר	N;DAT;MASC;PL	N;MASC;PL
matemātikā	מתמטיקה	matemātika	מתמטיקה	N;ESS;FEM;SG	N;FEM;SG
iekļaut	כלול	iekļaut	כלול	V;POS;NFIN	V;MASC;SG;V.PTCP;ACT
viļņi	גלים	vilnis	גל	N;NOM;MASC;PL	N;MASC;PL
nejauši	אקראית	nejauši	אקראי	ADV	ADV
nejauši	מקרית	nejauši	מקרי	ADV	ADV
parādīja	הראתה	parādīt	הראתה	V;FH;IND;3;POS;PST;FIN;ACT	V;FEM;SG;3;PST;ACT
parādīja	הראה	parādīt	הראה	V;FH;IND;3;POS;PST;FIN;ACT	V;MASC;SG;3;PST;ACT
shēmas	מזימות	shēma	הזים	N;NOM;FEM;PL	N;FEM;PL
shēmas	תרשימים	shēma	תרשים	N;NOM;FEM;PL	N;MASC;PL
paketes	חבילות	pakete	חבילות	N;NOM;FEM;PL	N;FEM;PL
paketes	חפיסות	pakete	חפיסות	N;NOM;FEM;PL	N;FEM;PL
sportistiem	אתלטים	sportists	אתלט	N;DAT;MASC;PL	N;MASC;PL
sportistiem	ספורטאים	sportists	ספורטאי	N;DAT;MASC;PL	N;MASC;PL
pasniedzēji	פרופסורים	pasniedzējs	פרופסור	N;NOM;MASC;PL	N;MASC;PL
pasniedzēji	מורים	pasniedzējs	מורה	N;NOM;MASC;PL	N;MASC;PL
pasniedzēji	מאמנים	pasniedzējs	מאמן	N;NOM;MASC;PL	N;MASC;PL
brauciens	נסיעה	brauciens	נסיעה	N;NOM;MASC;SG	N;FEM;SG
brauciens	הסעה	brauciens	הסעה	N;NOM;MASC;SG	N;FEM;SG
brauciens	מסע	brauciens	מסע	N;NOM;MASC;SG	N;MASC;SG
brauciens	טיול	brauciens	טיול	N;NOM;MASC;SG	N;MASC;SG
pievienoties	הצטרף	pievienoties	הצטרף	V;POS;REFL;NFIN	V;MASC;SG;3;PST
pievienoties	הצטרפו	pievienoties	הצטרף	V;POS;REFL;NFIN	V;PL;3;PST
pievienoties	להצטרף	pievienoties	הצטרף	V;POS;REFL;NFIN	V;NFIN
ietilpība	קיבולת	ietilpība	קיבולת	N;NOM;FEM;SG	N;FEM;SG
neatkarība	עצמאות	neatkarība	עצמאות	N;NOM;FEM;SG	N;FEM;SG
ieeja	כניסה	ieeja	כניסה	N;NOM;FEM;SG	N;FEM;SG
redze	חיזיון	redze	חיזיון	N;NOM;FEM;SG	N;MASC;SG
redze	ראייה	redze	ראייה	N;NOM;FEM;SG	N;FEM;SG
priekšroku	העדפה	priekšroka	העדפה	N;ACC;FEM;SG	N;FEM;SG
priekšroku	עדיפות	priekšroka	עדיפות	N;ACC;FEM;SG	N;FEM;SG
aktīvā	פעילה	aktīva	פעיל	ADJ;NOM;FEM;SG	ADJ;FEM;SG
izdodas	להצליח	izdoties	הצליח	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;NFIN;ACT
apdraudēta	איימה	apdraudēt	איים	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;FEM;SG;3;PST;ACT
olbaltumvielu	חלבון	olbaltumviela	חלבון	N;ACC;FEM;SG	N;MASC;SG
zosis	אווזים	zost	אווזים	N;NOM;FEM;PL	N;MASC;PL
piekraste	חופה	piekraste	חופה	N;NOM;FEM;SG	N;FEM;SG
daudzveidība	גיוון	daudzveidība	גיוון	N;NOM;FEM;SG	N;MASC;SG
zaļa	ירוקה	zaļš	ירוקה	ADJ;NOM;FEM;SG	ADJ;FEM;SG
zaļa	ירוק	zaļš	ירוק	ADJ;NOM;FEM;SG	ADJ;MASC;SG
baktēriju	חיידק	baktērija	חיידק	N;ACC;MASC;SG	N;MASC;SG
klientiem	לקוחות	klients	לקוח	N;DAT;MASC;PL	N;MASC;PL
klientiem	לקוחות	klients	לקוח	N;DAT;MASC;PL	N;MASC;PL
serveri	שרתים	serveris	שרתים	N;NOM;MASC;PL	N;MASC;PL
galos	סופים	gals	סוף	N;ESS;MASC;PL	N;MASC;PL
raksturu	דמות	raksturs	דמות	N;ACC;MASC;SG	N;FEM;SG
raksturu	אופי	raksturs	אופי	N;ACC;MASC;SG	N;MASC;SG
kopijas	עותקים	kopija	עותק	N;NOM;FEM;PL	N;MASC;PL
kopijas	העתקים	kopija	העתק	N;NOM;FEM;PL	N;MASC;PL
kristieši	הנוצרים	kristietis	הנוצר	N;NOM;MASC;PL	N
aprakstīts	מתואר	aprakstīt	תואר	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;V.PTCP;PASS
aprakstīts	תיאר	aprakstīt	תיאר	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;ACT
vēju	רוח	vējš	רוח	N;ACC;MASC;SG	N;FEM;SG
izpildīts	הושלמה	izpildīt	הושלם	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;SG;3;PST;PASS
izpildīts	בוצעה	izpildīt	בוצע	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;SG;3;PST;PASS
simptomi	תסמינים	simptoms	תסמין	N;NOM;MASC;PL	N;MASC;PL
simptomi	התסמינים	simptoms	התסמין	N;NOM;MASC;PL	N;MASC;PL
simptomi	סימפטומים	simptoms	סימפטום	N;NOM;MASC;PL	N
ticība	אמונה	ticība	אמונה	N;NOM;FEM;SG	N;FEM;SG
javas	מרגמות	java	מרגמה	N;NOM;FEM;PL	N;FEM;PL
piederība	שיוך	piederība	שיוך	N;NOM;FEM;SG	N;MASC;SG
publicēšana	פרסום	publicēšana	פרסום	N;NOM;FEM;SG	N;MASC;SG
publicēšana	פרסום	publicēšana	פרסום	N;NOM;FEM;SG	N;MASC;SG
vienkāršas	פשוטות	vienkārša	פשוט	ADJ;NOM;FEM;PL	ADJ;FEM;PL
vienkāršas	פשוטים	vienkārša	פשוט	ADJ;NOM;FEM;PL	ADJ;MASC;PL
vāveres	סנאים	vāvere	סנאי	N;NOM;FEM;PL	N;MASC;PL
nakti	לילה	nakts	לילה	N;ACC;FEM;SG	N;MASC;SG
krūtis	שדיים	krūts	שדיים	N;NOM;FEM;PL	N;MASC;PL
krūtis	ציצים	krūts	ציץ	N;NOM;FEM;PL	N;MASC;PL
krūtis	שדיים	krūts	שדיים	N;NOM;FEM;PL	N;MASC;PL
akadēmiskā	אקדמי	akadēmiska	אקדמי	ADJ;NOM;FEM;SG	ADJ;MASC;SG
ielās	הרחובות	iela	הרחובה	N;ESS;FEM;PL	N;FEM;PL
lēmumus	החלטות	lēmums	החלטה	N;ACC;MASC;PL	N;FEM;PL
reāli	אמיתית	reāli	אמיתי	ADV	ADV
reāli	מציאותית	reāli	מציאותית	ADV	ADV
galaktikas	גלקסיות	galaktika	גלקסיה	N;NOM;FEM;PL	N;FEM;PL
aizsargātu	להגן	aizsargāt	הגן	V;PFV;ACC;INDF;MASC;SG;PST;V.PTCP	V;NFIN;ACT
sponsors	חסות	sponsors	חסות	N;NOM;MASC;SG	N;FEM;SG
matemātika	מתמטיקה	matemātika	מתמטיקה	N;NOM;FEM;SG	N;FEM;SG
matemātika	מתמטיקה	matemātika	מתמטיקה	N;NOM;FEM;SG	N;FEM;SG
matemātika	מתמטיקה	matemātika	מתמטיקה	N;NOM;FEM;SG	N;FEM;SG
slavena	מפורסמת	slavena	מפורסם	ADJ;NOM;FEM;SG	ADJ;FEM;SG
dumpis	מרד	dumpis	מרד	N;NOM;MASC;SG	N;MASC;SG
lietuviešiem	ליטאים	lietuvietis	ליטאי	N;DAT;MASC;PL	N;MASC;PL
kvalifikācija	הכשרה	kvalifikācija	הכשרה	N;NOM;FEM;SG	N;FEM;SG
numuri	מספרים	numurs	מספר	N;NOM;MASC;PL	N;MASC;PL
skolēni	סטודנטים	skolēns	סטודנט	N;NOM;MASC;PL	N;MASC;PL
skolēni	תלמידות	skolēns	תלמידה	N;NOM;MASC;PL	N;FEM;PL
skolēni	תלמידים	skolēns	תלמיד	N;NOM;MASC;PL	N;MASC;PL
skolēni	האישונים	skolēns	האישון	N;NOM;MASC;PL	N;MASC;PL
bagāta	עשיר	bagāta	עשיר	ADJ;NOM;FEM;SG	ADJ;MASC;SG
bagāta	עשירה	bagāta	עשיר	ADJ;NOM;FEM;SG	ADJ;FEM;SG
dokumentus	מסמכים	dokuments	מסמך	N;ACC;MASC;PL	N;MASC;PL
kvalitāte	איכות	kvalitāte	איכות	N;NOM;FEM;SG	N;FEM;SG
zirgus	סוסים	zirgs	סוסי	N;ACC;MASC;PL	N;MASC;PL
pelēkais	אפורה	pelēks	אפורה	ADJ;NOM;MASC;SG	ADJ;FEM;SG
tirgotāji	סוחרים	tirgotājs	סוחר	N;NOM;MASC;PL	N;MASC;PL
tirgotāji	סוחרים	tirgotājs	סוחר	N;NOM;MASC;PL	N;MASC;PL
koncerti	קונצרטים	koncerts	קונצרט	N;NOM;MASC;PL	N;MASC;PL
koncerti	הופעות	koncerts	הופעה	N;NOM;MASC;PL	N;FEM;PL
zīdītāji	יונקים	zīdītājs	יונק	N;NOM;MASC;PL	N;MASC;PL
zīdītāji	יונקים	zīdītājs	יונק	N;NOM;MASC;PL	N;MASC;PL
paziņojumu	התראה	paziņojums	התראה	N;ACC;MASC;SG	N;FEM;SG
paziņojumu	ההתראה	paziņojums	ההתראה	N;ACC;MASC;SG	N;FEM;SG
paziņojumu	הודעה	paziņojums	הודעה	N;ACC;MASC;SG	N;FEM;SG
dzejoļi	שירים	dzejolis	שיר	N;NOM;MASC;PL	N;MASC;PL
nepāra	אוד	nepārs	אוד		
faktors	גורם	faktors	גורם	N;NOM;MASC;SG	N;MASC;SG
mezgls	צומת	mezgls	צומת	N;NOM;MASC;SG	N;FEM;SG
mezgls	קשר	mezgls	קשר	N;NOM;MASC;SG	N;MASC;SG
atmiņa	זיכרון	atmiņa	זיכרון	N;NOM;FEM;SG	N;MASC;SG
vizuāli	ויזואלית	vizuāli	ויזואלית	ADV	ADV
kristāla	בדולח	kristāls	בדולח	N;GEN;MASC;SG	N;MASC;SG
fragmenti	שברים	fragments	שבר	N;NOM;MASC;PL	N;MASC;PL
fragmenti	רסיסים	fragments	רסיס	N;NOM;MASC;PL	N;MASC;PL
fragmenti	קטעים	fragments	קטע	N;NOM;MASC;PL	N;MASC;PL
ieviešanu	הכרות	ieviešana	הכרה	N;ACC;FEM;SG	N;FEM;SG
ieviešanu	ההיכרות	ieviešana	ההיכרות	N;ACC;FEM;SG	N;FEM;SG
ieviešanu	היכרות	ieviešana	היכרות	N;ACC;FEM;SG	N;FEM;SG
cūkas	חזירים	cūka	חזיר	N;NOM;FEM;PL	N;MASC;PL
aktrises	שחקניות	aktrise	שחקן	N;NOM;FEM;PL	N;FEM;PL
strāva	זרם	strāva	זרם	N;NOM;FEM;SG	N;MASC;SG
strāva	הנוכחית	strāva	הנוכחית	N;NOM;FEM;SG	N
basketbols	כדורסל	basketbols	כדורסל	N;NOM;MASC;SG	N;MASC;SG
licences	רישיונות	licence	רישיון	N;NOM;FEM;PL	N;MASC;PL
izstrāde	פיתוח	izstrāde	פיתוח	N;NOM;FEM;SG	N;MASC;SG
izstrāde	התפתחות	izstrāde	התפתחות	N;NOM;FEM;SG	N;FEM;SG
nemieri	מהומות	nemiers	מהומה	N;NOM;MASC;PL	N;FEM;PL
nesenā	לאחרונה	nesens	לאחרונה	ADV	ADV
apstiprināta	אישר	apstiprināt	אישר	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;SG;3;PST;ACT
apstiprināta	אושרה	apstiprināt	אושר	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;FEM;SG;3;PST;PASS
apstiprināta	אושרה	apstiprināt	אושר	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;FEM;SG;3;PST;PASS
balsot	הצביעו	balsot	הצביע	V;POS;NFIN	V;PL;3;PST;ACT
balsot	להצביע	balsot	הצביע	V;POS;NFIN	V;NFIN;ACT
balsot	תצביעו	balsot	הצביע	V;POS;NFIN	V;PL;1;FUT;ACT
laukumi	ריבועים	laukums	ריבוע	N;NOM;MASC;PL	N;MASC;PL
laukumi	מרובעים	laukums	מרובע	N;NOM;MASC;PL	N;MASC;PL
noskaidrot	להבהיר	noskaidrot	הבהיר	V;POS;NFIN	V;NFIN;ACT
cietuma	סוהר	cietums	סוהר	N;GEN;MASC;SG	N;MASC;SG
prezidenti	נשיאים	prezidents	נשיא	N;NOM;MASC;PL	N;MASC;PL
kolonnas	טורים	kolonna	טור	N;NOM;FEM;PL	N;MASC;PL
kolonnas	עמודים	kolonna	עמוד	N;NOM;FEM;PL	N;MASC;PL
kolonnas	עמודות	kolonna	עמוד	N;NOM;FEM;PL	N;FEM;PL
amatpersonas	פקידים	amatpersona	פקיד	N;NOM;FEM;PL	N;MASC;PL
amatpersonas	פקידי	amatpersona	פקיד	N;NOM;FEM;PL	N;MASC;PL
amatpersonas	קצינים	amatpersona	קצין	N;NOM;FEM;PL	N;MASC;PL
amatpersonas	שוטרים	amatpersona	שוטר	N;NOM;FEM;PL	N;MASC;PL
sastāvdaļas	רכיבים	sastāvdaļa	רכיב	N;NOM;FEM;PL	N;MASC;PL
sastāvdaļas	המרכיבים	sastāvdaļa	המרכיב	N;NOM;FEM;PL	N;MASC;PL
sastāvdaļas	רכיבים	sastāvdaļa	רכיב	N;NOM;FEM;PL	N;MASC;PL
ierašanās	הגעה	ierašanās	הגעה	N;NOM;FEM;SG	N;FEM;SG
ierašanās	ההגעה	ierašanās	ההגעה	N;NOM;FEM;SG	N;FEM;SG
