interior	интерьер	interior	интерьер	N;SG	N;INAN;NOM;MASC;SG
memperingatkan	предупредил	menperingatkan	предупредить	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
memperingatkan	предупреждает	menperingatkan	предупреждать	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
spiral	спирали	spiral	спираль	N	N;INAN;NOM;FEM;PL
spiral	спираль	spiral	спираль	N	N;INAN;NOM;FEM;SG
spiral	спирали	spiral	спираль	N	N;INAN;NOM;FEM;PL
potong	урожай	potong	урожай	N;SG;ACT	N;INAN;NOM;MASC;SG
memikirkan	думаю	menpikirkan	думать	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
regulasi	регламент	regulasi	регламент	N;SG	N;INAN;NOM;MASC;SG
regulasi	регулирование	regulasi	регулирование	N;SG	N;INAN;NOM;NEUT;SG
menyewa	нанять	mensewa	нанять	V;SG;ACT	V;PFV;NFIN;ACT
habsburg	габсбургов	habsburg	габсбург	N	N;INAN;GEN;MASC;PL
memuncak	достигнув	menpuncak	достичь	V;SG;ACT	V;PFV;PST;V.CVB;ACT
pengumpulan	собрание	penkumpulan	собрание	N;SG	N;INAN;NOM;NEUT;SG
pengumpulan	сбор	penkumpulan	сбор	N;SG	N;INAN;NOM;MASC;SG
pengumpulan	сбора	penkumpulan	сбор	N;SG	N;INAN;GEN;MASC;SG
menyumbang	пожертвовал	mensumbang	жертвовать	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
menyumbang	пожертвовать	mensumbang	жертвовать	V;SG;ACT	V;PFV;NFIN;ACT
membandingkan	сравнить	menbandingkan	сровнять	V;SG;ACT	V;PFV;NFIN;ACT
membandingkan	сравнивать	menbandingkan	сравнивать	V;SG;ACT	V;IPFV;NFIN;ACT
perumpamaan	притча	perumpamaan	притча	N;SG	N;INAN;NOM;FEM;SG
penembakan	съемка	pentembakan	съемка	N;SG	N;INAN;NOM;FEM;SG
penembakan	стрельба	pentembakan	стрельба	N;SG	N;INAN;NOM;FEM;SG
pucat	бледный	pucat	бледный	ADJ;SG	ADJ;NOM;MASC;SG
register	регистров	register	регистр	N	N;INAN;GEN;MASC;PL
register	реестры	register	реестр	N	N;INAN;NOM;MASC;PL
register	регистры	register	регистр	N	N;INAN;NOM;MASC;PL
register	регистра	register	регистр	N	N;INAN;GEN;MASC;SG
register	регистр	register	регистр	N	N;INAN;NOM;MASC;SG
register	реестр	register	реестр	N	N;INAN;NOM;MASC;SG
register	регистрация	register	регистрация	N	N;INAN;NOM;FEM;SG
lift	лифты	lift	лифт	N	N;INAN;NOM;MASC;PL
lift	лифт	lift	лифт	N	N;INAN;NOM;MASC;SG
lift	лифт	lift	лифт	N	N;INAN;NOM;MASC;SG
menduga	угадал	menduga	угадать	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
menduga	ожидаю	menduga	ожидать	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
menduga	ожидает	menduga	ожидать	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
menduga	ожидал	menduga	ожидать	V;SG;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
mempercayai	веря	menpercayai	верить	V;SG;ACT	V;IPFV;PRS;V.CVB;ACT
mempercayai	доверять	menpercayai	доверять	V;SG;ACT	V;IPFV;NFIN;ACT
amfibi	амфибия	amfibi	амфибия	N;SG	N;INAN;NOM;FEM;SG
monitor	монитор	monitor	монитор	N;SG	N;INAN;NOM;MASC;SG
pelestarian	сохранения	pelestarian	сохранение	N;SG	N;INAN;GEN;NEUT;SG
pelestarian	сохранение	pelestarian	сохранение	N;SG	N;INAN;NOM;NEUT;SG
zakat	закят	zakat	закить	N;SG	N;INAN;NOM;MASC;SG
zakat	милостыню	zakat	милостыня	N;SG	N;INAN;ACC;FEM;SG
assembly	сборка	assembly	сборка	N	N;INAN;NOM;FEM;SG
assembly	ассамблеи	assembly	ассамблея	N	N;INAN;NOM;FEM;PL
assembly	собрание	assembly	собрание	N	N;INAN;NOM;NEUT;SG
assembly	ассамблея	assembly	ассамблея	N	N;INAN;NOM;FEM;SG
pernapasan	дыхание	pernapasan	дыхание	N;SG	N;INAN;NOM;NEUT;SG
yudaisme	иудаизм	yudaisme	иудаизм	N;SG	N;INAN;NOM;MASC;SG
berlian	бриллиант	berlian	бриллиант	N;SG	N;INAN;NOM;MASC;SG
berlian	алмаз	berlian	алмаз	N;SG	N;INAN;NOM;MASC;SG
penyu	черепахи	penyu	черепаха	N	N;ANIM;NOM;FEM;PL
penyu	черепаха	penyu	черепаха	N	N;INAN;NOM;FEM;SG
penyu	черепах	penyu	череп	N	N;ANIM;GEN;FEM;PL
penyu	черепахи	penyu	черепаха	N	N;ANIM;NOM;FEM;PL
kemah	кэмп	kemah	кэмп	N;SG	N;INAN;NOM;MASC;SG
kemah	лагерь	kemah	лагерь	N;SG	N;INAN;NOM;MASC;SG
cluster	скопление	cluster	скопление	N	N;INAN;NOM;NEUT;SG
batubara	уголь	batubara	уголь	N;SG	N;INAN;NOM;MASC;SG
batubara	угля	batubara	уголь	N;SG	N;INAN;GEN;MASC;SG
fleksibel	гибкий	fleksibel	гибкий	ADJ;SG	ADJ;NOM;MASC;SG
fleksibel	гибкой	fleksibel	гибкий	ADJ;SG	ADJ;INS;FEM;SG
nuansa	нюанс	nuansa	нюанс	N;SG	N;INAN;NOM;MASC;SG
jamak	множественное	jamak	множественный	ADJ;SG	ADJ;NOM;NEUT;SG
mouse	мышка	mouse	мышка	N	N;ANIM;NOM;FEM;SG
mouse	мыши	mouse	мышь	N	N;INAN;NOM;FEM;PL
mouse	мышь	mouse	мышь	N	N;INAN;NOM;FEM;SG
melanda	ударил	menlanda	ударить	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
mempekerjakan	нанимает	menpekerjakan	нанимать	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
memuaskan	удовлетворять	menpuaskan	удовлетворять	V;SG;ACT	V;IPFV;NFIN;ACT
memuaskan	удовлетворить	menpuaskan	удовлетворить	V;SG;ACT	V;PFV;NFIN;ACT
memuaskan	удовлетворяет	menpuaskan	удовлетворять	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
vihara	монастырь	vihara	монастырь	N	N;INAN;NOM;MASC;SG
awalan	префикс	awalan	префикс	N;SG	N;INAN;NOM;MASC;SG
awalan	стартап	awalan	стартап	N;SG	N;INAN;NOM;MASC;SG
kera	обезьян	kera	обезьяна	N	N;ANIM;GEN;MASC;PL
kera	обезьяны	kera	обезьяна	N	N;ANIM;NOM;MASC;PL
kera	обезьяны	kera	обезьяна	N	N;ANIM;NOM;MASC;PL
kera	обезьянка	kera	обезьянка	N	N;ANIM;NOM;FEM;SG
kera	обезьяна	kera	обезьяна	N	N;ANIM;NOM;FEM;SG
kera	обезьян	kera	обезьяна	N	N;ANIM;GEN;MASC;PL
kera	обезьяны	kera	обезьяна	N	N;ANIM;NOM;MASC;PL
kera	обезьяна	kera	обезьяна	N	N;ANIM;NOM;FEM;SG
pencernaan	пищеварение	pencernaan	пищеварение	N;SG	N;INAN;NOM;NEUT;SG
permen	кэнди	permen	кэнди	N;SG	N;ANIM;NOM;FEM;SG
pencerahan	прозрение	pencerahan	прозрение	N;SG	N;INAN;NOM;NEUT;SG
pencerahan	просвещения	pencerahan	просвещение	N;SG	N;INAN;GEN;NEUT;SG
pencerahan	просвещение	pencerahan	просвещение	N;SG	N;INAN;NOM;NEUT;SG
pluto	плутон	pluto	плутон	N	N;INAN;NOM;MASC;SG
kaidah	правило	kaidah	правило	N;SG	N;INAN;NOM;NEUT;SG
perkasa	могущественный	perkasa	могущественный	ADJ;SG	ADJ;NOM;MASC;SG
perkasa	могучий	perkasa	могучий	ADJ;SG	ADJ;NOM;MASC;SG
menjanjikan	обещает	menjanjikan	обещать	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
diabetes	диабет	diabetes	диабет	N;SG	N;INAN;NOM;MASC;SG
didedikasikan	посвященный	didedikasikan	посвятить	V;SG;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
didedikasikan	выделенный	didedikasikan	выделить	V;SG;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
klorida	хлорид	klorida	хлорид	N	N;INAN;NOM;MASC;SG
kacamata	очки	kacamata	очки	N	N;INAN;NOM;MASC;PL
kacamata	очки	kacamata	очки	N	N;INAN;NOM;MASC;PL
kacamata	стаканы	kacamata	стакан	N	N;INAN;NOM;MASC;PL
kacamata	бокалы	kacamata	бокал	N	N;INAN;NOM;MASC;PL
tukar	переключатель	tukar	переключатель	N;SG;ACT	N;INAN;NOM;MASC;SG
tukar	переключение	tukar	переключение	N;SG;ACT	N;INAN;NOM;NEUT;SG
tukar	биржа	tukar	биржа	N;SG;ACT	N;INAN;NOM;FEM;SG
tukar	обмен	tukar	обмен	N;SG;ACT	N;INAN;NOM;MASC;SG
persaudaraan	братство	persaudaraan	братство	N;SG	N;INAN;NOM;NEUT;SG
persaudaraan	братство	persaudaraan	братство	N;SG	N;INAN;NOM;NEUT;SG
derek	крейн	derek	крейн	N	N;ANIM;NOM;MASC;SG
derek	кран	derek	кран	N	N;INAN;NOM;MASC;SG
derek	дерек	derek	дерекий	N	N;ANIM;NOM;MASC;SG
derek	дерека	derek	дереко	N	N;ANIM;ACC;MASC;SG
glukosa	глюкозы	glukosa	глюкоза	N	N;INAN;NOM;FEM;PL
eksekusi	исполнение	eksekusi	исполнение	N;SG	N;INAN;NOM;NEUT;SG
eksekusi	казнь	eksekusi	казнь	N;SG	N;INAN;NOM;FEM;SG
miliki	иметь	miliki	иметь	V;SG;ACT	V;IPFV;NFIN;ACT
penafsiran	толкование	penafsiran	толкование	N;SG	N;INAN;NOM;NEUT;SG
penafsiran	интерпретация	penafsiran	интерпретация	N;SG	N;INAN;NOM;FEM;SG
matematikawan	математик	matematikawan	математик	N	N;ANIM;NOM;MASC;SG
matematikawan	математики	matematikawan	математика	N	N;ANIM;NOM;MASC;PL
dangkal	банально	dangkal	банально	ADJ;SG	ADJ;NEUT;SG
dieja	пишется	dieja	писать	V;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
jaring	нетто	jaring	нетто	N;SG;ACT	N;INAN;NOM;MASC;SG
oranye	апельсин	oranye	апельсин	N	N;INAN;NOM;MASC;SG
penekanan	упор	pentekanan	упор	N;SG	N;INAN;NOM;MASC;SG
penekanan	акцент	pentekanan	акцент	N;SG	N;INAN;NOM;MASC;SG
penekanan	пресечение	pentekanan	пресечение	N;SG	N;INAN;NOM;NEUT;SG
penekanan	подавление	pentekanan	подавление	N;SG	N;INAN;NOM;NEUT;SG
tas	портфель	tas	портфель	N;SG	N;INAN;NOM;MASC;SG
tas	кейс	tas	кейс	N;SG	N;INAN;NOM;MASC;SG
tas	кошелёк	tas	кошелек	N;SG	N;INAN;NOM;MASC;SG
tas	кошелек	tas	кошелек	N;SG	N;INAN;NOM;MASC;SG
tas	пакет	tas	пакет	N;SG	N;INAN;NOM;MASC;SG
tas	мешок	tas	мешок	N;SG	N;INAN;NOM;MASC;SG
tas	сумку	tas	сумка	N;SG	N;INAN;ACC;FEM;SG
tas	сумка	tas	сумка	N;SG	N;INAN;NOM;FEM;SG
diculik	похищена	diculik	похитить	V;SG;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
diculik	похищен	diculik	похитить	V;SG;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
diculik	похищена	diculik	похитить	V;SG;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
diculik	похищен	diculik	похитить	V;SG;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
beruntung	счастливая	beruntung	счастливый	ADJ;SG	ADJ;NOM;FEM;SG
kanselir	ректор	kanselir	ректор	N;SG	N;ANIM;NOM;MASC;SG
kanselir	канцлер	kanselir	канцлер	N;SG	N;ANIM;NOM;MASC;SG
melompat	прыгать	menlompat	прыгать	V;SG;ACT	V;IPFV;NFIN;ACT
melompat	прыгнуть	menlompat	прыгнуть	V;SG;ACT	V;PFV;NFIN;ACT
melompat	прыгает	menlompat	прыгать	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
melompat	прыгать	menlompat	прыгать	V;SG;ACT	V;IPFV;NFIN;ACT
dijaga	охраняется	dijaga	охранять	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
kemudahan	легкость	kemudahan	легкость	N;SG	N;INAN;NOM;FEM;SG
plot	заговор	plot	заговор	N	N;INAN;NOM;MASC;SG
plot	участок	plot	участок	N	N;INAN;NOM;MASC;SG
plot	сюжет	plot	сюжет	N	N;INAN;NOM;MASC;SG
plot	участки	plot	участок	N	N;INAN;NOM;MASC;PL
plot	участков	plot	участок	N	N;INAN;GEN;MASC;PL
dianjurkan	рекомендуется	dianjurkan	рекомендовать	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
dianjurkan	рекомендовано	dianjurkan	рекомендовать	V;SG;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
dianjurkan	рекомендуемая	dianjurkan	рекомендовать	V;SG;PASS	V;IPFV;NOM;FEM;SG;PRS;V.PTCP;PASS
momen	момент	momen	момент	N;SG	N;INAN;NOM;MASC;SG
momen	минута	momen	минута	N;SG	N;INAN;NOM;FEM;SG
supermarket	супермаркеты	supermarket	супермаркет	N	N;INAN;NOM;MASC;PL
supermarket	супермаркет	supermarket	супермаркет	N	N;INAN;NOM;MASC;SG
kedelai	сои	kedelai	сой	N;SG	N;INAN;NOM;FEM;SG
kedelai	сои	kedelai	сой	N;SG	N;INAN;NOM;FEM;SG
kedelai	сои	kedelai	сой	N;SG	N;INAN;NOM;FEM;SG
tinjauan	обзор	tinjauan	обзор	N;SG	N;INAN;NOM;MASC;SG
tinjauan	обзор	tinjauan	обзор	N;SG	N;INAN;NOM;MASC;SG
tinjauan	обзора	tinjauan	обзор	N;SG	N;INAN;GEN;MASC;SG
tinjauan	рассмотрение	tinjauan	рассмотрение	N;SG	N;INAN;NOM;NEUT;SG
samar	слабый	samar	слабый	ADJ;SG	ADJ;NOM;MASC;SG
mengharapkan	ожидаю	menharapkan	ожидать	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
mengharapkan	ожидает	menharapkan	ожидать	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
mengharapkan	ожидал	menharapkan	ожидать	V;SG;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
mengharapkan	ожидать	menharapkan	ожидать	V;SG;ACT	V;IPFV;NFIN;ACT
perawat	сестра	penrawat	сестра	N;SG	N;ANIM;NOM;FEM;SG
perawat	медсестра	penrawat	медсестр	N;SG	N;ANIM;NOM;FEM;SG
designer	дизайнер	designer	дизайнер	N	N;ANIM;NOM;MASC;SG
agensi	учреждение	agensi	учреждение	N;SG	N;INAN;NOM;NEUT;SG
agensi	агенство	agensi	агенство	N;SG	N;INAN;NOM;NEUT;SG
agensi	агентство	agensi	агентство	N;SG	N;INAN;NOM;NEUT;SG
kemuliaan	славу	kemuliaan	слава	N;SG	N;INAN;ACC;FEM;SG
kemuliaan	слава	kemuliaan	слава	N;SG	N;INAN;NOM;FEM;SG
jubah	плащ	jubah	плащ	N;SG	N;INAN;NOM;MASC;SG
jubah	халат	jubah	халат	N;SG	N;INAN;NOM;MASC;SG
intensif	интенсивный	intensif	интенсивный	ADJ;SG	ADJ;NOM;MASC;SG
