voor	priekš	voor	priekš	ADP	ADP
voelt	jūtas	voelen	justies	V;SG;PRS;FIN	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
herstel	atjaunošana	herstel	atjaunošana	N;NEUT;SG	N;NOM;FEM;SG
herstel	atjaunošanu	herstel	atjaunošana	N;NEUT;SG	N;ACC;FEM;SG
herstel	atgūšanās	herstel	atgūšanās	N;NEUT;SG	N;NOM;FEM;SG
herstel	atveseļošanās	herstel	atveseļošanās	N;NEUT;SG	N;NOM;FEM;SG
herstel	atveseļošanas	herstel	atveseļošana	N;NEUT;SG	N;GEN;FEM;SG
herstel	atgūšana	herstel	atgūšana	N;NEUT;SG	N;NOM;FEM;SG
herstel	reģenerācija	herstel	reģenerācija	N;NEUT;SG	N;NOM;FEM;SG
herstel	rehabilitācija	herstel	rehabilitācija	N;NEUT;SG	N;NOM;FEM;SG
anonieme	anonīma	anoniem	anonīma	ADJ	ADJ;NOM;FEM;SG
anonieme	anonīmā	anoniem	anonīma	ADJ	ADJ;NOM;FEM;SG
anonieme	anonīms	anoniem	anonīms	ADJ	ADJ;NOM;MASC;SG
track	celiņš	track	celiņš	N;MASC+FEM;SG	N;NOM;MASC;SG
track	celiņa	track	celiņš	N;MASC+FEM;SG	N;GEN;MASC;SG
track	celiņu	track	celiņš	N;MASC+FEM;SG	N;ACC;MASC;SG
nek	kakls	nek	kakls	N;MASC+FEM;SG	N;NOM;MASC;SG
nek	kakla	nek	kakls	N;MASC+FEM;SG	N;GEN;MASC;SG
profvoetballer	futbolists	profvoetballer	futbolists	N;MASC+FEM;SG	N;NOM;MASC;SG
fractie	grupu	fractie	grupa	N;MASC+FEM;SG	N;ACC;FEM;SG
fractie	grupa	fractie	grupa	N;MASC+FEM;SG	N;NOM;FEM;SG
fractie	frakcija	fractie	frakcija	N;MASC+FEM;SG	N;NOM;FEM;SG
uitgenodigd	aicināti	uitnodigen	aicināt	V;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
uitgenodigd	aicināts	uitnodigen	aicināt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
uitgenodigd	uzaicināja	uitnodigen	uzaicināt	V;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
uitgenodigd	uzaicināta	uitnodigen	uzaicināt	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
uitgenodigd	aicināja	uitnodigen	aicināt	V;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
uitgenodigd	uzaicināti	uitnodigen	uzaicināt	V;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
tanks	tvertnes	tank	tvertne	N;PL	N;NOM;FEM;PL
tanks	tanki	tank	tanki	N;PL	N;NOM;MASC;PL
tanks	cisternas	tank	cisterna	N;PL	N;NOM;FEM;PL
vertrekt	izbrauc	vertrekken	izbraukt	V;SG;PRS;FIN	V;IMP;SG;2;POS;FIN;ACT
velden	lauki	vellen	lauki	N;PL	N;NOM;MASC;PL
velden	laukiem	vellen	lauks	N;PL	N;DAT;MASC;PL
velden	laukus	vellen	lauks	N;PL	N;ACC;MASC;PL
katholieken	katoļiem	katholiek	katolis	N;PL	N;DAT;MASC;PL
match	atbilstība	match	atbilstība	N;MASC+FEM;SG	N;NOM;FEM;SG
match	sakritība	match	sakritība	N;MASC+FEM;SG	N;NOM;FEM;SG
match	mača	match	mačs	N;MASC+FEM;SG	N;GEN;MASC;SG
borst	krūškurvja	borst	krūškurvis	N;MASC+FEM;SG	N;NOM;FEM;SG
borst	krūts	borst	krūts	N;MASC+FEM;SG	N;NOM;FEM;SG
springen	lec	springen	lect	V;NFIN	V;IMP;SG;2;POS;FIN;ACT
springen	lekt	springen	lekt	V;NFIN	V;POS;NFIN
kaas	siers	kaas	siers	N;MASC+FEM;SG	N;NOM;MASC;SG
kaas	siers	kaas	siers	N;MASC+FEM;SG	N;NOM;MASC;SG
design	dizaina	design	dizains	N;MASC+FEM;SG	N;NOM;MASC;SG
design	dizains	design	dizains	N;MASC+FEM;SG	N;NOM;MASC;SG
design	projektēšana	design	projektēšana	N;MASC+FEM;SG	N;NOM;FEM;SG
design	konstrukcija	design	konstrukcija	N;MASC+FEM;SG	N;NOM;FEM;SG
valse	aplams	vals	aplams	ADJ	ADJ;NOM;MASC;SG
standbeeld	statuja	standbeeld	statujs	N;NEUT;SG	N;NOM;FEM;SG
concurrentie	konkurence	concurrentie	konkurence	N;MASC+FEM;SG	N;NOM;FEM;SG
aanhangers	piekritējiem	aanhanger	piekritējs	N;PL	N;DAT;MASC;PL
aanhangers	atbalstītājiem	aanhanger	atbalstītājs	N;PL	N;DAT;MASC;PL
aanhangers	atbalstītāji	aanhanger	atbalstītājs	N;PL	N;NOM;MASC;PL
medisch	medicīniskā	medisch	medicīniska	ADJ	ADJ;NOM;FEM;SG
visser	zvejnieks	visser	zvejnieks	N;MASC+FEM;SG	N;NOM;MASC;SG
verdient	pienākas	verdienen	pienākties	V;SG;PRS;FIN	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
verdient	pienākas	verdienen	pienākties	V;SG;PRS;FIN	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
kat	kaķis	kat	kaķis	N;MASC+FEM;SG	N;NOM;MASC;SG
perfect	perfekta	perfect	perfekts	ADJ	ADJ;NOM;FEM;SG
perfect	ideāla	perfect	ideāla	ADJ	ADJ;NOM;FEM;SG
perfect	perfekts	perfect	perfekts	ADJ	ADJ;NOM;MASC;SG
zocht	meklēja	zoeken	meklēt	V;SG;PST;FIN	V;FH;IND;3;POS;PST;FIN;ACT
grootvader	vectēvs	grootvader	vectēvs	N;MASC+FEM;SG	N;NOM;MASC;SG
grootvader	vectēvs	grootvader	vectēvs	N;MASC+FEM;SG	N;NOM;MASC;SG
primaire	primārās	primair	primāra	ADJ	ADJ;NOM;FEM;PL
primaire	primāra	primair	primārs	ADJ	ADJ;NOM;FEM;SG
primaire	primārie	primair	primārs	ADJ	ADJ;NOM;MASC;PL
primaire	primārā	primair	primārs	ADJ	ADJ;NOM;FEM;SG
primaire	primārais	primair	primārs	ADJ	ADJ;NOM;MASC;SG
gekoppeld	savienots	koppelen	savienot	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
evolutie	attīstība	evolutie	attīstība	N;MASC+FEM;SG	N;NOM;FEM;SG
evolutie	attīstību	evolutie	attīstība	N;MASC+FEM;SG	N;ACC;FEM;SG
helsinki	helsinku	helsinki	helsinka	N;NEUT;SG	N;ACC;MASC;SG
mix	maisījums	mix	maisījums	N;MASC+FEM;SG	N;NOM;MASC;SG
veertiende	četrpadsmito	veertien	četrpadsmitais	ADJ	ADJ;ACC;DEF;MASC;SG
toenemende	pieaug	toenemen	pieaugt	V;V.PTCP	V;FH;IND;3;POS;PRS;FIN;ACT
toenemende	palielinās	toenemen	palielināties	V;V.PTCP	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
toenemende	palielinot	toenemen	palielināt	V;V.PTCP	V;V.CVB
voorwerp	objekts	voorwerp	objekts	N;NEUT;SG	N;NOM;MASC;SG
captain	kapteinis	captain	kapteinis	N;MASC+FEM;SG	N;NOM;MASC;SG
captain	kapteini	captain	kapteini	N;MASC+FEM;SG	N;ACC;MASC;SG
vleugel	spārna	vleugel	spārns	N;MASC+FEM;SG	N;NOM;MASC;SG
vleugel	spārnu	vleugel	spārns	N;MASC+FEM;SG	N;ACC;MASC;SG
oever	krastā	oever	krasts	N;MASC+FEM;SG	N;ESS;MASC;SG
oever	krasta	oever	krasts	N;MASC+FEM;SG	N;GEN;MASC;SG
oever	krasts	oever	krasts	N;MASC+FEM;SG	N;NOM;MASC;SG
oever	krastu	oever	krasts	N;MASC+FEM;SG	N;ACC;MASC;SG
oever	piekraste	oever	piekraste	N;MASC+FEM;SG	N;NOM;FEM;SG
privé	privāti	privé	privāts	ADJ	ADJ;NOM;MASC;PL
privé	privāti	privé	privāts	ADJ	ADJ;NOM;MASC;PL
privé	privāta	privé	privāts	ADJ	ADJ;NOM;FEM;SG
privé	privātie	privé	privāts	ADJ	ADJ;NOM;MASC;PL
privé	privātais	privé	privāts	ADJ	ADJ;NOM;MASC;SG
privé	privāts	privé	privāts	ADJ	ADJ;NOM;MASC;SG
eruit	ārā	eruit	ārā	ADV	ADV
belangen	intereses	belang	interese	N;PL	N;NOM;FEM;PL
koper	pircējam	koper	pircējs	N;MASC+FEM;SG	N;DAT;MASC;SG
koper	pircējs	koper	pircējs	N;MASC+FEM;SG	N;NOM;MASC;SG
koper	pircēja	koper	pircējs	N;MASC+FEM;SG	N;GEN;MASC;SG
koper	vara	koper	vara	N;MASC+FEM;SG	N;NOM;FEM;SG
koper	varš	koper	varš	N;MASC+FEM;SG	N;NOM;MASC;SG
koper	pircējs	koper	pircējs	N;MASC+FEM;SG	N;NOM;MASC;SG
songwriter	songwriter	songwriter	songwriter	N;MASC+FEM;SG	N;NOM;MASC;SG
verdienen	pelnījuši	verdienen	pelnīt	V;NFIN	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
verdienen	pienākas	verdienen	pienākties	V;NFIN	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
verdienen	pelnīt	verdienen	pelnīt	V;NFIN	V;POS;NFIN
verdienen	pelna	verdienen	pelna	V;NFIN	V;FH;IND;3;POS;PRS;FIN;ACT
verdienen	nopelnīt	verdienen	nopelnīt	V;NFIN	V;POS;NFIN
verdienen	nopelna	verdienen	nopelns	V;NFIN	V;FH;IND;3;POS;PRS;FIN;ACT
verdienen	pelna	verdienen	pelna	V;NFIN	V;FH;IND;3;POS;PRS;FIN;ACT
fonds	fonda	fonds	fonds	N;NEUT;SG	N;GEN;MASC;SG
fonds	fonds	fonds	fonds	N;NEUT;SG	N;NOM;MASC;SG
infobox	infobox	infobox	infobox	N;MASC+FEM;SG	N;NOM;MASC;SG
afghanistan	afganistāna	afghanistan	afganistāna	N;NEUT;SG	N;NOM;MASC;SG
geluk	laimi	geluk	laime	N;NEUT;SG	N;ACC;FEM;SG
geluk	laime	geluk	laime	N;NEUT;SG	N;NOM;FEM;SG
geluk	veiksmi	geluk	veiksme	N;NEUT;SG	N;ACC;FEM;SG
geluk	veiksme	geluk	veiksme	N;NEUT;SG	N;NOM;FEM;SG
kaap	renāra	kaap	renāra	N;MASC+FEM;SG	N;NOM;MASC;SG
stil	kluss	stil	kluss	ADJ	ADJ;NOM;MASC;SG
stil	klusa	stil	klusa	ADJ	ADJ;NOM;FEM;SG
stil	kluss	stil	kluss	ADJ	ADJ;NOM;MASC;SG
openen	atklāts	openen	atklāt	V;NFIN	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
openen	atvērts	openen	atvērts	V;NFIN	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
openen	atvērta	openen	atvērt	V;NFIN	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
openen	atvērt	openen	atvērt	V;NFIN	V;POS;NFIN
verteld	pateica	vertellen	pateikt	V;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
zoons	dēli	zoon	dēli	N;PL	N;NOM;MASC;PL
onderzoekers	pētniekiem	onderzoeker	pētnieks	N;PL	N;DAT;MASC;PL
onderzoekers	pētnieki	onderzoeker	pētnieks	N;PL	N;NOM;MASC;PL
onderzoekers	izmeklētāji	onderzoeker	izmeklētājs	N;PL	N;NOM;MASC;PL
onderzoekers	pētnieki	onderzoeker	pētnieks	N;PL	N;NOM;MASC;PL
haan	gailis	haan	gailis	N;MASC+FEM;SG	N;NOM;MASC;SG
haan	gaiļa	haan	gaiļa	N;MASC+FEM;SG	N;NOM;FEM;SG
portretten	portretus	portret	portresis	N;PL	N;ACC;MASC;PL
toepassingen	lietojumprogrammas	toepassing	lietojumprogramma	N;PL	N;NOM;FEM;PL
toepassingen	pieteikumus	toepassing	pieteikums	N;PL	N;ACC;MASC;PL
toepassingen	pieteikumi	toepassing	pieteikums	N;PL	N;NOM;MASC;PL
toepassingen	lietojumi	toepassing	lietojums	N;PL	N;NOM;MASC;PL
toepassingen	lietotnes	toepassing	lietotne	N;PL	N;NOM;FEM;PL
toepassingen	aplikācijas	toepassing	aplikācija	N;PL	N;NOM;FEM;PL
cover	vāks	cover	vākt	N;MASC+FEM;SG	N;NOM;MASC;SG
cover	vāka	cover	vāks	N;MASC+FEM;SG	N;NOM;MASC;SG
cover	segums	cover	segums	N;MASC+FEM;SG	N;NOM;MASC;SG
banken	bankas	bank	banka	N;PL	N;NOM;FEM;PL
banken	bankās	bank	banka	N;PL	N;ESS;FEM;PL
ramp	nelaime	ramp	nelaime	N;MASC+FEM;SG	N;NOM;FEM;SG
ramp	katastrofu	ramp	katastrofa	N;MASC+FEM;SG	N;ACC;FEM;SG
ramp	katastrofa	ramp	katastrofa	N;MASC+FEM;SG	N;NOM;FEM;SG
ramp	katastrofa	ramp	katastrofa	N;MASC+FEM;SG	N;NOM;FEM;SG
lopende	turpinās	lopen	turpināt	V;V.PTCP	V;FH;IND;3;POS;FUT;FIN;ACT
ondersteund	atbalstīti	ondersteunen	atbalstīt	V;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
ondersteund	atbalstīta	ondersteunen	atbalstīt	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
ondersteund	atbalstītie	ondersteunen	atbalstīt	V;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
ondersteund	atbalstīts	ondersteunen	atbalstīt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
najaar	rudens	najaar	rudens	N;NEUT;SG	N;NOM;MASC;SG
najaar	rudenī	najaar	rudens	N;NEUT;SG	N;ESS;MASC;SG
evenementen	notikumi	evenement	notikums	N;PL	N;NOM;MASC;PL
evenementen	notikumiem	evenement	notikums	N;PL	N;DAT;MASC;PL
evenementen	pasākumi	evenement	pasākums	N;PL	N;NOM;MASC;PL
parallel	paralēla	parallel	paralēls	ADJ	ADJ;NOM;FEM;SG
parallel	paralēlā	parallel	paralēls	ADJ	ADJ;NOM;FEM;SG
schieten	šaut	schieten	šaut	V;NFIN	V;POS;NFIN
schieten	nošaut	schieten	nošaut	V;NFIN	V;POS;NFIN
schieten	šauj	schieten	šis	V;NFIN	V;FH;IMP;SG;2;POS;PRS;FIN;ACT
moslims	musulmaņi	moslims	musulmanis	N;PL	N;NOM;MASC;PL
moslims	musulmaņiem	moslims	musulmanis	N;PL	N;DAT;MASC;PL
moslims	musulmaņi	moslims	musulmanis	N;PL	N;NOM;MASC;PL
moslims	musulmaņu	moslims	musulmana	N;PL	N;GEN;MASC;PL
gekend	zināma	kennen	zināt	V;V.PTCP	V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS
gekend	zināmi	kennen	zināt	V;V.PTCP	V;NOM;INDF;MASC;PL;PRS;V.PTCP;PASS
gekend	zināms	kennen	zināt	V;V.PTCP	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS
gekend	pazīstama	kennen	pazīt	V;V.PTCP	V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS
verhoogd	palielināts	verhogen	palielināt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
verhoogd	paaugstināts	verhogen	paaugstināt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
verhoogd	paaugstināta	verhogen	paaugstināt	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
verhoogd	palielināta	verhogen	palielināt	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
verhoogd	paaugstināts	verhogen	paaugstināt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
gestorven	nomira	sterven	nomirt	V;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
gestorven	mira	sterven	mirt	V;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
ondersteunen	atbalstīt	ondersteunen	atbalstīt	V;NFIN	V;POS;NFIN
ondersteunen	atbalsta	ondersteunen	atbalstīt	V;NFIN	V;FH;IND;3;POS;PRS;FIN;ACT
inkomsten	ienākumi	inkomsten	ienākums	N;PL	N;NOM;MASC;PL
inkomsten	ieņēmumi	inkomsten	ieņēmums	N;PL	N;NOM;MASC;PL
inkomsten	ienākumus	inkomsten	ienākums	N;PL	N;ACC;MASC;PL
inkomsten	ienākumi	inkomsten	ienākums	N;PL	N;NOM;MASC;PL
inkomsten	ieņēmumi	inkomsten	ieņēmums	N;PL	N;NOM;MASC;PL
inkomsten	ieņēmumi	inkomsten	ieņēmums	N;PL	N;NOM;MASC;PL
koloniale	koloniālās	koloniaal	koloniāla	ADJ	ADJ;NOM;FEM;PL
moon	mēness	moon	mēness	N;MASC+FEM;SG	N;NOM;MASC;SG
moon	pavadonis	moon	pavadonis	N;MASC+FEM;SG	N;NOM;MASC;SG
formaat	izmers	formaat	izmers	N;NEUT;SG	N;NOM;MASC;SG
formaat	lielums	formaat	lielums	N;NEUT;SG	N;NOM;MASC;SG
formaat	izmērs	formaat	izmērs	N;NEUT;SG	N;NOM;MASC;SG
formaat	formāts	formaat	formāts	N;NEUT;SG	N;NOM;MASC;SG
schema	shēma	schema	shēma	N;NEUT;SG	N;NOM;FEM;SG
schema	grafiks	schema	grafiks	N;NEUT;SG	N;NOM;MASC;SG
trams	tramvaji	tram	tramvajs	N;PL	N;NOM;MASC;PL
mode	režīms	mode	režīms	N;MASC+FEM;SG	N;NOM;MASC;SG
autoriteiten	iestādes	autoriteit	iestāde	N;PL	N;NOM;FEM;PL
redacteur	redaktors	redacteur	redaktors	N;MASC+FEM;SG	N;NOM;MASC;SG
spanjaarden	spāņi	spanjaard	spānis	N;PL	N;NOM;MASC;PL
vitesse	vitesse	vitesse	vitesse	N;NEUT;SG	N;NOM;MASC;SG
aantallen	numuri	aantal	numurs	N;PL	N;NOM;MASC;PL
aantallen	skaitļi	aantal	skaitļi	N;PL	N;NOM;MASC;PL
bewezen	pierādīts	bewijzen	pierādīt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
bewezen	pierādīts	bewijzen	pierādīt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
bewezen	pierādīta	bewijzen	pierādīt	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
abt	abats	abt	abats	N;MASC+FEM;SG	N;NOM;MASC;SG
aangeven	norādīt	aangeven	norādīt	V;NFIN	V;POS;NFIN
diepe	dziļa	diep	dziļa	ADJ	ADJ;NOM;FEM;SG
diepe	dziļā	diep	dziļš	ADJ	ADJ;NOM;FEM;SG
diepe	dziļš	diep	dziļš	ADJ	ADJ;NOM;MASC;SG
verdieping	stāvs	verdieping	stāvs	N;MASC+FEM;SG	N;NOM;MASC;SG
verdieping	grīda	verdieping	grīda	N;MASC+FEM;SG	N;NOM;FEM;SG
anoniem	anonīma	anoniem	anonīma	ADJ	ADJ;NOM;FEM;SG
anoniem	anonīmā	anoniem	anonīma	ADJ	ADJ;NOM;FEM;SG
anoniem	anonīms	anoniem	anonīms	ADJ	ADJ;NOM;MASC;SG
aanbod	piedāvājums	aanbod	piedāvājums	N;NEUT;SG	N;NOM;MASC;SG
gymnasium	ģimnāzija	gymnasium	ģimnāzija	N;NEUT;SG	N;NOM;FEM;SG
pastoor	mācītājs	pastoor	mācītājs	N;MASC+FEM;SG	N;NOM;MASC;SG
bundel	paka	bundel	paka	N;MASC+FEM;SG	N;NOM;FEM;SG
baai	līcis	baai	līcis	N;MASC+FEM;SG	N;NOM;MASC;SG
baai	sekcija	baai	sekcija	N;MASC+FEM;SG	N;NOM;FEM;SG
uniek	unikāla	uniek	unikāls	ADJ	ADJ;NOM;FEM;SG
uniek	unikālais	uniek	unikāls	ADJ	ADJ;NOM;MASC;SG
uniek	unikāli	uniek	unikāls	ADJ	ADJ;NOM;MASC;PL
uniek	unikāls	uniek	unikāls	ADJ	ADJ;NOM;MASC;SG
tijdperk	laikmets	tijdperk	laikmets	N;NEUT;SG	N;NOM;MASC;SG
tijdperk	ēra	tijdperk	ēra	N;NEUT;SG	N;NOM;FEM;SG
vertalen	tulkojot	vertalen	tulkot	V;NFIN	V;V.CVB
vertalen	tulko	vertalen	tulko	V;NFIN	V;FH;IND;3;POS;PRS;FIN;ACT
vertalen	iztulkot	vertalen	iztulkot	V;NFIN	V;POS;NFIN
vertalen	pārtulkot	vertalen	pārtulkot	V;NFIN	V;POS;NFIN
vertalen	tulkot	vertalen	tulkot	V;NFIN	V;POS;NFIN
politici	politiķiem	politicus	politiķis	N;PL	N;DAT;MASC;PL
politici	politiķi	politicus	politiķis	N;PL	N;NOM;MASC;PL
belge	belge	belge	belge	N;MASC+FEM;SG	N;NOM;FEM;SG
toerisme	tūrisms	toerisme	tūrisms	N;NEUT;SG	N;NOM;MASC;SG
toerisme	tūrismā	toerisme	tūrisms	N;NEUT;SG	N;ESS;MASC;SG
hills	pakalni	hill	pakalns	N;PL	N;NOM;MASC;PL
vruchten	augļi	vrucht	auglis	N;PL	N;NOM;MASC;PL
vruchten	augļus	vrucht	auglis	N;PL	N;ACC;MASC;PL
vruchten	augļi	vrucht	auglis	N;PL	N;NOM;MASC;PL
dik	biezs	dik	biezs	ADJ	ADJ;NOM;MASC;SG
dik	biezas	dik	bieza	ADJ	ADJ;NOM;FEM;PL
dik	bieza	dik	bieza	ADJ	ADJ;NOM;FEM;SG
lezers	lasītājiem	lezer	lasītājs	N;PL	N;DAT;MASC;PL
lezers	lasītāji	lezer	lasītājs	N;PL	N;NOM;MASC;PL
zout	sāls	zout	sāls	N;NEUT;SG	N;NOM;MASC;SG
colspan	colspan	colspan	colspan	N;MASC+FEM;SG	N;NOM;MASC;SG
boeddhisme	budisms	boeddhisme	budisms	N;NEUT;SG	N;NOM;MASC;SG
hope	cerību	hope	cerība	N;MASC+FEM;SG	N;ACC;FEM;SG
hope	cerība	hope	cerība	N;MASC+FEM;SG	N;NOM;FEM;SG
son	dēls	son	dēls	N;MASC+FEM;SG	N;NOM;MASC;SG
bepaalt	nosaka	bepalen	nosacīt	V;SG;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
gebouwde	celta	bouwen	celt	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
gebouwde	būvēts	bouwen	būvēt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
gebouwde	uzbūvēts	bouwen	uzbūvēt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
gebouwde	veidots	bouwen	veidot	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
gebouwde	būvēti	bouwen	būvēt	V;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
gebouwde	būvēta	bouwen	būvēt	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
wetgeving	likumdošana	wetgeving	likumdošana	N;MASC+FEM;SG	N;NOM;FEM;SG
opgedragen	veltīta	dragen	veltīt	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
opgedragen	veltīts	dragen	veltīt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
vergelijken	salīdzina	vergelijken	salīdzināt	V;NFIN	V;FH;IND;3;POS;PRS;FIN;ACT
vergelijken	salīdzināt	vergelijken	salīdzināt	V;NFIN	V;POS;NFIN
gedefinieerd	definēta	definiëren	definēt	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
gedefinieerd	definētas	definiëren	definēt	V;V.PTCP	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
gedefinieerd	definē	definiëren	definēt	V;V.PTCP	V;FH;IND;3;POS;PRS;FIN;ACT
gedefinieerd	definēti	definiëren	definēt	V;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
gedefinieerd	definēts	definiëren	definēt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
democratie	demokrātija	democratie	demokrātija	N;MASC+FEM;SG	N;NOM;FEM;SG
aangekondigd	paziņots	aankondigen	paziņot	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
aangekondigd	paziņoja	aankondigen	paziņot	V;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
legers	armijas	leger	armija	N;PL	N;NOM;FEM;PL
hoofdkwartier	mītne	hoofdkwartier	mītne	N;NEUT;SG	N;NOM;FEM;SG
verliest	zaudē	verliezen	zaudēt	V;SG;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
afgerond	pabeigti	afronden	pabeigt	V;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
afgerond	pabeigts	afronden	pabeigt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
afgerond	pabeigta	afronden	pabeigt	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
afgerond	noapaļota	afronden	noapaļot	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
afgerond	noapaļoti	afronden	noapaļot	V;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
afgerond	noapaļots	afronden	noapaļot	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
afgerond	noapaļojot	afronden	noapaļot	V;V.PTCP	V;V.CVB
mol	molu	mol	mols	N;MASC+FEM;SG	N;ACC;MASC;SG
mol	mols	mol	mols	N;MASC+FEM;SG	N;NOM;MASC;SG
doek	audumu	doek	audums	N;NEUT;SG	N;ACC;MASC;SG
doek	audums	doek	audums	N;NEUT;SG	N;NOM;MASC;SG
doek	audekls	doek	audekls	N;NEUT;SG	N;NOM;MASC;SG
box	kaste	box	kaste	N;MASC+FEM;SG	N;NOM;FEM;SG
box	aile	box	aile	N;MASC+FEM;SG	N;NOM;FEM;SG
box	kārba	box	kārba	N;MASC+FEM;SG	N;NOM;FEM;SG
proefschrift	disertāciju	proefschrift	disertācija	N;NEUT;SG	N;ACC;FEM;SG
gebonden	piesaistīta	binden	piesaistīt	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
gebonden	piesaistīti	binden	piesaistīt	V;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
gebonden	piesaistīts	binden	piesaistīt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
jurist	jurists	jurist	jurists	N;MASC+FEM;SG	N;NOM;MASC;SG
jurist	advokātu	jurist	advokāts	N;MASC+FEM;SG	N;ACC;MASC;SG
jurist	advokāts	jurist	advokāts	N;MASC+FEM;SG	N;NOM;MASC;SG
jurist	advokāta	jurist	advokāta	N;MASC+FEM;SG	N;NOM;MASC;SG
gerealiseerd	realizēti	realiseren	realizēt	V;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
gerealiseerd	saprata	realiseren	saprast	V;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
neutrale	neitrāls	neutraal	neitrāls	ADJ	ADJ;NOM;MASC;SG
neutrale	neitrāla	neutraal	neitrālīt	ADJ	ADJ;NOM;FEM;SG
slang	čūsku	slang	čūska	N;MASC+FEM;SG	N;ACC;FEM;SG
slang	čūska	slang	čūska	N;MASC+FEM;SG	N;NOM;FEM;SG
doelen	mērķus	doel	mērķis	N;PL	N;ACC;MASC;PL
atlas	atlants	atlas	atlants	N;MASC+FEM;SG	N;NOM;MASC;SG
ziek	slims	ziek	slims	ADJ	ADJ;NOM;MASC;SG
