que	ότι	que	ότι	CONJ	CONJ
portero	θυρωρός	portero	θυρωρός	N;MASC;SG	N;NOM;MASC;SG
portero	θυρωρό	portero	θυρωρός	N;MASC;SG	N;VOC;MASC;SG
portero	θυρωρός	portero	θυρωρός	N;MASC;SG	N;NOM;MASC;SG
portero	θυρωρός	portero	θυρωρός	N;MASC;SG	N;NOM;MASC;SG
portero	επιστάτη	portero	επιστάτης	N;MASC;SG	N;ACC;MASC;SG
portero	επιστάτης	portero	επιστάτης	N;MASC;SG	N;NOM;MASC;SG
portero	τερματοφύλακας	portero	τερματοφύλακας	N;MASC;SG	N;NOM;MASC;SG
característico	χαρακτηριστική	característico	χαρακτηριστικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
aplicar	ισχύουν	aplicar	ισχύω	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
diablo	διάβολος	diablo	διάβολος	N;MASC;SG	N;NOM;MASC;SG
repertorio	ρεπερτόριο	repertorio	ρεπερτόριο	N;MASC;SG	N;NOM;NEUT;SG
viviendo	ζώντας	vivir	ζών	V;V.MSDR	V;IPFV;V.CVB;ACT
transferencia	μεταφορά	transferencia	μεταφορά	N;FEM;SG	N;NOM;FEM;SG
transferencia	μετάθεση	transferencia	μετάθεση	N;FEM;SG	N;ACC;FEM;SG
transferencia	μεταβίβαση	transferencia	μεταβίβαση	N;FEM;SG	N;ACC;FEM;SG
reconocer	αναγνωρίσει	reconocer	αναγνωρίζω	V;NFIN	V;PFV;NFIN;ACT
reconocer	αναγνωρίζοντας	reconocer	αναγνωρίζω	V;NFIN	V;IPFV;V.CVB;ACT
intérpretes	καλλιτέχνες	intérprete	καλλιτέχνα	N;PL	N;NOM;MASC;PL
intérpretes	διερμηνείς	intérprete	διερμηνής	N;PL	N;NOM;MASC;PL
llena	πλήρη	lleno	πλήρης	ADJ;FEM;SG	ADJ;NOM;FEM;SG
llena	πλήρης	lleno	πλήρης	ADJ;FEM;SG	ADJ;NOM;FEM;SG
jueces	δικαστές	juez	δικαστής	N;PL	N;NOM;MASC;PL
alcohol	αλκοόλη	alcohol	αλκόλλη	N;MASC;SG	N;NOM;FEM;SG
alcohol	οινόπνευμα	alcohol	οινόπνευμα	N;MASC;SG	N;NOM;NEUT;SG
estable	σταθερό	estable	σταθερός	ADJ;SG	ADJ;NOM;NEUT;SG
estable	σταθερή	estable	σταθερός	ADJ;SG	ADJ;NOM;FEM;SG
estable	σταθερός	estable	σταθερός	ADJ;SG	ADJ;NOM;MASC;SG
entera	ακέραιος	entero	ακέραιος	ADJ;FEM;SG	ADJ;NOM;MASC;SG
entera	ολόκληρη	entero	ολόκληρος	ADJ;FEM;SG	ADJ;NOM;FEM;SG
entera	ολόκληρο	entero	ολόκληρος	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
labores	κόπων	labor	κόπος	N;FEM;PL	N;GEN;MASC;PL
subir	ανεβάστε	subir	αναβάζω	V;NFIN	V;IPFV;IND;PL;2;PRS;FIN;ACT
subir	σκαρφάλωσε	subir	σκαρφαλώνω	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
urbanos	αστικές	urbano	αστικός	ADJ;MASC;PL	ADJ;NOM;FEM;PL
concesión	παραχώρηση	concesión	παραχώρηση	N;FEM;SG	N;ACC;FEM;SG
concesión	παραχώρησης	concesión	παραχώρηση	N;FEM;SG	N;GEN;FEM;SG
concesión	απονομή	concesión	απονομή	N;FEM;SG	N;ACC;FEM;SG
arqueología	αρχαιολογία	arqueología	αρχαιολογία	N;FEM;SG	N;NOM;FEM;SG
arqueología	αρχαιολογία	arqueología	αρχαιολογία	N;FEM;SG	N;NOM;FEM;SG
alimento	τροφή	alimento	τροφή	N;MASC;SG	N;NOM;FEM;SG
alimento	φαγητό	alimento	φαγητό	N;MASC;SG	N;NOM;NEUT;SG
alimento	ζωοτροφή	alimento	ζωοτροφή	N;MASC;SG	N;NOM;NEUT;SG
alimento	τροφοδοσία	alimento	τροφοδοσία	N;MASC;SG	N;ACC;FEM;SG
alimento	ροή	alimento	ροή	N;MASC;SG	N;NOM;FEM;SG
corre	τρέχει	correr	τρέχω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
tigre	τίγρης	tigre	τίγρη	N;MASC;SG	N;NOM;MASC;SG
tigre	τίγρη	tigre	τίγρης	N;MASC;SG	N;NOM;FEM;SG
light	φως	light	φως	N	N;NOM;NEUT;SG
light	ελαφρύ	light	ελαφρύ	N	N;NOM;NEUT;SG
light	φώς	light	φώς	N	N;NOM;NEUT;SG
protesta	διαμαρτυρία	protesta	διαμαρτυρία	N;FEM;SG	N;NOM;FEM;SG
protesta	διαδήλωση	protesta	διαδήλωση	N;FEM;SG	N;ACC;FEM;SG
educativo	εκπαιδευτική	educativo	εκπαιδευτικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
educativo	εκπαιδευτικό	educativo	εκπαιδευτικός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
detener	σταματήστε	detener	σταματώ	V;NFIN	V;PFV;IMP;PL;2;FIN;ACT
detener	σταμάτα	detener	σταμάτα	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
genética	γενετικό	genético	γενετικός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
genética	γενετική	genético	γενετικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
genética	γενετική	genético	γενετικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
responde	ανταποκρίνεται	responder	ανταποκρίνομαι	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
lyon	λάιον	lyon	λάιον	N;MASC;SG	N
lyon	λάιονς	lyon	λάιονς	N;MASC;SG	N;NOM;SG
celebran	γιορτάζουν	celebrar	γιορτάζω	V;IND;PL;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
palo	ραβδί	palo	ραβδί	N;MASC;SG	N;NOM;NEUT;SG
varía	ποικίλλει	variar	ποικίλλω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
varía	ποικίλει	variar	ποικίλλω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
cat	γάτα	cat	γάτα	N	N;NOM;FEM;SG
cat	γάτος	cat	γάτος	N	N;NOM;MASC;SG
ondas	κύματα	onda	κύμα	N;FEM;PL	N;NOM;NEUT;PL
protestas	διαδηλώσεις	protesta	διαδήλωση	N;FEM;PL	N;NOM;FEM;PL
protestas	διαμαρτυρίες	protesta	διαμαρτυρία	N;FEM;PL	N;NOM;FEM;PL
manteniendo	κρατώντας	mantener	κρατώ	V;V.MSDR	V;IPFV;V.CVB;ACT
abundante	άφθονη	abundante	άφθονος	ADJ;SG	ADJ;NOM;FEM;SG
digitales	ψηφιακές	digital	ψηφιακός	ADJ;PL	ADJ;NOM;FEM;PL
conservatorio	ωδείο	conservatorio	ωδείο	N;MASC;SG	N;NOM;NEUT;SG
correcta	σωστή	correcto	σωστός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
correcta	σωστό	correcto	σωστός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
correcta	σωστός	correcto	σωστός	ADJ;FEM;SG	ADJ;NOM;MASC;SG
colonización	αποικισμού	colonización	αποικισμός	N;FEM;SG	N;GEN;MASC;SG
colonización	αποικισμό	colonización	αποικισμός	N;FEM;SG	N;ACC;MASC;SG
islandia	ισλανδική	islandia	ισλανδικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
controversia	αμφισβήτηση	controversia	αμφισβήτηση	N;FEM;SG	N;ACC;FEM;SG
controversia	διαφωνία	controversia	διαφωνία	N;FEM;SG	N;NOM;FEM;SG
controversia	διένεξη	controversia	διένεξη	N;FEM;SG	N;ACC;FEM;SG
controversia	διαμάχη	controversia	διαμάχη	N;FEM;SG	N;ACC;FEM;SG
controversia	αντιπαράθεση	controversia	αντιπαράθεση	N;FEM;SG	N;ACC;FEM;SG
controversia	διαμάχη	controversia	διαμάχη	N;FEM;SG	N;ACC;FEM;SG
incorporación	ενσωμάτωση	incorporación	ενσωμάτωση	N;FEM;SG	N;ACC;FEM;SG
incorporación	ενσωμάτωση	incorporación	ενσωμάτωση	N;FEM;SG	N;ACC;FEM;SG
diseñador	σχεδιαστής	diseñador	σχεδιαστής	N;MASC;SG	N;NOM;MASC;SG
diseñador	σχεδιαστή	diseñador	σχεδιαστής	N;MASC;SG	N;ACC;MASC;SG
tarjeta	κάρτα	tarjeta	κάρτα	N;FEM;SG	N;NOM;FEM;SG
anillos	δαχτυλίδια	anillo	δαχτυλίδιο	N;MASC;PL	N;NOM;NEUT;PL
leyendas	λεζάντες	leyenda	λεζάντης	N;FEM;PL	N;NOM;FEM;PL
leyendas	θρύλοι	leyenda	θρύλος	N;FEM;PL	N;NOM;MASC;PL
leyendas	θρύλους	leyenda	θρύλος	N;FEM;PL	N;ACC;MASC;PL
leyendas	μύθοι	leyenda	μύθος	N;FEM;PL	N;NOM;MASC;PL
arenas	αρένες	arena	αρένας	N;FEM;PL	N;NOM;FEM;PL
contribución	εισφορά	contribución	εισφορά	N;FEM;SG	N;NOM;FEM;SG
contribución	συμβολή	contribución	συμβολή	N;FEM;SG	N;ACC;FEM;SG
contribución	συνεισφορά	contribución	συνεισφορά	N;FEM;SG	N;ACC;FEM;SG
banderas	σημαίες	bandera	σημαία	N;FEM;PL	N;NOM;FEM;PL
voluntarios	εθελοντές	voluntario	εθελοντής	N;MASC;PL	N;NOM;MASC;PL
versos	στίχοι	verso	στίχος	N;MASC;PL	N;NOM;MASC;PL
versos	στίχους	verso	στίχος	N;MASC;PL	N;ACC;MASC;PL
transportes	μεταφορές	transporte	μεταφορά	N;MASC;PL	N;NOM;FEM;PL
transportes	μεταφορών	transporte	μεταφορά	N;MASC;PL	N;GEN;FEM;PL
compró	αγόρασε	comprar	αγοράζω	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
compró	αγοράστηκε	comprar	αγοράζω	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
sustitución	αντικατάσταση	sustitución	αντικατάσταση	N;FEM;SG	N;ACC;FEM;SG
sustitución	υποκατάστασης	sustitución	υποκατάσταση	N;FEM;SG	N;GEN;FEM;SG
sustitución	υποκατάσταση	sustitución	υποκατάσταση	N;FEM;SG	N;NOM;FEM;SG
sustitución	αντικατάσταση	sustitución	αντικατάσταση	N;FEM;SG	N;ACC;FEM;SG
sustitución	αντικαταστάτης	sustitución	αντικαταστάτης	N;FEM;SG	N;NOM;MASC;SG
literalmente	κυριολεκτικά	literalmente	κυριολεκτικά	ADV	ADV
gráfica	γραφικό	gráfico	γραφικός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
gráfica	γραφική	gráfico	γραφικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
emisiones	μεταδόσεις	emisión	μετάδοση	N;FEM;PL	N;NOM;FEM;PL
emisiones	εκπομπών	emisión	εκπομπή	N;FEM;PL	N;GEN;FEM;PL
emisiones	εκπομπές	emisión	εκπομπή	N;FEM;PL	N;NOM;FEM;PL
emisiones	εκπομπών	emisión	εκπομπή	N;FEM;PL	N;GEN;FEM;PL
emisiones	εκπομπές	emisión	εκπομπή	N;FEM;PL	N;NOM;FEM;PL
supuestamente	υποθετικά	supuestamente	υποθετικά	ADV	ADV
western	δυτικό	western	δυτικός	N;MASC;SG	N;NOM;NEUT;SG
bosnia	βοσνιακή	bosnia	βοσνιακός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
químico	χημικό	químico	χημικός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
químico	χημική	químico	χημικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
químico	χημικός	químico	χημικός	ADJ;MASC;SG	ADJ;NOM;MASC;SG
destinos	προορισμοί	destino	προορισμός	N;MASC;PL	N;NOM;MASC;PL
destinos	προορισμούς	destino	προορισμός	N;MASC;PL	N;ACC;MASC;PL
partidarios	υποστηρικτές	partidario	υποστηρικτής	N;MASC;PL	N;NOM;MASC;PL
urss	εσσδ	urss	εσσδ	N;FEM;SG	N
reacciones	αντιδράσεις	reacción	αντίδραση	N;FEM;PL	N;NOM;FEM;PL
queso	τυρί	queso	τυρί	N;MASC;SG	N;NOM;NEUT;SG
leopoldo	λέοπολντ	leopoldo	λέοπολντ	N;MASC;SG	N;NOM;MASC;SG
externo	εξωτερική	externo	εξωτερικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
externo	εξωτερικός	externo	εξωτερικός	ADJ;MASC;SG	ADJ;NOM;MASC;SG
silvestre	άγριος	silvestre	άγριος	ADJ;SG	ADJ;NOM;MASC;SG
silvestre	άγριο	silvestre	άγριο	ADJ;SG	ADJ;NOM;NEUT;SG
identificar	αναγνωρίσει	identificar	αναγνωρίζω	V;NFIN	V;PFV;NFIN;ACT
hip	ισχίο	hip	ισχίο	N;MASC;SG	N;NOM;NEUT;SG
concilio	συμβούλιο	concilio	συμβούλιο	N;MASC;SG	N;NOM;NEUT;SG
escuchar	ακούσω	escuchar	ακούω	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
escuchar	ακούγοντας	escuchar	ακούω	V;NFIN	V;IPFV;V.CVB;ACT
catorce	δεκατέσσερα	catorce	δεκατήσσερα	N;FEM;PL	N;NOM;NEUT;PL
pelota	μπαλάκι	pelota	μπαλάκι	N;FEM;SG	N;NOM;NEUT;SG
pelota	μπάλα	pelota	μπάλα	N;FEM;SG	N;NOM;FEM;SG
gráficos	γραφήματα	gráfico	γράφημα	N;MASC;PL	N;NOM;NEUT;PL
gráficos	διαγράμματα	gráfico	διάγραμμα	N;MASC;PL	N;NOM;NEUT;PL
natación	κολύμπι	natación	κολύμπι	N;FEM;SG	N;NOM;NEUT;SG
natación	κολύμβηση	natación	κολύμβηση	N;FEM;SG	N;ACC;FEM;SG
natación	κολύμπι	natación	κολύμπι	N;FEM;SG	N;NOM;NEUT;SG
frases	φράσεις	frase	φράση	N;FEM;PL	N;NOM;FEM;PL
frases	ποινές	frase	ποινή	N;FEM;PL	N;NOM;FEM;PL
entregó	παραδοθεί	entregar	παραδίδω	V;IND;SG;3;PST;FIN	V;PFV;NFIN;PASS
entregó	παραδόθηκε	entregar	παραδίδω	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
anuncio	αναγγελία	anuncio	αναγγελία	N;MASC;SG	N;ACC;FEM;SG
anuncio	ανακοίνωση	anuncio	ανακοίνωση	N;MASC;SG	N;NOM;FEM;SG
tubo	πίπα	tubo	πίπα	N;MASC;SG	N;NOM;FEM;SG
tubo	σωλήνας	tubo	σωλήνα	N;MASC;SG	N;NOM;MASC;SG
tubo	σωλήνα	tubo	σωλήνα	N;MASC;SG	N;NOM;MASC;SG
tubo	σωληνάριο	tubo	σωληνάριο	N;MASC;SG	N;NOM;NEUT;SG
tubo	σωλήνας	tubo	σωλήνα	N;MASC;SG	N;NOM;MASC;SG
tubo	σωλήνα	tubo	σωλήνα	N;MASC;SG	N;NOM;MASC;SG
flamenco	φλαμένκο	flamenco	φλαμένκος	N;MASC;SG	N;NOM;NEUT;SG
flamenco	φλαμίνγκο	flamenco	φλαμίνγκο	N;MASC;SG	N;NOM;NEUT;SG
refleja	αντανακλά	reflejar	αντανακλά	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
refleja	αντικατοπτρίζει	reflejar	αντικατοπτρίζω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
cálculo	υπολογισμός	cálculo	υπολογισμός	N;MASC;SG	N;NOM;MASC;SG
cifras	αριθμοί	cifra	αριθμός	N;FEM;PL	N;NOM;MASC;PL
orange	πορτοκάλι	orange	πορτοκάλι	N;SG	N;NOM;NEUT;SG
orange	πορτοκαλί	orange	πορτοκαλί	N;SG	N;NOM;NEUT;SG
lorena	λορένα	lorena	λορένα	N;FEM;SG	N
lorena	λορέιν	lorena	λορέιν	N;FEM;SG	N
entrevistas	συνεντεύξεις	entrevista	σύνεντευξη	N;FEM;PL	N;NOM;FEM;PL
futura	μελλοντικός	futuro	μελλοντικός	ADJ;FEM;SG	ADJ;NOM;MASC;SG
conduce	οδηγεί	conducir	οδηγώ	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
propietarios	ιδιοκτήτες	propietario	ιδιοκτήτης	N;MASC;PL	N;NOM;MASC;PL
propietarios	κάτοχοι	propietario	κάτοχος	N;MASC;PL	N;NOM;MASC;PL
hierba	χερμπ	hierba	χερμπ	N;FEM;SG	N
hierba	βότανο	hierba	βότανο	N;FEM;SG	N;NOM;NEUT;SG
hierba	χορτάρι	hierba	χορτάρι	N;FEM;SG	N;NOM;NEUT;SG
hierba	χόρτο	hierba	χόρτος	N;FEM;SG	N;NOM;NEUT;SG
hierba	γρασίδι	hierba	γρασίδι	N;FEM;SG	N;NOM;NEUT;SG
hierba	χόρτο	hierba	χόρτος	N;FEM;SG	N;NOM;NEUT;SG
convenciones	συνέδρια	convención	συνέδριο	N;FEM;PL	N;NOM;NEUT;PL
convenciones	συμβάσεις	convención	σύμβαση	N;FEM;PL	N;NOM;FEM;PL
extremadamente	εξαιρετικά	extremadamente	εξαιρετικά	ADV	ADV
cubana	κουβανός	cubano	κουβανός	ADJ;FEM;SG	ADJ;NOM;MASC;SG
amarilla	κίτρινος	amarillo	κίτρινος	ADJ;FEM;SG	ADJ;NOM;MASC;SG
amarilla	κίτρινη	amarillo	κίτρινος	ADJ;FEM;SG	ADJ;NOM;FEM;SG
rechazó	αρνήθηκε	rechazar	αρνιέμαι	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
manifiesto	μανιφέστο	manifiesto	μανιφέστομαι	N;MASC;SG	N;NOM;NEUT;SG
fantasma	φάντασμα	fantasma	φάντασμα	N;SG	N;NOM;NEUT;SG
fantasma	φάντασμα	fantasma	φάντασμα	N;SG	N;NOM;NEUT;SG
centímetros	εκατοστά	centímetro	εκατοστά	N;MASC;PL	N;NOM;NEUT;PL
centímetros	εκατοστά	centímetro	εκατοστά	N;MASC;PL	N;NOM;NEUT;PL
soluciones	λύσεις	solución	λύση	N;FEM;PL	N;NOM;FEM;PL
soluciones	διαλύματα	solución	διάλυμα	N;FEM;PL	N;NOM;NEUT;PL
revuelta	εξέγερση	revuelta	εξέγερση	N;FEM;SG	N;NOM;FEM;SG
revuelta	εξέγερση	revuelta	εξέγερση	N;FEM;SG	N;NOM;FEM;SG
revuelta	εξέγερση	revuelta	εξέγερση	N;FEM;SG	N;NOM;FEM;SG
revuelta	ταραχή	revuelta	ταραχή	N;FEM;SG	N;NOM;FEM;SG
especialidad	σπεσιαλιτέ	especialidad	σπεσιαλιτής	N;FEM;SG	N;NOM;FEM;SG
especialidad	ειδικότητα	especialidad	ειδικότητα	N;FEM;SG	N;NOM;FEM;SG
especialidad	ειδικότητα	especialidad	ειδικότητα	N;FEM;SG	N;NOM;FEM;SG
contraste	αντίθεση	contraste	αντίθεση	N;MASC;SG	N;ACC;FEM;SG
generaciones	γενεές	generación	γενή	N;FEM;PL	N;NOM;FEM;PL
generaciones	γενεών	generación	γενή	N;FEM;PL	N;GEN;FEM;PL
generaciones	γενιές	generación	γενιά	N;FEM;PL	N;NOM;FEM;PL
arreglos	διορθώσεις	arreglo	διορθώση	N;MASC;PL	N;NOM;FEM;PL
arreglos	ρυθμίσεις	arreglo	ρύθμιση	N;MASC;PL	N;NOM;FEM;PL
esencial	απαραίτητος	esencial	απαραίτητος	ADJ;SG	ADJ;NOM;MASC;SG
esencial	ουσιώδης	esencial	ουσιώδης	ADJ;SG	ADJ;NOM;FEM;SG
esencial	απαραίτητο	esencial	απαραίτητος	ADJ;SG	ADJ;NOM;NEUT;SG
nombramiento	υποψηφιότητα	nombramiento	υποψηφιότητα	N;MASC;SG	N;ACC;FEM;SG
nombramiento	διορισμός	nombramiento	διορισμός	N;MASC;SG	N;NOM;MASC;SG
nombramiento	ραντεβού	nombramiento	ραντεβός	N;MASC;SG	N;NOM;NEUT;SG
nombramiento	διορισμός	nombramiento	διορισμός	N;MASC;SG	N;NOM;MASC;SG
jerez	σέρι	jerez	σέρι	N;MASC;SG	N
abreviado	συνοπτικό	abreviado	συνοπτικός	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG
esquema	περίγραμμα	esquema	περίγραμμα	N;MASC;SG	N;NOM;NEUT;SG
esquema	καθεστώς	esquema	καθεστώς	N;MASC;SG	N;ACC;NEUT;SG
piratas	πειρατές	pirata	πειρατής	N;PL	N;NOM;MASC;PL
ecuación	εξίσωση	ecuación	εξίσωση	N;FEM;SG	N;NOM;FEM;SG
permanecer	παραμείνετε	permanecer	παραμένω	V;NFIN	V;PFV;IND;PL;2;FIN;ACT
permanecer	παραμείνει	permanecer	παραμένω	V;NFIN	V;PFV;NFIN;ACT
permanecer	παραμένουν	permanecer	παραμένω	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
faro	φάρος	faro	φάρος	N;MASC;SG	N;NOM;MASC;SG
almacenamiento	αποθήκευση	almacenamiento	αποθήκευση	N;MASC;SG	N;NOM;FEM;SG
almacenamiento	αποθήκη	almacenamiento	αποθήκη	N;MASC;SG	N;NOM;FEM;SG
almacenamiento	αποθήκευσης	almacenamiento	αποθήκευση	N;MASC;SG	N;GEN;FEM;SG
especializado	ειδικός	especializado	ειδικός	ADJ;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG
neutral	ουδέτερη	neutral	ούδετερος	ADJ;SG	ADJ;NOM;FEM;SG
eurocopa	ευρω	eurocopa	ευρω	N;FEM;SG	N
eurocopa	ευρώ	eurocopa	ευρώ	N;FEM;SG	N;ACC;NEUT;SG
conversión	μετατροπής	conversión	μετατροπή	N;FEM;SG	N;GEN;FEM;SG
conversión	μετατροπή	conversión	μετατροπή	N;FEM;SG	N;ACC;FEM;SG
descanso	διάλειμμα	descanso	διάλειμμα	N;MASC;SG	N;NOM;NEUT;SG
descanso	διακοπή	descanso	διακοπή	N;MASC;SG	N;ACC;FEM;SG
descanso	σπάσιμο	descanso	σπάσιμο	N;MASC;SG	N;NOM;NEUT;SG
descanso	ξεκούραση	descanso	ξεκούραση	N;MASC;SG	N;NOM;FEM;SG
descanso	ανάπαυση	descanso	ανάπαυση	N;MASC;SG	N;ACC;FEM;SG
sinónimo	συνώνυμη	sinónimo	συνώνυμη	ADJ;MASC;SG	ADJ;NOM;FEM;SG
violación	παραβίαση	violación	παραβίαση	N;FEM;SG	N;ACC;FEM;SG
violación	βιασμός	violación	βιασμός	N;FEM;SG	N;NOM;MASC;SG
violación	βιασμό	violación	βιασμός	N;FEM;SG	N;ACC;MASC;SG
presidenta	πρόεδρος	presidenta	πρόεδρος	N;FEM;SG	N;ACC;MASC;SG
presidenta	πρόεδρε	presidenta	πρόεδρος	N;FEM;SG	N;VOC;MASC;SG
presidenta	πρόεδρο	presidenta	πρόεδρος	N;FEM;SG	N;ACC;MASC;SG
desempeño	επίδοση	desempeño	επίδοση	N;MASC;SG	N;ACC;FEM;SG
desempeño	απόδοση	desempeño	απόδοση	N;MASC;SG	N;ACC;FEM;SG
desempeño	παράσταση	desempeño	παράσταση	N;MASC;SG	N;ACC;FEM;SG
presentador	παρουσιαστής	presentador	παρουσιαστής	N;MASC;SG	N;NOM;MASC;SG
presentador	παρουσιάστρια	presentador	παρουσιάστρια	N;MASC;SG	N;NOM;FEM;SG
quintana	κιντάνα	quintana	κιντάνα	N;FEM;SG	N
platos	πλάκες	plato	πλάκη	N;MASC;PL	N;NOM;FEM;PL
platos	πινακίδες	plato	πινακίδα	N;MASC;PL	N;NOM;FEM;PL
platos	πιάτα	plato	πιάτα	N;MASC;PL	N;NOM;NEUT;PL
platos	πιάτα	plato	πιάτα	N;MASC;PL	N;NOM;NEUT;PL
débil	αδύναμη	débil	αδύναμη	ADJ;SG	ADJ;NOM;FEM;SG
débil	αδύναμο	débil	αδύναμο	ADJ;SG	ADJ;NOM;NEUT;SG
vidrio	γυάλινο	vidrio	γυάλινος	N;MASC;SG	N;NOM;NEUT;SG
vidrio	γυάλινη	vidrio	γυάλινος	N;MASC;SG	N;NOM;FEM;SG
vidrio	ποτήρι	vidrio	ποτήρι	N;MASC;SG	N;NOM;NEUT;SG
vidrio	γυαλί	vidrio	γυαλί	N;MASC;SG	N;NOM;NEUT;SG
reseña	επανεξέταση	reseñar	επανεξέταση	N;FEM;SG	N;ACC;FEM;SG
reseña	αναθεώρηση	reseñar	αναθεώρηση	N;FEM;SG	N;NOM;FEM;SG
reseña	ανασκόπηση	reseñar	ανασκόπηση	N;FEM;SG	N;NOM;FEM;SG
crímenes	εγκλήματα	crimen	έγκλημα	N;MASC;PL	N;NOM;NEUT;PL
contando	μετρώντας	contar	μετρώ	V;V.MSDR	V;IPFV;V.CVB;ACT
contando	μετράει	contar	μετρώ	V;V.MSDR	V;IPFV;IND;SG;3;PRS;FIN;ACT
contando	μετράμε	contar	μετρώ	V;V.MSDR	V;IPFV;IND;PL;1;PRS;FIN;ACT
vivos	ζωντανοί	vivo	ζωντανός	ADJ;MASC;PL	ADJ;NOM;MASC;PL
asteroide	αστεροειδή	asteroide	αστεροειδής	N;MASC;SG	N;NOM;MASC;SG
dimensión	διάσταση	dimensión	διάσταση	N;FEM;SG	N;ACC;FEM;SG
atentado	επιθεση	atentado	επιθεση	N;MASC;SG	N;ACC;FEM;SG
atentado	επίθεση	atentado	επίθεση	N;MASC;SG	N;ACC;FEM;SG
atentado	βομβαρδισμό	atentado	βομβαρδισμός	N;MASC;SG	N;ACC;MASC;SG
atentado	βομβαρδισμός	atentado	βομβαρδισμός	N;MASC;SG	N;NOM;MASC;SG
restaurantes	εστιατόρια	restaurante	εστιατόριο	N;PL	N;NOM;NEUT;PL
comer	τρως	comer	τρως	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
comer	τρώει	comer	τρώω	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
comer	τρώγοντας	comer	τρώγω	V;NFIN	V;IPFV;V.CVB;ACT
comer	τρώμε	comer	τρώμα	V;NFIN	V;IPFV;IND;PL;1;PRS;FIN;ACT
comer	τρώω	comer	τρώω	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
comer	φάτε	comer	φάτε	V;NFIN	V;IPFV;IMP;PL;2;PRS;FIN;ACT
comer	φάε	comer	φάε	V;NFIN	V;PFV;IND;SG;1;PST;FIN;ACT
heridas	πληγές	herida	πληγή	N;FEM;PL	N;NOM;FEM;PL
heridas	τραύματα	herida	τραύμα	N;FEM;PL	N;NOM;NEUT;PL
heridas	τραυματισμούς	herida	τραυματισμός	N;FEM;PL	N;ACC;MASC;PL
heridas	κακώσεις	herida	κάκωση	N;FEM;PL	N;NOM;FEM;PL
heridas	τραυματισμοί	herida	τραυματισμός	N;FEM;PL	N;NOM;MASC;PL
heridas	τραύματα	herida	τραύμα	N;FEM;PL	N;NOM;NEUT;PL
diagnóstico	διάγνωση	diagnóstico	διάγνωση	N;MASC;SG	N;NOM;FEM;SG
asedio	πολιορκία	asedio	πολιορκία	N;MASC;SG	N;NOM;FEM;SG
celebrar	γιορτάσουμε	celebrar	γιορτάσσω	V;NFIN	V;PFV;IND;PL;1;FIN;ACT
celebrar	γιόρτασε	celebrar	γιορτώ	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
celebrar	γιορτάζουν	celebrar	γιορτάζω	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
