پَوڑھنا	descansa	پَوڑھنا	descansar	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
تمثیل	drama	تمثیل	drama	N;NOM;MASC;SG;3	N;MASC;SG
تمدُّنی	cívic	تمدُّنی	cívic	ADJ;NOM	ADJ;MASC;SG
تمدُّنی	civic	تمدُّنی	civic	ADJ;NOM	ADJ;MASC;SG
تمس	foscor	تمس	foscor		
تمس	tenebres	تمس	tenebra		
تمغہ	diploma	تمغہ	diploma	N;NOM;MASC;SG;3	N;MASC;SG
تمغہ	medalla	تمغہ	medalla	N;NOM;MASC;SG;3	N;FEM;SG
تمغہ	decoració	تمغہ	decoració	N;NOM;MASC;SG;3	N;FEM;SG
تمک	orgull	تمک	orgull		
تمہید	ajust	تمہید	ajust	N;NOM;MASC;SG;3	N;MASC;SG
تمہید	ajustament	تمہید	ajustament	N;NOM;MASC;SG;3	N;MASC;SG
تمہید	gestió	تمہید	gestió	N;NOM;MASC;SG;3	N;FEM;SG
تمہید	introducció	تمہید	introducció	N;NOM;MASC;SG;3	N;FEM;SG
تمہید	ajust	تمہید	ajust	N;NOM;MASC;SG;3	N;MASC;SG
تمہید	ajustament	تمہید	ajustament	N;NOM;MASC;SG;3	N;MASC;SG
تمہید	gestió	تمہید	gestió	N;NOM;MASC;SG;3	N;FEM;SG
تمہید	introducció	تمہید	introducció	N;NOM;MASC;SG;3	N;FEM;SG
تمہید	preàmbul	تمہید	preàmbul	N;NOM;MASC;SG;3	N;MASC;SG
تمہیدیں	introduccions	تمہید	introducció	N;NOM;MASC;PL;3	N;FEM;PL
تمیز	distinció	تمیز	distinció	N;NOM;MASC;SG;3	N;FEM;SG
تمیز	categoria	تمیز	categoria	N;NOM;MASC;SG;3	N;FEM;SG
تمیز	titulació	تمیز	titulació	N;NOM;MASC;SG;3	N;FEM;SG
تمیز	fallada	تمیز	fallada	N;NOM;MASC;SG;3	N;FEM;SG
تمیز	discreció	تمیز	discreció	N;NOM;MASC;SG;3	N;FEM;SG
تمیز	perfeccionament	تمیز	perfeccionament	N;NOM;MASC;SG;3	N;MASC;SG
تنازعہ	controvèrsia	تنازعہ	controvèrsia	N;NOM;MASC;SG;3	N;FEM;SG
تنازعہ	discòrdia	تنازعہ	discòrdia	N;NOM;MASC;SG;3	N;FEM;SG
تنازعہ	controvèrsia	تنازعہ	controvèrsia	N;NOM;MASC;SG;3	N;FEM;SG
تنازعہ	controvèrsia	تنازعہ	controvèrsia	N;NOM;MASC;SG;3	N;FEM;SG
تنازعہ	discòrdia	تنازعہ	discòrdia	N;NOM;MASC;SG;3	N;FEM;SG
تناظُر	perspectiva	تناظُر	perspectiva	N;NOM;MASC;SG;3	N;FEM;SG
تنافُس	competició	تنافُس	competició	N;NOM;MASC;SG;3	N;FEM;SG
تنافُس	competència	تنافُس	competència	N;NOM;MASC;SG;3	N;FEM;SG
تناقُص	remissió	تناقُص	remissió	N;NOM;MASC;SG;3	N;FEM;SG
تناقُض	incoherència	تناقُض	incoherència	N;NOM;MASC;SG;3	N;FEM;SG
تناقُض	discrepància	تناقُض	discrepància	N;NOM;MASC;SG;3	N;FEM;SG
تناقُض	contradicció	تناقُض	contradicció	N;NOM;MASC;SG;3	N;FEM;SG
تناقُض	incompatibilitat	تناقُض	incompatibilitat	N;NOM;MASC;SG;3	N;FEM;SG
تنبیہ	advertència	تنبیہ	advertència	N;NOM;MASC;SG;3	N;FEM;SG
تنبیہ	amonestació	تنبیہ	amonestació	N;NOM;MASC;SG;3	N;FEM;SG
تنتر	encant	تنتر	encant	N;NOM;MASC;SG;3	N;MASC;SG
تنتری	músic	تنتری	músic	N;NOM;MASC;SG;3	N;MASC;SG
تنتری	bruixot	تنتری	bruixot	N;NOM;MASC;SG;3	N;MASC;SG
تنخواہ	salari	تنخواہ	salari	N;NOM;MASC;SG;3	N;MASC;SG
تنخواہ	salari	تنخواہ	salari	N;NOM;MASC;SG;3	N;MASC;SG
تُند	ferotge	تُند	ferotge		
تُند	valent	تُند	valent		
تُند	calent	تُند	calent		
تُند	rapid	تُند	rapid		
تُند	negreta	تُند	negreta		
تنسیخ	derogació	تنسیخ	derogació	N;NOM;MASC;SG;3	N;FEM;SG
تنسیخ	derogació	تنسیخ	derogació	N;NOM;MASC;SG;3	N;FEM;SG
تنسیخ	revocació	تنسیخ	revocació	N;NOM;MASC;SG;3	N;FEM;SG
تنظیم	partit	تنظیم	partit	N;NOM;FEM;SG;3	N;MASC;SG
تنظیم	festa	تنظیم	festa	N;NOM;FEM;SG;3	N;FEM;SG
تنظیم	disciplina	تنظیم	disciplina	N;NOM;FEM;SG;3	N;FEM;SG
تنظیم	organització	تنظیم	organització	N;NOM;FEM;SG;3	N;FEM;SG
تنظیم	partit	تنظیم	partit	N;NOM;FEM;SG;3	N;MASC;SG
تنظیم	festa	تنظیم	festa	N;NOM;FEM;SG;3	N;FEM;SG
تنظیم	disciplina	تنظیم	disciplina	N;NOM;FEM;SG;3	N;FEM;SG
تنظیم	organització	تنظیم	organització	N;NOM;FEM;SG;3	N;FEM;SG
تنفُّر	versió	تنفُّر	versió	N;NOM;MASC;SG;3	N;FEM;SG
تنفُّس	respiració	تنفُّس	respiració	N;NOM;MASC;SG;3	N;FEM;SG
تنقیح	assentament	تنقیح	assentament	N;NOM;MASC;SG;3	N;MASC;SG
تنقیح	determinació	تنقیح	determinació	N;NOM;MASC;SG;3	N;FEM;SG
تنقیح	neteja	تنقیح	neteja	N;NOM;MASC;SG;3	N;FEM;SG
تنقید	revisió	تنقید	revisió	N;NOM;FEM;SG;3	N;FEM;SG
تنقید	crítica	تنقید	crítica	N;NOM;FEM;SG;3	N;FEM;SG
تنقیض	rebuig	تنقیض	rebuig	N;NOM;MASC;SG;3	N;MASC;SG
تنقیض	oposició	تنقیض	oposició	N;NOM;MASC;SG;3	N;FEM;SG
