nov	nov	nov	nov		
aroma	aroma	aroma	aroma	N;SG	N;MASC;SG
amino	aminoácidos	amino	aminoácido	N	N;MASC;PL
penggantian	substitución	pengantian	substitución	N;SG	N;FEM;SG
penggantian	sustitución	pengantian	sustitución	N;SG	N;FEM;SG
penggantian	reemplazo	pengantian	reemplazo	N;SG	N;MASC;SG
penggantian	sustitución	pengantian	sustitución	N;SG	N;FEM;SG
anglikan	anglicana	anglikan	anglicana	N	N;FEM;SG
menguji	probar	menkuji	probar	V;SG;ACT	V;NFIN
menguji	probando	menkuji	probar	V;SG;ACT	V;V.MSDR
suite	suite	suite	suite	N	N;FEM;SG
suite	suites	suite	suite	N	N;MASC;PL
penggalian	excavación	pengalian	excavación	N;SG	N;FEM;SG
reputasi	fama	reputasi	fama	N;SG	N;FEM;SG
reputasi	renombre	reputasi	renombre	N;SG	N;MASC;SG
reputasi	reputación	reputasi	reputación	N;SG	N;FEM;SG
mengenali	reconoce	menkenali	reconocer	V;SG;ACT	V;IND;SG;3;PRS;FIN
mengenali	reconoces	menkenali	reconoz	V;SG;ACT	V;IND;SG;2;PRS;FIN
mengenali	reconocer	menkenali	reconocer	V;SG;ACT	V;NFIN
mengenali	reconociendo	menkenali	reconocer	V;SG;ACT	V;V.MSDR
mengenali	reconocer	menkenali	reconocer	V;SG;ACT	V;NFIN
mengenali	reconocer	menkenali	reconocer	V;SG;ACT	V;NFIN
wawasan	perspicacia	wawasan	perspicacia	N;SG	N;FEM;SG
keunikan	singularidad	keunikan	singularidad	N;SG	N;FEM;SG
keunikan	unica	keunikan	unico	N;SG	N;FEM;SG
asumsi	suposición	asumsi	suposición	N;SG	N;FEM;SG
asumsi	asunción	asumsi	asunción	N;SG	N;FEM;SG
kiper	portero	kiper	portero	N;SG	N;MASC;SG
kiper	arquero	kiper	arquero	N;SG	N;MASC;SG
kiper	portero	kiper	portero	N;SG	N;MASC;SG
kiper	arquero	kiper	arquero	N;SG	N;MASC;SG
lancar	suave	lancar	suave	ADJ;SG	ADJ;SG
lancar	liso	lancar	liso	ADJ;SG	ADJ;MASC;SG
bengkel	taller	bengkel	taller	N;SG	N;MASC;SG
bengkel	workshop	bengkel	workshop	N;SG	N
penawaran	trato	pentawaran	trato	N;SG	N;MASC;SG
penawaran	deal	pentawaran	deal	N;SG	N
penawaran	ofrecimiento	pentawaran	ofrecimiento	N;SG	N;MASC;SG
penawaran	oferta	pentawaran	oferta	N;SG	N;FEM;SG
penawaran	puja	pentawaran	puja	N;SG	N;FEM;SG
penawaran	bid	pentawaran	bid	N;SG	N;MASC;SG
penawaran	puja	pentawaran	puja	N;SG	N;FEM;SG
penawaran	licitación	pentawaran	licitación	N;SG	N;FEM;SG
pengalihan	reorientación	penalihan	reorientación	N;SG	N;FEM;SG
pengalihan	distracción	penalihan	distracción	N;SG	N;FEM;SG
pengalihan	desvío	penalihan	desvío	N;SG	N;MASC;SG
pengalihan	desviación	penalihan	desviación	N;SG	N;FEM;SG
pengalihan	diversión	penalihan	diversión	N;SG	N;FEM;SG
pengalihan	distracción	penalihan	distracción	N;SG	N;FEM;SG
lithuania	lituania	lithuania	lituania	N;SG	N;FEM;SG
lithuania	lituania	lithuania	lituania	N;SG	N;FEM;SG
kalsium	calcio	kalsium	calcio	N	N;MASC;SG
teror	terror	teror	terror	N;SG	N;MASC;SG
teror	terrorismo	teror	terrorismo	N;SG	N;MASC;SG
obligasi	vínculo	obligasi	vínculo	N;SG	N;MASC;SG
obligasi	lazo	obligasi	lazo	N;SG	N;MASC;SG
obligasi	bond	obligasi	bond	N;SG	N;SG
waralaba	franquicia	waralaba	franquicia	N;SG	N;FEM;SG
waralaba	franquicia	waralaba	franquicia	N;SG	N;FEM;SG
tingkah	capricho	tingkah	capricho	N;SG	N;MASC;SG
tingkah	comportamiento	tingkah	comportamiento	N;SG	N;MASC;SG
tingkah	conducta	tingkah	conducta	N;SG	N;FEM;SG
ketahanan	resistencia	ketahanan	resistencia	N;SG	N;FEM;SG
ketahanan	resiliencia	ketahanan	resiliencia	N;SG	N;FEM;SG
ketahanan	resistencia	ketahanan	resistencia	N;SG	N;FEM;SG
ketahanan	resistencia	ketahanan	resistencia	N;SG	N;FEM;SG
beku	escarcha	beku	escarcha	N;SG	N;FEM;SG
beku	betún	beku	betún	N;SG	N;MASC;SG
beku	escarcha	beku	escarcha	N;SG	N;FEM;SG
beku	frost	beku	frost	N;SG	N
desktop	escritorio	desktop	escritorio	N;SG	N;MASC;SG
metabolisme	metabolismo	metabolisme	metabolismo	N;SG	N;MASC;SG
musiman	temporada	musiman	temporada	N;SG	N;FEM;SG
mediawiki	mediawiki	mediawiki	mediawiki	N	N;MASC;SG
surel	correo	surel	correo	N	N;MASC;SG
surel	correspondencia	surel	correspondencia	N	N;FEM;SG
surel	mail	surel	mail	N	N;MASC;SG
surel	correo	surel	correo	N	N;MASC;SG
surel	email	surel	email	N	N;MASC;SG
surel	emails	surel	emails	N	N;MASC;PL
surel	correos	surel	correo	N	N;MASC;PL
tren	tendencia	tren	tendencia	N;SG	N;FEM;SG
tren	tendencia	tren	tendencia	N;SG	N;FEM;SG
perusak	destructor	penrusak	destructor	N;SG	N;MASC;SG
aluminium	aluminio	aluminium	aluminio	N;SG	N;MASC;SG
aluminium	aluminio	aluminium	aluminio	N;SG	N;MASC;SG
ranah	dominios	ranah	dominio	N	N;MASC;PL
ranah	dominios	ranah	dominio	N	N;MASC;PL
ranah	dominio	ranah	dominio	N	N;MASC;SG
natrium	sodio	natrium	sodio	N	N;MASC;SG
banteng	toro	banteng	toro	N;SG	N;MASC;SG
banteng	bull	banteng	bull	N;SG	N;SG
turbin	turbina	turbin	turbina	N;SG	N;FEM;SG
kabin	camarotes	kabin	camarote	N	N;MASC;PL
kabin	cabañas	kabin	cabaña	N	N;FEM;PL
kabin	cabinas	kabin	cabina	N	N;FEM;PL
kabin	cabaña	kabin	cabaña	N	N;FEM;SG
kabin	camarote	kabin	camarote	N	N;MASC;SG
kabin	cabina	kabin	cabina	N	N;FEM;SG
kabin	camarote	kabin	camarote	N	N;MASC;SG
shogun	shogun	shogun	shogun	N	N;MASC;SG
gencatan	tregua	gencatan	tregua	N;SG	N;FEM;SG
hyundai	hyundai	hyundai	hyundai	N	N;MASC;SG
daur	ciclo	daur	ciclo	N;SG	N;MASC;SG
komputasi	cómputo	komputasi	cómputo	N;SG	N;MASC;SG
komputasi	computación	komputasi	computación	N;SG	N;FEM;SG
komputasi	informática	komputasi	informática	N;SG	N;FEM;SG
komputasi	computación	komputasi	computación	N;SG	N;FEM;SG
piramida	pirámide	piramida	pirámide	N	N;FEM;SG
piramida	pirámides	piramida	pirámid	N	N;FEM;PL
piramida	pirámides	piramida	pirámid	N	N;FEM;PL
semut	hormiga	semut	hormiga	N;SG	N;FEM;SG
mengamankan	asegurando	menamankan	asegurar	V;SG;ACT	V;V.MSDR
percetakan	imprenta	percetakan	imprenta	N;SG	N;FEM;SG
percetakan	impresión	percetakan	impresión	N;SG	N;FEM;SG
percetakan	impresora	percetakan	impresor	N;SG	N;FEM;SG
denominasi	denominación	denominasi	denominación	N;SG	N;FEM;SG
motivasi	motivación	motivasi	motivación	N;SG	N;FEM;SG
motivasi	motivación	motivasi	motivación	N;SG	N;FEM;SG
kas	cash	kas	cash	N;SG	N
kas	dinero	kas	dinero	N;SG	N;MASC;SG
teknisi	técnico	teknisi	técnico	N;SG	N;MASC;SG
teknisi	técnica	teknisi	técnica	N;SG	N;FEM;SG
teknisi	maquinista	teknisi	maquinista	N;SG	N;SG
teknisi	ingeniero	teknisi	ingeniero	N;SG	N;MASC;SG
indikator	indicador	indikator	indicador	N;SG	N;MASC;SG
helium	helio	helium	helio	N	N;MASC;SG
kemarahan	rabia	kemarahan	rabia	N;SG	N;FEM;SG
kemarahan	ira	kemarahan	ira	N;SG	N;FEM;SG
kemarahan	enojo	kemarahan	enojo	N;SG	N;MASC;SG
kemarahan	enfado	kemarahan	enfado	N;SG	N;MASC;SG
kemarahan	cólera	kemarahan	cólera	N;SG	N;FEM;SG
kemarahan	furia	kemarahan	furia	N;SG	N;FEM;SG
kemarahan	fury	kemarahan	fury	N;SG	N
kemarahan	furor	kemarahan	furor	N;SG	N;MASC;SG
kemarahan	ultraje	kemarahan	ultraje	N;SG	N;MASC;SG
kemarahan	indignación	kemarahan	indignación	N;SG	N;FEM;SG
kemarahan	rabia	kemarahan	rabia	N;SG	N;FEM;SG
kemarahan	rage	kemarahan	rage	N;SG	N;MASC;SG
notaris	escribano	notaris	escribano	N	N;MASC;SG
notaris	notario	notaris	notario	N	N;MASC;SG
pembeli	comprador	penbeli	comprador	N;SG	N;MASC;SG
mengobati	tratar	menobati	tratar	V;SG;ACT	V;NFIN
sunting	edición	sunting	edición	N	N;FEM;SG
sunting	ediciones	sunting	edición	N	N;FEM;PL
taat	obediente	taat	obediente	ADJ;SG	ADJ;SG
kuna	kuna	kuna	kuna	N	N;MASC;SG
stasi	stasi	stasi	stasi	N	N;FEM;SG
kehamilan	embarazo	kehamilan	embarazo	N;SG	N;MASC;SG
kehamilan	embarazo	kehamilan	embarazo	N;SG	N;MASC;SG
balas	contestar	balas	contestar	V;SG;ACT	V;NFIN
balas	responder	balas	responder	V;SG;ACT	V;NFIN
emisi	emisión	emisi	emisión	N;SG	N;FEM;SG
keberanian	coraje	keberanian	coraje	N;SG	N;MASC;SG
keberanian	valentía	keberanian	valentía	N;SG	N;FEM;SG
keberanian	valor	keberanian	valor	N;SG	N;MASC;SG
keberanian	osadía	keberanian	osadía	N;SG	N;FEM;SG
keberanian	audacia	keberanian	audacia	N;SG	N;FEM;SG
keberanian	atrevimiento	keberanian	atrevimiento	N;SG	N;MASC;SG
keberanian	valentía	keberanian	valentía	N;SG	N;FEM;SG
sekte	culto	sekte	culto	N	N;MASC;SG
sekte	secta	sekte	secta	N	N;FEM;SG
sekte	secta	sekte	secta	N	N;FEM;SG
sekte	sectas	sekte	secta	N	N;FEM;PL
melodi	melody	melodi	melody	N;SG	N;SG
melodi	melodía	melodi	melodía	N;SG	N;FEM;SG
tangki	cisterna	tangki	cisterna	N;SG	N;FEM;SG
tangki	tanque	tangki	tanque	N;SG	N;MASC;SG
tangki	cisterna	tangki	cisterna	N;SG	N;FEM;SG
saingan	rival	saingan	rival	N;SG	N;SG
antologi	antología	antologi	antología	N	N;FEM;SG
keemasan	oro	keemasan	oro	N;SG	N;MASC;SG
keemasan	golden	keemasan	golden	N;SG	N;MASC;SG
ost	ost	ost	ost	N	N
fluida	líquido	fluida	líquido	N	N;MASC;SG
fluida	fluidos	fluida	fluido	N	N;MASC;PL
anumerta	póstumo	anumerta	póstumo	N	N;MASC;SG
diklaim	reclamó	diklaim	reclamar	V;SG;PASS	V;IND;SG;3;PST;FIN
diklaim	alegó	diklaim	alegar	V;SG;PASS	V;IND;SG;3;PST;FIN
pesanan	orden	pesanan	orden	N;SG	N;MASC;SG
pesanan	encargo	pesanan	encargo	N;SG	N;MASC;SG
restorasi	restablecimiento	restorasi	restablecimiento	N;SG	N;MASC;SG
restorasi	restauración	restorasi	restauración	N;SG	N;FEM;SG
persediaan	abastecimiento	persediaan	abastecimiento	N;SG	N;MASC;SG
persediaan	aprovisionamiento	persediaan	aprovisionamiento	N;SG	N;MASC;SG
martir	mártires	martir	mártir	N	N;MASC;PL
martir	mártir	martir	mártir	N	N;MASC;SG
martir	martirio	martir	martirio	N	N;MASC;SG
martir	mártires	martir	mártir	N	N;MASC;PL
menggambar	dibujar	mengambar	dibujar	V;SG;ACT	V;NFIN
menggambar	dibuja	mengambar	dibuja	V;SG;ACT	V;IND;SG;3;PRS;FIN
menggambar	dibujar	mengambar	dibujar	V;SG;ACT	V;NFIN
menggambar	dibujando	mengambar	dibujar	V;SG;ACT	V;V.MSDR
beristirahat	descansando	beristirahat	descansar	V;SG;ACT	V;V.MSDR
beristirahat	descansar	beristirahat	descansar	V;SG;ACT	V;NFIN
glass	cristal	glass	cristal	N	N;MASC;SG
glass	vidrio	glass	vidrio	N	N;MASC;SG
glass	vidrios	glass	vidrio	N	N;MASC;PL
glass	vaso	glass	vaso	N	N;MASC;SG
psikologis	psicólogo	psikologis	psicólogo	N;SG	N;MASC;SG
psikologis	psicóloga	psikologis	psicóloga	N;SG	N;FEM;SG
kromosom	cromosoma	kromosom	cromosomo	N;SG	N;MASC;SG
konsol	consolas	konsol	consola	N	N;FEM;PL
konsol	consola	konsol	consola	N	N;FEM;SG
konsol	consolas	konsol	consola	N	N;FEM;PL
sep	sep	sep	sep		
merekrut	reclutar	menrekrut	reclutar	V;SG;ACT	V;NFIN
merekrut	reclutando	menrekrut	reclutar	V;SG;ACT	V;V.MSDR
merekrut	recluta	menrekrut	reclutar	V;SG;ACT	V;IND;SG;3;PRS;FIN
merekrut	reclutar	menrekrut	reclutar	V;SG;ACT	V;NFIN
merekrut	recluta	menrekrut	reclutar	V;SG;ACT	V;IND;SG;3;PRS;FIN
angkut	transporte	angkut	transporte	N;SG;ACT	N;MASC;SG
