年	イヤー	年	イヤー	N	N
棉花	コットン	棉花	コットン	N	N
趾	爪	趾	爪	N	N
趾	つま	趾	つま	N	N
業界	業界	業界	業界	N	N
業界	産業	業界	産業	N	N
少校	少佐	少校	少佐	N	N
少校	メジャー	少校	メジャー	N	N
少校	専攻	少校	専攻	N	N
預言	予言	預言	予言	V	V
譴責	収用	譴責	収用	V	V
溫帶	温帯	溫帶	温帯	N	N
廣播	ラジオ	廣播	ラジオ	N	N
故鄉	家路	故鄉	家路	N	N
活力	ダイナミズム	活力	ダイナミズム	N	N
活力	活力	活力	活力	N	N
假名	偽名	假名	偽名	N	N
假名	仮名	假名	仮名	N	N
大氣	大気	大氣	大気	N	N
大氣	大気圏	大氣	大気圏	N	N
大氣	雰囲気	大氣	雰囲気	N	N
斑點	斑点	斑點	斑点	N	N
斑點	スポット	斑點	スポット	N	N
斑點	斑点	斑點	斑点	N	N
決鬥	決闘	決鬥	決闘	N	N
支出	費用	支出	費用	N	N
支出	経費	支出	経費	N	N
降水	沈殿	降水	沈殿	V	V
提取	吸い出し	提取	吸い出す	V	V
善意	親善	善意	親善	N	N
革新	イノベーション	革新	イノベーション	N	N
革新	イノベーション	革新	イノベーション	N	N
傍晚	夕方	傍晚	夕方	N	N
柔道	柔道	柔道	柔道	N	N
格局	パターン	格局	パターン	N	N
格局	パターン	格局	パターン	N	N
字幕	字幕	字幕	字幕	N	N
字幕	サブタイトル	字幕	サブタイトル	N	N
字幕	サブタイトル	字幕	サブタイトル	N	N
陵墓	霊廟	陵墓	霊廟	N	N
陵墓	陵墓	陵墓	陵墓	N	N
幽靈	お	幽靈	お	N	N
幽靈	幽霊	幽靈	幽霊	N	N
幽靈	ゴースト	幽靈	ゴースト	N	N
穹	ドーム	穹	ドーム	N	N
血統	系統	血統	系統	N	N
血統	血統	血統	血統	N	N
血統	系譜	血統	系譜	N	N
手工	手作り	手工	手作り	N	N
手工	手製	手工	手製	N	N
困境	苦境	困境	苦境	N	N
困境	ジレンマ	困境	ジレンマ	N	N
眼鏡	メガネ	眼鏡	メガネ	N	N
眼鏡	眼鏡	眼鏡	眼鏡	N	N
版面	レイアウト	版面	レイアウト	N	N
濃度	濃度	濃度	濃度	N	N
中性	中性	中性	中性	N	N
中性	ニュートラル	中性	ニュートラル	N	N
陪同	エスコート	陪同	エスコート	V	V
陪同	護送	陪同	護送	V	V
家屬	家族	家屬	家族	N	N
圖形	グラフ	圖形	グラフ	N	N
圖形	グラフィック	圖形	グラフィック	N	N
圖形	グラフィック	圖形	グラフィック	N	N
圖形	グラフィックス	圖形	グラフィックス	N	N
老鼠	ネズミ	老鼠	ネズミ	N	N
流派	ジャンル	流派	ジャンル	N	N
流派	ジャンル	流派	ジャンル	N	N
微笑	笑顔	微笑	笑顔	N	N
微笑	スマイル	微笑	スマイル	N	N
微笑	笑顔	微笑	笑顔	N	N
石頭	ストーン	石頭	ストーン	N	N
石頭	ロック	石頭	ロック	N	N
審議	対価	審議	対価	N	N
魔力	魔法	魔力	魔法	N	N
魔力	マジック	魔力	マジック	N	N
金字	ピラミッド	金字	ピラミッド	N	N
金字	ピラミッド	金字	ピラミッド	N	N
橙	オレンジ	橙	オレンジ	N	N
飲料	飲み物	飲料	飲み物	N	N
飲料	飲料	飲料	飲料	N	N
飲料	飲み物	飲料	飲み物	N	N
飲料	ドリンク	飲料	ドリンク	N	N
名次	ランキング	名次	ランキング	N	N
幾何	ジオメトリ	幾何	ジオメトリ	N	N
幾何	図形	幾何	図形	N	N
曲線	カーブ	曲線	カーブ	N	N
曲線	曲線	曲線	曲線	N	N
曲線	カーブ	曲線	カーブ	N	N
曲線	曲線	曲線	曲線	N	N
延遲	遅延	延遲	遅延	V	V
延遲	遅延	延遲	遅延	V	V
條紋	ストライプ	條紋	ストライプ	N	N
條紋	ストライプ	條紋	ストライプ	N	N
署名	帰属	署名	帰属	V	V
海灘	砂浜	海灘	砂浜	N	N
硬體	金物	硬體	金物	N	N
硬體	ハードウェア	硬體	ハードウェア	N	N
說服	説得	說服	説得	V	V
月光	ムーンライト	月光	ムーンライト	N	N
官邸	住居	官邸	住居	N	N
官邸	邸宅	官邸	邸宅	N	N
娃娃	人形	娃娃	人形	N	N
娃娃	人形	娃娃	人形	N	N
住戶	世帯	住戶	世帯	N	N
住戶	世帯	住戶	世帯	N	N
實習	インターン	實習	インターン	N	N
實習	インターン	實習	インターン	N	N
實習	インターン	實習	インターン	N	N
教科	教科	教科	教科	N	N
教科	教科	教科	教科	N	N
懷孕	妊娠	懷孕	妊娠	V	V
懷孕	妊娠	懷孕	妊娠	V	V
逃離	脱出	逃離	脱出	V	V
細菌	細菌	細菌	細菌	N	N
細菌	バクテリア	細菌	バクテリア	N	N
發掘	掘削	發掘	掘削	V	V
發掘	発掘	發掘	発掘	V	V
立體	ステレオ	立體	ステレオ	N	N
傾斜	傾き	傾斜	傾く	V	V
傾斜	傾ける	傾斜	傾ける	V	V
傾斜	傾き	傾斜	傾く	V	V
最愛	お気に入り	最愛	お気に入り	N	N
顧客	顧客	顧客	顧客	N	N
冕	コロナ	冕	コロナ	N	N
冕	コロナ	冕	コロナ	N	N
人質	人質	人質	人質	N	N
人質	人質	人質	人質	N	N
聚合	集計	聚合	集計	V	V
聚合	集約	聚合	集約	V	V
稀有	レア	稀有	レア	N	N
上次	最終	上次	最終	N	N
上次	ラスト	上次	ラスト	N	N
上次	最後	上次	最後	N	N
診斷	診断	診斷	診断	V	V
診斷	診断	診斷	診断	V	V
信件	手紙	信件	手紙	N	N
信件	メッセージ	信件	メッセージ	N	N
信件	手紙	信件	手紙	N	N
信件	レター	信件	レター	N	N
信件	郵便	信件	郵便	N	N
信件	メール	信件	メール	N	N
信件	メッセージ	信件	メッセージ	N	N
信件	伝言	信件	伝言	N	N
近日	最近	近日	最近	N	N
主機	ホスト	主機	ホスト	N	N
主機	ホスト	主機	ホスト	N	N
蛋白質	タンパク	蛋白質	タンパク	N	N
蛋白質	たんぱく	蛋白質	たんぱく	N	N
世俗	世俗	世俗	世俗	N	N
罷工	ストライキ	罷工	ストライキ	N	N
罷工	ストライク	罷工	ストライク	N	N
屋頂	屋上	屋頂	屋上	N	N
屋頂	屋根	屋頂	屋根	N	N
陰謀	プロット	陰謀	プロット	N	N
陰謀	陰謀	陰謀	陰謀	N	N
新星	新星	新星	新星	N	N
番	トマト	番	トマト	N	N
番	トマト	番	トマト	N	N
夏日	サマー	夏日	サマー	N	N
白天	一日	白天	一日	N	N
間	スパイ	間	スパイ	N	N
間	スパイ	間	スパイ	N	N
糧食	食べ物	糧食	食べ物	N	N
糧食	食品	糧食	食品	N	N
糧食	穀物	糧食	穀物	N	N
付費	支払う	付費	支払う	V	V
付費	支払い	付費	支払う	V	V
強迫	強制	強迫	強制		
文法	文法	文法	文法	N	N
俘虜	捕虜	俘虜	捕虜	N	N
俘虜	囚人	俘虜	囚人	N	N
歲	年数	歲	年数	N	N
護士	ナース	護士	ナース	N	N
立體	ステレオ	立體	ステレオ	N	N
海關	風習	海關	風習	N	N
假定	想定	假定	想定	V	V
假定	就任	假定	就任	V	V
假定	推定	假定	推定	V	V
裙	ドレス	裙	ドレス	N	N
裙	スカート	裙	スカート	N	N
菩薩	菩薩	菩薩	菩薩	N	N
菩薩	仏陀	菩薩	仏陀	N	N
立方	立方体	立方	立方体	N	N
立方	キューブ	立方	キューブ	N	N
爬	登る	爬	登る	V	V
捐贈	寄付	捐贈	寄付	V	V
捐贈	寄付	捐贈	寄付	V	V
捐贈	寄付	捐贈	寄付	V	V
搬遷	移転	搬遷	移転	V	V
核准	承認	核准	承認	V	V
核准	承認	核准	承認	V	V
脂	脂肪	脂	脂肪	N	N
尊敬	尊敬	尊敬	尊敬	V	V
尊敬	尊重	尊敬	尊重	V	V
十字	十字	十字	十字	N	N
十字	クロス	十字	クロス	N	N
十字	十字	十字	十字	N	N
感動	感動	感動	感動	V	V
感動	引越	感動	引越	V	V
感動	移動	感動	移動	V	V
感動	さわる	感動	さわる	V	V
單人	シングル	單人	シングル	N	N
單人	独身	單人	独身	N	N
運河	運河	運河	運河	N	N
運河	運河	運河	運河	N	N
星期	木曜日	星期	木曜日	N	N
星期	木曜	星期	木曜	N	N
大門	ゲート	大門	ゲート	N	N
空白	隙間	空白	隙間	N	N
空白	ギャップ	空白	ギャップ	N	N
空白	ブランク	空白	ブランク	N	N
紀念	追悼	紀念	追悼	V	V
人道	人類	人道	人類	N	N
驗證	検証	驗證	検証	V	V
驗證	検証	驗證	検証	V	V
驗證	検証	驗證	検証	V	V
驗證	検証	驗證	検証	V	V
爐	コンロ	爐	コンロ	N	N
爐	ストーブ	爐	ストーブ	N	N
爐	オーブン	爐	オーブン	N	N
票價	料金	票價	料金	N	N
票價	運賃	票價	運賃	N	N
銷售	販売	銷售	販売	V	V
境外	オフショア	境外	オフショア	N	N
鰈	ヒラメ	鰈	ヒラメ	N	N
水塘	貯水池	水塘	貯水池	N	N
音響	ステレオ	音響	ステレオ	N	N
馬拉松	マラソン	馬拉松	マラソン	N	N
專欄	カラム	專欄	カラム	N	N
清洗	粛清	清洗	粛清	V	V
清洗	清掃	清洗	清掃	V	V
清洗	掃除	清洗	掃除	V	V
太空	宇宙船	太空	宇宙船	N	N
控告	公訴	控告	公訴	V	V
罰	ペナルティ	罰	ペナルティ	N	N
個案	ケース	個案	ケース	N	N
官僚	官僚	官僚	官僚	N	N
暑假	サマー	暑假	サマー	N	N
鞏固	統合	鞏固	統合	V	V
燃油	燃料	燃油	燃料	N	N
降水	沈殿	降水	沈殿	V	V
胃	お	胃	お	N	N
姑娘	ガール	姑娘	ガール	N	N
姑娘	少女	姑娘	少女	N	N
姑娘	女	姑娘	女	N	N
雨量	降雨	雨量	降雨	N	N
雨量	降雨	雨量	降雨	N	N
模組	モジュール	模組	モジュール	N	N
洞穴	洞窟	洞穴	洞窟	N	N
洞穴	洞窟	洞穴	洞窟	N	N
游泳	プール	游泳	プール	N	N
權威	権威	權威	権威	N	N
權威	権限	權威	権限	N	N
權威	職権	權威	職権	N	N
樣本	サンプリング	樣本	サンプリング	N	N
樣本	サンプル	樣本	サンプル	N	N
樣本	標本	樣本	標本	N	N
樣本	見本	樣本	見本	N	N
樣本	サンプル	樣本	サンプル	N	N
住房	住居	住房	住居	N	N
住房	住宅	住房	住宅	N	N
接納	入場	接納	入場	V	V
接納	入学	接納	入学	V	V
旗艦	旗艦	旗艦	旗艦	N	N
惡意	悪意	惡意	悪意	N	N
惡意	悪意	惡意	悪意	N	N
發放	発令	發放	発令	V	V
發放	交付	發放	交付	V	V
渠道	チャネル	渠道	チャネル	N	N
渠道	チャンネル	渠道	チャンネル	N	N
旅館	ホテル	旅館	ホテル	N	N
旅館	ホテル	旅館	ホテル	N	N
動物	動物園	動物	動物園	N	N
動物	動物園	動物	動物園	N	N
本質	エッセンス	本質	エッセンス	N	N
本質	本質	本質	本質	N	N
扭曲	ツイスト	扭曲	ツイスト	N	N
扭曲	ツイスト	扭曲	ツイスト	N	N
村	村落	村	村落	N	N
村	村落	村	村落	N	N
村	ヴィレッジ	村	ヴィレッジ	N	N
週六	土曜日	週六	土曜日	N	N
節日	フェスティバル	節日	フェスティバル	N	N
節日	祭事	節日	祭事	N	N
節日	祭り	節日	祭り	N	N
節日	お	節日	お	N	N
節日	祭事	節日	祭事	N	N
節日	祭り	節日	祭り	N	N
節日	祝日	節日	祝日	N	N
節日	休日	節日	休日	N	N
節日	祝日	節日	祝日	N	N
節日	休日	節日	休日	N	N
地層	地層	地層	地層	N	N
地層	地層	地層	地層	N	N
停泊	停泊	停泊	停泊	V	V
瓷	磁器	瓷	磁器	N	N
禮物	ギフト	禮物	ギフト	N	N
禮物	贈り物	禮物	贈り物	N	N
禮物	ギフト	禮物	ギフト	N	N
禮物	贈り物	禮物	贈り物	N	N
虐待	虐待	虐待	虐待	V	V
工藝	工芸	工藝	工芸	N	N
工藝	クラフト	工藝	クラフト	N	N
工藝	工芸	工藝	工芸	N	N
描繪	描写	描繪	描写	V	V
描繪	描写	描繪	描写	V	V
聊	雑談	聊	雑談	V	V
商用	コマーシャル	商用	コマーシャル	N	N
商用	商業	商用	商業	N	N
先驅	パイオニア	先驅	パイオニア	N	N
先知	神託	先知	神託	N	N
撤離	避難	撤離	避難	V	V
撤離	避難	撤離	避難	V	V
產物	製品	產物	製品	N	N
產物	プロダクト	產物	プロダクト	N	N
法學	法学	法學	法学	N	N
美容	美容	美容	美容	N	N
年表	沿革	年表	沿革	N	N
年表	年表	年表	年表	N	N
配件	アクセサリ	配件	アクセサリ	N	N
配件	アクセサリー	配件	アクセサリー	N	N
配件	アクセサリー	配件	アクセサリー	N	N
寒冷	冷たい	寒冷	冷たい	ADJ	ADJ
寒冷	寒い	寒冷	寒い	ADJ	ADJ
靴	ブーツ	靴	ブーツ	N	N
靴	ブーツ	靴	ブーツ	N	N
手冊	ハンドブック	手冊	ハンドブック	N	N
手冊	マニュアル	手冊	マニュアル	N	N
手冊	手動	手冊	手動	N	N
手冊	マニュアル	手冊	マニュアル	N	N
整數	整数	整數	整数	N	N
妖精	ゴブリン	妖精	ゴブリン	N	N
妖精	ゴブリン	妖精	ゴブリン	N	N
修士	修道士	修士	修道士	N	N
表決	投票	表決	投票	V	V
表決	投票	表決	投票	V	V
濫用	誤用	濫用	誤用	N	N
濫用	誤用	濫用	誤用	N	N
汁	ジュース	汁	ジュース	N	N
小吃	スナック	小吃	スナック	N	N
小吃	スナック	小吃	スナック	N	N
地理	地理	地理	地理	N	N
演變	進化	演變	進化	V	V
航程	航海	航程	航海	N	N
夾	クリップ	夾	クリップ	N	N
階層	地層	階層	地層	N	N
貨車	トラック	貨車	トラック	N	N
熱情	熱意	熱情	熱意	N	N
熱情	情熱	熱情	情熱	N	N
熱情	受難	熱情	受難	N	N
天天	日常	天天	日常	N	N
天天	毎日	天天	毎日	N	N
噪音	ノイズ	噪音	ノイズ	N	N
噪音	騒音	噪音	騒音	N	N
星期	水曜	星期	水曜	N	N
星期	水曜日	星期	水曜日	N	N
尿	小便	尿	小便	N	N
電源	権力	電源	権力	N	N
電源	パワー	電源	パワー	N	N
學員	研修	學員	研修	N	N
矮星	小人	矮星	小人	N	N
構想	概念	構想	概念	N	N
構想	コンセプト	構想	コンセプト	N	N
支柱	バックボーン	支柱	バックボーン	N	N
帳戶	口座	帳戶	口座	N	N
帳戶	アカウント	帳戶	アカウント	N	N
公國	公国	公國	公国	N	N
公國	公国	公國	公国	N	N
曲棍	ホッケー	曲棍	ホッケー	N	N
曲棍	アイス	曲棍	アイス	N	N
靈感	インス	靈感	インス	N	N
靈感	インス	靈感	インス	N	N
財政	国庫	財政	国庫	N	N
買賣	取引	買賣	取引	V	V
改正	修正	改正	修正	V	V
改正	補正	改正	補正	V	V
改正	訂正	改正	訂正	V	V
手稿	写本	手稿	写本	N	N
手稿	原稿	手稿	原稿	N	N
手稿	写本	手稿	写本	N	N
精密	精度	精密	精度	N	N
輕鬆	易しい	輕鬆	易しい	ADJ	ADJ
輕鬆	やさしい	輕鬆	やさしい	ADJ	ADJ
輕鬆	簡単	輕鬆	簡単	ADJ	ADJ
友情	友情	友情	友情	N	N
友情	友情	友情	友情	N	N
引述	引用	引述	引用	V	V
繼承	相続	繼承	相続	V	V
導航	ナビゲート	導航	ナビゲート	N	N
導航	ナビゲータ	導航	ナビゲータ	N	N
導航	航法	導航	航法	N	N
導航	ナビゲーション	導航	ナビゲーション	N	N
導航	ナビゲーション	導航	ナビゲーション	N	N
導航	ナビゲート	導航	ナビゲート	N	N
退化	変性	退化	変性	N	N
退化	退廃	退化	退廃	N	N
季度	四半期	季度	四半期	N	N
季度	クォーター	季度	クォーター	N	N
季度	四半期	季度	四半期	N	N
周日	日曜日	周日	日曜日	N	N
雙	二	雙	二	NUM	NUM
捕捉	キャプチャー	捕捉	キャプチャー	V	V
捕捉	キャプチャ	捕捉	キャプチャ	V	V
捕捉	攻略	捕捉	攻略	V	V
捕捉	キャプチャ	捕捉	キャプチャ	V	V
偶爾	たま	偶爾	たま	ADV	ADV
選項	オプション	選項	オプション	N	N
選項	オプション	選項	オプション	N	N
部族	部族	部族	部族	N	N
折扣	割引	折扣	割引	N	N
折扣	ディスカウント	折扣	ディスカウント	N	N
折扣	割引	折扣	割引	N	N
折扣	ディスカウント	折扣	ディスカウント	N	N
氣氛	大気	氣氛	大気	N	N
氣氛	大気圏	氣氛	大気圏	N	N
氣氛	雰囲気	氣氛	雰囲気	N	N
糧	穀物	糧	穀物	N	N
反派	悪役	反派	悪役	N	N
姿態	ジェスチャー	姿態	ジェスチャー	N	N
姿態	姿勢	姿態	姿勢	N	N
渡輪	フェリー	渡輪	フェリー	N	N
渡輪	フェリー	渡輪	フェリー	N	N
財富	フォーチュン	財富	フォーチュン	N	N
轉化	変換	轉化	変換	V	V
分泌	分泌	分泌	分泌	N	N
蕉	バナナ	蕉	バナナ	N	N
存取	アクセス	存取	アクセス	V	V
存取	アクセス	存取	アクセス	V	V
初級	ジュニア	初級	ジュニア	N	N
初級	メイン	初級	メイン	N	N
初級	プライマリ	初級	プライマリ	N	N
香蕉	バナナ	香蕉	バナナ	N	N
香蕉	バナナ	香蕉	バナナ	N	N
迷宮	迷宮	迷宮	迷宮	N	N
迷宮	迷路	迷宮	迷路	N	N
度量	メートル	度量	メートル	N	N
州	知事	州	知事	N	N
省略	省略	省略	省略	V	V
省略	省略	省略	省略	V	V
省略	省略	省略	省略	V	V
振興	リバイバル	振興	リバイバル	N	N
氦	ヘリウム	氦	ヘリウム	N	N
畜牧	家畜	畜牧	家畜	N	N
鯨魚	クジラ	鯨魚	クジラ	N	N
鯨魚	クジラ	鯨魚	クジラ	N	N
告白	懺悔	告白	懺悔	V	V
告白	自白	告白	自白	V	V
告白	告白	告白	告白	V	V
海事	マリン	海事	マリン	N	N
海事	海事	海事	海事	N	N
結尾	エンド	結尾	エンド	N	N
結尾	エンディング	結尾	エンディング	N	N
胸部	乳房	胸部	乳房	N	N
胸部	母乳	胸部	母乳	N	N
精神	精神病	精神	精神病	N	N
左側	左側	左側	左側	N	N
業	オーナー	業	オーナー	N	N
業	所有者	業	所有者	N	N
業	オーナー	業	オーナー	N	N
業	所有者	業	所有者	N	N
業	地主	業	地主	N	N
業	家主	業	家主	N	N
纖維	繊維	纖維	繊維	N	N
纖維	繊維	纖維	繊維	N	N
纖維	布地	纖維	布地	N	N
纖維	生地	纖維	生地	N	N
纖維	織物	纖維	織物	N	N
纖維	繊維	纖維	繊維	N	N
矩陣	行列	矩陣	行列	N	N
攝影	カメラマン	攝影	カメラマン	N	N
攝影	カメラマン	攝影	カメラマン	N	N
挑選	選考	挑選	選考	V	V
挑選	選択	挑選	選択	V	V
學歷	教育	學歷	教育	N	N
學歷	学歴	學歷	学歴	N	N
座	座標	座	座標	N	N
急性	急性	急性	急性	N	N
扭	ツイスト	扭	ツイスト	N	N
繩	ロープ	繩	ロープ	N	N
特技	スタント	特技	スタント	N	N
特技	アクロバット	特技	アクロバット	N	N
特技	曲	特技	曲	N	N
特技	スタント	特技	スタント	N	N
睡眠	睡眠	睡眠	睡眠	N	N
睡眠	スリープ	睡眠	スリープ	N	N
效忠	忠誠	效忠	忠誠	V	V
採購	購買	採購	購買	N	N
懲罰	ペナルティ	懲罰	ペナルティ	N	N
離職	別居	離職	別居	V	V
離職	分離	離職	分離	V	V
光線	ライト	光線	ライト	N	N
信用	クレジット	信用	クレジット	N	N
信用	クレジット	信用	クレジット	N	N
信用	謝	信用	謝	N	N
裁撤	廃止	裁撤	廃止	V	V
詞典	辞書	詞典	辞書	N	N
詞典	辞書	詞典	辞書	N	N
自由	リベラル	自由	リベラル	N	N
自由	自由主義	自由	自由主義	N	N
缺點	欠点	缺點	欠点	N	N
缺點	短所	缺點	短所	N	N
禮儀	礼	禮儀	礼	N	N
禮儀	マナー	禮儀	マナー	N	N
禮儀	マナー	禮儀	マナー	N	N
土司	トースト	土司	トースト	N	N
農村	田舎	農村	田舎	N	N
報復	報復	報復	報復	V	V
報復	復讐	報復	復讐	V	V
頂點	頂点	頂點	頂点	N	N
途徑	経路	途徑	経路	N	N
途徑	小道	途徑	小道	N	N
已婚	既婚	已婚	既婚	N	N
交替	交代	交替	交代	V	V
魔神	魔法	魔神	魔法	N	N
魔神	マジック	魔神	マジック	N	N
交出	降伏	交出	降伏	V	V
獲取	ゲット	獲取	ゲット	V	V
演習	演習	演習	演習	N	N
演習	エクササイズ	演習	エクササイズ	N	N
演習	ドリル	演習	ドリル	N	N
攝氏	摂氏	攝氏	摂氏	N	N
匹配	一致	匹配	一致	V	V
匹配	一致	匹配	一致	V	V
損害	被害	損害	被害	N	N
損害	ダメージ	損害	ダメージ	N	N
損害	損害	損害	損害	N	N
斷層	断層	斷層	断層	N	N
斷層	フォルト	斷層	フォルト	N	N
力士	ルクス	力士	ルクス	N	N
出境	終了	出境	終了	V	V
出境	出発	出境	出発	V	V
郊區	郊外	郊區	郊外	N	N
郊區	郊外	郊區	郊外	N	N
郊區	郊外	郊區	郊外	N	N
郊區	郊外	郊區	郊外	N	N
願望	欲望	願望	欲望	N	N
願望	願い	願望	願い	N	N
貧窮	貧困	貧窮	貧困	N	N
光滑	スムース	光滑	スムース	N	N
光滑	光沢	光滑	光沢	N	N
君子	ジェントルマン	君子	ジェントルマン	N	N
詞語	言葉	詞語	言葉	N	N
詞語	単語	詞語	単語	N	N
生物	生物	生物	生物	N	N
債務	債務	債務	債務	N	N
陣線	フロント	陣線	フロント	N	N
陣線	表側	陣線	表側	N	N
陣線	前面	陣線	前面	N	N
分化	分ける	分化	分ける	V	V
分化	割る	分化	割る	V	V
氨基	アミノ酸	氨基	アミノ酸	N	N
週日	日曜日	週日	日曜日	N	N
跆	テコンドー	跆	テコンドー	N	N
跆	キックボクシング	跆	キックボクシング	N	N
題目	話題	題目	話題	N	N
題目	トピック	題目	トピック	N	N
題目	トピック	題目	トピック	N	N
評分	評価	評分	評価	V	V
評分	評価	評分	評価	V	V
評分	評価	評分	評価	V	V
附件	差	附件	差	N	N
附件	愛着	附件	愛着	N	N
泡沫	バブル	泡沫	バブル	N	N
狀元	学者	狀元	学者	N	N
倉庫	倉庫	倉庫	倉庫	N	N
埋葬	埋葬	埋葬	埋葬	V	V
埋葬	埋める	埋葬	埋める	V	V
埋葬	埋葬	埋葬	埋葬	V	V
衫	シャツ	衫	シャツ	N	N
塵	ダスト	塵	ダスト	N	N
塵	砂塵	塵	砂塵	N	N
相撞	衝突	相撞	衝突	V	V
繞道	回り	繞道	回り	N	N
住院	入院	住院	入院	V	V
自願	任意	自願	任意	N	N
輸	失う	輸	失う	V	V
方形	正方	方形	正方	N	N
方形	広場	方形	広場	N	N
祝	祝福	祝	祝福	V	V
祝	恵み	祝	恵む	V	V
祝	祝福	祝	祝福	V	V
祝	祝福	祝	祝福	V	V
陷阱	トラップ	陷阱	トラップ	N	N
陷阱	トラップ	陷阱	トラップ	N	N
倒數	カウント	倒數	カウント	N	N
遺傳	遺伝	遺傳	遺伝	N	N
雨水	雨水	雨水	雨水	N	N
干預	干渉	干預	干渉	V	V
崩潰	崩壊	崩潰	崩壊	V	V
手球	ハンド	手球	ハンド	N	N
車票	切符	車票	切符	N	N
車票	チケット	車票	チケット	N	N
車票	切符	車票	切符	N	N
車票	チケット	車票	チケット	N	N
射箭	弓術	射箭	弓術	N	N
射箭	アーチェリー	射箭	アーチェリー	N	N
糖尿	糖尿病	糖尿	糖尿病	N	N
訂購	注文	訂購	注文	V	V
鋁	アルミニウム	鋁	アルミニウム	N	N
鋁	アルミ	鋁	アルミ	N	N
鋁	アルミニウム	鋁	アルミニウム	N	N
師傅	マスター	師傅	マスター	N	N
變數	変数	變數	変数	N	N
變數	可変	變數	可変	N	N
變數	変数	變數	変数	N	N
切割	裁断	切割	裁断	V	V
切割	切り取り	切割	切り取り	V	V
語文	言語	語文	言語	N	N
語文	言語	語文	言語	N	N
鯉魚	コイ	鯉魚	コイ	N	N
老大	ボス	老大	ボス	N	N
解答	回答	解答	回答	V	V
會場	会場	會場	会場	N	N
衰變	崩壊	衰變	崩壊	V	V
衰變	減衰	衰變	減衰	V	V
塑膠	プラスチック	塑膠	プラスチック	N	N
塑膠	ビニール	塑膠	ビニール	N	N
塑膠	プラスチック	塑膠	プラスチック	N	N
塑膠	プラスティック	塑膠	プラスティック	N	N
排斥	除外	排斥	除外	V	V
連鎖	チェーン	連鎖	チェーン	N	N
企鵝	ペンギン	企鵝	ペンギン	N	N
企鵝	ペンギン	企鵝	ペンギン	N	N
沙灘	砂浜	沙灘	砂浜	N	N
騎師	騎手	騎師	騎手	N	N
懸	絞首刑	懸	絞首刑	N	N
頒布	公布	頒布	公布	V	V
頒布	公布	頒布	公布	V	V
頒布	制定	頒布	制定	V	V
浪潮	波動	浪潮	波動	N	N
浪潮	ウェーブ	浪潮	ウェーブ	N	N
盈利	営利	盈利	営利	N	N
盈利	利益	盈利	利益	N	N
過渡	転移	過渡	転移	V	V
表揚	賞賛	表揚	賞賛	V	V
表揚	賛美	表揚	賛美	V	V
降級	降格	降級	降格	V	V
降級	降格	降級	降格	V	V
網際	インターネット	網際	インターネット	N	N
戶外	アウトドア	戶外	アウトドア	N	N
戶外	屋外	戶外	屋外	N	N
戶外	アウトドア	戶外	アウトドア	N	N
戶外	屋外	戶外	屋外	N	N
文	ディプロマ	文	ディプロマ	N	N
氨基酸	アミノ酸	氨基酸	アミノ酸	N	N
脊椎	脊柱	脊椎	脊柱	N	N
脊椎	背骨	脊椎	背骨	N	N
脊椎	脊椎	脊椎	脊椎	N	N
空缺	欠員	空缺	欠員	N	N
空缺	モーテル	空缺	モーテル	N	N
巡邏	斥候	巡邏	斥候	N	N
巡邏	パトロール	巡邏	パトロール	N	N
睡	眠る	睡	眠る	V	V
溴	臭	溴	臭	N	N
蛋糕	ケーキ	蛋糕	ケーキ	N	N
蛋糕	ケーキ	蛋糕	ケーキ	N	N
流出	流出	流出	流出	V	V
過期	失効	過期	失効	V	V
恐慌	パニック	恐慌	パニック	N	N
前輩	長老	前輩	長老	N	N
海	津波	海	津波	N	N
海	津波	海	津波	N	N
旋風	オゾン	旋風	オゾン	N	N
旋風	旋風	旋風	旋風	N	N
殘疾	障害	殘疾	障害	N	N
推定	推定	推定	推定	V	V
推定	推定	推定	推定	V	V
自傳	自伝	自傳	自伝	N	N
自傳	伝記	自傳	伝記	N	N
病患	患者	病患	患者	N	N
病患	患者	病患	患者	N	N
漁業	漁業	漁業	漁業	N	N
漁業	漁業	漁業	漁業	N	N
漁業	釣り	漁業	釣り	N	N
漁業	魚釣り	漁業	魚釣り	N	N
硼	ホウ素	硼	ホウ素	N	N
撥款	割り当て	撥款	割り当てる	V	V
炭	木炭	炭	木炭	N	N
炭	炭素	炭	炭素	N	N
特效	エフェクト	特效	エフェクト	N	N
特效	効果	特效	効果	N	N
特效	エフェクト	特效	エフェクト	N	N
特效	効果	特效	効果	N	N
步驟	ステップ	步驟	ステップ	N	N
步驟	歩数	步驟	歩数	N	N
步驟	手順	步驟	手順	N	N
步驟	ステップ	步驟	ステップ	N	N
大洲	大陸	大洲	大陸	N	N
大洲	大陸	大洲	大陸	N	N
救助	残存	救助	残存	V	V
縮小	縮小	縮小	縮小	V	V
衡量	測定	衡量	測定	V	V
衡量	測定	衡量	測定	V	V
衡量	計測	衡量	計測	V	V
衡量	測定	衡量	測定	V	V
內陸	内陸	內陸	内陸	N	N
電路	サーキット	電路	サーキット	N	N
電路	回路	電路	回路	N	N
墓園	墓地	墓園	墓地	N	N
間	音程	間	音程	N	N
間	間隔	間	間隔	N	N
間	間隔	間	間隔	N	N
間	音程	間	音程	N	N
間	インターバル	間	インターバル	N	N
