got	got	got	got	N;MASC+FEM;SG	N;NOM;MASC;SG
beveiliging	varovanje	beveiliging	varovanje	N;MASC+FEM;SG	N;NOM;NEUT;SG
arsenal	arsenal	arsenal	arsenati	N;NEUT;SG	N;NOM;MASC;SG
olympique	olympique	olympique	olympique	N;MASC+FEM;SG	N;NOM;MASC;SG
strategie	strategijo	strategie	strategija	N;MASC+FEM;SG	N;ACC;FEM;SG
strategie	strategija	strategie	strategija	N;MASC+FEM;SG	N;NOM;FEM;SG
gemenebest	commonwealtha	gemenebest	commonwealth	N;NEUT;SG	N;ACC;MASC;SG
slaagt	uspe	slagen	uspeti	V;SG;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
temperaturen	temperature	temperatuur	temperatura	N;PL	N;NOM;FEM;PL
moed	pogum	moed	pogum	N;MASC+FEM;SG	N;NOM;MASC;SG
moed	pogum	moed	pogum	N;MASC+FEM;SG	N;NOM;MASC;SG
moed	pogum	moed	pogum	N;MASC+FEM;SG	N;NOM;MASC;SG
kikkers	žabe	kikker	žaba	N;PL	N;NOM;FEM;PL
kikkers	žab	kikker	žab	N;PL	N;GEN;FEM;PL
benny	benny	benny	benny	N;MASC+FEM;SG	N;NOM;MASC;SG
rat	rat	rat	rat	N;MASC+FEM;SG	N;NOM;MASC;SG
wekelijks	tedenska	wekelijks	tedenski	ADJ	ADJ;NOM;FEM;SG
wekelijks	tedenski	wekelijks	tedenski	ADJ	ADJ;NOM;MASC;SG
feestdag	dopust	feestdag	dopust	N;MASC+FEM;SG	N;NOM;MASC;SG
feestdag	praznik	feestdag	praznik	N;MASC+FEM;SG	N;NOM;MASC;SG
elektronen	elektroni	elektroon	elektron	N;PL	N;NOM;MASC;PL
gaston	gaston	gaston	gaston	N;MASC+FEM;SG	N;NOM;MASC;SG
democratisch	demokratične	democratisch	demokratičen	ADJ	ADJ;NOM;FEM;PL
democratisch	demokratični	democratisch	demokratičen	ADJ	ADJ;NOM;MASC;SG
democratisch	demokratična	democratisch	demokratičen	ADJ	ADJ;NOM;FEM;SG
versailles	versailles	versaille	versailles	N;NEUT;SG	N;NOM;MASC;SG
dichters	pesniki	dichter	pesnik	N;PL	N;NOM;MASC;PL
cole	cola	cole	cola	N;MASC+FEM;SG	N;NOM;MASC;SG
matrix	matrico	matrix	matrica	N;MASC+FEM;SG	N;ACC;FEM;SG
matrix	matrica	matrix	matrica	N;MASC+FEM;SG	N;NOM;FEM;SG
matrix	matrika	matrix	matrik	N;MASC+FEM;SG	N;NOM;FEM;SG
vriendelijk	prijateljski	vriendelijk	prijateljski	ADJ	ADJ;NOM;MASC;SG
vriendelijk	prijazen	vriendelijk	prijazen	ADJ	ADJ;NOM;INDF;MASC;SG
vriendelijk	prijateljska	vriendelijk	prijateljski	ADJ	ADJ;NOM;FEM;SG
vriendelijk	prijazno	vriendelijk	prijazen	ADJ	ADJ;NOM;NEUT;SG
vriendelijk	prijazni	vriendelijk	prijazen	ADJ	ADJ;NOM;MASC;PL
jessica	jessico	jessica	jessica	N;MASC+FEM;SG	N;ACC;FEM;SG
jessica	jessica	jessica	jessica	N;MASC+FEM;SG	N;NOM;FEM;SG
literair	literarni	literair	literaren	ADJ	ADJ;NOM;MASC;SG
prestigieuze	prestižno	prestigieus	prestižen	ADJ	ADJ;NOM;NEUT;SG
verhoging	povečanje	verhoging	povečanje	N;MASC+FEM;SG	N;NOM;NEUT;SG
verhoging	zvišanje	verhoging	zvišanje	N;MASC+FEM;SG	N;NOM;NEUT;SG
verhoging	povišanje	verhoging	povišanje	N;MASC+FEM;SG	N;NOM;NEUT;SG
verhoging	povečanje	verhoging	povečanje	N;MASC+FEM;SG	N;NOM;NEUT;SG
verhoging	povečevanje	verhoging	povečevanje	N;MASC+FEM;SG	N;NOM;NEUT;SG
vicente	vicente	vicent	vicent	N;MASC+FEM;SG	N;NOM;MASC;SG
erfenis	dediščina	erfenis	dediščina	N;MASC+FEM;SG	N;NOM;FEM;SG
erfenis	dediščino	erfenis	dediščina	N;MASC+FEM;SG	N;ACC;FEM;SG
erfenis	dediščina	erfenis	dediščina	N;MASC+FEM;SG	N;NOM;FEM;SG
erfenis	nasledstvo	erfenis	nasledstvo	N;MASC+FEM;SG	N;NOM;NEUT;SG
erfenis	zapuščino	erfenis	zapuščina	N;MASC+FEM;SG	N;ACC;FEM;SG
erfenis	zapuščina	erfenis	zapuščina	N;MASC+FEM;SG	N;NOM;FEM;SG
erfenis	dediščina	erfenis	dediščina	N;MASC+FEM;SG	N;NOM;FEM;SG
erfenis	nasledstvo	erfenis	nasledstvo	N;MASC+FEM;SG	N;NOM;NEUT;SG
erfenis	dediščino	erfenis	dediščina	N;MASC+FEM;SG	N;ACC;FEM;SG
accent	naglas	accent	naglas	N;NEUT;SG	N;NOM;MASC;SG
accent	naglas	accent	naglas	N;NEUT;SG	N;NOM;MASC;SG
opmerkelijke	opaznih	opmerkelijk	opazen	ADJ	ADJ;GEN;MASC;PL
samantha	samantha	samantha	samanth	N;MASC+FEM;SG	N;NOM;FEM;SG
samantha	samantho	samantha	samantho	N;MASC+FEM;SG	N;NOM;FEM;SG
syrische	sirski	syrisch	sirski	ADJ	ADJ;NOM;MASC;SG
moordenaar	ubijalec	moordenaar	ubijalec	N;MASC+FEM;SG	N;NOM;MASC;SG
moordenaar	morilka	moordenaar	morilka	N;MASC+FEM;SG	N;NOM;FEM;SG
moordenaar	morilec	moordenaar	morilec	N;MASC+FEM;SG	N;NOM;MASC;SG
moordenaar	ubijalec	moordenaar	ubijalec	N;MASC+FEM;SG	N;NOM;MASC;SG
moordenaar	morilec	moordenaar	morilec	N;MASC+FEM;SG	N;NOM;MASC;SG
moordenaar	morilec	moordenaar	morilec	N;MASC+FEM;SG	N;NOM;MASC;SG
types	tipi	type	tip	N;PL	N;NOM;MASC;PL
types	vrste	type	vrsta	N;PL	N;NOM;FEM;PL
juventus	juventus	juventus	juventus	N;MASC+FEM;SG	N;NOM;MASC;SG
fotografie	fotografiranje	fotografie	fotografiranje	N;MASC+FEM;SG	N;NOM;NEUT;SG
fotografie	photography	fotografie	photography	N;MASC+FEM;SG	N;NOM;MASC;SG
fotografie	fotografijo	fotografie	fotografija	N;MASC+FEM;SG	N;ACC;FEM;SG
fotografie	fotografija	fotografie	fotografija	N;MASC+FEM;SG	N;NOM;FEM;SG
versterking	krepitev	versterking	krepitev	N;MASC+FEM;SG	N;NOM;FEM;SG
versterking	okrepitev	versterking	okrepitev	N;MASC+FEM;SG	N;NOM;FEM;SG
versterking	okrepitev	versterking	okrepitev	N;MASC+FEM;SG	N;NOM;FEM;SG
focus	osredotočanje	focus	osredotočanje	N;MASC+FEM;SG	N;NOM;NEUT;SG
focus	osredotočenost	focus	osredotočenost	N;MASC+FEM;SG	N;NOM;FEM;SG
antarctica	antarktiko	antarctica	antarktika	N;NEUT;SG	N;ACC;FEM;SG
antarctica	antarktiki	antarctica	antarktika	N;NEUT;SG	N;DAT;FEM;SG
atol	atol	atol	atol	N;NEUT;SG	N;NOM;MASC;SG
flexibele	prožni	flexibel	prožen	ADJ	ADJ;NOM;MASC;PL
flexibele	prilagodljiv	flexibel	prilagodljiv	ADJ	ADJ;NOM;INDF;MASC;SG
flexibele	prožna	flexibel	prožen	ADJ	ADJ;NOM;FEM;SG
flexibele	prožen	flexibel	prožen	ADJ	ADJ;NOM;INDF;MASC;SG
flexibele	prilagodljivo	flexibel	prilagodljiv	ADJ	ADJ;NOM;NEUT;SG
alabama	alabama	alabama	alaba	N;NEUT;SG	N;NOM;FEM;SG
zwemster	plavalec	zwemster	plavalec	N;MASC+FEM;SG	N;NOM;MASC;SG
zwemster	reševalec	zwemster	reševalec	N;MASC+FEM;SG	N;NOM;MASC;SG
goedkeuring	odobritev	goedkeuring	odobritev	N;MASC+FEM;SG	N;NOM;FEM;SG
sprekers	govorniki	spreker	govornik	N;PL	N;NOM;MASC;PL
sprekers	zvočnike	spreker	zvočnik	N;PL	N;ACC;MASC;PL
sprekers	govorcev	spreker	govorec	N;PL	N;GEN;MASC;PL
aanvraag	zahtevek	aanvraag	zahtevek	N;MASC+FEM;SG	N;NOM;MASC;SG
aanvraag	vloga	aanvraag	vloga	N;MASC+FEM;SG	N;NOM;FEM;SG
aanvraag	prošnja	aanvraag	prošnja	N;MASC+FEM;SG	N;NOM;FEM;SG
aanvraag	zahtevek	aanvraag	zahtevek	N;MASC+FEM;SG	N;NOM;MASC;SG
ziekten	bolezni	ziekte	bolezen	N;PL	N;NOM;FEM;PL
zussen	sestre	zussen	sestra	N;PL	N;NOM;FEM;PL
ontvanger	prejemnik	ontvanger	prejemnik	N;MASC+FEM;SG	N;NOM;MASC;SG
ontvanger	prejemnik	ontvanger	prejemnik	N;MASC+FEM;SG	N;NOM;MASC;SG
ontvanger	sprejemnik	ontvanger	sprejemnik	N;MASC+FEM;SG	N;NOM;MASC;SG
hoeken	vogalih	hoek	vogal	N;PL	N;ESS;MASC;PL
hoeken	kote	hoek	kota	N;PL	N;ACC;MASC;PL
hoeken	koti	hoek	kot	N;PL	N;NOM;MASC;PL
kentucky	kentucky	kentucky	kentucky	N;NEUT;SG	N;NOM;MASC;SG
volvo	volvo	volvo	volva	N;MASC+FEM;SG	N;NOM;MASC;SG
schulden	dolgove	schuld	dolg	N;PL	N;ACC;MASC;PL
schulden	dolgovi	schuld	dolg	N;PL	N;NOM;MASC;PL
schulden	obveznosti	schuld	obveznost	N;PL	N;NOM;FEM;PL
planet	planet	planet	planet	N;MASC+FEM;SG	N;NOM;MASC;SG
planet	planeta	planet	planet	N;MASC+FEM;SG	N;NOM;MASC;SG
trompetten	trobente	trompet	trobent	N;PL	N;NOM;FEM;PL
dagboek	journal	dagboek	journati	N;NEUT;SG	N;NOM;MASC;SG
dagboek	dnevnik	dagboek	dnevnik	N;NEUT;SG	N;NOM;MASC;SG
dagboek	dnevnik	dagboek	dnevnik	N;NEUT;SG	N;NOM;MASC;SG
zwembad	bazen	zwembad	bazen	N;NEUT;SG	N;NOM;MASC;SG
zwembad	biljard	zwembad	biljard	N;NEUT;SG	N;NOM;MASC;SG
overheden	vladam	overheid	vlada	N;PL	N;DAT;FEM;PL
overheden	vlade	overheid	vlada	N;PL	N;NOM;FEM;PL
organisator	organizator	organisator	organizator	N;MASC+FEM;SG	N;NOM;MASC;SG
organisator	gostitelja	organisator	gostitelj	N;MASC+FEM;SG	N;ANIM;ACC;MASC;SG
organisator	gostitelj	organisator	gostitelj	N;MASC+FEM;SG	N;NOM;MASC;SG
organisator	organizator	organisator	organizator	N;MASC+FEM;SG	N;NOM;MASC;SG
verblijfplaats	prebivanje	verblijfplaats	prebivanje	N;MASC+FEM;SG	N;NOM;NEUT;SG
verblijfplaats	bivališče	verblijfplaats	bivališče	N;MASC+FEM;SG	N;NOM;NEUT;SG
verblijfplaats	bivanje	verblijfplaats	bivanje	N;MASC+FEM;SG	N;NOM;NEUT;SG
verblijfplaats	rezidenca	verblijfplaats	rezidenca	N;MASC+FEM;SG	N;NOM;FEM;SG
verblijfplaats	prebivališče	verblijfplaats	prebivališče	N;MASC+FEM;SG	N;NOM;NEUT;SG
forel	postrv	forel	postrv	N;MASC+FEM;SG	N;NOM;MASC;SG
miranda	miranda	miranda	miranda	N;MASC+FEM;SG	N;NOM;FEM;SG
synagoge	sinagogi	synagoge	sinagog	N;MASC+FEM;SG	N;NOM;FEM;SG
verdedigde	branil	verdedigen	braniti	V;SG;PST;FIN	V;IPFV;MASC;SG;V.PTCP
volkslied	himna	volkslied	himen	N;NEUT;SG	N;NOM;FEM;SG
volkslied	himno	volkslied	himna	N;NEUT;SG	N;ACC;FEM;SG
dominee	vikar	dominee	vikar	N;MASC+FEM;SG	N;NOM;MASC;SG
dominee	župnik	dominee	župnik	N;MASC+FEM;SG	N;NOM;MASC;SG
dominee	pastor	dominee	pastor	N;MASC+FEM;SG	N;NOM;MASC;SG
alexandrië	aleksandriji	alexandrië	aleksandrija	N;MASC+FEM;SG	N;DAT;FEM;SG
opeens	nenadoma	opeens	nenadoma	ADV	ADV
opeens	naenkrat	opeens	naenkrat	ADV	ADV
vernietiging	opustošenje	vernietiging	opustošenje	N;MASC+FEM;SG	N;NOM;NEUT;SG
vernietiging	razdejanje	vernietiging	razdejanje	N;MASC+FEM;SG	N;NOM;NEUT;SG
vernietiging	uničenje	vernietiging	uničenje	N;MASC+FEM;SG	N;NOM;NEUT;SG
vernietiging	uničevanje	vernietiging	uničevanje	N;MASC+FEM;SG	N;NOM;NEUT;SG
rus	rus	rus	rus	N;MASC+FEM;SG	N;NOM;MASC;SG
rus	rus	rus	rus	N;MASC+FEM;SG	N;NOM;MASC;SG
henderson	henderson	henderson	henderson	N;MASC+FEM;SG	N;NOM;MASC;SG
alfa	alpha	alfa	alpha	N;MASC+FEM;SG	N;NOM;MASC;SG
alfa	alfa	alfa	alfa	N;MASC+FEM;SG	N;NOM;MASC;SG
alfa	alfa	alfa	alfa	N;MASC+FEM;SG	N;NOM;MASC;SG
stevig	trdna	stevig	trden	ADJ	ADJ;NOM;FEM;SG
stevig	trdni	stevig	trden	ADJ	ADJ;NOM;MASC;PL
stevig	trdne	stevig	trden	ADJ	ADJ;NOM;FEM;PL
stevig	trden	stevig	trden	ADJ	ADJ;NOM;INDF;MASC;SG
bombardement	bombardiranje	bombardement	bombardiranje	N;NEUT;SG	N;NOM;NEUT;SG
bombardement	bombardiranje	bombardement	bombardiranje	N;NEUT;SG	N;NOM;NEUT;SG
bijbelse	svetopisemsko	bijbels	svetopisemski	ADJ	ADJ;NOM;NEUT;SG
magie	čarovnija	magie	čarovnija	N;MASC+FEM;SG	N;NOM;FEM;SG
magie	magic	magie	magica	N;MASC+FEM;SG	N;NOM;MASC;SG
magie	magijo	magie	magija	N;MASC+FEM;SG	N;ACC;FEM;SG
accepteren	sprejeti	accepteren	sprejeti	V;NFIN	V;PFV;NFIN
accepteren	sprejmi	accepteren	sprejeti	V;NFIN	V;PFV;IMP;SG;2;FIN
geur	voh	geur	voh	N;MASC+FEM;SG	N;NOM;MASC;SG
geur	vonj	geur	vonj	N;MASC+FEM;SG	N;NOM;MASC;SG
geur	vonj	geur	vonj	N;MASC+FEM;SG	N;NOM;MASC;SG
geur	vonj	geur	vonj	N;MASC+FEM;SG	N;NOM;MASC;SG
geur	vonja	geur	vonja	N;MASC+FEM;SG	N;GEN;MASC;SG
geur	dišava	geur	dišava	N;MASC+FEM;SG	N;NOM;FEM;SG
noir	noir	noir	noir	N;MASC+FEM;SG	N;NOM;MASC;SG
rebel	upornik	rebel	upornik	N;MASC+FEM;SG	N;NOM;MASC;SG
boulevard	boulevard	boulevard	boulevard	N;MASC+FEM;SG	N;NOM;MASC;SG
eerbetoon	poklon	eerbetoon	poklon	N;NEUT;SG	N;NOM;MASC;SG
break	break	break	break	N;MASC+FEM;SG	N;NOM;MASC;SG
break	zlomi	break	zlom	N;MASC+FEM;SG	N;NOM;MASC;SG
saga	saga	saga	sag	N;MASC+FEM;SG	N;NOM;FEM;SG
ideaal	idealni	ideaal	idealen	ADJ	ADJ;NOM;DEF;MASC;SG
ideaal	idealno	ideaal	idealen	ADJ	ADJ;NOM;NEUT;SG
ideaal	idealna	ideaal	idealen	ADJ	ADJ;NOM;FEM;SG
ideaal	idealen	ideaal	idealen	ADJ	ADJ;NOM;INDF;MASC;SG
ongeval	nesreča	ongeval	nesreča	N;NEUT;SG	N;NOM;FEM;SG
protesten	protesti	protest	protest	N;PL	N;NOM;MASC;PL
protesten	proteste	protest	protest	N;PL	N;ACC;MASC;PL
protesten	protesti	protest	protest	N;PL	N;NOM;MASC;PL
klikken	klikne	klikken	klikna	V;NFIN	V;PFV;IND;SG;3;PRS;FIN
klikken	klikni	klikken	kliken	V;NFIN	V;PFV;IND;SG;3;PRS;FIN
klikken	kliknite	klikken	klikniti	V;NFIN	V;PFV;IMP;PL;2;FIN
expositie	razstavi	expositie	razstava	N;MASC+FEM;SG	N;NOM;FEM;SG
expositie	razstavo	expositie	razstava	N;MASC+FEM;SG	N;ACC;FEM;SG
expositie	razstava	expositie	razstava	N;MASC+FEM;SG	N;NOM;FEM;SG
notaris	notar	notaris	notar	N;MASC+FEM;SG	N;NOM;MASC;SG
gegroeid	goji	groeien	gojiti	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
gegroeid	zrasel	groeien	zrasti	V;V.PTCP	V;PFV;MASC;SG;V.PTCP
gegroeid	zrastel	groeien	zrasti	V;V.PTCP	V;PFV;MASC;SG;V.PTCP
voorouders	predniki	voorouder	prednik	N;PL	N;NOM;MASC;PL
hoofdpersoon	protagonist	hoofdpersoon	protagonist	N;MASC+FEM;SG	N;NOM;MASC;SG
hoed	kapo	hoed	kapa	N;MASC+FEM;SG	N;ACC;FEM;SG
hoed	klobuk	hoed	klobuk	N;MASC+FEM;SG	N;NOM;MASC;SG
hoed	kapa	hoed	kapa	N;MASC+FEM;SG	N;NOM;FEM;SG
langdurig	podaljšano	langdurig	podaljšan	ADJ	ADJ;NOM;NEUT;SG;V.PTCP
langdurig	podaljšan	langdurig	podaljšan	ADJ	ADJ;NOM;INDF;MASC;SG;V.PTCP
langdurig	podaljšana	langdurig	podaljšan	ADJ	ADJ;NOM;FEM;SG;V.PTCP
golven	valovi	golven	val	N;PL	N;NOM;MASC;PL
voeding	prehrana	voeding	prehrana	N;MASC+FEM;SG	N;NOM;FEM;SG
voeding	prehrano	voeding	prehrana	N;MASC+FEM;SG	N;ACC;FEM;SG
voeding	prehrani	voeding	prehrana	N;MASC+FEM;SG	N;DAT;FEM;SG
voeding	prehrana	voeding	prehrana	N;MASC+FEM;SG	N;NOM;FEM;SG
voeding	dieta	voeding	dieta	N;MASC+FEM;SG	N;NOM;FEM;SG
voeding	dieto	voeding	dieta	N;MASC+FEM;SG	N;ACC;FEM;SG
voeding	prehrano	voeding	prehrana	N;MASC+FEM;SG	N;ACC;FEM;SG
vrijwillig	prostovoljno	vrijwillig	prostovoljen	ADJ	ADJ;NOM;NEUT;SG
vrijwillig	prostovoljni	vrijwillig	prostovoljen	ADJ	ADJ;NOM;MASC;SG
vrijwillig	prostovoljna	vrijwillig	prostovoljen	ADJ	ADJ;NOM;FEM;SG
vrijwillig	prostovoljno	vrijwillig	prostovoljen	ADJ	ADJ;NOM;NEUT;SG
wijs	moder	wijs	moder	ADJ	ADJ;NOM;INDF;MASC;SG
bedreigde	grozil	bedreigen	groziti	V;SG;PST;FIN	V;IPFV;MASC;SG;V.PTCP
schot	škot	schot	škot	N;NEUT;SG	N;NOM;MASC;SG
schot	strel	schot	strel	N;NEUT;SG	N;NOM;MASC;SG
carpenter	tesar	carpenter	tasar	N;MASC+FEM;SG	N;NOM;MASC;SG
carpenter	carpenter	carpenter	carpenter	N;MASC+FEM;SG	N;NOM;MASC;SG
zwanger	noseče	zwanger	noseč	ADJ	ADJ;NOM;FEM;PL;V.PTCP
zwanger	noseča	zwanger	noseča	ADJ	ADJ;NOM;FEM;SG;V.PTCP
zitplaatsen	sedeže	zitplaats	sedež	N;PL	N;ACC;MASC;PL
zitplaatsen	sedeži	zitplaats	sedež	N;PL	N;NOM;MASC;PL
jesus	jezus	jesus	jezus	N;MASC+FEM;SG	N;NOM;MASC;SG
frédéric	frédéric	frédéric	fredlbica	N;MASC+FEM;SG	N;NOM;MASC;SG
frédéric	frederic	frédéric	frederica	N;MASC+FEM;SG	N;NOM;MASC;SG
cast	mavec	cast	mavec	N;MASC+FEM;SG	N;NOM;MASC;SG
cast	zasedbo	cast	zasedba	N;MASC+FEM;SG	N;ACC;FEM;SG
cast	cast	cast	cast	N;MASC+FEM;SG	N;NOM;MASC;SG
cast	zasedba	cast	zasedba	N;MASC+FEM;SG	N;NOM;FEM;SG
astana	astana	astana	astan	N;MASC+FEM;SG	N;NOM;MASC;SG
lin	lina	lin	lino	N;MASC+FEM;SG	N;NOM;FEM;SG
radicale	radikalne	radicaal	radikalen	ADJ	ADJ;NOM;FEM;PL
pastorie	župnišču	pastorie	župnišče	N;MASC+FEM;SG	N;DAT;NEUT;SG
stromingen	tokovi	stroming	tok	N;PL	N;NOM;MASC;PL
toepassen	uveljavi	toepassen	uveljava	V;NFIN	V;PFV;IND;SG;3;PRS;FIN
bezetten	zasedajo	bezetten	zasedati	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN
columbus	kolumb	columbus	kolumba	N;MASC+FEM;SG	N;NOM;MASC;SG
beverly	beverly	beverly	beverly	N;MASC+FEM;SG	N;NOM;MASC;SG
verschijning	prikazen	verschijning	prikazen	N;MASC+FEM;SG	N;NOM;FEM;SG
verschijning	videz	verschijning	videz	N;MASC+FEM;SG	N;NOM;MASC;SG
lineaire	linearni	lineair	linearen	ADJ	ADJ;NOM;MASC;SG
lineaire	linearna	lineair	linearen	ADJ	ADJ;NOM;FEM;SG
somme	somme	somme	somem	N;MASC+FEM;SG	N;NOM;MASC;SG
fransman	francoza	fransman	francoz	N;MASC+FEM;SG	N;NOM;MASC;SG
fransman	francoz	fransman	francoz	N;MASC+FEM;SG	N;NOM;MASC;SG
burgerlijk	civilno	burgerlijk	civilen	ADJ	ADJ;NOM;NEUT;SG
burgerlijk	civilna	burgerlijk	civilen	ADJ	ADJ;NOM;FEM;SG
burgerlijk	civilne	burgerlijk	civilen	ADJ	ADJ;NOM;FEM;PL
geëxecuteerd	usmrtili	executeren	usmrtiti	V;V.PTCP	V;PFV;MASC;PL;V.PTCP
damme	damme	dam	damma	N;MASC+FEM;SG	N;NOM;MASC;SG
feitelijke	dejanski	feitelijk	dejanski	ADJ	ADJ;NOM;MASC;SG
feitelijke	dejanska	feitelijk	dejanski	ADJ	ADJ;NOM;FEM;SG
dinamo	dinamo	dinamo	dinama	N;MASC+FEM;SG	N;ACC;FEM;SG
beslissen	odločite	beslissen	odločiti	V;NFIN	V;PFV;IND;PL;2;PRS;FIN
beslissen	odloči	beslissen	odločiti	V;NFIN	V;PFV;IND;SG;3;PRS;FIN
newman	newman	newman	newman	N;MASC+FEM;SG	N;NOM;MASC;SG
gérard	gérard	gérard	gérard	N;MASC+FEM;SG	N;NOM;MASC;SG
bruikbaar	uporaben	bruikbaar	uporaben	ADJ	ADJ;NOM;INDF;MASC;SG
bruikbaar	uporabna	bruikbaar	uporaben	ADJ	ADJ;NOM;FEM;SG
bruikbaar	uporabno	bruikbaar	uporaben	ADJ	ADJ;NOM;NEUT;SG
bruikbaar	uporaben	bruikbaar	uporaben	ADJ	ADJ;NOM;INDF;MASC;SG
bruikbaar	koristno	bruikbaar	koristen	ADJ	ADJ;NOM;NEUT;SG
bruikbaar	uporabna	bruikbaar	uporaben	ADJ	ADJ;NOM;FEM;SG
bruikbaar	uporabno	bruikbaar	uporaben	ADJ	ADJ;NOM;NEUT;SG
bruikbaar	koristna	bruikbaar	koristen	ADJ	ADJ;NOM;FEM;SG
fantasie	domišljija	fantasie	domišljija	N;MASC+FEM;SG	N;NOM;FEM;SG
fantasie	fantazijo	fantasie	fantazija	N;MASC+FEM;SG	N;ACC;FEM;SG
fantasie	fantazija	fantasie	fantazija	N;MASC+FEM;SG	N;NOM;FEM;SG
fantasie	domišljija	fantasie	domišljija	N;MASC+FEM;SG	N;NOM;FEM;SG
fantasie	domišljijo	fantasie	domišljija	N;MASC+FEM;SG	N;ACC;FEM;SG
gewaardeerd	cenil	waarderen	ceniti	V;V.PTCP	V;IPFV;MASC;SG;V.PTCP
thee	čaj	thee	čaj	N;MASC+FEM;SG	N;NOM;MASC;SG
taxon	taksona	taxon	takson	N;NEUT;SG	N;NOM;MASC;SG
adventure	pustolovščina	adventure	pustolovščina	N;MASC+FEM;SG	N;NOM;FEM;SG
adventure	pustolovščino	adventure	pustolovščina	N;MASC+FEM;SG	N;ACC;FEM;SG
adventure	avantura	adventure	avantura	N;MASC+FEM;SG	N;NOM;FEM;SG
faillissement	bankrot	faillissement	bankrot	N;NEUT;SG	N;NOM;MASC;SG
faillissement	stečaj	faillissement	stečaj	N;NEUT;SG	N;NOM;MASC;SG
administratie	dajanje	administratie	dajanje	N;MASC+FEM;SG	N;NOM;NEUT;SG
gelooft	verjame	geloven	verjeti	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
appel	apple	appel	apple	N;MASC+FEM;SG	N;NOM;MASC;SG
appel	jabolko	appel	jabolko	N;MASC+FEM;SG	N;NOM;NEUT;SG
hugh	hugh	hugh	hugh	N;MASC+FEM;SG	N;NOM;MASC;SG
ogenblik	moment	ogenblik	moment	N;NEUT;SG	N;NOM;MASC;SG
ogenblik	trenutek	ogenblik	trenutek	N;NEUT;SG	N;NOM;MASC;SG
freedom	svoboda	freedom	svoboda	N;MASC+FEM;SG	N;NOM;FEM;SG
freedom	prostost	freedom	prostost	N;MASC+FEM;SG	N;NOM;FEM;SG
freedom	svobodo	freedom	svoboda	N;MASC+FEM;SG	N;ACC;FEM;SG
geladen	zaračuna	laden	zaračun	V;V.PTCP	V;PFV;IND;SG;3;PRS;FIN
kloppen	trka	kloppen	trkati	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
onbepaalde	nedoločen	onbepaald	nedoločen	ADJ	ADJ;NOM;INDF;MASC;SG
onbepaalde	nedoločeno	onbepaald	nedoločen	ADJ	ADJ;NOM;NEUT;SG;V.PTCP
baksteen	opeka	baksteen	opeka	N;MASC+FEM;SG	N;NOM;FEM;SG
baksteen	opeka	baksteen	opeka	N;MASC+FEM;SG	N;NOM;FEM;SG
baksteen	opeko	baksteen	opeka	N;MASC+FEM;SG	N;ACC;FEM;SG
deportivo	deportivo	deportivo	deportiva	N;MASC+FEM;SG	N;NOM;MASC;SG
linux	linux	linux	linux	N;MASC+FEM;SG	N;NOM;MASC;SG
patriarch	patriarh	patriarch	patriar	N;MASC+FEM;SG	N;NOM;MASC;SG
organen	organe	orgaan	organ	N;PL	N;ACC;MASC;PL
organen	organi	orgaan	organ	N;PL	N;NOM;MASC;PL
organen	organih	orgaan	organ	N;PL	N;ESS;MASC;PL
aanstelling	termin	aanstelling	termin	N;MASC+FEM;SG	N;NOM;MASC;SG
aanstelling	imenovanje	aanstelling	imenovanje	N;MASC+FEM;SG	N;NOM;NEUT;SG
shows	oddaje	show	oddaja	N;PL	N;NOM;FEM;PL
shows	oddaj	show	oddaj	N;PL	N;GEN;FEM;PL
nevada	nevadi	nevada	nevada	N;MASC+FEM;SG	N;NOM;MASC;SG
xxx	xxx	xxx	xxx	N;MASC+FEM;SG	N;NOM;MASC;SG
veroordeelde	obsodil	veroordelen	obsoditi	V;V.PTCP	V;PFV;MASC;SG;V.PTCP
walk	sprehod	walk	sprehod	N;MASC+FEM;SG	N;NOM;MASC;SG
walk	hoja	walk	hoja	N;MASC+FEM;SG	N;NOM;FEM;SG
walk	peš	walk	peš	N;MASC+FEM;SG	N;NOM;MASC;SG
autonomie	samostojnost	autonomie	samostojnost	N;MASC+FEM;SG	N;NOM;FEM;SG
autonomie	avtonomija	autonomie	avtonomij	N;MASC+FEM;SG	N;NOM;FEM;SG
autonomie	avtonomijo	autonomie	avtonomija	N;MASC+FEM;SG	N;ACC;FEM;SG
departementen	oddelki	departement	oddelek	N;PL	N;NOM;MASC;PL
aftreden	odstopi	aftreden	odstopiti	V;NFIN	V;PFV;IND;SG;3;PRS;FIN
slapen	spi	slapen	spati	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
slapen	spati	slapen	spati	V;NFIN	V;IPFV;NFIN
slapen	spi	slapen	spati	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
angels	angele	angel	angela	N;PL	N;ACC;MASC;PL
angels	angelov	angel	angelov	N;PL	N;GEN;MASC;PL
angels	angelčki	angel	angelček	N;PL	N;NOM;MASC;PL
angels	angeli	angel	angela	N;PL	N;NOM;MASC;PL
