ideale	ذہنی	ideal	ذہنی	ADJ;NOM;FEM;SG	ADJ
nutze	اٹکنا	nutze	اٹک	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
nutze	اٹکنا	nutze	اٹک	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
geographisch	جغرافیائی	geographisch	جغرافیائی	ADJ	ADJ;NOM
wut	غیظ	wut	غیظ		
wut	غضب.	wut	غضب.		
wut	برسنا	wut	برسنا		
wut	(	wut	(		
easy	(	easy	(		
easy	(	easy	(		
lebendig	بھرپور	lebendig	بھرپور	ADJ	ADJ
lebendig	خطرناک	lebendig	خطرناک	ADJ	ADJ
lebendig	زوردار	lebendig	زوردار	ADJ	ADJ
lebendig	تیز	lebendig	تیز	ADJ	ADJ
lebendig	موجود	lebendig	موجود	ADJ	ADJ
lebendig	خبردار	lebendig	خبردار	ADJ	ADJ
popmusik	up	popmusik	up		
popmusik	out	popmusik	out		
gewehr	(	gewehr	(		
skript	ڈرامے	skripten	ڈرامہ	N;NOM;SG	N;NOM;MASC;SG;3
minus	بدون	minus	بدون		
minus	بدون	minus	بدون		
verabschiedung	اخذ	verabschiedung	اخذ	N;SG	N;NOM;MASC;SG;3
verabschiedung	قبولیت	verabschiedung	قبولیت	N;SG	N;NOM;MASC;SG;3
verabschiedung	منظوری	verabschiedung	منظوری	N;SG	N;NOM;MASC;SG;3
kredit	ساکھ.	kredit	ساکھ.		
sequenz	مربوط	sequenz	مربوط	ADJ	ADJ
aktualisierung	رتبہ	aktualisierung	رتبہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
aktualisierung	درجہ	aktualisierung	درجہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
quest	for	quest	for		
quest	for	quest	for		
außergewöhnliche	ممتاز	außergewöhnlich	ممتاز	ADJ;NOM;FEM;PL	ADJ
einbruch	اترنا	einbruchen	اتر	V;IND;SG;3;FIN	V;MASC;SG;NFIN;ACT
kündigung	موقوفی	kündigung	موقوفی	ADJ	ADJ
kündigung	موقوفی	kündigung	موقوفی	ADJ	ADJ
cluster	اکٹھا	cluster	اکٹھا	ADJ	ADJ;NOM;MASC;SG
cluster	اکٹھا	cluster	اکٹھا	ADJ	ADJ;NOM;MASC;SG
manifest	منشور	manifest	منشور	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
unregelmäßigen	مستقل	unregelmäßig	مستقل	ADJ	ADJ
quartal	جریدہ	quartal	جریدہ	N	N;NOM;MASC;SG;3
pack	(	packen	(		
pack	بنڈل	packen	بنڈل		
pack	غول	packen	غول		
pack	پیکٹ	packen	پیکٹ		
romantischen	غیرحقیقی	romantisch	غیرحقیقی	ADJ	ADJ
romantischen	تخیئلی	romantisch	تخیئلی	ADJ	ADJ
romantischen	رومانی	romantisch	رومانی	ADJ	ADJ
einmalige	نادر	einmalig	نادر	ADJ;NOM;FEM;PL	ADJ
einmalige	نادر	einmalig	نادر	ADJ;NOM;FEM;PL	ADJ
vergrößern	بڑھانا	vergrößern	بڑھا	V;NFIN	V;MASC;SG;NFIN;ACT
vergrößern	بچھانا	vergrößern	بچھا	V;NFIN	V;MASC;SG;NFIN;ACT
berühren	بگاڑنا	berühren	بگاڑ	V;NFIN	V;NFIN;ACT
berühren	پرکھ	berühren	پرکھ	V;NFIN	V;ACT
berühren	ٹکرانا	berühren	ٹکرانا	V;NFIN	V;MASC;SG;NFIN;ACT
berühren	چٹکی	berühren	چٹک	V;NFIN	V;PFV;FEM;SG;V.PTCP;ACT
berühren	بگاڑنا	berühren	بگاڑ	V;NFIN	V;NFIN;ACT
berühren	پرکھ	berühren	پرکھ	V;NFIN	V;ACT
berühren	ٹکرانا	berühren	ٹکرانا	V;NFIN	V;MASC;SG;NFIN;ACT
berühren	چٹکی	berühren	چٹک	V;NFIN	V;PFV;FEM;SG;V.PTCP;ACT
zielsetzung	مقصود	zielsetzung	مقصود	ADJ	ADJ
zuflucht	ملجا	zuflucht	ملجا		
zählung	شمار	zählung	شمار	N;SG	N;NOM;MASC;SG;3
drastisch	شدید	drastisch	شدید	ADJ	ADJ
drastisch	سخت	drastisch	سخت	ADJ	ADJ
fichte	ہونا.	ficht	ہونا.		
fühle	سوچنا	fühlen	سوچ	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
amtsinhaber	مبرم	amtsinhaber	مبرم		
jagen	ڈھونڈنا	jagen	ڈھونڈنا	V;NFIN	V;NFIN;ACT
effektive	نافذ	effektiv	نافذ	ADJ;NOM;FEM;PL	ADJ
überwunden	نڈھال	überwinden	نڈھال	V;V.PTCP	V;ACT
ägyptischer	مصری	ägyptisch	مصری	ADJ	ADJ
inspiration	اصول	inspiration	اصول	N;NOM;FEM;SG	N;NOM;MASC;SG;3
inspiration	شخص	inspiration	شخص	N;NOM;FEM;SG	N;NOM;MASC;SG;3
inspiration	وحی	inspiration	وحی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
islamischer	اسلامی	islamisch	اسلامی	ADJ	ADJ
schätzung	حجم	schätzung	حجم	N;NOM;FEM;SG	N;NOM;MASC;SG;3
schätzung	حجم	schätzung	حجم	N;NOM;FEM;SG	N;NOM;MASC;SG;3
schätzung	اندازہ	schätzung	اندازہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
schätzung	تخمینہ	schätzung	تخمینہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
schätzung	جانچ	schätzung	جانچ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
fälschung	مشابہ	fälschung	مشابہ	ADJ	ADJ
fälschung	نقلی	fälschung	نقلی	ADJ	ADJ
fälschung	جعلی	fälschung	جعلی	ADJ	ADJ
vorherrschaft	مغلوب	vorherrschaft	مغلوب	ADJ	ADJ
fragestellung	اعتراض	fragestellung	اعتراض	N;NOM;FEM;SG	N;NOM;MASC;SG;3
verhaltensweisen	چلن	verhaltensweisen	چلن	V;NFIN	V;ACT
großzügig	وسیع	großzügig	وسیع	ADJ	ADJ
magische	پُراسرار	magisch	پُراسرار	ADJ;NOM;FEM;PL	ADJ
magische	ساحرانہ.	magisch	ساحرانہ.	ADJ;NOM;FEM;PL	ADJ
vorläufige	مفروضہ	vorläufig	مفروضہ	ADJ;NOM;FEM;PL	ADJ
vorläufige	عارضی	vorläufig	عارضی	ADJ;NOM;FEM;PL	ADJ
vorläufige	عارضی	vorläufig	عارضی	ADJ;NOM;FEM;PL	ADJ
verdienst	(	verdienst	(		
glänzend	جھوٹی	glänzend	جھوٹا	ADJ	ADJ;FEM
glänzend	صاف	glänzend	صاف	ADJ	ADJ
rauschen	اُچھالنا	rauschen	اُچھال	V;NFIN	V;SG;NFIN;ACT
rauschen	اُچھالنا	rauschen	اُچھال	V;NFIN	V;SG;NFIN;ACT
abschneiden	ٹکڑے	abschneiden	ٹکڑے	V;NFIN	V;PFV;MASC;PL;V.PTCP;ACT
abschneiden	چاقو	abschneiden	چاقو	V;NFIN	V;MASC;SG;V.PTCP;ACT
abschneiden	نگینے	abschneiden	نگینہ	V;NFIN	V;MASC;SG;ACT
abschneiden	دوڑنا.	abschneiden	دوڑنا.	V;NFIN	V;MASC;SG;NFIN;ACT
abschneiden	کاٹنے	abschneiden	کاٹ	V;NFIN	V;ACC;NFIN
abschneiden	ٹکڑے	abschneiden	ٹکڑے	V;NFIN	V;PFV;MASC;PL;V.PTCP;ACT
abschneiden	چاقو	abschneiden	چاقو	V;NFIN	V;MASC;SG;V.PTCP;ACT
abschneiden	نگینے	abschneiden	نگینہ	V;NFIN	V;MASC;SG;ACT
abschneiden	دوڑنا.	abschneiden	دوڑنا.	V;NFIN	V;MASC;SG;NFIN;ACT
abschneiden	کاٹنے	abschneiden	کاٹ	V;NFIN	V;ACC;NFIN
gemein	مناسب	gemein	مناسب	ADJ	ADJ
gemein	معتدل	gemein	معتدل	ADJ	ADJ
gemein	معقول	gemein	معقول	ADJ	ADJ
gemein	شرمندہ	gemein	شرمندہ	ADJ	ADJ
gemein	پست	gemein	پست	ADJ	ADJ
gemein	مناسب	gemein	مناسب	ADJ	ADJ
gemein	معتدل	gemein	معتدل	ADJ	ADJ
gemein	درمیانی	gemein	درمیانی	ADJ	ADJ
gemein	معقول	gemein	معقول	ADJ	ADJ
gemein	گھٹیا	gemein	گھٹیا	ADJ	ADJ
gemein	شرمندہ	gemein	شرمندہ	ADJ	ADJ
native	خلقی	nativ	خلقی	ADJ;NOM;FEM;PL	ADJ
verhandlung	دشواریاں	verhandlung	دشواری	N	N;NOM;MASC;PL;3
verhandlung	مقدمہ	verhandlung	مقدمہ	N	N;NOM;MASC;SG;3
verhandlung	آزمائش	verhandlung	آزمائش	N	N;NOM;MASC;SG;3
verhandlung	دشواریاں	verhandlung	دشواری	N	N;NOM;MASC;PL;3
verhandlung	جانچ	verhandlung	جانچ	N	N;NOM;MASC;SG;3
verhandlung	مقدمہ	verhandlung	مقدمہ	N	N;NOM;MASC;SG;3
spiegeln	پھٹکارنا.	spiegeln	پھٹکارنان	V;NFIN	V;SG;NFIN;ACT
spiegeln	چٹکی	spiegeln	چٹک	V;NFIN	V;PFV;FEM;SG;V.PTCP;ACT
intellektuelle	معقول.	intellektuell	معقول.	ADJ;NOM;FEM;PL	ADJ
intellektuelle	پختہ	intellektuell	پختہ	ADJ;NOM;FEM;PL	ADJ
intellektuelle	ذہنی	intellektuell	ذہنی	ADJ;NOM;FEM;PL	ADJ
verwirklichen	پانا	verwirklichen	پانا	V;NFIN	V;SG;NFIN;ACT
siebter	ساتواں	siebter	ساتواں	ADJ	ADJ
erlebnis	سابقہ	erlebnis	سابقہ	ADJ	ADJ
interessantes	دلچسپ	interessant	دلچسپ	ADJ;NOM;NEUT;SG	ADJ
verbrecher	مذموم	verbrecher	مذموم	ADJ	ADJ
schwein	خوک	schwein	خوک		
exklusiv	مختص.	exklusiv	مختص.	ADJ	ADJ
exklusiv	امتیازی	exklusiv	امتیازی	ADJ	ADJ
exklusiv	منتخب	exklusiv	منتخب	ADJ	ADJ
exklusiv	مخصوص	exklusiv	مخصوص	ADJ	ADJ
absoluter	آخری	absolut	آخری	ADJ	ADJ
absoluter	مکمل	absolut	مکمل	ADJ	ADJ
absoluter	ناطق.	absolut	ناطق.	ADJ	ADJ
massiver	زوردار	massiv	زوردار	ADJ	ADJ
massiver	ٹھوس	massiv	ٹھوس	ADJ	ADJ
außenseite	معروضی	außenseite	معروضی	ADJ	ADJ
außenseite	معروضی	außenseite	معروضی	ADJ	ADJ
außenseite	بیرونی	außenseite	بیرونی	ADJ	ADJ
heiden	اجڈ	heiden	اجڈ		
heiden	بدراہ.	heiden	بدراہ.		
step	کھانچا	step	کھانچا		
vertikale	انتصابی	vertikal	انتصابی	ADJ;NOM;FEM;PL	ADJ
vertikale	عمودی	vertikal	عمودی	ADJ;NOM;FEM;PL	ADJ
vertikale	مفرقی	vertikal	مفرقی	ADJ;NOM;FEM;PL	ADJ
vertikale	انتصابی	vertikal	انتصابی	ADJ;NOM;FEM;PL	ADJ
vertikale	عمودی	vertikal	عمودی	ADJ;NOM;FEM;PL	ADJ
vertikale	مفرقی	vertikal	مفرقی	ADJ;NOM;FEM;PL	ADJ
expressionismus	موسیقی	expressionismus	موسیقی	ADJ	ADJ
ablehnen	گرنا	ablehnen	گر	V;NFIN	V;MASC;SG;NFIN;ACT
ablehnen	بگڑنا	ablehnen	بگڑ	V;NFIN	V;NFIN
ablehnen	ماننے	ablehnen	مان	V;NFIN	V;ACC;NFIN
ablehnen	ردکرنا	ablehnen	ردکرنا	V;NFIN	V;NFIN;ACT
ablehnen	ماننے	ablehnen	مان	V;NFIN	V;ACC;NFIN
konstruktiven	مفید	konstruktiv	مفید	ADJ	ADJ
konstruktiven	مثبت	konstruktiv	مثبت	ADJ	ADJ
konstruktiven	ماخوذ	konstruktiv	ماخوذ	ADJ	ADJ
konstruktiven	معاون	konstruktiv	معاون	ADJ	ADJ
geldstrafe	روشن	geldstrafe	روشن	ADJ	ADJ
geldstrafe	آراستہ	geldstrafe	آراستہ	ADJ	ADJ
geldstrafe	اعلیٰ	geldstrafe	اعلیٰ	ADJ	ADJ
auswirkung	اثر	auswirkung	اثر	N;SG	N;NOM;MASC;SG;3
auswirkung	فلم	auswirkung	فلم	N;SG	N;NOM;FEM;SG;3
bemerkenswerte	منفرد	bemerkenswert	منفرد	ADJ;NOM;FEM;PL	ADJ
bemerkenswerte	ممتاز.	bemerkenswert	ممتاز.	ADJ;NOM;FEM;PL	ADJ
bemerkenswerte	اہم	bemerkenswert	اہم	ADJ;NOM;FEM;PL	ADJ
bemerkenswerte	نمایاں	bemerkenswert	نمایاں	ADJ;NOM;FEM;PL	ADJ
erkrankt	ناساز	erkranken	ناساز	ADJ;V.PTCP	ADJ
erkrankt	بیمار	erkranken	بیمار	ADJ;V.PTCP	ADJ
erkrankt	ناساز	erkranken	ناساز	ADJ;V.PTCP	ADJ
erkrankt	بیمار	erkranken	بیمار	ADJ;V.PTCP	ADJ
erbin	وارثہ	erbin	وارثہ		
glatten	دھچکے	glatten	دھچکا	V;NFIN	V;MASC;SG;V.PTCP;ACT
glatten	دھچکے	glatten	دھچکا	V;NFIN	V;MASC;SG;V.PTCP;ACT
teurer	مہنگا	teuer	مہنگا	ADJ	ADJ
sukzessive	متوالی	sukzessiv	متوالی	ADJ	ADJ
symmetrisch	متوازن	symmetrisch	متوازن	ADJ	ADJ
symmetrisch	متناسب	symmetrisch	متناسب	ADJ	ADJ
erholung	آرام	erholung	آرام	ADJ	ADJ
erholung	آرام	erholung	آرام	ADJ	ADJ
erholung	آرام	erholung	آرام	ADJ	ADJ
innenseite	کمتر	innenseite	کمتر	ADJ	ADJ
dauerhaften	پائیدار	dauerhaft	پائیدار	ADJ;SG	ADJ
dauerhaften	دیرپا	dauerhaft	دیرپا	ADJ;SG	ADJ
dauerhaften	پائیدار	dauerhaft	پائیدار	ADJ;SG	ADJ
dauerhaften	مستقل	dauerhaft	مستقل	ADJ;SG	ADJ
dauerhaften	رواں	dauerhaft	رواں	ADJ;SG	ADJ
wanderung	مہاجرت	wanderung	مہاجرت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
membran	غشا.	Membran	غشا.		
signifikant	اہم	signifikant	اہم	ADJ	ADJ
schiefer	نرم	schiefer	نرم	ADJ	ADJ
verzögerung	تاخیرکرنا	verzögerung	تاخیرکرنا	ADJ	ADJ
verzögerung	تاخیرکرنا	verzögerung	تاخیرکرنا	ADJ	ADJ
verzögerung	تاخیر.	verzögerung	تاخیر.	ADJ	ADJ
gemeindeverwaltung	عمومی	gemeindeverwaltung	عمومی	ADJ	ADJ
gemeindeverwaltung	پنچایتی	gemeindeverwaltung	پنچایتی	ADJ	ADJ
reptilien	کمینہ	reptil	کمینہ		
kriminalität	مذموم	kriminalität	مذموم	ADJ	ADJ
lege	پھینکنا	lege	پھینکنا	V;SBJV;SG;3;PRS;FIN	V;NFIN;ACT
röhre	(	röhren	(		
röhre	on	röhren	on		
franzose	بری	franzos	بری	ADJ;NOM;FEM;PL	ADJ;FEM
abnahme	جنگ	abnehmen	جنگ	N;SG	N;NOM;FEM;SG;3
abnahme	زندگی	abnehmen	زندگی	N;SG	N;NOM;FEM;SG;3
abnahme	قبولیت	abnehmen	قبولیت	N;SG	N;NOM;MASC;SG;3
abnahme	رضامندی.	abnehmen	رضامندی.	N;SG	N;NOM;MASC;SG;3
vertikal	انتصابی	vertikal	انتصابی	ADJ	ADJ
vertikal	عمودی	vertikal	عمودی	ADJ	ADJ
vertikal	مفرقی	vertikal	مفرقی	ADJ	ADJ
vertikal	انتصابی	vertikal	انتصابی	ADJ	ADJ
vertikal	عمودی	vertikal	عمودی	ADJ	ADJ
vertikal	مفرقی	vertikal	مفرقی	ADJ	ADJ
verschluss	خاتمہ	verschließen	خاتمہ	N	N;NOM;MASC;SG;3
verschluss	اختتام	verschließen	اختتام	N	N;NOM;MASC;SG;3
abbrechen	مٹانا	abbrechen	مٹا	V;NFIN	V;MASC;SG;NFIN;ACT
kellner	سینی	kelln	سینی	ADJ	ADJ;NOM
honig	عسّل.	honig	عسّل.		
honig	عسّل.	honig	عسّل.		
gewiss	یقیناً	gewiß	یقیناً	ADV	ADV
gewiss	یقیناً	gewiß	یقیناً	ADV	ADV
pforte	دہانہ.	pforen	دہانہ.		
pforte	باب.	pforen	باب.		
pforte	دہانہ.	pforen	دہانہ.		
pforte	باب.	pforen	باب.		
pforte	باب.	pforen	باب.		
seriösen	معزز	seriös	معزز	ADJ	ADJ
regelmäßiger	منظم	regelmäßig	منظم	ADJ	ADJ
regelmäßiger	مستقل	regelmäßig	مستقل	ADJ	ADJ
regelmäßiger	مربوط	regelmäßig	مربوط	ADJ	ADJ
regelmäßiger	مکمل	regelmäßig	مکمل	ADJ	ADJ
billiger	معمولی	billig	معمولی	ADJ	ADJ
billiger	کمتر	billig	کمتر	ADJ	ADJ
billiger	معمولی	billig	معمولی	ADJ	ADJ
billiger	کمتر	billig	کمتر	ADJ	ADJ
billiger	گھٹیا	billig	گھٹیا	ADJ	ADJ
reparaturen	سدھارنا	reparatur	سدھار	V;NFIN	V;MASC;SG;NFIN;ACT
geheimnisse	پوشیدہ	geheimnis	پوشیدہ	ADJ;NOM;FEM;PL	ADJ
geheimnisse	نامعلوم	geheimnis	نامعلوم	ADJ;NOM;FEM;PL	ADJ
geheimnisse	پوشیدہ	geheimnis	پوشیدہ	ADJ;NOM;FEM;PL	ADJ
geheimnisse	نامعلوم	geheimnis	نامعلوم	ADJ;NOM;FEM;PL	ADJ
primäre	ابتدائی	primär	ابتدائی	ADJ;NOM;FEM;PL	ADJ
primäre	اصلی	primär	اصلی	ADJ;NOM;FEM;PL	ADJ
emotional	جذباتی	emotional	جذباتی	ADJ	ADJ;NOM
befragung	سوال	befragung	سوال	N;NOM;FEM;SG	N;NOM;MASC;SG;3
befragung	استفسار.	befragung	استفسار.	N;NOM;FEM;SG	N;NOM;MASC;SG;3
befragung	ملاقات	befragung	ملاقات	N;NOM;FEM;SG	N;NOM;FEM;SG;3
selbstverständnis	مماثلہ.	selbstverständnis	مماثلہ.	ADJ	ADJ
investieren	اوڑھنا	investieren	اوڑھنا	V;NFIN	V;MASC;SG;NFIN;ACT
investieren	پہننا.	investieren	پہننا.	V;NFIN	V;MASC;SG;NFIN;ACT
nomenklatur	اصولی	nomenklatur	اصولی	ADJ	ADJ
trost	دلاسا.	tresen	دلاسا.		
buche	زان	buchen	زان		
abfall	بیکار	abfall	بیکار		
abfall	پھکنا.	abfall	پھکنا.		
abfall	گھلاؤ	abfall	گھلاؤ		
gips	(	geps	(		
gips	(	geps	(		
vermehrung	توسیع	vermehrung	توسیع	N;NOM;FEM;SG	N;NOM;MASC;SG;3
frischen	ستھرا	frisch	ستھرا	ADJ	ADJ
frischen	مستعد	frisch	مستعد	ADJ	ADJ
fortbildung	تربیت	fortbildung	تربیت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
fortbildung	مشق	fortbildung	مشق	N;NOM;FEM;SG	N;NOM;MASC;SG;3
fremd	غیر	fremd	غیر	ADJ	ADJ
fremd	مخالف	fremd	مخالف	ADJ	ADJ
fremd	غیر	fremd	غیر	ADJ	ADJ
fremd	مخالف	fremd	مخالف	ADJ	ADJ
fremd	بیگانہ	fremd	بیگانہ	ADJ	ADJ
fremd	غیر	fremd	غیر	ADJ	ADJ
fremd	غیر	fremd	غیر	ADJ	ADJ
wurm	(	wurm	(		
wurm	کرم.	wurm	کرم.		
wurm	کیچوے.	wurm	کیچوے.		
verständigung	درک.	verständigung	درک.		
yes	ہاں	yes	ہاں		
vorstoß	دھکیلنا	vorstoßen	دھکیل	V;IND;SG;3;FIN	V;NFIN;ACT
unwichtig	لایعنی	unwichtig	لایعنی	ADJ	ADJ
unwichtig	غیراہم	unwichtig	غیراہم	ADJ	ADJ
welterbe	ترکہ	welterbe	ترکہ		
lazarett	شفاخانہ	lazarett	شفاخانہ	ADJ	ADJ
rasche	فوری	rasch	فوری	ADJ;NOM;FEM;SG	ADJ
rasche	تیز	rasch	تیز	ADJ;NOM;FEM;SG	ADJ
skelett	محیط	skelett	محیط	ADJ	ADJ
broken	شکستہ	brok	شکستہ		
schieben	دھکیلنا	schieben	دھکیل	V;NFIN	V;NFIN;ACT
schieben	کھسکنے	schieben	کھسک	V;NFIN	V;ACC;NFIN
schieben	دھکیلنا	schieben	دھکیل	V;NFIN	V;NFIN;ACT
körperlich	جسمانی	körperlich	جسمانی	ADJ	ADJ
