van	din	van	din	ADP	ADP;ACC
verantwoordelijkheid	responsabilitate	verantwoordelijkheid	responsabilitate	N;MASC+FEM;SG	N;INDF;FEM;SG
eddy	eddy	eddy	eddy	N;MASC+FEM;SG	N;INDF;MASC;SG
successen	succese	succes	succes	N;PL	N;INDF;FEM;PL
metal	metalul	metal	metal	N;MASC+FEM;SG	N;DEF;MASC;SG
metal	metal	metal	metal	N;MASC+FEM;SG	N;INDF;MASC;SG
redactie	editorial	redactie	editorial	N;MASC+FEM;SG	N;INDF;MASC;SG
redactie	editorialul	redactie	editorial	N;MASC+FEM;SG	N;DEF;MASC;SG
iso	iso	iso	iso	N;MASC+FEM;SG	N;INDF;MASC
geïnteresseerd	interesati	interesseren	interesat	V;V.PTCP	V;IND;PL;2;PRS;FIN
prefectuur	prefectura	prefectuur	prefectură	N;MASC+FEM;SG	N;DEF;FEM;SG
prefectuur	prefectura	prefectuur	prefectură	N;MASC+FEM;SG	N;DEF;FEM;SG
christenen	crestini	christenen	crestin	N;PL	N;INDF;MASC;PL
christenen	crestini	christenen	crestin	N;PL	N;INDF;MASC;PL
onderhandelingen	negocieri	onderhandeling	negociere	N;PL	N;INDF;FEM;PL
onderhandelingen	negocieri	onderhandeling	negociere	N;PL	N;INDF;FEM;PL
onderhandelingen	negocierile	onderhandeling	negociere	N;PL	N;DEF;FEM;PL
nut	utilitatea	nut	utilitate	N;NEUT;SG	N;DEF;FEM;SG
nut	utilitate	nut	utilitate	N;NEUT;SG	N;INDF;FEM;SG
nut	utilitatea	nut	utilitate	N;NEUT;SG	N;DEF;FEM;SG
nut	utilitar	nut	utilitar	N;NEUT;SG	N;INDF;MASC;SG
baas	boss	baas	boss	N;MASC+FEM;SG	N;INDF;MASC;SG
ontwerper	designer	ontwerper	designer	N;MASC+FEM;SG	N;INDF;MASC;SG
voorwaarde	stare	voorwaard	stare	N;MASC+FEM;SG	N;INDF;FEM;SG
voorwaarde	conditia	voorwaard	conditie	N;MASC+FEM;SG	N;DEF;FEM;SG
voorwaarde	conditie	voorwaard	conditie	N;MASC+FEM;SG	N;INDF;FEM;SG
ijzer	fier	ijzer	fier	N;NEUT;SG	N;INDF;MASC;SG
ijzer	fierul	ijzer	fier	N;NEUT;SG	N;DEF;MASC;SG
creëren	creeaza	creer	creează	V;NFIN	V;IND;SG;3;IPFV;FIN
creëren	creez	creer	creez	V;NFIN	V;IND;SG;1;PRS;FIN
scène	scena	scène	scenă	N;MASC+FEM;SG	N;DEF;FEM;SG
scène	scena	scène	scenă	N;MASC+FEM;SG	N;DEF;FEM;SG
zeldzame	rari	zeldzaam	rar	ADJ	ADJ;INDF;MASC;PL
zeldzame	rara	zeldzaam	rar	ADJ	ADJ;DEF;FEM;SG
zeldzame	rare	zeldzaam	rar	ADJ	ADJ;INDF;FEM;PL
zeldzame	rara	zeldzaam	rar	ADJ	ADJ;DEF;FEM;SG
gebeurtenis	eveniment	gebeurtenis	eveniment	N;MASC+FEM;SG	N;INDF;MASC;SG
gebeurtenis	evenimentul	gebeurtenis	eveniment	N;MASC+FEM;SG	N;DEF;MASC;SG
banen	joburi	baan	job	N;PL	N;INDF;FEM;PL
nuttig	util	nuttig	util	ADJ	ADJ;INDF;MASC;SG
nuttig	folositor	nuttig	folositor	ADJ	ADJ;INDF;MASC;SG
nuttig	utila	nuttig	utila	ADJ	ADJ;DEF;FEM;SG
nuttig	utile	nuttig	util	ADJ	ADJ;INDF;FEM;PL
nuttig	folositoare	nuttig	folositor	ADJ	ADJ;INDF;FEM
opmerkelijk	notabile	opmerkelijk	notabil	ADJ	ADJ;INDF;FEM;PL
opmerkelijk	remarcabila	opmerkelijk	remarcabil	ADJ	ADJ;DEF;FEM;SG
opmerkelijk	remarcabile	opmerkelijk	remarcabil	ADJ	ADJ;INDF;FEM;PL
opmerkelijk	remarcabila	opmerkelijk	remarcabil	ADJ	ADJ;DEF;FEM;SG
opmerkelijk	remarcabil	opmerkelijk	remarcabil	ADJ	ADJ;INDF;MASC;SG
weekend	weekendul	weekend	weekend	N;NEUT;SG	N;DEF;MASC;SG
weekend	weekend	weekend	weekend	N;NEUT;SG	N;INDF;MASC;SG
gereed	pregatit	gereed	pregati	ADJ	ADJ;INDF;MASC;SG
waarschuwing	avertizare	waarschuwing	avertizare	N;MASC+FEM;SG	N;INDF;FEM;SG
waarschuwing	avertisment	waarschuwing	avertisment	N;MASC+FEM;SG	N;INDF;MASC;SG
waarschuwing	alerta	waarschuwing	alerta	N;MASC+FEM;SG	N;DEF;FEM;SG
doorbraak	descoperire	doorbraak	descoperire	N;MASC+FEM;SG	N;INDF;FEM;SG
financieel	financiara	financieel	financiară	ADJ	ADJ;DEF;FEM;SG
financieel	financiara	financieel	financiară	ADJ	ADJ;DEF;FEM;SG
financieel	financiare	financieel	financiar	ADJ	ADJ;INDF;FEM;PL
fossielen	fosile	fossiel	fosilă	N;PL	N;INDF;FEM;PL
koppel	cuplu	koppel	cuplu	N;NEUT;SG	N;INDF;MASC;SG
koppel	cuplul	koppel	cuplu	N;NEUT;SG	N;DEF;MASC;SG
koppel	cuplu	koppel	cuplu	N;NEUT;SG	N;INDF;MASC;SG
koppel	cuplului	koppel	cuplu	N;NEUT;SG	N;DEF;MASC;SG
schuld	vina	schuld	vină	N;MASC+FEM;SG	N;DEF;FEM;SG
schuld	datorie	schuld	datorie	N;MASC+FEM;SG	N;INDF;FEM;SG
schuld	vina	schuld	vină	N;MASC+FEM;SG	N;DEF;FEM;SG
schuld	vina	schuld	vină	N;MASC+FEM;SG	N;DEF;FEM;SG
hockey	hockey	hockey	hockey	N;MASC+FEM;SG	N;INDF;MASC;SG
hockey	hochei	hockey	hochei	N;MASC+FEM;SG	N;INDF;MASC;SG
express	express	express	express	N;MASC+FEM;SG	N;INDF;MASC;SG
vangen	prinde	vangen	prinde	V;NFIN	V;IND;SG;3;PRS;FIN
vangen	captureaza	vangen	capturează	V;NFIN	V;IND;SG;3;IPFV;FIN
depressie	depresie	depressie	depresie	N;MASC+FEM;SG	N;INDF;FEM;SG
depressie	depresia	depressie	depresie	N;MASC+FEM;SG	N;DEF;FEM;SG
episode	episod	episode	episod	N;MASC+FEM;SG	N;INDF;MASC;SG
episode	episodul	episode	episod	N;MASC+FEM;SG	N;DEF;MASC;SG
absolute	absoluta	absoluut	absolut	ADJ	ADJ;DEF;FEM;SG
filipijns	filipinez	filipijns	filipină	ADJ	ADJ;INDF;MASC;SG
geloven	crede	geloven	crede	V;NFIN	V;IND;SG;3;PRS;FIN
tank	tank	tank	tank	N;MASC+FEM;SG	N;INDF;MASC;SG
tank	rezervor	tank	rezervor	N;MASC+FEM;SG	N;INDF;MASC;SG
tank	tanc	tank	tanc	N;MASC+FEM;SG	N;INDF;MASC;SG
voertuig	vehiculul	voertuig	vehicul	N;NEUT;SG	N;DEF;MASC;SG
voertuig	vehicul	voertuig	vehicul	N;NEUT;SG	N;INDF;MASC;SG
tijdschriften	reviste	tijdschrift	revistă	N;PL	N;INDF;FEM;PL
tijdschriften	revistele	tijdschrift	revistă	N;PL	N;DEF;FEM;PL
ruzie	cearta	ruzie	ceartă	N;MASC+FEM;SG	N;DEF;FEM;SG
ondernemer	antreprenor	ondernemer	antreprenor	N;MASC+FEM;SG	N;INDF;MASC;SG
ondernemer	intreprinzator	ondernemer	intreprinzator	N;MASC+FEM;SG	N;INDF;MASC;SG
brothers	fratii	brother	frate	N;PL	N;DEF;MASC;PL
brothers	fratii	brother	frate	N;PL	N;DEF;MASC;PL
brothers	fratilor	brother	frate	N;PL	N;DEF;MASC;PL
varen	navigheaza	varen	navighează	V;NFIN	V;IND;SG;3;IPFV;FIN
varen	naviga	varen	naviga	V;NFIN	V;IND;SG;3;IPFV;FIN
slaven	sclave	slaven	sclavă	N;PL	N;INDF;FEM;PL
slaven	sclavii	slaven	sclavie	N;PL	N;DEF;MASC;PL
slaven	sclavi	slaven	sclav	N;PL	N;INDF;MASC;PL
lama	lama	lama	lamă	N;MASC+FEM;SG	N;DEF;FEM;SG
verschijnsel	fenomenul	verschijnsel	fenomen	N;NEUT;SG	N;DEF;MASC;SG
verschijnsel	fenomen	verschijnsel	fenomen	N;NEUT;SG	N;INDF;MASC;SG
componisten	compozitori	componist	compozitor	N;PL	N;INDF;MASC;PL
contacten	contacte	contact	contact	N;PL	N;INDF;FEM;PL
contacten	contactele	contact	contact	N;PL	N;DEF;FEM;PL
zusters	surori	zuster	soră	N;PL	N;INDF;FEM;PL
zusters	surorilor	zuster	soră	N;PL	N;DEF;MASC;PL
zusters	surorile	zuster	soră	N;PL	N;DEF;FEM;PL
zusters	asistente	zuster	asistent	N;PL	N;INDF;FEM;PL
zusters	infirmiere	zuster	infirmiere	N;PL	N;INDF;FEM;PL
delta	delta	delta	deltă	N;MASC+FEM;SG	N;DEF;FEM;SG
gesprek	conversatie	gesprek	conversatie	N;NEUT;SG	N;INDF;FEM;SG
gesprek	conversatie	gesprek	conversatie	N;NEUT;SG	N;INDF;FEM;SG
ambassadeur	ambasadorul	ambassadeur	ambasador	N;MASC+FEM;SG	N;DEF;MASC;SG
ambassadeur	ambasador	ambassadeur	ambasador	N;MASC+FEM;SG	N;INDF;MASC;SG
vlees	carne	vlees	carne	N;NEUT;SG	N;INDF;FEM;SG
vlees	carnea	vlees	carne	N;NEUT;SG	N;DEF;FEM;SG
verzameld	culese	verzamelen	culege	V;V.PTCP	V;IND;SG;3;PST;FIN
herstel	restaurare	herstel	restaurare	N;NEUT;SG	N;INDF;FEM;SG
herstel	restaurarea	herstel	restaurare	N;NEUT;SG	N;DEF;FEM;SG
herstel	recuperarea	herstel	recuperare	N;NEUT;SG	N;DEF;FEM;SG
herstel	redresare	herstel	redresare	N;NEUT;SG	N;INDF;FEM;SG
herstel	redresarea	herstel	redresare	N;NEUT;SG	N;DEF;FEM;SG
herstel	recuperare	herstel	recuperare	N;NEUT;SG	N;INDF;FEM;SG
herstel	reabilitare	herstel	reabilitare	N;NEUT;SG	N;INDF;FEM;SG
herstel	reabilitarea	herstel	reabilitare	N;NEUT;SG	N;DEF;FEM;SG
anonieme	anonima	anoniem	anonimă	ADJ	ADJ;DEF;FEM;SG
track	pista	track	pistă	N;MASC+FEM;SG	N;DEF;FEM;SG
track	pista	track	pistă	N;MASC+FEM;SG	N;DEF;FEM;SG
nek	gatul	nek	gat	N;MASC+FEM;SG	N;DEF;MASC;SG
profvoetballer	fotbalistul	profvoetballer	fotbalist	N;MASC+FEM;SG	N;DEF;MASC;SG
profvoetballer	fotbalist	profvoetballer	fotbalist	N;MASC+FEM;SG	N;INDF;MASC;SG
fractie	grupa	fractie	grupă	N;MASC+FEM;SG	N;DEF;FEM;SG
fractie	grup	fractie	grup	N;MASC+FEM;SG	N;INDF;MASC;SG
fractie	grupul	fractie	grup	N;MASC+FEM;SG	N;DEF;MASC;SG
fractie	grupa	fractie	grupă	N;MASC+FEM;SG	N;DEF;FEM;SG
tanks	tancuri	tank	tanc	N;PL	N;INDF;FEM;PL
tanks	cisterne	tank	cistern	N;PL	N;INDF;FEM;PL
tanks	tancurile	tank	tanc	N;PL	N;DEF;FEM;PL
tanks	rezervoare	tank	rezervor	N;PL	N;INDF;FEM;PL
velden	domenii	vellen	domeniu	N;PL	N;INDF;FEM;PL
velden	campuri	vellen	camp	N;PL	N;INDF;FEM;PL
velden	campurile	vellen	camp	N;PL	N;DEF;FEM;PL
katholieken	catolici	katholiek	catolic	N;PL	N;INDF;MASC;PL
katholieken	catolicii	katholiek	catolic	N;PL	N;DEF;MASC;PL
match	meci	match	meci	N;MASC+FEM;SG	N;INDF;MASC;SG
match	match	match	match	N;MASC+FEM;SG	N;INDF;MASC;SG
match	potrivire	match	potrivire	N;MASC+FEM;SG	N;INDF;FEM;SG
borst	pieptul	borst	piept	N;MASC+FEM;SG	N;DEF;MASC;SG
borst	piept	borst	piept	N;MASC+FEM;SG	N;INDF;MASC;SG
borst	sanul	borst	san	N;MASC+FEM;SG	N;DEF;MASC;SG
borst	piept	borst	piept	N;MASC+FEM;SG	N;INDF;MASC;SG
kaas	branza	kaas	branză	N;MASC+FEM;SG	N;DEF;FEM;SG
kaas	branza	kaas	branză	N;MASC+FEM;SG	N;DEF;FEM;SG
kaas	branza	kaas	branză	N;MASC+FEM;SG	N;DEF;FEM;SG
design	proiectare	design	proiectare	N;MASC+FEM;SG	N;INDF;FEM;SG
design	design	design	design	N;MASC+FEM;SG	N;INDF;MASC;SG
design	proiectarea	design	proiectare	N;MASC+FEM;SG	N;DEF;FEM;SG
ottomaanse	otomana	ottomaans	otomană	N;NEUT;SG	N;DEF;FEM;SG
ottomaanse	otoman	ottomaans	otoman	N;NEUT;SG	N;INDF;MASC;SG
valse	fals	vals	fals	ADJ	ADJ;INDF;MASC;SG
valse	falsa	vals	fals	ADJ	ADJ;DEF;FEM;SG
valse	falsa	vals	fals	ADJ	ADJ;DEF;FEM;SG
valse	false	vals	fals	ADJ	ADJ;INDF;FEM;PL
standbeeld	statuia	standbeeld	statuie	N;NEUT;SG	N;DEF;FEM;SG
standbeeld	statuie	standbeeld	statuie	N;NEUT;SG	N;INDF;FEM;SG
concurrentie	competitie	concurrentie	competitie	N;MASC+FEM;SG	N;INDF;FEM;SG
concurrentie	concurs	concurrentie	concurs	N;MASC+FEM;SG	N;INDF;MASC;SG
concurrentie	concurenta	concurrentie	concurenta	N;MASC+FEM;SG	N;DEF;FEM;SG
concurrentie	concurenta	concurrentie	concurenta	N;MASC+FEM;SG	N;DEF;FEM;SG
sebastian	sebastian	sebastian	sebastian	N;MASC+FEM;SG	N;INDF;MASC;SG
aanhangers	suporterii	aanhanger	suporter	N;PL	N;DEF;MASC;PL
aanhangers	suporteri	aanhanger	suporter	N;PL	N;INDF;MASC;PL
medisch	medical	medisch	medical	ADJ	ADJ;INDF;MASC;SG
medisch	medicale	medisch	medical	ADJ	ADJ;INDF;FEM;PL
fins	finlandez	fins	finlandez	ADJ	ADJ;INDF;MASC;SG
fins	finlandeza	fins	finlandez	ADJ	ADJ;DEF;FEM;SG
geallieerde	aliata	geallieerde	aliată	N;MASC+FEM;SG	N;DEF;FEM;SG
visser	pescar	visser	pescar	N;MASC+FEM;SG	N;INDF;MASC;SG
visser	pescarul	visser	pescar	N;MASC+FEM;SG	N;DEF;MASC;SG
kat	kat	kat	kat	N;MASC+FEM;SG	N;INDF;MASC;SG
kat	pisica	kat	pisică	N;MASC+FEM;SG	N;DEF;FEM;SG
kat	pisica	kat	pisică	N;MASC+FEM;SG	N;DEF;FEM;SG
perfect	perfecte	perfect	perfect	ADJ	ADJ;INDF;FEM;PL
grootvader	bunic	grootvader	bunic	N;MASC+FEM;SG	N;INDF;MASC;SG
grootvader	bunicul	grootvader	bunic	N;MASC+FEM;SG	N;DEF;MASC;SG
grootvader	bunic	grootvader	bunic	N;MASC+FEM;SG	N;INDF;MASC;SG
grootvader	bunicul	grootvader	bunic	N;MASC+FEM;SG	N;DEF;MASC;SG
primaire	primare	primair	primar	ADJ	ADJ;INDF;FEM;PL
primaire	primara	primair	primar	ADJ	ADJ;DEF;FEM;SG
evolutie	evolutia	evolutie	evolutie	N;MASC+FEM;SG	N;DEF;FEM;SG
evolutie	evolutie	evolutie	evolutie	N;MASC+FEM;SG	N;INDF;FEM;SG
evolutie	evolutia	evolutie	evolutie	N;MASC+FEM;SG	N;DEF;FEM;SG
evolutie	evolutia	evolutie	evolutie	N;MASC+FEM;SG	N;DEF;FEM;SG
mix	amestec	mix	amestec	N;MASC+FEM;SG	N;INDF;MASC;SG
mix	mix	mix	mix	N;MASC+FEM;SG	N;INDF;MASC;SG
gevierd	sarbatorit	vieren	sarbatori	V;V.PTCP	V;MASC;SG;V.PTCP
gevierd	sarbatorit	vieren	sarbatori	V;V.PTCP	V;MASC;SG;V.PTCP
voorwerp	obiect	voorwerp	obiect	N;NEUT;SG	N;INDF;MASC;SG
voorwerp	obiectul	voorwerp	obiect	N;NEUT;SG	N;DEF;MASC;SG
captain	capitan	captain	capitan	N;MASC+FEM;SG	N;INDF;MASC;SG
vleugel	aripa	vleugel	aripă	N;MASC+FEM;SG	N;DEF;FEM;SG
vleugel	aripa	vleugel	aripă	N;MASC+FEM;SG	N;DEF;FEM;SG
privé	privat	privé	privat	ADJ	ADJ;INDF;MASC;SG
privé	privata	privé	privat	ADJ	ADJ;DEF;FEM;SG
privé	privat	privé	privat	ADJ	ADJ;INDF;MASC;SG
privé	private	privé	privat	ADJ	ADJ;INDF;FEM;PL
eruit	afara	eruit	afara	ADV	ADV
eruit	afara	eruit	afara	ADV	ADV
belangen	interesele	belang	interes	N;PL	N;DEF;FEM;PL
belangen	interese	belang	interes	N;PL	N;INDF;FEM;PL
koper	cumparator	koper	cumparator	N;MASC+FEM;SG	N;INDF;MASC;SG
koper	cumparatorul	koper	cumparator	N;MASC+FEM;SG	N;DEF;MASC;SG
koper	cupru	koper	cupru	N;MASC+FEM;SG	N;INDF;MASC;SG
verdienen	castiga	verdienen	castiga	V;NFIN	V;IND;SG;3;IPFV;FIN
fonds	fondul	fonds	fond	N;NEUT;SG	N;DEF;MASC;SG
fonds	fond	fonds	fond	N;NEUT;SG	N;INDF;MASC;SG
infobox	infobox	infobox	infobox	N;MASC+FEM;SG	N;INDF;MASC;SG
afghanistan	afganistan	afghanistan	afganistan	N;NEUT;SG	N;INDF;MASC;SG
afghanistan	afghanistan	afghanistan	afghanistan	N;NEUT;SG	N;INDF;MASC;SG
afghanistan	afganistanul	afghanistan	afganistan	N;NEUT;SG	N;DEF;MASC;SG
geluk	fericirea	geluk	fericire	N;NEUT;SG	N;DEF;FEM;SG
geluk	fericire	geluk	fericire	N;NEUT;SG	N;INDF;FEM;SG
geluk	norocul	geluk	noroc	N;NEUT;SG	N;DEF;MASC;SG
gevel	fatada	gevel	fatadă	N;MASC+FEM;SG	N;DEF;FEM;SG
gevel	fatada	gevel	fatadă	N;MASC+FEM;SG	N;DEF;FEM;SG
gevel	fatada	gevel	fatadă	N;MASC+FEM;SG	N;DEF;FEM;SG
kaap	cape	kaap	cape	N;MASC+FEM;SG	N;INDF;MASC;SG
kaap	pelerina	kaap	pelerină	N;MASC+FEM;SG	N;DEF;FEM;SG
kaap	pelerina	kaap	pelerină	N;MASC+FEM;SG	N;DEF;FEM;SG
stil	tacut	stil	tace	ADJ	ADJ;INDF;MASC;SG
openen	deschide	openen	deschide	V;NFIN	V;IND;SG;3;PRS;FIN
openen	deschid	openen	deschide	V;NFIN	V;IND;PL;3;PRS;FIN
imdb	imdb	imdb	imdb	N;MASC+FEM;SG	N;INDF;MASC;SG
verteld	spus	vertellen	spune	V;V.PTCP	V;MASC;SG;V.PTCP
zoons	fiii	zoon	fiu	N;PL	N;DEF;MASC;PL
onderzoekers	cercetatorii	onderzoeker	cercetatoriu	N;PL	N;DEF;MASC;PL
onderzoekers	cercetatori	onderzoeker	cercetator	N;PL	N;INDF;MASC;PL
onderzoekers	cercetatorilor	onderzoeker	cercetator	N;PL	N;DEF;MASC;PL
onderzoekers	cercetatori	onderzoeker	cercetator	N;PL	N;INDF;MASC;PL
onderzoekers	anchetatorii	onderzoeker	anchetatoriu	N;PL	N;DEF;MASC;PL
onderzoekers	investigatorii	onderzoeker	investigatoriu	N;PL	N;DEF;MASC;PL
onderzoekers	anchetatori	onderzoeker	anchetator	N;PL	N;INDF;MASC;PL
haan	scula	haan	scula	N;MASC+FEM;SG	N;DEF;FEM;SG
haan	cocos	haan	cocos	N;MASC+FEM;SG	N;INDF;MASC;SG
haan	rooster	haan	rooster	N;MASC+FEM;SG	N;INDF;MASC;SG
portretten	portretele	portret	portret	N;PL	N;DEF;FEM;PL
portretten	portrete	portret	portret	N;PL	N;INDF;FEM;PL
toepassingen	aplicatii	toepassing	aplicat	N;PL	N;INDF;FEM;PL
toepassingen	cereri	toepassing	cerere	N;PL	N;INDF;FEM;PL
toepassingen	aplicatii	toepassing	aplicat	N;PL	N;INDF;FEM;PL
toepassingen	aplicatii	toepassing	aplicat	N;PL	N;INDF;FEM;PL
cover	coperta	cover	copertă	N;MASC+FEM;SG	N;DEF;FEM;SG
cover	coperta	cover	copertă	N;MASC+FEM;SG	N;DEF;FEM;SG
cover	cover	cover	cover	N;MASC+FEM;SG	N;INDF;MASC;SG
cover	acoperire	cover	acoperire	N;MASC+FEM;SG	N;INDF;FEM;SG
banken	bancile	bank	bancă	N;PL	N;DEF;FEM;PL
banken	banci	bank	bancă	N;PL	N;INDF;FEM;PL
banken	banci	bank	bancă	N;PL	N;INDF;FEM;PL
banken	bancile	bank	bancă	N;PL	N;DEF;FEM;PL
ramp	calamitate	ramp	calamitate	N;MASC+FEM;SG	N;INDF;FEM;SG
ramp	dezastrul	ramp	dezastru	N;MASC+FEM;SG	N;DEF;MASC;SG
ramp	dezastru	ramp	dezastru	N;MASC+FEM;SG	N;INDF;MASC;SG
ramp	catastrofa	ramp	catastrofa	N;MASC+FEM;SG	N;DEF;FEM;SG
ramp	catastrofa	ramp	catastrofa	N;MASC+FEM;SG	N;DEF;FEM;SG
najaar	toamna	najaar	toamnă	N;NEUT;SG	N;DEF;FEM;SG
najaar	toamna	najaar	toamnă	N;NEUT;SG	N;DEF;FEM;SG
evenementen	evenimentele	evenement	eveniment	N;PL	N;DEF;FEM;PL
evenementen	evenimente	evenement	eveniment	N;PL	N;INDF;FEM;PL
parallel	paralele	parallel	paralel	ADJ	ADJ;INDF;FEM;PL
percussie	percutie	percussie	percutie	N;MASC+FEM;SG	N;INDF;FEM;SG
schieten	trage	schieten	trage	V;NFIN	V;IND;SG;3;PRS;FIN
moslims	musulmanii	moslims	musulman	N;PL	N;DEF;MASC;PL
moslims	musulmanilor	moslims	musulman	N;PL	N;DEF;MASC;PL
zeller	zeller	zel	zeller	N;MASC+FEM;SG	N;INDF;MASC;SG
gestorven	murit	sterven	muri	V;V.PTCP	V;MASC;SG;V.PTCP
inkomsten	veniturile	inkomsten	venit	N;PL	N;DEF;FEM;PL
inkomsten	venituri	inkomsten	venit	N;PL	N;INDF;FEM;PL
inkomsten	venituri	inkomsten	venit	N;PL	N;INDF;FEM;PL
inkomsten	veniturile	inkomsten	venit	N;PL	N;DEF;FEM;PL
koloniale	coloniale	koloniaal	colonial	ADJ	ADJ;INDF;FEM;PL
koloniale	coloniala	koloniaal	colonial	ADJ	ADJ;DEF;FEM;SG
minor	minora	minor	minoră	N;MASC+FEM;SG	N;DEF;FEM;SG
minor	minora	minor	minoră	N;MASC+FEM;SG	N;DEF;FEM;SG
moon	luna	moon	lună	N;MASC+FEM;SG	N;DEF;FEM;SG
moon	luna	moon	lună	N;MASC+FEM;SG	N;DEF;FEM;SG
moon	moon	moon	moon	N;MASC+FEM;SG	N;INDF;MASC;SG
formaat	dimensiune	formaat	dimensiune	N;NEUT;SG	N;INDF;FEM;SG
formaat	marime	formaat	marim	N;NEUT;SG	N;INDF;FEM;SG
formaat	dimensiunea	formaat	dimensiune	N;NEUT;SG	N;DEF;FEM;SG
formaat	marimea	formaat	marime	N;NEUT;SG	N;DEF;FEM;SG
formaat	marime	formaat	marim	N;NEUT;SG	N;INDF;FEM;SG
formaat	formatul	formaat	format	N;NEUT;SG	N;DEF;MASC;SG
formaat	format	formaat	format	N;NEUT;SG	N;INDF;MASC;SG
sara	sara	sara	sară	N;MASC+FEM;SG	N;DEF;FEM;SG
schema	program	schema	program	N;NEUT;SG	N;INDF;MASC;SG
schema	programul	schema	program	N;NEUT;SG	N;DEF;MASC;SG
trams	tramvaie	tram	tramvai	N;PL	N;INDF;FEM;PL
mode	moda	mode	moda	N;MASC+FEM;SG	N;DEF;FEM;SG
mode	modei	mode	modă	N;MASC+FEM;SG	N;DEF;FEM;SG
mode	moda	mode	moda	N;MASC+FEM;SG	N;DEF;FEM;SG
mode	fashion	mode	fashion	N;MASC+FEM;SG	N;INDF;MASC;SG
mode	regim	mode	regim	N;MASC+FEM;SG	N;INDF;MASC;SG
mode	modul	mode	mod	N;MASC+FEM;SG	N;DEF;MASC;SG
mode	mode	mode	mode	N;MASC+FEM;SG	N;INDF;MASC;SG
mode	mod	mode	mod	N;MASC+FEM;SG	N;INDF;MASC;SG
byzantijnse	bizantin	byzantijns	bizantin	ADJ	ADJ;INDF;MASC;SG
autoriteiten	autoritatile	autoriteit	autoritate	N;PL	N;DEF;FEM;PL
autoriteiten	autoritatile	autoriteit	autoritate	N;PL	N;DEF;FEM;PL
redacteur	editorul	redacteur	editor	N;MASC+FEM;SG	N;DEF;MASC;SG
redacteur	redactor	redacteur	redactor	N;MASC+FEM;SG	N;INDF;MASC;SG
redacteur	editor	redacteur	editor	N;MASC+FEM;SG	N;INDF;MASC;SG
spanjaarden	spaniolii	spanjaard	spaniol	N;PL	N;DEF;MASC;PL
warschau	varsovia	warschau	varsovie	N;NEUT;SG	N;DEF;FEM;SG
warschau	varsovia	warschau	varsovie	N;NEUT;SG	N;DEF;FEM;SG
vitesse	vitesse	vitesse	vitess	N;NEUT;SG	N;INDF;MASC;SG
aantallen	numerele	aantal	număr	N;PL	N;DEF;FEM;PL
aantallen	numere	aantal	număr	N;PL	N;INDF;FEM;PL
aangeven	indica	aangeven	indica	V;NFIN	V;IND;SG;3;IPFV;FIN
organist	organist	organist	organist	N;MASC+FEM;SG	N;INDF;MASC;SG
diepe	adanca	diep	adanca	ADJ	ADJ;DEF;FEM;SG
verdieping	aprofundarea	verdieping	aprofundare	N;MASC+FEM;SG	N;DEF;FEM;SG
verdieping	etajul	verdieping	etaj	N;MASC+FEM;SG	N;DEF;MASC;SG
verdieping	etaj	verdieping	etaj	N;MASC+FEM;SG	N;INDF;MASC;SG
verdieping	podea	verdieping	podea	N;MASC+FEM;SG	N;INDF;FEM;SG
anoniem	anonima	anoniem	anonimă	ADJ	ADJ;DEF;FEM;SG
aanbod	oferta	aanbod	ofertă	N;NEUT;SG	N;DEF;FEM;SG
aanbod	oferta	aanbod	ofertă	N;NEUT;SG	N;DEF;FEM;SG
gymnasium	gimnaziu	gymnasium	gimnaziu	N;NEUT;SG	N;INDF;MASC;SG
pastoor	pastorul	pastoor	pastor	N;MASC+FEM;SG	N;DEF;MASC;SG
pastoor	pastor	pastoor	pastor	N;MASC+FEM;SG	N;INDF;MASC;SG
nul	zero	nul	zero	NUM	NUM;PL
bundel	pachet	bundel	pachet	N;MASC+FEM;SG	N;INDF;MASC;SG
baai	cove	baai	cove	N;MASC+FEM;SG	N;INDF;MASC;SG
baai	golful	baai	golf	N;MASC+FEM;SG	N;DEF;MASC;SG
uniek	unicat	uniek	unica	ADJ	ADJ;INDF;MASC;SG
uniek	unic	uniek	unic	ADJ	ADJ;INDF;MASC;SG
uniek	unice	uniek	unic	ADJ	ADJ;INDF;FEM;PL
uniek	unici	uniek	unică	ADJ	ADJ;INDF;MASC;PL
uniek	unica	uniek	unică	ADJ	ADJ;DEF;FEM;SG
tijdperk	epoca	tijdperk	epocă	N;NEUT;SG	N;DEF;FEM;SG
vertalen	traduce	vertalen	traduce	V;NFIN	V;IND;SG;3;PRS;FIN
politici	politicienii	politicus	politician	N;PL	N;DEF;MASC;PL
politici	politicienilor	politicus	politiciene	N;PL	N;DEF;MASC;PL
politici	politicieni	politicus	politician	N;PL	N;INDF;MASC;PL
vrijwilligers	voluntari	vrijwilliger	voluntar	N;PL	N;INDF;MASC;PL
vrijwilligers	voluntarii	vrijwilliger	voluntar	N;PL	N;DEF;MASC;PL
linda	linda	linda	lindă	N;MASC+FEM;SG	N;DEF;FEM;SG
geallieerden	aliatii	geallieerde	aliat	N;PL	N;DEF;MASC;PL
belge	belge	belge	belge	N;MASC+FEM;SG	N;INDF;MASC;SG
toerisme	turism	toerisme	turism	N;NEUT;SG	N;INDF;MASC;SG
