スクロール	свитък	スクロール	свитък	N	N;INDF;MASC;SG
知識人	интелектуалец	知識人	интелектуалец	N	N;INDF;MASC;SG
談話	беседа	談話	бесед	N	N;INDF;FEM;SG
ウェディング	сватбите	ウェディング	сватба	N	N;DEF;FEM;PL
ウェディング	сватби	ウェディング	сватба	N	N;INDF;FEM;PL
ウェディング	свадба	ウェディング	свадба	N	N;INDF;FEM;SG
ウェディング	сватба	ウェディング	сватба	N	N;INDF;FEM;SG
着物	кимоно	着物	кимоно	N	N;INDF;NEUT;SG
救急車	линейка	救急車	линейка	N	N;INDF;FEM;SG
花弁	венчелистчета	花弁	венчелистче	N	N;INDF;NEUT;PL
セグメント	сегменти	セグメント	сегмент	N	N;INDF;MASC;PL
セグメント	отсечка	セグメント	отсечка	N	N;INDF;FEM;SG
セグメント	сегмент	セグメント	сегмент	N	N;INDF;MASC;SG
絶縁	изолирана	絶縁	изолирам-(се)	V	V;PFV;INDF;FEM;SG;V.PTCP;PASS
絶縁	изолирани	絶縁	изолирам-(се)	V	V;PFV;INDF;PL;V.PTCP;PASS
絶縁	изолиран	絶縁	изолирам-(се)	V	V;PFV;INDF;MASC;SG;V.PTCP;PASS
在庫	опис	在庫	опис	N	N;INDF;MASC;SG
在庫	инвентаризация	在庫	инвентаризация	N	N;INDF;FEM;SG
スプリンター	спринтьор	スプリンター	спринтьор	N	N;INDF;MASC;SG
リセット	рестартира	リセット	рестартирам	V	V;PFV;IND;SG;3;PST;FIN;ACT
軍縮	разоръжаване	軍縮	разоръжаване	N	N;INDF;NEUT;SG
スプレー	пръскане	スプレー	пръскане	N	N;INDF;NEUT;SG
スプレー	спрей	スプレー	спрей	N	N;INDF;MASC;SG
ポテンシャル	потенциал	ポテンシャル	потенциал	N	N;INDF;MASC;SG
生化学	биохимия	生化学	биохимия	N	N;INDF;FEM;SG
スピーチ	реч	スピーチ	реч	N	N;INDF;FEM;SG
スピーチ	говор	スピーチ	говор	N	N;INDF;MASC;SG
タスク	задачи	タスク	задача	N	N;INDF;FEM;PL
タスク	задача	タスク	задача	N	N;INDF;FEM;SG
タスク	задачата	タスク	задача	N	N;DEF;FEM;SG
キャプション	заглавие	キャプション	заглавие	N	N;INDF;NEUT;SG
キャプション	надпис	キャプション	надпис	N	N;INDF;MASC;SG
キャプション	надписи	キャプション	надпис	N	N;INDF;MASC;PL
プレイオフ	плейофите	プレイオフ	плещоф	N	N;DEF;MASC;PL
物品	стоки	物品	стока	N	N;INDF;FEM;PL
物品	блага	物品	благам-(се)	N	N;INDF;FEM;SG
サイレン	сирена	サイレン	сирен	N	N;INDF;NEUT;PL
ルーレット	рулетка	ルーレット	рулетка	N	N;INDF;FEM;SG
小人	джудже	小人	джудже	N	N;INDF;NEUT;SG
バイオリン	цигулка	バイオリン	цигулка	N	N;INDF;FEM;SG
インターフェース	интерфейс	インターフェース	интерфейс	N	N;INDF;MASC;SG
インターフェース	интерфейса	インターフェース	интерфейс	N	N;DEF;MASC;SG
インターフェース	интерфейси	インターフェース	интерфейса	N	N;INDF;MASC;PL
即興	импровизация	即興	импровизация	N	N;INDF;FEM;SG
賞品	награди	賞品	награда	N	N;INDF;FEM;PL
公判	процес	公判	процес	N	N;INDF;MASC;SG
カスタマイズ	персонализиране	カスタマイズ	персонализиране	N	N;INDF;NEUT;SG
浪士	роши	浪士	роша	N	N;INDF;MASC;PL
車道	алеята	車道	алея	N	N;DEF;FEM;SG
車道	алея	車道	алея	N	N;INDF;FEM;SG
変種	разнообразие	変種	разнообразие	N	N;INDF;NEUT;SG
変種	сорт	変種	сорт	N	N;INDF;MASC;SG
変種	разновидност	変種	разновидност	N	N;INDF;FEM;SG
リハビリテーション	рехабилитация	リハビリテーション	рехабилитация	N	N;INDF;FEM;SG
屈折	пречупване	屈折	пречупване	N	N;INDF;NEUT;SG
アクセサリー	аксесоари	アクセサリー	аксесоар	N	N;INDF;MASC;PL
アクセサリー	съучастник	アクセサリー	съучастник	N	N;INDF;MASC;SG
アクセサリー	съучастие	アクセサリー	съучастие	N	N;INDF;NEUT;SG
アクセサリー	аксесоар	アクセサリー	аксесоар	N	N;INDF;MASC;SG
アクセサリー	съучастничество	アクセサリー	съучастничество	N	N;INDF;NEUT;SG
肥料	торове	肥料	тор	N	N;INDF;MASC;PL
肥料	тор	肥料	тор	N	N;INDF;MASC;SG
フォーチュン	богатство	フォーチュン	богатство	N	N;INDF;NEUT;SG
ラッパー	рапър	ラッパー	рапър	N	N;INDF;MASC;SG
検知	засечен	検知	засека	V	V;PFV;INDF;MASC;SG;V.PTCP;PASS
野獣	звяр	野獣	звяр	N	N;INDF;MASC;SG
サメ	акулите	サメ	акул	N	N;DEF;MASC;PL
サメ	акули	サメ	акул	N	N;INDF;MASC;PL
サメ	акула	サメ	акул	N	N;INDF;FEM;SG
サメ	акули	サメ	акул	N	N;INDF;MASC;PL
湖沼	езера	湖沼	езер	N	N;INDF;NEUT;PL
湖沼	езерата	湖沼	езера	N	N;DEF;FEM;SG
オペレーター	оператор	オペレーター	оператор	N	N;INDF;MASC;SG
レクイエム	реквием	レクイエム	реквием	N	N;INDF;MASC;SG
陽気	весел	陽気	весел	ADJ	ADJ;INDF;MASC;SG
陽気	игрив	陽気	игрив	ADJ	ADJ;INDF;MASC;SG
概説	очертае	概説	очертая-(се)	V	V;PFV;IND;SG;3;PST;FIN;ACT
マグロ	тон	マグロ	тон	N	N;INDF;MASC;SG
ファンク	фънк	ファンク	фънк	N	N;INDF;MASC;SG
キープ	запази	キープ	запазя-(се)	V	V;PFV;IMP;SG;2;FIN
ダイバー	водолаз	ダイバー	водолаз	N	N;INDF;MASC;SG
ダイバー	водолази	ダイバー	водолаз	N	N;INDF;MASC;PL
長方形	правоъгълници	長方形	правоъгълник	N	N;INDF;MASC;PL
長方形	правоъгълник	長方形	правоъгълник	N	N;INDF;MASC;SG
パイプライン	газопровода	パイプライン	газопровод	N	N;DEF;MASC;SG
パイプライン	тръбопроводи	パイプライン	тръбопровод	N	N;INDF;MASC;PL
パイプライン	тръбопровод	パイプライン	тръбопровод	N	N;INDF;MASC;SG
パイプライン	газопровод	パイプライン	газопровод	N	N;INDF;MASC;SG
疾病	болест	疾病	болест	N	N;INDF;FEM;SG
疾病	болести	疾病	болест	N	N;INDF;FEM;PL
疾病	заболяване	疾病	заболяване	N	N;INDF;NEUT;SG
疾病	заболявания	疾病	заболяване	N	N;INDF;NEUT;PL
迷路	лабиринт	迷路	лабиринт	N	N;INDF;MASC;SG
コントローラー	контролери	コントローラー	контролер	N	N;INDF;FEM;PL
コントローラー	контрольор	コントローラー	контрольор	N	N;INDF;MASC;SG
コントローラー	контролер	コントローラー	контролер	N	N;INDF;MASC;SG
アスリート	спортист	アスリート	спортист	N	N;INDF;MASC;SG
アスリート	атлет	アスリート	атлет	N	N;INDF;MASC;SG
アスリート	спортисти	アスリート	спортист	N	N;INDF;MASC;PL
アスリート	атлети	アスリート	атлет	N	N;INDF;MASC;PL
アスリート	спортистите	アスリート	спортист	N	N;DEF;MASC;PL
動乱	катаклизъм	動乱	катаклизъм	N	N;INDF;MASC;SG
キャラバン	керван	キャラバン	керван	N	N;INDF;MASC;SG
キャラバン	каравани	キャラバン	каравам-(се)	N	N;INDF;MASC;PL
キャラバン	каравана	キャラバン	каравам-(се)	N	N;INDF;FEM;SG
手足	крайници	手足	крайник	N	N;INDF;MASC;PL
手足	крайниците	手足	крайник	N	N;DEF;MASC;PL
丸い	кръгли	丸く	кръгъл	ADJ	ADJ;INDF;PL
変奏曲	вариации	変奏曲	вариация	N	N;INDF;FEM;PL
カーテン	завеса	カーテン	завеса	N	N;INDF;FEM;SG
カーテン	завесата	カーテン	завеса	N	N;DEF;FEM;SG
カーテン	пердета	カーテン	пердет	N	N;INDF;NEUT;PL
カーテン	завеси	カーテン	завеся	N	N;INDF;MASC;PL
カーテン	пердета	カーテン	пердет	N	N;INDF;NEUT;PL
嫌悪	отвратен	嫌悪	отвратя	V	V;PFV;INDF;MASC;SG;V.PTCP;PASS
豆腐	тофу	豆腐	тофу	N	N;INDF;NEUT;SG
コンベンション	конвенция	コンベンション	конвенция	N	N;INDF;FEM;SG
コンベンション	конгрес	コンベンション	конгрес	N	N;INDF;MASC;SG
レクリエーション	отдих	レクリエーション	отдих	N	N;INDF;MASC;SG
コンパイル	състави	コンパイル	съставя	N	N;INDF;FEM;PL
コンパイル	съставяне	コンパイル	съставяне	N	N;INDF;NEUT;SG
コンパイル	компилация	コンパイル	компилация	N	N;INDF;FEM;SG
蕎麦	соба	蕎麦	соба	N	N;INDF;FEM;SG
バンパー	броня	バンパー	броня	N	N;INDF;FEM;SG
バンパー	бронята	バンパー	броня	N	N;DEF;FEM;SG
命題	предложение	命題	предложение	N	N;INDF;NEUT;SG
サーベル	сейбър	サーベル	сейбър	N	N;INDF;MASC;SG
サーベル	сабя	サーベル	саб	N	N;INDF;FEM;SG
サーベル	сейбър	サーベル	сейбър	N	N;INDF;MASC;SG
サーベル	сабя	サーベル	саб	N	N;INDF;FEM;SG
ファシズム	фашисти	ファシズム	фашист	N	N;INDF;MASC;PL
ファシズム	фашист	ファシズム	фашист	N	N;INDF;MASC;SG
ファシズム	фашизма	ファシズム	фашизма	N	N;DEF;MASC;SG
ファシズム	фашисти	ファシズム	фашист	N	N;INDF;MASC;PL
ファシズム	фашистите	ファシズム	фашист	N	N;DEF;MASC;PL
内乱	въстание	内乱	въстание	N	N;INDF;NEUT;SG
曼荼	мандала	曼荼	мандала	N	N;INDF;FEM;SG
ズボン	панталон	ズボン	панталон	N	N;INDF;MASC;SG
ズボン	панталони	ズボン	панталон	N	N;INDF;MASC;PL
ズボン	панталоните	ズボン	панталон	N	N;DEF;MASC;PL
ズボン	гащи	ズボン	гащи	N	N;INDF
ズボン	панталон	ズボン	панталон	N	N;INDF;MASC;SG
ズボン	панталони	ズボン	панталон	N	N;INDF;MASC;PL
日	изгрев	日	изгрев	N	N;INDF;MASC;SG
おしゃれ	стилен	おしゃれ	стилен	ADJ	ADJ;INDF;MASC;SG
おしゃれ	стилна	おしゃれ	стилен	ADJ	ADJ;INDF;FEM;SG
風車	мелница	風車	мелница	N	N;INDF;FEM;SG
風車	мелници	風車	мелница	N	N;INDF;FEM;PL
チタン	титан	チタン	титан	N	N;INDF;MASC;SG
悲しい	тъжни	悲しい	тъжен	ADJ	ADJ;INDF;PL
悲しい	тъжен	悲しい	тъжен	ADJ	ADJ;INDF;MASC;SG
悲しい	тъжна	悲しい	тъжен	ADJ	ADJ;INDF;FEM;SG
ハガキ	картичка	ハガキ	картичка	N	N;INDF;FEM;SG
ダイス	зарове	ダイス	зарова	N	N;INDF;MASC;PL
ダイス	заровете	ダイス	заровя-(се)	N	N;DEF;MASC;PL
宴会	банкет	宴会	банкет	N	N;INDF;MASC;SG
スニーカー	кецове	スニーカー	кец	N	N;INDF;MASC;PL
スニーカー	маратонки	スニーカー	маратонка	N	N;INDF;FEM;PL
スニーカー	кецове	スニーカー	кец	N	N;INDF;MASC;PL
ノミ	бълха	ノミ	бълх	N	N;INDF;FEM;SG
ノミ	бълхи	ノミ	бълх	N	N;INDF;FEM;PL
ノミ	бълхи	ノミ	бълх	N	N;INDF;FEM;PL
ノミ	бълхите	ノミ	бълх	N	N;DEF;FEM;PL
ファイナンス	финанси	ファイナンス	финанси	N	N;INDF
ファイナンス	финансиране	ファイナンス	финансиране	N	N;INDF;NEUT;SG
偏見	предразсъдъци	偏見	предразсъдък	N	N;INDF;MASC;PL
牡丹	божур	牡丹	божур	N	N;INDF;MASC;SG
スーパースター	суперзвезда	スーパースター	суперзвезда	N	N;INDF;FEM;SG
ホステス	домакиня	ホステス	домакин	N	N;INDF;FEM;SG
ホステス	домакинята	ホステス	домакин	N	N;DEF;FEM;SG
ダイビング	гмуркане	ダイビング	гмуркане	N	N;INDF;NEUT;SG
ダイビング	потапяне	ダイビング	потапяне	N	N;INDF;NEUT;SG
ダイビング	гмуркане	ダイビング	гмуркане	N	N;INDF;NEUT;SG
リンチ	линч	リンチ	линч	N	N;INDF;MASC;SG
新星	nova	新星	nova	N	N;INDF;MASC;SG
農薬	пестициди	農薬	пестицид	N	N;INDF;FEM;PL
農薬	пестициди	農薬	пестицид	N	N;INDF;FEM;PL
農薬	пестицидите	農薬	пестицид	N	N;DEF;FEM;PL
ブロンズ	бронз	ブロンズ	бронз	N	N;INDF;MASC;SG
ブロンズ	бронзов	ブロンズ	бронзов	N	N;INDF;MASC;SG
スキップ	скип	スキップ	скип	N	N;INDF;MASC;SG
ヤシ	дланта	ヤシ	длан	N	N;DEF;FEM;SG
ヤシ	длан	ヤシ	длан	N	N;INDF;FEM;SG
小切手	чекове	小切手	чек	N	N;INDF;MASC;PL
小切手	чек	小切手	чек	N	N;INDF;MASC;SG
絶叫	писък	絶叫	писък	N	N;INDF;MASC;SG
手榴	гранатата	手榴	граната	N	N;DEF;FEM;SG
手榴	граната	手榴	грана	N	N;DEF;FEM;SG
手榴	гранатите	手榴	граната	N	N;DEF;FEM;PL
手榴	гранати	手榴	граната	N	N;INDF;FEM;PL
運動量	инерция	運動量	инерция	N	N;INDF;FEM;SG
議定	протокол	議定	протокол	N	N;INDF;MASC;SG
議定	протоколът	議定	протокол	N	N;DEF;MASC;SG
ピザ	пица	ピザ	пицам-се	N	N;INDF;FEM;SG
サクセス	успех	サクセス	успех	N	N;INDF;MASC;SG
サクセス	успехи	サクセス	успех	N	N;INDF;MASC;PL
海老	скариди	海老	скарида	N	N;INDF;MASC;PL
海老	скариди	海老	скарида	N	N;INDF;MASC;PL
海老	скариди	海老	скарида	N	N;INDF;MASC;PL
海老	скариди	海老	скарида	N	N;INDF;MASC;PL
コンパイラ	компилатори	コンパイラ	компилатор	N	N;INDF;MASC;PL
コンパイラ	компилатор	コンパイラ	компилатор	N	N;INDF;MASC;SG
退屈	скучна	退屈	скучен	ADJ	ADJ;INDF;FEM;SG
退屈	скучен	退屈	скучен	ADJ	ADJ;INDF;MASC;SG
ダーツ	дартс	ダーツ	дартс	N	N;INDF;MASC;SG
ダーツ	стрелички	ダーツ	стреличка	N	N;INDF;FEM;PL
ボギー	боги	ボギー	бог	N	N;INDF;MASC;SG
中庭	двор	中庭	двор	N	N;INDF;MASC;SG
中庭	двора	中庭	двор	N	N;DEF;MASC;SG
中庭	дворът	中庭	двор	N	N;DEF;MASC;SG
購買	закупуване	購買	закупуване	N	N;INDF;NEUT;SG
ウィルス	вирус	ウィルス	вирус	N	N;INDF;MASC;SG
ウィルス	вируси	ウィルス	вирус	N	N;INDF;MASC;PL
ウィルス	вируси	ウィルス	вирус	N	N;INDF;MASC;PL
噴水	фонтан	噴水	фонтан	N	N;INDF;MASC;SG
噴水	фонтани	噴水	фонтан	N	N;INDF;MASC;PL
試練	опити	試練	опит	N	N;INDF;MASC;PL
試練	процеси	試練	процес	N	N;INDF;MASC;PL
試練	изпитания	試練	изпитание	N	N;INDF;NEUT;PL
ガレージ	гараж	ガレージ	гараж	N	N;INDF;MASC;SG
ガレージ	гаража	ガレージ	гаража	N	N;DEF;MASC;SG
ヘルプ	помощ	ヘルプ	помощ	N	N;INDF;FEM;SG
レンガ	тухли	レンガ	тухля-(се)	N	N;INDF;MASC;PL
レンガ	тухлите	レンガ	нухла	N	N;DEF;MASC;PL
レンガ	тухла	レンガ	тухла	N	N;INDF;FEM;SG
レンガ	брик	レンガ	брик	N	N;INDF;MASC;SG
イデオロギー	идеология	イデオロギー	идеология	N	N;INDF;FEM;SG
イデオロギー	идеологии	イデオロギー	идеология	N	N;INDF;FEM;PL
切腹	сепуку	切腹	сепуку	N	N;INDF;MASC;SG
着信	входящ	着信	входящ	N	N;INDF;MASC;SG
包装	опаковка	包装	опаковка	N	N;INDF;FEM;SG
包装	опаковката	包装	опаковка	N	N;DEF;FEM;SG
包装	опаковане	包装	опаковане	N	N;INDF;NEUT;SG
包装	опаковки	包装	опаковка	N	N;INDF;FEM;PL
鉛	молив	鉛	молив	N	N;INDF;MASC;SG
鉛	моливи	鉛	молив	N	N;INDF;MASC;PL
会計士	счетоводители	会計士	счетоводител	N	N;INDF;MASC;PL
会計士	счетоводител	会計士	счетоводител	N	N;INDF;MASC;SG
カーリング	кърлинг	カーリング	кърлинг	N	N;INDF;MASC;SG
ヒート	горещина	ヒート	горещина	N	N;INDF;FEM;SG
ヒート	жега	ヒート	жега	N	N;INDF;FEM;SG
ヒート	топлина	ヒート	топлина	N	N;INDF;FEM;SG
東南	югоизток	東南	югоизток	N	N;INDF;MASC;SG
隣人	съсед	隣人	съсед	N	N;INDF;MASC;SG
隣人	съседка	隣人	съседка	N	N;INDF;FEM;SG
隣人	съсед	隣人	съсед	N	N;INDF;MASC;SG
隣人	съседка	隣人	съседка	N	N;INDF;FEM;SG
乱暴	груба	乱暴	груб	ADJ	ADJ;INDF;FEM;SG
乱暴	груб	乱暴	груб	ADJ	ADJ;INDF;MASC;SG
乱暴	груби	乱暴	груб	ADJ	ADJ;INDF;PL
催眠	хипноза	催眠	хипноза	N	N;INDF;FEM;SG
催眠	хипнозата	催眠	хипноза	N	N;DEF;FEM;SG
ハエ	полети	ハエ	полет	N	N;INDF;MASC;PL
悪霊	демон	悪霊	демон	N	N;INDF;MASC;SG
悪霊	демони	悪霊	демон	N	N;INDF;MASC;PL
悪霊	демоните	悪霊	демон	N	N;DEF;MASC;PL
汚職	корупция	汚職	корупция	N	N;INDF;FEM;SG
汚職	корупцията	汚職	корупция	N	N;DEF;FEM;SG
汚職	поквара	汚職	покварам	N	N;INDF;FEM;SG
必然	неизбежно	必然	неизбежен	ADV	ADV
必然	неминуемо	必然	неминуемо	ADV	ADV
服飾	костюм	服飾	костюм	N	N;INDF;MASC;SG
ロケーション	местоположение	ロケーション	местоположение	N	N;INDF;NEUT;SG
ロケーション	място	ロケーション	място	N	N;INDF;NEUT;SG
ロケーション	местонахождение	ロケーション	местонахождение	N	N;INDF;NEUT;SG
ロケーション	локация	ロケーション	локация	N	N;INDF;FEM;SG
由緒	историята	由緒	история	N	N;DEF;FEM;SG
由緒	история	由緒	история	N	N;INDF;FEM;SG
好奇心	любопитство	好奇心	любопитство	N	N;INDF;NEUT;SG
好奇心	любопитството	好奇心	любопитство	N	N;DEF;NEUT;SG
花粉	прашец	花粉	прашец	N	N;INDF;MASC;SG
生態学	екология	生態学	екология	N	N;INDF;FEM;SG
サイクリング	колоездене	サイクリング	колоездене	N	N;INDF;NEUT;SG
サイクリング	колоездене	サイクリング	колоездене	N	N;INDF;NEUT;SG
バスト	бюст	バスト	бюст	N	N;INDF;MASC;SG
レゲエ	реге	レゲエ	рега	N	N;INDF;MASC;SG
フェーズ	фаза	フェーズ	фаза	N	N;INDF;FEM;SG
フェーズ	етап	フェーズ	етап	N	N;INDF;MASC;SG
タフ	труден	タフ	труден	ADJ	ADJ;INDF;MASC;SG
タフ	корав	タフ	корав	ADJ	ADJ;INDF;MASC;SG
スパイス	подправки	スパイス	подправка	N	N;INDF;FEM;PL
スパイス	подправка	スパイス	подправка	N	N;INDF;FEM;SG
スパイス	подправки	スパイス	подправка	N	N;INDF;FEM;PL
鮮やか	ярки	鮮やか	ярък	ADJ	ADJ;INDF;PL
光沢	гланц	光沢	гланц	N	N;INDF;MASC;SG
光沢	блясък	光沢	блясък	N	N;INDF;MASC;SG
親指	палец	親指	палец	N	N;INDF;MASC;SG
親指	палеца	親指	палец	N	N;DEF;MASC;SG
親指	палецът	親指	палец	N	N;DEF;MASC;SG
親指	палците	親指	палец	N	N;DEF;MASC;PL
親指	палци	親指	палец	N	N;INDF;MASC;PL
フォロー	следвайте	フォロー	следвам	V	V;IPFV;IMP;PL;2;FIN
フォロー	следва	フォロー	следва	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
粉末	брашно	粉末	брашно	N	N;INDF;NEUT;SG
粉末	пудра	粉末	пудра	N	N;INDF;FEM;SG
粉末	прах	粉末	прах	N	N;INDF;MASC;SG
粉末	барут	粉末	барут	N	N;INDF;MASC;SG
粉末	прахове	粉末	прах	N	N;INDF;MASC;PL
台所	кухни	台所	кухна	N	N;INDF;FEM;PL
台所	кухня	台所	кухня	N	N;INDF;FEM;SG
台所	кухнята	台所	кухня	N	N;DEF;FEM;SG
誘発	предизвикана	誘発	предизвикам	V	V;PFV;INDF;FEM;SG;V.PTCP;PASS
誘発	предизвикано	誘発	предизвикам	V	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
誘発	индуцирана	誘発	индуцирам	V	V;PFV;INDF;FEM;SG;V.PTCP;PASS
公道	магистрала	公道	магистрала	N	N;INDF;FEM;SG
公道	магистралата	公道	магистрала	N	N;DEF;FEM;SG
峡谷	каньон	峡谷	каньон	N	N;INDF;MASC;SG
峡谷	каньона	峡谷	каньон	N	N;DEF;MASC;SG
峡谷	клисура	峡谷	клисура	N	N;INDF;FEM;SG
救世主	спасители	救世主	спасител	N	N;INDF;MASC;PL
救世主	спасителят	救世主	спасител	N	N;DEF;MASC;SG
救世主	спасител	救世主	спасител	N	N;INDF;MASC;SG
馬術	конен	馬術	конен	N	N;INDF;MASC;SG
書式	формати	書式	формат	N	N;INDF;FEM;PL
書式	формат	書式	формат	N	N;INDF;MASC;SG
アレルギー	алергия	アレルギー	алергия	N	N;INDF;FEM;SG
序文	предговор	序文	предговор	N	N;INDF;MASC;SG
序文	предговор	序文	предговор	N	N;INDF;MASC;SG
ヘッドライト	фарове	ヘッドライト	фар	N	N;INDF;MASC;PL
ヘッドライト	фар	ヘッドライト	фар	N	N;INDF;MASC;SG
ヘッドライト	фарове	ヘッドライト	фар	N	N;INDF;MASC;PL
知覚	възприятия	知覚	възприятие	N	N;INDF;NEUT;PL
知覚	схващане	知覚	схващане	N	N;INDF;NEUT;SG
知覚	възприятие	知覚	възприятие	N	N;INDF;NEUT;SG
知覚	възприемане	知覚	възприемане	N	N;INDF;NEUT;SG
勇敢	смели	勇敢	смял	ADJ	ADJ;INDF;PL
勇敢	смела	勇敢	смела	ADJ	ADJ;INDF;FEM;SG
勇敢	смел	勇敢	смел	ADJ	ADJ;INDF;MASC;SG
モーメント	мигове	モーメント	миг	N	N;INDF;MASC;PL
モーメント	моменти	モーメント	момент	N	N;INDF;MASC;PL
モーメント	момент	モーメント	момент	N	N;INDF;MASC;SG
モーメント	миг	モーメント	миг	N	N;INDF;MASC;SG
農産物	култури	農産物	култура	N	N;INDF;FEM;PL
農産物	насаждения	農産物	насаждение	N	N;INDF;NEUT;PL
わざと	преднамерено	わざと	преднамерено	ADV	ADV
わざと	съзнателно	わざと	съзнателно	ADV	ADV
わざと	умишлено	わざと	умишлено	ADV	ADV
レプリカ	реплика	レプリカ	реплика	N	N;INDF;FEM;SG
レプリカ	копие	レプリカ	копие	N	N;INDF;NEUT;SG
注射	инжекции	注射	инжекция	N	N;INDF;FEM;PL
注射	инжекция	注射	инжекция	N	N;INDF;FEM;SG
注射	инжектиране	注射	инжектиране	N	N;INDF;NEUT;SG
注射	впръскване	注射	впръскване	N	N;INDF;NEUT;SG
