sound	geluid	sound	geluid	N	N;NEUT;SG
trajo	bracht	traer	brengen	V;IND;SG;3;PST;FIN	V;SG;PST;FIN
bienestar	welzijn	bienestar	welzijn	N;MASC;SG	N;NEUT;SG
bienestar	wellness	bienestar	wellness	N;MASC;SG	N;NEUT;SG
bienestar	welzijn	bienestar	welzijn	N;MASC;SG	N;NEUT;SG
bienestar	welzijn	bienestar	welzijn	N;MASC;SG	N;NEUT;SG
mansión	herenhuis	mansión	herenhuis	N;FEM;SG	N;NEUT;SG
mansión	manor	mansión	manor	N;FEM;SG	N;NEUT;SG
suplente	plaatsvervanger	suplente	plaatsvervanger	N;SG	N;MASC+FEM;SG
suplente	invaller	suplente	invaller	N;SG	N;MASC+FEM;SG
suplente	plaatsvervanger	suplente	plaatsvervanger	N;SG	N;MASC+FEM;SG
suplente	substituut	suplente	substituut	N;SG	N;NEUT;SG
suplente	vervanger	suplente	vervanger	N;SG	N;MASC+FEM;SG
suplente	vervanging	suplente	vervanging	N;SG	N;MASC+FEM;SG
convencional	conventioneel	convencional	conventioneel	ADJ;SG	ADJ
convencional	conventionele	convencional	conventioneel	ADJ;SG	ADJ
asesinatos	moorden	asesinato	moord	N;MASC;PL	N;PL
asesinatos	moorden	asesinato	moord	N;MASC;PL	N;PL
concha	concha	concha	concha	N;FEM;SG	N;MASC+FEM;SG
concha	granaat	concha	granaat	N;FEM;SG	N;MASC+FEM;SG
concha	shell	concha	shell	N;FEM;SG	N;MASC+FEM;SG
concha	schelp	concha	schelp	N;FEM;SG	N;MASC+FEM;SG
concha	omhulsel	concha	omhulsel	N;FEM;SG	N;NEUT;SG
implementación	uitvoering	implementación	uitvoering	N;FEM;SG	N;MASC+FEM;SG
implementación	tenuitvoerlegging	implementación	tenuitvoerlegging	N;FEM;SG	N;MASC+FEM;SG
implementación	implementatie	implementación	implementatie	N;FEM;SG	N;MASC+FEM;SG
perdida	kwijt	perdido	kwijt	ADJ;FEM;SG;V.PTCP	ADJ
ciudadanía	burgerschap	ciudadanía	burgerschap	N;FEM;SG	N;NEUT;SG
ciudadanía	staatsburgerschap	ciudadanía	staatsburgerschap	N;FEM;SG	N;MASC+FEM;SG
significativo	betekenisvolle	significativo	betekenisvol	ADJ;MASC;SG	ADJ
significativo	zinvolle	significativo	zinvol	ADJ;MASC;SG	ADJ
significativo	zinvol	significativo	zinvol	ADJ;MASC;SG	ADJ
significativo	betekenisvol	significativo	betekenisvol	ADJ;MASC;SG	ADJ
desastre	catastrofe	desastre	catastrofe	N;MASC;SG	N;MASC+FEM;SG
desastre	ramp	desastre	ramp	N;MASC;SG	N;MASC+FEM;SG
desastre	rampspoed	desastre	rampspoed	N;MASC;SG	N;MASC+FEM;SG
ejecutar	uitvoeren	ejecutar	uitvoeren	V;NFIN	V;NFIN
ejecutar	executeren	ejecutar	executeren	V;NFIN	V;NFIN
ejecutar	rennen	ejecutar	rennen	V;NFIN	V;NFIN
ejecutar	uitvoeren	ejecutar	uitvoeren	V;NFIN	V;NFIN
studio	atelier	studio	atelier	N;MASC;SG	N;NEUT;SG
studio	studio	studio	studio	N;MASC;SG	N;MASC+FEM;SG
calificación	waardering	calificación	waardering	N;FEM;SG	N;MASC+FEM;SG
calificación	rating	calificación	rating	N;FEM;SG	N;MASC+FEM;SG
calificación	beoordeling	calificación	beoordeling	N;FEM;SG	N;MASC+FEM;SG
calificación	kwalificatie	calificación	kwalificatie	N;FEM;SG	N;MASC+FEM;SG
dramática	dramatische	dramático	dramatisch	ADJ;FEM;SG	ADJ
dramática	dramatisch	dramático	dramatisch	ADJ;FEM;SG	ADJ
antoine	antoine	antoinar	antoin	N;MASC;SG	N;MASC+FEM;SG
plástico	kunststof	plástico	kunststof	N;MASC;SG	N;MASC+FEM;SG
plástico	kunststof	plástico	kunststof	N;MASC;SG	N;MASC+FEM;SG
plástico	plastic	plástico	plastic	N;MASC;SG	N;NEUT;SG
armadura	pantser	armadura	pantser	N;FEM;SG	N;NEUT;SG
armadura	harnas	armadura	harnas	N;FEM;SG	N;NEUT;SG
armadura	pantser	armadura	pantser	N;FEM;SG	N;NEUT;SG
armadura	harnas	armadura	harnas	N;FEM;SG	N;NEUT;SG
espaciales	ruimtelijk	espacial	ruimtelijk	ADJ;PL	ADJ
dedicados	toegewijde	dedicado	toegewijd	ADJ;MASC;PL;V.PTCP	ADJ
dedicados	toegewijd	dedicado	toegewijd	ADJ;MASC;PL;V.PTCP	ADJ
bebé	baby	bebé	baby	N;MASC;SG	N;MASC+FEM;SG
bebé	schat	bebé	schat	N;MASC;SG	N;MASC+FEM;SG
bebé	schatje	bebé	schat	N;MASC;SG	N;NEUT;SG
hits	hits	hit	hits	N;MASC;PL	N;PL
hits	treffers	hit	treffer	N;MASC;PL	N;PL
mortal	dodelijke	mortal	dodelijk	ADJ;SG	ADJ
mortal	dodelijk	mortal	dodelijk	ADJ;SG	ADJ
mortal	fatale	mortal	fataal	ADJ;SG	ADJ
mortal	fataal	mortal	fataal	ADJ;SG	ADJ
mortal	dodelijk	mortal	dodelijk	ADJ;SG	ADJ
mortal	sterfelijke	mortal	sterfelijk	ADJ;SG	ADJ
mortal	sterfelijk	mortal	sterfelijk	ADJ;SG	ADJ
reconocimientos	examens	reconocimiento	examen	N;MASC;PL	N;PL
tallos	stengels	tallo	stengel	N;MASC;PL	N;PL
tallos	stengels	tallo	stengel	N;MASC;PL	N;PL
casino	casino	casino	casino	N;MASC;SG	N;NEUT;SG
vencedor	winnares	vencedor	winnare	N;MASC;SG	N;MASC+FEM;SG
vencedor	winnaar	vencedor	winnaar	N;MASC;SG	N;MASC+FEM;SG
vencedor	overwinnaar	vencedor	overwinnaar	N;MASC;SG	N;MASC+FEM;SG
vencedor	victor	vencedor	victor	N;MASC;SG	N;MASC+FEM;SG
colinas	heuvels	colina	heuvel	N;FEM;PL	N;PL
colinas	hills	colina	hill	N;FEM;PL	N;PL
extranjeras	buitenlands	extranjero	buitenlands	ADJ;FEM;PL	ADJ
apolo	apollo	apolo	apollo	N;FEM;SG	N;MASC+FEM;SG
membrana	membraan	membrana	membraan	N;FEM;SG	N;NEUT;SG
etnia	etniciteit	etnia	etniciteit	N;FEM;SG	N;MASC+FEM;SG
ruido	lawaai	ruido	lawaai	N;MASC;SG	N;NEUT;SG
ruido	geluid	ruido	geluid	N;MASC;SG	N;NEUT;SG
ruido	geluidshinder	ruido	geluidshinder	N;MASC;SG	N;MASC+FEM;SG
ruido	ruis	ruido	ruis	N;MASC;SG	N;MASC+FEM;SG
ricos	rijken	rico	rijken	N;MASC;PL	N;PL
radar	radar	radar	radar	N;MASC;SG	N;MASC+FEM;SG
quieren	willen	querer	willen	V;IND;PL;3;PRS;FIN	V;NFIN
television	televisie	television	televisie	N;FEM;SG	N;MASC+FEM;SG
teatros	theaters	teatro	theater	N;MASC;PL	N;PL
teatros	bioscopen	teatro	bioscoop	N;MASC;PL	N;PL
fabricantes	fabrikanten	fabricante	fabrikant	N;PL	N;PL
finca	kwekerij	finca	kwekerij	N;FEM;SG	N;MASC+FEM;SG
finca	boerderij	finca	boerderij	N;FEM;SG	N;MASC+FEM;SG
finca	finca	finca	finca	N;FEM;SG	N;MASC+FEM;SG
finca	landgoed	finca	landgoed	N;FEM;SG	N;NEUT;SG
pilares	pijlers	pilar	pijler	N;MASC;PL	N;PL
pilares	zuilen	pilar	zuilen	N;MASC;PL	N;PL
pilares	pilaren	pilar	pilaar	N;MASC;PL	N;PL
guarnición	garnering	guarnición	garnering	N;FEM;SG	N;MASC+FEM;SG
guarnición	garnizoen	guarnición	garnizoen	N;FEM;SG	N;NEUT;SG
guarnición	garrison	guarnición	garrison	N;FEM;SG	N;MASC+FEM;SG
fábricas	fabrieken	fábrica	fabriek	N;FEM;PL	N;PL
fábricas	molens	fábrica	molen	N;FEM;PL	N;PL
roman	roman	romar	roman	N	N;MASC+FEM;SG
oliva	olive	oliva	olive	N;FEM;SG	N;MASC+FEM;SG
oliva	olijf	oliva	olijf	N;FEM;SG	N;MASC+FEM;SG
oliva	oliva	oliva	oliva	N;FEM;SG	N;MASC+FEM;SG
conservadores	tories	conservador	torie	N;MASC;PL	N;PL
conservadores	conservatieven	conservador	conservatief	N;MASC;PL	N;PL
contener	bevatten	contener	bevatten	V;NFIN	V;NFIN
secos	droge	seco	droog	ADJ;MASC;PL	ADJ
secos	droog	seco	droog	ADJ;MASC;PL	ADJ
escape	uitlaat	escape	uitlaten	N;MASC;SG	N;MASC+FEM;SG
escape	ontsnapping	escape	ontsnapping	N;MASC;SG	N;MASC+FEM;SG
escape	escape	escape	escape	N;MASC;SG	N;MASC+FEM;SG
shakespeare	shakespeare	shakespeare	shakespeaar	N	N;MASC+FEM;SG
marín	marin	marín	marin	N;MASC;SG	N;MASC+FEM;SG
marín	marín	marín	marín	N;MASC;SG	N;MASC+FEM;SG
eugenia	eugenia	eugenia	eugenia	N;FEM;SG	N;MASC+FEM;SG
baños	toiletten	baño	toilet	N;MASC;PL	N;PL
baños	badkamers	baño	badkamer	N;MASC;PL	N;PL
alternativas	alternatieven	alternativa	alternatief	N;FEM;PL	N;PL
logro	prestatie	logro	prestatie	N;MASC;SG	N;MASC+FEM;SG
logro	prestatie	logro	prestatie	N;MASC;SG	N;MASC+FEM;SG
entiende	begrijpt	entender	begrijpen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
entiende	begrijpen	entender	begrijpen	V;IND;SG;3;PRS;FIN	V;NFIN
entiende	begrijp	entender	begrijpen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
extracción	extractie	extracción	extractie	N;FEM;SG	N;MASC+FEM;SG
extracción	winning	extracción	winning	N;FEM;SG	N;MASC+FEM;SG
fresco	vers	fresco	vers	ADJ;MASC;SG	ADJ
fresco	fris	fresco	fris	ADJ;MASC;SG	ADJ
nacionalismo	nationalisme	nacionalismo	nationalisme	N;MASC;SG	N;NEUT;SG
cruzar	oversteken	cruzar	oversteken	V;NFIN	V;NFIN
cruzar	overschrijden	cruzar	overschrijden	V;NFIN	V;NFIN
adulto	volwassen	adulto	volwassen	ADJ;MASC;SG	ADJ
adulto	volwassenen	adulto	volwassenen	ADJ;MASC;SG	ADJ
adulto	volwassene	adulto	volwassene	ADJ;MASC;SG	ADJ
disciplinas	disciplines	disciplina	discipline	N;FEM;PL	N;PL
geográficas	geografisch	geográfico	geografisch	ADJ;FEM;PL	ADJ
geográficas	geografisch	geográfico	geografisch	ADJ;FEM;PL	ADJ
responder	reageer	responder	reageren	V;NFIN	V;SG;PRS;FIN
responder	reageren	responder	reageren	V;NFIN	V;NFIN
responder	reageren	responder	reageren	V;NFIN	V;NFIN
responder	beantwoorden	responder	beantwoorden	V;NFIN	V;NFIN
responder	beantwoorden	responder	beantwoorden	V;NFIN	V;NFIN
responder	beantwoorden	responder	beantwoorden	V;NFIN	V;NFIN
hermosa	mooi	hermoso	mooi	ADJ;FEM;SG	ADJ
hermosa	prachtig	hermoso	prachtig	ADJ;FEM;SG	ADJ
hermosa	mooie	hermoso	mooi	ADJ;FEM;SG	ADJ
hermosa	prachtig	hermoso	prachtig	ADJ;FEM;SG	ADJ
hermosa	schitterend	hermoso	schitterend	ADJ;FEM;SG	ADJ
electrónicos	elektronisch	electrónico	elektronisch	ADJ;MASC;PL	ADJ
galaxia	sterrenstelsel	galaxia	sterrenstelsel	N;FEM;SG	N;NEUT;SG
galaxia	melkwegstelsel	galaxia	melkwegstelsel	N;FEM;SG	N;NEUT;SG
galaxia	galaxy	galaxia	galaxy	N;FEM;SG	N;MASC+FEM;SG
galaxia	melkweg	galaxia	melkweg	N;FEM;SG	N;MASC+FEM;SG
age	ouderdom	age	ouderdom	N	N;MASC+FEM;SG
age	leeftijd	age	leeftijd	N	N;MASC+FEM;SG
cubiertas	gedekte	cubierto	dekken	ADJ;FEM;PL;V.PTCP	ADJ
existió	bestond	existir	bestaan	V;IND;SG;3;PST;FIN	V;SG;PST;FIN
dependencias	afhankelijkheden	dependencia	afhankelijkheid	N;FEM;PL	N;PL
produciendo	produceren	producir	produceren	V;V.MSDR	V;NFIN
abu	abu	abu	abu	N;MASC;SG	N;MASC+FEM;SG
bola	bal	bola	bal	N;FEM;SG	N;MASC+FEM;SG
bola	ball	bola	ball	N;FEM;SG	N;MASC+FEM;SG
lázaro	lázaro	lázaro	lázaro	N;MASC;SG	N;MASC+FEM;SG
lázaro	lazarus	lázaro	lazarus	N;MASC;SG	N;MASC+FEM;SG
wolf	wolf	wolf	wolf	N	N;MASC+FEM;SG
rita	rita	rita	rita	N;FEM;SG	N;MASC+FEM;SG
uss	uss	us	uss	N;MASC;SG	N;MASC+FEM;SG
escándalo	schandaal	escándalo	schandaal	N;MASC;SG	N;NEUT;SG
tanque	tank	tanque	tank	N;MASC;SG	N;MASC+FEM;SG
sólido	stevig	sólido	stevig	ADJ;MASC;SG	ADJ
sólido	massief	sólido	massief	ADJ;MASC;SG	ADJ
sólido	solide	sólido	solide	ADJ;MASC;SG	ADJ
sólido	vaste	sólido	vast	ADJ;MASC;SG	ADJ
serpiente	slang	serpiente	slang	N;FEM;SG	N;MASC+FEM;SG
serpiente	snake	serpiente	snake	N;FEM;SG	N;MASC+FEM;SG
serpiente	serpent	serpiente	serpent	N;FEM;SG	N;NEUT;SG
serpiente	slang	serpiente	slang	N;FEM;SG	N;MASC+FEM;SG
testigos	getuigen	testigo	getuige	N;MASC;PL	N;PL
testigos	ooggetuigen	testigo	ooggetuigen	N;MASC;PL	N;PL
testigos	getuigen	testigo	getuige	N;MASC;PL	N;PL
economista	econoom	economista	econoom	N;SG	N;MASC+FEM;SG
submarino	onderzeeër	submarino	onderzeeër	N;MASC;SG	N;MASC+FEM;SG
submarino	duikboot	submarino	duikboot	N;MASC;SG	N;MASC+FEM;SG
submarino	sub	submarino	sub	N;MASC;SG	N;MASC+FEM;SG
submarino	onderwater	submarino	onderwater	N;MASC;SG	N;MASC+FEM;SG
códigos	codes	código	code	N;MASC;PL	N;PL
códigos	gedragscodes	código	dragscodes	N;MASC;PL	N;PL
prevención	voorkoming	prevención	voorkoming	N;FEM;SG	N;MASC+FEM;SG
prevención	preventie	prevención	preventie	N;FEM;SG	N;MASC+FEM;SG
solares	percelen	solar	perceel	N;MASC;PL	N;PL
progresivo	vooruitstrevend	progresivo	vooruitstrevend	ADJ;MASC;SG	ADJ
progresivo	progressieve	progresivo	progressief	ADJ;MASC;SG	ADJ
progresivo	progressief	progresivo	progressief	ADJ;MASC;SG	ADJ
estudia	studeer	estudiar	studeer	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
estudia	studeren	estudiar	studeren	V;IND;SG;3;PRS;FIN	V;NFIN
estudia	bestuderen	estudiar	bestuderen	V;IND;SG;3;PRS;FIN	V;NFIN
paloma	dove	paloma	dove	N;FEM;SG	N;MASC+FEM;SG
paloma	duif	paloma	duif	N;FEM;SG	N;MASC+FEM;SG
paloma	duifje	paloma	duifje	N;FEM;SG	N;NEUT;SG
paloma	duif	paloma	duif	N;FEM;SG	N;MASC+FEM;SG
paloma	paloma	paloma	paloma	N;FEM;SG	N;MASC+FEM;SG
folk	folk	folk	folk	N;SG	N;MASC+FEM;SG
ira	toorn	ira	toorn	N;FEM;SG	N;MASC+FEM;SG
ira	boosheid	ira	boosheid	N;FEM;SG	N;MASC+FEM;SG
ira	kwaadheid	ira	kwaadheid	N;FEM;SG	N;MASC+FEM;SG
ira	toorn	ira	toorn	N;FEM;SG	N;MASC+FEM;SG
ira	woede	ira	woede	N;FEM;SG	N;MASC+FEM;SG
ira	ira	ira	ira	N;FEM;SG	N;MASC+FEM;SG
atractivo	aantrekkelijk	atractivo	aantrekkelijk	ADJ;MASC;SG	ADJ
atractivo	aantrekkelijke	atractivo	aantrekkelijk	ADJ;MASC;SG	ADJ
atractivo	aantrekkelijk	atractivo	aantrekkelijk	ADJ;MASC;SG	ADJ
cinematográfico	cinematografische	cinematográfico	cinematografisch	ADJ;MASC;SG	ADJ
cinematográfico	filmische	cinematográfico	filmisch	ADJ;MASC;SG	ADJ
volar	vliegen	volar	vliegen	V;NFIN	V;NFIN
volar	vliegend	volar	vliegen	V;NFIN	V;V.PTCP
volar	vliegen	volar	vliegen	V;NFIN	V;NFIN
recta	rechtdoor	recta	rechtdoor	N;FEM;SG	N;MASC+FEM;SG
recta	straight	recta	straight	N;FEM;SG	N;MASC+FEM;SG
jefferson	jefferson	jefferson	jefferson	N;MASC;SG	N;MASC+FEM;SG
celeste	hemels	celeste	hemel	ADJ;SG	ADJ
celeste	hemelse	celeste	hemels	ADJ;SG	ADJ
asientos	zitplaatsen	asiento	zitplaats	N;MASC;PL	N;PL
asientos	zetels	asiento	zetel	N;MASC;PL	N;PL
asientos	stoelen	asiento	stoel	N;MASC;PL	N;PL
asientos	zitplaatsen	asiento	zitplaats	N;MASC;PL	N;PL
dominios	domeinen	dominio	domein	N;MASC;PL	N;PL
falsa	vals	falso	vals	ADJ;FEM;SG	ADJ
falsa	onwaar	falso	onwaar	ADJ;FEM;SG	ADJ
falsa	valse	falso	vals	ADJ;FEM;SG	ADJ
falsa	nep	falso	nep	ADJ;FEM;SG	ADJ
falsa	fake	falso	fake	ADJ;FEM;SG	ADJ
tribunales	tribunalen	tribunal	tribunaal	N;MASC;PL	N;PL
tribunales	rechtbanken	tribunal	rechtbank	N;MASC;PL	N;PL
bond	binding	bond	binding	N;SG	N;MASC+FEM;SG
bond	obligatie	bond	obligatie	N;SG	N;MASC+FEM;SG
bond	bond	bond	bond	N;SG	N;MASC+FEM;SG
cerdo	varkensvlees	cerdo	varkensvlees	N;MASC;SG	N;NEUT;SG
cerdo	zwijn	cerdo	zwijn	N;MASC;SG	N;NEUT;SG
cerdo	varken	cerdo	varken	N;MASC;SG	N;NEUT;SG
cerdo	zwijn	cerdo	zwijn	N;MASC;SG	N;NEUT;SG
dorsal	dorsale	dorsal	dorsaal	ADJ;SG	ADJ
blood	bloed	blood	bloed	N	N;NEUT;SG
danés	deen	danés	deen	N;MASC;SG	N;MASC+FEM;SG
danés	dane	danés	daan	N;MASC;SG	N;MASC+FEM;SG
cajas	boxen	caja	boxen	N;FEM;PL	N;PL
cajas	vakjes	caja	vak	N;FEM;PL	N;PL
cajas	kisten	caja	kisten	N;FEM;PL	N;PL
cajas	dozen	caja	doos	N;FEM;PL	N;PL
ring	ring	ring	ring	N;MASC;SG	N;MASC+FEM;SG
fiebre	koorts	fiebre	koorts	N;FEM;SG	N;MASC+FEM;SG
geometría	geometrie	geometría	geometrie	N;FEM;SG	N;MASC+FEM;SG
geometría	meetkunde	geometría	meetkunde	N;FEM;SG	N;MASC+FEM;SG
pink	pink	pink	pink	N;SG	N;MASC+FEM;SG
pink	roze	pink	roze	N;SG	N;MASC+FEM;SG
doblaje	nasynchronisatie	doblaje	nasynchronisatie	N;MASC;SG	N;MASC+FEM;SG
bull	stier	bull	stier	N;SG	N;MASC+FEM;SG
bull	bull	bull	bull	N;SG	N;MASC+FEM;SG
ayala	ayala	ayalar	ayala	N;SG	N;MASC+FEM;SG
derrotas	nederlagen	derrota	nederlaag	N;FEM;PL	N;PL
sacramento	sacramento	sacramento	sacramento	N;MASC;SG	N;MASC+FEM;SG
sacramento	sacrament	sacramento	sacrament	N;MASC;SG	N;NEUT;SG
documentales	documentaires	documental	documentaire	N;MASC;PL	N;PL
introducir	introduceren	introducir	introduceren	V;NFIN	V;NFIN
libia	libische	libia	libisch	ADJ;FEM;SG	ADJ
canciller	bondskanselier	canciller	bondskanselier	N;SG	N;MASC+FEM;SG
canciller	kanselier	canciller	kanselier	N;SG	N;MASC+FEM;SG
collins	collins	collin	collins	N;MASC;SG	N;MASC+FEM;SG
aldeas	dorpen	aldea	dorp	N;FEM;PL	N;PL
aldeas	dorpjes	aldea	dorp	N;FEM;PL	N;PL
silvia	sylvia	silvia	sylvia	N;FEM;SG	N;MASC+FEM;SG
silvia	sylvie	silvia	sylvie	N;FEM;SG	N;MASC+FEM;SG
silvia	silvia	silvia	silvia	N;FEM;SG	N;MASC+FEM;SG
inmaculada	onberispelijk	inmaculado	onberispelijk	ADJ;FEM;SG;V.PTCP	ADJ
potente	machtig	potente	machtig	ADJ;SG	ADJ
potente	krachtig	potente	krachtig	ADJ;SG	ADJ
potente	krachtige	potente	krachtig	ADJ;SG	ADJ
desafío	challenge	desafío	challeng	N;MASC;SG	N;MASC+FEM;SG
desafío	uitdaging	desafío	uitdaging	N;MASC;SG	N;MASC+FEM;SG
desafío	defiance	desafío	defiance	N;MASC;SG	N;MASC+FEM;SG
respectivos	respectieve	respectivo	respectief	ADJ;MASC;PL	ADJ
respectivos	respectievelijke	respectivo	respectievelijk	ADJ;MASC;PL	ADJ
cerebral	cerebrale	cerebral	cerebraal	ADJ;SG	ADJ
soberano	soevereine	soberano	soeverein	N;MASC;SG	N;MASC+FEM;SG
soberano	soeverein	soberano	soeverein	N;MASC;SG	N;MASC+FEM;SG
normandía	normandië	normandía	normandië	N;FEM;SG	N;MASC+FEM;SG
normandía	normandie	normandía	normandie	N;FEM;SG	N;MASC+FEM;SG
normandía	normandië	normandía	normandië	N;FEM;SG	N;MASC+FEM;SG
ánimo	humeur	ánimo	humeur	N;MASC;SG	N;NEUT;SG
ánimo	stemming	ánimo	stemming	N;MASC;SG	N;MASC+FEM;SG
divina	goddelijk	divino	goddelijk	ADJ;FEM;SG	ADJ
divina	goddelijke	divino	goddelijk	ADJ;FEM;SG	ADJ
acusaciones	aanklachten	acusación	aanklacht	N;FEM;PL	N;PL
acusaciones	aanklachten	acusación	aanklacht	N;FEM;PL	N;PL
acusaciones	beschuldigingen	acusación	beschuldiging	N;FEM;PL	N;PL
acusaciones	aantijgingen	acusación	aantijging	N;FEM;PL	N;PL
acusaciones	beweringen	acusación	bewering	N;FEM;PL	N;PL
acusaciones	beschuldigingen	acusación	beschuldiging	N;FEM;PL	N;PL
sudoeste	zuidwest	sudoeste	zuidwest	N;MASC;SG	N;NEUT;SG
sudoeste	southwestern	sudoeste	southwestern	N;MASC;SG	N;MASC+FEM;SG
sudoeste	zuidwest	sudoeste	zuidwest	N;MASC;SG	N;NEUT;SG
sudoeste	zuidwesten	sudoeste	zuidwesten	N;MASC;SG	N;NEUT;SG
prieto	prieto	prieto	prieto	N;MASC;SG	N;MASC+FEM;SG
oso	beer	oso	beer	N;MASC;SG	N;MASC+FEM;SG
oso	beertje	oso	beer	N;MASC;SG	N;NEUT;SG
oso	bear	oso	bear	N;MASC;SG	N;MASC+FEM;SG
teruel	teruel	teruel	teruel	N;FEM;SG	N;MASC+FEM;SG
excentricidad	excentriciteit	excentricidad	excentriciteit	N;FEM;SG	N;MASC+FEM;SG
camp	kamp	camp	kamp	N;MASC;SG	N;NEUT;SG
levante	levant	levantar	levant	N;SG	N;MASC+FEM;SG
levante	levante	levantar	levant	N;SG	N;MASC+FEM;SG
reunir	verzamelen	reunir	verzamelen	V;NFIN	V;NFIN
reunir	herenigen	reunir	herenigen	V;NFIN	V;NFIN
aproximación	nadering	aproximación	nadering	N;FEM;SG	N;MASC+FEM;SG
aproximación	aanpak	aproximación	aanpak	N;FEM;SG	N;MASC+FEM;SG
aproximación	benadering	aproximación	benadering	N;FEM;SG	N;MASC+FEM;SG
mirada	blik	mirada	blik	N;FEM;SG	N;MASC+FEM;SG
departamental	departementale	departamental	departementaal	ADJ;SG	ADJ
plumas	hokken	pluma	hok	N;FEM;PL	N;PL
plumas	pennen	pluma	pennen	N;FEM;PL	N;PL
plumas	veren	pluma	veer	N;FEM;PL	N;PL
consideración	overweging	consideración	overweging	N;FEM;SG	N;MASC+FEM;SG
cerrar	afsluiten	cerrar	afsluiten	V;NFIN	V;NFIN
cerrar	sluiten	cerrar	sluiten	V;NFIN	V;NFIN
cerrar	sluit	cerrar	sluiten	V;NFIN	V;SG;PRS;FIN
cerrar	sluiten	cerrar	sluiten	V;NFIN	V;NFIN
molino	molen	molino	molen	N;MASC;SG	N;MASC+FEM;SG
molino	molen	molino	molen	N;MASC;SG	N;MASC+FEM;SG
molino	mill	molino	mill	N;MASC;SG	N;MASC+FEM;SG
molino	walserij	molino	walserij	N;MASC;SG	N;MASC+FEM;SG
tronco	logboek	tronco	logboek	N;MASC;SG	N;NEUT;SG
tronco	log	tronco	log	N;MASC;SG	N;MASC+FEM;SG
tronco	kofferbak	tronco	kofferbak	N;MASC;SG	N;MASC+FEM;SG
tronco	achterbak	tronco	achterbak	N;MASC;SG	N;MASC+FEM;SG
tronco	slurf	tronco	slurf	N;MASC;SG	N;MASC+FEM;SG
cuarteto	kwartet	cuarteto	kwartet	N;MASC;SG	N;NEUT;SG
nativo	inheemse	nativo	inheems	ADJ;MASC;SG	ADJ
nativo	inheems	nativo	inheems	ADJ;MASC;SG	ADJ
marquesa	markiezin	marquesa	markiezin	N;FEM;SG	N;MASC+FEM;SG
marquesa	marquesa	marquesa	marquesa	N;FEM;SG	N;MASC+FEM;SG
anatomía	anatomie	anatomía	anatomie	N;FEM;SG	N;MASC+FEM;SG
monstruo	monster	monstruo	monster	N;MASC;SG	N;NEUT;SG
escribiendo	typen	escribir	typen	V;V.MSDR	V;NFIN
escribiendo	schrijven	escribir	schrijven	V;V.MSDR	V;NFIN
dedos	tenen	dedo	tenen	N;MASC;PL	N;PL
dedos	vingers	dedo	vinger	N;MASC;PL	N;PL
dedos	fingers	dedo	finger	N;MASC;PL	N;PL
pasaje	ticket	pasaje	ticket	N;MASC;SG	N;NEUT;SG
pasaje	kaartje	pasaje	kaart	N;MASC;SG	N;NEUT;SG
pasaje	doorgang	pasaje	doorgang	N;MASC;SG	N;MASC+FEM;SG
pasaje	passage	pasaje	passage	N;MASC;SG	N;MASC+FEM;SG
mató	gedood	matar	doden	V;IND;SG;3;PST;FIN	V;V.PTCP
mató	vermoord	matar	vermoorden	V;IND;SG;3;PST;FIN	V;V.PTCP
futbol	voetbal	futbol	voetbal	N;MASC;SG	N;NEUT;SG
futbol	voetbal	futbol	voetbal	N;MASC;SG	N;NEUT;SG
vitoria	vitoria	vitoria	vitoria	N;MASC;SG	N;MASC+FEM;SG
bacterias	bacteriën	bacteria	bacterie	N;FEM;PL	N;PL
ortodoxa	orthodoxe	ortodoxo	orthodox	ADJ;FEM;SG	ADJ
ortodoxa	orthodox	ortodoxo	orthodox	ADJ;FEM;SG	ADJ
extendido	wijdverbreid	extendido	wijdverbreid	ADJ;MASC;SG;V.PTCP	ADJ
extendido	wijdverbreide	extendido	wijdverbreid	ADJ;MASC;SG;V.PTCP	ADJ
ilegal	onwettig	ilegal	onwettig	ADJ;SG	ADJ
ilegal	illegaal	ilegal	illegaal	ADJ;SG	ADJ
ilegal	illegale	ilegal	illegaal	ADJ;SG	ADJ
ilegal	onrechtmatig	ilegal	onrechtmatig	ADJ;SG	ADJ
ilegal	onrechtmatige	ilegal	onrechtmatig	ADJ;SG	ADJ
ilegal	onwettig	ilegal	onwettig	ADJ;SG	ADJ
apóstol	boodschapper	apóstol	boodschapper	N;MASC;SG	N;MASC+FEM;SG
apóstol	apostel	apóstol	apostel	N;MASC;SG	N;MASC+FEM;SG
apóstol	gezant	apóstol	gezant	N;MASC;SG	N;MASC+FEM;SG
intentando	proberen	intentar	proberen	V;V.MSDR	V;NFIN
escocés	schot	escocés	schot	N;MASC;SG	N;NEUT;SG
escocés	scotch	escocés	scotch	N;MASC;SG	N;MASC+FEM;SG
escocés	whisky	escocés	whisky	N;MASC;SG	N;MASC+FEM;SG
escocés	scottish	escocés	scottish	N;MASC;SG	N;MASC+FEM;SG
crecer	groeiende	crecer	groeien	V;NFIN	V;V.PTCP
crecer	toenemend	crecer	toenemen	V;NFIN	V;V.PTCP
crecer	groeien	crecer	groeien	V;NFIN	V;NFIN
