sein	wand	sein	wand	N;NOM;SG	N;NOM;FEM;SG
mõõdukas	mäßiger	mõõdukas	mäßiger	ADJ;NOM;SG	ADJ
mõõdukas	moderat	mõõdukas	moderat	ADJ;NOM;SG	ADJ
mõõdukas	gemäßigt	mõõdukas	päßigen	ADJ;NOM;SG	ADJ;V.PTCP
konteksti	zusammenhang	kontekst	zusammenhang	N;PRT;SG	N
seisnud	stand	seisma	stehen	V;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
seisnud	standen	seisma	stehen	V;PST;V.PTCP;ACT	V;IND;PL;3;PST;FIN
küsib	bittet	küsima	bitten	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
küsib	fragt	küsima	fragen	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
väljakujunenud	besiedelt	välja_kujunenud	besiedeln	ADJ;PST;V.PTCP;ACT	ADJ;V.PTCP
laused	phrasen	lause	phrasen	N;NOM;PL	N;NOM;PL
vallandati	entlassen	vallandama	entlassen	V;IND;PST;FIN;PASS	V;V.PTCP
vallandati	gefeuert	vallandama	feuern	V;IND;PST;FIN;PASS	V;V.PTCP
vallandati	abgefeuert	vallandama	abfeuern	V;IND;PST;FIN;PASS	V;V.PTCP
vallandati	feuerte	vallandama	feuern	V;IND;PST;FIN;PASS	V;IND;SG;3;PST;FIN
kiirabi	ambulanz	kiir_abi	ambulanz	N;NOM;SG	N;NOM;FEM;SG
hääletus	abstimmung	hääletus	abstimmung	N;NOM;SG	N;NOM;FEM;SG
hääletus	abstimmung	hääletus	abstimmung	N;NOM;SG	N;NOM;FEM;SG
vastupidav	dauerhaft	vastu_pidav	dauerhaft	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ
vastupidav	dauerhaften	vastu_pidav	dauerhaft	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;SG
vastupidav	dauerhafte	vastu_pidav	dauerhaft	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;NOM;FEM;SG
vastupidav	haltbar	vastu_pidav	haltbar	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ
tantsud	tänze	tantma	tänzen	N;NOM;PL	N;NOM;PL
pane	setzen	panema	setzen	V;IMP;SG;2;PRS;FIN;ACT	V;NFIN
pane	legen	panema	legen	V;IMP;SG;2;PRS;FIN;ACT	V;NFIN
olendid	kreaturen	olend	kreatur	N;NOM;PL	N;NOM;PL
põletatud	verbrannte	põletama	verbrennen	ADJ;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG
suremus	sterblichkeitsrate	suremus	sterblichkeitsrate	N;NOM;SG	N;NOM;FEM;SG
juhend	anleitung	juhend	anleitung	N;NOM;SG	N;NOM;FEM;SG
täitmine	vollstreckung	täitmine	vollstreckung	N;NOM;SG	N;NOM;FEM;SG
täitmine	vollzug	täitmine	vollzug	N;NOM;SG	N
täitmine	abfüllung	täitmine	abfüllung	N;NOM;SG	N;NOM;FEM;SG
täitmine	füllung	täitmine	füllung	N;NOM;SG	N;SG
täitmine	durchführung	täitmine	durchführung	N;NOM;SG	N;NOM;FEM;SG
täitmine	hinrichtung	täitmine	hinrichtung	N;NOM;SG	N;NOM;FEM;SG
koopad	höhlen	koob	höhlen	N;NOM;PL	N;NOM;PL
keeld	verbote	keeld	verbieten	N;NOM;SG	N
kadusid	verschwunden	kaduma	verschwinden	V;IND;PL;3;PST;FIN;ACT	V;V.PTCP
mõneti	einigermaßen	mõneti	einigermaßen	ADV	ADV
mõneti	irgendwie	mõneti	irgendwie	ADV	ADV
mõneti	eher	mõneti	eher	ADV	ADV
mõneti	etwas	mõneti	etwas	ADV	ADV
löök	streik	löök	streik	N;NOM;SG	N;SG
löök	streiks	löök	streiks	N;NOM;SG	N;NOM
tundsid	fühlten	tundma	fühlen	V;IND;PL;3;PST;FIN;ACT	V;IND;PL;3;PST;FIN
tundsid	gefühlt	tundma	fühlen	V;IND;PL;3;PST;FIN;ACT	V;V.PTCP
uks	tür	uks	tür	N;NOM;SG	N
leiutatud	erfunden	leiutama	erfinden	V;PST;V.PTCP;PASS	V;V.PTCP
leiutatud	erfand	leiutama	erfinden	V;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
soovitav	erwünscht	soovitav	erwünscht	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ
soovitav	wünschenswert	soovitav	wünschenswert	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ
soovitav	erwünschte	soovitav	erwünschen	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;SG
rahaühik	währung	raha_ühik	währung	N;NOM;SG	N;NOM;SG
kukub	fällt	kukkuma	fallen|fällen	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
kukub	wasserfällen	kukkuma	wasserfallen	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
pealkirjad	überschriften	peal_kiri	überschreifen	N;NOM;PL	N;PL
kõrvad	ohren	kõrv	ohr	N;NOM;PL	N;NOM;NEUT;PL
vabrik	werk	vabrik	werk	N;NOM;SG	N;NOM;NEUT;SG
kehti	beantragen	kehtima	beantragen	V;IMP;SG;2;PRS;FIN;ACT	V;NFIN
kehti	anwenden	kehtima	anwenden	V;IMP;SG;2;PRS;FIN;ACT	V;NFIN
kehti	bewerben	kehtima	bewerben	V;IMP;SG;2;PRS;FIN;ACT	V;NFIN
kehti	gelten	kehtima	gelten	V;IMP;SG;2;PRS;FIN;ACT	V;NFIN
raport	bericht	raport	berechen	N;NOM;SG	N
süüdistatud	beschuldigte	süüdistama	beschuldigen	V;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
süüdistatud	angeklagt	süüdistama	anklagen	V;PST;V.PTCP;PASS	V;V.PTCP
süüdistatud	beschuldigt	süüdistama	beschuldigen	V;PST;V.PTCP;PASS	V;V.PTCP
erapooletu	stimmenthaltung	era_pooletu	stimmenthaltung	ADJ;NOM;SG	ADJ
erapooletu	unparteiisch	era_pooletu	unparteiisch	ADJ;NOM;SG	ADJ
erapooletu	unparteilichkeit	era_pooletu	unparteilichkeit	ADJ;NOM;SG	ADJ
erapooletu	unparteiisch	era_pooletu	unparteiisch	ADJ;NOM;SG	ADJ
erapooletu	leerlauf	era_pooletu	leerlauf	ADJ;NOM;SG	ADJ
erapooletu	neutralen	era_pooletu	neutral	ADJ;NOM;SG	ADJ
erapooletu	neutral	era_pooletu	neutral	ADJ;NOM;SG	ADJ
erapooletu	neutraler	era_pooletu	neutral	ADJ;NOM;SG	ADJ
lahendused	systemlösungen	lahendus	systemlösung	N;NOM;PL	N;NOM;FEM;PL
laulda	singt	laulma	singen	V;NFIN	V;IND;SG;3;PRS;FIN
laulda	singen	laulma	singen	V;NFIN	V;NFIN
laulda	singe	laulma	singen	V;NFIN	V;IND;SG;3;PRS;FIN
võrreldakse	verglichen	võrdlema	vergleichen	V;IND;PRS;FIN;PASS	V;V.PTCP
võrreldakse	vergleicht	võrdlema	vergleichen	V;IND;PRS;FIN;PASS	V;SG;FIN
kohtuda	treffen	kohtuma	treffen	V;NFIN	V;NFIN
kohtuda	kennenlernen	kohtuma	kennenlernen	V;NFIN	V;NFIN
kohtuda	erfüllen	kohtuma	erfüllen	V;NFIN	V;NFIN
kohtuda	begegnen	kohtuma	begegnen	V;NFIN	V;NFIN
pöörab	dreht	pöörama	drehen	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
ülevõtmine	umsetzung	üle_võtmine	umsetzung	N;NOM;SG	N;NOM;FEM;SG
ülevõtmine	übernahme	üle_võtmine	übernehmen	N;NOM;SG	N;NOM;FEM;SG
piirkondlikud	regionalen	piirkondlik	regional	ADJ;NOM;PL	ADJ;NOM;MASC;PL
piirkondlikud	regional	piirkondlik	regional	ADJ;NOM;PL	ADJ
piirkondlikud	regionalentwicklung	piirkondlik	regionalentwicklung	ADJ;NOM;PL	ADJ;NOM
piirkondlikud	regionale	piirkondlik	regional	ADJ;NOM;PL	ADJ;NOM;FEM;PL
kasvatus	erziehung	kasvatus	erziehung	N;NOM;SG	N;NOM;FEM;SG
kasvatus	erziehung	kasvatus	erziehung	N;NOM;SG	N;NOM;FEM;SG
hädavajalik	unentbehrlich	häda_vajalik	unentbehrlich	ADJ;NOM;SG	ADJ
hädavajalik	unabdingbar	häda_vajalik	unabdingbar	ADJ;NOM;SG	ADJ
hädavajalik	unverzichtbar	häda_vajalik	unverzichtbar	ADJ;NOM;SG	ADJ
hädavajalik	unerlässlich	häda_vajalik	unerlässlich	ADJ;NOM;SG	ADJ
hädavajalik	unentbehrlich	häda_vajalik	unentbehrlich	ADJ;NOM;SG	ADJ
hädavajalik	wesentlichen	häda_vajalik	wesentlich	ADJ;NOM;SG	ADJ
hädavajalik	wesentlich	häda_vajalik	wesentlich	ADJ;NOM;SG	ADJ
