dihormati	respekteras	dihormati	respektera	V;SG;PASS	V;IND;PRS;FIN;PASS
kemiripan	likheten	kemiripan	likhet	N;SG	N;NOM;DEF;MASC+FEM;SG
kemiripan	likhet	kemiripan	likhet	N;SG	N;NOM;INDF;MASC+FEM;SG
kemiripan	affinitet	kemiripan	affinitet	N;SG	N;NOM;INDF;MASC+FEM;SG
kemiripan	släktskap	kemiripan	släktskap	N;SG	N;NOM;INDF;NEUT;SG
kemiripan	likhet	kemiripan	likhet	N;SG	N;NOM;INDF;MASC+FEM;SG
teolog	teolog	teolog	teolog	N;SG	N;NOM;INDF;MASC+FEM;SG
opsi	alternativ	opsi	alternativ	N;SG	N;NOM;INDF;NEUT;SG
opsi	alternativet	opsi	alternativ	N;SG	N;NOM;DEF;NEUT;SG
opsi	alternativ	opsi	alternativ	N;SG	N;NOM;INDF;NEUT;SG
opsi	möjlighet	opsi	möjlighet	N;SG	N;NOM;INDF;MASC+FEM;SG
altar	altaret	altar	altar	N;SG	N;NOM;DEF;NEUT;SG
altar	altare	altar	alt	N;SG	N;NOM;INDF;NEUT;SG
diperkuat	stärkts	diperkuat	stärka	V;SG;PASS	V;V.CVB;PASS
diperkuat	förstärkts	diperkuat	förstärka	V;SG;PASS	V;V.CVB;PASS
isteri	fru	isteri	fru	N;SG	N;NOM;INDF;MASC+FEM;SG
isteri	hustru	isteri	hustru	N;SG	N;NOM;INDF;MASC+FEM;SG
isteri	maka	isteri	maka	N;SG	N;NOM;INDF;MASC+FEM;SG
isteri	frun	isteri	fru	N;SG	N;NOM;DEF;MASC+FEM;SG
akustik	akustisk	akustik	akustisk	N;SG	N;NOM;INDF;MASC+FEM;SG
akustik	akustik	akustik	akustik	N;SG	N;NOM;INDF;MASC+FEM;SG
wacana	diskurs	wacana	diskurs	N;SG	N;NOM;INDF;MASC+FEM;SG
benediktus	benedict	benediktus	benedict	N	N;NOM;INDF;MASC+FEM;SG
inisiatif	initiativ	inisiatif	initiativ	N;SG	N;NOM;INDF;NEUT;SG
inisiatif	initiativ	inisiatif	initiativ	N;SG	N;NOM;INDF;NEUT;SG
inisiatif	initiative	inisiatif	initiative	N;SG	N;NOM;INDF;NEUT;SG
inisiatif	initiativet	inisiatif	initiativ	N;SG	N;NOM;DEF;NEUT;SG
terusan	canal	terusan	canal	N;SG	N;NOM;INDF;MASC+FEM;SG
terusan	kanal	terusan	kanal	N;SG	N;NOM;INDF;MASC+FEM;SG
terusan	kanalen	terusan	kanal	N;SG	N;NOM;DEF;MASC+FEM;SG
umpan	flöde	umpan	flö	N;SG	N;NOM;INDF;NEUT;SG
umpan	foder	umpan	for	N;SG	N;NOM;INDF;NEUT;SG
tengkorak	kraniet	tengkorak	kranium	N;SG	N;NOM;DEF;NEUT;SG
tengkorak	skallen	tengkorak	skall	N;SG	N;NOM;DEF;MASC+FEM;SG
tengkorak	skalle	tengkorak	skola	N;SG	N;NOM;INDF;MASC+FEM;SG
kemasan	förpackning	kemasan	förpackning	N;SG	N;NOM;INDF;MASC+FEM;SG
kemasan	förpackning	kemasan	förpackning	N;SG	N;NOM;INDF;MASC+FEM;SG
kemasan	packning	kemasan	packning	N;SG	N;NOM;INDF;MASC+FEM;SG
hayati	hayati	hayati	hayati	N;SG	N;NOM;INDF;NEUT;SG
selebriti	kändis	selebriti	kändis	N	N;NOM;INDF;MASC+FEM;SG
selebriti	kändisar	selebriti	kändis	N	N;NOM;INDF;MASC+FEM;PL
selebriti	kändisar	selebriti	kändis	N	N;NOM;INDF;MASC+FEM;PL
bidadari	ängeln	bidadari	ängel	N;SG	N;NOM;DEF;MASC+FEM;SG
bidadari	ängel	bidadari	ängel	N;SG	N;NOM;INDF;MASC+FEM;SG
bidadari	angel	bidadari	angel	N;SG	N;NOM;INDF;MASC+FEM;SG
perhiasan	smycke	perhiasan	smycke	N;SG	N;NOM;INDF;NEUT;SG
perhiasan	smycke	perhiasan	smycke	N;SG	N;NOM;INDF;NEUT;SG
kehakiman	rättsväsende	kehakiman	rättsväsende	N;SG	N;NOM;INDF;NEUT;SG
kehakiman	rättsväsendet	kehakiman	rättsväsende	N;SG	N;NOM;DEF;NEUT;SG
topografi	topografi	topografi	topografi	N	N;NOM;INDF;MASC+FEM;SG
memancing	fiska	menpancing	fisk	V;SG;ACT	V;NFIN;ACT
perspektif	perspektivet	perspektif	perspektiv	N;SG	N;NOM;DEF;NEUT;SG
perspektif	perspektiv	perspektif	perspektiv	N;SG	N;NOM;INDF;NEUT;SG
perspektif	perspektiv	perspektif	perspektiv	N;SG	N;NOM;INDF;NEUT;SG
relasi	relation	relasi	relation	N;SG	N;NOM;INDF;MASC+FEM;SG
relasi	förhållande	relasi	förhållande	N;SG	N;NOM;INDF;NEUT;SG
progresif	progressiv	progresif	progressiv	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
progresif	progressivt	progresif	progressiv	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
perkusi	slagverk	perkusi	slagverk	N	N;NOM;INDF;NEUT;PL
penata	stylist	pentata	stylist	N;SG	N;NOM;INDF;MASC+FEM;SG
penanaman	plantering	pentanaman	plantering	N;SG	N;NOM;INDF;MASC+FEM;SG
penanaman	odling	pentanaman	odling	N;SG	N;NOM;INDF;MASC+FEM;SG
dinamika	dynamiken	dinamika	dynamik	N	N;NOM;DEF;MASC+FEM;SG
dinamika	dynamik	dinamika	dynamik	N	N;NOM;INDF;MASC+FEM;SG
dinamika	dynamics	dinamika	dynamics	N	N;NOM;INDF;MASC+FEM;SG
terungkap	avslöjades	terungkap	avslöja	V;SG;PASS	V;IND;PST;FIN;PASS
terungkap	avslöjas	terungkap	avslöja	V;SG;PASS	V;IND;NFIN;PASS
ronde	omgång	ronde	omgång	N	N;NOM;INDF;MASC+FEM;SG
bak	badkaret	bak	badkare	N;SG	N;NOM;DEF;NEUT;SG
bak	bak	bak	bak	N;SG	N;NOM;INDF;MASC+FEM;SG
mengindikasikan	anger	menindikasikan	ange	V;SG;ACT	V;IND;PRS;FIN;ACT
mengindikasikan	indikerar	menindikasikan	indikera	V;SG;ACT	V;IND;PRS;FIN;ACT
mengindikasikan	indikera	menindikasikan	indikera	V;SG;ACT	V;IMP;FIN;ACT
berkomentar	kommenterar	berkomentar	kommentera	V;SG;ACT	V;IND;PRS;FIN;ACT
berkomentar	kommentera	berkomentar	kommentera	V;SG;ACT	V;IMP;FIN;ACT
menyertakan	ingår	menyertakan	ingå	V	V;IND;PRS;FIN;ACT
menyertakan	inkluderar	menyertakan	inkludera	V	V;IND;PRS;FIN;ACT
menyertakan	inkludera	menyertakan	inkludera	V	V;IMP;FIN;ACT
menyertakan	inkluderar	menyertakan	inkludera	V	V;IND;PRS;FIN;ACT
menyertakan	innefattar	menyertakan	innefatta	V	V;IND;PRS;FIN;ACT
menyertakan	ingår	menyertakan	ingå	V	V;IND;PRS;FIN;ACT
menyertakan	inbegriper	menyertakan	inbegripa	V	V;IND;PRS;FIN;ACT
wajar	rimligt	wajar	rimlig	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
wajar	skälig	wajar	skälig	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
wajar	rimlig	wajar	rimlig	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
akademis	akademisk	akademis	akademisk	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
akademis	akademiskt	akademis	akademisk	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
akademis	akademiskt	akademis	akademisk	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
peralihan	övergång	peralihan	övergång	N;SG	N;NOM;INDF;MASC+FEM;SG
peralihan	övergången	peralihan	övergång	N;SG	N;NOM;DEF;MASC+FEM;SG
pengeluaran	bekostnad	penkeluaran	bekostnad	N;SG	N;NOM;INDF;MASC+FEM;SG
ubah	ändra	ubah	ändra	V;SG;ACT	V;IMP;FIN;ACT
ubah	modifiera	ubah	modifiera	V;SG;ACT	V;NFIN;ACT
ubah	ändra	ubah	ändra	V;SG;ACT	V;IMP;FIN;ACT
ubah	byt	ubah	byta	V;SG;ACT	V;IMP;FIN;ACT
ubah	byta	ubah	byta	V;SG;ACT	V;NFIN;ACT
dominasi	dominans	dominasi	dominans	N;SG	N;NOM;INDF;MASC+FEM;SG
dominasi	herravälde	dominasi	herravälde	N;SG	N;NOM;INDF;NEUT;SG
dominasi	dominans	dominasi	dominans	N;SG	N;NOM;INDF;MASC+FEM;SG
pemanasan	förspel	penpanasan	förspel	N;SG	N;NOM;INDF;NEUT;SG
pemanasan	uppvärmning	penpanasan	uppvärmning	N;SG	N;NOM;INDF;MASC+FEM;SG
pemanasan	upphettning	penpanasan	upphettning	N;SG	N;NOM;INDF;MASC+FEM;SG
pemanasan	värme	penpanasan	värme	N;SG	N;NOM;INDF;MASC+FEM;SG
pemanasan	uppvärmning	penpanasan	uppvärmning	N;SG	N;NOM;INDF;MASC+FEM;SG
pemanasan	uppvärmningen	penpanasan	uppvärmning	N;SG	N;NOM;DEF;MASC+FEM;SG
dieksekusi	avrättades	dieksekusi	avrätta	V;SG;PASS	V;IND;PST;FIN;PASS
kawat	tråd	kawat	tråd	N;SG	N;NOM;INDF;MASC+FEM;SG
kawat	ståltråd	kawat	ståltråd	N;SG	N;NOM;INDF;NEUT;SG
akta	gärning	akta	gärning	N;SG	N;NOM;INDF;MASC+FEM;SG
persepsi	uppfattning	persepsi	uppfattning	N;SG	N;NOM;INDF;MASC+FEM;SG
kaset	kassett	kaset	kassett	N	N;NOM;INDF;MASC+FEM;SG
kaset	kassetter	kaset	kassett	N	N;NOM;INDF;MASC+FEM;PL
kaset	band	kaset	band	N	N;NOM;INDF;NEUT;SG
biarawan	munken	biarawan	munke	N	N;NOM;DEF;MASC+FEM;SG
biarawan	munk	biarawan	munk	N	N;NOM;INDF;MASC+FEM;SG
biarawan	munkarna	biarawan	munke	N	N;NOM;DEF;MASC+FEM;PL
biarawan	munkar	biarawan	munk	N	N;NOM;INDF;MASC+FEM;PL
celana	shorts	celana	short	N;SG	N;NOM;INDF;MASC+FEM;SG
celana	trosa	celana	trosa	N;SG	N;NOM;INDF;MASC+FEM;SG
memulihkan	återhämtar	menpulihkan	återhämta	V;SG;ACT	V;IND;PRS;FIN;ACT
memulihkan	återställer	menpulihkan	återställa	V;SG;ACT	V;IND;PRS;FIN;ACT
memulihkan	återställ	menpulihkan	återställ	V;SG;ACT	V;IMP;FIN;ACT
memulihkan	återfå	menpulihkan	återfå	V;SG;ACT	V;IMP;FIN;ACT
memulihkan	återhämta	menpulihkan	återhämta	V;SG;ACT	V;IMP;NFIN;ACT
memulihkan	återställa	menpulihkan	återställa	V;SG;ACT	V;IMP;NFIN;ACT
memulihkan	återställer	menpulihkan	återställa	V;SG;ACT	V;IND;PRS;FIN;ACT
pemindahan	förskjutning	penpindahan	förskjutning	N;SG	N;NOM;INDF;MASC+FEM;SG
bing	bing	bing	bing	N	N;NOM;INDF;MASC+FEM;SG
bubuk	krut	bubuk	krut	N;SG	N;NOM;INDF;NEUT;SG
bubuk	puder	bubuk	puder	N;SG	N;NOM;INDF;NEUT;SG
bubuk	pulver	bubuk	pulver	N;SG	N;NOM;INDF;NEUT;SG
bubuk	powder	bubuk	powder	N;SG	N;NOM;INDF;MASC+FEM;SG
bubuk	pulver	bubuk	pulver	N;SG	N;NOM;INDF;NEUT;SG
pembacaan	avläsning	penbacaan	avläsning	N;SG	N;NOM;INDF;MASC+FEM;SG
pembacaan	läsning	penbacaan	läsning	N;SG	N;NOM;INDF;MASC+FEM;SG
keperawatan	omvårdnad	keperawatan	omvårdnad	N;SG	N;NOM;INDF;MASC+FEM;SG
keperawatan	ammande	keperawatan	ammande	N;SG	N;NOM;INDF;NEUT;SG
itunes	itunes	itunes	itunes	N;SG	N;NOM;DEF;MASC+FEM;SG
jurnalistik	journalistik	jurnalistik	journalistik	N;SG	N;NOM;INDF;MASC+FEM;SG
kelinci	hare	kelinci	hare	N	N;NOM;INDF;MASC+FEM;SG
kelinci	kaniner	kelinci	kanin	N	N;NOM;INDF;MASC+FEM;PL
kelinci	bunny	kelinci	bunny	N	N;NOM;INDF;MASC+FEM;SG
kelinci	kanin	kelinci	kanin	N	N;NOM;INDF;MASC+FEM;SG
kelinci	hare	kelinci	hare	N	N;NOM;INDF;MASC+FEM;SG
nasionalisme	nationalismen	nasionalisme	nationalism	N;SG	N;NOM;DEF;MASC+FEM;SG
nasionalisme	nationalism	nasionalisme	nationalism	N;SG	N;NOM;INDF;MASC+FEM;SG
implementasi	genomförande	implementasi	genomförande	N;SG	N;NOM;INDF;NEUT;SG
implementasi	implementering	implementasi	implementering	N;SG	N;NOM;INDF;MASC+FEM;SG
implementasi	genomförandet	implementasi	genomförande	N;SG	N;NOM;DEF;NEUT;SG
penempatan	placering	pentempatan	placering	N;SG	N;NOM;INDF;MASC+FEM;SG
penempatan	placeringen	pentempatan	placering	N;SG	N;NOM;DEF;MASC+FEM;SG
terkuat	starkaste	terkuat	stark	ADJ;RL;SG	ADJ;NOM;DEF;RL
terkuat	starkast	terkuat	stark	ADJ;RL;SG	ADJ;NOM;INDF;RL
terkuat	mäktigaste	terkuat	mäktig	ADJ;RL;SG	ADJ;NOM;DEF;RL
peresmian	invigning	peresmian	invigning	N;SG	N;NOM;INDF;MASC+FEM;SG
terpencil	avskilt	terpencil	avskild	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
terpencil	avskild	terpencil	avskild	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
katak	paddan	katak	padda	N;SG	N;NOM;DEF;MASC+FEM;SG
katak	padda	katak	padda	N;SG	N;NOM;INDF;MASC+FEM;SG
katak	groda	katak	groda	N;SG	N;NOM;INDF;MASC+FEM;SG
menghukum	bestraffa	menhukum	bestraffa	V;SG;ACT	V;IMP;NFIN;ACT
menghukum	straffa	menhukum	straffa	V;SG;ACT	V;IMP;FIN;ACT
menghukum	bestraffa	menhukum	bestraffa	V;SG;ACT	V;IMP;NFIN;ACT
imigrasi	invandring	imigrasi	invandring	N;SG	N;NOM;INDF;MASC+FEM;SG
imigrasi	immigration	imigrasi	immigration	N;SG	N;NOM;INDF;MASC+FEM;SG
imigrasi	migrationsverket	imigrasi	migrationsverket	N;SG	N;NOM;DEF;NEUT;SG
drastis	drastisk	drastis	drastisk	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
prototipe	prototypen	prototipe	prototyp	N;SG	N;NOM;DEF;MASC+FEM;SG
prototipe	prototyp	prototipe	prototyp	N;SG	N;NOM;INDF;MASC+FEM;SG
subyek	försökspersoner	subyek	försöksperson	N	N;NOM;INDF;MASC+FEM;PL
subyek	ämnen	subyek	ämne	N	N;NOM;INDF;NEUT;PL
subyek	undersåtar	subyek	undersåte	N	N;NOM;INDF;MASC+FEM;PL
subyek	föremål	subyek	föremål	N	N;NOM;INDF;NEUT;SG
subyek	ämne	subyek	ämne	N	N;NOM;INDF;NEUT;SG
sukarela	volontär	sukarela	volontär	N;SG	N;NOM;INDF;MASC+FEM;SG
kolektif	kollektivt	kolektif	kollektiv	ADJ	ADJ;NOM;INDF;NEUT;SG
kolektif	kollektivt	kolektif	kollektiv	ADJ	ADJ;NOM;INDF;NEUT;SG
kolektif	kollektiva	kolektif	kollektiv	ADJ	ADJ;NOM;PL
meniru	härma	mentiru	härma	V;SG;ACT	V;IMP;FIN;ACT
meniru	imitera	mentiru	imitera	V;SG;ACT	V;IMP;FIN;ACT
meniru	imiterar	mentiru	imitera	V;SG;ACT	V;IND;PRS;FIN;ACT
ester	esther	ester	esther	N	N;NOM;INDF;MASC+FEM;SG
nyonya	madam	nyonya	madam	N	N;NOM;INDF;MASC+FEM;SG
nyonya	frun	nyonya	fru	N	N;NOM;DEF;MASC+FEM;SG
nyonya	härskarinna	nyonya	härskarinna	N	N;NOM;INDF;MASC+FEM;SG
nyonya	husmor	nyonya	husmor	N	N;NOM;INDF;MASC+FEM;SG
nyonya	älskarinna	nyonya	älskarinna	N	N;NOM;INDF;MASC+FEM;SG
nyonya	dam	nyonya	dam	N	N;NOM;INDF;MASC+FEM;SG
nyonya	damen	nyonya	dam	N	N;NOM;DEF;MASC+FEM;SG
nyonya	lady	nyonya	lady	N	N;NOM;INDF;MASC+FEM;SG
oksida	oxid	oksida	oxid	N;SG	N;NOM;INDF;MASC+FEM;SG
hobi	hobby	hobi	hobby	N;SG	N;NOM;INDF;MASC+FEM;SG
rotasi	rotation	rotasi	rotation	N	N;NOM;INDF;MASC+FEM;SG
balasan	svar	balasan	svar	N;SG;ACT	N;NOM;INDF;NEUT;SG
balasan	svar	balasan	svar	N;SG;ACT	N;NOM;INDF;NEUT;SG
undian	lotto	undian	lotto	N;SG	N;NOM;INDF;NEUT;SG
undian	lotteri	undian	lotteri	N;SG	N;NOM;INDF;NEUT;SG
penguasaan	innehav	penkuasaan	innehav	N;SG	N;NOM;INDF;NEUT;SG
penguasaan	besittning	penkuasaan	besittning	N;SG	N;NOM;INDF;MASC+FEM;SG
penguasaan	mästerskap	penkuasaan	mästerskap	N;SG	N;NOM;INDF;NEUT;SG
gantung	hang	gantung	hang	N;SG	N;NOM;INDF;NEUT;SG
gantung	hängning	gantung	hängning	N;SG	N;NOM;INDF;MASC+FEM;SG
prioritas	prioritet	prioritas	prioritet	N;SG	N;NOM;INDF;MASC+FEM;SG
prioritas	prioritering	prioritas	prioritering	N;SG	N;NOM;INDF;MASC+FEM;SG
dihilangkan	utelämnas	dihilangkan	utelämna	V;SG;PASS	V;IND;NFIN;PASS
dihilangkan	utelämnats	dihilangkan	utelämna	V;SG;PASS	V;V.CVB;PASS
dihilangkan	elimineras	dihilangkan	eliminera	V;SG;PASS	V;IND;NFIN;PASS
penerjemah	översättare	penterjemah	översättare	N;SG	N;NOM;INDF;MASC+FEM;SG
penerjemah	tolk	penterjemah	tolk	N;SG	N;NOM;INDF;MASC+FEM;SG
penerjemah	översättare	penterjemah	översättare	N;SG	N;NOM;INDF;MASC+FEM;SG
mahabharata	mahabharata	mahabharata	mahabhar	N	N;NOM;INDF;MASC+FEM;PL
performa	föreställning	performa	föreställning	N;SG	N;NOM;INDF;MASC+FEM;SG
performa	performance	performa	performance	N;SG	N;NOM;INDF;MASC+FEM;SG
performa	resultat	performa	resultat	N;SG	N;NOM;INDF;NEUT;SG
performa	prestanda	performa	prestanda	N;SG	N;NOM;INDF;MASC+FEM;SG
persentase	procent	persentase	procent	N;SG	N;NOM;INDF;MASC+FEM;SG
persentase	procent	persentase	procent	N;SG	N;NOM;INDF;MASC+FEM;SG
persentase	procentsats	persentase	procentsats	N;SG	N;NOM;INDF;MASC+FEM;SG
persentase	procent	persentase	procent	N;SG	N;NOM;INDF;MASC+FEM;SG
menimpa	åsidosätta	mentimpa	åsidosätta	V;SG;ACT	V;IMP;FIN;ACT
strip	remsor	strip	remsa	N	N;NOM;INDF;MASC+FEM;PL
strip	remsor	strip	remsa	N	N;NOM;INDF;MASC+FEM;PL
strip	strippa	strip	strippa	N	N;NOM;INDF;MASC+FEM;SG
champion	förkämpe	champion	förkämpe	N	N;NOM;INDF;MASC+FEM;SG
champion	champion	champion	champion	N	N;NOM;INDF;MASC+FEM;SG
champion	mästare	champion	mäst	N	N;NOM;INDF;MASC+FEM;SG
menggali	gräv	mengali	gräv	V;SG;ACT	V;IMP;FIN;ACT
menggali	gräver	mengali	gräva	V;SG;ACT	V;IND;PRS;FIN;ACT
menggali	gräva	mengali	gräva	V;SG;ACT	V;IMP;FIN;ACT
menggali	gräver	mengali	gräva	V;SG;ACT	V;IND;PRS;FIN;ACT
menggali	gräva	mengali	gräva	V;SG;ACT	V;IMP;FIN;ACT
menggali	grävt	mengali	gräva	V;SG;ACT	V;V.CVB;ACT
menggali	gräver	mengali	gräva	V;SG;ACT	V;IND;PRS;FIN;ACT
elektronika	electronica	elektronika	electronic	N	N;NOM;INDF;MASC+FEM;SG
elektronika	electronics	elektronika	electronics	N	N;NOM;INDF;MASC+FEM;SG
elektronika	elektronik	elektronika	elektronik	N	N;NOM;INDF;MASC+FEM;SG
neutron	neutroner	neutron	neutron	N	N;NOM;INDF;MASC+FEM;PL
neutron	neutron	neutron	neutron	N	N;NOM;INDF;MASC+FEM;SG
sengketa	tvist	sengketa	tvist	N;SG	N;NOM;INDF;MASC+FEM;SG
sengketa	dispyt	sengketa	dispyt	N;SG	N;NOM;INDF;MASC+FEM;SG
pengasingan	exil	penasingan	exil	N;SG	N;NOM;INDF;MASC+FEM;SG
liburan	helgdag	liburan	helgdag	N;SG	N;NOM;INDF;MASC+FEM;SG
liburan	semester	liburan	semest	N;SG	N;NOM;INDF;MASC+FEM;SG
liburan	högtid	liburan	högtid	N;SG	N;NOM;INDF;MASC+FEM;SG
liburan	semester	liburan	semest	N;SG	N;NOM;INDF;MASC+FEM;SG
liburan	semester	liburan	semest	N;SG	N;NOM;INDF;MASC+FEM;SG
separuh	halvt	separuh	halv	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
separuh	halva	separuh	halv	ADJ;SG	ADJ;NOM;DEF;SG
separuh	halv	separuh	halv	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
teras	terrass	teras	terrass	N;SG	N;NOM;INDF;MASC+FEM;SG
teras	terrassen	teras	terrass	N;SG	N;NOM;DEF;MASC+FEM;SG
personil	personal	personil	personal	N;SG	N;NOM;INDF;MASC+FEM;SG
personil	personalen	personil	personal	N;SG	N;NOM;DEF;MASC+FEM;SG
acuan	hänvisning	acuan	hänvisning	N;SG	N;NOM;INDF;MASC+FEM;SG
acuan	referens	acuan	referens	N;SG	N;NOM;INDF;MASC+FEM;SG
rekomendasi	rekommendation	rekomendasi	rekommendation	N;SG	N;NOM;INDF;MASC+FEM;SG
pengadaan	anskaffning	penadaan	anskaffning	N;SG	N;NOM;INDF;MASC+FEM;SG
pengadaan	tillvaratagande	penadaan	tillvaratagande	N;SG	N;NOM;INDF;NEUT;SG
pengadaan	upphandling	penadaan	upphandling	N;SG	N;NOM;INDF;MASC+FEM;SG
pengadaan	upphandlande	penadaan	upphandlande	N;SG	N;NOM;INDF;NEUT;SG
kisaran	intervall	kisaran	intervall	N;SG	N;NOM;INDF;NEUT;SG
kisaran	avstånd	kisaran	avstånd	N;SG	N;NOM;INDF;NEUT;SG
kisaran	range	kisaran	range	N;SG	N;NOM;INDF;MASC+FEM;SG
kisaran	intervall	kisaran	intervall	N;SG	N;NOM;INDF;NEUT;SG
imbang	slips	imbang	slipa	N;SG	N;NOM;INDF;MASC+FEM;SG
imbang	oavgjort	imbang	oavgöra	N;SG	N;NOM;INDF;MASC+FEM;SG
imbang	draw	imbang	draw	N;SG	N;NOM;INDF;MASC+FEM;SG
imbang	dragning	imbang	dragning	N;SG	N;NOM;INDF;MASC+FEM;SG
pembatasan	inskränkning	penbatasan	inskränkning	N;SG	N;NOM;INDF;MASC+FEM;SG
pembatasan	begränsning	penbatasan	begränsning	N;SG	N;NOM;INDF;MASC+FEM;SG
perorangan	individ	perorangan	individ	N;SG	N;NOM;INDF;MASC+FEM;SG
nubuat	förutsägelser	nubuat	förutsägelse	N	N;NOM;INDF;MASC+FEM;PL
nubuat	profetior	nubuat	profetior	N	N;NOM;INDF;MASC+FEM;PL
nubuat	profetian	nubuat	profetian	N	N;NOM;DEF;MASC+FEM;SG
nubuat	profetia	nubuat	profetia	N	N;NOM;INDF;MASC+FEM;SG
nubuat	profetior	nubuat	profetior	N	N;NOM;INDF;MASC+FEM;PL
soto	soto	soto	soto	N	N;NOM;INDF;MASC+FEM;SG
penanda	markör	pentanda	markör	N;SG	N;NOM;INDF;MASC+FEM;SG
menyembunyikan	gömde	mensembunyikan	göma	V;SG;ACT	V;IND;PST;FIN;ACT
menyembunyikan	dölj	mensembunyikan	dölja	V;SG;ACT	V;IMP;FIN;ACT
menyembunyikan	dölja	mensembunyikan	dölja	V;SG;ACT	V;IMP;FIN;ACT
menyembunyikan	gömma	mensembunyikan	gömma	V;SG;ACT	V;IMP;FIN;ACT
menyembunyikan	göm	mensembunyikan	göm	V;SG;ACT	V;IMP;FIN;ACT
menyembunyikan	döljer	mensembunyikan	dölja	V;SG;ACT	V;IND;PRS;FIN;ACT
menyembunyikan	dölja	mensembunyikan	dölja	V;SG;ACT	V;IMP;FIN;ACT
menyembunyikan	döljer	mensembunyikan	dölja	V;SG;ACT	V;IND;PRS;FIN;ACT
menyembunyikan	gömmer	mensembunyikan	gömma	V;SG;ACT	V;IND;PRS;FIN;ACT
menyembunyikan	gömma	mensembunyikan	gömma	V;SG;ACT	V;IMP;FIN;ACT
dongeng	saga	dongeng	saga	N;SG	N;NOM;INDF;MASC+FEM;SG
dongeng	berättelse	dongeng	berättelse	N;SG	N;NOM;INDF;MASC+FEM;SG
aroma	arom	aroma	arom	N;SG	N;NOM;INDF;MASC+FEM;SG
aroma	doft	aroma	doft	N;SG	N;NOM;INDF;MASC+FEM;SG
aroma	doft	aroma	doft	N;SG	N;NOM;INDF;MASC+FEM;SG
penggantian	substitution	pengantian	substitution	N;SG	N;NOM;INDF;MASC+FEM;SG
penggantian	ersättning	pengantian	ersättning	N;SG	N;NOM;INDF;MASC+FEM;SG
menguji	testa	menkuji	testa	V;SG;ACT	V;IMP;FIN;ACT
menguji	testa	menkuji	testa	V;SG;ACT	V;IMP;FIN;ACT
menguji	testar	menkuji	testa	V;SG;ACT	V;IMP;PRS;FIN;ACT
suite	suite	suite	suite	N	N;NOM;INDF;NEUT;SG
suite	svit	suite	svit	N	N;NOM;INDF;MASC+FEM;SG
suite	sviten	suite	svit	N	N;NOM;DEF;MASC+FEM;SG
suite	suites	suite	suites	N	N;NOM;INDF;NEUT;SG
suite	sviterna	suite	svit	N	N;NOM;DEF;MASC+FEM;PL
suite	sviter	suite	svita	N	N;NOM;INDF;MASC+FEM;PL
penggalian	utgrävning	pengalian	utgrävning	N;SG	N;NOM;INDF;MASC+FEM;SG
reputasi	rykte	reputasi	ryka	N;SG	N;NOM;INDF;NEUT;SG
reputasi	anseende	reputasi	anseende	N;SG	N;NOM;INDF;NEUT;SG
mengenali	erkänner	menkenali	erkänna	V;SG;ACT	V;IND;PRS;FIN;ACT
mengenali	erkänna	menkenali	erkänna	V;SG;ACT	V;IMP;FIN;ACT
mengenali	erkänna	menkenali	erkänna	V;SG;ACT	V;IMP;FIN;ACT
wawasan	insikt	wawasan	insikt	N;SG	N;NOM;INDF;MASC+FEM;SG
wawasan	inblick	wawasan	inblick	N;SG	N;NOM;INDF;MASC+FEM;SG
wawasan	statistik	wawasan	statistik	N;SG	N;NOM;INDF;MASC+FEM;SG
keramat	keramat	keramat	keramat	N	N;NOM;INDF;MASC+FEM;SG
asumsi	antagande	asumsi	antagande	N;SG	N;NOM;INDF;NEUT;SG
kiper	målvakt	kiper	målvakt	N;SG	N;NOM;INDF;MASC+FEM;SG
kiper	målvakt	kiper	målvakt	N;SG	N;NOM;INDF;MASC+FEM;SG
lancar	slät	lancar	släta	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
lancar	jämn	lancar	jämn	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
lancar	slätt	lancar	slätta	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
lancar	smidigt	lancar	smidig	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
lancar	smidig	lancar	smidig	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
bengkel	verkstad	bengkel	verkstad	N;SG	N;NOM;INDF;MASC+FEM;SG
bengkel	workshop	bengkel	workshop	N;SG	N;NOM;INDF;MASC+FEM;SG
bengkel	seminarium	bengkel	seminarium	N;SG	N;NOM;INDF;NEUT;SG
